,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window
belt,0.89493525,0.683974,0.43987656,1.3937414,0.82935286,0.6415812,1.0317855,1.2309844,1.3353608,1.4173623,0.0,1.2793242,1.4220206,0.5040374,1.3758142,0.97172725,1.0240852,0.30728948,0.57676834,1.2145989,1.0634315,0.85438585,0.9127295,0.8240906,0.30195117,0.68573874,0.97661465,1.2551669,1.212524,1.3124653,0.76072,1.2063025,1.0537692,1.2257226,1.0463576,0.94410545,1.3111231,1.2637166,0.1932137,1.3666228,0.3328663,1.0373496,1.2741463,1.2240944,1.1716365,0.96792704,1.1704212,0.815053,1.2190912,1.1908091,0.7857902,0.627191,0.8798998,0.9035762,1.0466216,0.90867513,1.2559658,0.3401395,1.0459708,0.95358515,1.0154626,1.2053306,1.3254268,0.7707868,0.92001617,1.1830643,1.1726029,1.3093159,1.0189927,1.0713735,0.4634999,0.42940778,1.2736539,0.6785533,0.957797,1.4365375,1.1748819,1.2891719,0.3065921,0.5768372,0.8033673,0.8162242,0.89523524,1.0483668,0.9507518,1.4058638,1.2239782,1.2589861,0.2094326,0.27873755,0.8923423,0.8614078,1.1805382,0.73762923,1.1465821,0.8713572,0.9920458,1.0178,1.0681043,1.2423023,1.2620577,0.59815246,0.9779315,1.2269843,1.1298327,1.1245806,1.0907177,1.1896379,1.0546227,1.3443198,0.9436724,1.158371,0.6414401,1.2410469,0.7205672,1.2878438,0.25306255,1.2937794,0.5353341,1.1755445,0.9375386,1.3899148,0.80417526,1.1478081,1.2694373,1.3481294,0.6394583,0.7129352,1.1643214,1.1081651,0.8460214,0.75980604,1.2750306,1.2154311,1.0131313,0.97839355,0.34331918,1.0938578
bench,1.0309781,1.3212222,1.5247711,0.6456131,1.2767805,1.2915087,1.3014764,0.6210317,0.45021856,0.3434989,1.2793242,0.0,0.7392028,1.3246645,0.41468394,1.0792074,0.8859966,1.3467592,1.2601992,0.5691707,1.019688,0.8389536,1.0920824,1.3613214,1.0978316,1.1913533,1.2069223,0.6448862,0.3454535,1.0837249,1.3188415,0.6819931,1.3052003,0.74406475,1.2445183,1.2094288,0.30502737,1.0339742,1.3949486,0.37106496,1.3140091,1.2842306,0.80393493,1.1881901,0.5782811,0.91067576,0.675925,1.4608154,0.64059174,0.95259935,1.304725,1.3019156,1.3527975,1.1754717,0.9916162,1.4566242,0.7647936,1.4049237,0.98222643,0.9441081,1.2245541,0.9451027,0.9410091,1.2585496,1.3252635,0.89064777,1.0142235,0.42530715,0.73759353,0.8333578,1.270451,1.264358,0.9529225,1.2313038,1.2237473,0.7566588,0.83812225,0.870094,1.3848239,1.0039319,1.2066052,1.3020711,1.4018391,0.56704956,1.2900714,0.50815994,0.5470915,0.7772573,1.3132021,1.3247768,1.1858683,1.3147986,1.099626,0.87899214,1.0147271,1.1909163,1.1096869,1.2547975,1.3665982,1.2277486,0.57502997,1.2185245,1.2730075,0.5846625,0.56829673,1.2163578,1.1776276,0.82522154,1.1187254,0.5763198,1.1132239,0.5408942,1.2580993,0.71849823,0.68166715,0.46020818,1.3656619,0.57793856,1.3699954,0.79832816,1.1958919,0.8346055,1.4098113,0.86817074,0.679132,0.54199135,1.2992634,1.3814384,1.0466325,0.91685736,0.8902995,1.3808701,0.8493331,0.9406568,0.72097415,0.7058473,1.3726094,0.6367947
bib,1.0741174,1.338993,1.4901301,0.35637152,1.1231498,1.3714879,1.0795372,0.77621955,0.64046955,0.3853088,1.4220206,0.7392028,0.0,1.489207,0.34008914,1.1649947,0.6424918,1.5287676,1.265505,0.7166002,0.97048,1.3074405,1.1494728,1.2484818,1.5469488,1.4062636,1.0620775,0.7897947,0.9569769,0.8728473,1.2111415,0.6840119,1.1324205,0.68650395,1.0791975,1.078841,0.60414696,0.7866292,1.5346062,0.59811324,1.5580107,1.1951737,0.8205867,0.8354783,0.9985332,1.1548687,0.73340833,1.3393056,0.7778315,0.7869104,1.2757492,1.3301144,1.2704006,1.1398009,1.0047257,1.18448,0.80236864,1.5582889,1.1583716,0.96931136,0.84943175,0.86257243,0.5984121,1.2844098,1.2202765,0.7732481,1.0512164,0.5894707,1.0596547,1.0565839,1.5444154,1.4414165,0.75860953,1.1667134,1.0487705,0.42886412,0.9339939,0.68203515,1.4337626,1.3607186,1.1871346,1.4073949,1.2399949,1.0394669,1.1330473,0.28327763,0.8352636,0.3319744,1.5186167,1.472287,1.159464,1.2112288,1.0606631,1.2020055,0.78780675,1.3342509,0.9417667,1.1329325,1.2214643,0.989559,0.6848532,1.5125235,1.1844631,0.928476,0.86656976,1.0647165,1.0563439,0.66602933,1.0210189,0.59090847,1.2505429,0.8317693,1.5452318,0.69914305,1.1180036,0.5472776,1.6111628,0.48903352,1.4101009,0.73733723,1.3825656,0.72525597,1.2716644,1.0218364,0.5732196,0.2868513,1.3525363,1.360465,0.6652967,0.6505863,1.1515664,1.1652195,0.5832315,0.8235806,1.0326661,1.2506157,1.485826,0.9534762
bird,0.4938472,0.72468674,0.6260077,1.4381038,0.992325,0.7730663,0.89684063,1.146651,1.3873181,1.5355983,0.5040374,1.3246645,1.489207,0.0,1.4620271,0.93743616,1.0994349,0.5158535,0.7024249,1.2850294,1.0389276,0.71629286,0.9085565,0.6731278,0.5180003,0.4505977,1.018093,1.1595463,1.2038804,1.080472,0.70816267,1.2738302,0.911863,1.2518597,1.0354811,0.92998594,1.3997084,1.1514312,0.4267506,1.3902836,0.5012909,0.72301793,1.1741272,1.1022449,1.1607304,0.88521075,1.2540932,0.94695497,1.2784544,1.3020878,0.9388423,0.39962792,0.6478767,0.99067986,0.96135205,0.5849164,1.2422949,0.451123,0.8350617,1.0199963,1.146194,1.2479706,1.3774943,0.83011454,0.74848354,1.0408889,1.1347508,1.4807631,0.97919786,1.0727714,0.38615543,0.5723211,1.2636989,0.83872885,0.9786588,1.4294924,1.1417509,1.2530888,0.6169269,0.60908973,0.9643023,0.7436985,0.96427,1.1079571,0.88369834,1.4611957,1.3616645,1.3600585,0.3537035,0.3651861,0.9357599,0.8506413,1.0114907,0.63469005,1.1735084,0.6997806,1.0123414,0.87826425,0.9679235,1.1374764,1.1448303,0.4467528,0.93941015,1.2412077,1.1458001,0.8420983,1.0752671,1.2314702,0.84272367,1.4164456,0.8154465,1.2836337,0.5989797,1.2526331,0.8106196,1.3906994,0.30920213,1.3926358,0.70094883,1.2241321,0.77798295,1.2496502,0.8140703,1.0400138,1.3534803,1.4736533,0.6420165,0.8330561,1.1220324,1.1488717,0.7699866,0.80082047,1.3071767,1.1949809,0.97537374,0.8790112,0.60890305,1.0800326
blanket,1.1303463,1.321871,1.5116199,0.4645722,1.1388524,1.3764071,1.2433594,0.6974218,0.59815264,0.16734195,1.3758142,0.41468394,0.34008914,1.4620271,0.0,1.0897304,0.9521202,1.5399437,1.3685582,0.819744,1.01765,1.1260827,1.2161362,1.3009887,1.4078686,1.394943,1.1391478,0.58170956,0.6699611,0.99655163,1.4112016,0.5914689,1.2174592,0.7091786,1.2013721,1.1731734,0.2825718,0.9233244,1.5348512,0.54076564,1.5442932,1.2954297,0.7542228,1.0026603,0.88633865,1.1612396,0.5634892,1.3757986,0.57220626,0.91321516,1.2765348,1.3119032,1.3642057,1.1030303,1.0335947,1.3940936,0.8550965,1.5381706,0.9236932,0.93451685,1.1671749,0.86531466,0.7969456,1.173773,1.2918234,0.82072085,1.0915598,0.33661377,0.951845,1.1067659,1.5472811,1.4369575,0.82793856,1.1805187,1.2245029,0.4534372,0.92573625,0.74896413,1.4203963,1.1165496,1.1856134,1.2864794,1.3532803,0.8395057,1.2711612,0.12786782,0.5600544,0.64093083,1.4704885,1.4620293,1.1664351,1.2870462,1.1007001,0.886677,0.9503623,1.279328,1.0688486,1.1923697,1.2437396,1.0583003,0.45022714,1.4848464,1.1568729,0.8825936,0.6833915,1.1071153,1.1839395,0.5520443,1.1782429,0.4956714,1.1158357,0.534436,1.4305824,0.73093575,1.0375335,0.46058297,1.4943734,0.36708772,1.4227777,0.6109894,1.3243365,0.81707656,1.3803259,0.90348834,0.4548508,0.46004343,1.3903683,1.3607317,0.8327996,0.88397944,0.8895371,1.4152777,0.81524855,0.9617004,0.86822915,1.0873251,1.4309719,0.8503138
boat,1.0527208,0.917783,0.9352702,1.2517982,1.0619394,0.9352331,0.97643495,0.8887019,1.1095692,1.0700703,0.97172725,1.0792074,1.1649947,0.93743616,1.0897304,0.0,0.97664267,0.8572406,0.83523697,0.9112825,1.0543996,0.9686604,0.8224629,0.81398755,0.7773454,0.8226461,0.9375531,1.1962938,0.9011895,1.0137273,0.9823989,0.997263,0.92010623,1.1540217,1.1192946,0.972997,1.0999665,0.9737754,0.8982538,0.9923773,0.82759476,1.0173107,1.1817733,1.0538082,1.0419663,0.84085643,1.0318763,0.9413928,1.2854232,1.1727707,0.92751664,0.90203345,0.94919956,0.9096581,1.0419861,0.9394516,1.0484947,1.008666,0.9676726,1.0078787,0.95853424,1.1691701,1.1685473,0.9746014,0.9244996,0.94476056,0.93145365,1.12019,0.9192718,0.9235454,0.8179164,0.9364136,1.0589794,0.8898483,1.0413349,1.1491277,1.0643454,1.1715132,0.9883926,0.7354107,0.9487263,1.014592,0.97826815,0.9718652,0.9075593,1.0770873,0.9701631,1.1700478,0.9338051,0.93722993,1.0024188,0.9005299,0.9633203,0.8033205,1.1201327,0.93379265,1.0286094,0.94072735,0.92911494,0.87190646,0.9633459,0.8057624,0.89110804,1.0140964,1.1598771,0.91793483,1.0662863,1.1509454,1.1430864,1.1491716,0.9179416,1.0362105,0.8300864,1.1238122,0.9159801,1.2329483,0.91150963,1.1586537,0.93431944,0.9966825,0.9687023,1.1742724,0.9936146,0.9521763,1.253128,1.2261424,0.86975396,0.95066816,0.99387825,1.0645005,0.7348937,0.93584347,1.1761013,1.1121714,1.0366651,1.0099664,0.9776307,0.90066934
book,0.8850835,1.199785,1.1237842,0.94826394,1.1604702,1.0492097,1.0005558,0.71138984,0.9587077,0.9090644,1.0240852,0.8859966,0.6424918,1.0994349,0.9521202,0.97664267,0.0,1.0565885,0.8913674,0.43973947,1.1451225,1.1479499,0.8286812,1.0452061,1.0572809,0.87230545,1.0301721,1.2041763,0.9516919,0.99653774,0.81291866,1.121858,1.0402176,0.9620116,0.9832194,1.0003282,0.9161266,1.057445,1.0369658,0.7543394,1.0464772,0.8608184,1.0621581,1.0226138,1.1196706,0.754115,1.1794866,1.1729671,1.1329203,1.0376196,1.2547225,0.9621905,0.8997586,1.1961432,0.91683245,0.78645086,0.96504265,1.1805012,1.1456621,1.0791816,0.7614685,1.1485757,1.0011144,1.2040098,0.9197478,0.9586529,0.96224517,1.0957243,0.944472,0.75959504,1.0638473,1.1785767,0.9203411,0.99751675,0.9026929,1.017861,0.9568024,0.9679227,1.1923519,1.0401118,1.2139457,1.3410976,1.0431243,1.0594815,0.91528255,0.96723944,1.2001508,0.29564166,1.0452516,0.9946531,1.1014694,1.0476843,0.92839324,0.90804476,0.8442199,1.0055774,0.8173777,0.93931997,1.1798992,1.2202048,0.8382748,0.9566115,1.2646496,0.94153714,1.0824707,1.0164871,0.9507058,1.1470323,0.8859807,1.0911733,1.1064864,1.1499298,1.2284567,1.0591434,0.92175096,0.9507803,1.1563023,1.0629556,1.1663811,1.0576973,1.1325704,1.0525796,0.96884185,1.0457228,1.0139188,0.5082268,0.9077915,1.2880592,0.8148283,0.8092967,0.93256825,0.7888704,0.6781769,0.860303,1.0103533,1.0505629,1.2274798,1.0503091
bottle,1.0268897,0.7191765,0.35403252,1.4833046,0.7887167,0.6288639,0.9373332,1.1813308,1.4102407,1.5264964,0.30728948,1.3467592,1.5287676,0.5158535,1.5399437,0.8572406,1.0565885,0.0,0.5348889,1.1725721,1.121935,0.78092766,0.66285175,0.8882632,0.31072116,0.66138154,1.0317667,1.3336124,1.139593,1.2431859,0.6254647,1.2674496,0.9541961,1.2419808,1.0132207,0.8915415,1.3929431,1.2545758,0.2304461,1.3639892,0.08659536,1.0027505,1.2512093,1.0400054,1.1262372,1.0712832,1.318403,0.76389,1.2784997,1.231792,0.9222362,0.82159996,0.6101336,1.0299643,1.1217053,0.87860054,1.1345017,0.3255875,1.0284395,1.0727339,0.99215066,1.2144482,1.4339355,0.7471068,0.8871846,1.1828477,0.90459186,1.4560432,1.1361722,0.91087204,0.2879554,0.31728983,1.3170612,0.7780658,0.8358257,1.4894085,1.158768,1.3193514,0.2680078,0.47716355,0.95315886,0.77679193,0.83606017,1.0140042,0.9249937,1.5507795,1.3381209,1.3440279,0.29377228,0.42888868,0.9770642,0.8093101,1.1252815,0.7170919,1.1663928,0.62903666,1.0070632,0.97185355,0.98055,1.1740464,1.2568817,0.37217712,1.0626731,1.0918617,1.2033696,1.1603876,0.9834409,1.2615554,1.0578407,1.4502467,0.87224853,1.2655268,0.50963086,1.2234327,0.8638568,1.3662204,0.30575573,1.4549048,0.3587886,1.2728333,0.7807126,1.371335,0.73861957,1.0658126,1.4034812,1.4463128,0.662052,0.7752774,1.1985415,1.1423892,0.79170835,0.60088295,1.3090241,1.1958846,1.0663062,0.8831009,0.42538738,1.1036764
bowl,1.0779037,0.92540735,0.509651,1.4249904,0.7185917,0.53738767,0.8504709,0.8607578,1.139159,1.3503882,0.57676834,1.2601992,1.265505,0.7024249,1.3685582,0.83523697,0.8913674,0.5348889,0.0,0.92108023,1.1220207,1.071295,0.4934827,1.036914,0.607085,0.74209034,0.7339909,1.3618194,1.1535189,0.9787407,0.68919545,1.264012,0.7610041,1.1464543,0.8745941,0.8673176,1.31886,1.2861089,0.59255826,1.1674474,0.37456435,1.0326393,1.245728,1.0906473,1.2459893,0.89269024,1.3653568,0.7322725,1.3111804,1.2524296,1.0813546,0.8415401,0.7604474,1.1239523,0.9834137,0.8791358,1.1297129,0.7167644,1.061743,1.0654991,0.80634606,1.3476512,1.327011,0.9602835,0.98546404,1.2116646,0.89846736,1.4807119,1.1170894,0.8998893,0.55324996,0.77335185,1.0776292,0.6249344,0.6881434,1.3106163,1.1252582,1.2435606,0.65669864,0.78972286,1.0935593,0.9160283,0.534181,1.0750864,1.0021623,1.384248,1.4321394,1.1584017,0.61392426,0.68172425,1.0658649,0.7712426,1.1372807,0.80719525,0.92546916,0.84723425,0.6843953,1.0594147,1.0231897,1.1032081,1.141465,0.60831505,0.9358605,1.1398216,1.1677667,1.2701976,0.6333296,1.3115678,0.9573876,1.4643811,1.0130043,1.3773834,0.8453009,1.1956167,0.6399982,1.2737519,0.61119705,1.2855978,0.64582247,1.3134074,0.8640255,1.217288,0.6303632,1.0945079,1.3822289,1.1847028,0.36343342,1.0248227,1.164358,1.1387818,0.9015828,0.5262468,0.85942805,1.1187801,1.0636168,1.124635,0.7692951,1.1703929
box,1.1212528,1.3300378,1.3544385,0.89315677,1.1592897,1.1580026,1.1313602,0.4324878,0.6962231,0.626032,1.2145989,0.5691707,0.7166002,1.2850294,0.819744,0.9112825,0.43973947,1.1725721,0.92108023,0.0,1.1905414,0.986958,0.6520047,1.2595263,0.9920973,1.0664369,1.1133162,1.0190817,0.5150198,0.8899642,0.9015331,0.9705246,1.1220564,0.88809186,1.0609294,1.1488563,0.6058508,1.085825,1.3110523,0.33522516,1.0718199,1.0243561,0.90688854,1.0329127,0.74974424,0.69389474,1.1059211,1.3471756,1.0054537,1.0270789,1.3705177,1.2315267,1.0541323,1.3010317,1.0227445,1.1032646,0.763144,1.3685949,1.0623257,1.1126446,0.8783154,1.0930315,0.98346126,1.2669945,1.1293207,0.98325837,0.7631995,0.9056902,0.9603389,0.56718874,1.1564033,1.2575264,0.927313,1.195339,0.9319382,0.86969924,0.76063764,0.9088696,1.3750163,1.0903054,1.2787321,1.3727081,1.1251506,0.7300632,1.068965,0.8542688,0.9975413,0.63502115,1.3324344,1.3248191,1.2253523,1.2651579,0.9559438,0.913229,0.8956393,1.0147681,0.959624,1.1005714,1.2544769,1.1189916,0.56730044,0.98082966,1.2442099,0.63341206,0.9561463,1.1534878,0.9068538,1.0961363,1.0293187,0.9335638,1.0129614,0.92892045,1.3255627,0.93928504,0.8347555,0.8157141,1.3624432,0.95285845,1.2996187,0.94911635,1.2244117,0.91948503,1.0910666,0.748859,0.93744135,0.5798695,1.0639893,1.3877637,1.0045296,0.9250764,0.9337599,0.8879906,0.6324774,0.7877762,0.8997874,0.77018046,1.3436658,0.8694761
bread,0.8399788,0.83207047,1.0485088,0.89390326,0.9744292,1.0786455,0.87440664,1.1028006,1.0351572,1.1119778,1.0634315,1.019688,0.97048,1.0389276,1.01765,1.0543996,1.1451225,1.121935,1.1220207,1.1905414,0.0,1.0606967,1.2478534,1.1256014,1.1006396,1.082612,0.9640109,0.8403583,1.1992942,0.73826635,1.1037623,1.0829662,0.91629934,1.0086839,0.60484195,0.9280835,1.1364994,0.568722,1.0847232,1.2150453,1.1414576,0.85858077,0.9315498,1.0960413,1.0049791,1.133958,0.9803221,0.9183305,1.0192139,1.0464717,0.8344697,0.94706774,1.1688058,0.8703487,1.0230631,1.090029,1.0179818,1.0969815,1.0439352,0.8723972,0.98173714,0.94736516,0.7777234,1.0972614,1.1079865,1.0052589,1.039414,1.0553465,0.7073831,1.1733778,1.0669043,1.0061772,0.64401305,0.9586548,0.8874834,0.8963417,1.284724,0.88811445,0.9978332,1.0920875,0.86714345,0.9276391,0.8623421,1.141752,1.1342905,0.98600096,1.02071,1.065166,1.034808,1.0258411,0.9741347,0.92117053,1.0698757,0.9931592,0.8487341,1.1670963,0.81989455,1.0905936,0.8006441,0.8140269,1.1820346,1.1338302,0.627874,1.092182,1.0440365,1.068056,0.9251507,0.92983437,1.1930403,1.0237657,1.2108343,1.0963917,1.0848918,1.0126477,0.95059055,1.1285875,1.0503997,0.8890638,0.92030054,0.88724285,1.0508758,1.0197241,1.1482701,1.2885754,1.1347954,1.1326029,0.99586797,0.8724452,1.0577039,1.0592271,1.0525357,1.308779,0.9678519,1.1821539,1.073057,1.216041,1.0809649,0.9911068
broom,0.86919904,0.8126361,1.0544572,1.1693355,1.240066,1.0351689,1.1165457,0.93420976,0.94649756,1.0392905,0.85438585,0.8389536,1.3074405,0.71629286,1.1260827,0.9686604,1.1479499,0.78092766,1.071295,0.986958,1.0606967,0.0,0.98808444,1.0898409,0.58512557,0.8451478,1.1390964,1.0077163,0.6430185,1.1610905,0.91974103,0.869064,1.2265373,1.0974333,1.0969002,1.0178227,0.965459,1.1331707,0.8152709,0.9452288,0.7858472,1.018271,1.0416867,1.0908451,0.5368531,0.9732238,1.060248,1.1988404,1.0056834,1.1680685,0.9818508,0.9410532,0.931119,1.1788844,0.8998599,1.1095626,1.0321529,0.8195747,0.9999981,0.97907394,1.3118045,1.0411711,1.2230753,1.0329506,1.1154977,1.0273838,0.91299576,1.0478317,0.7844051,0.7862093,0.62391436,0.6252929,1.1664332,1.0975816,1.0421948,1.199996,0.9725812,1.1476552,0.9427193,0.5921337,1.0037588,0.96352977,1.1903603,0.59575206,1.1379391,1.1635075,0.92727673,1.23116,0.83323854,0.8048022,1.00617,1.0242624,1.172609,0.7838414,1.1715732,0.7925516,1.1439054,1.1663172,1.1559633,1.1871704,0.96327776,0.8659393,1.149895,0.67824274,0.9820159,1.1928042,1.1120607,1.1150305,1.0268816,1.081864,0.929266,0.87820035,0.7005389,0.80888176,0.8302283,1.0921837,0.83800364,1.1403716,0.8645526,1.0824293,0.8004651,1.1131276,1.0846094,0.80255675,1.1758776,1.2119349,1.0284876,0.95853764,1.1311092,1.0255151,0.6578843,1.0944253,1.253683,1.097905,0.93880105,0.3661325,0.9433814,0.69717765
bucket,1.1276011,1.0725552,0.91944885,1.2437494,0.95872176,0.83153975,0.95943046,0.72231036,1.0416489,1.1803813,0.9127295,1.0920824,1.1494728,0.9085565,1.2161362,0.8224629,0.8286812,0.66285175,0.4934827,0.6520047,1.2478534,0.98808444,0.0,1.0336697,0.71631354,0.9406878,0.94624054,1.2694328,0.8371382,0.995756,0.7545971,1.2058352,0.9054686,1.1070772,0.9413521,0.9562584,1.1163071,1.2522995,0.92416775,0.90576786,0.4549024,0.95809114,1.1007152,1.0299087,1.0823303,0.87142336,1.3033953,1.055127,1.1844602,1.1793302,1.21219,0.9817809,0.8016217,1.1930223,0.9289597,0.92025983,0.82192254,1.022259,0.8501025,1.1271095,0.8623286,1.2262542,1.1758316,1.0219146,0.91476315,1.0595602,0.5832038,1.2701538,1.0432053,0.7610111,0.782246,0.96434844,1.1285913,1.0146765,0.6081397,1.0668097,0.9147959,1.1442198,1.0969464,0.8119186,1.1516062,1.1564007,0.7553278,0.8730717,1.0161082,1.2356544,1.2373466,1.0545772,0.99041086,0.9960759,1.1324414,0.94558436,0.97454685,0.8057142,1.0913467,0.7690766,0.98936427,0.969951,1.143933,1.0652869,0.8122847,0.76805824,1.1850971,0.8915667,1.1940824,1.154754,0.6254847,1.2691958,0.8351517,1.2559143,0.74311316,1.1578889,0.91195834,1.1180015,0.91090333,1.1222938,0.9595234,1.2895877,0.99104166,1.0171189,0.85272163,1.0014703,0.8156568,0.7593283,1.2526977,1.1028507,0.672233,1.1897913,1.0145288,0.97373784,0.81424963,0.66427785,0.9752235,1.0114971,1.080485,0.813097,1.011064,1.1081121
butterfly,0.80727416,0.84650743,0.75448155,1.2604145,0.96665835,0.93723243,0.976234,1.2379723,1.2901566,1.3403192,0.8240906,1.3613214,1.2484818,0.6731278,1.3009887,0.81398755,1.0452061,0.8882632,1.036914,1.2595263,1.1256014,1.0898409,1.0336697,0.0,0.9177389,0.8061795,0.9272779,1.2261002,1.2276794,1.1934435,0.89532447,1.20244,0.8591034,1.2284071,1.0923736,0.90625435,1.317668,1.0372763,0.6967702,1.3431337,0.9321573,0.7478888,1.2145703,1.0297211,1.2434382,0.87556535,1.0386286,0.7766507,1.2719125,1.0755279,0.81347984,0.62748194,0.89545506,0.84276515,1.0204,0.5747802,1.3218932,0.6988693,1.0061296,1.0517942,1.0455794,1.0815095,1.1974111,0.78943443,0.594453,1.0186775,1.2380818,1.2385514,0.95629895,1.1437408,0.8969288,0.79166615,1.241092,0.90284455,1.104216,1.2570717,1.0591595,1.0489767,0.83127356,0.90012,0.7744789,0.7950915,0.9933667,1.2151219,0.6276161,1.3297402,1.1017828,1.1577859,0.7529469,0.7268176,0.7176234,0.8685194,0.840298,1.035471,1.1984222,0.95822704,1.1527715,0.6912267,0.8135996,1.0025257,1.1472306,0.8270383,0.92510957,1.3154368,1.1701367,0.29178363,1.1386994,1.05421,0.8897435,1.2276121,0.8212774,1.1575581,0.7475561,1.2233186,1.1544183,1.269029,0.6796024,1.2259387,0.95306915,1.0773716,0.9646835,1.1985593,0.89359164,1.015166,1.1903176,1.2738819,0.8445552,0.79931736,0.91930676,1.1169307,1.0089881,0.8371247,1.2844279,1.0678091,1.0803576,1.1288261,0.6742779,1.2369125
can,0.93017185,0.6192987,0.61890566,1.4311503,1.0306953,0.688431,1.1322014,1.0281401,1.2945089,1.3895823,0.30195117,1.0978316,1.5469488,0.5180003,1.4078686,0.7773454,1.0572809,0.31072116,0.607085,0.9920973,1.1006396,0.58512557,0.71631354,0.9177389,0.0,0.67058605,1.0663308,1.3119557,0.8257724,1.3263681,0.6994131,1.1928959,1.076111,1.3161143,1.1075858,1.0191413,1.2440654,1.2334867,0.34314454,1.1870961,0.24552417,1.060004,1.3052049,1.1908394,0.91804504,0.8494685,1.1259121,0.9171382,1.294955,1.3196238,0.772204,0.7396563,0.8482194,0.90784717,1.0540069,0.99416226,1.1744453,0.43851197,0.8656145,1.0468051,1.0897782,1.1899773,1.3482709,0.7391919,0.9792993,1.0674148,1.0024973,1.2748778,0.83944106,0.822328,0.36487556,0.31222045,1.3471885,0.782954,0.9578996,1.440204,1.0724888,1.3262486,0.5529901,0.3294499,0.7889986,0.7452831,0.9925642,0.7255256,1.0141441,1.4265512,1.0526356,1.4068644,0.4142449,0.46705562,0.91578317,0.92420113,1.1799177,0.5436734,1.2697542,0.7555636,1.1281055,1.0781447,1.0466954,1.1923102,1.0806788,0.4659919,1.0293424,0.953461,1.2459043,1.1967496,1.0891281,1.2863377,1.2051159,1.2871094,0.7833553,0.9747624,0.4326306,1.1969067,0.7150211,1.4025545,0.33598065,1.4110484,0.63723904,1.1349707,0.81309617,1.4562466,0.9117733,0.93447256,1.3763043,1.4763722,0.6896442,0.69587624,1.224241,1.1668762,0.6015813,0.84337187,1.393018,1.2166419,0.9771624,0.683711,0.41005063,0.98539615
car,0.621622,0.9182415,0.65544105,1.4399769,1.0071611,0.77676535,0.9002135,1.042397,1.3594099,1.4070157,0.68573874,1.1913533,1.4062636,0.4505977,1.394943,0.8226461,0.87230545,0.66138154,0.74209034,1.0664369,1.082612,0.8451478,0.9406878,0.8061795,0.67058605,0.0,0.98199266,1.2350227,1.169748,1.108515,0.77734214,1.2810545,0.92066884,1.2004377,1.0177253,0.9680332,1.2952527,1.1405168,0.5947042,1.2182016,0.669999,0.73441374,1.1788505,1.051681,1.1515813,0.78345716,1.2520683,0.8573697,1.3000176,1.1824219,1.0275059,0.52557707,0.73469925,1.0446657,1.0594556,0.48223382,1.1158011,0.68399787,0.929406,1.0646964,0.97508943,1.1771922,1.376361,0.9102139,0.76463974,1.1396892,1.0449865,1.3967917,0.93005866,0.9587324,0.59963095,0.7768596,1.1864763,0.818328,0.9610054,1.4407218,0.9316703,1.108389,0.77038115,0.8006426,1.1006397,0.8678888,0.89944243,1.0858216,0.7995043,1.4135563,1.3149846,1.2198379,0.55779845,0.5634237,0.9592543,0.8485399,0.87233156,0.70059544,1.1533372,0.798061,0.98702085,0.8377887,0.93412983,1.1775022,1.1417568,0.46245688,0.9622019,1.1404997,1.1185163,0.9058817,1.0440162,1.2791525,0.8984209,1.3361015,0.97618574,1.2564161,0.7476695,1.2837732,0.85422087,1.2973359,0.54634506,1.3420565,0.81431293,1.2886964,0.86323035,1.2115391,0.844422,1.0535033,1.2671006,1.3304961,0.6213287,0.96878815,1.170034,1.1568596,0.8759675,0.6770675,1.2313082,0.94342965,0.90833473,0.9913387,0.8068026,1.0007417
