,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
fish,0.39240897,1.0170723,1.0980132,0.9674006,0.8723191,0.9777583,1.0471953,1.1892672,1.1466644,1.1707574,0.76691556,1.0775635,1.2332742,0.44207603,1.0208305,1.0986515,0.7175083,1.0244277,1.2030326,1.0751457,0.64994276,1.0699317,0.75851643,0.9151148,1.0121864,0.81964195,1.0676395,0.7869253,1.2245605,1.0627217,0.6549038,0.8977597,1.0806994,1.1521914,1.0243248,0.7838539,1.2259252,0.8763441,1.1446404,0.9365993,1.1069043,0.99971324,1.0230666,1.1280196,1.1902373,0.92679757,0.9569233,1.1876056,1.1134958,1.0618575,0.0,1.0305254,0.7609856,0.3582945,1.323259,0.854658,0.7758143,1.0501108,1.2219012,1.1085587,1.2489846,0.8642028,0.6768345,0.7373099,1.2328502,0.8631298,1.1534365,0.91998416,1.1203272,0.6976485,0.89474404,1.0944012,1.1711459,1.1206417,1.0420136,1.0744271,1.0673064,0.9778771,0.76486564,0.951688,0.9193422,1.0463109,1.0721071,0.98992866,1.1874913,1.1703246,1.1341213,0.79207534,0.806437,0.90831786,1.1222445,0.65107507,1.0922151,0.87620187,1.0303787,0.82812417,0.9475721,1.0821238,1.0519787,0.8401251,0.78546137,1.2531433,0.897498,0.7846794,1.1059629,1.1187985,0.6571108,1.2457291,0.97922903,1.1382663,0.8334255,1.2509878,0.7276007,1.1978128,0.8443438,0.99878156,0.8827282,0.92878354,1.1579531,0.8884755,0.69512314,1.2219298,1.263258,1.1884291,1.3062584,0.91768396,1.0327089,1.0063082,0.8483213,0.74536437,0.92866397,1.2694043,1.1148074,0.8854555,0.8911333,1.1051496
flower,0.9843591,1.0124162,1.1183932,0.83799005,0.91906834,0.942653,0.8498559,1.0462728,1.0386024,1.096142,1.0040509,1.0645121,1.0688921,0.99420565,1.0939884,0.91074973,0.92859846,0.86358947,0.8910984,1.0979822,0.907178,0.73274606,0.9967472,0.91031474,1.1148775,1.1855962,1.1439557,0.90965384,1.1148689,0.9754518,0.8394779,1.0437438,1.0208287,1.1571774,1.0793859,0.91566336,1.017122,0.87579256,0.951896,1.0470138,0.86800796,1.0319606,0.8525693,1.1579792,1.1360232,1.0307916,1.0549194,1.0193866,1.1603545,0.9851837,1.0305254,0.0,0.86319757,0.784948,1.0174271,1.1301656,0.8987963,0.79499465,1.1653605,1.0246134,1.1190504,1.0804453,0.8787218,0.9406214,1.2968533,0.91449225,1.3053476,0.8389375,0.99799937,0.8477024,0.9284398,0.886835,0.9566912,0.97563636,1.0317125,1.1176369,1.0487841,1.1278446,0.93281925,1.0771657,1.1381234,1.0905966,1.0695703,1.016113,1.095094,1.2845751,0.96178377,0.85593253,0.86175543,0.86395156,0.95846295,1.0020837,0.8777278,0.75166035,0.8534847,0.8694357,1.0658416,1.0277358,0.94445366,0.8767408,1.1109216,1.0202746,1.1846986,0.8439156,0.9321718,1.0983502,0.8298679,1.2705721,1.1724714,1.3055869,0.96752876,0.99192643,1.0332066,1.1001987,1.1522453,0.99628586,1.0058837,1.0997025,0.94194937,0.792397,0.9170753,0.99395347,1.2106972,0.89421546,0.96917087,0.86642194,1.1707202,1.011174,0.84858745,0.8970878,0.67791307,0.98529273,1.0519531,0.9021169,1.084781,1.0067757
fork,0.55439293,0.8620841,1.2603915,0.97650266,0.7455859,0.7956077,1.07824,1.3634641,1.2581296,1.4901259,0.63584197,1.3135661,1.5077038,0.775465,1.4508134,1.1061026,0.3901813,0.60053647,1.290199,0.8580279,0.4727103,0.89477,0.56409156,0.8821532,0.8676288,1.3050408,1.2854543,0.42400944,1.3915193,1.2469468,0.6059601,0.96373105,1.0614121,1.5269055,1.1903695,0.31424075,1.4076024,0.50687504,1.0568594,1.3079369,1.2803001,1.2056715,0.97900873,1.1776263,0.97961247,0.732299,0.7715398,1.1685736,0.764894,1.1806291,0.7609856,0.86319757,0.0,0.8019919,1.3132175,0.5344533,1.10141,1.0852562,1.2892289,0.940791,1.281081,0.6743398,0.8850066,0.57546973,1.3842834,0.52630484,1.4948542,0.5588437,1.155484,0.3643031,1.2346642,1.166492,1.1694015,1.4995745,1.3113034,1.0059061,1.250567,0.5851881,1.0292729,0.5533754,0.7825044,0.7536378,1.1619941,1.1750355,1.4336733,1.4277976,1.2316438,0.30304897,0.25085425,0.748338,1.2309487,0.7488674,0.89533406,0.91320986,0.71783715,1.0213389,0.8263522,1.2290399,1.3537223,0.6359674,0.6424029,1.2454455,1.0337158,0.87298185,1.0540813,1.2946618,0.42140663,1.4410124,1.112221,1.3911755,0.34866625,1.4326146,0.5850316,1.220825,0.5660305,1.2658896,0.6341897,1.1648052,1.0948887,0.32608676,0.560009,1.4228737,1.476655,1.030142,1.3548989,0.56898165,0.7753385,0.660636,0.3970983,0.89112985,0.93941444,1.1712462,1.2461137,0.70776296,0.46347708,1.3057444
frog,0.6935644,0.95387876,1.2321401,0.6716007,0.8467042,0.6399132,1.1286814,1.1508074,0.9595453,1.2363098,0.9404955,1.2975719,1.2122692,0.34042656,1.1420201,0.9898195,0.854277,0.922004,1.0541921,1.0584532,0.8811722,0.9452252,1.0119543,1.0638118,1.127094,1.1486818,1.3275967,0.8073094,1.3124547,1.0308725,0.7406183,1.0510304,0.8930749,1.3613741,1.0863142,0.77496254,1.1635457,0.9182929,0.97896034,0.98555005,0.7897511,1.2499431,1.0830622,1.2027225,1.2211459,0.8972288,1.0159215,1.055783,1.1165378,0.87117535,0.3582945,0.784948,0.8019919,0.0,1.1976309,0.9540554,0.699707,0.7087354,1.3051052,0.86253726,1.2645644,0.78361535,0.5785904,0.8937178,1.4068776,0.87811655,1.3946164,0.81661904,1.0952967,0.8308285,0.9539411,0.9718436,1.129418,0.99349177,1.0660694,0.9914455,1.0429573,1.0243998,0.761798,1.0433649,1.0159379,0.9308214,1.2577373,1.0937353,1.3347749,1.4133828,1.0885638,0.7687419,0.7845763,0.6392695,0.87759393,0.89309675,0.93741834,0.84654665,0.9013545,0.657193,0.9075293,1.0858736,1.021788,0.91286516,0.7772709,1.3624532,1.0220115,0.69614923,0.9758518,1.1573733,0.5699789,1.3885584,1.0380855,1.2649181,0.86824286,1.2899619,0.99241096,1.2754391,0.9218294,1.1565604,0.86582005,1.1072366,1.0315121,0.7432169,0.82309663,1.0277529,1.3720589,1.1497526,1.1241091,0.76720494,1.0625069,1.0549872,0.7707938,0.7655218,0.47193485,1.0838373,1.0074743,1.0571531,0.9555423,1.2953694
glass,1.3244388,1.0718671,0.85203516,0.98778933,1.0455971,1.1250569,0.9460008,0.7270947,0.9674995,0.83810616,1.2859674,0.88877577,0.7931115,1.1909988,0.833014,0.9937989,1.2667518,1.1678088,0.9068778,0.93017894,1.2620411,0.9580325,1.2642505,0.9911284,0.9355213,0.8971291,0.91879237,1.2589827,0.86689115,0.82741266,1.0533965,0.9355552,0.8752648,0.79665965,1.0025088,1.2916647,0.8112438,1.1578887,0.92226243,0.9232529,0.9714664,0.97142804,0.9384748,1.0261699,0.9632085,1.176381,1.1460844,0.9995014,0.99898213,0.9036568,1.323259,1.0174271,1.3132175,1.1976309,0.0,1.2150948,0.9450821,0.66915536,0.76174605,0.96382064,0.68169045,1.1779436,1.2523099,1.1525867,0.8610146,1.1477226,0.71477324,1.1981775,0.99515724,1.2913241,0.9320703,0.8459237,0.9102108,0.6684485,0.80500174,1.0963384,0.8118606,1.1296347,1.0237365,1.1570133,0.9919924,1.1760557,0.79695976,1.0215104,0.87968886,0.84112,0.77189046,1.2987612,1.300662,1.142949,0.9571007,1.2189165,1.0934066,1.079297,1.1647711,1.1506153,1.1567415,0.8877539,0.8530619,1.1975437,1.2070962,0.76798475,1.1751194,1.2613049,1.0584142,0.87038827,1.3066573,0.756874,0.9158509,0.8645485,1.3410649,0.7403527,1.1428884,0.88250494,1.2085384,0.76039827,1.1770836,0.95524246,0.9679776,1.2450283,1.2881848,0.84927136,0.71420276,0.75805116,0.7130567,1.1339943,1.0518739,1.0568103,1.1860607,1.1277486,1.1189926,0.9109178,0.99007684,1.084687,1.2094007,0.8600545
glasses,0.7080163,0.71750045,1.3446844,0.9397988,0.64065194,0.8153268,1.2748958,1.4084301,1.1055495,1.46239,0.41013235,1.4566542,1.3731217,0.9338522,1.4450068,1.259676,0.40074128,0.8705057,1.4825666,0.74187255,0.8245046,1.216365,0.64374644,0.9171759,0.7675735,1.1969908,1.3926485,0.45113117,1.2443333,1.3079176,0.9619008,0.9226212,0.8680267,1.4232821,1.105105,0.3231563,1.5000124,0.7007888,1.3188127,1.3379428,1.3782127,1.2156804,1.2532578,1.0215863,0.587913,0.5773878,0.44476223,0.9951152,0.486412,1.1717813,0.854658,1.1301656,0.5344533,0.9540554,1.2150948,0.0,1.1605234,0.9153465,0.96793115,0.74705166,1.265965,0.32251978,0.95074236,0.86100435,1.1584421,0.61195874,1.3077899,1.0246549,1.3127102,0.54266745,1.214303,1.2814864,1.3572854,1.5292218,1.1880968,0.730644,1.0438352,0.14264226,1.2439619,0.3551563,0.3377586,0.41098094,1.3982028,1.175549,1.2617493,1.20394,1.3728826,0.5330447,0.54199153,0.82988775,1.2707294,0.7943254,1.1528504,1.1236597,1.1056259,1.1108229,0.6508537,1.2072492,1.5261526,0.6935627,0.28316557,1.4348192,0.99749297,0.9933929,1.1905856,1.2274959,0.5232612,1.2431178,0.9397163,1.1593293,0.28067064,1.3760055,0.77263033,1.2022395,0.15750498,1.2293003,0.37445378,1.0927904,1.3540735,0.8025436,0.7865098,1.4517192,1.3522161,1.2273041,1.4021277,0.65139896,0.41623116,0.4498644,0.79786086,1.1076853,1.0710212,1.3580093,1.210425,0.9766472,0.18663436,1.3183794
glove,0.9776149,0.93472034,0.8106819,0.7782062,0.8105515,0.9936659,0.96983457,1.1947418,1.1108361,1.1519674,1.1201365,1.0395799,0.86162984,0.8558501,0.90552807,1.1823144,1.0551693,1.2503273,1.1980865,0.81503385,1.0382892,0.8738086,0.84329045,1.0145091,0.8857092,0.9849298,0.8905374,1.2334237,1.0728695,0.7575188,1.0331672,0.949438,0.8143718,1.0194831,0.7359897,1.0792944,1.136853,0.97877645,1.2359581,1.0158436,0.76780665,1.0859953,1.0504735,0.9519299,1.0218068,0.919029,1.094811,1.1215291,0.8948775,1.0980954,0.7758143,0.8987963,1.10141,0.699707,0.9450821,1.1605234,0.0,0.6316564,1.1172678,0.9661284,0.83117604,0.89515287,0.9856218,1.031227,0.92872876,1.1530033,0.8083955,1.1155171,1.0983315,1.0979214,0.95990884,0.8054381,0.9915338,0.42088556,0.9582512,1.0500555,0.94121766,1.1315227,0.36340988,0.95247644,1.0524225,1.0831182,0.9871315,1.1420026,0.614398,0.83740747,1.1192851,1.0911176,1.0742967,0.9410216,1.0916358,0.6524402,1.1594296,0.97582495,1.3048713,1.0132465,0.8205208,0.8892687,0.8183371,1.0316168,1.1197791,1.1693276,1.0591158,0.9693926,1.2074546,0.83899194,0.9532053,1.0369779,0.6534288,0.8654436,1.0410976,1.241568,1.1598278,1.1473223,0.9168263,1.1173174,1.0034981,0.29897237,1.261786,1.0696651,1.1298153,1.0460823,1.0498655,1.0470134,1.3045673,0.9453417,0.8157284,0.9068583,1.0175822,0.30968106,0.93530655,1.348939,1.051876,0.9232798,1.0006452,1.1223215
gum,1.1762418,0.81602806,1.04991,0.4927929,0.5689672,0.8537189,1.0908239,1.0893244,1.019925,1.2673073,1.0691941,1.3315971,0.9437927,0.96654475,1.1467868,1.0772648,1.0180315,0.9802653,1.1043279,0.7590223,1.132956,0.7794209,1.0973389,1.0337775,0.8747436,1.2600889,1.3843962,0.9750342,1.2148885,1.1116214,0.87379634,0.90725946,0.6387114,1.3168889,0.8977332,0.784368,1.1942582,0.980095,0.982724,1.1632283,0.9416852,1.3252051,1.0859617,1.0713726,0.8497887,0.8089124,0.9428728,1.0704722,0.7510891,1.038216,1.0501108,0.79499465,1.0852562,0.7087354,0.66915536,0.9153465,0.6316564,0.0,1.0778476,0.8922529,0.824167,0.8473636,1.0211629,1.137065,1.10919,0.9761698,1.1899179,0.9402586,1.166465,1.0832217,0.9197557,0.7888862,0.9860692,0.70719695,1.108045,0.90698725,0.85369897,0.7696637,0.8400274,0.771225,0.85076344,0.8303635,1.2867824,1.1157299,0.9404067,1.2375357,1.0020237,0.97434384,0.9474764,0.8113912,0.976737,0.932317,1.0179144,1.1521003,1.0696216,1.0178747,0.8309066,0.92060316,1.0848581,1.1698681,0.90898055,1.3637078,1.09735,1.0348848,0.9949806,0.93876946,0.91490555,1.1874524,0.96986157,1.1823913,0.93924904,1.1765393,1.2019672,1.2264496,0.9061033,1.1482074,0.919474,0.9008055,1.0228207,0.8325118,1.0197992,1.0993106,1.2359324,1.0169158,1.0580193,0.7006126,0.79610234,0.71086466,0.8667609,0.86502343,0.68780994,1.0992424,1.0485626,1.3075556,0.83088285,1.2421458
hair,1.232724,0.9984685,0.75451875,1.2094343,1.170475,1.210109,1.1684827,0.8392023,0.9133859,0.83990633,1.1774032,0.9749105,0.74878937,1.1966306,0.84372914,1.1201437,1.32641,1.2994051,1.1413639,0.9896372,1.2158812,1.2730153,1.32329,1.034508,0.8439293,0.699414,0.9656136,1.2641517,0.83581215,0.98461246,1.21088,0.9284493,0.984184,0.79699254,0.94624496,1.3170416,0.9436294,1.38151,1.0897276,0.8933035,1.0698026,0.93783957,1.0952529,0.7501641,0.57663435,1.0868481,0.88572085,0.84203017,0.88129586,1.0666697,1.2219012,1.1653605,1.2892289,1.3051052,0.76174605,0.96793115,1.1172678,1.0778476,0.0,0.97860354,0.63888365,1.0437071,1.1856455,1.1018429,0.6765029,1.3003905,0.6229826,1.3274634,1.0089728,1.3402989,0.8888232,1.0043305,1.0543252,0.8064757,0.86782336,0.90224993,0.8276901,1.0619584,1.1682365,0.97455573,0.92554045,1.0703464,0.9430347,0.8687392,0.74977756,0.71269995,0.990667,1.3254702,1.3053702,1.2461263,1.0114799,1.2680553,1.1699172,1.0659089,1.2251737,1.1716404,1.0390567,0.8802947,1.0085847,1.2604305,1.1486721,0.8809763,0.9581509,1.2286818,1.0907832,0.81821513,1.3754431,0.5692521,0.8217713,0.760364,1.2878062,0.7991861,1.2464778,0.8679591,1.0637606,0.87137544,1.2380288,1.0330925,1.0569894,1.3535777,1.2452924,0.9735547,0.6247935,0.9345104,0.91836536,1.4392092,0.87368554,1.0559973,1.2463262,1.2254087,1.3479271,0.99801743,1.0152881,1.1520594,1.0391127,0.7582171
hamburger,1.1971952,0.58312845,1.2292392,0.65383744,0.82201666,0.6263081,1.1827072,1.2951174,0.8557906,1.3179976,0.97525764,1.3716128,1.1870761,0.98212814,1.3157741,1.1285532,0.9152816,0.8777906,1.2815485,0.47495455,1.175637,1.1357331,1.1297696,0.96022016,0.9101293,1.1879277,1.3592716,0.82346123,1.1556295,1.0466143,1.0304946,1.1199392,0.7816707,1.2685325,1.0058618,0.8538941,1.3071342,0.98865944,1.0912329,1.0599868,0.8180448,1.2464054,1.2587978,1.0975174,0.94782656,0.5338548,0.8235055,0.72108936,0.88149226,1.0038612,1.1085587,1.0246134,0.940791,0.86253726,0.96382064,0.74705166,0.9661284,0.8922529,0.97860354,0.0,1.1989717,0.5224464,0.9985858,1.1878241,1.2993764,0.74393415,1.2272706,1.0256755,1.2972326,0.9449734,1.1081798,1.084045,1.1820611,1.1194901,0.99331224,0.72520465,0.8119235,0.69459856,1.0726056,0.9323075,0.8149497,0.42497468,1.340343,1.0788764,1.2496005,1.1519377,1.2386221,0.8983518,0.9023729,0.6575311,0.924293,0.9722218,0.7976352,1.0692172,0.94489485,0.95697755,0.5789853,0.82119185,1.1916478,0.92833275,0.65180075,1.2173668,1.1171067,0.96081614,1.0175743,1.096701,0.80935633,1.1614519,0.98130107,1.032079,0.7140219,1.2209729,1.2216867,1.1792868,0.6934447,1.1267318,0.78595,1.1280172,1.0106784,0.88620263,1.0610846,1.0717638,1.143074,1.2147509,1.130699,0.67822266,0.8058602,0.82937896,1.021105,1.1040426,0.8381332,1.0344664,1.1778723,1.1803657,0.8308853,1.2441952
hand,1.241504,1.0589663,0.4028554,1.1363817,1.1585996,1.1978796,1.1759758,0.79827154,0.95842063,0.8426106,1.3707672,0.88516444,0.57941103,1.1743741,0.84368134,1.0288198,1.5079868,1.277073,0.9945342,0.90191466,1.2793876,1.1484523,1.3689452,1.1854129,0.70850515,0.82800055,0.9212815,1.4060601,0.9051363,0.9927723,1.2460773,0.97003037,0.8290689,0.81838995,0.79924476,1.3870571,0.88218594,1.4092505,0.9239951,0.9786462,0.8179056,0.9416641,0.99713147,0.74296206,0.73133796,1.1488717,1.0687006,1.0540838,0.63713986,1.1081702,1.2489846,1.1190504,1.281081,1.2645644,0.68169045,1.265965,0.83117604,0.824167,0.63888365,1.1989717,0.0,1.3077149,1.2447946,1.1316628,0.6080977,1.4290235,0.6356579,1.1462839,0.9929772,1.4862657,0.83962864,0.7770658,0.7717459,0.41661525,0.87323743,1.0631182,0.8185235,1.1947107,0.9758903,1.0109574,1.0670781,1.2199839,0.8867614,0.9478648,0.42859626,0.79965854,0.7530243,1.3413949,1.2611428,1.2254171,0.9029527,1.2201588,1.1123711,1.1558527,1.1566974,1.2571427,1.0134964,0.8221775,0.9182928,1.4582953,1.3340244,0.8684199,1.0644486,1.2946094,0.9913546,0.83426905,1.4423558,0.56474537,0.78579587,0.85631436,1.4112145,0.8794549,1.29935,0.804028,1.2214677,0.9671575,1.387982,0.87177414,0.96415085,1.2507787,1.2817328,0.9751449,0.64720035,0.8478923,0.85046303,1.4245408,0.8165697,0.9752813,1.2025402,1.1060684,1.2728829,0.9354913,0.9484099,1.2346202,1.1339679,0.84051716
hat,0.91190827,0.7075976,1.285083,0.66413224,0.5076822,0.70179915,1.154109,1.464834,1.0566189,1.46705,0.59488547,1.4752444,1.1598979,0.8763931,1.3262606,1.1447518,0.56594884,0.96013236,1.3930719,0.75539327,0.99649715,1.096985,0.6760085,0.9089188,0.8486607,1.2869577,1.3540432,0.58566344,1.2868721,1.130136,1.0676007,1.0981269,0.8364264,1.3868922,1.1094116,0.39785165,1.4741876,0.7079831,1.2567208,1.2673362,1.0959102,1.2900046,1.2550212,1.0625532,0.8044883,0.63682103,0.6683954,0.9356566,0.6438122,1.0582509,0.8642028,1.0804453,0.6743398,0.78361535,1.1779436,0.32251978,0.89515287,0.8473636,1.0437071,0.5224464,1.3077149,0.0,0.86761904,1.0011141,1.2142285,0.6647922,1.2867712,0.92608935,1.3435652,0.69985354,1.1999862,1.1663289,1.2425146,1.3164232,1.127228,0.69638497,0.9791237,0.32738245,1.0937662,0.4900918,0.5935543,0.4523486,1.4501004,1.1683758,1.16977,1.1953762,1.3621439,0.5459773,0.558969,0.7270306,1.1842984,0.6502399,1.1166067,1.0605491,1.1517907,1.0022137,0.6830353,1.1726753,1.324641,0.71089274,0.37889248,1.4589951,1.073839,0.9261152,1.1540027,1.0637358,0.56485033,1.322016,0.8992574,1.0679581,0.37678367,1.4747725,1.0040401,1.2889832,0.26736194,1.2720116,0.52660847,0.96413016,1.3531792,0.79172885,0.95177233,1.2997788,1.3711046,1.169072,1.4169629,0.587683,0.5631507,0.47141403,0.7369306,0.9726962,0.7983315,1.3428413,1.1875007,0.9577306,0.32040602,1.3198628
horse,0.86071336,0.91288185,1.1993376,0.89783716,0.9516946,0.926597,1.0889013,1.2009275,1.0236316,1.1621807,0.9231942,1.1601244,1.1877823,0.50844586,1.0878284,0.90843856,0.8486321,0.9866327,1.0540891,1.1289902,0.95237005,0.94337994,0.94229656,0.9545223,1.0288702,1.0386041,1.1690037,0.85334384,1.1806674,1.0438476,0.86935127,0.9777151,1.0441229,1.2230198,1.1639202,0.88230383,1.153038,0.88411486,1.0820467,0.9231384,0.95282465,1.1753,1.085614,1.0945778,1.1442281,0.9209033,0.98532856,1.0176159,1.1081723,0.75110793,0.6768345,0.8787218,0.8850066,0.5785904,1.2523099,0.95074236,0.9856218,1.0211629,1.1856455,0.9985858,1.2447946,0.86761904,0.0,0.871739,1.2467322,0.87303734,1.2386609,0.9174177,1.0405257,0.88082767,1.002302,1.1322623,1.0581753,1.2225686,1.0539476,1.0096068,1.0837973,0.97443885,1.0529315,0.995793,1.0030713,0.93093777,1.1859632,0.9874558,1.210827,1.1779559,1.1244334,0.7488044,0.81295264,0.93858296,0.917147,0.9043565,0.88935983,0.918724,0.9856025,0.33307612,0.92505383,1.0401151,1.0829495,0.8640189,0.8733126,1.2058057,0.92922235,0.5310037,1.0650593,1.1781924,0.7638376,1.2023005,1.091816,1.1098396,0.8823797,1.2218214,1.0016937,1.1921993,0.96069705,1.1590898,0.9037063,1.1119509,1.0975376,0.92371356,0.92774457,1.0498984,1.1976948,1.1385894,1.2036518,0.8374291,1.0759828,1.0202696,0.9298697,0.97292304,0.7927954,1.1495655,0.91727763,1.0782677,0.93823314,1.1308315
hose,0.5299524,1.0196737,1.1012067,0.9993439,0.86187047,1.0037876,0.8783111,1.1374407,1.1852342,1.1880555,0.8368352,1.0137149,1.2466898,0.90392447,1.131022,1.1370217,0.66265535,0.9273654,1.1282468,1.049784,0.58333105,0.9244253,0.5538283,0.8082168,0.9155858,0.9599349,0.90388966,0.6689269,1.1854233,1.1529624,0.66750336,0.88910687,1.0772803,1.1727804,1.1162229,0.86299086,1.1208388,0.75747997,1.1958688,1.1172516,1.2052537,0.8698317,0.87518024,1.203483,0.96517086,0.939324,0.9072808,1.2142804,0.99929845,1.1503832,0.7373099,0.9406214,0.57546973,0.8937178,1.1525867,0.86100435,1.031227,1.137065,1.1018429,1.1878241,1.1316628,1.0011141,0.871739,0.0,1.2037183,0.778422,1.1732099,0.94826746,0.9765066,0.54141104,1.1007733,1.0452925,1.0662849,1.2620665,1.0394185,1.0878127,1.1296155,0.9573332,0.9589501,0.72987163,0.9282068,1.0072589,0.86334324,1.1313639,1.1959519,1.1752664,1.1484817,0.78967357,0.80258256,0.9793875,1.1210287,0.8033747,1.0319415,0.9163475,0.98860395,1.013703,0.9359655,1.1243374,1.0745219,0.62052965,0.9025631,1.0064988,0.9429797,0.9495671,1.1079295,1.1413052,0.7583873,1.2250313,1.0392699,1.2751544,0.79589725,1.1765006,0.6169323,1.0948621,0.8684072,1.0117637,0.8643095,1.0276906,1.1995567,0.85820913,0.8069608,1.2018981,1.2543644,1.0009072,1.3056707,0.8211301,1.028217,1.0243591,0.91916066,0.85242796,1.0465775,1.2715008,1.1275619,0.6402391,0.7938125,1.0078137
jacket,1.1455643,1.2917999,0.5055289,1.2968065,1.2264881,1.3011307,1.054528,0.6978288,1.0495759,0.62348795,1.1824424,0.70078737,0.45137137,1.2583642,0.544268,1.0219998,1.3796952,1.400136,0.92909575,1.1266863,1.2513709,1.1736591,1.1144882,1.2347143,1.0106812,0.7563207,0.64017606,1.3675817,0.77492297,0.9760361,1.3776395,0.99487734,1.0302612,0.5071569,0.79750216,1.3510411,0.76851296,1.3153789,1.0939578,1.0098277,1.1106054,0.87897223,0.98658836,0.51714784,0.78688663,1.3293173,1.181852,1.042743,0.94667304,1.064116,1.2328502,1.2968533,1.3842834,1.4068776,0.8610146,1.1584421,0.92872876,1.10919,0.6765029,1.2993764,0.6080977,1.2142285,1.2467322,1.2037183,0.0,1.4510741,0.32317948,1.2727057,0.8479538,1.4527109,0.8873551,0.8495289,0.9313903,0.6504107,0.9387259,1.0548131,0.8862043,1.1719496,1.0321406,0.97744745,1.2073469,1.2844789,0.8145453,0.9374619,0.37802953,0.4092878,0.8410909,1.3654864,1.3551762,1.3500338,1.0297244,1.0944034,1.2775685,1.2667537,1.2860574,1.2643043,1.2105118,1.1112343,0.8612283,1.316041,1.3038836,0.8070231,0.88645804,1.3211267,1.1167672,0.7153615,1.3769014,0.34224916,0.75602174,0.4199263,1.364664,0.7976844,1.1381942,0.60039985,1.1213044,0.95645076,1.2110453,0.6971977,1.1696202,1.390254,1.2302412,0.9100039,0.4350785,0.90247655,0.82393014,1.4003183,0.9772285,1.0461985,1.2806766,1.0784037,1.3513167,0.9853828,0.9263203,1.1050262,1.0696151,0.85738903
jar,0.8651377,0.6684025,1.3547554,0.79564947,0.7372836,0.923163,0.933272,1.3285973,1.1684968,1.3864839,0.713293,1.2891015,1.4892337,0.92754954,1.4614024,1.1297967,0.29712582,0.6721227,1.1495771,0.9015292,0.6922337,0.66897184,0.57010865,0.88568735,0.8555534,1.3347694,1.2654655,0.4367783,1.2000816,1.0995862,0.71258104,0.99333084,0.9749154,1.4203519,1.1669135,0.54647607,1.328027,0.3129797,1.0936166,1.2191949,1.1564963,1.0174403,1.0131015,1.2827859,1.1073234,0.5873535,0.8102699,1.01385,0.9465793,1.1086867,0.8631298,0.91449225,0.52630484,0.87811655,1.1477226,0.61195874,1.1530033,0.9761698,1.3003905,0.74393415,1.4290235,0.6647922,0.87303734,0.778422,1.4510741,0.0,1.4974827,0.895829,1.1866819,0.43603206,1.2257218,1.2290035,0.9866613,1.4669247,1.2585342,0.89025676,1.1679102,0.55324113,1.1319425,0.7557876,0.7735326,0.57105505,1.1566489,1.2059331,1.4958462,1.365746,1.2966304,0.58404684,0.60138977,0.8625667,1.1953043,0.82166415,0.9549405,0.99870986,0.9092226,0.99624455,0.69038856,0.995155,1.163809,0.5413537,0.52118623,1.1545968,1.1517986,0.91775554,1.0733627,1.2170936,0.5737951,1.4375165,1.15238,1.4001402,0.40695548,1.2204959,0.7907918,1.2713203,0.6243609,1.1178966,0.5433667,1.1439965,1.0880194,0.6549994,0.6471256,1.2522417,1.4226625,1.1662099,1.2921406,0.48932254,0.8546974,0.7030476,0.70000637,0.9558859,0.7733598,1.2001017,1.2089057,0.78395087,0.5887852,1.2443125
