,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,broom,bucket,can,car,cat,chair,clock,corn,couch,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,elephant,finger,fish,flower,frog,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,nose,orange,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,strawberry,stroller,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
swing,0.79985446,1.3246096,1.3405621,0.77676684,1.2522126,1.4803755,1.262537,0.97094995,0.8227117,1.3783628,0.9238517,1.0520029,0.91343814,0.5382355,1.3201563,1.335906,0.919521,1.0387868,0.96114385,1.332936,1.2797186,0.88120365,0.88324,0.95425135,1.3288223,1.1100116,0.85851985,1.3790544,0.8314292,1.3160813,0.6221378,0.9745365,0.69216144,1.3675756,0.96524084,1.0580847,1.1689206,0.90536743,0.6537993,1.3844202,1.3609328,1.0806395,1.1982446,1.3783302,1.3881139,0.38326162,1.4390174,0.8477036,0.9041704,1.4547888,1.0653235,1.0536089,0.51495457,0.95282525,1.3922055,0.9970654,1.2764317,0.94873047,0.81840426,1.3417063,1.5013225,1.2737682,1.3367803,0.9977859,0.8814581,0.9518666,0.9581458,1.2097572,1.3593087,0.8994248,1.3945022,1.0268072,0.8107512,0.90709335,0.73833334,1.2464932,1.1926641,0.7697279,1.0440912,1.0745416,0.97677666,1.1488907,0.93185395,0.59903586,1.3293352,0.6016172,1.5319934,0.960151,0.81657314,1.2197073,0.5860786,1.2827132,0.8159686,0.0,0.5408453,1.0437704,1.3819401,0.8101944,1.3565766,1.0969455,0.6899651,0.5181512,0.67598414,0.9845818,0.6423752,1.426286,0.9438833
table,0.8995451,1.4545656,1.4303808,0.72904813,1.1240354,1.4810023,1.0153903,0.89372444,0.41864586,1.417814,0.88829875,0.87724733,0.69767964,0.60254717,1.151688,1.4248478,0.87083983,0.77501696,1.0627959,1.257688,1.2414991,0.94729525,1.1600846,0.66230756,1.2378935,1.1089578,0.66141415,1.517168,0.48384118,1.3101707,0.93552566,0.8866582,1.0824647,1.3725483,0.76691675,0.79523885,1.0035918,1.1103956,0.77936757,1.4056101,1.3432176,1.3242838,1.3131609,1.4238393,1.578233,0.6532726,1.4014888,0.8905279,0.9371321,1.432019,1.1601629,1.411507,0.5058405,0.82676387,1.4411836,0.9508905,1.3862803,0.7576902,0.690426,1.3847677,1.4104028,1.373743,1.4116039,1.190336,0.74856997,0.8764802,0.71720564,1.2628248,1.3593948,1.1682684,1.2276505,1.0441964,0.90019083,0.88036907,1.0892745,1.3473828,0.94519323,0.4967504,1.2182946,0.9342852,0.8025496,1.1423589,0.89206356,0.8688006,1.1409695,0.50755405,1.4873545,0.7959193,0.67835677,1.3873987,0.5613281,1.3486226,0.8940439,0.5408453,0.0,0.9139001,1.4852138,0.6454289,1.295161,1.0284561,0.28603077,0.7416823,0.61696464,1.1770694,0.8362845,1.484818,0.86109257
tape,1.1646549,1.0946825,0.90035784,0.99910647,0.77104795,0.94993675,0.8189646,0.96827024,1.0303713,1.1768665,1.2329154,1.0373861,1.0807998,1.0541162,0.8674525,0.9797938,0.5316638,0.72254354,0.91709626,0.6403794,1.1140711,0.97826916,1.127762,1.0095297,0.8591163,1.0248181,1.0952345,1.1632559,0.9803364,0.75669545,1.0484818,0.6316937,1.0730761,1.0913265,1.0760351,0.83260036,1.1318647,1.0192922,1.1420226,1.1376263,1.1795008,1.0963962,1.0415822,1.2009921,1.1821634,1.1516066,0.98730284,1.1645029,0.89787143,1.1014467,0.9976799,1.1753753,1.0932504,1.120301,1.0566576,1.1580713,1.1674335,1.0479009,1.1008772,1.1173725,1.0122868,1.1555736,0.8550147,1.0520813,1.0444293,1.1221919,0.9559848,1.0371441,1.1196903,1.0548182,1.1455512,0.93926066,1.0130991,0.48187202,1.0568552,0.92574966,0.91360414,0.8905545,1.078137,0.7956979,1.0723903,0.87820756,1.1289914,1.1338243,0.8916509,0.940822,1.0455172,1.0142455,0.79073346,1.0013187,1.1265901,0.8692892,1.1647946,1.0437704,0.9139001,0.0,1.1094875,0.9465666,0.9239238,0.8998828,0.79658854,1.1470329,1.0971911,1.1715305,1.0795316,1.1221449,0.98726106
toe,1.0229577,0.41521597,0.79116905,1.1849654,0.8548992,0.6695333,1.0405673,1.1312997,1.3307786,0.71684974,1.027655,1.0273877,1.3085859,1.4265211,1.0152744,0.7855736,1.2364029,1.3029921,1.124426,1.009651,0.9245607,1.1960888,0.9345425,1.2097259,0.8816236,0.81052566,1.3283176,0.5324975,1.3469703,0.8538953,1.2189401,1.1840708,1.1463857,0.83077294,1.1223221,1.2025104,0.97706383,0.9759171,1.1280904,0.3163197,0.7763383,0.95028085,0.9306172,0.40629888,0.52989066,1.23407,0.6995518,1.0576534,0.6167431,0.6316712,1.0276624,0.8519211,1.3426324,0.9267842,0.7869499,1.04616,0.7271696,1.0750853,1.2139288,0.4682809,0.7515002,0.536682,0.8066274,0.6419611,1.1134415,0.85919774,1.1056503,0.89434546,0.72474384,1.0430788,0.9235594,1.0195438,1.177412,1.2221643,1.0372454,0.79832613,1.0714406,1.2518249,1.0216651,1.1672747,0.99563736,0.7819984,0.8828499,1.2019413,1.02578,1.3876683,0.38106453,1.070055,1.271699,0.77892816,1.2836498,0.8572487,1.135643,1.3819401,1.4852138,1.1094875,0.0,1.0843555,0.945245,1.1142616,1.3777466,1.3132542,1.2950191,1.0251817,1.2264469,0.48692602,1.23089
toothbrush,0.8990332,1.150943,1.1626905,0.70163,1.131561,1.2169273,1.0597243,1.1346602,0.7135525,1.2990447,1.192798,0.5189235,0.7219505,0.9900823,1.0733002,1.3499758,0.90604347,1.1332539,1.2882786,1.3298528,1.400249,0.98900634,1.0999321,1.0673327,1.1951405,0.94697016,0.9711209,1.3007314,0.86013705,1.2639709,1.0242833,0.9189087,1.1648169,1.2529867,1.0114101,0.9073891,0.7702483,1.0841743,0.77897924,1.1148547,1.1169424,1.2475524,1.1661135,1.2141597,1.2735956,0.85603774,1.1336616,0.78538644,0.55101496,1.2409711,1.1418242,1.3576539,0.73478585,0.7584965,1.3599291,1.2046531,1.2978127,0.67231643,0.9716548,1.1931087,1.2658001,1.2527528,1.177262,1.0180384,0.60320294,0.919551,0.38324344,1.2738023,1.2505316,1.1890438,1.1594996,0.97821903,1.0613921,0.85271823,1.1297845,1.1623784,1.0780375,0.7804073,1.2189938,1.062942,0.8365141,1.0008001,0.9607362,1.0937974,1.3227057,0.749267,1.2071698,0.67433834,0.7858312,1.2364663,0.89135987,1.1000087,1.1703552,0.8101944,0.6454289,0.9465666,1.0843555,0.0,1.077463,1.0718038,0.5983951,0.95449966,0.84787476,1.3575,1.2286803,1.2711867,1.1007038
towel,0.9632444,0.8569132,0.94354343,1.2090476,0.80894864,0.8335678,0.8471106,0.9664979,1.0623482,0.7210311,1.0952051,0.9309272,0.93814725,1.2056786,0.7360002,0.8076033,1.1201532,0.85670614,0.87412643,0.83214384,0.9809822,1.1188183,1.0501829,1.0321548,0.96890295,1.0138562,1.027682,0.8065248,1.0336374,0.7794288,1.1047912,0.9323667,1.0255897,0.9150355,1.0304079,0.9833963,0.9619309,1.1055815,1.0630888,0.89816207,0.70389175,0.93960583,0.7351645,0.94553024,0.690193,1.2449847,0.8918495,1.1694031,1.256387,0.8664365,0.79241526,0.8775146,1.2727684,1.1207802,0.70226365,1.0111924,0.8511376,0.9610273,1.2625885,0.8601809,0.26553667,0.8707601,0.93768924,1.2172215,1.0166833,1.1025982,0.98969764,0.73876214,0.81424,0.95647305,0.7169046,1.066493,1.1165352,1.1591432,1.0675948,0.95531714,0.8601173,1.2651384,0.96921945,0.94130605,1.1196742,0.86401826,1.1154115,1.1462083,0.81964576,1.3063626,0.77899027,0.9867344,1.2689493,0.9037542,1.1955858,0.96287036,1.2100164,1.3565766,1.295161,0.9239238,0.945245,1.077463,0.0,0.93213254,1.163044,1.23873,1.3023891,0.98857826,1.0933462,0.8561641,1.0444211
toy,1.2077037,1.0833117,0.8812294,1.0783515,0.745747,0.9822102,0.69464505,0.9888045,1.123772,0.9458719,1.0839096,1.1967903,1.0783675,0.865196,0.75200415,0.8560159,1.0804538,0.8180829,1.0766116,0.9257102,0.8794356,0.4857009,1.1523389,0.79705685,0.99517006,0.9616337,0.9459929,1.0620704,0.93524575,0.9944941,1.0678352,0.98714286,1.0137429,1.0454714,1.1854072,0.94397455,1.1433163,0.98124856,1.2712896,1.1280086,1.0201511,0.9602426,0.84756947,1.0832689,0.991695,1.1653991,0.8587132,1.1755809,1.1827576,1.1438129,0.9311646,1.0172627,1.2192423,1.210825,1.0419236,0.84122455,1.0123948,1.1767012,0.71743834,1.0563953,1.0569857,1.0317626,0.8630289,1.2288566,1.1541355,1.2343944,1.0870605,0.8488298,1.033503,0.93232906,1.061339,1.0565233,1.0097387,1.100328,1.0686221,0.8407095,0.67577714,1.1284208,0.9014545,0.77540827,1.2652602,0.9332092,1.3141798,0.80842334,1.0414858,0.85710377,1.0217335,1.1238006,1.2268196,0.9107876,1.0609951,0.86409783,0.64998484,1.0969455,1.0284561,0.8998828,1.1142616,1.0718038,0.93213254,0.0,0.9487543,1.1094818,0.6265086,0.8771397,0.7987411,0.95642,1.0603853
tray,0.77986723,1.3477236,1.2902215,0.7324128,1.0484898,1.3929641,0.99732214,0.9250468,0.5705095,1.4077454,1.1497221,0.83199507,0.7170496,0.7165909,1.0393618,1.3657894,0.721587,0.8550821,1.2389829,1.1666709,1.3084253,0.9522746,1.1749464,1.0321566,1.2551963,0.95722234,0.7423266,1.4651539,0.712976,1.1897166,0.9580773,0.71588975,1.0950065,1.4079155,1.0113835,0.81943566,1.0138825,1.069452,0.74508387,1.3552462,1.223136,1.3052857,1.1405199,1.397641,1.4441054,0.78942394,1.3087467,0.94903225,0.84778523,1.4454291,1.0818969,1.3989365,0.5942234,0.83566713,1.4343386,1.2335881,1.3792357,0.69366753,0.83155596,1.3457892,1.3793889,1.3743304,1.2409238,1.2541928,0.7557565,0.9277799,0.76239145,1.2270281,1.3817236,1.133548,1.2194501,0.92396027,0.9001299,0.7362489,1.1225324,1.2054456,0.95425063,0.51867414,1.2968462,1.0254592,0.8556268,1.089073,1.003196,0.9481741,1.2629256,0.6747637,1.4504253,0.8024411,0.6302079,1.2565525,0.66851306,1.1932343,1.0602925,0.6899651,0.28603077,0.79658854,1.3777466,0.5983951,1.163044,0.9487543,0.0,0.84578085,0.73923194,1.3193843,1.0905182,1.4204065,0.9887389
tree,0.8883977,1.2169478,1.0808499,0.9204916,1.2553965,1.324716,1.0621792,0.8917475,0.93215185,1.2212094,0.88721776,1.0792241,0.9745752,0.6888635,1.2544115,1.2261419,0.92363733,1.043531,0.89643306,1.2068759,1.1378753,0.93784523,1.0563684,0.9556309,1.2792537,1.0516481,0.96090907,1.2193,0.7779368,1.2038443,0.8027795,1.0398167,0.9735689,1.2135209,0.8727448,0.99315155,1.0769889,1.001497,0.7334964,1.3052154,1.2543572,0.681755,1.1566603,1.2701135,1.3297797,0.50441885,1.2007533,0.9443112,0.9706605,1.3141537,0.9397296,1.1136416,0.7849906,0.86899847,1.2635865,0.9012665,1.145408,1.0172579,0.97518325,1.2341634,1.3680196,1.2497654,1.0649835,1.0276791,0.9456872,1.0137131,1.0225201,1.0845412,1.3230429,1.08109,1.2578491,0.981268,0.5824611,0.9378098,0.982328,1.0450944,1.2026252,0.9052698,1.0237277,1.0516697,0.9111217,1.2012129,1.0294881,0.7410981,1.2074947,0.787584,1.4677432,1.0641824,0.8978681,1.1169571,0.68570125,1.0490818,0.95895493,0.5181512,0.7416823,1.1470329,1.3132542,0.95449966,1.23873,1.1094818,0.84578085,0.0,0.81000495,0.83935416,0.76135385,1.2965412,0.7723289
tricycle,1.0166416,1.2908026,1.2339051,0.85149765,1.112655,1.3374294,0.952237,1.0232732,0.74184895,1.2444566,0.96938205,1.0048995,0.82407475,0.6267844,1.1792423,1.2608161,1.0463053,0.9296043,1.1911879,1.2423393,1.100469,0.4962026,1.144887,0.6971602,1.1856443,1.0949165,0.80917096,1.3598889,0.69181114,1.3285048,0.8860299,1.0148643,1.0197406,1.3134944,0.9875588,0.9619039,0.9937942,1.0808775,0.9639117,1.2567201,1.2179667,1.137215,1.2125788,1.2766495,1.3422259,0.8298068,1.2077605,0.95600885,1.0283244,1.2934186,1.1831467,1.236521,0.80768126,0.9649856,1.3876964,0.9502059,1.2475833,0.9102024,0.21744859,1.2682464,1.3542178,1.2381647,1.2335274,1.1667551,0.90177923,0.9173786,0.8910804,1.2170631,1.2587752,1.0623262,1.2559549,1.0198388,0.8280047,1.0533836,0.9559411,1.1673443,0.87060183,0.86548525,1.1566665,1.0058923,0.9276562,1.0173943,0.94706786,0.6929173,1.2471464,0.6372534,1.2714053,0.90549165,0.93162674,1.222568,0.7858284,1.1747992,0.42618597,0.67598414,0.61696464,1.0971911,1.2950191,0.84787476,1.3023891,0.6265086,0.73923194,0.81000495,0.0,1.0202453,0.7416051,1.2369368,0.9645368
truck,1.1394119,0.79735726,0.86731476,1.1292202,0.97162676,1.008278,0.8130857,0.78122896,1.1901777,0.81267256,0.59771955,1.3484056,1.2571557,0.74058235,0.8523839,0.7650914,1.1569864,0.8625604,0.6384459,0.84563166,0.6172179,0.8264734,0.9756634,0.6567528,0.9875659,1.1627929,0.9835501,0.96390957,0.90946436,0.97700065,1.0762658,1.2262229,0.9376806,0.82342476,0.9461372,1.0375091,1.1661168,1.0135908,1.1835477,1.0892086,1.0023904,0.6159806,1.0281137,1.0347064,0.7279818,1.0725598,1.0092785,1.1602464,1.268163,0.95694935,0.81132513,0.74640065,1.2840266,1.1836734,0.87040496,0.45863736,0.87042224,1.2206153,1.0100006,1.0733225,0.95382833,0.9703024,0.9408465,1.0798768,1.1929519,1.2505093,1.2278659,0.72113186,0.9597283,0.9399179,1.0643892,1.114824,0.95550376,1.1985867,0.98160255,0.8921679,1.0464739,1.1388786,0.7195347,1.0523783,1.197537,1.0956949,1.0173501,0.900023,0.8001988,1.0524237,0.99492955,1.214638,1.1867056,0.9711909,1.0187799,0.9188374,0.68237805,0.9845818,1.1770694,1.1715305,1.0251817,1.3575,0.98857826,0.8771397,1.3193843,0.83935416,1.0202453,0.0,0.6978724,0.9182424,0.7257147
vacuum,1.0791011,1.1257468,1.180039,1.098628,1.1235442,1.2536161,0.98031324,0.8718251,1.0610104,1.0742996,0.80287945,1.260737,1.1518676,0.77287406,1.0394788,1.0108904,1.0975803,0.741409,0.46787286,1.0134156,0.85771227,0.8523036,1.0334114,0.6525304,1.106909,1.1465207,0.91240084,1.0588615,0.7923653,1.1142769,0.9867932,1.073158,0.9721248,0.995759,0.83532906,1.0357219,1.1748352,1.0325912,1.0890516,1.1988785,1.1811972,0.87986636,1.0922221,1.1735514,1.1576229,0.80430776,1.2118095,1.1418318,1.199601,1.2024754,0.98535067,0.93185335,0.9309031,1.1111566,0.83744204,0.6423335,1.0246422,1.2058463,0.70389676,1.2226149,1.1181288,1.1571656,1.1790524,1.096977,1.148258,1.1074713,1.1215155,0.8675334,1.0424967,1.0032715,1.1841365,1.1078808,0.880557,1.0979397,0.931113,1.1565907,0.93018293,1.0312934,0.8105395,0.85815793,1.1584255,1.0278915,1.0012059,0.26773846,0.95828,0.8841761,1.1957147,1.1552733,1.1065332,0.93631196,0.8177326,1.1559561,0.47169185,0.6423752,0.8362845,1.0795316,1.2264469,1.2286803,1.0933462,0.7987411,1.0905182,0.76135385,0.7416051,0.6978724,0.0,1.0907207,0.81034243
watch,1.1445866,0.73506373,0.79826653,1.2241219,0.8980631,0.6393165,0.8258703,1.1809893,1.4456367,0.21346003,0.92219776,1.2887379,1.3473747,1.3486135,0.82500917,0.3222285,1.2224668,1.1518384,0.9679593,0.7532763,0.7106042,1.1792066,1.0791272,1.1137356,0.74422455,1.0046277,1.3493809,0.23254919,1.3149483,0.44236648,1.2933723,1.2826841,1.2146082,0.55481917,1.1127636,1.2137032,0.9942531,1.0829281,1.2672037,0.2938794,0.878288,0.90052277,1.0402474,0.30448866,0.40385324,1.2906063,0.69724613,1.2779083,1.0842592,0.46420872,0.9890794,0.76464087,1.387141,1.0636642,0.5078577,0.92557675,0.24309665,1.2723902,1.1870452,0.26189542,0.7447728,0.32193565,0.8025836,0.9696912,1.3141642,1.1282172,1.2591136,0.426108,0.59680235,1.0195777,0.5925049,1.1827574,1.2742913,1.2500087,1.1270438,0.8015692,0.9098549,1.3386735,0.78381836,1.0212443,1.0918629,0.9856891,1.1435304,1.188776,0.77738345,1.4517872,0.43457663,1.2641382,1.3957212,0.7346574,1.3392825,0.87676716,1.1020777,1.426286,1.484818,1.1221449,0.48692602,1.2711867,0.8561641,0.95642,1.4204065,1.2965412,1.2369368,0.9182424,1.0907207,0.0,1.1808982
window,1.13522,1.1778897,1.1851114,0.88682413,1.1409328,1.1630292,0.8791786,0.7989156,0.8257803,1.1105244,0.70640635,1.0242891,0.96491534,0.8606492,0.8393549,1.0888463,1.0159646,0.63160557,0.82848203,0.9592274,0.8120673,0.93189996,1.1017551,0.6645235,1.059946,1.1891475,0.83775276,1.2089335,0.71388334,1.0546122,1.034003,1.0342468,1.0803022,1.012646,0.52568626,0.7104665,1.0181874,1.0592009,1.0763617,1.1644571,1.2203598,1.0030317,1.0206616,1.1505542,1.2030836,0.96114355,1.2062476,1.0663289,1.1002938,1.122439,0.90158284,1.1069007,1.0688041,1.0148255,1.0586022,0.65515435,1.1194175,1.0302749,0.9502135,1.2383987,0.9689699,1.1732987,1.1865855,1.0830374,0.9712888,1.0137801,0.99796206,1.0561197,1.0156864,1.14922,1.0691297,1.0120993,0.9363607,1.0194643,1.0760853,1.2077458,0.97383755,0.71586937,1.0551584,0.9350626,0.9764581,1.0757824,0.96587074,0.9769638,0.8767397,0.8420713,1.200589,0.96438086,0.98988754,1.1543984,0.9627652,1.1614187,0.90873253,0.9438833,0.86109257,0.98726106,1.23089,1.1007038,1.0444211,1.0603853,0.9887389,0.7723289,0.9645368,0.7257147,0.81034243,1.1808982,0.0
