,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
flower,0.72730386,0.5364327,1.4299586,0.67682844,0.7056157,0.8845351,0.9399195,1.28023,1.3711722,0.7968533,1.4884096,1.3585619,0.96784776,1.3514074,1.2194637,0.7001057,0.4839006,0.6273079,0.9405524,1.0900731,0.7756552,0.8483411,0.65849197,0.6690278,0.80877936,0.84645283,1.2794,1.1575135,0.50426847,1.2842219,1.2002175,1.2793294,0.9664557,0.8521249,1.3516257,1.0001135,0.54509395,1.1534717,0.5561658,1.1793478,1.2258453,1.0896287,0.9872703,1.0301129,1.0843432,1.2901456,1.1659918,0.8739228,1.2018085,0.82980067,1.205376,1.0858144,0.7862083,0.0,1.1677227,0.80586743,0.67802525,1.058227,0.69271433,1.2116542,1.1242669,0.7609472,1.1837534,1.2114509,1.2966714,0.6554998,0.7911838,1.1390157,1.1971914,0.9276951,1.499483,1.2226771,1.0667386,0.55954254,1.074704,1.1907146,0.8860908,1.083521,1.2458835,1.006775,1.0898046,1.3423193,0.6748034,0.8818587,0.9552212,1.0067309,0.85506755,1.2618768,0.8720028,1.3899474,1.4433022,0.9606135,0.6587688,0.7580347,0.726148,0.7489371,1.1831609,0.3142181,0.70373464,0.78195,1.0348511,1.0217257,1.072063,0.72585744,0.92319,0.9337845,1.3890078,0.6720412,0.8817632,1.2321306,0.8618978,1.4002266,1.0631781,1.410224,1.1351013,0.9162139,1.0860256,1.2916563,0.72006166,1.1651528,0.5393876,1.0835955,0.9290317,1.043413,0.58983916,1.0366639,1.3618436,1.0785081,1.1022141,0.7901118,0.91307056,0.8818163,1.0426676,0.93641436,0.6268277,1.1060798,0.8826835,1.0483636,0.64245623,0.8415299,1.1098155
foot,1.105633,1.1602144,0.6910831,1.0927548,1.1381497,1.1074615,0.9728831,1.1060302,0.9752564,1.0567381,0.9767054,0.84150195,1.0964006,0.9402821,0.9418988,0.8760477,1.1494397,1.170819,0.9273256,1.0533917,1.0978103,0.94282943,1.0733984,1.1087303,1.2227721,1.0033786,1.046131,0.97922575,1.2342257,1.0684867,1.0090512,0.8743603,1.0799503,0.93807876,1.0107188,1.1414151,1.0728219,0.94652826,1.199826,0.9624771,1.1190934,1.0548565,0.9195156,1.0565485,0.96640754,0.9762555,0.9921714,1.0871983,1.1026044,1.1068668,0.99810636,0.7872763,1.1303573,1.1677227,0.0,1.0962355,1.0403326,1.0185564,1.1648598,0.5323941,1.0887245,0.95387936,0.98274475,0.9665343,0.5967807,1.0945714,1.0480357,1.054016,0.9720179,1.0824076,0.8427597,0.917365,0.8810278,1.1905527,0.99962574,0.82314545,1.0905873,1.0565541,0.70949435,1.0765635,0.944279,0.9469114,1.1024091,1.0459975,0.9681281,1.0652437,1.1319766,1.0674886,1.13334,0.7805393,0.86583483,0.7842523,0.9260026,0.8175732,1.1020293,1.027713,0.7335494,1.123853,1.1428845,1.0139256,1.0138257,0.88180995,0.94702023,1.1171614,1.0037506,1.0975788,0.8546904,1.0954608,1.0453124,0.89493537,0.9048293,0.89799213,0.54035014,0.8245826,0.9491585,1.068659,1.0735297,0.9830547,0.9299101,1.1303988,1.181591,0.64852893,0.9532758,1.0973514,1.1158231,0.9683421,0.82339287,0.9521585,0.91312134,1.2310566,0.8658263,1.0229206,0.8393905,0.9110178,1.1130937,0.9993055,1.1584511,1.1339177,1.0673195,0.9909349,1.1090407
fork,0.59896284,0.96039885,1.2674248,0.98583406,0.94615114,1.0285691,0.6387181,1.0532765,1.2562361,0.6695516,1.2886425,1.3336229,1.0191598,1.2514064,1.0501438,0.69026446,0.79532945,0.7923985,0.91688156,1.0361247,0.72601545,0.8297414,0.8975131,0.66527325,0.693431,0.8857684,1.085358,1.0285245,0.79925406,1.0587862,1.1619147,0.80884886,0.9355956,0.7513514,1.2882631,0.9941127,0.74595225,1.0523146,0.71413505,1.2087741,1.0842738,1.1377444,1.1957058,0.8781546,0.858375,1.0207278,1.1218817,1.09193,1.0837085,0.9117812,1.2888117,1.0890423,0.7556368,0.80586743,1.0962355,0.0,0.95587564,1.1026219,0.8406991,1.0477053,1.0811497,0.9256954,1.1863974,1.2955643,1.1993746,0.9217888,0.8352227,1.0797424,1.0349836,0.9047355,1.3872094,0.857614,0.906612,0.62801933,1.1053491,1.0681393,0.8802708,1.2079002,1.1358339,0.9131638,1.1668603,1.1944964,1.0035112,0.8071578,0.9809631,1.0446684,1.0998266,0.84639406,0.9373773,1.3071952,1.3053774,1.0286431,0.77222884,0.81795144,0.8119411,0.7205612,0.9584098,0.7729611,0.8098832,0.91335267,1.1484385,1.1122649,1.0318668,0.6914825,1.0591279,0.6526165,1.2780621,0.8005297,1.0534621,1.2298765,0.87558615,1.2451477,0.9389422,1.2765915,0.89504254,0.83661926,0.91667444,1.2570482,0.79821396,1.0834763,0.7387699,0.93268615,0.74815327,1.0219146,0.88777846,0.9140156,1.3184776,1.1236492,1.222404,0.8074903,1.0396254,0.97750413,0.8608582,0.78137755,1.0099796,1.1225514,1.0682814,0.9140897,0.6416082,0.8962512,0.91148573
frog,0.6077441,0.81804514,1.3193308,0.8076673,0.7993175,0.5719332,1.0877433,1.1896176,1.2790186,0.9383842,1.3737911,1.118885,0.7893194,1.1727192,1.0223956,0.8902253,0.9037894,0.9201672,1.0188185,1.0279124,1.023215,0.9686182,0.750978,0.9829381,0.9609076,0.79269385,0.95334697,1.3096273,0.8069312,1.2285575,1.2433963,1.1217196,0.95993876,0.753883,1.2860816,0.8740647,0.8351675,1.1102391,0.9867416,0.9003311,0.8917836,0.8829293,0.8425691,1.1936523,0.98579586,1.3355391,1.0085963,0.88226676,1.0710249,0.8464809,1.0445663,1.035428,0.36184496,0.67802525,1.0403326,0.95587564,0.0,1.0297886,0.95641327,1.0809166,0.99734944,0.6684402,1.164382,1.1395429,1.1507003,0.8185763,0.5188526,0.9043117,1.1132993,1.0895054,1.3213555,1.1161623,1.2816439,0.9468941,0.90197146,1.1661798,0.95363736,1.1188719,1.1485665,1.0892109,1.0194465,1.1652845,0.95801014,0.95853347,1.0632716,1.045882,0.9528721,1.4287459,0.8809711,1.2774816,1.3580345,0.99454695,0.9275274,0.9195128,0.7589302,0.9737445,1.2971165,0.8373857,0.73486984,0.68552923,0.98645014,1.1051766,1.0251921,0.93890107,0.8984281,1.3014188,1.1509334,0.5907596,0.9038201,1.0044936,0.64001876,1.310148,0.90963435,1.3600683,1.0702732,1.1876135,1.0377381,1.1161851,0.8238089,1.0378066,0.8053778,1.1071316,0.81643766,0.7947836,0.85886395,1.1768185,1.3442092,1.2046072,0.9944797,0.98501515,0.98614055,0.8851905,0.9618178,1.0081185,0.47995937,1.0853206,1.0359923,1.0482086,1.0179898,0.9904577,1.2463866
glass,1.20241,1.3341564,0.7418776,1.2166991,1.2872349,1.0216625,1.0582528,0.7277786,0.7023393,1.3703477,0.6720706,0.76664686,0.8130553,0.7585606,0.8146478,1.2935166,1.2704626,1.2038157,0.8419508,1.1325431,0.92273754,1.0524247,1.2628869,1.4166431,1.0648074,1.2268914,0.7635451,0.9775183,1.3107324,0.82736987,0.9532105,0.8949911,1.0734106,1.0661929,0.7139524,1.1743604,1.3623248,0.7487546,1.2467021,0.77356386,0.7388044,0.8421488,1.021656,0.9574017,0.9659136,0.90899587,1.0165346,1.2005651,0.99286526,1.2678752,0.8201077,1.2615098,1.165554,1.058227,1.0185564,1.1026219,1.0297886,0.0,1.3690945,1.107939,1.0107834,1.0963898,0.8747937,0.8766704,0.9940532,1.4822211,1.1443974,0.69839776,0.9965079,0.6335051,0.75961286,0.9039162,0.7576425,1.3028257,0.94618714,0.8915609,1.1899178,0.7809003,0.90904534,0.8826818,1.0461608,0.8836087,1.3607734,1.0940866,1.2706087,1.0715533,1.3090774,0.7449928,0.91913784,0.8743714,0.82681024,0.8560504,1.2871792,1.1877756,1.2586787,1.3757894,0.89526314,1.0549198,1.0297047,1.0907674,1.0146832,1.2692704,0.9511161,1.231908,1.2070488,0.8631935,0.7498548,1.136196,1.0993781,0.7564596,1.0046058,0.846541,1.1787392,0.8364002,0.8963528,0.8646234,0.7390547,0.75028855,1.5195038,0.77576166,1.3612118,1.2587389,1.1635555,0.70928645,1.3494377,1.0566647,0.8471358,0.9727312,0.7380189,1.2162077,1.3638196,1.2751534,0.7263429,1.1992306,1.2085133,0.82643163,0.9147575,0.9039339,1.065818,1.4237242,0.81625473
glasses,0.72141933,0.25297987,1.3843373,0.9833268,0.78721887,1.043606,1.1355752,1.2232363,1.456257,0.32271647,1.450856,1.4362301,1.0188755,1.4775167,1.2290611,0.7872657,0.30062532,0.6644726,1.3713425,0.9151474,0.9663168,1.0839635,0.64495206,0.41464758,0.8222604,0.56980526,1.2608308,1.3291447,0.6042549,1.2398691,1.3263024,1.326709,0.9246287,1.1193836,1.3911934,0.69358283,0.26066482,1.4977701,0.37230575,1.3329058,1.3315954,1.3221045,1.2413064,1.0818536,1.1484635,1.2021885,0.7996447,0.77183104,1.1103231,0.43987674,1.11832,0.6140524,0.71610355,0.69271433,1.1648598,0.8406991,0.95641327,1.3690945,0.0,1.1518905,1.0380394,0.81052977,1.036262,1.2630831,1.1454355,0.35172784,1.0181632,1.297535,1.1431463,1.2833409,1.3030474,1.1461337,1.2881789,0.29610813,1.2116117,1.324595,1.0028422,1.2782761,1.4307517,1.1276809,0.873897,1.0395951,0.19122875,1.110228,0.5706658,0.6510812,0.43693018,1.2346234,1.0933616,1.3791137,1.2222607,1.2919146,0.34790546,0.62661,0.41170394,0.6717776,1.144239,0.7801695,0.77493316,0.9919102,1.1004869,0.910251,1.353554,0.765849,0.41316003,0.9965861,1.333385,0.91100067,1.0258826,1.2543223,1.1108911,1.2844826,1.1353935,1.2257247,1.1715145,1.1892511,1.1864915,1.3047698,0.34217584,1.150274,0.41462648,1.092012,0.93909407,1.2020696,0.44581974,1.204087,1.2325656,1.1022793,1.44501,0.90483695,0.3835497,0.36146712,1.201466,1.0539367,1.0181024,1.4340395,1.1629424,1.0920875,0.86558384,0.16584408,1.101677
glove,1.066207,1.1531631,0.7358661,1.1065828,1.0727271,1.0429682,0.88089865,1.3309622,1.0834382,0.87321544,0.9152422,0.95353526,1.0989838,0.9553358,1.126099,1.0295744,1.1717256,1.2183385,1.1209433,0.85788894,1.1758906,1.0341442,0.95236707,0.9962048,1.1004684,0.98027456,0.9673347,0.86761814,1.204271,1.1713737,1.1229433,0.97844326,1.0118029,0.9411785,0.9741113,0.98555094,1.1286386,1.0882998,1.227821,1.0437425,0.9763362,1.0855229,0.7757135,1.1589297,0.9930173,0.7898414,0.991387,1.0385318,1.1175997,1.1366475,1.0698837,0.7330611,1.0709138,1.2116542,0.5323941,1.0477053,1.0809166,1.107939,1.1518905,0.0,1.1638837,0.97992194,1.0006229,0.96240556,0.5882753,0.8629227,1.0348898,1.16823,1.0540242,1.0503384,0.7368312,0.83995986,0.9363877,1.2544029,1.0512915,0.78092676,0.9533076,1.1730312,0.5635662,0.9533396,0.976423,0.7848097,1.1258911,0.9766598,0.9059032,1.0037454,1.0235809,1.0726274,1.1294624,0.6982032,0.63757885,1.0708249,0.9432419,0.8917124,1.1002464,0.73886263,0.68081903,1.1439917,1.2927029,1.0266877,0.8446265,0.6585258,0.9908314,0.9886976,0.92154217,1.1020443,0.9664176,1.0361022,1.0711989,0.86696833,0.9278861,0.8628544,0.5622578,0.6173328,0.8770992,1.1661972,1.1705016,1.1881379,0.7596779,1.2754117,1.1836529,0.31799877,0.80731624,1.1833639,1.1735828,0.68295854,0.9192465,0.964692,1.1819344,1.1830497,0.80084884,1.0202222,0.999863,0.7455857,1.0907863,1.17049,1.2168479,1.0934153,1.0509977,0.8858821,1.1806902
grass,0.9523859,1.1039335,1.0069877,1.09953,1.0391124,1.0368046,1.046946,0.78777254,0.9512536,1.0819666,0.9384667,0.8879741,0.74409103,0.91061044,0.8740108,1.1476177,1.116989,1.0642232,1.055979,1.0908852,1.0065252,1.1320764,1.1260341,1.098352,1.1160421,1.0698631,0.9128555,1.1354039,1.0510331,0.90977293,0.95239025,0.92142177,1.0275677,0.9802169,1.0464412,1.1216265,1.1206315,1.041,1.1123247,1.0447638,0.91186666,1.0437701,1.1334885,1.0898521,1.0876086,1.032894,0.96929574,1.0756072,0.7999662,0.99829966,1.00792,1.0695534,0.94330204,1.1242669,1.0887245,1.0811497,0.99734944,1.0107834,1.0380394,1.1638837,0.0,1.0299026,1.0155505,1.0562408,1.0527378,1.0971813,1.0958376,0.87294245,0.73711205,1.0689018,0.95232946,0.9615062,1.1576952,1.0768106,0.93467474,0.94918317,1.0848683,0.93127686,1.0336773,1.0358508,1.0207741,0.9238267,1.0883147,0.93506277,1.0539612,1.0356259,1.0715438,1.0634804,0.8337562,0.98402554,1.0060722,1.0089015,1.1648991,1.164649,1.0598592,1.1080015,1.1389762,1.1477995,0.9666967,1.1541464,1.1575549,1.1545421,1.1136043,1.0977222,1.0164635,1.0915275,0.8608983,1.1447768,0.8865683,0.99037135,1.0299346,0.9829298,1.1152647,1.0368942,1.0109477,1.1117164,0.9329678,0.7929574,1.1519269,0.58936304,1.0869273,1.0544621,1.0550703,0.8563037,1.0358635,1.1531163,0.94537145,0.92998946,0.8736157,1.0782262,1.1157067,1.0765202,0.97852474,0.99678916,1.0779154,0.89744234,0.7465459,0.97444046,1.1944088,1.0869118,1.0031185
gum,1.0754284,0.640066,1.3273114,0.55047923,0.4547633,0.6457732,1.0066309,1.326593,1.4755926,0.88846695,1.4598755,1.2692446,1.082093,1.2819308,1.2080841,0.83722866,0.68774587,0.64003634,1.022155,0.8470684,1.082523,0.8769585,0.9193567,0.8415226,1.0128508,0.60863125,1.4018366,1.4094229,0.9228338,1.3610507,1.1008853,0.85257494,0.76282704,0.63671637,1.4696236,0.7498131,0.5960826,1.286976,0.787301,1.3531129,0.9041988,1.3010503,1.0898384,1.3126707,0.9749181,1.2740899,0.92816174,0.5322371,1.2202699,0.6452582,1.2232101,0.678124,0.7599877,0.7609472,0.95387936,0.9256954,0.6684402,1.0963898,0.81052977,0.97992194,1.0299026,0.0,1.2430624,1.1403129,0.9133947,0.65371835,0.9360213,1.0392486,1.254261,0.9633894,1.3061459,1.0751816,1.320358,0.9280838,1.1783155,0.9705702,0.8315581,1.0014098,0.92112386,1.2077136,0.7821895,1.1722611,0.5919476,0.8383093,0.7834345,0.8592523,0.69021714,1.4888299,1.137334,1.1866957,1.3002698,1.0203093,0.6133173,0.60477555,0.63726217,1.000553,0.97997785,1.0701346,0.6443867,1.0493177,0.86673474,1.008719,1.1205442,0.95609576,0.7746229,1.3068213,1.2426775,0.91400915,0.72876644,1.1248864,0.75209105,1.3014538,0.973153,1.2821791,1.0892311,1.3388462,0.9980411,1.1431088,0.7618393,1.2346592,0.70835525,0.8102208,0.63662565,0.9010668,0.5820135,1.3132474,1.3763794,1.230762,1.1318206,0.90106755,0.7076801,0.6090953,0.7274462,0.89607644,0.6115412,1.006285,1.2527272,1.1394811,1.1779637,0.732471,1.3921075
hair,1.2284534,1.2191185,0.72043496,1.216699,1.2262986,1.172733,1.1936805,0.90667135,0.8573142,1.1628393,0.82756525,0.80771196,0.9299471,0.92707396,0.9020399,1.2486883,1.2481079,1.3881319,1.1361862,0.9631426,1.1533391,1.2639517,1.2475331,1.3041954,0.9895306,1.2464185,0.8088804,1.0453329,1.187572,0.88427913,1.0964816,1.0430609,0.99274105,1.2021201,0.7755655,0.9358794,1.2924845,1.0061574,1.28344,0.79781294,1.0126585,0.90041924,0.9509691,0.9469709,1.1441306,0.6704908,0.68525064,1.0843548,1.0796387,1.0414404,0.33174288,0.8903338,1.1647291,1.1837534,0.98274475,1.1863974,1.164382,0.8747937,1.036262,1.0006229,1.0155505,1.2430624,0.0,0.8587096,0.7566567,1.0697353,1.1760318,1.0046048,1.0815716,1.1175405,0.73116827,1.0998582,1.0170568,1.2115654,0.9121439,1.0131143,1.2646089,0.9664766,0.9868735,0.93884504,0.7757799,0.7764582,1.0664289,1.1612563,0.91748023,0.7981541,1.1008177,0.9224443,1.0273573,0.7709701,0.7315327,0.99776775,1.1997097,1.183973,1.2123423,1.2441913,0.88448757,1.1358314,1.2706696,1.1175702,0.9273722,0.9083108,1.0835742,1.2113497,0.93297,1.0728902,0.83980924,1.1276515,1.2212452,0.9904832,1.2999524,0.5601572,1.088496,0.7177125,1.1062083,0.93274665,1.1027602,0.90276265,1.2049025,0.93636715,1.2513525,1.2538886,1.349422,0.95666397,1.2404406,1.0298141,0.56656605,0.7826227,0.97677493,1.2596972,0.8571208,0.9879529,1.1230581,1.2737775,1.2448721,1.1865959,0.9190529,0.9086753,1.1922233,1.0651748,0.78632855
hamburger,1.3024094,1.2038686,0.7327422,1.0764388,1.1067064,0.82963276,1.096347,0.9491115,0.78241116,1.3181165,0.80133927,0.71411616,1.0474244,0.8004716,0.97694904,1.2387394,1.3034612,1.2600064,0.9740754,0.87571937,1.0591638,1.1918572,1.2465721,1.3634591,1.2473443,1.1731429,0.9690867,1.0088996,1.2739893,0.87046623,0.9412134,0.89062977,0.8965116,1.0627398,0.8139488,1.0781126,1.3198256,0.82348466,1.2966144,0.85331535,0.8704767,0.9653458,0.69888633,1.0473223,1.0291398,0.9297567,1.0715127,0.9382507,1.021344,1.2416054,0.7536113,1.013313,1.2470367,1.2114509,0.9665343,1.2955643,1.1395429,0.8766704,1.2630831,0.96240556,1.0562408,1.1403129,0.8587096,0.0,0.88267696,1.1882317,1.1977957,0.8656026,0.89664197,1.045757,0.66091037,1.0008663,0.9982927,1.3243357,1.0592964,0.7964126,0.9238958,0.97834355,0.7601429,1.1132548,0.9434923,0.84234494,1.1460984,1.068463,1.1555688,1.1159276,0.89565015,1.0245725,1.1683664,0.7067522,0.69058555,0.91355723,1.2918347,1.1984357,1.222718,1.3243785,0.9925101,1.2444425,1.14094,1.1420084,0.83769894,0.68743265,0.95102876,1.2797875,1.0903417,1.191776,0.77215165,1.2562876,1.0533266,0.847553,1.1040213,0.79704106,1.0159847,0.71979684,0.9574943,1.0323277,0.94053215,0.83400124,1.3261263,1.0391456,1.2006867,0.9853553,1.1665835,0.92558086,1.2351277,1.0599334,0.7761048,0.85499495,0.81432587,1.1393049,1.0848665,1.1938628,1.0460699,1.059147,1.1047155,0.93771994,1.0182934,1.0157267,1.2221773,1.2580652,1.0273434
hand,1.2622257,1.2558283,0.50398636,1.2240795,1.2005501,1.0905445,1.264714,1.0520837,1.0475298,1.1645269,0.9986519,0.8166685,1.0991147,0.9818343,0.98449665,1.145858,1.3542733,1.2839763,1.095348,0.78255934,1.221311,1.1911232,1.2329063,1.3430414,1.2898154,1.0239853,1.0383646,1.215586,1.35882,1.1093307,1.000307,0.8052371,0.8033168,1.0671338,1.0572125,0.88772565,1.2463069,1.047673,1.3855157,0.93246937,0.9590578,1.117791,0.8114163,1.0985701,1.046071,0.8943979,0.67047125,1.0340211,1.0330114,1.0561471,0.78682697,0.3831249,1.2197678,1.2966714,0.5967807,1.1993746,1.1507003,0.9940532,1.1454355,0.5882753,1.0527378,0.9133947,0.7566567,0.88267696,0.0,1.1549864,1.2310472,1.0022422,1.031637,1.1300344,0.7306174,0.882774,1.0484824,1.3762773,1.0381215,0.7575537,1.1006982,0.97819173,0.5801315,1.1629353,0.74064434,0.7601315,1.0409732,1.0595694,0.7285894,0.85390425,0.9886187,1.1289794,1.1272056,0.627881,0.8065343,0.8512287,0.92426956,0.7282961,1.1902983,1.2933346,0.66902715,1.3233207,1.1870224,1.2153679,0.8869012,0.7671283,1.0733228,1.2891834,1.0256003,1.2108536,0.88480884,1.2325492,1.0180103,0.88914394,0.979353,0.74262154,0.88720644,0.7534668,0.87836313,1.1834397,0.9745149,1.039873,1.0686636,1.1061354,1.2828803,0.7614623,0.9683429,1.0493969,1.1773458,1.0930991,0.7531072,0.82624125,0.9413068,1.2864754,0.5981631,0.86940897,0.7786632,1.0626005,1.227764,1.0308844,1.1036259,1.0603968,1.288104,0.94572794,1.0928671
hat,0.8164276,0.2896018,1.4604423,0.6225229,0.44843543,0.93793845,0.968853,1.3788319,1.4862884,0.48421353,1.5168917,1.4437792,1.0726955,1.3969405,1.3497739,0.78676915,0.37569213,0.60875905,1.3115957,0.8683327,1.0666198,0.9494141,0.5647404,0.44601297,0.8538306,0.7033451,1.319488,1.2209203,0.50836605,1.3392515,1.2858275,1.3435184,0.9357042,0.9701869,1.446847,0.7216438,0.40683997,1.4336095,0.46430743,1.355391,1.2454455,1.2860901,0.9283606,1.1802818,1.1435288,1.2479988,0.99254686,0.50027835,1.2093168,0.5473268,1.1859621,0.66195536,0.748376,0.6554998,1.0945714,0.9217888,0.8185763,1.4822211,0.35172784,0.8629227,1.0971813,0.65371835,1.0697353,1.1882317,1.1549864,0.0,0.91917014,1.4255575,1.2157063,1.1660752,1.3737181,1.24844,1.3602694,0.4511981,1.2403753,1.2036456,0.7891246,1.2867768,1.1562626,1.0878989,0.94999385,1.1299593,0.29468167,1.0124319,0.6471472,0.7122326,0.4272055,1.3801672,1.0711367,1.2931757,1.2790323,1.3234732,0.5050422,0.73645175,0.5822525,0.44908166,1.1747772,0.7338226,0.8336556,0.87994474,0.8454908,0.70733035,1.2424246,0.7417821,0.5035291,1.0598621,1.3322624,0.7259108,0.9502542,1.2889569,1.0321671,1.3420973,0.9290351,1.2928562,1.1865972,1.2318989,1.2121773,1.411056,0.28885388,1.2785103,0.45777422,0.8196038,0.8116175,1.2763487,0.43591774,1.0654557,1.3284888,1.1684769,1.4328943,0.7769261,0.45485473,0.55368775,1.3016776,0.8434645,0.6807681,1.3551129,1.1879776,1.1998936,0.8354616,0.37315333,1.2646549
horse,0.699407,0.9596068,1.3264539,0.7976801,0.82339907,0.8629936,0.96632856,1.1783723,1.1932071,0.9763081,1.3036125,1.1657835,1.0377235,1.1544974,1.0669729,0.85371846,0.91622233,0.9729452,0.9748524,1.0789174,1.0192384,0.8542353,0.7635289,0.93976295,0.83153677,0.9246002,0.987417,1.0433819,0.82297194,1.1653973,1.167443,1.1369321,1.0306542,0.8590387,1.1908633,0.9382758,0.9186704,0.99236286,0.9337126,0.9890364,0.9507747,0.8433998,0.84024876,1.1113591,1.0298775,1.1803585,1.1194462,0.8909128,0.94758517,0.9452436,1.1183153,1.131845,0.649111,0.7911838,1.0480357,0.8352227,0.5188526,1.1443974,1.0181632,1.0348898,1.0958376,0.9360213,1.1760318,1.1977957,1.2310472,0.91917014,0.0,1.0977325,1.0631611,0.9830787,1.3295003,1.1524247,1.0897827,0.94602203,0.86029696,1.0971739,0.93289495,1.1787359,1.1224587,1.003218,1.075505,1.2418106,1.0695039,0.9142591,1.0885073,1.053061,1.0575463,1.2379186,0.88570243,1.2453623,1.2993432,0.9632428,1.0133165,1.0056726,0.92583084,0.8288294,1.1722465,0.73261106,0.93502253,0.18963623,0.98722523,1.0049115,0.9621587,0.9178731,1.0963316,1.0966201,1.1081033,0.18749624,0.8570508,1.084403,0.87085587,1.256598,0.8859451,1.2939409,1.0840857,1.035111,1.095741,1.1632739,0.9053959,0.9828717,0.92855346,1.052387,0.91188097,1.0040463,0.9105954,0.9453426,1.3160634,1.0740826,1.053725,0.8852687,1.0790057,1.0049872,1.1485823,0.9792509,0.58560574,1.1389639,0.99571145,0.9894841,0.88348436,1.0700474,1.1377187
hose,1.0844204,1.3158607,0.8263064,1.0099071,1.1795046,1.0333034,0.8737441,0.84111416,0.83189315,1.2938246,0.783601,0.76895887,0.94007766,0.79056025,0.76471126,1.1937307,1.2967136,1.200524,0.8701358,1.1393323,0.91924816,1.0418952,1.2327893,1.3968397,1.15306,1.2733947,0.8185262,1.0327687,1.056144,0.9010476,0.921759,0.7665262,0.969128,0.87617886,0.8355389,1.1516023,1.3128633,0.88531613,1.2680393,0.76899236,0.80044305,0.784366,1.0160917,0.96486616,1.0619961,0.9967673,0.97821593,1.2552803,0.9861617,1.1949497,0.926254,1.3135748,1.2038544,1.1390157,1.054016,1.0797424,0.9043117,0.69839776,1.297535,1.16823,0.87294245,1.0392486,1.0046048,0.8656026,1.0022422,1.4255575,1.0977325,0.0,0.9684511,0.8656767,0.9277284,0.8677478,0.888673,1.2874987,0.8290454,0.93462485,1.0779562,0.85410804,0.8818934,0.9894014,1.038795,1.0201434,1.3549455,0.93605834,1.222755,1.1534623,1.3401861,0.99579835,0.8445487,0.9755822,1.0459054,0.8656165,1.217964,1.0911305,1.3150525,1.3503001,0.98698217,1.1596286,1.0487043,1.0989832,1.1444675,1.2405198,0.7476822,1.1390817,1.2878921,1.1619555,0.97845936,1.0735263,1.1682001,0.556489,0.83666223,0.9680018,0.98736024,1.0163206,0.8341223,0.9662046,0.8734449,0.6851247,1.3446395,0.8349478,1.2832994,1.045126,1.0730119,0.32565475,1.3541374,0.9803598,0.9818243,1.0201925,0.7713205,0.9999405,1.3819652,1.2422447,0.5722989,1.08146,1.0295832,0.7643926,0.96183074,0.941657,1.0525092,1.2909478,0.97175795
jacket,1.0147396,1.187014,0.9238396,1.1240823,1.1727617,1.1414912,0.98710376,0.7459154,0.777763,1.0907333,0.892161,0.6051533,0.8529456,0.77442783,0.9158056,1.0656213,1.1779575,1.1589354,0.9467936,1.2331012,1.0919296,0.98174596,1.1312262,1.0946263,1.0799412,1.0440509,0.9613864,0.9774448,1.1432196,0.8340181,0.8749176,0.84225726,1.2190425,1.0602877,0.9994865,1.1393995,1.1320834,0.84191096,1.1957871,1.0502504,1.0465982,1.0984039,1.0184888,0.98473614,1.0483583,0.8166117,1.0868503,1.2931876,0.7755155,1.1592712,1.011329,1.1524532,1.0469333,1.1971914,0.9720179,1.0349836,1.1132993,0.9965079,1.1431463,1.0540242,0.73711205,1.254261,1.0815716,0.89664197,1.031637,1.2157063,1.0631611,0.9684511,0.0,1.1476775,0.6582224,0.85130346,0.9884781,1.1768857,1.0371306,0.8944205,1.1566973,1.0444413,0.84431237,0.90267783,1.1357601,0.94399333,1.1800562,1.1302195,1.1155977,1.2301793,1.215797,0.8855255,0.90228885,0.6546401,0.7458086,0.859449,1.1989228,1.1811911,1.131432,1.1774659,1.1817538,1.2159075,1.0630444,1.1484993,1.2540917,1.1247429,0.8491665,1.0920048,1.1874142,1.0354623,0.67793167,1.1673309,0.92810106,0.9142014,0.90769815,0.71351063,0.9058269,0.7579295,0.9678606,1.1020993,0.9874947,0.6593712,1.1569699,0.7147261,1.1839179,0.94294643,1.0604315,0.9749096,1.10076,0.98357326,0.75645053,0.90388745,0.79194033,1.1555531,1.2238775,1.1261895,1.026494,0.9931773,1.1003945,0.8216701,0.75826204,0.8431884,1.1474206,1.157635,0.96011174
