,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
firetruck,0.9152661,1.2138455,1.2346976,0.9866923,1.1766088,1.2532314,1.1472073,1.0097277,0.865938,1.0174929,0.79755247,1.1697756,0.9161206,0.82309943,0.93808085,0.8197354,0.81254137,0.6912189,1.2049835,1.1728505,0.7376121,1.2341604,1.0211521,0.9426207,1.1206572,0.33297396,0.75905734,0.9560502,0.9755602,1.0766608,0.9409453,0.8228508,1.0024134,0.99781394,1.0169352,1.142174,0.9565456,0.97770524,1.210559,0.7564969,1.1558788,0.9995775,0.91166306,0.93639636,0.7303414,0.92115515,0.93325347,1.1587232,1.2390114,1.0533279,0.9436952,1.2362229,0.0,1.2621157,1.027462,1.0312935,1.1958973,1.0730543,1.0045459,1.0414037,1.269281,1.0829029,1.1588382,1.040051,1.0958854,1.0756134,1.1780565,0.98828715,1.0357496,0.88507247,1.0187992,0.9722909,1.169001,0.89120615,1.1769235,1.1018581,1.1621914,1.1778977,0.93311405,0.93344,0.90994453,1.1483796,0.9050995,1.2628574,1.1130697,1.20801,1.2428893,1.2258763,0.95010906,1.003839,0.86904395,0.97819287,0.8698063,0.9723079,1.2189583,1.2489091,0.735862,0.9737253,1.0585556,0.9658287,0.90415,1.0508667,0.98819494,1.2278234,0.96434176,1.1095,0.8938198,0.99265486,0.99711657,1.1248807,1.1455238,1.0012553,0.9888769,0.8578895,1.0589448,0.9830922,1.1914966,0.8616458,1.104127,0.8463131,1.3133981,0.90001595,1.213725,1.02167,1.0680349,1.2359959,1.0066113,1.0537745,0.85611033,0.9301856,0.777619,1.1708639,1.3040597,0.8843023,1.1051503,1.1555454,0.8091458,0.8582605,0.91385174,0.14929116,1.1066986,1.2871218,0.83641696
fish,0.8603443,0.73926324,0.6183852,1.0673875,0.79982567,0.7525873,0.77585715,1.0589489,1.2971084,0.8547775,1.2550913,0.65289366,1.2532359,1.1282265,0.9106147,1.0347773,1.2212662,1.0482117,0.791614,0.7994555,1.3510065,0.6942469,1.0183221,0.83945775,1.0750029,1.1340163,1.072391,0.9376349,1.3443291,1.100892,0.9212763,1.3252159,1.1527418,1.2940989,0.873452,0.8166796,1.1343734,0.89980435,0.5055603,1.434444,0.8821655,0.995886,1.1272151,1.0675367,1.19431,1.3626983,1.1679667,0.8607826,0.76117027,1.0028157,1.2000222,0.8641622,1.2621157,0.0,0.8218633,0.9970292,0.8555467,0.64705837,1.0914304,1.2400181,0.8206489,1.0206636,0.701754,1.0726169,1.102722,1.1309569,0.9843855,0.91357857,1.1291659,1.1981189,1.2607814,1.0365524,0.82729167,1.3137336,0.8449613,0.9007773,0.7768048,0.77559257,1.2211089,1.079382,1.255965,0.7760966,0.9794277,0.64211285,0.9535194,0.8544879,0.85883546,0.72774017,1.3494304,0.6630348,0.9975716,1.137533,1.0888548,1.1272871,0.61034954,0.6140573,1.1084907,0.938848,0.871056,1.0165396,1.1839137,1.0541693,0.918184,0.7443012,1.3003446,0.9653534,1.3466595,0.7528859,0.9006402,1.0184824,0.79374367,1.0553957,0.94379896,1.2190524,1.0687892,1.2127413,0.87761253,1.1983192,0.89136523,1.1669621,0.6730405,0.9336695,0.74258995,0.95044243,1.0713544,0.7569835,1.1741233,0.68319005,1.3172135,1.1995312,1.3183737,0.80464756,0.74455905,1.0494262,0.7405408,0.7951679,0.97774196,1.311796,0.96898663,1.2238941,1.0124227,0.8321463,1.187171
flower,1.1932093,0.96302545,0.67029935,1.3964119,0.84005535,0.64094716,0.57861036,0.63041353,1.3513138,1.0611235,1.3309526,0.83083487,1.3514249,1.2103829,0.8364298,1.291573,1.2147017,0.9422455,0.6187132,0.64622015,1.0057122,0.84350103,0.73695165,0.7299342,0.77374035,0.8279406,0.8437681,1.2086606,1.1003329,0.9262923,0.8821596,1.1664958,1.2186269,1.1605417,1.2493224,0.9775418,1.3205779,0.89375174,0.6043169,1.2395985,0.6497469,0.8571118,0.68533003,1.136911,0.998249,1.0964442,1.15973,0.92349386,0.8590113,1.3407099,1.224349,1.0539895,1.027462,0.8218633,0.0,1.1286428,0.8173733,0.66001856,1.0452871,1.2154188,0.69260174,1.105932,0.63447315,1.1918933,1.0972474,1.2512187,1.0074457,0.8261496,1.3517752,1.3366501,0.7176156,1.4558296,0.8085034,0.94666106,0.72113174,0.7312598,1.0307976,0.76078165,1.1679143,1.1352141,1.0033867,1.0152369,1.0477996,0.7697829,0.8267411,1.0213255,1.0879251,0.88415533,1.1238459,1.0340027,1.1342552,1.4269314,1.1174724,1.1650236,0.7104881,0.70715845,0.98292273,0.9042601,0.89339626,1.0301381,0.72000945,0.85032105,0.9282644,0.8452769,1.1807714,0.7328248,0.9944819,1.2254235,1.0322406,0.9070176,0.75155973,1.182115,0.7875699,1.3266411,1.0556151,1.3461728,0.7041053,1.2678436,0.915801,1.3106712,0.8877562,1.1525518,0.7394763,1.1667941,0.9871731,0.6597982,1.1778555,0.74419427,1.1807157,1.362526,1.1802627,0.715755,0.9515126,0.9913164,0.7352679,0.7672404,0.5885067,0.84535193,1.1459162,1.1199023,0.8322482,0.91393805,1.1236056
foot,0.9586716,0.7418226,1.1010627,0.8475413,1.0910513,1.1141765,1.0773886,1.1147823,1.0428694,1.0184995,0.90378964,1.1170902,1.0234014,0.6481571,1.1297035,0.8743704,1.1386114,0.9965276,1.2172384,1.3272539,1.0245417,1.1409584,1.05169,1.065726,1.1642749,1.1045054,1.0889941,1.0366225,1.0190014,1.0778899,1.2477268,1.0525345,0.9592922,0.9693847,1.0563595,1.1362046,0.9251431,1.1065646,1.1364479,1.0368551,1.1907067,1.1464372,1.0405353,1.0166248,0.8678831,1.0115,1.0625123,0.9405477,1.1052682,0.8589574,1.0536242,0.77579963,1.0312935,0.9970292,1.1286428,0.0,1.133721,1.0320592,0.93586916,1.0124719,1.2077644,0.32412207,0.981343,1.036154,0.9824639,0.7115834,0.89919794,1.1808754,0.9875879,0.9120137,1.115847,0.79315627,1.1289952,1.0110604,1.2474773,1.2023259,0.9208295,1.052317,1.0593454,0.27463496,1.0230725,0.96594524,0.91055375,1.1313151,1.0218512,0.91241944,1.0091449,1.1328243,1.1163771,1.1354312,0.5308709,0.7670816,0.8857608,0.7407877,1.1522572,1.0687997,1.1157953,1.0226326,0.8185289,0.97901887,1.0362518,1.2113136,1.1380373,1.1460594,0.8296628,1.1032193,1.1182221,1.0413456,1.0324208,0.9858922,1.1094906,0.7921198,1.0321486,0.81216604,0.2456752,0.67769724,1.1358669,1.1525667,1.1380994,0.9711222,0.81723666,1.1008366,1.0006139,0.38289118,1.1449726,1.1893327,1.0564041,1.0388864,0.8798545,0.8714013,1.0650693,1.1840539,0.85570306,0.6334586,0.8661118,1.006277,1.0152638,1.1133772,1.1381774,1.0476439,1.1019546,0.94625235,1.1063896
fork,1.4279512,0.7370391,0.7447607,1.389173,0.93372774,0.6443848,0.74944985,0.72870433,1.3428822,1.1305528,1.4064674,0.663484,1.3096818,1.4441241,0.8546784,1.4780009,1.2355149,1.020338,0.58706075,0.5978822,1.2144028,0.65690345,0.7219109,1.0184966,0.6766143,1.0078824,1.0741545,1.4066732,1.0324467,0.9165784,0.6350813,1.1954671,1.2863492,1.0861621,0.9924234,0.7182528,1.3938403,1.1826352,0.41810048,1.3382936,0.6052657,0.64714116,1.1394112,1.3472505,1.0704939,1.1052556,0.99535197,0.8290368,0.8998731,1.2573735,1.2738719,0.8581675,1.1958973,0.8555467,0.8173733,1.133721,0.0,0.7713255,1.2278969,1.3078008,0.5850151,1.1116449,0.9064773,1.1994894,1.0939417,1.1368375,0.92664504,0.77813286,1.0088534,1.4250029,0.91701096,1.410208,0.17827046,0.9353423,0.572773,0.63754135,0.8329396,0.7529978,1.1326814,1.2672955,1.1117574,0.9158963,1.3810263,0.73710805,0.7024264,0.74174756,0.99822676,0.8635696,0.8993344,1.2782216,1.2795601,1.3858932,1.3351929,1.3755069,0.35207593,0.38536638,1.0427163,0.9128276,0.78916585,0.9539934,1.1304314,0.68862915,0.8771993,0.8253122,1.0388107,0.651772,0.93618417,1.3343062,1.0850868,0.87193197,0.90564847,1.2653131,0.60801756,1.4412006,1.0434638,1.256866,0.44264734,1.1992049,0.6952443,1.3208914,0.69796634,1.3784231,0.70646656,1.1637408,0.92619896,0.13111818,1.1345215,0.80171084,1.1792623,1.3947418,1.3820422,0.5628254,0.7815565,1.2701185,0.6603274,0.6260765,0.7336112,1.0745822,1.1536276,1.2598774,0.54772824,0.57326365,1.0520002
frog,1.0835192,0.7457576,0.48854667,1.3812909,0.8276172,0.74301213,0.6791512,0.82367826,1.4456267,1.1414193,1.367493,0.78518784,1.4323525,1.1073574,0.7553979,1.329572,1.2078116,0.8934203,0.80061036,0.7787502,1.1234746,0.70226264,0.8702516,0.5940193,0.96207845,0.942279,0.8856557,1.2445492,1.2852097,0.8914299,0.73836476,1.3225107,1.1741093,1.1733898,1.2207907,0.7013376,1.3341539,1.2066178,0.49827194,1.4588811,0.8081677,0.78879297,0.9519716,1.174144,0.9043119,1.2333311,1.1727763,0.94512624,0.8383174,1.3249657,1.1340544,1.0117451,1.0730543,0.64705837,0.66001856,1.0320592,0.7713255,0.0,1.094154,1.3260499,0.77254224,0.9966153,0.61291516,1.2079077,1.001499,1.2266537,0.99592304,0.73422295,1.2284253,1.2171925,1.1033691,1.3140382,0.75388753,1.1504419,0.8181075,0.87093884,0.9359177,0.5241773,1.1594651,1.0914438,1.1708843,0.9153302,1.27501,0.77431303,0.8832329,0.95189834,0.97940534,0.7527912,1.3256471,0.97788787,1.0727243,1.3947875,1.1862733,1.356147,0.67592764,0.7031048,1.0287137,0.781863,0.94841266,0.9636286,1.0536638,0.89252573,0.79658544,0.6874653,1.188793,0.7766355,1.3343042,1.245972,0.8536578,0.8560237,0.7412826,1.1111417,0.6335341,1.2129122,1.0281001,1.315378,0.7848979,1.3093859,1.0064906,1.3265805,0.7414905,1.2095492,0.7117458,1.1101604,0.96557987,0.6328125,1.0489212,0.64816236,1.2769843,1.2269776,1.3129737,0.57994294,0.8782772,1.0342515,0.7327174,0.8679855,0.3798154,1.0664763,1.1234574,1.1025349,0.9136237,0.82264024,1.2681998
giraffe,0.84103775,1.2021337,1.2314712,0.8924132,1.0439198,1.2232909,1.1597682,0.99394935,0.96164787,0.97645813,0.854288,1.2868326,0.93119484,0.82163954,1.1038188,0.81058896,0.88664293,0.97867566,1.272555,1.2052708,0.891551,1.1914359,1.245789,0.92043996,1.2965963,1.1021576,0.98956394,0.92116046,1.0317513,0.97798705,1.1208799,1.0243824,0.95519865,0.86674964,1.0555717,1.1791347,0.88283783,0.9355429,1.2803718,0.84873205,1.2707462,1.0774122,0.88072914,0.8532051,1.0121354,1.037784,0.9950933,1.1445074,1.0963022,0.9213507,0.93155855,1.0924001,1.0045459,1.0914304,1.0452871,0.93586916,1.2278969,1.094154,0.0,0.706707,1.228626,0.9093852,0.92073494,0.9838836,0.8304532,0.9013594,1.051904,1.1403884,0.8953078,0.91269237,1.0415105,0.91849095,1.2350384,1.0534848,1.2816962,1.2634895,1.1201702,1.1190623,0.99158764,0.85699165,0.9303483,1.1225517,0.855846,1.2034352,1.205769,1.2041898,1.0651743,1.1376336,1.0158325,0.9316305,0.9598009,0.9624905,0.75003195,0.83590084,1.2568806,1.1920345,1.000042,1.0064795,1.2055701,0.9319054,0.8951449,1.0742794,1.0948939,1.1743519,0.9334821,1.1750352,1.0803661,0.9046929,0.95489407,1.0150719,1.1234742,0.8372463,1.0527433,0.8418503,0.9510602,1.0501384,1.257695,0.9412569,1.2443392,0.94079345,1.2299851,0.82854664,1.1536903,0.9319932,0.9964143,1.2765921,0.7153117,1.2002851,0.90211034,0.92611814,0.70635605,1.2101601,1.1772825,0.87825304,1.1409249,1.2811787,1.0496042,0.7780621,0.92293656,0.9557741,1.2163906,1.1832118,1.0255625
glass,0.7754874,1.305287,1.386349,0.6097098,1.1713893,1.3857253,1.3620231,1.2245404,0.676146,0.9700167,0.7771682,1.4200503,0.7854589,0.7857905,1.0785384,0.78287613,0.7488992,0.9608793,1.3184907,1.3336476,0.7850612,1.418333,1.2251899,1.0367564,1.3220454,1.0609366,1.0047947,0.8194668,0.94553185,1.1024467,1.2664034,0.76787627,0.7326103,0.7770792,0.8664658,1.3303423,0.75035256,0.8808139,1.4560353,0.6585617,1.33044,1.1643438,0.96059054,0.8110031,1.0275148,0.8732881,0.84507287,1.1587801,1.1549023,0.84497815,0.730442,1.0635902,1.0414037,1.2400181,1.2154188,1.0124719,1.3078008,1.3260499,0.706707,0.0,1.3555326,0.91909695,0.9716763,0.7659633,0.8109517,0.61380416,1.0509181,1.2564843,0.6235962,0.7187513,1.0511163,0.74296594,1.3002548,1.037568,1.426482,1.4238157,1.1455941,1.2274984,0.8268057,0.84682345,0.78911257,1.1394359,0.8535564,1.3167505,1.3448203,1.1941817,1.0970849,1.2605563,0.8284409,0.9633693,0.95438313,0.7481866,0.5534119,0.82238644,1.4129603,1.3310578,1.0687546,1.1778395,1.4415624,1.0034447,0.8086488,1.1084121,1.214909,1.3271616,0.836711,1.2304382,0.8442041,0.8934948,0.8349831,1.1295034,1.2234167,0.7308787,1.0570285,0.71800125,0.97821474,0.90358764,1.35006,0.73667634,1.1938779,0.7216754,1.3569324,0.79991317,1.305585,0.9209609,1.0234586,1.3987508,0.542735,1.2862352,0.76075,0.7487565,0.56872857,1.3147459,1.229012,0.98470616,1.1590506,1.4852613,1.2478193,0.6827815,0.87735903,0.93976873,1.2330645,1.2422324,0.9225402
glasses,1.4569972,0.6825557,0.4348384,1.418705,0.7393781,0.37852657,0.615301,0.8534794,1.4764638,0.9841027,1.4628634,0.44118035,1.4069399,1.375757,1.0301583,1.5120859,1.34636,1.221676,0.36166322,0.5538779,1.4194137,0.6874816,0.768438,1.0425115,0.5602627,1.0287378,1.2204374,1.2278724,1.1816856,1.1322196,0.69196665,1.3010077,1.2151297,1.2317997,1.0345818,0.7694068,1.3911936,1.1016688,0.3947733,1.4372644,0.44374198,0.8179526,1.2708287,1.264569,1.0742491,1.1792725,1.2853208,0.5375124,0.7040213,1.2424675,1.1391903,0.67335457,1.269281,0.8206489,0.69260174,1.2077644,0.5850151,0.77254224,1.228626,1.3555326,0.0,1.0482546,0.8879811,0.92289245,1.2251424,1.1376083,0.5537063,0.70558083,1.3816,1.3854122,0.83581436,1.4069161,0.58852595,1.0828422,0.3526014,0.439929,1.0018563,0.787163,1.3916359,1.2851033,0.9885455,0.5975654,1.2769005,0.27385873,0.80519426,0.5717413,0.56421316,0.6984834,1.1755667,1.0647643,1.239389,1.3387764,1.5100409,1.2658476,0.29513693,0.36168647,1.1380154,0.9700678,0.79634625,1.206651,1.096072,1.0609688,0.789493,0.67289037,1.1927907,0.49012065,1.1488311,1.2669859,1.0894979,0.854636,0.86479586,1.279855,0.9794709,1.3994477,1.0634372,1.2495041,0.36880088,1.3009859,0.79192114,1.4267808,0.32709384,1.3375629,0.5107352,1.2794455,1.1983048,0.3800351,1.1861961,0.7074783,1.224915,1.3375871,1.5890042,0.5598676,0.43155754,1.3014549,0.7868526,0.6368528,0.76988286,1.4411294,1.0885745,1.299675,0.70343167,0.272321,1.1537741
glove,0.88818693,0.7151748,1.1742764,0.7668992,1.139165,1.1463338,1.0664524,1.184978,1.018403,0.9988115,1.0080913,1.0676339,1.0262976,0.7558419,0.99478346,0.9082178,1.2396109,1.101732,1.2583423,1.3763901,1.1053108,1.2341568,1.0853366,1.0375377,1.0981748,1.0915811,1.0433797,0.91346836,0.9974311,1.1788305,1.2384343,1.1022772,0.97300076,0.9052342,0.93629974,1.2090038,0.98612446,1.0387235,1.1473583,1.0733964,1.222662,1.0054929,1.081066,0.9395132,0.861653,1.0611277,1.0826172,0.91789305,1.1630349,0.86495733,1.0231695,0.7191842,1.0829029,1.0206636,1.105932,0.32412207,1.1116449,0.9966153,0.9093852,0.91909695,1.0482546,0.0,0.99482876,0.9655069,1.0488842,0.5014973,0.81573737,1.1100903,0.9096066,0.9436,1.1056814,0.7735964,1.0835917,1.0136809,1.2250135,1.1853496,1.0466379,1.0617198,1.1732378,0.24469888,0.8536594,1.0184126,0.9175257,1.17914,0.9982215,0.84586775,0.91993517,1.2133723,1.1845708,1.024779,0.6541437,0.7610073,0.9118616,0.9407014,1.1315886,1.0621064,1.0360897,1.0485073,0.8406302,1.1232219,0.9740926,1.3064163,1.1042075,1.2011378,0.7312908,1.0170083,1.1775525,1.0563389,1.022288,0.8804008,1.0926577,0.6478466,0.9953112,0.88184434,0.25591677,0.6856616,0.96914613,1.2224017,1.1191112,1.0309798,0.79353803,1.1014109,0.9588452,0.30349267,1.2327225,1.1288338,0.915709,1.0034245,0.82903236,0.9193184,1.121351,1.2292454,0.8361586,0.7916329,0.81871754,1.0511061,0.95911974,1.1224973,1.234217,1.1360692,1.1027834,0.8051418,1.2522874
gum,1.2465574,0.7953701,0.62324005,1.2539806,0.7150496,0.6199684,0.91860133,0.79239094,1.4355345,1.0861137,1.3374898,0.8902665,1.4309663,1.033169,0.9712435,1.2127224,1.2249061,0.81362563,0.7829431,0.6683281,0.964371,0.8484771,0.8182939,0.7693202,1.0562665,0.93175584,0.82227117,1.3555259,1.3398106,0.8855651,0.86443585,1.3579835,1.2598536,1.1346431,1.0003128,0.94813955,1.3502754,1.0156482,0.5929371,1.4571977,0.7730431,0.95979416,0.7354219,1.3023832,1.0254701,1.3356664,1.1607374,0.8589748,0.75981885,1.2601783,1.1515462,0.7779937,1.1588382,0.701754,0.63447315,0.981343,0.9064773,0.61291516,0.92073494,0.9716763,0.8879811,0.99482876,0.0,1.1353667,0.95789087,0.8529612,0.9518675,0.8979364,1.1635731,1.3204286,1.0161219,1.2468367,0.9244463,1.205438,0.9784455,0.9585262,0.87048495,0.7943531,1.0347241,0.9964451,1.3142256,0.72891355,0.99838424,0.6501543,0.8309588,0.8980011,0.917555,0.78618795,1.3381239,0.97447455,0.8253875,1.393777,0.9594221,1.244074,0.75364363,0.75862104,0.9413079,0.974153,0.9888577,0.9609009,1.1820394,0.78900087,0.9318578,0.847538,1.2401497,0.86354953,1.3062961,1.0854053,1.0972703,0.86780286,0.7675106,1.012161,0.62156177,1.2175834,1.0225995,1.2501736,0.97815335,1.4093707,1.0139176,1.2551953,0.81415045,1.0817636,0.8926159,1.0651424,0.8598282,0.7910129,1.116413,0.7014764,1.3437501,1.3364149,1.1551166,0.57779884,0.7868169,0.9509753,0.59959537,0.8293377,0.66601825,0.87745315,1.1049051,1.1515446,1.1220857,0.78752077,1.2155116
hair,0.86433566,0.9427661,1.1260599,0.8211818,1.0884243,1.1496401,1.1469102,1.2820401,0.9628682,0.798069,0.9919783,1.1243143,0.89782333,0.83330667,1.1638199,0.9146574,1.0825583,1.1666399,1.1505277,1.2698781,1.2215616,1.1640533,1.2686856,1.0991459,1.1798834,1.0437155,1.1437732,0.7645312,1.0537846,1.1716667,1.1818056,0.8983339,0.680607,1.0612259,0.73868644,1.0749614,0.8827026,0.87340504,1.2247918,0.9757704,1.2385894,1.1528356,1.1387718,0.8712545,0.92955077,0.9081795,1.1382877,0.7665024,1.0124928,0.86150044,0.5998404,0.75748175,1.040051,1.0726169,1.1918933,1.036154,1.1994894,1.2079077,0.9838836,0.7659633,0.92289245,0.9655069,1.1353667,0.0,0.97671837,0.717865,0.3922484,1.1817577,0.95464826,0.7294893,1.2091343,0.80181503,1.249109,1.0729861,1.09761,1.1330217,1.0725673,1.1558232,0.9551256,0.9629291,0.805944,0.83151424,0.90911734,0.93074673,1.3127594,0.8082554,0.59971094,1.0408293,1.1551156,0.73598623,0.8804373,0.68244755,0.9672627,0.82982314,1.0866549,1.0841409,1.0596039,1.1600883,1.2527583,1.1092665,0.90587753,1.2783396,1.1184424,1.0819947,1.1062502,1.2679889,1.035407,0.9196581,1.010132,1.1757516,1.2109077,0.8518643,1.2724801,0.7374246,1.0186955,0.7234195,1.2020003,0.9692296,1.1721115,1.0323575,0.8748496,1.028693,1.0960827,1.0753797,1.1400859,1.2207352,0.8727748,1.083836,0.9140275,0.710669,1.0386863,1.3527126,0.7481687,1.1678331,1.0842166,1.2738023,1.3269056,1.2121135,0.9787121,1.0178901,1.1625041,0.89262295,0.9541294
hamburger,1.0001056,1.0662768,1.0611889,1.0430961,0.9747055,1.1751537,1.015067,1.1971444,1.0241885,1.1409698,1.0968921,1.281857,1.149437,1.0742185,0.9989578,1.1040328,0.9641551,1.0856807,1.1867653,0.8917061,1.0409644,0.67788845,1.1756798,0.99106103,1.3197403,1.0714935,1.0190337,1.1161519,1.2359504,0.41548115,1.318041,1.1654321,0.99581635,0.9185733,1.1042397,1.0583669,1.132363,1.0883183,1.1983111,1.1140121,1.1865011,1.0116184,0.8095962,0.9914427,1.0485494,1.157264,1.1286659,1.0499378,0.9006675,1.0434769,0.9111578,0.986,1.0958854,1.102722,1.0972474,0.9824639,1.0939417,1.001499,0.8304532,0.8109517,1.2251424,1.0488842,0.95789087,0.97671837,0.0,0.8957464,1.042551,1.0770301,0.8300131,1.0285566,1.0120065,1.0859365,1.0334846,1.1712914,1.279999,1.2319652,0.5663314,0.76842093,0.7079033,0.9547004,1.0620459,0.9376759,0.9402218,1.1410615,1.1287616,1.0724045,0.9248028,0.87227786,1.0298369,1.0868095,1.0788412,1.1277293,0.8863821,1.0176362,1.2176828,1.1516823,1.0874491,0.96778756,1.2918454,0.49339664,1.0203757,0.53352195,1.0884372,0.8877336,1.1819978,1.2985858,1.0837407,1.0679559,1.0113177,0.5161279,0.7882077,1.017826,1.0144773,1.0301653,1.0389168,1.1060673,1.299547,1.0615599,1.1844144,1.091951,1.10637,0.98807395,1.1431792,1.0392326,0.4012202,1.1010418,0.7770828,0.92488045,1.0441451,1.0569613,0.93162614,1.0878808,1.042536,0.9513365,1.0618703,1.2648307,1.0801375,0.67589384,1.0901008,1.1277133,1.3219745,1.1698289,1.151995
hand,0.9746916,0.94169647,1.1890073,0.59424424,1.1548772,1.1711115,1.2480763,1.3238218,0.854025,1.0010538,0.9754034,1.1664885,0.98250824,0.8027318,1.0910069,0.9672512,1.1195589,1.0543376,1.3266943,1.3405124,1.0866706,1.2107371,1.2417501,1.1625376,1.2397673,1.127744,0.9857349,0.98055184,1.0917071,1.1740308,1.2745992,1.0693814,0.8526132,0.9880443,0.776124,1.1879746,0.9342302,0.9651329,1.2281524,1.0605739,1.3154918,1.1263528,1.0442892,1.0286516,0.94332343,1.0186052,1.024214,0.7389934,1.1079861,0.83215165,0.82697535,0.36470926,1.0756134,1.1309569,1.2512187,0.7115834,1.1368375,1.2266537,0.9013594,0.61380416,1.1376083,0.5014973,0.8529612,0.717865,0.8957464,0.0,0.829453,1.2349943,0.7137449,0.83516073,1.2123399,0.75092715,1.1462111,1.0819871,1.2861555,1.2159553,0.94737196,1.1178926,1.0300908,0.5922681,0.9587888,0.8227861,0.8383936,1.0570866,1.194051,0.6656491,0.72305274,1.1955923,1.1764437,1.0717049,0.66193485,0.7674151,0.799072,0.908519,1.1187721,1.0246742,0.9709958,1.237789,1.1256042,1.1152058,1.0332146,1.2227874,1.2006596,1.2376294,1.0562129,1.2536372,1.1294312,1.0709984,1.158578,0.82096237,1.1590344,0.70233583,1.0626452,0.7730442,0.7254993,0.6316291,1.2197068,1.053131,1.1356077,0.9918629,0.8814075,0.9771771,1.1534084,0.75679183,1.1328331,1.1795152,0.84703773,0.98910403,0.9830548,0.78536487,0.9175124,1.2610443,0.6402511,0.8540184,0.6789294,1.284009,1.2562331,0.9788157,1.1338189,1.1047446,1.2168701,0.81810844,1.1072567
hat,1.244248,0.60989404,0.7906164,1.0997806,0.87496877,0.7620724,0.9721546,1.0901845,1.2676954,0.98102695,1.237312,0.78850996,1.14067,0.97503567,1.1419225,1.1637802,1.2221965,1.1667913,0.85495746,0.98598766,1.2930883,0.9227965,1.0005064,1.1395849,0.8928833,1.0800196,1.2928604,1.161633,1.0857469,1.1839627,0.99424857,1.209396,0.9617046,1.1057462,0.8592273,0.82091415,1.0952511,1.0944642,0.8632733,1.2640053,0.8921835,1.0681224,1.2684225,1.1692421,0.9942942,1.0800389,1.1823735,0.5293314,0.81708163,1.019637,0.8426513,0.5541911,1.1780565,0.9843855,1.0074457,0.89919794,0.92664504,0.99592304,1.051904,1.0509181,0.5537063,0.81573737,0.9518675,0.3922484,1.042551,0.829453,0.0,1.0723214,1.098883,1.097498,1.1070969,0.99640805,0.97736293,1.1137488,0.75764865,0.84858906,1.0477802,0.9691825,1.2214131,0.94200826,1.0030023,0.63262546,1.0984567,0.6221503,0.9665065,0.4872517,0.45029783,0.82138544,1.2369138,0.9961105,0.9147371,0.93111986,1.1940418,0.97643584,0.72623265,0.73523843,1.2049758,1.1205184,0.9128966,1.1880355,1.0834734,1.1990492,1.0644103,0.85343695,1.0868785,0.92294943,1.1569037,1.0685176,1.1485415,0.98291016,1.103473,0.99859256,1.1398966,1.0447246,0.8399993,0.8364871,0.9066709,1.2321535,0.9830022,1.2987446,0.455374,1.2554259,0.82748437,0.9911575,1.2173715,0.8402271,1.0107771,0.91720426,1.0604761,0.97926986,1.3355684,0.9630264,0.45431232,1.1396672,0.9204227,0.88396585,1.091598,1.3846186,1.0931405,1.1851118,0.9751601,0.4604957,1.1357201
