,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
elephant,0.86138344,0.9927359,1.2198083,0.60758406,1.1127328,1.1900272,1.1355631,1.2374258,1.0151058,0.66417825,0.71428627,1.1858726,0.83027214,0.63426495,1.1205335,0.6340449,1.0534335,1.1079944,1.235593,1.2726152,1.1271064,1.0141726,1.2559671,1.3457664,1.1797713,1.2873163,1.2271392,1.2024308,0.727273,1.0198228,0.8966699,1.1926928,0.9153433,1.0093231,1.0974113,0.80963296,1.1279576,0.75411654,0.8216307,1.294786,1.0040894,1.2410207,1.0911143,0.87472445,1.1041651,0.9567857,1.0780095,0.88935035,1.0952523,1.2041425,0.0,1.1689962,0.91091925,1.0406965,0.8856768,1.2262728,1.2173662,1.2316138,1.2526929,0.90990174,1.2225499,0.9473282,0.81766844,1.1606497,0.8478948,1.0131547,0.9277371,1.189165,0.91557765,1.2127635,0.9647694,0.7965669,1.190529,0.48147094,1.1999648,1.2167597,1.2555339,1.0568922,1.0700507,0.7357125,0.782779,0.9020035,1.0904131,1.1749951,1.0690672,1.1178949,1.056937,1.1420499,0.99370897,1.0305539,0.5680256,0.63050234,0.91263163,1.1224191,1.1095488,1.2847897,1.3004714,1.0718164,1.1300814,1.0832978,1.0092417,1.1259854,1.1524775,1.1775504,1.150732,1.2207842,1.0534134,1.2512498,0.91027164,1.0213939,1.1896778,0.79771996,1.1611211,0.67594033,1.1637113,0.5801767,0.7372606,0.7787391,1.155197,0.88441396,1.0393398,0.7611884,1.2165538,0.8684768,1.230601,0.8206527,1.0101826,1.3028052,0.8904438,1.0277659,1.2915584,0.92832017,0.5335556,0.8410059,0.8051331,1.2877036,0.8942776,1.0781353,1.188498,1.0403932,0.982595,1.327564,0.98894125,0.9333215,0.9347532,1.1665405,1.1822214,1.1782855,0.9677202
eye,0.9464775,0.845492,0.60697174,1.3746675,0.84225726,0.73478055,0.9213923,0.8610757,1.4024619,0.8397397,1.4435296,0.6004601,1.3708843,1.466792,0.68447405,1.4020187,1.1153233,1.245934,0.5775064,0.991297,1.2772512,1.0167882,0.75360674,0.8249683,0.5970408,0.5977695,0.7926384,0.799927,1.0800873,1.1018347,1.3135169,0.43047523,1.1568972,0.983004,1.1559677,1.1452144,0.7484891,1.3415418,1.3777299,0.51998544,1.3538353,0.6770824,0.9907446,1.0696604,1.0736268,1.1284003,1.0031809,1.149085,0.70902383,0.5409088,1.1689962,0.0,1.2694391,0.887794,1.1235992,0.7234236,0.82593215,0.74328387,0.74520046,1.3365389,0.52039945,0.82134974,1.1539701,0.8839539,1.0789747,1.29017,1.200376,0.531639,1.263556,0.7464086,1.138718,1.3373091,0.78058594,1.4120003,0.81123555,0.8742643,0.5070558,1.0386208,1.0719941,1.3094147,1.3152685,1.0197293,0.9757716,0.59299725,0.7907405,0.7503693,0.87265575,0.8373112,1.0184271,1.0589437,1.4325087,1.2686865,1.3761351,1.1368186,0.8012725,0.61475587,0.58198917,0.756562,0.94399923,0.72930163,1.026822,0.91030806,1.1311218,0.8056042,0.7643417,0.6050869,0.8932289,0.5959892,1.1813707,0.69417834,0.85960263,1.2463505,0.7345904,1.2576666,0.9238438,1.3413053,1.2162404,1.2316723,1.0739299,1.3006124,1.2598999,1.3522989,0.40712774,1.1570133,0.6219083,1.0840387,1.075951,0.72322917,1.1808698,1.2649336,0.5400742,1.256106,1.3914112,1.2118101,1.4248015,0.5803051,1.3208141,0.70046335,0.9241534,1.025589,0.89816093,0.82570034,1.4413122,1.1211919,1.2555571,0.9414033,0.72019136,0.5078379,1.0965142
face,1.0401727,1.0555447,1.2018818,0.8364153,1.1092504,1.2320541,1.0417385,1.2574493,0.83401674,1.0357099,0.7525884,1.2678493,0.93116695,0.5781947,1.1346049,0.83774996,1.0253676,1.0256749,1.2271554,1.2291466,1.0206381,1.1745123,1.2691765,1.2815212,1.1726836,1.2802944,1.1687793,1.1805401,0.8044038,1.0337911,1.0234356,1.1639793,0.8657683,0.9756653,0.94440526,0.99417853,1.2511833,0.80740315,0.92777103,1.3182001,0.85943496,1.2623608,1.079133,0.8662236,0.81689984,0.8355212,1.0935684,0.9024184,1.0758225,1.1933849,0.91091925,1.2694391,0.0,0.9814946,0.96945965,1.2333516,1.1170962,1.2541155,1.148793,0.8100228,1.1019386,1.1379043,0.93308216,1.112004,0.33264458,0.9466846,0.7691641,1.0880677,0.9106463,1.1571621,1.0924386,0.8536491,1.147816,0.7572487,1.2103338,1.0977359,1.2332834,1.1577367,0.98212713,0.8314432,0.8405545,0.92527056,1.084498,1.0915086,1.2534529,0.9615214,0.93037593,1.1229252,1.0746793,0.8754909,0.7162349,0.8421534,0.85239863,0.99977666,1.2561649,1.2741072,1.2766647,1.0441482,1.1165264,1.175798,1.0739765,1.0265143,1.1649013,1.0841404,1.0866709,1.1699085,1.1082003,1.254935,0.8392612,1.1088189,1.0339965,0.87742877,1.2200919,0.6784502,1.1639044,0.5145513,0.8587182,0.96796626,1.1313635,0.771561,0.90824443,0.87963635,1.269213,0.8491804,1.1964309,1.0292933,1.0440791,1.3300068,0.9170041,0.88694996,1.2787535,0.85621166,0.51498777,0.9596342,0.8265101,1.2927656,0.884866,1.0198298,1.1234305,1.0310965,1.1564963,1.1426506,0.9325491,0.95525885,0.9370583,1.0862678,1.1881772,1.1756105,0.8740469
finger,1.1433766,0.40934503,0.7701438,0.8190235,1.0947381,0.8637446,0.8762255,1.268407,1.217987,0.8876275,1.2968521,0.8742409,1.2836554,0.94027126,1.0751277,1.2389339,1.2227713,1.1863817,0.98632634,1.1923279,1.3071307,0.9860675,1.024637,1.1573312,0.53797674,0.9423118,1.108784,0.4133829,1.1329232,1.252321,1.2159333,0.8976346,1.172865,1.0171509,1.198035,0.96741253,0.9034419,1.2624465,1.0583898,0.69433933,1.3418334,1.0591702,1.063682,1.2763451,0.8400682,1.1827172,0.9565189,0.8785582,0.7001758,0.7190219,1.0406965,0.887794,0.9814946,0.0,1.1892735,0.8070508,1.2201633,0.94538236,1.0437007,1.2830217,0.6249827,0.67156506,1.2312156,0.78456366,0.8194348,1.0900775,0.2536338,0.69528115,1.1863121,0.99450976,1.2051716,1.1495472,1.2690642,0.960807,0.97051245,1.2268429,1.0293615,1.2044554,1.0066874,0.93194145,1.2293912,0.84761864,0.8568569,0.58949596,0.99456024,0.37519473,0.47014606,0.92194414,1.194136,0.9537361,1.004869,0.8686828,1.1829545,1.1886654,0.71086746,0.83858824,0.6815971,1.0626506,0.8443663,0.9293573,0.89793986,1.2773755,1.1463038,0.98853016,0.7972866,0.88994604,1.2340555,1.0524045,1.2928078,1.1897383,1.1204824,1.0353096,0.865841,0.99354875,0.9519436,0.9512682,1.0429288,0.8183047,1.1025336,1.1799669,1.1484109,1.205121,0.7107329,1.2623506,0.7958354,0.7553162,1.2352762,0.8976276,1.2832842,0.78049463,0.7873534,1.1482598,1.055504,1.0372971,1.3089671,0.9299549,1.0385141,0.17468363,0.50914043,0.9358096,0.99261343,1.1606934,1.3019584,1.1885378,1.2249918,1.2102789,1.0336926,0.46408123,1.18241
firetruck,0.85533834,1.1699493,1.2500298,0.8599613,1.1305267,1.18023,1.0844662,1.0242803,0.9680699,0.73925304,0.85090494,0.9909231,0.8662133,0.9780991,0.75205934,0.7909766,0.87971723,0.95303404,1.0885205,1.1489689,0.94898915,1.2203934,1.0209544,1.1302273,1.0816743,1.0745387,0.92957383,1.0480033,0.7807013,1.0329319,1.0755306,1.0639029,0.93233025,1.0261201,1.1268651,0.7814125,1.2567426,0.9215152,1.1033566,1.0952741,0.9080548,1.2134247,1.0961014,0.94242495,1.1828892,0.9649636,1.0461715,0.8156169,1.124355,1.2909143,0.8856768,1.1235992,0.96945965,1.1892735,0.0,1.0370731,1.0112977,1.1224246,0.97195,0.72243303,1.0736991,1.1692555,0.81389165,1.2416148,1.0045696,1.1667042,1.0898668,1.1910684,0.8738632,0.89257044,0.79992217,0.9129004,1.1084949,0.8843337,1.1169223,0.9846734,1.0948856,1.1957502,1.0929263,0.97040546,0.6589,1.184988,1.2373172,1.1349555,1.039615,1.1732783,1.1290159,1.1532276,1.1190856,1.0539867,0.908915,0.89005613,0.8806514,1.0084566,1.2392656,1.0679129,1.0837927,1.0225921,0.94952893,1.1007699,1.0376276,1.0294111,1.1651373,0.97191006,1.1709906,1.1528687,0.9587342,1.0147271,0.92899466,1.0534416,0.87701124,1.0187482,1.2019429,1.0479994,1.0454729,0.85153544,0.9652315,1.0248181,1.0688903,0.8657005,0.98005354,0.77794623,1.1249853,0.7787193,1.2999661,1.0866086,1.1436902,1.1488122,0.7680703,1.0966713,1.1705563,0.85542643,0.9170732,0.8224162,0.8842292,1.193956,1.0655931,1.2419822,1.0601039,1.0658674,0.9838082,1.0239662,0.9356621,0.89533854,0.7841902,0.8899475,1.063531,1.1451648,0.9825252
fish,0.83266604,0.94057345,0.57364315,1.3386866,0.80685776,0.6194637,0.74394906,0.921264,1.2901988,1.0882583,1.4103096,0.7319422,1.3526092,1.2447542,0.6423146,1.2706184,1.1557095,0.95754194,0.8664534,0.8722874,1.213197,0.9938013,0.96021485,0.7699448,0.60016567,0.7982421,0.8355986,0.61727387,1.1560795,1.3450885,1.2175485,0.7590224,1.3467805,0.9259253,0.92664474,0.9506608,0.80918145,1.3215003,1.2193677,0.5899104,1.315274,0.85669875,0.7896419,1.1298465,0.99002504,1.3384857,0.9872913,1.0614194,0.66026616,0.7050044,1.2262728,0.7234236,1.2333516,0.8070508,1.0370731,0.0,0.87852085,0.91798127,0.4479878,1.1870644,0.7414254,0.7921673,1.156444,0.6526347,1.2138509,1.0666851,1.0076638,0.7192342,1.2113185,0.6570008,1.1268678,1.2474626,0.98663,1.3387971,0.9834016,1.1113976,0.885624,1.0243461,0.86055565,1.0240005,1.3175213,0.9730597,0.7959388,0.8662043,0.97499907,0.8904797,0.76884097,0.7369282,1.2674958,0.8572722,1.3143566,1.2296115,1.2428373,1.1664922,0.7751386,0.7436695,0.695006,0.8635748,0.6358953,0.7665244,0.86281705,1.0306376,0.887007,0.67502034,0.75030637,0.80155957,0.98775405,0.75119936,1.4302082,0.7349886,0.5685824,1.1184533,0.6469695,1.3162413,0.77237844,1.3381395,1.1422538,1.0269054,1.085293,1.2667329,1.2589146,1.3311014,0.70463157,1.2391102,0.87689894,0.8691242,1.1813917,0.8080656,1.1850412,1.1816225,0.5470878,1.1713536,1.3839494,1.2055962,1.355882,0.51951265,1.1753857,0.7607403,0.59289074,1.0905151,1.061372,0.79619133,1.1914343,1.2204839,1.2190369,1.0527172,1.1199627,0.8276582,1.277452
flower,1.0315473,1.182379,0.83297086,1.2792153,0.825125,1.0076067,0.9980219,0.66907334,1.1720688,1.2030185,1.2290065,0.83699644,1.1077,1.3615407,0.8001669,1.2473876,0.7798299,1.0211518,0.73099554,0.8655749,0.9419313,1.0723913,0.71261454,0.7099751,0.8997467,0.7939924,0.6489361,1.1332215,1.2204294,0.8222171,1.0069613,0.8505101,1.036288,0.9773735,0.978896,1.2044258,0.99902177,1.1513395,1.2123779,0.8139078,1.054478,0.7431581,1.0282282,0.9857542,0.99007547,1.1049173,1.1514487,1.2630833,0.9061399,0.93385786,1.2173662,0.82593215,1.1170962,1.2201633,1.0112977,0.87852085,0.0,0.8410394,0.72480017,1.1377728,0.7930592,1.0822512,0.86485076,1.0057354,1.1650327,1.1196599,1.240958,0.89367574,1.1044264,0.8353425,0.9482366,1.3027618,0.5614812,1.4188786,0.9341617,0.5834026,0.6854209,0.8925108,1.0710249,1.2744502,1.1777196,1.1637571,1.128448,0.9725169,1.0272933,1.0831667,1.0786622,0.9860824,1.0370594,1.0924281,1.2772584,1.378978,1.211865,0.938711,1.0889376,0.74206465,0.7567618,0.87125504,1.0372835,0.87415445,1.0038782,0.19165242,1.0961134,0.83157146,0.88408786,0.75888866,0.97465104,0.70248973,0.9921121,0.6075537,0.7696032,1.1126386,0.99951243,1.1897725,0.8987734,1.32773,1.247989,1.2777585,0.7766673,1.193436,1.209305,1.0843407,0.87401986,1.1247321,0.9559719,1.2264991,1.1092559,0.8558612,1.0271745,1.2761899,0.82992506,1.2540858,1.2487384,0.990859,1.1810049,0.86901444,1.2286979,1.1308894,1.1191056,1.0714276,1.0991455,0.77108616,1.1707549,0.5757138,0.9636752,0.6787281,0.85667086,0.96009487,0.9130293
fork,1.0446929,0.9069646,0.9797145,1.1495981,0.9965186,0.92052066,1.0689939,0.7780999,1.2410917,1.0925413,1.4215057,0.7278785,1.1369644,1.4240339,0.79203284,1.3935716,0.93421394,0.9612084,0.7212682,0.826704,0.9316218,0.92931503,0.54835916,0.756908,0.72104645,0.6656476,0.74706733,0.88252854,1.3842878,0.8201254,0.9486907,0.75790787,1.1550162,1.0385567,1.2693386,1.0584067,0.86345565,1.39224,1.2361982,0.51998544,1.2245929,0.68421173,1.048353,1.2588898,1.2209996,1.0783198,0.838152,1.2882907,0.8593606,0.8105525,1.2316138,0.74328387,1.2541155,0.94538236,1.1224246,0.91798127,0.8410394,0.0,0.87408364,1.2162075,0.7170934,1.0335332,1.1388131,0.9978171,1.2449924,1.1855888,1.1435837,0.8335946,1.1104383,0.8810853,0.8492516,1.3417324,0.8557076,1.4309876,0.06555021,0.7604887,0.5949116,0.79545647,1.1840221,1.4700143,1.2286683,1.2766252,1.1238492,0.8705019,0.7220856,0.82602525,0.9892272,1.0268607,0.84065187,1.2323762,1.4003608,1.3230598,1.095854,0.92554116,0.95760226,0.39933658,0.4269879,0.86645967,1.099427,0.8855713,1.0808107,0.9170793,0.796963,0.81515306,0.98206395,0.8657501,1.0014005,0.7317004,1.0659384,0.9411983,0.9261335,1.2910585,0.8109489,1.3321261,0.61924875,1.3872643,1.1628518,1.1935096,0.6018726,1.3629549,0.98677146,1.2168027,0.6992359,1.2914226,0.76375115,1.1544607,0.8749083,0.18459761,1.063721,0.92393607,0.80357766,1.3136222,1.3300607,1.0972052,1.2413774,0.72624403,1.1905465,0.8829731,0.8780818,0.739848,0.8941713,0.89217335,1.1701347,1.0318848,1.0205896,0.79117346,0.6134908,0.68571067,1.0053506
frog,0.6360933,1.1744542,0.7907165,1.3398986,0.821642,0.86068106,0.6492386,0.8450778,1.2142259,1.1781778,1.2952628,0.89794135,1.3321365,1.3052653,0.5978516,1.2408872,0.9392487,0.95085585,0.91999865,0.91381365,1.0531946,1.0055814,0.9849874,0.8495079,0.80912465,0.92132044,0.82172126,0.89829206,1.1949896,1.2274455,1.1064854,0.83144295,1.1762794,1.0190493,1.0157009,1.084911,0.90553015,1.2715921,1.1749352,0.76943195,1.2028844,0.92660725,0.82019854,0.9911015,0.95071673,1.2450424,1.0590104,1.0666821,0.85575515,0.89583945,1.2526929,0.74520046,1.148793,1.0437007,0.97195,0.4479878,0.72480017,0.87408364,0.0,1.1825343,0.8769303,1.0213423,1.0690039,0.87337667,1.2274762,1.1052274,1.1865638,0.86245286,1.1749903,0.3464737,0.9754037,1.208708,0.81464124,1.3419106,0.96697545,0.9421298,0.8934891,0.9915449,0.93899614,1.2133683,1.1929446,1.123877,0.9621947,1.0191001,1.0384516,1.0453794,1.1192398,0.79337424,1.269108,0.7804962,1.3058766,1.2776752,1.1651648,0.97042805,0.95063084,0.8294208,0.8277328,0.37844878,0.8655178,1.0054803,0.92559403,0.7989488,0.9674478,0.3671255,0.8209058,0.8977604,0.8928525,0.79405904,1.3336939,0.7380039,0.40154243,1.0893633,0.82466537,1.2775999,0.8053856,1.316843,1.1208816,1.1469965,1.0533599,1.2358708,1.2940704,1.236308,0.80642164,1.1271219,0.9302658,1.0190952,1.1497676,0.8387622,1.150023,1.2135965,0.7600581,1.171848,1.3091629,1.1753707,1.2652789,0.6381849,1.1629597,0.99913377,0.9943222,1.1341753,1.1006601,0.5638228,1.1645579,1.0561318,1.1135551,0.9421119,1.038818,0.9553268,1.2245064
glass,1.0734673,1.2877905,1.2324721,0.86836386,1.0429244,1.1018959,1.0711031,0.8775294,0.68063456,1.0170586,0.6782023,1.4067993,0.8087307,0.71330905,1.1360064,0.7786397,0.91687125,0.82570153,1.3174776,0.8606447,0.743098,1.0454634,1.2666194,1.0793126,1.3258238,1.381559,1.2437878,1.2960784,0.7967469,0.979262,0.86104983,1.2851524,0.85480726,1.0394316,0.74516124,0.8822327,1.1586242,0.81060016,0.798094,1.4513777,0.61259717,1.0980953,1.0517937,0.90979034,0.9646047,0.8601298,1.1197362,0.84305054,1.2771244,1.2668579,0.90990174,1.3365389,0.8100228,1.2830217,0.72243303,1.1870644,1.1377728,1.2162075,1.1825343,0.0,1.3673797,1.1941597,0.8632213,0.92661524,0.94822824,0.7366345,0.93358254,1.3803637,0.9283052,1.2124515,0.8856157,0.8145281,0.96917486,0.82951725,1.1331422,1.1414495,1.3465768,1.0195687,0.9209242,0.6563834,0.77947545,0.95023656,0.95370245,1.3047848,1.2663107,1.2587397,1.250653,1.098973,1.0114083,0.80888134,0.8508556,0.89771163,0.67419326,0.8847143,1.1760622,1.3531289,1.3874083,1.0941595,1.1528715,1.3577988,1.0091006,1.02372,0.8724262,1.1960051,1.2016761,1.3244317,1.0099244,1.2607732,0.7853683,1.1547587,1.033136,0.8578803,1.1799308,0.9153172,1.007879,0.78760386,0.85659665,0.99995935,0.92874974,0.79972816,0.79330677,0.7946434,1.4378041,0.67161685,1.3105447,1.2046449,0.83448017,1.1897389,0.74937093,0.8924022,1.3701227,0.8889227,0.8038993,0.89506435,0.5934559,1.2016573,0.75050104,1.4282013,1.1058987,0.9991576,1.1930878,1.0452676,0.5243286,0.96606797,0.79968655,1.1375947,1.2675965,1.4352466,0.9340422
glasses,1.1744517,0.5914588,0.6067465,1.2798743,0.9021987,0.77292925,0.99030095,0.8572775,1.4437068,0.9274008,1.4964719,0.3223788,1.3612771,1.4385258,0.8848341,1.4450357,1.1597083,1.1880103,0.35447782,0.96417004,1.2704701,1.0667338,0.6802057,0.8075338,0.41621232,0.47336793,0.6292433,0.51564085,1.2641903,1.1770113,1.3116744,0.29016948,1.23032,1.068432,1.2894986,1.1745689,0.8837105,1.38671,1.4223238,0.25949764,1.450207,0.600925,1.1347872,1.2777433,1.0877584,1.1713803,0.90061885,1.1882007,0.6066989,0.51804674,1.2225499,0.52039945,1.1019386,0.6249827,1.0736991,0.7414254,0.7930592,0.7170934,0.8769303,1.3673797,0.0,0.8975698,1.2190554,0.94407004,0.93446296,1.3725257,1.0354931,0.18889791,1.2429821,0.9245059,1.1361856,1.3949192,0.85927844,1.3941973,0.823681,0.91991657,0.39637053,1.0961287,1.2321613,1.4410931,1.3289981,1.1006131,1.1535017,0.2508372,0.8206775,0.49704975,0.6354766,0.99707216,1.1279435,1.0733056,1.385547,1.2479577,1.4004058,1.205203,0.9027488,0.45636106,0.3548925,0.9072927,0.76284826,0.6334612,1.0166087,0.9933459,1.1478522,0.9441806,0.8147587,0.3821996,1.0571321,0.45640945,1.2422776,0.8446019,1.0373908,1.3038789,0.73521197,1.257801,0.97054636,1.2668128,1.2670162,1.1612157,1.0655955,1.355185,1.1787308,1.3988585,0.17808425,1.2038522,0.5825904,1.0754802,1.2209749,0.67012167,1.314441,1.1586406,0.50794506,1.3300542,1.3209623,1.20753,1.4729446,0.5768788,1.3498797,0.43528032,0.71016437,1.096927,0.8984431,0.8925159,1.4777064,1.0300841,1.2519078,0.87775874,0.7267803,0.15441394,1.0999029
glove,1.0568736,0.55325055,0.9305179,0.8477567,1.0582485,0.98171836,1.0445112,1.029227,1.152647,0.76293147,1.1598706,0.94232583,0.9663145,0.79808897,0.865104,0.92985845,1.1751162,1.1083907,1.051997,1.1884702,1.2213742,0.99038106,1.0334109,0.94294786,0.8539743,0.8776428,0.9340691,0.9017632,0.8552883,0.9154808,1.1156799,1.0936838,0.97973275,1.1037263,1.1081866,0.9536121,0.9665164,1.0367625,1.0325403,0.9573382,1.1201649,0.962146,1.2220513,1.0112731,0.67505133,1.1410627,1.0894864,0.90200424,0.922244,0.96434563,0.9473282,0.82134974,1.1379043,0.67156506,1.1692555,0.7921673,1.0822512,1.0335332,1.0213423,1.1941597,0.8975698,0.0,1.26625,0.89422727,1.0060188,1.0545911,0.6416331,0.7837424,1.0996013,1.0118936,1.0913897,0.9003056,1.0806466,0.8281367,1.0161107,1.1109027,1.0493002,0.9786514,1.0936567,0.5537724,1.1258936,0.77142525,0.96584284,1.0122769,0.62431055,0.83996946,0.7902907,1.0613056,0.8826703,1.0006822,0.86046475,0.83464724,1.2633615,1.3191353,0.71506053,0.9388844,0.90874934,1.108058,1.0160935,0.5253454,0.85980964,1.1142814,1.2610414,1.0674952,0.743781,0.9788995,0.66182995,0.9291686,1.0758985,0.99969,1.0455673,0.97179383,1.0527809,0.8123441,0.94280326,0.9880187,0.8589903,0.70972705,1.042348,1.239111,1.1326891,1.2538978,0.8647015,1.1908872,0.9204537,0.46632147,1.1564281,1.0235132,1.2565552,0.9932745,0.9386833,0.9580486,1.0775759,1.1582987,1.3141456,1.0895622,1.1596525,0.7124193,0.76136565,0.9149756,0.6656853,1.1200473,1.328898,1.2043328,1.1538049,0.9933759,1.0149692,0.76701933,1.084062
grass,0.8999332,1.2980771,1.2565142,0.8979652,1.0179075,1.1430976,1.2367305,1.1149611,0.92017156,0.94027793,0.6285275,1.1752784,0.72353655,0.88332814,1.0296633,0.6732181,0.68474144,0.93781185,1.1568121,1.1005423,0.9220293,1.1840079,1.0534106,1.1281745,1.230983,1.279524,1.0843377,1.2163663,0.8960879,0.8230814,0.94441986,1.1861405,0.94115436,0.9306275,1.0350416,1.0200412,1.273031,0.76208377,0.9542584,1.2329789,0.7851739,1.1782498,1.0443964,0.8423733,1.0364879,0.9834346,1.0836614,1.0930882,1.2361816,1.2690566,0.81766844,1.1539701,0.93308216,1.2312156,0.81389165,1.156444,0.86485076,1.1388131,1.0690039,0.8632213,1.2190554,1.26625,0.0,1.1288564,1.0202585,1.0601454,1.1198032,1.2455287,0.8845817,1.1006776,0.91679966,0.99066275,1.0770361,0.8638983,1.1388037,0.8896861,1.1861055,1.1204559,1.1191185,1.0042696,0.7649219,1.1649935,1.1864032,1.1618718,1.2667195,1.2374213,1.165729,1.2546537,1.1322718,1.1224157,0.8065856,1.0113738,0.8329557,0.92691195,1.2994812,1.192448,1.2434244,1.1116978,1.0218792,1.2324507,1.0476557,0.8669745,1.1090943,1.0654881,1.181974,1.2396009,1.0724018,1.220834,0.99078,0.82979697,1.0239029,0.826165,1.2491976,0.88133794,1.0045551,0.84498084,0.9214159,1.0119458,0.94141173,0.8673612,1.031584,0.3379016,1.2490646,0.6048701,1.3016131,1.1034682,1.077192,1.2186588,0.6492188,1.0851839,1.28122,0.96801066,0.80521464,0.3376525,0.5767553,1.2243145,1.0130426,1.2794228,1.2841606,1.1232927,1.247706,0.98832196,0.77907753,0.7118377,0.8173965,1.0283259,1.1906885,1.263612,0.89737064
gum,1.1801604,0.93329036,0.44439548,1.2509422,0.5243444,0.4890417,0.8585047,0.89959776,1.0718645,1.197668,1.272172,1.1021475,1.3240905,0.9767908,1.0855322,1.2255529,1.0088217,0.7963385,0.95485747,0.7955365,0.9381062,0.93490887,1.1925248,0.76024324,0.90452623,1.0521119,0.9884199,0.8741716,1.2646528,1.2507806,1.0391047,0.9527605,1.2418982,0.9870898,0.8053148,1.0153799,0.79841,1.2798353,1.0038575,0.87944865,1.146956,0.7575925,0.8116572,1.1308808,0.9457698,1.2503794,1.1385669,1.2339138,0.83989,0.49012733,1.1606497,0.8839539,1.112004,0.78456366,1.2416148,0.6526347,1.0057354,0.9978171,0.87337667,0.92661524,0.94407004,0.89422727,1.1288564,0.0,1.1429036,0.8187095,0.8092532,0.88197696,1.177405,0.9802126,1.040878,1.185993,0.8219549,1.2622843,1.0203851,1.1041385,1.0394483,0.8986664,0.73451054,0.9204682,1.2611585,0.6390099,0.7684989,0.87233955,1.2097716,0.8894345,0.8185645,0.7090008,1.2184336,0.9340906,1.2130518,1.2357132,1.0210044,1.0742072,0.83949137,0.90288055,0.8873631,1.0633248,1.0427438,1.0446405,1.0055869,1.0768855,0.80206084,0.9465,0.87508196,0.92027056,1.0660655,0.95012164,1.350356,0.8603086,0.9198127,0.94887406,0.82381195,1.2410674,0.6693829,1.2903802,0.9490776,1.1425753,1.011127,1.189927,1.1012615,1.1747534,0.98337084,1.1388038,0.8066658,1.1230129,0.9352087,0.86671925,1.0318763,1.0342605,0.76184076,1.2546489,1.2590117,1.1416799,1.1107283,0.55081236,1.0106026,0.83953243,0.6311842,0.83797824,1.255848,0.6120346,0.8556187,1.2052065,1.0906755,1.0664364,1.2544788,0.9072902,1.2360404
hair,1.0113982,0.75798225,1.1543343,0.84507954,1.1424518,1.1896788,1.0757909,1.2943163,0.91624427,0.80269605,0.8785542,1.1437483,0.95604503,0.69989514,1.1229614,0.8553338,1.1069084,1.1236048,1.1943934,1.3369977,1.1344702,1.1680112,1.1807542,1.2983395,0.9328511,1.1535017,1.199322,0.9632006,0.6973554,1.0710214,1.1257604,1.052611,0.9451127,0.9357768,1.0735743,0.9516271,1.2232819,0.84403944,0.9640872,1.2141576,1.0070435,1.3027132,1.112442,0.917348,0.8653667,0.8858977,1.056265,0.8295257,1.0596993,1.1221702,0.8478948,1.0789747,0.33264458,0.8194348,1.0045696,1.2138509,1.1650327,1.2449924,1.2274762,0.94822824,0.93446296,1.0060188,1.0202585,1.1429036,0.0,1.0755954,0.76465476,0.88007593,0.9721296,1.1630336,1.1483548,0.80364585,1.2064039,0.69953346,1.1716441,1.1862383,1.199821,1.2286661,1.016877,0.8194255,0.8846997,0.8022525,1.0458192,0.9646609,1.1224496,0.78061765,0.7559018,1.1475216,1.0669259,0.87992215,0.76175153,0.68352336,0.9785942,1.109492,1.1470108,1.2428005,1.2055204,1.0789784,0.97096795,1.092205,1.009606,1.0870973,1.2929407,1.1226709,1.0495166,1.126015,1.0275952,1.2295527,0.903895,1.1530216,1.0920016,0.9763786,1.1384668,0.68498296,1.2437757,0.5168535,0.8402777,0.9273916,1.1859056,0.8030373,0.98642766,1.018166,1.120701,0.9404016,1.1504592,0.88969284,1.084895,1.2912145,0.9835196,0.94440603,1.1940576,0.8295501,0.6101205,1.0254858,0.9833723,1.3368983,1.001273,0.7847753,1.0533651,1.0407856,1.0296521,1.2720306,1.1151913,0.9965277,1.040027,1.1067435,1.1024032,0.97474873,0.92216074
