,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
cup,1.1543205,0.84857804,0.6544734,0.9460473,1.443356,0.6949032,0.6072508,0.81108916,0.5983132,1.2247274,1.3127134,0.71136785,1.0442998,1.4449661,1.0455595,1.4183757,1.2432976,1.1509788,0.37275064,0.50594777,1.0560803,1.003187,1.0374845,0.32990354,1.2890221,0.5534715,0.85953,0.9406135,1.4621854,0.9619846,0.850926,0.57794684,1.2323629,0.90277326,1.2444012,0.9369236,1.110935,0.8982856,1.3033942,0.7103285,1.2225468,0.0,0.82070726,1.0931118,1.1731703,1.1339998,1.0622768,0.9007989,1.2278721,1.0528781,0.7089187,1.3046441,1.2580833,1.040926,1.1888769,0.7741087,0.97779197,0.9571949,0.69375,0.90962803,1.0382117,0.760604,0.79203707,1.2368907,0.67157197,1.3760257,1.2495985,0.76987475,0.7304112,0.75473213,1.3188738,1.3868556,0.62257284,1.4232268,0.75331414,0.93685865,0.4982345,1.1605242,1.0152715,0.9605449,1.3105539,1.1888183,1.1900778,1.1505078,0.75706977,0.8081165,1.0762045,1.0917261,0.6530516,1.1212307,1.2026885,1.486125,1.4025314,1.3089638,0.7013267,0.7672091,0.6919322,1.0129765,0.571766,0.9663156,0.7697525,0.64462554,0.86510056,0.7056607,0.664257,0.77973413,0.58567667,0.78825176,1.1574299,1.2309818,0.9310317,1.1453447,1.279518,1.0915568,1.4492847,0.7870079,1.2739843,0.451993,1.173351,0.76226544,1.212757,0.70644623,1.2944908,0.6740622,0.946075,1.1004864,0.6945742,1.0361083,0.6673985,0.68720126,1.0358154,1.4120532,1.1373188,1.328426,0.3812254,0.8484525,0.8914765,1.2001953,0.81728965,0.70584583,1.0042347,1.2049826,1.1477926,1.0237825,0.74253523,0.75351727,1.194245
deer,0.7618371,1.0013696,0.8128419,1.0050013,1.260462,0.8017164,0.7914026,0.9356858,0.94070375,1.3674214,1.2056551,0.80400527,1.1673201,1.3004878,0.7849555,1.2685375,1.2620838,1.0510286,0.8126546,0.97543406,1.2507575,1.0567716,0.98222625,1.0406879,0.92079705,0.8866993,0.6755223,0.7805277,1.2305782,1.0494874,0.9314975,0.83945906,1.1583127,1.1742023,1.0954562,0.8428303,1.2041878,1.0634527,1.1950985,0.7601969,1.2177086,0.82070726,0.0,1.255347,1.0881689,1.0018008,1.1791275,0.9250402,1.1878266,0.911517,0.85471606,1.2017293,1.1509761,1.0018059,1.1320837,0.6026083,1.0417738,0.92030376,0.7644405,0.48751557,1.1307931,0.77238,0.8889638,1.1921129,0.93973213,1.2671188,1.1922488,0.79021925,0.8551008,0.24442899,1.1791278,1.2584189,1.1053462,1.2712991,0.7895795,0.8775608,0.8512987,1.2573655,1.0301014,1.0352331,1.2007943,1.0389456,1.0775433,1.1527678,0.8842062,0.9804041,0.9154724,1.1421673,0.6966301,1.260905,1.0017246,1.3210609,1.2620513,1.1993629,0.806534,0.80370665,0.6446466,1.002645,0.8580724,1.0630563,0.8427063,0.94511735,0.8613936,0.8652752,0.6404743,0.8155312,0.8479336,0.79037666,1.269629,1.0530888,0.5529182,1.1434544,1.1689819,0.8893437,1.2901793,0.7790102,1.2703955,0.68017286,1.1795197,1.1350789,1.1596532,0.6647647,1.0550857,0.8945615,1.1581907,1.1326284,0.7815529,1.0155656,0.9321753,0.76945317,1.001243,1.2934194,1.110821,1.2575862,0.7424417,0.9460018,0.86097103,1.2193838,1.0441138,0.6943637,1.1883318,1.026987,1.1070768,0.8344993,0.8494116,0.7990625,1.207029
dish,0.9807765,1.1743833,1.2822089,1.061836,0.9324796,1.0724679,1.2936639,0.9596873,0.9929728,0.63746965,0.80748034,1.3807297,1.0721939,0.899348,1.0395005,0.84283936,0.7465446,0.74619067,1.2939317,0.72175074,0.51051223,1.2372448,0.9783691,0.7603616,0.86578363,1.3742399,1.1894155,1.0935706,0.92894834,1.1626328,0.9353746,1.310317,0.9764631,1.0475937,0.97190326,1.1306727,0.8610561,1.1576478,0.8700757,1.3454704,0.65111005,1.0931118,1.255347,0.0,0.9525065,0.78932106,1.0021092,0.92255336,0.78678226,1.1303856,1.288143,1.0309502,0.93101496,1.1894113,0.7787794,1.1514486,0.6888138,1.2814695,1.2036114,1.0583178,0.6316894,1.4048495,1.3177645,0.92248243,0.65248597,1.039125,0.9397251,1.4228747,1.2755771,1.2985709,0.7762134,0.87138003,0.76397943,0.98510563,1.1990339,1.1215345,1.3130219,0.5968594,0.97273475,0.60166514,0.70322627,0.94825226,1.13522,0.9232886,1.3565416,1.2200346,1.2046235,1.1213642,1.4057753,0.7835247,1.0732756,0.91562146,1.0115393,0.63894606,1.3204818,1.2942114,1.2449553,1.1032664,1.4128455,0.70978963,1.0692763,0.84298456,1.1576344,1.3706502,1.1978384,0.845892,1.3266908,1.27932,0.77836907,1.1329825,1.2626213,0.29783082,0.9071084,0.7031091,0.9274631,1.1433496,1.0174526,1.2734432,0.8028976,1.070737,0.83324873,1.4662006,1.117201,1.267971,0.97586596,0.6773424,1.0015972,0.9630769,1.2794198,1.3166889,0.84604806,0.93366134,0.7837993,0.5084739,1.2284869,1.3548809,1.2588127,0.7077533,1.1713159,0.8273343,0.5790867,0.9838054,0.82061285,1.0497034,1.2208486,1.4459732,0.9871231
dog,0.6485993,1.1557148,1.1922543,1.0296904,0.8613293,1.0039654,1.325296,1.0390267,1.0289592,0.8997449,0.7951943,1.2506899,0.92935747,0.821344,0.80560696,0.7140907,0.9068706,1.0111253,1.1676912,1.1129043,0.9302533,1.1327009,0.9463861,1.1210848,0.89945984,1.3221724,1.0737638,1.231777,0.3444817,0.9864142,0.9801413,1.1681961,0.859706,1.0399024,1.0776805,1.1068721,1.052993,0.88544285,0.92983747,1.3364322,0.8344327,1.1731703,1.0881689,0.9525065,0.0,0.73928887,0.9407919,1.1483514,0.86519957,1.1553771,1.1524675,0.82634723,0.8415623,1.2266254,0.9044651,1.2057886,0.9019749,1.2578646,1.2749441,1.0932105,0.96697557,1.2633739,1.1031064,0.7234319,1.1140984,0.92280626,1.0827167,1.1908226,1.0921264,1.0030172,0.93488306,0.7754875,0.9578837,0.9123927,1.3045112,1.008269,1.21298,0.81840026,1.0664756,1.1232632,0.90913916,0.87427557,1.1737263,0.9501496,1.2783544,1.1939288,1.2704854,0.99965656,1.2735299,0.91954374,0.76609236,0.8146112,0.9561238,0.92178446,1.258207,1.3415215,0.9368864,1.1419426,1.1102195,0.97423345,0.9519013,1.161329,0.27215815,1.1436102,1.1589005,0.8687298,1.2282372,1.1766403,0.8352244,0.93164355,0.9962729,1.0347322,0.87119865,1.1018571,0.8196576,1.0503207,0.9639949,1.2904029,0.8948076,1.1995205,0.9159132,1.3329339,0.9754135,1.1636835,0.98386604,0.89905536,1.2752987,0.91867226,1.2359886,1.2888577,0.8117717,0.82656705,0.80050683,0.81889445,1.2411292,1.2837372,1.2889079,1.0836657,1.1434561,1.044806,0.9946887,0.9087972,0.8773149,0.89357615,1.1038867,1.3271432,0.9396039
doll,0.8189739,1.1589291,1.1074094,1.160834,0.9296155,1.0464854,1.2005684,0.9804685,0.96163857,1.0756686,0.7885192,1.3124659,1.1276418,0.7290419,0.97715396,0.84703434,1.1044977,0.8946353,1.1705394,1.1240093,0.83667016,1.0680857,0.97963583,1.1136198,0.7917936,1.3085791,1.0117466,1.1374426,0.84326077,1.046797,0.9778126,1.2979451,0.9134267,1.1944978,1.1043012,1.1269655,1.1021601,1.0106072,0.94343317,1.3501034,0.75505304,1.1339998,1.0018008,0.78932106,0.73928887,0.0,1.0533382,1.0431719,0.6731968,0.8972571,1.032872,1.0283202,0.82453924,0.94838107,0.8763249,1.2247506,0.9089941,1.0111827,1.2136848,1.0163882,0.8769367,1.1920719,0.84430176,1.0493188,0.8287207,0.8816589,0.79187036,0.9733118,1.215918,1.0713799,1.0081483,0.8577148,0.935124,0.93058014,1.2596371,1.1082158,1.3587343,0.81434536,1.0261753,1.0848867,0.6107296,0.8914372,0.9033906,0.75581217,1.1768194,1.1431255,1.0041221,0.8209818,1.1758281,0.99130464,0.88199437,0.79473025,0.91544694,0.8683368,1.3625004,1.2985511,1.0288106,1.0880548,1.2185884,1.0173233,1.0487902,1.1230401,0.8863886,1.1356429,0.9863147,0.702084,1.2473981,1.0171432,0.9809115,1.2308153,0.9091203,0.8127918,1.0285819,1.0378667,0.87124234,1.018784,0.86541873,1.279686,0.93018585,1.2808319,1.0481381,1.189488,1.2637196,1.1379662,0.8234107,0.9407339,1.122275,1.0362195,1.223495,1.1564997,0.5791152,0.8684408,0.98593616,0.87182444,1.1907113,1.012434,1.0519958,1.0074444,1.0836718,0.74228054,0.99353194,1.1407907,0.81100893,1.0010568,1.1806765,1.2368815,1.0385102
door,0.96612644,1.0198305,1.1934404,0.8825998,0.92682827,1.1461967,1.2020743,1.0292577,0.8745518,0.7790799,0.72968197,1.1120303,0.67260456,1.0324643,1.105886,0.937588,0.98873186,1.1114786,1.0396752,1.1303549,0.82935774,1.2834505,0.6063687,0.9521525,1.0972016,0.8871675,1.1002936,1.2618532,0.9329547,0.7220529,1.0931064,1.0549173,0.40844798,0.81049925,0.9085272,1.2003634,0.990592,0.7351191,0.9856067,1.199609,0.67135084,1.0622768,1.1791275,1.0021092,0.9407919,1.0533382,0.0,0.87252444,0.9667127,1.1327789,1.2501338,1.0401447,0.93950576,1.1338209,1.0620569,1.1929557,0.9565408,1.0965981,1.1134088,1.2201917,0.9761017,1.169096,1.1462662,0.9496419,1.1196245,0.96726984,1.0666399,1.1906011,1.1324002,1.1913166,0.93886507,0.95476043,0.94269717,0.9425971,1.0966642,0.74129426,0.9636318,1.0172892,1.0866789,1.0576377,1.1270572,1.0050253,1.1647564,1.0707803,1.2156904,0.9855783,1.1059854,1.0508373,1.2113388,0.6284492,1.0969796,0.9189499,0.88991416,1.0721271,1.1327462,1.1902605,1.0995041,1.0644599,1.0625149,0.99524134,0.956897,1.1284282,0.96992344,1.1816213,1.1958863,0.9394252,1.0377865,1.1060141,0.43969083,0.93817824,1.0493464,1.1358099,1.0002948,1.0845973,0.89188683,1.1746218,0.82353425,1.0573643,0.8510057,0.96357447,0.9860087,1.2301373,0.94796723,1.200758,0.9569532,1.0667568,1.1414852,0.82849306,1.009925,1.1202066,0.7564332,0.9096502,0.9552931,1.0185889,1.180111,1.20668,1.2128488,0.9577501,0.9474698,1.2020016,1.033091,0.9615184,0.90547144,0.98068964,0.5763858,1.2016497,0.45795983
drawer,0.76766086,0.9164277,0.98482877,0.9475612,1.0749741,1.0346407,0.99741423,0.93400663,0.92130065,0.9424416,1.0917221,0.98421013,0.9151682,1.2820469,0.9160054,1.1451242,1.002156,0.8470698,1.0540091,0.855476,0.7973892,1.1047184,0.91409886,0.8851602,0.998632,0.9268269,0.8436695,1.0108864,1.2608017,1.0294162,0.9801124,0.9699162,0.87084323,0.8336271,0.86323357,1.0050651,0.8617748,0.96481144,1.0134922,0.8824803,0.9949275,0.9007989,0.9250402,0.92255336,1.1483514,1.0431719,0.87252444,0.0,1.181308,1.0832037,0.99862,1.2683179,1.1655226,0.9299399,1.0882866,0.65375924,1.0272884,1.0371126,0.7491504,0.7457969,1.1345264,1.0837383,1.0634023,1.1799803,0.7341061,1.1873901,0.98128575,1.1491903,1.0663671,0.9321829,0.9708973,1.2733763,0.99206984,1.1870373,0.58003795,1.0163364,0.8655354,1.0955385,1.0185525,1.0024781,1.129515,1.0980034,1.0411342,1.1662086,1.153679,0.7960342,0.9274181,1.102103,1.0371577,0.8766366,1.1448963,1.2824991,1.1880108,0.89006245,0.8169144,0.6996976,0.945648,0.89028054,0.996511,1.002257,1.0588266,0.79252476,1.1164032,1.0706829,1.0281374,0.77053,0.8867889,1.0433345,0.9952254,1.0946176,1.0016415,0.9379935,1.2629247,0.6645699,1.2765384,1.0136398,1.0748098,0.7398012,1.0705098,0.7718314,1.1219323,1.0213879,1.0666828,1.0187382,1.0119902,0.9801017,0.609594,0.94606835,1.0349467,1.0587449,0.98459,1.24097,1.1330501,1.061006,0.8023195,1.0198452,0.85485613,0.82998663,0.85265696,0.8634995,0.79024345,1.0867693,1.0511228,1.0344422,0.8323057,1.0116618,1.0049187
dress,0.9981326,1.1473799,1.2105806,1.1053891,0.87821317,1.0903071,1.2594949,1.0051492,1.050103,0.7824746,0.8012401,1.229882,0.99689114,0.6729299,1.0041171,0.70187044,0.851742,0.9733406,1.219446,1.1095929,0.87112546,1.0983541,1.126272,1.063689,0.8556036,1.2602692,1.1943793,1.1943153,0.74540925,1.0544707,1.0660436,1.2571194,0.9306196,1.0334271,1.1193995,1.1328996,1.0616956,1.0474681,0.94343317,1.3147101,0.8078057,1.2278721,1.1878266,0.78678226,0.86519957,0.6731968,0.9667127,1.181308,0.0,1.1036394,1.2021668,0.8513306,0.84759456,1.1861298,0.9505986,1.2204713,0.78843266,1.1015373,1.2321106,1.2043835,0.8750122,1.2220912,1.1544651,0.8070698,1.0723224,0.88793665,0.9918652,1.1273322,1.1581328,1.248218,0.8343251,0.7533921,0.96399933,0.80554515,1.2505054,1.0393573,1.2754152,0.7715813,1.0000528,0.8960818,0.80835,0.85066426,1.0896146,0.9200384,1.2482293,1.1290315,1.044287,1.0542624,1.2903388,0.90368456,0.94283766,0.68705845,0.83078635,0.84028006,1.2763722,1.3287785,1.1712849,1.0869334,1.214822,0.95546967,1.0266156,1.1257927,1.0507692,1.2315389,1.1667886,0.9032925,1.2827351,1.2811115,0.88290733,0.9262972,1.1392577,0.87411594,0.712035,1.0802988,0.75933635,1.0714494,0.8896269,1.2813587,0.8623132,1.1947087,0.867793,1.284945,0.9028678,1.1464138,0.9316309,1.0184155,1.1921508,1.0653467,1.2013202,1.3122528,0.8591121,0.72988915,0.8808534,0.7309487,1.2845318,1.22791,1.2158955,0.9567592,1.0450536,1.1496664,0.8908392,0.8664937,0.9132613,0.9505239,1.2264761,1.2422965,0.9124972
ear,1.2808145,0.9262608,0.7946821,1.1248955,1.0013064,0.9872875,0.7632419,1.0888342,1.1612685,1.3110137,1.2526131,1.0011803,1.283246,0.88050365,1.0675713,1.1828872,1.3120381,1.2354263,0.95198226,1.1778189,1.3194759,0.7400567,1.1415852,1.2208447,1.0657184,0.9694576,1.1231363,0.81046283,1.0761414,1.087338,1.1364694,0.99198246,1.1868054,1.2812805,1.0145385,0.882226,1.1760265,1.1494293,1.0115708,0.9190303,1.3099079,1.0528781,0.911517,1.1303856,1.1553771,0.8972571,1.1327789,1.0832037,1.1036394,0.0,0.69739896,1.0213727,0.93085015,0.3446821,1.2166584,1.083517,1.1213874,0.65978926,0.88270295,1.1018676,1.099406,0.6469752,0.6431466,1.2379165,0.92924416,0.68084896,0.5431238,0.5633181,1.0795022,0.9520365,1.2211777,1.1492604,1.140099,0.9765253,0.9696935,1.1648226,1.0302348,1.0839229,0.9494939,1.157142,0.8251087,1.2121203,0.4678381,0.7273748,0.6497421,1.0244483,0.369376,0.38030553,0.6942315,1.2343991,0.87446094,1.0167154,0.8934581,1.2170229,1.0472803,0.8374257,1.0344917,0.8371539,1.0816417,1.1832358,1.0358323,1.1249337,1.0498885,0.713873,0.77402455,1.1458157,1.0503807,0.7027143,1.247715,1.1463797,0.7045929,1.0376304,1.023779,1.1290321,0.997541,0.9473584,0.9004208,0.9256432,1.1575968,1.1628021,1.2170128,0.6296269,1.1608522,0.91258895,0.8724106,1.1571914,0.89790946,1.1684972,0.9173522,0.73238045,1.1587404,1.0053036,1.2417285,1.2840874,0.9244778,0.35592985,0.5624722,0.92491215,1.0077343,1.0667582,1.3004335,1.2099617,1.1257088,1.164027,1.0486883,0.6049689,1.1726837
egg,1.1798792,0.81679714,0.3950225,0.98921573,1.2979295,0.7029563,0.33027697,0.88530254,1.0378492,1.4296355,1.4022659,0.772902,1.3490311,1.229915,0.99183965,1.3830291,1.3793703,1.2675973,0.6679351,0.95116204,1.3869635,0.45205808,1.1569368,1.1031303,1.1250793,0.7391339,0.8838483,0.7070918,1.2617867,1.2680346,0.9509524,0.4970441,1.2974205,1.1974623,1.1477362,0.6403023,1.0542196,1.206682,1.0217208,0.6033107,1.5072522,0.7089187,0.85471606,1.288143,1.1524675,1.032872,1.2501338,0.99862,1.2021668,0.69739896,0.0,1.2672825,1.1674184,0.6610859,1.2785338,0.77547157,1.2475649,0.7295525,0.7435883,0.8509325,1.2104603,0.61968684,0.6972724,1.2520231,0.83351994,1.1191087,1.061019,0.5780878,0.8506092,0.813631,1.3083614,1.3807871,1.066719,1.33937,0.7948104,1.2253957,0.5690342,1.3365204,0.86822426,0.97856206,1.1939143,1.274564,0.79246485,0.8577837,0.4022218,0.908238,0.7623788,0.7492092,0.2824216,1.4011207,0.8542204,1.4113498,1.3074714,1.3639497,0.76563656,0.643466,0.76141435,0.7968742,0.65005505,1.1513371,1.0667864,0.8591471,0.9387091,0.35740435,0.45807862,1.2375482,0.7589277,0.43362844,1.4506875,1.1823373,0.77180535,1.0729477,1.327543,1.1676292,1.3661351,1.005936,1.2399571,0.7141878,1.2021276,0.99554,1.3142812,0.5584306,1.2432061,0.4020335,1.054946,1.0684332,0.7679659,1.2237296,0.71423924,0.41669273,1.393966,1.3628733,1.2745053,1.4409715,0.2995035,0.41821766,0.5438404,1.1694888,0.93233204,0.8065895,1.3120892,1.2333981,1.276773,1.2372208,0.9976701,0.5851036,1.2981375
elephant,1.0429533,1.0354594,1.3126721,1.0685766,0.6738555,1.011203,1.2380763,1.184319,1.1162943,0.7461686,0.7263229,1.197176,0.96838856,0.5714846,1.0857112,0.58503777,0.68243504,1.0748285,1.3173032,1.222409,1.0211829,1.1742121,1.1585667,1.1778586,0.9656764,1.2969211,1.2739842,1.2692428,0.66604024,0.9083315,1.1428192,1.2426842,0.90694976,1.0468475,1.0925035,1.1307166,1.0606717,0.93930435,1.054813,1.3018087,0.86078894,1.3046441,1.2017293,1.0309502,0.82634723,1.0283202,1.0401447,1.2683179,0.8513306,1.0213727,1.2672825,0.0,0.84797174,1.0246949,0.8707107,1.3441907,1.0291823,0.9286083,1.3571779,1.3551869,0.8957098,1.2120798,1.124468,0.64317644,1.2797028,0.8110584,0.9611174,1.1344913,1.0999095,1.2823427,0.9261232,0.501692,1.1022835,0.48231572,1.3863343,1.0767058,1.3080181,0.8618549,1.094199,1.0538617,0.73083884,0.79491377,0.93896884,0.9652175,1.1768239,1.1752379,0.9965071,1.0464655,1.3371458,0.8570404,0.9552998,0.43748468,0.51533794,0.9169721,1.2379949,1.3341483,1.2155104,1.1674801,1.253995,1.0525032,1.1985478,1.3209033,1.010693,1.1770467,1.2667601,1.0920236,1.3105178,1.2919233,0.8433943,0.7004052,1.2273136,0.9870251,0.64570826,1.1629077,0.54212916,0.91610223,0.7792373,1.3668826,0.8501582,1.1743933,0.6704689,1.1963679,0.64029706,1.2106977,0.78107405,0.9882475,1.350162,1.083608,1.2561157,1.2422044,0.961478,0.46272933,0.7819623,0.6885754,1.369262,1.1246171,1.2225343,1.0804254,1.0971785,1.3457854,0.9944416,0.7911589,0.98977107,1.0092005,1.2534431,1.1875386,0.90045685
face,1.040679,1.2138133,1.2222104,1.0683038,0.82803416,1.1348914,1.240706,1.0850927,1.2021352,0.91374135,0.86133593,1.2320642,1.122161,0.60015464,1.094451,0.8829975,0.964218,0.9633076,1.2446088,1.1664116,0.92998725,1.1411381,1.0802103,1.1801451,0.80760974,1.29592,1.0816617,1.1765568,0.8222804,1.1235007,1.0690233,1.1861715,0.9094465,1.0624123,0.93852943,1.0442582,1.0597482,1.0739734,0.973773,1.2659837,0.8914222,1.2580833,1.1509761,0.93101496,0.8415623,0.82453924,0.93950576,1.1655226,0.84759456,0.93085015,1.1674184,0.84797174,0.0,0.98529315,0.86986154,1.2595835,0.93868715,1.2132089,1.2525599,1.1077884,0.81065726,1.0721409,1.1733804,0.9018575,1.1035993,0.38431537,0.8422571,0.98917305,1.0751185,1.1744521,0.8974662,0.6042189,0.9923917,0.8686413,1.2923094,1.0928631,1.2314006,0.8598372,1.020684,1.1113054,0.83352125,0.93492717,0.8821858,0.9978324,1.1275625,1.3405833,1.0590134,0.8615691,1.1862923,1.0014282,0.9021513,0.6348007,0.8913034,0.87039757,1.2224305,1.2666664,1.1179432,1.1745603,1.2785196,1.0335974,1.1189113,1.26387,1.0204734,1.1199551,1.0926458,1.0700148,1.206266,1.0902553,0.8824905,0.9776098,1.1652441,0.90923035,0.901517,1.0770721,0.5859678,1.1210546,0.90567493,1.3319292,0.85860145,1.2199708,0.9251236,1.245427,0.93851453,1.1755322,1.0129684,0.9389424,1.2451543,0.98661596,1.2080917,1.1769985,0.9501926,0.61819875,0.92604125,0.83748424,1.2456234,1.0972147,1.1059197,1.0244609,1.3088794,1.0493712,1.0173718,0.8888176,0.9066458,0.9718847,1.2167681,1.1823578,0.88159144
finger,1.242502,0.72981757,0.81335115,1.0880181,0.82028866,1.0214453,0.7648036,1.1171312,1.1638422,1.2604103,1.2687771,0.9448944,1.2736316,0.8840145,1.1119612,1.2318177,1.2844375,1.1623455,0.9962636,1.1779525,1.2440847,0.62931514,1.1649151,1.2439371,1.1111326,0.939291,1.0895879,0.78476536,1.143758,1.1348405,1.0893359,0.9900408,1.1980548,1.2315624,0.99049073,0.85222876,1.0382807,1.1865577,0.93587136,0.8315243,1.3293688,1.040926,1.0018059,1.1894113,1.2266254,0.94838107,1.1338209,0.9299399,1.1861298,0.3446821,0.6610859,1.0246949,0.98529315,0.0,1.1645025,1.0421746,1.1826476,0.6152103,0.81388426,1.0963762,1.1881235,0.7114426,0.5477569,1.2516615,0.8935095,0.7751665,0.26243538,0.70716006,1.060472,1.0243908,1.190929,1.1469507,1.1480815,1.0450274,0.89106137,1.226891,0.9899738,1.1504661,0.95259804,1.1353842,0.76908505,1.2553246,0.41676855,0.78971136,0.65102077,0.96278864,0.45588386,0.46506065,0.75777805,1.2361598,1.0277112,1.0521934,0.95565206,1.1572807,0.93186045,0.647237,1.0280176,0.8039174,1.0473031,1.2425953,1.1400841,1.0924301,1.1419512,0.78277814,0.84349537,1.2502042,1.0446154,0.75984466,1.2640859,1.133516,0.89654404,1.0055926,1.1110965,1.0990638,1.021168,0.9993363,0.96599627,0.920218,1.0895991,1.0588202,1.2122874,0.62515885,1.1224608,0.79809296,0.70775336,1.1208441,0.8219955,1.1910003,0.93070793,0.77855766,1.2450985,1.06443,1.3101332,1.2750423,0.8666239,0.26109362,0.5044272,0.8141571,1.0143754,1.0823067,1.2430166,1.2135737,1.1866575,1.1665676,1.0491422,0.578263,1.1827981
firetruck,0.9685244,1.2245373,1.2380455,1.0926712,0.79679143,1.1479433,1.3545187,1.0207455,1.0759114,0.81628054,0.72808063,1.254504,1.072878,0.7612728,1.073063,0.79003036,0.81197184,0.5404268,1.3107518,1.0086796,0.66356635,1.1138595,1.0818262,1.0267355,0.8383183,1.3391483,0.8827841,1.1319311,0.8764834,1.0692748,1.0312569,1.2868639,0.8762586,1.1034278,1.0357106,1.1021916,0.93803054,1.0078243,0.85740346,1.2571113,0.7140666,1.1888769,1.1320837,0.7787794,0.9044651,0.8763249,1.0620569,1.0882866,0.9505986,1.2166584,1.2785338,0.8707107,0.86986154,1.1645025,0.0,1.2498391,0.8829495,1.1935261,1.2978971,0.9805029,0.7935958,1.3052962,1.2968458,0.81569993,1.00232,0.9371235,0.9634781,1.3190724,1.1314108,1.126324,0.8297051,0.64860696,0.90086573,0.83922535,1.2935662,1.1028862,1.3323131,0.76675045,0.9861849,0.9897577,0.8774493,0.8003209,1.0728483,1.04786,1.2375312,1.2578416,1.2476236,1.1464578,1.2678895,0.85873914,1.0306551,0.774612,0.9114304,0.6549277,1.241927,1.2847627,1.2803212,1.1338836,1.2251304,0.88919586,1.1248443,1.1536123,1.1235436,1.2401788,1.1729232,0.9742795,1.1890333,1.2805283,0.88319826,0.97953826,1.2573411,0.77735555,0.8198525,0.948985,0.7952173,1.1751852,0.98137933,1.3881781,0.85722166,1.1204952,0.7880301,1.3888662,0.9640195,1.2086556,1.0623484,0.82347894,1.2616515,1.072279,1.2243756,1.3118403,0.90042603,0.81646144,0.82713324,0.6335522,1.3078059,1.2824686,1.2247576,1.0609574,1.2347794,0.89572835,0.85748744,0.8692393,0.84827876,0.8460411,1.2588861,1.3067065,0.9386258
fish,0.8198197,0.8131585,0.7415129,0.8688258,1.3653668,0.8598337,0.5162973,0.951495,1.1142566,1.2400151,1.3961867,0.5447743,1.1464195,1.4267285,0.74786067,1.3422997,1.1745205,1.0321547,0.7854922,0.8720674,1.2411789,0.9044939,1.0534326,0.9341012,1.0094062,0.66552055,0.6717003,0.6332623,1.2911227,1.1364044,1.0181875,0.7199087,1.2645755,0.95470643,0.84736556,0.9782784,0.96763384,1.1072865,1.0835515,0.47017705,1.3951612,0.7741087,0.6026083,1.1514486,1.2057886,1.2247506,1.1929557,0.65375924,1.2204713,1.083517,0.77547157,1.3441907,1.2595835,1.0421746,1.2498391,0.0,1.1481442,0.81989694,0.7857799,0.4281565,1.1670504,0.7628231,0.85257334,1.217844,0.7953929,1.2921869,1.1951786,0.86067986,0.71125734,0.58766246,1.1531208,1.4130441,1.1742421,1.2864515,0.60514253,1.0699341,0.64126456,1.2460214,0.91719025,0.8846454,1.1814733,1.1888156,1.0308738,1.1790237,0.7593514,0.6525739,0.89677477,1.1352063,0.7331046,1.3223755,1.0951871,1.4660621,1.2753901,1.149658,0.49282897,0.62324667,0.6250638,0.81298864,0.71274024,1.0272022,1.0185251,0.7921128,1.0117667,0.8165388,0.7833307,1.0201267,0.6353024,0.6688697,1.3999276,1.0606381,0.7483079,1.1094285,1.205471,0.69385153,1.4110302,0.8099122,1.1811107,0.49831408,1.3099246,0.8421656,1.1561223,0.61856115,1.00579,0.7984935,1.1637834,1.1480199,0.63353634,1.065733,0.8373747,0.6761426,1.3161614,1.398906,1.1877961,1.3253981,0.66868514,0.8129015,0.73910975,0.92965466,0.7608323,0.7281623,1.1661501,1.0876424,1.1914222,1.1181902,0.958259,0.7726637,1.1855556
