,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
hair,1.2830484,0.92483014,1.2674576,0.79008746,1.1171707,1.122565,1.0571349,1.251411,1.035719,1.009125,0.8061909,1.1049585,0.8968304,0.8130493,0.7532017,0.8838451,1.0271628,1.0574512,1.2455521,1.3907461,1.026662,0.91453004,1.2061905,1.3654486,1.141222,1.2712713,1.1937114,0.7823001,0.8763411,1.031431,1.0077833,1.3148487,1.1225032,1.0378541,1.2756902,0.8755853,0.7732889,1.0226533,1.3151708,1.030611,1.3395224,0.90238225,0.9697831,0.9125564,1.224114,0.60858655,0.6084612,1.1134988,1.0408351,0.96537215,0.66022635,0.78069824,1.1182891,1.1503257,1.2729839,1.2824738,1.0096059,0.93630946,0.8591984,0.9159768,1.170142,0.0,0.60257626,0.7436251,1.0478129,1.2024575,0.8209065,1.0686405,0.7868051,1.0564266,1.0299345,1.2672975,0.80961585,1.2242198,0.8532203,1.2002668,0.5964048,0.9832631,1.0717918,1.1454594,0.77462506,1.2549646,0.9336295,0.9092255,1.0442249,0.8394544,0.73517257,0.99813336,1.2877923,1.2789929,1.1343225,1.304378,1.2415942,1.3136301,1.0821289,0.79649293,1.1341591,1.2297082,0.8932195,1.0782678,1.1949635,0.8775301,0.6775275,1.1238977,0.54947007,1.0295095,0.67654586,1.0165949,0.80576766,0.99389863,0.8922769,1.1543757,0.9730872,1.2306364,0.9689171,1.1814771,1.0562757,1.0121987,1.2126584,1.0839134,0.57643825,0.8592367,1.342293,0.7574334,0.8833609,0.93015605,1.0950946,1.2785144,1.1986456,1.245217,0.99927163,0.8559251
hand,1.3971632,0.91029143,1.3093383,0.36225045,0.96898353,0.9177664,0.9186138,1.1808016,0.91982836,0.98378897,0.75263375,1.3213278,0.80961895,0.5727509,1.1170611,0.7697318,0.8668109,0.89936906,1.4585648,1.4435934,0.7971984,0.7294424,1.1857046,1.3022418,1.0424448,1.4560215,1.3042701,0.5283971,1.0445789,0.99369884,0.85654926,1.4305528,1.2012687,0.9127981,1.2171373,1.1086571,0.81074435,0.92914784,1.415991,0.93166244,1.485296,0.93055385,0.6772484,0.9414098,1.1247904,0.8039122,0.7748297,1.276233,1.0792109,1.1844989,1.0174571,0.56000096,1.1573123,1.288807,1.2972548,1.2501438,0.7848071,1.2557349,0.4986483,1.15854,0.8875009,0.60257626,0.0,1.115665,1.0920807,1.3856335,0.7742466,0.989265,0.5386383,0.94182914,0.9153929,1.4974874,0.72675234,1.148088,0.42308795,1.3149097,0.7810851,1.079652,1.2297653,1.1254742,0.8320062,1.4413031,0.79055434,0.8707159,1.1818961,0.39497936,0.6988575,0.94901156,1.4431996,1.3815444,1.1308103,1.3331084,1.3849018,1.3774939,1.218136,0.6609547,1.0800227,1.3836944,0.9189816,1.0784484,1.3510637,0.8426093,0.86006445,0.8804601,0.62667924,0.91340065,0.7331254,1.0124596,0.79290617,0.7592343,0.8753848,1.3620682,0.84698665,1.2585632,0.8405391,1.0469501,1.270314,1.0486134,1.2503058,1.019555,0.65761936,0.67291534,1.3327549,0.7450136,1.0146704,0.5818925,1.0694817,1.0993164,0.9388449,1.2240673,1.0550759,0.96495986
hat,1.0628581,0.620556,0.77898335,1.2925508,0.85460246,0.9139689,0.8663244,1.1250896,1.4139521,1.233021,1.4129099,0.6059516,1.3195875,1.1890612,0.95714617,1.3155161,1.1137174,1.2430848,0.75281155,0.67958987,1.3817575,0.87566686,0.8513081,0.7276618,0.8521794,0.6882075,1.0128884,1.0772607,1.254133,1.1235107,1.2658191,1.0239986,0.6335995,1.1199418,0.8788898,0.6654745,1.28286,0.9976138,0.67409956,1.3737355,0.72952586,1.2955604,1.0326322,1.2930987,1.062962,1.0205666,0.5593923,0.73137784,1.1654148,0.6220374,0.9097836,0.61318755,0.9259329,0.9056407,0.9159287,1.0015267,1.2793368,0.5422552,0.72259665,1.0906963,0.8270228,0.7436251,1.115665,0.0,1.0264367,0.9105056,1.1562135,1.1232986,1.0685718,1.0334575,1.3318862,0.8889129,1.3002064,1.0396025,0.9442832,0.9327988,0.6890207,0.8450769,0.5660638,0.9593833,0.7701068,0.83872944,0.98752713,1.3158058,1.0596018,1.2201352,1.0304058,1.2818518,0.7759612,0.77834594,1.1656013,0.99520296,0.943271,0.76803577,0.99763995,0.9773608,1.0369425,0.86896014,1.3519001,1.2084224,0.9414278,1.2781298,0.60124433,1.1621034,1.0918401,0.81965506,0.8695124,0.9941443,1.2763433,1.2534932,1.331063,0.38668907,1.4335427,0.9036621,0.64972985,1.0877161,0.5104002,0.90933955,0.70440245,1.2718613,1.027433,1.4373131,0.60857546,0.51636946,0.6667539,1.222389,1.0042385,1.010457,1.1493464,1.1121846,0.5626387,1.2905104
horse,0.82671654,0.9788735,1.0039866,1.1436341,0.9880097,1.0088913,1.0484738,1.0272219,1.1396787,1.0514566,1.1503509,0.97430736,1.1440016,1.0212265,0.96973866,1.1407266,1.1022928,0.9285498,1.0916913,1.1221768,0.9844787,1.056447,1.0070907,0.9818873,0.8535447,1.0778909,0.7768659,1.1204283,1.0753174,1.1003131,1.1235764,0.8981018,1.0644972,1.0437689,0.9402295,0.93806016,1.1364968,1.0569639,1.0431916,1.088248,1.1203022,0.886485,0.9284885,1.1187143,0.9618048,1.1276684,0.9824582,0.98171496,1.0495448,0.9485019,0.91459525,1.0084485,0.852065,0.87728834,0.9593211,0.6781238,1.0775205,1.0224022,1.108843,1.1266458,0.97311693,1.0478129,1.0920807,1.0264367,0.0,0.95726573,1.2168324,1.0106804,1.1269071,1.0783876,0.9775532,1.0367649,1.0503582,1.0582368,1.1410816,0.95973295,1.014689,0.9369522,1.0404643,1.0004593,0.92391026,1.0336736,0.9705389,1.1270299,0.88758296,1.1059723,1.0748489,0.8442563,1.0780022,1.0778924,0.32484162,0.9788652,0.87489384,1.1317918,0.38512737,1.0229434,0.9146725,0.96839154,1.1135911,1.0207865,0.7709078,1.0670899,1.0040199,0.9634198,1.1374432,0.94788253,1.0595273,1.1603069,1.1230494,1.1108973,1.1130416,0.9922359,1.0270503,1.0200925,1.047799,1.0386465,1.0845239,0.9308821,0.9527469,0.926124,1.09961,1.1036862,0.9883638,1.0054964,1.0215107,1.0854425,0.9975976,0.85129786,1.0270219,1.0527757,0.988221,1.1321574
hose,0.5561471,1.0507114,0.72559786,1.3394421,1.0586001,0.99010533,1.1050925,1.0214043,1.1441458,1.077642,1.4007968,0.5350884,1.3028038,1.4808269,0.880206,1.3952775,1.1375247,1.0912381,0.59842896,0.6539352,1.2462101,1.1473676,0.9153875,0.76566386,0.9479122,0.3606773,0.90555304,1.3175008,1.0285997,1.093168,1.2817274,0.5283598,0.6684435,0.9925383,0.95291245,0.8221333,1.3372728,1.2513936,0.5797973,1.279754,0.52811205,1.2859535,1.3208919,1.0005991,0.9859723,1.2702551,1.0782527,0.73990923,0.9710736,0.81478643,0.8057171,1.0749336,0.895528,0.7925795,0.642419,1.0121918,1.2526128,0.62961155,1.3872827,0.9649347,1.1279234,1.2024575,1.3856335,0.9105056,0.95726573,0.0,1.2696097,1.0494256,1.3250879,0.81994253,1.0627624,0.33715785,1.1835392,0.8902747,1.3803437,0.82551956,1.1773368,0.92410433,0.80054796,0.7674981,1.0321051,0.4596572,1.1809024,1.161613,1.055228,1.3542874,1.1892245,1.0616374,0.57830167,0.62272763,0.89817786,0.8034094,0.7078465,0.58551455,0.97483647,1.2577664,1.039961,0.61569434,1.1396914,1.026413,0.75210506,1.2323394,1.1333356,1.1617265,1.3092242,1.1475456,1.2079271,1.0879525,1.2588573,1.1917442,1.3117136,0.5742827,1.2114666,0.7748213,1.1011778,1.0224401,0.62709516,0.9616143,0.7263719,1.1475687,1.2951257,1.3365114,0.7842232,1.0122237,0.98097837,1.220943,0.83693206,1.1198765,1.0640258,0.8092065,0.8333803,0.9796022
jacket,1.2426966,1.0325725,1.3472732,0.48526943,1.1975462,1.1644726,1.082721,1.1112906,0.6261178,0.7285011,0.4247607,1.1882253,0.67061454,0.51854897,0.95236576,0.560666,0.8088674,0.9423381,1.3253831,1.4101931,0.7072737,1.2722045,1.193291,1.3733892,1.1371303,1.3066162,1.0634103,0.8742044,0.6595566,0.70378715,0.96547997,1.3377209,1.4028757,0.8694648,1.2362736,1.2570648,0.5871315,1.0844297,1.3698323,0.5641081,1.3850017,0.90994877,0.9629292,0.8731603,1.2214875,0.64704114,1.0884706,1.4168248,0.6667931,1.3129069,1.1383576,1.2269552,1.2287598,1.2084421,1.288999,1.14547,0.88131106,1.2565233,0.82292986,0.95372057,1.2578311,0.8209065,0.7742466,1.1562135,1.2168324,1.2696097,0.0,1.0569177,0.4470548,0.89507836,0.88778806,1.3047147,0.7605601,1.280674,0.84216833,1.1090074,1.0041715,1.3448381,1.3351717,1.0865389,1.185866,1.4248188,1.0394171,0.7752392,1.0629895,0.5092127,0.62505627,0.9019409,1.2917216,1.306001,1.21785,1.1908753,1.2265742,1.2919886,1.2857907,1.0152735,0.8937803,1.1737391,0.7992935,0.6020894,1.2865127,0.7642815,0.9496002,0.8879695,0.30584723,1.0048676,0.6311821,1.1357253,0.7756581,0.74245846,0.47431552,1.4169714,0.59746385,1.3636341,1.1543124,1.3582038,1.396105,1.2108649,1.3048499,0.90713865,0.41906428,0.49137962,1.3770518,1.2968659,1.2098327,0.84442955,1.0200763,1.1052312,0.9587966,1.1359024,1.168445,0.8193002
jar,1.0527899,1.1234403,1.1146628,1.0384328,0.9187423,0.8835001,0.8528595,0.9078965,0.87484497,1.0753285,1.1091942,1.1736684,1.0513269,0.8899553,1.1573143,1.0671325,1.0307853,1.0115033,0.98780227,0.8912228,0.80138695,0.95708513,0.90631944,0.6009293,0.9664966,0.9732194,0.97554994,0.99113,1.0780265,1.0447745,0.9257952,1.0409281,0.93171203,0.88219506,1.1071852,1.0044065,1.1122447,0.8731942,1.0786469,0.8672917,0.9399402,1.0725814,0.9452929,1.0593891,0.932175,1.0895152,1.096355,1.096342,1.1046662,1.1457356,1.0137701,1.1145993,1.0436009,0.9852537,0.93811375,0.9687476,0.5732335,1.1612675,1.0303252,1.0309938,0.8691601,1.0686405,0.989265,1.1232986,1.0106804,1.0494256,1.0569177,0.0,1.0666262,0.85730934,0.94145584,1.0666999,1.0481921,0.94026595,0.88358164,0.9168831,1.1409836,0.97389174,1.1831169,1.0403762,1.0420132,1.0991375,0.906865,0.91236615,1.0041134,0.98191404,1.0438099,0.9264106,1.1068363,1.134313,1.016623,1.0844249,0.94767094,0.886622,1.06432,1.0871385,0.9437936,0.9945934,0.83526576,1.1033242,0.9893441,1.1039404,1.0164582,0.8576088,1.0899464,0.9875635,1.0704613,0.8939259,0.9226362,0.7964787,1.0482275,1.1592367,1.007633,1.1108356,1.0438588,0.79986954,1.1074208,1.1333352,1.1543918,0.9290594,1.1074712,0.9996387,0.9493255,1.1346369,1.0908839,0.91421086,1.0785258,0.8254144,0.8364383,0.9214319,1.1482227,1.043401
jeans,1.3455079,0.7002497,1.441809,0.31654578,1.177329,1.0940377,1.0398422,1.124583,0.8697544,0.8761385,0.6345329,1.2840254,0.57834816,0.53428805,1.0705509,0.49873078,0.70940506,0.9747624,1.468756,1.3725885,0.85202414,1.0158194,1.0934501,1.2361978,1.1857653,1.3363237,1.3290426,0.64418286,0.81462675,0.6132031,0.9004965,1.4231339,1.1844294,1.0089765,1.2074219,1.0591681,0.62088233,0.99293417,1.4649067,0.8339524,1.5126833,0.85815233,0.82988983,0.91899323,1.183674,0.67851114,0.8798584,1.4267296,0.8947654,1.2377359,1.1786894,0.9799111,1.0377738,1.3854401,1.3452783,1.2813672,0.9663625,1.396858,0.41581595,1.0662456,1.2054899,0.7868051,0.5386383,1.0685718,1.1269071,1.3250879,0.4470548,1.0666262,0.0,0.73772985,0.86513746,1.4752111,0.8071818,1.2147341,0.5462085,1.2811377,0.8804857,1.300308,1.4172603,0.8988875,1.0820663,1.4035892,0.9625566,0.7481416,1.1677661,0.27102995,0.31466383,1.0295994,1.4413462,1.429806,1.2077185,1.1441187,1.3877292,1.3188572,1.1861011,0.83380556,0.8483872,1.3509996,0.8828975,0.80863047,1.4121599,0.91157115,0.9044715,1.0354638,0.3989607,0.83661926,0.43102533,1.0260165,0.77276415,0.77629364,0.75372,1.406904,0.8494001,1.3416028,0.77843136,1.1748724,1.1760545,1.122543,1.3125412,0.9806968,0.3914889,0.70712745,1.3405423,1.0211474,1.176763,0.87803775,0.8453057,1.2700034,0.9384812,1.1992354,1.200896,0.9338182
knife,0.8570793,0.97406083,1.2267979,0.8395682,1.0656658,0.9463189,0.84923524,1.08733,0.8943342,0.977697,1.0804353,0.88283956,0.8403312,0.90013105,0.85053825,1.0498673,0.8120878,0.93039197,1.0979118,1.004822,0.93716323,1.0507386,0.8711206,0.90894467,0.92282134,0.87212,1.0269016,0.878128,0.77272415,0.8709045,1.2001833,1.1822026,0.94679195,0.73975,1.1080451,0.92773944,1.0593508,0.8349265,0.8693757,0.96213377,1.0842767,1.1826966,1.2323642,1.0403482,0.98863167,1.0609803,0.96623343,1.2856753,0.82484406,1.0998127,1.0887821,1.0312148,0.65365744,1.2371223,0.7031218,1.0506148,0.97011113,0.956462,0.85218275,0.97943133,0.993995,1.0564266,0.94182914,1.0334575,1.0783876,0.81994253,0.89507836,0.85730934,0.73772985,0.0,0.92727005,0.98435014,1.159164,1.1266811,0.9049837,1.1586238,0.98287284,1.1937556,1.2026429,0.8628552,1.132381,0.9235196,1.0855207,0.95777065,1.1941702,0.80326456,0.8836191,0.9860334,0.9133577,0.91998327,1.0824178,1.2142286,1.1650231,0.7055973,1.250725,1.1929547,1.0127691,1.0304484,0.9844489,0.8704475,1.2262274,1.182028,1.0029746,0.720248,0.9505094,0.9098293,0.89274275,0.9098702,1.0542206,0.8072852,1.0425721,1.0168104,0.9424481,1.1752766,1.0486463,1.1679608,0.7612582,1.1163901,1.1254077,1.1734872,1.012918,0.91724,0.93522304,1.1598921,1.0204482,0.91337985,0.93327564,1.2087055,0.8295245,0.9049085,1.0992535,0.9871778
ladder,1.0620507,1.1371399,1.3084486,0.88587326,1.1774442,0.99495643,1.238612,0.71483636,0.6199322,1.0575203,0.6631304,1.2311447,0.56925833,0.86802906,1.1992682,0.73138416,0.95166534,0.86050487,1.2437401,1.2273762,0.6715338,1.2781873,0.9570497,1.0557672,1.107467,1.0930419,1.0979797,0.9542125,1.0132849,0.46281314,0.81844544,1.1178566,1.1538923,0.8830826,1.0716549,1.1500344,0.75873345,0.9843622,1.2503936,0.54163355,1.2569554,0.8884942,0.8246299,0.5481803,1.010058,0.9989839,1.2153295,1.3702466,1.1028996,1.3028476,1.2175624,1.2730011,1.2541293,1.061462,1.1251421,1.1008466,0.9104889,1.280211,1.1017742,0.93934757,1.16484,1.0299345,0.9153929,1.3318862,0.9775532,1.0627624,0.88778806,0.94145584,0.86513746,0.92727005,0.0,1.0405641,0.92441726,1.1649379,1.0548662,1.0355687,1.2516046,1.2073461,1.3956051,0.86451775,1.137089,1.2490487,1.1198131,0.60271406,1.1104131,0.77887154,0.82229817,0.98368573,1.2346619,1.2174964,0.92831296,0.9564861,1.0393034,1.2582443,0.9813272,1.0148637,0.67577404,1.0348768,0.5947573,1.0940294,1.0455426,0.97080034,1.0889683,0.88323087,0.9781997,1.1422962,0.929764,0.9235156,0.7100587,0.792336,0.70332146,1.3613882,0.82928,1.2616601,1.2162148,1.0460356,1.2357348,1.1548405,1.3403271,0.4776681,0.9534092,0.6920238,1.2736543,1.3235579,1.3476431,0.9236949,0.8170344,0.9668904,0.86253047,0.67107,1.2630001,0.59772253
lamp,0.44620836,1.033624,0.7155833,1.4412762,1.1586437,1.1232114,1.1563859,1.0203404,1.1630902,1.1509743,1.4403858,0.454341,1.3352244,1.61918,0.9153767,1.4580768,1.2311412,1.1446941,0.37110043,0.5904218,1.3517628,1.1369168,0.7742882,0.7993108,0.96752065,0.3101554,0.8491552,1.3994675,1.1119257,1.1321065,1.2653751,0.4134931,0.6463859,1.0823295,0.9080982,0.7647079,1.3710514,1.2288758,0.36856592,1.3267536,0.35091388,1.3632584,1.4117379,0.89368767,0.8842599,1.3079894,1.125417,0.6208212,1.0062051,0.76527214,0.8726099,1.0172889,0.94861364,0.72786885,0.53804916,0.98466504,1.3607595,0.46304643,1.491468,0.8715663,1.1177584,1.2672975,1.4974874,0.8889129,1.0367649,0.33715785,1.3047147,1.0666999,1.4752111,0.98435014,1.0405641,0.0,1.2932897,0.9092695,1.5307055,0.793,1.1744971,0.972627,0.616232,0.7051473,0.9356153,0.34228003,1.2727045,1.1678467,1.0030274,1.4955823,1.261987,1.1259063,0.380347,0.39875078,1.0188394,0.762705,0.6092497,0.5983938,0.92486924,1.2782307,1.1076688,0.61717606,1.0929532,1.1302857,0.63950765,1.286189,1.2317389,1.1461153,1.3990026,1.1867504,1.278994,0.9186338,1.231216,1.281915,1.3546786,0.45497203,1.313401,0.6722865,1.036696,1.029663,0.55673784,0.8193627,0.73986083,1.1536424,1.362736,1.4549004,0.73988885,0.90116364,0.7588223,1.2507285,0.8156494,1.15323,1.1859307,0.6636727,0.73809195,0.908871
meat,1.1714247,1.2407056,1.2274128,0.6650412,1.1634539,1.1645488,1.1790339,0.9425152,0.903776,0.8950821,0.62499297,1.2375143,0.84651756,0.76746666,0.8750641,0.57908195,0.9987541,0.9261112,1.2668633,1.4038165,0.8835913,1.0141463,1.2481819,1.4224131,1.164968,1.3206775,1.2039769,0.9630037,0.6863024,0.9932056,0.7837621,1.1377176,1.3362852,0.99947083,1.1319437,1.1348953,0.68366635,1.1660885,1.3520834,0.8345177,1.3282752,0.4469087,0.8143905,0.94297737,1.2333976,0.8640803,1.1647348,1.208817,0.9857264,1.2642114,0.9913761,1.1343205,1.1907201,1.0548769,1.238687,1.1593105,0.9243195,1.2599282,1.0075957,0.84139776,1.2394686,0.80961585,0.72675234,1.3002064,1.0503582,1.1835392,0.7605601,1.0481921,0.8071818,1.159164,0.92441726,1.2932897,0.0,1.1172475,0.9168705,1.0656052,1.0821874,1.0693774,1.2477927,1.1079124,1.1192174,1.2016455,1.0838312,0.909613,0.91237235,0.6688992,0.92619324,0.92409766,1.2563252,1.2454803,1.0193257,0.98825103,1.0913216,1.3353299,0.94437814,0.97398466,1.0588412,1.1700969,0.8960785,0.8512518,0.99456036,0.27475148,0.92914635,1.0274034,0.75968635,0.9730268,0.97900796,1.1723883,0.8498271,0.9832139,0.7703997,1.3518156,0.7956188,1.1387734,1.16668,1.1708598,1.3563955,1.1153604,1.2676945,0.8815131,0.8308685,0.70929956,1.4218711,1.1723479,1.220148,0.8871093,1.0317614,1.1307026,1.1101669,1.1420491,1.2066897,0.8594465
melon,0.9046,0.9763031,0.5892199,1.2614158,0.65745544,0.6798731,0.70468426,0.8970073,1.0521786,1.1076708,1.2258959,1.045364,1.142505,1.2200236,1.1254765,1.1149012,1.0716368,1.0473323,0.9186102,0.6256372,1.0995147,0.8428092,1.0725003,0.7404907,0.9294905,0.95762026,0.93556464,1.0548465,1.1987774,1.1804644,0.88191766,0.8605008,0.8173904,1.0662534,0.6837653,1.0426474,1.2237437,1.0781367,0.97545326,1.1516352,0.7780187,1.0842457,0.9987262,1.0499731,0.849543,1.2036204,1.221966,0.63299966,1.132872,0.9735352,1.0290518,1.1142354,0.8767744,0.9757791,0.94550747,0.86311775,0.8499723,1.144211,1.0243677,1.0891616,0.88230515,1.2242198,1.148088,1.0396025,1.0582368,0.8902747,1.280674,0.94026595,1.2147341,1.1266811,1.1649379,0.9092695,1.1172475,0.0,0.92016613,0.9734939,1.2416313,0.6721278,0.97014713,1.0216033,1.1131141,0.8638561,0.5882211,1.1317327,1.0223665,1.2310072,1.2169362,1.1012776,0.9306084,0.9877977,1.0033761,0.89483607,0.95897084,0.68890804,1.063318,0.7742615,1.0873276,0.9299379,1.0986257,1.1926244,0.9493843,1.1135159,1.1373928,0.987139,1.3467584,1.1631904,1.2128613,1.0324893,1.0860155,0.90314573,1.1735938,0.9883463,1.171779,0.5818943,0.86319906,0.5870776,0.9279553,1.0624217,0.8521883,1.1078966,1.2227961,1.2015047,0.7309798,0.99805886,1.1269627,1.0794294,1.026814,0.8385161,0.87781,1.0506369,1.0968462,1.091149
mitten,1.3836836,0.6931787,1.1835557,0.5690273,0.68434995,0.65127975,0.7248249,1.161664,1.0399469,0.9099703,0.9478516,1.3460515,0.89225113,0.5499926,1.1395905,0.77590567,0.80507296,1.0945815,1.4187348,1.2028849,0.9732833,0.74185735,1.1693444,1.0449148,1.0140716,1.4343657,1.329379,0.50279236,1.0191562,0.9931524,0.7861241,1.4353307,1.1621299,0.9054783,1.1355885,1.049768,0.96317655,0.79162467,1.345477,1.0188313,1.391202,0.95772034,0.60214764,1.0896306,1.1610506,0.8677547,0.86764616,1.1768334,1.0527874,1.1264428,1.1900108,0.7872006,0.93184793,1.2197176,1.2408803,1.17396,0.63460827,1.4084032,0.20465744,1.1853203,0.6999879,0.8532203,0.42308795,0.9442832,1.1410816,1.3803437,0.84216833,0.88358164,0.5462085,0.9049837,1.0548662,1.5307055,0.9168705,0.92016613,0.0,1.3076357,0.8903255,0.9177477,1.2102134,0.9626647,1.0445827,1.3705451,0.66967905,0.9938004,1.1512166,0.4478836,0.6687302,1.0448709,1.4377948,1.4353474,1.1229582,1.2752205,1.4182267,1.2240939,1.2090936,0.6566794,1.0514077,1.4186739,1.0409713,1.0546621,1.3691449,0.9364313,0.80336154,0.8751435,0.7527143,0.75826573,0.7001311,0.95834863,0.93812805,0.77096754,0.9428768,1.262033,0.9105012,1.0494913,0.5487537,0.93501616,1.1943848,1.1271073,1.1321685,1.0314146,0.80064666,0.90097123,1.143704,0.78666854,1.0542953,0.6684672,0.9100937,0.9271639,0.9676886,1.2175626,1.1802583,1.1381634
motorcycle,0.85841393,1.176066,0.7735213,1.333106,1.0652249,1.1411206,1.1423763,0.7767521,1.2104194,1.2049122,1.2279754,0.7629843,1.2229153,1.3060153,1.0027431,1.2219698,1.2349904,1.011008,0.5929345,0.8251843,1.1315378,1.1140976,0.9387372,0.8793769,0.9544612,0.70317876,0.74569213,1.4400535,1.0323344,0.98213094,1.0733902,0.65161747,1.0321027,1.0495161,0.8998535,0.860083,1.2076834,1.0989915,0.8005115,1.0421749,0.648458,0.96258444,1.0095489,1.0510103,1.0477484,1.146452,1.0785682,0.88071465,1.1217327,1.0510262,1.0137773,1.1388278,1.2036285,0.42178446,0.89889604,0.8841532,1.0750943,0.7634885,1.2724903,1.0016421,1.0363957,1.2002668,1.3149097,0.9327988,0.95973295,0.82551956,1.1090074,0.9168831,1.2811377,1.1586238,1.0355687,0.793,1.0656052,0.9734939,1.3076357,0.0,1.2380596,0.9666387,0.7802468,1.0527604,1.1164495,0.82641333,1.1614769,1.0896627,0.99102026,1.304691,1.1709633,1.1357733,0.64498,0.6554533,0.9525244,0.6339942,0.46845734,0.9720141,0.6230017,1.2043391,0.8854475,0.5992666,1.0053041,1.0830123,0.3436764,1.0307375,1.0831745,1.116885,1.1764946,1.0247018,1.1120424,1.1693835,1.1248808,1.2786064,1.1490016,0.7758691,1.2060223,0.9942998,1.1480992,1.0498874,1.0126015,0.82440245,0.8698832,0.91951865,1.1609576,1.2638826,0.90644634,1.0816675,1.0406066,1.191388,1.0772673,0.8832788,1.111114,0.75877887,0.87974614,1.0075071
mouth,1.2305884,0.8422446,1.0969571,0.900268,1.0307488,1.1200753,0.819915,1.3590087,1.2005768,1.0116017,1.0509897,0.9086571,1.0981643,0.9547357,0.94673157,1.1002917,0.9510625,1.1707958,1.0546023,1.0920962,1.1944001,0.69131655,1.0108314,1.1138542,1.0953585,1.0898322,1.1537161,0.72776383,1.0619239,1.1940641,1.1522499,1.2687945,0.8332144,1.1078403,1.1377714,0.7978854,1.0152786,0.8270844,0.94717413,1.2355688,1.1096679,1.1508461,1.0499829,1.172698,1.1440635,0.9021096,0.49723196,0.9147903,0.9952143,0.5036264,0.7945492,0.44075596,0.9567832,1.2030151,1.089385,1.1827295,1.1283065,0.68400705,0.782927,1.0988407,0.8688065,0.5964048,0.7810851,0.6890207,1.014689,1.1773368,1.0041715,1.1409836,0.8804857,0.98287284,1.2516046,1.1744971,1.0821874,1.2416313,0.8903255,1.2380596,0.0,1.092843,0.6801079,1.1091555,0.6867373,1.0743521,0.9987372,1.1213157,1.0966125,0.95265764,0.91479045,1.1217108,1.0873852,1.0322388,1.1720558,1.3120656,1.3237562,1.0364722,1.0951598,0.9749241,1.2361634,1.10908,1.2171493,1.0026047,1.2379649,1.1079828,0.8442815,1.1412513,0.8527964,0.82322973,0.8058326,0.950591,1.0477986,1.0955926,1.0164001,0.7235561,1.0811774,1.0787282,0.8265809,1.0773269,0.7459153,0.8939583,0.91540366,1.1743747,0.88158274,1.0526599,0.88533163,0.55083776,0.55562896,1.0503278,1.1025527,1.1891245,1.1908985,1.2696148,0.6687744,1.2171541
muffin,0.9879234,0.96766394,0.5910146,1.3365195,0.6064559,0.82405937,0.89154965,0.88547945,1.2691573,1.0716697,1.2895292,1.004453,1.3022232,1.2273053,0.91468894,1.1936504,1.1650965,1.1438954,0.97186184,0.8948277,1.2221421,0.6214424,1.1303225,0.9189298,0.8933357,1.0445802,0.98238605,1.0785625,1.0393932,1.3320405,1.0137445,0.8475404,0.86307484,1.1340427,0.87132,0.78866935,1.2684681,0.977201,1.0067264,1.2851603,0.93741506,0.9816925,0.89522284,1.1019938,0.91621995,1.209142,0.8975283,0.5400897,1.0935267,0.8361943,0.86062807,0.9413253,0.87185764,0.8806622,0.9307376,0.955557,0.8964723,0.96919185,1.0660188,1.0499841,0.87909794,0.9832631,1.079652,0.8450769,0.9369522,0.92410433,1.3448381,0.97389174,1.300308,1.1937556,1.2073461,0.972627,1.0693774,0.6721278,0.9177477,0.9666387,1.092843,0.0,0.8498037,1.0399294,0.9217798,0.8417307,0.6510709,1.2419856,0.77047604,1.2728515,1.2347709,1.0411901,1.0453998,1.0396812,0.887914,0.90377367,0.8495921,0.98935413,0.9198043,0.77643543,1.011201,0.97513485,1.1980882,1.1730018,0.82340384,1.0778245,0.88423425,1.1175241,1.3101823,1.0609218,1.2361307,1.0496345,1.2245713,1.22897,1.2765753,0.89019364,1.16266,0.73435616,0.95658064,0.71280587,0.9512566,0.84545445,0.7304629,1.1057047,1.2596781,1.3144588,0.8916787,0.83145463,1.0041833,1.1525431,1.0487487,0.8962693,1.0807803,1.1060922,1.0371385,1.1512531
