,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,1.1145431,1.2264652,1.1848902,1.0279123,0.7267447,1.051641,1.2384077,1.2651231,1.2190428,0.88084763,0.0,0.5362291,1.2548776,0.9482812,0.60260993,1.0414402,0.5007244,0.8447835,0.95978075,1.3043709,1.1944304,0.92900884,1.1091366,1.2120181,1.3215187,1.2699771,1.4430658,1.0857155,1.2107874,0.40710294,0.94848543,1.288199,1.0753266,0.9684111,1.0743082,1.0180854,1.0522581,0.59226245,0.98309815,1.3678875,0.8060278,1.3333607,1.1569105,1.0658457,0.5821488,0.8629813,0.9864676,1.1346816,1.059141,1.211409,1.1884863,0.75538486,1.0980476,0.7936214,1.1544645,0.7469558,1.2529778,1.2311472,1.2059627,1.4106658,0.96405214,0.85302293,1.2180481,1.1663982,1.0089519,1.199014,0.8472315,0.85283273,0.9709969,1.2294416,0.9097115,0.9333959,1.1548715,0.7362956,1.1842959,1.0676095,1.2916615,0.76281077,1.0051805,0.97758436,0.93551403,0.8390798,0.7689465,0.9503609,1.2327516,1.4036386,1.253467,1.0024997,1.2588832,0.96578395,0.5315157,0.6773661,0.8757964,1.0049005,1.3515952,1.3172284,1.0625938,1.1132689,0.9273304,0.9711074,1.1552368,1.0353981,0.79087067,1.0671282,1.1604702,0.8258448,1.2577279,1.1912707,0.8830088,0.6294024,1.1214594,1.0390522,1.1296427,0.9971803,1.0056392,0.7225687,0.89609057,1.00661,1.3918947,0.8615371,1.3351722,0.625413,1.317692,0.8251257,1.346708,1.3541297,1.0989515,1.3221068,1.1698248,1.1684033,1.1292028,0.87825006,0.7261213,0.697798,1.2386551,1.2148198,1.2797949,1.0379244,1.3591728,1.0095432,0.8821885,0.85868657,1.1154373,1.222115,1.2955027,0.9908574
bed,1.2457194,1.3043203,1.4873381,1.174487,0.46246195,1.2720245,1.4169488,1.4983675,1.261718,0.47111416,0.5362291,0.0,1.307732,0.7265001,0.30743343,1.160164,0.13171494,0.5448867,0.8507212,1.4700344,1.2559316,0.6788792,1.3312107,1.1533408,1.3407013,1.3551431,1.4103664,0.90114707,1.3779149,0.5354599,0.6158381,1.5786868,0.86398023,0.80412984,0.90069383,0.9120345,1.3012426,0.076061964,1.0705309,1.5475179,0.43014777,1.4804503,1.2757638,1.0953888,0.6838629,0.8411977,0.7959228,1.034269,1.1261872,1.3812995,1.4917966,0.67377234,1.3149463,0.6761147,1.270896,0.6784001,1.3404083,1.354465,1.308617,1.5874132,1.2156795,0.67396927,1.4378619,1.0763388,1.0004182,1.3384022,0.7822142,0.72942287,0.8971375,1.3843853,1.2028921,0.5410758,1.2556386,0.35981905,1.0564617,1.0252951,1.426445,0.6953901,1.1651572,1.0660412,0.8186563,0.62081844,0.51284105,1.1500199,1.4526364,1.2906336,1.4843137,1.2526996,1.5114081,0.6525461,0.59738696,0.34216094,0.5432828,0.7711928,1.4819759,1.3595829,1.1891652,1.3783798,0.573799,1.0402476,1.2124357,1.0457574,1.0403457,1.3794508,1.2088181,0.49822855,1.3248647,1.2989304,0.6072417,0.49135435,1.2172819,0.8252352,1.236346,1.1955714,1.1089808,0.37023914,0.777762,0.81916773,1.6004196,0.5374672,1.2470793,0.3679595,1.4777403,0.5386238,1.5304385,1.4794832,1.3794329,1.5669353,1.3350873,1.25996,1.3996686,0.5603186,0.3583994,0.4054976,1.3938662,1.3852589,1.4480228,0.949437,1.1928676,1.1307458,0.7285042,1.0303768,1.0696867,1.2237543,1.4765283,0.7703624
belt,0.6606705,0.40295565,0.755738,1.0214505,1.0964983,0.96803975,0.8705186,0.867918,0.97250086,1.2935997,1.2548776,1.307732,0.0,1.0003703,1.3511603,1.1614375,1.312316,1.177572,1.1610615,0.7579826,1.0992788,1.3108935,0.9829371,0.9987725,1.0093925,0.84438646,0.4839518,0.9225141,0.8031583,1.2341728,1.1898475,0.68648404,1.0907724,1.0929098,1.1507145,0.9031871,0.9012087,1.2908831,1.139792,0.4646473,1.4521506,0.72270566,1.0108843,1.1982598,1.3359135,1.3040023,1.0935856,0.8864796,1.0775722,0.69754696,0.82572573,1.125267,0.6734022,1.2153573,0.5888657,1.1433947,0.54712224,1.0661027,0.49617505,0.47658128,1.1523287,1.3731999,0.48173714,0.84816986,0.9619015,1.0247198,1.0804278,1.18712,1.0603346,0.67453617,1.0896195,1.1129541,1.152491,1.0590467,0.6298248,1.0642385,0.6182716,1.0638752,1.0985948,1.2585554,1.2120395,1.2794175,1.2699851,1.1724523,0.5949954,0.5998443,0.6674154,0.7820927,0.6757124,1.0987921,1.3581696,1.1600666,0.98593676,1.1074108,0.5162326,0.55855966,1.0071542,0.99523306,0.96183234,1.2307802,1.0604149,1.1905848,1.1324478,0.83860433,1.1249421,1.2004585,0.7522139,0.49264848,1.2811693,1.1570653,1.2145165,1.164149,1.0948782,1.1577612,1.0149279,1.1198757,1.0809605,0.76318336,0.6316393,1.31467,0.59224975,1.282362,0.3728007,1.166031,0.49493718,0.66439754,0.81848323,0.7518361,0.72281563,0.76372856,0.9681666,1.1268327,1.1944839,1.4556516,0.9795306,0.5670547,0.45481217,1.0536655,0.63523436,1.2913582,1.3629825,1.0634544,1.1655064,0.9326857,0.32523644,1.0529894
bench,0.8821593,1.0516906,1.3602257,1.1953444,0.7538105,1.343262,1.2593157,1.2403582,0.9450316,0.7628561,0.9482812,0.7265001,1.0003703,0.0,0.9540446,1.187515,0.79458153,0.84324986,1.0858339,1.225487,1.3195988,0.8416914,1.1412652,0.8974504,1.1563419,1.0223396,0.9594401,0.989139,1.1289829,0.8800236,0.34027088,1.2437179,0.56181574,0.74545926,0.7921941,0.80367446,1.2297128,0.6750599,1.0143561,1.2519091,0.66793394,1.281102,1.1114603,1.1875827,0.8305007,1.0012214,0.66782385,0.71075165,1.0390581,1.1779838,1.3550578,1.01904,1.1323863,1.1322744,1.1157453,1.0216076,1.2731769,1.2550663,1.0456369,1.0829089,1.1831214,0.9975876,1.2594789,0.9326653,1.0172017,1.3238015,0.97380036,0.9415004,0.97521245,1.2797906,1.1020199,0.68026304,1.1063077,0.6451597,0.7590855,0.7003639,1.1251646,0.8332107,1.045675,1.1456268,1.03104,0.9004759,0.7760965,1.0593626,1.3628516,0.855077,0.9856408,1.1048477,1.3535515,0.5916587,0.9757047,0.8235394,0.59625316,0.96670514,1.0757675,0.9860604,1.0754901,1.2689338,0.80543375,1.1818275,1.0646464,1.2827262,1.0208129,1.0670913,1.1047691,0.75870055,1.0863197,1.1819677,0.683267,0.9625013,1.0246103,0.8835649,1.1432999,1.004172,0.92843205,0.8107915,0.7863641,0.6774879,1.0606309,0.8922758,0.9187212,0.74975204,1.1583304,1.0293047,1.2804126,1.1658933,1.089949,1.1326712,1.0575383,1.0340487,1.337498,0.76251763,0.7617922,0.8502226,1.3104043,1.172184,1.0875028,0.9619601,0.8058692,1.1738954,0.98965263,1.0092572,1.0682092,0.7984184,1.1473078,0.7875078
bib,1.3786741,1.1966155,1.4318967,1.0854417,0.44866496,1.1114235,1.1893986,1.3609903,1.3174095,0.61652446,0.60260993,0.30743343,1.3511603,0.9540446,0.0,1.2158799,0.16848159,0.69062334,0.8228492,1.5452924,1.1750219,0.66230905,1.2727476,1.2349449,1.2330841,1.3164737,1.5048885,1.1641101,1.246165,0.668312,0.82510316,1.5653335,1.0259807,0.82025445,0.95759887,0.9289479,1.2089707,0.41698188,0.92668146,1.5931089,0.4820602,1.5269806,1.1989824,1.0637031,0.781299,0.6791394,0.99174213,1.2436866,1.0967474,1.208159,1.3993653,0.7107426,1.315876,0.75282264,1.1457636,0.74892473,1.4596261,1.3189962,1.1571679,1.5965381,1.100848,0.5812091,1.4519167,0.84872425,1.0838673,1.0450375,0.81900537,0.5887948,0.6709273,1.3291782,1.1192924,0.6574349,1.2296649,0.49909317,1.0768961,1.163554,1.5492963,0.78911614,1.0321492,0.94057226,0.8356841,0.3258357,0.71085036,0.9457224,1.4167523,1.2861803,1.3483281,1.1456523,1.5054835,0.86520135,0.6276546,0.226053,0.64102554,0.7801574,1.5363587,1.3424951,1.2376326,1.2830464,0.6669369,0.8139448,1.2740133,0.883324,0.9355399,1.3392098,0.959483,0.48677427,1.4232229,1.285438,0.8221658,0.5945779,1.1660682,0.8134544,1.0581506,0.9176532,0.9592325,0.4916293,0.7221011,0.8558522,1.57862,0.72101223,1.4373993,0.42563808,1.4950995,0.66228473,1.5993394,1.4002421,1.3372455,1.4340736,1.394963,1.3017305,1.2349188,0.73606306,0.49933356,0.4204989,1.290079,1.2862897,1.4029934,0.7961035,1.1830813,0.96538347,0.6345328,0.98568964,1.0601579,1.3576758,1.4561539,0.93110853
bird,0.89095867,1.1471285,0.9501075,1.0017236,1.2827348,1.0096797,1.0557657,0.91530037,0.8621594,1.2127233,1.0414402,1.160164,1.1614375,1.187515,1.2158799,0.0,1.1711453,1.1018945,0.9460968,0.79602087,0.95370305,1.0801413,0.9978444,0.92709243,0.9387262,0.99789894,1.026502,0.9468088,1.0673541,0.93374074,1.1179974,0.8553145,1.0108881,0.9192828,1.1565931,1.1954536,0.9276789,1.1731781,1.0223745,0.90401727,1.0467774,0.82602775,0.76346385,0.96755075,0.821661,0.8450913,1.1577346,1.0015846,0.88446313,1.144886,0.9479299,0.9906478,0.9409473,1.000544,1.2379196,1.0455933,0.6799816,0.78489566,1.1942928,0.93176687,0.6201937,1.1550684,0.9831567,1.0150211,0.93607616,1.0963273,1.1346893,1.0259078,1.257656,0.8463598,0.71760964,1.1561295,0.8508048,1.2502313,1.1980745,0.9494305,0.8361544,1.1582859,0.94766957,1.006246,0.97315645,1.2394323,1.0760245,1.0629525,1.0068507,1.084425,0.97865814,1.0094306,0.81511724,1.1740956,0.9227594,1.2104012,1.3013358,1.1094859,0.94522214,1.075648,0.7646594,0.95448357,1.0900773,1.0375679,0.73592925,1.0706854,0.7820561,0.84345245,1.0992119,1.1413994,0.888284,1.1245137,1.166026,1.1253002,0.65282834,1.214782,1.106983,0.8630128,0.9899598,1.1821517,1.0575637,1.2928475,0.9054872,1.1240726,1.046828,1.124628,1.0463144,0.9822035,0.93529344,0.8478997,1.0710313,0.91632,0.84986234,1.0052474,1.000285,1.1412146,1.1633987,1.1409508,0.81843174,1.1364352,1.1207407,1.0732787,1.1003263,0.7725118,1.1321503,0.9835929,0.8616994,0.89328086,1.0127774,1.0273154
blanket,1.251704,1.195353,1.483064,1.144336,0.45336807,1.2370384,1.3377104,1.4619765,1.250529,0.58219486,0.5007244,0.13171494,1.312316,0.79458153,0.16848159,1.1711453,0.0,0.64520425,0.9378343,1.5129077,1.2616093,0.7882448,1.2995956,1.2517371,1.3113146,1.3055117,1.4477696,1.006965,1.3274729,0.45532846,0.7159669,1.610647,0.9426883,0.7280265,0.9819014,0.92881095,1.313168,0.23190308,1.0344073,1.5802827,0.5105814,1.5276215,1.2595788,1.0872033,0.66833085,0.8290296,0.88387346,1.1355888,1.0947596,1.2723174,1.4723129,0.5898813,1.3032651,0.7942002,1.244319,0.705955,1.3434688,1.3630893,1.241403,1.5718594,1.1718605,0.70410013,1.442969,0.9019867,0.9577584,1.2978863,0.8350144,0.6303232,0.851048,1.3777454,1.162369,0.5374274,1.2962437,0.35113382,1.1035914,1.1296511,1.4680748,0.71963435,0.97212976,0.9925753,0.8792093,0.47263378,0.65411794,1.0516963,1.466114,1.1442087,1.365006,1.2461371,1.5446852,0.73544455,0.57816696,0.21652728,0.52665377,0.83257025,1.4912486,1.3632785,1.1819886,1.3717165,0.42158198,0.979202,1.2280217,1.0145476,0.98697674,1.2923911,1.1027288,0.5089268,1.4013525,1.3152676,0.74305075,0.49406195,1.2293015,0.8499829,1.2004646,1.0018617,1.1376414,0.44393277,0.69778585,0.7742493,1.5806664,0.66764385,1.3307767,0.42018676,1.4835467,0.52425075,1.5663284,1.4027826,1.3317869,1.546384,1.3280425,1.2742206,1.3630537,0.6853828,0.43337983,0.54822415,1.3964338,1.368728,1.4511265,0.9570576,1.0284264,1.206295,0.79421574,0.8970586,1.1273593,1.3259528,1.489583,0.8250613
boat,1.0614758,1.1974291,1.369902,1.0286499,0.63944554,1.2033451,1.1928151,1.296723,1.1553317,0.6328475,0.8447835,0.5448867,1.177572,0.84324986,0.69062334,1.1018945,0.64520425,0.0,0.6953313,1.3320352,1.1637688,0.7029166,1.161618,1.0198473,1.1216385,1.2302719,1.3286114,0.80089295,1.0982275,0.8288307,0.78431183,1.3213857,0.86416245,0.9598619,0.8697201,0.7400492,1.2480862,0.54253966,1.0659972,1.3069425,0.6925712,1.3374567,1.1627313,1.0693965,0.8858008,1.0834069,0.85744405,0.8273779,1.1386229,1.2053928,1.3227493,0.8561903,1.2114099,0.818726,1.141086,0.88253915,1.1824756,1.2737771,1.2178147,1.3138759,1.2494155,0.6774221,1.2526809,1.1121228,0.99200577,1.203587,0.8597725,0.9546795,0.85848916,1.2964711,1.1715834,0.8180247,1.0938139,0.67781377,0.82152677,0.96532536,1.2059504,0.8862246,1.0848639,1.003837,0.8504772,0.81624264,0.84044635,1.0694925,1.3420595,1.1871573,1.2673115,1.2453995,1.3577397,0.77437305,0.87995887,0.6487545,0.7397125,0.6289349,1.1264886,0.9860119,1.2270731,1.1737555,0.88882834,1.0582696,1.1169509,0.9441774,1.042414,1.198863,1.1806738,0.7118899,1.2603495,1.180654,0.67981374,0.78715336,1.0980307,0.71540296,1.1006184,1.0989491,1.039235,0.66663015,0.92361593,0.91980416,1.3817067,0.655177,0.91389346,0.627758,1.3550234,0.9187809,1.2755758,1.3635074,1.1895047,1.3059275,1.066169,1.0711142,1.2886007,0.87273747,0.6911725,0.66209257,1.3059224,1.2581381,1.127656,0.82479036,1.1595447,1.1595049,0.7661853,1.0382797,1.0818969,1.0990653,1.332106,0.7296686
book,1.0309873,1.2357318,1.2287245,1.1119317,0.98211896,1.1160634,1.108681,1.1031086,0.83556056,0.89355993,0.95978075,0.8507212,1.1610615,1.0858339,0.8228492,0.9460968,0.9378343,0.6953313,0.0,1.0259237,0.8743503,0.4148624,1.0570185,0.8130681,0.9028794,1.0451142,1.1187876,0.93414956,1.1504554,1.143649,0.8874809,1.08344,1.0629185,1.127013,0.9253806,0.83972794,1.156774,0.88922274,0.7281264,1.0657713,0.7011806,1.0579468,0.859763,0.92506284,1.0010575,0.8130056,1.1293398,0.82325387,1.0658158,1.2552971,1.1527176,1.0265989,1.2212375,0.9267219,1.2439442,0.929432,1.0929319,0.982389,1.2406974,1.1137862,0.8746553,0.951971,1.2093195,1.0706908,1.138208,0.83454406,1.122673,1.1002605,0.9406955,1.0417026,0.82135504,1.0602851,0.8651682,1.0995337,0.9395457,0.7800544,1.0436251,1.0812215,1.0988488,0.9050795,0.91372865,0.9687185,0.8916635,1.1368107,1.2194993,1.1130103,1.2117581,1.2918547,1.1357422,0.96941745,1.122994,0.9420502,1.1525786,0.3540367,0.96057826,0.92140174,1.1269491,1.1250906,1.0386572,0.855261,0.9861831,0.8237496,0.83051395,1.2049779,0.99266106,0.72963035,1.0056409,1.2252995,0.9251705,0.9986874,1.098311,0.8009115,0.9462443,1.0664802,0.82355464,1.0299375,1.0681312,1.1981512,1.0891746,0.96863997,0.9578753,0.9475687,1.2678852,0.9869965,1.1960671,1.123565,1.1312475,1.0258281,1.0794647,1.1322494,1.1034504,0.97324276,1.0521231,0.6149374,1.0236464,1.2833264,1.0795041,0.8133398,1.1584479,0.64152807,0.49520898,1.172194,0.9168713,1.0730456,1.1705376,1.026599
bottle,0.7532015,0.8161359,0.4690566,1.1012973,1.5158006,0.87044525,0.778063,0.68056554,0.58674085,1.4291947,1.3043709,1.4700344,0.7579826,1.225487,1.5452924,0.79602087,1.5129077,1.3320352,1.0259237,0.0,0.6952531,1.2541264,0.9168194,0.7496617,0.64922285,0.90318835,0.38762188,0.89096516,1.0375874,1.3064203,1.1598513,0.3432033,1.1205952,1.1115581,1.1804224,1.3096461,0.88459665,1.4257457,1.1730905,0.3093089,1.3338742,0.09496963,0.8329067,0.9904101,1.199965,1.1204834,1.1175953,0.9519499,0.8391896,0.99170333,0.6673487,1.1990763,0.77235514,1.2290876,1.0712013,1.241987,0.676049,0.44110703,0.9712993,0.35685807,0.91017973,1.3038816,0.543355,1.1553974,1.0325385,0.936605,1.2406448,1.3014207,1.4132822,0.44668937,0.8857512,1.2696097,0.53223217,1.529335,1.0687145,0.86244506,0.3432263,1.3315493,1.019919,1.0252763,1.174537,1.5605748,1.2512336,1.1310086,0.44896102,0.71783924,0.59663093,0.9823357,0.38779593,1.1449665,1.3467054,1.5413995,1.459778,1.2386405,0.44708765,0.7690116,0.95714945,0.86330223,1.0524576,1.088983,0.5913701,1.0135922,1.0925567,0.77166957,0.94769305,1.3423715,0.48468208,0.81870186,1.1779646,1.31697,0.9956798,1.3171546,1.0195131,1.1210393,1.128633,1.4396397,1.2899524,1.3085529,0.4193802,1.3144974,0.6852145,1.4611738,0.5059281,1.228486,0.37517595,0.37084103,0.8411587,0.7094053,0.8654484,0.93264925,0.79063255,1.2049117,1.4152755,1.3747948,0.6661395,0.87224925,0.8505917,1.1627892,0.7767017,0.87221736,1.2588106,1.0480185,0.89208376,0.6363636,0.4717052,1.092104
bowl,1.0305892,1.1826801,0.7344798,0.8081597,1.3267547,0.6900344,0.7655642,0.8569665,0.78407234,1.0432119,1.1944304,1.2559316,1.0992788,1.3195988,1.1750219,0.95370305,1.2616093,1.1637688,0.8743503,0.6952531,0.0,0.8450638,0.8289368,0.98542374,0.32627618,0.9905215,0.89693296,1.1162798,1.0031979,1.32026,1.148457,0.8486681,1.2749046,1.2579348,0.7363961,1.1199328,0.9171273,1.2532349,0.8859908,0.8429997,1.08653,0.48362422,0.9220144,0.39371145,1.1649561,1.1511874,1.2738378,0.99395484,1.0364608,1.1593107,0.6955426,1.1286008,0.9795474,1.1445239,1.2271421,1.0525696,0.980332,0.75221443,1.2205591,0.94874334,0.7916863,0.8699933,1.060953,1.1967809,1.1898098,0.6052363,1.3166772,1.0775703,1.202219,0.98057973,0.97595054,1.3358436,0.556518,1.4132531,1.1255136,0.9789259,0.8067883,1.2319567,0.9515879,0.70739126,0.8976746,1.1556538,1.1642679,0.9958946,0.895132,1.0318923,0.98789644,1.1098778,0.7957808,1.1141675,1.2772677,1.3467574,1.4183513,1.0250267,0.9237181,1.077262,1.0544367,0.7270985,1.1657519,0.72205037,0.86453533,0.27435148,1.1083632,1.0704752,0.9130533,1.0439893,0.85622704,0.9877466,1.1367782,1.1755989,1.1416746,1.1164788,0.60662097,0.99761623,0.880044,1.3328934,1.138569,1.4006195,0.77053845,1.1226437,0.74039257,1.0631483,1.0244663,1.1955763,0.9439431,0.84270406,0.62305105,0.7591586,1.0214628,1.1548463,0.62837225,1.1812906,1.3048323,0.80577147,0.37631816,1.1884483,1.0401967,1.0209521,1.1153988,0.6462158,0.49267757,1.052679,1.0080434,1.0727252,1.0267493,1.2182174
box,1.1206403,1.3201072,1.4532547,1.1363595,0.9149938,1.256106,1.2248981,1.30303,0.8627323,0.5537408,0.92900884,0.6788792,1.3108935,0.8416914,0.66230905,1.0801413,0.7882448,0.7029166,0.4148624,1.2541264,0.8450638,0.0,1.1890914,0.8623858,0.74691737,1.117098,1.0792216,1.0148015,1.2210124,1.0852122,0.5584328,1.2740861,0.8247731,1.0163292,0.6183705,0.8226301,1.1546314,0.7271802,0.7440052,1.3593712,0.29423726,1.2236881,1.0346861,0.8722838,0.911332,0.82620704,0.86467355,0.6283225,1.1203597,1.3845048,1.4118063,1.0618883,1.3490505,0.9531996,1.3923948,0.8052169,1.3700432,1.1111171,1.3537359,1.3707677,0.91903126,0.8206426,1.4403949,1.0931729,1.1488487,0.9148315,1.086361,0.91438866,0.98976576,1.3084053,0.946288,0.8733766,0.8169328,0.98174155,1.0111728,0.6032572,1.2149984,1.0549872,1.1878595,0.87550724,0.7386164,0.74540365,0.67700255,1.1555208,1.4590434,1.1724675,1.3251026,1.3540255,1.3810598,0.68384266,1.051629,0.86393094,1.0014387,0.5009419,1.2584229,1.1883644,1.1746186,1.2814686,1.0340538,0.8470217,1.071133,0.7738991,0.8828311,1.437417,1.0062354,0.44579816,1.067559,1.310946,0.64977056,0.9284799,1.1169072,0.75825214,0.9540363,1.0483006,0.7627103,0.9640386,0.9367224,1.1352644,1.2709401,0.7426503,1.0241376,0.68827236,1.472164,0.97445565,1.4848778,1.2728177,1.1574693,1.2175387,1.243983,1.2514161,1.1668679,0.75406694,0.9129238,0.3467468,1.0655838,1.4588633,1.28181,0.79436266,1.1468267,0.5322777,0.33906585,1.1148208,0.8700483,1.0340228,1.3878435,0.9610913
bread,1.028497,0.9876277,0.74690473,0.7105608,1.1384588,0.9509731,1.0233556,0.5350385,0.7006217,1.2929856,1.1091366,1.3312107,0.9829371,1.1412652,1.2727476,0.9978444,1.2995956,1.161618,1.0570185,0.9168194,0.8289368,1.1890914,0.0,1.110137,0.9964211,0.73087466,1.0546527,1.1113827,0.766757,1.1258875,1.2050576,0.7252821,1.1350114,1.2460258,1.0614771,1.1433966,0.8650873,1.2949326,0.44251925,0.86934745,1.2928674,0.89909804,1.0618904,0.97268647,1.0636474,1.1051879,1.1846505,1.0382819,1.0177163,0.92705417,0.78816545,1.2768154,0.9470748,1.1050762,0.8717166,1.2037506,0.8631164,0.908172,0.8873432,0.9363342,0.9644307,1.1577786,0.89417934,1.0907921,1.1995025,0.8396539,1.0770086,0.7806754,1.0190394,0.944391,1.0927035,1.2866514,0.94166785,1.2601075,1.0577424,1.0722365,0.98834735,1.087349,0.56031746,0.83965504,1.1391722,1.169487,1.2970419,0.45470196,0.87947154,0.94322073,1.0010839,0.89458126,0.7286115,1.172468,1.0195012,1.3197005,1.1783799,1.0487672,0.9467518,0.9260242,1.0033267,0.61261576,1.1499697,0.51037353,1.0179579,0.7863761,1.1151818,0.7286129,0.58097285,1.2449408,0.94690406,1.0207418,1.1541272,1.2050791,0.9396226,0.7895268,0.65972453,0.82152134,1.1198742,1.2324264,1.1606895,1.0921404,0.8877347,1.2075927,0.9332841,1.3244209,0.8343488,1.2305735,0.7607647,0.9783382,0.62127614,0.8636658,0.96743286,0.82173795,0.79869103,1.2887486,1.2449468,1.2203588,0.92651886,0.8475286,0.8043246,1.1771585,1.0838556,1.0155847,0.9566943,1.0485494,1.049761,1.0916994,0.9174226,1.197563
broom,0.80965066,0.95959157,1.0775963,1.2388304,1.2260369,1.1549801,0.94783795,0.83494633,0.82046217,1.0110148,1.2120181,1.1533408,0.9987725,0.8974504,1.2349449,0.92709243,1.2517371,1.0198473,0.8130681,0.7496617,0.98542374,0.8623858,1.110137,0.0,0.7774699,1.0068021,0.74281585,0.87473506,0.9493885,1.2691956,0.85152614,0.91002333,0.78077817,1.0025643,1.0731864,0.93683845,1.074689,1.1548896,0.98639995,0.64035237,0.86437196,0.8075316,0.8809486,1.035568,1.1944485,1.0204064,0.8878741,0.8006916,1.0583096,1.1511575,1.0978725,1.0964029,1.0112801,1.2111984,1.1479023,1.1417131,0.9030173,0.7826649,1.1146162,0.69314617,0.9522664,1.1473024,0.9578654,0.98742706,0.93383336,1.0033193,1.2171625,1.1508428,1.1816878,0.89263153,0.9310367,1.0507677,0.9224454,1.2176292,0.8147583,0.7872675,0.7660183,1.1978204,1.2294133,1.0541282,1.042568,1.2061687,0.9856881,1.1727571,0.9904755,0.82480615,0.9125446,1.1796446,0.87713194,0.9537163,1.1895554,1.2148451,1.1649354,0.98032737,0.5483374,0.6264434,0.9749176,1.1226121,1.1168997,1.0483199,0.79394233,1.1169257,1.0008264,1.0581527,1.0927482,1.0349188,0.8234777,1.0209054,0.89297473,1.2097046,0.96913546,0.9773611,1.1609241,1.1027291,0.7980601,1.2347203,1.2153252,1.1078812,0.6829016,1.0315812,0.81021786,1.0825572,1.0034181,1.0460743,0.87364477,0.79886883,1.1093165,0.78704524,0.8225546,0.94066435,1.1445981,1.0228609,1.2138654,0.9923399,0.96123356,1.1573396,0.8797829,0.7231245,0.8052824,0.76768875,0.99614465,0.8924469,0.7303276,0.59905016,0.93310153,0.88292766
bucket,0.98573935,1.0117773,0.9672944,0.9480386,1.3386431,0.910054,0.7821953,0.9075572,0.74676704,0.96426225,1.3215187,1.3407013,1.0093925,1.1563419,1.2330841,0.9387262,1.3113146,1.1216385,0.9028794,0.64922285,0.32627618,0.74691737,0.9964211,0.7774699,0.0,0.93145025,0.5709371,1.0086427,0.9635132,1.3695648,0.8922943,0.8756695,0.9989938,1.1200516,0.74027765,0.97957754,1.0430837,1.3112721,0.96034116,0.82344013,0.9235259,0.53753823,0.9481436,0.72465444,1.1826481,1.113467,1.0703189,0.8482454,0.9497214,1.1034827,0.9036908,1.2118652,1.1628288,1.2970811,1.2094141,1.1286625,0.92605513,0.7476983,1.1326859,0.84114933,0.8580881,0.9272469,1.1562268,0.89417404,1.149227,0.6826321,1.317319,1.135593,1.2206315,1.008794,0.9634264,1.1664249,0.4041773,1.3850719,0.9933974,0.7722056,0.72359896,1.3019174,0.9809939,0.79759955,0.7231463,1.0585907,1.1686308,1.0839157,1.0274912,0.6667191,0.9167843,1.2402608,0.92397845,0.9367282,1.3584924,1.3401144,1.312677,0.9322926,0.828213,0.9805232,1.0933218,0.9599072,0.9846341,0.9592704,0.8073191,0.55998576,1.0661695,1.0250444,0.94338655,0.93605506,0.8617748,1.0431707,0.9807508,1.3023095,1.0471961,1.0539166,0.79856396,0.89829016,0.9306885,1.3710065,1.1277845,1.184299,0.6852827,1.0724196,0.6517252,1.1239376,1.03188,1.2403054,0.90039706,0.6715588,0.75667703,0.8110708,0.9511641,1.0538455,0.8460283,1.1367587,1.3440212,0.98406833,0.5590479,1.1844623,0.91421425,0.934053,0.7154333,0.6841637,0.74205256,1.0820562,0.8922968,0.83826023,1.0377966,1.053096
