,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
hand,0.7742392,0.7406729,0.9631099,0.5600949,1.2071028,1.1976979,1.0144899,1.3321365,1.118144,1.1593635,0.7989054,1.0805509,0.926994,1.2215191,1.0354327,1.1478052,1.1008698,1.2736294,1.3207363,1.1487304,0.79927045,1.2358109,1.207371,1.1833843,1.386395,0.6405868,1.0328815,1.1376212,1.2747381,1.1114731,0.97732824,0.7169292,1.0819076,0.9030911,1.1622658,1.1813531,1.2429333,1.0153364,1.2243472,1.0194944,1.1149516,1.1069313,0.9438879,0.5720946,1.093146,1.0254579,0.68717974,0.83565253,0.30022192,0.9705389,0.8669198,1.2013354,0.76178086,0.9385425,1.2150784,1.0427693,0.88615924,0.7846321,1.0977473,0.82357603,1.0804231,0.0,1.2380855,1.2610643,1.0496473,1.219684,1.1064976,0.7506125,0.9257245,1.1676669,1.2643394,1.0266621,1.1140528,1.1232197,0.6616369,0.6242359,0.97978806,1.068483,0.79884195,1.070625,0.8483724,1.0419614,0.89464915,0.9254128,0.98257965,0.96454775,0.8974796,0.84172183,1.0163842,1.305444,1.0091875,1.0881507,1.2262433,1.0450557,1.2283652,1.145559,1.1566089,1.0455257,0.8926362,0.92689013,1.1126131,0.79520553,1.0066628,0.7047323,0.9215909,1.0300384,1.0976291,1.0959898,0.97768897,1.2137161,1.1127248,0.88099945,1.1054835,1.1568513,1.1292858,0.91259146,0.85296607,1.0235411,1.2323259,0.50529814,0.7547544,0.71577024,1.0893233,1.2756746,1.1289716,1.3184342,0.8670172,1.1164261
hat,1.4398782,0.69986606,0.45276594,1.5274982,0.8080208,0.66464305,1.1510862,0.7879234,1.5395384,1.3901032,0.6022284,1.4923382,1.4608372,0.7025231,1.3030963,1.3200312,1.0334401,0.27479994,0.773077,1.4833962,0.6113211,0.96024203,0.69341314,0.47186542,0.4098122,0.8912486,0.99536794,0.98778117,0.28963763,1.2606788,1.2558544,1.0617437,1.3975649,1.3975914,0.38003886,1.2124454,0.42672884,1.0085454,0.8026886,0.77842075,1.1239804,1.3127784,1.206547,1.0100888,0.4401518,1.2275175,1.0620706,1.1787469,0.8183379,1.2372869,1.1273202,0.44933367,0.9676388,0.7518542,0.6731591,1.3019894,0.44080853,0.8001774,0.81360304,1.1916673,0.8764779,1.2380855,0.0,0.5217725,1.3333143,0.73359525,0.88666844,1.3214673,1.0413693,1.1243914,0.40388584,0.67630047,1.0659108,1.1470084,1.390856,1.2311295,0.41769826,0.80418766,0.7419045,0.6003318,1.315994,1.2357246,1.4141324,1.4427481,0.71338755,0.6750971,1.2471862,1.0891479,1.1550628,0.31437576,1.2705219,0.6658782,1.170295,1.1975397,0.85478985,0.7773997,1.3198082,1.2832321,0.8582002,1.2003243,0.9990933,1.3766668,1.0378785,1.0888654,1.2481225,1.2060289,1.4942802,1.4489961,0.3228382,1.080183,0.7885199,0.965298,0.6908171,0.905954,0.5675368,1.2468786,1.4139395,1.5713121,0.55239713,0.6669195,0.9615557,1.2540789,0.94832236,0.64499605,1.4195945,0.6764384,0.3742938,1.1143503
helicopter,1.3859057,0.80398047,0.7087446,1.4181387,0.9924461,0.8424269,1.155048,0.80491,1.3258334,1.2306811,0.6915805,1.3538151,1.4005824,0.75288224,1.2628552,1.1842688,0.87441885,0.39522934,0.6540431,1.2447627,0.7492624,0.89406693,0.71126294,0.48501956,0.36281425,0.94945097,0.9520789,0.9387246,0.48283684,1.1290963,1.2070247,1.1818465,1.2169178,1.2353987,0.4266007,1.0877682,0.58758324,1.0757585,1.0317373,0.9927712,0.9113273,1.0582323,1.1564832,1.0885528,0.81258804,1.1654286,1.0493609,1.1347251,0.9837967,1.07118,1.0943627,0.50250185,1.1313888,0.71994114,0.7442088,1.2185037,0.6456466,1.0402327,0.8452663,1.1777997,0.9288892,1.2610643,0.5217725,0.0,1.1704874,0.7618878,1.0332472,1.3373519,1.0126549,0.9970313,0.4249158,0.76139605,1.2441045,1.2295003,1.4584436,1.22151,0.6785016,0.88286424,0.8160924,0.78924805,1.0756632,1.1327311,1.318257,1.1451833,0.6069423,0.66683465,1.1906198,1.0290155,1.195341,0.52675855,1.1594876,0.7413409,1.110171,1.2591997,1.0112954,0.88646597,1.0988894,1.1897656,0.9470866,1.1644801,0.87209564,1.291146,1.1099131,1.0836753,1.2155253,1.0889457,1.2188396,1.3107232,0.5970413,1.00185,0.7172326,1.0512718,0.76371706,1.0149641,0.909698,1.2067434,1.2986531,1.3944002,0.78687763,0.8809437,0.88886863,1.1071117,1.0207229,0.8145393,1.2634538,0.7215518,0.7376277,0.77265906
hose,0.75416017,1.2363867,1.1663451,0.7166939,1.0318748,0.8315544,0.50370425,1.1613244,0.77001244,0.8517287,1.2668426,0.72384393,0.90062,1.1489354,0.85823065,0.77294695,1.1334059,1.2919736,1.1614805,0.8527484,1.2787426,1.1084285,1.174339,1.3379867,1.2486476,1.1127201,1.043307,0.9967457,1.2634165,0.97791016,0.9025949,1.0724412,0.77889955,0.96192664,1.2174345,0.97405434,1.2838405,1.0957632,1.0860782,1.1191328,0.8846165,0.9001299,1.017317,1.0554867,1.2749175,0.945326,1.0801226,0.96380484,1.2286614,0.8868369,0.9127798,1.2521776,1.1308372,1.1142381,0.84208477,0.95044523,1.2121805,1.2040424,1.1649382,0.9277151,1.1407942,1.0496473,1.3333143,1.1704874,0.0,1.173515,1.1360161,0.89550424,0.80504143,0.8716008,1.2530255,1.1851821,0.9950781,0.65238684,0.84268206,0.8911269,1.2749302,1.13296,1.1954193,1.1539178,0.9033788,0.9261112,0.9552764,0.97608626,1.1608013,1.0336376,0.8774662,0.8995737,0.80837333,1.3488605,0.9150427,0.87436795,0.93329275,0.8001244,0.9661623,1.1244581,0.8939587,0.9265557,1.1015776,1.000275,0.5803523,0.9345182,1.133146,1.1678112,0.78653884,0.9129758,0.76693344,0.62530756,1.348331,1.0476664,1.078359,1.1033777,0.9471022,0.9209727,1.1392686,0.94269365,0.8864243,0.72960883,1.2078471,1.260697,1.1197647,0.41012108,1.0770508,0.98012364,0.8130425,1.105574,1.2606716,1.0227091
jacket,1.2735447,0.8750409,0.90525675,1.321471,1.0423113,1.063076,1.1449621,0.9870791,1.25998,1.1625212,0.7710935,1.1761427,1.2237221,0.9276608,0.98141253,1.19192,0.9527385,0.7472018,0.92648935,1.2259516,0.83006114,0.9516413,0.9081672,0.51118624,0.7998756,0.92927146,0.8434873,0.746151,0.7533772,0.9738255,1.156812,1.1662543,1.1238039,1.2600056,0.7155031,1.123674,0.8318525,1.0668017,1.0295607,0.9877238,0.9242074,1.0889457,0.9779107,0.90988326,0.9391421,0.95518094,1.0239248,1.208594,0.99008375,1.1887581,1.1116524,0.87247777,0.9673331,0.74250764,1.0146604,1.1274918,0.7664659,0.87008244,1.0348201,1.1961565,0.95185864,1.219684,0.73359525,0.7618878,1.173515,0.0,1.0440774,0.9204955,1.0410706,0.84121096,0.6402468,0.63760215,1.1343821,1.2760363,1.2788082,1.1729263,0.92731875,0.7233936,0.621533,0.9891091,0.9222008,1.2100606,1.2068149,1.1663482,0.7335719,0.84655684,1.0942332,0.9346124,1.1557058,0.6597423,1.2302976,0.93807036,1.2048422,1.158567,0.8557607,0.8818747,0.96688926,1.0416405,0.94384444,0.9282371,1.0482215,1.02748,0.9604985,0.6495289,1.3002853,1.0237411,1.2229987,1.2560716,0.7326392,0.941155,0.9390346,0.9053364,0.8465228,0.876132,0.97493243,1.0978178,1.1651688,1.3229938,0.97922516,0.87691605,0.97745425,1.0899193,0.7808604,0.99421567,1.2672545,0.625913,0.77559537,0.95681083
jar,1.136284,1.1843187,0.9531354,1.2217759,0.69099826,0.7579644,1.0546985,0.7805171,0.98991674,1.1361318,1.2038335,1.326751,1.0809988,0.8697624,1.083226,0.9329825,0.7844881,0.7869492,0.81018186,0.86632997,1.181302,0.5983529,0.90745604,1.0043412,0.9982098,1.2013143,1.3368522,1.1669906,0.899832,1.0732737,0.8639648,0.94747525,1.306921,1.0040861,1.0087994,0.93197125,0.49887836,0.6160141,1.018048,0.72255135,0.9714295,1.0669185,0.9779994,1.2315624,0.6846969,1.3719429,1.2206908,1.2136961,1.1694797,1.0793421,1.0992858,0.9739849,0.85356456,1.1457671,0.8440775,1.0521806,1.1390055,0.97588086,0.61391157,1.1894745,0.9789798,1.1064976,0.88666844,1.0332472,1.1360161,1.0440774,0.0,1.3828552,0.9280567,1.0219362,0.8861569,1.114759,0.84581476,0.7788919,0.9812102,1.1935239,1.0886307,0.8762864,1.1171907,0.8490814,1.3007171,1.1429374,1.1128683,1.0228903,1.0340061,0.97108716,1.1653484,1.0352677,1.0570785,0.8676065,0.82570446,1.0095044,0.80934197,1.0534918,0.8249433,0.75572586,1.1405996,1.2821813,0.9179532,1.0102322,0.8488026,1.2774391,0.73769575,1.2486172,0.8330147,1.1385986,0.954224,1.0163363,1.0167265,1.0537586,1.159236,0.98778945,0.8812293,0.82225037,0.7580136,0.9729422,1.1967219,1.076655,0.39308906,1.2000213,1.3016498,1.0385709,1.0512168,0.5901446,0.9497782,0.8172386,1.0250099,1.1766922
jeans,0.59054184,0.8882123,1.1955221,0.5649998,1.2489331,1.3157245,0.81312335,1.4504989,0.8563777,0.72993,0.9629141,0.45685208,0.5969773,1.3384986,0.57728183,0.8922047,1.2834988,1.4342017,1.3522898,1.0644406,1.0289863,1.3152777,1.3422774,1.2500576,1.3780568,0.87089384,0.8343537,0.7991654,1.3993447,0.83232635,1.1412877,0.99700695,0.41658854,0.83345383,1.4138348,1.1368474,1.5201052,1.2965566,0.9014831,1.1807128,1.1173719,0.95271194,0.8520553,0.87284994,1.2854822,0.5134259,0.8301928,0.7746841,0.9166675,0.8975363,0.85354686,1.3255856,1.0219973,1.1709569,1.3733662,0.7796582,1.1431102,0.8668071,1.4446073,0.7681542,1.1843946,0.7506125,1.3214673,1.3373519,0.89550424,0.9204955,1.3828552,0.0,1.1153538,1.1307312,1.4840889,1.121403,1.0412726,1.034128,0.60939896,0.8212508,1.1806599,1.0277102,1.0157139,1.2254533,0.61985683,0.8295498,0.6005843,0.9399792,1.2638048,1.4026039,0.62537676,0.9544707,0.94167733,1.2813251,1.0882686,1.19786,1.2221037,0.7903856,1.005113,1.3219283,0.83028424,0.52934575,1.1855204,0.7894485,1.2994893,0.45128953,1.0494019,0.4497816,1.161478,0.9494849,0.8871884,0.9226929,1.2188399,0.9760519,1.0983984,0.97401005,1.2790432,1.2506934,1.4090271,0.9274045,0.5196862,0.78197753,1.5259625,0.95777994,0.8791559,0.94225717,0.82931066,1.5451521,1.0214372,1.4171854,1.1514406,1.1072952
knife,1.031009,0.98586637,1.0144392,0.9818173,1.0852512,1.0080886,0.8471784,0.91176337,1.0791079,1.2214637,0.9213262,1.0861928,1.1510054,1.0327244,1.1280308,1.07183,0.8034575,1.0389937,1.012095,1.016437,0.9234041,0.9904255,1.021952,0.9781318,1.0153257,0.851075,1.1437252,0.983819,1.0003103,1.0869552,1.0130569,0.89351183,1.1623433,0.8113118,0.77358484,1.0967226,0.9706083,1.0339521,1.1323439,1.0307028,0.99828035,0.9024795,1.1317191,0.9762768,0.9799797,1.2106243,0.99872726,1.1761096,0.95105165,0.9630042,0.99179673,1.0148854,0.9682144,0.56711715,0.952096,1.1748581,0.984135,1.017456,0.9272654,1.0929401,1.1105047,0.9257245,1.0413693,1.0126549,0.80504143,1.0410706,0.9280567,1.1153538,0.0,0.9861322,0.96972036,0.89044726,1.0359081,0.9417794,0.99087507,1.0533354,1.0130116,0.95623296,0.90031886,1.0043862,0.8435349,1.1716323,1.1904477,0.96012634,0.67696965,0.5203947,1.0895565,0.73766935,1.0385237,1.0120176,1.09874,1.0509863,1.089614,0.9678019,1.0523294,0.9559962,1.0312752,1.1594028,0.8277885,1.1454964,0.678297,1.2259947,0.9007209,1.0615175,0.3869769,1.0798059,0.99941224,1.0549743,0.9161414,1.1139534,1.0921421,0.9883178,0.6198948,0.8076173,1.0131037,1.0125822,1.2072777,1.0864906,0.97989506,0.9796952,0.93337595,0.5548946,1.0456845,1.0120893,1.1258864,0.8211478,0.9825062,1.0627767
ladder,1.0844399,1.1859875,1.1970203,1.112942,1.0670139,1.0630044,1.0238271,0.8158008,0.9329489,0.79640996,1.0413252,0.8590184,1.057928,1.0370262,1.0664876,0.8945384,0.79898524,1.0211269,0.93774986,0.7568145,1.2140583,0.81414914,1.044112,0.9046855,1.0419875,1.1327872,1.0840061,0.62541646,1.1480582,0.8139694,0.8751771,1.0917821,0.98664755,1.0273858,1.0004593,0.5622648,1.0632523,0.8364564,1.0676512,0.87513393,0.81767625,0.9591274,0.9617871,1.0848774,1.2859845,1.0438073,1.1849687,1.1242397,1.2254184,0.83698905,1.2399416,1.034064,1.045064,1.0727358,1.0741701,1.1004329,1.1950004,0.9813437,1.0263766,1.074214,0.9557984,1.1676669,1.1243914,0.9970313,0.8716008,0.84121096,1.0219362,1.1307312,0.9861322,0.0,1.0446191,0.98005295,0.88489527,1.0695332,1.0000787,1.1296523,1.1812596,1.0830274,1.0708473,1.2020677,0.9035571,1.0684679,0.9836695,0.94365686,0.9375076,0.9304013,1.0815398,1.0959246,1.0513822,1.0802332,1.0528985,1.0808095,0.847875,1.1328394,0.9381646,0.90114444,0.8495763,1.016679,1.025876,1.0049461,0.84095454,1.0939505,0.9810221,1.0077864,0.8893195,0.98906827,0.98109365,0.498937,1.141639,1.0372254,1.0741498,1.0192982,0.93899465,0.98126835,1.0347137,0.7203069,1.0820581,0.8056127,1.0648205,1.2360373,1.1412843,0.9817241,1.0629776,0.7427127,0.8134792,0.7762636,1.1886327,0.8574208
lamp,1.5010219,0.62466234,0.62591505,1.4820099,0.9123863,0.8329083,1.3173374,0.74777436,1.4262652,1.3360013,0.6307103,1.5002865,1.5747266,0.68800354,1.2997619,1.3971767,0.9490133,0.37929595,0.62363136,1.3887839,0.66825724,0.8046546,0.65733355,0.27640224,0.42685562,0.92354125,0.87043786,0.8513421,0.36771524,1.1959492,1.236872,1.1537383,1.3890086,1.3523623,0.31222963,1.1346563,0.33858562,1.0602722,1.0110586,1.0197642,0.82432795,1.0218254,1.291839,1.04323,0.53215593,1.201597,1.0872567,1.2965273,0.85391814,1.296314,1.1929245,0.54201996,1.1040404,0.54440784,0.7984586,1.2578899,0.4787436,1.0633248,0.81552225,1.3178139,0.90912014,1.2643394,0.40388584,0.4249158,1.2530255,0.6402468,0.8861569,1.4840889,0.96972036,1.0446191,0.0,0.5215306,1.2617027,1.3450351,1.6273242,1.2528788,0.51197475,0.657379,0.64549583,0.6784893,1.0843233,1.2133462,1.4939318,1.2051277,0.48215342,0.47003222,1.3219228,0.97554743,1.2470937,0.31631285,1.2774787,0.7044646,1.2264183,1.3330644,1.1042839,0.68510485,1.0012966,1.2211897,0.88672894,1.2878107,0.9394517,1.4189353,1.2166328,1.155141,1.2038195,1.0174708,1.2441255,1.4554845,0.49380744,0.9290166,0.652593,1.006949,0.67515135,0.67830855,0.71698654,1.3076136,1.4520533,1.5454707,0.68858916,0.695938,0.87005407,1.1468713,0.9614762,0.8756356,1.4445283,0.40493548,0.572163,0.70063126
leg,1.2169439,0.6021983,0.77954316,1.2160058,1.0363976,0.9770005,1.2127088,0.962164,1.4226766,1.3364521,0.5010315,1.2930019,1.4090217,0.9546665,1.1940174,1.4459829,1.0836785,0.74517727,0.91986114,1.4121813,0.5563953,0.97193605,0.91708624,0.42623872,0.81938386,0.65804917,0.71384275,0.7323312,0.73335433,1.2874435,1.1964391,0.99566454,1.3054417,1.2516432,0.50787586,1.1966928,0.69784397,1.1720641,1.1674049,1.0595462,1.0416203,1.0198823,1.2431211,0.7701031,0.7067076,0.97172874,0.88110685,1.3087945,0.67254674,1.227603,1.0550032,0.82693857,0.8378535,0.48090994,1.0552453,1.2766632,0.6287635,0.72446394,1.0483017,1.3068144,0.94517267,1.0266621,0.67630047,0.76139605,1.1851821,0.63760215,1.114759,1.121403,0.89044726,0.98005295,0.5215306,0.0,1.2887416,1.3805594,1.2245002,1.1749471,0.6653366,0.6679095,0.52166903,0.825474,0.93944293,1.2144618,1.3406731,1.2745178,0.61083376,0.5858572,1.2424941,0.6892141,1.2459289,0.58103406,1.2791338,0.90805453,1.3115995,1.2243825,1.1996434,1.0011106,1.0884017,1.0851264,0.8785329,1.089943,0.99388003,1.2136253,1.0550444,0.8750783,1.1751504,0.9671411,1.2524662,1.3654851,0.48944867,1.0112929,0.8650938,0.62694776,0.65660447,0.5877878,0.9296361,1.142542,1.4055725,1.4490921,0.95364344,0.58652264,0.6980465,0.92595255,0.8620328,1.0666937,1.4354656,0.66966105,0.59955686,0.91936976
meat,0.96816367,1.2786622,1.1153396,1.1369686,0.96476036,0.95949966,0.9504251,0.91994953,0.8666359,0.89243037,1.2137802,0.86015975,0.9508129,1.0407572,0.8662508,1.0033178,0.95363504,1.1596187,0.96984035,0.81792855,1.1596056,0.88449275,1.0206164,1.2219653,1.1803175,1.1166421,1.2412366,1.0094442,1.140997,0.825331,0.89816606,1.0300064,0.93056065,0.8788938,1.2079654,0.8856319,1.0788608,0.8291479,0.9271361,0.84170103,1.0384002,1.0145359,0.9729466,1.1391248,1.0419507,1.1481539,1.116675,1.0466418,1.2239099,0.8133961,0.97833323,1.0428963,0.93423295,1.1619128,1.0137314,0.982024,1.2275817,0.849916,0.978852,0.99428433,0.8416864,1.1140528,1.0659108,1.2441045,0.9950781,1.1343821,0.84581476,1.0412726,1.0359081,0.88489527,1.2617027,1.2887416,0.0,0.85001147,0.66233164,1.0031384,1.1545585,1.0728339,1.2092597,1.0422133,1.0642375,1.0413215,0.97616005,0.9998464,1.1399338,1.1512836,0.9461714,1.0857664,0.9016658,1.1021078,0.91538495,1.1305373,0.85966635,0.9079958,0.91486305,1.0101049,1.0333006,1.1363763,0.8850602,0.92297953,1.0501685,1.0823141,0.80972266,0.99654764,0.8131492,1.1289551,0.9948183,0.9522475,1.1796863,0.9802943,1.2383134,0.98459965,1.0724517,1.064096,0.92088544,0.776216,0.99917066,0.8424653,0.97689146,1.2293282,1.1893502,1.1491321,0.7528379,0.9005488,0.8518783,1.0364201,1.2350608,1.1891512
melon,0.7507992,1.327767,1.0969195,0.9058948,0.71001065,0.4679489,0.6130643,0.92072713,0.6818266,0.8313465,1.487608,0.86748534,0.67099947,1.0550383,0.84884715,0.70189846,1.0812498,1.1769944,1.0464925,0.6941861,1.3481454,0.8744019,1.123407,1.4038807,1.1855278,1.2921342,1.1867974,1.2214592,1.2671527,0.9856447,0.7524594,0.9783269,0.90578055,0.90127593,1.3676269,0.88496923,1.0763903,0.9406488,1.0283676,0.99698275,1.0508757,0.9412873,0.90518206,1.2362217,0.9785768,1.06074,1.2487679,0.96391606,1.313184,0.9353143,0.87094456,1.2851601,1.0862333,1.3691497,0.75954187,0.8062134,1.418348,1.174301,0.9505558,0.9889385,1.0817003,1.1232197,1.1470084,1.2295003,0.65238684,1.2760363,0.7788919,1.034128,0.9417794,1.0695332,1.3450351,1.3805594,0.85001147,0.0,0.7321988,1.0425233,1.3185612,1.1180115,1.4083606,1.0174251,1.2029035,0.89956796,0.8824224,0.89128107,1.4181101,1.3092897,1.0040222,1.0463265,0.8558671,1.2206244,0.7821386,1.0592208,0.70309854,0.6648753,0.72957385,1.0407281,1.0002078,0.9700326,1.1451732,0.95923555,0.88794065,1.013277,0.85321057,1.2433207,0.8404952,1.00597,0.78893846,0.6631938,1.3338397,1.0034456,1.1888764,1.0532999,1.0684752,1.0622678,0.93219966,0.9081248,0.8855507,0.7609406,0.8852266,1.3680165,1.3661222,0.83682525,1.0156578,0.73112977,0.65251803,1.115134,1.28792,1.1622736
mitten,0.56372523,1.1842636,1.2787055,0.6286951,1.0972781,1.0748568,0.59585476,1.2674258,0.78543496,0.76782453,1.1839874,0.7364182,0.5199138,1.3391633,0.6065715,0.8671438,1.175073,1.4367793,1.304168,0.8708867,1.1941147,0.9837077,1.341361,1.4689415,1.5503173,1.0206543,1.1539084,1.0504277,1.5224593,0.8338057,0.87090254,0.80879927,0.7814795,0.6472984,1.5801088,0.90613437,1.4220634,1.0483302,1.0082904,0.7794453,1.1373241,1.0036186,0.7371547,1.0482395,1.2659831,0.9581339,1.0589279,0.92258817,1.057669,0.7294962,0.76716864,1.3146884,0.6953721,1.3282028,1.2384259,0.83994687,1.421548,0.56092125,1.2006952,0.87383795,1.0951099,0.6616369,1.390856,1.4584436,0.84268206,1.2788082,0.9812102,0.60939896,0.99087507,1.0000787,1.6273242,1.2245002,0.66233164,0.7321988,0.0,0.8333805,1.3642186,0.9158986,1.1932667,1.2255552,0.90112793,0.946055,0.6152913,0.92936814,1.474529,1.4194546,0.79923034,0.9605514,0.8489413,1.325484,0.7897652,1.2806373,1.051799,0.68171793,0.9543815,1.2916737,1.0790826,0.88851345,1.026081,0.7407433,1.152899,0.69972366,0.746106,0.76401806,0.82002556,1.1258098,0.83565986,0.7625625,1.358871,1.1555836,1.3495948,0.7101354,1.2612652,1.1534998,1.2137009,0.6024573,0.6750382,0.75465465,1.2846363,1.1678764,1.1073356,0.8419541,0.70591855,1.1496165,0.88335,1.3799201,1.3740913,1.2261854
mouth,0.9472844,0.8279591,0.9704679,0.8430054,1.142275,1.1490307,1.021897,1.3150516,1.0639136,1.0620856,0.8958915,1.0038606,0.90715545,1.1001196,1.0347983,1.0675545,1.2131099,1.2531201,1.2761333,1.142791,0.8330421,1.2674677,1.1170946,1.2282112,1.3117735,0.7743271,1.1014384,1.1646073,1.1680541,1.0684637,1.0148805,0.8396951,0.9456056,0.9396596,1.1842089,1.1789988,1.2410092,1.1322721,1.1223063,1.1743333,1.0991032,1.1038898,1.0379615,0.5760394,1.120207,0.96403563,0.645087,0.7240459,0.6340108,0.9867792,0.8459526,1.1989164,0.8558055,1.0270665,1.1812776,1.0014117,0.8162679,1.0185105,1.0903093,0.7302513,1.0747163,0.6242359,1.2311295,1.22151,0.8911269,1.1729263,1.1935239,0.8212508,1.0533354,1.1296523,1.2528788,1.1749471,1.0031384,1.0425233,0.8333805,0.0,0.92592025,1.1393876,0.81720686,1.0567112,0.8755105,0.98236835,0.9417501,0.9877113,1.1322408,1.0875498,0.7730508,0.8702346,0.9754611,1.3148954,0.9725606,1.0972741,1.1753278,0.9566073,1.1738546,1.1994277,1.1165304,1.0104594,1.0512818,0.9621704,1.1803794,0.7902556,1.0405232,0.85748935,0.97603405,1.0543627,1.0695099,0.9930531,0.9974178,1.0953085,1.0593791,1.0361586,1.2074066,1.141491,1.1174269,1.0509287,0.8046055,1.0278249,1.2471528,0.64933336,0.52968043,0.94299185,1.1045102,1.2817049,1.0879297,1.2968442,0.9452285,1.1257584
nail,1.366688,0.45138705,0.3886339,1.29693,1.0541291,0.8467095,1.318775,1.0894127,1.4939592,1.4560561,0.46400166,1.410476,1.4496241,0.8717042,1.4226604,1.3436539,1.1230701,0.41840112,0.88258463,1.4990227,0.4532627,1.123123,0.86126953,0.57542896,0.66813815,0.5302508,0.9441928,1.1479915,0.34621614,1.3488009,1.2494155,0.96774966,1.3289366,1.2628423,0.31103706,1.4122429,0.5510862,1.0758317,1.1378224,1.1687164,1.1862774,1.2694972,1.3096529,0.71301126,0.5195064,1.1077507,0.70067126,1.1245075,0.4410684,1.2207054,0.9610624,0.46336555,0.9630759,0.6556324,0.99293244,1.3126974,0.2634282,0.9310818,0.896066,1.1477971,0.86393654,0.97978806,0.41769826,0.6785016,1.2749302,0.92731875,1.0886307,1.1806599,1.0130116,1.1812596,0.51197475,0.6653366,1.1545585,1.3185612,1.3642186,0.92592025,0.0,1.0396789,0.5985517,0.48988318,1.1458342,1.1793383,1.3813416,1.3039889,0.57053447,0.4894098,1.1910771,0.984915,1.1849937,0.6892608,1.2749088,0.83300304,1.218082,1.2078214,1.1898844,1.0026952,1.3221517,1.255298,0.9383227,1.2435806,1.1401122,1.2732599,1.2117379,1.0056314,1.2482196,1.1358256,1.4441272,1.3658218,0.29020846,1.099187,0.5537259,1.0371964,0.7880599,0.9963983,0.8031117,1.2793392,1.333571,1.4809123,0.83236235,0.29052287,0.5335876,1.1097513,1.1268969,0.97631645,1.4160702,0.9515324,0.36071396,1.1111327
napkin,1.0560789,0.9435538,1.0311047,1.1893742,0.9725283,1.0534369,0.8625753,0.8513854,1.1732013,1.0063722,0.9273902,1.1166779,1.0847367,0.99856824,0.5580385,1.2797761,1.0970844,0.91703635,0.8402496,1.2168274,0.91746855,0.7098454,1.0278733,0.6988729,0.86409026,1.1067214,0.9477401,0.73550504,0.9822258,0.99952877,1.0595343,1.0267794,1.0243571,0.99330753,0.9537433,0.93025196,0.74710405,1.2385546,0.9099479,0.78215146,0.90267694,0.77283055,1.0621037,1.0893342,0.7830528,1.0130051,1.1855458,1.2489536,1.0313479,1.0540293,0.9936646,1.0503697,0.90923095,0.7888976,1.1374538,0.83609354,0.9674538,0.8542014,1.0583043,1.280465,1.132869,1.068483,0.80418766,0.88286424,1.13296,0.7233936,0.8762864,1.0277102,0.95623296,1.0830274,0.657379,0.6679095,1.0728339,1.1180115,0.9158986,1.1393876,1.0396789,0.0,0.8715476,1.0391932,0.92783844,1.1596894,1.1543148,1.1465961,1.0273837,0.97659886,1.0896184,0.82439804,1.0965588,0.35856175,1.0991833,1.033146,1.3337023,1.0778106,0.9755915,0.8929674,0.9337288,0.97914946,0.87576807,1.0055652,1.1524886,1.124787,0.9966738,0.8940996,1.1713641,1.0415385,0.921648,1.3336457,0.9228175,0.93328094,1.0215378,0.75468105,0.9076677,0.7945374,1.0102654,1.0552632,1.0947759,1.3846271,0.94281435,1.0000061,1.0904742,1.0577372,0.25882238,1.1247529,1.3896482,0.6174941,0.9858631,0.8043197
