,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pickle,1.2133693,1.033612,0.4254958,0.75485826,1.1656327,1.1114273,0.9457997,0.11366618,1.1875719,1.1102179,1.2745471,1.031072,1.1977477,1.1285048,1.2776854,1.1547568,0.90674114,1.0316595,1.1906878,1.1267855,1.1243085,1.1221913,1.029177,1.1812406,0.7333587,1.1939691,1.2220268,1.0827781,1.0147117,1.1773802,1.0810146,0.95672786,1.0594862,0.76779735,1.0865747,1.0460103,0.6623,1.1198306,1.1038796,1.0124775,1.145324,1.214289,1.0874674,1.108631,0.9904524,0.7307088,0.9224861,1.2007453,1.0712652,0.69616383,1.071633,1.1357715,0.903034,0.8985216,0.9175076,1.0125566,0.88777363,0.9164864,0.66428035,1.0679197,1.1031506,0.8175498,1.0544791,1.1565062,0.853656,1.1805453,0.76159453,1.1456754,1.1123294,1.0154245,0.6826303,1.1531141,1.0727961,0.9471619,1.0637053,0.89283,1.0698681,0.8159567,0.8564539,0.79138774,1.174751,1.138148,1.2391831,1.1581559,0.96725136,0.80856764,0.78357846,0.0,1.2061989,1.0394325,1.119787,0.9071274,0.6981085,1.0834839,1.208509,1.1701611,1.1457938,1.1465769,1.1428453,1.1269777,0.9524913,1.1742852,0.934269,1.1212871,0.7982478,1.0906827,1.1051124,0.9053377,0.6961681,1.0249513,0.7626343,0.41722697,0.8676559,0.8429522,1.2026434,1.172048,0.81363744,0.7296595,0.7948073,0.47492254,1.0001779,0.9871781,1.1671339,1.1877706,0.9073461,1.1522644
pillow,0.72732353,0.8587181,1.0135841,1.0979573,1.0681493,0.742517,0.9456829,1.103678,0.8146293,1.1141906,1.0720322,1.1476334,1.2020456,1.1180601,0.7906684,0.9789625,1.0542054,0.8429596,1.0024503,0.33658373,0.88417774,0.9197361,1.0985241,0.9320882,1.1735574,0.7742864,1.1885021,0.8623495,0.97099715,1.1759808,1.0112859,1.2301209,0.6081926,1.1121795,1.0399392,1.0715181,1.0923011,1.1051415,0.88554674,0.95657045,0.85870457,0.9295012,1.0396253,1.0642952,1.1288111,1.1467941,0.74063045,0.9719744,1.1214542,1.2164631,0.50600857,0.9545773,0.84420526,0.9173958,0.82123613,0.93699425,1.1480539,0.77316684,0.9722815,1.2244586,0.7524659,1.1727027,0.97247297,1.2813989,1.0693569,1.2251797,1.0292724,1.101915,1.0627438,1.0108554,0.8239054,0.88087374,0.7943392,1.1256231,0.56748515,1.0322,0.56186986,1.1478761,1.0048811,0.91157335,1.0174849,1.1091137,1.2219013,1.2761366,0.9788731,1.1133906,1.0862308,1.2061989,0.0,1.052155,0.9453782,1.021222,1.1421988,0.49824262,0.78570074,1.0260814,1.0220141,1.1095606,1.0410594,1.11072,0.88399637,1.294112,0.9669965,1.2181463,0.87774324,1.0977623,1.1261381,1.0718105,0.9990164,1.0353388,0.8622707,0.9682713,0.9650836,1.0648823,1.2734208,1.1844583,0.7987932,1.0722328,0.98941153,1.0981379,0.8528849,0.99891233,1.1511636,1.0086945,1.1082901,1.0262015
pizza,0.8558249,1.1823238,1.2006005,0.9397462,0.8823323,1.0437372,1.1760399,0.9980343,0.91422266,0.92896175,0.97871286,1.1754464,1.1238436,0.9536209,1.060453,0.9668324,1.3718284,1.0235932,0.9480962,0.7706785,1.1138082,1.1494207,1.350417,1.079803,1.1813934,1.0060091,1.2616668,0.678793,1.1880206,0.9122638,1.077934,0.850422,0.92353314,0.9708276,1.2421303,0.55048925,1.2028093,0.87625146,1.3161432,0.84432364,1.02625,1.0044205,1.283415,1.0176756,1.0884911,1.1102155,1.1660464,0.97971773,1.0332028,1.0306768,0.8318622,0.9585354,0.9539217,1.1263958,0.9324299,0.8637911,1.1494879,1.1212181,0.94020396,1.0093166,0.7049926,0.8092824,1.2290943,0.9430711,1.143036,1.0213315,1.0786145,1.1408048,1.0586166,0.3669598,0.97345436,1.1182528,0.96372855,0.7861857,0.686746,1.1386069,1.0959808,1.1782974,1.1430746,1.0720302,1.2244515,0.957774,0.8392791,1.0178485,1.1247458,1.192044,1.1608413,1.0394325,1.052155,0.0,1.0458748,1.1436768,1.0586771,0.88926214,1.0227063,1.1871326,1.2893014,0.84082997,0.7061457,0.9338351,1.0357618,0.95955724,0.97207624,1.0247644,1.1103233,1.1730938,0.8145097,1.1811421,0.9480552,1.1234207,0.80500543,1.0793611,1.2359561,1.1515398,0.9547341,0.88140106,1.1210896,1.1542163,1.0858672,1.0059149,1.2035744,0.92916006,0.8830224,1.2350909,1.2447343,0.9394676
plant,1.2906059,0.92398614,0.7749016,1.1178131,1.312787,1.0185274,0.9161633,1.1676586,0.84707934,1.2622623,1.2665973,0.6276975,0.9759594,1.074332,1.04093,0.9300277,0.6348214,1.0662415,1.0471245,1.0708252,0.651724,1.0066315,0.5608945,0.79623866,0.85410243,1.1444975,0.78481835,1.2452159,0.5755525,1.197712,0.9027671,1.2521083,0.99766845,1.1420062,0.6608126,1.2359197,0.7247375,1.3135053,0.6950309,1.2597673,1.0797443,0.934983,0.6273463,1.155739,0.80448544,1.0815331,0.8658738,1.1531053,1.1228318,1.124139,1.2316711,0.042002857,0.9628489,0.7204458,1.0074418,1.2120056,0.9183023,0.9834374,0.95045847,1.1892569,1.2026771,1.2672744,0.6224011,1.2667613,1.1085439,1.2911168,0.91273284,1.0299203,0.77538216,1.1882552,1.2660911,0.96092224,1.1414375,1.1979783,1.1176516,0.81999505,0.78712404,0.79303026,0.8454648,0.87230664,0.6736605,1.203218,1.2589366,1.2562988,0.9036839,0.68799645,0.7391185,1.119787,0.9453782,1.0458748,0.0,0.82117236,1.120428,1.0912845,0.8750029,0.5567739,0.5988963,0.9729078,1.2621186,1.2532406,0.9059902,1.2500218,0.9381467,1.0742975,1.07483,0.88181037,1.3816197,0.69106185,0.9854085,1.0629945,1.1672235,1.0030179,0.745504,0.72386694,1.2768959,1.3176459,1.0190649,1.0295146,0.8800097,1.0487659,0.62636214,1.0084285,1.2784752,0.80760515,0.6773407,0.8745226
plate,1.5895101,0.48325872,0.51729316,0.6737557,1.550915,0.8199683,0.64460486,0.7988979,0.883482,1.2152544,1.43219,0.27545917,0.8750241,1.1539067,1.2325052,0.7660095,0.5959244,0.6372948,1.1723206,0.9469288,0.9697153,1.1563698,0.4062748,0.83680916,0.44655013,1.3991599,0.7223691,1.2072666,0.5570584,1.399569,1.1959965,1.1328183,1.1968989,0.77107006,0.501824,1.024053,0.33311057,1.4693966,0.7823051,1.2083138,1.3008411,1.500001,0.7509046,1.0450149,1.0019705,0.97871697,0.48121524,1.2141551,1.1749027,0.83601046,1.4918432,0.95277894,1.1439915,0.38612598,1.0240271,1.4176918,0.59244895,0.998379,0.8215699,1.3849506,1.1338067,1.3233109,0.49697316,1.4582429,1.0834805,1.4461879,0.657688,1.2309729,0.90959096,1.420203,1.1576849,1.1738836,1.3885087,1.2518697,1.1523634,0.5342426,0.59106576,0.51879936,0.640751,0.49938548,0.70115805,1.2909472,1.5325742,1.4017414,0.745193,0.3546592,0.43586338,0.9071274,1.021222,1.1436768,0.82117236,0.0,0.917406,1.1269956,1.2102451,0.47718912,0.802107,1.33644,1.409246,1.5138612,0.8491554,1.4320893,1.0704634,1.1077404,0.9673034,0.2426309,1.4511652,0.3735581,0.558532,1.1074518,0.71977013,0.6480901,0.658875,0.5004896,1.4813344,1.3940568,0.67690575,0.8010862,0.62388164,0.93240666,0.34561884,1.1244311,1.0811497,1.0783994,0.5488508,1.094968
potato,1.2308248,0.8898558,0.7270376,0.79192406,1.1310062,1.1257223,0.888384,0.6987652,1.3138516,1.3561257,1.2262444,0.8538797,1.2181797,0.84332854,1.1505417,1.2394991,0.9764847,1.2828794,1.3437142,1.1298311,1.2193382,1.3118562,0.9279755,1.084863,0.5459058,1.1405838,1.2254401,1.1477418,0.9088289,1.066897,1.0963855,0.9970705,1.1053503,0.9251075,1.0501298,0.9697824,0.7210103,1.3174998,1.1753407,1.1939495,1.1361687,1.1802549,1.1810963,1.2289741,0.81789696,0.60226095,0.7414745,1.1758201,0.9039604,0.4001506,1.148662,1.1726818,1.0700135,0.923481,1.1377199,1.0275825,0.5279209,0.74581546,0.956145,0.8571252,1.0506101,0.8046969,0.7594881,1.026782,1.142723,1.0106153,1.0131491,1.0545193,1.2176577,1.1074659,1.1097074,1.3223684,0.9921562,0.9313042,0.964854,0.56107783,1.0328188,0.47004145,0.61710566,0.7104261,1.0033993,0.98548853,1.1241401,1.000181,0.72186774,0.71619004,0.7582858,0.6981085,1.1421988,1.0586771,1.120428,0.917406,0.0,1.2348275,1.2709014,0.99025875,1.1966257,1.1142528,1.1312201,0.9799368,1.1212728,1.0314763,1.0901244,1.0721005,1.1915785,1.1134992,1.1375784,0.7204846,0.83364344,0.96669745,0.95559096,0.8150896,0.91522235,0.82384866,1.0786334,1.27847,1.2348075,0.35914683,0.7529993,0.95107514,0.8973366,1.2030623,1.3536975,1.3480083,0.6258932,1.2583454
pumpkin,0.78406274,0.98776364,1.1194777,0.92348236,0.9842104,0.76580495,1.018567,1.0118119,0.8092003,0.80312276,1.0281215,1.322069,1.1361768,1.1843706,1.0029715,0.9735333,1.0870328,0.52780557,0.77814204,0.3304,0.9716489,0.668084,1.226606,1.0889379,1.3444576,0.95846266,1.1695846,0.548675,1.1407773,1.1428599,0.9552684,1.0916691,0.7708597,1.0859132,1.1958519,0.82864195,1.2768595,0.90332526,0.8878516,0.72781146,0.9757421,0.974069,1.1520404,1.14533,1.2641177,1.2012135,0.95840144,1.0417433,1.069072,1.3689564,0.65991753,1.0264122,0.97878414,1.1182511,0.94672585,0.7668828,1.3112435,1.053142,1.0569385,1.143367,0.57229066,1.1070995,1.1977396,1.1397531,0.84536695,1.1395444,1.0682484,1.1540941,1.004628,0.8298163,0.6152728,0.6596194,0.95296836,0.8514049,0.5815011,1.2369933,0.80546993,1.333795,1.2898536,1.0844461,1.1602087,1.1166388,1.1078842,1.1945119,1.2025297,1.2945539,1.236945,1.0834839,0.49824262,0.88926214,1.0912845,1.1269956,1.2348275,0.0,0.8746433,1.1787548,1.1357522,1.019382,0.83215487,1.1172714,0.97567135,1.1812099,1.0925195,1.1515826,0.62060535,1.1170241,0.90045434,1.2842836,1.097307,1.0493269,0.6322197,0.976034,1.124013,1.2142456,1.1305933,0.8265096,0.7378626,1.3286779,1.1489766,1.0156779,1.1434044,0.98399335,0.8050361,0.9415772,1.3403047,0.9628228
purse,0.94883025,1.044477,1.2121134,1.2408518,1.0365833,0.9103436,1.1265712,1.2335643,0.79469275,0.84116596,0.9691063,1.1586698,0.8285345,0.9724696,0.8585704,0.80950785,0.99837965,0.9550631,0.7840885,0.92726636,0.81506044,0.8055812,1.0818278,0.9400091,1.2802001,0.9608172,0.8725511,0.9959608,1.1033916,0.96797955,0.8856015,0.9550953,0.9112847,1.1021932,0.9636938,1.0861266,1.2392559,0.8430861,0.94160235,0.9433886,0.9387376,0.742503,0.98215854,0.778517,0.9265793,1.1249515,1.219721,0.93222,1.1113048,1.2757087,0.89585924,0.84532684,0.93728507,1.1359916,0.8546041,0.9825019,1.2415843,0.9022367,0.93318665,1.0850072,1.0547945,1.0462925,1.1327659,0.9963756,0.99431634,0.99246675,1.0576046,0.9556645,0.8843386,0.9043015,0.9190262,0.8354646,0.81447047,1.038212,1.033074,1.2803658,0.89364296,1.2174163,1.101349,1.1632488,0.9742315,1.1404977,1.0123378,0.9787531,1.1353444,1.1959134,1.1797414,1.208509,0.78570074,1.0227063,0.8750029,1.2102451,1.2709014,0.8746433,0.0,0.9685342,0.90185905,0.8584577,1.057175,0.95450115,0.809372,1.0697602,0.8364004,1.0012834,0.91221875,1.0747919,1.0036962,1.1963973,1.1146458,1.0388196,1.1798221,1.2139673,1.1295466,1.1745911,1.050594,1.0832231,0.82784724,1.2872324,1.1429288,1.0814458,1.1104674,0.7864759,0.9790378,0.70656925,1.0896136,0.9623415
radio,1.4299468,0.71615434,0.76929337,0.8847697,1.3935962,0.94711125,0.863939,1.1370556,0.784462,1.1986527,1.2981572,0.36426252,0.8915638,1.0214038,1.1601732,0.76002246,0.55135477,0.89736533,1.0760492,1.1276803,0.7770362,1.1059264,0.41225445,0.5198786,0.6736658,1.2296848,0.5365535,1.3246744,0.5173934,1.2564678,1.0268486,1.2036121,1.1985457,1.0191745,0.41616464,1.1760337,0.5980185,1.3010321,0.73229766,1.217218,1.1303725,1.1520394,0.6561589,0.9632195,0.90563166,1.0874672,0.77566683,1.0590835,1.0824075,1.0131297,1.3708525,0.66587067,1.0830363,0.6104112,1.0509021,1.3264897,0.7564771,0.9872276,0.90752137,1.2239044,1.3142145,1.3121301,0.54851645,1.2696472,1.1523724,1.2853239,0.83967775,1.0402789,0.9123536,1.3562164,1.2967571,1.0811096,1.2448308,1.2672952,1.2610513,0.6853236,0.76451546,0.70515954,0.7354009,0.75491697,0.43613732,1.2572739,1.3218124,1.256365,0.8819929,0.53297114,0.60497785,1.1701611,1.0260814,1.1871326,0.5567739,0.47718912,0.99025875,1.1787548,0.9685342,0.0,0.5974727,1.1693608,1.324429,1.3665717,0.8662841,1.2511269,1.0602546,1.1311123,1.1765852,0.4315207,1.4112027,0.52482224,0.83109415,1.2570033,1.1353861,0.9369448,0.80390346,0.58847874,1.2912785,1.34788,0.88799554,0.99309856,0.8491417,1.1042793,0.5394575,1.0556059,1.073765,0.85084987,0.54642403,0.94444805
refrigerator,1.3918529,0.7643781,0.9780087,1.1165066,1.2675397,1.0252498,0.9249369,1.2572542,0.8603506,1.0035723,1.1311761,0.66134095,0.5657189,1.1710682,0.893156,0.8586427,0.42124915,0.97271675,0.9818734,1.1115793,0.67891526,0.8340641,0.35022902,0.601877,0.9653045,1.1284828,0.45145804,1.2469163,0.80679405,1.147518,0.75405234,1.2709912,1.1711323,1.1334286,0.39318335,1.3326092,0.8448492,1.2028533,0.43533117,1.3058581,1.1049491,1.0240864,0.088226676,0.75858766,0.82216287,0.97795564,1.0113516,1.0502336,1.1432979,1.1758845,1.289264,0.6816362,1.2008578,0.84965736,1.3019236,1.2567842,0.97218204,1.1100535,1.2403462,1.1009932,1.2954082,1.2781179,0.8297,1.1955849,1.0576527,1.1212277,0.9319886,0.7421521,0.78885657,1.284699,1.270479,0.75676614,1.2448092,1.1925383,1.2839451,0.99205893,0.93655795,0.81799424,1.0072117,1.0244648,0.5013317,1.0933133,1.2071438,1.0822592,0.75932086,0.83616376,0.8868746,1.1457938,1.0220141,1.2893014,0.5988963,0.802107,1.1966257,1.1357522,0.90185905,0.5974727,0.0,1.0345429,1.2826574,1.0893153,1.0799297,1.1836746,1.1004804,0.83659333,1.0207437,0.7167684,1.3384807,0.9184654,0.9501905,1.0063572,1.199971,1.0991151,0.5556608,0.9158132,1.1880624,1.2639661,0.9278705,1.0971751,1.0034288,1.1310165,0.6429537,1.2552248,1.1134725,0.49873662,0.87406147,0.7424144
rooster,0.8192473,1.1702127,1.2397068,1.2366769,0.77546823,1.0239139,1.0286444,1.2434056,1.0188787,0.95250756,0.889161,1.1559674,1.0043952,0.94603413,0.92567694,1.1672481,1.1302502,1.209018,0.9898467,1.0836418,1.1612946,0.9517919,1.155856,1.0311043,1.224083,0.9582138,1.0745412,0.86197793,1.1441799,0.7958197,0.84344923,0.8170265,1.0368596,1.1484268,1.1469846,0.9469009,1.3002367,0.8968432,1.077024,1.0584753,1.016671,0.8103043,1.0353833,1.0202034,0.9066036,1.0072213,1.1729088,0.9320278,0.9041803,1.0741197,0.91803837,0.9478176,1.0448745,1.2944143,1.1090462,0.9156962,1.2082577,1.0462866,1.1729763,0.6825767,1.0020149,0.904547,1.0859475,0.7850496,1.0211552,0.8149397,1.2378974,0.97446525,1.0552098,0.81893694,0.9994102,0.9360907,0.79627776,0.89999366,0.9996228,1.209105,1.2054582,1.181998,1.1229012,1.2503908,1.1427774,0.90622795,0.76023144,0.7963047,1.0399287,1.3043623,1.3097451,1.1465769,1.1095606,0.84082997,0.9729078,1.33644,1.1142528,1.019382,0.8584577,1.1693608,1.0345429,0.0,0.85541725,0.7150364,1.1402833,0.7475658,1.1053243,0.8721634,1.1950963,1.2354144,0.8112799,1.2985597,1.2013587,0.8423487,1.258153,1.327887,1.1677477,1.1715028,0.752906,0.88128686,1.1895272,1.119982,1.1848226,1.1968379,1.1710663,1.0143888,1.0134368,1.0124325,1.1885756,0.8553892
sandwich,0.48680145,1.3155619,1.4413104,0.96078306,0.5106051,1.150763,1.2843599,1.0668428,1.0482663,0.8237104,0.654836,1.4155378,1.0728488,0.9993546,0.8940387,1.07027,1.3881087,1.0934831,0.93519616,0.87620777,1.1952875,0.9664034,1.5124103,0.9931469,1.4184892,0.8224766,1.1583267,0.74201566,1.3578216,0.8074236,1.015141,0.79885274,0.84190893,0.9886295,1.3145146,0.77530503,1.4535478,0.62711895,1.2280126,0.7118201,0.87647223,0.90106,1.2703102,0.933717,1.2774719,1.2315588,1.3687394,0.8277211,0.9353716,1.1821392,0.5793325,1.1630961,1.0428945,1.3329227,1.030008,0.6540084,1.3674047,1.1577393,1.173542,0.812148,0.66890454,0.81262183,1.4290254,0.72390115,1.0093384,0.6627622,1.1840496,0.82236135,1.1531191,0.58448935,0.8485166,0.92605317,0.8731095,0.72621274,0.76674217,1.3563023,1.2558303,1.4980694,1.3361502,1.4025443,1.2019209,0.8756582,0.6521745,0.7215042,1.1383793,1.4111933,1.3913562,1.1428453,1.0410594,0.7061457,1.2621186,1.409246,1.1312201,0.83215487,1.057175,1.324429,1.2826574,0.85541725,0.0,0.7598898,1.111697,0.75610787,1.073783,0.9039881,1.0915029,1.2617255,0.56887937,1.4664547,1.1545993,1.0001535,0.9098945,1.2127161,1.3384793,1.3862065,0.6569499,0.55891526,1.1996683,1.312448,1.310391,1.0766625,1.4163966,1.043159,0.7322935,1.1164193,1.4767611,1.0099467
scarf,0.62652266,1.2419158,1.3809063,1.2134575,0.48914635,1.1535857,1.2687173,1.2075576,1.2671173,0.9424069,0.58034337,1.3365383,0.94982725,0.7659671,0.5566486,1.2282826,1.3087277,1.3154553,1.0491508,1.1409571,1.1976225,1.0423818,1.3117148,1.1089907,1.3251989,0.7544757,1.1608965,0.9436657,1.3636551,0.41374153,0.79970455,0.9210349,0.9938167,1.1896845,1.2016524,1.1503918,1.4195455,0.82537603,1.1329372,1.1160088,0.863284,0.75629604,1.1051078,0.90209764,0.87816733,0.91237956,1.3918924,0.72156554,0.7475322,1.0170588,0.7856732,1.2030538,1.0444045,1.4205472,1.3109686,0.8269895,1.1829824,1.0029775,1.4259207,0.55676186,1.0174327,0.76404583,1.3052416,0.41201997,1.0326477,0.48789883,1.3281572,0.80183107,1.1269011,0.7653937,1.0724618,1.0140275,0.7614386,0.8171092,1.007366,1.2739213,1.3375458,1.1720363,1.2519723,1.4281634,1.2342169,0.7458384,0.39050627,0.5266882,1.0389218,1.4011887,1.3911707,1.1269777,1.11072,0.9338351,1.2532406,1.5138612,0.9799368,1.1172714,0.95450115,1.3665717,1.0893153,0.7150364,0.7598898,0.0,1.3636433,0.4938768,1.0709593,0.8246371,1.2815666,1.3785045,0.7003976,1.4056643,1.2631668,0.6851078,1.241486,1.3756034,1.1147908,1.3947494,0.48928398,0.7809843,1.3685987,1.070453,1.2949127,1.2435886,1.3709776,1.235387,1.0045123,0.98756784,1.2558233,0.98044
scissors,1.0976496,1.0721663,0.951277,1.0031852,1.21609,1.0093977,1.0374513,0.78376746,0.71372795,1.0825244,1.2173998,0.9266912,1.1568367,1.101758,1.1684009,0.7543683,0.9759533,0.84264547,0.9705143,0.90501815,0.7027227,1.0223458,1.0162069,1.0220543,1.013623,1.2152601,0.9638747,0.9834786,0.86970484,1.3014195,1.1227043,1.1468096,0.9306755,0.912447,0.9328145,0.9183129,0.7542329,0.95549786,1.1481469,0.91029215,1.1514308,1.0664667,1.0940405,1.0072132,1.1071774,1.0649449,0.98861635,1.1461244,1.2182515,1.1032631,1.0851016,0.90541005,0.8429056,0.38805908,0.3156162,1.188722,1.0590675,0.8818796,0.2680726,1.377177,1.0831146,1.1047574,0.9441775,1.3094304,1.0732878,1.365125,0.3979032,1.2216113,0.8719524,1.1552473,0.9429019,1.0945153,0.96593344,1.0858203,1.0696732,1.0138519,0.49419224,1.0203815,1.0159872,0.92914057,1.0025353,1.2129502,1.3501835,1.3481677,1.1768025,0.6760234,0.68039924,0.9524913,0.88399637,1.0357618,0.9059902,0.8491554,1.1212728,0.97567135,0.809372,0.8662841,1.0799297,1.1402833,1.111697,1.3636433,0.0,1.3243985,0.8986466,1.289432,0.6094906,0.90539646,0.95837086,0.9146043,1.0053157,1.1560228,0.9787003,0.55590767,0.8432229,0.9303028,1.3073862,1.1494306,0.6036625,1.1043489,0.6040665,0.42623115,0.7970034,0.41967607,0.9603392,1.022385,0.89214796,1.0759149
shirt,0.6231216,1.336084,1.314544,1.1665349,0.53784645,1.1847308,1.2162328,1.2486683,1.3030329,0.84294444,0.5349012,1.2902826,1.0137784,0.7819372,0.7963784,1.2638202,1.3663669,1.3039746,1.0160142,1.2885458,1.2396301,1.0927905,1.3737984,1.0542455,1.2946389,0.69061136,1.1187869,0.9417728,1.2914822,0.25319016,0.94592154,0.842572,1.1019633,1.131499,1.258041,1.0068225,1.4104756,0.74737865,1.2581497,1.0008618,0.7739372,0.73429453,1.191614,0.99761796,0.8724263,1.1420773,1.3694043,0.7117548,0.6050951,1.1016605,0.8864523,1.1735784,1.11148,1.4491359,1.1828276,0.86548615,1.158708,1.1835878,1.3430328,0.508561,1.0193433,0.8419287,1.2610887,0.13229918,1.046783,0.37776232,1.3797822,0.83307844,1.0766177,0.82925373,1.1020534,1.0703455,0.9251485,0.909,1.1340363,1.2237093,1.4761543,1.2989978,1.2305019,1.390406,1.2937131,0.6302942,0.18493891,0.346465,1.1952685,1.4020567,1.3830571,1.1742852,1.294112,0.95955724,1.2500218,1.4320893,1.0314763,1.1812099,1.0697602,1.2511269,1.1836746,0.7475658,0.75610787,0.4938768,1.3243985,0.0,1.1630752,0.6917807,1.3034353,1.2676717,0.67510355,1.351373,1.2847548,1.0359676,1.2439259,1.4041581,1.2916896,1.2699809,0.0625633,0.51663554,1.4066336,1.2172289,1.3352523,1.2805583,1.4466395,1.0949106,0.79886943,1.1312418,1.2972279,0.9874881
shoe,1.0324957,0.8836536,0.9985077,0.942414,1.1370324,1.0762897,1.0406821,0.9190775,0.94601977,0.8848581,1.0225558,1.1162778,1.0332403,0.87712914,0.91123176,0.9188365,1.0063362,1.0054479,0.8518285,1.0861257,1.0808991,1.0081825,1.0340316,1.1184038,1.0002235,1.0086387,1.0747584,1.1491293,1.0838499,1.0979989,1.0390993,0.8783037,0.8981786,0.8761233,1.035035,0.9411949,1.1051869,0.8977567,1.0279504,0.9633902,0.93522793,0.7459088,1.1516414,1.0792613,0.8736421,1.0121912,1.0857024,1.1113312,1.1685499,1.0432086,1.0542294,0.91703165,0.5291453,1.094157,0.6781401,1.023502,1.1474642,0.7621316,0.65912956,1.1827667,0.9190803,1.020323,1.0884513,1.1653433,0.84143895,1.0810488,1.0716242,1.037295,1.1032603,0.9614467,0.94991946,1.0197027,0.85073185,1.0503464,0.9264907,1.1448395,1.0064533,1.039489,1.0188669,0.9022675,0.9077322,1.1528213,1.0767307,1.0928254,1.09795,1.0726634,1.1026022,0.934269,0.9669965,0.97207624,0.9381467,1.0704634,1.0901244,1.0925195,0.8364004,1.0602546,1.1004804,1.1053243,1.073783,1.0709593,0.8986466,1.1630752,0.0,1.1033154,0.92035717,1.1125854,1.1009934,0.763999,0.9593097,0.81691295,1.0032932,0.9646732,1.1069092,1.052601,1.1641761,1.111646,0.8571862,0.918463,1.012877,0.9897494,1.0948807,0.59869623,1.1000446,1.033117,0.9471869,1.1136457
shorts,1.0176554,0.83594275,1.2561421,1.1206294,0.8064134,1.0123477,1.0503407,1.2102723,1.2664796,0.8767197,0.81217694,1.0518103,0.44286835,0.9362551,0.72172415,1.1023474,1.0605208,1.1416278,1.1002845,1.1703689,1.1178076,1.0502981,0.9565197,0.80752957,1.0959022,0.84490776,0.7013428,1.078826,1.2473736,0.8405702,0.99940926,0.7617841,1.0835915,0.9468015,0.86953485,1.0074791,1.235862,1.0290889,0.97689426,1.0920665,0.98270154,0.98086226,0.8788257,0.8713673,0.8049154,0.99053323,1.1507595,0.89150167,1.0214611,0.9957385,1.0810679,1.0630938,1.1907146,1.1779296,1.3081129,0.99285877,1.1012907,0.9604889,1.3748593,0.778745,1.1219355,0.92687935,1.1314445,0.8308024,1.1011025,0.45414758,1.1895939,0.68428063,1.1078718,0.95189154,1.1016523,1.0249062,0.98429227,1.1180215,1.0908715,1.1635578,1.2106566,1.0502608,1.0773808,1.1904501,1.0466732,0.8637233,0.75040305,0.39753026,0.8936862,1.1641192,1.2178829,1.1212871,1.2181463,1.0247644,1.0742975,1.1077404,1.0721005,1.1515826,1.0012834,1.1311123,0.83659333,0.8721634,0.9039881,0.8246371,1.289432,0.6917807,1.1033154,0.0,1.2388492,0.94535315,0.9617022,1.1896728,1.0410969,0.79681563,1.1784244,1.2858877,1.0321856,1.1917812,0.7491135,0.86966735,1.1618904,0.9985023,1.2132418,1.3294535,1.1011434,1.2835999,0.96499044,0.8739163,1.1037912,1.0555422
shovel,1.0995957,0.95574135,1.0123795,0.8599028,1.093878,0.9652943,1.0105942,0.73830205,0.74714935,0.82327545,1.1781354,1.2473927,1.1178339,1.3362483,1.1901273,0.9145225,0.87087667,0.42126036,0.84685534,0.77701735,0.72590405,0.6744815,1.0505466,1.216012,1.1510204,1.1517978,1.0355604,0.88618815,1.1308429,1.325551,0.99407256,1.1060234,0.885997,0.99153584,1.0367937,0.99694073,0.9451721,0.91097975,0.77248,0.74821526,1.0800656,0.98712415,1.0133214,1.0620372,1.1924881,1.0512102,1.0155048,1.2423935,1.1799835,1.1814762,0.93360054,1.0510483,0.9064113,0.7354388,0.74576086,0.8987092,1.2309461,1.0820651,0.77641225,1.3150666,0.8307308,1.0016406,1.2062615,1.2737076,0.7516836,1.3708481,0.55230796,1.1480987,0.85116494,1.0767713,0.7436054,0.7547598,1.0399063,0.8871667,0.9027479,1.2015703,0.81778896,1.1672955,1.2092761,0.9900548,1.0455724,1.2339542,1.2619781,1.3736237,1.1374923,0.9408673,0.8649936,0.7982478,0.87774324,1.1103233,1.07483,0.9673034,1.1915785,0.62060535,0.91221875,1.1765852,1.0207437,1.1950963,1.0915029,1.2815666,0.6094906,1.3034353,0.92035717,1.2388492,0.0,1.0318923,0.989789,1.1468505,1.0168661,1.0050399,0.67751074,0.40079904,0.7536352,1.0934846,1.2425829,0.95966715,0.61239046,1.1749507,0.77415526,0.48119646,1.0576013,0.78768176,0.7872573,0.7377545,1.173927,1.0519079
