,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,elephant,face,finger,fish,flower,foot,fork,frog,game,giraffe,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,sink,slipper,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
leg,1.1229591,0.87813103,1.016334,0.6723913,1.0874945,1.091984,0.9598737,1.1359086,1.0417182,0.9880305,0.93784124,1.17582,1.0636526,0.9241625,1.0222306,0.9952915,1.1204659,1.1793289,1.0423175,1.1316627,1.1665281,1.0346086,1.1173846,1.012183,1.1184447,0.973187,0.99462837,1.066109,0.9466448,1.0395631,0.9739541,0.858081,1.1408203,1.053071,1.0970094,1.0885633,1.0148897,0.95971876,1.0386332,0.7875923,1.0521833,0.81022733,1.0927553,0.9303252,0.92564684,1.1841613,0.9668542,0.6016786,1.1275269,1.2140594,1.0774969,1.0145073,1.0619795,0.9925327,1.1078042,1.1803285,0.87836915,0.9733587,0.8168638,1.0988411,1.0875922,1.0142479,0.9725671,0.82457,1.1097397,0.9804964,1.0293434,0.0,1.0137274,0.88091904,0.8543055,1.0954114,1.1301274,1.0141428,0.89549685,0.9439235,1.0888873,1.0480995,1.0963936,0.9114319,0.8658254,1.0393023,1.1356511,1.1229515,0.8064089,1.0658089,1.1724607,1.003593,1.0379313,1.1884327,1.1016691,0.9588512,1.1129471,0.9866907,0.9752212,1.0968499,1.0104567,1.1231872,0.8599361,0.9850813,0.85705507,1.1038202,1.0514462,0.9664052,1.0556196,0.91059065,0.9515418,1.0793267,1.1202861,0.82294774,1.0746704,0.8326616,1.015825,1.1987009,1.2619549,1.1180078,1.0847988,1.1702257,1.0024005
meat,0.741443,1.0765038,1.122285,1.0180905,1.1056057,1.1082685,0.9970218,1.0657443,1.0806441,0.77319324,1.09382,1.1510499,1.1106985,0.9806061,0.8979178,1.0280179,0.8231757,1.0513494,1.1789631,1.2103753,1.1051064,1.1374103,1.1643597,1.215239,1.0156451,0.79049563,1.1216007,1.2329311,1.0788083,1.0967026,1.0420897,0.9561069,1.1547163,1.1063654,1.1982229,0.7864157,0.97604954,1.0859355,1.0471884,1.0214165,0.93967694,0.97818345,0.8941944,0.9695281,1.114019,0.8857162,0.9283921,1.0444349,1.0938066,0.82912934,1.0558997,0.71481967,1.0484366,0.9752479,0.49342364,0.84746325,1.0138677,1.0809213,0.93914825,1.1014334,0.9332885,0.96019846,1.0756269,0.98801124,1.1046286,1.1037307,1.1248829,1.0137274,0.0,0.923863,0.9179195,1.1555421,1.1468117,1.0908811,1.0115263,0.97824335,1.1315683,1.1008303,0.8236406,1.002234,0.9315784,1.0719373,1.1211182,1.0946656,1.00214,0.8935994,1.0898187,0.81957734,0.9940647,1.1126758,0.89766365,0.9860524,0.9524427,1.0369935,1.232144,0.8093678,1.0733111,0.95609653,0.93497264,1.1005685,0.96897554,1.0933868,1.149214,1.0172275,1.0728853,0.89798385,1.038899,1.0142511,1.2149936,1.0920076,1.1348757,1.0545385,1.0880146,1.1132902,1.0769974,1.002881,1.0665714,1.1009301,1.1594194
melon,0.94049406,0.7231668,1.0523665,0.92343545,0.63680667,1.1538473,0.9111631,1.008306,1.0901632,1.0409365,0.9900556,1.3221991,0.9682361,0.8263221,0.9814378,0.9115792,0.81148607,0.9783306,1.2736878,1.2439673,1.1600837,0.7539538,1.2303966,1.1682721,1.1052283,1.0459225,0.94138324,1.0599267,1.1069347,1.1349403,0.93780833,0.82404464,1.3233141,1.0549066,1.2827628,1.0529522,0.8294779,1.1169331,1.0463172,0.8529614,1.0241886,0.9040165,1.0157923,1.1004579,0.88187885,0.9594147,0.8029834,0.773493,1.1499443,0.9298158,1.0186539,1.0096419,1.161321,0.8238615,0.89735425,1.0010791,1.0495468,0.79444635,0.79361486,0.9207443,1.050477,1.0359824,1.0082394,0.88076204,1.2952926,1.0761564,1.1575077,0.88091904,0.923863,0.0,0.80821645,1.1773666,1.264416,1.0719037,0.9870124,0.9903151,0.98500687,1.0502281,1.0967867,0.8405929,0.9312633,0.9952045,1.3391134,1.294729,0.8743204,0.9720356,1.1117826,0.7535281,0.985028,1.1790133,1.0292237,0.59480125,1.0374529,1.0270057,1.1793604,1.0251839,0.95060664,1.0842276,0.9495675,0.92585933,0.8785269,1.1261883,0.9971078,0.758404,1.1802534,0.98332113,0.9862546,0.9621713,1.1116834,0.8798797,1.2365303,0.9765709,1.0647264,1.0830361,1.1024523,1.1103501,1.1679494,1.2277752,1.0675303
mitten,0.70550954,1.0003341,1.3678174,0.39432943,1.0490053,1.418719,0.3170117,1.3096464,1.0607738,0.91741,0.5403328,1.4435232,1.0501715,0.65995336,0.9387967,0.58143437,0.8032343,1.1419258,1.419583,1.5388274,1.0416877,1.1806958,1.5641227,1.4885141,1.3421736,0.76823324,1.0538739,1.3816701,0.7120366,1.3547193,0.7833225,0.4589852,1.505167,1.0899293,1.5238584,0.91117394,0.7302686,0.86238384,1.0134423,0.45519555,0.9491238,1.0966617,0.7190331,0.8118622,1.043573,1.1149373,0.9679084,0.83890235,1.2854071,1.0228472,0.8551539,0.8237188,1.110491,1.107221,0.9987085,1.1905925,0.7187283,1.1733512,0.56558216,1.2175131,1.156353,1.0383534,0.566008,0.6477275,1.3217142,1.1985277,1.416255,0.8543055,0.9179195,0.80821645,0.0,1.1909169,1.4097332,1.3061469,0.87452084,1.2450215,1.4302849,1.213838,0.9611119,0.4098509,0.6426574,0.9726297,1.4511257,1.4644431,0.45451796,1.0801377,1.2245586,0.8921969,1.1883732,1.5295665,1.146216,1.0175366,0.6400548,1.0536716,1.3649176,0.9635715,0.86749387,1.0307055,0.65116876,1.1133928,0.60028625,1.1435754,1.3165379,0.9900758,1.1515836,0.7749444,0.5345887,0.926299,1.3935974,1.0226467,1.4019163,0.6346276,1.3141304,1.3557758,1.1960034,1.1192312,1.2250477,1.3135265,1.1616762
mouth,1.2228459,0.7810745,0.76985836,1.1339817,1.2302505,0.86623263,1.0579451,0.90650284,0.9487787,1.220944,1.2783164,0.44902062,0.9569667,0.8823416,1.2600105,1.2781936,1.2852464,1.196651,0.8671179,0.8630283,1.0802201,0.71631044,0.88163066,0.8916414,0.7398324,1.2836071,1.0878762,1.123415,1.155469,0.72937775,1.1776377,1.1301197,0.5004899,1.2482928,0.7844393,1.276607,1.2730072,1.1661443,1.0188178,1.1857464,1.2422371,0.6743358,1.2306674,0.99093586,0.62293935,0.8853422,1.199785,0.84178066,0.42857587,1.0831348,1.0951533,0.9847847,0.3579203,0.8625902,1.1278429,0.8367259,1.0317174,1.0890733,0.93981904,0.78339887,1.2304821,1.1061711,1.3165358,1.1570578,0.30701548,1.1164944,1.0670708,1.0954114,1.1555421,1.1773666,1.1909169,0.0,0.7593323,0.8734617,0.6730101,0.497558,0.70371675,1.1522516,1.1464589,1.3004327,1.0821164,1.1863233,0.6664726,0.5871898,0.99256456,1.2658924,0.7011575,1.018111,1.1060189,0.6808549,1.1753573,0.9151268,1.2330194,1.2390593,1.1164688,1.2984886,1.0846059,0.9981637,1.21861,0.7892808,0.9540446,1.0695608,0.5691981,0.81771266,0.7172821,1.1445045,1.3128891,1.3749487,0.8341596,0.48907554,0.78132355,1.1161311,0.9061897,0.9003966,0.84466404,0.8732693,1.0391531,0.29971218,1.0194907
nail,1.3619647,0.9866629,0.49983585,1.4009001,0.90305376,0.49037224,1.291341,0.7219953,0.8851751,1.2047223,1.3706598,0.29553437,1.1197424,1.3548002,1.1842016,1.4161797,1.2065812,1.1759882,0.3232205,0.33998752,1.165928,0.66257507,0.30569327,0.52529246,0.88470316,1.1715828,1.1004057,0.5920783,1.1967082,0.59907186,1.2950374,1.3506331,0.28890485,1.1370343,0.24791217,1.2441585,1.3887264,1.1928809,1.0637352,1.4029799,1.1795121,0.93312985,1.2560873,1.2514093,0.86523867,1.0737048,1.0776855,1.0991468,0.6234532,1.2204494,1.1648192,1.0956788,0.91910124,0.8420703,1.119333,0.9884649,1.2494419,1.0224441,1.2991133,0.7618382,1.0800387,1.1054703,1.3156663,1.3623413,0.46097553,0.9669266,0.663497,1.1301274,1.1468117,1.264416,1.4097332,0.7593323,0.0,0.72202,0.94501704,0.72917056,0.4340731,1.007262,1.1142107,1.3907325,1.3154247,1.2458138,0.38931155,0.34623867,1.3183324,1.1375573,0.68595904,1.1186687,1.0665091,0.35672873,1.0774965,0.9554064,1.34984,1.0465899,0.8123257,1.2358041,1.1387303,1.1939491,1.3607244,0.5577618,1.3549061,0.9805418,0.48658597,0.9414444,0.9020588,1.2731035,1.3202842,1.3285068,0.5935828,0.8579979,0.4651897,1.2734979,0.7458781,0.84578675,0.8868401,1.065373,0.89060146,0.4938773,0.8944737
napkin,1.3185855,0.7602184,0.7864126,1.2522556,0.91347593,0.6481529,1.2081363,0.61017835,0.88970786,1.2363186,1.3496563,0.66441834,0.8227803,1.3431782,1.2935655,1.2556742,1.2123175,1.1868936,0.4917124,0.6613283,1.1539541,0.7993362,0.58879113,0.518851,0.86562634,1.2059184,0.7974585,0.7251233,1.2594142,0.79597306,1.0057716,1.1966993,0.57807815,0.9625463,0.52042377,1.3669889,1.2801204,1.0464865,1.1273347,1.2315273,1.2925446,0.88646686,1.2662373,1.3189411,0.80625,1.1708031,1.0406303,0.90924805,0.7324394,1.2058897,1.1995585,1.0692457,1.0969859,0.76425934,0.9634995,1.0864121,1.2843301,1.0224402,1.2898728,0.67371917,1.1403825,1.0464069,1.2618314,1.0101832,0.8899532,0.5451978,0.66847897,1.0141428,1.0908811,1.0719037,1.3061469,0.8734617,0.72202,0.0,0.98056626,0.80066454,0.7191899,0.73056334,1.302544,1.2441493,0.9683608,1.2428355,0.625216,0.67483956,1.2118424,1.0807508,0.71187294,1.119183,0.8312284,0.74733084,1.1270106,0.88497925,1.2627702,1.1393329,0.55388457,1.3531506,1.2408051,1.233371,1.1789969,0.5731046,1.1667928,1.061903,0.5661482,0.75158817,0.895161,1.1045891,1.20348,1.2474421,0.75988245,0.75058347,0.6977479,1.2559364,0.012533486,0.87143254,0.9805952,1.0012187,0.8086218,0.6909766,0.81823844
necklace,1.1972156,0.78110147,1.0485353,0.69341964,1.2773304,1.1874617,0.8861538,1.147948,0.831513,1.1722208,1.1014012,0.8735978,1.0553453,0.62463844,1.2498856,1.1377954,1.1943122,1.3006288,1.1287246,1.1404251,1.0663676,1.0333751,1.1376276,1.0769163,1.1658925,1.0736051,1.129814,1.2702252,1.0457383,1.1315049,1.1307008,0.8191153,0.8644413,1.2677011,1.09179,1.317159,1.154515,1.0020865,0.8664392,0.78200257,1.2225745,0.64495796,1.1900027,0.91198117,0.7208705,1.2068243,1.0594602,0.716179,0.52380353,1.2887921,1.0939884,0.83334917,0.69394314,0.87368166,0.92283,1.0491539,0.8520511,1.0700207,0.5485006,1.0186044,1.3507304,0.93948936,0.98915213,0.9530984,0.7062928,1.064321,1.046546,0.89549685,1.0115263,0.9870124,0.87452084,0.6730101,0.94501704,0.98056626,0.0,0.67445934,1.0792493,1.1907002,1.193954,0.90292835,0.8833845,1.1714287,0.874867,0.81411123,0.66958195,1.3197589,0.8605162,0.8579238,1.230732,1.1217587,1.326463,0.9501641,0.9327404,1.1094502,1.1143328,1.3320198,1.0635043,0.7846994,0.9328786,0.8345494,0.81988406,1.0310105,0.8010686,0.8569244,0.5694009,1.0045605,0.927337,1.1235482,1.2435235,0.56154305,1.0443684,0.49088097,1.0135376,1.2656085,1.1203215,0.9713551,0.8877473,0.62182647,0.99018013
nose,1.2378929,0.73886466,0.6750276,1.2268131,1.0211382,0.85073584,1.1706989,0.864828,1.1881695,1.1832514,1.4372387,0.7620431,1.2569683,0.84753734,1.2414706,1.4864932,1.2893338,1.1910654,0.7639736,0.76247334,1.2904458,0.7745577,0.7379015,0.8272531,1.0135478,1.3081236,1.1522045,0.90960944,1.2651405,0.80719125,1.3275244,1.1129901,0.6655572,1.2936673,0.68148005,1.2895302,1.2037559,1.2897561,1.1158124,1.2575622,1.2200352,0.41594744,1.2527137,0.951721,0.74843824,1.0915394,0.96379197,0.6807078,0.70537055,1.1333097,1.179866,1.0585166,0.57035214,0.6253614,1.0194279,0.8106524,0.98533475,0.8223684,0.8860189,0.62338394,1.1336015,1.167105,1.34551,1.2286556,0.5857841,0.98382914,0.8315182,0.9439235,0.97824335,0.9903151,1.2450215,0.497558,0.72917056,0.80066454,0.67445934,0.0,0.5789622,1.0920081,1.1778432,1.3608956,1.2004992,1.2077687,0.7245604,0.5783446,1.0871543,1.1306784,1.0154972,0.80310297,1.0556736,0.75157845,1.1211468,0.8171564,1.2856545,1.1603936,1.0060866,1.2766708,1.1425819,1.0640138,1.1837889,0.66194797,1.1728845,1.1945124,0.5822419,0.69373196,0.8747515,1.0851423,1.3196627,1.3924906,0.78703207,0.39088035,0.8285568,1.0650792,0.821212,0.9250144,1.0523874,1.0203145,1.1714078,0.6403229,0.9474675
orange,1.2325566,0.7058299,0.45588124,1.5142033,0.7152635,0.47837675,1.1758615,0.6675749,1.1773508,1.1776003,1.4865597,0.5656717,1.1577489,1.2537044,1.0345898,1.5166602,1.297223,1.0492743,0.49959254,0.5153146,1.2937664,0.33817852,0.49136418,0.7065847,0.88846,1.4187605,1.1203787,0.5822921,1.3030943,0.5444297,1.3600233,1.2376971,0.4396695,1.2475247,0.42485166,1.2363931,1.3026365,1.3663443,1.2452209,1.480037,1.0850902,0.7098831,1.3126327,1.2489504,0.8297849,0.8290974,0.9737197,0.9956518,0.7066241,0.90192544,1.138226,1.3006903,0.8565313,0.72867596,1.1695565,0.8499878,1.2540804,0.6875529,1.2778573,0.6276552,0.9917602,1.1678772,1.4602953,1.4029034,0.6544042,0.95171374,0.7443485,1.0888873,1.1315683,0.98500687,1.4302849,0.70371675,0.4340731,0.7191899,1.0792493,0.5789622,0.0,1.112677,1.1545873,1.5608642,1.4066305,1.2381742,0.56853276,0.46311605,1.285201,1.0527624,0.8826178,1.1249642,0.9800731,0.4322427,0.9819144,0.5936329,1.3627479,1.1388023,0.909377,1.0862519,1.1630945,1.1813104,1.3785038,0.5675565,1.4094903,1.1764723,0.47987068,0.6653658,1.0214213,1.1491168,1.4703488,1.4281219,0.457888,0.6596998,0.66576326,1.3399706,0.7369363,0.68635595,0.91382706,1.030735,1.0973399,0.67505383,0.9995861
oven,1.2408689,1.0806178,1.0734056,1.1192933,0.969486,0.9970806,1.2864641,0.60237706,0.7025735,1.1234763,1.0113851,0.98048615,0.66546446,1.262239,1.1809002,0.981985,1.0610226,0.8401946,0.8876007,0.7852356,0.5685039,1.0594841,0.7643394,0.5415436,0.95440614,1.1014525,0.4945987,0.9584614,1.0221679,1.0204667,0.6967535,1.1679766,1.0112154,0.41485113,0.8626082,1.175297,1.092066,0.71675885,0.70451105,1.0941018,1.1529073,1.1415226,1.119203,1.2077296,1.047844,1.2553926,1.0992968,1.0530759,1.0447304,1.2597035,1.0726132,1.0757197,1.2441778,1.1011641,1.0544928,0.97202235,1.1565976,1.0510924,1.1816994,0.96348757,0.99792224,1.0376848,1.0365752,0.9364832,1.1680114,0.4817834,0.7291825,1.0480995,1.1008303,1.0502281,1.213838,1.1522516,1.007262,0.73056334,1.1907002,1.0920081,1.112677,0.0,1.1701542,1.0773101,1.0448349,0.9752174,0.99225163,1.0735656,1.1673471,1.0166698,0.94792956,1.0010794,0.7260211,1.0414948,1.0109421,1.1214236,0.9278504,0.8631475,0.520692,1.1930766,1.1351707,1.1286775,1.0495927,0.98489094,1.1401812,0.7894305,0.9538603,1.0970407,1.072926,1.0439178,1.0433519,0.5874796,0.90965986,1.1496677,0.8480862,1.163337,0.7218847,0.8523376,0.8126043,0.9307422,0.81737024,1.0578516,0.6243256
owl,0.6347144,1.1958436,1.2125945,1.0647522,1.0941284,1.065336,0.95198625,1.1951548,1.153679,0.87655175,0.95493925,1.1975174,1.1206684,0.91878,0.65419185,0.87221605,0.8086684,0.95076376,1.1728084,1.2243936,1.0675046,1.2043427,1.2039742,1.2729824,1.0704268,0.6986164,1.1938473,1.032731,0.98997533,1.0947151,1.0713403,1.0314972,1.2149731,1.0225157,1.2125114,0.30764914,0.85299903,1.081785,1.0886014,1.0342958,0.689442,1.136043,0.83089566,0.8507226,1.279945,0.6853218,0.8563399,1.1010728,1.2693374,0.7120972,1.0032803,0.98816025,0.90451,1.0350276,0.7462877,0.8937441,0.9149365,0.97771007,1.0585493,1.1982718,0.907522,0.96083254,0.93936455,1.0147811,1.1431358,1.1786559,1.1729012,1.0963936,0.8236406,1.0967867,0.9611119,1.1464589,1.1142107,1.302544,1.193954,1.1778432,1.1545873,1.1701542,0.0,0.97819227,1.049202,0.89824075,1.1976149,1.1627765,1.1196605,0.79822445,1.1547155,1.0188295,1.1019088,1.0899911,0.9020734,1.1471413,0.92001426,0.9066297,1.1815445,0.57486117,0.89636725,0.9024239,0.96428007,1.2489882,1.0019671,1.073271,1.2989033,1.1193326,1.1796647,1.0199959,0.9790786,0.9510337,1.1692193,1.2300699,1.2147994,1.0005397,1.2806635,1.0348802,1.1504241,1.0432122,1.1412742,1.2201542,1.0843222
pajamas,0.9142937,1.1544499,1.4188182,0.3433382,1.1391332,1.4003618,0.7572045,1.3995552,0.86724156,0.9384433,0.26890993,1.4244792,0.94883204,0.6138628,1.0258731,0.30553424,0.6438061,1.0737815,1.4161038,1.5187758,0.8807054,1.3900115,1.5101913,1.4079735,1.3322713,0.5753856,0.9311281,1.3926914,0.53381824,1.3511847,0.60326517,0.67947507,1.5858574,0.8977542,1.5167551,0.9042742,0.6103488,0.6535698,0.9600508,0.27733326,0.9925303,1.2803967,0.7522367,0.6481353,1.1324816,1.2419269,1.0643582,1.1291382,1.3533947,1.2058992,0.853343,0.7929641,1.1830946,1.3578455,0.98731816,1.2338139,0.5978246,1.2924347,0.7093731,1.2874886,1.1665475,1.0684536,0.21868563,0.5950432,1.413007,1.1604277,1.3354058,0.9114319,1.002234,0.8405929,0.4098509,1.3004327,1.3907325,1.2441493,0.90292835,1.3608956,1.5608642,1.0773101,0.97819227,0.0,0.5623324,0.88851714,1.5543374,1.5645787,0.5592896,1.0374643,1.1367984,0.94575465,1.1373317,1.5749795,1.1890546,1.2442143,0.5849953,0.9792469,1.201145,1.0552381,0.7330992,1.1077623,0.4794032,1.332584,0.5599756,1.0515493,1.477667,1.202346,1.1954547,0.90212005,0.19351375,0.7119506,1.503361,1.3302625,1.3452809,0.64976287,1.2367649,1.431012,1.1805719,1.1268511,1.1222333,1.3876722,1.0289751
pants,0.95359665,0.99691194,1.4462619,0.5652864,1.2574208,1.3193823,0.7622328,1.2753831,0.8176978,0.9896597,0.64170235,1.2496897,0.774488,0.8220948,0.99384445,0.5517409,0.8595152,1.1736962,1.3580273,1.4362617,0.97881943,1.2859552,1.4231441,1.3154602,1.1812807,0.66981685,0.93367624,1.425636,0.79571104,1.2305456,0.68161345,0.84282666,1.3070879,1.0659907,1.39253,1.0090503,0.97861576,0.8080306,1.0186124,0.5590577,0.96390814,1.2306654,0.7909846,0.9336863,1.0050577,1.1638346,1.1318709,0.8691859,1.1642532,1.160928,0.85124505,0.72249395,0.980153,1.1076115,0.78425467,1.2421957,0.91830564,1.2987053,0.7771976,1.2484893,1.1491836,0.997793,0.76229244,0.16399729,1.1479046,1.0203646,1.3796914,0.8658254,0.9315784,0.9312633,0.6426574,1.0821164,1.3154247,0.9683608,0.8833845,1.2004992,1.4066305,1.0448349,1.049202,0.5623324,0.0,1.0318648,1.2689471,1.2802415,0.7608739,1.1323649,0.92740124,0.90848494,1.1136386,1.3794127,1.1340084,1.1731888,0.876598,1.1403315,1.1393467,1.0282488,0.9579393,0.8829367,0.40497935,1.1624749,0.31113535,1.0225301,1.2005771,0.9768861,1.0090232,0.8681741,0.68371046,0.73553556,1.4559817,1.0469016,1.321953,0.8591547,0.945332,1.3960397,1.1770434,1.0730567,0.9323949,1.1306455,1.0934838
paper,0.7625102,1.3147926,1.2488444,1.0563369,1.0329813,1.200699,1.0258248,1.1698589,1.0477499,0.8620722,0.7252253,1.2499031,1.0239024,0.75039625,0.86371255,0.75291884,0.93892634,0.3340205,1.1739422,1.1669137,0.69703317,1.1833082,1.1495887,1.1714803,1.1598095,0.9620849,1.0220128,1.0718489,0.9319535,1.2654039,0.92462486,1.042443,1.2899964,0.8318484,1.2369299,0.7899818,0.64075303,0.93510246,0.9604063,0.90218216,0.8775987,1.1481916,0.96516806,0.88026667,1.1675215,1.0457518,0.9357846,1.1013745,1.3126166,0.9178101,0.6757939,1.1124516,1.0457764,1.325823,1.1290163,0.9047679,0.9124429,0.93242204,1.0254053,1.0875648,0.8910886,0.83257955,0.81196964,0.90779364,1.2732863,1.0059719,1.0750203,1.0393023,1.0719373,0.9952045,0.9726297,1.1863233,1.2458138,1.2428355,1.1714287,1.2077687,1.2381742,0.9752174,0.89824075,0.88851714,1.0318648,0.0,1.217327,1.2803717,1.1032132,0.8637734,1.2616028,0.9360612,1.0017774,1.187869,0.93509835,1.1337628,0.91315913,0.8887328,1.0244521,0.8476081,0.705655,0.82503766,0.86808264,1.4065659,0.9761212,0.939145,1.4220138,1.3544009,1.2450567,1.0950648,0.86301816,0.58763814,1.1296878,1.2850938,1.1583278,0.9625268,1.2396071,0.98915225,0.9665401,0.937215,0.8609378,1.3418474,0.9373135
pen,1.2334492,0.9336878,0.66492766,1.4558265,0.96802926,0.5730183,1.1273252,0.63462067,0.9779124,1.2180042,1.493392,0.3703822,0.9730118,1.401571,1.2275046,1.5001929,1.35445,1.0734897,0.3912773,0.35416842,1.0981469,0.73636454,0.37094587,0.5577288,0.69876766,1.3649263,1.0406154,0.69010043,1.3957349,0.6305775,1.2864447,1.3883699,0.124061346,1.0810943,0.32822466,1.3303767,1.4574445,1.3341012,1.1083393,1.5178287,1.2216139,0.914195,1.3399726,1.3017122,0.76635414,1.0335957,1.1449175,0.980711,0.4654041,1.078296,1.1447856,1.0992184,0.8256143,0.77498925,1.0637667,0.95869565,1.3461941,0.97016406,1.2441806,0.76184714,1.0913708,0.81199265,1.4600538,1.342963,0.3400396,0.8775364,0.65159976,1.1356511,1.1211182,1.3391134,1.4511257,0.6664726,0.38931155,0.625216,0.874867,0.7245604,0.56853276,0.99225163,1.1976149,1.5543374,1.2689471,1.217327,0.0,0.09169519,1.3105189,1.1979413,0.6580782,1.0787429,0.9426343,0.3552029,1.0660707,0.9006884,1.3777905,1.0429028,0.7774823,1.2636278,1.2678399,0.8825573,1.4140747,0.5878444,1.2667478,0.9333429,0.42666262,0.87713665,0.6503235,1.2347128,1.4700912,1.3044678,0.5904718,0.7677898,0.56080794,1.1936511,0.6453681,0.69669116,0.8256008,0.8938789,0.6979656,0.46435964,0.920928
pencil,1.270577,0.8687429,0.6075188,1.4521154,0.98884714,0.5222676,1.1327168,0.61851496,1.0090814,1.2478081,1.5066036,0.35462928,1.0736642,1.3349043,1.2505698,1.5382969,1.3515902,1.0937222,0.39744455,0.3663566,1.1599236,0.68029654,0.39170736,0.6068253,0.75094557,1.3634136,1.0715272,0.7101603,1.3782177,0.55538404,1.3333125,1.3727067,0.108204365,1.197746,0.2955901,1.3537769,1.4809145,1.3477414,1.142206,1.5066695,1.2365386,0.8250297,1.3347018,1.2675054,0.7620212,0.9958314,1.1319005,0.9403595,0.46131688,1.0702653,1.1796085,1.0836265,0.76549286,0.6836661,1.0465276,0.8988642,1.3210193,0.94952,1.2311794,0.7723539,1.1354159,0.9508593,1.4977407,1.3742603,0.28012145,0.896601,0.6531897,1.1229515,1.0946656,1.294729,1.4644431,0.5871898,0.34623867,0.67483956,0.81411123,0.5783446,0.46311605,1.0735656,1.1627765,1.5645787,1.2802415,1.2803717,0.09169519,0.0,1.2719259,1.2322618,0.65646064,1.060465,0.98926455,0.3249383,1.1093088,0.86469626,1.4103386,1.1222377,0.81680906,1.287284,1.2816992,0.93430567,1.4122218,0.5430747,1.2895372,0.9949475,0.3819201,0.78464234,0.65103376,1.2184565,1.502795,1.3705473,0.5920111,0.67592824,0.5777507,1.1795766,0.698274,0.7089551,0.8363588,0.91543096,0.8099683,0.42642242,0.92865115
pickle,0.9959798,0.8889647,1.2059985,0.38832808,1.0374401,1.331562,0.550545,1.1400951,1.0122789,1.0913899,0.7068677,1.2271326,0.95642424,0.6292496,1.1311826,0.7195139,0.91302496,1.1769257,1.376313,1.4018798,0.9504433,1.0465965,1.446552,1.348167,1.1807885,0.9140284,1.0354854,1.3521594,0.85866416,1.225127,0.87706316,0.33238876,1.2864014,1.0934106,1.398695,1.110356,0.9054165,0.9505981,0.94107294,0.6365789,1.0887876,0.9436273,0.910051,0.78883505,0.91862285,1.04635,0.95022166,0.91204685,1.0068011,1.1092707,0.9389364,0.6744525,0.9641682,1.0672264,0.99294263,1.0375782,0.7668724,1.1392747,0.5701133,1.1962261,1.2531247,1.1143789,0.7371577,0.8373853,1.0981104,1.197185,1.4263964,0.8064089,1.00214,0.8743204,0.45451796,0.99256456,1.3183324,1.2118424,0.66958195,1.0871543,1.285201,1.1673471,1.1196605,0.5592896,0.7608739,1.1032132,1.3105189,1.2719259,0.0,1.1371893,0.9898961,0.90119207,1.2300553,1.3901356,1.2306523,1.0383836,0.7063745,1.1341455,1.3041966,1.1796767,0.9311098,0.9936687,0.79669046,1.0667522,0.67692864,1.1274712,1.135349,0.9440411,1.0113592,0.87415946,0.66910625,1.0295094,1.2819598,0.88369876,1.2321955,0.67301285,1.225292,1.2795326,1.1432978,1.0163016,1.1906755,1.0278096,1.1366848
pig,0.86060315,1.0811484,1.00974,1.1311021,0.8923199,1.0476496,1.1512967,1.0547173,1.3468318,0.7166169,1.0775329,1.2311052,1.1558294,1.0764906,0.8955391,1.037522,0.90605056,0.792277,1.0355169,1.0966209,1.0417638,1.0389142,1.0378064,1.0919366,1.083575,0.8987648,1.0674547,0.94596803,1.110127,1.117814,1.0950304,1.0064948,1.2489977,0.9852183,1.1047931,0.4632107,0.6678965,1.1392982,1.1613795,1.1416228,0.92825377,1.0417296,0.74962497,0.9781035,1.1685064,0.95529884,0.89300245,1.1434984,1.3226862,0.81281006,0.91622657,1.0208458,1.1820413,1.0279763,0.99822587,1.0120869,1.025578,0.87996423,1.1102073,0.9840245,0.35783732,1.1752144,0.9950293,1.1180346,1.3266449,0.9363853,1.0032269,1.0658089,0.8935994,0.9720356,1.0801377,1.2658924,1.1375573,1.0807508,1.3197589,1.1306784,1.0527624,1.0166698,0.79822445,1.0374643,1.1323649,0.8637734,1.1979413,1.2322618,1.1371893,0.0,1.3047976,1.1281757,0.9306648,1.1306157,0.31101233,1.0359665,0.97264344,0.9405879,1.0405756,0.69552696,0.9218652,1.1675886,1.0936337,1.1830494,1.1979072,1.1482476,1.2549727,1.0566412,1.2143215,0.9922658,1.0116837,0.9914935,0.97305983,1.1824197,1.1007719,1.0920036,1.0534346,0.8863077,1.0104411,1.0148939,1.1851103,1.3248942,1.1529721
