,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
egg,1.4125423,0.84485936,0.3896309,0.7736889,1.4549017,0.1936155,0.57901376,0.9906569,0.971339,1.1985825,1.003573,1.4566202,0.86898446,1.4176233,1.4379835,0.92899615,1.5186434,1.0055695,0.49003017,0.5955727,1.2422004,0.42661214,1.0588295,0.8681641,1.0974971,0.7637974,1.1550881,0.53123194,1.2910118,1.3817973,0.7420677,0.5865932,1.2961916,1.3564485,0.7041986,1.4543449,0.77793676,1.0815914,1.3478664,1.0116308,0.57966554,1.5173196,0.49141264,1.0113271,1.0366186,0.9881738,0.87206423,1.1806589,1.0897512,1.0249779,0.84699696,0.79041636,0.0,1.1235005,1.0633435,1.0799409,0.80794436,0.9038586,1.0804214,1.2083002,0.8680546,0.8392991,1.1434132,1.3057394,0.7148941,1.1173837,0.99843556,0.6518862,1.1427114,1.126961,1.3270786,0.5529555,1.1170375,1.4282703,1.3761591,0.7375438,1.5108845,0.83032465,1.1941241,0.6689381,0.7201284,1.1224695,1.0554898,1.371853,1.1356316,1.0020396,1.0639154,0.36427373,1.2164458,0.8663023,0.8464303,0.32874805,1.2426546,1.2686619,1.4420809,1.4797937,1.2417979,0.5286105,0.8146893,0.7485171,0.6993662,0.76706153,0.90913415,0.8554812,0.8614411,0.92923063,0.57020265,1.2356505,0.94240147,0.48899466,1.229702,1.172227,0.99387306,1.2631414,1.4429035,1.2156059,1.3570822,1.1473486,1.1955187,0.62003136,1.2391683,1.2657181,1.2724701,0.63273007,1.207701,0.544745,1.204761,0.68677443,0.5308771,1.1198703,0.63544005,1.3301613,1.3623805,1.4298892,0.44819498,0.6584966,0.7236953,1.2695668,1.2555877,0.5465005,1.2361751,1.3986789,0.68069816,1.2155417
elephant,0.5066386,1.2048151,1.1627994,1.0138016,0.7909194,1.1157612,1.0266714,1.0011711,1.3218055,0.9263558,0.7754056,0.78116417,1.2830929,1.0138335,0.7707959,0.71889985,0.79847646,1.1307025,1.3192093,1.232788,1.0899571,1.1508825,1.2410682,1.2021052,0.84388316,1.3620434,0.9771281,1.1235075,0.7680651,1.0232961,1.1844256,1.2086551,0.8268939,0.8211294,1.1319519,1.0646081,1.1409513,1.0822272,0.9396924,1.1161718,1.3448833,0.8423502,1.3335924,1.0760646,0.9178603,0.6554601,0.9232045,1.1268272,1.0696015,0.9919201,0.8688514,1.1076351,1.1235005,0.0,1.0842446,0.91080827,1.2125858,0.9675541,1.0436718,0.98984027,1.2903073,0.84674704,0.6607082,0.86498135,1.287569,0.8834198,0.8088663,1.0888716,0.9365334,1.0800318,0.92622566,1.2465341,0.6620018,0.83478546,0.77457565,1.2701931,0.8221623,1.235378,1.1737121,1.2613552,1.3508929,0.9550167,1.0444446,0.7856227,0.909606,1.0651591,1.0992023,1.2607334,1.2222373,1.3651251,1.2277106,1.1469796,1.1279598,0.7266362,0.7787957,0.8849076,0.94647884,1.1986649,1.31332,1.309287,1.1687938,1.23104,1.0517353,1.1549226,1.1098477,0.53306323,1.1660944,0.99401784,1.2681439,1.1843082,0.9781338,0.605607,0.6300442,0.97510165,0.8094233,1.0647328,0.8220038,1.1142454,1.0932016,1.2413164,0.7744193,0.8581348,0.831372,1.3446064,0.74565107,1.3867445,1.0326705,1.181854,1.3291994,0.8923323,1.3128119,0.83621883,0.7569996,0.81862426,1.2352338,1.2052999,1.1679825,1.0446496,1.1844308,1.1895171,0.87964004,0.9242806,1.2838565,1.0235122
eye,1.1179485,0.87043583,1.0837706,1.1953131,1.1699989,1.1597724,0.9974222,1.2317541,1.1019846,1.0467467,1.0008882,0.99531907,0.47572827,0.85297585,1.1768107,1.2111363,1.1079825,1.0725846,1.0127474,0.9741276,1.0681224,1.0222664,0.67632174,1.0851017,1.0007795,0.8143641,0.77253044,0.9084166,0.8879951,0.79313225,0.79867584,1.1712546,1.1718812,1.0528132,0.9445746,0.89538115,0.8326941,1.165379,0.8549074,1.0579306,0.78154695,1.0716727,0.97341245,0.9664954,1.1295338,1.1537253,1.1111416,0.9869454,1.0811437,1.1214148,1.135663,0.9192967,1.0633435,1.0842446,0.0,1.0347093,0.8210667,0.7179425,1.158524,1.0144366,1.0027695,1.1390102,0.94352144,1.1181438,0.60436463,1.2286206,1.0178374,1.0862175,0.9903029,1.2285982,1.08333,1.1071097,0.6823424,0.90761834,1.1282098,1.1758884,1.0133375,1.007387,1.0734763,1.0583761,0.7020999,1.182876,1.1516482,1.100739,1.0742283,0.8553863,0.98657656,0.853973,1.1205364,0.6043518,0.72093695,1.0441586,0.8777685,1.1685107,1.1586144,0.85795295,1.1000896,0.7628976,0.82801855,0.9071432,0.8673849,0.75169283,0.9617267,1.1385795,0.97081274,1.0344083,1.1010411,1.2169499,0.86902094,0.7268137,1.0788769,1.0365323,0.9763437,1.1042944,1.0151709,1.130649,1.1127518,1.0449766,0.8982112,1.0589675,1.1231868,1.081808,1.0771966,0.7391256,1.1053944,0.7510743,1.1263808,0.97379094,0.96232384,1.0654324,0.8668575,1.1540047,1.1320015,1.1554362,1.0478567,0.8764723,0.5728998,1.1533473,1.1784891,1.2058388,1.2053282,0.8885976,0.81754327,0.9587858
face,0.7405219,0.98548025,1.0294322,1.008263,0.8049296,1.0944192,1.1432207,0.9552268,1.2585558,0.9389536,1.0148177,0.8784557,1.2357635,1.1237811,0.7188535,1.0670211,0.92490065,1.0566907,1.2228146,1.2319964,1.1044936,1.078352,1.2513762,1.1838155,1.0110395,1.2808707,0.8851546,1.2156582,0.8762567,1.170189,1.1810582,1.2047988,0.7024091,0.65235037,1.1258827,1.0301453,1.164618,1.0615535,1.0562809,1.0830574,1.2767358,0.9553675,1.2304065,1.1198976,0.9833031,0.8963549,0.9611964,1.0874217,1.0949526,1.2263862,0.9350177,0.8513371,1.0799409,0.91080827,1.0347093,0.0,0.99660283,1.1691728,1.0556319,0.9096724,1.2596475,1.0689479,0.9305009,0.82723844,1.0040618,1.0344858,1.0669495,1.1120545,0.15978909,0.95374024,0.7509718,1.0221523,1.1445413,1.0130389,0.56225795,1.172539,0.85535574,1.2500277,1.1909168,1.1834815,1.18052,0.920219,0.98886204,0.8727735,0.83939826,0.8225367,1.0357163,1.0404165,1.3052704,1.3152561,0.8757293,1.1021012,1.0988904,0.9880448,0.68497694,0.861959,0.95421106,1.199848,1.2982996,1.2828399,1.2282745,1.31768,0.977705,1.1225921,1.0749894,1.0613227,1.1451974,1.0642171,1.2389443,1.0301746,0.9730458,0.9192487,0.9723063,0.8991562,0.8164204,1.0905722,0.46980536,1.0387675,1.1544523,1.2467512,0.7257889,0.9309925,0.9105656,1.2624059,1.0193014,1.2566199,1.150527,1.240855,1.2113738,1.0564703,1.1000865,0.8346467,0.5126847,0.86551833,1.2212485,0.94097906,1.1365826,0.90083694,1.2829636,1.1639788,0.89857113,1.0141171,1.1058614,0.90501994
finger,1.2119985,0.2972691,0.762267,0.8471692,1.0424812,0.9163351,1.0584242,0.9737065,1.1604817,1.2300948,1.0818546,1.3222904,0.73072743,1.2156136,1.1076561,1.2864674,1.2846644,1.1220124,0.87238634,1.1223824,1.2373366,0.83823025,0.8656293,1.125181,1.0908766,0.95673025,1.1644647,0.70218176,1.1384556,1.1754433,0.57325286,1.1975763,1.3524208,1.192265,1.0578434,1.144531,0.99790204,1.1966922,1.2273946,0.7942933,0.6701185,1.4482518,0.9052641,0.66399115,1.2960694,1.2679958,0.8941211,1.1921728,1.1138947,0.8799556,1.1503333,0.4149419,0.80794436,1.2125858,0.8210667,0.99660283,0.0,0.8095023,1.2460951,0.774881,0.88876474,1.1306933,0.94212663,1.2741237,0.5335679,0.7432779,1.079796,0.7284086,0.87693244,1.215163,0.56852555,0.9097288,0.8565607,1.1825769,1.1697135,1.0197446,1.0599082,0.6578348,1.2140294,1.1379168,0.72269034,1.1561275,1.166093,0.90731806,1.2388589,0.48967254,0.9754958,0.35862327,1.1720095,0.8717394,0.3760208,0.8645729,1.2041404,1.1997291,1.154927,0.9755274,1.2314893,0.834672,0.8549758,0.84593123,0.8689853,0.91674227,1.0022241,1.1773081,1.1841556,1.0691514,0.8184762,1.2284132,1.0480826,0.49959987,1.3320005,1.2420317,1.056248,1.3302395,1.065153,1.2118819,1.0933464,0.794849,0.6804247,0.6185744,1.3321487,1.3031516,1.2284963,0.54311585,1.273143,0.7110307,0.8186145,1.0214484,0.73528135,1.1121067,0.6329044,1.1925521,1.1605513,1.4173044,1.0835216,0.07447165,0.49569672,0.838681,1.2777729,1.1341256,1.3670101,1.253118,0.31554985,1.1715196
fish,1.0067569,0.9660981,0.880395,0.96912503,1.1730748,0.9525452,0.9461266,1.0972664,1.1786808,1.1236186,0.95115536,1.1519389,0.5665119,1.0813043,1.2504078,0.5948794,1.2712256,0.8728864,0.8129147,1.01143,1.201106,1.0476774,0.95355254,1.2239692,0.7845243,0.951274,0.8692814,0.70768297,1.1297358,1.1480145,0.7433812,0.98525625,1.3000796,1.2054105,0.98563826,1.0123522,0.9548926,1.2064469,1.1075406,0.9869167,0.50567514,1.2552212,0.90066236,0.875327,1.1846749,1.1029574,0.98258835,1.2550178,1.0810004,0.8713001,0.95850664,0.9244552,0.9038586,0.9675541,0.7179425,1.1691728,0.8095023,0.0,0.93149626,1.0196348,0.7367413,0.5891835,0.8675666,1.2908963,0.68325895,1.0257599,0.95804906,0.7658998,1.2178322,1.2377334,1.1235642,0.9801842,0.582403,1.1400094,1.2592044,1.0110347,1.1957045,0.8779743,1.1543124,0.92278016,0.826947,1.1089097,1.1044462,1.0414155,1.2195889,0.98696446,1.1717657,0.7443104,1.1436803,0.77160054,0.98711765,1.0041248,1.2587347,1.1649477,1.322764,1.2199645,1.1480983,0.75077164,0.5863104,0.592451,0.7227918,0.6732197,1.0734773,0.9916563,0.8897913,0.74487835,1.0408541,1.136462,0.94572115,0.8310137,1.3381777,1.0374409,0.6923339,1.226631,1.1451277,0.96481496,1.2969756,1.0713506,0.8246168,0.908792,1.208012,1.2280678,1.0818822,0.70302796,1.0179101,0.683663,1.0901425,0.8729302,0.7736028,1.045096,0.88963753,1.2279062,1.2694943,1.3107225,0.844267,0.84106857,0.5104105,0.973509,1.2409581,0.984399,1.3136117,1.1506152,0.80750734,1.2011936
flower,1.0501704,1.2411468,0.97485316,1.1046888,1.0725065,0.8700441,0.9709524,0.9422443,0.9203347,1.1335695,0.95868075,1.1263895,1.1130563,1.1184129,1.0417455,0.84143174,1.0675164,0.86151147,0.95619905,0.98603815,0.9780753,1.11627,1.1436081,0.98864233,0.8761685,1.0482165,1.0322872,1.0047654,1.0703814,1.1930951,1.0441604,0.77649134,0.95095766,1.0987037,0.9295583,0.88047636,0.95763165,0.901534,1.1277224,1.0083072,0.9843642,0.9669182,1.0109353,1.0357311,0.88465416,1.0116893,0.9577772,1.0144469,1.007778,1.0161159,0.89666474,1.1581991,1.0804214,1.0436718,1.158524,1.0556319,1.2460951,0.93149626,0.0,1.1440606,0.9242549,0.82083416,1.0239205,0.99020493,1.1710278,1.1200612,0.9412372,0.7558982,1.0693812,0.80937254,1.0902603,0.9398693,1.0412718,1.0562761,1.0439683,0.9208297,1.1293857,1.1630197,0.9450741,0.80989486,1.0678421,0.928362,0.94735515,1.076517,0.9721769,1.1617059,0.9337654,1.1521522,0.8851282,1.0472927,1.1810273,0.9944636,1.1233696,0.8843657,1.0697199,1.153245,0.83980405,1.0805254,0.9423469,0.92005426,1.1353477,1.100647,0.99452055,0.72694546,1.0085115,0.9119854,0.8824857,0.8177523,1.0020406,1.1080543,0.995659,1.0821006,0.9536264,0.97192895,1.0103186,0.80270857,1.0812393,1.0832635,1.0343277,1.1489555,1.0140822,1.0828298,1.0685729,1.1552358,0.9653327,0.9933098,1.0566514,1.0978479,1.0118221,1.024849,0.8761779,0.7665243,1.0579135,0.95007765,0.94369507,1.2674268,1.1622114,0.86714506,0.8804733,0.7723664,0.8692521,1.0681311,1.1547524,1.0173867
foot,0.7784064,0.68606997,1.1295531,0.9711427,0.75130486,1.1520773,1.28819,0.8306901,1.102192,1.0296446,1.1380701,0.92637986,1.1467135,0.9763555,0.7539795,1.0113299,0.8677661,1.1615826,1.3229578,1.2839615,0.99082726,1.0675125,1.1470783,1.1722754,0.8227389,1.3577546,1.1495559,1.1034514,1.0341413,0.9772207,0.978061,1.2971711,1.0820539,1.003218,1.1998912,0.9031691,0.9336814,0.9887998,0.99963915,0.69293094,1.3143172,1.0158545,1.3564126,0.89056414,1.0178782,0.95871896,0.8231837,1.1374904,1.0501614,0.85887116,0.9613277,0.90493435,1.2083002,0.98984027,1.0144366,0.9096724,0.774881,1.0196348,1.1440606,0.0,1.130342,0.9549233,0.7052417,0.993637,1.1922048,0.40139717,1.1721791,1.0074353,0.86794144,0.78285295,0.67565566,1.2440313,0.9532887,1.0596946,0.9695322,1.282174,0.76714206,1.0846204,1.1312557,1.3448865,1.2037882,0.8904635,0.9161536,0.35832572,1.0916326,0.8604298,0.70462555,1.1144134,0.9034876,1.1576428,0.9301552,1.1215649,1.2317107,0.9672472,0.8379505,0.70546365,0.98156863,1.2484732,1.31343,1.3465402,1.009321,1.2575736,0.88146925,1.2146763,1.2240713,1.054563,1.0841852,0.8908032,1.2053823,1.0480274,1.1860411,0.8345725,0.8619382,0.82404864,0.7678648,1.1045703,0.9207932,0.30372417,0.85010093,1.1301295,1.0220912,1.069638,1.0100338,0.94062054,1.1033154,1.2850817,0.41929,1.0838859,1.291195,1.010133,1.1011579,0.8952446,0.95347154,1.0270599,1.3228189,0.7328484,1.1109778,0.8221258,0.9571523,1.1988443,1.0270998,1.1034601,0.92162645,1.1120225
fork,1.4087343,0.8873352,0.95864195,0.9635983,1.3525578,0.9837427,1.0085458,1.0772583,0.7724091,1.17004,1.0352523,1.4467185,0.6928537,1.154611,1.4863015,0.9562905,1.4209946,0.91171813,0.69016105,0.81528527,1.0949769,0.8236873,0.6944295,0.9220453,1.0144457,0.66443425,0.9543416,0.7551164,1.2054033,1.1045132,0.75520587,0.68642366,1.3748229,1.3486874,0.9618545,0.78831446,0.9734084,0.9110876,1.1813109,0.75854486,0.5644439,1.3007966,0.73230195,0.7773708,1.2054452,1.0698706,1.060916,0.9522046,0.7387086,0.80916446,1.0816591,1.000426,0.8680546,1.2903073,1.0027695,1.2596475,0.88876474,0.7367413,0.9242549,1.130342,0.0,0.8780546,1.1507387,1.2489331,0.79438424,1.1092509,0.9983624,0.9780641,1.2814476,1.1415831,1.2237269,0.7707162,0.9077325,1.1244062,1.4486827,0.63545114,1.391913,0.37836176,0.7632438,0.5858276,0.7187945,1.0942918,0.9781462,1.3814324,1.3101017,0.98128426,1.0630411,0.8361754,0.7359741,0.47897732,0.9169539,0.9381282,0.9214896,1.236833,1.4572576,1.3227755,1.0657684,0.7071897,0.40426064,0.44400918,0.7676724,0.68444633,1.12219,0.68440425,0.8998646,0.9556446,0.90722066,1.0966498,0.5789962,0.97483385,1.0928488,1.2783192,1.1110494,1.2457482,1.2735468,0.7605405,1.4275392,0.94622606,0.86582625,0.4518788,1.3681686,1.2759411,1.349913,0.678326,1.1095126,0.6148359,0.9511839,0.77366054,0.54664433,0.986815,0.88945323,1.340193,1.4454801,1.358768,0.79209924,0.90681857,0.7596496,1.066926,0.90655917,0.85880625,1.2939388,1.0113865,0.64627993,0.997225
frog,0.9050378,1.1682391,0.7617588,0.7356332,1.1713107,0.8343232,1.0029658,0.9335819,1.0356463,0.9841339,1.0134445,1.2237501,1.1040754,1.2144036,1.1767325,0.5162191,1.260016,0.87958235,0.99174815,0.94317997,1.097015,0.86918974,1.208336,1.1058072,0.53396547,1.1753228,1.0993836,0.74741,1.2388259,1.2976232,0.91337407,0.8527285,1.1394154,1.209186,0.9181415,1.2059147,0.8806051,0.9476467,1.2101681,0.9037931,0.93252456,1.2426609,1.0418068,0.94624853,0.9155907,0.86474776,0.7494737,1.1961851,0.97679543,0.9757096,0.6740763,1.1405389,0.8392991,0.84674704,1.1390102,1.0689479,1.1306933,0.5891835,0.82083416,0.9549233,0.8780546,0.0,0.86744684,1.1506777,1.1518509,0.8893535,1.0021765,0.75226617,1.189562,1.1210214,1.1827383,0.92722213,0.8769687,1.2143807,1.2204744,1.0150748,1.3307265,1.0217955,1.0740278,0.88392377,1.1396405,0.76032907,0.9919493,0.96658313,1.1465365,1.1125436,1.1421548,1.0495585,1.1065466,1.0740091,1.1757219,0.86556405,1.3410218,1.1447599,1.2711473,1.3934674,0.92278767,0.8255352,0.9031989,0.92325306,0.535552,1.04282,0.9558808,0.7617158,0.7601085,0.6346023,1.0210543,1.016932,0.9864499,1.0251029,1.2448356,1.0153035,0.51573235,1.1099799,1.2206042,0.83709323,1.2520113,1.0405873,1.2191806,1.0074155,1.0899038,1.1333238,1.0132227,1.0433354,1.0200163,0.9732994,1.1526315,0.6273751,1.0375122,1.0702251,1.0112741,1.0072352,1.2221315,1.2098972,0.8423818,1.12726,1.0833769,1.1191573,1.1296058,0.6903249,1.0498465,1.2830211,1.1387421,1.1959381
giraffe,0.66323274,0.98932785,1.1225997,1.0341452,0.8668815,1.198861,1.2024555,0.9740361,1.0682969,1.0689535,1.0423449,0.9740979,1.1148213,1.017687,0.9206016,0.81954163,0.998841,1.0520694,1.1966392,1.3134604,1.0839586,1.1498884,1.0496161,1.2643832,0.8308482,1.2778476,1.11238,1.0461576,1.0382688,1.0353332,1.0752538,1.269491,1.0118406,1.0001876,1.1737831,0.94636804,1.001192,1.0332289,1.0356643,0.8544985,1.1288013,1.0008532,1.2813699,0.8460923,1.0678191,0.9796754,1.0121938,1.0785961,1.1441972,0.94930035,0.8324262,0.85031986,1.1434132,0.6607082,0.94352144,0.9305009,0.94212663,0.8675666,1.0239205,0.7052417,1.1507387,0.86744684,0.0,1.096798,1.0737885,0.91282487,1.0745615,1.1030667,0.87501764,1.0273876,0.9635667,1.228829,0.7765303,0.84097373,0.966719,1.1565956,0.96846855,1.1097233,1.0912794,1.210599,1.0919671,0.91821694,0.9642499,0.76890635,1.0183859,0.9575697,0.82819295,1.086112,1.0312018,1.1138371,1.0847856,1.1660516,1.215876,1.0244098,0.9811012,0.8973026,1.0021611,1.0699136,1.1265975,1.1282611,1.0915753,1.2030416,0.95509034,1.1118183,1.223259,0.7774434,1.128402,1.0427402,1.1741943,1.0490894,1.1322612,0.8684186,0.6210061,0.95479375,0.8982224,0.97116256,1.0000937,0.83289444,1.0469736,1.1469622,0.9890022,1.1279446,1.0104803,1.0640224,0.98852694,1.2046214,0.8609793,1.1337218,1.2033312,0.8985158,1.0079229,0.89959717,0.9748894,0.98811716,1.3273451,0.9583642,0.9870737,0.9679092,1.097029,1.1778021,1.1240407,0.9659827,0.9911776,1.0939846
glass,0.67143613,1.2528654,1.1730018,1.0421885,0.60343283,1.1570094,0.9372382,0.8482014,1.1807604,0.7522413,1.0503346,0.72723943,1.4211748,0.93468666,0.58698285,1.0344887,0.67139477,1.0314155,1.3535075,1.0182612,0.78916764,1.1511115,1.1914696,0.7900257,0.9493684,1.3211147,0.91750205,1.3613509,0.8442333,0.8733555,1.3306191,1.2092865,0.6608292,0.76580715,0.93365926,0.80372417,1.0915749,1.039899,0.9459242,1.136229,1.5438104,0.67846143,1.1274419,1.2746811,0.6807809,0.8989218,1.0075005,1.016426,1.0099747,1.0937885,1.0807091,1.2078906,1.3057394,0.86498135,1.1181438,0.82723844,1.2741237,1.2908963,0.99020493,0.993637,1.2489331,1.1506777,1.096798,0.0,1.3800043,0.84390706,1.0794402,1.0340567,0.82530844,0.787732,0.67427945,1.2814319,1.09259,0.6999461,0.645018,1.1266474,0.7279918,1.1341631,1.0271102,1.2609229,1.3745015,0.8952076,0.83041465,0.733094,0.8466073,1.1266738,0.9580256,1.4204006,1.0576853,1.3144617,1.2192025,1.1719477,0.86959964,0.7917362,0.6052076,0.76019895,0.91354364,1.4513016,1.4481332,1.4397318,1.2095419,1.4378064,1.0251664,1.144127,0.89302444,1.0558146,1.2390467,0.83311033,1.1804012,1.2783761,0.79875207,0.7060117,0.98930806,0.7922056,0.7196087,0.89486504,0.6389291,0.9500558,1.0868669,1.2112991,0.7520006,0.6117764,0.84160674,1.4216015,0.91963553,1.4762232,0.9526577,1.1384511,1.3905674,0.8374771,1.3218758,0.72613573,0.64182496,0.55536556,1.1779199,1.3330426,1.3603668,0.7706616,1.0109296,1.1575023,0.5770352,0.67005134,1.3713152,0.9309299
glasses,1.4280853,0.6141216,0.79602873,1.1022364,1.4044499,0.88435304,1.0144813,1.3180025,1.0168444,1.2362102,0.9485723,1.3189918,0.31338477,1.2424759,1.4176117,1.2430475,1.379051,0.98052764,0.48604965,0.8708422,1.2922635,0.9008867,0.7217354,1.0320145,1.1487529,0.4801038,0.8532395,0.9044225,0.98406243,1.1626661,0.6221263,0.934596,1.2801256,1.204339,1.0120645,1.2142258,1.0829432,1.2575288,1.1912718,1.1344857,0.2663206,1.3929186,0.52606106,0.9391134,1.4446938,1.1914401,1.1773409,1.0755541,1.0898008,1.133749,1.1535828,0.60491,0.7148941,1.287569,0.60436463,1.0040618,0.5335679,0.68325895,1.1710278,1.1922048,0.79438424,1.1518509,1.0737885,1.3800043,0.0,1.3082842,0.93841237,1.0712731,0.9452648,1.3074013,1.212009,0.6857629,0.83992994,1.1571718,1.2943958,0.82524395,1.2581917,0.7574045,1.1089386,0.652113,0.36364055,1.3494586,1.2314432,1.4093373,1.1178688,0.7085181,1.1934552,0.26734418,1.1655945,0.4797305,0.4258188,0.99196374,0.97469926,1.2037505,1.3489716,1.1686773,1.2369667,0.6589777,0.4771889,0.4254775,0.88869846,0.49268186,1.1005297,0.89777017,0.9979175,1.0669628,0.98378015,1.3232968,0.799502,0.5078541,1.1486517,1.2666059,1.1929288,1.330905,1.2664878,1.1537097,1.2406212,1.1025779,0.68701404,0.6543856,1.3089454,1.3023255,1.254459,0.32701772,1.0757568,0.36539233,1.2068068,0.95579225,0.30340677,1.0974287,0.5432813,1.3303177,1.3088548,1.4002867,0.82261467,0.47890687,0.24151778,1.1139623,1.2321911,0.99455947,1.446333,1.1783695,0.31683707,1.0011009
glove,0.69407296,0.7672719,1.1223795,0.82052755,0.6120849,1.0090977,1.1729231,0.68421465,1.1254832,1.0843285,1.0569588,0.85380423,1.24778,0.94589496,0.61657405,0.9436328,0.74489737,1.1809552,1.2642326,1.2476574,0.9937997,0.96326876,1.2215908,1.0824616,0.906437,1.3672411,1.2057874,1.0213474,1.0511773,0.8972075,0.9882543,1.2660649,1.1116178,0.9407322,1.2256098,0.9814231,1.0446224,0.99854076,0.90072995,0.8195476,1.3428483,1.0491475,1.2787807,0.890219,0.98905647,0.8745394,0.6029388,1.2603836,1.0134678,0.7409501,1.0495344,0.9902116,1.1173837,0.8834198,1.2286206,1.0344858,0.7432779,1.0257599,1.1200612,0.40139717,1.1092509,0.8893535,0.91282487,0.84390706,1.3082842,0.0,1.0819043,0.84421724,0.9901047,0.9058864,0.47937232,1.1082147,1.0481383,1.0815498,0.86359,1.2110403,0.7186289,0.9483702,1.2495646,1.4158044,1.3240047,0.88790846,0.9749834,0.2751087,1.1590776,0.9858143,0.8349333,1.1415083,0.8509995,1.2692329,1.0112537,1.0796182,1.2161831,0.84485906,0.72029424,0.7880473,1.0322264,1.2941377,1.3603778,1.3795698,1.0179003,1.1719509,1.0200413,1.1590345,1.2444637,1.032025,0.96772385,0.78337395,1.2650597,1.1639876,1.1612496,0.76035464,0.967392,0.9666052,0.74095976,1.0797935,0.8672129,0.51649046,0.87047404,0.9621426,1.0046078,1.0154839,0.88487,1.0197625,1.1492604,1.3490789,0.41013503,1.1284838,1.2709649,0.9464901,1.2277662,0.8466432,0.85736597,1.0154173,1.1937561,0.7822327,1.2152977,0.6525438,0.85478616,1.0951009,0.970703,1.1257344,0.96007115,1.1511073
grass,0.8818106,0.9992243,1.0858903,1.1142368,1.0196648,1.0164616,0.9664519,1.1013876,1.1470594,0.990371,0.03171873,0.93249536,1.0108688,1.053788,1.0584712,0.9217909,0.9119161,1.222256,1.080164,1.1334753,1.2851791,1.0708169,0.9350556,1.1668581,0.97243494,1.0335108,0.84299886,1.1016893,0.57496274,1.0647051,1.0016974,1.0361533,0.93980026,0.8794488,0.9693454,1.0011905,1.1551126,1.0313284,1.0212277,1.1595175,1.0203744,1.0179164,1.1317023,1.0348403,1.2089175,0.8836309,1.1315311,1.1119077,1.0728642,0.8617523,0.9565427,1.1142145,0.99843556,0.8088663,1.0178374,1.0669495,1.079796,0.95804906,0.9412372,1.1721791,0.9983624,1.0021765,1.0745615,1.0794402,0.93841237,1.0819043,0.0,1.2099295,1.0044715,1.2020547,1.0924836,0.99870354,0.89906627,0.87821364,0.9631197,1.060836,0.91209567,1.0040853,1.1575749,1.0517547,1.0666894,1.0486323,1.0647302,1.0454228,0.95319784,1.0786684,1.0805845,1.0202584,1.1677972,1.0456101,1.0352311,1.0761397,0.9879414,0.6331422,1.0290092,0.972828,1.178455,0.979292,0.95026785,0.97979206,1.0675267,0.94514424,1.09915,1.0372418,1.1142001,0.9724064,1.0337871,1.1692772,1.1087976,0.9918888,1.0005146,0.90404963,1.0890323,1.1642324,1.0208606,1.0678259,1.0447568,1.1701708,0.9141467,1.0192423,1.0024784,1.0546012,0.9397977,1.0962,0.7185831,1.0172627,1.1000246,1.0689564,0.96211594,1.133838,1.1418623,1.0616261,0.9962407,1.04937,1.1025885,1.0929289,1.00827,1.205288,1.1101655,1.224058,1.1336366,0.99529296,1.0432674,0.9574055
