,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
finger,1.3615797,0.25801146,0.58761936,1.222862,0.9413209,0.9859291,1.0189297,0.872282,1.0377038,1.3408103,1.3151362,0.7893305,1.1372937,1.0114844,1.2827231,1.2588013,1.378432,1.2483835,0.9673164,1.1078838,1.3896211,0.27424765,0.98317736,1.0963975,1.084604,0.971306,1.0755455,0.52772224,1.2115607,1.1202116,1.15818,1.0884824,0.97822577,1.1226729,1.2653465,0.8451084,0.694411,1.4061549,0.9233221,1.2022243,1.2305912,1.1725438,1.1846143,0.9597414,1.0282673,0.2566138,0.9149787,0.9214736,0.6012865,1.043581,0.0,0.67503893,1.2260158,0.31341136,0.8149307,1.206362,1.2448126,0.46309364,0.95982045,1.2547443,0.717427,0.80820477,0.7485974,0.6424724,0.8398888,1.1716646,1.1274909,1.2375318,0.88563323,1.0061865,1.065846,1.16049,0.92217994,0.5968189,1.2119517,0.9931568,1.2805512,1.0101763,1.3355695,0.41839576,0.95942,0.43635356,0.90373725,0.7063097,0.30381417,0.7648728,1.1999435,1.2268873,1.0725961,0.9899486,1.269027,0.8322718,0.8025509,0.91716254,0.9876387,0.76765704,0.9463667,1.2913455,1.2065144,1.1491609,1.1681243,0.68317294,1.1266667,1.0623643,0.62460613,1.3107041,1.1192741,1.1383,1.2031304,1.134175,1.3415909,1.0779458,0.96972084,0.7984165,0.929605,1.2241037,1.1428041,1.3341616,0.5043221,1.1827284,0.787843,0.9442826,1.3091376,1.1020133,1.2483573,0.7243208,1.3211533,1.1856295,1.1136926,1.4337173,1.1410034,0.12600309,0.44429976,0.7619191,0.9386086,1.1058743,1.4030875,1.2525933,1.2423233,1.1938068,1.0492966,0.53594357,1.1144278
fish,1.044728,0.68603194,0.6582267,1.1194075,1.3265364,0.8685167,1.0119274,0.67833686,0.76081425,1.2521565,1.4876212,0.7078141,0.99121153,1.343384,0.97449726,1.3572388,1.3103914,1.048729,0.6285558,0.7073594,1.275042,0.71227586,0.7964015,0.88291484,0.90467966,0.74201214,0.8329483,0.4612413,1.0316826,0.9876795,0.7445078,1.3541375,0.8877142,0.9271448,1.2239077,0.85078764,0.3438803,1.2996466,0.57633984,1.1023892,0.9243343,1.1020874,1.2735187,0.9077708,1.3086112,0.73457277,0.6019877,1.1638412,0.647909,1.3062384,0.67503893,0.0,0.87530106,0.85554755,0.92356664,0.7222483,1.2049116,0.6862606,1.066889,1.3058932,0.66300637,1.2414658,0.792979,1.2421381,1.0195955,1.0268672,1.3662585,1.3902984,0.7762652,1.2723349,0.80686855,1.0734532,0.6944199,0.91514045,1.0520054,1.0045637,1.3121219,1.2391138,1.4044311,1.0017856,0.94158065,0.6446202,0.63907474,0.8354325,0.88273853,0.59776545,1.2261796,1.0959313,1.3404198,1.2836143,1.4098231,0.52849346,0.50628895,0.72704303,0.993394,0.66601264,0.6453077,1.079641,0.96632904,0.7886833,0.97179127,0.6319874,1.2532163,0.84577465,0.6285996,1.4953805,1.1785232,0.8584516,1.1760716,1.1887078,1.2249886,1.436177,1.0722765,1.0910876,0.66342616,1.3898768,0.87969166,1.4701997,0.63638014,1.1840818,0.52947193,1.0051023,1.0950537,0.7099846,1.270506,0.69596666,1.0522285,1.4158621,1.2525966,1.5247952,0.868471,0.54219335,0.5835779,0.7446306,0.6953243,0.62886566,1.2731347,1.1803627,1.2079946,1.0627571,0.9677509,0.60172594,1.1317036
flower,1.0474802,1.0441346,0.9501724,1.1207061,1.3801401,0.8246579,0.96206474,0.9025054,0.7450125,1.1588211,1.2731757,1.067994,1.1087154,1.3287994,1.0303733,1.3307946,1.1882215,0.8652006,0.6925827,0.6857309,1.0396668,1.1950362,0.5999449,0.7166612,0.6236582,0.69904125,0.57321876,0.9999134,1.0241826,0.90832937,0.54963076,1.2739694,0.92705923,0.9061502,1.1169431,1.1196698,0.8030257,0.95035315,0.66921437,0.9871021,0.91170067,0.9694428,0.94579035,0.8153359,1.2130263,1.0630988,0.67338866,1.0233923,1.0093558,1.1360923,1.2260158,0.87530106,0.0,1.2959428,1.1280798,0.8364136,1.0152259,0.9917539,1.0924132,0.931263,1.0028921,1.1845627,0.90839225,1.3292354,0.9721794,0.9750863,1.2894282,1.2348833,0.8436972,1.4595014,1.194107,0.79598665,0.5651792,1.1792754,1.0332243,1.180754,1.126526,1.2448839,1.1093192,1.2854292,1.1451752,0.9543672,0.7952548,1.0616909,1.2347058,0.9587434,0.9909116,1.0138938,1.3419914,1.3282046,1.0317801,0.7214472,0.7725656,0.8685254,1.205884,1.086902,0.7506704,0.9431785,0.27848577,0.7901125,0.9337208,1.0492597,1.2084013,0.6915768,0.9083128,1.0898325,0.9609575,0.8572709,1.0976117,1.2649697,1.0764999,1.3778279,1.2055535,1.3430783,0.99354535,1.0514679,1.0304343,1.3545156,0.94364524,1.0831808,0.80747986,1.0715966,1.080977,1.1048892,0.9985196,1.0616802,0.7240061,1.2972206,1.1012003,1.2155044,0.7301365,1.0768175,1.0408679,1.1295414,0.83394694,0.7226109,1.1372057,0.5738439,1.017277,0.66915977,0.84888566,0.84888375,0.8431188
foot,1.1407108,0.47247124,0.88190067,1.1786853,0.67874044,1.1881021,1.1538126,0.95190406,1.163673,1.2343304,1.0455563,0.85585845,1.1262579,0.8327902,1.1365039,1.0090104,1.2526437,1.3293109,1.179019,1.3211206,1.378013,0.3957603,1.1149282,1.2364118,1.1002012,1.1566449,1.2121929,0.6617248,1.00743,1.0757215,1.2890742,0.80029345,1.0722094,1.1681651,1.064996,0.7974118,0.9979174,1.2621287,1.1732596,1.1326439,1.0609471,1.1163431,1.088844,1.1308684,0.9189439,0.47120124,1.1365943,0.972272,0.7377995,1.0053296,0.31341136,0.85554755,1.2959428,0.0,0.8751052,1.190627,1.186864,0.610847,0.9157743,1.2014778,0.939614,0.72561586,0.8371806,0.623237,0.9111965,1.1163431,1.0121529,1.1419759,0.8753654,0.75391406,1.0814984,1.1541213,1.1346853,0.51100546,1.0377326,1.0015316,1.2217615,0.8837533,1.2650843,0.53459007,0.8673602,0.68097657,1.035649,0.74955845,0.36273843,1.0209839,1.1154518,1.0937022,0.8552519,0.7189761,1.1997528,1.0853952,1.0588828,1.0798421,0.92044806,0.7560839,1.0193014,1.1638049,1.2413796,1.3546968,1.1095064,0.88280785,0.9688972,1.1979734,0.7991569,1.1099036,1.1141756,1.0252888,1.133198,1.0298721,1.3079275,0.8913198,0.7872478,0.6339978,0.9796971,1.0648502,1.2196357,1.1874007,0.50996006,1.1031549,0.9775024,1.0335231,1.2041048,1.0715878,1.1851118,0.8175397,1.3137349,0.9273627,1.0228828,1.2376298,1.297392,0.30289376,0.5871698,0.93884635,1.0386889,1.3274357,1.3016238,1.2472913,1.1605009,1.229722,1.0966847,0.72253394,1.1074222
fork,1.0018406,0.87197065,0.9878971,1.0646372,0.92237747,1.1547459,1.0094455,0.8307938,0.96286595,1.0669401,1.259653,0.7140325,0.93290365,1.0688621,1.0763642,1.1244563,1.1155683,0.951426,1.003824,1.0076559,1.0528926,0.889995,0.9598361,0.9491075,0.9633719,0.95040196,1.0747197,0.8735312,1.1447154,0.9080005,0.9719551,1.2292849,0.6759024,1.0008736,1.1212301,0.96247596,0.79067266,1.0686243,1.0202569,1.1893462,1.2105131,1.2414259,1.0494877,0.80636865,1.1643806,0.9157058,1.0895336,1.0666382,0.9499379,1.1458601,0.8149307,0.92356664,1.1280798,0.8751052,0.0,1.0253259,1.0072385,0.8719748,0.9222054,1.2093616,0.81541896,1.0774463,1.0476223,0.8059886,1.0963105,1.1770358,0.8953523,1.1421841,0.99108404,1.0277052,0.64743114,1.0029671,0.97400796,0.778077,1.0697032,0.9389021,1.0274116,0.9468949,1.1176244,0.8948982,1.1241454,1.0338867,0.8750374,0.8557862,0.8721088,0.98260385,0.91604906,1.0834641,1.0961258,1.0669103,0.96424,0.64505756,0.61046994,0.9167133,0.950174,0.99361247,0.97482806,1.0993973,1.0145694,0.88814807,1.1271962,0.89624345,0.79710776,0.8341708,0.81681526,1.0480808,1.1523452,1.0566769,0.88205206,1.0296422,0.8546505,1.1606205,0.9140941,1.0145661,0.8009048,1.1852813,0.80540586,1.1419215,0.8742069,1.034968,1.0081459,0.9343582,1.056219,0.76766264,1.1039288,0.94024736,1.0966496,1.2052453,1.0549508,1.0818237,0.96195644,0.8790609,0.81087655,0.6377323,0.8864325,1.0769196,1.0547423,1.1600198,1.1465443,1.1743686,0.77326524,0.7701541,0.9255468
frog,0.34412926,1.1992029,0.8846241,0.965098,1.2132415,0.95742315,1.0301591,0.7268212,0.99463856,1.0024532,1.1336915,1.2617033,1.1708834,1.0975902,0.4827671,1.0814629,0.9937466,0.7198391,1.0777491,1.1285204,0.98197424,1.0005308,1.1438274,1.1519811,0.66208684,1.2533482,1.0174013,1.0774292,0.51770097,1.2359651,0.95149034,1.256902,1.1875548,0.9268095,1.1772641,0.67173207,1.0417148,1.0281605,1.1404389,0.76852304,0.4848721,0.62443614,1.3360777,1.0629251,1.2040789,1.1611851,0.91612166,1.2257377,1.043425,1.0485225,1.206362,0.7222483,0.8364136,1.190627,1.0253259,0.0,0.990891,1.2263408,0.91371536,1.1671128,0.5923732,1.135485,0.8674037,1.0402188,1.0666279,0.7297003,1.1360073,0.94609314,1.0515478,1.2211196,0.917046,1.1692818,1.1094965,1.244216,0.6690399,0.7239608,1.0846279,0.6209639,1.1326044,1.1901355,0.60004854,1.2546294,1.1803828,1.1765977,1.2557397,0.9058703,1.1684585,0.46672767,1.1001551,1.2925277,1.0113035,0.9506697,0.91604114,0.75814235,0.8317108,0.95885,1.1378433,0.5434781,0.9057442,0.9404862,0.6280024,0.9982678,1.084353,0.9874128,1.1288304,1.3193593,0.99820924,0.4027273,0.80286646,0.67686,0.9049587,1.176151,0.8704738,1.2641037,1.059549,1.296379,1.1818078,1.1198668,1.1181202,1.2234464,1.0709132,1.081368,0.839431,0.9194102,1.1474386,0.6817975,1.0482038,1.0497346,1.0902531,1.0643873,0.9575232,1.2091677,1.1871077,1.0379938,1.1973348,0.66008425,0.85340923,1.0585456,1.0682982,1.0393767,1.2908521,1.1252096,1.2583908
glass,0.81550074,1.2441375,1.0679541,0.8949152,0.8940323,1.0410591,0.9859145,1.0589631,1.1098018,0.85444796,0.90897113,1.2471368,1.0684097,0.8179713,0.88506633,0.93622166,0.84804726,0.9314932,1.107674,1.0687506,0.8876767,1.0805097,1.1414919,0.90643597,1.0694381,1.0807548,1.0631385,1.3166023,0.9507122,1.0566664,1.068994,0.95571893,1.0129703,0.9944727,1.0277914,0.98833793,1.3241515,0.8683981,1.1457767,0.9251278,1.0056679,0.87513995,0.9757733,1.0438967,0.87198657,1.2475245,1.0439012,0.92638177,1.2107935,0.914858,1.2448126,1.2049116,1.0152259,1.186864,1.0072385,0.990891,0.0,1.3095628,0.90697575,0.89704233,1.0336195,1.0512911,1.1076418,0.8661008,1.1688781,0.96651644,0.89153594,0.91718256,0.99902946,0.98201466,0.91458803,0.98869973,1.2065426,1.0437766,0.9775263,0.8664329,0.8350645,0.8491334,0.9129283,1.143046,0.94254065,1.287848,1.2333734,1.1622225,1.2076045,1.0653622,0.9163886,0.9617218,0.8694002,0.9831797,0.8487957,1.2521338,1.2572838,1.1119705,0.9804891,1.1537541,1.218902,0.8650193,0.9637056,1.0517454,1.0118302,1.1333288,0.93249094,1.0513572,1.0702348,0.8143076,0.9389022,0.89909524,0.86251384,0.99945605,0.9495685,0.9155201,0.97473204,1.0079774,1.1000307,0.8497443,1.0286202,0.8155428,1.2098316,0.9563158,1.2403971,0.9699507,0.8554016,0.92340916,0.7553582,1.1872858,0.8644233,0.9373742,0.87735915,0.82207,0.96459466,1.3284259,1.3059946,0.9922078,1.2070764,1.1236331,0.80019706,0.8624096,0.9524119,0.96570504,1.1676455,1.2788949,1.006228
glasses,1.4655018,0.35474777,0.75772774,1.2491621,1.3260732,0.94055057,1.029157,0.99883777,0.80263644,1.4020524,1.4757594,0.57044834,1.1605303,1.3291792,1.2011118,1.4398092,1.377492,1.1919267,0.5286751,0.6794379,1.3522788,0.64246696,0.73279154,0.94917554,1.0935552,0.6805551,0.77866733,0.42916238,1.1503265,1.0365127,0.8967432,1.2778289,0.79979944,1.1447561,1.2874072,1.1138126,0.36372435,1.3665264,0.46840852,1.2353569,1.1173509,1.2712636,1.1341667,0.9621535,1.2661437,0.3014866,0.9686609,1.0300999,0.44263148,1.0134096,0.46309364,0.6862606,0.9917539,0.610847,0.8719748,1.2263408,1.3095628,0.0,1.2100267,1.1850774,0.8315902,0.74176633,0.84787196,1.1799313,0.60200083,1.1840459,1.1874291,1.3434055,0.6457885,1.2182645,1.2124197,1.0915893,0.5692462,0.711117,1.239256,1.2380804,1.3356249,1.3326776,1.3038849,0.6133878,1.1801146,0.24157631,0.71443,0.53038335,0.27726328,0.7564548,1.1708932,1.2595793,1.333758,1.1506994,1.3516251,0.524412,0.5685918,0.7940362,1.1215507,0.88778263,0.7304427,1.3900832,1.0299687,0.8190671,1.1799655,0.66656464,1.2407534,0.93534184,0.45198733,1.3423638,1.1868539,1.2118026,1.2851017,1.2106826,1.2941885,1.2973586,1.17347,0.95881426,0.88646483,1.3013355,0.9046338,1.4526547,0.48023504,1.07338,0.45410132,1.087264,1.3362699,1.2067081,1.2991245,0.8678565,1.2459073,1.363729,1.1832302,1.4854821,0.8905552,0.28544092,0.23712051,0.8883424,0.75189424,0.8869466,1.4124665,1.1752802,1.1930006,1.0510733,0.83507633,0.30031705,0.94632125
glove,1.0004385,0.9536684,1.0159956,1.1802778,0.73679125,1.0571909,0.9279547,1.055411,1.1487873,1.1453788,0.97933453,0.99955714,0.8989885,0.70188147,1.0463239,0.7356033,1.1563139,1.1234659,1.0260786,1.1970266,1.2477204,0.9799384,1.1488309,0.8793363,1.0642042,1.0726699,1.0682176,1.0940163,1.0213892,0.9818581,1.0977571,1.0170697,1.0917094,1.1066732,0.95837843,1.0055346,1.1687514,1.0242879,1.1387156,1.073711,1.0750602,0.851691,1.1554868,1.2154129,0.82948333,1.14518,0.96925735,0.96446574,1.2050431,1.1846733,0.95982045,1.066889,1.0924132,0.9157743,0.9222054,0.91371536,0.90697575,1.2100267,0.0,1.066934,0.7937642,1.1763811,0.9635314,0.6153789,0.9489067,1.1109772,0.9375672,1.0376042,0.9920661,0.69871366,0.94573534,1.145527,1.2108889,0.9180688,1.0241783,0.86490566,0.8757658,0.42035913,0.8050999,1.1476271,1.0004163,1.230115,0.85128963,1.1179785,1.1317377,1.1332366,0.9882571,1.0024942,0.6438276,0.8345996,1.0384125,1.1316597,1.1145982,1.1215026,0.90665114,0.9896597,0.9390406,1.0512414,1.0783695,1.2336886,1.1206905,1.1349499,0.6255583,0.9378748,1.0601889,1.0188439,1.0128953,1.0647827,0.83232665,0.7695943,0.7900786,0.8562268,0.5124763,0.7177883,1.0271845,1.1012486,1.2605121,0.90059793,0.929714,1.1020784,1.2792754,0.42682576,1.1246613,0.9178616,0.7501315,0.97532606,0.7694782,0.8066545,0.90241826,1.1218661,1.0686327,1.0323211,1.067947,0.74216497,0.8332126,0.9994666,1.1586485,1.0770526,0.9390615,1.010695,1.0122062,1.0552912,1.0936515
grass,0.9844712,1.2322426,1.2508308,0.9418104,0.91049707,1.0678195,1.0503342,1.2168505,1.1703808,0.89076644,0.76458234,1.2637147,1.0336819,0.92860025,0.93328273,0.8220365,0.87227046,1.1213416,1.1065236,1.1166518,1.0074188,1.2120066,1.0095156,1.2225633,1.077569,1.1829624,0.99998856,1.3115468,0.9269018,1.1870518,1.1120632,0.8080634,0.96893764,1.1121274,0.8755573,1.0697407,1.2340767,0.9327078,1.1479158,0.93712604,1.0031115,1.1063005,0.84827596,1.1139029,0.8793042,1.2244593,1.1243693,0.8342525,1.1995368,0.9388628,1.2547443,1.3058932,0.931263,1.2014778,1.2093616,1.1671128,0.89704233,1.1850774,1.066934,0.0,1.2753032,0.9823909,1.0715014,1.0341543,1.1956615,0.96663356,0.95566314,0.88946027,1.0510013,0.9048504,1.1044997,1.1243762,1.1570584,1.1458694,0.9988927,1.0874702,0.9860235,1.049901,0.6424569,1.1069522,1.020038,1.1193011,1.2459457,1.1758116,1.1540021,1.223575,1.0921996,0.92499614,0.90722466,0.9402032,0.9376142,1.1750184,1.1986283,1.1906527,1.083942,1.0716095,1.1362679,0.968469,0.930665,1.0720971,1.0482682,1.2487569,1.1758152,1.1930109,1.1626135,0.8139584,0.49537474,0.98902243,0.95788455,0.9993272,0.8845848,0.8645547,1.0371562,1.0561363,1.2622923,0.7761158,1.050427,0.7044376,1.2238896,0.60875636,1.1310716,1.0344714,0.9651029,1.1889395,0.6598109,1.2326307,1.0006739,0.8523562,0.6846169,0.81465197,1.183717,1.2972248,1.2205604,1.1518579,1.2098582,1.2365707,0.93060076,0.59043217,0.7166416,0.889424,1.1198101,1.2594938,0.9094324
gum,0.86473376,0.80747616,0.53680944,1.1126536,1.2429394,0.7349748,0.8508117,0.74331194,0.8746655,1.1840013,1.2986774,1.0258129,0.99997985,1.1006125,0.9520135,1.2006811,1.1664126,0.6926398,0.71788496,0.83767354,1.1194143,0.7382567,1.1125401,0.9726877,0.9093232,1.0115159,1.0460064,0.8494872,1.08641,1.1377753,0.9160303,1.3170788,0.9965179,1.005841,1.2958467,0.8545258,0.656772,1.2261178,0.7712912,1.0537114,1.087766,0.9097348,1.3515813,0.9833377,1.1860027,0.77766013,0.7147868,1.229004,0.7710106,1.1562428,0.717427,0.66300637,1.0028921,0.939614,0.81541896,0.5923732,1.0336195,0.8315902,0.7937642,1.2753032,0.0,1.1415703,0.80146503,0.9293044,0.9674386,1.05539,1.3110378,1.0434997,0.8155446,1.167294,0.90710354,1.2283317,1.00348,1.0681614,1.0376886,0.8200048,1.101491,0.6433164,1.2698506,0.83646333,0.81202465,0.7383269,0.931635,1.0294658,0.8639863,0.5814286,1.1682941,1.0344781,1.1445525,1.2398621,1.0687194,0.7672226,0.7263298,0.81866324,0.80405354,0.97895193,0.98417866,0.8635274,1.0935775,0.71191126,0.98738885,0.7320034,1.0354692,0.93607074,0.8078568,1.410581,1.1538473,0.83894134,0.90820694,0.77980196,1.1117959,1.2475094,0.95303893,1.0712458,1.050673,1.3721789,1.050494,1.2441231,0.9605399,1.3152649,0.78057444,0.9065928,0.99757016,1.0374542,1.3354632,0.58547676,1.0590692,1.2414888,1.2051423,1.234677,0.9001356,0.7843138,0.64693785,0.7228287,0.95246214,0.5986744,1.0216007,1.2241255,1.203407,1.2034396,1.2246609,0.82361907,1.2546325
hair,1.0325788,0.8216896,1.0797995,1.0688912,0.8530433,1.104941,1.0983932,1.1001145,1.2437514,1.1327188,0.8985784,1.0682064,1.1897315,0.84944963,0.9180252,0.9755928,1.0431738,1.2140558,1.2188823,1.2680076,1.1818278,0.8408807,1.1581854,1.2658026,1.1121389,1.2072237,1.111062,0.9990342,0.84410495,1.2306702,1.2296908,0.7326694,1.0129446,1.1513505,1.01373,0.9192953,1.1966478,1.135738,1.1829066,1.0606521,0.9170691,1.0251076,1.0090944,1.2281377,0.8143535,0.7571934,1.2030334,0.92044413,0.89631736,0.33148098,0.80820477,1.2414658,1.1845627,0.72561586,1.0774463,1.135485,1.0512911,0.74176633,1.1763811,0.9823909,1.1415703,0.0,0.9642236,0.8294959,0.6522821,1.0674276,0.88865256,0.8429251,1.0677291,0.7872662,1.2506593,1.2119918,1.1857669,0.9033246,0.93398213,0.9572563,1.076976,0.94329965,0.98843324,0.7410486,0.85589874,0.8712635,1.2290654,0.9801601,0.5436715,1.1406643,1.0846372,0.85582995,0.8554175,0.77962416,1.0338583,1.2353582,1.232815,1.0470873,0.9000554,1.0273932,1.1791434,1.058817,1.0722818,1.2656581,1.059333,1.0920552,1.1118574,1.3140361,1.0669558,0.9137903,1.0318674,1.0286067,1.036234,0.85749817,1.1299795,0.6416428,1.0227892,0.81498134,1.2144512,0.9175532,1.2066703,0.9733431,0.9868154,0.98979163,1.0807755,1.147805,1.1326067,1.2446101,1.0647422,1.0834091,1.2771424,0.7973781,0.9059086,1.0290414,1.2607539,0.81196815,0.9428842,1.1354038,1.1926959,1.2987912,1.1351914,0.9814184,1.0325814,1.0884964,1.1572037,1.0934829,1.0492
hamburger,0.94879526,0.7644434,0.7707037,1.2186419,1.1076978,0.9359964,1.1472738,0.8242575,0.8682518,1.2466743,1.2244279,1.1655444,1.206687,1.0690129,0.9707003,1.214812,1.2491077,1.0718062,0.9607474,1.1531214,1.2742513,0.58298135,1.0192637,1.0942419,0.87428916,1.1055242,0.9224011,0.86540234,0.9787424,1.1880887,0.99480665,1.088752,1.1106853,0.99175787,1.2847991,0.6374953,0.9201346,1.1638147,1.0154543,0.88304985,0.9328824,0.9118651,1.1109134,1.0735304,0.99864423,0.7028304,0.9326906,1.0973375,0.88998955,1.0459024,0.7485974,0.792979,0.90839225,0.8371806,1.0476223,0.8674037,1.1076418,0.84787196,0.9635314,1.0715014,0.80146503,0.9642236,0.0,0.9664303,0.94738597,0.9299431,1.1892188,1.1823422,0.8884828,1.176354,1.0613939,1.0353855,0.99409574,0.93740684,0.96944267,0.86046433,1.2107127,0.94129276,1.1466776,0.81728154,0.7192857,0.80783194,0.9808507,1.0333552,0.80348605,0.87680936,1.1608601,0.9389908,1.0764978,1.0664964,1.1531402,0.9745225,0.958752,0.91424704,0.8916791,0.94851017,1.0771923,0.8182352,0.94956946,1.1555685,0.931442,0.92356086,1.0584686,0.9499229,0.99946153,1.1866935,1.0492291,0.86401284,0.9086751,1.040263,1.1672884,1.1215008,0.86930746,1.0134459,1.0668473,1.1698573,1.3475488,1.2669657,0.8470297,1.1807697,0.96226007,1.027509,1.1096215,1.1256822,1.1142807,0.8372044,0.97749394,1.1240356,1.0945052,1.2856196,0.9836781,0.7029685,0.85289204,1.007684,1.0076674,0.92845285,1.2439624,1.1094863,1.088529,1.0063657,1.1470677,0.8316777,1.1401525
hand,0.8374782,0.9239014,0.95276326,0.89643073,0.28017247,1.1636791,1.0452186,0.976115,1.4172695,0.87902385,0.755288,1.235425,1.1470816,0.44032323,0.9812911,0.6952325,0.8952272,1.0592206,1.3950665,1.4527901,1.0347667,0.70249206,1.39361,1.3662938,1.0964379,1.4543469,1.3235348,1.201433,0.9159117,1.2669082,1.3812433,0.80086154,1.1828787,1.1295409,1.0405421,0.7921998,1.404935,1.0945911,1.463172,0.9925528,1.0731413,0.91595083,1.1123155,1.2252877,0.6496012,0.95237446,1.247202,0.83314747,1.2114565,0.8619825,0.6424724,1.2421381,1.3292354,0.623237,0.8059886,1.0402188,0.8661008,1.1799313,0.6153789,1.0341543,0.9293044,0.8294959,0.9664303,0.0,1.1522081,1.069105,0.83826005,0.79333603,1.1883295,0.58371973,0.8782505,1.2876282,1.4899807,0.7888199,0.9334415,0.57000065,1.0079559,0.45188975,0.96360284,0.81090194,0.82663524,1.1820285,1.3659272,1.0848973,0.8594342,1.2522959,1.0825529,0.8171637,0.49910468,0.79809517,0.7856508,1.3527597,1.2821761,1.2890816,0.7382314,0.9711612,1.3254704,0.8441833,1.218503,1.3642195,1.1094843,1.2604032,0.8081051,1.322629,1.201211,0.89844775,0.94856167,0.99430484,0.7619755,0.83897984,0.9388075,0.5649401,0.7089328,0.78324056,1.179587,0.9364346,1.2767631,0.8311907,0.98625827,1.0194923,1.4795499,0.9388315,0.97568166,0.96277094,1.0575087,1.0271397,1.2230066,0.62234443,0.82819915,0.7994064,1.3486736,0.8680545,1.0772555,0.755122,1.3419197,1.4296716,0.911999,1.0815746,1.1266551,1.2033849,1.353795,1.2105153,1.2041341
hat,1.3142728,0.70126826,0.87425464,1.1582862,1.283298,0.759792,0.7821884,1.071079,0.9333815,1.2353039,1.1813599,0.8464198,1.1440313,1.0864818,1.1593959,1.2070796,1.1717747,1.0688431,0.81794196,0.8550714,1.1251295,0.8954798,0.92330474,0.8195134,1.0083271,0.8340433,0.89696085,0.8700689,1.0424106,1.0219654,0.85445786,1.0443128,0.9188974,0.9677333,1.1391468,1.1301963,0.88088816,1.1588616,0.7620225,1.1773365,1.0068452,0.9049986,1.0806649,1.0547394,1.0318213,0.71461964,0.8342957,1.1340029,0.8099991,0.8841503,0.8398888,1.0195955,0.9721794,0.9111965,1.0963105,1.0666279,1.1688781,0.60200083,0.9489067,1.1956615,0.9674386,0.6522821,0.94738597,1.1522081,0.0,1.157222,1.0140144,1.1029241,0.92736953,1.1534884,1.2998408,1.022745,0.8012603,1.0172871,1.101116,1.0810518,0.98323745,1.0273651,1.0605758,0.9080633,0.9777729,0.6788427,0.8474573,0.7173873,0.70622945,0.85009646,1.0633342,1.1151181,1.150909,1.0423336,1.1484523,0.92195034,0.9776922,0.82838,1.0601131,0.940628,0.88767415,1.2205662,1.000288,0.92947793,1.1501842,0.9171387,1.0129076,0.9293882,0.83842427,1.1703744,1.1643834,1.2078243,1.1820644,1.0895071,1.0619582,1.0869751,0.99928755,1.0144546,0.97359484,1.1048093,1.0590552,1.1358852,0.75859946,1.1021286,0.8025517,0.7927729,1.2095678,1.1846942,1.0596262,1.0048356,1.0887549,1.1255871,1.1175052,1.2430315,0.7756822,0.71217453,0.81973964,1.1287264,0.8603318,0.79130954,1.1949859,1.0867997,1.0336303,0.9752856,0.90553427,0.7467385,0.98248243
