,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pizza,0.5414937,1.2915471,1.0998554,0.9638016,1.1595188,1.3138083,0.7832558,1.306095,0.7581768,0.51507306,0.91797316,1.374217,1.0802974,0.70920604,0.9180396,0.7452544,0.45767742,1.3036939,1.2218024,0.8629517,0.99932724,1.2519915,1.1356626,0.97705233,1.281362,0.90527356,1.310238,0.53348875,1.2477548,1.1501018,0.98066777,1.152145,1.2177764,1.2993973,1.3472182,1.003887,1.2923467,0.46991897,1.0288353,1.2137654,0.9769582,1.0695745,1.0434854,1.1879234,0.7762384,1.1171405,1.1301454,1.0818756,1.2645996,1.240305,0.7561045,0.81197476,1.3740606,1.2059433,1.063055,1.0149392,1.2483609,0.79056895,1.3972281,1.1890007,0.91803515,0.32384765,0.8652181,1.2627904,1.1564183,1.263963,0.88123614,0.90657985,1.0980151,1.1336894,0.8937688,1.2706064,1.3802316,1.2158262,1.2759929,1.1674564,1.1472064,0.548939,0.79159236,0.9813111,0.6760845,1.295778,1.2771341,1.138627,0.4308545,1.3374283,0.0,1.1152042,1.0613844,0.9073495,0.87941945,1.1292193,1.3616114,0.91905147,1.19745,0.7132336,1.1707695,1.1924896,1.0684204,0.93332404,0.8144353,1.3747416,1.2177829,1.1118956,0.8618928,1.2848192,1.0584555,1.1408523,1.0609254,0.6537288,1.1502099,1.2597783,1.2200851,0.86206216,1.3294237,1.1804394,0.7281335,1.3094976,1.3935872,1.0690169
plant,1.0855188,1.0872624,0.84474826,1.1843112,0.6846758,0.80083895,1.2892102,0.6942296,1.2696803,1.1107373,1.2275096,0.848138,1.1604917,1.3337849,0.9567747,1.2127461,1.0742506,0.7068074,0.7855652,0.9518257,1.0703144,1.080518,0.81440955,0.97553456,0.5660893,1.1405421,1.1271377,1.0432277,0.7503648,0.757887,1.020153,1.1267873,0.95519674,0.93433565,0.7910185,1.0576726,0.679792,1.0517688,1.0064389,0.8171346,1.1314943,1.0915012,1.1535839,0.79184586,1.1391284,1.0930613,1.0144597,0.5182668,1.1176975,0.8283875,0.96610665,1.0444715,0.9375355,0.72967756,1.132652,1.142137,0.8606441,1.2630213,0.8418707,0.62874174,1.1514308,1.1490607,1.3389032,1.0806713,0.75869536,0.54560804,1.0787995,1.1426313,1.2628144,1.0861479,1.0832229,0.9789774,0.8066698,0.9467883,1.1033248,0.96155345,0.81922567,1.0277002,1.3222926,1.27362,1.0861125,0.70816004,0.7704569,1.0206143,1.1465529,0.76536274,1.1152042,0.0,0.8663016,0.8526827,0.9964035,0.90263534,0.8487178,1.1387742,0.96902645,1.2414179,0.78676784,1.2162886,1.2186431,1.0988816,1.1813209,0.9367677,0.68769705,1.0708972,1.1405623,1.0807459,0.8981226,0.90021384,1.1758761,1.1641605,0.9552024,1.033162,1.0708138,1.2259905,0.77066195,0.88828015,1.2131653,0.8874096,0.8374142,0.8142516
plate,1.0820198,1.1500629,0.80508083,1.3815916,0.6747829,0.6466776,1.0787597,0.6531629,0.8733654,1.1072738,1.1424026,0.7459767,1.0616643,1.3142221,1.012502,1.2540326,0.978178,0.6478133,0.4156394,0.7285949,0.78863585,1.0499717,0.6258702,1.0309724,0.708959,1.0936179,0.9971312,1.198274,1.0602818,0.6664837,1.2480484,1.1331775,0.96521115,0.9096166,0.61475134,1.2429172,0.5839191,1.182219,1.0737735,1.0681224,1.1302526,1.1796732,1.1695905,0.7109045,1.2179096,1.2158898,1.1015817,0.7469431,1.0904214,0.81433403,0.9217246,0.940812,0.9885227,0.980228,0.946471,1.2675607,0.9139046,1.3902885,0.8547395,0.9290693,1.1751596,1.1099155,1.3116034,1.0145795,0.9858063,0.69335467,1.0495851,1.1228142,1.1874648,1.1876013,1.0554342,0.82039016,0.8475935,0.9903557,1.181168,0.87537545,1.0553288,1.1997063,1.3176405,1.3962867,1.0774537,0.5920327,0.5962006,0.97139907,1.153877,0.6700433,1.0613844,0.8663016,0.0,0.9977646,1.0321246,0.9959967,0.8929657,1.2823224,0.6759528,1.2677188,0.9923861,1.2956212,1.1583174,0.708515,0.8863537,0.8200666,0.6176058,1.141705,0.9422654,1.1349158,1.0556241,0.85577357,1.1556348,1.0791111,0.9188515,1.1799811,0.8068919,0.9326849,0.8649299,0.59026444,0.8238836,0.88856924,0.89064336,0.9561551
pony,0.744246,1.232344,0.8900001,1.2873468,0.9937035,0.8957102,1.1760393,0.9612324,1.1946527,0.80754995,1.1300347,1.096668,1.1243832,1.2399175,0.7932446,1.1750093,0.8887875,0.9610119,1.1073284,1.0662305,1.07339,0.99688494,0.92649364,0.76721597,1.0020878,1.2278975,1.0460446,0.83568597,1.0107733,0.9934972,1.0657133,1.0479231,1.0655053,1.0617468,1.0055892,1.1712115,0.9440137,0.644254,0.7856626,1.0245458,1.1643839,1.1503395,1.0085304,0.9328479,1.027749,1.1159234,0.84702957,0.9250044,1.0777594,1.0587908,0.7100176,1.1141802,1.0514896,0.9564292,1.0109605,1.1571101,0.8558764,1.2331481,0.89939404,0.38575053,1.041005,0.9211753,1.2916046,1.165987,0.9861374,0.93101525,1.1627964,1.0328764,1.1591418,1.0644388,0.9760068,1.0372146,1.0062337,1.146571,1.1654441,0.94709593,1.0616968,0.8139239,1.2817724,1.1311123,1.0942299,1.017036,1.0201075,1.0361749,0.80472934,1.055647,0.9073495,0.8526827,0.9977646,0.0,0.95863295,0.87886405,1.0574191,1.1889249,1.0775676,1.1648624,0.9912502,1.0912119,1.0203848,1.1583873,1.1160898,1.1227684,0.930271,1.1979808,1.0533086,1.0144724,0.87263656,0.93130684,1.150705,1.1215733,0.86921334,1.0479553,1.1191943,1.2037659,0.975379,0.7929008,1.0937021,1.1256636,1.0065566,1.1228542
pumpkin,0.9529232,1.1790327,0.6133748,1.1062243,1.0326604,1.1016859,0.83732903,1.1143227,0.9673742,0.8828671,1.0560285,1.2638657,1.0955136,1.0444539,0.9774794,1.0770106,0.75224274,1.145757,1.1215415,0.85408914,1.0032375,1.0786515,1.0223855,0.884233,1.0891477,1.1672465,1.1358372,0.9727202,1.190735,0.9547502,1.1104778,0.92711115,1.1138669,1.1436071,1.1967108,1.1582425,1.1053969,0.9036133,0.5446294,1.0293784,1.1092263,1.0683788,1.0062507,0.97871536,0.9911664,1.1176096,1.1207849,0.9001493,1.1192749,1.1372703,0.77738965,0.95920604,1.2332909,1.1587715,0.9861786,1.0736402,0.984735,1.0711677,1.1556385,1.0314505,0.9930884,0.92945415,1.1263235,1.1853856,0.9659951,1.0651226,0.9945937,1.0126252,0.9940885,1.0156409,0.6481475,1.1615518,1.1258633,1.0182582,1.1186616,0.7951999,1.0868989,1.0003458,1.0635431,1.1519011,0.7862272,1.164213,1.1935,1.0223726,0.91018975,1.1200367,0.87941945,0.9964035,1.0321246,0.95863295,0.0,0.9663025,1.1821499,1.1150464,1.1868526,1.0474851,1.08363,1.1276028,1.0236189,1.044788,0.967215,1.2545071,1.0599627,1.0019337,0.9545784,1.051355,1.1313088,0.93242586,1.1345998,0.9674547,0.9738503,1.1158234,1.1371026,1.028056,1.0822551,0.8161982,0.9072861,1.1939975,1.1877077,1.0514697
purse,1.0479411,1.14656,0.92479014,1.1819803,0.96725196,1.0005277,1.0122519,0.7621753,1.070368,1.0495261,0.9320313,0.884348,0.96202195,1.0698636,0.99811244,1.0441892,1.015592,0.97323465,0.94338614,0.9148617,1.2270746,1.049951,0.8415656,0.88178277,0.9044233,1.0902328,1.0925218,1.080165,0.83457667,0.93302476,1.1566172,1.0471646,0.85742605,1.1454158,1.0905833,0.99897236,0.92095965,1.0458122,0.82489765,0.936606,0.92232156,1.1769733,1.0417172,0.97443336,1.0985272,1.144043,1.008536,0.93501246,1.1141856,1.1100068,1.030463,1.0305157,1.056722,0.95817035,1.0590478,1.098839,0.8826171,1.1515082,0.9180988,0.72106934,0.8906528,1.1385249,1.1032097,0.98230267,0.9069793,0.9059919,1.0996578,0.89619935,1.1174201,1.0669504,1.075354,1.1407341,0.849368,0.95706356,1.1846654,1.0658257,0.77207017,1.0605934,1.1181374,1.0230181,1.0346962,0.9843849,1.0526675,0.9147858,1.0884376,0.96320695,1.1292193,0.90263534,0.9959967,0.87886405,0.9663025,0.0,0.96285534,1.0531301,0.9740027,1.1011453,0.90985364,0.9545457,0.89514875,0.8967658,0.9816638,1.1202518,0.96052516,1.1088398,1.0205977,0.99688673,1.0247899,0.9691538,1.0521632,0.9843701,0.9425336,1.1128843,1.1862937,1.0779804,0.80140615,0.7965336,0.95981735,0.88002735,1.0186313,1.1543229
radio,1.2247987,0.6301117,1.0823202,1.1731251,0.8890479,0.72512746,1.3061209,0.7616985,1.3693671,1.29835,1.1005957,0.38423157,0.94008183,1.3628142,1.0498875,1.2838846,1.3132116,0.64572537,0.751791,1.0432229,0.90853477,0.7301334,0.89320576,1.2009127,0.627798,1.0798044,0.57786536,1.2663034,0.7762567,0.9606477,0.948974,1.0366832,0.6848305,0.5412638,0.48353064,1.1086929,0.63390905,1.2321339,1.101279,0.90846735,1.0254159,0.8174712,1.091514,0.78338444,1.2385678,0.8272022,0.7398803,0.96693695,0.56962574,0.68722093,1.1115324,1.1562613,0.42414677,0.8212416,1.069289,1.0728804,0.77735174,1.2992476,0.5697822,0.94213355,1.3296323,1.3451574,1.2935456,0.7709363,0.97378016,0.74925554,1.2429082,1.2164737,1.062259,0.8259757,1.1136005,0.63470894,0.6644815,0.8505124,0.58591056,0.96106374,0.9651187,1.2117106,1.3647337,1.1829569,1.3112502,0.49979115,0.5448666,0.90619254,1.325655,0.42924792,1.3616114,0.8487178,0.8929657,1.0574191,1.1821499,0.96285534,0.0,1.2977831,0.80022025,1.3431666,0.96579427,0.88824046,1.1170692,1.1255336,1.3557652,0.43129718,0.83315134,1.0574247,1.2711446,0.8283147,1.0094312,0.99832594,1.0379322,1.4142017,0.872647,0.6799856,0.60770774,1.3329102,0.70071375,0.8816796,1.4204015,0.77380395,0.5213622,0.97973835
refrigerator,0.99854946,1.0786942,1.3859863,0.7033729,1.4006717,1.4146821,0.843519,1.1631227,0.6435903,0.9957594,0.6294359,1.2755935,0.78454995,0.5370806,1.0040324,0.5234526,0.8937088,1.2967417,1.2254269,0.86027443,1.1693715,1.1836532,1.2282724,1.0316528,1.072113,0.6064369,1.3300225,0.88748014,0.80158615,1.290718,0.8345604,0.9433676,0.9351204,1.2973042,1.4861162,0.27072263,1.3376344,1.059988,1.1294757,0.78738606,0.5798683,1.0291531,0.90030295,1.4315102,0.5179454,1.2228603,1.2488892,1.3115654,1.1603158,1.3020134,1.2082682,0.8289905,1.313653,1.3812919,1.2434419,0.5153433,1.2955778,0.6994426,1.3020585,1.207919,0.5736256,0.8055252,0.46257186,1.0815694,0.8951623,1.2501945,0.8898425,0.7132259,0.93945,1.1320989,1.0439149,1.3493222,1.2024944,1.187538,1.1995957,1.3642855,0.62263894,0.97780204,0.43565243,0.49725556,0.72619534,1.4740965,1.4561232,1.2029638,1.0184506,1.3442937,0.91905147,1.1387742,1.2823224,1.1889249,1.1150464,1.0531301,1.2977831,0.0,1.2026592,0.42987192,1.2751102,0.810414,1.0409149,0.71439797,0.8227844,1.387907,1.3650396,1.1245149,0.8098887,1.1707636,1.206139,1.3817602,0.6593244,0.45858806,1.197501,1.3355143,1.2635025,0.8308306,1.1865205,1.397628,0.7163632,0.8887418,1.3827488,0.7431513
scissors,1.0498091,1.0499986,0.9978584,1.1571364,0.99698746,0.8975483,0.7702629,0.8012669,1.0940175,1.2909825,1.1494691,0.6869601,1.0829785,1.1075668,1.0099998,1.1507978,1.093816,0.8152417,0.79802096,0.9742014,0.94113314,0.79039806,0.8033823,0.92932385,0.9690549,1.0156304,0.7483554,1.3223149,0.99811536,0.91777146,1.1024873,0.92450273,0.93253446,0.85833764,0.5881428,1.1768503,0.7736486,1.3167028,1.0892029,1.0350997,1.0581776,0.7767234,1.170594,0.953699,1.2827753,0.971509,0.9295854,1.0157293,0.8234391,0.5765336,0.853344,0.86265975,0.87092245,0.9249731,0.8159033,1.233608,0.95872694,1.1577369,0.9550483,1.0771222,1.1221416,1.266239,1.1475389,0.55829364,0.9255992,0.83318377,1.0181612,1.0635803,1.0951242,1.0649008,1.018967,0.9961022,0.8213773,0.71627885,1.1059966,0.9592884,1.0855632,1.3194797,1.2165766,1.2154694,1.050144,0.54528207,0.54405093,0.86453277,1.2466973,0.7646843,1.19745,0.96902645,0.6759528,1.0775676,1.1868526,0.9740027,0.80022025,1.2026592,0.0,1.2285498,0.99817914,1.0558892,0.85923445,0.8286254,1.1478789,0.81294537,0.9964027,1.1155978,1.0313221,0.7208363,0.83487326,0.9415957,1.042491,1.1170653,0.95561004,1.0749626,0.86784697,0.5880387,0.86523074,0.8227753,1.0203689,0.8543789,0.8619145,1.0874609
shirt,0.80117685,1.0768478,1.2262968,0.6721888,1.3388425,1.3843678,0.7232158,1.3458631,0.76198244,0.91277754,0.7710383,1.2806454,0.9570833,0.26052272,1.077874,0.42811596,0.76046515,1.3665259,1.3584499,1.0561633,1.0748273,1.1824994,1.2790171,1.1013516,1.3609388,0.82589567,1.2141383,0.8440153,1.14531,1.3131089,0.9222363,0.9775001,1.1252785,1.1800206,1.4336916,0.71333367,1.4123023,0.9051992,1.1137644,1.1875532,0.8713702,0.9524835,0.84125614,1.3425369,0.5032265,1.1231977,1.2244929,1.3073449,1.1830099,1.3443749,1.0618063,0.9255942,1.2853179,1.350811,1.0290506,0.618929,1.3077049,0.5522753,1.3601172,1.2907686,0.7658287,0.4884374,0.38620746,1.1776795,1.1581993,1.3340423,0.8689875,0.87632614,0.80404234,0.93730164,0.9908529,1.2175924,1.2967415,0.99983066,1.10588,1.2199681,1.0018356,0.96768355,0.2080934,0.58857524,0.74488604,1.4399924,1.4007856,1.2016088,0.84813213,1.385573,0.7132336,1.2414179,1.2677188,1.1648624,1.0474851,1.1011453,1.3431666,0.42987192,1.2285498,0.0,1.1555997,0.8484676,1.0746504,0.9574645,0.81590605,1.3517807,1.3146918,1.0192767,0.84157383,1.183951,1.082866,1.218082,0.7805111,0.6557608,1.2516865,1.2235291,1.1185443,0.76389563,1.2639714,1.3975325,0.8013117,1.160125,1.3616043,0.97618
shoe,1.2120037,0.9766334,0.90206003,0.95365274,0.59425783,0.82834136,1.0787905,0.69880104,1.2474695,1.1288927,1.2578645,0.8576608,1.2039454,1.1423576,1.0598788,1.1943363,1.1771159,0.82458186,0.8759734,1.1549127,1.1203713,0.86466277,0.87685627,1.1230164,0.77269304,1.293953,0.9358328,1.1661645,0.9452602,0.7160835,1.105591,1.0962415,1.0300767,0.92897844,0.7903685,1.2709752,0.81606567,1.158183,1.0250903,0.9927774,1.2883897,1.1822124,1.1067929,0.7395082,1.1743798,0.80208147,1.0913465,0.673614,1.0337036,0.80871034,1.1673696,1.1940087,0.8992466,0.40389037,0.89429337,1.1684889,0.891969,1.0460575,0.848598,0.72306854,1.2349489,1.1742737,1.1605561,0.97577786,0.98029685,0.7091801,1.1207402,1.0231316,0.99503714,0.9191985,1.1002169,0.8935933,0.7851608,0.8082266,0.9754455,0.96498954,0.9580642,1.1852094,1.1632906,1.2161398,1.1320354,0.7323651,0.79126215,0.9248498,1.1966339,0.8030049,1.1707695,0.78676784,0.9923861,0.9912502,1.08363,0.90985364,0.96579427,1.2751102,0.99817914,1.1555997,0.0,1.0903285,0.91308415,1.1801856,1.0577031,0.74134105,0.7539267,0.55028915,1.2080137,0.8559742,0.882397,0.7712996,1.1026328,1.2828326,0.9240496,0.6655443,0.9485609,1.0979631,0.78953767,0.92023695,1.2050978,1.0377067,0.6658028,1.0596318
shorts,1.0896678,0.7567333,1.2899675,0.69163746,1.2645531,1.1835234,0.9752888,0.9879113,1.1502541,1.1128491,0.68957293,0.8684452,0.69813883,0.77886593,1.1087716,0.699735,1.1774448,1.15141,1.2304454,1.2355958,1.2025188,0.7798441,1.1755445,1.1648858,1.0051951,0.87800497,0.83813727,1.0338582,0.72847986,1.2857038,0.8957325,0.95467013,0.70674855,1.0335732,1.168521,0.71275437,1.1808802,1.091303,0.9992593,0.8953504,0.77863485,0.7316931,0.9442313,1.2513504,1.0993631,0.8964494,0.7737532,1.2855632,0.70303494,0.99218625,1.1870289,1.0094088,0.8806966,0.98783404,1.1743826,0.8287711,1.0926914,0.8741013,1.0399948,1.0561974,0.9961848,1.1680062,0.564463,0.7446086,0.9583362,1.2187377,1.1117334,1.0215198,0.6558904,0.95410055,1.0961028,1.1264647,0.69685197,1.0381072,0.8784245,1.1856594,0.7829653,1.1382072,0.7257706,0.26257622,1.0257272,1.2027934,1.2376592,1.0000011,1.1426071,0.98595864,1.1924896,1.2162886,1.2956212,1.0912119,1.1276028,0.9545457,0.88824046,0.810414,1.0558892,0.8484676,1.0903285,0.0,0.894808,1.1524583,1.1663665,0.9608659,1.3460172,0.8797796,1.0822544,0.74818045,1.0145336,1.2320496,0.6988026,0.9717322,1.1960514,0.8599703,1.1000922,1.0234076,0.7057264,1.2727246,1.2067311,0.98100597,1.0538654,0.98841333
shovel,1.077633,1.0210472,1.0251267,0.86385775,1.1418326,1.1796536,0.736187,0.9711594,0.85086966,1.1667025,0.9704344,1.1387902,0.94559705,0.9746694,1.0528244,0.9468755,1.1015576,1.1401997,1.0129317,1.0900948,1.0268732,0.7021246,0.9990903,1.0312735,1.236395,1.1198623,0.79691875,1.0874819,0.97709507,1.1073368,0.9264273,0.82733494,1.0169059,1.0396924,1.1160514,1.0096092,1.1701972,1.0713128,0.86844856,1.1143601,0.9335151,0.8425347,1.0319939,1.1808681,1.1714282,0.8966862,0.89530665,1.1627133,0.93713033,0.85560864,1.034939,1.0460691,1.0579659,0.93767995,0.7016981,1.0666444,1.0297426,0.7934742,1.1548034,1.0118384,1.0383958,1.157483,0.94841033,0.47147423,0.9678591,1.3194782,0.93423223,0.9743259,0.84399754,1.0138656,1.1140373,1.2018316,1.0204209,0.9223775,1.0529627,1.0496876,1.0415875,1.0780302,0.9792614,0.92524076,1.0757219,1.1993312,1.1415381,0.9105322,1.0472662,1.2401263,1.0684204,1.2186431,1.1583174,1.0203848,1.0236189,0.89514875,1.1170692,1.0409149,0.85923445,1.0746504,0.91308415,0.894808,0.0,1.006528,1.03364,1.1070884,1.2377747,0.844314,0.69202006,0.40249014,0.7882266,0.9621944,1.057508,0.9843196,1.0477858,0.90138566,1.1367508,0.7433704,1.0321435,0.9221161,0.8203482,1.1052551,1.091048,1.2482865
sink,0.9505948,1.1935418,1.1007991,1.0742004,1.1371214,1.1629354,0.79464865,0.9503557,0.44155812,1.0574273,0.7431282,1.0371335,0.8320602,0.9336208,0.9678719,0.9191034,0.86478907,1.101146,0.6690473,0.55939627,0.995181,1.1684514,0.953109,0.96045583,0.95501304,0.6850035,1.2064805,1.0610942,0.8317615,1.0062706,1.1289093,1.0518364,0.87913,1.2597109,1.1442648,0.7642236,1.0458959,1.1598865,1.1538743,0.9322457,0.5582566,1.2595284,1.0933044,1.097968,1.0577921,1.2100341,1.0663458,1.1192409,1.1213368,1.139728,1.0066862,0.75193834,1.2978666,1.2473248,1.133528,1.0968256,1.1843654,1.0012966,1.2911441,1.148118,0.67250174,0.97330004,0.8532491,1.0700649,0.9705805,1.0476105,0.8996414,0.80497754,1.2547536,1.2337141,1.073472,1.240874,1.1728168,1.2547295,1.3228438,1.1279557,0.77775764,1.1415794,0.90423167,0.95968497,0.81888247,1.0723972,1.0661495,1.1326567,1.0979028,1.0161926,0.93332404,1.0988816,0.708515,1.1583873,1.044788,0.8967658,1.1255336,0.71439797,0.8286254,0.9574645,1.1801856,1.1524583,1.006528,0.0,0.6345588,1.1671898,1.0931346,1.1636758,0.6724341,1.2504727,1.1200951,1.1466733,0.95323145,0.47467977,1.0809907,1.3359886,1.1294707,0.67891103,1.1904256,1.1250852,0.31917727,0.8475654,1.2314748,0.9137919
slide,0.8099663,1.190806,1.0332109,0.97810096,1.0466809,1.2387654,0.7169285,1.0702643,0.49797404,0.8970767,0.83093274,1.3152592,0.969393,0.82767636,1.0625404,0.85898805,0.8211403,1.2302291,1.0123987,0.8357435,0.9972164,1.2232655,1.0316726,1.0242504,1.2537572,0.8566763,1.2081952,0.9408115,1.1766722,1.0038145,1.0531459,1.039571,1.1219529,1.1653578,1.2864559,0.9120723,1.1995959,1.0021123,1.0895069,1.2185426,0.8827262,1.1975565,0.9176827,1.1336434,0.93267393,1.230684,1.2401404,1.0940566,1.2889407,1.2478589,0.97189945,0.9143391,1.3104956,1.3121995,0.95059335,0.95494115,1.1973958,0.9208296,1.3110408,1.1737396,0.7666,0.7310829,0.79622555,1.1855835,1.1266181,1.1499374,0.8619611,0.8916424,1.0236063,1.0422133,1.0270609,1.1516459,1.2913895,1.2041111,1.2302113,1.1117907,1.0735863,0.9819991,0.7714083,0.9723328,0.8488488,1.2825919,1.2922556,1.067516,0.8921807,1.2943999,0.8144353,1.1813209,0.8863537,1.1160898,0.967215,0.9816638,1.3557652,0.8227844,1.1478789,0.81590605,1.0577031,1.1663665,1.03364,0.6345588,0.0,1.3001795,1.1159196,1.1418214,0.7097882,1.1879004,1.1294205,0.98824126,0.9114893,0.5857194,1.1362872,1.2899129,1.0447148,0.7496363,1.2760859,1.1397979,0.43924087,1.1518884,1.2593277,0.9043464
slipper,1.3921621,0.48678958,1.0262053,1.0642871,0.71333313,0.47693616,1.3738139,0.84395695,1.4302316,1.2560549,1.2544365,0.369339,1.0968977,1.3230017,1.1420175,1.3852499,1.4725033,0.48476171,0.7024597,1.2408327,0.6488277,0.7428976,0.97068703,1.2015988,0.6485977,1.1365452,0.44913644,1.3320445,0.8918373,0.95086837,0.91694736,1.0967164,0.8950076,0.4151541,0.24483782,1.25036,0.57238543,1.3449415,1.2380569,1.0285501,1.1993071,0.87863195,1.0174488,0.6673238,1.2934945,0.5575336,0.638102,0.9592424,0.45547384,0.73586667,1.2806633,1.2565486,0.4022267,0.6210198,0.95786136,1.1100125,0.74061394,1.2221102,0.48514676,0.90014815,1.3250364,1.4123151,1.2668846,0.8873459,1.0498447,0.6851984,1.2604249,1.3139839,0.91322386,0.8571935,1.2086513,0.23653519,0.7032032,0.89872336,0.48665035,0.83747506,1.2043314,1.2561383,1.3608608,1.159615,1.4403179,0.4018538,0.33702552,0.9726785,1.3337529,0.38116872,1.3747416,0.9367677,0.8200666,1.1227684,1.2545071,1.1202518,0.43129718,1.387907,0.81294537,1.3517807,0.74134105,0.9608659,1.1070884,1.1671898,1.3001795,0.0,0.5535817,0.7895392,1.4229383,0.9214659,1.0620804,0.898382,1.1072057,1.4967434,0.900797,0.33363277,0.36201656,1.3659279,0.7741014,0.95654434,1.4701852,0.65369856,0.25699168,1.0194458
soap,1.2463833,1.0665727,0.59885097,1.4066744,0.36699486,0.33874637,1.3822887,0.71527207,1.2615876,1.1455429,1.3835286,0.6891779,1.2552812,1.4415503,1.0602282,1.4281441,1.1904156,0.27240002,0.51565295,0.9915171,0.6684821,1.0330285,0.7240659,1.10629,0.60703903,1.3748922,0.7750514,1.2439176,1.0875459,0.5845183,1.2364606,1.1556036,1.117385,0.746753,0.3476835,1.3869462,0.3693158,1.204206,1.1292399,0.9949877,1.3698409,1.2065432,1.1470844,0.44713652,1.1990833,1.0705602,1.0069671,0.5866289,1.0144284,0.89950454,1.0765479,1.2386725,0.77094114,0.7826887,0.9657895,1.260095,0.7116073,1.435946,0.61026657,0.74609244,1.2079917,1.2333196,1.4544375,1.1572381,0.9645685,0.42835248,1.0906441,1.1655554,1.2656987,1.0484443,1.0419997,0.39029855,0.7228017,0.95799875,0.9288738,0.6707287,1.09831,1.2112222,1.4295979,1.4318323,1.2262164,0.49031758,0.44914222,1.0252117,1.2264836,0.54939914,1.2177829,0.68769705,0.6176058,0.930271,1.0599627,0.96052516,0.83315134,1.3650396,0.9964027,1.3146918,0.7539267,1.3460172,1.2377747,1.0931346,1.1159196,0.5535817,0.0,1.0153872,1.2649453,1.1017377,0.9815402,0.62506735,1.19766,1.3996551,0.8765915,0.84364283,0.55508095,1.3288238,0.73372036,0.721839,1.1932267,0.67667395,0.53882843,1.0294455
sock,1.3262931,0.7368982,0.9690898,0.72480184,0.92134166,1.0265899,0.9685204,1.0149976,1.149751,1.1979396,1.0790061,0.8880274,0.9870656,0.9060965,1.1497731,0.947476,1.2151258,1.0549221,0.9593489,1.1974968,1.0203555,0.901721,0.8653251,1.1324615,0.873205,1.0965815,0.97012675,1.167167,0.9142741,0.89032304,0.8383825,1.0608901,0.9925892,0.96942943,1.0444238,1.120362,0.97790056,1.2152447,1.0434833,0.89473593,1.0490454,0.9086805,0.98904157,0.9251602,1.1802667,0.57624197,1.0685683,0.8430837,0.79713184,0.83187246,1.2922537,1.2326869,1.0089278,0.44106704,0.77118254,1.1108156,1.0613253,0.691248,1.0836958,1.0826015,1.1043922,1.2130983,0.86750275,0.8541405,1.0130268,1.0661347,0.8668531,0.92775303,0.5400657,0.90391994,1.1275141,0.9706949,0.8209126,0.7878729,0.7816042,0.9274027,0.9495834,1.1433605,0.8477367,0.90445936,1.0689222,1.0053666,0.97812986,1.0277207,1.1710047,0.9421013,1.1118956,1.0708972,1.141705,1.1979808,1.0019337,1.1088398,1.0574247,1.1245149,1.1155978,1.0192767,0.55028915,0.8797796,0.844314,1.1636758,1.1418214,0.7895392,1.0153872,0.0,1.2009668,0.87076247,0.9635231,0.93341357,1.1411152,1.1956184,1.0988194,0.57668126,1.0909978,0.9843017,0.87484866,1.0863054,1.2162436,1.1376928,0.8597102,0.9989297
soup,0.76075166,1.2276143,1.1414919,0.9646033,1.1004049,1.3011892,0.72612464,1.1070292,0.3163764,0.95462227,0.8648367,1.3781499,0.9919337,0.8028447,0.9909742,0.8493849,0.78300965,1.2541788,1.0141512,0.72052646,1.0388466,1.111317,1.1105069,1.0107455,1.3476596,0.89877045,1.1648597,0.92693216,1.1686536,1.0595986,1.079433,0.8734213,1.1607375,1.2375017,1.3438984,0.9085356,1.3070736,0.9470255,0.87074083,1.119941,0.75051916,1.12162,1.0209266,1.2264733,0.8951789,1.2425966,1.1350055,1.1197752,1.2512995,1.2349095,0.8037934,0.820293,1.2593074,1.3795735,0.9791854,0.92319363,1.1605803,0.9207741,1.267427,1.1667726,0.8430864,0.8416006,0.8322408,0.9322335,1.072142,1.2933075,0.8736645,0.86740327,1.0383306,1.1530688,1.030362,1.3114016,1.2759445,1.0959811,1.2962062,1.1647869,1.0433592,0.98214495,0.7687556,0.9531109,0.7959729,1.367759,1.3100764,1.0173928,0.8781812,1.3954542,0.8618928,1.1405623,0.9422654,1.0533086,0.9545784,1.0205977,1.2711446,0.8098887,1.0313221,0.84157383,1.2080137,1.0822544,0.69202006,0.6724341,0.7097882,1.4229383,1.2649453,1.2009668,0.0,0.8536734,0.9594496,1.1236036,1.0243104,0.6145087,1.0336627,1.3227211,1.1796166,0.67388165,1.2296627,1.0053641,0.26523,1.1986424,1.3395873,1.1511172
