subject_id,age1,age2,age_diff,rdm_correlation,n_common_categories,n_categories_age1,n_categories_age2
00320001,9,10,1,0.6882892480654638,136,145,142
00320001,10,11,1,0.6792650126364778,134,142,142
00320001,11,12,1,0.7157570986323825,134,142,140
00320001,12,13,1,0.7807914694646249,136,140,146
00320001,13,14,1,0.7101196678115517,140,146,149
00320001,14,15,1,0.7460300446364005,139,149,144
00320001,15,16,1,0.7297649942725095,133,144,139
00320001,16,17,1,0.743202384529611,134,139,146
00320001,17,18,1,0.6354122380445469,138,146,142
00320001,18,19,1,0.6648435097654618,130,142,135
00320001,19,20,1,0.681737999548546,125,135,135
00320001,20,21,1,0.5160043937786185,92,135,94
00680001,16,17,1,0.5915894623964058,87,88,144
00680001,17,18,1,0.6453746113851896,134,144,138
00680001,18,19,1,0.5567191184969607,129,138,135
00680001,19,20,1,0.6232477627900254,83,135,83
00320002,8,9,1,0.5629806180110071,126,126,148
00320002,9,10,1,0.6101322093601896,138,148,140
00320002,10,11,1,0.6424754662092788,129,140,137
00320002,11,12,1,0.6614486403413847,124,137,134
00320002,12,13,1,0.5723545835270938,122,134,131
00320002,13,14,1,0.5503326604108925,123,131,131
00320002,14,15,1,0.6395322723034884,126,131,140
00320002,15,16,1,0.6860699456249368,125,140,129
00320002,16,17,1,0.6681967968439706,122,129,135
00320002,17,18,1,0.6221201722481261,113,135,122
00500001,12,13,1,0.6711567582080183,119,128,136
00500001,13,14,1,0.6880723838607083,121,136,125
00500001,14,15,1,0.6573098051014504,122,125,141
00500001,15,16,1,0.7095717862110075,136,141,146
00500001,16,17,1,0.6238218416781376,131,146,134
00500001,17,19,2,0.5282411119731943,117,134,123
00500001,19,20,1,0.49810183502090694,107,123,124
00500001,20,21,1,0.49041162948723194,111,124,122
00500001,21,23,2,0.5853288623107066,120,122,145
00500001,23,24,1,0.5441576449856508,117,145,120
00500001,24,25,1,0.48990426287356653,108,120,122
00500001,25,26,1,0.5076917816651293,114,122,134
00500001,26,27,1,0.5779453841045281,111,134,119
00500001,27,28,1,0.5062650983695225,106,119,120
00400001,10,11,1,0.7497992069459865,114,114,152
00400001,11,12,1,0.7793175232335551,140,152,143
00400001,12,13,1,0.7471186018474386,141,143,152
00400001,13,14,1,0.7552569032731264,143,152,147
00400001,14,15,1,0.6884117654606429,139,147,142
00400001,15,16,1,0.7480314444878714,118,142,121
00400001,16,17,1,0.6819327860845903,117,121,139
00400001,17,18,1,0.675133713580306,124,139,126
00400001,18,19,1,0.5778728785386091,122,126,134
00400001,19,20,1,0.6096112164227664,123,134,135
00400001,20,21,1,0.6346443729293851,125,135,137
00400001,21,22,1,0.558543378689644,118,137,122
00400001,22,23,1,0.6628241861529784,122,122,145
00400001,23,24,1,0.6486081181377095,128,145,129
00400001,24,25,1,0.6050300650890089,123,129,137
00400001,25,26,1,0.5891243748268464,127,137,137
00400001,26,27,1,0.6319471537702818,127,137,130
00400001,27,28,1,0.6366244853515812,127,130,135
00400001,28,29,1,0.5768040146929333,105,135,106
00430001,11,12,1,0.567005606259957,97,98,139
00430001,12,13,1,0.6444622681998774,133,139,141
00430001,13,14,1,0.6910405749977704,135,141,143
00430001,14,15,1,0.6146761472856,134,143,142
00430001,15,16,1,0.6093023042133887,133,142,142
00430001,16,17,1,0.7118427107577732,135,142,145
00430001,17,18,1,0.6697285124753322,133,145,138
00430001,18,19,1,0.5616300630414894,117,138,120
00430001,19,20,1,0.27116047583391945,93,120,96
00430001,20,21,1,0.34578802704389083,93,96,122
00430001,21,27,6,0.5445523960984907,86,122,91
00430001,27,28,1,0.44867581198809936,89,91,116
00430001,28,29,1,0.4872154410967649,102,116,113
00560001,13,14,1,0.5443720447375688,117,120,144
00560001,14,15,1,0.6423751792472014,126,144,133
00560001,15,16,1,0.5432759367616804,117,133,126
00560001,16,17,1,0.6631699481736704,117,126,135
00560001,17,18,1,0.6363991506903737,125,135,142
00560001,18,19,1,0.6383243525590583,131,142,138
00560001,19,20,1,0.6351215488223938,133,138,143
00560001,20,21,1,0.6828373198780233,138,143,142
00560001,21,22,1,0.625105978021608,112,142,114
00560001,22,23,1,0.6072916415544818,105,114,120
00560001,23,24,1,0.6042311147698055,102,120,111
00560001,24,25,1,0.6646236768142255,82,111,91
00560001,25,27,2,0.5481189182804985,81,91,105
00820001,20,21,1,0.6106474039348814,109,111,147
00820001,21,22,1,0.5475887331389678,128,147,132
00820001,22,23,1,0.6020538754987064,126,132,140
00820001,23,24,1,0.6495339482328986,129,140,138
00820001,24,25,1,0.6398387546958244,133,138,141
00820001,25,26,1,0.6992722879929288,140,141,151
00820001,26,27,1,0.7115059595645412,145,151,149
00820001,27,28,1,0.667448837643311,138,149,143
00820001,28,29,1,0.6119594450784573,130,143,136
00820001,29,30,1,0.7212438838692381,127,136,138
00820001,30,31,1,0.6329966487600182,133,138,146
00820001,31,32,1,0.6667536339818146,139,146,149
00820001,32,33,1,0.612191339684963,104,149,107
00820001,33,34,1,0.4974070560283399,96,107,132
00820001,34,35,1,0.5907638565660899,113,132,117
00820001,35,37,2,0.6973011230379448,100,117,113
00220001,6,7,1,0.6771427194749234,109,119,125
00220001,7,8,1,0.606681449494876,111,125,121
00220001,8,9,1,0.6057391600875615,105,121,116
00220001,9,10,1,0.5955890795358676,105,116,127
00220001,10,11,1,0.5964755695465832,114,127,126
00220001,11,12,1,0.606391859636549,116,126,133
00220001,12,13,1,0.6502898625202329,123,133,131
00220001,13,14,1,0.6851221753313522,123,131,136
00220001,14,15,1,0.6948454216876973,127,136,137
