subject_id,age1,age2,age_diff,rdm_correlation,n_common_categories,n_categories_age1,n_categories_age2
00220001,15,16,1,0.6879953428074228,124,137,136
00370001,10,11,1,0.6672182329121515,135,143,142
00370001,11,12,1,0.6487152738045403,136,142,144
00370001,12,13,1,0.7094333816198058,135,144,140
00370001,13,14,1,0.6521866657625781,128,140,131
00370001,14,15,1,0.667369470478822,107,131,110
00370001,15,16,1,0.5741360705780232,106,110,130
00370001,16,17,1,0.6459249621600939,127,130,143
00370001,17,18,1,0.5694650828138264,118,143,120
00370001,18,19,1,0.5527107022884858,104,120,119
00370001,19,20,1,0.494233175929227,107,119,130
00400003,10,11,1,0.7125628241928627,123,126,138
00400003,11,12,1,0.734514074682353,135,138,143
00400003,12,13,1,0.7083096382380272,129,143,133
00400003,13,14,1,0.7041939010839059,125,133,136
00400003,14,15,1,0.7165383802691557,119,136,123
00400003,15,16,1,0.7420018494756038,115,123,131
00400003,16,17,1,0.6797049984787722,121,131,131
00400003,17,18,1,0.5983047669915489,89,131,93
00400003,18,19,1,0.5296274728565009,90,93,137
00400003,19,20,1,0.6545050122418976,122,137,124
00400003,20,21,1,0.524976741984226,54,124,60
00400003,21,22,1,0.44359273296972523,51,60,90
00510001,12,13,1,0.6459056867419417,103,103,145
00510001,13,14,1,0.6790231878293067,117,145,119
00510001,14,15,1,0.6980669119971923,116,119,145
00510001,15,16,1,0.7207941466263027,126,145,128
00510001,16,17,1,0.6709411361504515,124,128,137
00510001,17,18,1,0.6574150913831067,120,137,124
00510001,18,19,1,0.5883917486691963,114,124,122
00420001,9,10,1,0.5267832312633914,94,94,145
00420001,10,11,1,0.6674587260051549,140,145,145
00420001,11,12,1,0.7212954543636169,139,145,146
00420001,12,13,1,0.714104968738327,141,146,151
00420001,13,14,1,0.7360369500070482,134,151,138
00420001,14,15,1,0.7168482238118652,126,138,135
00420001,15,16,1,0.5755324578895917,114,135,120
00420001,16,17,1,0.5119442701003151,109,120,134
00420001,17,18,1,0.620947316934329,110,134,118
00510002,13,14,1,0.7488338397303288,143,145,154
00510002,14,15,1,0.7470578553593643,141,154,143
00510002,15,16,1,0.7607268236472707,141,143,151
00510002,16,17,1,0.7740656179374354,145,151,149
00510002,17,18,1,0.7456623897581772,145,149,150
00510002,18,19,1,0.7565326058266301,136,150,138
00240001,7,8,1,0.5849418787494164,128,132,147
00240001,8,9,1,0.6481329377477136,132,147,133
00240001,9,10,1,0.5950335339029442,124,133,130
00240001,10,11,1,0.5908830279114704,108,130,116
00240001,11,12,1,0.57289565460186,106,116,129
00240001,12,13,1,0.684865470734743,122,129,138
00240001,13,14,1,0.6466857920758874,113,138,117
00240001,14,15,1,0.5988670501503945,113,117,137
00240001,15,16,1,0.6448699770447882,125,137,132
00240001,16,17,1,0.6031666565780494,115,132,124
00240001,17,18,1,0.6481122220795266,123,124,139
00240001,18,19,1,0.6643666389510844,128,139,138
00240001,19,20,1,0.606426404379656,124,138,132
00240001,20,21,1,0.6126982402206418,108,132,112
00440001,13,14,1,0.5623044477648114,113,120,120
00440001,14,15,1,0.4920156578999637,106,120,113
00440001,15,16,1,0.39316852297966204,92,113,101
00490001,13,14,1,0.650943788281942,119,125,135
00490001,14,15,1,0.5982955538719088,117,135,125
00490001,15,16,1,0.5350291785181697,112,125,122
00490001,16,17,1,0.609357433570883,108,122,115
00490001,17,18,1,0.6275189811491798,103,115,116
00320003,8,9,1,0.6522778870214584,127,135,138
00320003,9,10,1,0.7119152180235196,133,138,138
00320003,10,11,1,0.7074823152086311,128,138,136
00320003,11,12,1,0.6919155202380312,125,136,128
00320003,12,13,1,0.7150226588762966,119,128,131
00320003,13,14,1,0.6993725701002561,121,131,131
00320003,14,15,1,0.6732723121780386,125,131,137
00320003,15,16,1,0.6378862478173112,132,137,140
00320003,16,17,1,0.6371486953021774,132,140,143
00320003,17,18,1,0.7132541220243452,132,143,137
00360001,9,10,1,0.5673498832312988,106,113,128
00360001,10,11,1,0.6497423969936846,120,128,135
00360001,11,12,1,0.6360512964270664,106,135,110
00360001,12,13,1,0.5390207880661757,102,110,126
00720001,17,18,1,0.5980643003565266,118,119,143
00720001,18,19,1,0.6052922409454229,123,143,126
00720001,19,20,1,0.611871473622825,118,126,134
00720001,20,21,1,0.6474984920669802,121,134,126
00720001,21,22,1,0.4387447474573962,94,126,101
00720001,22,25,3,0.43370140178029887,91,101,125
00720001,25,26,1,0.502203046212753,98,125,105
00720001,26,27,1,0.508319913533973,96,105,117
00230001,6,7,1,0.4753722134925048,95,114,102
00230001,7,8,1,0.4142903534505945,96,102,126
00230001,8,10,2,0.5865719706411502,106,126,114
00230001,10,11,1,0.5058972986540587,103,114,119
00230001,11,12,1,0.5560631229349936,98,119,105
00390001,9,10,1,0.6280802794447172,111,113,133
00390001,10,12,2,0.5229180036396738,102,133,104
00390001,12,13,1,0.500102768682284,93,104,112
00400002,13,14,1,0.5836867011504464,136,147,145
00400002,14,15,1,0.58738931247426,138,145,144
00400002,15,16,1,0.623700546979399,138,144,141
00400002,16,17,1,0.639515066647218,134,141,141
00400002,17,18,1,0.5770817053169317,136,141,143
00400002,18,19,1,0.6011850423775633,138,143,148
00400002,19,20,1,0.6688470276143256,130,148,134
00400002,20,21,1,0.6231898875519952,125,134,140
00400002,21,22,1,0.7282021674902424,130,140,140
00400002,22,23,1,0.5950769611368631,130,140,137
00400002,23,24,1,0.5269634611256754,126,137,130
00400002,24,25,1,0.5284937807253887,101,130,104
00370002,9,10,1,0.6602060825163673,136,144,143
00370002,10,11,1,0.7234209351161576,135,143,143
00370002,11,12,1,0.7246619355427354,139,143,150
00370002,12,13,1,0.721465557047607,141,150,147
00370002,13,14,1,0.7458281970384288,137,147,141
00370002,14,15,1,0.7342940572050256,135,141,142
00370002,15,16,1,0.7577786780456301,140,142,157
00370002,16,17,1,0.7287241581954144,148,157,148
00370002,17,18,1,0.7182102273942076,143,148,147
00370002,18,19,1,0.6591558977527324,142,147,149
00370002,19,20,1,0.6193140339544629,129,149,134
00590001,14,15,1,0.6283441601276528,94,122,98
00590001,15,16,1,0.6379213073317407,91,98,127
00590001,16,17,1,0.6132871674537579,120,127,132
00590001,17,18,1,0.7328859484996263,124,132,139
00460001,11,12,1,0.5815779212835013,99,135,104
