,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hat,1.2720972,0.6167252,0.5317018,0.6723249,1.3091433,0.6345092,0.73238295,0.74524647,0.9937884,1.3991988,1.5505537,0.6837752,1.5077155,1.1706779,0.8053376,1.375903,1.1028143,1.2153196,0.7177936,0.67433774,1.301543,0.8079704,0.9343276,0.7763492,0.812746,0.94392794,0.8657769,1.3162276,1.0258539,0.5281171,1.4766381,1.2524397,1.2185776,0.87888366,1.4011481,0.914364,0.6017235,1.4016523,0.7984345,0.9460581,1.2961903,0.8897201,1.3574936,1.1192384,1.0111197,1.2398376,0.68073696,1.0520867,0.55884445,0.6225919,0.8780197,0.711027,0.557317,0.9693912,1.300754,0.3224355,0.8439306,1.2561132,0.85471493,0.96255034,1.0718884,0.0,1.1062752,1.3186737,1.2208722,0.8631821,1.2295289,0.5862676,1.4643339,0.5080455,0.96873593,1.1305652,1.1319995,1.0398043,1.1256311,1.1381961,0.92781556,0.9487024,0.37117112,0.87577885,0.50413024,0.5663966,1.2099209,1.3341708,1.2267804,1.4146965,0.5514056,0.5414466,0.7260831,1.1154505,0.78270006,0.9360933,0.80927074,0.8887485,0.8941597,0.9363224,0.8448972,1.364275,1.1921681,0.97601706,1.3312334,1.0279307,1.3075941,1.0313635,1.0677111,0.765536,0.8877809,1.2554032,1.3452623,0.29181206,1.3222005,0.9957162,0.47408903,0.9613715,1.1789793,0.89416265,1.3157154,1.5448604,0.47023034,0.69539183,0.43387163,0.4247855,1.1597755,0.974972,0.81047714,1.3904146,1.3367627,0.82035583,0.9652307,0.39563394,1.4265172
horse,0.91105694,0.84455705,1.1800394,1.0679213,0.7497351,1.1728903,1.222106,1.20374,1.2057358,0.92830527,0.9091806,1.1023003,1.0010376,0.9693613,1.1618525,0.7199157,1.0561097,1.2626424,1.2045839,1.237399,1.2162726,1.2088228,1.147348,1.2844496,1.1135603,1.1213896,1.1259935,0.7522063,1.1210698,1.2137569,0.9561299,1.0130911,0.845879,0.7431219,0.83003116,1.1065181,1.1716981,1.0174987,1.287771,1.1590796,0.82742214,1.1345779,0.9862731,1.144131,0.7683687,0.68182814,1.2775908,0.722051,0.9485107,0.9103056,1.2060909,0.8317185,1.1343495,1.1933346,0.9689376,1.1105983,0.91605794,1.0214027,1.2064098,0.65951794,0.8665945,1.1062752,0.0,0.9670484,0.7466939,1.1950486,0.6461341,1.1365426,0.9529174,1.2530153,0.6349128,0.9928236,1.0490972,1.09428,0.8255226,1.0206267,1.0955478,1.170452,1.0915066,1.181481,1.014976,1.2762079,0.9732328,0.7528888,0.5806234,0.9783987,1.0893228,1.1354512,1.0098286,1.0339888,0.8556857,1.1578091,1.1563128,1.2834721,1.1723218,1.1590066,1.1004107,0.9529257,0.57453644,1.1808746,0.728926,1.2286589,0.7814094,0.847105,0.75971013,1.1133921,1.0036033,0.96590334,1.1041112,0.98606133,0.99660087,0.6529529,1.193111,0.90461576,0.96209466,1.1302861,0.8717362,1.0845703,1.3700662,1.0689783,0.9546242,0.9800432,1.0317913,1.1001376,1.4032807,1.0668694,0.99430954,1.0138298,1.0490998,0.9831393,1.0485883
hose,0.7149507,1.17744,1.2438332,1.2852197,0.8964704,1.1127757,1.0736644,1.1403903,1.0197445,0.79027814,0.6986457,1.1704798,0.7503191,0.9280889,1.0487628,0.8922085,1.034812,0.979807,1.2721971,1.1331747,0.9771504,1.1644233,1.1013057,1.1576346,1.2134279,1.0029457,1.1423395,0.41203225,1.026503,1.2627273,0.72596014,0.9151125,1.0196459,1.1370463,0.71841115,1.1650393,1.2430743,0.6820246,1.15475,1.0749385,0.39340794,0.93697053,0.8488732,1.1226146,0.970339,0.8773885,1.0982096,1.0840166,1.342408,1.113515,1.0621592,1.2496436,1.2981985,0.94523025,0.8645425,1.3075104,0.9886164,0.83822626,1.1744547,0.9531262,1.0462683,1.3186737,0.9670484,0.0,0.8701068,1.1633568,0.892971,1.3567164,0.7283437,1.2687739,1.0934681,0.9148153,0.9783683,1.0353532,0.90676284,1.081692,0.9248542,1.083947,1.306678,1.0906281,1.3152212,1.2635792,0.978429,0.85274434,0.89617646,0.88224596,1.3501451,1.361546,1.0313387,0.9953657,1.0244437,0.9195137,1.1091541,1.0872502,1.0974904,0.99436754,1.2139949,0.8480506,0.96688074,1.0391331,0.8316433,0.937817,0.8297808,0.9245086,1.0711199,1.203833,1.2098964,0.8246453,0.9059314,1.2817893,0.8619941,0.9901542,1.3255864,1.0084817,0.84686613,0.960913,0.7741543,0.7055479,1.1832886,1.2832135,1.3920453,1.2826438,0.97077703,1.0702182,1.0531251,0.85565495,0.78159875,1.1607506,1.0623316,1.3111131,0.7103027
jacket,0.9519225,1.1487352,1.28451,1.3255635,0.7251172,1.2466335,1.2067894,1.2370286,1.148283,0.8005965,0.5518719,1.1314727,0.8602097,0.84928405,1.2008064,0.59904754,1.0980034,1.2364037,1.2275847,1.290834,1.1011486,1.2755576,1.1142277,1.2173587,1.0861577,1.078963,1.2880459,0.7650505,1.0153843,1.2825054,0.7008044,0.5616808,0.9914898,1.0047883,0.60452867,1.3668498,1.2132386,0.8444246,1.2706863,1.1454085,0.81658435,1.0400573,0.7877282,1.1433351,0.81680924,0.9501155,1.2812543,0.76555794,1.1898797,1.2733563,1.1514406,1.069238,1.3337113,1.2524428,0.7601565,1.1855993,1.029571,0.90453666,1.3014326,0.7023158,0.88662624,1.2208722,0.7466939,0.8701068,0.0,1.1475828,0.5588859,1.3326886,0.7911052,1.2902894,0.8797222,1.0337776,1.0672684,1.1123997,0.9132035,0.97736925,1.0716695,1.1531739,1.2155409,1.1940224,1.2504668,1.3707471,0.91265166,0.544753,0.55586743,0.9659467,1.309752,1.2879311,1.1072912,1.0604831,0.9553181,1.1443474,1.189583,1.3510259,1.1780938,1.0247165,1.2282586,0.7058667,0.88639575,1.1768031,0.5078,1.1253421,0.5361034,1.034236,0.75752056,1.3087087,0.9876166,0.86116755,0.9754371,1.2466245,0.75625837,1.0297847,1.3702304,1.0344323,0.9387181,0.87834436,0.31276274,0.790527,1.3833077,1.2671547,1.1876781,1.187228,1.1294441,1.1535207,1.2952408,0.95883507,0.7960582,1.1563139,1.1220626,1.1558737,0.69605166
jar,1.2432567,1.1125973,0.8343941,0.849791,1.3168876,0.8538361,0.89379084,0.86096114,0.6536492,1.3548896,1.298255,0.9345647,1.2770522,1.1885711,0.9421264,1.3019981,0.997423,0.82988656,0.4077413,0.6149132,0.7358799,0.87875915,0.7897639,0.49369174,0.6046897,0.8836127,1.0180835,1.2420559,0.98476887,0.6803839,1.191943,1.099844,1.3568916,1.1013744,1.3500602,0.9941406,0.83475,1.1002252,0.38375294,0.70116746,1.1739225,0.89240277,1.1482027,1.0306283,1.0930126,1.2417808,0.8480195,1.0609796,1.058525,1.0241386,0.7537688,1.0634449,0.879552,0.9225416,1.003905,0.95553416,1.1662222,1.2118337,0.72033757,1.2121031,1.2113012,0.8631821,1.1950486,1.1633568,1.1475828,0.0,1.2553189,0.78611875,1.0992981,0.7228906,1.1557382,1.2440326,0.9636612,0.690881,1.1653206,1.000087,0.8054228,0.82492626,0.87222594,1.0502251,0.8519898,0.9529668,1.050659,1.348696,1.2656242,1.1605444,0.9024216,0.83100563,0.8267612,1.055409,1.0853081,0.7929503,0.60202926,0.9981919,1.0487546,0.82806325,0.62888527,1.1969131,1.2172916,0.9535608,1.2034113,1.0990739,1.3179367,1.0270939,1.1055938,0.8276961,0.985163,1.2659849,1.2104692,0.8151275,1.0672324,1.1256853,0.7508351,0.9835126,1.1304927,0.80233747,1.2505839,1.1872771,0.69667983,0.8107469,0.93402255,0.9848178,1.1356399,1.1154877,0.72188723,1.295992,1.2103282,0.7267995,0.92009354,0.8314054,1.1847866
jeans,0.8194875,0.84671533,1.3161311,1.1516825,0.68625116,1.3129919,1.3247106,1.3363419,1.4062119,0.6385592,0.5484154,1.173387,0.7359205,0.80194604,1.2466878,0.38136178,1.1224048,1.2624625,1.3918371,1.4894538,1.1345564,1.4493347,1.2537992,1.3176328,1.0004848,1.1585972,1.3763212,0.7553372,0.9367463,1.3456832,0.6606544,0.7542923,0.89991015,0.7904277,0.36681592,1.3192785,1.2758043,0.81396914,1.4374521,1.2479675,0.8234671,1.076611,0.73954594,1.1088041,0.63374686,0.71872973,1.3961073,0.8528565,1.0454773,1.1153396,1.3406363,0.8800429,1.3380594,1.180034,0.9463113,1.1174613,0.9534442,1.0015645,1.3253915,0.58498037,0.9147437,1.2295289,0.6461341,0.892971,0.5588859,1.2553189,0.0,1.2997053,0.74632895,1.4147112,0.6811339,1.0469899,1.0881846,1.191891,0.74758035,0.96925974,1.1568015,1.3572159,1.2303911,1.2724307,1.1788507,1.3885272,0.81957674,0.44098228,0.090243995,0.90328443,1.3045981,1.3217908,0.95966333,0.9335479,0.8094848,1.3245023,1.3317513,1.3611937,1.2980871,1.0843607,1.232097,0.6800966,0.8303378,1.1715438,0.61468875,1.1629238,0.3117664,0.8934969,0.4117477,1.212311,0.9197402,0.8560753,0.95674604,1.1702718,0.9439881,0.709294,1.4398228,1.0228336,0.93490154,1.031519,0.5492604,0.8353925,1.4727674,1.2167553,1.1202283,1.0715092,1.1110404,1.1804969,1.4091976,0.9245161,0.9022075,0.9877631,1.1141626,1.2000098,0.8305795
knife,1.4225738,1.016188,0.6779392,0.6503976,1.3084882,0.84290516,0.9299458,0.70619416,1.0414774,1.2905334,1.4163904,0.5476688,1.2492958,1.3418019,0.8929228,1.3987467,1.0125878,1.0310351,0.49868977,0.566412,1.1834288,0.721017,0.70013416,0.7776263,0.66820145,0.9142935,0.7374493,1.3898335,0.85037637,0.42844427,1.3470924,1.3104665,1.109602,0.98637766,1.3706529,0.76392674,0.40218896,1.3743609,0.7327882,1.0459487,1.3893393,1.2291621,1.2179425,0.9475825,1.1984262,1.1956633,0.8184899,1.1690747,0.72439927,0.63647604,0.90046275,0.7599147,0.24463284,1.1444939,1.3249937,0.67566645,1.1320505,1.2706661,0.94019425,1.2670156,1.2595388,0.5862676,1.1365426,1.3567164,1.3326886,0.78611875,1.2997053,0.0,1.24453,0.48518378,1.0332025,1.2116332,1.1786087,1.0610702,1.4009011,0.81285346,1.0062069,0.8678938,0.43759972,0.9403794,0.58137184,0.6320827,1.138308,1.4414353,1.3095198,1.3341331,0.26000518,0.21786803,0.85461295,1.1343162,1.05474,0.93840855,0.6929478,0.65984786,0.9826694,1.1164114,0.6637662,1.2556355,1.2091596,0.9838671,1.3061881,1.0873572,1.454962,1.2005587,1.1890974,0.20797169,0.7567698,1.2076257,1.2067012,0.42572618,1.0968682,1.1817611,0.11947209,1.0249408,1.2668893,1.1414118,1.4242523,1.4199135,0.6310993,0.4966662,0.57604134,0.70828915,1.0680512,1.0093902,0.974776,1.3004112,1.3169183,0.74315083,0.83851254,0.48605192,1.3548956
ladder,0.8715906,1.1923106,1.5313725,1.3789024,0.8356046,1.4568253,1.3193951,1.4353684,0.94215757,0.60311425,0.40371478,1.3186301,0.31786257,0.93013114,1.1252924,0.6435259,1.0546527,0.90349644,1.1975743,1.2572564,0.7198968,1.2964082,0.9471507,1.1088775,0.9605807,0.870535,1.2564431,0.7385916,0.47898436,1.3823369,0.42093605,0.7995227,0.85351187,1.2070508,0.50056124,1.2456883,1.3492234,0.3766669,1.1929264,1.1162176,0.7467029,1.099503,0.5103792,0.8405035,0.9360194,0.8996134,1.4336526,0.9372969,1.4375837,1.3073809,1.1357305,1.188373,1.3791368,1.2283562,0.80096114,1.3611238,1.1788915,0.9754906,1.2766159,0.8899952,1.0967879,1.4643339,0.9529174,0.7283437,0.7911052,1.0992981,0.74632895,1.24453,0.0,1.3009375,0.9348774,1.0713745,1.1343267,1.0182188,1.0385237,0.9252607,0.9839762,1.1945523,1.4894675,1.1852024,1.4060795,1.4999411,0.7593657,0.76224166,0.7523958,0.8198801,1.3176782,1.3330457,1.1742976,1.1483957,1.0291109,1.1187172,1.1696484,1.2558599,1.1916199,0.8454812,1.0418385,0.54702723,0.9387669,1.0105807,0.7473213,1.011893,0.68657875,0.9335164,0.83360547,1.0867273,0.9880814,0.9162899,0.7490445,1.4978721,0.77225494,0.9997913,1.3729687,0.97269595,0.89683616,0.8124555,0.75985014,0.57628787,1.4109607,1.2509732,1.4728637,1.389489,0.90609807,1.1499251,1.2307029,0.88987345,0.708738,0.979676,0.77406585,1.4404583,0.4255224
lamp,1.3443443,1.0823772,0.6581414,0.84407187,1.3570261,0.68430364,0.63422054,0.6437286,0.80870986,1.3296953,1.5042075,0.62815005,1.3992858,1.2551348,0.6183859,1.5446355,1.0868134,1.0758258,0.38020098,0.5125187,1.1451958,0.685642,0.69871426,0.5636657,0.6840389,0.8489791,0.8292087,1.3364265,0.96295446,0.40998602,1.3793235,1.2192672,1.3476756,1.0666239,1.4767375,0.8905274,0.4840511,1.2998525,0.5494034,0.9297731,1.3071617,1.0121224,1.1494031,1.0519688,1.3082558,1.3828881,0.61115164,1.2579129,0.89571387,0.79040205,0.6372403,1.0879831,0.4793524,0.9693739,1.1925187,0.65972114,1.1388755,1.2120788,0.92285573,1.284588,1.3168,0.5080455,1.2530153,1.2687739,1.2902894,0.7228906,1.4147112,0.48518378,1.3009375,0.0,1.1569862,1.2204635,1.1643994,0.8782134,1.4751289,1.0234869,0.8871917,0.75639915,0.52729523,0.890002,0.59954363,0.6060385,1.1416388,1.5184488,1.3891145,1.3069639,0.5118295,0.46353662,0.813249,1.2143828,1.0723728,0.78640294,0.4409933,0.76904535,0.9235342,1.0616757,0.6934337,1.2279142,1.2808323,0.7706595,1.3783525,0.9554416,1.4252752,1.225175,1.2327924,0.6928185,0.79262435,1.2609633,1.2660106,0.6138342,1.0987488,1.3241062,0.35632992,1.0362984,1.2196434,0.99710727,1.3640352,1.4512331,0.526572,0.64803135,0.72534204,0.77642965,1.2005316,1.002487,0.7935654,1.3963983,1.1232656,0.77512974,0.7810934,0.62825805,1.1736147
leg,1.0063001,0.65815264,0.98934114,0.88650554,0.53167564,1.0985717,1.1171294,1.1996865,1.2948878,0.94162667,0.9952162,0.9628404,0.9868565,1.0095842,1.2030022,0.8131428,1.0760573,1.3223823,1.1966218,1.31177,1.2256185,1.2873285,1.1328777,1.2687352,1.0565708,1.1156385,1.1895669,0.95811164,1.0072529,1.1688778,0.95715773,0.9845796,0.90518606,0.723967,0.8301501,1.1282084,1.023739,0.9634603,1.3024757,1.2067047,1.0087143,1.040067,0.9473039,1.1705601,0.6766702,0.8756514,1.1858289,0.64672863,0.6422792,0.8898747,1.2892236,0.55857056,1.0385566,1.2842462,1.1323221,0.8614615,1.0068595,1.0833086,1.1506926,0.68788785,0.67774045,0.96873593,0.6349128,1.0934681,0.8797222,1.1557382,0.6811339,1.0332025,0.9348774,1.1569862,0.0,1.0986738,1.0557592,1.0404761,0.7869803,1.0345297,1.2078927,1.2623565,0.84087414,1.2986789,0.804085,1.1124877,0.96275604,0.7568052,0.6077597,1.0411347,1.0017833,0.9906359,1.0047278,0.9470759,0.94712025,1.3442914,1.2419266,1.2911403,1.2132262,1.2358797,1.1475713,0.9434901,0.8874359,1.1385735,0.9355845,1.2774696,0.6604064,0.87567693,0.6787827,1.0443838,0.9279394,1.091717,1.144949,0.83261424,1.1137019,0.6546505,1.1515665,0.8106276,1.0993203,1.153765,0.9013084,1.0892292,1.3171989,1.0030993,0.6203519,0.7575763,0.99109316,1.2273121,1.3883595,1.0957534,1.0359393,0.97544146,1.0166662,0.8120384,1.0047644
meat,0.7223263,1.0724151,1.1590056,1.0435523,0.98400766,1.1874459,1.1699944,0.9198522,1.0091656,1.1029495,0.85188764,1.1881063,1.0111556,0.84766114,1.0178217,0.88577014,0.86381304,0.8882083,1.2884054,1.1236184,0.98872775,0.84350294,1.2407991,1.2069889,1.336674,1.19365,0.8062149,0.94474113,1.1542529,1.2360829,0.9975028,1.0047903,0.87547797,0.98680663,0.98313874,0.86527073,1.2542315,0.90306044,1.196047,1.093713,0.9176954,0.7947962,1.1336566,1.0709643,1.0347036,0.97070044,1.0588024,1.1307391,1.0536987,1.0477245,1.0256016,1.1281762,1.2063353,0.8128938,0.928571,1.1767813,0.38159907,0.8044085,1.1267506,1.059609,0.8512786,1.1305652,0.9928236,0.9148153,1.0337776,1.2440326,1.0469899,1.2116332,1.0713745,1.2204635,1.0986738,0.0,0.895067,1.0341555,0.5458641,1.161563,1.0617187,0.9557096,1.2268542,0.33069617,1.1645172,0.96546376,1.1404086,0.81001747,1.0487227,0.87100357,1.265399,1.2709076,1.1687447,0.8132001,0.8812896,0.8649379,1.1136533,0.94642365,0.6862947,0.9260738,1.2190223,1.1610005,0.8259824,1.0417074,0.80388784,0.83033705,1.021669,0.9088372,1.0634146,1.1783891,1.1384327,1.0144174,0.9683953,1.1850499,1.1434622,0.9233374,1.1882352,1.1822897,0.902104,1.0392733,0.9544345,0.8169444,1.0904713,1.0738318,1.1484524,1.1144247,0.8893366,0.2505691,0.97161955,0.7926384,0.9997629,1.2125784,1.1820605,1.2498878,1.0919834
melon,0.8594738,1.036268,0.5996307,0.71234477,1.0100971,0.66232115,0.9567937,0.54972315,0.9714052,1.0893085,1.0556344,1.2030454,0.97287244,0.7249391,1.1359361,0.9725795,0.9323369,0.8918025,1.1635275,1.0372257,0.9190207,0.9895519,1.1623027,1.0463175,1.2669398,1.1608099,0.98897094,1.1168804,1.2592356,1.0958036,1.0014334,1.0097184,0.8890448,0.82929134,1.1126478,0.9704508,1.1291541,0.9619474,0.9618166,0.95025927,1.0855405,0.83836555,1.2159297,1.1036321,0.88202834,0.98405886,0.8400124,1.0353127,1.0208845,1.12089,0.8841368,1.1091235,1.1961198,0.73105526,0.9746651,1.1982465,0.9505082,1.0427555,0.7115396,1.0762849,0.91395146,1.1319995,1.0490972,0.9783683,1.0672684,0.9636612,1.0881846,1.1786087,1.1343267,1.1643994,1.0557592,0.895067,0.0,1.057721,0.69492257,1.1001738,1.0152762,0.9304389,1.135807,0.98879987,1.104242,0.8746356,1.1875044,0.9224621,1.0911386,0.9179895,1.2365818,1.2101946,1.0475231,0.3554495,1.1161233,0.9378257,0.94093144,0.9834728,0.9053656,1.00511,1.1185769,1.2001748,1.0249461,1.1075958,1.0343746,0.78894347,1.0335088,0.91784686,1.0697572,1.0961797,1.1933,1.0501293,0.8476,1.114717,1.0703899,0.8899853,1.1437323,1.0852251,0.8662776,1.0396736,1.0431185,0.87457573,0.97596174,1.175939,1.1350209,0.94625115,0.8454272,0.99223727,0.64457,0.83075786,1.0495603,1.1457434,1.1584373,1.1573845,1.1612531
milk,1.1992946,1.1339873,1.1236546,1.1139829,1.1152679,1.0644783,0.80148417,1.1024433,0.6973838,1.1367594,1.1121165,1.120554,1.149699,1.0988493,0.9064213,1.1889434,1.0037318,0.7632682,0.5511757,0.7693224,0.60502934,0.85190785,0.8072556,0.57855827,0.7803825,1.015379,0.8731334,1.0903051,0.9334347,0.9113734,1.0763557,0.9881032,1.0934116,1.1718999,1.1749705,0.93514556,1.0802864,1.0667104,0.56606793,0.88159674,1.0610046,0.9911215,0.94506353,0.99775636,1.1387128,1.3536811,0.7844124,1.0910093,1.2309535,1.2622775,0.99085194,1.1682441,1.1600847,1.0789351,0.97664636,1.1184695,1.1488614,1.0738286,1.0363582,1.1484399,1.180057,1.0398043,1.09428,1.0353532,1.1123997,0.690881,1.191891,1.0610702,1.0182188,0.8782134,1.0404761,1.0341555,1.057721,0.0,1.1747115,0.97106016,1.0207218,0.8225951,1.1231257,0.88936883,0.9800513,0.99343866,0.965141,1.2163379,1.1840729,0.92160916,1.1193843,1.0867451,1.0373546,1.2017444,1.0218185,0.8765484,0.9930665,0.99659544,0.8710679,0.7420498,0.7864219,0.96631855,1.035466,0.91724944,1.1291292,0.98343086,1.1463075,1.0154325,1.0988593,1.1220884,0.9347466,1.1280854,1.0760324,1.0990889,0.8579532,1.0374362,1.004385,1.0298731,1.0693492,0.87532777,1.1342735,1.0177478,0.8560964,1.0061997,1.1290045,1.1627309,1.0235107,0.9248279,0.88655496,1.0771284,1.0500163,0.89428777,0.94204235,1.1607027,1.0545155
mitten,0.6120003,0.6881464,1.0602437,0.9288052,0.71439075,1.1237932,1.1802995,1.0572444,1.228651,1.0044376,0.84391993,1.3543218,0.89700955,0.7494714,1.2428613,0.61483705,0.81181085,1.0241146,1.4826156,1.4389081,1.0518551,1.259758,1.4158319,1.3697344,1.3571689,1.2194645,1.1561604,0.859409,1.1535255,1.3753617,0.88439995,0.9511414,0.8786973,0.8314721,0.78187907,1.1106558,1.4221394,0.95206565,1.3797021,1.1374658,0.8197321,0.5467478,1.0809947,1.0812229,0.6823628,0.65024143,1.1903284,0.8832365,0.84582543,0.9791546,1.1305887,0.86282325,1.3900638,0.7378159,1.0305934,1.1506231,0.4445113,0.82531285,0.90228146,0.80990803,0.48264635,1.1256311,0.8255226,0.90676284,0.9132035,1.1653206,0.74758035,1.4009011,1.0385237,1.4751289,0.7869803,0.5458641,0.69492257,1.1747115,0.0,1.1963547,1.027534,1.2527621,1.2657024,0.8549288,1.0938327,1.1655021,1.0915462,0.41824126,0.72907114,0.85253,1.405115,1.4117527,1.026803,0.5967642,0.76794887,1.1950049,1.2490463,1.3192377,1.0221107,0.99634194,1.2691035,1.1542288,0.991982,1.1886016,0.71583736,0.96660024,0.7109387,0.69661915,0.77684504,1.2115808,1.1956034,1.0994022,1.080398,1.0562695,1.2511674,0.4879073,1.4863212,0.83596826,0.82485104,1.0307136,0.8045349,0.8706087,1.282549,1.2118216,0.99372876,0.92277086,0.7123164,0.7774386,0.9889311,0.86803806,1.0409428,1.1294223,1.257321,1.1009831,1.1619779
mop,1.0638604,1.0793718,1.1801181,1.1041977,1.0051836,1.051933,0.99533176,1.1370598,1.1142228,0.94481707,1.0619648,1.0040065,0.980499,1.1396323,0.9930764,1.0271909,0.82142127,1.0079381,0.9063739,1.1422012,1.0362041,1.1951958,0.47894597,0.9826797,0.83097166,1.0311303,1.1022838,1.107415,0.95967406,1.0202826,1.0656706,1.0154856,0.8900019,0.98643774,1.0375282,1.1148298,0.96978486,1.1397384,1.0030526,1.1267834,1.1083587,1.1768415,0.8878601,0.8784993,0.90061104,1.0468495,1.1013587,1.0026495,0.99742943,0.9471152,1.0531863,0.8627339,0.8843447,1.0350231,0.96053857,1.0272721,1.1952887,1.1202427,1.020596,1.0414878,1.0274334,1.1381961,1.0206267,1.081692,0.97736925,1.000087,0.96925974,0.81285346,0.9252607,1.0234869,1.0345297,1.161563,1.1001738,0.97106016,1.1963547,0.0,1.0918107,1.143873,1.0639027,1.1395736,0.92474407,1.1794825,0.9821914,1.1189641,0.99743855,0.90505123,0.76524377,0.8906836,0.97671306,1.076929,1.093428,1.1482567,1.0559529,1.0909913,1.1535032,0.98078185,1.0203911,0.9028997,1.0524138,0.91499984,1.0571598,0.87343305,1.0940995,1.0513225,0.97051054,0.8345121,0.8035813,1.0441769,0.948777,1.0602744,0.9208037,1.00642,0.92779833,0.93208414,0.94478893,1.0399501,1.0582604,1.0931771,1.1734256,1.0194182,0.997866,1.085509,0.83841336,1.1192989,1.0984306,1.0823079,1.0066755,0.7599888,0.7468842,0.9917985,1.0465393
motorcycle,0.95742685,1.0171059,0.98036045,1.009625,1.2303368,0.9284092,0.96749884,0.8364179,0.9369643,1.1423881,1.1527743,1.0068761,1.0102856,1.075901,0.90239376,1.1944683,1.004228,0.82366514,0.8744566,0.9758493,0.9420132,0.956357,0.9239353,0.9097878,0.95756185,0.40674174,1.0030084,1.0030622,1.0677974,0.946912,1.0265357,1.0372853,1.2260704,1.1576326,1.1163745,1.0658132,1.0322654,1.0399275,0.92856926,0.93841875,0.9312831,0.8110181,1.0970038,0.96811455,1.0397097,0.87727475,1.0351377,0.98885447,1.1551335,0.8303171,0.7460048,1.1268762,0.932032,0.81278646,1.0714321,1.0181023,0.90990686,1.0531791,0.82973516,1.0228515,1.1326619,0.92781556,1.0955478,0.9248542,1.0716695,0.8054228,1.1568015,1.0062069,0.9839762,0.8871917,1.2078927,1.0617187,1.0152762,1.0207218,1.027534,1.0918107,0.0,0.95539904,1.086639,0.9337048,1.0884326,1.0254359,1.0545715,1.1568019,1.1957134,1.084847,0.97760785,0.9743935,0.64159846,1.1316943,0.9741237,0.88523346,0.70435476,0.9642415,0.9695938,0.90144664,0.8025099,1.1607765,1.1606445,0.9160635,1.191727,0.96263176,1.1293335,0.9330261,1.1031176,0.93420535,1.0838172,1.1690072,1.1264985,0.96061623,1.099709,1.0618354,0.9317672,0.8878153,0.9732055,0.61496127,1.1234051,1.1313648,0.8928173,0.9956223,1.1358469,1.1357945,1.1359801,0.9869644,0.81439555,1.1756244,1.0060555,0.85656726,0.99724776,1.0274532,1.005511
muffin,1.2816408,1.1997275,0.82225317,0.9718595,1.2317915,0.84565127,0.83611184,0.6081125,0.631312,1.3346832,1.259805,1.0026938,1.2880056,1.1564543,0.93157697,1.38009,1.0216969,0.8996313,0.74019575,0.41170412,0.93940336,0.16839945,0.95130754,0.8517473,1.1004866,1.0883815,0.5163316,1.1750892,1.179593,0.8388412,1.1726644,1.0613538,1.1379254,1.0519956,1.3834882,0.4893989,0.8693143,1.1607506,0.58362544,0.6649089,1.0964094,1.0329022,1.261156,1.1118304,1.313529,1.2539021,0.63375556,1.2461599,1.1208515,1.1617254,0.742856,1.2255992,0.978722,0.9965981,0.9818734,0.98344195,0.9661819,1.0744959,0.9969294,1.2160159,1.1998764,0.9487024,1.170452,1.083947,1.1531739,0.82492626,1.3572159,0.8678938,1.1945523,0.75639915,1.2623565,0.9557096,0.9304389,0.8225951,1.2527621,1.143873,0.95539904,0.0,0.93562865,0.7261144,1.0714684,0.61494863,1.1393341,1.3356465,1.3600274,1.1368235,0.95310426,0.9258158,1.1466687,1.0977883,1.1687241,0.5420834,0.744629,0.579259,0.54497683,0.91771895,0.90877765,1.2526861,1.1513795,1.0116725,1.14933,0.98785883,1.3051322,1.1114674,1.2969005,1.000929,1.1889014,1.0376955,1.1843755,0.99065584,1.0444705,1.320987,0.68725616,1.1787869,1.0217991,0.9663733,1.1727268,1.0327874,0.69450164,0.82051,1.0943701,1.0469259,1.1747438,0.787992,0.80924594,0.89149094,1.102638,1.0676973,1.0768542,1.016951,1.2106407
