,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
bear,0.9312763,0.9909117,1.2139406,1.0754006,0.9205828,1.1755092,1.2525095,1.1562063,1.0006126,0.7922936,0.0,0.8216921,1.056391,0.92363816,0.9632647,0.90553427,0.8524621,0.8344451,1.2243143,1.1435819,1.2019744,1.0830983,1.1540619,1.2295218,0.99466777,1.0358213,0.80446064,1.0570828,0.8983494,0.9736741,1.1209735,1.0035032,0.9637797,1.2433053,0.91844213,0.9391676,0.81958425,1.1259471,1.0171814,0.956383,1.2035999,1.0270696,0.97274417,1.1771746,0.7651286,0.96073633,1.0475814,1.0291096,1.1503915,0.88829404,1.0976777,0.94467217,1.0415221,0.88996756,1.2207642,0.9912239,0.9627075,1.0805545,1.0797614,1.1625326,0.97513634,1.0588003,0.6808923,1.2914448,0.98054844,1.0784245,1.0437979,1.0414001,0.9471576,0.93651426,0.8363889,1.1265771,0.7549359,1.0150831,0.91583574,1.1396701,0.98386264,1.0305991,1.1765692,1.0666472,0.9008162,0.9507772,1.0928947,1.0172687,0.9690237,0.9705779,1.0663989,1.1936487,0.96867585,0.88801575,0.7724209,1.0358531,1.0375323,1.0040189,0.98354816,0.98658067,0.93055105,1.071943,1.1829139,1.1754446,1.0349967,1.231001,1.0269089,1.1740128,1.0108896,0.7692896,1.0494609,1.0841538,1.2586086,0.90495634,0.9759834,0.8516326,1.0243165,0.7957347,0.91870433,0.6938924,0.8078762,0.7362418,0.99697095,1.0992087,1.276377,1.0541035,1.0984745,0.997856,0.85064065,0.9752217,1.042545,1.0467602,0.9039103,1.0526975,0.997949,1.2113154,1.0563575,0.92984307,1.0550908,0.8210973
bed,0.88662547,1.259625,1.641283,1.0316416,0.5842902,1.4080968,1.4726272,1.4260721,1.2176108,0.55944526,0.8216921,0.0,1.4545965,0.5666194,0.7859425,0.7343579,0.17630523,1.0415295,0.9272178,1.5101252,1.3614112,0.61619574,1.4382243,1.1063596,0.91540605,1.3960931,0.68456244,1.3034391,0.4884019,0.8192928,1.2528162,0.75522286,0.76143193,1.2397766,1.1927062,1.3426701,0.11946404,1.1087458,1.5556931,0.61232185,1.5615467,0.90730906,0.5799912,0.7823837,0.5844399,1.0840722,0.81136715,1.2012948,1.5754976,0.79120255,0.7188888,1.4229742,0.8090516,0.86843467,1.1858813,1.0058264,1.5640988,1.1880171,0.9547816,1.180859,1.4519396,1.038568,0.8132774,1.2625792,0.7193192,0.8727206,0.90807533,1.3949172,0.95958817,1.1672611,0.4409008,0.9981367,0.43512708,1.5080671,0.666225,1.4544015,0.7104837,1.0283527,1.1444769,0.8502989,1.0617433,0.6873803,0.88557416,1.4951831,0.97740513,1.2961897,1.1424695,1.5755023,0.7615878,0.46133107,0.5386888,0.67600954,1.5302579,1.5204005,1.1130527,0.88220114,0.7869243,0.9678767,1.2030379,1.3684236,1.0712234,1.3605891,0.60753655,1.001607,1.3937075,0.6275238,0.98428214,0.81307423,1.267842,0.7418302,1.4258134,0.4527344,1.0056717,0.79792726,1.4869313,0.7697569,0.93471134,0.60615385,1.4519722,1.0518441,1.2246869,1.4300818,1.3639368,0.91816354,0.3314705,0.35161173,1.5541215,1.5587902,1.4074881,0.8700017,1.1962892,1.2458311,0.90742445,1.1837009,1.5291531,0.5532574
belt,1.1509113,0.7583917,0.4429469,1.1374197,1.4004067,0.822995,0.6423,0.84435683,0.6912304,1.2764562,1.056391,1.4545965,0.0,1.4055426,1.2879006,1.2331555,1.4044626,0.6634404,1.0996555,0.30129623,0.7663833,1.367311,0.70986533,1.0389969,1.241458,0.41540372,1.0035856,0.53277326,1.275877,1.0726404,0.71549296,1.3147874,1.1982251,1.0385484,0.8707385,0.8217894,1.4116259,1.0311925,0.23693049,1.34942,0.38870674,1.2078573,1.277617,1.323794,1.3226848,0.9272239,1.1647432,0.81715417,0.47807562,1.04907,1.2585087,0.7038485,1.2337816,1.1620951,0.8018611,0.9967473,0.40551877,1.0493646,1.2640234,1.0407537,0.51753783,0.9562237,1.1363773,0.9438003,1.293037,1.2966673,1.2783179,0.36800218,1.1066506,0.89945483,1.2717633,1.2686507,1.3133681,0.59539914,1.2716221,0.4621297,1.1317999,1.0780699,0.98532015,1.1823051,1.0001602,1.230744,1.2683244,0.27666855,0.7919395,0.7081741,1.063722,0.4852649,1.1262589,1.3676513,1.232248,1.3821177,0.33621824,0.37428248,1.0319995,1.1091838,0.84700906,1.2625866,0.7502121,0.781041,1.0784029,0.6531309,1.2933127,0.94013083,0.4711107,1.3494174,1.2043521,1.3603275,1.0964047,1.2203355,0.58094656,1.3719212,1.066233,1.1895968,0.4205705,1.2355576,1.1366594,1.2335459,0.42466414,1.025505,1.1280856,0.68997073,0.3889917,1.181199,1.3233567,1.5102072,0.3991058,0.41950774,0.5102183,1.3402798,0.6167671,1.0099341,1.2084984,0.7530307,0.21515727,1.2725688
bench,1.0007089,1.2069106,1.4193224,1.1078336,0.83700836,1.2602787,1.3224514,1.136585,0.9428606,0.6311747,0.92363816,0.5666194,1.4055426,0.0,0.83133376,0.8087473,0.64814246,1.1584157,0.8972194,1.417554,1.2043376,0.7178173,1.3027382,0.99820036,0.906681,1.3079424,0.84643406,1.2402095,0.87459666,0.68998444,1.1027722,0.33304822,0.9519428,1.0357186,0.97672653,1.211307,0.5940372,1.0808194,1.4014142,0.44846404,1.3642075,0.8604346,0.89531904,0.9370729,0.6509317,0.87736326,0.8994401,1.1961143,1.3967092,0.9684134,0.9205653,1.3423092,0.8427313,1.0926907,1.1841892,1.0159847,1.3844624,1.1408187,0.84294254,1.2340485,1.3976994,1.1048906,0.838384,1.1548152,0.95464337,0.9230018,1.0346075,1.4119478,1.0514269,1.2186995,0.7838974,0.9096636,0.6720872,1.3284619,0.5025799,1.3426094,1.037418,0.98440933,1.1440521,0.96202475,0.91987556,0.71686023,1.0157492,1.4273713,1.1096221,1.2581326,1.1230435,1.3597486,0.7190174,0.7995559,0.81233156,0.793576,1.3027121,1.320493,0.9910847,1.0048757,1.0796498,1.027542,1.1959189,1.2628033,1.06985,1.1912633,0.76137877,0.888007,1.380798,0.60852885,0.9232905,0.915311,1.0682818,0.8643071,1.3159294,0.77514577,0.96531767,0.84247726,1.362201,0.7792125,1.0173798,0.6798882,1.3354307,1.0434136,0.9959014,1.312422,1.2987821,0.8152976,0.802685,0.6094153,1.3500671,1.4566361,1.3563709,0.9182607,1.2315997,0.9765197,0.8516073,0.9812427,1.4188026,0.7356385
bib,0.6879227,1.0392131,1.1485069,0.9601329,0.8113194,0.98676854,1.2620777,0.88439375,1.31315,1.0268748,0.9632647,0.7859425,1.2879006,0.83133376,0.0,1.054294,0.7602298,1.074976,0.61341226,1.4579902,1.2775072,0.6300528,1.0759679,1.3389716,0.73095196,1.368569,0.9443289,1.2810802,0.9745444,1.3295857,1.1532278,0.89775956,0.7925738,1.2185345,1.0685043,0.9291228,0.83791816,0.8241467,1.2303455,0.9076076,1.4175048,0.79712325,0.9868336,0.9171048,1.0808207,1.2026609,0.9256368,0.8757882,1.1674283,1.1264702,0.79756284,1.060547,0.68384063,0.80524176,1.2011151,1.3730739,1.107534,0.76240015,0.70283467,1.3370429,1.1483189,1.0282158,0.8459139,0.76255643,0.8497083,0.8237163,0.78847456,1.2204143,1.0473671,1.1763562,0.7585851,1.2082634,0.7126411,1.2119379,1.0977037,1.3107679,0.86469865,0.81713176,1.1435539,0.92082644,1.2411883,1.1499118,0.9666675,1.2013637,1.1851671,1.278793,0.9278585,1.1595919,1.2478163,0.77405477,0.8912497,0.44806457,1.3391895,1.2803837,0.8875444,0.9831949,1.2764709,0.6264632,1.2439239,1.0978394,1.1186422,1.2649302,1.111612,1.2358109,1.269097,1.0840199,0.7542698,0.64545673,1.1204574,0.7554267,1.0542774,0.66561764,1.1780076,0.8764977,1.3136218,1.059508,1.1123486,0.81437683,1.3108187,1.1220841,1.1126161,1.0902883,1.2195872,0.90639544,0.7812739,0.52012396,1.0085597,1.1271787,1.008232,0.80308986,1.3678832,0.86674,0.6829869,1.4690403,1.278591,1.0777467
bird,0.97258896,1.2512342,1.3861061,0.9333919,0.7929746,1.0959616,1.1796135,1.2214122,1.168031,0.7354841,0.90553427,0.7343579,1.2331555,0.8087473,1.054294,0.0,0.7810514,1.0011709,1.1595916,1.3040855,1.1352985,0.9213593,1.2290931,1.0107499,0.856129,1.3066041,0.77112234,1.1887356,0.77514,0.88917804,1.1847224,0.8236263,0.9279949,1.0484738,1.0699432,1.1881438,0.6659614,1.0746719,1.3266611,0.89334893,1.350043,0.9888189,0.794166,0.8887137,0.6132109,1.0208027,0.9853013,1.1522264,1.3533139,1.0046772,0.81903076,1.2475281,1.08368,0.92556864,1.1155326,1.0697885,1.3120188,1.0790206,1.0139114,0.96555716,1.1999083,1.0568308,0.91022223,1.1652995,0.81927687,0.81736577,0.9261403,1.2509227,0.9884862,1.151763,0.9211151,0.883051,0.75819564,1.2594154,0.7514542,1.1589926,1.1049007,0.87234986,1.0675083,0.94682777,0.9530094,0.7309929,0.8355939,1.252854,1.1171181,1.1285846,1.054902,1.3747759,0.78834003,0.8971102,0.83598065,0.9187049,1.2512912,1.2678345,0.9469979,0.9535437,0.9700117,0.9466919,1.1110083,1.1633563,0.99149686,1.2022283,0.8652407,1.0186193,1.2082952,0.5521725,1.0083983,0.8872066,1.1014923,0.8070718,1.2300024,0.84965456,1.0157629,0.73736197,1.2290576,0.9013945,0.86998,0.82916903,1.3072138,1.06129,1.0655748,1.2131033,1.1983331,1.04745,0.93314695,0.7876302,1.2742581,1.3266078,1.2522452,0.80773085,1.2411568,1.218312,1.0116261,1.0414451,1.198829,0.5750363
blanket,0.81709015,1.2007166,1.6349912,1.062633,0.64155334,1.3546877,1.4392023,1.3724849,1.1928173,0.7110478,0.8524621,0.17630523,1.4044626,0.64814246,0.7602298,0.7810514,0.0,1.1037483,0.947491,1.5188484,1.3950292,0.6943307,1.4385185,1.141834,0.8070586,1.3871379,0.80075043,1.2934432,0.62291795,0.949239,1.2653005,0.81433016,0.80715156,1.1535074,1.1768203,1.3071342,0.26318347,1.0267669,1.5131886,0.64949,1.5791438,0.8683377,0.679433,0.7990149,0.69010544,1.1366098,0.77717125,1.2123449,1.5793824,0.8356133,0.7712244,1.3633993,0.85779303,0.7997899,1.1107612,0.9714892,1.5565968,1.0498049,0.8907765,1.2169714,1.4076071,0.89004314,0.82937694,1.2408986,0.74801177,0.8966245,0.8891413,1.3776178,1.0326076,1.1756318,0.5034646,1.0117906,0.495273,1.5141056,0.74063957,1.4439894,0.64410496,1.0201687,1.1941952,0.71563375,1.0019432,0.73273677,0.83019364,1.5042558,0.87355137,1.2192398,1.0806044,1.5780616,0.86657274,0.4056306,0.6030813,0.6660373,1.4992837,1.5171971,1.102077,0.8940557,0.6751082,0.8590801,1.1431568,1.36267,1.0493153,1.3013808,0.6351229,1.0482872,1.4102495,0.71878886,0.9210147,0.85824454,1.1865709,0.7455883,1.3629094,0.47277993,0.9341026,0.792894,1.5336826,0.8607305,1.0290941,0.7430315,1.4306476,0.90193707,1.1510683,1.4034009,1.3589456,0.93867683,0.41492146,0.43950582,1.5386008,1.5328474,1.435144,0.83238834,1.0099539,1.1602652,0.9061402,1.172888,1.474371,0.6546871
boat,1.0549234,1.1097215,0.80845964,1.1064073,1.0749153,1.006985,1.0357797,1.0377436,1.0318829,0.9632466,0.8344451,1.0415295,0.6634404,1.1584157,1.074976,1.0011709,1.1037483,0.0,1.1159178,0.67648417,0.9313699,1.1401396,0.89788973,1.2285981,1.1203758,0.6352035,0.89877486,0.4802658,0.9852278,1.0851796,1.0134956,1.1039624,1.0230453,1.1319841,0.9437867,0.9423473,1.0754268,1.1804762,0.4987834,1.1672485,0.74691594,1.0944843,1.0661801,1.2535338,1.008805,1.0673953,1.2067127,1.0045865,0.781019,0.946671,1.1010773,0.9777182,1.0285937,1.0811902,0.96546227,1.1933671,0.7585733,1.132581,1.0672046,1.1102012,0.7966769,1.1903255,0.9140531,1.1267796,1.1270286,1.1210409,1.1636878,0.77657783,1.0480894,1.0374273,1.0335387,1.135077,1.1136096,0.96875995,1.2022302,0.7760651,1.0264741,1.0807796,1.1147937,1.2196511,1.0496237,1.1349117,1.1085973,0.54003716,1.0449251,0.93016326,1.0725762,0.7961911,0.9945162,1.1426165,1.140501,1.074883,0.7615298,0.750335,1.0448552,1.1013478,1.1235398,1.1760643,0.8957614,0.9575176,1.0513705,0.90829587,1.2293848,1.0672115,0.88535637,1.0377744,1.0760742,1.1809986,1.1003106,1.037007,1.0573939,1.0946839,1.2474288,1.0501127,0.7208221,0.95643944,0.9045258,0.9585939,0.96081215,1.1607823,1.1341746,0.9745314,0.47168803,1.276684,1.0529884,1.1179765,0.7335386,0.7962686,0.6550584,1.2118808,1.0002663,1.2398212,1.0858375,1.1177932,0.7963326,0.92078996
book,0.64684784,1.0716993,1.1068531,1.1857874,1.103977,1.1539512,1.0095959,0.87129354,0.8514787,1.0798391,1.2243143,0.9272178,1.0996555,0.8972194,0.61341226,1.1595916,0.947491,1.1159178,0.0,1.1040221,1.0313306,0.34992433,1.1883568,0.95982766,0.7360464,1.1650747,1.0739412,1.0784842,1.0295082,1.0421485,0.881944,1.0253272,1.080444,0.9990448,1.0097739,1.147882,1.0072114,0.8786263,1.0381967,0.91152525,1.1310107,0.8766921,1.0151241,0.8446357,1.1828711,0.86289287,0.95001507,1.1839044,1.1465025,1.2500951,1.0323027,1.1947429,0.69470507,0.9768127,0.88002855,1.081827,1.0463256,0.6373732,0.62320304,1.0100089,1.2309964,1.0337138,1.0204312,0.48034137,1.1152836,1.0369616,1.0767001,1.2404656,0.9494672,1.1161113,1.1250706,1.1413102,1.129273,0.9184841,0.89766455,1.0979354,0.9325072,1.1338882,0.78175676,1.0361392,0.9862768,1.1049658,1.0416,1.2596829,0.96998596,1.0799917,1.1593127,1.0848426,1.1336746,1.1530969,1.2642478,0.3927763,0.97117263,0.99519885,1.090514,1.0242207,1.0951353,0.72797954,0.9326278,0.85885906,0.9068239,1.0567572,0.8684783,0.85357475,1.1393447,1.1642203,0.7251965,0.84608525,0.9535902,1.1924623,0.9122784,1.1339505,0.95583403,1.2678105,1.1905385,1.0927236,1.1510178,1.1053406,1.1730094,0.96568984,0.9095041,0.95247436,1.1072359,0.90748096,1.1313535,0.51695865,1.1603938,1.2662933,1.2666416,0.9283231,1.0653453,0.6635223,0.72649044,0.95398104,1.0149902,1.1709992
bottle,1.2421696,0.8295918,0.3814904,1.1818118,1.4676911,0.8031814,0.54400754,0.8529774,0.5990857,1.2846535,1.1435819,1.5101252,0.30129623,1.417554,1.4579902,1.3040855,1.5188484,0.67648417,1.1040221,0.0,0.6104588,1.3473928,0.6858437,0.7951993,1.2862284,0.26827788,1.1498915,0.37029254,1.2494074,0.9318481,0.7308581,1.2716525,1.2881377,0.91132057,0.8864659,0.857035,1.4768314,1.1158094,0.25221562,1.2494948,0.110134125,1.251772,1.223881,1.2328622,1.2216107,0.9818024,1.1014869,0.92006344,0.44498682,1.0302161,1.2850547,0.85445654,1.2055788,1.2197641,0.6550824,0.9170794,0.48802203,1.0676403,1.2434279,0.7858591,0.5953326,1.0478528,1.1123698,0.90616494,1.343641,1.3643992,1.3858353,0.45502162,0.9958305,0.88826096,1.3621988,1.0173764,1.5339096,0.6519578,1.2161474,0.36133736,1.184029,1.1463042,0.8279432,1.2788976,1.0133249,1.2712379,1.2262471,0.3472942,0.80528694,0.70851636,1.0899282,0.43053818,1.0777967,1.4544146,1.3754222,1.4303073,0.3759153,0.41614616,1.1290118,1.1402851,0.8923938,1.3080437,0.6148026,0.7414845,0.92374593,0.5120681,1.2585183,0.9211218,0.37519848,1.278354,1.1943845,1.4015455,0.9800744,1.403101,0.7557397,1.4836895,1.0912445,1.344991,0.29612416,1.1866239,1.1058463,1.3625557,0.5034853,1.0511771,0.97615325,0.7719088,0.37570226,1.1541167,1.3871063,1.5498499,0.4567144,0.5462792,0.6202769,1.4068443,0.5490673,0.96682346,1.2490172,0.67374825,0.34134507,1.1820122
bowl,1.2007315,1.0361516,0.528481,1.1371721,1.3241985,0.7065032,0.56864095,0.8320974,0.67959034,0.98320657,1.2019744,1.3614112,0.7663833,1.2043376,1.2775072,1.1352985,1.3950292,0.9313699,1.0313306,0.6104588,0.0,1.1840162,0.6038906,0.48013866,1.1451356,0.72242284,1.1155847,0.80513304,1.1733371,0.89332074,0.8330873,1.080407,1.3261927,0.6052732,0.94003004,0.8971783,1.3741641,1.156465,0.7694349,1.1359836,0.48235297,0.92215794,1.1559325,1.2020935,1.2325267,0.90433085,1.1283476,1.1683447,0.5327302,1.1100979,1.3570406,1.0279789,1.2165233,1.0113328,0.8540715,1.0904636,0.64116395,1.0510268,1.3010113,0.7118585,0.9805892,1.1984495,1.1207997,0.83243036,1.3737445,0.98170376,1.267322,0.8936024,0.95933384,1.0270567,1.4166434,0.7824652,1.5219408,0.62883735,1.1995393,0.608875,0.93931377,0.7717976,0.8120456,1.3224018,1.0873333,1.1436361,0.87590235,0.8439822,0.8459541,0.9713821,1.2024177,0.5382186,1.0103983,1.3556865,1.4413524,1.2685579,0.76892006,0.7697337,0.85880065,1.0994577,0.9299952,1.0320638,0.86051965,0.36731672,0.91222954,0.62300694,1.0939991,0.84029114,0.66701066,1.126064,1.2018648,1.103785,0.69235504,1.293402,0.9776002,1.4423875,1.091384,1.3026526,0.80917406,1.0212611,0.556683,1.2407846,0.8441292,1.0846651,0.6545804,0.6533197,0.8165517,1.2345562,1.4219762,1.2420956,0.77878964,0.90377825,0.8672981,1.2695931,0.81036043,0.9841467,0.914967,0.9088424,0.696699,1.1450765
box,0.80792266,1.1814268,1.4080412,1.1249568,0.8785943,1.2516491,1.2483563,1.1010597,1.0397575,0.75410146,1.0830983,0.61619574,1.367311,0.7178173,0.6300528,0.9213593,0.6943307,1.1401396,0.34992433,1.3473928,1.1840162,0.0,1.3084337,0.9392001,0.8197044,1.3205869,0.8885549,1.2247006,0.8569112,1.0043062,1.1055297,0.7949506,0.9414526,1.0637462,1.1446453,1.2207612,0.67816794,0.945327,1.3544881,0.7515347,1.3532974,0.7750829,0.89654386,0.7764939,0.8503493,0.9589956,0.85977876,1.1833014,1.4069045,1.0772612,0.8148879,1.3489292,0.7260903,1.0135322,1.0147046,1.0613769,1.4139196,0.8704708,0.68212986,1.0263759,1.36116,1.0776371,0.9095392,0.71171415,0.882791,0.88110197,1.0092958,1.3916845,1.0470815,1.163867,0.8723787,0.9489562,0.8412091,1.3042198,0.7821168,1.3194162,0.9805265,1.1697642,0.9144255,0.9483225,1.0048207,0.86885285,0.9565898,1.4190158,1.1246758,1.224942,1.1295272,1.3671346,0.887844,0.9407307,0.95137596,0.44661677,1.3322566,1.3272121,1.0839906,0.9445935,1.0857165,0.7743013,1.0681522,1.1254116,1.0135486,1.2134695,0.7249025,0.83948314,1.3382705,0.8100578,0.80075616,0.7212495,1.049767,0.98229074,1.2028197,0.8427112,0.9697009,1.0299479,1.3797637,0.94423294,1.0367644,0.879672,1.4193314,0.99179924,0.99218756,1.2914253,1.2697221,0.8811205,0.8689216,0.42724466,1.408855,1.443689,1.3858721,0.82988465,1.2367606,0.84376717,0.698079,1.1081154,1.3545337,0.8771455
bread,1.1952026,0.82990086,0.32171452,0.79039925,1.0901846,0.76501983,0.8896068,0.66426027,0.9738054,1.2638192,1.1540619,1.4382243,0.70986533,1.3027382,1.0759679,1.2290931,1.4385185,0.89788973,1.1883568,0.6858437,0.6038906,1.3084337,0.0,0.9904217,1.1911366,0.801236,1.1365745,0.8819724,1.2351822,1.1666583,0.88398665,1.2407664,1.1381075,1.0726805,0.8352598,0.6591779,1.4176223,0.8174564,0.6932472,1.3068951,0.6044275,1.1802292,1.1409769,1.1654723,1.3198826,1.137598,1.1075333,0.83790445,0.26326555,1.1747656,1.2061231,0.7039161,1.199193,0.8890724,1.0350846,1.1709824,0.45654106,1.0815324,1.2438779,0.85945994,0.77404565,1.0391399,1.2252357,0.8679818,1.1713929,0.77342486,0.96943766,0.7570959,1.1266553,0.9760994,1.3276192,1.1021274,1.3178654,0.53173137,1.31668,0.66117656,0.96269995,0.77585495,0.9655733,1.1762043,1.1395141,1.2257748,0.8723285,0.61749595,0.80966043,1.0479908,0.94510067,0.2489903,1.1814309,1.2784336,1.2758472,1.2687261,0.7613074,0.69775176,0.7276759,1.1494857,1.0410973,0.95138896,1.0183578,0.5694271,1.0829245,0.71420664,1.2629421,1.1483095,0.65573245,1.2711518,1.0871383,0.93163526,1.0158088,1.0637021,0.8597187,1.2901208,1.2231884,1.0858635,0.6470162,1.0434871,0.94705546,1.1886175,0.77114195,1.1051881,1.0144223,0.5053768,0.75188816,1.2061,1.3192577,1.3363404,0.54124475,0.5320933,0.57998353,1.0466291,0.8311546,1.0954685,1.1640621,1.1273994,0.7578901,1.3149843
bucket,1.2097828,0.79950607,0.92524433,1.0894182,1.2478929,0.9300915,0.7303357,0.9514951,0.71312904,0.90877795,1.2295218,1.1063596,1.0389969,0.99820036,1.3389716,1.0107499,1.141834,1.2285981,0.95982766,0.7951993,0.48013866,0.9392001,0.9904217,0.0,1.0961035,0.95769423,1.0324728,1.1112703,1.132203,0.7015998,0.9475621,0.9484245,1.2421176,0.6229459,1.0671496,1.0446159,1.1067623,1.0483894,1.1007079,0.9611,0.6386861,0.99854195,1.0527391,0.9983544,0.9820808,0.78240925,0.8587359,1.1300666,0.9859966,1.0972415,1.2462821,1.130794,1.102615,1.0999852,0.94985074,0.8696281,1.0399277,1.0625147,1.2179815,0.6256143,1.1474181,0.9889153,1.1894214,0.81184226,1.1968694,1.0849528,1.1761699,1.0475328,0.99036187,1.0033969,1.255597,0.4884715,1.222834,0.88878024,0.81828725,0.94093186,1.0301019,0.94565755,0.68817186,1.0703238,0.8775765,0.894984,0.9494713,1.1468176,0.8830212,1.0294483,1.1265168,0.947471,0.9024474,1.1876583,1.1933397,1.2111634,1.0263879,1.046038,1.0362191,1.0804828,0.80406,1.1113427,0.979414,0.8618945,0.95749974,0.78420943,0.6805619,0.72353673,0.91056705,0.8454384,1.2088901,1.0718931,0.6920811,1.174535,0.99355626,1.2825339,0.87524015,1.1876563,0.9267331,1.053139,0.88375413,1.1598673,0.8737187,0.94557625,0.633212,0.932237,1.1159551,0.9170598,1.2873228,1.131428,1.0154005,1.1106403,1.1893368,1.1257676,0.8809572,0.85636437,1.0226028,0.7040446,0.9733994,1.0237232
butterfly,0.42773718,1.1623456,1.2350022,1.0761291,0.9213582,1.1160984,1.1368401,1.0981768,1.1640303,1.0664911,0.99466777,0.91540605,1.241458,0.906681,0.73095196,0.856129,0.8070586,1.1203758,0.7360464,1.2862284,1.1451356,0.8197044,1.1911366,1.0961035,0.0,1.2642655,1.0446608,1.135138,0.93057775,1.114507,1.1765207,0.93331605,1.0126921,0.9893566,1.0694191,1.1351273,0.94905466,0.9422086,1.1347238,0.8071415,1.2765524,0.9008425,0.9129941,0.8784876,1.0171161,1.1964258,0.8539654,1.1051327,1.2945235,1.2069039,0.9814167,1.2136393,0.86902034,0.5231822,0.9801898,1.1176639,1.2048836,0.34467936,0.64481235,1.0359693,1.2239997,1.0686474,1.0018153,0.85133874,0.9546369,0.9405985,0.9535779,1.2818296,0.8478961,1.1900909,1.0137055,1.0418894,0.9949756,1.2425306,0.9585374,1.2387466,0.941021,0.9954001,1.0348973,0.9618209,1.0794532,1.0283386,0.9248097,1.2427983,1.1073146,1.1765653,1.0390437,1.2529795,1.1233898,0.98123527,1.1121984,0.49248248,1.1880319,1.1785833,1.0499907,0.8741964,1.0906217,0.34615576,1.0266626,1.1576723,0.83699477,1.1775739,0.899454,1.1395675,1.1629316,1.0023321,0.56885767,0.89248866,0.98363984,1.054495,1.0125779,0.9807578,1.0144249,1.0095063,1.3050238,0.97450644,1.1417006,0.9319714,1.2809014,1.0765166,1.0028983,1.193903,1.1353476,0.9075217,0.9982113,0.69571793,1.2121425,1.2773266,1.2116101,0.8295268,1.1564019,0.8808102,0.8472044,1.1593311,1.2324874,0.9798234
can,1.2136648,0.9048298,0.51107806,1.2838124,1.3956068,0.92456806,0.6645198,0.905902,0.65380347,1.134142,1.0358213,1.3960931,0.41540372,1.3079424,1.368569,1.3066041,1.3871379,0.6352035,1.1650747,0.26827788,0.72242284,1.3205869,0.801236,0.95769423,1.2642655,0.0,0.97851837,0.2686082,1.1896935,0.8534964,0.83790445,1.2502404,1.2241974,0.93965054,0.7432927,0.8063167,1.2921963,1.1894302,0.26492655,1.1626937,0.3265488,1.1896846,1.2653614,1.3591098,1.0584031,0.9433016,1.242896,0.7953839,0.56541294,0.97105306,1.244268,0.81173897,1.2064335,1.219642,0.84329844,0.94776696,0.50755125,1.1715084,1.1722847,0.9911029,0.56880295,1.0707997,1.1096237,1.1441977,1.2018287,1.3946335,1.2965612,0.39465302,1.0443673,0.78605974,1.2686414,1.0785204,1.3849492,0.7121924,1.1599071,0.58839554,1.1383092,1.062186,1.0193437,1.2907417,0.9418967,1.2051015,1.2817209,0.43274176,0.93814987,0.6320979,1.0474551,0.55669254,0.8450923,1.3541024,1.172683,1.3679872,0.4249165,0.4276222,1.0496143,1.1564379,0.82331127,1.3851701,0.7538624,0.84388685,1.0836695,0.7378192,1.2731295,0.86598474,0.57524586,1.1284084,1.2004399,1.4066064,1.056102,1.2681326,0.7880599,1.3335485,1.1490192,1.2252325,0.3761412,1.0942273,0.9892717,1.2673688,0.5773329,1.0710728,1.0789641,0.8305512,0.46780318,1.1532133,1.2336274,1.5189748,0.5311686,0.56489605,0.4379856,1.381696,0.6768418,1.1308405,1.2182679,0.65331984,0.5148795,1.078464
