,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jeans,0.8008162,1.1544042,1.5030065,1.0610347,0.52888334,1.3961844,1.2475511,1.0641668,1.5026147,0.65681285,0.59837276,0.47839957,1.4587976,0.43144774,0.88513196,0.3990835,0.809922,1.2073781,1.4271567,1.5865312,1.1972016,1.4787607,1.1444273,1.1694181,1.292454,1.3207837,1.1211587,0.70134294,0.7585416,1.4810343,0.8933309,1.1330258,0.588047,0.40671194,0.93016684,1.5422626,0.52452236,1.55939,1.2252986,0.7425372,1.030847,0.60565335,1.0260081,1.1616894,1.1882597,1.2438998,1.015342,0.6375782,1.0625658,1.2648233,1.2769461,1.5437536,1.0892924,0.9704684,1.2419984,1.0414853,1.2372444,0.7181461,1.1820741,0.7083601,1.3214796,1.1619633,0.5208466,1.3544102,0.0,1.4141998,1.1495397,1.4437917,1.0432873,1.1521804,0.6990042,1.1698633,1.1444972,0.86611044,1.322279,1.3296506,1.0926493,1.0329405,1.3985422,0.9597511,0.91095537,0.3147465,0.1231581,1.2406518,1.5359514,1.4939919,1.1361219,0.82201636,1.3555928,1.1240864,1.5496483,1.215678,1.3228693,1.5003388,1.0245687,1.2528979,0.51287925,0.5711191,0.8494969,0.9026554,1.434586,0.35859406,0.67897904,0.25697368,1.2144977,0.6646966,0.74414724,1.2909467,0.5448664,0.62657076,1.4916852,0.9578305,1.3978004,0.5769238,0.39963043,0.7547587,1.4900217,1.0827959,0.9305128,0.8839012,1.2381588,1.5382856,0.9665951,1.1135341,1.4439733,0.7233058
knife,1.1902635,0.9239001,0.7183671,1.0713623,1.2446882,0.84943455,0.93810785,1.0798538,0.5214863,1.1927804,1.2170068,1.3558122,0.5934999,1.3642243,1.2108412,1.3696692,1.2569553,0.967678,0.63346803,0.46557558,0.9867105,0.7040168,0.6154419,0.89599645,0.6690186,0.7201793,1.0149561,1.3061469,1.0527875,0.68120223,1.1133796,1.0178058,1.2971036,1.3565645,1.2364031,0.2686696,1.3587708,0.5333494,1.0269164,1.2549709,1.1078428,1.3188354,0.9487453,1.0080354,0.99388033,0.88439244,1.1067687,1.3329731,1.0599955,0.94163775,1.0392658,0.23748541,1.1858271,1.1536496,0.84840214,1.030031,0.95688355,1.2964089,1.0342234,1.2439817,0.8390415,0.91695315,1.2864276,0.64838016,1.4141998,0.0,0.51732004,0.7037317,1.0641174,1.0994887,1.377358,0.5910504,0.7424741,1.2113414,0.83071613,0.6669111,0.9717364,1.1490049,0.7936065,0.9514287,1.1598479,1.4037771,1.3743804,1.0397493,0.36799932,0.52911043,0.9735891,1.1423131,0.75288385,0.97485733,0.57150865,0.88937557,0.8497253,0.6921592,0.98105514,0.73922074,1.29141,1.290198,1.1323116,1.2276542,0.49880767,1.47592,1.1467793,1.3559995,0.51573825,1.1259121,1.0932872,0.7792593,1.2308394,1.2846661,0.11267537,1.1473033,0.652784,1.2263383,1.3531185,1.1972743,0.5394263,1.0584282,0.98290914,0.9730473,0.73269403,0.8311372,1.123041,0.5991676,0.6072042,1.2265826
ladder,0.996468,1.0049696,1.127235,1.194252,1.1498127,1.233057,0.9593322,1.2428638,0.5981444,1.0565405,1.0520406,0.9743665,0.8663838,0.9412315,1.0900654,1.0924482,1.0454664,0.8899977,0.8436729,0.9188944,0.9073447,1.0793723,0.6795798,0.82879454,0.7396343,0.87025476,1.2952881,1.0286936,0.71273184,0.89598334,0.66903305,0.92268074,1.0768478,1.0350496,1.4210762,0.8088268,0.84994423,0.8695529,0.9403081,1.0092818,0.8348037,0.84481317,0.94153655,1.0073999,1.2090292,1.2810664,1.1468629,1.1460757,1.2924182,1.1046332,1.0571842,0.70150995,1.188803,1.0805221,1.1165464,0.7517742,1.0760674,1.1299393,1.0833886,1.1925726,0.8215444,0.9689203,1.0818205,0.8584864,1.1495397,0.51732004,0.0,0.86622787,1.1327335,1.3431087,1.1129391,0.7358785,0.7470062,1.2227194,1.2045531,0.7937064,1.1897469,1.2377932,1.0315927,0.79262275,1.0932064,1.1496187,1.1058153,1.0201156,0.8053175,0.9266049,1.1200339,0.9701042,0.8730217,0.6903386,0.8752525,0.9564211,1.148476,0.9873316,0.87530833,0.8742667,0.97525173,1.1775558,0.8936558,1.2033739,0.7217188,1.2035216,1.0589346,1.1284374,0.6900582,1.1080388,0.75942963,1.1679914,1.1083046,1.1654038,0.6678498,1.1358528,0.90936726,0.8827967,1.1291687,1.0698826,1.0439405,1.2821783,1.0383668,0.93757164,0.83033025,1.0986508,1.0584524,0.51570797,0.97157276,0.85043573
lamp,1.2671703,0.96120524,0.6504282,0.7286961,1.2452132,0.7001161,0.77907777,0.9176281,0.8034774,1.0746553,1.0704503,1.4133546,0.6891066,1.2970684,1.2001925,1.4528399,1.279516,1.1456305,0.92085373,0.5292622,1.0182779,0.5814208,0.8672137,0.8951948,0.6127523,0.6743883,0.73755354,1.317012,0.9731315,0.5199637,1.1338742,1.0518394,1.2367842,1.4105554,0.94324297,0.58917224,1.3672174,0.7191248,0.8993424,1.3304377,1.2145988,1.2105489,0.9606297,1.0710247,0.74930036,0.7265298,0.8707948,1.2583534,0.8495598,0.82637155,1.018955,0.5941424,0.86564523,1.1831739,0.701521,1.14527,1.1216881,1.213042,1.0653557,1.1833609,0.922095,0.79604197,1.2523009,0.86932236,1.4437917,0.7037317,0.86622787,0.0,0.796935,0.8040614,1.3368685,0.8592512,0.9900277,1.2463629,0.66958255,0.8693862,0.69390166,0.9058609,0.6793115,1.0509782,1.0995492,1.4513636,1.379977,0.9990098,0.59335154,0.59844375,0.8492647,1.0797087,0.9432029,1.0309633,0.6367414,0.84092253,0.60898805,0.6053316,1.1267544,0.8472812,1.293587,1.3725702,1.2218117,1.2621074,0.8360597,1.4026572,1.1730733,1.3047565,0.74009645,1.0159601,1.2192824,0.6603716,1.27555,1.3483355,0.62115765,1.0163972,0.7164686,1.3581383,1.2727227,1.2564462,0.5804224,0.8921125,0.9925132,1.2115633,0.9594317,0.7517366,1.0520018,0.94366443,0.6653644,1.1836568
leg,1.2037864,1.018189,0.9360573,0.9958987,1.0516628,0.957344,1.198387,1.0563507,1.1759216,1.0185256,0.66450804,1.1632382,0.92704314,1.1674099,1.2063881,1.143028,1.209837,1.2415388,1.1495916,1.0732863,1.1061963,0.8837065,0.9883205,1.0405982,0.8214503,0.76592076,0.54530966,1.0898013,1.0093465,0.99248517,1.1244973,1.1382222,0.911489,1.115953,0.8758081,0.88796633,1.0952055,1.1548121,1.1232762,1.1680182,1.247828,1.0093936,1.1046566,1.1698879,0.3023739,0.87692904,0.518142,1.0153589,0.5708127,0.8827102,1.1051989,1.0327706,1.0249357,1.2400873,0.3639722,1.2588089,1.1753827,0.7478794,1.2324806,0.8563785,1.1222683,0.9459483,1.1186768,1.1644998,1.0432873,1.0641174,1.1327335,0.796935,0.0,0.7693697,1.1978339,1.0027945,1.1084334,1.1478959,0.6507706,1.1658942,0.30081022,0.53090346,0.84490794,1.0815727,1.0294722,1.1040239,1.017078,1.0916398,0.9354062,0.8888408,0.78277385,0.94770783,1.1909752,0.94065994,1.1556839,0.99363095,0.81016886,1.0696886,1.1685885,0.89105034,1.0244443,1.101958,1.1100569,1.1948531,1.1705486,1.0493565,1.0472604,0.90199953,1.0433434,1.068066,1.0935345,0.7224058,1.1330804,1.1613302,1.0399379,1.0722371,1.0036445,1.1378495,0.92938834,1.2027011,1.0828457,0.53439224,0.9285202,1.1066607,1.1459129,1.1634423,1.2172605,1.0349464,0.9032605,1.0691663
melon,1.2366287,1.0909305,0.69231105,0.8578079,1.2290713,0.5941303,1.1227279,0.66766024,1.1990435,1.1722164,0.9228562,1.2672697,0.8353311,1.1543051,1.2016847,1.2624116,1.1682606,1.2215986,1.1288366,0.8645607,1.0504613,0.63363475,1.063283,1.1800873,0.8566368,0.7164523,0.44697136,1.1639702,1.2400968,0.8478652,1.1577911,1.1626829,1.0192648,1.1771641,0.5276673,0.80827343,1.1586094,1.0057105,1.0913483,1.173996,1.2619734,1.0989777,1.1815183,1.1132932,0.5295909,0.6302098,0.97095466,1.1355108,0.61898625,0.6415386,0.91043913,0.99784875,0.6220736,1.1573198,0.745271,1.3488587,1.0506496,1.0096109,0.96474236,1.0640883,1.146961,0.84441745,1.1873709,1.0470283,1.1521804,1.0994887,1.3431087,0.8040614,0.7693697,0.0,1.203412,1.0282731,1.1691155,1.1040392,0.61050427,1.100706,0.68012685,0.68919003,0.73811114,1.1981211,0.99373186,1.2604711,1.0922735,1.0916977,0.7877499,0.6707047,0.4264289,0.8058425,1.1324834,1.1162235,1.0325685,0.9201946,0.6249213,0.8337832,1.1313126,0.8489852,1.1653169,1.124431,1.162305,1.0770503,1.1270162,1.176117,1.0866617,1.0681434,0.95737225,1.1279452,1.2463081,0.60820615,1.164906,1.014021,0.9976439,1.0329522,0.84643644,1.1138964,1.0864537,1.2253656,0.8780829,0.6249881,1.0346341,1.1344758,1.0402764,0.74718505,1.2134999,1.1168568,0.8654103,1.1619464
mitten,0.7543577,1.0848874,1.4579957,0.95604485,0.8403002,1.4083129,1.0078187,0.9047329,1.2707375,0.8969895,1.0683641,0.6734963,1.4788656,0.6972084,0.5384313,0.56019807,0.8465367,0.80690956,1.2297981,1.4557049,1.0198292,1.4193219,1.2843969,1.0260181,1.4274449,1.3735461,1.2525227,0.7970239,0.8858994,1.3952808,0.96259457,0.96877193,0.8870631,0.639467,0.9210844,1.5707481,0.73405564,1.3913274,0.9960442,0.8335426,0.59012187,0.8863958,0.99575704,0.86564606,1.2989556,1.3989837,1.0959507,0.8061144,1.1893795,1.158275,0.81041515,1.4026842,0.7363864,0.6879283,1.3973873,0.559397,0.8781388,0.8798057,0.952671,0.76449174,0.86970246,1.1070843,0.8342999,1.324808,0.6990042,1.377358,1.1129391,1.3368685,1.1978339,1.203412,0.0,1.2768123,1.0936649,0.7782227,1.4227291,0.7951348,1.2903516,1.0638934,1.4815598,1.0837435,1.0326611,0.65444815,0.74346554,0.87584895,1.548343,1.5201494,1.2342016,0.75173616,1.1925817,0.9140108,1.2928803,1.1185193,1.3707764,1.2500875,0.62368906,1.2249252,0.84342873,0.8259034,0.6699327,0.76315826,1.106695,0.69471276,0.6549889,0.72288394,1.1774014,0.8961545,0.7654518,1.3676382,0.8266662,0.5499254,1.3576919,0.81080234,1.346511,0.6733149,0.9750695,0.79832524,1.2837706,1.2123386,0.7827542,0.76168907,0.7940987,1.0974271,0.7897263,1.1624247,1.4396125,0.8862556
mop,1.2335191,0.9672807,0.92729735,1.0515006,1.2185879,0.9361003,0.94205004,1.0973027,0.82780063,1.2048292,1.0534003,1.2796098,0.7011253,1.1616616,1.2324121,1.2615926,1.1168256,0.98127186,0.8239008,0.8804179,1.0377281,0.9691283,0.039976716,0.77237016,0.5969014,0.9155203,0.9055125,1.2677761,1.1728957,0.8056317,0.99189484,0.9598377,1.1532428,1.2020543,1.113476,0.65322655,1.2021229,0.8077729,1.0666621,1.2199779,1.1592131,1.0364516,0.8651694,0.9591251,0.958595,1.0383521,1.0563741,1.2157557,1.0205086,1.0297186,1.1436102,0.82617086,1.1476693,1.0376365,0.9983412,1.1374977,0.93661165,1.2144473,1.2035477,1.2044783,1.0271593,1.0019724,1.1789881,0.7951188,1.1698633,0.5910504,0.7358785,0.8592512,1.0027945,1.0282731,1.2768123,0.0,0.85606426,1.1758558,0.9513836,0.96544445,0.99272233,1.1056867,0.9098404,0.87602794,1.1763767,1.2423387,1.115306,1.018944,0.71648145,0.7710968,0.82654494,1.1498301,1.0033135,0.9721835,0.9590544,1.001741,0.99245995,0.9965234,1.0252397,0.7986391,1.0723723,1.2738881,1.1291351,1.2070931,0.8679357,1.2866309,1.0304581,1.1235232,0.5857085,1.2654104,0.8928766,0.78745085,1.2104318,1.1685499,0.7499087,0.88237655,0.8916531,0.96010554,1.1675644,1.2030574,0.8600862,1.0000504,1.0128038,0.96871597,0.85477746,0.87781996,1.2342925,0.1233781,0.8844825,1.0785979
motorcycle,1.090369,0.9663025,1.0076526,1.0567861,1.1465456,1.0271325,0.93039006,1.0917678,0.8055364,1.1709431,1.1132219,1.1748952,0.9470577,1.1663522,0.9883259,1.1937032,1.1118925,0.8782909,0.79381347,0.86174655,0.92858404,0.9918556,0.8475947,0.860784,0.9310651,0.9029989,1.1553068,1.1060326,0.9142462,0.90003735,0.93086547,0.8210709,1.104331,1.1128614,1.2637641,0.8888324,1.135646,0.7885588,0.9112214,1.0855507,0.8778539,1.1191102,0.98999757,0.9198806,1.1339568,1.129352,1.1024526,1.1341989,1.2032313,1.0738362,0.9739043,0.8096027,1.067411,1.0649859,1.0272827,0.8072119,0.9518802,1.0954483,1.0250877,1.1405559,0.7784134,0.87715924,1.1047541,0.8445604,1.1444972,0.7424741,0.7470062,0.9900277,1.1084334,1.1691155,1.0936649,0.85606426,0.0,1.1025608,1.1102633,0.8954983,1.0853759,1.1822071,0.98584086,0.9920568,1.1043533,1.1615875,1.1484301,0.99991155,0.9144225,0.9827218,1.1192983,1.0731536,0.8779061,0.7766622,0.84434575,0.84081346,1.0646598,0.8728268,0.90540594,0.8067125,1.1500375,1.207597,1.0186315,1.0909982,0.8019271,1.1353829,1.0173154,1.1104063,0.8259967,1.0895592,1.0158398,0.9952084,1.1205493,1.1533122,0.8102662,0.853511,0.9346911,0.8663262,1.1823746,1.119359,0.98205304,1.2084817,1.0936508,0.9630815,0.83324313,0.8947815,1.0507519,0.8112285,0.94665813,1.107382
muffin,0.8763076,1.0291481,1.1737415,0.9350476,0.76982945,1.1000115,1.093915,0.60579324,1.218452,0.9483344,1.0816045,0.8975769,1.298701,0.8409912,0.7499316,0.8601235,0.8705393,0.91654044,1.1127684,1.2731056,1.0524358,1.228797,1.205015,1.1385964,1.3525827,1.3135879,1.0391169,0.9392587,1.1385764,1.157783,1.1004258,1.0241078,0.9484771,0.89416915,0.6366147,1.3074105,0.9540566,1.2188039,0.98789936,0.90609074,1.0734087,0.95940524,1.0212828,1.052502,1.2037501,1.1846864,1.0463533,0.788406,1.100689,1.1988083,0.8102716,1.2393665,1.0586748,0.84351337,1.2402346,1.0792019,0.95060563,0.8654413,0.4773376,0.8842946,1.1766624,1.1369848,0.8613081,1.0229063,0.86611044,1.2113414,1.2227194,1.2463629,1.1478959,1.1040392,0.7782227,1.1758558,1.1025608,0.0,1.2238247,1.1415496,1.1829988,1.1597122,1.2238663,1.1048675,0.94471985,0.8688152,0.8860043,1.0174936,1.32303,1.290956,1.1136622,1.0999126,0.8408516,1.201797,1.0332348,1.126891,1.2127637,1.1261698,1.0282775,1.1768868,0.9361425,0.91143584,1.0514965,0.08746898,1.1492765,0.82594955,0.9289296,0.9178282,1.2059246,0.9137716,0.9386429,1.2600825,0.87162864,0.8807182,1.2493256,0.9652617,1.2234409,0.97381884,0.9573332,0.74697125,1.1717776,1.1338711,1.0112491,0.8992572,1.2257923,1.0423024,0.80804765,1.2335696,1.2540379,0.96309394
nail,1.3280845,0.9796816,0.19248843,1.0321268,1.2635053,0.39050323,1.128464,0.9919022,0.9838766,1.3784237,1.0038298,1.4718792,0.45523763,1.422593,1.3628547,1.459092,1.2087721,1.3816712,0.9673742,0.64982146,1.0503627,0.39604008,0.985467,1.2355402,0.7482278,0.682325,0.4599073,1.3235698,1.3195124,0.6176536,1.3178488,1.2536905,1.1731348,1.4194796,0.86611944,0.33455294,1.3985499,0.7636888,1.1846902,1.3057765,1.295594,1.3403378,1.2654945,1.1287758,0.42468178,0.29594743,0.684793,1.1934015,0.47466743,0.6147675,0.96926475,0.7117791,0.8713264,1.2592146,0.30281836,1.4031497,1.1178873,1.0287796,1.0246736,1.120076,1.0755397,0.85305446,1.1626539,0.96340746,1.322279,0.83071613,1.2045531,0.66958255,0.6507706,0.61050427,1.4227291,0.9513836,1.1102633,1.2238247,0.0,1.1620816,0.3885522,0.49921203,0.34563327,1.226235,0.97439945,1.3543158,1.2574834,1.0884347,0.40200043,0.36875176,0.69156957,1.1541188,1.0566677,1.2485852,0.9009236,0.8744614,0.41130412,0.7500893,1.319001,0.78278625,1.3622888,1.3140376,1.3198997,1.2611713,0.98126596,1.3040447,1.2221473,1.2343265,1.0378671,1.3045164,1.3342738,0.36957097,1.2059875,1.2522577,0.7358897,1.0941339,0.39456463,1.3058692,1.1194423,1.3926013,0.726048,0.39258653,0.97263396,1.286638,1.0905161,0.6541312,1.4475774,1.1161768,0.32250702,1.3025134
napkin,1.0317634,1.0060742,1.0412523,0.9666029,1.2490511,1.1012359,0.79817617,0.93210757,0.603641,1.1183352,1.2443038,1.107675,0.83718234,1.2123251,0.807258,0.99973744,1.128781,0.61572623,0.70030314,0.65003794,0.8984438,0.844995,0.9445739,0.73987055,0.8501314,0.9093722,1.1665403,1.1625367,0.93732953,0.94801,1.021883,0.9047324,1.3162578,1.023337,1.1646447,0.83884335,1.2721068,0.70195293,0.84146714,1.127878,0.8115754,1.2940319,0.9994085,0.85748863,1.129356,1.1005601,1.2329743,1.3547888,1.210899,0.93483967,0.778381,0.58112466,0.9870653,0.90082616,1.1172762,0.6918931,0.73088086,1.3813627,0.914123,1.1693339,0.49972862,0.9866433,1.2484894,0.9152202,1.3296506,0.6669111,0.7937064,0.8693862,1.1658942,1.100706,0.7951348,0.96544445,0.8954983,1.1415496,1.1620816,0.0,1.2140393,1.2044194,1.0721692,0.98149234,1.2292062,1.2042464,1.3460331,0.63473856,0.76882887,0.8654129,1.1374325,0.8035553,0.7978493,0.7780056,0.6079519,0.95275575,1.0169784,0.7551912,0.5557804,0.90459675,1.2740927,1.150277,0.9247626,1.1108389,0.5385972,1.306765,1.0161175,1.1850877,0.73621225,1.0609865,1.0492833,1.0233427,1.2287786,0.9823984,0.60085344,1.1108029,0.9739296,1.1506509,1.3466431,0.97190696,0.7200041,1.2530217,0.97784525,0.95266575,0.19814587,0.8606883,0.86207783,0.8892034,0.9277153,1.1959708
necklace,1.3045571,0.89637727,0.7128693,1.0784088,1.0823338,0.8344402,1.1327698,1.017389,1.1569881,1.1948831,0.794343,1.3393728,0.8093768,1.2992392,1.3375754,1.3196045,1.250218,1.4012473,1.1623437,0.91758955,1.1588899,0.6984939,1.0147951,1.1790156,0.77049744,0.7630585,0.41712725,1.2509198,1.1089294,0.861689,1.2734516,1.2338765,1.0509282,1.242277,0.84077597,0.7118903,1.2513407,1.066411,1.2036397,1.2938285,1.2242932,1.1469405,1.125857,1.1857352,0.28524446,0.5652957,0.38247472,1.019052,0.32484984,0.8886475,1.1468253,0.92977554,0.9706386,1.2955921,0.23528373,1.3182149,1.2306923,0.7809352,1.17104,0.78315824,1.0742716,0.94289297,1.1258161,1.1437966,1.0926493,0.9717364,1.1897469,0.69390166,0.30081022,0.68012685,1.2903516,0.99272233,1.0853759,1.1829988,0.3885522,1.2140393,0.0,0.27822518,0.7844627,1.1691227,1.0687472,1.1800219,1.066564,1.1546053,0.76572126,0.74825144,0.71626467,0.9746361,1.2098079,1.079325,1.1103598,0.999008,0.6580382,0.899002,1.2649162,0.8307379,1.187932,1.2086121,1.1287054,1.2599688,1.0824054,1.0957695,1.030069,0.9555157,1.0033379,1.159557,1.2563536,0.5342259,1.1155297,1.1734165,0.8783645,1.0538312,0.76698726,1.1894947,0.9152491,1.3779764,0.9609106,0.2963717,0.84085536,1.0594201,1.2018793,1.066347,1.3513296,1.096787,0.7423528,1.2077202
nose,1.1288652,0.9070091,0.75204265,1.115259,1.0848455,0.8353426,1.0977209,1.0095915,1.2182372,1.2428087,0.8817829,1.2230089,0.9408091,1.212811,1.2893543,1.1943572,1.2070637,1.3820274,1.2290695,0.99487036,1.1717166,0.7190341,1.1341085,1.2476585,0.9646686,0.92297506,0.45259255,1.0680776,1.1768818,0.9534416,1.2512591,1.2539482,0.97753763,1.1804539,0.74139524,0.8941207,1.1087594,1.139859,1.1844267,1.1111327,0.9804025,1.1411955,1.1505642,1.020399,0.41366327,0.51385427,0.46440297,1.0194869,0.35062426,0.83675593,1.0514363,1.10584,0.77858186,1.2396563,0.50504243,1.1262164,1.1997262,0.809945,1.1286207,0.76475483,1.0528224,0.93779474,1.0614555,1.2066416,1.0329405,1.1490049,1.2377932,0.9058609,0.53090346,0.68919003,1.0638934,1.1056867,1.1822071,1.1597122,0.49921203,1.2044194,0.27822518,0.0,0.88865495,1.1472502,1.0162797,1.0833306,1.0027882,1.0649521,0.94302034,0.922554,0.75438285,0.8882379,1.2354931,1.1330116,1.2087274,0.97810835,0.6250671,0.91159904,1.2295048,0.896349,1.1549194,1.1062385,1.032755,1.2173489,1.1728892,1.052622,0.9656573,0.9012491,1.0309308,1.228842,1.2382456,0.6435373,1.0413841,0.9512377,1.0619297,1.0238957,0.77007,1.106714,0.9576582,1.3533428,1.0937333,0.30927885,0.83862555,1.0740836,1.1604439,0.9710368,1.3519062,1.1906426,0.8166495,1.197279
orange,1.2397752,0.96155006,0.31742942,1.0539883,1.2550272,0.3912326,1.0221088,1.0741857,0.8266094,1.2945004,1.084397,1.3358723,0.39136642,1.3636508,1.3098664,1.398423,1.1058542,1.1644527,0.7969026,0.6050068,0.9471421,0.46433645,0.89924,1.0925922,0.64236236,0.7098175,0.7456144,1.2321315,1.1882858,0.5760761,1.1301807,1.1321497,1.2362181,1.3884572,1.1073912,0.35003173,1.3048556,0.6636682,1.0408574,1.2095901,1.247766,1.2648923,1.1854746,1.0716741,0.67642206,0.541131,0.99860823,1.2084452,0.8548147,0.41032434,1.0118816,0.6532872,1.0323443,1.2422487,0.59369725,1.2058048,1.086321,1.1128062,0.9683641,1.3194001,0.98014754,0.9483085,1.1785766,0.78948617,1.3985422,0.7936065,1.0315927,0.6793115,0.84490794,0.73811114,1.4815598,0.9098404,0.98584086,1.2238663,0.34563327,1.0721692,0.7844627,0.88865495,0.0,1.0425798,0.93579096,1.3683741,1.3392625,1.0521717,0.37019598,0.3324625,0.7277637,1.2205085,0.9047561,1.107844,0.7465228,0.9334601,0.5337908,0.76958203,1.2542316,0.8429186,1.3450425,1.2781274,1.2686564,1.230251,0.9221617,1.3261664,1.2584436,1.3713433,0.98072994,1.2563492,1.2815161,0.44525594,1.2142649,1.3871398,0.77320373,1.1608858,0.54599094,1.2683603,1.1400027,1.2286981,0.7464577,0.72021616,1.1750438,1.3504615,0.9833598,0.624959,1.3163803,1.0280659,0.27493727,1.1552801
oven,1.0537338,0.9967996,1.164246,1.0690922,1.0311909,1.1696037,0.9450608,1.2789007,0.80732906,0.7208923,0.99023753,0.9355757,0.9017566,0.81196547,1.0528052,1.0011251,1.0176709,0.92700773,0.95692587,0.96524394,0.94406444,1.2322668,0.8120937,0.7486974,0.6674485,0.93658435,1.2225623,0.95439446,0.85591614,0.93458,0.6771876,0.71650386,0.9022577,0.8616079,1.2957727,1.0859866,0.77957636,0.90234137,0.91427493,1.0174361,1.0157171,0.6570822,0.6732577,1.0537369,1.1208968,1.2101916,1.0675092,0.9650552,1.1915989,1.02274,1.1680688,1.0411246,1.2895343,1.0601095,1.1586671,0.90583754,1.1057701,0.9690212,1.2526461,1.1107242,0.96314365,1.0826095,1.0765909,0.9515668,0.9597511,0.9514287,0.79262275,1.0509782,1.0815727,1.1981211,1.0837435,0.87602794,0.9920568,1.1048675,1.226235,0.98149234,1.1691227,1.1472502,1.0425798,0.0,1.1051505,0.9906227,0.9370273,0.96942055,1.016181,1.0712767,1.0614818,0.88409674,0.97825,0.7782687,1.0193722,1.0581213,1.2160627,1.1527535,0.95383596,0.71556383,0.49257952,0.9396671,1.0957031,1.167258,1.1597918,0.9902867,0.9935332,0.8553984,0.9388347,0.92712885,0.9415338,1.075635,0.9663898,1.1456075,1.0617467,1.0774642,1.1462607,1.0074774,0.9190399,1.124425,1.0592964,1.180763,1.0761507,1.1439416,1.0115223,1.2340412,1.0135151,0.7961838,1.021752,0.77187127
owl,0.544439,0.9762439,1.0273541,1.0485606,0.8935613,0.8606736,1.1588376,0.9294915,1.1269816,1.0704434,1.0460645,0.9168271,1.1166515,0.9379221,0.97073776,0.93677294,0.9149822,1.123078,1.1135471,1.2228551,1.000832,1.0005252,1.1800691,1.176554,1.227725,1.0729113,1.0203028,0.50390565,1.1021441,0.9634556,1.0505316,1.1295017,0.9010324,1.0536216,0.94289774,1.1009176,0.95776594,1.1417391,1.1664126,0.41503966,1.0088903,1.0028478,1.0962733,1.0436497,1.0624448,1.056751,0.9748738,0.8131982,1.0483624,0.9993784,1.0264435,1.1823224,0.7583374,1.1202313,0.98782986,1.028043,1.1543154,0.8466659,0.9315207,1.0158954,1.1635753,0.7637795,0.76319677,1.0287765,0.91095537,1.1598479,1.0932064,1.0995492,1.0294722,0.99373186,1.0326611,1.1763767,1.1043533,0.94471985,0.97439945,1.2292062,1.0687472,1.0162797,0.93579096,1.1051505,0.0,0.83044827,1.0121409,1.0336834,1.1203225,1.0548685,1.0034803,1.1508148,1.03081,1.211268,1.185378,0.7889637,0.91161865,1.056356,1.1670387,1.1237516,1.0432509,0.9683812,0.8555221,0.9386547,1.2055656,0.8505759,1.0864695,1.0894918,1.2383435,1.0594089,0.99707615,1.1041836,0.92962086,0.98388934,1.2158056,1.0220209,1.0736386,1.0247825,0.9765774,0.9252925,1.1482494,1.010412,1.0743719,1.1756934,1.1817343,0.98490614,1.1555563,1.1968014,1.0532757,0.9804456
pajamas,0.74822813,1.073521,1.4755504,1.057083,0.6036605,1.3644012,1.2302161,1.055123,1.3696702,0.6894166,0.7916658,0.41119665,1.4516735,0.56323963,0.7396622,0.2519107,0.754412,1.0671026,1.3573941,1.513746,1.0941976,1.4379997,1.227526,1.154401,1.3792529,1.338169,1.2829562,0.66865003,0.8331993,1.4022341,0.90056896,1.1395099,0.65506804,0.46913898,1.0316637,1.52144,0.52803683,1.4715989,1.1516544,0.6838928,0.9158948,0.72730184,1.0402931,0.9815192,1.274288,1.2220199,1.0146106,0.6513436,1.1640705,1.1836501,1.1266646,1.4705353,1.0988581,0.96631336,1.2718185,0.98786145,1.1758798,0.7007232,1.0362258,0.75851816,1.214766,1.1795741,0.56671005,1.3054451,0.3147465,1.4037771,1.1496187,1.4513636,1.1040239,1.2604711,0.65444815,1.2423387,1.1615875,0.8688152,1.3543158,1.2042464,1.1800219,1.0833306,1.3683741,0.9906227,0.83044827,0.0,0.48302007,1.089019,1.4848912,1.4508672,1.207875,0.9449082,1.2627414,1.1180166,1.4493694,1.2126894,1.3308663,1.4014182,0.94611996,1.3159933,0.6286247,0.54437673,0.857446,0.8769206,1.3186358,0.30557394,0.8599793,0.48885745,1.3162949,0.6950211,0.77598834,1.351151,0.62001723,0.65851414,1.4508171,0.9283139,1.4034681,0.6673957,0.52967095,0.69805676,1.3867097,1.1491324,1.0133085,0.93220663,1.1118671,1.3830962,0.8927366,1.1900625,1.4107473,0.72591424
