,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
orange,1.0021294,1.17348,0.68721163,1.0295515,1.1807636,0.6583797,0.74232554,0.82413435,0.98414606,1.0417078,1.2365291,0.90563667,1.1921284,1.135395,1.0860947,1.1954825,1.071193,1.1308753,0.9212699,0.8559993,1.1397904,1.0252169,1.112963,1.024251,1.0930339,1.1293163,0.40789902,1.1551943,0.98232126,0.8703027,0.9641586,1.1799569,0.93468,0.9052171,1.0530689,1.2625794,0.83338594,0.85258114,1.1747096,0.9082747,1.2194482,1.1430588,1.1664178,1.2036235,1.2390877,0.90677464,0.5559747,1.0921799,0.87021154,1.0758444,0.7695617,1.0039809,0.8853486,1.1750764,0.8792494,1.0621754,1.0076778,1.0570903,0.9725289,1.1911614,0.9855174,0.74211174,1.1359975,0.99115896,0.9585534,1.0704681,1.1228138,0.9847796,1.1583636,1.0260428,1.2544757,0.8998477,0.8678799,1.0056821,0.54030174,1.0272485,1.1535308,1.2255102,1.013253,1.011204,0.70952207,1.0787379,0.9649622,0.9912725,0.0,1.1855441,1.1130327,1.1690607,1.1569722,1.0939282,0.8634486,0.953512,0.76466984,1.0819495,1.1731309,1.0508024,1.1310036,0.8855536,1.0486728,0.98568577,0.8113337,1.3181987,1.0298558,1.1705438,1.0079302,0.34131193,1.1823149,0.93721557,1.1816245,1.2145483,1.0822415,1.0348134,1.0610425,0.89070714,1.0041785,1.0288144,1.2723166,0.79422677,0.47480643,1.0347091,0.98583996,0.852431,1.2459863,1.1431819,1.0857879,0.85384023,0.9388195,0.8625378,1.0508794,1.1305964,0.7375179,0.86770713,1.1198252,1.1955743,0.8564092,1.1260511
oven,0.9512884,0.9678527,1.3937228,1.2394443,0.8143085,1.2593869,1.1716182,1.2222369,1.0079528,0.40232122,0.593312,1.1797729,0.64656925,0.9393137,1.014587,0.6619813,0.8699876,1.04723,1.2843188,1.1615075,0.7689564,1.3299222,0.9652029,1.0213232,0.66294223,0.79865724,1.1031935,0.7248351,0.6932666,1.0358839,1.1267397,0.5267497,1.088176,0.88365835,1.0259956,0.6103833,1.3290808,1.3284333,0.6908984,1.290177,0.8830013,1.1116225,0.4004624,0.5447862,0.78595686,1.2115053,1.3897212,0.8997855,0.91003793,0.9354569,1.2468901,0.8153193,1.1818527,1.1183202,1.2847149,1.2336984,1.2242167,0.8733006,1.3177828,1.0370091,0.80889714,1.3735943,0.8869123,1.039607,1.1750504,1.1810364,0.7245598,1.1733344,0.63122094,1.212071,0.656839,1.3351953,1.1752167,0.9892768,1.1601874,0.858535,0.8181112,0.6776488,1.0729907,1.0868945,1.3709278,1.2610893,1.3133968,1.0677054,1.1855441,0.0,1.147624,0.7462833,0.63374305,0.9659173,1.2215894,1.3640437,1.181818,0.9301405,0.89703536,1.2103391,1.274034,1.0998116,1.1471982,1.13377,1.0671932,0.84466565,0.9124499,0.4587736,1.3050473,1.1628777,1.1292784,1.0802355,0.7324103,1.1033438,0.7285578,1.2319812,0.7909081,0.67608404,0.78399855,1.3163669,0.86955994,1.0532805,1.1796544,1.3017595,1.1213596,1.3866785,0.68117124,0.86337745,0.84010947,1.1765589,1.2840302,1.2587051,1.0685025,1.1380461,1.2881249,0.780233,0.83782876,0.8334799,1.3076248,0.6033757
owl,1.0436602,1.0319589,0.8834087,1.0321469,1.2695053,1.0150989,1.0547855,1.0997039,0.85098696,1.261289,1.2570324,0.8004682,1.2029915,0.41457045,0.8787355,1.1886902,1.130681,0.78734374,0.8873758,0.8932145,0.95073825,0.8257138,0.9218492,0.9463691,0.98862356,0.8870383,1.1186236,1.0423243,1.1776686,1.0178425,0.8830525,1.1823068,0.93699586,1.1139802,1.138809,1.2426697,0.99325055,0.9310542,1.0329838,0.82764596,0.99634147,0.92296565,1.2282937,1.0980502,1.1184448,1.0231814,0.93882567,0.9721348,1.1635985,1.2273772,1.118935,0.94919175,0.85432935,0.785622,1.0460576,0.7363988,0.7943567,1.2120929,1.0346649,0.86513126,1.0803359,0.9598617,1.2073506,1.156534,0.9386681,0.83799565,1.0544364,0.86493915,1.2558246,0.7963598,1.1135591,0.91634136,0.98978996,0.8951703,1.0675904,1.1767535,0.97375274,1.0056186,1.1754127,1.0052334,0.91845405,0.78820306,1.0286798,1.2532244,1.1130327,1.147624,0.0,1.1114781,1.2124624,0.95182896,0.96350205,0.929173,1.0642899,1.0240717,1.0355617,0.83308184,0.6064733,0.87414473,0.81345916,1.0085696,0.95054173,0.8765783,0.9877904,1.2346619,0.76836884,1.0471183,0.48662102,0.84836257,1.1626618,0.82594585,1.2095579,0.84841436,1.0339266,1.179082,1.2032038,0.9203114,1.005275,1.0617888,0.99678695,0.76855767,1.082411,0.86787945,1.0109001,1.1066684,1.1286871,0.9333282,1.1134949,1.0626208,1.138124,0.8236383,0.88901836,1.193665,1.0162791,0.89951307,0.91271365,1.1562371
pajamas,0.82300025,0.86905044,1.4719927,1.1871886,0.51050305,1.297069,1.2943382,1.2685628,1.1757444,0.74401605,0.3915217,1.406317,0.9188693,0.61004543,1.0402783,0.2650982,0.8514297,1.1183896,1.4403605,1.4577149,1.0087311,1.3940992,1.1685423,1.2290014,1.2263747,1.1580801,1.1216685,0.7363261,0.9072345,0.96396255,1.4094318,0.6899042,1.3428893,0.8132603,0.9238029,0.40461004,1.2610476,1.4095657,0.71312773,1.4503565,0.7340051,1.0133549,0.68302727,1.002775,0.20664895,1.2413975,1.4499948,0.97551215,0.9805544,0.6685524,1.1327573,0.7941903,1.2908585,1.050503,1.3014702,1.4745615,1.1734946,0.7214476,1.2325916,0.77480835,0.8133662,1.2199274,0.6308521,0.7763367,1.3046083,1.1224236,0.3107692,1.3071762,0.2567922,1.4896142,0.6834529,1.4266143,1.2935369,0.8246639,1.0746905,0.60418046,1.1026269,0.8170879,0.8863576,1.0415139,1.4245362,1.2928966,1.1873652,0.8960733,1.1690607,0.7462833,1.1114781,0.0,0.34901595,0.8811964,1.4340843,1.4538163,1.2026935,0.8411103,0.77981085,1.2359627,1.3191162,1.3139664,1.2142335,1.2158214,0.9820338,0.899373,1.2486833,0.5442643,1.3014278,1.2064192,1.1628611,1.1093477,0.2956664,1.0463226,0.2831676,1.4390466,1.028164,0.8249491,0.7666617,1.3449191,0.8450391,0.9453855,1.2594545,1.5458679,1.237786,1.3846676,0.72507775,0.48884976,0.7020923,1.3153672,1.166076,1.269627,0.9055456,1.1454494,1.2794936,0.763175,0.80090916,1.1813065,1.4014133,0.7369026
pants,0.87471324,0.8852808,1.3572111,1.0658833,0.59586966,1.2995846,1.3206675,1.2786353,1.3234361,0.6601517,0.45980144,1.336792,0.82745606,0.8335899,1.0111598,0.36548418,0.9038415,1.2099103,1.4346777,1.4310572,1.0883551,1.4315112,1.146737,1.2898359,1.0687757,1.0799626,0.9804974,0.7054727,0.76642877,0.8637067,1.3640404,0.716708,1.3793267,0.82891536,0.92557865,0.43331826,1.145973,1.3471712,0.82491183,1.4474611,0.85275596,1.2066882,0.64505327,0.8953562,0.5116545,1.1355319,1.3341742,0.9742297,0.81309104,0.74611413,0.96496916,0.8558456,1.2608018,1.1733903,1.1412877,1.4694921,1.1515945,0.7522398,1.1364452,0.8480179,0.79828644,1.1555336,0.63108206,0.7915942,1.1517229,1.1544355,0.30105293,1.3475404,0.1837582,1.4171073,0.730188,1.3911977,1.1603603,0.8917252,1.0808483,0.631749,1.05014,0.79786766,0.83912265,1.1744591,1.3468246,1.354212,1.0306624,0.91151047,1.1569722,0.63374305,1.2124624,0.34901595,0.0,0.98844135,1.3414793,1.3061548,1.11382,0.81305695,0.81763744,1.351627,1.36443,1.3368967,1.2178264,1.0130392,1.105026,0.92473346,1.305626,0.59356844,1.3176765,1.2882732,1.2384405,1.1432428,0.29275,1.0492724,0.25672042,1.4226527,1.0390244,0.76244456,0.7993775,1.2019062,0.8681265,0.78007513,1.331213,1.4417063,1.1357383,1.3300346,0.68826115,0.45188737,0.8142557,1.3123007,1.0642663,1.1594175,0.8564594,1.3005385,1.3862472,0.77275926,0.93425816,1.1813686,1.2821007,0.87457895
paper,0.55378985,1.149037,1.3898981,1.22029,0.8390827,1.0237532,0.89214003,1.0321246,0.91027707,0.8790952,0.7909121,1.3512509,0.9198278,0.75819016,0.9897724,0.7892973,0.92304194,0.30748773,1.256619,1.1172953,0.54175913,1.1751556,1.1068966,0.97070575,1.248981,1.2258425,1.1014807,1.0136524,1.1826687,0.9881455,1.0588205,1.0146935,1.0881294,0.8527688,0.9976406,0.79681695,1.0329632,1.2674874,0.8891736,1.1777997,0.84350103,0.84059024,0.9639415,0.8046512,0.9500059,1.3225569,1.1909108,1.0592211,1.0502906,0.9066353,1.1651845,0.93729395,1.1008586,0.87856424,1.2894487,1.1372503,0.8008662,0.8890416,1.2945001,0.8654818,1.0211836,1.0450944,0.94155556,0.8796839,1.3271751,0.8690624,1.0073239,1.0253936,0.9202311,1.2645502,0.9215549,1.2641555,1.2073412,0.6081239,0.9119945,0.7749704,1.0553614,0.9756309,1.025629,0.90042603,1.344339,1.0643122,1.3171215,1.086054,1.0939282,0.9659173,0.95182896,0.8811964,0.98844135,0.0,1.2933532,1.3007045,0.99301374,0.9182783,1.1133372,1.0107975,1.1797036,0.988818,0.8608249,1.1699905,0.82458,0.83578026,0.93540967,0.84296215,0.90744174,0.9397522,0.9992412,0.8574281,0.9615785,1.002752,1.0120894,1.224808,1.0046712,0.91186833,0.8039756,1.3405552,0.9145667,1.2393891,0.8738253,1.2866734,1.0351235,1.2450032,1.004491,0.9142417,0.79032993,1.0807983,1.2322679,1.292145,0.97908956,0.99801177,0.89344126,0.71090883,0.87483567,1.223577,1.3777077,0.95717245
pen,1.3487847,1.14765,0.3903116,0.89410555,1.3845851,0.86254215,1.0117035,0.81810856,1.1541617,1.2559944,1.5270735,0.20750952,1.1655824,1.3064281,1.0096041,1.4593488,1.2259288,1.0089667,0.47036648,0.8607409,1.3016558,0.7165697,0.7223149,1.0699203,0.7174291,0.8834692,0.8808578,1.2239513,0.9680699,1.0752083,0.6732105,1.3002634,0.9059762,1.1526179,1.1707348,1.4830132,0.73972434,0.20157385,1.3992618,0.7416108,1.426861,1.2378132,1.3280388,1.1366702,1.3857346,0.4038384,0.61826247,1.0573823,0.8432528,1.3129833,0.6588151,1.1526403,0.45457798,1.0360644,0.42054832,0.47179198,0.97179466,1.4286197,0.57752246,1.331433,1.1180011,0.5804065,1.3180115,1.2016051,0.5148591,0.9635019,1.3142781,0.99645877,1.4328907,0.27439153,1.3173776,0.46015632,0.45733452,1.3122823,1.2360754,1.5040405,0.83865803,1.3066424,1.0628557,1.1983505,0.2593577,0.71669275,0.5124861,1.1298927,0.8634486,1.2215894,0.96350205,1.4340843,1.3414793,1.2933532,0.0,0.147784,0.9456078,1.3151957,1.057593,0.96582484,0.7314743,0.9152936,0.98210967,0.74036485,1.3272839,1.1835527,0.912568,1.4149251,0.92850065,1.0850114,0.85557514,0.96879435,1.4115679,1.1511307,1.2907989,0.4743123,1.1040273,1.3006146,1.3335986,0.45023704,1.217185,0.813249,1.0916526,0.36101943,0.67165625,0.33408284,1.3253998,1.3764317,1.3727784,0.9840895,0.62922335,0.3042351,0.7888525,0.9261606,1.0224892,1.4567516,1.1957803,0.6499975,0.22658193,1.1424026
pencil,1.4202399,1.0812018,0.39192802,0.70784974,1.3072541,0.8654539,1.022888,0.7776017,1.1719692,1.4307852,1.5935757,0.30478042,1.277092,1.3294468,1.040352,1.498173,1.27436,1.0137002,0.53436613,0.85112286,1.3576369,0.66267955,0.72520083,1.0721722,0.7838745,0.96788096,0.8773207,1.3046367,1.0555843,1.0485791,0.70794046,1.394097,0.95692617,1.1609871,1.144632,1.5088989,0.5812305,0.27060246,1.4634458,0.7389412,1.421962,1.1398197,1.4520701,1.1962427,1.4205709,0.38291407,0.5996758,1.0853559,0.8390733,1.2700387,0.47653496,1.2022214,0.53330463,1.0442327,0.4128623,0.46200824,0.96920985,1.3839917,0.43693447,1.1640537,1.217597,0.5076668,1.2734601,0.9762918,0.5015094,0.9657176,1.3102696,0.99057955,1.4399906,0.30995125,1.3763111,0.50297296,0.5178319,1.3189138,1.239054,1.4785382,0.83847785,1.3772137,0.9149435,1.1016886,0.31859404,0.6601049,0.33105087,0.9878877,0.953512,1.3640437,0.929173,1.4538163,1.3061548,1.3007045,0.147784,0.0,0.8969735,1.3162353,0.96017647,0.9192809,0.67414194,0.9219302,0.96106654,0.6673683,1.3176734,1.1978254,0.966796,1.5230521,0.863867,1.1517968,0.80441433,0.9619731,1.4076605,1.0599242,1.2644002,0.47812963,1.2094314,1.3799684,1.4069204,0.36880577,1.2728325,0.7416808,1.1378576,0.31368458,0.69433945,0.32486016,1.3338544,1.3274124,1.4405401,0.9654136,0.4448877,0.31262589,0.6469408,0.90158474,1.0183473,1.4626057,1.2725453,0.72824496,0.24249297,1.276299
pickle,0.9479535,1.172137,0.7715093,0.9694839,1.0795605,0.8743373,0.89431787,0.41876388,0.985335,1.0244339,1.1498423,0.9958396,0.94424945,1.1966026,1.094187,1.1676452,0.9524786,1.0121266,0.88148224,0.8797652,1.1795893,0.8513411,1.0074288,1.0417672,1.1985729,1.050364,0.845324,1.2150077,1.2627733,1.0688949,1.0097957,1.156579,1.0003517,0.92627096,1.0076264,1.1904385,0.7012382,0.8754537,1.1587675,0.84740674,1.1475078,1.0296931,1.1968832,1.0217786,1.2504685,1.1228,0.73556775,1.0635661,1.0479901,1.1189746,0.82198656,1.0500067,0.95690614,1.0397197,0.99202824,0.90261954,0.9217678,1.0656636,1.0553943,1.0795212,1.037683,0.79978573,1.084937,0.9358685,0.9982456,1.070119,1.0656774,0.94273007,1.0855447,0.8551256,1.2220341,1.0080767,1.0962776,1.0838362,0.4305569,0.90376705,1.0372763,1.2500196,1.0142769,0.9748939,0.9153342,0.9278835,1.0055548,1.1658505,0.76466984,1.181818,1.0642899,1.2026935,1.11382,0.99301374,0.9456078,0.8969735,0.0,1.0352949,1.2040732,0.9266129,0.99161065,0.8844205,1.0803705,0.9194394,0.86984426,1.1578382,1.0759892,1.1494765,1.0013448,0.8486768,1.0385638,0.8282632,1.1533993,1.0466766,1.1726087,0.85173386,1.0626404,0.94419897,0.86228573,0.97703016,1.0824969,1.0521199,0.77617365,0.8589393,1.047083,0.8744392,1.2015222,1.0327059,1.0839069,0.8336671,0.9854233,0.92929137,0.894736,1.0398077,0.7100258,0.8271477,1.0913929,1.0892471,0.98937887,1.1976334
pig,0.5914333,1.0653328,1.2612605,1.1602091,0.9456285,1.1554978,1.1869045,1.1200311,1.10853,0.9132566,0.7317883,1.2801249,0.8853283,0.8001839,0.93604267,0.76815146,0.9154223,1.0241864,1.312601,1.2598959,1.0359004,1.2227261,1.1294386,1.17035,1.2125226,1.0502651,0.97034335,0.6632188,1.1463095,0.939306,1.2375195,0.89971995,1.2353072,1.0140706,1.0349262,0.7554749,1.0385149,1.2884895,0.79442245,1.2596943,0.3702352,0.8286189,0.95023525,0.95979226,0.8480748,1.2502177,1.1663291,0.98527753,0.97260094,0.82567215,1.1298038,0.9122323,1.0505886,1.0057231,1.1789442,1.2852108,0.67723155,0.9190692,1.1894958,0.82452726,0.92947733,1.1552604,0.7724343,0.98726857,1.1680124,0.7008203,0.83763796,1.1568077,0.73403853,1.3027005,0.9039383,1.2826481,1.121132,0.6265472,0.99860305,0.7826657,1.071826,0.80410147,0.90007424,1.0510715,1.3007576,1.22959,1.261439,1.0027552,1.0819495,0.9301405,1.0240717,0.8411103,0.81305695,0.9182783,1.3151957,1.3162353,1.0352949,0.0,1.0801991,1.1645012,1.1247964,1.2315153,0.7642422,0.9953782,0.9417147,1.0326594,1.1327661,0.8515194,0.7463747,1.1034036,1.1757126,1.0983666,0.8077034,1.024761,0.8799899,1.2379122,1.0879526,0.97050804,0.84883934,1.2507877,0.8719594,1.064572,1.1276034,1.2848172,1.1293021,1.2535849,0.82945603,0.8119606,0.88806266,1.1337442,1.2164214,1.240248,1.0733347,1.0770397,1.0323721,0.8950653,0.92487705,1.1780633,1.2737172,0.9729004
pillow,1.2586293,0.63697946,1.0737867,1.1630757,0.779497,1.0302497,1.0169104,1.0615653,1.0336816,1.1779765,0.8407819,0.9167059,1.05048,1.0699004,1.0134578,0.7172886,1.162342,1.0868455,1.0837287,1.0244063,1.1004164,1.0504,0.97771955,0.97665644,0.64747214,0.9846198,1.0703331,0.90968436,0.6320254,0.96004534,1.008167,1.0787945,1.1273793,0.9323127,0.8998722,0.67828053,1.1317617,1.1160215,1.0312681,1.1111778,0.95953476,0.8762036,1.0752964,1.0144995,0.88878936,0.94315875,1.0659448,0.7546896,0.8955869,1.1675124,0.9225163,0.9609741,1.0134021,1.080408,1.0026524,1.0339838,1.1952116,1.1609358,1.070925,0.61224097,1.0028509,1.1263463,1.032921,0.87648547,0.732684,1.1225739,0.9309449,1.1144902,0.79258585,0.95082563,0.9575431,1.046901,1.1128281,1.1784226,1.3299284,0.93681306,0.98112386,0.9336535,1.1030307,0.9085969,1.1097713,0.62540126,0.858972,0.9162345,1.1731309,0.89703536,1.0355617,0.77981085,0.81763744,1.1133372,1.057593,0.96017647,1.2040732,1.0801991,0.0,1.0877094,0.95039856,1.1082463,1.0555358,0.8341107,1.0647588,0.7535181,0.90019757,1.127879,1.0807817,1.0616256,0.9349899,1.1195407,0.93678635,0.8372243,0.6983518,0.95221555,1.2100233,1.1116906,1.2870268,0.76800805,1.044668,0.5971332,1.1263238,0.9565218,1.1325984,1.0667349,0.72143847,1.0015297,1.0460535,1.0233482,0.88715947,1.0936635,0.9695536,0.6022429,1.125486,1.2202108,1.152452,0.9368513,0.9931594,1.049443
pizza,1.1550041,1.12329,0.9217049,0.8874502,1.1790292,0.9543237,0.8774073,0.70934623,0.6724011,1.1836632,1.2184193,0.86797917,1.0669612,1.095109,1.0160228,1.2989495,1.0904628,0.82044095,0.77210027,0.5508469,0.8778138,0.10542625,1.0668973,0.7196316,1.112883,0.99448544,1.2952487,1.2101312,1.1742404,1.0608596,0.91686296,1.1452703,0.7820351,1.1784036,1.0973482,1.2713737,0.8148453,0.8485183,1.0501677,0.6382557,1.0149966,0.84897655,1.2328608,1.2127692,1.168068,1.1787136,0.83191013,1.0857568,1.3222455,1.1781071,1.2365187,1.1386436,1.0264603,0.8318746,1.0968043,0.51276636,1.1076818,1.1368673,1.0076666,1.0830424,1.1140429,1.1920042,1.222392,1.1904024,1.1196905,1.0290253,1.2460506,0.66681105,1.3842487,0.7517232,1.1436781,0.7875456,1.0690072,1.0936319,0.9357565,1.295904,1.1300149,1.1283557,1.1709018,0.54413736,1.0081931,0.64211637,1.1363896,1.2312973,1.0508024,1.2103391,0.83308184,1.2359627,1.351627,1.0107975,0.96582484,0.9192809,0.9266129,1.1645012,1.0877094,0.0,0.7252952,0.26110744,0.94230705,1.2191997,1.0749325,0.96164197,0.8512419,1.1421273,0.912552,0.90785944,0.79117846,0.93344826,1.2712682,0.92883646,1.2775426,0.79146695,0.9723942,1.0286282,1.1044871,1.074168,1.044249,1.1954305,0.82444584,0.6471391,1.0001565,0.9404459,1.2266406,1.2548652,1.0307174,0.63822925,1.16735,1.135354,1.2208055,0.647268,0.9075664,0.9801085,1.0143008,0.9834501,1.0381799,1.1460934
plant,1.1515476,1.0517389,0.6158671,0.98486656,1.3747092,0.8483511,0.8796602,0.8412119,0.80392456,1.4388462,1.3819299,0.62244004,1.1623849,1.0429156,0.89934206,1.3997456,1.2249554,0.8827503,0.5800319,0.6821331,1.0083748,0.61152434,0.8586219,0.82409346,0.7923614,0.7940114,1.0122142,1.2417103,1.1047546,0.9415613,0.73537564,1.2693799,0.84901047,1.3514198,1.1185675,1.3530562,0.8684085,0.6250599,1.0889323,0.5518832,1.1218615,0.9143076,1.3194554,1.1992313,1.1585314,0.8640239,0.81245863,1.1420745,1.1223748,1.3050576,1.0886363,1.0387189,0.77349234,0.56969976,0.856673,0.5769423,0.7551776,1.2580127,0.87176293,0.90703046,1.2716715,0.8675916,1.2744861,1.3058269,0.7855976,0.9417146,1.3505797,0.81850755,1.4210227,0.5746097,1.1337788,0.57087785,0.877346,1.0950243,1.0650585,1.262151,0.9372234,1.0871532,1.2367758,0.9884833,0.7294493,0.51491165,0.930825,1.126909,1.1310036,1.274034,0.6064733,1.3191162,1.36443,1.1797036,0.7314743,0.67414194,0.99161065,1.1247964,0.95039856,0.7252952,0.0,0.82309747,0.88047105,0.9671108,1.0328355,0.872263,0.9402145,1.3416716,0.7708318,1.1173041,0.79923224,0.9400205,1.3905203,0.8995927,1.2707657,0.6178807,1.2180854,1.3627849,1.3769948,0.7076299,1.1070579,1.0280081,0.9764818,0.51383895,0.91604394,0.7101125,1.0041116,1.4322549,1.171735,0.84123176,1.0201672,0.9302479,1.0499573,0.6394913,0.81086373,1.3895092,0.9583524,0.71380335,0.7223729,1.0634906
plate,1.1656723,1.1503797,0.90508497,0.92129517,1.2155284,0.8790958,0.74841636,0.64106977,0.68660754,0.9898092,1.2036431,0.83868015,1.0997955,1.1072248,1.0714625,1.3257784,1.0487658,0.815901,0.8344881,0.4123026,0.91908383,0.3816191,1.1006417,0.6695297,1.0493877,0.93789774,1.1960719,1.254991,0.9811907,1.0997436,0.8431342,1.1578485,0.7897163,1.0788887,1.0259411,1.2747006,0.9182451,0.883899,1.0987054,0.67496836,1.1640625,0.9583848,1.2182144,1.0373734,1.2595348,1.1771606,0.79133445,1.1089584,1.2790717,1.2516147,1.2079751,1.0949198,1.0437497,0.96547914,1.112757,0.44763565,1.1398526,1.1297143,1.0481801,1.207598,1.0835742,1.2069999,1.322539,1.2033156,1.1003271,1.0759891,1.3046501,0.67424035,1.4113603,0.71248317,1.2204467,0.7745494,1.0832098,1.1290303,0.82796335,1.3234372,1.1592616,1.0869446,1.2095871,0.72242224,0.9978103,0.7115557,1.1092489,1.2792679,0.8855536,1.0998116,0.87414473,1.3139664,1.3368967,0.988818,0.9152936,0.9219302,0.8844205,1.2315153,1.1082463,0.26110744,0.82309747,0.0,0.9579882,1.1997427,1.0765941,1.056991,0.8029245,1.1115857,0.980546,0.7581681,0.8186771,0.79640716,1.289572,1.0414355,1.3107568,0.7870002,0.9025381,0.66475385,1.0904051,1.1219089,1.0881817,1.0662519,0.67917454,0.60051453,1.027237,1.0176972,1.2189553,1.2855635,0.87420297,0.5898249,1.2233847,1.1234763,1.224877,0.76003104,0.8959281,0.7141974,1.0695808,1.0536708,1.0348775,1.1411132
pony,0.7853434,1.0392392,0.90534467,1.1114813,1.2727969,0.88839495,0.89070094,1.0735161,0.9036182,1.215141,1.2452456,0.9164854,1.0536636,0.9271011,0.87616247,1.2498673,1.1517973,0.851979,0.934855,0.864476,0.96996474,0.9146452,0.9868544,0.8999147,0.9910982,1.0003119,1.1290381,0.9775847,1.1230335,1.0747834,0.79509044,1.1281837,0.8283046,1.1824551,1.0131245,1.2307531,1.0003732,1.0150874,1.1408896,0.8998687,0.9237312,0.76306176,1.1772578,1.064982,1.090657,1.0180907,0.8471142,1.0436782,1.1910665,1.1567173,1.0857403,1.1223872,0.9127067,1.0572433,1.0418192,0.8312676,0.6069607,1.2305694,1.0253037,1.1126137,1.1271744,1.1199317,1.1844437,1.1779617,0.91063076,0.43455255,1.2064922,0.86990905,1.2910475,0.8939164,1.2338953,0.8333338,1.0081062,0.83262444,1.1273485,1.2424271,1.0240276,1.1151708,1.1184814,0.9900306,0.9478841,0.8864256,1.048883,1.1881263,1.0486728,1.1471982,0.81345916,1.2142335,1.2178264,0.8608249,0.98210967,0.96106654,1.0803705,0.7642422,1.0555358,0.94230705,0.88047105,0.9579882,0.0,1.0034754,1.0062389,1.0004815,0.7939936,1.1715411,0.30361414,0.946845,0.9356141,0.9923518,1.2092452,0.9202185,1.2483681,0.86041445,1.052661,1.1567163,1.0999125,0.9385682,1.0605416,1.0467161,0.90690005,0.85592586,0.9346674,0.93468016,1.1982998,1.1777503,1.1349573,0.85678124,1.0410398,1.0839568,1.228814,0.8852458,0.8699151,1.175772,1.1075099,0.9894906,1.0172794,1.1250044
potato,1.0587842,0.8738995,0.73411,0.8022344,1.1717521,0.9365439,1.1014936,0.9155433,1.3663119,1.1641363,1.1395036,0.771044,1.1023442,1.1542126,0.9269704,1.1203382,1.1762098,1.1902101,1.0243597,1.1745486,1.3430812,1.0633392,1.0474012,1.3366303,0.8820138,0.9947882,0.7137585,0.92304766,1.1586615,0.8976553,0.83010185,1.1334281,1.2820151,1.0313371,0.9737706,1.0683781,0.71405935,0.7876482,1.2269918,1.1363132,1.094315,1.1486938,1.1431786,0.98381406,1.2063673,0.67480105,0.8121841,0.8801106,0.3567127,1.0975413,0.6179553,1.0556476,0.5699406,1.0809765,0.5011033,1.1252544,0.82124674,1.1891639,0.80611056,0.9951592,0.90652937,0.5904238,0.9644137,1.0214435,0.59981394,1.0253478,1.0482165,1.2754709,1.0318861,0.96816057,1.2550641,0.9902993,0.62914985,1.1393936,1.1443112,1.1436011,1.0122263,1.187733,0.7401968,1.1958947,0.61829245,0.9844595,0.72300005,0.7483556,0.98568577,1.13377,1.0085696,1.2158214,1.0130392,1.1699905,0.74036485,0.6673683,0.9194394,0.9953782,0.8341107,1.2191997,0.9671108,1.1997427,1.0034754,0.0,1.2524548,1.2515005,1.2148814,1.2409545,0.90548515,1.181207,1.1069791,1.2272756,1.0404621,1.0839019,1.0497016,1.0852231,1.1695015,1.141464,1.2296358,0.5980831,0.9346975,0.80673176,1.1444718,0.92612314,0.8501893,0.75228035,1.0789624,0.9408793,1.2232709,1.1651949,0.62900424,0.4903419,0.9253138,1.1036956,1.1499572,1.2840128,1.0912534,1.1366197,0.5324316,1.1057771
