,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
hat,1.0980438,0.77056944,0.6918702,1.1961633,0.8679732,0.93327504,0.83414614,1.0234318,1.3103354,1.1499605,1.3380942,0.8289261,1.3465278,0.922488,1.1656846,1.1936039,0.90166986,0.8903534,0.99866647,1.0764477,0.8468425,1.053184,0.80691344,0.98464024,1.1967835,0.8813095,1.1321086,1.1925594,1.114755,1.2952005,1.0297513,1.1986419,1.0880864,0.78653014,1.3344475,0.7850425,0.88822824,1.1078643,0.6598843,1.3187037,1.2514431,1.0716821,0.708519,0.5847028,1.1324271,0.84270567,1.0722913,0.8681999,1.2505231,1.0340633,1.1347282,0.93878746,0.7758462,1.0742905,0.9576815,0.57049704,0.7204795,0.67430127,0.8346065,1.083737,1.0844424,0.0,1.1662087,1.1578791,0.9180966,1.1287427,1.1138508,0.8061096,1.256404,1.1956173,0.9803362,1.0127431,1.1044933,1.1041626,0.957979,1.1494472,0.9577025,1.1414956,0.6477895,0.7361547,0.7455654,0.82032895,0.7848221,1.2384298,0.9089188,1.1309273,1.0925522,1.1910262,0.8383945,0.82637066,0.6885817,1.0059605,0.8812356,0.74808455,0.7914582,0.75751805,0.9510256,1.3302331,1.1345853,0.88653356,1.17093,1.079315,0.9188468,0.9060325,1.0606558,1.1848931,1.3590217,0.60568655,1.3262744,0.8099754,0.7010064,1.0599456,0.7648108,1.0070735,1.105733,1.0877087,1.3381557,0.62002623,0.6909717,0.8335308,1.0862497,0.62202495,0.9048774,1.0725191,1.0382397,1.0955216,0.7228158,1.2301039
helicopter,0.86000884,1.1806656,1.1306684,1.0101908,1.0559752,0.9069829,1.0660467,0.92782724,1.0253919,1.0152606,1.0251309,1.1101027,0.94613767,1.0925715,1.108701,0.9956488,1.087033,1.0798732,0.9260615,0.9958749,1.219416,1.0075846,1.0742745,0.9553054,0.99797994,1.137151,1.0216479,0.85133475,0.8968577,0.9327498,1.0506535,1.0280066,1.0214509,1.1093524,0.8537171,1.0836352,0.7952839,1.0033095,1.054822,0.89260757,0.9286392,1.032417,1.0521635,1.2048616,1.0536901,0.942344,1.0471023,1.1304083,1.0403051,1.1118591,0.87448156,1.0599452,0.99373275,1.020586,0.9645705,1.0855223,1.1200308,1.2040977,1.0174527,1.1094469,1.0711809,1.1662087,0.0,1.0077125,1.0836643,0.9677354,1.0804683,1.0682781,0.82310176,0.36953115,0.9659254,1.0919682,1.0046136,0.9187349,1.061994,0.9772018,1.1256831,1.0709442,1.2050135,1.1163847,1.1130257,1.0856149,1.1808549,0.9465365,1.0467688,1.0836252,1.107768,1.048824,1.1030172,1.0948482,1.1456157,0.8306574,1.1530721,1.0199721,1.1962157,0.94471186,0.96489,0.95566475,0.5874433,1.1740941,0.82587343,1.0804373,0.9798704,1.0609008,0.9581775,0.9796387,0.94715893,1.1738834,1.1274111,1.1629056,1.1762353,0.99604666,1.0275644,0.8674004,0.8167009,1.0567,1.0101427,1.1394846,1.13314,1.0571703,1.0080247,1.1452963,0.9882165,1.0878047,0.8315869,0.62253726,1.0322652,0.9052065
hose,0.8946407,1.1218828,1.0852947,0.9039375,0.8631917,0.9363688,1.1363202,1.2271804,0.8221059,0.8836923,0.70162386,1.3123295,0.8258244,0.81497353,0.63395077,0.91809297,1.2730054,1.1359484,1.057544,1.1613646,1.2190994,0.9724281,1.0870538,1.256092,0.8249891,1.0334938,0.9741912,1.0241902,1.1958821,0.92395097,1.0094657,0.8366563,0.93971914,1.2389277,0.8369992,1.208977,1.1383338,0.8894632,1.0817094,1.0354201,1.0716234,0.85653114,1.215925,1.2319901,0.862306,1.02482,0.91407406,1.129758,0.97472167,0.842074,1.0519363,1.0576948,1.3215474,0.76511514,0.97034943,1.2140007,0.99859,1.1298336,0.99515665,1.023802,0.9030188,1.1578791,1.0077125,0.0,0.89473647,1.0482609,0.8274179,1.2770045,0.81871724,1.0394775,0.9666274,0.8471258,0.6863717,0.914669,0.86325824,0.82106775,1.2742729,1.009339,1.2014575,1.1708027,1.1667682,1.047829,1.0525273,0.93044597,1.0448729,0.81017625,0.8848917,1.0188172,1.2239453,1.2361155,1.3044226,1.2171072,1.2532003,1.0777503,1.1573161,1.15156,1.3088459,0.92759943,1.1332695,1.2427208,0.70553255,0.8609348,1.0128549,1.0217302,1.1094012,1.033537,0.4484396,1.3038177,0.83475566,1.1823452,1.1635739,1.1564944,1.2891741,1.13868,0.8576222,0.7825237,0.76505756,1.1456355,1.1919001,1.2075497,0.97852004,1.2168287,0.78671306,1.1275167,0.88438773,1.2395927,1.284913,1.0042744
jacket,1.032317,1.1398847,1.12124,0.83794403,1.0516373,1.0603172,1.1197385,1.2472332,0.89105636,1.0620253,0.8478548,1.2241411,0.9301761,0.8464242,0.801129,1.1242944,1.313192,1.1870905,1.1014998,1.1858935,1.1167679,0.8849535,1.209271,1.2270236,0.8385947,0.9196412,0.87243235,1.1291541,1.1725919,0.91164017,1.009365,0.8827916,1.0778604,1.1848123,0.87006855,1.2444534,1.0404863,0.88177276,1.0077401,0.9222405,1.1276177,0.8914034,1.122204,1.118582,1.0476573,1.0500352,0.8133693,1.1447177,0.64901245,0.87448585,1.05413,1.0801828,1.2408941,0.8079473,0.9943122,1.1286062,0.83514065,1.0795604,0.8614061,0.96992964,0.95177513,0.9180966,1.0836643,0.89473647,0.0,1.1747625,0.8167528,1.268491,1.0052863,1.1645787,1.0258964,0.9302318,0.7734947,1.0067942,0.71119696,0.7462909,1.1898832,0.87451977,1.1687522,1.0968455,1.15395,0.92463934,1.1163372,0.9239582,0.9403457,0.8281846,0.77829194,1.0360799,1.1554239,1.1636022,1.2390335,1.1691186,1.2605581,1.0313686,1.1029419,1.0424672,1.2837611,0.8963688,1.034999,1.095018,0.91658133,0.6885079,0.9464102,0.8667872,0.99022317,1.1063809,0.9028009,1.2317531,0.82020414,1.0990716,1.0356505,1.0724399,1.1994648,1.1826893,0.81408066,0.78399056,0.82704437,1.0796134,1.1517522,1.0971278,0.88693845,1.1109225,1.0783098,1.2432739,1.1037569,1.2376977,1.2730148,0.9227427
jar,0.8914334,1.1197238,1.0121756,1.20785,0.8577638,0.6816543,1.0011024,0.8025314,1.1348585,0.9979712,1.1460401,1.0329607,1.0937908,1.0488219,1.1201445,1.0747101,0.8549312,0.3030988,0.78054583,0.8122823,1.0889329,1.0307391,0.44034684,0.77916855,1.215389,1.1819385,1.1805075,0.8808248,0.6867177,1.0460995,1.0782346,1.1060439,1.032287,1.0004816,0.9115421,0.4751222,0.9564466,1.059912,0.81189233,0.97138953,1.0708847,0.89609,1.1353076,1.1542003,1.0574464,1.133367,1.1586447,1.2241477,1.0909796,1.1686965,0.80954754,1.1635717,1.060357,1.0480994,0.9168398,1.2291555,1.010889,1.0238193,1.1787064,1.0810493,1.2098737,1.1287427,0.9677354,1.0482609,1.1747625,0.0,1.1814606,1.1610723,1.1113766,0.9290477,1.1659278,1.0371168,1.0614172,0.73884475,1.0455467,1.1327958,1.0236229,1.0722233,1.1128149,0.8971936,1.1504385,1.1696758,1.0267315,0.98129547,1.1515399,1.0181131,1.2582272,1.0154482,1.0934191,1.0717849,1.0271696,0.8045701,0.9761157,0.98674965,1.0467943,0.7727685,1.0004585,0.9805439,0.92332166,1.090298,0.8977754,1.2422626,1.041068,1.1628044,1.091623,1.0523825,1.0752096,1.0983871,1.1300154,1.0558301,1.0080155,0.92965,1.0428461,0.7628454,0.90793216,1.1186316,1.0264945,0.8469956,1.1986831,1.1402072,1.0638254,0.9207714,0.720661,0.88459563,0.6505458,0.7940319,1.013796,1.0642136
jeans,1.1045077,0.83076394,1.4078203,0.5342674,1.3098128,1.3498334,1.3851383,1.2426841,0.59502137,0.8886776,0.57950985,1.3202626,0.6088325,0.6478116,0.565398,0.9742248,1.4265428,1.3513865,1.3763678,1.2041142,1.2879779,0.8876433,1.4064145,1.2474751,0.834494,0.9403554,0.68770957,0.84660625,1.3136184,0.7605325,0.89500463,0.6017913,1.1654555,1.349514,0.75066006,1.4563718,1.2642262,0.86368525,1.1910131,0.7875123,0.87777805,0.66450334,0.95715857,1.2365319,0.8539691,0.98378474,0.8457484,0.99612087,0.8266913,0.95049435,1.1122165,0.87569696,1.3584094,1.1105874,1.0543298,1.1322505,0.8678646,1.4154534,0.777298,1.0866046,0.7977427,1.1138508,1.0804683,0.8274179,0.8167528,1.1814606,0.0,1.1835749,0.63048583,1.1776652,0.7746737,0.92444235,0.8451949,1.1790367,0.817027,0.62795085,1.2058433,0.96045595,1.2940826,1.3278897,1.0300075,0.9403173,1.3107783,0.78229696,0.91413045,0.56239665,0.096093535,0.972748,1.3075773,1.3059288,1.2465681,1.2595005,1.413943,1.2563957,1.3002515,1.0396538,1.2644466,0.6663637,1.1474729,1.3103552,1.0347142,0.30038857,0.7809564,0.2596141,1.0247735,1.1016765,0.7756399,1.3489933,0.7880542,1.2854488,0.9091851,1.2605886,1.3168697,1.1113522,0.77404994,0.5353523,0.676794,1.4862208,1.0899143,1.2693195,0.9617747,1.3686099,1.3482758,1.186086,1.2098036,1.2671299,1.2765694,0.8289007
knife,1.2838461,0.5599035,0.68500125,1.265133,1.2280467,1.1876771,0.6526492,0.78102875,1.2314591,1.1353168,1.4885876,0.40236014,1.2663348,1.2675596,1.4383518,0.9492464,0.4090578,0.7904482,1.0415715,0.9124613,0.6388693,1.1138314,0.94516855,0.5668762,1.1215564,0.8101143,1.1632117,1.0251638,0.8380594,1.3155426,0.90404344,1.3738792,0.95793074,0.36758816,1.4096031,0.6466165,0.93619883,1.3660948,1.0323855,1.1966023,0.9693754,1.3526944,0.6449256,0.53557765,1.1505632,0.89131767,1.2837117,0.6845787,1.3756275,1.1272024,1.2066581,0.9148681,0.1828202,1.4106135,1.0222712,0.48395383,0.9426293,0.6185788,1.1923076,1.0162619,1.1229652,0.8061096,1.0682781,1.2770045,1.268491,1.1610723,1.1835749,0.0,1.1823145,1.0605204,1.0358945,1.2379079,1.4571863,1.2404605,1.3130391,1.4169765,0.49854594,1.1950336,0.5133245,0.6703796,0.49192274,1.0059909,0.74298227,1.2466599,1.0445361,1.4452307,1.2084033,1.0157887,0.4466828,0.39710724,0.54469734,0.89382905,0.45410192,0.97682446,0.70905,1.0719044,0.5314764,1.2342716,1.1511117,0.53013283,1.206623,1.3490509,1.207431,1.0754826,1.0206283,0.8503504,1.37057,0.34247124,1.2944763,0.6728718,0.7165551,1.0186095,0.22518039,0.8923354,1.4794362,1.4466504,1.4828227,0.6851831,0.6133325,0.5568963,0.8713468,0.5649217,1.2313288,0.695291,1.208366,0.73893094,0.33796346,1.2250909
ladder,0.9194993,1.1501459,1.3687375,0.78247535,1.2699353,1.1825869,1.3064152,0.9780007,0.51203436,0.95797664,0.5794221,1.2402123,0.47698092,0.85760474,0.7308876,0.9094338,1.2736895,1.3374944,1.1588407,1.0326846,1.2750967,0.9067565,1.2512925,1.0329441,0.755082,1.2830106,0.73107445,0.5579612,1.1926074,0.5656883,0.8236726,0.64511096,1.0266173,1.2971568,0.41906184,1.3637856,1.2774085,0.8497911,1.0831083,0.4607106,0.6653508,0.791461,1.1542772,1.3570424,0.94046676,1.1312251,0.9442469,1.2317289,0.6431756,1.05706,0.9520331,1.1209929,1.2934155,1.1012721,0.9561217,1.2747965,1.2090894,1.4457326,0.9360364,1.1422958,0.9761231,1.256404,0.82310176,0.81871724,1.0052863,1.1113766,0.63048583,1.1823145,0.0,0.8969595,0.9255297,0.8572273,0.9633786,1.0369387,1.0480583,0.84605676,1.1825008,1.0091163,1.3322326,1.2031623,1.1807426,1.1012832,1.3082772,0.75122994,0.9198009,0.72101206,0.67933905,0.89802593,1.2737213,1.2916105,1.1419613,1.0771989,1.3113756,1.2330828,1.2989793,1.1256754,1.1262543,0.49389064,1.059266,1.2724707,0.95041054,0.69758296,1.001488,0.8248962,0.9818796,0.84489167,0.7322116,1.3719275,0.7916019,1.2669516,1.1975651,1.1674902,1.2632782,0.83826804,0.83863705,0.74889135,0.6039331,1.4055948,1.3215423,1.2868562,0.9114481,1.328336,1.2682903,1.0760906,1.0984229,1.0491092,1.3518311,0.47831404
lamp,0.77933705,1.24294,0.9607585,1.1069934,0.86951226,0.6588874,1.0221114,0.8532204,1.0772235,1.0708308,0.9847487,0.9501156,0.9692905,1.1860595,1.0542433,0.9319689,0.98170733,0.96267897,0.8627198,0.95986855,1.20839,1.0957149,0.9319764,0.84472066,0.9927069,1.2189345,1.0214028,0.9054512,0.7179315,0.95068085,1.1125059,1.0288757,1.0343236,0.991487,0.8909144,0.9483865,0.7501843,1.045575,1.0583315,0.8928299,0.9918014,1.0370023,1.2090946,1.1102494,1.1120427,1.0065119,1.0585757,1.2589631,1.05379,1.0026709,0.7100806,1.1755594,0.9328987,1.0797418,0.86038345,1.1510106,1.2592772,1.1580045,1.139542,1.0565691,1.2415984,1.1956173,0.36953115,1.0394775,1.1645787,0.9290477,1.1776652,1.0605204,0.8969595,0.0,1.0880626,1.1245419,1.0249859,0.9221966,1.1536012,1.0376503,1.0410311,1.1276696,1.137301,1.1122218,1.1430293,1.1812524,1.1012841,1.0445176,1.1014094,1.0962652,1.1970863,1.0683712,1.0347801,1.0261986,1.0008872,0.71195203,1.0332682,1.0023867,1.115967,0.965561,0.8246976,0.9813083,0.56684935,1.0545329,0.9315353,1.1415447,1.0863514,1.1889105,1.0255517,0.97515756,0.93271315,1.1178945,1.0399185,1.0593278,1.210802,0.9650252,0.94473755,0.862715,0.94999635,1.0935602,0.98964924,1.036504,1.2389948,1.0776678,1.1169307,1.0811114,0.88920426,1.0296694,0.8933816,0.60613626,1.0528582,0.8496753
leg,1.0463213,0.85929507,1.1870899,0.56633234,1.2339828,1.2090414,1.2130728,1.2945195,0.82898676,0.9363281,1.0423344,1.2228336,1.0079614,0.73778915,0.95382285,1.0633463,1.3606896,1.262497,1.2407881,1.2546437,0.95268834,1.1168404,1.3606789,1.1456678,1.2130642,0.77973557,0.8878964,1.0872345,1.1664978,1.0609447,0.784583,0.9720655,1.0595818,1.1974503,1.087393,1.3414098,1.1715324,0.9331403,1.143965,0.92621654,1.0698966,0.87368166,0.70152944,0.9058579,0.94856817,0.8246007,0.8381485,0.5987588,0.9465622,0.99793625,1.0696844,0.42072624,1.1092513,1.2319988,1.1541493,0.76689804,0.94127095,1.1445684,0.66436493,1.0682318,0.4911703,0.9803362,0.9659254,0.9666274,1.0258964,1.1659278,0.7746737,1.0358945,0.9255297,1.0880626,0.0,0.90832084,0.95638365,1.0992403,0.9068062,1.0418367,1.0418365,0.9109285,0.995782,1.1774914,0.77804995,0.5368815,1.0700185,1.0479411,0.84619963,0.887003,0.7112609,0.9811755,1.1874899,1.2049793,1.1263537,1.1915188,1.2783673,1.0540032,0.9157491,1.1295542,1.3032136,0.90534574,1.1523032,1.2333661,1.107216,0.7744236,0.89315367,0.66658235,1.0252037,1.1556164,1.0823344,1.0948122,1.10411,1.1299435,0.84289795,1.107124,1.1752112,1.0094957,1.0704621,1.0153772,1.0559119,1.290227,0.5064674,1.1557337,0.8752024,1.208157,1.3502185,1.3032923,1.2350705,1.140202,1.024752,0.99008405
meat,0.94694555,1.02307,1.2525787,0.7733639,1.0370464,0.99796826,1.1789317,1.0932169,0.8503315,0.9638383,0.8074473,1.3623083,0.9610814,0.58431363,0.7436414,1.0125685,1.2485011,1.1992645,1.0634936,1.0551417,0.86571217,0.96190995,1.1538897,1.3500283,1.0898637,1.0367987,0.9205092,1.1697384,1.1988587,0.9707503,0.9234853,0.960329,0.8404045,1.361546,0.92473614,1.2768855,1.2160922,0.8213601,0.8160758,1.0503045,1.0325093,0.71423197,1.1825774,1.1110758,0.97614074,1.1075715,0.8613434,0.9792517,0.9128249,0.95610505,1.0314058,0.90587264,1.2295691,0.7323152,0.95070887,1.1898574,1.0557753,1.134752,0.8423548,0.82494867,0.623643,1.0127431,1.0919682,0.8471258,0.9302318,1.0371168,0.92444235,1.2379079,0.8572273,1.1245419,0.90832084,0.0,0.79969174,0.97615206,0.8601209,0.96243507,1.2781396,0.5906408,1.2090757,1.092891,1.1039466,1.010885,1.1659857,0.94009966,0.9441668,0.60153437,0.9723717,0.96662813,1.3018587,1.3145634,1.1775916,1.1628041,1.1116798,1.09804,1.0916187,0.9096677,1.3036983,1.0040249,1.0972672,1.229703,0.89546674,0.8715135,0.9844121,1.0058684,0.92344713,1.1196383,0.9638432,1.3074223,0.9383757,1.241031,1.150694,0.9257242,1.2715158,1.1713641,0.8963645,0.6314641,0.7627419,1.2745652,1.0575408,1.2165539,0.8936513,1.0841552,1.0630113,0.9786344,1.0055026,1.3288367,1.3318172,1.004679
melon,0.94977796,1.0981548,0.9748915,0.7851329,0.57064784,0.8315042,1.1614406,1.3669877,0.82137567,0.8860033,0.7239987,1.4551806,0.9274489,0.6422362,0.52270544,1.0298644,1.3503131,1.2640425,0.9420801,1.2041112,1.124877,0.946278,1.1332816,1.4318852,0.7794236,0.9282396,1.0577158,1.1801919,1.1560794,0.96966386,0.95704913,0.9390716,1.0134727,1.3685019,0.9413301,1.3703096,1.2032516,0.96205527,1.1372492,1.1376524,1.0867794,0.89418775,1.2404907,1.1466554,0.87523746,1.0844285,0.88626325,1.0397949,0.93243396,0.64172727,1.0781718,1.0937495,1.4173481,0.44222748,1.1005242,1.2885463,0.81490046,1.0205579,0.9202386,0.8551509,0.7537739,1.1044933,1.0046136,0.6863717,0.7734947,1.0614172,0.8451949,1.4571863,0.9633786,1.0249859,0.95638365,0.79969174,0.0,0.9661208,0.44354093,0.6398231,1.3166369,0.7598827,1.2607071,1.1888171,1.1738422,0.96573746,0.89679253,0.9899188,1.0042583,0.7758768,0.863947,0.8911579,1.3132067,1.3293436,1.4036808,1.2970859,1.2711856,1.2074211,1.0093302,1.1571007,1.4521563,1.0379517,1.0469848,1.2978064,0.6324837,0.7850882,0.9342301,0.92459315,1.0081365,1.1381807,0.5588093,1.4233603,0.812183,1.2062522,1.1086384,1.0312774,1.3737625,1.31621,0.7728805,0.7270587,0.6735814,1.2388632,1.1762893,1.132104,0.9006286,1.3237191,0.6776855,1.1282,1.0004115,1.3728678,1.4052043,1.0858032
milk,0.76178974,1.1829267,1.0190309,1.0506518,0.84202546,0.83202946,1.0780766,1.0119163,1.0050396,0.9735834,0.94376594,1.0888045,1.0690327,1.0746808,0.9964149,1.0428882,1.0441607,0.7838496,0.7688782,0.986083,1.1452729,1.0982206,0.74373925,1.0171657,1.1053612,1.1969888,1.0838926,1.0282974,0.98407483,0.9578443,1.1041133,0.9931003,0.98976403,1.076764,0.9544032,0.86742806,1.0487779,0.9838421,0.93191576,1.0331246,1.1262578,0.97484595,1.2019242,1.0643337,0.9870048,1.0655645,1.0237873,1.1140518,1.0457929,1.1125854,0.82369626,1.0303916,1.0929755,0.9120355,0.96517855,1.1795784,1.1718717,1.0805027,1.0637097,1.0808227,1.056974,1.1041626,0.9187349,0.914669,1.0067942,0.73884475,1.1790367,1.2404605,1.0369387,0.9221966,1.0992403,0.97615206,0.9661208,0.0,1.0967671,1.0788728,1.1257778,1.0813898,1.0997055,0.8777471,1.2214513,1.0817969,1.1695726,1.00056,1.1867788,0.9960738,1.1873626,0.99854374,1.0814403,1.0962683,1.0627387,0.9518869,1.097084,0.9805792,1.1508739,0.9670247,1.1009237,1.0536773,1.0254391,1.1031536,0.949577,1.1070894,1.0164843,1.1833522,0.9403792,0.97660255,0.9589715,1.1286234,1.0322409,1.095431,1.1366177,0.9499726,1.1345433,1.1027327,0.93063366,0.99799937,0.95412236,0.92449117,1.1033125,1.1617094,1.1031054,0.9716486,0.7970594,1.0325623,0.65127283,0.9803934,1.1242698,1.0044378
mitten,0.91280526,0.9171493,1.126215,0.84738237,0.69426227,0.9053992,1.0280578,1.217961,0.9647445,0.94704056,0.9126573,1.3399433,1.0521196,0.62095237,0.6191612,0.97158015,1.2512531,1.2717052,1.0704439,1.207144,1.0665674,0.913533,1.1626053,1.4369173,0.9454254,0.7962796,0.9834089,1.2257478,1.2061858,1.1621226,0.7141751,1.0532912,1.0659212,1.3271918,1.0617456,1.3737142,1.0724558,0.94359607,1.0177001,1.2422328,1.0130658,0.96965647,1.0147281,1.137821,0.9444374,0.9321454,1.0060233,0.92451495,1.0070568,0.44576287,1.1312245,0.9574026,1.3095328,0.4958613,1.165953,1.1456532,0.38169897,0.88760555,0.9055733,0.8605777,0.6985807,0.957979,1.061994,0.86325824,0.71119696,1.0455467,0.817027,1.3130391,1.0480583,1.1536012,0.9068062,0.8601209,0.44354093,1.0967671,0.0,0.74996316,1.293639,0.82698834,1.3022583,1.1359509,1.0842583,0.93760026,0.9353081,1.0429046,0.9190708,0.8726703,0.84998775,0.91039026,1.3349929,1.311229,1.3222166,1.1922541,1.1971186,1.054902,0.95747757,1.0325015,1.3436291,1.1680961,0.99810106,1.3296218,0.6571744,0.8580463,0.6687165,0.85660243,0.9657294,1.2315974,0.75229144,1.3097363,0.8923243,1.2642477,0.8056776,1.0523577,1.3002682,1.2056671,0.74639225,0.83887744,0.9196993,1.1483524,1.0841527,1.0099825,0.80538803,1.2134407,0.7150638,1.0764477,1.0422615,1.3511474,1.2555375,1.2294043
motorcycle,0.9599225,1.1492515,1.2031367,0.7522605,0.969208,1.0432141,1.2594104,1.1565962,0.7542027,0.8589293,0.53826517,1.3294449,0.6307471,0.9249349,0.61396176,0.87637526,1.35093,1.3265517,1.3073915,1.0408512,1.3456061,0.8431282,1.2066294,1.3244224,0.5085732,0.97658896,0.8147208,0.8643186,1.2683138,0.7349237,1.0808232,0.5409024,1.2201053,1.3898392,0.6644164,1.378185,1.1508787,0.861199,1.1760755,0.87471753,0.8877002,0.8751384,1.2410742,1.2989165,0.84897435,1.1067617,0.76521707,1.2175148,0.71478045,0.8670129,1.0199013,1.1238515,1.5193355,0.75101984,1.0122681,1.2982132,0.9199093,1.3160889,0.8353846,1.0538459,0.98378706,1.1494472,0.9772018,0.82106775,0.7462909,1.1327958,0.62795085,1.4169765,0.84605676,1.0376503,1.0418367,0.96243507,0.6398231,1.0788728,0.74996316,0.0,1.233665,1.0014423,1.3173537,1.3294822,1.323832,1.0261837,1.1269617,0.8411414,0.93018186,0.77222073,0.66278523,1.0118827,1.3026235,1.3344916,1.2516243,1.185519,1.3888445,1.2305522,1.197181,1.0500116,1.1557732,0.7917859,0.981866,1.2745084,0.8057065,0.64605075,0.73743415,0.86233544,1.0513237,1.052237,0.63042796,1.362355,0.6848194,1.2036014,1.1358681,1.1750178,1.4777322,1.166059,0.3823259,0.6814803,0.6542115,1.362225,1.2677697,1.2229103,1.0697049,1.3420275,0.88313335,1.0801439,1.0439979,1.1978846,1.3621322,0.84853804
mouth,1.2759248,0.78111637,0.73743147,1.2671202,1.1250763,1.0850701,0.7878496,0.85501707,1.2223878,1.1210396,1.3746549,0.40698004,1.1844358,1.2643512,1.3943846,0.8272501,0.562968,0.75557387,1.0568593,0.83722275,0.83482885,1.0349845,0.8710089,0.5444987,1.0963359,0.82739353,1.141821,0.9437163,0.82672477,1.1527951,0.9896304,1.2535845,1.0794175,0.5232767,1.2181616,0.6956166,1.0180646,1.2709866,1.1435905,0.9933898,0.96972847,1.168808,0.6685797,0.7416872,1.145913,1.0251337,1.1324315,0.7969277,1.205097,1.1414915,1.1515892,1.038001,0.5917703,1.3693895,1.0904039,0.6838422,1.1077816,0.7274475,1.087658,0.98806363,1.1777631,0.9577025,1.1256831,1.2742729,1.1898832,1.0236229,1.2058433,0.49854594,1.1825008,1.0410311,1.0418365,1.2781396,1.3166369,1.1257778,1.293639,1.233665,0.0,1.2210476,0.6283648,0.84867394,0.5987112,0.92641246,0.7964528,1.227471,1.0304124,1.2450359,1.1959059,0.9913045,0.6297883,0.59752613,0.78047895,0.9209821,0.63760066,1.0908597,0.707126,1.0824598,0.582681,1.1332382,1.1560898,0.58476263,1.1610512,1.2147175,1.2176156,1.0657734,1.2131965,0.917215,1.2898079,0.57747245,1.2529341,0.72477984,0.84917045,1.0177791,0.58441293,0.94325864,1.3071266,1.271594,1.3319106,0.7619705,0.7231399,0.6492536,0.93742585,0.72920215,1.1244794,0.7969699,1.2032893,0.84159625,0.5647436,1.0513622
muffin,1.0774312,1.0365094,1.2303364,0.8458555,1.040033,1.0678627,1.1126779,1.0819405,0.8690233,1.0089989,0.9969075,1.3625472,1.0092608,0.87508154,0.9405904,1.0565912,1.1883929,1.2010373,0.938383,1.055254,0.412274,0.8425915,1.1994638,1.3156322,1.1300268,0.94614726,0.9907023,1.1876687,1.0832556,1.0390062,0.96899056,1.0849274,0.6169248,1.3348808,1.0605099,1.2629666,1.153436,0.8901544,1.0673544,0.997785,0.9754227,0.96801406,1.0689623,0.92842394,1.0206031,1.0799154,0.8390435,0.8852478,0.8166977,0.90983796,1.081745,0.9377467,1.1748644,0.76835215,1.0602093,1.1652755,0.9684309,0.96358126,0.84430474,0.34581053,0.69042367,1.1414956,1.0709442,1.009339,0.87451977,1.0722233,0.96045595,1.1950336,1.0091163,1.1276696,0.9109285,0.5906408,0.7598827,1.0813898,0.82698834,1.0014423,1.2210476,0.0,1.1480783,1.1072822,1.1035925,0.9194727,1.0749651,0.95296705,0.7885014,0.9271562,0.9479603,0.8675476,1.2857091,1.2940781,1.2764417,1.1462349,0.920807,1.0996917,1.0215849,1.0975602,1.2797797,1.0399799,0.95613647,1.1722686,1.0481573,0.9251586,0.95856607,0.9687787,0.8953986,1.0549238,1.030773,1.2892193,0.8541192,1.1456702,1.099047,0.72367203,1.1974294,1.0585595,1.0506561,0.9212269,0.83296543,1.2303636,0.9873857,0.93345606,0.8519262,1.1409981,1.1657052,0.8980899,1.2013183,1.277949,1.3010093,1.0128384
