,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
couch,0.8548122,1.340765,1.5439168,0.6516588,1.4938703,1.4997113,1.2685758,0.92188567,0.45504373,0.2837801,1.3242952,0.15766549,0.7009194,1.0784062,0.4478101,1.2221811,0.9243714,1.4136062,1.3351059,0.73215395,1.4718251,0.5902482,0.81471986,0.8701094,0.7601918,1.36476,0.7681567,0.19077057,1.2595267,0.563918,0.77071226,0.5001341,0.96152407,1.4487735,0.0,1.1422607,1.5035666,0.32975566,1.3942225,0.9823056,0.73124033,0.7899518,0.58396685,0.6736341,0.752898,1.3024427,1.451398,0.6352702,1.0461012,1.2329848,1.1245964,1.4003787,1.1925049,1.0148249,1.4148972,1.3462359,1.0081226,1.4009019,0.78843796,1.3187358,0.87101245,1.2747558,0.9108579,1.4502904,1.0108078,1.1223193,0.5713767,0.9979944,0.45755947,1.3621132,0.6575082,1.2136225,1.033606,1.018081,0.6586557,1.0429168,1.2275934,1.144238,1.5027779,0.8942361,1.4304814,1.2014244,1.4062815,0.52643996,0.66925406,0.52367705,0.72649163,1.3854692,1.4612942,1.3571062,0.8757966,0.99949425,1.1430224,1.2978588,1.1567144,1.1533465,0.61512184,0.9981804,1.335162,0.504809,0.9693598,0.72404176,0.9614565,0.6268225,0.84656537,0.84666485,0.8995071,0.82150495,0.96193147,1.0224421,1.4847561,0.8354473,1.5077636,1.0284872,1.3282523,1.4299083,1.3738729,1.3553355,0.56450737,0.5389435,0.9651495,0.35465753,1.4375379,1.3242962,1.1790138,1.0583193,0.73727,1.2415682,0.743629,0.94401866,0.84815526,0.8426293,1.4689715,0.6329248
cracker,0.9164527,1.0017787,0.9801953,1.2321529,0.9975165,0.9822809,0.89123094,0.9604665,1.1123013,1.1577526,0.9889201,1.0819573,1.2069763,1.0005062,1.0260152,0.96508545,1.0455589,1.0302781,0.8443662,1.0352554,0.45084435,1.0574601,1.0649892,0.97617674,1.1721232,0.9457639,0.97995067,1.037731,1.0477726,1.1245478,1.1879134,0.987451,1.1219301,0.3647563,1.1422607,0.0,1.0168117,1.1906083,1.0062051,0.73630756,0.8982989,1.0084848,1.1042575,1.0486422,1.1972913,1.0558397,0.8593638,1.0975591,1.1506592,1.0706903,1.032458,0.9284565,1.01003,1.0421339,0.89429456,0.87537247,1.0867755,1.0233245,1.0977141,0.9720851,1.0723033,0.92383367,1.0921674,1.0103148,1.0388864,0.9515327,1.2474806,0.94744813,1.2039392,0.9559512,0.98339224,1.0494227,0.92399037,1.1229223,1.0882808,0.87063766,1.0670562,0.14543384,1.0656638,0.8584229,0.9235294,0.98986936,0.87163407,1.0920845,1.1879877,1.0898402,1.107791,1.0510094,1.0168647,0.42626214,0.99121386,0.92476124,1.0152134,0.6163891,0.95450413,1.0328826,1.0088404,1.0005599,0.5834149,1.109584,0.9236813,1.1097231,0.9768604,1.21095,0.90991,1.0977565,0.9810136,1.0285554,0.9993922,1.0810214,1.0411419,1.163228,0.8441752,1.1807868,0.9360826,0.81526184,0.92888534,0.9010103,1.1739091,1.2012119,1.0134083,1.0926697,0.9611994,1.0891376,0.8916893,1.1412103,0.91894245,0.98524904,0.9991025,1.1336166,1.0346074,0.97481257,1.0968542,1.1852129
crayon,1.3758813,0.6802842,0.4386832,1.5180238,0.47263002,0.39637107,0.88002145,1.0557824,1.5893762,1.5204314,0.24638814,1.5120022,1.5295529,1.0385442,1.3302906,0.6904118,0.9819686,0.2476235,0.54051954,1.2405308,0.472471,1.2385439,1.1137894,0.78470343,1.1788082,0.36585617,1.246869,1.2877848,0.75247407,1.3806293,1.2099917,1.4415148,1.0654616,0.57081556,1.5035666,1.0168117,0.0,1.6025041,0.30060232,1.2050979,1.4845726,1.4028368,1.3900661,1.2546966,1.3828988,0.56589115,0.6327984,1.2844414,1.2301427,0.83639944,0.87663084,0.39240062,0.7712194,0.9523282,0.421672,0.8550971,1.3089057,0.5778302,1.3083771,0.83415437,1.4471264,0.91099805,1.306806,0.29474902,1.1521556,1.0905987,1.4889174,1.0552473,1.4835188,0.4352616,1.0850657,0.7389704,1.1170619,1.0531387,1.5283513,1.1979811,0.8793875,1.113077,0.24706447,0.80071634,0.48049986,1.0054103,0.63567084,1.4912345,1.4807278,1.4597857,1.4467692,0.21381825,0.12665701,0.7644671,0.9504356,1.3492912,0.79020214,0.62810403,1.0631742,0.92537725,1.3364667,0.9383929,0.8751285,1.5113716,1.3070619,1.4142975,1.0768316,1.5706041,1.0760994,1.0960232,0.9957878,1.216261,0.88266134,0.8060505,0.27306736,1.1785413,0.33588505,0.8652489,0.46666944,0.36122215,0.44757843,0.6826284,1.4189165,1.5726587,1.0165411,1.6093826,0.57102597,0.6507366,0.8837217,0.9720745,0.9400057,0.7160485,1.3068991,1.2438023,1.2183176,0.87197775,0.34640872,1.3916559
crib,0.6899121,1.4416525,1.6190491,0.5420326,1.5637405,1.5497199,1.1354856,0.9339186,0.28395593,0.3584934,1.5093426,0.32085133,0.5175942,1.0773134,0.5849379,1.2291895,0.8793615,1.478239,1.4294946,0.6767,1.5560713,0.5569431,0.8759632,1.0420102,0.63019025,1.4133438,0.81183904,0.41930187,1.2224731,0.44293165,0.8120084,0.5848316,0.8117014,1.5519211,0.32975566,1.1906083,1.6025041,0.0,1.5067191,1.0036634,0.72391444,0.6597711,0.5082121,0.7060932,0.59946865,1.4576397,1.4975746,0.71470356,0.8495901,1.3235688,1.13644,1.529769,1.210873,1.2412547,1.4637172,1.2268962,0.99413407,1.4465747,0.8791611,1.1779929,0.70321095,1.3072859,0.9053896,1.569821,1.0245771,1.1104541,0.45933962,1.1445632,0.52775145,1.4290165,0.60175955,1.172374,0.8509979,1.0133703,0.6225853,0.8936397,1.1926455,1.1395924,1.5532418,1.2151325,1.5665162,1.1916289,1.3885301,0.4543748,0.5384653,0.6604284,0.5724968,1.4396229,1.539504,1.4638717,1.0902418,0.7513018,1.1906788,1.3735912,1.1703374,1.3461239,0.6496993,1.0769305,1.3283426,0.3951192,0.9382955,0.6305369,0.7805567,0.53064966,1.143863,1.0254562,0.9075982,0.79360425,0.9539544,0.86992997,1.6349435,0.7368914,1.5582938,1.1900955,1.3832823,1.5134151,1.4094058,1.3973624,0.42244518,0.47116864,0.92117745,0.267308,1.465651,1.5051477,1.1191568,0.9617432,1.0434754,1.1680332,0.6807601,0.799456,0.78176665,0.9620506,1.5537744,0.4648559
cup,1.481229,0.90818626,0.39950466,1.5622269,0.41787827,0.43327683,0.95472556,0.9026068,1.4462416,1.5134695,0.4077959,1.4764326,1.573144,1.0310928,1.2876987,0.75684875,0.8959123,0.13726246,0.24133176,1.0620861,0.45997816,1.2808254,0.8484795,0.5936174,1.2496337,0.50206536,1.2658861,1.1241089,0.63071823,1.3371775,1.2790711,1.4137738,1.2269237,0.5787183,1.3942225,1.0062051,0.30060232,1.5067191,0.0,1.0992604,1.3753014,1.2929106,1.3084736,1.1657817,1.3064632,0.7471807,0.4725486,1.2920315,1.1707146,1.0815276,1.1192067,0.6026591,0.6264408,1.1414158,0.46178472,0.98259383,1.1828327,0.76621914,1.3651092,0.9314337,1.4313332,0.8748712,1.4310883,0.36432636,1.288581,1.0986507,1.4975063,0.7585395,1.5781475,0.58630884,0.9568497,0.70549196,1.1078715,0.805233,1.5036731,1.2315972,1.0042491,1.09936,0.24858195,0.77452147,0.6310141,1.039267,0.6840501,1.338824,1.4387681,1.5242531,1.3937219,0.44708204,0.4028406,0.79310304,0.8101402,1.3219054,0.70552915,0.5055105,0.9818764,0.7912092,1.2253594,0.74721456,0.9905498,1.3707985,1.2058008,1.4555832,1.2540543,1.5609903,1.1432612,1.2567685,0.99280655,1.2491697,0.7538641,0.8761447,0.3878547,1.2029582,0.40906894,0.8991326,0.38360715,0.46724135,0.49566257,0.5912317,1.3166475,1.5365585,1.1361959,1.4774591,0.39288777,0.79651856,1.1390893,1.2379732,0.8965248,0.64497906,1.0154207,1.224644,1.2877536,0.9191596,0.42506206,1.3499267
deer,0.6407232,1.1335015,1.1518406,1.0295601,1.1769856,1.1111372,1.2115514,0.96583563,1.0590327,1.0972776,1.086586,0.97398806,1.1789211,0.8125294,1.0647049,1.0640842,0.9659073,1.103052,1.0580021,1.0014677,0.94788,0.97579575,0.98809755,1.0102689,1.0625364,1.2226624,1.0079942,0.8893702,0.9547978,1.0138636,1.1001683,1.022239,1.0790961,0.8469415,0.9823056,0.73630756,1.2050979,1.0036634,1.0992604,0.0,0.6057562,0.8201566,0.8630582,0.895898,1.0257393,1.0652417,1.1077261,1.1001084,1.1210223,1.1472263,1.0591786,0.9828928,0.7967869,1.0243287,1.0086924,0.82562876,1.0489128,1.1712123,1.0461795,1.1654878,1.0741532,0.9403573,1.0874321,1.1637276,0.9295331,0.6604472,1.1423166,0.9678081,1.1264241,1.1020364,0.8829277,0.94812834,1.1189319,1.0676943,1.0447291,0.72626483,1.0965666,0.67489696,1.1742011,1.0249108,1.1925107,1.1522527,1.2268878,1.0318389,1.0135771,1.0378792,0.9830701,1.1798975,1.1745845,0.91805166,0.9597196,0.78074276,0.8362988,0.9728231,0.6626477,0.96313256,0.81319505,0.9673809,0.8182265,1.0264387,0.38757682,1.0156868,0.9534693,1.105337,0.94986784,1.1638209,0.9523615,1.0536969,1.0594091,1.2034196,1.1794754,1.0331625,1.1278086,1.1184858,1.0274767,1.0142787,1.0586243,0.96261764,0.9106756,1.0527325,1.0362729,0.9775627,1.1121417,1.1445564,1.1058222,0.98328274,0.99749964,1.039847,0.9985873,0.9612836,0.90298194,0.8859951,1.233286,0.9917919
dog,0.4892257,1.3539727,1.3290572,0.8018501,1.3028142,1.269734,1.1871064,0.9790133,0.7272475,0.69790155,1.4202895,0.67798114,0.79355884,0.70491016,0.7702271,1.1582134,0.9612763,1.286028,1.2591133,0.92826414,1.2652059,0.9580375,0.9950688,1.1920314,0.8377733,1.3798331,0.42679995,0.91259015,1.1916856,0.72136927,0.8991437,0.80900323,1.0307244,1.2149369,0.73124033,0.8982989,1.4845726,0.72391444,1.3753014,0.6057562,0.0,0.6402982,0.87866867,1.091374,0.7231294,1.3406293,1.2511518,0.8172743,0.8903301,1.283408,1.2364128,1.179145,0.92560446,1.1768284,1.2919285,0.8670628,0.9550499,1.3588996,0.83592427,1.2884768,0.74662316,1.0249655,0.97296774,1.2994015,0.95807284,0.6178237,0.7260903,1.0007775,0.74722517,1.3099039,1.0763015,1.1320691,1.1086429,1.014726,0.7294592,0.63521314,1.1920894,0.7301992,1.3868017,1.2507182,1.4248979,1.1543597,1.3182518,0.8879591,0.7055219,0.80563927,0.7870061,1.3022454,1.3901744,1.1628013,0.96179265,0.65007323,0.9247615,1.2719927,0.71820796,1.0679392,0.79063433,1.1252172,1.0910522,0.8246624,0.5591208,0.81626385,0.99847597,0.779673,0.96606195,1.1211433,0.9440303,0.88311833,1.1054955,1.2587476,1.4087877,0.78171086,1.3693807,1.1724253,1.1810381,1.2986711,1.291306,1.1929533,0.7773205,0.67956203,1.0110524,0.6997086,1.2778145,1.3468812,1.1391606,1.0831583,1.1308775,1.1408517,0.8984653,0.8940674,0.9354263,1.104231,1.367008,0.8470749
doll,0.7598252,1.2369363,1.193629,0.7766939,1.241255,1.1717479,1.076377,1.047511,0.89987475,0.8247547,1.4934957,0.83652437,0.6658045,0.9524687,0.78406835,0.91054875,0.77127373,1.2963746,1.2284801,0.8996594,1.2889934,0.83755755,1.0817134,1.3625038,1.0910995,1.3257785,1.0748163,0.94941163,1.1085105,0.9826693,0.96515334,0.98553544,1.0972253,1.2866855,0.7899518,1.0084848,1.4028368,0.6597711,1.2929106,0.8201566,0.6402982,0.0,1.0934005,1.0941542,0.57800406,1.2596588,1.2392644,0.9989596,0.7273524,1.1104344,1.0028049,1.335509,1.0208869,1.0345559,1.4078277,0.6858815,0.76006866,1.273171,0.4627908,0.98173106,0.7838333,0.8780838,0.7465614,1.2656575,1.0860745,0.86968327,0.68069077,1.0203873,0.86417514,1.4320037,1.0556216,1.279688,0.85935104,0.9319559,0.41642416,0.8062087,1.1687455,0.93254477,1.3859296,1.0886145,1.3647149,1.0562615,1.2377392,0.9982793,0.49278164,0.92171586,0.7325237,1.4129603,1.436129,1.2051988,0.99600714,0.7898158,1.0361729,1.2742556,0.84959793,1.1304511,0.8254268,1.0757498,1.1595035,1.0132459,0.7219019,0.7376287,0.77328324,0.798761,1.1137733,1.1513882,0.79569983,1.085997,1.2529311,1.1139923,1.399461,0.9521044,1.3144739,0.91029763,1.3013535,1.4406394,1.3117282,1.0477208,0.47235864,0.75885373,1.0884886,0.75617194,1.1172047,1.1936125,1.0966096,0.7899314,0.9616054,0.61160964,0.78858054,0.8470086,0.9047415,1.2110692,1.3751951,0.9976345
door,0.8249351,1.2258583,1.4196801,0.6822613,1.3809866,1.4092823,1.2236626,1.0537567,0.43860114,0.6810671,1.2480228,0.50470906,0.8835088,1.0907238,0.8855461,1.3399178,1.120324,1.2225728,1.3801987,0.94717515,1.3976424,0.7243886,0.79950106,0.7162736,0.7147411,1.2419459,0.84291744,0.45369792,0.9578063,0.44315845,0.91023844,0.6340277,0.8153058,1.3072863,0.58396685,1.1042575,1.3900661,0.5082121,1.3084736,0.8630582,0.87866867,1.0934005,0.0,0.60875684,0.861007,1.1834729,1.2934495,0.857347,0.99535984,1.1745018,1.2042117,1.3128397,1.0076294,1.1768456,1.2138672,1.4198731,0.96198994,1.2820786,1.1363558,1.283839,0.8329191,1.3208706,0.9895688,1.3895228,0.91747266,1.1099564,0.810432,0.85952854,0.6799587,1.1862767,0.5255606,0.79163545,1.1205717,1.0023831,0.97177476,1.0258814,1.1457195,1.0915997,1.3008227,1.1160899,1.276298,1.0353209,1.2553228,0.4672451,0.8474248,0.66466224,0.899752,1.2861058,1.3234634,1.2170948,1.0935777,0.954211,1.0063738,1.2966764,1.08942,1.0540314,0.75145894,0.9792719,1.2181035,0.23753214,0.82863927,0.8816062,1.0641494,0.7020178,1.025133,0.96809137,0.9210464,0.7278572,0.9264094,1.0937552,1.4063177,0.98693573,1.4582193,1.2070887,1.2479858,1.2656446,1.2247944,1.267318,0.8228271,0.6814037,0.928974,0.54509085,1.3693069,1.3208754,1.1818316,1.0405614,1.0590566,1.4077039,1.0044166,0.9112561,0.9724232,0.5945733,1.3368475,0.29064012
drawer,0.97292227,1.1938543,1.293596,0.8798433,1.3022861,1.3630254,1.099709,0.7803607,0.60038215,0.77401674,1.0841577,0.6907301,1.0360738,1.0972056,0.81358695,1.2070535,0.77935565,1.2948375,1.0885744,0.6108134,1.2231873,0.75982535,0.5281867,0.6820091,0.8237297,1.2490541,1.1746993,0.6242759,0.95016843,0.90197754,1.13811,0.80126226,0.8602801,1.1770608,0.6736341,1.0486422,1.2546966,0.7060932,1.1657817,0.895898,1.091374,1.0941542,0.60875684,0.0,1.0642636,1.1920182,1.1740521,1.0453168,1.1569062,1.1304479,0.94011134,1.1827061,1.1160676,1.0798947,1.0512106,1.2327868,0.94340545,1.2494417,1.033665,1.0028113,1.1180457,1.2227659,1.0219667,1.3492961,0.85811555,1.0763272,1.0682898,0.8641877,0.9963983,0.9919126,0.66107327,0.9736148,1.0669209,0.8243128,0.96549904,0.98002845,1.0926156,1.1220713,1.2747097,0.74549663,1.2257744,1.0785869,1.1839993,0.52784723,1.0183911,0.97949916,0.6176466,1.1498462,1.1610855,1.169816,0.78087384,0.96387905,1.1323556,0.96609145,1.1215253,1.0193877,0.7946161,0.7780014,1.1532158,0.63263917,1.0338466,0.927368,0.955642,0.97883576,0.96281266,0.87869656,0.99533945,1.0368463,0.59401053,0.9416257,1.3153771,1.0299588,1.2741183,1.0048004,1.1754282,1.089385,1.1615546,1.1114012,0.9924468,1.0295317,1.044793,0.6826085,1.1571145,1.1982042,1.0651591,1.0099189,0.6916164,1.1723669,0.66419214,1.0034525,0.84044385,0.9148897,1.2705476,0.7691982
dress,0.8204473,1.2427993,1.2948134,0.66446877,1.2459065,1.2524333,1.0791733,1.1138008,0.738337,0.7254647,1.3356326,0.73697454,0.3761747,1.0425408,0.8789536,1.1137943,1.0206597,1.2320201,1.2821698,0.987783,1.3350241,0.90272033,1.0888071,1.2539623,0.9043012,1.2907505,0.8904005,0.89301866,1.1438545,0.7411283,0.82200813,0.8289991,1.0600643,1.3708653,0.752898,1.1972913,1.3828988,0.59946865,1.3064632,1.0257393,0.7231294,0.57800406,0.861007,1.0642636,0.0,1.2861595,1.2325037,0.92859256,0.65692806,1.197163,1.1443498,1.2987837,1.1589967,1.1321976,1.3415821,1.0250185,0.9697951,1.2554508,0.8180258,1.1279728,0.65111387,1.078519,0.89326954,1.2869532,1.0324216,1.0559849,0.3408568,1.0756097,0.67696404,1.3367257,1.055753,1.2628652,0.85499156,1.0322614,0.6647506,0.8996003,1.1054478,1.1090299,1.291743,1.2551863,1.3567612,1.1275434,1.2371663,0.84946513,0.17751276,0.7392254,0.80690515,1.2951968,1.3542781,1.3174789,1.1326482,0.8187759,1.1630076,1.2924421,1.0517642,1.1508267,0.8628868,1.1517181,1.241955,0.7532835,0.91251945,0.786762,1.0306549,0.49268812,1.1078435,0.98396444,0.962246,0.95313174,1.1704016,0.9825521,1.3479636,0.85116446,1.2805426,1.0786011,1.2059493,1.3809042,1.1785252,1.2777696,0.53577733,0.48015553,0.9762272,0.62448287,1.2538922,1.2442098,1.1107141,0.9730559,1.1473016,1.0218217,0.96102583,0.89470404,0.9408581,1.0533653,1.2879679,0.81963587
ear,1.314703,0.4827292,0.6444201,1.1743546,0.73049974,0.7983934,1.0352427,1.1905351,1.4937997,1.4018737,0.5805105,1.3402016,1.1932125,1.2648898,1.3202902,1.0150635,1.1587362,0.7299286,0.953538,1.3397617,0.75195605,1.0985001,1.2009264,0.9029608,1.2187253,0.57930166,1.1713241,1.2021315,1.0395205,1.2897067,1.0578349,1.2492027,0.9993282,0.782897,1.3024427,1.0558397,0.56589115,1.4576397,0.7471807,1.0652417,1.3406293,1.2596588,1.1834729,1.1920182,1.2861595,0.0,0.8881579,1.0144145,1.135872,0.33637726,0.7904706,0.6505581,1.0665008,0.50484735,0.8493566,1.1508697,0.88226944,0.51389086,0.88803756,0.90771437,1.0644542,1.0246634,0.6803429,0.6363025,1.0300244,1.1436298,1.3166935,1.0549134,1.2128209,0.8639503,0.98969674,1.0168349,1.1220645,1.101969,1.1008455,1.2070432,0.6913028,1.0747769,0.5519145,0.7922002,0.39941204,0.61253464,0.86670923,1.2708839,1.2324054,1.0622585,1.3539854,0.793574,0.64903957,0.6712316,1.0048658,1.2719141,1.0638793,0.98827344,1.1195868,0.74575174,1.2626276,1.0688045,0.7461837,1.2862662,1.1510483,1.2625282,1.2191167,1.2115414,0.8370166,0.7854566,1.0671966,1.1329759,1.2758868,1.0820191,0.42010415,1.2388031,0.7421738,0.7489519,0.8217723,0.8089398,0.73932886,0.9011753,1.3572363,1.2805971,1.0933564,1.4698551,0.9251224,0.27188432,0.9136791,0.8940113,0.9742392,1.0888661,1.4462563,1.1871257,1.1071715,0.9566695,0.602755,1.2618387
egg,1.3339462,0.8606944,0.28230816,1.302638,0.19671291,0.4352672,0.7104252,1.1022445,1.319304,1.3947964,0.7443674,1.4325675,1.3114884,1.0025544,1.2693994,0.9650276,1.0875698,0.5592315,0.5451814,1.2309943,0.4786954,1.3634269,1.0762663,0.9905158,1.3257768,0.71408504,1.1641922,1.3443282,0.75095266,1.3109877,1.0055727,1.170259,1.1496521,0.52691746,1.451398,0.8593638,0.6327984,1.4975746,0.4725486,1.1077261,1.2511518,1.2392644,1.2934495,1.1740521,1.2325037,0.8881579,0.0,1.2712278,1.0503556,0.8909683,1.0608188,0.6419219,0.9435607,1.0345236,0.7000092,0.977224,1.1162704,0.8097181,1.2118237,0.6733619,1.1840818,0.7762965,1.1723663,0.59908795,1.176546,1.0513407,1.3254995,0.9734554,1.3911438,0.76777625,1.1971645,0.8466112,1.0384083,0.9030863,1.2991917,1.1502345,1.0182321,0.8107026,0.48636222,0.9134674,0.72196615,0.9050959,0.34875864,1.3509839,1.3412198,1.3643262,1.2550832,0.68577814,0.6510449,0.6489917,0.95911956,1.1670183,0.98937607,0.6162613,0.9488886,0.693527,1.3147807,0.95219606,0.7277253,1.3782043,1.1386826,1.3518313,1.2937741,1.3454146,1.162383,1.1869591,1.2375209,1.2167038,0.90804356,0.90093786,0.56153363,1.258268,0.44891667,1.0233443,0.54760426,0.7075734,0.6440244,0.6612551,1.3790786,1.3229542,1.150796,1.3534403,0.47019494,0.7122621,1.0288665,1.2310699,1.0263672,0.73567,1.1575792,1.1648293,1.2113211,1.1047547,0.583824,1.302654
elephant,0.85493803,1.0982289,1.3542192,0.76346576,1.2774702,1.2684424,1.10265,1.1600077,0.7792011,0.6303774,1.0547928,0.59907156,0.68629473,1.1008953,0.8518559,1.2019024,1.2417774,1.2140214,1.3232906,1.1074873,1.2345911,0.71309894,1.1799401,0.9594864,0.7961489,1.1352781,0.59212524,0.7997327,1.3214985,0.7144234,0.7278714,0.6724037,0.8266169,1.2229565,0.6352702,1.0975591,1.2844414,0.71470356,1.2920315,1.1001084,0.8172743,0.9989596,0.857347,1.0453168,0.92859256,1.0144145,1.2712278,0.0,1.0501399,1.0306448,1.0082641,1.12575,1.2484144,0.9214789,1.2248999,1.1781943,1.0022266,1.0489366,0.8669262,1.2372854,0.7552515,1.239294,0.8468979,1.1612167,0.85635465,0.96585315,0.68462586,1.1516225,0.5068782,1.1957203,0.96515906,1.2563032,1.0052111,1.1863714,0.8043957,1.044179,1.0857134,1.0764191,1.2358786,1.0604731,1.0842137,1.0147078,1.1816815,0.73688823,0.82498765,0.47851956,0.9797233,1.148008,1.2071037,1.1268884,1.2039287,0.9713223,1.2306033,1.3121438,1.1437099,1.2095236,0.94828665,1.2068578,1.0698613,0.6907552,1.0318444,0.8644283,1.0154141,0.63511485,0.8107186,0.7056146,1.0152868,0.7095646,1.1488512,1.0687351,1.1448435,0.8629792,1.2510741,1.1756624,1.1091715,1.1601568,1.1696532,1.3689935,0.9138353,0.5794536,0.9869904,0.776433,1.3410957,1.0793487,1.0073029,0.9527039,1.0526464,1.3525281,1.116403,0.98479944,0.9042393,0.9812918,1.177352,0.80833775
face,0.90541625,1.109453,1.0039947,0.8441059,0.9515765,1.0042404,1.0612202,1.0969731,0.87376726,0.9293411,1.2493985,1.0350928,0.7251718,0.9360027,1.0402161,0.94085634,1.0163376,1.1404008,1.1518389,1.0317075,1.1405741,1.1294079,1.1325641,1.3555838,0.89602613,1.1935287,0.89517015,1.1651525,1.0817716,0.88295686,0.928017,1.0396333,1.045249,1.1529521,1.0461012,1.1506592,1.2301427,0.8495901,1.1707146,1.1210223,0.8903301,0.7273524,0.99535984,1.1569062,0.65692806,1.135872,1.0503556,1.0501399,0.0,0.97788805,1.1127124,1.1251929,1.104106,1.0971897,1.2705021,0.90692484,0.9710065,0.8856431,1.0025609,0.96025383,0.5146615,0.8011172,0.89975226,0.92352897,1.1021292,0.9951696,0.7163105,1.1740389,0.9149358,1.2693121,1.1183456,1.1172243,0.98615456,1.0204328,0.85167307,0.9578876,0.9822196,1.0969205,1.0578394,1.3687843,1.1842096,0.8359374,1.0008047,0.9942861,0.7058004,1.0456656,0.8604485,1.1444101,1.1936138,1.1214211,1.2093838,0.8711802,1.0498836,1.2069364,0.9641581,1.0630022,1.1200641,1.0942799,0.92025054,0.9529254,0.9712539,0.90335083,0.9967005,0.752611,1.2347454,1.1380868,1.2063942,0.92670965,1.1542971,1.0903428,1.093374,0.8711923,1.1265701,1.0969958,1.0957993,1.2955776,1.1734227,1.1039089,0.8474089,0.7430395,1.0781386,0.87592316,0.91261303,1.0119437,1.0791197,1.0914024,1.2827173,0.9181032,1.0472987,0.7972503,1.0233376,1.257872,1.0948656,0.8059722
finger,1.1696297,0.38361537,0.7001808,0.8018016,0.7985097,0.9355519,0.9035879,1.3152703,1.2861037,1.2413676,0.8550711,1.2129881,0.91143453,1.3003681,1.3071918,1.1045184,1.2588584,1.0852538,1.1784078,1.3737742,0.9501883,1.0782127,1.2565086,1.2131091,1.2419628,0.78091466,1.1937069,1.3179364,1.2871284,1.2659509,0.823955,1.0861452,1.0072746,0.9353837,1.2329848,1.0706903,0.83639944,1.3235688,1.0815276,1.1472263,1.283408,1.1104344,1.1745018,1.1304479,1.197163,0.33637726,0.8909683,1.0306448,0.97788805,0.0,0.54901254,0.8586868,1.3299387,0.25285155,1.1772923,1.1416667,0.6697784,0.4671886,0.5909842,0.8229715,0.85550934,1.0801957,0.30717862,0.8198658,0.99492437,1.1899189,1.1098613,1.1655121,0.9971094,1.1292113,1.16164,1.2575881,1.0471241,1.1672721,0.83154637,1.1590097,0.6235358,0.99294055,0.8043698,1.0009044,0.5078924,0.3702333,0.8916387,1.1707398,1.1238483,0.9026884,1.188229,0.935743,0.837572,0.75087744,1.1650543,1.1860521,1.281423,1.1826451,1.184827,0.77539134,1.3136181,1.2218411,0.6447016,1.2199129,1.1129377,1.1424959,1.1670139,0.9601404,0.782459,0.6244108,1.1530372,1.1201757,1.3100257,1.0673398,0.5398417,1.2764231,0.8786559,0.67974883,1.1040509,1.1021037,1.0538454,1.0311028,1.2502698,1.0611422,1.1286008,1.2646399,1.0525612,0.14924484,0.7705178,0.7891294,1.122454,1.1753275,1.4280057,1.1279818,0.93364644,1.1929022,0.7089597,1.2180865
firetruck,1.0536723,0.7775974,0.90338343,0.90570366,0.99742347,0.85741556,0.8808895,1.1980714,1.1334431,1.0975825,0.98756635,1.079288,0.91235197,1.1470312,1.1783204,0.9443893,1.048485,1.1603903,1.1200457,1.1774911,1.0430001,0.92812836,1.0933794,1.226799,1.0407094,0.844658,1.2404066,1.2188745,1.2704283,1.2324907,0.92267454,1.0084178,0.9353783,1.047725,1.1245964,1.032458,0.87663084,1.13644,1.1192067,1.0591786,1.2364128,1.0028049,1.2042117,0.94011134,1.1443498,0.7904706,1.0608188,1.0082641,1.1127124,0.54901254,0.0,0.9221114,1.2707632,0.653528,1.2128297,0.8292596,0.7977344,0.82773507,0.6554376,0.7347237,1.0612845,0.9871038,0.7131398,0.9820463,0.98990726,1.0958698,1.0885317,1.2117901,0.9752523,1.1592798,1.1871684,1.2938079,0.9633295,1.1197354,0.8139781,0.9862077,0.8308707,1.0088537,1.0589155,1.015655,0.8326491,0.84527767,0.9610676,1.077039,1.0388571,0.9409113,0.9299158,0.9824759,0.94862217,0.9435723,1.1955589,0.9939615,1.2522547,1.0797907,1.1500087,1.1299207,1.2252076,1.2206509,0.79301786,1.1462946,1.0923773,0.8915665,0.95855343,1.0063381,0.93397284,0.68018293,0.9960124,1.0607917,1.0963861,0.9207758,0.9315166,1.0334747,0.8874291,0.87646544,1.180706,1.1210492,1.1168454,1.0003357,1.1228485,1.1040504,0.96405405,1.1061368,1.0496947,0.685784,0.6567965,0.69380796,1.088997,1.0131949,1.141067,1.0170004,0.5955561,1.237942,1.0092293,1.1584438
