,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
snow,1.0147357,1.2599272,1.3098015,0.8919523,1.1487916,1.1696769,1.2963123,1.0883489,0.71001595,0.33637738,1.2335807,0.55627006,0.7561442,1.2940438,0.41819894,1.0357065,1.080348,1.3813412,1.141897,0.76623356,1.3138784,1.037676,1.0172867,1.1087201,1.2650905,0.6627486,1.2369243,0.6909537,0.8866494,1.2540009,0.8771893,0.6751482,1.1903667,0.57918537,0.8302923,1.3720137,0.6613593,1.2591962,0.8244386,1.0862758,1.0038491,1.0089027,0.91937226,1.082459,1.2718946,0.65068066,0.8979026,1.242893,1.1122825,1.163922,1.2288675,1.3875558,1.2009492,0.6354263,1.2488291,1.2258402,1.2294074,0.81810653,0.9646903,1.2811918,1.027391,0.7307822,0.96858436,1.148272,0.6744507,1.0879822,0.7845192,1.093358,1.1301827,1.1083906,0.8163687,0.8096162,0.9349843,1.2826285,1.2598484,1.2345676,1.293017,1.3179264,0.82361615,0.6778755,0.7635915,0.64631546,1.3032789,1.3406993,1.0857836,1.0287644,1.0363607,1.1407619,1.089081,1.2963661,1.0740068,1.214489,0.83071434,1.2691932,1.0432189,0.8072868,0.81846416,0.66027284,1.0859845,0.87026775,0.8085402,0.85662556,0.81668925,0.7562188,1.3185661,0.0,1.2087288,1.2312832,1.367928,1.0101053,1.2135172,0.8903096,0.66124505,0.6843864,1.2383164,1.2498913,1.2192729,0.99087113,1.2809927,1.0235808,0.86246014,0.9924116,1.308082,0.79195863,0.90675986
soap,0.766569,0.8163613,0.69712627,1.366838,0.95118505,0.9466508,0.61480576,0.79981184,1.2427903,1.4412203,0.7037081,1.4571049,1.3484926,0.5485894,1.4613904,1.006036,0.7720387,0.6282858,0.94084364,1.3821104,0.5786548,1.0445307,1.008748,0.9220947,0.768206,1.1595553,0.8906157,1.3309134,1.2502344,0.5359382,1.3300917,1.3496587,0.44468343,1.4838908,1.0856545,0.5022601,1.4529272,0.82247645,1.2993869,1.155894,1.0335574,0.97659874,1.039652,1.0896239,0.505024,1.0045846,1.3046046,0.93463695,0.52346337,0.7656256,0.8617898,0.4132818,0.86752015,1.2885851,0.6339079,0.87158054,0.65247947,1.3712101,1.324162,0.6102018,1.0564797,1.3265479,0.9569222,0.949219,1.4043105,0.81484985,1.298723,0.8870609,0.6186818,1.0528926,1.4707057,1.1404437,0.9430164,0.56669784,0.4932055,0.6314783,0.97106665,0.6983884,1.2587755,1.6175342,1.4274983,1.457083,0.57098454,0.5325178,0.97186774,0.7909729,0.9449037,0.93533623,0.7322141,0.54955274,1.1983879,0.64847517,1.2388363,0.746739,0.7957626,1.3516715,1.4467602,1.5423057,0.90359515,1.3588033,1.4478152,1.1702992,1.1134814,1.3321517,0.5426076,1.2087288,0.0,0.65075344,0.44639897,1.1525333,0.6200572,1.208296,1.4808289,1.4137495,0.5245913,0.88419735,0.91557425,1.3123744,0.53709984,1.2738814,1.1801049,1.1587313,0.59813285,1.351832,1.1436989
sock,0.86360574,0.5864275,0.8532218,1.0621791,0.866325,0.7868633,0.72944254,0.9587577,1.2960953,1.3680754,0.7799344,1.3432223,1.1465662,0.6312916,1.255304,0.8518712,0.87891024,0.68281984,1.2500091,1.3908309,0.8268221,1.0791019,1.1043339,0.82516277,0.82623863,1.2216095,0.8511613,1.2648631,1.1465088,0.8346308,1.2300918,1.2229033,0.7382905,1.2814469,1.0195395,0.65707076,1.4099989,1.1025602,1.2251059,0.971867,1.1086687,1.1081693,1.0449749,1.0685644,0.8276076,1.2037348,1.3033793,0.74066794,0.6022624,0.9435753,0.54627013,0.6997218,0.9148708,1.3446435,0.83747244,0.46328634,0.6895266,1.3031936,1.0446404,0.71486807,1.0697107,1.1205267,0.87456465,0.8434878,1.0394199,0.97489333,1.3570769,1.0332091,0.74431705,0.9345112,1.146085,1.1950737,1.0213442,0.6389637,0.6707229,0.84569,0.8419408,0.9186665,1.2600622,1.2978864,1.1100403,1.264536,0.77283275,0.7523849,0.98314464,0.589951,1.1453987,1.019364,1.1078027,0.8662648,1.0089018,0.83861315,1.2507722,0.8537982,1.1124109,1.2443498,1.2793974,1.3243266,0.5850139,1.0442328,1.180514,1.1476005,1.2685528,1.1876124,0.5525807,1.2312832,0.65075344,0.0,0.677181,0.95700645,0.9218934,1.1223948,1.3069485,1.4267359,0.4987676,0.5861286,0.74138725,1.0872697,0.6737108,1.0534172,1.3672546,1.1712264,0.6254661,1.3498833,1.101312
spoon,0.7407088,0.7976481,0.6419745,1.4138296,1.0431012,0.9572631,0.60483295,0.8367408,1.4452572,1.5669868,0.5328592,1.5543971,1.5558854,0.45118904,1.5966736,0.9034455,0.65150946,0.4335311,0.97439504,1.5031524,0.53129625,0.99145055,1.0693278,0.924539,0.75473624,1.1696405,0.7726832,1.4119102,1.2609551,0.60524046,1.2611585,1.3711218,0.82717,1.6034873,1.1456046,0.22608042,1.5798842,0.8177624,1.351192,1.1888925,1.0569719,1.0640833,1.2526937,1.114704,0.42585945,1.1529683,1.3556116,0.84090614,0.45567036,0.71307,0.8882463,0.11239731,0.9327879,1.472943,0.43061984,0.73688346,0.8501521,1.4806976,1.3074276,0.5100784,1.0183692,1.2665884,0.9148578,0.97730523,1.4190259,0.56863815,1.3427248,0.8962385,0.64022255,0.97460216,1.4631774,1.1801876,1.1918051,0.46494526,0.2918284,0.55565286,0.82574534,0.6727612,1.3754306,1.6092198,1.4443169,1.5606375,0.24048609,0.25014126,0.8921421,0.7600218,0.86490196,0.8743068,0.78526175,0.40041232,1.0203975,0.8283237,1.3419702,0.6329793,0.91829264,1.4606516,1.3848577,1.6190042,0.7919603,1.3938109,1.3539977,1.1235306,1.3285805,1.3550951,0.30987573,1.367928,0.44639897,0.677181,0.0,1.1584765,0.48745102,1.1553166,1.5723491,1.5162251,0.46763313,0.8242233,0.8449194,1.1932948,0.3691225,1.131954,1.3230349,1.1461916,0.41758358,1.4817766,0.99617904
sprinkler,1.1138554,1.0589556,1.2492371,0.7948214,1.0166627,1.033465,1.0452324,1.0063158,0.88286364,0.98532254,1.3930888,0.8844892,0.8943913,1.125621,0.9936137,1.1282772,1.242058,1.07914,1.0429397,0.84204715,1.25955,0.9692048,0.9528945,1.0949001,1.0766051,0.94492865,1.2551882,1.0025319,0.8993799,1.0067145,0.985476,0.8424958,0.9445013,0.8973022,0.98398465,1.2367301,0.832677,1.0287725,0.9072084,0.84211344,0.9744718,1.0799495,1.0606954,0.9829465,1.2370156,1.0926938,0.89793885,1.0764493,1.2474201,1.0369064,0.9412006,1.1435274,0.9071514,0.9346381,1.2633609,0.87152874,0.9409282,0.9478338,0.7892612,1.2055179,0.94960344,0.88058156,1.0972981,0.995148,1.0259023,1.0367156,0.84863627,0.91794205,1.1071355,0.90380025,0.7603776,0.8690726,1.051698,1.2211667,1.3561492,1.3137623,1.1462064,1.2202555,0.9270845,0.93472743,1.023139,0.84422755,1.2091587,1.2177148,1.1480938,1.2080317,1.2496308,1.013141,1.08895,1.1736583,0.7928461,1.1267426,0.93147224,1.0721865,1.0681955,0.8640149,0.50415325,0.85358554,0.9850904,1.0835565,0.64717764,0.8923176,0.8791329,0.7406557,1.2961682,1.0101053,1.1525333,0.95700645,1.1584765,0.0,1.2259264,0.87203944,0.89097124,0.8668262,1.1357785,1.068097,1.0959011,0.53157794,1.3626882,0.68716955,0.8752023,0.83422446,1.1702003,0.9361496,0.9728523
strawberry,0.83351946,0.89906836,0.5292689,1.2903786,0.9285519,0.9431823,0.8756803,1.011449,1.2439709,1.2769591,0.59102565,1.4103894,1.3664936,0.56541693,1.342943,1.0702225,0.9238822,0.5863156,1.0520339,1.3581278,0.71357656,1.105943,1.065943,0.94237155,0.7235225,1.0964525,0.8087962,1.247775,1.2924509,0.72281057,1.2767559,1.2179329,0.86488277,1.3866177,1.0177288,0.25826597,1.3195672,0.86449045,1.323698,1.3146406,1.0724151,1.1322427,1.1691333,1.1165291,0.2407316,1.0085115,1.1328881,0.9455044,0.58241606,0.8928401,1.0555006,0.4593376,1.0617877,1.2320457,0.2736625,1.0929961,1.0368787,1.2492332,1.2814837,0.5298255,1.0296403,1.1413434,0.99629664,1.0676583,1.416903,0.8509734,1.3157713,0.94313437,0.8729325,1.0872985,1.4763005,1.1610414,1.1485323,0.34350753,0.5227576,0.3535962,0.922639,0.5807362,1.2978575,1.4145049,1.4063766,1.3982978,0.32117993,0.3211015,1.1341391,0.9359266,0.74609256,1.0033317,0.95867306,0.37909096,1.2678708,0.88984996,1.2302502,0.83926904,1.1148226,1.2887925,1.29196,1.3755618,1.160102,1.354997,1.4055538,1.0238872,1.173394,1.1829844,0.3842157,1.2135172,0.6200572,0.9218934,0.48745102,1.2259264,0.0,1.2617751,1.3782971,1.3437301,0.72043204,0.8858,1.019917,1.2494218,0.5746732,1.1888362,1.278765,1.1332188,0.40593994,1.2731491,1.1410517
stroller,0.93728364,1.2231843,1.273385,1.0335833,1.0860176,1.1905997,0.9982423,0.7807449,1.1292733,0.9122237,1.2275862,0.81640613,0.9646592,1.1129863,0.89685434,0.867908,1.0016936,1.0796411,0.95343137,0.88286185,1.1895962,0.6713726,1.1447024,1.0006564,1.1332339,0.814818,1.1617435,0.9668657,0.7244216,1.0093762,0.74252903,1.1152443,1.1128128,0.7391946,1.1516178,1.2743661,0.77950376,1.1050535,0.80334747,0.5170271,0.85392296,1.0494173,0.8352868,1.106266,1.2302494,0.98783314,0.928786,1.3023815,1.2203734,0.8290323,1.2621455,1.1877979,0.9838461,0.91031796,1.2724104,0.9538681,1.1711863,0.9889596,1.1282389,1.1288617,0.7951398,0.9983746,1.0267766,0.9612306,0.8757785,1.174173,0.749884,0.9007232,1.0403322,0.94249904,0.88276654,0.6512228,1.018307,1.36896,1.1891491,1.2711109,1.2520728,1.3110758,0.9658853,0.80591047,0.82277364,0.93516326,1.2840606,1.2711251,0.99593025,0.86115444,1.1563611,0.76377344,1.0937314,1.1595135,0.5865615,0.8738528,0.95759344,0.90222883,1.0756508,0.83416915,0.8269448,0.8768669,1.0002193,0.8860488,0.96957093,0.97814846,1.1710321,0.9997628,1.2606056,0.8903096,1.208296,1.1223948,1.1553166,0.87203944,1.2617751,0.0,0.8151199,0.8821678,1.2039692,1.2407005,1.2354302,1.0679291,1.1580281,0.6495907,1.0357395,0.69488895,1.2500479,0.8018611,1.1153373
sweater,1.140537,1.106321,1.436375,0.56810534,1.2158966,1.2291337,1.3313857,1.2044454,0.7620307,0.53408897,1.3559735,0.48112738,0.57749015,1.4761596,0.5285034,1.157625,1.2537348,1.4241409,1.0832599,0.70659846,1.359683,1.0932019,1.109817,1.2374285,1.2349994,0.87102354,1.1718273,0.6494226,0.71505344,1.3331687,0.7351967,0.81487215,1.295776,0.4079898,0.9531298,1.5712552,0.601102,1.2769423,0.61723936,0.8516812,0.8558279,1.0231026,0.68271726,0.89085805,1.3792024,1.0231464,0.6650876,1.1101654,1.437542,1.2583537,1.1355063,1.5862296,1.2821413,0.7629689,1.4257605,1.1419708,1.2934301,0.5018498,0.7808563,1.2616158,1.0229257,0.8269409,0.8629237,0.99056333,0.40385354,1.2015417,0.7373314,1.139189,1.2158902,1.1256214,0.527534,0.88305926,0.9562031,1.3914623,1.461641,1.357984,1.1738706,1.3991795,0.648672,0.33157325,0.34076452,0.64234436,1.5100908,1.5165961,1.0109807,1.1471403,1.0709034,1.0898017,1.2087162,1.370222,1.0003957,1.2329746,0.69857466,1.3029795,1.1296755,0.39246726,0.8335129,0.18755996,1.1920655,0.36497557,0.714062,1.0167003,0.8893172,0.8292986,1.5221215,0.66124505,1.4808289,1.3069485,1.5723491,0.89097124,1.3782971,0.8151199,0.0,0.585036,1.5209635,1.1386999,1.084262,0.8516626,1.4148784,1.0885683,0.8583105,0.8054354,1.466048,0.60418737,1.064623
table,1.312933,1.3625381,1.3879418,0.6280528,1.1028783,1.2151144,1.3551133,1.0491477,0.35248232,0.4285288,1.5281143,0.4081571,0.6757869,1.4949923,0.56317306,1.1744471,1.1699243,1.4639157,0.52150905,0.31756294,1.3913746,0.9417666,0.757147,1.1327744,1.2506835,0.9700815,1.4015404,0.75561464,0.58537817,1.3424984,0.7669277,0.7975061,1.1435946,0.47741628,1.0170956,1.6254003,0.44246584,0.7685489,0.76356864,1.0392827,0.96458,0.9867207,0.90804404,1.1293945,1.388809,0.86929977,0.80747503,1.3708067,1.4721938,1.1947933,1.3350413,1.4989057,1.1588609,0.69142026,1.5301273,1.4072204,1.2484826,0.76090735,0.8486115,1.556335,1.0192977,0.6395902,1.2120457,1.1012199,0.83665633,1.2626201,0.56458986,0.9733349,1.3007815,1.0680978,0.70450383,0.9796648,0.9480763,1.544377,1.5622764,1.4294329,1.3520076,1.3638616,0.6163557,0.57828236,0.8415613,0.44817597,1.5586354,1.5654798,1.1248852,1.3863509,0.94235635,1.1129652,0.63184965,1.4591476,0.9216691,1.2742693,0.6180308,1.3064322,1.069679,0.56249505,0.54325247,0.57663697,1.3127593,0.9125891,0.5609472,0.8033315,0.317518,0.567621,1.6309825,0.6843864,1.4137495,1.4267359,1.5162251,0.8668262,1.3437301,0.8821678,0.585036,0.0,1.4401817,1.3995919,1.3397405,0.7310766,1.5450759,0.83815426,0.28435743,0.7954605,1.5460665,0.5851399,1.0836827
tape,0.85573244,0.88573194,0.57253665,1.4256773,0.7007319,0.6177368,0.7189141,0.7930125,1.2372837,1.3928708,0.66279006,1.4300356,1.3056475,0.5977026,1.3762014,0.73138154,0.6635451,0.6253388,1.0108895,1.2945659,0.6043837,1.0045329,0.92290217,0.76023483,0.7633995,0.99447554,0.93368423,1.3514211,1.273369,0.7055037,1.2336258,1.2309294,0.76011634,1.4754467,1.1304399,0.49631602,1.3745203,0.82722574,1.3379735,1.1933112,1.1900475,0.9795084,1.2623563,1.1784042,0.64473426,1.0631537,1.2557771,1.001771,0.50515676,0.862952,0.9708751,0.50454986,0.857816,1.3141326,0.6531923,0.77953947,0.72471035,1.4861441,1.3396925,0.6913651,1.0256038,1.2400804,1.0296384,0.9786641,1.348045,0.87654567,1.2877424,0.9123505,0.6585854,0.95351535,1.4563377,1.0449638,1.0507219,0.61084634,0.4472667,0.7759211,0.96875376,0.6467082,1.2108893,1.5346717,1.4557791,1.3753175,0.59417635,0.59156215,0.9657504,0.6900867,0.99361736,0.9964952,0.89484584,0.65828764,1.1153889,0.7384236,1.2093862,0.72264993,0.90694755,1.458665,1.2509482,1.5525693,0.79895645,1.358584,1.2842977,1.0759274,1.1584933,1.1531518,0.47837377,1.2383164,0.5245913,0.4987676,0.46763313,1.1357785,0.72043204,1.2039692,1.5209635,1.4401817,0.0,0.97059083,1.0435437,1.2772468,0.49365288,0.88666266,1.2805623,1.3144658,0.5327624,1.396061,1.1118778
toe,1.101613,0.17702699,0.86412007,0.83316195,1.0506436,0.91148895,0.81595725,1.2789673,1.3291618,1.3775792,0.7398106,1.3515921,1.0267022,0.86739653,1.3397017,1.0277241,1.06893,0.8275751,1.2293017,1.4354367,0.90264904,1.156508,1.2649034,1.0740944,1.0639993,1.3173816,0.68131363,1.207436,1.2847295,1.0400476,1.3285542,1.1869907,0.9773243,1.2663492,0.9878372,0.73016804,1.4977541,1.1712271,1.1823215,1.0293779,1.1954974,1.13006,1.0788648,0.51763755,0.822619,1.3771906,0.9802611,0.13517368,0.970023,1.1681026,0.16366899,0.85650253,0.9880039,1.2937696,0.6851863,0.59974265,0.71270424,0.94007504,0.4320724,0.62290907,1.2304556,0.9839714,0.8615065,0.8403989,1.0379684,0.98934656,1.3565477,1.2104993,0.95883876,1.0237128,1.0199401,1.185761,1.1553744,0.47881228,0.80873334,0.8407726,0.40357965,0.8958727,1.338618,1.1497078,0.9591492,1.2605617,0.76820624,0.76375675,0.93108684,0.87677073,1.0537909,1.1797254,1.1856139,0.87095296,1.1644382,1.0140929,1.3901556,1.0593143,1.0604366,1.1887136,1.3008507,1.1105993,0.69143873,0.88692856,1.0742807,1.1308163,1.2459798,1.2266912,0.57393897,1.2498913,0.88419735,0.5861286,0.8242233,1.068097,0.8858,1.2407005,1.1386999,1.3995919,0.97059083,0.0,0.2432974,0.8477768,0.8416127,1.2706823,1.2907445,1.2132598,0.67974913,1.3258739,0.9948801
tooth,1.1077621,0.32972097,0.9697904,0.8551914,1.1799358,1.0006212,0.9351166,1.3057483,1.2477033,1.3319345,0.67919016,1.2423054,0.95484644,0.9754776,1.2535883,0.9533908,0.96564275,0.9403801,1.2145108,1.3373632,0.8671843,1.1921635,1.2139256,1.1853789,1.0434616,1.2539296,0.5943251,1.1655266,1.219459,1.1024289,1.2567877,1.0881314,1.0773094,1.2132361,0.8762439,0.7774602,1.4107645,1.1838781,1.1749924,1.10645,1.1788026,1.0106491,1.0590069,0.4593789,0.94465756,1.3266816,1.0665238,0.15071332,0.9834222,1.2499728,0.23091781,0.8854406,1.0572525,1.259952,0.7373818,0.6735107,0.6272893,0.892366,0.51841897,0.765287,1.3665583,1.0654869,0.8039627,0.9226479,0.8747275,0.8110284,1.2375035,1.2559868,1.0109985,1.0478776,0.9694946,1.163118,1.1156352,0.56291723,0.7791572,0.84742004,0.35673666,0.92090917,1.2302458,1.0770049,0.8842376,1.1254994,0.77158713,0.7807659,0.7991016,0.85223323,1.0049376,1.2363185,1.2070132,1.011174,1.2149308,1.0389397,1.3184943,1.2297196,0.9284238,1.1106275,1.2692986,1.0321107,0.72122496,0.75295913,1.007027,1.180085,1.2051368,1.2188323,0.65604556,1.2192729,0.91557425,0.74138725,0.8449194,1.0959011,1.019917,1.2354302,1.084262,1.3397405,1.0435437,0.2432974,0.0,0.74716496,0.82629293,1.3435988,1.2214322,1.1998178,0.75978947,1.2768934,0.9099325
toothbrush,1.305906,0.9585928,1.2158115,0.5693624,1.0358737,1.0087615,1.1729223,1.1990505,0.7301462,0.87567943,1.3899428,0.84146506,0.7110794,1.2662873,0.89262724,1.1539284,1.1635888,1.3469343,0.96682966,0.6905171,1.3601806,1.0521427,1.0437278,1.1251146,1.2662529,1.1369576,1.2294501,0.97566575,1.0039401,1.2348404,1.0431798,0.7243016,0.94542015,0.92375153,0.76233375,1.2405183,0.8605163,1.108445,0.9483575,0.9957715,1.2073914,1.0898131,1.0471523,0.82729024,1.3407044,1.1285013,0.89035463,0.77652645,1.2856635,1.2236457,0.692863,1.1762906,0.9592675,0.8733701,1.2586153,0.92779636,0.8047639,0.77081835,0.4014187,1.320698,1.1274418,0.63082993,1.184882,1.1457901,0.9312334,0.86466795,0.8586911,1.0197792,1.2500207,0.96655303,0.58856696,1.1122591,1.1078937,1.187851,1.4336455,1.3146868,1.0019988,1.187775,1.0131261,0.7668495,1.0006804,0.57728994,1.1580725,1.1761587,1.149622,1.3227227,1.0823169,1.2293931,1.0704715,1.3449302,1.017062,1.2719818,1.0168908,1.2817736,1.0223665,0.79719335,0.4345045,0.7927663,0.8802666,1.018198,0.4091313,0.9659442,0.71049154,0.7428578,1.2997882,0.99087113,1.3123744,1.0872697,1.1932948,0.53157794,1.2494218,1.0679291,0.8516626,0.7310766,1.2772468,0.8477768,0.74716496,0.0,1.4814073,0.874248,0.7291143,1.029617,1.248533,0.97513825,0.85109663
towel,0.7293327,0.79731184,0.7040747,1.3579568,1.0670593,0.93908477,0.7920832,0.89364135,1.4307251,1.4221917,0.3986616,1.3390718,1.4023929,0.62207013,1.3686621,0.82687974,0.50216687,0.41633868,1.144103,1.4497223,0.17915672,1.0434117,0.9845952,1.0009096,0.5413063,1.0222101,0.4766603,1.3619294,1.091698,0.6927711,1.1838722,1.2783732,0.9476904,1.3532817,1.1212257,0.3451345,1.4057777,0.89612967,1.3745823,1.1285446,0.9036882,0.8898553,1.0454092,1.1474622,0.54892653,1.1387628,1.3145947,0.8649457,0.5529482,0.9522075,0.89757824,0.39529622,1.0946792,1.4037765,0.55038583,0.85671866,0.95042515,1.4034796,1.395206,0.6341781,1.1604187,1.3762736,0.82136846,0.87878144,1.1864083,0.7066481,1.3571167,1.0667553,0.7748129,1.0246156,1.5169423,1.0635362,1.0750221,0.52922124,0.055304945,0.50037706,0.81456655,0.58681583,1.2162343,1.4217584,1.15668,1.4762828,0.43311572,0.4353621,0.8001385,0.57524824,0.87668705,1.0148782,1.0330033,0.5190726,1.123566,0.7345786,1.1563785,0.80767906,1.0220034,1.3744522,1.5097152,1.4299062,0.96460897,1.0785254,1.5041456,1.1468065,1.4114106,1.3934957,0.38510734,1.2809927,0.53709984,0.6737108,0.3691225,1.3626882,0.5746732,1.1580281,1.4148784,1.5450759,0.49365288,0.8416127,0.82629293,1.4814073,0.0,1.1899456,1.4082739,1.0721126,0.60915446,1.3860408,1.0797193
toy,1.1772299,1.2238109,0.94227487,1.1095864,0.6727853,0.7607032,0.91115177,0.9107843,1.0177087,1.0318556,1.3236887,1.0184108,0.86553013,1.1677328,0.9883189,0.72853917,0.95974725,0.8853075,0.92343104,0.6633862,1.1205549,0.61857015,1.0074666,0.80133975,1.2645591,0.9542068,1.3376961,1.1719692,1.0398062,1.0190595,0.9012596,1.1117543,0.9619038,1.0003606,1.2195216,1.2312396,0.88219166,0.93432933,0.96489793,0.57350385,1.1987966,1.1738276,0.9983325,1.1288384,1.123455,1.1302849,0.9221191,1.3139188,1.1981884,1.0090573,1.2514023,1.2226533,0.59477746,0.86394393,1.2921488,0.90317327,0.8048666,1.1448578,1.081703,1.1423112,0.8479993,0.9011973,1.3138572,0.94978714,1.1785984,1.2973922,0.7977612,1.0661591,0.9297065,0.7397094,0.8930349,0.71335596,1.0379612,1.2811639,1.158818,1.3791721,1.2547178,1.065065,1.0874041,0.93767333,1.1567936,0.8625332,1.2786388,1.26787,1.0273795,1.1951984,1.1843321,1.001817,0.9637851,1.0953647,0.5396048,0.96513796,1.1673782,0.8609433,1.0580134,0.9610832,0.40339148,1.0921346,1.0251414,1.2596018,0.704778,1.019906,0.95260507,0.6236743,1.161569,1.0235808,1.2738814,1.0534172,1.131954,0.68716955,1.1888362,0.6495907,1.0885683,0.83815426,0.88666266,1.2706823,1.3435988,0.874248,1.1899456,0.0,0.79317456,1.0551015,1.2005368,1.024501,1.1632051
tray,1.2913219,1.2867274,1.2192111,0.76648045,1.0099293,1.0836307,1.1867659,1.017685,0.34747326,0.70696115,1.3541131,0.70074075,0.71648276,1.3803896,0.7919097,1.1708927,1.0227526,1.3104975,0.5174199,0.33567297,1.2010323,0.90616304,0.7737753,1.0777979,1.2407677,1.0602378,1.3622558,0.976482,0.8248718,1.2143888,0.96292686,0.8720058,0.9246629,0.8141081,1.0566893,1.461347,0.6742431,0.731685,0.96935374,1.0809623,1.1242741,0.88501894,0.9505768,1.0726032,1.274483,0.92222345,0.8618754,1.2356566,1.3335993,1.1643245,1.2215552,1.3191078,0.9666104,0.74642724,1.4441249,1.3630958,1.0190297,0.9044428,0.8733288,1.4265157,1.0989515,0.7875249,1.254451,1.0896064,1.0521092,1.1834425,0.7480072,1.0123832,1.1835088,0.99128556,0.83679754,1.0690558,0.9451753,1.4131167,1.3890201,1.3416914,1.2298648,1.1925848,0.760801,0.82801473,1.0842175,0.54956615,1.4222233,1.4056027,1.0020086,1.4220011,1.0161841,1.1663643,0.36683547,1.372163,0.9541162,1.1428262,0.8278791,1.232145,0.9498652,0.79623085,0.6153735,0.8416892,1.2304475,1.0863577,0.5760458,0.8293944,0.13629496,0.6494591,1.4811208,0.86246014,1.1801049,1.3672546,1.3230349,0.8752023,1.278765,1.0357395,0.8583105,0.28435743,1.2805623,1.2907445,1.2214322,0.7291143,1.4082739,0.79317456,0.0,0.991461,1.4430695,0.8309348,1.0591189
vacuum,0.9264936,1.2535484,1.3685832,0.86817,1.218967,1.2608387,1.3041072,0.813465,0.9280114,0.8740655,1.1635581,0.615425,1.1724651,1.0684125,0.99330837,1.17949,1.0449011,1.0042912,1.068641,0.8934742,1.1308403,0.8574493,0.8838069,1.1484487,0.6708991,0.9749873,0.93293995,0.87170243,0.36105418,0.9326826,0.79577965,0.9908997,1.2171496,0.6735905,1.1205467,1.1384712,0.6975817,1.0247266,0.86124647,0.98145986,0.37645054,0.8069762,0.9521145,1.1251621,1.2494195,0.97166425,1.0137511,1.2193546,1.2303582,0.9433944,1.2114294,1.0316415,1.2338963,1.1393211,1.1800114,1.1663959,1.3600793,0.9738423,1.1083537,1.1969762,0.9319252,0.9940841,0.9479532,0.89813733,0.8974141,0.80920994,0.61447644,0.7216983,1.3095832,1.0874211,0.93910164,0.97887164,0.9921436,1.2928607,1.1594101,1.0186689,1.19233,1.2188294,0.682574,0.87347066,0.7807605,0.96324545,1.1104381,1.1170166,1.1165808,1.0690993,1.1784397,0.79412735,1.2053926,1.1429582,0.80610055,1.0320512,0.5404506,1.0294933,1.0322793,0.73016375,0.8943007,0.8210548,1.2417747,0.83290887,0.9350255,0.94944686,1.0652663,0.9501056,1.3287698,0.9924116,1.1587313,1.1712264,1.1461916,0.83422446,1.1332188,0.69488895,0.8054354,0.7954605,1.3144658,1.2132598,1.1998178,1.029617,1.0721126,1.0551015,0.991461,0.0,1.1861835,0.60635126,0.98009515
watch,0.83858407,0.6900204,0.5978333,1.3307548,0.9360228,0.90024316,0.79985154,1.0143521,1.4375224,1.4382869,0.4464904,1.5442934,1.4268804,0.49765074,1.4480286,1.0053542,0.93076676,0.48697788,1.1700486,1.5488424,0.735428,1.0780143,1.1443427,0.9144354,0.7567883,1.19434,0.7843586,1.2640367,1.3299842,0.6625733,1.3044572,1.3175383,0.9556799,1.4576366,1.0867959,0.24211848,1.5059493,0.9068768,1.2849761,1.2476068,1.1348433,1.11304,1.3118865,0.9021096,0.3429631,1.1296536,1.225683,0.73335004,0.59292513,0.9275737,0.8093407,0.45073187,1.0720668,1.4195044,0.19500494,0.7583037,0.9700568,1.3136778,1.2203392,0.29937208,1.0339257,1.1190624,0.8567098,0.984291,1.3442023,0.8286597,1.4172951,1.0505564,0.7866218,1.0149385,1.4255669,1.2167284,1.0908475,0.25351095,0.56956303,0.39667654,0.66414154,0.6495843,1.3367416,1.4482765,1.3350759,1.5466774,0.26768297,0.28256196,1.0654639,0.7595953,0.80473965,0.99862516,1.0631425,0.36285144,1.1748942,0.7590159,1.3589534,0.8173677,1.0470006,1.4505689,1.4058281,1.4792504,0.8366465,1.2482901,1.3581896,1.0967987,1.3512089,1.2541193,0.21788025,1.308082,0.59813285,0.6254661,0.41758358,1.1702003,0.40593994,1.2500479,1.466048,1.5460665,0.5327624,0.67974913,0.75978947,1.248533,0.60915446,1.2005368,1.4430695,1.1861835,0.0,1.4122323,1.0359796
