,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,cloud,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
muffin,1.299778,1.0342011,0.7869973,1.171387,0.83297265,0.8778014,0.38454753,1.0015497,1.2367151,1.3944433,0.9844006,0.95187557,1.27074,0.70885783,1.3603336,1.1446368,1.1255103,0.81010485,0.5772126,1.2866384,0.19453907,0.9174293,0.82469565,0.8154001,0.8472207,1.0003258,1.0936073,1.1562223,0.71686655,0.81078297,1.0212976,0.6960486,1.2969213,0.70729405,0.8221693,1.3593659,0.9667382,0.72061515,1.0859419,1.1766528,1.2038332,1.1754308,0.786507,1.2963351,1.0405347,0.73921776,0.6832278,0.7148218,1.0576879,1.2014687,0.9859133,0.94918025,1.2371811,0.85646987,1.1839713,1.2703043,0.9641829,1.1512065,0.7743255,1.3867518,1.3821998,0.79032195,1.3786862,0.7872015,0.6826399,1.2466228,1.1045252,0.0,0.8683279,0.83755744,0.8439978,0.7873168,1.2910193,0.7146723,1.3428419,1.3438585,1.3253376,0.8459761,0.83698857,0.5908554,1.0352688,0.30431557,0.90044403,0.50066376,0.9029464,1.2884108,0.907492,1.3100533,1.1638296,0.67083573,1.1283904,1.4408582,1.0954486,1.177443,1.05754,1.1186064,1.2391026,0.8982182,1.0648409,1.0171825,0.682531,1.2580962,0.97098,0.5320493,1.0932208,1.2097307,1.1637858,1.237382,0.77729356,0.9953402,0.92782867,0.8563893,1.017309,0.9597711,1.1586722,0.8598708,0.9224556,1.1279573,0.92967653,1.2558193
nail,1.308492,0.96478605,0.586081,1.2112662,0.9903555,0.9553024,0.7921177,1.2355483,1.2051091,1.309268,0.48444498,0.57787216,1.2159586,0.77614987,1.2634797,1.0625637,1.2517599,0.88686156,0.9430001,1.2297897,0.7714139,0.8380091,1.1225921,0.5231656,0.64733726,1.0645235,1.0406351,1.1268942,0.985617,0.7083789,0.9956693,1.1034646,1.2481184,1.1924342,0.20973611,1.3567914,1.0603864,0.8494424,1.1851015,1.0469494,1.1069412,1.2582984,0.93715316,1.0165517,0.7122022,0.6065229,0.8265743,0.6287279,1.2572904,1.1398546,0.4038028,1.0689087,1.0952159,0.74176586,1.0360729,1.0501574,0.71434253,1.1642046,1.0181069,1.1643031,1.1253216,0.73541075,1.26553,0.83226377,1.1140027,1.2686985,1.1065297,0.8683279,0.0,1.0587255,0.45868874,0.7680719,1.2395608,1.0817636,1.2693424,1.0984689,1.2659388,0.31549227,0.30750144,0.9238644,0.95324576,0.7262599,1.149855,1.084436,0.8979949,1.3704885,0.39769602,1.2469977,1.0751705,0.9689676,1.1802018,1.1542318,1.2672507,1.1424583,1.2811024,0.99777037,1.2460922,0.714072,1.1349506,1.2181685,0.4253981,1.2844343,0.95325196,0.4563955,1.2255605,1.1137147,1.170523,1.2695789,0.70728177,0.48302782,0.68855524,0.763747,1.2292318,0.92833394,1.1473743,1.2100356,0.95707273,1.1977496,0.32767284,1.1389045
napkin,1.1726913,0.9965,1.1743733,1.0967522,1.1190693,1.0871688,0.9685882,0.8709533,0.91239196,0.8141264,0.9709196,0.9834555,1.0429056,0.9157884,0.8538321,1.1916115,1.0228721,0.98940885,0.9288931,0.78488797,0.8871877,0.8843202,1.02525,1.006794,1.0600215,1.05505,0.99221885,0.8718883,0.9853418,0.87419647,0.66900474,0.9227472,0.9551274,0.9155206,0.98368204,0.93244237,0.82684875,1.1098086,1.069514,0.98737365,0.9148058,1.0216033,1.0212563,1.1685748,1.0474818,0.9401644,1.0872084,0.7829404,1.1269119,0.9716272,1.081884,0.89560163,1.0503246,0.9713314,1.095282,1.0637429,1.0280056,1.0385389,1.1364444,1.1677642,1.1352179,0.7305376,0.99171525,0.8784186,0.91151047,0.8500566,1.146512,0.83755744,1.0587255,0.0,1.0223136,1.1024364,1.0443287,0.8965534,0.9736311,1.0756643,1.0816514,0.9824717,0.98741823,0.9421236,0.8037338,0.99879175,1.0575485,0.8877873,1.0582757,0.96862096,0.97054774,1.0024973,1.1456198,1.0740763,0.96356034,1.1133046,0.9746344,0.97662085,0.9918111,0.7064965,1.1167737,1.0822551,0.83976954,1.0623922,0.95526624,0.978376,1.0667399,1.1223391,1.1381536,1.1644831,1.0887116,0.9939338,1.0761542,1.0623734,0.9627522,0.5005372,1.1729741,0.9467355,1.0764441,1.139091,1.0891824,0.9390264,1.0795026,1.0717107
necklace,1.3359637,0.6756564,0.79030514,1.2591884,1.1048326,1.1021276,0.7205243,1.0980432,1.3108032,1.3846109,0.5124271,0.58450854,0.8733485,0.7277232,1.1645951,1.1035866,1.3105652,0.81977236,1.0666125,1.4150982,0.7828249,0.772997,1.1064174,0.6135983,0.74585575,1.2020196,1.0820218,0.9436639,0.83356845,0.674801,0.88592005,1.1884253,1.3320854,1.272195,0.3863474,1.3297012,1.0392443,0.798798,0.95915556,1.01849,1.1607482,0.8857033,1.0263772,1.1152794,0.6686057,0.59836686,0.6481677,0.4905975,1.2488016,1.192486,0.4157216,0.9967518,1.2192805,1.0098356,0.968825,1.0035591,0.6266902,1.2925792,0.9676412,1.2443211,1.2061278,0.61511195,1.2601371,0.67128515,1.2272226,1.2768829,1.0734811,0.8439978,0.45868874,1.0223136,0.0,0.87594223,1.3419067,1.0684849,1.0761194,1.0363669,1.4258025,0.30552375,0.3448143,1.0399866,0.67831844,0.6258717,1.0246178,1.1457971,0.8844413,1.2044163,0.5728561,1.339106,1.1263224,0.7776648,1.1334312,1.1892614,1.1163781,0.7863877,1.1451955,1.1446514,1.3630042,0.47002852,0.9347431,1.2772691,0.3229801,1.3957474,0.82775867,0.5348932,1.1189508,1.2898884,1.2534724,1.444371,0.7653159,0.46532547,0.72289395,0.572451,1.3068984,0.8958446,1.2989702,1.0071701,0.9136453,1.0945585,0.28581798,1.2277082
orange,1.0447342,0.87053585,0.16480482,1.0740399,0.4038911,0.4307822,0.6159297,1.2402961,1.2557635,1.1812022,0.92809063,1.1064506,1.1147376,1.1041718,1.0551343,1.0061224,1.2375572,1.1167765,0.86845887,1.2357702,0.8497131,0.9341823,1.1492178,1.0274351,1.108369,0.6470869,0.9856276,1.1956446,1.104779,0.8820482,1.0453813,1.071316,1.1890813,1.0807039,0.79763854,1.2618115,1.023475,0.7814173,0.96200275,1.2549543,1.0496508,1.2035304,0.29827523,0.97294813,0.6200515,0.8404897,1.0642836,0.99322486,1.0078095,0.8771338,0.7367419,1.0315411,1.229525,0.7245773,0.984481,0.8003938,0.85470515,1.1950972,1.0650961,1.1183234,0.8824152,1.0085318,1.1170992,1.1023815,1.0575871,0.861895,1.2523353,0.7873168,0.7680719,1.1024364,0.87594223,0.0,1.2034252,1.024005,1.1148558,0.8445334,1.2588992,0.7582973,0.7739067,0.9547585,0.95875484,0.7681878,1.2278385,1.0481089,0.30352104,1.0777667,0.94067514,1.2139667,1.089406,1.0572088,1.1467172,0.98460287,1.1965215,1.0191108,1.0830926,1.0959364,1.24315,0.9996493,0.8395153,0.9653857,0.82961726,1.1406788,1.0173445,0.82833827,1.29026,1.0886451,1.1787684,1.2588322,0.74524075,0.55573976,0.8749304,0.9628406,0.818613,1.0724682,1.2370666,1.061909,1.2147214,1.2145485,0.7538778,1.2530826
oven,0.8116549,1.187567,1.3038008,0.90230244,1.160637,1.1502577,1.3285428,0.922959,0.7109418,0.59575856,1.2068908,1.2096033,0.8427391,1.3634933,0.729367,0.9372089,0.80526716,1.1794771,1.1657313,0.5872373,1.3467276,1.1407132,1.151201,1.1979823,1.087972,1.1136832,1.0330373,0.9328493,1.1253874,1.2757617,1.0727377,1.1295042,0.60448766,1.0732327,1.3563863,0.59715956,1.0576708,1.2378168,0.987834,0.8734261,0.6561273,0.88737714,1.2210804,0.7714756,1.1876537,1.3303069,1.3128427,1.3285515,1.0032136,0.7667706,1.2082298,1.1489046,0.9147947,1.1317909,0.9248813,0.9584923,1.1976535,0.8493926,1.119823,0.6862573,0.74739546,1.2954148,0.69330823,1.2484205,1.1174786,0.9029627,0.96495867,1.2910193,1.2395608,1.0443287,1.3419067,1.2034252,0.0,1.1827778,0.7436452,0.82857597,0.7019661,1.3589926,1.3771924,1.2422352,1.0888511,1.3877467,1.1078442,1.090488,1.1167396,0.7433132,1.2303314,0.21168232,0.9103388,1.2144494,1.0311733,0.7198056,0.9110815,0.9324878,1.0932544,0.77189815,0.7853548,1.2793983,0.95372707,0.9408197,1.3884196,0.7422338,1.191041,1.3114743,0.8395871,0.8790058,0.85826206,0.6611908,1.2017779,1.2613226,1.2029768,1.2268395,1.0029604,0.93489707,0.88904405,1.0668098,0.96935415,0.8251949,1.2816957,0.76858276
owl,1.166789,1.0854447,1.0362749,1.0201166,0.9503076,0.9968125,0.89642084,0.82300615,1.0744578,1.2190409,1.1877697,1.088098,1.1921996,0.6507526,1.2667247,1.0884372,1.0282946,1.0774367,1.020966,1.2037001,0.8200293,1.1663616,0.6739618,1.0459089,0.9083719,0.84331036,0.9281447,1.1814811,0.7785586,1.0219387,0.9869847,0.9353625,1.2057858,0.9349737,1.0855124,1.2096937,1.0549833,0.99630034,1.0285964,1.1403677,1.1378154,1.0904367,0.87120235,1.0988243,1.0821574,0.94082177,0.8209276,0.91581655,0.965318,1.102506,1.1358591,0.9747211,0.9377041,1.1411419,1.0943996,1.1378837,1.0227054,0.91650784,0.9153023,1.1834133,1.142715,0.94880867,1.1567128,0.85507375,0.95559055,1.1319087,0.8767758,0.7146723,1.0817636,0.8965534,1.0684849,1.024005,1.1827778,0.0,1.1685472,1.2405976,1.0426748,1.0213745,0.96197844,0.927953,1.2142978,0.80889565,0.8172059,0.8689013,1.1055326,1.123868,1.1231987,1.1975771,0.90997994,0.77956116,0.9672436,1.2121673,1.0449215,1.1276323,0.8106091,1.1788592,1.0835224,0.9328197,1.1231513,0.99423736,0.9717509,1.0114446,0.5800014,0.90287423,1.0728645,1.1065886,1.0748692,1.1561153,1.0289463,1.1305722,0.9255695,1.0726949,1.081827,1.0372955,0.88871455,1.037685,0.9031237,0.98516124,1.1170641,1.1503212
pajamas,0.6839693,0.98935753,1.2199099,0.780977,1.0875353,1.0784854,1.287014,1.118277,0.98604226,0.5297144,1.2895533,1.3681117,0.3103721,1.3191403,0.21589261,0.99212235,0.929709,1.2354299,1.2073349,0.91315186,1.3385229,1.3615358,1.2275912,1.4027679,1.3244836,1.0280439,1.0624642,1.0494783,1.2769827,1.2973181,1.0744153,1.1559404,0.6970992,1.0718352,1.423194,0.73455584,1.135869,1.1490321,0.7023426,1.075171,0.97919333,0.49377066,1.1531358,0.7447641,1.0562394,1.2026985,1.252475,1.4285059,0.91393274,0.69944715,1.1752591,0.9930623,0.8716097,0.98366845,0.8302263,0.69197476,1.15859,0.84904355,1.2197299,0.6646193,0.5537713,1.4186802,0.78958774,1.4534338,1.1498523,0.6479358,1.1016718,1.3428419,1.2693424,0.9736311,1.0761194,1.1148558,0.7436452,1.1685472,0.0,0.5810413,0.6673386,1.3304428,1.3186035,1.2693372,1.0924224,1.34069,1.1295905,1.1753279,0.9459184,0.6104837,1.334079,0.73171747,0.91995364,1.3272076,1.1114901,0.48639232,0.9715714,0.77791786,1.0344418,1.153631,0.8188144,1.2166096,0.72813725,0.9663891,1.4175632,0.79410493,1.118503,1.2993418,0.9931014,0.78879386,0.9322226,0.66165924,1.3249025,1.117987,1.0806708,1.1583171,1.02112,1.2215515,0.9309321,1.1893923,1.2318318,1.1703963,1.2733407,0.79722023
pants,0.81259465,0.89955586,0.9671569,0.93607086,0.9909096,1.0079638,1.2139295,1.2313676,0.9814409,0.6634345,1.0460973,1.2154415,0.5419653,1.3317137,0.6119496,0.94436157,1.1465284,1.3098937,1.2530668,1.0375059,1.3599194,1.2087768,1.349611,1.2840741,1.277782,1.015847,0.96263504,1.0856457,1.2988987,1.2248385,1.06882,1.1736808,0.73974484,1.1476177,1.2219168,0.9060596,1.1609032,1.1078508,0.936005,1.0997792,0.9856672,0.71790385,1.0418895,0.64591706,0.85523236,1.2564573,1.334513,1.3952652,1.0780213,0.768801,0.9773838,1.0545623,0.91205984,1.0738258,0.79766774,0.68910635,0.9800366,0.94970894,1.2140843,0.66867775,0.22945905,1.339916,0.77433026,1.3988059,1.2097954,0.74132293,1.0779839,1.3438585,1.0984689,1.0756643,1.0363669,0.8445334,0.82857597,1.2405976,0.5810413,0.0,0.94484895,1.159435,1.1758363,1.2671263,0.8723091,1.3327789,1.2392935,1.3125231,0.70494163,0.7938769,1.1927949,0.74568564,0.8759569,1.3162259,1.2266464,0.32247603,1.0033967,0.47097313,1.0044577,1.1710739,0.8973104,1.0393848,0.60658926,1.0627059,1.3123534,0.86967343,1.2039323,1.2548321,1.027091,0.86082315,0.9504624,0.7993665,1.1519775,0.797321,0.9786453,1.0983317,1.1359639,1.2136272,0.99040145,1.178902,1.1700838,1.1967698,1.0656563,0.8423042
paper,0.5928379,1.120417,1.2529583,0.8521495,1.0945315,1.0807794,1.297718,1.054077,0.83982944,0.7006901,1.3824062,1.3474957,0.7792895,1.2955936,0.72102547,0.9948164,0.3565588,1.1230414,1.1091743,0.6872505,1.2961426,1.3945385,1.0243014,1.3826694,1.2835244,0.83921266,1.0577182,1.0852783,1.2330753,1.338794,1.1317005,0.9860101,0.7347449,0.9326386,1.3841956,0.7357967,1.1058222,1.2293146,0.80839694,1.0357361,0.935632,0.8836188,1.1094967,0.8189292,1.0998356,1.3567367,1.2211521,1.4204948,0.8031578,0.8018147,1.2674733,1.0060452,0.87834823,0.9315326,0.9074544,0.76446295,1.2719762,0.77510464,1.1344849,0.6563646,0.7766835,1.3772658,0.82646614,1.3192832,0.95132756,0.81512034,0.9822614,1.3253376,1.2659388,1.0816514,1.4258025,1.2588992,0.7019661,1.0426748,0.6673386,0.94484895,0.0,1.3911498,1.3400623,1.1029907,1.3571031,1.347712,1.0185837,1.0272161,1.2335467,0.88996667,1.2964861,0.7001054,0.86012226,1.2334961,0.8694342,0.74933136,0.9443366,1.1709015,1.0110939,1.1099,0.6701158,1.2875233,1.1126283,0.8588981,1.4703183,0.78242147,1.117826,1.2634213,0.94149077,0.71679103,0.80574185,0.48644245,1.2663779,1.2546675,1.1148001,1.4072175,0.7976613,1.1774752,0.82628024,1.1709707,1.213882,1.0171447,1.3821347,0.74533623
pen,1.3585742,0.7518235,0.647252,1.2418046,1.0435178,1.0039675,0.62184525,1.1857069,1.3264508,1.4558687,0.38318157,0.50222546,1.2597904,0.5885335,1.289721,1.0897462,1.2961026,0.8752003,0.93634564,1.37748,0.73913324,0.729141,1.0375335,0.5076604,0.63968277,1.1214701,1.1147279,1.0465366,0.8624019,0.57940596,0.7928133,1.1307395,1.4011018,1.2073038,0.15626204,1.4618344,0.98997444,0.83973086,1.1097639,1.0761479,1.0814472,1.3286319,0.9503303,1.1356741,0.54070807,0.46482003,0.6586148,0.33648998,1.180659,1.1404262,0.35106277,1.0120403,1.2853042,0.85196215,1.009014,0.90981454,0.6806159,1.2968639,1.0114238,1.283698,1.2519981,0.4263395,1.3382115,0.55891764,1.1519698,1.2582183,1.1637485,0.8459761,0.31549227,0.9824717,0.30552375,0.7582973,1.3589926,1.0213745,1.3304428,1.159435,1.3911498,0.0,0.08679938,0.9285662,0.759446,0.58270705,1.0527021,1.0970253,0.8711019,1.3677745,0.43192625,1.3616261,1.2414998,0.8211422,0.94040674,1.2813289,1.2131155,1.086535,1.2349503,0.9591404,1.444637,0.5542246,1.0469116,1.2263175,0.19603539,1.4393342,0.86038,0.52562773,1.2970746,1.2771528,1.3493285,1.5086393,0.70001423,0.35730624,0.5462212,0.60206324,1.2975657,0.7779604,1.3256769,1.172077,0.92350316,1.00495,0.17332017,1.2931274
pencil,1.3458118,0.76786005,0.6346649,1.2326943,1.0330266,1.0076736,0.65461576,1.1466299,1.3277128,1.4736824,0.44007492,0.5525719,1.2228669,0.614514,1.3354349,1.119369,1.2545642,0.87737495,0.94054914,1.3810674,0.7725984,0.7791308,0.9948634,0.5483459,0.6590159,1.0616742,1.1524252,1.0200014,0.83276033,0.6167819,0.84066993,1.1479864,1.4254657,1.2336278,0.2016182,1.4422088,0.95871323,0.93354666,1.0553684,1.0758342,1.1282094,1.3017015,0.9101361,1.1196464,0.5091601,0.5283191,0.7065876,0.39911008,1.1567359,1.1594839,0.44360304,0.99010897,1.2752168,0.88807863,1.0669438,0.82585216,0.72601306,1.2702796,0.9601802,1.2852032,1.2467027,0.4840802,1.3420923,0.59050286,1.1666619,1.2710392,1.1729614,0.83698857,0.30750144,0.98741823,0.3448143,0.7739067,1.3771924,0.96197844,1.3186035,1.1758363,1.3400623,0.08679938,0.0,0.94473404,0.8371071,0.60634047,1.0454197,1.0418321,0.8757763,1.3978767,0.40266037,1.3511144,1.2249484,0.791663,0.97049654,1.2488531,1.1988778,1.1521662,1.2377012,0.99985725,1.4237392,0.5334486,1.0490317,1.2113696,0.2659229,1.4297781,0.85217786,0.54752445,1.2824817,1.226199,1.3045329,1.4316933,0.714536,0.3693205,0.52329713,0.6709058,1.2709395,0.79488456,1.3157796,1.1594049,0.9125918,1.0383366,0.23119402,1.2377925
pickle,1.255392,1.0116504,0.82490265,1.033047,0.9593994,0.9723441,0.4410534,1.0681416,1.1587234,1.2987721,0.9357359,1.0392334,1.2108058,0.91724163,1.2754369,1.1407605,1.0652411,0.91843027,0.42597687,1.1736751,0.31920493,0.9927063,1.0184511,0.9363782,0.9682066,0.87322503,1.142313,1.2242327,1.058015,0.8773755,0.9246693,0.10594571,1.2034193,0.14129055,0.8863792,1.313282,0.994898,0.95386946,1.1734526,1.236172,1.1278499,1.1906323,0.8967681,1.1935451,0.95958513,0.9811379,0.8173523,0.941714,1.1774813,1.2332215,1.0036868,0.937166,1.1554055,0.48631698,1.127488,1.1890337,0.9880639,1.1396329,1.0018061,1.2411286,1.2937592,0.9340804,1.3593891,1.0518949,0.10337192,1.1110203,1.1759536,0.5908554,0.9238644,0.9421236,1.0399866,0.9547585,1.2422352,0.927953,1.2693372,1.2671263,1.1029907,0.9285662,0.94473404,0.0,1.0342118,0.5207409,0.88987494,0.5113776,1.0912268,1.2801579,0.9317707,1.2427535,1.2142732,1.0424995,1.2607784,1.349474,1.0004143,1.2579725,1.2541574,1.0492306,1.16176,1.0102509,1.1144121,0.78923845,0.91517115,1.2378808,0.996608,0.74320287,1.1816354,1.1224698,1.1533209,1.1125575,0.8463509,1.009489,1.0096234,0.9055959,1.0210279,1.0284436,1.0955534,1.0533832,1.0895543,1.1922839,0.9732267,1.2539188
pillow,1.204134,0.8441634,0.9020839,1.2405474,1.0777477,1.0562289,1.0046748,0.76693654,1.0202411,0.8986524,0.556969,0.59166276,0.9997175,0.9589705,0.8967756,0.97541827,1.099406,0.86059135,1.0047578,0.93975836,0.9989773,0.4843874,1.1551961,0.62326545,0.95314586,1.2457619,0.9540337,0.60331976,0.823979,0.69964254,0.76296353,1.1290631,0.8062154,1.1732457,0.74648094,0.8837069,0.7760317,1.0146581,1.0273088,0.86731976,0.9386515,1.0376587,1.0489051,1.2148316,0.97853374,0.81428134,0.8222495,0.72025824,1.1814296,1.1441345,0.8306452,1.0797359,1.2416222,1.223142,1.1012154,1.1524326,0.83346534,1.264578,1.034463,1.103822,1.1706572,0.71615016,0.9471872,0.7320615,1.1573448,1.0409114,1.0938311,1.0352688,0.95324576,0.8037338,0.67831844,0.95875484,1.0888511,1.2142978,1.0924224,0.8723091,1.3571031,0.759446,0.8371071,1.0342118,0.0,0.9880693,0.90171313,1.1452314,0.7730595,0.8319495,0.7171316,1.0516633,1.2352198,0.913918,1.0960308,1.0941429,1.1248595,0.7194334,1.2013845,0.8231735,1.2745512,0.8667125,0.85271657,1.2104263,0.7409767,1.2866054,1.0549284,0.9545037,0.9914273,1.2925541,1.1842302,1.2530358,0.8170482,0.8254691,1.1779909,0.48578703,1.1989092,0.6275544,1.2328821,0.93015254,0.9775119,0.85977364,0.7742684,1.1379095
pizza,1.3197649,1.0079226,0.7050096,1.1551065,0.95150226,0.9650203,0.13013828,1.0738182,1.398496,1.4905684,0.7985761,0.77721727,1.2605758,0.6083569,1.3681166,1.0992185,1.1626991,0.742306,0.56500465,1.427342,0.17257869,0.8672316,0.97353244,0.66624355,0.77142704,0.9992232,1.2113825,1.1856145,0.8057035,0.7059802,0.99290514,0.7290103,1.3649366,0.73435163,0.58239734,1.470311,1.0651778,0.66396195,1.0780954,1.1440736,1.3057752,1.1946063,0.8831598,1.2855434,0.90847933,0.64396626,0.5511757,0.5924609,1.1235106,1.2663517,0.7869947,0.92653435,1.2900652,0.77862024,1.161959,1.2009032,0.8959726,1.2657118,0.79584634,1.3716213,1.4218363,0.68917304,1.4465098,0.8055534,0.722669,1.2824643,1.1083151,0.30431557,0.7262599,0.99879175,0.6258717,0.7681878,1.3877467,0.80889565,1.34069,1.3327789,1.347712,0.58270705,0.60634047,0.5207409,0.9880693,0.0,0.9080709,0.5882008,0.8863962,1.3628451,0.75137424,1.4123641,1.1808274,0.73070467,1.2057279,1.4392791,1.1673143,1.2072766,1.1231232,1.1957985,1.3150225,0.77910817,1.1008086,0.9868603,0.4956169,1.4205302,0.8868164,0.35040194,1.1246356,1.22607,1.2567945,1.3710085,0.68319035,0.82508993,0.77207804,0.79759324,1.1082114,0.9334383,1.2518787,0.8271371,0.92468584,1.1517749,0.68622315,1.318219
plant,0.94399023,1.094344,1.139655,1.09022,1.0965528,1.1037146,1.0297507,0.7917962,1.0804982,1.0753405,1.0783786,0.8701459,1.1362519,0.8273157,1.1169345,1.0694476,0.9534779,0.7863584,0.9469137,1.1303486,0.9205349,0.9507446,0.7308933,0.8786914,0.84839165,1.0662498,1.0537273,0.84145343,0.81077766,0.95745915,1.0277792,0.945608,0.9589071,0.92921275,1.0520391,0.993983,0.805249,0.94855845,0.98446196,0.915488,1.1281469,1.0882988,1.1034322,1.2006288,1.175932,1.0111085,0.32598698,0.9102038,0.8845317,1.1952481,1.1392305,1.0842615,1.009918,1.1951413,1.1057384,1.2171595,1.0395527,1.0518954,0.8231268,1.2111602,1.2907138,0.921425,1.0088987,0.76551497,0.94259703,1.1873827,0.9342505,0.90044403,1.149855,1.0575485,1.0246178,1.2278385,1.1078442,0.8172059,1.1295905,1.2392935,1.0185837,1.0527021,1.0454197,0.88987494,0.90171313,0.9080709,0.0,0.87437236,1.1661631,1.1283387,1.0195774,1.0845315,1.064224,0.7508483,0.9215727,1.2343968,1.0487331,1.1043411,1.0568017,1.1112244,1.2009674,1.0485919,1.0767969,0.92425084,0.97342813,1.141463,0.8988804,0.8681617,0.9640317,0.95380926,1.1637053,1.0733575,0.978613,1.1805869,1.2335722,1.0460068,1.0684613,0.7782923,0.8791331,0.94385535,0.8344797,0.81769395,1.1240671,1.0354407
plate,1.1434977,1.1901331,0.9725471,1.0670316,0.99601203,0.9977337,0.6159673,0.8511994,1.0422493,1.1590205,1.1388474,1.0196764,1.1433289,0.9534219,1.1714283,1.0518501,0.9461938,0.90576935,0.14355856,0.99970204,0.46767306,1.0025502,0.96441233,1.0145139,0.9794526,0.97594965,1.2461443,1.0154651,0.93799686,0.97186375,1.1053667,0.5716807,1.1301643,0.50337195,1.0932895,1.0661838,0.91822517,1.0734389,1.0753816,1.178602,1.1500704,1.1390958,0.94939435,1.2481343,1.184397,1.0249662,0.8686348,0.8592808,1.0675241,1.1767435,1.19157,1.0210625,1.1405003,0.8311657,1.2103945,1.214825,1.1669167,1.0639843,0.83861905,1.2476981,1.3174093,0.82149565,1.1867155,1.0185478,0.4777435,1.1438143,1.0657039,0.50066376,1.084436,0.8877873,1.1457971,1.0481089,1.090488,0.8689013,1.1753279,1.3125231,1.0272161,1.0970253,1.0418321,0.5113776,1.1452314,0.5882008,0.87437236,0.0,1.0827688,1.1848986,1.0702746,1.1005028,1.1320463,0.92767483,1.1887381,1.3051162,1.058613,1.2737612,1.029762,0.9677204,1.1300734,1.0972471,1.1529615,0.5363587,0.87668264,1.1024919,1.0323323,0.6712468,1.0559268,1.0646473,1.1026545,0.8194498,0.91954887,1.2418864,1.080977,0.98060393,0.998705,0.9495197,1.1362941,0.9410686,1.0260929,1.0672795,1.1710097,1.1780118
pumpkin,1.0501453,0.9298738,0.3810923,1.0769299,0.6103978,0.6434832,0.8394252,1.1559612,1.1672921,0.9786846,0.9083044,1.0027491,0.925203,1.1303489,0.872975,0.9176675,1.2057922,1.1417772,0.9295715,1.1483365,0.936557,0.88656914,1.2635314,0.9865027,1.1478355,0.86097836,0.96651906,0.96553886,1.080565,0.82358956,1.0686538,1.1710398,1.0134507,1.1517519,0.8681747,1.0062433,1.0739427,0.94305915,0.8980856,0.9636005,0.96923643,1.0037851,0.58190525,0.88001144,0.8173696,0.9830323,1.0514872,1.0235894,1.1350205,0.94410306,0.856341,1.1963419,1.0993761,0.9736326,0.9318126,0.8626039,0.8759204,1.1740351,1.1303271,1.1017905,0.88244337,1.0157886,0.9042786,1.0083232,1.1773489,0.9440369,1.2078547,0.9029464,0.8979949,1.0582757,0.8844413,0.30352104,1.1167396,1.1055326,0.9459184,0.70494163,1.2335467,0.8711019,0.8757763,1.0912268,0.7730595,0.8863962,1.1661631,1.0827688,0.0,0.9866965,0.8445322,1.0283237,1.135022,1.1356815,1.1676002,0.8412545,1.260365,0.83372444,1.0939372,1.0608847,1.233162,1.138081,0.78650033,0.98183185,0.9417463,1.0460256,1.1384305,0.92820776,1.2184134,1.0967143,1.1196423,1.1224368,0.9167562,0.71022564,1.0299528,0.89271474,1.0043409,0.9943066,1.1447296,1.0610672,1.1763201,1.1368648,0.91057736,1.0014356
purse,0.7601203,1.051275,1.1743848,0.94379765,1.0011855,0.94939506,1.2695091,0.6331203,0.8409275,0.6596734,1.2696595,1.3105893,0.6583333,1.2882179,0.620431,0.89143604,0.91989774,1.0238081,1.2398367,0.70152,1.3609346,1.0066369,1.0640528,1.2989676,1.270025,1.0335379,1.008025,0.9287932,1.1282791,1.2982252,0.9909859,1.1858908,0.7693781,1.1202153,1.4333913,0.6088474,0.93482447,1.1891006,0.84766537,1.012038,1.0048882,0.7313959,1.1072814,0.882779,1.1891841,1.2055432,1.2763466,1.3405355,0.8678528,0.58667254,1.2424183,0.8723155,0.98530936,1.0074222,0.9139458,0.87848836,1.1074003,0.9441647,1.0893586,0.6560173,0.7264598,1.3021035,0.64308584,1.2258041,1.1984024,0.5867486,0.9422834,1.2884108,1.3704885,0.96862096,1.2044163,1.0777667,0.7433132,1.123868,0.6104837,0.7938769,0.88996667,1.3677745,1.3978767,1.2801579,0.8319495,1.3628451,1.1283387,1.1848986,0.9866965,0.0,1.3540138,0.78195053,1.0268198,1.1801362,1.009745,0.70768446,0.8857845,0.7816634,0.8906666,0.91584074,0.83594173,1.1206509,0.83004963,0.93941826,1.3669329,0.8156239,1.1045423,1.3428626,0.7483283,0.95507085,0.87990236,0.85655755,1.29823,1.2448622,1.1204764,1.0792125,0.8760766,1.0909829,1.0170522,0.926866,1.1675986,0.82890123,1.2800117,0.91916513
