,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rock,1.0906892,1.0030043,1.0892719,0.9920093,0.9769387,1.0982246,0.93310446,1.0163966,0.78350925,0.6523173,0.906649,0.7083731,1.0099356,1.1370987,0.6488699,0.92688555,1.0409483,1.0634272,1.01401,1.0251906,1.1488284,1.0208218,1.1150951,0.9590445,0.9668335,0.9965644,0.55046606,0.90042734,1.0289167,1.2175207,0.8107371,1.0901227,0.7646019,1.2091309,1.0510573,0.919451,1.1233844,1.0553632,1.159834,0.8990834,1.0633363,0.98959965,1.108399,1.0042967,1.0345057,1.124523,1.154417,1.0781652,1.1044943,1.2426171,1.0902262,1.0580326,1.0034924,1.1695843,0.9600373,1.1748792,1.0589061,0.7991998,1.1714226,0.68921655,0.7558039,0.9855609,1.0028048,1.182179,1.2366394,0.98233306,1.115856,0.7445435,1.1879526,1.0435525,1.0722036,1.0334518,1.0605532,0.95072573,1.1155171,0.8949902,0.7888755,0.8794662,1.0738331,1.0913057,0.93090105,1.0878074,1.2331476,1.1022872,1.1550181,1.1043875,0.9725391,0.9926874,0.8924683,0.0,1.2129617,1.1530718,1.1658714,0.9659302,1.1442881,0.79725754,1.0502622,0.7898103,1.0034282,0.8961722,1.0684907,0.92056626,0.8935816,1.0344936,1.0964828,1.012187,0.8209754,0.8143643,1.1335661,1.0887247,0.9748251,1.0896306,1.0984964,1.1243806,1.1834873,0.96401,1.0046995,0.96222234,1.0654411,0.81080955
rooster,0.90888256,0.98061025,0.8652729,1.1301498,1.0369227,0.8942105,1.1088998,0.8895986,1.2435497,1.3713558,0.90804404,1.2617972,1.2509216,0.7266855,1.3330497,1.1883855,1.0576864,0.8322005,0.823346,1.1798642,1.0015808,0.8829728,0.5424007,0.91455823,1.0212623,0.9192781,1.1537733,0.98613656,1.2385011,0.7374224,1.1552091,0.91029453,1.2076008,1.1136308,0.77127963,1.2647007,0.77687323,0.8393831,1.0096191,0.98044467,0.9466649,1.2224188,0.8821365,1.1703851,1.0038085,0.82109386,0.65210116,1.1381264,0.62760234,0.6936629,0.7736998,0.9406177,1.0691129,0.96930575,1.2456852,1.2036827,1.2056909,0.8757845,0.76086056,1.1978592,1.1728203,0.7894952,1.1299466,0.7086625,1.0778064,1.1662173,1.2787112,1.1899,0.9674178,0.96127635,0.6215314,0.83208454,1.0999044,0.81236917,0.92600787,1.3360951,1.176289,1.227679,0.85361505,0.8830183,1.1265359,0.7267522,1.0430582,0.79562247,0.9482883,0.8320992,0.9433404,0.73236203,0.9287333,1.2129617,0.0,1.23435,1.1411762,1.0040563,0.78028035,1.2601135,0.98459053,1.0837529,0.8879254,0.8485576,0.7910899,1.1330382,1.1068447,0.7118003,0.64181685,1.0377935,1.3208473,1.366997,0.8820199,0.86802405,0.9418831,1.0765893,0.6877552,0.9632624,1.0693321,1.0275542,0.97829705,0.87260234,0.8825761,1.1541011
sandwich,1.00317,1.1254764,1.1959466,0.86825323,1.1249908,1.1836833,0.90467536,1.2597172,0.9683527,0.9044777,1.2639456,0.8248934,0.8189417,1.0400562,0.91432464,0.912265,1.0016721,1.3856153,1.0087913,0.9058389,0.43721807,1.3147757,1.0405627,1.3806068,1.1346238,1.1090947,1.1996486,1.0069561,0.7820537,1.2642152,0.99974847,1.0209768,1.0086753,0.23825777,1.4056673,0.8452712,1.3767855,0.94587153,0.9694457,1.0795711,1.0982739,0.92639834,1.1847982,0.96033794,1.1584785,1.2317498,1.2389345,1.0398117,1.3450247,1.0427616,1.310452,1.255209,0.9631879,1.1418536,0.90572804,0.07611525,0.865524,1.3152295,1.104823,0.90712214,1.0672765,1.3310171,0.8913477,1.2692777,0.21640378,0.9469649,0.7317487,0.9463065,0.38536274,1.2653816,1.4039438,1.2369077,1.1040332,1.3349034,1.1911584,0.90877026,0.9658648,0.82469034,1.3522468,1.3431662,0.8256434,1.1082976,0.20862675,1.0675998,0.6575918,1.0828013,1.1091733,1.3291707,1.1086388,1.1530718,1.23435,0.0,0.24502224,1.098443,1.2049837,0.91985816,1.1486235,1.0956422,1.1555643,1.268959,1.4255034,1.0092723,1.1196425,1.3955587,1.3602438,0.9223997,0.87035537,0.6404309,1.2414745,1.2233319,1.1123203,0.99258345,1.4280274,1.0686258,0.89397603,0.9324923,1.1381447,1.1577652,1.3622955,0.9523296
sauce,0.98490226,1.1065348,1.1768494,1.0251775,1.0407156,1.1103342,0.9055732,1.1759303,1.0046173,0.9734013,1.2993381,0.97627956,0.880322,0.9418634,0.9648282,0.8856536,0.99491465,1.310816,0.8829156,0.89090514,0.38572347,1.2874553,0.9324985,1.3257351,1.0542772,1.1669388,1.217109,1.0633093,0.82883173,1.212455,0.9660885,1.0503621,1.0963558,0.25293744,1.3592483,0.8662773,1.2871387,1.0290737,1.0850407,1.1312021,1.0748926,0.9531128,1.1015013,0.9839953,1.2508339,1.1355405,1.1668586,1.021334,1.2916704,1.0156317,1.2534186,1.2649479,1.1436582,1.1598105,0.98764557,0.15760195,1.0345962,1.3208246,1.0816365,1.0513843,1.139043,1.3326794,0.95427454,1.1790621,0.12254745,0.950043,0.8519913,0.98559034,0.32119787,1.2610893,1.3741975,1.294272,1.1634345,1.3095257,1.1906391,0.94929,1.0448759,0.81813395,1.3423584,1.3395808,0.9934091,1.1493016,0.20884705,1.0857188,0.49234533,1.0460626,1.1484737,1.2567724,1.1310511,1.1658714,1.1411762,0.24502224,0.0,1.1710029,1.177076,1.010253,1.150143,1.0311663,1.1207957,1.2436256,1.4090128,0.9516606,1.065424,1.3611393,1.2939047,0.9114946,0.9595065,0.6661543,1.1419337,1.3165642,1.1083719,1.0547761,1.4089918,1.0100057,0.8869648,0.97894824,1.0506579,1.1583908,1.3359199,0.9773434
scarf,1.0522411,0.7931664,1.1189944,0.82762843,1.1096193,1.1432028,1.0674005,0.92706317,0.9730321,0.95168024,0.7541337,0.85163033,0.9317724,1.1390707,0.7433194,1.1915861,1.0178567,1.0833731,1.0816617,0.90145576,1.176954,0.7679479,1.1097847,0.7961426,1.0842392,1.1168028,0.9264487,0.79393375,1.0133162,1.0005349,0.934471,1.0170488,0.8778323,1.1264727,1.0862969,1.0184672,1.0928737,1.0086939,0.92818034,0.7160902,0.95726776,0.72504026,1.1771698,1.0840753,1.0259211,1.1468091,1.0961027,1.0985631,1.0395056,1.0969002,1.0042824,1.0451635,0.7325909,1.1466191,0.96604514,1.1332035,1.0076884,0.88539207,1.048795,0.8836067,0.667082,0.950627,0.83506054,1.0400441,1.1521713,1.0844125,0.96129155,1.1733596,1.1241901,1.1085932,0.9593497,0.64933974,1.0030979,0.772621,1.037217,0.8729832,0.7595678,1.0634131,1.0592619,1.0677011,1.0140183,0.83269095,1.1414373,1.01981,1.2152569,1.0660341,0.7147377,1.0624832,0.7680721,0.9659302,1.0040563,1.098443,1.1710029,0.0,1.0807521,0.8833255,0.9213898,0.89867043,0.9047558,0.9872695,0.97307116,1.1651837,1.1847483,0.93725765,1.0081712,1.0046445,1.0080689,1.1067346,1.1179861,0.9838651,0.94808817,0.9893644,0.8071249,1.1748366,1.0402128,1.000404,1.0793042,0.7746757,1.0380824,0.94965845
scissors,0.91294324,0.8443553,0.7387842,1.1939025,0.9384902,0.809094,0.95362395,0.8930967,1.2987893,1.3509119,0.89719105,1.3314626,1.2261157,0.8968726,1.3460379,1.1067442,1.0522906,0.7738898,0.84517026,1.1028682,0.96527845,0.9605516,1.0521362,0.9115748,0.9971388,0.80450463,1.2295103,1.2105136,1.0747542,0.7271151,1.1641891,0.77325094,1.3395312,1.0800408,0.5501409,1.209024,0.7464328,1.0200516,0.8696318,1.2075809,0.8855026,1.184893,0.74068594,1.1853789,0.91320395,0.7632469,0.80878806,0.9883412,0.73255587,0.71689534,0.90991974,0.8715545,1.0811874,0.75374335,1.2686608,1.173975,1.0719228,0.97043943,0.8473755,1.3208289,1.2785349,0.78273654,1.2324985,0.79481614,1.1297349,1.0974666,1.0529816,1.1987399,1.0788332,0.8389077,0.82647836,0.8965762,1.0281746,1.0059692,0.81905097,1.2855991,1.306637,1.2238556,0.7174718,0.74669677,1.1011468,1.0029849,1.0610983,1.0217079,0.84864515,0.8959886,1.0239875,0.8106535,1.1465466,1.1442881,0.78028035,1.2049837,1.177076,1.0807521,0.0,1.3845334,0.9442504,1.200575,0.92180467,0.8839403,0.7083955,1.0882176,0.9867352,0.81522083,0.7131866,1.1054,1.3785911,1.2930471,0.72455686,0.8791731,0.7712941,0.78092927,0.8184322,0.7378354,0.95315576,1.1668682,0.98074317,0.9133072,0.64177316,1.2659972
shirt,1.0808699,1.1617744,1.2692497,0.5313639,1.107498,1.3034337,0.9886401,1.3547019,0.5840867,0.462371,1.1707466,0.5712072,0.4840551,1.1897377,0.49573028,0.8341014,1.1176442,1.4189231,1.4029678,0.93070364,1.1632571,1.199182,0.9560491,1.3450348,1.1681136,1.1217587,0.7222159,0.8015307,0.97890526,1.3410891,0.7872937,1.1120244,0.53980386,1.0547408,1.4901258,0.8242502,1.4577892,0.9027488,1.0391765,0.80679435,1.2752097,0.5182944,1.3963667,0.6538797,1.0464258,1.3707615,1.3406738,0.9435833,1.4098235,1.3093495,1.2181655,1.1113961,0.67638457,1.2980622,0.46930414,0.94907606,0.77440023,1.0625143,1.1881542,0.34673846,0.46312797,1.359823,0.87017304,1.4220604,1.0471029,0.86054873,0.71320015,0.64527106,1.1299125,1.2572756,1.2638339,0.9435391,0.9422904,1.1376374,1.1472356,0.29210067,0.34326613,0.7936327,1.4136903,1.3821166,0.90214145,1.1631961,1.119845,1.0551045,1.3482863,1.1996092,1.0448039,1.3793955,0.92291355,0.79725754,1.2601135,0.91985816,1.010253,0.8833255,1.3845334,0.0,1.1133236,0.7273896,1.2116861,1.2578232,1.3202343,0.8453189,1.1596065,1.2746959,1.4429388,0.884991,0.16011995,0.61410606,1.326647,1.0624628,1.1450078,1.0899954,1.3180077,1.2774054,1.1533556,0.90066963,1.1987292,1.1477422,1.3197021,0.64640325
shoe,0.9602732,0.510485,1.0461801,1.1945167,0.9051759,0.8931648,0.9745425,0.8547188,1.0249128,1.080573,0.8953756,1.2034879,0.98051256,1.0161566,1.0926292,1.1504093,1.071446,0.995106,0.99561435,1.0858815,1.1199751,0.8210298,1.1196959,0.96304476,0.89287764,0.9793333,1.0236995,1.1165673,0.9931688,0.9889668,1.0994561,1.0691733,1.018334,1.1098584,1.0064818,1.1860532,1.0193672,1.0120556,0.9649017,1.1697878,0.89208585,1.0234004,1.0724039,1.0821338,0.94876313,1.0127175,0.9192828,0.6390883,0.94832724,0.9185284,0.8681164,0.97607386,0.62556314,1.0223348,1.1608562,1.171464,1.0332117,0.8597186,0.99658966,1.1280514,0.99714005,0.9915391,1.2043902,0.89055806,1.1308463,0.97457016,0.9212601,1.0002027,1.1224152,1.063346,0.9181994,1.0131671,0.9898184,1.1301796,1.0439447,1.0766515,1.02055,1.0830039,0.94563985,0.95452285,0.94238114,0.82583314,1.1157342,0.9475348,1.1410741,1.010236,0.7820996,0.7303611,1.1189557,1.0502622,0.98459053,1.1486235,1.150143,0.9213898,0.9442504,1.1133236,0.0,0.9656701,1.0230017,0.86776686,0.6571377,1.0562192,1.1200298,0.9222516,0.95107985,1.0630963,1.1761175,1.2385901,0.82739455,0.75967795,1.0843763,1.0315729,0.82012165,1.0033361,1.0294219,1.0850064,0.8255609,0.9651234,0.7296355,1.1655934
shorts,1.1755587,1.0606109,1.1527107,0.93276364,0.96908915,1.031746,0.8591801,1.2108514,0.7231203,0.7977141,0.8254546,0.8904754,0.87381464,1.1639547,0.83053684,1.035343,1.0447724,1.1265261,1.1154816,1.0281702,1.0244781,1.1406856,1.0273261,1.1203834,1.2159139,0.9410376,0.7702149,0.9539049,1.025533,1.1914029,0.9216088,1.0583907,0.77149904,1.0504557,1.1011169,1.0442207,1.1647581,1.1400907,0.97705525,1.0338944,1.1713407,0.87823516,1.1865203,1.0119009,0.9160286,1.0924323,1.1235143,0.89140844,1.1321843,1.2328881,0.9845604,0.9404422,0.7730566,1.0075648,0.8817861,1.0751936,0.8794361,0.72934234,1.1576049,0.7974625,0.5779259,1.0317395,1.086736,1.1021668,1.0854542,1.0048175,0.90318483,0.8821208,1.1154672,1.0495647,0.9878105,0.86974883,0.9193639,0.9828474,1.1499134,0.8534233,0.55057824,0.9538941,1.0559888,1.0351218,1.1420201,1.1397407,1.1262968,1.1107218,1.1275824,1.1318351,0.9522496,1.1855469,1.0357646,0.7898103,1.0837529,1.0956422,1.0311663,0.89867043,1.200575,0.7273896,0.9656701,0.0,1.0145947,1.0923213,0.94000125,1.0228353,1.1294943,0.97411036,1.1437384,0.98227435,0.8243984,0.9664178,1.0410749,0.9803186,0.9174544,0.9801159,1.0986965,1.1269481,1.1399354,1.0664713,1.2225497,0.89883083,0.9868398,0.95831925
shovel,0.9910122,1.0953662,1.1690834,1.0825816,0.91630214,0.9747476,0.9351371,0.8547842,0.93630624,1.1077338,0.7919961,0.96758115,1.118901,0.94836,1.1168932,1.157899,0.85297394,1.0015787,0.93053144,0.9068696,1.0874968,0.758102,1.0092784,0.8477129,1.041077,1.1493733,1.1380728,0.7753607,0.9704054,0.9403372,0.97450745,0.8492165,0.9267554,1.1368089,0.9589499,0.89578354,1.0082498,1.0586386,0.8274556,0.92448056,0.84500897,1.12272,1.0873941,1.2266015,1.1065781,1.131304,1.0021124,1.1383109,0.9609796,0.9285053,0.78550583,1.214352,0.9993621,0.9319,1.1815873,1.1385735,1.0319306,0.8135749,0.9588361,1.1290429,1.0032876,0.7389648,0.8043922,0.94113064,1.1160666,0.90820545,1.0232354,1.1468691,1.065992,1.1884372,0.9414636,0.85017693,1.1472982,0.81715846,1.1406958,1.1504363,1.0744112,1.0096246,0.9983165,1.0384995,0.97298956,0.82507885,1.1138173,1.0362147,1.0424258,0.90807915,0.6924069,1.062184,0.82644606,1.0034282,0.8879254,1.1555643,1.1207957,0.9047558,0.92180467,1.2116861,1.0230017,1.0145947,0.0,0.759961,1.006326,1.119606,1.1146249,0.9183734,0.90125066,0.78880054,1.1942756,1.0696229,0.8488344,1.054207,0.8521441,0.70477736,0.9099175,0.80848885,0.8417841,1.1110766,1.0436726,0.47838384,1.0942893,1.1640204
sink,1.0949024,0.93217117,0.98096097,1.1251591,0.90090144,0.92505705,1.223483,0.8268776,1.0246631,1.1015522,0.8734007,1.0113126,1.3645313,0.9522851,1.1292857,1.1883216,0.98203564,0.7330682,0.72061825,0.91205454,1.199935,0.54426956,1.129513,0.5669103,0.85092115,1.0490282,0.8953991,1.0261931,1.2031068,0.8264034,1.2028495,1.1235399,0.93754804,1.2749878,0.77950054,1.1720974,0.68870366,0.9333525,1.043311,0.89147663,0.53448784,1.2157078,0.90037715,1.1880181,1.024434,0.9406284,0.83332,1.1547503,0.78456235,0.99089766,0.8631684,0.9972087,1.0164618,1.088659,1.2462022,1.3203988,1.2175027,0.77096665,0.9108615,1.1903355,1.1125023,0.83633417,1.0420902,0.7100582,1.2449642,1.1216279,1.3201014,1.1199005,1.1662339,0.83526146,0.7438657,0.9426949,1.0510291,0.7672621,0.98206687,1.2499276,1.2157044,1.1297894,0.81356025,0.85116667,0.9635444,0.7521031,1.2358592,0.9652302,0.8824385,0.96372664,0.8329586,0.52809036,0.7779733,0.8961722,0.8485576,1.268959,1.2436256,0.9872695,0.8839403,1.2578232,0.86776686,1.0923213,0.759961,0.0,0.77508813,1.0744344,0.74727404,0.8365617,0.74294055,1.1286616,1.2984388,1.2657895,0.7525128,0.8942071,0.9308,1.0963287,0.5919303,1.0569724,1.0440828,1.0178803,0.8949139,0.8845423,0.81617135,1.0226246
slipper,1.3209894,0.66324514,0.5967858,1.194843,1.0064236,0.7142435,1.1405706,0.93229735,1.2717805,1.4455872,0.5453384,1.4689577,1.4466828,1.1300753,1.4454958,1.3935757,1.2586879,0.57598776,0.6371297,1.3557553,1.0558277,0.7001647,1.1928216,0.74022293,1.0286835,0.4518621,1.0383079,1.3318026,1.3185551,0.79381585,1.3010335,1.0386602,1.2596028,1.2808543,0.3124956,1.5533608,0.509779,1.2180517,0.97839606,1.2737701,1.0377868,1.2156781,0.539448,1.1320081,0.4094208,0.58970344,0.80526036,0.7875407,0.5040443,1.0819561,0.744068,0.44081652,0.8454002,0.7336928,1.2549605,1.4559675,0.9000143,0.60220546,1.0419979,1.311786,1.0998949,0.48656774,1.4625573,0.72332186,1.4014347,1.2887089,1.250496,1.187203,1.1866971,0.3559444,0.34063733,0.6060337,0.5988483,0.7634166,0.83097476,1.397668,1.1939964,1.4536965,0.32321215,0.31627697,1.1677104,0.96484274,1.302443,1.1367872,0.901228,1.0833193,1.1304469,0.6244587,1.1877103,1.0684907,0.7910899,1.4255034,1.4090128,0.97307116,0.7083955,1.3202343,0.6571377,0.94000125,1.006326,0.77508813,0.0,1.2734691,0.86222494,0.37006742,0.5057869,1.4130151,1.3948627,1.6193337,0.41020143,0.2641856,0.77685213,0.9698612,0.40520263,1.1102734,1.2824745,1.384949,0.9546755,1.0916712,0.24641013,1.4328442
snow,0.9803928,1.0980473,1.1697419,0.942558,1.0266585,1.0824488,0.97656375,1.017572,0.8390056,0.67531973,1.1941416,0.8279063,0.8364613,1.041021,0.78861654,0.73973215,1.073762,1.1493466,1.2463366,0.9672857,1.1182696,1.1473469,1.029361,1.1733301,0.868091,1.208671,0.95889133,0.76999867,0.85388994,1.162169,0.8507924,1.0157665,0.83450085,1.0104945,1.231333,0.67533267,1.1962216,1.0004752,1.0548109,0.9423756,1.0283511,0.89683324,1.1863225,0.9118344,1.2331486,1.1049547,1.0745922,0.9911215,1.2245545,1.1021013,1.1055274,1.1692646,1.1081599,1.1397132,0.94431674,0.9506733,1.1506865,1.1761761,1.0906767,0.80278265,1.0131783,1.3280334,0.76036054,1.1115373,0.95294785,0.95733464,0.9265904,0.73342204,1.0705777,1.1450227,1.2501578,1.2087302,1.173301,1.2147791,1.1153051,0.79787195,1.0344956,0.88826543,1.2583815,1.2479436,1.0611955,1.0134624,1.0362139,0.9963609,1.1423397,1.1102223,0.9420138,1.1196893,1.0168234,0.92056626,1.1330382,1.0092723,0.9516606,1.1651837,1.0882176,0.8453189,1.0562192,1.0228353,1.119606,1.0744344,1.2734691,0.0,0.9697907,1.2465562,1.2354232,0.66348046,0.8095015,0.67715454,1.259702,1.2153113,1.0945162,1.0742732,1.2807372,0.8711885,1.0199114,0.8776108,0.9011408,0.9097935,1.220201,0.77274966
soap,1.124219,1.0600679,0.7818112,1.1104921,1.0608822,0.98593605,1.1593579,0.93918383,1.1267607,1.059837,1.0654998,1.1156391,1.219346,1.0306947,1.0398766,0.99236,1.0027198,0.5943492,0.78817654,1.0707047,1.0884912,1.0102327,1.1340808,0.7640294,0.95102227,0.97768044,0.8842865,1.2740066,1.0426977,0.8763275,1.0898793,1.111501,1.1403878,1.1286384,0.5788728,1.1492776,0.57977897,1.1125468,1.2443776,1.1030169,1.0405917,1.1586866,0.6870787,1.1282456,0.99250925,0.5894467,0.80443215,1.0900966,0.7631365,1.1156806,1.0733236,0.85915565,1.2590843,0.87282383,1.1755642,1.1179621,1.2025951,0.9496625,1.021557,1.1064665,1.2114952,0.9163773,1.1565702,0.8279562,1.1179864,1.0843828,1.269654,1.0205425,1.0944468,0.42011172,0.8073877,1.1813374,1.0151124,1.0037931,0.9261703,1.1361744,1.1938227,1.0425206,0.63109636,0.6004937,1.0016918,1.0716347,1.1164949,0.98921037,0.8808862,1.060254,1.2092692,0.7955613,1.0599909,0.8935816,1.1068447,1.1196425,1.065424,1.1847483,0.9867352,1.1596065,1.1200298,1.1294943,1.1146249,0.74727404,0.86222494,0.9697907,0.0,0.8401903,0.7877265,1.2617555,1.1294639,1.0816422,1.0220082,1.0294099,0.8425393,1.1075342,0.785814,1.1191812,1.0677658,1.00202,0.95824385,1.207466,0.7895288,0.976867
sock,1.2794428,0.91005826,0.7991871,1.138058,0.9716848,0.7449863,1.2086854,0.9043638,1.2239382,1.3888643,0.6692957,1.3807709,1.385041,1.0640733,1.383146,1.3512542,1.1423273,0.42737895,0.65028566,1.2595665,1.1007893,0.7173568,1.1296844,0.6039622,1.0403253,0.75135434,0.9810999,1.200013,1.2500235,0.6652465,1.2076612,0.95391,1.1634514,1.2468132,0.42329907,1.4338137,0.3581487,1.1990695,1.1539994,1.1017048,1.0838342,1.1833112,0.59859544,1.1995761,0.6587708,0.65679824,0.6926873,1.0015544,0.46868253,1.1423566,0.7353323,0.7138382,0.9775445,0.797789,1.2468989,1.3871253,0.97670954,0.5471062,1.0972761,1.2613119,1.0142106,0.49961096,1.2866571,0.64779013,1.3333257,1.2142181,1.2847118,1.2327138,1.2027522,0.54505503,0.32351696,0.6818452,0.8662733,0.5820746,0.9218411,1.3097422,1.1072211,1.3518666,0.45583308,0.46130395,1.0504892,0.90988076,1.250665,1.0577564,0.9076222,1.0473602,0.98770815,0.7945477,1.021463,1.0344936,0.7118003,1.3955587,1.3611393,0.93725765,0.81522083,1.2746959,0.9222516,0.97411036,0.9183734,0.8365617,0.37006742,1.2465562,0.8401903,0.0,0.47293615,1.2982708,1.322842,1.5085837,0.78886884,0.569631,0.8529426,0.8833957,0.39310634,1.1564735,1.2634001,1.1897352,0.9986865,0.95985734,0.52368,1.3204691
spoon,1.1637254,0.8590671,0.65062106,1.296165,1.0797986,0.75554705,1.2381786,0.7024354,1.4087989,1.5595919,0.7700169,1.455646,1.5034878,0.91690564,1.5070114,1.326235,1.2382989,0.35770237,0.5148458,1.3708906,1.084585,0.72486645,1.1090909,0.5825155,0.8888236,0.7978495,1.0044023,1.3120167,1.2820181,0.4714257,1.2842947,0.9810937,1.4286745,1.2133617,0.36019278,1.403976,0.32799304,1.1291454,1.1434436,1.0191665,0.9454528,1.2571805,0.46594608,1.224502,0.885011,0.49354464,0.4839114,1.0838856,0.023644209,0.89206624,0.73183274,0.7390963,1.2115583,0.89780414,1.3208046,1.3802412,1.2558575,0.894139,0.8963965,1.4143107,1.2364424,0.4301002,1.2777503,0.43236732,1.2615803,1.2274176,1.4340669,1.3521477,1.1029438,0.5066819,0.4081509,0.7898758,0.95190525,0.6350313,0.71903384,1.4054751,1.2982942,1.4951365,0.39683712,0.42569715,1.1743997,0.9309652,1.177468,0.89069676,0.7288313,0.9595191,1.0130105,0.6362321,0.9613765,1.0964828,0.64181685,1.3602438,1.2939047,1.0081712,0.7131866,1.4429388,0.95107985,1.1437384,0.90125066,0.74294055,0.5057869,1.2354232,0.7877265,0.47293615,0.0,1.282847,1.4507194,1.5078131,0.67817175,0.7553764,1.0257025,1.0926224,0.40661967,1.0591891,1.1537693,1.1387765,0.8589575,0.9259179,0.54633313,1.2839276
stroller,0.96079457,1.1502252,1.2577374,0.9594421,0.91103685,1.0152521,0.9474832,0.87150764,0.7611284,0.72293663,1.1718669,0.72270125,0.7559986,0.9912346,0.8125181,0.8607129,0.9227587,1.2602935,1.2995682,0.8947847,1.1741775,1.1670228,0.9130264,1.175654,0.92414355,1.3441019,1.0964974,0.38801694,0.88387626,1.1402624,0.67956996,0.99525243,0.77109957,1.0736163,1.4285094,0.38636494,1.3316364,0.9908357,0.88175243,0.8921791,1.0640252,0.8669528,1.3202124,0.96932966,1.3680133,1.3467162,1.1106945,1.0263906,1.2735925,1.0492861,1.0239717,1.3474076,0.96781224,1.1710376,0.9430792,0.9141085,1.1040165,1.1303902,1.0884817,0.774623,0.9625175,1.2933016,0.58047545,1.1692219,0.939672,0.8641242,0.7746521,0.64812493,1.067218,1.4395213,1.2799895,1.2684088,1.2673202,1.2068459,1.0494624,0.75321627,0.9117186,0.9097433,1.4029163,1.4007628,1.0636864,0.98349285,1.066512,0.9866353,1.2297341,1.0386314,0.7064175,1.21661,0.9289292,1.012187,1.0377935,0.9223997,0.9114946,1.0046445,1.1054,0.884991,1.0630963,0.98227435,0.78880054,1.1286616,1.4130151,0.66348046,1.2617555,1.2982708,1.282847,0.0,0.8327957,0.7198146,1.2169048,1.3143137,1.1101549,0.96370375,1.3244013,0.6438694,0.8767584,0.8961759,1.0022297,0.50498015,1.341923,0.9142682
sweater,1.053645,1.2209907,1.2882732,0.66466427,1.1031864,1.3029797,0.94396317,1.3231776,0.5562147,0.46128833,1.1897032,0.5602722,0.4949572,1.1429248,0.5481968,0.7781663,1.0166477,1.4088206,1.4014652,0.92708814,1.1610036,1.2571795,0.9516613,1.3761523,1.1204209,1.162802,0.73717,0.7782468,1.0001425,1.3280033,0.7868196,1.0536582,0.569836,1.0065161,1.4899243,0.74343944,1.4533395,0.9292183,1.0395124,0.80353737,1.2186993,0.6567629,1.4173477,0.666829,1.0847045,1.3504171,1.303083,1.0059772,1.4179664,1.274835,1.2014645,1.112793,0.8209151,1.2023977,0.4483447,0.9094763,0.74045086,1.1431714,1.1822946,0.3660233,0.54666615,1.3067803,0.80180776,1.399443,1.0035096,0.78064406,0.74931073,0.6487437,1.102457,1.2623215,1.3186886,1.0451304,0.96699756,1.201644,1.1526966,0.308304,0.50237155,0.7345811,1.3902886,1.3574033,0.87904626,1.201328,1.0835806,1.0213667,1.3102413,1.181937,1.0971806,1.3994689,0.9422016,0.8209754,1.3208473,0.87035537,0.9595065,1.0080689,1.3785911,0.16011995,1.1761175,0.8243984,1.1942756,1.2984388,1.3948627,0.8095015,1.1294639,1.322842,1.4507194,0.8327957,0.0,0.48520792,1.3477795,1.1440977,1.1597162,1.0039865,1.3918618,1.2015564,1.065226,0.85785836,1.1553004,1.1200877,1.3381886,0.6174152
table,0.9744472,1.1874292,1.3534484,0.76846564,1.0877516,1.261122,0.88988876,1.1753633,0.5682367,0.3544563,1.3146777,0.37567806,0.605705,1.0754236,0.4657023,0.6090522,0.78383195,1.4209117,1.1934264,0.7311119,1.0009575,1.2972891,0.9171633,1.3349522,1.1380963,1.3653765,0.8869918,0.6662191,0.76590884,1.3117608,0.67518026,1.0505515,0.59329855,0.8113625,1.5500593,0.46713364,1.4841096,0.96614975,1.0999483,0.80576354,1.0411191,0.75920093,1.419548,0.9267093,1.3514259,1.3681529,1.3604106,1.1016786,1.5041224,1.1916734,1.1997905,1.3986812,1.0811844,1.2411251,0.7946761,0.62782586,0.9718038,1.2905169,1.1662159,0.53823316,0.86218816,1.3969015,0.59465665,1.409091,0.71072304,0.75551164,0.786288,0.70635116,0.92058975,1.4130747,1.5230975,1.3485059,1.2781322,1.2229003,1.2602165,0.512181,0.8160773,0.5120362,1.4979472,1.4775816,0.88366985,1.1429539,0.82088685,1.0357866,0.9829105,1.1476477,1.0722324,1.3923721,0.8565477,0.8143643,1.366997,0.6404309,0.6661543,1.1067346,1.2930471,0.61410606,1.2385901,0.9664178,1.0696229,1.2657895,1.6193337,0.67715454,1.0816422,1.5085837,1.5078131,0.7198146,0.48520792,0.0,1.3791724,1.4783132,1.1746143,1.0078359,1.522872,0.97229135,0.79680467,0.89298415,1.1632693,1.0304236,1.5350134,0.6360742
