,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bed,0.6852352,1.3370756,1.5073752,0.724934,0.6487961,1.1158525,1.3817241,1.5212234,0.8082355,0.389071,0.0,1.4335763,0.37472743,0.617331,1.1755526,0.17016423,0.54840446,0.9449937,1.4711369,1.2978079,0.45665562,1.5745221,1.1572685,1.2157192,1.1354076,1.363248,0.6095706,1.1739507,0.5411885,0.8348832,1.3116448,0.87732756,0.69004244,1.0319166,0.6808399,1.4348991,0.3306738,1.4431453,1.5800197,0.30584806,1.4465066,0.921824,0.59390366,0.94288725,0.7176443,0.959622,0.6771616,1.4372921,0.53896576,1.1014267,0.8122157,1.3612202,1.2618626,1.2201227,1.289762,1.4335123,1.2786893,0.8182106,1.4900697,1.0954633,1.4136133,0.81793153,1.4894718,0.8646282,1.494831,0.9561781,0.9078427,0.45819515,1.2230151,0.618627,1.5412505,0.61530846,1.0127537,0.8468888,1.2821298,1.1824421,0.9290981,0.7371873,0.6177111,1.0182734,0.9413385,1.4181726,1.4546444,1.2989023,1.1968665,1.2203317,0.5910982,1.1197846,0.4978,0.6438744,0.47918487,1.0630767,1.5514771,1.5203372,1.3446038,0.9934397,1.5276818,1.1526471,1.1840916,0.9612168,1.0638202,1.4057474,0.61825526,1.2720716,1.1266689,0.88624156,0.5108048,1.3309222,0.9746023,1.0664487,0.75142753,0.58419645,0.33194792,1.5657448,0.24267173,1.3530393,1.2901962,1.2207897,1.5410755,1.3171811,1.2972112,1.4376161,0.6817558,0.5032565,0.33989727,1.4232718,1.4396192,1.3536952,0.92202675,1.353051,1.0725939,0.6123361,1.0167997,0.9891204,1.4624343,0.619291
belt,1.4302058,0.86572665,0.58017296,1.4542401,1.3278779,1.0714405,0.7404686,0.6270829,1.097945,1.4607687,1.4335763,0.0,1.3595695,1.2718831,0.66078186,1.3299268,1.3592963,0.79732394,0.5937588,0.80797625,1.4663317,0.73695683,0.7254929,0.90195096,0.95836973,0.4393692,1.0394878,1.0649211,1.1475296,0.9131163,0.8284393,1.0419657,1.038704,1.1000088,1.277087,0.558116,1.2944493,0.83756995,0.36383796,1.3858464,0.65098745,1.2996927,1.3429507,1.2055867,1.2073779,0.9076225,1.2982423,0.6129509,1.0642494,0.8493123,1.2178553,0.74736226,0.838359,0.8543928,0.5771743,0.80828345,1.0886385,1.3577638,0.3044281,1.029429,0.8654608,1.2247347,0.66137826,1.2718155,0.331038,0.9303733,1.1018475,1.1082537,1.171299,1.0374322,0.61979103,1.2417336,0.98335105,1.0549636,1.1439269,0.9953934,1.3027556,1.3738705,1.3468399,1.1312642,1.3807738,0.5502398,0.40321475,0.72471106,0.8777114,0.7695331,1.2811966,0.9526244,1.3522625,1.0703236,1.392081,1.2235086,0.37668145,0.44886154,0.6792879,0.55897325,0.79908186,0.8958473,1.0332065,1.0433537,0.971372,0.7772936,1.1660788,0.88857245,0.8510591,1.2364929,1.3041041,0.5694047,0.7821294,1.3855985,1.2338449,1.4404988,1.3919446,0.32350153,1.2849061,0.5066109,0.67478323,0.78849185,0.6193465,0.7178151,0.89328885,0.5416141,1.3242698,1.1981568,1.5806556,0.6292616,0.6965548,0.73755014,1.3000494,0.423831,1.0740628,1.560236,1.1070379,0.98178357,0.53814095,1.224535
bench,0.7869421,1.2826793,1.5572234,0.8863206,0.6734464,1.2459497,1.355619,1.5361074,0.706468,0.36782396,0.37472743,1.3595695,0.0,0.78522664,1.1430732,0.5440867,0.59512246,1.0868077,1.412971,1.199269,0.44202256,1.558979,1.0269767,1.0821798,1.1993892,1.1105186,0.6777837,1.026678,0.78831816,0.40487552,1.2495407,0.61524147,0.76894844,1.0034951,0.5898077,1.4723632,0.3001222,1.4578285,1.5486186,0.31936145,1.3671863,0.8054302,0.77334976,0.976893,0.49299335,0.5491303,0.81141233,1.4853096,0.83726156,1.1579407,0.99108744,1.2836916,1.3688289,1.2535872,1.2204498,1.3362601,1.3688952,0.7821187,1.4918685,1.056376,1.4557946,0.8541271,1.4496981,0.8841342,1.505254,1.0513432,0.8426911,0.68440545,1.1092149,0.6131893,1.3284461,0.3594383,1.0165088,0.82158935,1.2411975,1.169126,0.8696878,0.72116673,0.71692455,0.9844489,0.8496033,1.4922518,1.2938204,1.2829884,1.2020143,1.2381992,0.3936261,1.249367,0.68008274,0.59574074,0.661558,1.014942,1.4344637,1.4114648,1.3748498,1.0412925,1.5156476,1.1057999,1.2174073,0.8780628,0.8748511,1.3345213,0.42954218,1.1624867,1.2029012,0.9027375,0.6475613,1.3056638,0.8185062,0.8957003,0.8736014,0.51719034,0.4441799,1.5474755,0.64309996,1.3451554,1.1710147,1.135664,1.4341792,1.2361724,1.1505232,1.4615393,0.7179772,0.65756524,0.40719974,1.4552331,1.4000434,1.3838782,0.9107703,1.2350942,1.1573911,0.58776224,1.0018172,0.8221583,1.4718527,0.572791
bib,0.5824237,0.95822525,1.4101365,0.801103,0.49316722,1.1693151,1.3889242,1.3150828,1.1094807,0.709114,0.617331,1.2718831,0.78522664,0.0,1.2183443,0.5151371,0.7661746,1.129954,1.4214354,1.3705683,0.7193351,1.26285,1.4106469,1.1369975,0.998963,1.5366735,1.020869,1.0018048,0.93277276,1.1594586,1.4050926,1.0591627,0.67064375,0.88751334,0.7922254,1.4570125,0.76966715,1.2861191,1.530646,0.79927725,1.5026703,0.97843546,0.7474499,0.63176346,1.0335449,1.137545,0.50232863,1.421133,0.82263297,1.0253537,0.6331107,0.9852287,1.2685624,1.351347,0.87411594,1.2458962,1.0751818,0.9242751,1.343509,0.7327119,1.1106278,0.5761832,1.2278138,0.51826286,1.381319,1.0666094,1.0482689,0.5620084,1.1697747,0.4545715,1.4159691,0.93505347,1.3005021,0.6596165,1.2521725,0.9345465,0.8802198,0.4831038,0.8285558,0.77009475,0.90801144,1.3572707,1.1864396,0.8745309,0.8743591,1.045109,0.8858315,1.0706002,0.16876203,0.5345684,0.56231225,0.98013306,1.4980338,1.3927412,1.2691286,1.2229676,1.3460058,1.2411442,1.2337308,0.8036518,1.2498174,1.175193,0.97169495,1.4010003,1.1033846,0.9568289,0.32087123,1.2465684,0.5630348,0.9779985,1.0882314,0.83119714,0.6350329,1.4550995,0.79710674,1.4134136,0.9912312,0.92672575,1.4015424,1.2082386,1.4578444,1.4167511,0.87683356,0.37293684,0.58385646,1.4183877,1.0804772,1.0936198,0.79026437,1.2444242,1.1058419,0.7666867,1.1003329,1.340466,1.4279906,0.9345806
bird,1.1770616,1.0246153,0.89250284,1.2498103,1.2742947,1.1723647,0.96758384,0.7435526,0.92760503,1.2158445,1.1755526,0.66078186,1.1430732,1.2183443,0.0,1.0717623,1.0858176,0.90476453,0.9406592,0.9152735,1.2370228,0.8361565,0.7290347,1.1198668,0.8132827,0.8015124,0.78797567,1.0734308,0.9424551,0.9560587,0.9476736,1.0232365,1.099874,0.95464694,0.92404234,0.6880125,1.1787919,0.76311314,0.69723463,1.1590179,0.9428214,1.0765218,1.1627324,1.2284007,1.0805116,0.8357173,1.1986953,0.8346505,0.8811763,1.0722446,1.2373008,1.0806339,0.7304261,0.8712696,0.9761919,0.74516535,0.8039855,1.1477079,0.7493969,1.1153121,0.9918604,1.2263696,0.786687,1.3016548,0.79074913,0.90252423,0.9411581,1.1133378,1.1614251,1.1879257,0.60119003,1.0473628,0.8824413,1.0132675,0.9428139,0.9416918,1.2499298,1.23914,1.0197606,1.174284,1.1043938,0.9325397,0.66745263,0.9986518,1.1712255,0.97301394,1.1579973,0.7890587,1.2391423,1.2159877,1.1308793,1.1053532,0.5641049,0.61977315,0.81424415,0.6735722,0.8452382,0.8433585,1.0034382,0.9813073,1.0117632,0.93082243,1.0882508,0.73407197,0.88390446,0.9682962,1.2614703,0.76288164,1.1552144,1.0545833,1.1940686,1.2028989,1.1870791,0.7028247,0.9777875,0.66062367,0.97414595,1.0652549,0.6346558,0.8804028,0.7119103,0.88956904,1.1588205,1.199536,1.3322936,0.86761796,1.0805099,1.0345324,1.1741478,0.6540258,1.1604037,1.2883078,1.0464069,0.9613094,0.87414134,1.0349597
blanket,0.6023679,1.295574,1.4599948,0.7783587,0.70430046,1.0488664,1.2799304,1.3896976,0.78416324,0.5875674,0.17016423,1.3299268,0.5440867,0.5151371,1.0717623,0.0,0.5340016,0.8868409,1.4102974,1.3218889,0.5618745,1.524125,1.2138615,1.1505402,1.1488792,1.3861643,0.759884,1.178523,0.55603266,0.9595915,1.3209655,0.9289446,0.6802113,1.0137423,0.6259976,1.4429044,0.49547106,1.4011191,1.5206985,0.45786107,1.4347638,0.9433307,0.60653293,0.8790814,0.8739063,1.033659,0.65454406,1.4226198,0.47908455,1.1131381,0.8749872,1.3549587,1.2032304,1.1928357,1.2564048,1.3802937,1.1477582,0.85479474,1.48445,0.95874906,1.2602317,0.8293672,1.4570031,0.89795154,1.4044281,0.9357545,0.9007098,0.35431576,1.1948485,0.5575343,1.4735746,0.76204467,1.06034,0.80707,1.2780441,1.0930488,0.93414724,0.61196256,0.75335526,0.9998462,0.89323986,1.4330838,1.2781656,1.1415616,1.1967705,1.1418103,0.7386337,0.99512684,0.45533788,0.65195334,0.4387045,1.0571446,1.483597,1.4272504,1.2895155,0.8185015,1.4867353,1.1581501,1.2346737,0.81921065,1.148572,1.4200687,0.78675073,1.2665559,1.0761774,0.88094246,0.5535395,1.2042457,0.8642167,1.0614653,0.9188782,0.7491728,0.4270351,1.5177214,0.3435396,1.3407854,1.2141939,1.1980113,1.4912995,1.3541558,1.2555026,1.4431536,0.7454498,0.49311763,0.5231595,1.362103,1.4367334,1.3262703,0.89352906,1.1916751,1.0245986,0.72076625,1.0159585,1.1204227,1.4782157,0.7633933
boat,0.74179435,1.2709235,1.3209668,0.8454924,0.8289754,0.84666085,1.0218011,1.2569449,0.8905477,0.5564738,0.54840446,1.3592963,0.59512246,0.7661746,1.0858176,0.5340016,0.0,1.0080917,1.3063984,1.0155097,0.565855,1.3387644,1.2304584,0.9676858,1.0919092,1.3301059,0.5958926,0.9240646,0.8192123,0.9988429,1.1784604,0.90330875,0.7958854,0.960572,0.71888644,1.301966,0.7697362,1.2926488,1.4013667,0.68545234,1.2756708,0.7716801,0.89123845,1.080625,0.8731059,0.81036097,0.8920442,1.382303,0.7007632,1.1173394,0.99755526,1.2706788,1.0988084,1.2709498,1.2648734,1.1882381,1.0787698,0.76304007,1.4528034,1.1230321,1.1022526,0.92611957,1.2851992,0.94926834,1.3123732,0.92180383,0.84785026,0.6713496,1.0571085,0.7225366,1.2234787,0.87401694,1.0437453,0.9672226,1.0550464,0.90977824,0.9055354,0.84719217,0.81364584,1.0195872,0.76156807,1.3983333,1.4045501,1.1912597,1.2309711,1.1182815,0.71991163,1.1770986,0.7970754,0.7554106,0.65131104,1.0097631,1.3650553,1.3293606,1.2710419,1.1575906,1.3550584,1.2425327,0.98039734,0.90269864,1.0061482,1.2322685,0.7804961,1.2364372,1.2009604,0.7610413,0.79743373,1.1234742,0.9636633,0.94365376,0.9814688,0.61069775,0.48924822,1.3991469,0.6105261,1.2003168,1.2010418,1.1170424,1.2822741,1.2355728,1.1036832,1.4108555,0.8817196,0.80304086,0.6453786,1.1201645,1.3412116,1.3087354,0.7974003,1.353802,0.87488455,0.63720596,1.0622267,1.1327188,1.3568672,0.88994336
book,1.0283661,1.1175821,0.79410446,1.0164989,1.2807748,0.9088496,0.94144255,0.7774802,0.88092434,1.1318704,0.9449937,0.79732394,1.0868077,1.129954,0.90476453,0.8868409,1.0080917,0.0,0.6703311,0.8121823,0.8435638,0.99497354,0.9484166,0.7978974,1.0657482,0.85027397,0.97489715,1.1484708,1.0387833,0.9180687,0.9018327,1.1280904,1.0852948,1.1560234,1.1644418,0.8510829,1.106456,0.9891348,0.6735723,0.99105024,0.77014494,1.1619791,1.0531795,0.93234706,1.1173168,0.9313431,1.1197429,0.88042885,1.0491499,1.1655436,1.1787758,1.2068784,0.8409296,0.83410037,1.2363657,0.90666974,0.8103217,1.1644312,0.87871915,1.1142642,0.77291703,1.2469476,0.9891883,1.228525,0.8181608,1.0059307,1.0124158,1.062655,0.8741842,1.1953998,0.86089146,1.0637225,0.9456316,1.271632,1.001364,0.9309681,0.9290048,1.1365418,1.0751802,1.190687,1.2667887,0.9030755,0.88410115,1.1599239,1.2154905,1.0247061,1.0921493,0.8817938,1.2036002,1.2335272,0.6754818,0.98288333,0.71247685,0.7460455,0.8125312,0.7135479,0.9778612,0.90674126,0.7905184,1.0870881,0.88924736,1.1384649,1.1218901,0.9793178,0.93609774,0.940021,1.2182901,0.8997838,1.2345847,1.0819743,1.0603547,1.1103959,0.9463655,0.7783642,0.9922541,0.7243805,1.0689104,1.0788618,0.7995025,0.99099135,0.95746833,0.81176496,0.9266398,1.1916734,1.0550722,0.7267257,1.2013644,1.0540475,0.9634175,0.70233023,0.6156901,1.0130335,0.9900655,0.9694471,0.9017502,1.0681303
bottle,1.440276,0.93275887,0.48586524,1.2964321,1.4669199,0.7825639,0.3819269,0.5599464,0.8974722,1.5159693,1.4711369,0.5937588,1.412971,1.4214354,0.9406592,1.4102974,1.3063984,0.6703311,0.0,0.6254165,1.3352993,0.7137768,0.83228004,0.31308866,1.001626,0.41362083,1.2396033,1.0935133,1.3087497,0.8704735,0.4793331,0.93055624,1.2335032,1.1346313,1.415204,0.58145523,1.3447121,0.7648714,0.40474337,1.2915311,0.12097359,1.2283483,1.3155558,0.9744353,1.114772,1.1042321,1.1602057,0.5305954,1.270319,1.1506112,1.3502359,1.0864569,0.8606759,0.5574729,1.092618,0.8031789,0.89132106,1.1216494,0.64345205,0.9638384,0.6986834,1.3748705,0.7574297,1.4610462,0.42773533,1.0676064,1.1416818,1.2897925,0.4364593,1.3842971,0.7005948,1.2159176,0.92344344,1.3384356,0.90293276,0.9730148,0.9341786,1.3110101,1.3365662,1.3029975,1.3456858,0.66552496,0.61623615,1.050284,1.224639,1.0253147,1.2602811,0.88743955,1.4207706,1.3831251,1.376606,1.0351483,0.5462492,0.6582313,0.7828714,0.7497371,0.69724655,0.74014753,0.8297983,0.9742042,0.8471616,0.8498509,1.1710348,0.6698977,0.7411323,1.1920629,1.4400595,0.57647604,1.1811749,1.2626164,1.0758793,1.4225458,1.4430858,0.4352002,1.3071126,0.6558713,0.9206488,1.0078081,0.5686136,0.6733072,0.77404344,0.5045689,1.0538253,1.4642432,1.3859648,0.42890143,0.95358133,0.9299509,1.1119441,0.59736097,0.64326763,1.3923512,1.0351409,0.8285502,0.4874608,1.2672296
bowl,1.4190367,1.14665,0.70896035,1.0416007,1.4296107,0.6990268,0.67560303,0.5845106,0.8426019,1.0555077,1.2978079,0.80797625,1.199269,1.3705683,0.9152735,1.3218889,1.0155097,0.8121823,0.6254165,0.0,1.0500176,0.6421353,0.9838579,0.53468937,1.0252049,0.72049046,0.9773896,1.0655079,1.2047141,1.0325034,0.7707353,1.1820825,1.2386665,0.92158633,1.2835474,0.6343398,1.2962538,0.7143726,0.7119298,1.2114377,0.46153975,0.76295996,1.2461221,1.1571184,1.2901567,0.88214886,1.3226831,0.62422866,1.2607758,1.1000375,1.3469493,1.1770725,0.8411344,0.78296775,1.1922737,0.5556922,0.8904451,0.99450254,0.8721676,1.1922463,0.78378105,1.426162,0.7663908,1.3758755,0.72359425,1.1483841,1.0447521,1.2926246,0.6475526,1.3427002,0.62709713,1.3775284,0.92559224,1.3700495,0.6703094,0.69635296,1.0565917,1.2975492,1.1674762,1.213944,1.0321258,0.8850609,0.871901,1.0919578,1.2251674,1.0603777,1.1173787,1.0237832,1.485676,1.3444302,1.2705443,0.8740969,0.74952555,0.8320182,0.7757304,0.8103369,0.7080934,0.932812,0.30689323,1.1719847,0.80585206,0.9444332,1.174331,0.95526385,0.9334996,1.0429622,1.434834,0.8317346,1.3108501,0.83668137,1.0400975,0.7750994,1.3342679,0.68114114,1.1749845,0.6666615,1.0672004,0.9654199,0.4446324,0.97031844,0.86615723,0.7692771,1.1841743,1.4545346,1.1759523,0.36865127,1.1101323,1.0380768,1.1521848,0.75613946,0.7359208,0.9007261,1.0587108,1.1327502,0.6574098,1.304618
box,0.7921648,1.3776256,1.5298542,0.5586374,0.78136575,1.111563,1.3429706,1.3729869,0.6343627,0.30577612,0.45665562,1.4663317,0.44202256,0.7193351,1.2370228,0.5618745,0.565855,0.8435638,1.3352993,1.0500176,0.0,1.4460964,1.0765804,0.9866373,1.2092924,1.2118223,0.7880212,1.1168708,0.8922264,0.78938866,1.2268789,0.8777379,0.8359369,0.9203335,0.7027912,1.3857077,0.6110082,1.3010864,1.553114,0.36799085,1.3039114,0.81808925,0.84282804,0.9473501,0.7203052,0.64564204,0.85984296,1.4409492,0.85913235,1.1528655,0.931532,1.3508998,1.3011076,1.176299,1.3670743,1.2136164,1.1278483,0.74399906,1.5689223,1.0632895,1.2137661,0.9282673,1.4131396,0.8899522,1.5758485,1.0490016,0.9912611,0.72939855,0.8779399,0.8193535,1.3403423,0.7253802,1.0594261,1.0569153,0.9998857,1.0169266,0.6711345,0.7234776,0.62174666,1.0428739,0.84385836,1.5271424,1.3908423,1.3131356,1.2561221,1.2855885,0.45275033,1.1000562,0.777834,0.8235016,0.30545044,0.87761325,1.4901226,1.472477,1.2962965,1.1307352,1.3468771,1.1326257,0.873506,0.854985,0.8088194,1.4211223,0.5608305,1.2357714,1.2374548,0.82517433,0.7426355,1.34957,1.062557,0.8325182,0.82087165,0.33119643,0.5654166,1.6105607,0.7352297,1.3262341,1.2738943,1.1459625,1.3682761,1.2819996,1.203262,1.4842415,0.7252983,0.78947353,0.4261762,1.3618424,1.4735227,1.3452222,0.83142865,1.3280461,1.0230017,0.2962476,0.98312044,1.0472528,1.4598241,0.7301791
bread,1.2407832,0.8452166,0.4580003,1.062077,1.3448757,0.9079573,0.8121573,0.34961247,1.1565583,1.411087,1.5745221,0.73695683,1.558979,1.26285,0.8361565,1.524125,1.3387644,0.99497354,0.7137768,0.6421353,1.4460964,0.0,1.1692197,1.0012616,0.8086135,0.9928799,1.253948,0.8408554,1.2937989,1.3389707,0.84592015,1.2826755,1.2953625,1.121223,1.4566846,0.37909192,1.5253932,0.2042296,0.52243567,1.5735421,0.71673286,1.1625249,1.2330234,1.0236255,1.4605584,1.1470916,1.2800272,0.47306216,1.3413111,0.953013,1.1575086,0.76290095,0.51490456,0.8318048,0.79910517,0.6184237,0.5826972,1.3174869,0.5644164,1.0422373,0.5705754,1.2333423,0.22346413,1.1843207,0.60092825,1.1827356,1.2629049,1.3881507,0.91680956,1.4122808,0.5835428,1.4437647,1.1207311,1.1384218,0.50259435,0.8710307,1.1604954,1.260667,1.2939851,1.0224421,0.9521677,0.5355706,0.6399993,0.81630695,0.86413914,0.67951465,1.4482697,0.88988906,1.4018663,1.4098922,1.4176031,0.8509805,0.6255487,0.65925103,0.6045774,0.9363152,0.1893866,1.022701,0.5086617,1.1946476,1.0538594,0.61729103,1.5114181,0.88411146,0.8758049,1.2925663,1.4517686,0.81963134,1.2232454,0.9677506,1.2588186,1.2924048,1.5473318,0.43779242,1.3744763,0.5662991,0.8734116,0.78680587,0.50785244,0.80795276,0.95230114,0.5035237,1.3073394,1.4198104,1.4201698,0.52411234,0.6381836,0.6335749,1.2618896,0.66074526,0.89402974,1.1780015,1.1447729,1.2793146,0.63652384,1.4545902
broom,1.2592924,0.99601763,0.9906399,1.2593646,1.2046186,1.1591156,0.98077637,1.016011,0.9212231,1.0933263,1.1572685,0.7254929,1.0269767,1.4106469,0.7290347,1.2138615,1.2304584,0.9484166,0.83228004,0.9838579,1.0765804,1.1692197,0.0,1.0302956,1.0641611,0.37974596,1.0345193,1.0345683,1.0530189,0.71093094,0.7648554,0.7619623,1.2164593,0.99565774,1.045405,0.78086454,1.0718863,1.0379826,0.73248714,0.96023524,0.8317839,1.1258159,1.2368078,1.2583238,0.63631207,0.7653556,1.1445328,0.8867172,1.0084769,1.0578814,1.1740364,1.040872,1.0028398,0.8585479,1.0005462,0.93465316,1.0879921,1.1400267,0.8791999,1.181576,1.2259134,1.1383303,1.1000453,1.2815812,0.9334317,0.9020164,0.83187395,1.1695199,0.96154445,1.1700277,0.77087873,0.80672264,0.5307273,1.0632422,1.0468128,1.1128905,1.018253,1.2952487,1.1249268,1.2047381,1.2313118,0.9700482,0.79695284,0.9794534,1.1117835,1.0187337,0.98109394,0.9250482,1.3189969,1.1284957,1.1261313,1.1641741,0.62281376,0.6966569,0.9624946,0.8640859,1.0449092,0.6911532,1.1203524,1.0239844,0.8679092,1.0500498,0.724747,0.69180274,1.0126277,0.98464936,1.2325809,0.99410427,1.0808651,1.0988371,0.8316786,1.079839,1.1122546,0.9161621,1.0732365,0.81708586,0.97138774,1.0638176,0.8675214,0.8910372,0.57544345,0.9238751,0.99527496,1.2270226,1.249233,1.0460665,1.0272487,1.0802974,1.1352285,0.77294374,1.2153673,1.2826428,0.83201826,0.46963716,0.9414337,0.7281023
bucket,1.2554405,1.0279689,0.8546938,1.2031039,1.3280951,0.5990375,0.41537374,0.8660792,0.78460205,1.1593759,1.2157192,0.90195096,1.0821798,1.1369975,1.1198668,1.1505402,0.9676858,0.7978974,0.31308866,0.53468937,0.9866373,1.0012616,1.0302956,0.0,1.0612347,0.67578393,1.0938002,1.0891888,1.2438917,0.8559216,0.76299536,0.92214614,1.0895798,0.8512676,1.1783677,0.96357363,1.167659,1.0465026,0.8767217,1.0121186,0.28838956,0.8974766,1.1874175,0.84344393,1.0942162,0.94622225,1.0925303,0.8242624,1.1789222,1.2016401,1.3170667,1.2335657,1.1066449,0.8213658,1.2378538,0.8979094,0.8814624,0.80932474,1.0591139,0.8507433,0.7288776,1.3261473,1.0555289,1.303816,0.68435204,1.1612581,0.9566527,1.091394,0.34053993,1.1902611,0.963054,1.1498885,0.9808742,1.2820262,0.9170238,0.83090806,0.7392986,0.9718506,1.1215632,1.2148888,1.0971498,1.0604472,0.8815607,1.0981203,1.2635875,1.1690109,1.0017103,0.9376676,1.2319131,1.2242177,1.0997912,0.93742,0.9550146,0.99494743,1.075784,0.84796894,1.0260278,0.8966585,0.8481747,0.812373,0.7672541,0.99709874,1.003564,0.9042193,0.83771324,0.9483417,1.2637982,0.75204533,1.1297913,1.0523862,1.0621452,1.064617,1.1494272,0.87205243,1.1493499,1.0022182,0.9959548,1.0128803,0.80377364,0.930865,0.9974849,0.9462557,0.94944644,1.3199573,1.1083833,0.5018902,1.1934891,1.179117,0.8784872,0.9254198,0.4845357,1.1150515,1.0635912,0.9416859,0.7765095,1.2029699
butterfly,0.9274671,0.88534343,0.9258186,1.0711393,1.1275502,1.0337006,0.990129,0.80113286,1.1474668,1.1992201,1.1354076,0.95836973,1.1993892,0.998963,0.8132827,1.1488792,1.0919092,1.0657482,1.001626,1.0252049,1.2092924,0.8086135,1.0641611,1.0612347,0.0,1.1038122,0.9450287,1.0118188,0.94075584,1.1741012,1.0204089,1.0459899,1.0833814,1.0990137,1.1183078,0.8840127,1.0720278,0.8069639,0.97407776,1.1870385,1.0361574,1.0011561,0.8843447,1.0482489,1.1576701,1.0600436,1.121923,0.99451673,1.1072052,0.9671473,0.9531816,0.9946021,0.7597681,0.95290667,0.91444635,0.96888286,0.68995595,1.0067012,0.85079527,1.0773866,0.9841167,0.97830194,0.84285676,1.1111308,0.87369215,0.98795867,1.0518942,1.1099615,1.1110395,1.0676147,1.0555367,1.1534154,1.0233303,1.0284151,1.0484431,0.83300006,1.1180187,1.173173,0.9668011,0.97597784,0.93410236,0.9809074,0.97695756,1.0525284,0.9791342,1.0238898,1.1243184,0.9003149,1.0769969,1.012278,1.1758766,1.1840894,1.0344656,1.0327709,0.9666814,1.0291812,0.87289315,0.8822745,0.96156,0.9538472,1.1175956,0.9256646,1.171064,0.74256027,0.69117796,1.1242329,1.0811665,0.91353726,1.0093181,1.1057843,1.002606,1.1834536,1.1993909,0.8896587,1.0750751,0.8760591,1.0170041,0.77945083,0.9008787,0.8270645,1.0275096,1.0279356,1.0218942,1.0478729,1.1484898,0.91998756,0.9428547,1.0547178,1.2084255,1.006589,1.0195395,1.1737158,1.0307922,1.0945097,1.0573275,1.12851
can,1.5263302,0.9468364,0.74971426,1.416136,1.3944428,1.0765948,0.6591214,0.79226834,0.7646554,1.3161676,1.363248,0.4393692,1.1105186,1.5366735,0.8015124,1.3861643,1.3301059,0.85027397,0.41362083,0.72049046,1.2118223,0.9928799,0.37974596,0.67578393,1.1038122,0.0,1.0541934,1.0947188,1.1438105,0.551965,0.5294361,0.6819006,1.1922468,1.0634631,1.142248,0.60758245,1.1363031,0.98914695,0.48549736,1.0368015,0.40172005,1.2173681,1.3365104,1.1574625,0.74007046,0.72924787,1.1863776,0.6333691,1.1171138,1.0733331,1.34887,1.0594473,1.0218599,0.69112283,0.98565435,0.93196785,1.1848066,1.188266,0.6505357,1.0825471,1.1252799,1.339694,0.9775507,1.4584714,0.5616442,0.92905784,1.0044051,1.2565981,0.7798257,1.2553036,0.67960954,0.9433063,0.7468882,1.1149776,1.0282263,1.1580889,1.0529735,1.3602405,1.2585902,1.3248608,1.3222201,0.8040739,0.50310135,1.0698812,1.1963878,1.0738854,0.9240863,0.984086,1.4649023,1.2180418,1.3602278,1.139106,0.49300742,0.6373969,0.9017981,0.62573373,0.92902887,0.7505343,1.0543959,0.9602807,0.69368315,1.022463,0.7075069,0.62317264,0.8713598,1.1864252,1.4059227,0.7663279,1.0200528,1.212039,0.9659909,1.2687714,1.3452188,0.5968656,1.284107,0.6671124,0.8870394,1.006495,0.7462572,0.73255956,0.5997274,0.6522645,1.0873921,1.383673,1.4421904,0.719536,0.99282455,1.0389463,1.2460763,0.5057557,1.0380253,1.4381989,0.97207123,0.5701966,0.607943,0.95799977
