,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shower,sink,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
melon,0.8787566,1.0223671,0.4937026,0.9222683,0.46840388,0.7790711,0.6533271,1.0292952,1.1097348,1.093037,1.2697346,1.1495415,0.96524936,1.2368059,1.114271,1.1196206,1.1328821,1.0947087,0.8483116,0.75357306,0.4341874,1.0550169,1.2560215,1.1556239,0.85832196,1.0791986,1.2134368,1.1419412,1.0406641,1.0619212,0.718209,0.633126,1.1442095,0.87523663,1.1426463,1.0874276,1.1498578,1.1517166,1.0543594,1.2176071,1.1053169,1.231539,0.99678785,1.1370374,0.4880126,1.0477737,0.8212622,1.2355745,1.1104535,1.0228591,1.2011093,0.7913686,1.0427724,1.1205548,0.82214665,0.86204773,0.9352291,0.73384035,1.182335,1.1267909,1.090777,1.052176,1.0471768,1.0221876,0.95056146,0.9220171,1.2191496,0.0,0.74008846,1.0984062,1.0452919,1.2315512,1.2642567,0.7998719,0.6940471,1.0773361,0.9073719,0.9583198,1.0721061,0.8873857,1.209419,0.9969765,1.169201,0.53771734,1.2827892,1.1502833,0.71085227,0.5617164,1.0067168,1.2224249,1.2466403,1.0962138,1.1517166,0.7814011,1.1522677,0.98464316,1.1456232,0.9551785,1.0750775,1.1631517,1.1845059,1.0687661,1.0228148,1.0211996,1.0405484,1.203144,1.0233252,0.9895507,0.8737424,1.0294871,1.021586,0.845746,1.2528394,1.0469732,0.8836321,1.0017793,1.3320191,1.1120318,1.1336796
mitten,0.66390955,0.8856747,1.0835024,0.60259736,0.63794786,1.0645378,1.0622658,1.1329958,0.87053216,0.887738,1.380241,1.0326941,0.61218554,1.3556416,1.2003418,1.257795,1.2553216,1.0836852,1.2272093,0.9432109,1.0410511,0.9357066,1.1703196,1.2804065,1.0926638,0.9930538,1.1817746,1.3379841,0.99765104,0.86735374,1.0683523,1.0371022,0.8562482,0.89528835,1.279489,0.89237964,1.3198863,1.1902782,0.80435336,1.4168857,0.92969215,1.1654583,0.64094836,1.2285435,1.0478541,0.8762132,0.514334,1.454385,1.318567,0.73357767,1.2514929,0.82955784,0.8399625,1.0648898,0.13890862,0.75341934,0.64491737,0.26728833,1.3675377,1.2195086,0.8345785,0.78500277,1.0746373,0.5557693,0.62973946,0.89180607,1.3368077,0.74008846,0.0,1.2097149,1.2904817,1.3500507,1.2327485,1.0889273,1.1995156,0.8109305,0.8577952,0.5320431,0.6660543,0.58706665,1.422048,1.0458825,1.2317619,1.0054495,1.2483046,1.294809,1.0541332,0.83486044,1.3594707,1.2306874,1.490002,0.8941742,1.1902782,0.9627538,1.0481236,0.65797603,1.0694809,0.74406064,0.999423,1.2506539,1.0191789,1.1101725,0.7365364,1.0901423,1.1115199,0.98528355,0.67851907,0.88468134,0.97127223,0.786389,0.85760546,0.7365007,1.1920806,1.205853,0.92801154,1.0442685,1.3865665,1.1816268,1.0090286
motorcycle,1.0698615,1.1979879,0.96915185,1.1063117,1.09724,1.0078385,1.1174221,0.8918143,1.176786,0.91855836,1.0003444,0.9902844,1.1684854,0.7549108,0.76600456,0.72795606,0.46751672,0.9661195,1.0176191,0.9987219,0.99143404,0.9127666,1.0007592,0.7080839,1.1775064,1.1476041,0.8660854,0.91557145,1.0809066,1.1736615,0.76098347,0.9747962,1.0570453,1.121913,1.040426,0.9524992,0.93960965,0.8604095,1.0093637,0.7847104,1.2243876,1.1324806,1.1446977,1.2411793,0.98182553,1.0711629,1.3178009,0.9922643,0.7252028,1.117652,1.1010563,0.76097304,1.0530987,1.1703994,1.1515303,1.217883,1.2707589,1.2785103,0.8740788,0.56679595,0.9806291,1.1072793,0.8063961,1.2266912,1.0972016,1.0963665,1.1213565,1.0984062,1.2097149,0.0,0.92089903,0.80781645,1.1113763,0.99196213,1.0956969,1.1781206,1.1135111,1.1575251,1.2523944,1.1329241,0.894005,1.008268,1.1926984,1.113164,0.9456904,0.7898997,0.8537575,1.0873141,1.0370091,0.77595246,0.8321488,1.208195,0.8604095,0.9793489,0.95269215,1.1685851,0.6109302,1.1635994,1.1247224,1.1463046,0.955875,1.0647948,1.3095601,1.1142112,1.1369838,0.6898503,1.1732234,1.1083174,0.96190125,1.116238,1.3422348,1.0116998,0.9218113,0.44551992,0.97023904,0.95788944,1.0445154,1.0527782,1.0670252
nail,1.3692019,0.7647302,0.7665345,1.2656468,1.0439856,0.45497823,0.91016763,1.1862698,1.4091146,1.3618546,0.50915253,1.1830667,1.4032091,0.78007555,1.0081967,0.94033295,0.9022031,0.40542483,0.7666504,1.2474691,0.91342986,0.97694045,0.9095452,0.9505403,0.62688756,1.2711684,1.134722,0.81567955,1.2825239,1.3792758,0.9102758,0.9603275,1.3624275,1.0144663,0.3547747,1.3508623,0.3024171,0.9635537,1.3900439,0.38540876,1.3440611,1.1138792,1.3446506,0.92264783,0.8138903,1.1682348,0.8970616,0.54521346,0.8789352,0.83801377,1.0095292,1.2267667,1.1219628,0.6254891,1.1856427,0.696258,1.2781225,1.2484406,0.31235117,0.8983084,1.2848082,1.4270992,1.0623915,1.4322993,1.2525338,1.3485761,0.7422579,1.0452919,1.2904817,0.92089903,0.0,0.8223039,0.5942955,0.7673296,0.5684899,1.3506516,1.1945244,1.4302404,1.391643,1.3293623,0.5277158,0.50423974,0.87280864,1.0227684,0.8758745,0.9662102,0.9621287,0.97134155,0.32383275,1.0032502,0.5442489,1.311893,0.9635537,1.2906141,0.65897393,1.4010103,0.832139,1.214059,1.0988626,0.9150785,0.48061526,1.1836725,0.93198377,0.82312155,0.46736306,1.0778099,1.4483101,1.3632812,0.94484496,0.68185526,1.007865,1.2828501,0.9441627,0.7075237,1.2699882,1.1980803,0.72653055,0.3701707,1.2811813
napkin,1.2620933,0.92122835,1.0771673,1.245847,1.2816594,0.886169,0.854738,1.0057483,1.1706167,1.1385068,0.585971,0.81213325,1.1151508,0.7576604,0.26091444,0.9018941,0.62123764,0.7245727,1.095755,1.2679869,0.9814234,0.75974655,0.7647151,0.83084506,0.9042627,1.242198,0.71561646,0.7060914,1.1503749,1.2368155,0.86571354,1.0105302,1.1005846,0.98627555,0.79678065,1.166625,0.6349597,0.9968717,1.2934219,0.5754818,1.1734035,0.92775536,1.1262022,1.1199826,1.03131,1.2764289,1.1605318,0.81498176,0.7119913,1.0861584,0.77668047,1.1470118,1.2135606,1.0790405,1.2613317,1.0122974,1.3303597,1.407543,0.72672564,0.8748061,1.1283934,1.2776232,0.6967477,1.3817837,1.3348919,1.1718436,0.7474034,1.2315512,1.3500507,0.80781645,0.8223039,0.0,0.75168663,0.9747899,1.0395515,1.0912614,1.1936604,1.2994394,1.3314071,0.9276676,0.80398226,0.87116706,1.1354499,1.0941474,0.49091184,0.79502714,0.9669841,1.0962838,0.8327822,0.6684588,0.59162617,1.0599818,0.9968717,1.1992282,0.9705207,1.318217,0.74121845,1.1772863,1.1565692,0.8451756,0.8251245,1.1309564,1.0367693,0.94521165,0.8100732,0.8622696,1.3619168,1.2988535,0.95687795,1.0111017,1.1235023,1.0739484,0.16062057,0.64374375,1.2394958,1.2024169,0.7127686,0.91957694,1.0704117
necklace,1.2785854,0.6324446,0.9836118,1.3652921,1.2293472,0.76928073,0.67015433,1.329626,1.4054117,1.436869,0.31990695,1.02205,1.225115,0.5945324,1.1100097,0.85604376,0.9952488,0.7185207,1.2159343,1.477889,1.0544875,1.0256406,0.7533465,0.99161536,0.54386246,1.192886,1.1943381,0.7718033,1.2983148,1.2948335,1.1191468,0.93508166,1.3399036,0.78954417,0.3176449,1.3963716,0.6245054,0.77805686,1.3544253,0.68728685,1.3287792,0.75620353,1.1559947,0.66123724,1.0182451,1.2921077,0.6860372,0.5576948,0.9579995,0.6933452,0.70271975,1.3208096,1.1098237,0.49370956,1.041753,0.65534526,1.260478,1.1604061,0.5292362,1.1075739,1.3098023,1.3306289,1.0702299,1.2996173,1.2554758,1.4127096,0.47018003,1.2642567,1.2327485,1.1113763,0.5942955,0.75168663,0.0,0.8418817,0.80216444,1.3959882,1.2258902,1.3216901,1.2383444,1.2126857,0.5210782,0.47435755,0.6303978,0.90243655,0.6193614,0.9743351,1.1840202,0.96912885,0.70607734,0.9086239,0.8172524,1.2153678,0.77805686,1.3408036,0.8461046,1.2353139,0.90890515,0.92617214,1.1616104,0.7833493,0.41811323,1.2068799,0.6955241,0.5148709,0.5048549,1.1273369,1.3891909,1.5891975,1.008149,0.64463294,0.53101915,1.2956635,0.81320405,1.0274937,1.4523664,1.3251965,0.5289162,0.3353232,1.3061975
nose,1.1783543,0.73921067,0.8075484,1.1931472,0.80385447,0.7149345,0.8677416,0.9879101,1.1661394,1.2358705,0.7426071,1.1295742,1.2571541,0.9956312,1.0485862,1.0622556,1.0129555,0.9304116,1.0699863,1.1469523,0.79031175,1.0519693,1.0651543,0.9778297,0.7800535,0.9976548,1.1504575,0.7466501,1.2186887,1.0555321,0.7919278,0.875062,1.32251,1.0467178,0.8251884,1.2011023,0.914165,0.8536658,1.0709399,0.97693866,1.206656,0.97542924,1.2608856,0.97836,0.7065712,1.1412807,0.8646158,0.89031065,1.0381154,0.9488197,0.92163086,1.1114651,1.1849363,0.8396222,1.0161834,0.75125295,1.1021956,1.1192676,0.80777705,0.9380398,1.1286286,1.269285,1.0233867,1.2728939,0.95742005,1.1728096,0.70563906,0.7998719,1.0889273,0.99196213,0.7673296,0.9747899,0.8418817,0.0,0.7601221,1.2420514,1.0731866,1.2997714,1.180853,1.1555959,1.0344032,0.75525963,0.89666796,0.86331654,0.9509371,1.041934,1.100926,0.7502138,0.82229275,0.88745373,0.8497025,1.1580727,0.8536658,1.1204902,0.97490394,1.2909379,0.9959674,1.148964,1.1001035,0.9712362,0.78686565,1.1574268,0.73583376,0.9115599,0.8733579,1.1431725,1.2754701,1.2606206,0.90799844,0.8809932,0.9134063,1.2168468,0.9809654,1.0235411,1.1655968,1.1039264,0.8998029,0.65931594,1.1770577
orange,1.2366593,0.8682902,0.37759298,1.3762825,0.6623748,0.4045245,0.576187,1.1720545,1.4982839,1.3828,0.85099965,1.3440297,1.3313141,0.81862533,1.1911796,0.85048234,0.9760725,0.7505932,0.80404204,1.0433397,0.5735405,1.0720396,1.1376956,1.0496303,0.39571452,1.2479932,1.2765403,0.9439423,1.3494694,1.3224189,0.70985055,0.65807724,1.4708725,0.7680242,0.5051056,1.3245702,0.65440655,1.0050378,1.3209869,0.77342534,1.392343,0.98998564,1.3066549,0.7326269,0.2659279,1.1328654,0.83538055,0.6905227,0.87860465,0.98144776,1.0533888,1.1085534,0.9928982,0.70084363,1.168493,0.6435056,1.1565745,1.174798,0.5188938,1.1072898,1.376742,1.3493896,1.1261692,1.3336544,1.3533224,1.3000005,0.8558525,0.6940471,1.1995156,1.0956969,0.5684899,1.0395515,0.80216444,0.7601221,0.0,1.4371054,1.143235,1.411232,1.3093987,1.287905,0.7478485,0.74027383,0.77690816,0.4720136,0.9627253,0.9457705,0.86938065,0.6000775,0.26314825,1.1037586,0.84736896,1.4163581,1.0050378,1.0947398,0.9363975,1.3066244,1.238372,1.1981405,1.2197886,1.0616413,0.8620837,1.1940902,0.94918424,0.65553355,0.48871082,1.2798531,1.3562515,1.3674626,0.8668237,0.88834167,0.80563134,1.2853215,1.1407077,0.90671307,1.1666574,1.1693077,0.8559387,0.6271936,1.3585463
oven,0.8100339,1.2827967,1.3277438,0.6442964,1.132565,1.3725064,1.3014023,0.79820657,0.38382173,0.65243864,1.2661512,0.8220237,0.71461236,1.2926736,0.9687964,1.197689,1.2051928,1.1624271,1.0023297,0.83868587,1.1707708,0.9884092,0.74248236,1.0215479,1.4000638,0.82082736,0.7122268,1.1723496,0.60058993,0.7557006,1.1984956,1.2582244,0.66488445,1.095699,1.4443846,0.6722291,1.2636073,1.1227483,0.7721352,1.2748394,0.43634832,0.93480253,0.758304,1.2422237,1.3677263,0.8690273,1.1805086,1.3103004,1.1162202,1.2445484,1.0528289,1.0179172,0.9751084,1.2774327,0.9212146,1.2825677,0.835336,0.86326116,1.4158976,1.1414527,0.77374953,0.7740064,1.0239198,0.71127963,0.6400311,0.45281553,1.241662,1.0773361,0.8109305,1.1781206,1.3506516,1.0912614,1.3959882,1.2420514,1.4371054,0.0,0.898559,0.7133299,0.730811,0.7499275,1.2270826,1.3498638,1.250509,1.2563467,1.1529163,1.0496783,0.9130888,1.2514029,1.3402742,1.021699,1.1738598,0.3129081,1.1227483,0.86809814,1.135107,0.77922714,1.0810748,0.899757,0.6554401,0.8750606,1.3499602,0.99804693,1.1413295,1.2720008,1.3940971,0.8762479,0.6936132,0.48877007,1.1725895,1.3092102,1.2347786,0.73020923,0.892004,1.2375369,0.7620356,0.8554949,1.1821492,1.3882681,0.55454135
owl,0.78867966,1.2571399,1.1677654,0.7117451,1.0751886,1.2716671,1.0890223,0.99605715,0.9006554,0.9839535,1.1926795,1.1291989,0.79341775,1.2165216,0.9503373,1.041106,1.1690068,1.2030958,0.964833,0.9122625,1.0817184,1.2069256,1.1762496,1.1341095,1.2506366,0.7851693,1.1183152,1.1860504,0.8666959,0.81292623,1.101719,1.0579339,0.81254375,1.0773989,1.1867403,1.0416576,1.2308974,1.1618937,0.7798484,1.2589418,0.9164396,1.2208978,0.8311112,0.99852145,1.1097833,0.8087846,1.0774225,1.1581614,1.1734352,1.107802,1.0603042,0.91787326,1.0067999,1.1092513,0.9627597,1.1396027,0.6021917,0.84486616,1.2644464,1.012446,0.82703185,0.6521172,1.1460057,0.7347452,0.88072455,0.8803446,1.1733184,0.9073719,0.8577952,1.1135111,1.1945244,1.1936604,1.2258902,1.0731866,1.143235,0.898559,0.0,0.686046,0.8481734,0.7918014,1.1316048,1.1029427,1.029477,1.0879467,1.2604522,1.1623008,1.0724708,1.1018336,1.1429669,1.1940235,1.1783814,1.0329825,1.1618937,0.9140396,1.0603975,0.6039537,1.1418567,0.9455883,0.9304029,1.2917874,1.267504,0.7875011,1.17859,1.1650025,1.236088,1.170848,0.6432974,0.76954865,0.97437763,1.1564941,0.9685778,0.8101204,1.1615189,1.2169058,0.802993,0.78642577,1.275259,1.2418023,0.9803667
pajamas,0.6588163,1.1502618,1.3493567,0.5124506,0.9522235,1.405072,1.206517,1.1405679,0.6503876,0.7147429,1.4106464,0.8409078,0.33925593,1.3672875,1.0281136,1.1653326,1.2666106,1.3864956,1.1744337,0.9118076,1.2389336,1.1657925,1.1337131,1.2314414,1.3344307,0.70901924,1.0638622,1.3779083,0.6323265,0.48608565,1.2893578,1.1852466,0.5316465,0.9878522,1.4574103,0.7921301,1.4366055,1.2367706,0.67132914,1.4158854,0.7001448,1.2046564,0.36505163,1.2189684,1.3637922,0.75275165,0.97652227,1.4265072,1.3446708,1.0108361,1.1144092,0.86461544,0.89476895,1.1890795,0.65599585,1.2634441,0.5619723,0.5234543,1.432044,1.1876241,0.80079305,0.26834333,1.105266,0.28486502,0.71706426,0.6924169,1.3867192,0.9583198,0.5320431,1.1575251,1.4302404,1.2994394,1.3216901,1.2997714,1.411232,0.7133299,0.686046,0.0,0.38168526,0.6466278,1.3431921,1.3154495,1.2423711,1.1844732,1.2225103,1.2476559,1.1478952,1.0731094,1.3955486,1.298143,1.4783442,0.7544708,1.2367706,0.8733547,1.1806548,0.2604397,1.1378332,0.5764265,0.8829769,1.2654278,1.3188952,0.84820426,0.98291796,1.2593868,1.3607389,1.0674949,0.30031407,0.67166746,1.2044023,1.1297535,1.0435152,0.66200644,1.1722896,1.3561171,0.8552771,0.8427958,1.3711373,1.4064503,0.7911602
pants,0.67045414,0.9040931,1.3584061,0.59001625,1.0353999,1.4437165,1.1750956,1.1563482,0.62825614,0.7498429,1.3285708,0.8627643,0.5049962,1.2562828,1.1886363,1.1706603,1.3343368,1.3866694,1.2132504,0.99362534,1.2145826,1.229708,1.0760703,1.1868774,1.2810364,0.6135626,1.0525277,1.3413575,0.6853714,0.4427204,1.3291224,1.25654,0.52579296,1.0178415,1.4180927,0.7995596,1.4235842,1.1887202,0.6043739,1.3250942,0.59865856,1.1086118,0.5726462,1.0150934,1.3284736,0.73417014,0.91538346,1.2915542,1.3545748,0.8781084,1.1667422,1.0175881,0.90146464,1.1444533,0.72334003,1.1832227,0.64118695,0.6827282,1.393817,1.1453763,0.88124025,0.3709694,1.1311325,0.09307408,0.6485816,0.8124692,1.2321125,1.0721061,0.6660543,1.2523944,1.391643,1.3314071,1.2383444,1.180853,1.3093987,0.730811,0.8481734,0.38168526,0.0,0.82042325,1.334277,1.3366418,1.0429126,1.1378438,1.09773,1.273983,1.2567234,1.1258059,1.3442193,1.2496418,1.4030113,0.69793785,1.1887202,1.0465376,1.1863087,0.36167896,1.1195804,0.65680057,0.8580077,1.1176199,1.1620381,0.81279355,0.7185869,1.2873995,1.367388,1.0672522,0.26516843,0.6765919,1.19889,0.9496254,0.9774102,0.90928745,1.2182903,1.4413532,0.9560554,0.8557213,1.2424115,1.3409353,0.7559983
paper,0.8122096,1.0698543,1.2294776,0.66338444,0.94882727,1.286395,1.0287938,1.0478222,0.72628045,0.841902,1.2654428,0.81430435,0.64482653,1.2339758,0.8549718,1.1628964,1.0600076,1.2158921,1.1097473,0.96614903,0.9472101,1.1057945,1.0960921,1.1534933,1.2138866,1.03405,1.0276277,1.2304159,0.92624915,0.8670639,1.0434407,1.1731381,0.7627725,0.99793214,1.2188437,0.8962521,1.2599579,1.1534557,0.9147824,1.323493,0.8811723,1.0039471,0.7614647,1.1581948,1.195759,1.0060563,0.8596172,1.2961934,1.3328093,0.95228577,0.9417713,0.9037185,0.98476386,1.1241407,0.6853693,1.020277,0.8183756,0.5993445,1.3638812,1.181725,0.83152187,0.7915302,1.0133299,0.7291762,0.82812136,0.73706996,1.1960007,0.8873857,0.58706665,1.1329241,1.3293623,0.9276676,1.2126857,1.1555959,1.287905,0.7499275,0.7918014,0.6466278,0.82042325,0.0,1.2164186,1.1044642,1.1655056,1.1166675,1.1102704,1.2986987,0.9318826,1.1195097,1.3312941,1.1878641,1.3121059,0.86341596,1.1534557,0.94841015,1.1035367,0.6973567,1.0363723,0.82281667,0.97685295,0.93452066,1.1988435,0.9486084,0.9822755,0.94690484,1.2496336,1.073797,0.74672407,0.8705191,1.0428135,1.0133814,0.9303,0.57295775,0.7730168,1.1637903,0.8883296,0.9709554,1.2897893,1.2731805,0.946624
pen,1.3375261,1.034562,0.9398398,1.3566298,1.2602525,0.7588334,0.81363267,1.1761122,1.275775,1.2835114,0.4024799,0.96846455,1.4219137,0.56763333,1.0249457,0.7963956,0.8395122,0.6048458,0.86537945,1.2840343,1.0119576,0.98096055,0.5935574,0.7276813,0.67336315,1.1005312,1.09008,0.88075364,1.2108384,1.2802116,1.1005657,0.95571125,1.2226346,0.8362627,0.3197732,1.2879872,0.43632364,0.9891524,1.3534011,0.51251394,1.2446575,0.78054416,1.3771119,0.713994,1.0363356,1.2469714,1.0895268,0.36872017,0.96225476,1.0991158,0.613705,1.1906028,1.0161493,0.7178558,1.3184056,0.9489739,1.3432679,1.3359936,0.4911282,0.9952828,1.2752751,1.2623587,1.085329,1.3867646,1.2500367,1.3328826,0.65127546,1.209419,1.422048,0.894005,0.5277158,0.80398226,0.5210782,1.0344032,0.7478485,1.2270826,1.1316048,1.3431921,1.334277,1.2164186,0.0,0.66020286,0.6709802,0.9576546,0.6406194,0.9880227,1.0101249,1.0567605,0.5437171,1.0947622,0.5839982,1.0856456,0.9891524,1.2354376,0.7582197,1.2490357,1.0273073,0.9313326,1.1738975,0.62463,0.738618,1.0474627,1.0493239,0.7681638,0.5976226,1.1166676,1.36604,1.393228,1.0685965,1.0425988,0.8069112,1.2470841,0.8727359,0.81638414,1.2609364,1.1896825,0.6210879,0.58571905,1.1546938
pencil,1.2779257,0.7674912,0.90261567,1.2705657,1.0504217,0.67585176,0.72524667,1.2494254,1.446646,1.3948604,0.5845016,1.1761513,1.3230329,0.8453525,1.0433372,0.8371689,0.89208734,0.6532029,1.0100672,1.2582581,0.94896185,0.9764331,0.94397175,1.0286993,0.6072125,1.3036778,1.1690593,0.8473516,1.3384241,1.3358345,0.9816034,0.8723449,1.388498,0.9222464,0.30969942,1.3522768,0.6213076,1.0160335,1.3433182,0.7783229,1.3968873,1.0152558,1.2779962,0.9585176,0.861622,1.153641,0.6235908,0.80304325,0.9733938,0.73472774,0.94056123,1.2134168,1.1172231,0.48403245,0.94532466,0.5172872,1.178983,0.97256064,0.5301924,1.067869,1.2221044,1.3179481,1.0915785,1.3750312,1.0993222,1.3412058,0.6126035,0.9969765,1.0458825,1.008268,0.50423974,0.87116706,0.47435755,0.75525963,0.74027383,1.3498638,1.1029427,1.3154495,1.3366418,1.1044642,0.66020286,0.0,0.883791,0.90738463,0.9124203,1.0216452,1.0156236,0.9323572,0.6437557,1.0340123,0.89460975,1.2714067,1.0160335,1.204106,0.7156914,1.2831504,0.9253278,1.0992606,1.2083412,0.9431802,0.4878809,1.19735,0.89308125,0.5350212,0.5296908,1.0693506,1.3605397,1.4427567,0.9513197,0.6400923,0.66615427,1.0279108,0.97828865,0.86824083,1.2284325,1.250116,0.7788745,0.34105515,1.3216081
penguin,1.0944308,0.8547363,0.92487645,1.2995428,1.1675258,0.9579838,0.8418932,1.1536877,1.2120574,1.3103518,0.7521603,1.2403333,1.2626044,0.440808,1.2850184,0.9798012,1.1255934,1.0359757,1.0570762,1.2218152,1.0232975,1.1959867,1.0258164,0.94914794,0.7187722,0.9085971,1.3098645,0.94847894,1.2006981,1.1032214,1.1608146,0.9608907,1.2050694,0.9845736,0.58933234,1.2642133,0.9429359,0.83306086,1.0266958,0.90608716,1.1882536,0.7077108,1.2426645,0.08380884,0.95142484,1.1338537,0.89335936,0.3216709,1.1013813,0.8577001,0.6793024,1.1469988,1.0116189,0.67835116,1.1621466,0.76816535,1.142649,1.1545839,0.8048711,1.0698692,1.2601951,1.1538101,1.1901245,1.1256217,1.1387309,1.2496787,0.631819,1.169201,1.2317619,1.1926984,0.87280864,1.1354499,0.6303978,0.89666796,0.77690816,1.250509,1.029477,1.2423711,1.0429126,1.1655056,0.6709802,0.883791,0.0,0.88323635,0.83994305,1.0557054,1.2076972,0.95398694,0.8305505,1.074428,0.9500706,1.2176847,0.83306086,1.1756852,0.9444144,1.1857332,1.15895,1.0543196,1.0624988,0.8508656,0.75084907,0.85355425,0.7985103,0.7268716,0.724761,1.249035,1.186206,1.2817562,0.9597093,0.8527831,0.5289246,1.3430984,1.1340444,1.1824455,1.1714424,1.0640433,0.67394876,0.6885381,1.2162014
pickle,0.99374557,0.822207,0.4396631,1.2276169,0.7428439,0.83134145,0.28997803,0.96501976,1.2956588,1.2477626,1.025428,1.1438988,1.1157693,0.9216547,1.2303902,0.93487334,1.0850598,1.1206216,0.89810306,0.809459,0.6775223,1.0301871,1.1611662,1.1661088,0.55156165,1.1487532,1.2072996,1.0646536,1.2085594,1.20555,0.8671961,0.2908495,1.3190982,0.65247786,0.84691405,1.1663375,1.1043183,1.0029228,1.1961358,1.1138415,1.279022,0.928333,1.1303513,0.8238484,0.44907868,1.1703224,0.834461,0.9817637,0.9934392,0.8846003,0.939094,0.9656397,1.0108168,0.86846405,0.9836284,0.8034415,1.1277657,0.9881897,0.9338053,1.201405,1.2900589,1.2067984,1.1058463,1.1378804,1.1995138,1.1941247,0.9411815,0.53771734,1.0054495,1.113164,1.0227684,1.0941474,0.90243655,0.86331654,0.4720136,1.2563467,1.0879467,1.1844732,1.1378438,1.1166675,0.9576546,0.90738463,0.88323635,0.0,0.97576696,1.0195785,0.93910253,0.52195776,0.8905443,1.0661837,1.1778356,1.1928648,1.0029228,0.8694385,1.0971006,1.0948912,1.2520199,0.98948336,1.1837653,0.977932,1.0437402,1.204386,0.81760013,0.71005285,0.7861629,1.1327155,1.1971871,1.2819521,0.937402,0.90404916,0.84740824,1.0506517,1.1363627,1.1107717,1.011596,1.1977272,0.9688384,0.90447825,1.2799932
pillow,1.1968381,0.7228396,1.0496092,1.2798569,1.1965189,0.8917932,0.7954005,1.0929216,1.1702354,0.99812204,0.5312127,0.58365446,1.1871195,0.66496056,0.7781359,0.8540725,0.76263535,0.8807409,1.238646,1.3428458,1.0238636,0.87497455,0.6108114,0.9320447,0.7900339,1.177862,0.7968603,0.85210556,1.1966416,1.193538,0.9633985,0.9612196,0.9435534,0.7542926,0.75884223,1.0095658,0.76812917,0.96745723,1.2702727,0.72677714,1.2217412,0.60360587,1.1673852,0.8473658,1.0476533,1.3373566,1.0270041,0.67826486,0.8090982,0.9642342,0.7480379,1.2487938,1.1251197,0.9704424,1.114401,1.0276039,1.3515439,1.3456326,0.7334132,1.0562937,1.2944256,1.1991051,0.99161035,1.1528982,1.2605393,1.2189771,0.7526703,1.2827892,1.2483046,0.9456904,0.8758745,0.49091184,0.6193614,0.9509371,0.9627253,1.1529163,1.2604522,1.2225103,1.09773,1.1102704,0.6406194,0.9124203,0.83994305,0.97576696,0.0,0.80578303,1.1106484,0.98493695,0.8769293,0.8244488,0.6745356,1.0088931,0.96745723,1.3162179,0.92713934,1.176897,0.8383245,0.876148,1.2288432,0.69677484,0.7098527,1.2205696,0.7145822,0.9181985,0.7417493,0.8962238,1.2366673,1.3631015,0.92645586,0.92100036,0.92995024,1.2895505,0.5172672,0.86510706,1.3243964,1.3916981,0.5948211,0.8103573,1.1820645
plant,1.1219037,1.0575246,0.887434,1.144623,1.0555838,0.849928,1.0666963,0.866678,1.0898277,1.041231,0.97105867,1.0154864,1.2009392,0.83901787,0.86039495,0.8453456,0.7884448,0.9347677,1.0401051,1.0058254,1.1025532,0.914418,0.91765,0.9417685,1.0080038,1.1377931,0.76716936,0.7997151,1.0635619,1.1901715,0.93550056,0.9062225,1.0835204,1.034605,1.0422171,1.0355638,0.918749,0.868315,1.0792849,0.79578835,1.0472152,0.95137304,1.147996,1.0191561,0.9069569,1.0966817,1.276277,0.988418,0.09482682,1.1053725,1.0957805,0.9040281,1.127371,1.155323,1.258034,1.194336,1.2137983,1.3459224,0.8875747,0.85261315,1.1173936,1.1903503,0.85209924,1.2703918,1.235262,1.0024046,0.95941573,1.1502833,1.294809,0.7898997,0.9662102,0.79502714,0.9743351,1.041934,0.9457705,1.0496783,1.1623008,1.2476559,1.273983,1.2986987,0.9880227,1.0216452,1.0557054,1.0195785,0.80578303,0.0,0.9893599,1.0581942,0.87453336,0.6806292,0.7983221,1.0687302,0.868315,0.9794758,1.0143363,1.2667222,0.75284743,1.2128121,1.1166651,1.0539349,0.9573586,1.1059914,1.1547508,1.0235623,0.9640347,0.77164197,1.2146612,1.0215449,0.9523004,1.0633013,1.2317114,1.0792446,0.88704365,0.7476808,1.0333129,1.0748155,0.75120866,1.0404757,0.88551456
