,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
dress,0.8064201,1.1081841,1.3483489,0.55154413,1.3043404,1.3073429,0.9750288,1.1189966,0.81513625,1.0181038,1.32129,0.67599297,0.26197863,1.3343081,0.763602,0.9289059,0.9299939,1.2668381,1.4279196,0.85532045,1.3018483,1.0778576,1.2147741,1.3084929,1.034879,1.2104293,0.8370851,0.92599267,1.2518463,1.2508472,0.8738941,0.88260823,0.68111503,0.8131731,1.0618173,1.3425312,1.3565885,0.60567117,1.2549415,1.4819943,0.8002109,1.3072557,1.2419574,0.88071454,0.75736135,0.75625503,1.1061349,0.0,1.3104951,0.80244523,1.2899168,0.7325739,1.1223807,0.87061125,1.4315531,1.2861108,0.9165103,1.3058748,1.1674439,0.91355354,1.2451731,1.0462211,0.7770307,1.3347349,0.6667125,0.9706365,0.76607287,1.4007732,1.0658604,1.0889034,0.8455862,0.5503916,1.0434865,0.53565747,1.4247439,1.0576851,1.320421,0.62477386,1.1700553,0.852768,0.89734703,0.74127805,0.94089854,1.0228789,1.1435863,1.3578146,1.1256002,1.2063042,1.1536846,1.3409355,0.8403025,1.0344752,0.18575811,0.5017414,0.7562505,1.1133553,1.4656314,1.4768057,1.1769083,1.1931396,1.0362161,1.2550993,1.1240286,1.0748856,1.1527386,0.65629727,1.134584,0.7387235,1.0909154,1.0858103,0.93038785,1.0043741,0.30530715,0.90522945,0.70938617,1.221642,0.7227779,1.0345297,0.8641466,1.3318797,0.8370916,1.355438,0.949053,1.1355046,1.3953934,0.9642017,1.0535126,0.80450106,0.41677213,0.79220563,0.64445853,1.4171777,0.9645469,1.1390568,1.0463417,1.1196294,0.9924152,1.0598539,1.0613774,0.77895784,0.98197854,0.86292964,0.9854456,1.3355521,0.8488934
egg,1.2893399,0.86609596,0.37273186,1.2956823,0.52356017,0.5569478,0.9014731,1.0410779,1.3287814,1.0342292,0.74735713,1.397143,1.1950781,0.93867177,1.2884007,1.2718929,1.1931577,0.7724431,0.80464524,1.3090189,0.6820976,1.0832105,0.9434928,0.84894216,1.130246,0.5185417,1.241887,1.1851008,0.69118285,0.7556519,1.1062529,1.1762017,1.1104536,1.2276665,1.0973196,0.5878087,0.5979518,1.3453641,0.6522891,0.52340955,1.3759279,0.741789,0.9816873,1.2145821,1.1695514,1.2597427,1.2073693,1.3104951,0.0,1.2147181,0.7497878,1.0798562,0.70704097,1.2201543,0.78263605,0.822325,1.120947,1.0046651,0.869308,1.1466075,0.6009402,1.0408502,1.1748328,0.5316938,1.0285751,1.0604639,1.1691895,0.5265975,1.0306978,1.0128231,1.2429333,1.1331614,0.95496434,1.2696731,0.71458715,1.1558905,0.93404114,1.018624,0.95210326,1.1192626,1.1382643,1.3040848,1.1474736,0.82031184,0.9071291,0.4234842,1.0088333,0.6927938,0.6733008,0.3565755,1.2681563,0.9464414,1.3140461,1.1580913,1.2944613,1.0209428,0.64799273,0.65403736,0.9874147,1.0176088,1.0224658,0.99514186,1.0343826,1.0712167,0.7644847,1.3828759,0.87790674,1.3173063,0.96824247,0.99799323,1.1175191,1.2177708,1.2335216,1.1947182,0.97062814,1.0667026,1.1776936,1.2726312,1.1639746,0.7042215,1.2539206,0.62387484,0.98229945,0.82705945,0.90167767,1.2072532,0.87190485,1.2591536,1.2231618,1.2195811,1.3539708,0.5021474,1.0558747,0.6821746,0.7497151,0.9626789,1.0670103,0.9867449,1.089821,1.2707431,1.07148,1.2697,1.1881101,0.6386183,1.2398429
elephant,0.6996384,1.1043922,1.2082083,0.8690933,1.2313237,1.199196,0.91726315,1.044613,0.6604979,0.46469945,1.0651423,0.79964113,0.832085,1.0126797,0.68082905,0.77938896,1.034195,1.2097769,1.2417308,1.047031,1.2244966,1.2225444,1.1607136,1.1837455,1.0440428,1.0548702,0.7230996,1.1294854,1.1892192,1.2206869,1.0160083,0.8948589,0.908576,0.9290633,0.93096185,1.2285757,1.1555936,0.7965776,1.2304099,1.2211726,0.9350478,1.2392471,1.0920801,0.88850945,1.0887843,0.891786,1.0720088,0.80244523,1.2147181,0.0,1.0312117,0.8726487,1.1074969,0.94093907,1.0201244,1.2150141,0.9841809,1.1064081,1.0662407,1.0565203,1.1259989,1.0308303,0.7916207,1.2599645,0.93994194,1.0841972,0.9417015,1.184185,0.8912172,0.9308994,0.8691433,0.68274367,1.1265854,0.7389577,1.1534693,1.1159364,1.1433983,1.0629454,1.1785939,0.979766,1.130874,0.84516716,1.1092367,0.98726267,1.1321118,1.1634845,1.1432711,1.1494666,1.1157306,1.2198298,0.8912377,1.0067995,0.6704078,0.7720094,0.8336232,1.1318429,1.1468983,1.1801286,1.1635753,0.9035274,1.1105793,1.1254942,1.1737041,1.0371139,0.8179671,0.92935574,1.0923812,0.7679082,0.49012095,1.0755773,1.0102552,0.94789803,0.74127376,0.9308296,0.9565263,1.2458968,0.838841,0.96296954,1.0055469,1.1522509,0.5358115,1.1822802,0.96349233,1.110653,1.1751647,0.9419343,1.1010411,1.0856111,0.66034114,1.1000687,0.77747643,1.2070578,1.1066394,1.17291,0.96659607,1.063513,1.1191648,1.2185445,1.1354419,0.78238857,1.1840067,0.9282782,1.2477609,1.153807,0.6974023
eye,1.1277418,0.91419727,0.5734555,1.2887869,0.64243776,0.7332119,1.1229583,0.9372031,1.2736285,0.9078014,0.48535973,1.326977,1.2934654,0.63986826,1.1169215,1.2887527,1.2198186,0.73241925,0.7778636,1.3550552,0.9560148,1.0551642,0.8942841,0.67601156,1.098404,0.6409316,0.97652495,1.1593215,0.9250055,0.70898736,1.1081557,1.1276888,1.1332781,1.2220414,1.2064596,0.82377094,0.76378644,1.3372581,0.89755875,0.52979517,1.3471149,0.76435125,0.9556103,1.0009619,1.2192291,1.0878434,1.1390997,1.2899168,0.7497878,1.0312117,0.0,0.97335875,0.8293513,1.2472237,0.55446637,0.7230973,0.94715214,0.96433634,0.9365104,1.2367291,0.4825585,0.9662879,1.1213048,0.7704401,1.1002815,1.2771499,1.2062223,0.4948963,1.1078371,0.96077514,1.219876,1.25162,0.9578494,1.2515117,0.6784497,1.1140419,0.6374356,1.0955933,1.1738884,1.2201856,1.1513468,1.2748933,1.14146,0.9747224,1.1691284,0.48236108,0.99530923,0.5856274,0.637823,0.7337206,1.2123913,0.86495316,1.323416,1.1918802,1.2839761,1.1150546,0.52350295,0.5735193,0.8960828,0.72888136,1.1667442,0.80485594,1.1253889,0.9176971,0.65452313,1.2374471,0.5783957,1.1891019,0.84797883,0.812551,1.2700273,1.1400383,1.3010939,1.0820962,1.0395131,0.95202166,1.1720378,1.2188249,1.2715399,0.50849473,1.0771108,0.7496336,0.9940539,0.8269559,0.85193837,1.2185998,0.9405708,1.2235215,1.273176,1.2888544,1.3938239,0.636944,1.1723484,0.7217503,0.8169458,1.0330218,1.0469828,1.1564567,1.2132373,1.173645,1.1551831,1.243253,1.1715714,0.46080005,1.0520945
face,0.88414526,1.1305213,1.0992773,0.7516303,1.1676701,1.19095,0.9111161,1.2413093,0.8312787,0.86948895,1.1706305,0.9005965,0.70699483,1.2432284,1.0734134,0.9983309,1.0755894,1.279742,1.3767295,1.0264015,1.214669,1.1063699,1.312634,1.2877829,1.0355835,0.8940246,0.78755057,1.1509609,1.2035658,1.2228587,0.96779895,0.8702461,0.9409964,1.003753,1.0900316,1.2435498,1.207808,0.7583053,1.1673497,1.2840924,1.0640452,1.3135276,1.0683793,0.8526772,1.0305432,0.82103467,1.1146886,0.7325739,1.0798562,0.8726487,0.97335875,0.0,0.7655052,0.9357405,1.3154945,1.2539483,0.9426991,1.2537091,1.1370554,0.8876613,0.6841152,1.1990786,0.87519455,1.1506855,0.2729867,1.0127356,0.63034403,1.1756184,0.9650324,0.9984503,0.8841825,0.85924995,1.0930462,0.75367856,1.3231765,1.1751186,1.2060947,0.8061096,1.1468904,0.8758465,1.0341842,0.86404335,1.0859721,0.79532766,1.1075493,0.9977286,1.3778833,1.1264175,0.65286833,1.2038302,0.903853,1.1027912,0.71318686,0.6788687,0.89467204,1.1366225,1.2473452,1.2853346,1.1634425,1.300377,1.0925324,1.2255404,1.2011602,0.9488058,1.1249,1.0227685,1.0275878,0.8332101,0.88636535,1.0886171,0.96657795,1.0580075,0.5588442,1.0248815,0.8373547,1.2540908,0.7016837,1.0258672,1.118069,1.1224998,0.86442137,1.289556,1.1010438,0.9161804,1.3386183,0.92443556,1.1764513,1.0825453,0.6014358,0.9696385,0.8682441,1.2774311,1.0499842,0.7978415,0.7933222,1.0857993,1.2989857,1.209927,1.1288248,0.88153,1.123064,0.9130317,1.1599998,1.0534915,0.90468913
finger,1.2225611,0.6387785,0.6180359,0.8244523,0.888106,0.9548574,0.9809633,1.1106477,1.1270069,0.91319674,0.7891245,1.2173827,1.0262434,1.0361166,1.3482816,1.2516077,1.183282,1.0923641,1.1508706,1.2571931,0.964717,1.1482446,1.1895363,1.0767488,1.1760511,0.4017877,1.1828189,1.1975225,1.0501641,1.117911,1.1439086,1.1655579,1.1178066,1.2588129,1.0530679,0.9558232,0.8991285,1.1263132,0.8908507,0.7052227,1.3439637,1.0748491,1.0602418,1.1594598,1.0652976,1.1582443,1.0873588,1.1223807,0.70704097,1.1074969,0.8293513,0.7655052,0.0,1.1578072,0.9958707,1.0755104,0.58926165,1.0394136,1.1519637,1.0920963,0.4964471,0.8402257,1.1368293,0.6508222,0.7700877,1.0900288,0.3892734,0.82929564,1.0659797,1.1736814,1.208648,1.1682014,1.0364977,0.9396605,0.7871751,1.1847178,1.0928655,0.6405668,1.0539218,1.1538283,1.091213,0.91114736,1.2932153,0.53488064,1.0732434,0.5130458,1.0709367,0.5723006,0.37265563,0.8107642,1.1924856,0.96647304,0.9587705,0.87818503,1.1993122,1.1584028,0.7914202,0.7587998,1.0407277,1.1256425,1.2124038,1.1397461,1.2376695,1.1466465,0.9454429,1.228523,1.0425057,1.205293,0.8551519,1.0727432,1.1795026,1.2039752,0.9966545,0.86944616,0.74401927,1.2143087,1.0928884,1.2363656,1.2403034,0.5842943,1.1692268,0.95017564,0.6220013,0.6645506,1.0058588,1.1894345,0.739818,1.2658536,0.8875375,1.283875,1.3220878,1.016592,1.1727774,0.13231105,0.410964,0.7594275,1.0428512,1.2631133,1.2517564,1.2229381,1.2136102,1.1918199,1.2822851,0.55197626,1.2026991
firetruck,0.9459153,1.1772856,1.273864,0.92768097,1.1614143,1.1542716,1.0584408,1.1752794,0.8741988,1.0192257,1.215993,0.86154413,0.934577,1.0736803,0.9735661,0.7306657,0.96642405,1.2077245,1.2497214,0.88061064,1.2144449,0.90635306,1.1191189,1.164312,0.21251667,1.1970371,0.9300108,1.0081282,1.0872875,1.2406917,0.9970982,0.8988804,0.97260267,0.9049096,0.95902634,1.2360259,1.2687213,0.8536582,1.2184702,1.3016771,0.88646656,1.2296164,1.0610425,0.94981456,0.92937446,0.954548,1.010004,0.87061125,1.2201543,0.94093907,1.2472237,0.9357405,1.1578072,0.0,1.2255661,1.12181,1.048792,1.0558474,1.0643988,0.98215413,1.2143027,1.1664166,0.88399273,1.2485397,0.97292596,0.9732938,0.94684947,1.2426723,0.7070855,0.94471854,0.79213595,0.88704276,1.1217707,0.86138856,1.1907684,1.0029588,1.1794293,0.9870445,1.0774001,0.9175409,1.0423514,0.9561261,0.74254507,1.0775746,1.0316005,1.2930456,1.236076,1.194331,1.1516416,1.2450434,0.8518777,1.1320827,0.9028971,0.8532957,0.89359844,1.0663692,1.229552,1.2477343,1.1060765,1.1508338,1.0419301,1.1047494,1.0719502,0.9636303,1.0674906,0.77181286,1.042441,0.85310477,1.0309818,1.1502761,0.9903288,0.91915876,0.90187603,0.9746511,0.95048153,0.9792482,0.9918496,0.9495672,0.8991939,1.2282983,0.91761637,1.2773762,1.1404537,1.0474507,1.1407516,0.76766104,1.1044939,0.85173076,0.8997524,0.7544719,0.8818145,1.2070433,0.98560745,1.2140471,1.1484587,1.1092938,1.1546235,0.9194517,0.9845212,0.78651917,0.80095553,0.06029135,0.853917,1.2472867,0.7934482
fish,1.0542873,0.8932249,0.5770185,1.4158971,0.7872959,0.7467858,1.1334839,0.825866,1.3688896,0.9573015,0.4234867,1.354759,1.4258082,0.23758763,0.9404389,1.1220293,1.1479517,0.6136154,0.6044268,1.3500651,0.8806128,0.94963276,0.812665,0.5637366,1.012938,0.72354615,1.0196176,1.1177889,0.8317716,0.7700486,1.1207391,1.0362111,1.0129974,1.1487937,0.99176836,0.75075746,0.6525928,1.4034975,0.857775,0.33528268,1.3605412,0.6673591,0.87125736,1.0283005,1.1281765,1.199193,1.0301471,1.4315531,0.78263605,1.0201244,0.55446637,1.3154945,0.9958707,1.2255661,0.0,0.5131417,1.0112579,0.6892574,0.69656825,1.2473217,0.79761404,0.774662,1.2014672,0.7440482,1.2849076,1.262913,1.3549329,0.37965012,1.0029812,0.9774699,1.3058041,1.3142794,1.0750909,1.4029157,0.45848083,0.9970846,0.5230913,1.1595397,1.0450165,1.3779981,1.1446046,1.2347274,1.16633,1.2037488,1.1439978,0.5717074,0.74468136,0.7398968,0.9558568,0.65601945,1.2934885,0.64361143,1.5034274,1.3388247,1.2928606,1.1101682,0.3384626,0.3625186,0.71586096,0.5049705,1.1306298,0.6111647,1.0567875,1.0370462,0.60306704,1.3147063,0.81942207,1.2593238,0.88190854,0.7619513,1.3023107,1.0062927,1.4699109,1.0949864,1.1054974,0.7836923,1.3689535,1.1291577,1.1086494,0.4947778,1.105092,0.5504544,0.92414635,0.89643824,0.5524251,1.2778021,0.877982,1.2936823,1.4256989,1.2714593,1.4525769,0.54319584,1.2516658,0.8879629,0.96053374,0.89139897,0.8982662,1.1310529,1.151167,1.1792365,1.1555606,1.242847,1.1549968,0.54861295,0.94813603
flower,1.3266928,0.90761065,0.6252744,1.371081,0.6925225,0.6802518,1.2242687,0.7338076,1.4064302,1.2480097,0.65614647,1.432563,1.2705234,0.68960756,0.95489246,1.2712317,1.0902803,0.46372056,0.58736277,1.2834021,0.8184553,0.81135345,0.6397494,0.5145238,0.9101626,0.8676103,1.244503,0.9479804,0.825176,0.6671611,1.1175702,1.1042533,0.9648626,1.2775295,1.0963745,0.7698772,0.6168537,1.437633,0.7970402,0.49506795,1.237865,0.5086392,0.60995877,1.1959176,1.0667841,1.1673732,1.1847599,1.2861108,0.822325,1.2150141,0.7230973,1.2539483,1.0755104,1.12181,0.5131417,0.0,1.0733111,0.95794666,0.71809673,1.1965446,0.87449515,0.8580708,1.1352105,0.72156394,1.2059655,1.1053778,1.3956457,0.49137378,0.9952687,0.97186035,1.2836034,1.2214326,0.93511695,1.4257865,0.80514115,0.8540627,0.53389823,1.2234037,1.0008906,1.2576953,1.1052263,1.3476292,1.028142,1.2479262,1.0627831,0.6825675,0.7627188,0.71691895,1.0400548,0.7881969,1.2821046,0.5844868,1.4345266,1.3768754,1.2393777,1.00518,0.60114706,0.6080915,0.78733265,0.6579538,1.0380383,0.21152425,0.9696731,1.0440952,0.5613784,1.1909456,0.8272886,1.2749357,1.1760589,0.63135177,1.2602422,1.1089066,1.4150536,1.0873282,1.1184927,0.71425825,1.3535957,1.1549174,1.0454092,0.5838493,1.2322245,0.58909696,1.0236212,0.94660264,0.8255199,1.2722781,0.885535,1.1039876,1.4328299,1.1182758,1.44764,0.6086087,1.1850733,0.94496274,1.0671245,1.052368,0.91812116,0.9474998,1.0618309,0.90971965,0.9548255,1.1220676,0.94428504,0.70070857,1.1030177
foot,1.1248089,0.30066383,0.9980085,0.79946446,1.0687541,1.1355163,1.0665473,0.9425969,1.1374487,1.0065795,0.89089215,1.1338029,0.95579004,0.94975,1.0731324,1.110985,1.1424146,1.0555803,1.1543539,1.1634951,1.0933492,1.0362425,1.0683708,0.98461,1.0697174,0.8678731,1.1281915,1.0801438,1.1065711,1.121104,1.1025025,1.1277189,0.94047207,1.2651534,0.9279605,1.08696,1.0336442,1.0667751,1.0893862,0.9349271,1.1583644,1.0754839,1.0722224,1.100503,0.87774754,1.1471956,1.0977767,0.9165103,1.120947,0.9841809,0.94715214,0.9426991,0.58926165,1.048792,1.0112579,1.0733111,0.0,1.0262418,1.1163394,1.1911774,0.8372078,0.30779862,1.0869352,1.0178903,0.9469965,1.1341717,0.7269756,0.9289049,1.0935365,1.1613811,1.1472927,1.0579878,0.9150943,0.775125,0.97383523,1.0552847,1.0081232,0.67154014,1.1315954,1.202571,0.9474532,0.49666995,1.0851206,0.9554637,1.0913529,0.92506236,0.8982057,0.8218483,0.80979645,1.078356,1.1152334,0.8988726,0.8863328,0.8157835,1.1702158,1.071352,0.97584283,0.9685488,0.95587695,0.8387678,1.1872927,1.0806751,1.2320405,1.1022902,1.0256524,1.0237148,1.0285144,1.1544207,0.96874225,0.9657524,1.1604276,0.96487594,0.9704563,0.18797803,0.7058414,1.0738645,1.2093511,1.1560882,1.0879683,0.49547076,1.1245611,1.0811489,0.2691692,0.8269553,1.0440993,1.1401527,0.72952604,1.0058622,0.88458383,1.191117,1.3108752,1.121212,1.1366671,0.42986727,0.83018744,0.89907277,0.85266787,1.1311457,1.1754999,1.2150959,1.0320127,1.070639,1.0859032,0.7885361,1.0579351
fork,1.1439339,0.9496162,1.025033,1.1730754,1.0297133,0.9657785,1.0010489,0.9340667,1.1173719,1.1231066,0.9199418,1.1183336,1.3533038,0.6824389,1.0317976,1.066072,1.0534008,0.93807137,0.6789295,1.0104597,0.92711234,0.76671374,0.8944998,0.91070795,1.0190742,1.0044711,1.181,1.0014672,0.69662976,0.7782297,1.1071693,1.153696,1.1854991,0.95103335,0.8592319,0.8952058,0.916952,1.276542,0.94065136,0.7338475,1.0111798,0.8510541,0.9918348,1.1851716,1.0573405,1.0629212,0.84722686,1.3058748,1.0046651,1.1064081,0.96433634,1.2537091,1.0394136,1.0558474,0.6892574,0.95794666,1.0262418,0.0,0.98980105,0.95219123,1.0530429,0.9990295,1.1669563,0.9275406,1.3000014,1.097381,1.1380776,0.966477,1.0609925,1.0727015,1.0130016,1.3083498,0.9851774,1.2338727,0.44495082,0.8805503,0.6956637,1.0993314,0.9219964,1.1344628,0.9252125,1.133805,1.1069745,1.1355417,0.9729391,0.9617231,0.82413995,0.88962215,1.1314301,0.96168363,1.0047499,0.9454426,1.3034601,1.213,1.1249018,0.89951396,0.70970196,0.61258346,0.87180984,0.8747817,1.0122116,0.88036275,0.849143,1.0852525,1.0775398,1.0388834,1.0041481,1.034314,1.081664,1.0766762,1.0807786,0.7285795,1.353755,1.0185534,1.1990585,0.6351698,1.2384727,0.834094,0.98031396,0.9400548,1.2070696,0.9542969,0.96153194,0.9986603,0.049776435,0.9360516,0.8242341,1.0973532,1.3063859,1.069551,1.0772309,0.7897036,1.0742395,1.0255156,0.9963093,0.66911316,0.88859606,1.0182813,0.8323873,1.1736352,1.0612944,1.0937803,0.9083638,0.87584877,1.0427717
frog,0.75415754,1.0587885,0.8817283,1.1404418,0.70376503,0.8494849,0.648906,1.0488207,1.1367439,1.0292637,1.0565747,1.3105128,1.0264128,0.7596592,1.0658352,0.9526346,0.81408274,0.93556356,0.9716994,1.0518272,0.87665045,0.9957204,1.0637605,1.1033492,1.0266113,1.0633389,0.9547059,1.2214658,0.93443954,0.9110458,1.2253926,1.1031787,1.0431308,1.2572101,1.0873418,0.78288,0.892836,1.2270366,0.8743875,0.92450655,1.0863495,0.9796555,0.78405285,0.8328252,0.8511628,1.3211796,1.2284846,1.1674439,0.869308,1.0662407,0.9365104,1.1370554,1.1519637,1.0643988,0.69656825,0.71809673,1.1163394,0.98980105,0.0,1.1186699,1.0700679,0.81858826,1.0939469,0.8581517,1.1402397,0.923757,1.1241287,0.85124713,1.0429577,0.6215696,1.0021214,0.9573312,1.0251576,1.274267,1.0692016,1.1891433,0.9424967,1.2800403,0.83907765,0.87862504,1.0792952,0.856972,0.8411789,1.1614879,0.94247895,1.0496176,0.9207677,1.0828471,0.9808799,0.8564379,1.3604158,0.9374676,1.1931392,1.2866554,0.8550731,0.9984484,1.0114834,1.0127017,0.69853985,1.0210605,1.0048546,0.76536345,0.96272254,0.6863324,0.8818502,1.0715101,0.7961112,1.3866792,1.0241019,1.0183512,1.0817668,0.7211748,1.154577,1.0157068,1.2035619,0.86208427,1.2094774,1.1941606,0.9536254,0.99134463,1.0734416,0.9289791,1.1160059,1.0445058,0.9346457,0.9718844,1.092656,1.0598148,1.2015039,0.9614162,1.1424971,0.84807205,1.0531083,1.1337075,1.098402,1.0033017,1.0076772,0.53142977,1.0746863,1.0291524,0.81589377,1.0936732,1.0617034,1.0528044,1.2116978
glass,0.8743075,1.2063407,1.2282205,0.8083985,1.1220292,1.1336013,0.9349517,0.81967056,0.7478,1.1540512,1.2349808,0.7858767,0.862791,1.2581606,1.0310103,1.0032208,0.8649926,1.1193628,0.90546954,0.7056962,1.0202044,1.1373954,1.0124639,1.1771315,1.085741,1.1931019,0.8601327,0.9746936,1.0903137,1.1316488,0.8445385,0.9092815,0.9473199,0.74125534,0.86376905,1.1000255,1.2364624,0.7376592,1.0557594,1.345263,0.87736624,0.9749398,1.1740959,0.8728426,0.97032815,0.903161,0.8272791,0.91355354,1.1466075,1.0565203,1.2367291,0.8876613,1.0920963,0.98215413,1.2473217,1.1965446,1.1911774,0.95219123,1.1186699,0.0,1.2426938,1.159587,1.0238655,0.9951244,0.8424549,0.73859906,0.6962254,1.3837475,1.0913005,1.0676982,0.9706776,0.9684262,1.0150329,0.9248749,1.1784978,1.1250069,1.2347984,0.9905507,0.8748462,0.8365299,0.76243794,0.8068438,1.10288,0.77126217,0.865034,1.2706758,1.1252291,1.2510698,1.0263209,1.0464945,0.6716047,1.094069,0.85018003,0.9053365,0.8613193,0.9497072,1.3308849,1.2921666,0.9810232,1.1503648,0.9115241,1.1311312,0.8392943,1.0100136,1.2360023,0.8255641,1.1093541,0.76460934,1.2056382,1.232987,0.829772,1.0469383,0.8249941,1.0791835,0.980722,1.1238608,0.808144,0.46412027,1.1298474,1.3894887,1.011739,1.2227021,1.1720504,1.110658,1.0018678,0.9634914,1.2626209,1.0604227,0.9415257,1.0116847,0.72611797,1.1038675,0.88055205,1.2332464,1.0016861,1.030246,1.0807973,1.0632695,0.6895292,0.95429987,1.1035402,0.9423886,1.0284789,1.3050474,1.0536008
glasses,1.2930183,0.8201241,0.3767872,1.1864415,0.7815565,0.770515,1.0639415,0.95642483,1.258423,0.95720625,0.46510994,1.3220742,1.150862,0.9240124,1.2648745,1.2957654,1.2305231,0.77398455,0.9828959,1.3715245,0.9636348,1.125632,1.0087118,0.8003084,1.130519,0.39187598,1.2052295,1.1745241,0.9352816,0.8646438,1.1043711,1.1372583,1.1648239,1.254864,1.2137088,0.905055,0.722816,1.263956,0.8927306,0.4695776,1.3752061,0.84458244,0.95386857,1.2222418,1.2106595,1.1414778,1.17882,1.2451731,0.6009402,1.1259989,0.4825585,0.6841152,0.4964471,1.2143027,0.79761404,0.87449515,0.8372078,1.0530429,1.0700679,1.2426938,0.0,0.99715644,1.1281431,0.6830392,0.73516387,1.2800602,0.98689586,0.4174136,1.122597,1.039882,1.2421627,1.1971459,0.96235305,1.1352419,0.6507389,1.1358076,0.83098835,0.94181657,1.1661807,1.2661948,1.1685002,1.2380445,1.2496613,0.7693543,1.2063168,0.30877686,1.0347521,0.5116039,0.41174603,0.654706,1.1842986,0.9856756,1.1884139,1.0186402,1.2868676,1.2002002,0.4983428,0.5384282,1.0360056,0.9842578,1.2075243,1.0030582,1.2332915,1.0458536,0.7634527,1.2518951,0.76020205,1.2089461,0.9030245,0.94885993,1.2818325,1.1863034,1.1351027,1.0765268,0.8169021,1.1688131,1.128448,1.2778516,1.2494845,0.42793155,1.1960549,0.71064895,0.90949893,0.61018825,0.9482171,1.2276747,0.8706934,1.2540203,1.0811542,1.282184,1.3885758,0.80329,1.1872216,0.43058765,0.5797032,0.93551016,1.0399637,1.2394621,1.2421584,1.2044805,1.2030642,1.2416118,1.2725224,0.282107,1.1438521
glove,1.1143218,0.27302957,0.88919705,1.0528744,0.79778314,0.84484136,0.9882994,0.7890818,1.2074839,1.062697,0.84309006,1.2537284,1.0266278,0.7759378,0.9274661,1.1079428,1.1454631,0.80238557,0.88920426,1.1968504,0.99040335,1.0753802,0.80746466,0.8229643,1.0663568,1.0058092,1.1503272,1.0377898,1.0469406,1.0390972,1.1629544,1.1790605,0.82478946,1.2738334,0.8850166,0.95899975,0.9198935,1.1666236,1.0461631,0.83178294,1.1790088,0.8097717,0.9592274,1.07978,0.6994904,1.2719914,1.0420226,1.0462211,1.0408502,1.0308303,0.9662879,1.1990786,0.8402257,1.1664166,0.774662,0.8580708,0.30779862,0.9990295,0.81858826,1.159587,0.99715644,0.0,1.2065543,0.779105,1.166909,1.1291316,0.9662487,0.7334808,1.1076932,1.0964622,1.2319049,1.0633366,0.9116144,0.9864167,0.97581935,1.0383775,0.97033954,0.9560725,1.042005,1.2580012,0.7623262,0.43298125,1.0426525,1.0849992,1.0559895,0.8728603,0.528852,0.8960506,0.9618748,0.9378351,1.1804751,0.73248655,1.0435209,1.0296732,1.2493672,1.0401695,0.95708984,0.93555987,0.8835096,0.5706511,1.2079164,0.93088377,1.1627313,1.1409233,0.90916646,0.9927152,0.9139819,1.2651674,1.0238731,0.85105765,1.2178507,0.95605576,1.1195045,0.2799127,0.8468691,0.9805148,1.3061836,1.0471184,1.089567,0.4786862,1.2019415,0.8730121,0.2264207,0.8926526,0.9586066,1.227455,0.7948249,1.0157752,1.0979763,1.2597635,1.4007732,0.87354934,1.1892685,0.6626519,0.9274713,0.8549716,0.5974673,0.90949297,1.2270913,1.2992721,1.0172067,1.19932,1.0736712,0.83838665,1.185702
