subject1,subject2,mean_correlation,std_correlation,min_correlation,max_correlation,n_categories
00400001,00820001,0.7991369752295362,0.17438729666922684,0.03270114213228226,0.9926636815071106,159
00400001,00500001,0.7974802918819478,0.16893955680445566,0.0071875168941915035,0.9916775226593018,160
00320001,00820001,0.7897284286764433,0.16609462251517598,0.09772205352783203,0.9888158440589905,159
00500001,00820001,0.7873075066028901,0.17625374971035807,0.01802920550107956,0.9892334938049316,159
00370002,00820001,0.7867154680145315,0.17315397923609246,-0.10220199823379517,0.9913158416748047,158
00400002,00820001,0.784313555984835,0.18437545793894705,0.01143164373934269,0.9926985502243042,157
00320002,00820001,0.7827303254833589,0.18212406839566028,0.11215119063854218,0.9929783940315247,156
00370002,00400002,0.7812673637420876,0.17924803019078864,-0.07217466831207275,0.9917488098144531,159
00370002,00400001,0.7694255253300071,0.1921817439761387,-0.11941498517990112,0.990519642829895,160
00320002,00370002,0.7690273146025646,0.18490210006771948,-0.0022737979888916016,0.9872496128082275,156
00320002,00400001,0.7688840336811084,0.19559196728870562,0.11077969521284103,0.9909597635269165,156
00320001,00400002,0.7688813508494096,0.17526456603910498,0.12700438499450684,0.9896129369735718,159
00320001,00400001,0.7686437814496457,0.1908478630533283,-0.09058937430381775,0.9861443042755127,160
00400001,00400002,0.766729395034947,0.19060627765977955,-0.035493530333042145,0.9853437542915344,158
00320001,00370002,0.765340096061118,0.1844836696221679,0.019024204462766647,0.9849746823310852,160
00320002,00400002,0.7641263444817835,0.1822558153785859,0.011129487305879593,0.987054705619812,155
00400001,00400003,0.7621800940679876,0.17969959911852598,0.1857929825782776,0.977972686290741,152
00560001,00820001,0.7606378051487706,0.15953920800705731,0.06731905043125153,0.9841040372848511,158
00430001,00820001,0.7605183037697889,0.17208395621353992,0.12198898941278458,0.981515109539032,157
00320002,00500001,0.759386394196941,0.197855157636809,0.15730608999729156,0.9866876602172852,155
00400003,00820001,0.7575504464407762,0.17087641958072194,-0.09103842824697495,0.9803709983825684,150
00400002,00500001,0.7570173470892861,0.18865663236915772,-0.049341049045324326,0.9809761643409729,158
00320003,00820001,0.7560014029505191,0.19080836772971557,-0.08813682943582535,0.9905816912651062,154
00240001,00370002,0.7552615115536919,0.18649322365580503,0.09021753072738647,0.9825336337089539,158
00240001,00400002,0.7546055383885963,0.1945666297544295,0.0760798454284668,0.9899106025695801,158
00400001,00430001,0.751311733788233,0.18778180894776586,-0.000654095783829689,0.9833049774169922,158
00400001,00510001,0.750531791876524,0.20963931229812383,-0.14855362474918365,0.9870575070381165,156
00370002,00500001,0.75008776324725,0.18788478173014153,-0.0571700781583786,0.9782695770263672,159
00370002,00560001,0.749985502148047,0.18526268906497903,-0.13067439198493958,0.9878706932067871,160
00370001,00820001,0.7499697222344337,0.17633184883168335,0.07601060718297958,0.9856324195861816,155
00320001,00400003,0.7490001287725236,0.17535844748333035,0.11408597975969315,0.9831439256668091,153
00320003,00400001,0.7489975340904728,0.1938313398531501,-0.043973371386528015,0.9905931949615479,155
00320001,00320003,0.7483419011196782,0.17682820451834583,0.09129798412322998,0.988017201423645,155
00430001,00500001,0.7479747333858586,0.1936000760430358,-0.03990896791219711,0.9783486723899841,158
00400001,00560001,0.7465899760834873,0.18174647918349018,0.07655678689479828,0.9843831658363342,160
00240001,00820001,0.7450777230558882,0.1937761416494517,0.07412342727184296,0.9819897413253784,157
00320001,00500001,0.7435052039101719,0.19276498036396972,-0.06788073480129242,0.981963038444519,160
00510002,00820001,0.7432113707089311,0.18093608965935754,0.020890656858682632,0.9856911301612854,157
00320001,00510002,0.7423500655769552,0.18518237904422538,-0.03472356125712395,0.9851436614990234,159
00370002,00510002,0.7422406574245543,0.19327216190642574,-0.29752516746520996,0.9821440577507019,160
00400002,00400003,0.7422333757246011,0.17924682895385635,0.09346645325422287,0.982888400554657,152
00320002,00560001,0.7413558282722266,0.18965875491442558,0.14578166604042053,0.983849287033081,156
00400003,00500001,0.740556152880584,0.18933364809014921,0.06739825755357742,0.9755192399024963,152
00320001,00430001,0.7397080933054289,0.1971099190844614,0.1143050566315651,0.9858771562576294,159
00320002,00320003,0.7396995146679722,0.19479054139634253,0.08788451552391052,0.988744854927063,153
00320003,00370002,0.739580954090716,0.19805311492706837,0.03261813148856163,0.9902997016906738,156
00510001,00820001,0.7394095985752762,0.21515386114998722,-0.05459406226873398,0.9858710765838623,157
00370002,00400003,0.739276825310358,0.18474882327327527,0.10277137160301208,0.9752777814865112,153
00320001,00320002,0.7381989902065647,0.19583065001590844,0.14185628294944763,0.990970253944397,155
00320003,00500001,0.7378223613388353,0.18290734596571132,-1.765042543411255e-05,0.9784291386604309,154
00500001,00560001,0.7369025966984296,0.18005963316238977,0.04813405126333237,0.9831762313842773,159
00420001,00500001,0.735313450923459,0.21317815536276888,-0.10813475400209427,0.9764683842658997,159
00320003,00400002,0.7351700750570144,0.18882706280227018,0.08897805213928223,0.9924110174179077,155
00240001,00320002,0.7350178155206865,0.1925749573787759,0.08791042119264603,0.9782448410987854,155
00320001,00370001,0.7350052306667353,0.1760169666314855,0.15692859888076782,0.9873064160346985,156
00400003,00430001,0.7346295518131037,0.18925431510548024,0.04501514136791229,0.9808768033981323,153
00320002,00400003,0.7343764799584945,0.1882458477773202,0.00029511377215385437,0.9784767627716064,150
00400001,00420001,0.7336659383319784,0.18918457512086115,0.008014102466404438,0.9709014892578125,160
00420001,00820001,0.7334366977167658,0.20191553199966905,-0.18478943407535553,0.9795164465904236,158
00500001,00510001,0.732213794420927,0.22232570218846023,-0.14128559827804565,0.9864569306373596,156
00320003,00560001,0.7320073421041553,0.17570783717270178,0.06218642368912697,0.983324408531189,156
00320002,00510001,0.7317615595295445,0.2130009677604263,-0.062225207686424255,0.9891397953033447,154
00370002,00430001,0.7311892397230184,0.179708056058798,-0.07857312262058258,0.9783652424812317,158
00370001,00400002,0.7311716084726728,0.19531220507491082,-0.024480972439050674,0.989970326423645,156
00400002,00430001,0.7310274554110026,0.1955265338988276,-0.06493955850601196,0.9793751239776611,158
00240001,00400001,0.7296704399057582,0.20247508089999025,-0.08101354539394379,0.976401686668396,158
00320001,00560001,0.7283959932625294,0.17217176592893557,0.13492712378501892,0.9903724789619446,160
00370002,00510001,0.7283887566818344,0.21504138022486732,-0.33375316858291626,0.9811156392097473,155
00370001,00400001,0.7281627398767289,0.19676070572871532,0.14196762442588806,0.9797701239585876,157
00720001,00820001,0.7265544572709411,0.18996965563817736,-0.06406494230031967,0.9850491881370544,151
00240001,00320001,0.7265343499727219,0.190235435196204,0.015090353786945343,0.9774832725524902,159
00320003,00370001,0.725461113917964,0.19584346049769455,0.0042033325880765915,0.9870936870574951,153
00220001,00400001,0.7244015365254646,0.17700035723135069,0.15921330451965332,0.9803304672241211,153
00400002,00560001,0.7233023982284204,0.18242733772258476,-0.00489141047000885,0.9877919554710388,159
