,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
egg,1.4560031,0.69490945,0.15026021,1.2468027,1.3268203,0.35839057,0.56583244,0.5185193,1.1843201,1.4609729,0.9729346,1.4768541,0.6988584,1.4457418,1.4152212,1.0174619,1.4425439,1.2174811,1.2055321,0.663009,0.7709278,1.2624351,0.80957246,0.88378423,0.82845306,0.7687142,0.8259724,1.0060561,0.3481846,1.2678242,1.3144222,0.9182455,0.73118347,1.3027037,1.0944223,0.97250724,1.3161849,0.4557225,0.6955491,1.4504567,0.85799146,0.5328723,1.4934188,0.63589966,1.0463928,0.96616066,1.2862351,1.0651786,1.3560679,1.1892264,1.3602602,0.9363394,0.0,1.2692285,0.5054549,1.1281283,0.562159,1.0694864,0.93834114,1.0507832,0.6852103,0.7963463,0.8444089,1.2751915,0.67775905,0.9424341,1.3487554,0.58255005,1.1338732,1.2440878,1.0445545,0.61627066,1.1303474,1.4292635,1.3909342,1.0591826,1.411286,0.8908189,1.4298196,0.83909154,0.9865855,0.99785024,0.7414549,1.0952246,1.1956748,1.1273034,1.2794657,0.7211156,0.77383786,0.3877942,0.98741287,0.71700954,0.52625453,0.10434151,1.3970964,1.1792591,1.4811234,1.3630284,1.2852452,0.75199115,1.060365,0.679253,0.7001212,1.0061085,0.5164382,0.9242607,1.031595,0.990461,0.98981756,0.6826693,1.1300724,0.30906594,0.6805967,1.223103,0.89445335,0.4556945,1.4316545,1.1845196,1.0009624,1.1993266,0.55547523,1.3722078,1.1081283,1.3820096,1.0446914,1.2067044,1.0414476,1.3027058,1.1271503,1.3960752,0.495004,1.2255965,0.6540272,0.98094773,1.0898924,0.66728413,1.0335687,1.2306068,0.52250767,1.3587486,1.352999,1.2134182,1.4805689,0.38753796,0.5846903,0.54944545,0.89984983,0.97622967,0.7856835,1.2833343,1.2441959,1.3826997,1.241332,1.1635524,0.50978786,1.3738029,1.1970235
elephant,0.78755033,1.184125,1.3206065,0.86689997,0.8580855,1.2720656,1.1898956,1.2317597,1.1875354,0.52144593,0.46815032,0.576797,1.1670023,0.8635355,0.7304956,1.0828848,0.6563648,0.8352948,1.1954826,1.2501097,1.2734637,1.1416074,1.2349795,1.2505692,1.2947009,1.1771019,1.1731584,0.8827555,1.3020507,0.40557587,1.0521911,1.1290222,1.2274785,0.9178193,1.0878205,1.1715158,0.8429613,1.2381923,1.1158979,0.6598315,1.303765,1.311235,0.75033903,1.3218783,1.113156,1.1352242,0.8391596,1.1476066,0.7215841,1.1220993,0.7328231,1.0119171,1.2692285,0.0,1.129925,0.94170225,1.2074413,0.83743525,1.0794938,1.1735193,1.2061223,1.3196642,1.2218215,0.71675223,1.1626455,1.0587835,0.68433857,1.4303641,0.8972253,0.7168142,1.105657,1.1757194,0.84833336,0.9004721,0.5337547,1.1357716,0.6916549,1.304086,0.96821076,1.1304259,1.1284657,1.0568264,1.0208182,1.0222936,0.9466815,0.9793018,0.9341959,1.1555812,1.1917217,1.1907524,1.069312,1.2164153,1.2115197,1.2496217,0.79816127,0.74392,0.6304319,0.7032156,0.97422177,1.2897103,0.99699914,1.3021108,1.360742,1.141035,1.2484562,1.2108155,1.0013859,1.0629338,0.95729965,1.262603,0.9905315,1.1796491,1.1712728,1.0661259,1.2473856,1.3132749,0.70753276,0.35280442,1.0369377,0.86574286,1.1906416,0.79290235,1.1957116,0.6502822,1.1899434,0.8755058,1.3776805,0.60750264,0.9719292,0.6842622,1.2519982,0.3898443,1.2112603,1.0095696,1.0985672,1.3973777,1.1106344,1.0111512,1.2947142,0.9711596,0.73875165,0.9636304,0.76683533,1.3355277,1.2329199,1.274126,1.3115104,1.006291,1.3485792,0.9381225,0.8317679,0.79667956,0.7987149,1.1191487,1.178274,0.72241867,0.6057217
eye,1.3526378,0.7590807,0.5265443,1.2265278,1.203904,0.69559765,0.786299,0.8733095,1.2069635,1.2749515,1.011658,1.2735301,0.7410726,1.29879,1.2482924,1.035319,1.260791,1.1530099,1.2226124,0.77663225,1.0799756,1.3078637,1.0661998,0.8907318,1.0300405,0.77609867,0.8757392,0.9139987,0.6563313,1.1261315,1.2056358,0.92996895,0.6875091,1.161301,1.0921601,1.0240545,1.1932017,0.7824433,0.9930835,1.2748669,1.0671009,0.63722205,1.3398097,0.8129488,1.1150824,1.2355248,1.1412394,1.1455538,1.1504953,1.1359086,1.1593198,0.8894441,0.5054549,1.129925,0.0,0.8944164,0.6279186,0.99014634,1.0557375,1.1932569,0.6982058,0.8783832,0.9362549,1.2155901,0.44084144,0.9905461,1.2029053,0.8824921,0.9145909,1.3246181,1.0220531,0.6448212,1.0638044,1.283886,1.2148926,1.1317643,1.2099464,0.91935205,1.2801754,0.8686415,0.9121309,1.2058761,1.0552304,1.2272897,1.2365375,1.1056052,1.086006,0.6210749,1.0511855,0.4512232,1.149367,0.71533674,0.44290203,0.61669254,1.2351086,1.0709649,1.2492763,1.1666542,1.2252992,0.8440116,0.99038285,0.70482445,0.75327885,1.0506068,0.8263444,1.0367224,1.1454215,1.1991227,0.9663426,0.9567181,1.0342432,0.56112915,1.0357852,1.0679455,0.8896359,0.6669708,1.2683198,1.1039706,1.1642749,1.2462469,0.74176896,1.1667793,1.0518322,1.1497066,0.95441604,1.0854998,1.1110181,1.1655811,1.1852652,1.2973912,0.5096072,1.1338837,0.72484297,1.0743178,1.165212,0.8749957,0.96279204,1.1339298,0.83051026,1.1925362,1.1724756,1.1560133,1.3097332,0.62709534,0.5819197,0.60636264,0.9646852,1.051099,0.97243845,1.3146572,1.1193929,1.2150106,1.1209033,1.0674092,0.4725753,1.1576271,1.0930256
face,0.7845496,1.0443872,1.1075628,0.7565277,0.78472424,1.1331124,1.1169455,1.2010999,1.2050372,0.8857884,1.0349802,0.7970982,1.2683434,1.0165613,0.6287519,1.005472,0.8753103,1.0540643,1.028099,1.2739822,1.2663821,1.0198821,1.079466,1.2871475,1.2853698,1.0641719,1.3366519,0.88740164,1.1153708,0.9384432,1.0772659,1.2100115,1.1837204,0.9292518,1.0650141,1.1894498,0.8869449,1.1114132,1.3417727,0.7728733,1.1021206,1.3220497,0.89341104,1.3178151,1.0418297,1.0851343,0.7845682,0.9799127,0.9853391,1.2149184,0.81849015,0.7461642,1.1281283,0.94170225,0.8944164,0.0,0.97070366,0.827369,1.0554903,1.0929878,0.9687013,1.3529053,0.946882,0.7187377,0.67173004,1.2089919,0.8476464,1.1513524,0.34235644,1.0424626,0.7955406,0.9874259,0.98989415,0.98589694,0.80855817,1.0543277,0.79328036,1.3824712,1.0131927,1.2987524,0.74977446,1.003582,1.0018497,1.1777686,0.80024123,1.0847368,0.9903889,0.85304207,0.9538653,1.1204119,1.348491,1.0824072,0.95874393,1.1177175,1.0154492,0.8263161,0.7074116,0.7753234,0.8396486,1.19714,0.8882854,1.3350812,1.3081982,1.0119439,1.228606,1.0975517,1.2905939,0.92742,1.1563922,1.2527057,0.92239916,1.0710764,0.887281,1.0557352,1.2968537,1.208635,1.0079782,1.0584077,0.98817694,0.93680096,1.3041534,0.6704436,1.210917,0.56559896,1.1195695,0.92520624,1.2980295,0.8206281,1.1763452,0.91325617,1.1620295,0.99746996,1.2943321,1.1243259,0.94871706,1.3702871,1.1432605,0.9848039,1.1420807,0.9615297,0.63847643,0.8087442,0.79718953,1.3538932,0.92104006,1.1306362,1.2487476,1.3313799,1.1308156,0.92484325,0.9595487,0.9079507,0.7800459,1.2629238,1.1741312,0.93243355,1.0642747
finger,1.3848207,0.30838716,0.45108473,1.2389809,0.8331505,0.9131574,0.99412906,0.89036804,1.3034222,1.3554868,1.0905076,1.3296254,0.72294414,1.2349691,1.122612,1.1515031,1.2734289,1.0696098,1.214051,0.899662,1.1979312,1.3758607,0.9527223,0.84880906,1.1529491,1.0631629,0.8523499,1.1261355,0.25817078,1.1844772,1.1648316,0.9807805,1.081847,1.2181369,0.960027,1.2026063,1.2007098,0.96790475,1.0519722,1.2654325,1.0563766,0.61620486,1.4540465,0.9318663,1.0767472,1.2052959,1.2177899,0.98488605,1.2018449,1.0715191,1.1882666,0.46456248,0.562159,1.2074413,0.6279186,0.97070366,0.0,1.182646,0.99957186,1.27192,0.20858717,0.7529201,1.1604667,1.3507792,0.37669563,0.67030734,1.3106165,0.72522706,0.82023966,1.3927366,0.37287486,0.5122534,1.2020991,1.3425899,1.1296341,1.253613,1.0386285,0.8183431,1.3394289,1.0087193,0.5733209,0.9379796,0.9867123,1.2123374,0.93133295,1.009042,1.2427694,0.44797212,1.0910573,0.48310214,1.0235965,0.367208,0.5350078,0.68691075,1.2495509,1.1841421,1.1610448,0.9783849,1.2103825,0.738843,1.1461232,0.7133324,0.65700483,1.0255842,0.5850251,1.0588038,1.0385501,1.2217553,1.0961677,1.1546631,1.1937612,0.5061172,0.81118166,1.2303331,1.0906496,0.62357485,1.3523613,1.0459968,1.2694237,1.1899409,0.88055354,1.0357684,1.1428307,1.040408,0.9670011,0.7422539,1.065567,1.2427545,1.2673197,1.3662379,0.40881044,1.1709023,0.7743133,0.7268083,1.229557,0.90686744,1.0403583,1.0981461,0.8120214,1.3259566,1.1169904,1.141193,1.3699522,0.8877182,0.11921728,0.2921822,0.6970068,0.9624949,1.1439661,1.4155767,1.216157,1.3405838,1.1957216,1.1169565,0.48015732,1.2635795,1.1105447
firetruck,0.8809567,1.2316074,1.1078602,0.8299432,1.1553253,1.0858309,0.9996571,0.9920309,1.0400814,0.91798407,0.82707334,0.9037893,0.9820784,1.1397533,1.008728,0.9876859,0.9988767,1.0717664,0.8719175,1.0768433,1.0665306,0.9216317,1.2206223,1.0916864,1.1241155,0.90204203,1.1344652,0.58466107,1.1146327,0.7982853,1.1476624,0.95863336,0.9749032,0.9554904,1.0852815,1.118662,1.0964215,1.0829309,1.1115288,1.0011872,1.1471999,1.0168678,0.91024816,1.0905229,0.9099504,1.1441879,0.99536306,1.0635502,1.0772302,1.1810259,0.99092096,1.1163633,1.0694864,0.83743525,0.99014634,0.827369,1.182646,0.0,1.0595186,0.8954223,1.1721426,1.0702463,0.76811296,0.6958276,1.0331062,1.2799513,0.7010429,1.0897672,0.9251655,0.9544157,1.1812621,1.1481754,0.8689931,1.0657063,0.91516453,1.0637625,1.0270565,1.158286,0.99812376,1.0961081,1.170371,1.1709405,1.0762632,1.2008028,1.1632489,1.0443735,0.93151,1.0602702,1.1431518,1.0305823,1.3110876,1.2013702,1.0437504,0.9983184,1.1591063,0.7799798,0.9968497,1.0807471,0.94108105,0.98991,1.0749437,1.0538672,1.0933363,1.0058119,1.0953422,0.9938876,1.2455566,1.0974385,0.8267897,1.0363554,0.9601725,1.0139208,1.1153708,1.0468282,1.0835829,1.132788,1.0893229,0.8933429,1.0391455,1.1489263,1.092407,0.99794954,0.9745246,0.9400325,1.1234347,1.1184827,1.1959221,0.9382113,1.0776316,0.83754504,1.0542132,0.7880105,1.0731758,1.1342454,1.0620944,1.0975335,1.0922261,0.95510495,1.1334393,0.9707541,1.009448,0.7909027,0.8107556,1.0225178,1.1422462,1.1479689,1.1965839,1.2716184,0.78193617,0.922219,0.97028536,0.9707797,0.6604587,1.1492541,1.0547469,0.9805641,0.8403877
fish,0.69607097,1.0132413,0.89879113,1.0818584,1.0379502,0.9648704,1.0497851,0.86971134,1.1971737,1.2495346,0.94452107,1.1618799,1.0281513,1.0969977,1.0658458,0.35098517,1.0584519,0.63068974,1.1112627,1.1245598,1.009863,1.2138262,0.84857166,1.2129135,1.2074051,0.92564535,1.1267843,0.79495496,0.86088103,0.9718409,1.2105067,0.90836,1.1859045,1.2134141,1.2163947,1.2216692,1.1516409,0.9751705,0.8226579,1.1288669,0.874846,0.950477,1.1247547,1.1451054,1.0036539,1.1414772,0.8359865,0.9172815,1.266065,1.0850192,1.1644572,0.9413123,0.93834114,1.0794938,1.0557375,1.0554903,0.99957186,1.0595186,0.0,0.95833546,0.9346946,0.815898,0.6819828,0.98241764,1.040999,0.7473679,1.020922,0.7663338,1.1139355,0.91502154,0.9425636,1.1263509,0.8605856,1.180963,1.1774879,1.1063634,1.0073389,0.95247895,1.1951425,1.188887,0.89641345,0.59312505,0.69939613,1.2142235,0.69236445,1.071918,1.1144181,0.94636565,0.8220177,1.0490183,0.91557264,1.0487723,1.1323189,0.90940654,1.2209964,0.76837146,1.1273679,1.1446276,1.0705546,0.782784,0.88184416,0.9971502,0.99105966,0.9464971,0.76452863,0.82350945,0.8192891,0.7436793,0.7510436,1.0656078,0.98406136,0.9439547,0.6998852,1.1193295,1.2681547,0.9873885,1.2710985,1.1154451,0.5798021,0.73637307,1.0502121,1.0401177,0.89352745,1.2017465,0.96037984,1.0127041,0.81792873,1.2075338,1.1341126,1.0516025,0.9131376,1.0917723,1.009434,0.8548003,0.9697659,0.8783002,0.9251386,0.8622763,0.94595987,1.1452177,1.2117879,0.9454794,1.2057332,1.0172124,1.0202066,0.9731651,0.82986236,1.0010204,1.0905744,1.100204,1.0076153,1.0309584,0.807855,1.2803049,1.0431361,1.1320436,1.1734663
flower,0.814575,1.2648617,1.0844264,1.0434552,1.1937151,0.863906,0.9129563,0.889908,0.7222483,1.1745743,1.095238,1.05037,1.1214525,1.1676297,1.0211327,0.87365276,1.0249211,1.1605097,0.7779054,0.89189965,0.9305028,0.7849786,0.9532185,1.014441,0.84711075,0.7850331,1.1196734,1.0662185,1.1541381,1.1643765,1.0244614,0.9948124,0.8811966,1.0016199,1.0038371,0.9343622,1.0978737,0.90064216,0.7776383,1.0624974,0.88158363,1.0754473,0.9040487,0.9002573,0.8035316,0.81184375,0.95046365,0.63794684,1.1511257,1.1673508,0.91002625,1.2157553,1.0507832,1.1735193,1.1932569,1.0929878,1.27192,0.8954223,0.95833546,0.0,1.3131346,1.0107543,0.62246823,0.9181479,1.2182083,1.0109842,0.9518924,0.8461268,1.1193465,0.8105131,1.1695921,1.1052729,0.9622298,0.956991,1.1678793,0.86868,1.2105196,1.1181617,0.9209518,0.9497087,1.1644278,1.0775353,1.0672426,0.95235485,0.96804786,1.1328229,1.0245812,1.1974821,0.904391,1.155537,0.94087136,1.1649377,1.1645287,1.000178,1.1778474,0.91167194,1.0384021,1.2589188,0.9212584,0.9441253,1.0737768,1.0801724,1.0782033,0.8082295,1.0607023,0.7742062,0.9200328,0.8281572,0.6491969,0.90253943,0.9440797,1.1827186,0.9961319,0.9055106,0.9456594,1.0199753,1.1075255,1.1268196,0.65783155,0.8835764,1.0929167,0.9899297,0.9884157,1.1746992,0.90251684,1.1686041,0.9242665,1.1246355,1.0742486,0.93427444,1.1775001,1.1741172,0.9297652,1.1450546,0.9557189,1.0009234,1.0326843,1.0818824,0.87560016,0.9248442,1.1081493,0.93756175,0.99375623,0.9862538,1.2392216,1.1739812,0.99186486,0.98002815,0.6469782,0.87054014,0.8123973,1.0124731,1.048199,0.9921245,1.1235795,0.94261855,1.0843358
foot,1.3373594,0.21866119,0.5859479,1.3192317,0.8937758,1.0911267,1.061212,0.9581862,1.365365,1.3215308,1.1581628,1.2784472,0.61405474,1.0874791,1.0838859,1.1167343,1.1763535,1.0390275,1.2491531,0.90499663,1.2367635,1.3782563,1.0134448,0.76663876,1.1991596,1.0704317,0.7063981,1.0251904,0.35093617,1.1160992,1.027759,0.99830174,1.1246712,1.0994664,0.80838716,1.2551045,1.2311107,1.0284977,1.1035374,1.1977626,1.0919884,0.5860495,1.3641857,0.96311986,1.1363782,1.2760819,1.1170683,1.0272272,1.1715174,0.9319679,1.1153064,0.53415394,0.6852103,1.2061223,0.6982058,0.9687013,0.20858717,1.1721426,0.9346946,1.3131346,0.0,0.7672645,1.1661896,1.4051242,0.3273188,0.6117863,1.2885516,0.8628152,0.8012402,1.4385142,0.634886,0.460841,1.1290185,1.381344,1.0440397,1.2969592,0.9147241,0.7929046,1.2840178,1.0219218,0.5753671,0.83130455,0.97339237,1.2415581,0.95280457,0.87213707,1.1938564,0.5331894,1.1508579,0.5184916,0.96490794,0.30318123,0.60328734,0.7552054,1.1502233,1.0947926,1.0975358,0.82363117,1.2378181,0.7534565,1.1688635,0.7270658,0.72439545,1.0931525,0.51767814,1.0762849,0.9124438,1.2369245,1.063926,1.2165818,1.1765991,0.43094194,0.9275166,1.2106307,1.11595,0.61725146,1.2933481,1.0029488,1.2923527,1.2052993,0.8803182,0.9479798,1.0958483,0.96597725,0.9679159,0.5833108,1.0649495,1.2585132,1.2406008,1.3766543,0.32287973,1.1691782,0.7218561,0.5806294,1.2812881,0.9274313,1.1435051,1.1079038,1.0188086,1.2418857,1.0741392,1.134952,1.3745216,0.9107605,0.19945252,0.3077432,0.81138647,0.8865169,1.2404408,1.4426439,1.2373525,1.3400354,1.112336,1.0809633,0.47353876,1.2699698,1.1329266
fork,1.3678465,0.8580373,0.8052233,1.3557702,1.2992548,0.96094465,1.0589783,0.78698504,0.8434205,1.332372,1.1570854,1.5305672,0.44402838,1.2164164,1.4545208,0.87170136,1.4467733,0.9368479,1.0265311,0.6223699,0.74355704,1.2038045,0.9383049,0.5629268,0.835099,0.6832017,0.6169466,0.97340524,0.6323846,1.1734724,1.1410149,0.64027464,0.7583003,1.2853441,1.066477,0.9084773,1.1079823,0.8693214,0.69712764,1.5257257,0.82081497,0.35641575,1.4444554,0.6099308,0.97870266,1.0073702,1.2842106,1.1664197,1.1631236,0.849722,1.3388007,1.1269532,0.7963463,1.3196642,0.8783832,1.3529053,0.7529201,1.0702463,0.815898,1.0107543,0.7672645,0.0,0.884147,1.3305295,0.79212,0.8831394,1.3557191,0.79557025,1.2506387,1.2804137,1.0728151,0.74017406,1.0486823,1.2043371,1.4170531,1.0844319,1.3831601,0.24150449,1.1915865,0.62676907,1.105119,1.092375,1.2360182,0.98759353,1.3875322,0.84237343,1.0724064,0.83255315,1.1026143,0.63844424,0.7686029,0.57745206,0.75827897,0.8024895,1.1553373,1.0362049,1.4534351,1.4204128,1.2664013,0.48943186,1.2299795,0.3227222,0.36389256,1.033912,0.64808476,0.84337455,0.9070488,1.1700854,0.75427026,0.6321348,1.1447272,0.6987207,1.1751146,1.1110272,0.6898533,0.7523469,1.1864989,1.2419789,1.051919,1.2260562,0.6984324,1.2295203,0.6125878,1.4006886,0.8628507,1.1159917,0.4940101,1.3691372,0.902788,1.3498331,0.518363,1.2111008,0.60955334,0.9809501,0.9890226,0.2275303,0.7812114,0.91745144,0.7896342,1.2301164,1.3888888,1.2853928,1.4331408,0.56799895,0.7629253,0.55240834,0.48843348,0.7438674,0.9631241,1.2587421,1.1023325,1.3844702,1.2100106,0.75320476,0.5351602,1.1823547,1.0563928
frog,0.68075377,1.179373,0.90464884,1.102452,1.3331683,0.81624794,0.84855026,0.7164307,1.057277,1.2994812,1.1092408,1.1842673,1.0121925,1.3604491,1.1695893,0.56124365,1.1539218,1.132655,0.7535927,0.9771229,0.99900556,0.9441991,0.9609964,1.1166034,1.0071536,0.48495376,1.1836606,0.8690381,1.0041963,1.1467838,1.2677033,0.94249225,0.83770573,1.2365551,1.1669376,1.0212382,1.2442447,0.7485461,0.80610657,1.2333494,0.8284292,0.8764535,1.1584275,0.9709275,0.618183,1.0784092,0.74582696,0.72022367,1.3385402,1.2555085,1.136261,1.196304,0.8444089,1.2218215,0.9362549,0.946882,1.1604667,0.76811296,0.6819828,0.62246823,1.1661896,0.884147,0.0,1.0356128,1.0339429,1.0295628,0.9831159,0.7324476,1.1276021,1.0187949,1.2258061,1.0692469,0.6496991,1.1191794,1.2424009,1.0216926,1.2524292,0.99070555,1.1975168,1.0623868,1.1112198,1.0874386,0.9282769,1.1932459,1.0752105,1.2328324,1.1282706,1.1123713,0.88168734,1.0138328,1.1567919,1.1063422,1.0649514,0.74340385,1.4069517,0.7055805,1.2231548,1.3352025,0.9800538,0.8473109,1.0251827,0.9285068,0.9486247,0.6344269,0.9228078,0.5295647,1.0388961,0.9285182,0.6954693,0.90200204,0.72720563,0.89546376,0.92334396,0.98145896,0.96740115,1.0152148,1.3955524,1.1665682,0.5370639,1.0935559,0.9546595,1.164167,0.7330953,1.2719412,0.91479284,1.2890096,0.88745964,1.2268677,1.2130388,1.0782905,0.9286775,1.2095592,0.95313025,0.95385957,1.017653,0.81441855,1.0294151,0.99060273,0.88098276,1.0745867,1.2462778,0.81610507,1.1480327,0.73070335,1.1030029,1.0710317,0.96675336,1.1737349,0.54886305,1.0669434,1.0648758,1.145636,1.050236,1.2160943,1.0124748,1.2115918,1.1274184
glass,0.681615,1.4224968,1.3226256,0.49783844,0.81507605,1.1066067,1.0998015,1.1608133,0.81415987,0.5945913,0.8782739,0.70890003,1.499915,0.96056783,0.6422399,1.0133187,0.8508905,0.8499852,0.8320966,1.2985632,0.8796684,0.6791773,1.0463303,1.4197084,0.9990437,1.1922399,1.4330624,0.860993,1.4604418,0.906518,1.1335144,1.1907856,1.1991696,0.96996,1.2277747,1.0412079,0.6701341,1.1394656,1.2108251,0.8073964,1.0332451,1.4845915,0.59313786,1.257091,1.1067412,0.8659999,0.9538264,1.092843,0.9816477,1.2186466,0.86510384,1.0748595,1.2751915,0.71675223,1.2155901,0.7187377,1.3507792,0.6958276,0.98241764,0.9181479,1.4051242,1.3305295,1.0356128,0.0,1.2886521,1.3612802,0.5965257,0.9750854,0.90804124,0.5663392,0.9696885,1.4806143,1.0179744,0.77019775,0.7516569,0.63206327,0.8052896,1.3896455,0.8221719,1.3160408,1.1440454,1.0333115,0.94510955,0.9644702,0.8072632,1.145359,0.95025724,1.1735818,0.91465396,1.3922362,1.2984645,1.4530321,1.3760444,1.2584758,0.9376576,0.84544563,0.7748177,0.9187856,0.65365577,1.30016,0.7854073,1.4422545,1.3984704,1.1263788,1.2953781,1.1683655,1.3468113,0.69214964,1.0451734,0.9987976,0.9765549,1.4171487,0.9421397,1.0107862,1.2810411,1.3006,0.79409516,0.9623695,0.9493176,0.5320611,1.440373,0.86581916,0.97053987,0.7490989,1.1241621,1.0999815,1.1600804,0.59011674,0.8674778,0.5572528,1.5426642,0.83299625,1.4184506,1.2553267,0.7226293,1.271544,1.0101706,0.85176414,1.1796085,0.9524165,0.79833436,0.7821697,0.4965607,1.306237,1.439637,1.4322562,1.1140264,1.4178978,1.0413663,0.35705703,0.8346392,0.76783895,0.7104616,1.2935352,1.4687253,0.80356586,0.88680834
glasses,1.3781773,0.5281359,0.59680593,1.2768753,1.1032434,1.0248754,1.0289627,0.928044,1.2936399,1.3284876,1.1467916,1.3115261,0.6164686,1.2536829,1.1518396,1.104189,1.2788675,1.1272793,1.2512822,0.80447716,1.2102787,1.3469527,1.0666956,0.7858417,1.1531718,0.87597215,0.77800655,0.95155096,0.45280826,1.0771574,1.1305357,0.9618584,0.96245426,1.088012,0.9437433,1.1439328,1.2378292,0.97996134,1.0699835,1.254033,1.1007589,0.58646536,1.4004483,0.8730449,1.098768,1.2516005,1.1302016,1.1048654,1.1102492,1.0629184,1.1390775,0.67967504,0.67775905,1.1626455,0.44084144,0.67173004,0.37669563,1.0331062,1.040999,1.2182083,0.3273188,0.79212,1.0339429,1.2886521,0.0,0.8591522,1.3200489,0.9403606,0.5873704,1.4146856,0.7694187,0.35956788,1.1238674,1.3544205,1.1534218,1.2399044,1.1098847,0.8561655,1.2413219,0.89001817,0.767056,1.0535433,1.102331,1.2328829,1.1353546,0.9696788,1.1125723,0.45595944,1.1481172,0.42617863,1.0831331,0.30459404,0.4118458,0.751069,1.2148354,1.026849,1.1829894,1.0269214,1.2614838,0.797033,1.1645403,0.67633283,0.6911576,1.0826222,0.6851426,1.0648935,1.0674219,1.2759178,0.9478548,1.1495864,1.1471481,0.46883428,1.0118407,1.1393344,1.0385337,0.6778011,1.2829628,1.0618457,1.2402136,1.2463188,0.82318175,0.91898423,1.1082613,1.0237693,0.9425891,0.8407198,1.1595091,1.2607379,1.234734,1.3864915,0.3480721,1.1583893,0.702143,0.951119,1.2231343,0.91596246,1.0460879,1.140398,0.94418836,1.2253321,1.1104288,1.1515487,1.3791368,0.84069264,0.3107115,0.35590327,0.89762527,0.9821511,1.1600641,1.4395995,1.1883531,1.3020813,1.1256969,1.0237237,0.3612721,1.1731092,1.1120963
glove,1.1185753,0.5414277,0.86295193,1.3152571,0.9279581,0.9708962,0.8924805,0.91881305,1.086156,1.3313732,1.1034511,1.1267234,0.78082216,1.0526241,1.0033013,0.99730206,0.9508327,0.87516487,1.2286129,0.8940832,1.1937597,1.2439075,1.0962037,0.95833904,0.9726639,1.1154736,0.7607019,1.0084977,0.75804734,0.9889213,0.83340704,1.0290993,1.1124179,0.9767982,0.6470587,1.0658867,1.2238168,1.1481494,0.9633787,1.0087284,1.1178279,0.88036835,1.0754912,0.9318629,1.1244559,1.171227,0.84144855,0.59439594,1.2019165,1.0202836,1.0248619,0.76036274,0.9424341,1.0587835,0.9905461,1.2089919,0.67030734,1.2799513,0.7473679,1.0109842,0.6117863,0.8831394,1.0295628,1.3612802,0.8591522,0.0,1.2757616,0.8014183,1.053305,1.1589208,0.7185608,0.64850515,1.0238336,1.1596502,0.86633474,1.1062598,0.7883181,0.88473177,1.1495662,1.0882376,0.7633444,0.9132807,0.8664332,1.0202048,0.5151659,0.8713544,0.9878796,0.94663525,1.2157037,0.90107405,0.67680734,0.70301217,0.9748311,0.9771138,1.1382993,1.04361,0.93668425,0.8089416,1.3446313,0.93749416,1.264775,0.91245997,0.901168,1.0013844,0.79382074,0.9976412,0.61796236,1.2518005,0.8701353,1.2932947,1.0970304,0.91191864,0.90708685,0.8744428,0.94973725,0.80104995,1.2835608,0.9773948,1.002996,0.99748296,0.8457134,0.8203482,0.95722264,1.0067459,0.6286377,0.5699351,0.9122087,1.2762809,1.1688038,1.1698768,0.6625019,1.1976082,0.76883286,0.41698647,1.2809505,0.9645525,1.096737,1.2112058,0.9814058,0.887993,1.0131286,1.0976044,1.3708878,0.95121396,0.6819211,0.7203502,0.78592366,0.6832666,1.0362551,1.381787,1.2906506,1.0547391,1.0256417,0.9748271,0.7974166,1.3076653,1.0317897
