,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
egg,1.3507369,0.6088733,0.538161,1.2516598,0.36456007,0.49424517,0.7119424,1.1229038,1.3418037,1.0851799,1.4078469,0.8359089,1.4345789,1.2638876,0.99231654,1.4070584,1.1241915,1.0352244,0.70588136,0.5329289,1.1749146,0.9055202,0.98703045,0.54537976,0.8961661,0.87446517,1.0347102,0.9571753,1.2218359,1.1170546,0.8446289,1.3850276,0.97663057,0.80090547,1.2310777,0.9657769,1.3872607,0.9064072,0.65362227,1.3824735,0.56032896,1.0031921,1.2887046,0.8360102,1.2743891,1.1101824,1.260054,0.7567042,0.0,1.2341938,1.1584257,0.5916019,1.12022,0.7846459,0.73388356,0.8895782,0.81112254,0.840886,1.1751325,0.7815405,0.78290236,1.3513949,0.60159993,1.1493893,1.1317916,0.9670912,0.6222812,1.2253473,1.3233159,1.4068017,0.8484678,1.3953507,1.0489117,1.353321,0.82588315,1.1894125,0.8742887,1.0270281,1.0273877,1.3089583,0.85386765,0.9599458,0.4992053,0.77737194,0.7009597,0.7678537,0.45711696,1.256531,1.0174545,1.3622206,1.3124433,1.2128255,0.75488895,0.69693196,0.977183,1.1361697,1.0996677,0.94918245,0.52417564,1.1756891,1.141525,1.2148333,0.8438319,0.7545668,1.3014319,1.1586163,0.8329463,0.9766991,1.1711209,0.8108261,1.3473752,1.1294665,1.0351329,0.9840342,1.2651763,1.0977608,1.1997709,0.631311,1.2761309,0.65478325,0.78066766,0.6273693,0.7553627,0.69611585,1.2444609,1.3191344,1.3947172,0.6086912,0.50008905,0.6748214,0.8634426,0.7796453,0.7444185,1.1025925,1.2048728,1.2001547,1.1133001,1.1248386,0.6463274,1.3058946,1.2279783
elephant,0.6797809,1.1227866,1.1164885,0.9099288,1.2111986,1.2550514,1.1633228,1.1225469,0.6706993,0.5823809,0.6190681,1.1124262,0.80064166,0.90946805,0.8568645,0.63794637,1.0559422,1.2773921,1.2172673,1.2314975,1.1632473,1.0630273,1.2211567,1.3186238,1.0884062,1.2065289,1.0836253,0.99167705,0.5636901,1.2087957,1.0714874,1.0280824,1.1749324,1.2011275,0.9557882,0.88534164,0.677425,1.1961632,1.1959835,0.95948917,1.2651048,0.8922471,0.7191236,1.2400004,0.9140526,1.2057456,1.0454816,1.0638148,1.2341938,0.0,1.0479231,1.1966513,0.96459275,1.1210346,1.2111144,1.0229129,1.1685306,1.2366372,0.969289,1.0990964,1.1398761,0.7412274,1.3671634,1.0461099,0.5284011,1.091507,1.2232133,0.52395076,1.115654,0.66172135,1.3153086,0.76246786,1.1729566,1.081762,1.10715,0.8941362,1.1180736,1.1477289,1.0432572,1.1367569,1.0999165,1.210895,1.1273465,1.1219745,1.1637663,1.0526102,1.0522392,1.0465366,1.0069398,0.74503016,0.91203326,1.0728446,1.1878682,1.1850364,1.1225886,0.8691743,1.1646727,1.2749001,1.2499928,0.7843017,0.9254501,1.1405897,1.2278306,1.0988598,1.0440022,0.4254647,1.2421513,0.5523671,1.0712928,1.2032254,0.7942426,1.0724251,1.0277916,1.0409958,0.65246177,0.91122013,1.0504973,1.1998286,0.7185573,1.2824876,1.1024932,1.1960328,1.1793829,1.1209775,1.1642921,0.8166102,0.9842935,1.1484323,1.1983922,1.1212136,1.1285383,1.1370727,1.2370756,1.115045,0.89263344,1.0301458,0.86144316,1.2204118,1.1224549,0.79169154,0.6244586
face,0.77142656,1.1776106,1.2482502,0.7507615,1.1380847,1.1691277,1.1639626,1.0686201,0.7975632,1.0261576,0.7076926,1.3717611,0.9300139,0.66104734,1.0842141,0.8789022,0.95300186,1.0554887,1.2863543,1.3415611,0.96261257,1.0781883,1.3751075,1.3538301,1.0885012,1.419342,1.0862961,1.1415088,1.0095309,1.1452804,0.77819073,0.9884727,0.9920516,1.1448975,1.0269707,1.0553994,0.6909833,1.0711263,1.341529,0.8075198,1.3355527,0.98351616,0.9264072,1.0921178,1.0226606,1.2995224,0.8285332,0.9623775,1.1584257,1.0479231,0.0,1.125312,0.89536846,1.3117087,1.2106677,1.0235054,1.2408384,1.0787821,0.728437,0.76942086,1.3153676,0.8102935,1.294337,0.24977309,1.0352054,0.8256978,1.039179,1.0184245,0.8750719,0.8724325,1.1313609,0.8381458,1.1554829,0.950504,1.2859871,1.0409741,1.0290033,1.0501552,0.97669035,0.8175959,0.8383951,0.98760843,1.1753521,1.4040222,1.2239486,0.80526096,1.1355973,1.0947077,0.7838455,0.6715523,0.9142597,0.82516146,1.3398957,1.3275685,1.1481023,1.1703085,0.9359014,1.2014351,1.2532115,0.7965863,0.8006207,1.0723416,1.1585056,1.1291982,0.97823346,0.97258687,1.1003346,1.1513671,0.45672375,1.2852905,0.6069195,0.9365614,1.1423787,1.164102,0.8202857,0.99503833,0.8982247,1.3427957,0.85242575,1.2364929,1.2527376,1.3484467,1.3058126,1.2036717,1.0309371,0.5465913,0.8074073,1.1390718,1.1059937,1.1894813,1.2868354,1.4038328,1.0710448,0.9112922,0.9254242,0.6427021,1.0272286,1.2810605,1.2571292,0.8909687,0.95049655
finger,1.5076231,0.40218222,0.65522796,0.97622806,0.81964594,0.9617084,0.8861772,1.3570656,1.4104474,1.1853147,1.4343653,0.64078456,1.4232079,1.1624545,0.93655384,1.4238484,1.1366915,1.117515,0.8353953,0.8567214,1.345959,0.9922857,0.7355931,0.8239024,1.0159585,0.8186352,1.1964426,0.61127263,1.0830284,1.1182091,1.1350322,1.3172114,0.6409684,0.98637205,1.1373045,0.9825779,1.384999,0.8691485,0.57072246,1.4768252,0.8426651,1.3669736,1.1819208,1.0081396,1.2227358,0.9086187,1.22892,0.3545583,0.5916019,1.1966513,1.125312,0.0,1.170742,0.7363466,1.038947,0.54376185,0.63984054,0.9065906,1.2783839,0.42453384,0.5221894,1.399498,0.7307302,0.9484691,1.2396765,0.42198277,0.53740543,1.1671013,1.2963636,1.2843423,1.1291475,1.194687,1.0356125,1.3775901,0.9653355,1.267211,1.2599903,1.276861,0.86266845,1.3325083,0.5781633,0.95443547,0.50277686,0.9036149,0.3406893,0.4339887,0.76455563,1.3041165,0.95611155,1.2583777,1.001822,1.2034014,0.65691817,0.6072189,0.779381,1.1831186,0.99133784,0.9390207,0.89390945,1.1505214,1.1660608,1.2437024,1.0528893,0.7688737,1.4409368,1.1426753,1.1278778,0.95906144,1.1242776,0.83247066,1.1553572,1.0152885,0.66214883,1.1550114,1.2954552,1.2928131,1.2276337,0.4033022,1.3349857,0.9120969,0.6062565,0.7069521,0.8094703,0.7212682,1.2987967,1.1502727,1.4687382,1.0037377,0.0883593,0.39867306,0.72695506,0.86592674,1.0500388,1.2835264,1.2054417,1.211938,1.2763231,1.0669237,0.4125911,1.3095498,1.1249802
firetruck,1.0223725,1.0809358,1.053137,1.2020619,1.0735294,1.0101734,1.0613837,0.9262173,0.97614014,0.9514636,0.94053304,1.0512578,1.0230768,1.1005001,0.8715117,1.0361211,1.0337143,1.0352173,1.0293802,1.0767481,0.936317,1.1506944,0.99181294,1.0478241,1.0179925,1.0007023,0.88787824,1.2752888,0.7869815,0.9522396,1.0606581,0.8165331,1.1648651,1.0528395,0.95726573,1.0374362,1.012518,1.1336353,1.0588996,0.9234349,1.0445874,1.0787929,1.0561299,0.95053077,0.6933503,1.0626371,0.93424594,1.1173142,1.12022,0.96459275,0.89536846,1.170742,0.0,1.1522577,0.9822305,1.1344112,1.1354618,1.003166,0.8611866,1.0374002,1.3273476,0.8508521,1.0904155,0.91849667,1.0814446,1.172019,1.0357965,0.93770814,1.0708479,1.1305714,1.0512474,1.1385587,1.101654,0.78594065,0.894858,1.091827,1.0924196,0.923178,1.2829287,0.87926435,1.0922443,1.2271456,1.0458282,1.1788224,1.17343,1.0791789,1.1052675,0.93084985,1.0082836,1.0455768,1.1400986,1.1280485,1.0795604,1.0844519,0.9842426,1.159391,0.93350595,0.99907595,1.0536728,1.0037758,1.0731773,1.1589588,0.9960704,1.0213867,0.8681451,1.0141238,0.961633,1.0588909,0.94006896,1.1029836,1.0565906,1.0874877,1.2499317,1.1200479,0.92354894,1.0274707,1.0465536,1.0986366,0.81580603,1.068192,1.2104259,1.0906183,1.0369982,0.9382571,0.8751775,1.0510375,0.8790795,1.1005406,1.1589558,1.0846529,1.0827101,1.1740292,0.85630596,0.8616812,0.9006243,0.7598013,0.7528313,0.8387954,1.0926017,0.7577931,1.0130686
fish,1.1158041,0.7297338,0.58100325,1.3259525,0.77670264,0.5831096,0.7383143,1.2165884,1.3741436,0.92286456,1.3507454,0.50961477,1.3329103,1.2292694,0.75326085,1.2258432,1.0989957,1.0330148,0.845804,0.63677216,1.3094277,0.86990994,0.7591386,0.7634789,0.7745819,0.8323555,0.868637,0.8088428,0.9186504,1.2383898,1.1055304,1.2479274,0.8807726,1.0623856,1.06634,0.90421945,1.3554949,0.8411931,0.5055288,1.3672539,0.8287064,1.0034697,0.994843,0.8976779,1.3052948,0.88001835,1.2230128,0.8822047,0.7846459,1.1210346,1.3117087,0.7363466,1.1522577,0.0,0.59753054,1.0002818,0.6719909,0.47170234,1.2646137,0.8059726,0.7095333,1.1243075,0.66552347,1.266151,1.1097635,1.1220933,0.8078874,1.1004839,1.2022836,1.2568548,1.0889509,1.2490115,1.0252085,1.3886364,0.8931538,0.9344155,0.9994469,1.2661916,1.0797561,1.250324,0.98546237,0.95127,0.69779253,0.8233028,0.65781724,0.9373076,0.632194,1.3585312,0.9790568,1.3368794,1.1326817,1.2321208,0.58878577,0.6115763,0.5926001,0.8434504,0.9809299,0.67122406,0.7025394,1.1716255,1.0579158,1.1422799,1.1379428,0.7755811,1.4037399,1.1134465,0.7869253,0.9920628,1.2564225,0.6420779,1.3741355,1.0395936,0.7728485,1.004237,1.3026844,1.268564,1.2119169,0.48692143,1.0192113,0.8455721,0.87342304,0.62020725,0.7676612,0.8380791,1.2417717,1.3824904,1.4527142,0.9959632,0.7190216,0.5842056,0.8379128,0.7949208,0.95771295,1.2748053,1.1623558,0.9945346,1.2630849,1.1583748,0.6266134,1.2813598,1.0414319
flower,1.0862364,0.99408025,0.6658337,1.4282231,0.65157866,0.5049386,0.7261894,0.8962725,1.3341494,0.95806825,1.3698651,0.90781397,1.4280246,1.2562579,0.9145428,1.2715135,1.0879288,0.87871015,0.6792223,0.6490394,0.9894322,1.1200379,0.95976996,0.5910826,0.69634825,0.8809311,0.8362403,1.1696701,1.1615407,1.1133982,0.8355555,1.1519456,1.1940693,0.8866003,1.0586362,1.0776817,1.3939927,0.9236051,0.6606645,1.2224302,0.66066986,0.95648867,1.2054746,0.65822166,1.2036543,1.1069309,1.092079,1.0286738,0.73388356,1.2111144,1.2106677,1.038947,0.9822305,0.59753054,0.0,1.1250386,0.8377159,0.5109472,1.0808051,1.0201783,0.8078245,1.126687,0.6031541,1.2496464,1.0497148,1.2571232,0.8169936,1.0940506,1.061126,1.1917281,0.85464036,1.419647,0.9752961,1.1404428,0.7808713,1.0296171,0.8945596,0.979648,1.0116316,1.1335633,1.1505435,1.0219307,0.7593709,0.7201337,0.92646635,1.1195455,0.7339343,1.2193075,0.98062813,1.3664653,1.3500586,1.1233371,0.779258,0.7592886,0.9839604,1.0554839,0.8973851,0.49896693,0.58803654,1.2105284,1.0991945,0.99974346,0.8545605,0.88697577,1.1930093,1.1789246,0.5477178,1.1160791,1.140568,0.5939587,1.4039329,1.0035433,1.115173,0.93882585,1.2570236,1.1743928,1.2086271,0.77422786,1.1204447,0.66617525,1.0411031,0.76443225,0.7206224,0.79779303,1.034183,1.408009,1.2773037,0.76730496,0.9909145,0.90886664,0.7281343,0.7305327,0.6304163,0.99192804,1.0008998,1.0089146,1.0987171,0.9592642,0.77128714,1.1617203,1.2340164
foot,1.1116112,0.85818505,1.0584929,0.6833777,1.0376186,1.0544422,0.98573613,1.1851047,1.1502098,1.072933,1.0937043,0.96732515,1.0993674,0.91955096,1.0809605,1.0527339,1.0828443,1.114123,1.0916196,1.1378196,1.1575096,0.8673665,1.0563954,1.05302,0.9014804,1.046491,1.2447032,0.61421454,1.0422949,1.0686309,0.98801905,1.1844894,1.0013582,1.0119493,1.1301281,1.0628738,1.0891114,1.0489,1.0037351,1.2460866,1.1011933,1.1840596,0.89245737,0.90767217,1.1424478,1.0815923,0.9015413,0.740926,0.8895782,1.0229129,1.0235054,0.54376185,1.1344112,1.0002818,1.1250386,0.0,0.9006254,0.9930476,1.2034465,0.8619176,0.63970315,1.133536,1.0299382,0.9802225,1.0392115,0.5392519,0.9520043,0.9944886,1.0676728,1.0774904,0.9990381,0.87388307,0.98406875,1.2061647,1.0896991,1.1002262,1.0554926,1.1022279,0.76746047,1.1563098,0.79512197,1.0475708,0.9650384,0.938621,0.7297887,0.7193757,1.0312669,1.1905614,0.8649368,0.9397569,0.7991122,1.0981412,0.99068165,0.9942248,1.03277,0.96929806,1.1171294,1.1544144,1.1213092,0.96166164,1.1204009,1.0766195,1.0687804,0.9590465,1.2743794,0.99396235,0.98375607,0.8395918,1.0228115,0.96262836,0.93170357,0.78227764,0.69228625,1.0236683,1.0967817,1.1511365,1.1221381,0.8708519,1.1270387,1.0941874,0.46359825,0.9807703,1.023268,1.0303061,1.0829215,0.9620867,1.2237647,1.0584084,0.49669087,0.9529077,1.0098809,0.9589562,1.0925279,1.161517,1.1138225,1.2297847,1.1327759,1.0899212,0.87811136,1.1858902,0.9683769
fork,1.4059238,0.75180626,0.88076454,1.117209,1.046676,0.9020477,0.8503777,1.0466105,1.2453544,1.0062119,1.4831038,0.5655259,1.363043,1.3790672,0.976079,1.4336075,0.9915725,0.94153696,0.8228731,0.72404337,1.2007163,0.87430793,0.6592161,0.7932953,0.9488688,0.7291394,0.88114023,0.873436,1.0031513,1.0429268,0.8820845,1.1907231,0.95413077,0.865078,0.785532,1.0327529,1.4662282,0.8620053,0.6052426,1.3187275,0.74216735,1.1479793,1.2799748,1.0149364,1.1020981,0.77655876,1.2963666,0.80255413,0.81112254,1.1685306,1.2408384,0.63984054,1.1354618,0.6719909,0.8377159,0.9006254,0.0,0.86958385,1.0664344,0.8103256,0.7984612,1.4271336,0.77908754,1.220289,1.2640291,0.87669164,0.83718824,1.073313,1.1967567,1.3792114,0.9730591,1.3310344,0.38818336,1.197607,0.6396028,1.012667,1.1530074,1.0905489,1.1009023,1.2123641,0.96761674,1.1025985,0.81922716,0.69660056,0.5779219,0.9351056,0.8691704,1.000425,1.032178,1.3970549,1.2185827,1.0660403,0.3895979,0.4604447,0.802384,1.1313112,1.1292576,0.9054412,0.7058965,1.2181917,1.2522602,1.0960722,0.8086846,0.79740083,1.0784254,1.0939592,0.92701226,1.1060226,1.2170453,0.5155498,1.3344858,0.9805752,0.9095921,0.5780207,1.2424183,1.0274825,1.0958872,0.62658054,1.1824529,0.90382504,0.85879874,0.42670858,0.6373904,0.902148,1.0040404,1.3443313,1.351456,0.8972537,0.7032107,0.7345143,0.6315305,0.70825887,1.0765942,1.1381068,1.1383511,1.2937112,1.0049891,0.78946173,0.78123116,1.1842701,1.1008632
frog,0.8785281,1.0017135,0.7665341,1.3136442,0.7699472,0.47010362,0.567717,1.0613616,1.3654327,1.0065174,1.2975742,0.8138781,1.4150048,1.13174,0.9327746,1.2228512,0.93335307,0.70475125,0.9296368,0.7512963,0.97013324,1.0041997,0.9349706,0.70923513,0.43267214,1.031394,0.9603983,1.0321068,1.1618748,1.1890485,0.9342375,1.2854927,1.0988756,0.9731266,1.1703581,1.0626849,1.3298168,0.82841516,0.70027786,1.2637116,0.8888223,1.0496725,0.9913542,0.56293005,1.3688918,1.0025132,1.2164155,0.9883693,0.840886,1.2366372,1.0787821,0.9065906,1.003166,0.47170234,0.5109472,0.9930476,0.86958385,0.0,1.2277995,0.85493183,0.80329746,1.1053916,0.6396906,1.1511095,1.0265766,1.1052294,0.79582494,1.076291,1.011765,1.1342379,0.8982542,1.3402708,1.0293555,1.2537591,0.9758427,1.0564551,0.8435237,1.1821538,1.0161641,1.1448226,1.0118407,0.9370131,0.9028584,0.98132896,0.7633376,0.9548122,0.79241085,1.3366739,0.86406165,1.2716026,1.2538358,1.056712,0.8183967,0.84074485,0.82175267,1.0057461,0.79377055,0.5703436,0.7026474,1.1363301,0.8599055,0.9653831,0.9624822,0.888964,1.4122772,1.1958016,0.72582686,1.2053189,1.1755396,0.5228758,1.3406266,0.9262601,0.9934272,1.0577431,1.2948704,1.2478522,1.2262847,0.7366706,1.1369537,0.8345909,1.0610998,0.81289655,0.92492855,0.92447984,1.1049374,1.3211002,1.3550422,0.67672884,0.9204552,0.8892365,0.9891781,0.96276295,0.53562826,0.90365857,1.1353507,0.87843674,1.1963507,1.1375487,0.79615843,1.3065643,1.1613215
glass,0.7602248,1.3049486,1.3335934,0.7723235,1.2514703,1.155033,1.1793959,0.6565584,0.69982576,0.95027864,0.80146337,1.5139,0.8897277,0.7008723,1.131871,0.87974083,0.91522115,0.95469505,1.2639862,1.2260852,0.72122896,1.0809431,1.2968867,1.2683082,1.1506463,1.3901944,0.9332219,1.1787436,0.96090466,1.1041026,1.0132165,0.83112615,1.080711,1.0789843,0.8919037,1.0666976,0.8079037,1.0171785,1.4507635,0.6110709,1.2488462,0.69733816,0.9623157,1.1411357,0.98698795,1.1353754,0.81172204,1.1377722,1.1751325,0.969289,0.728437,1.2783839,0.8611866,1.2646137,1.0808051,1.2034465,1.0664344,1.2277995,0.0,1.1942065,1.2357804,0.7632564,1.0881318,0.80899453,0.84911656,0.80659205,1.3881805,0.90410376,0.8323453,0.8513773,0.86561394,0.86756957,1.045568,0.80882156,1.2659283,0.6268846,0.9190043,0.73637784,0.8101996,0.79629105,1.0389941,0.92486006,1.3367679,1.3066311,1.3523084,1.0676628,1.2306168,0.9216292,0.9498161,0.7846556,0.93387353,0.7447807,1.4220722,1.3951966,1.2175224,1.2411187,0.78923726,1.0433624,1.207316,0.93540096,0.838888,0.9076972,1.176294,1.1789011,0.65824085,0.95326227,0.88707125,1.1500167,0.73644656,1.2224419,0.74327606,0.94308555,1.0895644,0.9853234,0.80670637,0.81011283,0.7691623,1.5189269,0.7799456,1.1326743,1.2533855,1.3476948,1.2945087,1.3420308,1.0150524,0.78844756,0.621451,1.1255162,1.3614243,1.2954648,1.0984397,1.3394573,1.1438217,0.7191973,0.9091789,0.76077414,0.87192166,1.1974467,1.3923147,0.807596,0.98420936
glasses,1.4195344,0.5204219,0.6179484,1.1447515,0.9430126,0.91571534,0.9347154,1.3848166,1.317647,1.1131665,1.3465768,0.7131717,1.3965428,1.1562885,0.8467392,1.3667936,1.1067119,1.1819038,0.82002294,0.8833504,1.3907387,1.1070261,0.8447807,0.91620654,1.0475159,0.86366916,1.0884321,0.88951826,0.99647266,1.1654522,1.0690159,1.2713207,0.7525043,0.9572822,1.1763592,0.97150606,1.3214719,0.9951544,0.6071871,1.3585898,0.8570396,1.3296196,1.1714847,1.0326011,1.1738341,1.0072122,1.2232835,0.36974752,0.7815405,1.0990964,0.76942086,0.42453384,1.0374002,0.8059726,1.0201783,0.8619176,0.8103256,0.85493183,1.1942065,0.0,0.7993973,1.332921,0.92995036,0.6489483,1.2233452,0.8165221,0.37490934,1.0782238,1.2225229,1.1851234,1.1496807,1.2180334,1.1038239,1.2866484,0.93788564,1.3239636,1.3109759,1.295267,1.1387513,1.220784,0.6184172,0.9617291,0.44001263,1.0642505,0.38148522,0.34080958,0.6898565,1.2591329,0.89535564,1.2302997,1.0646398,1.249274,0.7015151,0.6598304,0.8727819,1.2486107,1.0037507,0.9685231,0.94832313,1.074001,1.0930454,1.2208302,1.0335944,0.80802035,1.3906922,1.0967425,1.2012033,1.0830877,0.9529847,0.8756446,1.0755517,1.0490776,0.80031633,1.2019397,1.2184767,1.2715279,1.2670345,0.4618613,1.2269396,0.94050187,0.98294234,0.8117444,0.88781357,0.6949668,1.2114668,1.0365107,1.3940835,1.0823015,0.39392257,0.49424994,0.8395802,1.0165391,1.1132649,1.3132232,1.1742615,1.0300462,1.1953532,1.0720745,0.3964696,1.2227759,1.0796021
glove,1.1589948,0.70330614,0.92327553,0.8574532,0.743092,0.83319783,0.86069155,1.109995,1.397777,1.1634614,1.2691356,0.85360265,1.2323732,0.9518298,1.0323777,1.1190602,1.1641401,1.0918231,0.9417618,0.98228383,1.1617572,0.9194164,0.8921301,0.8205522,0.90004253,0.8815806,1.1634538,0.7371235,1.1698809,1.0022031,1.1403366,1.2569082,0.817434,0.9325043,1.1195049,0.95786464,1.2394586,0.9558272,0.83822554,1.264507,0.9311559,1.1842304,0.82377565,0.7066731,1.3706086,1.0649415,1.016018,0.6849431,0.78290236,1.1398761,1.3153676,0.5221894,1.3273476,0.7095333,0.8078245,0.63970315,0.7984612,0.80329746,1.2357804,0.7993973,0.0,1.268544,0.7077918,1.1000319,1.0428214,0.61510766,0.6643216,1.080998,1.0529944,0.94211453,0.92892927,0.9613026,1.0532309,1.2634213,1.1349902,1.1031888,0.9528924,1.157467,0.40156066,1.2039822,0.87873846,0.90626174,0.87196916,0.7192818,0.57857764,0.75441706,0.8953439,1.3044451,0.97527647,1.028263,0.88708466,1.1598878,0.9313524,0.913221,1.0232507,0.81938595,1.0689288,0.76957417,1.0139506,1.0005484,1.1290315,0.8539966,0.998357,1.0003182,1.3729196,1.200136,0.85384244,0.92268413,1.1359546,0.7433006,1.0459442,0.73320913,0.5230771,0.9766069,1.3469402,1.2532399,0.9876815,0.6609091,1.3645254,0.94725335,0.3600303,0.82267815,1.014628,0.94439054,1.0197945,1.1196879,1.3236871,0.9574576,0.56460726,0.84311306,0.8335319,0.7303897,0.922333,1.1633773,1.2638786,1.2144552,1.3157008,1.0094553,0.5800283,1.3810872,1.1332927
grass,0.4230355,1.2844309,1.3004464,0.7882572,1.1026677,1.2356478,1.242046,0.86208224,0.63729453,0.7795123,0.3765875,1.4068198,0.5448771,0.6456193,1.0492758,0.43536156,0.9805129,0.9849148,1.4339612,1.3463169,0.71921206,1.1171566,1.2942631,1.4180976,1.1241912,1.5003713,1.1233572,1.0544715,0.8684807,1.0861394,1.1598083,0.8429551,1.136133,1.3474357,0.88842505,1.0732524,0.40603852,1.1107098,1.4208109,0.6521679,1.4815938,0.8422942,0.57625026,1.0966164,1.0350213,1.1751919,0.7324855,1.329284,1.3513949,0.7412274,0.8102935,1.399498,0.8508521,1.1243075,1.126687,1.133536,1.4271336,1.1053916,0.7632564,1.332921,1.268544,0.0,1.2473903,0.8726986,0.66122866,0.9998868,1.4921237,0.91062665,0.7293378,0.6970674,1.233403,0.6118453,1.2708808,0.8064407,1.4835709,0.7992444,0.9183045,1.1012934,0.88121843,0.8302541,1.1519039,0.9193702,1.371318,1.445606,1.5028684,1.1793697,1.249724,1.0920347,0.9811773,0.538971,0.82038975,0.7849432,1.4729052,1.4578248,1.1219465,0.884214,0.76195395,1.041063,1.3509735,0.67679745,0.66796356,0.977934,1.3959911,1.2414534,0.9964671,0.7832673,1.149804,0.8559556,0.825106,1.3596908,0.6990278,1.0114818,1.1161476,1.2222298,0.6804411,0.9534759,0.78230256,1.4671595,0.59771615,1.3294523,1.2328774,1.4803835,1.3947756,1.3095113,1.1011332,0.7093054,0.49699736,1.1242524,1.4205513,1.2892965,1.2735386,1.4460262,0.90519726,0.67343545,0.85109204,0.6006224,1.0918052,1.2985957,1.365177,0.85688555,0.72129625
gum,1.2535784,0.8413622,0.6625288,1.2957041,0.6008761,0.5790726,0.6642585,0.7358059,1.4093581,1.1149178,1.4162843,0.82122594,1.4192548,1.2493713,1.0939966,1.3090923,0.94294465,0.50857663,0.5461569,0.5328061,0.7040185,0.9857946,0.9581318,0.44694942,0.83328986,0.7824157,0.95438224,1.0320684,1.3385969,1.1074655,0.89822,1.3726118,1.0116873,0.84451735,1.0631195,1.1099325,1.3991948,0.7394963,0.49325526,1.3281474,0.5370761,1.1374162,1.3848166,0.82090807,1.3703573,0.9572912,1.2427984,0.97666353,0.60159993,1.3671634,1.294337,0.7307302,1.0904155,0.66552347,0.6031541,1.0299382,0.77908754,0.6396906,1.0881318,0.92995036,0.7077918,1.2473903,0.0,1.3396968,1.1977655,1.0128521,0.82420224,1.2800114,1.1755601,1.2761996,0.6434576,1.4163592,0.91985583,1.3235523,0.88863266,1.0571873,0.8644364,0.8385478,0.8943625,1.3059347,0.86999494,0.979507,0.69298327,0.6440053,0.7824518,1.0506991,0.77575755,1.2375863,1.1712358,1.3878809,1.4177709,0.9290658,0.66650534,0.5991762,0.84841377,1.075932,0.9540021,0.8477309,0.49394184,1.2735354,1.1120758,0.8745822,0.72685254,0.95539016,1.2375938,1.2617913,0.8135104,1.1607633,1.1863763,0.5422267,1.4805608,0.9460888,1.0244837,0.9149265,1.3636513,1.131341,1.0449201,0.64400613,1.3524752,0.5200919,0.82577014,0.7016042,0.7567834,0.74745864,1.1954854,1.4510683,1.3221956,0.5222039,0.79053605,0.6794813,0.6050241,0.5760844,0.47032475,0.78856564,1.1627705,1.2078103,1.1268831,1.075879,0.63615423,1.3326849,1.4071913
hair,0.92779255,0.9545903,1.2015014,0.7615931,1.1693995,1.2409077,1.2011435,1.2206165,0.8582374,0.9875536,0.788097,1.2937174,0.9557924,0.65153277,1.0207299,0.95217,1.030454,1.2015151,1.2985125,1.4062624,1.138086,1.1266867,1.1986592,1.3788526,1.1268284,1.365302,1.1154493,1.093385,0.92815316,1.1170094,1.1715101,0.9881221,0.8551998,1.2110779,0.988813,1.0591667,0.7419238,1.1383684,1.3218945,0.8873116,1.3880944,1.0754458,0.8017155,1.0854295,1.0174398,1.2569596,0.76914656,0.7296287,1.1493893,1.0461099,0.24977309,0.9484691,0.91849667,1.266151,1.2496464,0.9802225,1.220289,1.1511095,0.80899453,0.6489483,1.1000319,0.8726986,1.3396968,0.0,1.0711304,0.726263,0.7363655,0.9324842,0.96017325,0.87084943,1.1944635,0.8038512,1.1983365,0.9628193,1.3197297,1.0919466,1.1498356,1.0827279,0.90854186,0.8595587,0.77417827,0.92690474,1.0862678,1.4185781,1.0050603,0.61003417,1.0971888,1.1327163,0.73603284,0.673302,0.81634265,0.9669769,1.3195362,1.3149827,1.1218351,1.1859319,0.8822644,1.0760133,1.4180679,0.6476804,0.9044096,1.1378443,1.2786446,1.0481591,1.0650024,1.0164363,1.1412181,1.0802715,0.37381095,1.3410834,0.53545725,0.9597456,0.94353026,1.2586911,0.88610554,1.0921885,0.89944416,1.2198575,0.9215995,1.2469511,1.1385744,1.3228858,1.3061218,1.1963494,1.0530128,0.49885964,0.88185716,1.3092465,0.9211273,1.0518407,1.2658613,1.4373596,1.2210826,1.0685151,0.9638492,0.72243303,1.1504138,1.2173005,1.104031,0.9192171,0.9043787
