,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
door,1.058552,1.1654987,1.3305364,1.2250271,0.88688815,1.2195535,1.243847,1.3332661,0.95040035,0.45902824,0.8824055,0.8408764,1.0513005,0.5960543,1.0014892,1.2076406,0.94763905,0.74609077,1.2053667,1.1016273,1.1968955,0.97519183,1.2775726,0.79737735,0.983541,1.1549238,0.7278621,1.0498549,1.2011539,0.7280015,0.60469127,1.2146654,0.9683546,0.37211335,1.0377786,0.86257887,1.2837231,1.2112014,0.8416736,1.0889455,1.2117614,0.72734,1.0911753,0.93212086,1.1286863,1.2178727,0.0,0.76849866,0.9197961,1.1731701,1.0579612,0.75805736,1.1912386,0.9858658,1.2042589,0.8627522,1.2790296,1.1376356,1.0829419,1.1845582,1.3275867,0.9109349,1.1380872,1.2623007,0.95717686,1.465728,0.90210795,1.2698286,1.088669,1.1951067,0.98485976,0.85631716,0.74069357,1.0852394,0.90907466,1.0972896,0.4734695,0.69864506,1.0823585,1.1256251,0.9534412,1.2482612,0.7652364,1.123933,1.1944251,1.2172076,0.8927198,1.0783165,1.1422455,1.2427415,0.39641082,1.1084766,0.93753827,0.81660146,1.0132415,1.2258201,1.1467222,1.1501367,1.057438,1.2397158,1.1637884,0.9348748,1.0679255,1.0717509,1.1562825,1.1572397,1.2458721,1.1833103,1.0087829,0.9870035,0.34442782,0.98786527,1.2448969,1.0322602,1.1986192,0.7864316,1.2013559,1.1227525,0.96834904,0.25900924,0.7012925,0.8555823,1.2270769,0.682042,1.0143378,1.0987175,1.0274799,1.1904852,0.9104585,0.87328297,1.211616,0.7210226,0.7793056,0.78752863,1.3096372,1.202617,1.2050962,1.0214468,0.9134296,1.3340477,1.0614257,0.8333638,0.84870625,0.92694,0.516221,1.2319634,0.47492182
drawer,1.1553378,0.9149138,1.1638861,1.1485835,1.0469738,1.2810295,1.1210551,1.1205604,0.8322123,0.93081975,1.18623,1.0824996,0.6340717,0.6261172,1.223173,0.943231,1.037287,1.0222204,0.8432947,1.0088494,0.8944708,0.74989605,1.1007042,0.51706517,0.88448596,0.9768629,0.47103262,0.9344871,0.95362175,0.9838718,0.49288803,1.0338293,1.04706,0.8974679,0.9375053,0.84317255,1.1865541,1.1916432,1.046516,0.9896271,0.9060702,0.8855473,0.9321582,1.0519994,0.98567486,1.1595243,0.76849866,0.0,1.0965298,0.96642095,1.1795471,1.0386417,0.887118,1.1948273,0.95901936,0.99566334,1.1062744,1.1579989,0.9982905,0.8999989,1.155966,1.1480327,0.94237465,0.985829,1.0948589,1.1397939,1.1739664,0.8440094,1.0523227,1.074656,1.1617905,1.1030325,1.0716031,1.0480472,0.97685605,0.71293056,0.69583297,0.78415024,1.016449,1.182883,1.0700916,1.1275401,1.004276,1.0706635,1.1723962,1.0430356,0.76583207,0.8590338,1.0036497,1.19479,0.52473605,1.0721911,1.1614178,0.89188486,0.97709435,1.1725804,0.81551266,0.8125486,1.0822355,0.9520246,1.0582377,0.8344441,0.9361285,1.0549902,0.83084255,1.1009535,1.0894915,1.206464,0.96051073,0.9311703,0.76552826,1.137251,1.1687529,1.1131164,1.0048212,1.1278132,0.9601164,0.9455649,0.89574367,0.93308294,0.7848522,1.1400332,0.7670448,1.1146252,0.90650576,0.8048949,1.255749,0.9534729,1.0899696,0.7828789,1.1520507,0.92002547,1.1080278,0.9394813,1.088747,1.0184225,0.8559875,0.91720605,0.7452071,1.1503586,0.8706802,1.110827,1.0324728,0.806396,0.6896055,0.91755265,0.96387357
dress,0.7850245,1.1948874,1.3609824,1.2230463,0.71515375,1.2014592,1.2794914,1.2584188,1.1198068,0.9185988,0.89826614,0.6037077,1.3580801,0.67278683,0.36698925,1.308942,0.49082315,0.90127873,1.0578306,1.3205352,1.4073864,0.873232,1.2698394,1.1123482,1.2497816,1.0727482,1.2907683,1.2707404,1.1022726,1.0191396,0.79434264,1.2585558,1.2363696,0.70709336,1.2633569,1.082383,1.0495414,0.9826214,0.5838187,0.8673279,1.4486263,0.7287847,1.3930253,1.0108393,0.8877897,0.66383624,0.9197961,1.0965298,0.0,1.0183808,1.1546161,1.136878,1.2066512,0.79932237,1.1504614,0.95938885,1.3163118,1.1667473,0.90197325,1.374186,1.1298946,0.856097,1.1740361,1.0081372,0.74392635,1.2129376,0.7492335,1.2834718,0.8358794,1.0733407,0.81442297,0.9717549,0.5400943,1.1082706,0.55124015,1.4184296,0.7065562,1.4283007,0.8389684,1.1175277,0.9104748,0.65131044,0.86906064,0.9729573,1.0053712,1.345081,1.0944809,1.0346929,1.1468245,1.2377378,0.9719417,1.074912,0.24468929,0.6497815,0.9896875,0.9446041,1.4797475,1.4683495,1.0479581,1.2786404,0.8152144,0.76447326,0.8032012,1.0252682,1.4483218,0.91404396,1.1553346,0.91387546,0.76019865,1.1076634,0.90322244,1.046131,0.940134,0.5303545,1.2545518,0.52161455,0.9754155,0.7056703,1.2368546,0.7723396,1.17564,0.7838037,1.3416866,0.94900864,1.2450553,1.0117931,0.9524487,1.433354,1.0512459,1.144186,1.1867617,0.8054958,0.5879028,0.67421985,1.3434138,1.1984452,1.2084074,1.1928139,1.0029379,1.0420198,0.9182358,0.9581518,0.7401844,0.98030454,0.9815072,1.2967129,0.8947543
ear,1.0353687,0.58978045,0.9307749,1.0996327,0.79723454,1.1101767,1.0282073,0.9916952,1.370762,1.2423887,1.1220143,1.1455816,0.90070677,1.101891,1.0663995,1.1380634,1.1199255,1.0689914,1.1544464,1.1429266,1.1855605,1.2435937,1.0297503,1.0370116,1.2509023,0.9707673,1.0085316,1.1696068,0.6340391,0.9915439,1.1004887,1.1456261,1.1797409,1.1787736,0.99791145,1.1108682,1.0369397,0.95715135,1.1003492,1.0257095,0.9745488,1.2599689,1.1432444,1.2724842,0.91809595,0.85538745,1.1731701,0.96642095,1.0183808,0.0,1.082221,1.1224685,0.60161185,0.6693502,0.35299528,1.0611778,1.0272468,1.1767747,0.4874493,1.1033287,1.0811827,1.1451261,0.41458607,0.82858896,1.1867003,0.9406575,0.63162076,0.95223767,0.47463727,0.5515758,1.0905015,1.1147792,0.9618206,1.2154582,0.9004414,1.0370371,1.1535019,1.1769884,0.9961068,1.2550858,1.2160503,0.74839956,1.1281056,0.51699567,0.99484855,0.8389305,1.085538,0.57308984,0.5082567,0.9949129,1.1279083,1.166466,1.0084933,0.83523786,1.081155,1.0305407,1.0108877,0.90938264,1.1789714,1.1212894,0.9352305,1.087537,0.783241,1.1402876,1.1692199,1.0932326,0.73906827,0.97168416,1.1578794,1.2256348,1.3157364,1.0532875,0.92555016,0.9374562,1.1008549,0.8226626,0.9090544,0.8239986,1.1612275,1.2182305,1.2454578,1.2434763,0.6547258,1.2291245,1.123623,0.7406925,1.079637,1.1303035,1.1024704,1.0395854,1.0669111,1.1978314,0.81010884,1.1995498,1.108494,0.41063213,0.49198055,0.95834786,1.0715338,1.1975541,1.2567487,1.1738752,1.1371872,0.96826994,1.2232069,0.54528475,1.1900198
egg,1.1608491,1.0650171,0.7120226,0.633291,1.1061715,0.6236712,0.6749982,0.9409488,0.81673944,1.0993776,1.1867998,1.1971989,1.1456707,1.2111824,1.1142786,1.0588096,1.2413882,0.9954609,1.1004579,0.9739469,0.7587924,0.9431526,0.77564746,1.1865493,0.7389518,1.0853795,1.0045707,0.9963035,1.1756449,1.1866182,1.2110472,0.9418785,0.75203687,1.1374433,0.68279815,0.9928271,0.870811,0.8592644,1.1648068,0.8830739,1.1576031,0.9777032,0.88239235,0.7192994,1.0690526,0.90136427,1.0579612,1.1795471,1.1546161,1.082221,0.0,1.1273317,1.2026387,1.0984199,1.1065592,1.1391636,0.95987153,0.93678707,0.9816713,0.95638007,0.9397441,0.77713054,1.208869,0.9334624,1.2230679,0.9384548,1.1047882,1.102079,1.0725423,0.91740566,1.0380555,1.0240728,1.2393825,0.8263818,1.2956705,1.0708501,1.216308,0.9054467,1.0217822,0.62186104,0.9708679,1.0296212,1.0700626,1.088804,0.56146693,1.1042858,0.7909434,1.0821134,1.034724,0.5836687,1.0187814,1.029991,1.235171,1.303448,0.9658861,0.93601966,1.1472268,1.159144,0.8000047,0.852153,1.0645097,0.9758397,1.2050596,1.0318491,0.77443814,0.9148549,0.9520244,0.7154541,1.0226265,0.7938032,0.93552196,1.0196342,0.8309622,1.16798,1.1352355,1.1833212,0.9983147,1.2280285,1.0399991,1.1019416,0.77887297,1.0559403,1.1946833,1.0764344,0.93603504,1.1428139,0.83874637,0.821797,0.943614,1.1022385,0.9365137,1.0198071,1.1819389,1.1349082,0.8664136,1.0759553,1.2026535,1.1264639,0.95507336,0.9845662,0.9046941,1.0293534,1.1461552,1.025328,1.107182,1.2233545,1.0609162
elephant,0.8880086,1.0832634,1.1795778,1.1464822,0.9889937,1.1165937,1.1247313,1.1949959,1.1269954,0.5907071,0.31120145,0.86698693,0.8658871,0.871826,0.8944367,1.003804,0.85632765,0.9143112,1.2246324,1.1486192,1.1323689,1.2597928,1.1481388,1.0263168,1.2047014,1.1547241,0.99426705,0.95176345,1.1377854,0.2701618,1.1357858,1.077992,1.0983974,0.91931033,0.9000071,0.8025505,1.0860863,1.0779022,0.9297151,1.0037739,1.0410403,0.9833698,1.1324275,1.0644261,0.9734381,1.309757,0.75805736,1.0386417,1.136878,1.1224685,1.1273317,0.0,0.9954731,1.0483685,1.0909157,0.8685323,0.93013066,1.1111108,1.1639338,1.0926379,1.1464837,0.9700804,1.018869,1.10347,0.73728526,1.2461131,0.9850965,1.13894,1.1076082,1.1211252,0.99498206,0.8821676,0.80091727,1.2253613,0.84372175,1.1223955,1.0180873,0.9260199,0.94324183,1.0522631,1.0752528,1.082293,1.053414,1.1133299,1.2068931,1.0233396,1.0771168,1.0938829,1.0976747,1.165389,0.8896394,0.9662324,0.8757569,0.84472656,1.1165485,1.024949,1.0306759,1.0258504,1.0055624,1.0233145,1.0458956,0.9501373,0.9531667,1.1110326,1.1039561,1.1443481,1.1605324,1.18108,1.1971163,1.1324183,0.9351657,0.5816026,1.1506168,1.0668942,1.1111283,0.82515675,1.1674335,0.9793706,1.1584804,0.90698636,0.9454655,0.7427131,1.0503662,0.42617196,1.1767263,1.0449325,0.8973501,1.1736094,0.9553289,1.0897944,1.1333956,1.1358249,0.8783574,0.9816155,1.1835082,1.1406939,0.9991465,1.0574614,1.0178946,1.2608681,1.0609885,0.7650734,1.06038,1.0964856,1.1069655,1.0018375,0.68244666
eye,1.2874181,0.5629314,0.70103747,1.056734,1.1663381,0.9288647,0.83643854,0.88253975,1.2727057,1.311058,1.030365,1.3086367,0.6317707,1.2754878,1.3310958,0.8350289,1.2734802,1.2003596,1.1280565,0.769775,0.9262545,1.2994303,0.955408,0.8688917,1.0434971,0.85139924,0.745733,0.92215,0.7046316,0.89725053,1.1329733,1.0502979,1.0258126,1.2981621,0.8377934,1.200859,1.0060214,1.2222364,1.3207455,1.0707619,0.58438456,1.3408275,0.77520233,1.339399,0.7010223,1.0326412,1.1912386,0.887118,1.2066512,0.60161185,1.2026387,0.9954731,0.0,0.97053,0.4900877,1.0643698,0.7942295,1.0395712,0.7797543,0.95811313,0.9840397,1.342465,0.3605405,0.80640745,1.2042147,0.7840814,1.0096303,0.69494754,0.9315579,0.64941627,1.1257428,1.2541273,1.2420354,1.1976215,1.1961439,0.80657077,1.240491,0.8851387,1.1824892,1.3363814,1.1979889,1.0857689,1.1424485,0.7322155,1.1182102,0.46969992,1.0672194,0.6417735,0.5033366,0.9290799,1.203169,0.89024496,1.3212329,1.0574902,1.1694218,1.0521622,0.64052486,0.5734332,1.0326228,0.99631375,0.9344202,1.1518971,0.9409731,1.075671,0.87142146,1.0364275,0.757004,1.0733384,1.1901135,1.1380948,1.3588238,1.1070079,1.0347548,0.9741205,0.9675789,1.1746653,0.9935895,0.96006614,0.8976003,1.2278193,1.2442298,1.3331571,0.35961306,1.1851621,0.8113838,0.7621412,1.1850976,0.9273205,1.235737,0.9632812,0.8450252,1.1786127,1.1663224,1.335706,0.83268434,0.44448477,0.36861497,0.8217101,1.0294894,1.0122461,1.3685505,1.2127049,1.2075026,0.9746679,1.1546819,0.32088524,1.2316175
face,0.9130324,1.0672225,1.1174699,1.1736526,0.82032967,1.1382215,1.200181,1.1603178,1.2515612,0.8878695,0.98346734,0.8049336,1.2178645,0.93705225,0.7989273,1.2849615,0.9174167,0.865561,1.170078,1.3041742,1.3026797,1.1545545,1.1955161,1.2752993,1.3564131,0.9128512,1.3174486,1.1097846,0.9955943,0.9067127,1.0855532,1.200115,1.2413346,0.7984499,1.1085162,1.0478331,1.0748079,0.99604326,0.78118175,1.038934,1.248733,0.90749717,1.318337,1.0797652,0.97420913,0.97789186,0.9858658,1.1948273,0.79932237,0.6693502,1.0984199,1.0483685,0.97053,0.0,0.98030096,0.77661425,1.1949959,1.1579157,0.9261469,1.2380598,1.1589684,0.8170403,0.62327063,1.3069197,0.8458621,1.2301263,0.22932649,1.0907516,0.81045365,0.74893004,0.93798107,0.9397932,0.704646,1.2061906,0.79307145,1.2968494,0.90564924,1.3007156,0.92622614,1.0491712,1.014542,0.9638429,0.906962,0.698519,1.0914294,1.0744386,1.3775694,1.0998068,0.8949983,1.103195,1.0227908,1.2032171,0.7558803,0.80819213,0.97312546,0.99975723,1.2787323,1.225388,1.1828065,1.1378688,0.9120431,1.2136588,0.81386566,1.1222295,1.298306,1.0123119,0.92597985,0.89265096,1.1056253,1.1452787,1.01137,0.9650745,0.89736485,0.94934464,1.2629873,0.5498589,1.0596585,1.1192434,1.2864146,0.9256299,1.1470485,0.8845569,1.1376289,0.86207753,1.2801702,1.1837175,0.909427,1.3137841,0.92782444,1.1693885,1.1868852,1.0095532,0.53511095,0.81547344,1.2395184,0.9615228,0.9577282,1.1695168,1.3752886,1.1889968,1.0371037,0.9176308,0.8358796,1.0058229,1.1885916,1.0171387,0.9078845
finger,1.2412288,0.4091028,0.69749063,0.99488324,0.7659615,0.98738015,0.8721428,0.8684963,1.2956156,1.3420697,1.1192815,1.3413804,0.6972306,1.2602648,1.2690116,0.90635127,1.3119245,1.2368112,1.0982673,0.8349884,0.96826565,1.3114411,0.89868295,0.9371136,1.0753888,0.9712668,0.81576705,0.9765489,0.45315832,1.0002522,1.1620538,1.0215964,1.1190958,1.416018,0.93683624,1.1541383,1.0649112,1.0800881,1.3067131,1.0557632,0.5924127,1.5142323,0.83728325,1.3509175,0.9595461,0.8744692,1.2042589,0.95901936,1.1504614,0.35299528,1.1065592,1.0909157,0.4900877,0.98030096,0.0,1.2109246,0.71165526,1.0450907,0.39675736,0.95190847,1.0982981,1.3617027,0.426046,0.59729135,1.3523933,0.71411616,0.9120003,0.8341438,0.375969,0.5830518,1.182638,1.3217372,1.164899,1.216535,1.0595101,0.784552,1.3140441,0.93394715,1.0988522,1.3008989,1.2912145,0.8477825,1.287433,0.58459836,0.9734462,0.55122066,0.99153185,0.50650555,0.40650618,0.8597934,1.2622312,1.0630548,1.1698784,0.97091,1.1361403,1.1091629,0.64190364,0.52475005,1.1774386,1.0172588,1.0720005,1.084432,0.80799115,1.1241324,0.96070343,1.1140013,0.719816,1.0176027,1.2586797,1.2132752,1.4059186,1.1568215,1.0481708,0.93011665,0.99780613,1.018827,0.9871691,0.7436303,0.90722346,1.3298384,1.2954218,1.3640497,0.37535155,1.3048687,0.8535545,0.54642993,1.2197418,0.9145131,1.2254611,0.92756164,0.92747283,1.3251262,1.0173259,1.4160318,0.93890786,0.094272375,0.31986284,0.6736746,0.97342634,1.1072071,1.3810685,1.1755922,1.3426807,0.98436415,1.2522187,0.33506966,1.2212739
firetruck,0.9042184,1.231828,1.1577849,1.1703181,1.0685188,1.135497,1.088169,1.1095927,0.9499787,0.922255,0.9306546,0.9641626,1.0727466,0.97341514,1.0365413,1.0859311,1.0155567,0.9662848,1.0151194,1.0818378,1.1132381,0.922737,1.234216,0.89779186,1.082088,0.79129493,1.0665628,0.80315363,1.1244283,0.81860214,0.93092114,1.1307437,1.0960418,0.7690941,0.966402,0.8468204,1.1936256,1.0217853,0.99336797,1.0388712,1.1113343,0.80121624,1.0970433,0.9087843,1.0330496,1.103745,0.8627522,0.99566334,0.95938885,1.0611778,1.1391636,0.8685323,1.0643698,0.77661425,1.2109246,0.0,1.1197034,0.99255127,1.160477,1.1372008,1.0421622,0.827752,1.0210844,1.2597024,0.7980013,1.1263773,0.90321124,1.0048461,1.126765,1.1696514,0.9732626,0.9433633,0.9441927,1.0181075,1.0339032,1.1914029,0.802695,1.0433663,0.8563473,1.0598019,0.9516266,1.1188678,0.7260053,1.0761702,1.1926184,1.0786192,1.230709,1.2343872,1.1145647,1.1251491,0.9705785,1.0650635,0.97141695,1.0188979,1.0406029,1.1310997,1.1255095,1.127232,1.1694784,1.1140344,0.99519306,1.1862917,0.8309146,0.8109286,1.1352878,0.970764,1.142106,1.0369434,1.0010006,1.0842166,0.89861447,0.9978121,0.80728096,0.94399506,1.1400139,0.9384055,1.1155561,1.1368024,1.07701,0.91408545,1.0758932,0.8562417,1.1645919,0.7001209,1.0964262,1.2533356,0.99688554,1.1878684,0.90682876,1.1291484,1.0564669,0.79428524,0.9514849,0.88320863,1.1071928,1.2048613,1.0450505,1.0264317,1.2230004,0.9496707,0.9934155,0.96939087,0.7847409,0.3866204,0.88616633,1.1375277,0.8474537
fish,1.1304138,0.70595753,0.54540527,0.91800237,1.2323226,0.86773145,0.62111485,0.70628476,1.1180031,1.3619704,0.99658555,1.3996716,0.55267954,1.4440649,1.3664564,0.4056607,1.3204675,1.2615696,0.9497959,0.51050574,0.66431427,1.3597815,0.75904316,1.0150548,0.89793056,0.7644936,0.78368783,0.54569316,0.83345246,0.96539044,1.4041173,0.7236431,0.80672264,1.4430732,0.7282599,1.0650728,0.95926243,1.0838833,1.4068869,1.0134571,0.36357367,1.5595529,0.5352672,1.1834282,0.9839488,1.1843941,1.2790296,1.1062744,1.3163118,1.0272468,0.95987153,0.93013066,0.7942295,1.1949959,0.71165526,1.1197034,0.0,0.7273035,0.9301852,0.6693872,0.75589454,1.322745,0.7987589,0.72483414,1.2663846,0.60981905,1.2298665,0.5930647,1.1088274,0.8014178,1.1543133,1.289654,1.4072294,1.0120361,1.3393394,0.67718625,1.5153205,0.64309865,1.0312117,1.149053,1.261765,1.1847315,1.3225594,1.0558823,0.94413453,0.43152934,0.84100544,0.85290587,0.7934138,0.8270155,1.3331195,0.69457024,1.3812283,1.2856975,1.0470644,1.038128,0.42229724,0.41624606,0.8999286,0.8773099,1.0935503,0.9711614,0.9890775,0.82761955,0.59050715,1.0510875,0.8840873,1.1202749,1.2721908,1.154221,1.3875362,1.1733471,0.84428483,1.1289946,0.7952411,1.3798763,1.0908594,0.952787,0.687687,1.2959874,1.1549135,1.4342186,0.51251876,1.0429659,0.6001455,0.87723863,1.1016316,0.63860345,1.0631698,0.94719857,0.72158784,1.3677428,1.4014043,1.5041864,0.64164793,0.6061837,0.58632076,0.5989412,0.8088448,0.96415013,1.3888212,1.0050613,1.3808813,1.0136615,1.2709653,0.5770067,1.1779897
flower,1.1156949,0.98174906,0.65623736,0.8391316,1.3062143,0.78142524,0.7655861,0.5778955,0.78051686,1.2620034,1.1486571,1.276819,0.9011018,1.4337168,1.2936461,0.68297976,1.2575276,1.1591185,0.8433137,0.66435,0.70101196,0.9687038,0.8902696,0.88725084,0.74406034,0.8824338,0.9371414,0.6857325,1.1355286,1.2481141,1.2083404,0.75039,0.7542892,1.2474558,1.0365149,1.071282,0.9688159,1.0242901,1.2751371,1.0646183,0.75593936,1.2651204,0.6874522,0.993827,1.0202184,0.96488667,1.1376356,1.1579989,1.1667473,1.1767747,0.93678707,1.1111108,1.0395712,1.1579157,1.0450907,0.99255127,0.7273035,0.0,1.1329103,0.7304784,0.6705579,1.1040361,1.049578,0.8899818,1.1209174,0.7782334,1.2031009,0.8138518,1.193125,0.95634186,1.038022,1.2240516,1.3323836,0.8182266,1.3385412,0.8579613,1.2533317,0.7684289,1.1160756,0.93517005,0.9707132,1.1891303,1.117668,1.1523652,0.83483505,0.8571571,0.9584944,1.0123503,1.0186015,0.70253646,1.2052225,0.69412285,1.2711959,1.338861,1.0404444,1.0352709,0.7517892,0.7905898,0.8797667,0.85583735,1.0706419,1.0703769,1.2135373,0.2607032,0.7555605,1.0073384,0.9004322,0.9094342,0.97590685,0.91020036,1.1363679,1.1787012,0.8026064,1.0058604,0.7892587,1.3511038,1.0555264,1.0674722,0.78593695,1.1868658,1.0613242,1.2070712,0.96689284,1.1798804,0.72497606,1.143722,1.1663204,0.70737386,1.1302406,1.0254276,0.62405694,1.0884045,1.3379893,1.2317257,0.66108054,0.97477436,1.0572906,0.9274827,0.9799156,0.72173476,1.0785171,0.9392702,1.1679959,0.94189143,1.0134127,0.97598934,1.073673
foot,1.0840974,0.4614988,1.0150907,1.1043851,0.5473363,1.087695,1.0787896,1.0477102,1.2851644,1.2723141,1.050257,1.13997,0.8753764,1.0041944,1.042243,1.0081612,1.1187137,1.0969286,1.1911317,1.0396138,1.1515228,1.1724085,0.91547054,0.97585833,1.1264389,0.9961822,0.8564935,1.147512,0.68244195,0.9581396,1.0005208,1.1206304,1.1791751,1.2117137,1.0028089,1.1349764,1.0431046,1.0341707,1.0559291,0.99269503,0.9871289,1.2810731,1.0674797,1.2367723,0.8569572,0.7961717,1.0829419,0.9982905,0.90197325,0.4874493,0.9816713,1.1639338,0.7797543,0.9261469,0.39675736,1.160477,0.9301852,1.1329103,0.0,1.0986278,1.1789911,1.2620132,0.6926642,0.6414327,1.2655139,1.069775,0.8179289,1.1054364,0.51750875,0.7192086,1.0432839,1.1450453,0.96264553,1.1346548,0.8318317,0.98273534,1.0974236,1.0590849,1.090439,1.2421482,1.1205591,0.7435812,1.0741549,0.65133625,0.9380429,0.9347246,0.8772018,0.62182134,0.64909554,1.0183644,1.1130561,1.0460548,0.94766617,0.74834406,1.1453679,1.1010352,0.9992813,0.91594297,1.0336946,1.1222959,0.9964168,0.9162459,0.85262924,1.1331784,1.1841846,1.0644276,0.80685717,1.0222244,1.0125699,1.1358272,1.2357665,1.1339272,1.0419255,0.8960164,1.1547592,0.7873643,0.70875573,0.6582861,1.0561208,1.1727641,1.1942599,1.2795897,0.593833,1.2370548,1.0238203,0.39859927,1.1458068,1.0956893,1.1576313,1.0151638,1.1040809,1.0376621,0.8188865,1.2672918,1.192394,0.38987827,0.6811883,0.94150424,0.8686651,1.2733128,1.3080266,1.179583,1.2158413,0.9946554,1.0613983,0.6666961,1.177338
fork,1.2226038,0.7841927,0.8061582,0.8989717,1.3078444,0.936846,0.9215691,0.67680424,0.75556576,1.2424021,1.1937529,1.4147028,0.68072355,1.3849375,1.4754364,0.52482086,1.3898171,1.3539209,0.8080425,0.641137,0.48005605,1.0435431,0.7222725,0.7646357,0.7817478,0.9210242,0.8019563,0.6884959,0.9813071,1.2343658,1.1208856,0.6811915,0.59308445,1.3910034,0.981824,0.89808637,0.9627897,1.059267,1.4575089,1.2152965,0.53238654,1.3785999,0.6374367,1.0330464,1.1634364,1.1478508,1.1845582,0.8999989,1.374186,1.1033287,0.95638007,1.0926379,0.95811313,1.2380598,0.95190847,1.1372008,0.6693872,0.7304784,1.0986278,0.0,0.7911882,1.16726,0.9010606,0.89393616,1.3702862,0.8350994,1.2958953,0.6782374,1.1744764,0.95265776,1.1654097,1.0421728,1.4298414,0.8408957,1.4323521,0.18334204,1.2462357,0.5287075,1.1978464,1.0232728,1.0592811,1.3769166,1.1541021,1.1355335,0.9333771,0.78076136,0.8519194,0.69246775,1.0082021,0.91265154,1.0897582,0.73987794,1.4307809,1.4227262,1.0695251,1.1226709,0.39872384,0.4652359,0.89588314,0.85851526,1.1336589,1.1657306,1.2854006,0.8858155,0.50290596,1.1234685,0.826212,1.1905296,1.0109026,0.74280804,1.1027615,1.2233411,0.97142774,1.0905372,0.38673687,1.4414463,0.94385594,0.9675842,0.4333455,1.294939,0.85599864,1.3040023,0.74696124,1.2874875,0.8228333,0.99952775,1.0908458,0.07861602,0.92524105,0.61956954,0.74801135,1.0582398,1.4643109,1.3385586,0.5925451,0.8940214,0.92864674,0.74331665,0.8888105,0.8195276,1.037316,1.1600587,1.2409233,1.1112639,0.7918023,0.79028004,1.2403344
frog,0.6158591,1.0658153,0.73242277,0.8734925,1.2871487,0.8184481,0.74184346,0.68798363,0.9434993,1.2888256,1.1626208,1.2585584,0.9747321,1.4114391,1.1427268,0.606981,1.1490922,1.2366436,0.7028519,0.94336593,0.932341,0.9225246,0.89473706,1.0669065,0.9505999,0.623776,1.129339,0.9487117,1.0361917,1.2190275,1.2676659,0.94230473,0.7297691,1.3296891,0.8315114,1.1476567,0.8114815,0.85235184,1.2539128,0.9696204,0.89466935,1.2127302,0.9477858,0.9186077,0.7904334,0.711904,1.3275867,1.155966,1.1298946,1.0811827,0.9397441,1.1464837,0.9840397,1.1589684,1.0982981,1.0421622,0.75589454,0.6705579,1.1789911,0.7911882,0.0,1.025397,1.0862,0.82158715,1.0948273,0.58855176,1.2165636,0.7411825,1.107276,0.91585135,0.7607496,1.0658985,1.3370466,0.8533008,1.2689313,0.92351717,1.3102939,0.9927669,1.0879235,0.8775049,1.0492637,0.91339004,1.1194905,1.1165323,0.88974273,1.0261216,1.0581892,0.98123395,1.0134816,0.8002943,1.3716053,0.65559113,1.2210495,1.3081291,0.9304473,0.85931695,0.8957552,0.9659865,0.6674232,0.81430864,0.7579261,1.0021716,1.176384,0.6383126,0.8669351,0.76233023,0.96336514,0.79370123,0.9486363,1.0233325,1.3405825,1.1641171,0.47426808,1.0466508,0.60811967,1.3538969,0.904983,1.0955799,0.93255186,1.2889309,1.1431708,1.1216801,1.0062697,1.2145252,0.8697804,1.1698256,1.1647172,0.71740615,1.0393599,1.0646738,0.7414179,1.0495934,1.356002,1.2305765,0.7519807,1.0887835,1.0137643,0.9523624,1.0370765,0.61179185,0.9888049,1.156828,1.1530035,0.9866402,1.1285136,1.0492104,1.2764893
