,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
doll,0.9938241,0.844846,1.0738481,0.7063383,1.0142686,0.93236375,0.96710277,1.0734708,0.90495837,1.3247988,1.3211064,0.8538918,1.219902,1.1670581,0.7541239,0.89943147,0.92694634,1.1734732,0.8057132,1.1544542,1.1296881,0.84038514,0.9588582,1.0102826,0.9885733,0.8923927,1.1749041,1.1519623,1.1242942,1.3888102,0.815895,0.9057571,1.0882584,1.142517,0.99547863,1.1673485,1.0928756,0.8959824,1.0309614,0.8261642,0.9869139,1.222977,0.9215923,1.2097967,0.880437,1.0379035,0.87577236,0.0,1.2244375,1.0447834,0.84477746,1.070713,1.0205274,1.2562737,0.8818083,1.0048776,0.8788824,1.0335367,0.6683614,1.0242991,1.2526014,0.6850133,0.87584573,1.0059856,1.0616575,0.71164376,1.072574,0.78075707,0.8156104,0.86301863,0.7879472,0.901423,0.99536324,1.1798074,0.9562663,0.82976705,0.96960276,1.0961213,0.77342665,1.2285914,1.1602507,0.786043,1.0782171,0.9348612,0.7388232,0.9807514,0.8723596,0.9218393,1.1503775,1.1436026,0.99738365,1.0670898,1.0426093,1.3033302,1.2296294,0.7981181,1.0144181,0.97582877,1.237623,1.1495018,0.749411,1.1485128,1.1383975,0.9431968,1.0421274,0.91216356,1.1195605,0.8646203,0.78815264,0.8673984,1.0055784,1.0606214,1.321336,0.8728282,0.75989246,1.0940503,0.82300997,0.82588845,1.0339265,0.91908777,1.2834635,1.2920604,0.9350848,1.0957158,1.3173993,1.1339481,0.8780043,0.848871,1.0048048,1.0698329,1.1258096,0.80562794,0.84908134,0.75839436,0.89038515,1.1167326,0.9636143,1.1615629,1.0832301,1.1508968,0.6025614,0.83607876,1.2309208,1.0603052,1.0306622,1.1981423,1.1589446
door,1.0611349,1.1366316,1.2693508,1.2311934,0.9236876,1.1641052,1.2233387,1.3413911,1.0728545,0.4917997,1.0395023,0.8369357,1.1252671,0.5610852,1.0646662,1.1428839,0.9144804,0.9897813,1.1984172,1.0573448,1.252969,1.0500548,1.2942147,0.7341289,1.1218824,1.1515502,0.69894844,0.9807857,1.2768443,0.71067786,0.6931666,1.1691579,1.0682065,0.2848735,0.68773973,1.0554913,1.0515897,1.2692556,1.286353,0.89467776,1.2097005,1.2158703,0.7734766,1.0702996,0.96652496,1.0580299,0.92527467,1.2244375,0.0,0.7829931,0.79662526,1.0211099,1.2574039,0.8549771,0.9001476,1.1949357,1.0509082,1.3081117,1.2156096,1.1976953,1.0678579,1.4205631,1.068138,1.050601,1.0833113,1.1574879,1.0151522,1.4509356,0.8789241,1.1398451,1.1539372,1.0988307,1.0920986,0.553122,0.77427113,1.1767972,0.99629396,1.0481408,0.6687683,0.6943578,0.8883696,1.1271136,1.2866123,1.0041442,1.1534486,0.63054025,0.80773747,1.1139811,1.2050061,0.7682096,1.118563,1.1201596,1.2672106,0.35648453,0.97360045,0.9514005,0.9330354,1.084472,1.1594142,1.1917536,1.1287544,1.2668102,0.96492803,0.89584994,1.2097187,1.1008418,1.2147212,1.1168575,1.3743806,1.0528734,0.99536914,0.3645695,0.92301375,1.0704658,0.92067885,1.2555338,0.89196455,1.2252179,0.9195635,1.2308478,0.2825929,0.6693393,1.0233566,1.1893997,0.6654838,0.9563995,1.1196388,1.0475665,1.1616957,0.9321251,1.1882844,0.68058455,0.79013836,0.9500466,0.80435437,1.2930001,1.2123576,1.2509046,1.0849727,0.71309984,1.39095,1.1963186,0.8643268,0.7639395,0.44180596,1.1961337,0.49973458
drawer,0.91397977,1.0778277,1.3374536,1.0586566,0.85973686,1.2038906,1.2485905,1.0229731,0.9634633,0.710786,1.121508,0.8331074,1.1314384,0.41866374,1.0447803,1.1982322,0.8141811,0.94841796,1.0116221,1.340057,1.1389868,0.73532856,1.1156987,0.85905147,1.0646232,1.2448672,0.7715657,1.0746404,1.1253417,1.1278247,0.55040824,1.074466,1.2467053,0.74783003,1.1839889,0.92084944,1.0379303,0.97677815,1.0810312,0.8475265,0.8004812,1.2788569,0.6165328,1.2904027,1.0075496,0.993756,0.9386841,1.0447834,0.7829931,0.0,0.9545581,1.06248,1.2143581,1.1481555,1.1061213,1.1560137,0.9975321,1.0477579,1.2462207,1.0631583,1.1080058,1.0223739,0.90227646,0.96568453,1.1711521,0.9124583,1.004841,1.0269322,1.1689225,1.1456256,0.98216325,1.2874633,1.1038971,0.81383806,0.9744035,1.0178156,0.8844978,0.85267895,0.6916948,1.1279233,0.9185082,0.87300485,1.1853132,0.87628603,0.8038162,0.5741297,0.81722575,1.0420616,1.3281591,0.94941866,1.1433907,1.0692612,1.2810655,0.60020274,0.98133606,1.0098002,0.9015399,1.0031812,1.2175107,1.1558505,1.068135,1.1743984,0.81588143,0.93700385,1.1613606,1.176435,1.0874811,1.0483128,1.1248413,0.9001185,0.93428946,0.59279865,1.1363189,1.1635807,0.93794364,1.0244894,1.1100003,0.98824775,0.8913273,0.81500125,0.9090922,0.7577854,0.67314947,1.2108964,0.9228532,1.2558671,1.0323259,0.6920706,1.00113,0.78644097,1.3273549,0.7142123,0.96986604,0.83283687,0.7100384,1.2156439,1.2758286,1.0791677,1.1662899,0.9703068,1.0972042,0.78565097,1.0476483,0.9358568,0.74104303,1.2498137,0.9547388
dress,0.8417008,1.0617126,1.3896203,1.1541369,0.64226663,1.17239,1.3121598,1.2030635,1.165177,0.77430326,1.0281508,0.66356695,1.3798105,0.73183876,0.4354247,1.0462883,0.6798049,0.96264535,1.0989952,1.2873114,1.3912547,0.9357147,1.2149874,1.132299,1.3159387,1.2693793,1.2180108,1.152352,1.3121517,0.92361057,0.8927251,1.1260668,1.2343584,0.69485617,0.6943331,1.2028478,1.0389534,1.1233335,1.1220651,0.6700909,1.0705131,1.414396,0.7078153,1.3543354,1.0176944,0.9048242,0.59774834,0.84477746,0.79662526,0.9545581,0.0,1.1495049,1.3142948,0.8070694,0.78634655,1.268144,1.0027993,1.3347137,1.0971496,1.1105064,1.3583937,1.2498567,0.9272956,0.8398604,1.1992617,0.9043568,0.85352254,1.182324,0.7083933,1.0472504,0.96590346,1.1018687,0.9331751,1.0344435,0.45277953,1.0592093,0.56383985,1.1768702,0.8629615,1.299863,0.7500492,0.85796833,1.3571613,0.9648472,0.7366036,0.8807061,0.7541187,1.103266,1.3570292,1.0120482,1.0774626,1.174254,1.3182114,0.8237261,1.0129857,0.389691,0.5277768,0.8821538,1.4366937,1.4190767,1.128262,1.2922876,1.0521623,1.1607432,1.098834,1.2582424,1.3364705,1.0840033,1.2002901,0.92345786,1.3333914,0.74488866,1.0781122,0.7733566,0.51329744,1.2953473,0.34468317,1.0970961,0.5808628,1.1132994,0.87832636,1.1029522,0.8244018,1.3939661,0.80798084,1.3149228,0.9256574,0.8111338,1.3159082,0.93296075,1.3142703,0.81129026,0.3914311,0.8670006,0.63533664,1.4491184,1.2957625,1.3507465,1.200881,0.9575102,1.2966151,0.9035571,0.9000801,0.98609555,0.99857867,1.3384233,0.8367975
ear,1.3291396,0.6180143,0.7112969,0.7716671,1.0277313,1.0958763,0.9452477,0.9524185,1.3191371,1.3361955,1.1106327,1.3681767,0.588481,1.2082951,1.1751786,1.0771886,1.2597511,1.0985873,1.2742033,0.86429083,1.1029028,1.4040471,0.8347814,0.91576344,1.066452,1.0276406,0.7770625,1.1428324,0.5386846,0.9995079,1.0802879,1.0433103,1.0533503,1.0993652,1.0587636,0.963386,1.1029445,1.0081929,0.9684205,1.3647611,0.9745287,0.7413134,1.3954273,0.8527394,1.1594133,1.1686053,1.1652508,1.070713,1.0211099,1.06248,1.1495049,0.0,0.72736657,1.1706917,0.91530514,0.28523213,1.1021625,0.9105203,1.1347716,0.23138803,0.7107078,1.2186345,1.2798553,1.1583122,0.3166144,0.78755397,1.3148643,1.0378594,0.80213755,1.1221203,0.6501655,0.62683,1.2563565,1.0453925,1.2280539,1.2094126,1.1132913,1.0643299,1.176488,0.8629026,1.0149306,1.0840104,0.93258846,1.2436305,1.0856179,1.1211171,1.2862145,1.1098994,0.588406,0.8836063,0.49203682,0.26167715,0.82205904,1.1144118,0.89432347,1.246676,1.0355259,1.2743781,0.66003346,0.67272806,1.1038512,0.84971607,0.7674438,0.9300145,0.895852,0.87546724,1.1103641,1.1213387,0.77565384,1.1645834,0.958597,1.2031533,1.0916656,0.9954789,1.0340163,1.1458449,1.1440326,0.96461064,0.9143041,1.2098145,1.1442713,1.1954811,1.3861887,0.4410212,1.1692483,0.87167764,0.87388086,1.023172,1.0945932,1.0928416,0.8361752,1.229436,1.175603,1.1735325,1.4389026,0.9229041,0.2662108,0.4016266,0.8606229,0.8699595,1.2320926,1.3995724,1.2111754,1.0554044,0.97813135,0.38664258,1.1402112
egg,1.3832014,0.75634557,0.32302594,0.6464862,1.300638,0.5086954,0.34050822,0.63697714,1.0513089,1.4300917,1.0325382,1.4087827,0.6893555,1.4200606,1.3758441,0.9096501,1.3980811,1.1043645,1.1696876,0.6411351,0.5808164,1.2798458,0.47812074,1.0449008,0.7241128,0.8548454,0.87807894,1.0270472,0.63748205,1.1772785,1.2310418,0.73162335,0.6853894,1.3679274,1.2187309,0.71584874,1.2051483,0.7060737,0.86935914,1.395095,0.96683156,0.6385956,1.4236677,0.5819882,1.0421714,1.0278485,1.3296496,1.0205274,1.2574039,1.2143581,1.3142948,0.72736657,0.0,1.2379557,1.1287154,0.603138,1.179539,0.87087536,0.8661183,0.7863008,0.758471,0.95515704,1.2141933,1.1403942,0.7582395,0.9513192,1.3410107,0.93145704,1.0955775,0.8209938,1.0433649,0.70109713,1.169664,1.2110363,1.441315,0.8897582,1.3891194,0.97993886,1.3566902,0.74197763,1.2232597,1.1794355,0.45866632,1.0509205,1.2007343,1.3006818,1.3412687,0.5848311,0.42072022,1.0283295,0.827304,0.8255917,0.23928344,1.3255223,1.1061422,1.4566727,1.3241793,1.2940041,0.68251413,0.7226436,1.0886083,0.6815213,0.95298207,0.84184694,0.8899172,0.8797482,0.6412928,0.99319416,0.47400427,1.1400597,0.7797612,1.3132833,1.0684153,1.1646152,1.343152,1.0990983,1.3783293,1.0613678,1.203423,0.9632566,1.3204939,1.1063209,1.3586808,0.5524626,1.278489,0.5908292,1.008138,1.0394018,0.68164504,1.0731932,0.5965982,1.3138841,1.3957117,1.3661989,1.4852766,0.41129017,0.5198402,0.61810374,0.93002474,1.0598813,0.7584207,1.2738959,1.2334266,1.0465062,1.174197,0.6135278,1.3176262
elephant,0.5426046,1.1037495,1.264653,1.2090976,0.593332,1.1947584,1.273841,1.1220459,1.2400899,0.59166247,0.56376106,0.55061567,1.1877568,0.762379,0.7243292,0.98861647,0.55211794,0.9597793,1.2232537,1.2467616,1.3395814,1.0981358,1.2874753,1.2076318,1.395602,1.1831453,1.2666243,1.0178102,1.1612912,0.48924148,1.1876138,1.2649376,1.2583537,0.83434623,0.73726726,1.2328066,1.028747,1.1898735,1.079871,0.56106925,1.091127,1.2480556,0.8558654,1.2896447,1.0726496,0.9642922,0.5420351,1.2562737,0.8549771,1.1481555,0.8070694,1.1706917,1.2379557,0.0,0.88032234,1.188342,1.0621263,1.1551136,1.2586002,1.0873681,1.2182641,1.173415,1.0197288,0.9038184,1.1166357,0.9974977,0.53585345,1.2617011,0.8707095,1.2464938,1.0584234,1.0985165,0.63450503,1.0183742,0.6392199,1.1872298,0.6525354,1.1450133,1.1024401,1.2030287,0.758185,1.0224088,1.2327669,1.0052787,0.8748992,0.92110384,0.9348422,1.2552483,1.226023,1.005284,1.2232219,1.0845029,1.3057085,0.89351505,0.72426236,0.5787525,0.59528446,0.92188746,1.2328552,1.2735984,1.0264636,1.2242651,1.0209289,1.0490133,1.1653275,1.185336,1.3840117,1.067115,1.3035924,1.194715,1.3853507,1.0022945,0.5449332,0.9669842,0.94396216,1.0748383,0.66660947,1.1677371,0.7022684,1.1577194,0.6672863,1.0102947,0.7080552,1.2523634,0.528805,1.3251762,0.9189227,1.0929077,1.2706461,1.0043728,1.2558043,1.0204402,0.6494549,0.90277237,0.7543274,1.3501043,1.2222385,1.2572852,1.1635222,0.9634297,1.383827,0.9371228,0.76516396,1.1049377,1.1443449,1.1595829,0.74239695
face,0.9579175,1.0933877,1.1359288,0.7190422,0.84080243,1.0943778,1.2693871,1.1749177,1.2240547,0.86221576,1.0008814,0.76863956,1.314073,0.96953636,0.6860815,1.092262,0.8772359,1.099024,1.1223575,1.2603848,1.323735,1.0220354,1.1810741,1.3149109,1.3701886,1.147879,1.3971069,1.0945934,1.228541,0.9947757,1.131469,1.1612515,1.226754,0.8394543,0.9348699,1.1832885,1.046217,0.9871034,1.0564169,0.77706575,0.93654954,1.3458927,0.8275145,1.3015149,0.9941839,0.8793494,0.7626181,0.8818083,0.9001476,1.1061213,0.78634655,0.91530514,1.1287154,0.88032234,0.0,1.0054698,0.9796221,1.3139426,1.1074953,1.0033311,1.3612006,1.0325614,1.018738,0.8712252,0.6495874,1.1372564,0.84846175,1.1479218,0.23458016,1.0152742,0.82423115,0.8714099,0.8048432,1.1928251,0.6189934,0.9187839,0.8032338,1.2847391,1.0482607,1.3266382,0.9023202,0.7951211,1.1674869,1.0373533,0.88097847,0.90251374,0.82056004,1.1454045,1.1540668,1.358889,1.2049131,0.67951417,1.1869919,1.0408748,0.85644114,0.60044026,0.7939895,0.88572645,1.3365743,1.2821311,0.9281213,1.2318008,1.1549227,1.3412464,0.84318674,1.1734669,1.3022387,1.0828152,1.1305612,1.1351954,1.3256961,0.97280496,1.1236732,0.8459074,0.82045853,1.2192167,0.5270039,1.0739032,0.8879755,1.1903416,0.9777372,1.1667745,0.97320724,1.1751635,0.8829297,1.3023642,1.3026062,0.8755182,1.2902322,1.0052613,1.207289,0.86301875,0.51658887,0.98735356,0.81939787,1.3006582,1.0418526,1.1590738,1.1475773,1.33756,1.1530167,0.8945739,0.9191175,1.1195941,1.1904707,1.0888066,0.9568994
finger,1.3462132,0.5520496,0.5819541,0.77113485,0.9484715,0.970538,0.76849556,0.89346105,1.2156723,1.4075334,1.1083037,1.3924216,0.5343795,1.2969801,1.2164652,1.0132939,1.3285983,1.0849916,1.1752839,0.80203366,0.9602963,1.3913072,0.71105504,1.0401162,0.98263806,0.86737895,0.8982656,1.1822028,0.47438717,1.1289351,1.1624072,1.025809,1.0101742,1.3052151,1.1826292,0.9409799,1.0744274,0.90210843,0.8964148,1.3757694,0.9847614,0.58832806,1.5082772,0.7729869,1.1989223,1.1975253,1.2429647,1.0048776,1.1949357,1.1560137,1.268144,0.28523213,0.603138,1.188342,1.0054698,0.0,1.09484,0.81679106,1.1357764,0.24655557,0.6102537,1.1007246,1.2431862,1.1862972,0.43200135,0.73881567,1.3359647,0.89355576,0.88509136,1.0293638,0.41708434,0.6146473,1.16865,1.1795944,1.2812577,1.1977322,1.0808319,0.97578794,1.2852778,0.9042572,1.0556023,1.1771728,0.8358448,1.3143275,1.0722542,1.2422223,1.3977941,1.0694768,0.46947098,1.0238895,0.50722444,0.318205,0.7004213,1.2766227,0.9676354,1.2262106,1.0728276,1.232149,0.525956,0.4674207,1.106358,0.7533543,0.8188957,0.9343073,0.9119834,0.9746844,1.0543046,1.0785809,0.6605381,1.1728624,0.9315038,1.355126,1.0881797,1.0728185,1.1522237,1.00596,1.1919093,0.9402627,0.9507352,1.1879838,1.2345562,1.1917348,1.4334209,0.38147235,1.259777,0.83633935,0.84246194,1.1578267,0.9983843,1.0920509,0.73225856,1.3589319,1.2334253,1.3159806,1.4647232,0.78757095,0.12490219,0.3209561,0.66951746,1.0135213,1.0675799,1.3543427,1.2041917,1.1229123,1.1612036,0.3613906,1.2466689
firetruck,1.0677915,1.1161342,1.1627553,1.0618682,1.0433432,1.0469631,1.1409123,1.1489838,1.0075997,0.9743346,1.0807933,0.89274246,1.0919603,0.99432266,0.9410258,1.0855125,0.9689043,0.9413187,0.746468,1.1245122,1.1155709,0.8277272,1.1522356,0.99219245,1.088639,1.0513456,1.1301547,0.8194914,1.0526737,1.1624326,0.94687676,0.90375054,1.0800999,0.943333,1.0495253,1.1073685,1.0068829,1.0530378,1.000219,0.88302374,0.98558325,1.1064568,0.84879315,1.1324619,1.0653168,1.0496694,1.0543376,0.8788824,1.0509082,0.9975321,1.0027993,1.1021625,1.179539,1.0621263,0.9796221,1.09484,0.0,1.095342,0.9459592,1.0966895,1.1685375,0.9159401,0.862977,1.02752,1.0907239,1.1286768,0.91187245,0.98978084,1.0071769,0.9736084,1.0469881,1.1359948,0.97115827,0.990888,0.9292204,0.9555758,0.9582382,1.0658482,0.9048359,1.1118684,1.0550871,0.9026404,1.1891332,1.0090545,0.99587774,0.88603604,0.86694103,1.1273601,1.1314399,1.1321638,1.0829935,1.0802631,1.1417758,1.0269555,1.0764714,0.933001,0.97840965,0.8101233,1.1389743,1.1210172,0.9395573,1.1120825,1.0139538,1.0940225,0.9751759,1.0677135,1.0945274,0.98329806,1.1267431,0.9931333,1.0200708,0.9377623,1.1058867,1.0136101,0.9293442,1.0000402,0.9531977,0.9926096,1.0633154,1.0170048,1.0644436,1.0189619,0.9418326,1.1635582,1.0459336,1.1558284,1.126048,0.9518224,1.1513163,1.0026748,1.0778574,0.8534944,0.9326842,0.85282236,0.85340273,1.1679653,1.1367636,1.1043466,1.0898652,1.1231339,0.873628,0.8815919,0.9095875,0.93283325,1.0030786,1.1284353,0.9216342
fish,0.8922502,1.0281439,0.697604,0.9000526,1.2792252,1.0019524,0.65279436,0.8203318,1.0488584,1.3791478,1.0374339,1.3534453,0.4205544,1.1959977,1.2786213,0.749346,1.2418122,1.0777237,0.9299131,0.74994934,0.75180364,1.2259679,0.94896936,0.88145363,0.8976189,0.6926688,0.8123085,0.7907816,0.44163013,0.9838098,1.1072576,1.0037556,0.86912787,1.3955971,1.1258364,0.9302349,1.1741667,1.0022005,0.88168395,1.3395967,0.77913797,0.39455545,1.3165557,0.7104348,1.0414609,1.2948723,1.1843286,1.0335367,1.3081117,1.0477579,1.3347137,0.9105203,0.87087536,1.1551136,1.3139426,0.81679106,1.095342,0.0,0.7719848,0.7102583,0.5584769,0.58441246,0.9334879,1.2100877,0.89586735,0.8265809,1.0878146,0.7738374,1.2582588,1.1052406,1.0912358,0.935772,1.0716634,1.1437473,1.3357471,1.1492922,1.1945121,0.90291333,1.1630934,0.8613496,1.1672015,1.0841745,0.7224388,1.2880995,1.1065924,1.2032619,1.231369,1.1118367,0.7355134,0.90957886,0.7287629,0.8974377,0.89359874,1.2790967,0.9648776,1.371852,1.2272886,1.1367147,0.45211136,0.6155217,0.8643649,0.7251445,0.88860613,0.7035233,0.9005257,0.5971323,0.8179488,0.9315957,0.7947383,1.015739,0.82285076,1.3440777,0.8835509,0.84935904,1.2120332,0.5741274,1.3436753,0.9742465,1.0350502,1.0049952,1.3388348,1.1579525,1.1718954,0.5986361,1.1509299,0.7341938,0.88220656,1.0232741,0.82454956,1.1486043,0.62718314,1.2452573,1.4097458,1.1154834,1.3611078,0.665848,0.74149305,0.6000311,0.896885,0.89007115,0.8264091,1.2296354,1.1199734,0.8973,1.0756536,0.71686375,1.2183691
flower,0.9629777,1.1380204,0.7388411,0.8549594,1.3378808,0.8987109,0.74859524,0.8594629,0.7912972,1.2720034,1.1394188,1.1664748,0.9870771,1.3320818,1.0858201,0.87512845,1.2167909,1.1476567,0.80730647,0.8139148,0.7722684,0.89814293,0.99772656,0.863986,0.7858023,0.7198834,1.0753977,0.93126416,0.9114405,1.218645,1.052238,0.84292114,0.883613,1.1695195,0.9807737,1.1453079,1.1464001,0.9322336,0.9221451,1.1812837,0.8695655,0.86546165,1.0874368,0.8483237,0.81618047,1.1298311,1.1327171,0.6683614,1.2156096,1.2462207,1.0971496,1.1347716,0.8661183,1.2586002,1.1074953,1.1357764,0.9459592,0.7719848,0.0,1.1513233,0.9798181,0.5673548,0.89384353,0.88573605,1.1093359,1.1185087,1.0152187,0.76564026,1.1251048,0.9044877,1.1893051,1.0454249,1.0742987,1.142342,1.1862077,0.7864871,1.283625,1.1047537,0.80944633,0.91833246,1.1822581,0.86251915,0.73873556,1.000235,1.1220831,1.1191534,0.99361044,0.9626336,0.9148405,1.1100061,1.0400926,1.1536728,0.87366176,1.2689195,1.1431401,1.1793512,1.3088492,0.9675651,0.9467871,0.99638563,0.8973968,0.7703247,1.1095911,1.0337796,0.85573745,0.4440186,0.7641533,0.8848899,0.91887593,0.99170184,0.9574982,1.0989052,1.1179034,0.8175945,0.96928126,0.92248833,1.1601753,1.0465521,1.2809448,0.9113474,1.1815586,1.1665826,1.0188179,0.9868638,1.2378746,0.8495711,1.1860248,0.97895586,0.88891286,1.1656126,0.81000006,1.0458513,1.212625,0.80529296,1.0172983,0.78961945,1.0225635,0.9254223,0.9738136,1.1314645,0.5657116,0.8797166,0.9810469,0.9589772,0.9970566,1.0628798,1.0544571
foot,1.2042122,0.6174968,0.73169106,0.71504974,0.8723068,1.1565468,0.9436319,0.91773057,1.3714209,1.3575476,1.0588927,1.293814,0.53366154,1.1681448,1.0891055,1.0453246,1.1737642,1.1353273,1.2287694,0.93445885,1.1377864,1.4017607,0.8715593,1.0759875,1.1353403,1.0083948,0.84971493,1.1406773,0.41661644,0.9593048,1.098588,1.0962491,1.1743325,1.2617984,1.1936474,1.0233729,1.1506121,0.9888261,0.95427704,1.2920973,0.8514924,0.68858933,1.3617343,0.923529,1.243664,1.1954664,1.016992,1.0242991,1.1976953,1.0631583,1.1105064,0.23138803,0.7863008,1.0873681,1.0033311,0.24655557,1.0966895,0.7102583,1.1513233,0.0,0.76917917,1.0729704,1.1773276,1.1848974,0.4170239,0.61553216,1.1808656,0.9332224,0.85129,1.1630747,0.5580241,0.70140535,1.1588731,1.2336167,1.1679037,1.2517004,0.91439414,1.0847527,1.2250512,1.0826844,0.93517244,1.0707328,0.93165445,1.3107013,0.9281815,1.1229978,1.2791047,1.2204916,0.64084417,1.0262617,0.50111216,0.31411326,0.92138165,1.2142125,0.8018815,1.1208953,0.8431549,1.2067775,0.6448324,0.6849618,1.1372267,0.88171226,0.77669686,0.932989,0.89184433,0.9001548,1.1644157,1.1094241,0.750772,1.2207127,1.0446023,1.3727267,0.9876054,0.9398653,1.0600342,0.9797336,1.0629106,0.9466104,0.6913723,1.2411194,1.2169294,1.2427812,1.259301,0.43059564,1.1276938,0.97407687,0.7413112,1.0321301,1.1724186,1.1091264,0.8549313,1.2352514,1.142956,1.1648508,1.4049728,0.94241357,0.23870575,0.36515772,0.896837,1.0084157,1.2087059,1.3265547,1.2323174,1.0794337,1.1668248,0.4438368,1.2806784
fork,1.2319356,0.92372626,0.64696795,1.133991,1.266008,0.9919041,0.74576926,0.8926878,0.86006844,1.2913765,1.0694544,1.5509475,0.35430908,1.1924019,1.4506843,0.8888594,1.4603541,1.0661422,0.9681088,0.47862315,0.5826796,1.2252743,0.800683,0.47575092,0.66862583,0.74899256,0.54721946,0.88620156,0.5703269,0.9624737,1.0636547,0.9774446,0.6201125,1.2000909,1.0009639,0.7139329,0.868179,1.0258507,0.8402051,1.5452474,1.0715287,0.26062125,1.5490063,0.44051707,1.1395506,1.2524128,1.4815459,1.2526014,1.0678579,1.1080058,1.3583937,0.7107078,0.758471,1.2182641,1.3612006,0.6102537,1.1685375,0.5584769,0.9798181,0.76917917,0.0,1.0955871,1.2120295,1.2730087,0.7976546,1.0803051,1.3597529,0.9858915,1.2842857,1.0346327,1.0763444,0.8542102,1.2254038,0.7579266,1.514508,1.2331414,1.4214671,0.58165663,1.0866688,0.3786515,1.2224753,1.3256646,0.781924,1.2427274,1.4944682,1.2958874,1.3387628,0.99708563,0.5316815,0.6892886,0.583493,0.8610832,0.7358558,1.0482357,1.116166,1.525297,1.4453741,1.2239422,0.17185855,0.25742054,1.0822268,0.59660125,0.89560235,0.6961696,1.0112833,0.6873847,0.6859357,1.0514371,0.87865895,1.0246227,0.58179945,1.1540512,0.96207315,1.1429498,1.3137839,0.72184116,1.4734563,0.98266196,1.302584,0.9042994,1.1233547,0.91635257,1.4668679,0.41018194,1.2301228,0.41045058,0.90232176,1.2985318,0.6379838,1.0505224,0.554888,1.3583331,1.5227447,1.1840453,1.4952388,0.58788216,0.5726976,0.52581453,0.5932302,0.6465959,1.0305396,1.3559222,1.0463457,0.86326855,0.73214686,0.46364075,1.1029222
frog,0.71838987,1.1883249,0.8635673,0.6086453,1.2239004,0.9200837,0.7521939,0.6937138,0.9575571,1.2683897,1.1178486,1.1308384,1.0526631,1.2619488,1.05299,0.84160304,1.1460192,1.0426197,0.82040447,1.1451948,0.9132658,0.90574825,0.914202,1.1593516,0.96475875,0.7722799,1.318351,0.94500613,0.8199272,1.2776899,1.1733301,0.8315024,1.0245217,1.3888972,1.2560152,1.0523944,1.1158528,0.6017383,0.7313063,1.1087886,0.45068288,0.9510255,1.1031321,1.1288705,0.94500464,1.0736064,1.0910668,0.6850133,1.4205631,1.0223739,1.2498567,1.2186345,0.95515704,1.173415,1.0325614,1.1007246,0.9159401,0.58441246,0.5673548,1.0729704,1.0955871,0.0,0.850647,0.91702616,1.0593148,1.044672,0.88826853,0.5226761,1.1090351,0.87872213,0.9995471,1.1474991,0.87407845,1.2183108,1.221616,0.66970766,1.1197189,0.9969198,1.05917,1.2693472,1.114481,0.9019377,0.6164871,0.8928455,0.84624135,1.0725074,1.0414464,0.9722985,1.115817,1.2968671,1.1311197,1.0317459,0.9490461,1.4583931,1.0219419,1.1349208,1.1644274,0.93980396,1.0433798,1.0053635,0.66603476,0.7189406,1.0956193,1.149955,0.7135608,0.6462803,0.8272444,0.8216386,0.6989523,1.0410355,1.1052426,1.4054555,1.0049287,0.7460338,1.1494037,0.5565847,1.1730859,0.89349407,1.186287,0.8214567,1.3402257,1.2561669,0.8857066,1.0736604,1.2264041,1.1615069,1.1564981,0.96539843,0.8994292,0.86940616,1.0258778,1.1140063,1.2319854,0.9510501,1.0252203,0.73136544,1.1076561,0.984197,1.0729569,1.349544,0.3597468,0.7585381,1.1251694,1.0830225,1.308821,1.1280184,1.2475147
