,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
dress,0.8036752,1.2514616,1.3966224,1.3225491,0.5749561,1.349583,1.2760026,1.3794206,1.1071656,0.90018266,0.8637649,0.5369483,1.2595234,0.90042686,0.67938244,1.2871848,0.57647216,1.2279143,1.2533509,1.3589847,1.4232111,0.9877286,1.1669649,0.9973282,1.352701,1.2983377,0.76601416,1.2420008,0.8338131,0.89142543,1.1167455,1.3655931,0.77800655,0.73175377,1.3171941,0.87421364,1.199742,1.3815966,0.59559786,1.1375166,1.4779828,0.5979749,1.4698238,1.1741891,1.1254283,0.91957283,0.92691237,0.9516957,1.1275892,0.0,0.99521315,1.1503245,1.4192479,0.82723343,0.73582804,1.2251152,0.86116064,1.2853888,0.9006811,0.88850766,1.4131353,0.9218524,0.9051777,1.0980464,1.0694046,0.70964104,1.4015534,0.70298314,0.9577267,1.2702022,0.8637747,0.9403612,0.33634323,1.015397,0.48101205,1.3834538,0.66467214,1.3947763,0.9572111,0.8116679,0.923945,1.1036774,0.7144849,0.68882,1.1335106,1.3500032,1.2347864,1.0776294,1.1604058,1.4125593,1.0814252,0.58685565,0.21930486,0.4595242,0.876015,1.42834,1.3907107,1.1076066,1.2914703,0.92197996,0.9188961,1.3554702,1.058883,1.1611271,0.75060546,1.1979977,0.7016857,0.73817766,0.759202,1.0101252,0.8571414,1.318032,0.34430897,0.90962815,0.51611257,1.105017,1.2671384,0.872298,1.3895407,0.76757705,1.3808594,1.1140031,1.2532272,1.3088157,0.81640935,0.9032991,1.3363451,0.6961289,0.36718297,0.88959044,0.67814577,1.4662247,1.2400014,1.1851791,0.93173635,1.0924766,1.3630675,1.0727953,0.82295007,0.99518174,1.3004076,0.7468527,0.82806987
duck,0.899675,1.0290859,1.1764774,0.96294516,1.0670311,0.9761454,0.9641964,0.8834579,0.8904883,0.89255387,0.98781717,0.9548345,1.212161,0.9786627,0.7378004,1.2062349,0.9028821,0.8621777,0.9551467,1.1237483,0.992999,0.9028935,0.969815,1.1724893,1.0164756,1.0860549,1.0098778,1.2198151,1.0792044,1.153407,0.9836911,0.9452968,1.0225565,1.0289078,1.0299655,0.9476837,0.99498856,0.95290405,0.9553124,0.9031176,1.1935408,0.9693072,1.1554701,1.0531837,0.91944706,1.0113188,0.98822355,1.0555042,1.0106215,0.99521315,0.0,1.1290514,1.0390477,1.0326059,0.99628985,1.174526,0.9780882,1.0098227,0.9025025,0.8555976,1.1121827,0.7005621,0.9580451,1.1720581,1.1113474,0.8756749,0.9535744,1.0156649,1.0653331,1.161957,1.0270908,0.9320995,1.0986772,0.85810375,1.0143387,1.1136218,1.0757926,1.1003913,1.2334851,1.0556211,0.90623003,0.85150486,0.86036,0.97220933,0.98355883,1.2034429,1.0739774,1.126941,1.0934901,1.0512797,1.1034819,0.75618494,0.9585846,1.0476319,0.8990632,1.200729,1.1980445,1.0832598,1.090658,1.0072114,1.0023843,0.88992345,1.0740004,1.1323091,0.8657886,1.0379964,1.0794926,0.9709383,1.0880189,0.91279787,1.0404676,0.92532843,1.0727174,0.82913446,1.1218956,1.043682,1.1009812,0.87181973,1.1377233,0.99733114,1.1741874,1.0608256,0.95731795,1.0479021,0.8604258,1.0094918,1.1392374,1.0102471,1.0697597,0.9598935,0.93445665,0.95789886,1.2113389,1.1218575,1.0551529,1.0717459,0.89928573,0.84936655,1.0172762,1.1639074,1.2379812,1.0472279,0.9653329
ear,1.3065231,0.7558157,0.71058136,0.9031967,1.0577936,0.88657844,0.9270196,0.98109514,1.3090372,1.3942509,0.973057,1.3298944,0.7040099,1.2714465,1.2328053,0.78537333,1.2570589,1.167563,1.0320244,0.9169101,1.0370781,1.2721335,0.9438496,0.84126973,0.9865019,1.0017942,1.2189054,0.5314469,1.0474302,0.9414924,0.99310714,0.89923495,1.223083,1.1366888,0.9847305,1.1504443,0.8864927,0.96130514,1.309773,1.0302904,0.73757917,1.3889446,0.8762071,0.7484428,1.1683414,1.1150448,0.9717055,1.0364054,1.0245785,1.1503245,1.1290514,0.0,0.76648617,1.1145834,1.0575706,0.4404657,1.1720662,0.90621996,1.1453899,0.72431266,0.8454055,1.1122177,1.2875488,0.42413163,0.6229926,1.2712691,0.82271326,0.9043373,0.69863987,0.4969167,1.0184158,1.2379792,1.1997346,1.0729814,1.0558763,0.8159392,1.2104985,0.8880791,0.66806614,0.9736078,1.2273654,1.2193052,0.9256198,1.2218227,0.9341032,0.5967797,0.82294714,0.4085951,0.59108496,0.7478205,1.1027576,1.1126071,1.263509,0.99200696,1.1455892,0.7922776,0.8520601,1.0631596,0.841184,0.93243396,1.0874182,1.1743404,1.0386488,0.664202,1.2229042,0.88886285,1.2579474,1.168965,0.6556408,1.1697242,0.9290819,1.0077143,1.1854079,0.96887314,1.0470039,1.1584585,1.1688724,1.3155695,0.63961107,1.2598945,0.73843884,0.6012901,1.1274548,0.9925539,1.1483282,1.2842599,0.855144,1.077361,1.2150688,1.2039341,1.4087509,0.8477152,0.33970463,0.60165447,0.9868294,0.8258632,0.99427783,1.2997556,1.2592828,0.9263078,0.45289838,1.1866593,1.0194551
egg,1.2232778,0.8200339,0.31242228,0.4904073,1.3616066,0.09227258,0.29894185,0.65689147,1.1982673,1.3276341,1.0361458,1.4517922,0.7448401,1.4198778,1.2173762,0.726342,1.4103451,1.0371963,0.9696365,0.6383558,0.70716435,1.2315112,0.9032805,1.1901491,0.78600234,1.0771406,1.2638056,0.5979583,1.1949521,1.2379155,1.013619,0.62680584,1.3459568,1.2739558,0.6294983,1.1946058,0.84245396,0.78127587,1.413123,0.9656392,0.51538783,1.5203085,0.54902935,0.8736668,0.9850244,1.0277821,1.0207856,1.173836,1.1206557,1.4192479,1.0390477,0.76648617,0.0,1.2697675,1.1234726,0.6610602,1.2392534,0.5543036,1.1318828,0.8731186,0.83188826,1.0576714,1.2105829,0.79865664,0.7831876,1.2927852,0.3794917,1.183567,1.0546062,0.58965635,1.1048043,1.2237267,1.417702,0.9690573,1.4153795,0.8706223,1.4767685,0.7587506,0.86689675,1.1795919,0.8865056,1.0676155,1.1802058,1.2770631,0.9098619,0.41757798,0.81375253,0.93264306,0.76726365,0.16162163,1.1300697,1.2259836,1.432036,1.3400187,1.2195128,0.633241,0.6945804,0.85642225,0.74710226,1.1179152,1.1448725,0.85203576,0.9040894,0.4083473,1.369528,0.8427192,1.3498333,1.2750356,1.0794849,1.1258965,1.2248257,0.9918024,1.4001982,1.2073374,1.2617705,1.1595905,0.9713394,1.3040766,0.57938856,1.3034679,0.54094934,0.8623011,0.877026,0.9542927,1.1265101,1.2575829,0.56147355,1.351484,1.3980013,1.2048182,1.4238545,0.4536211,0.5970377,0.65876997,1.0650287,0.9267366,0.60587096,1.1765496,1.2076887,1.2455575,0.57250565,1.2996416,1.1955557
elephant,0.67362297,1.0503833,1.2638721,1.1150593,0.7183567,1.2056235,1.2199421,1.2514303,1.0688648,0.8790643,0.80445224,0.5639396,1.0999862,1.0416952,0.78162825,1.2100875,0.43979347,0.96605796,1.3051876,1.2976619,1.273391,1.0962548,1.0952628,1.1580755,1.2747505,1.063284,0.8819089,1.1023222,0.3781826,1.2584338,0.9305417,1.1388683,0.78149843,0.829399,1.1926064,0.891097,1.083288,1.1175666,0.63476527,1.0522608,1.2100092,0.9563019,1.3418136,1.1713412,1.0662246,0.7299973,1.1799369,1.0453557,1.2445816,0.82723343,1.0326059,1.1145834,1.2697675,0.0,1.0603721,1.1614367,0.83938885,1.0705003,1.1214807,1.0632354,1.184865,1.0584158,0.92543477,1.1454718,1.180685,0.5992528,1.3527575,1.1169382,1.098863,1.2640598,0.8648358,0.8062845,0.7354644,1.1706834,0.63948596,1.2157816,1.0555329,1.1891489,1.1280838,0.9472796,1.1023424,1.143597,0.93153906,1.1385033,1.1077167,1.1820247,1.2044843,1.1477908,1.0365837,1.2367241,1.1886961,0.78505135,0.7292407,0.80866265,1.0398183,1.2263466,1.2190533,1.0550797,1.0803194,0.7895525,1.0302773,1.1259444,0.9691356,1.1889486,0.980197,1.3113854,0.97431237,0.38544798,1.0137017,0.9472521,1.197414,1.1538526,0.6746503,0.98815703,0.8983164,1.0428683,1.115802,0.7057466,1.1698391,0.3273397,1.2834824,0.99813306,1.0471917,1.2111704,1.0257819,0.9119003,1.2235901,1.2324072,0.776114,0.91712105,0.8448777,1.2579939,1.1684517,1.1481588,1.2222713,1.086236,1.3286052,1.0779437,0.83618444,1.2399166,1.1977795,0.8278278,0.47575927
face,0.8973976,1.1597956,1.1174539,1.1597328,0.8080658,1.1322613,1.1044992,1.1600858,1.0615581,0.9942972,1.0819484,0.86156046,1.2198138,1.0342245,0.8951445,1.255577,0.9642019,1.1559478,1.202471,1.2300695,1.2205299,1.032134,1.0970703,1.1766002,1.199297,1.1937157,0.8532374,1.0821674,0.98729926,1.0795817,1.114625,1.1680818,0.9834558,0.9132816,1.1250774,0.90446764,1.1683764,1.1656349,0.8665484,1.1303924,1.2909379,0.841744,1.2709365,1.226797,1.034873,0.9981514,0.9463012,0.98892766,1.13505,0.73582804,0.99628985,1.0575706,1.1234726,1.0603721,0.0,0.9805081,0.88270223,1.2420326,0.935444,0.8306767,1.2226863,0.8958955,0.9336109,0.56159955,1.1818483,0.9154871,1.1701103,0.3055364,0.8307096,0.87999314,0.94591355,0.91534626,0.6414218,1.012607,0.8828873,1.2436564,0.8887254,1.2384291,0.89693636,1.012117,0.96838295,1.0267234,0.87022614,0.8061441,1.0797225,1.0963018,1.3082393,0.81941175,0.8146559,1.1144758,1.1183753,0.93957424,0.687576,0.7857019,0.96272457,1.2742178,1.241564,1.0683455,1.1477647,1.1374271,0.928486,1.1613593,1.0775582,0.9668386,0.9962961,1.1394182,0.87500244,1.0142006,1.0254452,0.9538343,0.8979976,1.232155,0.5861275,0.95916855,0.9189211,1.1409627,1.1763633,0.96003324,1.264677,1.0106713,1.211472,1.2698504,1.0984267,1.2305945,0.9614587,0.88972604,1.0944887,0.87983286,0.5881412,0.8816437,0.8694473,1.2601612,0.9662491,0.97384715,0.94953996,1.2482013,1.1245718,1.0125848,0.92364216,1.1462641,1.1389413,0.86494124,0.98248744
finger,1.3153551,0.7033801,0.613369,0.99611807,0.91211873,0.8128779,0.8269398,0.8810049,1.4398166,1.3906193,0.9174473,1.3348732,0.6603182,1.318813,1.179169,0.7722242,1.279743,1.1710801,1.0535071,0.92067957,1.1488111,1.3899143,0.9542184,1.0414582,1.0861735,1.1041269,1.2742398,0.4015742,1.1143903,1.0723662,1.057481,1.1196642,1.3725727,1.1364278,1.1269876,1.0886343,0.8949124,0.8658259,1.3008184,1.0097948,0.58830845,1.5139809,0.92815316,0.70101345,1.2089641,1.0567002,0.9352882,1.130763,1.0292907,1.2251152,1.174526,0.4404657,0.6610602,1.1614367,0.9805081,0.0,1.3057028,0.7816075,1.2581413,0.51709366,0.84206915,1.1635823,1.2936797,0.43987358,0.5074033,1.315918,0.6507065,0.90511733,0.29547912,0.56600755,1.0194201,1.2013798,1.1365701,1.2291074,1.0009993,0.8653805,1.3363397,0.97413486,0.4847244,1.0539902,1.107064,1.2951545,0.8693029,1.2514029,0.9446778,0.48792315,0.8794253,0.4298252,0.6172466,0.618909,1.1707494,1.1273358,1.1731344,0.88762164,1.1219164,0.6683394,0.7075254,1.0071293,0.7249769,0.9435115,1.192878,1.2812409,1.0397242,0.52785134,1.3206942,1.1102443,1.3486418,1.23484,0.87124586,1.13295,0.8330972,1.056382,1.1336818,1.0424094,0.91048634,1.2009534,1.154187,1.2970073,0.58763194,1.2406743,0.7136617,0.49870098,1.2269255,1.0886772,1.14406,1.1996273,0.76520896,1.1970739,1.1696423,1.265054,1.4382353,0.810254,0.10584432,0.33383882,0.7640032,0.8413969,0.9989936,1.3745482,1.2125797,1.1184635,0.421103,1.214683,1.0360985
firetruck,0.8588285,1.1692846,1.2015998,1.1688327,0.98574257,1.2080603,1.171105,1.2021661,0.81285703,0.85549366,1.0982975,0.9259513,1.1054387,0.8835862,0.9590613,1.0497903,0.9946626,1.0750268,1.0892247,1.0020525,1.045881,0.77906805,1.1598344,0.8265918,1.0239892,0.8845211,0.4999832,1.1553584,0.71136767,0.95178294,1.0405712,0.9978941,0.73130023,0.830498,1.0665537,0.92210674,1.2452966,1.1774976,0.95638216,1.1945411,1.1130916,0.76212454,1.0652297,1.1863424,1.0372984,1.0137782,1.0803046,0.85510063,1.151483,0.86116064,0.9780882,1.1720662,1.2392534,0.83938885,0.88270223,1.3057028,0.0,1.167905,0.80699575,1.1365845,1.0369763,0.9579162,0.6981962,1.1021663,1.3333207,0.84923494,1.2066053,0.8827152,1.1682566,1.1332302,1.0347627,0.93866277,0.9566993,0.7218895,0.9926677,1.0425736,0.7323915,0.9813358,1.1577559,1.0617493,1.1303164,0.90432554,1.1416845,0.9406511,1.2301283,1.1540859,1.1965578,1.1213648,0.93630356,1.2715026,0.9228096,1.0483317,0.8696749,1.0211744,0.9887034,1.1185559,1.1510361,1.0060296,1.0892261,1.181463,0.7410298,0.9967393,1.091812,1.2050439,1.0389992,0.98737484,0.7756788,0.9088439,1.1367165,0.9522436,1.0711021,1.0419035,0.81948125,1.1799458,1.0627518,1.0057108,0.92648023,0.73503375,1.2129538,0.9290397,1.1126416,1.2523139,1.016538,1.1183022,1.163327,0.93531126,1.115449,1.0010494,0.88850987,0.8007271,0.81208193,1.1735425,1.2686002,1.2250093,1.1624893,1.2412384,1.0237694,0.8956012,0.9436929,0.79860127,1.1736598,0.82875806,0.83673155
fish,0.9786347,0.63614804,0.44032383,0.8181848,1.3687749,0.48504227,0.55095196,0.64688855,1.3154457,1.3478444,0.79235053,1.4441619,0.44399875,1.2889129,1.2335304,0.3751335,1.2382663,0.9388381,0.90891266,0.5901154,0.8381598,1.4189959,0.9588698,1.1925182,0.85687745,1.012176,1.1670661,0.61705816,0.969629,1.2828883,1.0463034,0.83153343,1.4695271,1.2458853,0.8404646,1.2684758,0.8569195,0.8637241,1.4429245,1.009317,0.3704735,1.5699527,0.5858821,0.6932914,1.2062148,0.7569922,1.058889,1.1715486,1.0951438,1.2853888,1.0098227,0.90621996,0.5543036,1.0705003,1.2420326,0.7816075,1.167905,0.0,1.0449524,0.987351,0.7256218,0.97178596,1.2825906,0.873227,0.55124736,1.266664,0.508992,1.2634952,1.1337118,0.6299488,0.9809142,1.1053269,1.4473813,1.1883038,1.241037,0.7268012,1.5276252,0.7112717,0.9297422,1.0105689,0.9036614,1.2085392,1.0876299,1.3085092,0.9268262,0.45734644,0.71464306,0.9437654,0.89390147,0.5985788,1.0859356,1.1007179,1.3993094,1.3162546,1.2082855,0.48449612,0.5997018,0.6479636,0.4399556,0.85283375,1.0152717,1.0204912,0.77904123,0.50911254,1.3290784,0.9454054,1.4213312,1.1785387,1.051761,1.2516336,1.0963783,0.87837654,1.4308496,1.0742455,1.1838422,1.1267927,0.8523377,1.3965287,0.3387828,1.1890031,0.45319408,0.6729909,1.0325152,0.84252656,1.2168361,1.1928332,0.616612,1.3597417,1.4546967,1.3166387,1.5438699,0.5825985,0.67935556,0.755975,1.0780627,0.78581727,0.7882482,1.3849065,1.0555451,1.2417003,0.51910615,1.2256236,1.0294579
flower,0.5691149,1.3352413,1.0321641,1.0720143,1.062861,1.0844492,0.9795335,0.9524934,0.8653445,1.0369507,1.0780771,0.98232985,1.2927575,0.9172981,0.874002,1.0409502,1.0641644,1.0627946,0.96896464,1.0631039,0.91677785,0.796067,1.041629,0.8049485,0.8794663,1.1908705,1.0135328,1.1704041,1.2345878,0.9495223,1.0057101,1.129953,0.9054159,1.015443,1.0953147,1.1747123,1.0857904,1.0775803,0.9576856,1.0686,1.1984078,0.8701296,1.0927998,1.2168741,1.0025026,1.0449865,0.63008547,1.025244,1.0666364,0.9006811,0.9025025,1.1453899,1.1318828,1.1214807,0.935444,1.2581413,0.80699575,1.0449524,0.0,1.230365,1.1509291,0.41257238,0.8704571,1.179382,1.1169429,0.88563734,1.0301043,0.9656813,1.0610904,1.1445497,1.0127071,0.78683233,1.0380391,0.7302275,1.1611965,1.1485555,0.81434155,1.0340236,1.1446998,1.0848176,0.78859305,0.96697605,0.7489508,0.7987051,0.9050652,1.2555038,1.1031436,1.2076697,0.9024914,1.1220787,1.0488805,0.96531695,0.95674103,1.1572008,0.8807842,1.2022865,1.2061502,1.0751482,1.021961,1.1463649,0.14179909,1.0662975,1.053188,1.1208543,0.92427623,0.8571968,0.9172044,1.029351,1.1110126,1.047777,0.6475118,0.8730591,1.0714669,1.0035563,1.0946798,0.75568056,1.1437826,0.89326453,1.2901042,1.0502087,1.1682835,1.2771009,1.1265826,0.9692596,0.78575325,0.95579505,0.9098942,0.97026974,1.0081333,0.67435616,0.8691911,1.0821927,1.2789348,1.1896309,0.9067261,1.1105636,0.71583194,0.8809196,0.87190706,0.81170034,1.300399,0.86064196,1.0867902
foot,1.0828271,0.893184,0.96804726,1.059356,0.7487439,0.92828494,1.0464256,1.0794904,1.3677511,1.2091154,0.7080542,1.025171,0.9728332,1.2127376,0.91724235,1.1228997,0.95598245,1.091126,1.1807947,1.2617173,1.322195,1.294197,0.8425485,1.1240042,1.2977439,1.1471397,1.0375301,0.81757236,0.92910236,1.0180705,0.9682412,1.1544418,1.2223941,1.057252,1.1686939,1.0092341,0.8213906,1.1174399,1.0580851,0.9282739,1.150902,1.1936307,1.3087264,0.7858865,1.1839674,0.8812697,0.97324437,1.1276034,1.0314261,0.88850766,0.8555976,0.72431266,0.8731186,1.0632354,0.8306767,0.51709366,1.1365845,0.987351,1.230365,0.0,1.1212236,1.0021054,1.1320455,0.69404936,0.7624982,1.027566,0.912988,0.7243222,0.5436579,0.9085782,0.88020945,1.1207311,0.922276,1.1161898,0.7295925,1.2041229,1.1384482,1.2620652,0.65381736,0.81148756,0.87813455,1.115555,0.651385,1.033629,0.9202759,0.92680466,1.0994471,0.63131785,0.8406304,0.8866325,1.2614186,0.7148207,0.85791683,0.6289765,1.0090321,1.1384964,1.1440787,1.0157392,1.0895054,0.84527814,1.2309234,1.3127053,1.0687169,0.63438857,1.0778487,1.2544405,1.1888993,1.1147554,0.87409985,1.0275304,0.81946397,1.2407526,0.9065929,0.83140314,0.7252498,1.2694744,1.3493768,1.1922532,0.9741536,1.0936334,1.0610065,0.69151795,1.239094,1.2303488,0.9681575,1.0953172,1.1130959,0.95852274,0.93708336,1.167637,1.1547489,1.0542399,0.540989,0.6457661,0.974587,0.9886691,1.2488298,1.2746327,1.1483482,1.1873758,0.84781027,1.1477728,0.9413675
fork,1.1111683,0.61573017,0.835402,0.8486799,1.2366005,0.8555566,0.9249861,0.77351,0.9354663,1.085755,1.086582,1.482152,0.63692194,1.0369978,1.329606,0.61558104,1.3667004,0.6765221,0.8218031,0.6627388,0.91395986,1.2906742,1.1170995,0.97881716,1.0003049,0.67829883,1.0912699,0.85390574,1.0147496,1.0100051,1.0437466,0.5862316,1.315729,1.123161,0.953466,0.8654165,1.0244879,0.76592743,1.4612908,1.0812631,0.460724,1.286257,0.68231505,0.65991026,1.142555,1.0876689,1.2299011,0.8918972,0.87518305,1.4131353,1.1121827,0.8454055,0.83188826,1.184865,1.2226863,0.84206915,1.0369763,0.7256218,1.1509291,1.1212236,0.0,1.3005427,1.202172,0.8579977,0.8042449,1.4562654,0.92804706,1.1679914,1.0763705,0.72019124,1.0781035,1.1695285,1.41739,1.2262229,1.2234361,0.15459895,1.2080014,0.47322005,1.000208,1.1545444,1.2260345,1.0130612,1.3784919,1.2064532,1.1165502,0.68247944,0.6900759,0.79454345,0.91126335,0.89156085,0.7497168,1.2246748,1.4592654,1.2796532,1.1605756,0.3170526,0.35882193,0.88326705,0.7978191,1.0467763,1.1723185,0.73829645,0.9908879,0.997796,1.2652525,0.87044144,1.2002425,1.212663,1.0815609,1.085433,1.1518077,0.5875503,1.3541167,1.0574814,1.2267313,0.76026094,0.71689713,1.280623,0.5708144,1.2547491,0.6119462,0.7018766,0.95217836,0.30570233,1.2340151,0.89218235,0.7640579,1.1126854,1.3901032,1.3311852,1.4363103,0.82590955,0.81270367,0.87556916,0.84896296,0.82477987,1.0441257,1.2412264,1.063741,0.8258458,0.61954737,1.1167283,0.98103267
frog,0.55573577,1.2382808,1.0114408,1.0737263,1.0178547,0.9991214,0.94354737,0.7899459,0.98730826,1.1352047,0.813541,0.96173,1.2475226,1.1369036,0.5985911,1.1210693,1.0175252,1.1947899,0.9814085,1.2277094,0.9820861,0.83411956,0.96633977,1.0798476,0.95854425,1.3764455,1.0388035,1.0399585,1.1742065,1.2590683,1.0783644,1.248294,1.0024465,1.1263443,1.1261754,1.1278679,0.9699379,1.0114237,0.88347745,1.00976,1.2014556,1.0213864,1.2652099,1.1412597,0.95631486,0.8238814,0.64809644,1.3685651,1.0908173,0.9218524,0.7005621,1.1122177,1.0576714,1.0584158,0.8958955,1.1635823,0.9579162,0.97178596,0.41257238,1.0021054,1.3005427,0.0,0.9188999,1.0894997,1.0507953,0.79883146,0.7920344,0.9232529,0.9666759,1.1583673,0.8721731,0.69346595,1.023551,0.5871514,1.100069,1.3501275,1.0629119,1.3507587,1.2573864,0.97232395,0.76496816,1.0996398,0.6371778,0.84635353,0.81870794,1.1715951,1.3217467,1.2422866,0.8213328,1.033921,1.3257437,0.7199154,0.8538749,1.1027975,0.88803166,1.2373446,1.2274401,1.0076782,1.038708,1.1369137,0.4399224,1.1193106,0.8994432,0.90512365,0.91921955,0.94730073,1.1507286,0.9641026,0.9503163,1.0199093,0.72322583,0.8778239,1.0388116,0.9544387,1.0530438,0.86146545,1.3064544,0.75244087,1.2267108,0.9563889,1.2342813,1.2428921,1.102199,1.1416733,0.6573148,1.0013016,0.9912352,1.122427,0.9814256,0.6538882,0.86217153,0.971178,1.1902485,1.069069,0.8872266,1.3044841,0.5311452,0.7798347,1.0810546,1.2006719,1.2678535,1.1397916,1.0657275
glass,0.8301642,1.3686581,1.1885831,1.0879402,0.88691616,1.1979599,1.1622181,1.218541,0.65080416,0.5085447,1.0319035,0.783317,1.3310816,0.90364075,0.6558234,1.3695233,0.9503843,1.1093676,1.1051207,1.0233827,0.8647698,0.6469771,0.99598944,1.0601226,0.9832821,0.8971093,0.55261123,1.2338231,0.91999567,1.1284097,1.0477675,1.0132852,0.6151367,0.9413203,1.0474633,0.8103293,1.086864,1.1439624,0.79493874,1.067574,1.3696485,0.5681504,1.1170157,1.3332764,0.8681578,1.1596731,1.1282169,0.9789997,0.94780636,0.9051777,0.9580451,1.2875488,1.2105829,0.92543477,0.9336109,1.2936797,0.6981962,1.2825906,0.8704571,1.1320455,1.202172,0.9188999,0.0,1.230936,1.4452937,0.75378036,1.1754184,0.9243822,1.062205,1.3331416,1.1472346,0.8670182,0.8476273,0.79226243,0.9967362,1.2457645,0.8092588,1.2080806,1.2457255,1.0520664,0.6781482,0.6847804,1.0201001,0.8463397,1.0886095,1.336347,1.3372669,1.2073343,1.145534,1.237398,0.8876922,0.94674975,0.8711904,1.0257876,0.882454,1.3559124,1.3268485,1.191383,1.191431,1.2208666,0.8671651,0.79020816,1.2314304,1.2963479,0.8947074,1.029123,0.50814986,1.0138371,1.1066943,0.84427,1.0864743,1.1381707,0.8289488,1.1532161,0.97399,0.8903486,0.80228424,0.6233746,1.4509592,0.9427349,1.2532398,1.4495214,0.92449135,1.0345255,0.6958556,0.78506637,1.2279066,1.0392869,0.8330009,0.82440126,0.51703775,1.1366124,1.3584229,1.2162366,0.976354,1.4174123,1.1689255,0.64986277,0.8692188,1.0280274,1.3605491,0.8120191,0.9605182
glasses,1.2160298,0.7714434,0.71276695,1.0535955,1.0893469,0.92516536,0.9561005,1.015729,1.3625456,1.3437129,0.9755959,1.2775136,0.6387779,1.3493686,1.1679549,0.76339823,1.2350264,1.2275305,1.0782266,0.8926772,1.1998699,1.3312206,1.0834476,1.017396,1.0949956,1.0784025,1.1387534,0.50265133,0.99084204,1.0565668,1.0981265,0.9951039,1.2767123,1.0958369,1.0798339,1.112493,1.056836,1.0804762,1.2559848,1.1430814,0.67435044,1.3726026,0.93946916,0.81915283,1.2286725,0.9965166,1.0287703,1.0488651,1.0386176,1.0980464,1.1720581,0.42413163,0.79865664,1.1454718,0.56159955,0.43987358,1.1021663,0.873227,1.179382,0.69404936,0.8579977,1.0894997,1.230936,0.0,0.7425087,1.2775278,0.83407754,0.54470205,0.73071826,0.34581673,0.9762498,1.1854298,1.0497911,1.1659813,1.0382576,0.85214716,1.2070324,0.932877,0.6911453,1.069804,1.2789884,1.2491454,1.067357,1.1671277,1.0914028,0.46901822,0.9837773,0.35658777,0.46602756,0.80579615,1.1127398,1.0808644,1.1602776,0.94894934,1.1968694,0.72131157,0.79548764,0.9403088,0.7648636,1.0054893,1.0932394,1.2545216,1.0214075,0.6039255,1.2481775,0.9488947,1.2179683,1.2046267,0.7001059,1.1530895,0.9220597,1.0571461,1.0075197,1.0110276,1.0176259,1.221035,1.1287954,1.3156717,0.62838167,1.2828968,0.7110425,0.742754,1.2023807,1.0856913,1.2033324,1.1815661,0.82325095,1.0942221,1.0383959,1.2243397,1.3650976,0.9177822,0.30625832,0.54577297,0.9808953,0.97831875,1.0289581,1.3719078,1.1848831,1.0566739,0.38079655,1.1339618,1.0154117
