,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
bed,0.5610117,1.3436507,1.546108,1.0882839,0.41602778,1.4122672,1.3956802,1.2096438,1.125748,0.2530607,0.0,1.286646,0.39584792,0.59039986,0.8822858,0.115379214,0.6977877,0.75289476,1.4485643,1.2115244,0.8055363,1.4555612,0.98039794,1.2331116,1.3076937,1.3519944,1.0753788,1.4091058,0.7264043,0.75088525,0.77850366,0.9921807,0.51277,1.1631637,1.109608,1.1924533,1.2955623,0.037022173,0.97107875,1.5469371,0.38308465,1.5221336,1.1477536,0.91543466,0.6849725,0.88105905,0.8672049,1.1822127,0.63970584,1.2434397,1.356058,0.757441,0.80747414,1.3856684,0.74838424,1.3452598,1.2782933,1.1452227,1.4677136,1.1374663,1.0193189,0.7841686,1.2846371,1.1534815,0.35455525,1.5506387,0.76568985,0.95259506,1.309553,1.1021234,0.5643213,1.2713823,0.5535377,1.2235262,0.6680405,1.3595153,0.6076548,0.9027871,1.0639542,1.1089592,0.7498014,1.1643186,1.2686791,1.3465226,1.4673948,1.1806675,1.3547056,1.339958,1.4732001,1.0398612,0.93646044,0.3219943,0.5973412,0.5190942,1.1755676,1.4925256,1.5424607,1.2425884,1.3253263,0.99128604,0.6140728,0.82815915,1.0312879,1.1697217,1.1283901,1.473956,0.90233403,1.1725767,1.4896171,0.8866044,0.99673444,1.0152313,0.8980416,1.057447,0.5412907,0.96134925,0.4804867,0.8388559,0.7266526,0.97694623,1.1311884,0.45019782,1.2592357,0.8296358,1.4905436,0.8981273,1.1215914,0.6557654,1.4344038,1.0324792,0.41414797,0.3841474,1.4756386,1.4518665,1.3768458,1.1482831,1.0383085,1.3256812,0.75537705,0.9789885,1.0711726,1.4665705,0.70638704,0.91255623
belt,1.3892589,0.8592749,0.622843,1.1895322,1.3500001,0.8259229,0.95325154,1.1472042,0.86851484,1.2555876,1.286646,0.0,1.284025,1.3449109,1.0946654,1.3190441,1.2488254,1.0884,0.49135572,0.86944544,1.1759228,0.97236603,0.960229,0.96513176,0.86114013,0.51129353,0.9233763,0.8734661,1.1147325,1.1485157,1.1187776,0.9575423,1.2031739,0.92730033,1.0037938,0.9574683,1.0817245,1.2591047,1.3070296,0.29061055,1.3096039,0.4435442,1.0212903,1.1271278,1.2964536,1.2382214,0.91735965,0.9142231,1.3267422,1.0369191,0.8272824,1.1456767,1.1457734,0.81527525,1.0916696,0.54657996,0.7165569,1.1428872,0.42107826,1.0633935,1.1361008,1.116038,0.8338846,1.1054975,1.2380788,0.6522954,1.152971,1.2900356,0.6650386,1.0226659,1.2512511,0.941091,1.2585728,0.7979814,1.2468646,0.52977717,0.99087644,1.0415369,1.2161676,1.0016848,1.5048465,0.89931804,0.911777,1.1485771,0.43185973,0.778357,0.91851115,0.7471254,0.8863575,0.8519933,1.2183584,1.266357,1.2177196,1.265146,0.94846064,0.22831273,0.47197884,0.9555675,1.0448452,1.0171977,0.9640435,1.1833577,1.0632606,0.9228836,1.0325384,0.7650598,1.1121436,0.95134515,0.54933876,0.99365723,0.90361917,1.2108643,1.3431401,1.2759876,1.2735875,1.0089086,1.3046122,1.2766635,1.1955379,1.0783081,0.46932733,1.2550647,0.8620049,1.0397688,0.46371806,1.2541993,0.97286725,1.2263508,0.75121367,1.0110763,1.2982737,1.2565569,0.5706163,0.734164,0.38502222,0.81762946,0.7438697,0.8223063,1.2505238,0.9598438,0.9303897,0.61606526,1.0571048,1.1248338
bench,0.66057426,1.4325941,1.540321,1.1147462,0.5186395,1.47578,1.3896592,1.1162847,0.99318963,0.291762,0.39584792,1.284025,0.0,0.784062,0.92143905,0.5093961,0.45002496,0.8559694,1.4851954,1.1606839,0.50550383,1.4317815,0.7759725,1.1628047,1.2209848,1.2155222,0.8479051,1.2941971,0.766603,0.51375246,0.8950686,0.77265996,0.61520445,1.2768704,0.8967527,1.2303882,1.2808131,0.4613902,0.94539243,1.491713,0.20856297,1.4700998,1.1500628,0.9078835,0.8369165,1.0526536,0.7964804,0.97915685,0.7856329,1.2939442,1.4361539,0.90337074,0.8605484,1.4014387,0.66712326,1.3727117,1.3256611,1.2092662,1.3722731,1.266242,0.9744215,0.71914744,1.2716075,1.1965005,0.35724568,1.5507066,0.87029016,0.9878837,1.3859605,1.1487526,0.63873976,1.2520795,0.56524724,0.9743699,0.45920014,1.3175962,0.6893718,0.8905555,0.98051655,1.117819,0.78391325,1.1478558,1.2286259,1.2494284,1.4792132,1.2290479,1.3593358,1.3648022,1.4891236,0.8414899,0.99470437,0.63359994,0.6193242,0.6223824,1.2124739,1.4169437,1.4220831,1.2047783,1.3078102,0.9799402,0.9377386,0.85529876,0.97649753,1.0928162,1.174201,1.477725,0.8514255,1.1035285,1.5092859,0.74835247,0.8481294,1.0008419,0.8947252,1.0737084,0.6472955,0.7794032,0.64091885,0.8503182,0.69117486,0.95857894,1.0626189,0.26413196,1.286641,0.9131846,1.5038873,0.9293067,1.0544817,0.58486205,1.4390328,1.0543523,0.58972466,0.3095219,1.4993505,1.4858589,1.3457857,1.0912486,1.1569355,1.4069438,0.6386742,0.89358264,0.82023174,1.4837416,0.70184636,0.9527805
bib,0.7153227,1.230934,1.3591506,0.93050253,0.5272794,1.2138379,1.2068012,1.116858,1.1988615,0.7359549,0.59039986,1.3449109,0.784062,0.0,1.0427735,0.51199824,0.7870733,0.8470123,1.3101294,1.2229948,0.9480423,1.191282,1.0740335,1.1280037,1.2291261,1.448967,1.0923268,1.2433494,0.8443887,0.9772043,0.8705832,1.0548817,0.50004697,1.0553513,1.0591382,1.2532113,1.1600529,0.5996579,0.79698056,1.4926598,0.7081839,1.4511592,1.1211668,0.95049036,0.79398835,0.66398674,1.0491157,1.280924,0.4586829,0.986557,1.3145069,0.94165766,0.6527878,1.1985419,0.9194143,1.3004148,1.1898711,0.96430194,1.4300408,1.0134026,1.0125936,0.7279646,1.0009272,0.8550683,0.70843565,1.368638,0.605403,0.71466744,1.0985193,1.1493497,0.6057499,1.1343762,0.64560455,1.305789,0.7723745,1.4603168,0.8747027,1.0364616,0.98350686,1.0316232,0.5079087,1.1484067,1.0381848,1.0310861,1.3386483,1.2821716,1.0179833,1.132808,1.31417,1.1789032,0.8902818,0.34272826,0.67288333,0.71426284,1.2208818,1.4513857,1.4317118,1.0926349,1.2432804,1.0631863,1.0365968,0.8757506,1.0909154,1.1384928,1.2124076,1.2663953,0.8274498,1.1059606,1.395814,1.0529991,1.035654,0.96838033,0.7252207,0.937517,0.57753354,1.0732427,0.32656938,0.8003992,0.6567148,1.0428796,1.4037747,0.77806383,1.1483546,0.8875932,1.3791504,0.8234485,1.1795409,0.78222764,1.3032717,1.0169944,0.39187068,0.6904936,1.3821855,1.252892,1.3457658,1.0350481,1.2644675,1.1859123,0.8058941,1.039355,1.1938391,1.2253824,0.93927664,0.99596626
bird,0.4814654,1.2715249,1.2040468,1.0731059,0.9274099,1.0966872,0.89793926,0.9760109,1.1912737,0.8935174,0.8822858,1.0946654,0.92143905,1.0427735,0.0,0.92870015,0.99227625,0.90231663,1.1984184,1.0129778,1.0301614,0.9503076,1.1924821,1.1132469,0.9890724,1.2295725,1.1901455,1.2068338,0.6820425,1.168489,0.9818639,1.165359,0.8758579,1.1207945,1.1143476,0.51848924,1.1111704,0.8637922,0.9876573,1.2119477,0.9412265,1.2009203,0.91650724,0.9468156,0.52124226,1.0420777,1.0571908,1.1839882,1.0312297,1.0779709,1.0277077,0.6592854,0.88870615,1.2838898,0.99482685,0.8295154,1.0237064,1.057949,1.223393,0.7250302,0.7723294,0.95407647,1.1630485,1.2675939,0.88082033,1.2097473,0.984475,1.1913335,1.2032537,0.90262604,0.99936384,1.0502095,1.1222622,1.2092853,1.1341028,1.1469017,0.91717076,0.7948002,1.0146885,1.0218807,0.9917207,1.0938722,1.2006699,1.1579654,1.1500405,1.0932467,1.2079755,1.1451528,1.0884391,1.0767157,0.27013278,0.9592216,1.136068,0.71786815,0.52997136,1.197044,1.2548268,1.1983882,1.1826957,0.6857909,1.0168166,1.0115563,1.0275012,0.97890705,0.8506915,1.1725045,1.1322224,1.1197972,1.1292433,1.0370609,1.1481553,0.6128502,0.99162704,0.9824073,0.9667051,1.0658295,0.9853547,1.1715522,1.1234804,1.1147192,1.0646297,0.92624414,1.3391429,1.0828269,1.1843361,1.2090601,0.9566785,0.8759919,1.1614375,1.0581652,0.9851584,0.8845847,1.1779518,1.2823958,1.1576054,1.1678797,1.1244814,1.1388968,0.9218568,0.9651185,1.1488112,1.3190993,0.88673574,0.7554071
blanket,0.5771717,1.2974813,1.5308259,1.0906143,0.39313728,1.3836894,1.3065027,1.1968088,1.1790223,0.35048997,0.115379214,1.3190441,0.5093961,0.51199824,0.92870015,0.0,0.73494124,0.8722815,1.4479414,1.2146204,0.90048134,1.3296733,1.0220544,1.2175215,1.290926,1.3683194,1.0984449,1.3425074,0.7176403,0.8258313,0.82062626,0.96865815,0.5839707,1.203775,1.0521604,1.1680585,1.2503409,0.21196944,0.8682574,1.5235224,0.5167221,1.5265511,1.1058719,0.99285513,0.7375176,0.8902487,0.9178015,1.1316419,0.54157776,1.1164417,1.3278657,0.86098033,0.8497811,1.2771084,0.86999947,1.2859535,1.2705662,1.1116221,1.3904617,1.1705133,0.9968629,0.83980286,1.2116946,0.94520605,0.47559863,1.4724487,0.8206585,0.85493594,1.2178912,1.1256762,0.60168374,1.3009832,0.530323,1.1791022,0.80262434,1.3973908,0.63535106,0.93722606,1.0498703,1.1306897,0.5869789,1.2058468,1.211203,1.2077076,1.4263449,1.0573134,1.2414453,1.2916415,1.4254085,1.0698503,0.94898885,0.4168955,0.5797626,0.5767602,1.1692832,1.4619143,1.4789213,1.1685863,1.2638569,0.90400195,0.48046768,0.8328059,1.0947853,1.2032992,1.1571059,1.4676862,0.88516086,1.2460386,1.4671988,0.9710809,0.8704916,0.9459018,0.86951053,1.0380254,0.49575007,1.0432398,0.47585654,0.7478802,0.611661,0.9926007,1.2024636,0.5517628,1.1477429,0.8391764,1.4463158,0.7706793,1.1480166,0.71029896,1.3503208,1.0841786,0.4619947,0.5634675,1.4764447,1.3448353,1.3220041,1.1841369,0.89623684,1.3786696,0.8166119,0.98617524,1.1888752,1.3598673,0.76992154,0.955044
boat,0.8179188,1.3670477,1.2861857,0.94918394,0.7615469,1.1778196,1.3374146,0.9748888,0.974732,0.55022275,0.6977877,1.2488254,0.45002496,0.7870733,0.99227625,0.73494124,0.0,0.9908016,1.4188137,1.0131394,0.67299056,1.2429988,0.81398845,1.056043,1.1671247,1.3024602,0.49210674,1.1347355,0.7654577,0.8841411,0.9360131,0.92773336,0.7384056,1.2610013,0.8846916,1.0996965,1.1781949,0.74965394,0.8678204,1.2963887,0.59818363,1.3984686,1.0338051,0.93982357,0.94002676,1.0285072,1.0442836,1.0171702,0.8388382,1.1683391,1.3399649,1.0301343,0.8437767,1.3410618,0.4262489,1.1533942,1.0407168,1.2346909,1.1924934,0.9270021,0.9557287,0.5348654,1.1282097,1.030459,0.56384605,1.2680948,0.9150834,1.0105274,1.3582468,1.0672907,0.92459536,1.145033,0.7821102,1.031415,0.62540317,1.3280494,0.7990844,1.0309958,0.82398856,1.2520778,0.8268062,1.1506724,1.1895401,1.1749165,1.356071,1.1845002,1.3093882,1.2252707,1.2805883,1.0345316,0.90363425,0.831408,0.8127794,0.7702735,1.0895892,1.2918702,1.2931318,0.8895595,1.2255116,1.0260148,0.98715925,0.85869515,0.89405835,0.97376806,1.1804907,1.2200229,0.9663293,1.1692547,1.3133066,1.0434216,0.8464823,1.1130143,0.9443752,0.97533405,0.51372725,0.92704844,0.80341107,0.96183765,0.7868133,0.92634326,1.1147217,0.54734194,1.2035068,0.8151926,1.4464065,1.0584364,1.0499942,0.63173866,1.2119527,1.1387306,0.83186114,0.62468034,1.1968651,1.400719,1.2322648,1.1080366,1.1690574,1.1546667,0.74364626,1.057847,1.0035988,1.3428308,0.95963514,1.0520116
book,0.7722599,1.1437837,1.1680365,1.0085891,1.0557642,1.0940716,1.2535348,1.0423571,0.65306246,0.9207751,0.75289476,1.0884,0.8559694,0.8470123,0.90231663,0.8722815,0.9908016,0.0,1.0680084,0.93031895,0.6029939,1.3029745,0.893461,0.9253788,0.91558737,1.1288536,1.096683,1.2069076,1.079745,0.98322415,0.8417263,1.2768635,0.97995746,0.8184828,0.9722486,1.0787534,1.134888,0.65007806,1.0493666,1.1394463,0.8538309,1.1206031,1.0944997,0.79481685,0.77915454,0.8341601,1.144638,0.94000155,0.88431513,1.2041093,1.1307267,0.6933544,1.0351273,1.2870814,1.0080533,1.1236893,0.99965876,1.0234545,1.1726294,0.82475054,1.011315,0.88961416,1.2811439,1.2320213,0.83256376,1.1190178,1.0862696,1.0328803,1.2772267,1.0097564,1.0534306,0.88868594,1.1072493,0.98258114,0.8114609,1.1168046,1.1432126,1.0882897,0.98320276,0.8945182,1.0710305,0.94665015,1.2409738,1.2430484,1.2655165,1.0165702,1.2819996,1.3553188,1.1815332,0.7964994,0.9573003,0.73985916,1.1394591,0.28344297,1.0469122,1.1032063,1.1326004,1.1130102,1.1472529,1.1414824,1.0588909,0.81490266,0.9768015,0.8649157,0.7881798,1.1056552,0.7398758,0.85547125,1.2732321,0.95919454,1.1549757,1.0945386,1.0344783,1.0733787,0.95223165,0.91980827,1.020659,0.9884124,1.1815779,0.9110107,1.0813156,0.92197776,1.1452615,0.8994621,1.22584,1.0559051,0.9785595,1.0169797,1.1746782,0.89584464,0.9660021,0.7429557,1.0756068,1.3156753,1.248845,1.069304,0.9629978,0.8202665,0.7679734,0.96559,0.8802098,1.256857,0.9667074,0.7801281
bottle,1.5098712,0.67343956,0.4904884,1.0188015,1.4568012,0.5895952,0.72419024,1.070545,0.65149516,1.3914716,1.4485643,0.49135572,1.4851954,1.3101294,1.1984184,1.4479414,1.4188137,1.0680084,0.0,0.78009343,1.1213212,0.8949056,1.0368164,0.7020192,0.8798938,0.42279232,0.99161047,0.92268634,1.4110175,1.1206517,1.0917362,1.0464077,1.3889253,0.5594348,1.1119288,0.97388685,0.9423361,1.4130008,1.2462924,0.41042495,1.3948406,0.16736734,1.1377281,1.0973953,1.4074011,1.0155813,0.989989,0.9612951,1.235143,1.0516614,0.5729562,1.272357,1.2773519,0.8654913,1.1743441,0.5274844,0.585003,0.95269763,0.708482,1.0752158,1.2564398,1.304281,0.98985535,1.0525112,1.3953195,0.49131918,1.3043495,1.3205566,0.6842706,0.9556111,1.2875137,0.553568,1.4433422,0.8914099,1.2702498,0.47297013,1.2720935,1.0676961,1.1625454,0.43649977,1.4352205,0.7461885,1.0537546,1.0879775,0.43667996,0.66044056,0.9567659,0.87000155,0.72352624,0.8664751,1.2657871,1.3730175,1.4223306,1.3672305,0.9448872,0.39914215,0.58304095,0.8922183,0.85020804,1.1671892,1.0322193,1.1651887,0.9532119,0.9172293,0.8938292,0.62241226,0.9285152,0.6438685,0.5693686,0.89049155,1.1829957,1.1124276,1.2488959,1.2365768,1.4109151,1.061797,1.4520929,1.2580972,1.4289596,1.0153419,0.55795074,1.3411099,0.8615476,1.0473573,0.2765271,1.1515139,0.94695514,1.102978,0.802646,0.83769095,1.4489104,1.3828709,0.50913936,0.70138466,0.63151544,0.7293595,0.6709239,0.58771175,1.257446,0.9553487,0.8019022,0.59808344,1.1580216,1.1927627
bowl,1.22963,1.0271989,0.54700303,0.77278125,1.3579137,0.53996843,0.7862653,0.6638096,0.6159308,1.1114002,1.2115244,0.86944544,1.1606839,1.2229948,1.0129778,1.2146204,1.0131394,0.93031895,0.78009343,0.0,0.7315167,1.0183645,1.0110782,0.13862234,0.8743364,0.89811075,1.1388812,0.84996885,1.3802974,1.1546488,0.96699595,1.3901514,1.2847121,0.9147792,1.2177318,0.9730221,0.728436,1.1830916,1.1590282,0.7875133,1.1780583,0.53384686,1.1821346,0.45475543,1.1957386,0.9239541,1.2817327,0.937359,1.2545277,1.1598634,0.67186624,1.1427505,1.182511,1.105898,1.1764944,0.81468207,0.7678863,1.0373521,1.0030409,0.82596815,1.2399507,1.013609,1.1351917,1.1130062,1.0595051,0.7049393,1.295644,1.1443064,0.97401184,1.1398138,1.3130834,0.6269186,1.3173234,1.0208296,1.0843389,0.93682784,1.2989329,1.0021352,0.7465093,0.94261414,1.1588013,0.96585715,1.0806415,1.0945723,0.87146884,0.9277851,1.1506087,1.0454998,0.63274086,1.0278924,1.0277679,1.2335511,1.3355582,1.0594251,0.96087056,0.93110704,0.9687371,0.9600555,0.8923633,1.1509209,1.1734011,0.8602649,0.9875163,0.3545097,1.0296988,0.5550376,0.9153894,0.9045798,0.79422027,1.2346964,1.1608657,1.049723,1.0413147,1.1426843,1.2874131,0.96198916,1.3584361,1.1271838,1.335492,0.79397535,0.91967404,1.0737108,0.941181,1.1666375,0.98456264,1.1609497,0.7416152,1.1896268,0.7720896,0.99390715,1.366251,0.9821411,0.47025406,1.0810012,0.9928662,1.0311387,0.98494834,0.4602083,0.5188668,1.1052617,1.0118778,1.0066799,1.189803,1.1822789
box,0.94849014,1.3038867,1.2000352,0.99630713,1.0036585,1.2111881,1.274437,0.9719302,0.35355383,0.6591813,0.8055363,1.1759228,0.50550383,0.9480423,1.0301614,0.90048134,0.67299056,0.6029939,1.1213212,0.7315167,0.0,1.3267982,0.7160863,0.60139126,1.0951059,0.8921555,0.9183451,1.1622261,1.1434858,0.68726134,0.9767971,1.0451899,0.9808146,1.0044172,0.9805348,1.154255,1.0364128,0.7770181,1.0831192,1.2757564,0.5502337,1.0686954,1.1670839,0.6933974,1.0170696,0.85170746,0.96861863,0.8375412,0.8794225,1.2654366,1.2452635,0.97156274,1.0458568,1.3536007,0.81297106,1.2695163,1.0359613,1.0818973,1.2479185,1.092496,1.1072991,0.8765753,1.2860343,1.2179594,0.74881685,1.2507699,1.0615562,1.0625203,1.2922556,1.1762064,0.9286493,0.8307793,1.0080906,1.0142144,0.53210443,1.1581002,1.0538595,1.0086155,0.8707486,0.8582219,0.9632369,0.9528118,1.2111193,1.1511503,1.3768932,1.0201192,1.3263035,1.3713969,1.2182223,0.77030003,1.0131087,0.87905914,1.0230119,0.65297127,1.1268187,1.2848107,1.2929702,1.125004,1.1337433,1.0847156,1.095317,0.79527736,0.8678532,0.8591242,0.97403514,1.1400344,0.52131975,0.7977601,1.3373601,0.80882937,0.99992627,0.9822783,0.99343616,1.0809209,1.008437,0.94359267,1.0212381,0.9869639,1.0624688,0.8351335,1.0656308,0.67298716,1.1978953,1.0571753,1.2230711,1.0419722,1.0678449,0.91441053,1.2123975,0.8692146,0.95988274,0.63065594,1.172812,1.3914152,1.3189288,1.0877812,1.0212162,0.880684,0.59914625,0.96550536,0.7221774,1.3756874,0.9539715,0.99293023
bread,1.1403716,0.7655264,0.68171906,0.75622183,1.2332028,0.7812504,0.7415597,0.6903867,1.229353,1.502249,1.4555612,0.97236603,1.4317815,1.191282,0.9503076,1.3296733,1.2429988,1.3029745,0.8949056,1.0183645,1.3267982,0.0,1.116673,1.0493778,0.98104006,0.9701819,1.1995394,0.59107816,1.0657501,1.262748,1.286893,1.0761796,1.3330884,1.0036777,1.1595393,0.5820526,0.70217675,1.433727,0.54845905,0.66803527,1.5255203,0.8507384,0.94259596,1.1199479,1.0260832,0.98572266,1.2146125,0.93896246,1.1958818,0.74902475,0.69154406,1.1752615,1.1348035,0.540311,1.320319,0.7447641,0.8570706,0.92614347,0.76769257,0.7785394,1.0331558,1.2662121,0.70301926,0.67884624,1.3464766,0.56165653,1.1160156,0.8225292,0.8351977,0.91381866,1.34424,0.91469693,1.2179797,0.9818188,1.2542002,0.9421837,1.2155272,1.0941364,0.8878112,1.1737951,0.9206574,1.1326427,0.7015152,0.4272501,0.6360811,0.7903209,0.62600046,0.6293901,0.5544714,1.2117084,0.85976607,1.3809717,1.1850126,1.3954673,0.6660464,0.783526,0.6267151,0.9291709,0.58329487,0.86308825,0.9942394,1.1209753,1.0520153,0.9799616,0.9018649,0.756189,1.3018827,1.0932736,0.7002128,1.3017049,0.98244935,0.9503361,0.87113345,0.84178793,1.3165623,1.286669,1.3040974,1.0670682,1.1151499,0.88806957,1.1036122,1.3321477,0.77712774,1.2483747,0.7274883,1.034734,0.95950925,1.2199576,0.7397164,1.1958103,1.3167143,1.438727,0.7583669,0.5046754,0.6486405,0.8886186,0.91119385,0.8904912,1.2680767,1.1692339,1.2296478,0.64712566,1.2886572,1.2080393
broom,1.0329684,1.0845438,1.0829171,1.1677272,1.1099207,1.1674495,1.2378579,1.1137384,0.77852196,0.9566472,0.98039794,0.960229,0.7759725,1.0740335,1.1924821,1.0220544,0.81398845,0.893461,1.0368164,1.0110782,0.7160863,1.116673,0.0,0.91119784,0.9844468,0.70411634,0.9090345,1.0456493,1.0971618,0.5599915,1.1055692,0.8319762,1.094835,0.9812256,0.96113425,1.1748701,1.1722615,0.9877041,1.0065957,0.9714498,0.7954827,0.9262115,1.0515327,1.0796602,1.1304331,0.8737345,0.84322524,0.7361384,0.9823136,0.96589637,1.2230273,1.0773231,1.2262112,1.0998034,0.7405884,1.1063765,0.9404142,1.0715148,0.8591895,1.1511182,1.0988684,0.98227733,1.075054,0.94187075,0.8681924,1.0657917,1.1031779,1.0899221,1.1025276,1.0779808,1.0742005,1.0035019,1.0282178,0.8037769,0.44152087,0.8612677,1.0404788,1.151945,0.95359766,1.0736083,1.0390732,0.9951664,1.0497885,0.97774035,1.1594541,0.8922115,1.0238198,1.1355913,1.234494,0.90637314,1.1810472,1.0209912,1.0072337,0.96368176,1.1365975,0.91255414,0.84418654,0.9653184,1.0000906,1.0382922,0.9601913,1.0911528,0.5324713,1.100044,1.0073705,1.0939059,0.9006594,0.8663967,1.1454126,0.77973396,0.6577101,1.0641721,1.1068493,1.0426154,1.0941976,0.94434524,1.1281614,0.9732568,1.0069621,0.7209151,1.0784988,0.7858175,0.945024,1.1202254,0.9543092,0.9556965,1.0709652,0.9289904,1.0100601,0.94984806,1.0647656,0.9196254,1.0533909,1.0720228,1.0132284,0.8697803,0.8931279,1.0285133,1.0511274,0.9161782,0.37841415,1.0477751,0.92140603,1.0713142
bucket,1.2703533,0.9706737,0.622275,0.8395409,1.323081,0.6015108,0.77707404,0.79874444,0.51232517,1.1518731,1.2331116,0.96513176,1.1628047,1.1280037,1.1132469,1.2175215,1.056043,0.9253788,0.7020192,0.13862234,0.60139126,1.0493778,0.91119784,0.0,0.90342623,0.80216193,1.130881,0.79519916,1.4228969,1.0363061,0.9891716,1.3551291,1.25901,0.814085,1.1965501,1.0222883,0.7244396,1.2001071,1.1831243,0.85924506,1.1407145,0.49057508,1.1683725,0.6505026,1.2112186,0.7882589,1.2476809,0.90444374,1.1428057,1.1046637,0.79009736,1.1597767,1.215659,1.0834577,1.1646122,0.9052039,0.79901135,0.95170593,1.032773,0.85583586,1.2579945,1.0668534,1.1418221,1.0001669,1.0880309,0.7728284,1.2960081,1.099381,0.9384494,1.1258726,1.2013195,0.578395,1.2631612,1.055146,0.983885,0.956457,1.3351569,1.0421329,0.814164,0.78398645,1.015025,0.9100974,1.0825151,1.03623,0.95201427,0.905623,1.1170318,1.0866117,0.65709686,1.0536947,1.0605848,1.2071087,1.2806412,1.1013647,1.0133535,0.9920787,0.99926186,0.88910335,0.85865235,1.1060238,1.1824108,0.9238478,0.9344459,0.6035409,0.9758276,0.5790386,0.7340126,0.75829816,0.8971473,1.1722943,1.1558149,0.9933444,1.1045582,1.1298324,1.3259685,1.0071802,1.326661,1.0616633,1.2625597,0.77542675,1.0395932,1.0559402,0.9037899,1.1671875,0.9309457,1.0128995,0.87141055,1.139516,0.81938636,0.8906139,1.3153255,1.0542784,0.58413136,1.0490497,1.0948097,1.0110456,0.9557803,0.4136412,0.66075474,1.1163391,0.9102394,1.0242566,1.2119721,1.1727988
butterfly,0.9732407,0.9383188,0.8088703,1.208273,1.256735,0.89613014,0.8697697,0.96738625,0.8674171,1.2862058,1.3076937,0.86114013,1.2209848,1.2291261,0.9890724,1.290926,1.1671247,0.91558737,0.8798938,0.8743364,1.0951059,0.98104006,0.9844468,0.90342623,0.0,0.93547684,1.041049,0.954234,1.1050532,1.0774182,0.8636001,1.1008329,1.2291983,0.91026276,0.85135007,0.79003084,0.99386185,1.2925365,1.1018158,0.74050546,1.223107,0.85246176,0.7426305,0.9927487,1.0207729,1.0628239,1.0891184,0.7966548,1.2170508,0.93033624,0.93386734,1.0022622,1.1818357,1.0412344,1.0971686,0.78909653,0.74081266,1.0811207,0.7821039,0.6700282,0.86811054,1.1157107,1.0558101,1.1675975,1.2469046,0.86492634,1.2256362,1.1187525,1.0266168,0.8540108,1.18218,0.92627764,1.279713,0.83718246,1.1732819,0.7100803,1.119122,1.1046833,1.1142896,0.97562283,1.2594223,0.93982667,1.0807875,1.0965176,0.93593276,0.90361905,1.0952318,1.0456059,0.95084,0.9921994,1.0516213,1.2474687,1.2786596,1.0371493,0.7943152,0.7234925,0.69547665,0.9314313,0.95719683,0.9290612,1.1810954,1.0434166,0.92011476,0.9094248,0.7527393,0.77159035,0.9088442,0.9181903,0.86221564,1.1437165,1.1067765,0.9835839,1.2106485,1.0600146,1.2704602,0.69843435,1.3023117,1.1636071,1.2233274,0.96397376,0.94862545,1.211871,0.99705243,1.0494635,0.8357383,1.080468,0.7898513,1.1904292,0.84804916,0.9726981,1.3001558,1.230301,0.80764425,1.0010306,0.954357,0.9578334,0.94907194,0.8220182,1.1029094,0.97467613,0.8637562,0.8831775,1.1070023,0.8852533
