,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
drawer,1.1631541,1.1044642,1.1264004,0.8260048,1.1881928,1.1144259,1.2004305,0.87250555,1.0305266,1.0807866,0.79856753,0.4799685,1.1282984,1.2732785,1.0822749,1.1130942,1.0071204,1.098965,1.0061662,0.6624973,1.1102118,0.7069398,0.9377711,1.1824682,0.728177,0.8885164,1.0379068,1.1266286,0.52662677,1.0560437,0.9046764,1.0463823,1.1466889,1.0437908,0.83977413,0.927829,0.8572849,0.9642637,0.9254075,0.9751464,0.7643403,1.0169055,1.1189544,0.93885094,1.2127802,1.0930967,0.73652565,0.0,0.9684848,0.97458726,1.1469725,1.0220095,0.9739709,1.1101213,0.92263734,0.9447939,1.0240558,1.0829277,1.0032854,1.0553107,1.2213416,0.9734252,1.1335016,1.1073532,1.0052439,0.8311923,1.0589179,0.9294873,1.1671791,1.2335756,1.0065975,1.05612,1.1685823,0.7928958,1.0603994,0.8358413,0.94218296,0.9267657,0.73791575,0.8666731,1.0109558,1.1034627,0.9911382,0.86941737,0.87501055,1.0042139,1.0353835,1.0798484,0.78203946,0.91904086,0.96283555,1.0779881,0.6702634,1.1177337,1.1121722,0.87992305,0.89268845,0.9209822,1.0029476,1.1888894,0.9217821,1.1453583,0.8840182,1.1193479,1.1449045,0.98480475,1.198556,1.0553468,0.9050209,0.8445616,0.8278684,0.6773785,1.222408,1.1070848,1.1530932,1.064397,0.8913034,0.7935099,0.9567164,1.194368,1.0085765,1.0913281,0.80182016,0.92536426,0.94876164,0.81020564,1.1722192,1.0653187,0.8440656,0.88667333,1.0861986,0.80821115,1.0530791,1.0568708,1.0541142,1.0107799,0.92971736,0.9303583,1.0529964,0.8332515,1.0746878,1.0002369,1.0158283,0.81275463,0.94363236,0.72914433,0.9065665,0.9615054,1.1495832
dress,1.2003273,1.2545346,0.88691425,0.7174147,1.1452472,1.163142,1.0695676,1.1525049,0.91077757,0.624345,1.3040123,0.66079557,0.5251449,1.2560021,0.5304018,1.1741948,0.9721666,1.2205237,1.3896518,0.9520966,1.2151244,1.0271994,1.1666417,1.2334422,1.3255405,1.2026789,1.2255919,0.98924357,0.81238174,0.89753973,1.149242,0.987612,0.7674501,1.1651947,1.1231017,0.9121341,1.0348353,0.5558255,0.8598133,1.4144495,0.7106604,1.3509247,1.1635358,1.1183048,1.0067785,0.7436848,1.006169,0.9684848,0.0,0.98232394,1.2866447,0.9255416,1.3457464,0.84452736,1.0905776,0.84340894,1.3254004,0.88548326,0.828701,1.2991579,1.2667902,0.9228778,0.93634087,0.86341053,1.0486772,0.8206667,0.7864948,1.1834525,0.78868407,1.1675789,0.84855956,0.9780794,1.1551691,0.95527816,0.67167985,1.0222883,0.59053886,1.3125427,0.8535826,1.3729817,1.2269965,1.1525478,0.5628113,0.9154475,0.8061291,1.0028621,1.0629679,1.3141742,0.8933402,1.0848107,1.0355812,1.1884867,0.9549751,1.0367402,0.33555317,0.52149886,0.83700293,1.4246581,1.3638748,1.3018386,1.2715816,1.110581,0.6274553,1.1197762,1.070238,1.2690909,1.1721339,0.8195362,0.8784484,1.1977855,0.9879122,1.0037937,1.1785992,0.58558047,1.3241951,0.5859258,1.0515819,0.64749974,1.1612338,0.8997658,1.0351402,0.8107921,1.2638423,0.95377594,1.2411364,0.70130265,1.0933903,1.3359216,1.1738861,1.0376668,1.3451478,0.88914734,0.64842254,0.8031158,0.7845344,1.4256823,1.2133373,1.1751728,1.3304223,0.90765727,1.1604633,0.8572023,0.927759,0.9471645,1.1407169,1.0085735,1.2577627,0.8420004,1.0544353
ear,1.1846598,0.9554152,1.1026455,0.8289793,1.042348,1.1221137,1.0545096,1.1086715,1.106649,1.207541,0.8718381,1.0043824,1.0578176,1.2026823,1.1989162,0.9081451,1.2723854,0.9578863,1.1652899,1.1972237,0.9122373,0.92528313,1.0801092,1.1846589,0.7868248,1.0652274,0.9044038,0.9652749,0.9606121,1.1042517,1.1623199,1.2190341,1.0157368,1.0545329,0.9614825,0.9015435,0.9520432,1.1318512,0.8749369,0.9053785,1.1478004,1.033822,1.0898731,1.1486745,1.1396874,0.97686374,0.9283129,0.97458726,0.98232394,0.0,1.0359676,0.8847038,1.0837317,1.004506,0.5358226,1.0012553,1.0244019,0.9299503,0.79081297,1.1247344,1.199371,1.2608249,1.1859558,1.126415,0.5165565,0.64944446,1.1246461,0.7892992,0.80270356,1.0943307,0.6452599,0.7927244,1.1351068,0.9364425,0.9894356,0.9757066,1.0287462,0.9875267,1.1021097,0.98255223,0.9475532,1.0698136,0.83814335,0.9738058,1.101145,0.6719896,0.94226086,0.8005774,0.9596388,0.64830434,0.4369111,1.0563438,1.0015883,1.0613133,1.0640785,0.92817974,1.1812447,0.9486182,0.9740349,1.0086632,0.90795237,1.1862817,1.0281218,1.0736426,1.0303108,1.1173363,1.1721582,0.9197955,1.1343235,1.1305217,0.5780223,1.0771427,1.1448566,1.01788,0.96217585,0.95245034,0.7830698,0.9164615,0.99060977,1.1594005,1.1337807,1.1154985,0.77857184,0.95000964,0.95448446,0.7816942,1.0585886,1.0601183,0.96929157,1.0452088,0.99424654,1.0840331,0.9474495,1.1120498,1.2479157,1.0653582,0.53304285,0.66070086,0.82594246,0.93226594,1.1319028,1.2707208,1.1012849,0.78491664,1.1492219,0.9519519,0.7064377,1.0977144,1.1397126
egg,1.0587554,0.27622205,0.7315377,1.2840922,0.5878711,0.604789,0.6098121,0.8927815,1.2708381,1.4015646,0.8779713,1.5162157,1.3354042,0.9290534,1.3448808,0.82027537,1.1851029,0.7367896,0.5690377,1.1543541,0.3579678,1.1701393,0.8560059,0.9698513,0.83907765,1.0595077,0.56000787,1.2283895,1.3000811,1.0524385,0.8965884,1.1587354,1.2804506,0.92169094,1.2230579,0.71634674,0.93531054,1.4642279,0.83050436,0.7021589,1.467402,0.64977777,0.8885018,0.7913277,1.0914062,1.1944485,1.093636,1.1469725,1.2866447,1.0359676,0.0,1.1064961,0.65754133,1.2062618,0.8993922,1.275137,0.79722977,1.0272106,0.98624164,0.83497083,0.9452144,1.1303215,1.193108,1.3561473,1.0312003,1.0713819,1.3572338,0.76378345,1.2657933,0.46365392,1.1794806,1.0940562,0.95958143,1.2697198,1.4095058,1.0822664,1.4371102,0.94574326,1.4197587,0.7098355,0.4757117,0.79434156,1.3135674,1.2428533,1.3614511,0.99036294,0.5576582,0.604722,1.0911367,0.94811463,0.9458586,0.13557553,1.2949638,0.872213,1.4252086,1.4287927,1.2239491,0.8133627,0.82083744,0.76376843,0.517799,0.8581944,1.2013098,0.6538337,1.0733103,0.5966409,0.87069285,0.6153146,1.0815504,0.7989302,1.0444988,1.0250417,0.910469,1.3453637,0.8878677,1.3965124,1.0843616,1.1819232,1.1793778,1.2296717,1.1627743,1.324204,0.7013606,1.1602247,0.649446,1.2075802,0.76481485,0.80871874,1.0411824,1.2263943,0.47740483,1.2230469,1.423043,1.252493,1.390673,0.4830302,0.6851225,0.83379924,0.82528794,1.0263337,0.7397975,1.1194669,1.0888729,1.133339,0.93943286,1.2723808,0.7481036,1.2056371,1.0989943
elephant,0.7951965,1.1606668,1.1687045,1.0272651,1.0280578,1.1130148,1.1149311,1.0549849,1.1302242,1.0426837,1.0004896,1.0181813,1.0484022,0.78219557,1.0057828,1.0009185,1.0846026,1.05845,1.1151395,0.9870492,1.1701221,0.9527221,1.0661184,0.87487173,1.0825208,1.011263,1.1401353,0.6831604,1.0429289,1.0630002,0.93825847,1.1042887,1.0754017,0.91681707,0.9965363,0.9800403,1.0451919,1.03166,1.0673021,1.1333101,1.04739,1.0850215,0.9093239,1.0058182,0.7130984,0.9723725,0.94646645,1.0220095,0.9255416,0.8847038,1.1064961,0.0,1.0285374,1.1256814,1.1075464,0.8327733,0.97055376,1.0502219,0.9782924,1.0570043,0.8815819,1.0986903,0.8350565,1.0434443,1.1226273,1.0051011,1.0008591,1.1375957,1.0628352,1.20082,1.0072937,1.1193773,0.80280375,0.8782482,1.0362915,0.8980421,1.0156953,1.0152309,1.1453943,0.98327154,1.0976487,0.9410327,1.0194685,0.874409,0.9494629,0.96593446,1.0611849,1.169334,0.9746389,0.9609083,0.98785,1.1355433,0.97966725,0.88034296,0.91328514,0.999377,1.0415587,1.0529797,1.0737885,0.8848145,0.98714876,0.8532862,0.995901,1.0947186,1.0018288,1.0617666,0.8607105,0.9333828,0.9507627,1.0000037,0.8829309,0.94777876,0.78179693,0.9756559,1.0070704,1.0397673,0.96080494,0.9720555,0.96385956,1.1203898,1.1258765,1.0368826,1.1681893,0.9117191,1.0816107,1.0642148,0.9690206,1.0102525,1.037122,0.97544515,1.1141132,1.0031753,1.0276821,1.0228332,1.066011,1.1414675,1.1043631,1.0945735,1.0991365,0.96533,1.1176292,1.0925274,1.0534123,0.88357204,1.0288714,0.920035,1.1619463,1.0080842,0.76743066
eye,0.94551355,0.80128956,1.2586385,1.2032945,0.8558855,0.88372993,1.0926358,0.7285677,1.2571583,1.2337346,0.50816184,1.2920913,1.2781985,0.8978628,1.2303685,0.72515225,1.0031788,0.7022933,0.5848528,1.0282081,0.8490207,1.0563464,0.9222544,0.879598,0.61657107,0.8825392,0.8125614,1.0272444,1.2324797,1.203803,0.77966744,1.0191835,1.1970154,0.9045827,0.9719512,1.1757022,1.0348296,1.3139541,1.1913028,0.48899674,1.3671689,0.59253645,0.95160913,0.9056131,1.11082,1.2579768,0.91925603,0.9739709,1.3457464,1.0837317,0.65754133,1.0285374,0.0,1.173837,0.97057307,1.1280038,0.7307369,1.1474683,1.0866159,0.7660986,0.90768874,1.1249727,1.1108648,1.2568653,1.0348607,1.0855563,1.2059968,0.9041872,1.2470686,0.8503448,1.2442199,1.016943,0.9827013,1.210626,1.3120742,0.9973232,1.3795561,0.7948884,1.2459359,0.5791967,0.8314496,0.9302911,1.4003663,1.1047992,1.3146219,1.0369427,1.0630943,0.54494375,0.96505344,0.7451033,1.0157515,0.87774754,1.0179605,0.93639386,1.3179055,1.3712786,1.1185888,0.56952727,0.67322,0.6522997,0.6055911,1.0100051,1.1427857,0.7821193,1.0313476,0.76873875,0.94059014,1.1959352,1.0564973,0.7143565,1.0824757,0.9383599,0.94792736,1.2692373,0.7911987,1.312263,1.0410057,1.1561862,1.0290565,1.0998101,1.1556841,1.3102795,0.6923721,1.0667926,0.69631934,1.192467,0.9584627,0.87945104,0.9559749,1.0512425,0.6405405,1.1729203,1.3334876,1.1586636,1.2657701,0.6238669,0.6613345,0.80410707,0.7358893,0.8900498,0.84307086,1.1909055,1.0019046,1.0823625,0.8984151,1.1051224,0.67618203,1.1007668,1.0028521
face,1.1944643,1.1145667,0.83497036,0.92897993,1.0941653,0.9862309,1.0581802,1.2888167,0.8741116,0.7855686,1.2153027,0.92164,0.63605326,1.1433465,0.85447514,1.2593949,1.062121,1.2538898,1.2905791,1.1066686,1.2204643,1.2802649,1.2954216,1.1812289,1.1972392,1.0204327,1.2453378,0.94415534,1.0440786,1.0009896,1.0857344,1.0093389,0.44234014,1.1295627,1.2154548,0.9389428,1.091814,0.7350421,1.058973,1.3088356,0.7812742,1.3731284,1.0912981,1.1361734,0.97116107,0.92797446,1.1000594,1.1101213,0.84452736,1.004506,1.2062618,1.1256814,1.173837,0.0,0.9883001,0.91052634,1.2997739,1.1485064,1.029033,1.2062364,1.1482179,0.96918917,0.92459464,0.7489707,0.53902894,1.1411124,0.8584641,1.1926196,0.25792432,1.1314247,0.83321226,0.65206665,1.055566,1.0319581,0.55239165,1.1920612,0.7000562,1.2784638,0.8838546,1.3426852,1.1238117,1.148745,0.84697926,0.8885792,0.80035233,0.79521763,0.92137706,1.1381718,1.2325809,1.146568,0.79263574,1.1231322,1.098934,1.1240203,0.7237973,0.6707201,0.9216853,1.3392496,1.2800285,1.286725,1.2324015,1.034224,1.0613712,1.2154174,1.0482305,1.2785989,1.0860159,0.97073257,1.1348265,1.278456,1.0185997,1.209451,1.0743887,0.5004391,1.2748044,0.43290532,1.123632,1.0320461,1.270282,0.7836449,0.97368985,0.6717398,1.2039686,1.0800223,1.3002874,0.9336295,1.0563368,1.354487,1.1526926,0.97832584,1.2259918,0.9618488,0.5405319,0.95437807,0.8295897,1.3146583,1.083895,1.021656,1.3731165,1.263777,1.2176363,0.9346321,0.93062466,1.1442636,1.0837113,1.1541054,1.1607552,0.87615055,0.9842107
finger,1.178945,0.69536096,1.0850323,0.6157675,0.9920776,1.015809,0.9071602,1.1693505,1.2049098,1.2553332,0.70578593,1.105642,1.1432992,1.1987771,1.2623401,0.90772974,1.1703614,1.0496843,1.1289716,1.320206,0.65150476,1.0788546,1.1252635,1.1921022,0.69008356,1.031597,0.53678143,1.1679741,1.0554773,1.2633777,1.1839929,1.3011888,1.1223251,1.1457036,1.0895854,0.8888434,0.8357248,1.1888981,0.7862622,0.66717315,1.3121216,0.9673563,0.9459172,1.3272024,1.2544082,1.0030421,1.1857193,0.92263734,1.0905776,0.5358226,0.8993922,1.1075464,0.97057307,0.9883001,0.0,1.1822547,0.8752192,0.97738326,0.73002994,1.0259409,1.1140627,1.1975576,1.1203535,1.2167244,0.44916886,0.43470025,1.2390023,0.5051238,0.93910533,0.93343014,0.34846318,0.7278522,1.0838491,1.183722,1.0784726,1.0838706,0.9868085,0.97315997,1.0972949,1.0545315,0.86509037,1.2387645,0.84041923,1.19452,1.2578148,0.5907434,0.8133075,0.58043224,1.0083438,0.50489914,0.3662144,0.87200814,1.251388,1.1096005,1.1578699,0.9655239,1.2056975,0.7316418,0.8092927,1.03632,0.781786,1.0912004,1.0554173,1.0198476,1.0827379,0.9545773,1.1324241,0.8710815,1.2559776,1.113203,0.6838085,1.2051902,1.139806,1.1233411,0.94846064,1.0470328,0.7766143,0.70607865,1.1294402,1.2185854,1.1812322,1.1184932,0.48079264,1.008914,0.9492839,0.68264747,1.2237868,1.0128,0.95160383,0.959199,0.75917774,1.2698237,1.0301194,1.301459,1.3373622,0.79640144,0.2096858,0.41331565,0.6947181,1.0031798,0.9755537,1.2872801,1.252131,0.8790588,1.1599017,1.2306513,0.44730663,1.2709727,1.1313428
firetruck,1.0756063,1.2838552,1.1141545,0.8986177,1.2085936,1.1436657,1.0573934,0.9221721,0.9040396,0.86266285,1.2177813,0.733194,0.8659514,1.0614601,0.8928081,1.091614,0.8853804,1.0823582,1.1496111,0.736836,1.2518024,0.71671474,0.98716056,1.1015154,1.153058,0.9837217,1.2478606,0.8310748,0.8467909,1.0318215,1.1468993,0.7510223,0.8994978,0.95155126,0.87806714,1.0660217,1.0671046,0.8745713,1.0084121,1.2116809,0.82706714,1.1478534,1.145923,0.9868982,1.0406109,0.9230461,0.8827694,0.9447939,0.84340894,1.0012553,1.275137,0.8327733,1.1280038,0.91052634,1.1822547,0.0,1.2366724,0.91893214,1.0939525,1.1605453,1.1563209,0.9812029,0.9195765,0.5507432,1.0703267,1.1871386,0.6812143,1.1497252,0.88316846,1.1861663,0.96745455,1.15165,1.1298987,0.9076868,0.8662689,0.9801379,0.8694486,1.0857806,0.70620453,1.094637,1.2002715,0.95860106,0.9752479,0.79698884,0.8042927,1.0501492,1.1730678,1.2150103,1.1432062,1.2313454,1.0384692,1.2363905,0.82708305,1.0823344,0.73906296,0.91563076,0.9093344,1.1737549,1.167456,1.2050585,1.1149752,1.1174551,1.1049451,1.0971069,0.66811633,1.2016318,1.138646,1.1228368,0.96212196,1.1562309,0.9769435,1.0436527,1.0551531,0.88001215,1.1693066,0.8045214,1.1551841,1.0695394,0.96930397,0.9013972,1.0056074,0.88736117,1.3007764,1.032993,1.1589861,1.1083297,1.0209733,1.1673044,1.1089103,0.955315,1.2303662,1.0143722,0.8507277,0.7455369,0.71720266,1.2325277,1.2606543,1.1722946,1.1370484,1.1436988,1.0203583,0.817787,0.95709354,0.9591683,1.0166636,0.8619342,1.2543864,0.8484168,1.0281662
fish,0.4002117,0.6813478,1.29371,1.0978037,0.9029837,0.838786,0.93101245,0.95442516,1.4243186,1.3644016,0.48938942,1.3072829,1.4234674,0.53486717,1.2964607,0.79697937,0.9753644,0.8276777,0.8228801,1.2326366,0.63799256,1.0783952,0.9409396,0.5701896,0.6044378,0.7283965,0.60069084,0.91066635,1.2629913,1.1336005,1.0444466,1.271553,1.3154638,1.0186454,0.9695916,1.1666833,0.7405733,1.3973128,0.9617915,0.4638784,1.3981123,0.6771966,0.8617059,1.1262753,0.8952378,1.1526783,1.145343,1.0240558,1.3254004,1.0244019,0.79722977,0.97055376,0.7307369,1.2997739,0.8752192,1.2366724,0.0,0.9306213,1.0732535,0.80484116,0.38213432,1.1305914,1.0644666,1.3553925,0.96375227,0.8338721,1.2726392,0.7013107,1.333139,0.7262577,1.2321205,1.0001032,0.8713476,1.276497,1.3236312,1.0516142,1.329659,0.8436056,1.3049533,0.79821396,0.79424226,1.1658365,1.2493654,1.2613058,1.2750047,0.98684907,0.79756343,0.5916376,0.9360885,0.7085025,0.93953776,0.8668146,1.218379,0.71575,1.4122427,1.3346138,1.2356076,0.54843295,0.7027247,0.5560719,0.72780037,0.7429573,0.98829323,0.7501538,0.86285853,0.62636685,0.82277095,1.1122503,0.97424734,0.82477677,0.95905554,0.98280174,0.8010587,1.3388374,0.67162603,1.3716552,0.80058897,0.9417787,0.9371748,1.3413064,1.3239721,1.2614695,0.46882796,0.97084105,0.781565,1.142168,1.1116244,0.7498895,1.0258085,1.0783653,0.5939909,1.1892756,1.3233964,1.2711736,1.4637971,0.42605072,0.66704166,0.74839085,0.63417333,0.84024036,0.77756596,1.3791728,1.1052275,0.92836195,0.9173947,1.1699667,0.5575669,1.2271466,1.0433658
flower,0.8922734,0.8730761,1.028708,1.0544751,1.0433576,1.0873817,0.72146964,0.97136277,1.1852173,1.0604303,1.0563449,1.0307443,1.0713469,0.9914217,0.90920323,1.0670822,0.77120507,0.96291804,1.1075488,0.95923156,0.9341579,0.7946999,0.9467646,0.91717345,1.0649806,0.9377592,0.8889379,1.1144292,1.0561942,0.99104345,1.0825077,1.058617,1.1536841,1.2299676,1.0883832,1.0807956,0.6422997,1.0876296,0.9079797,0.9062352,1.1442708,0.9862237,0.9121754,1.170548,1.004611,0.81414974,1.2337512,1.0829277,0.88548326,0.9299503,1.0272106,1.0502219,1.1474683,1.1485064,0.97738326,0.91893214,0.9306213,0.0,1.0036852,1.108272,0.74526477,0.9016117,0.9112034,0.9725141,1.0249319,0.9350094,0.90137804,0.78501415,1.1027834,0.9350705,1.0291827,1.0447693,0.9716706,1.1737423,1.1642865,0.9470347,1.0707467,1.1457949,0.9829645,1.1318922,0.8409091,1.1688282,0.91390365,1.0980703,1.0490851,1.0148075,0.86793333,0.9457432,1.0588645,0.9226645,0.9797638,0.94949603,1.1515772,0.831898,0.9987306,1.1516986,0.985926,0.98047787,1.0088917,1.0302382,0.94304216,0.9227673,0.94789946,0.85016894,0.47861755,0.94721895,0.95770144,1.0023335,1.0200148,1.1361133,0.8839321,1.1807498,0.80257124,1.0516402,0.92989403,1.1490636,0.96534175,0.93426454,1.0098767,1.1122375,1.2587342,1.1377797,0.9737784,1.0748585,0.9838457,1.1008483,1.2058761,1.0457329,1.2086143,1.1413417,0.79430926,1.1395029,1.1422734,0.850762,1.0418136,0.8988326,0.97965086,0.9395626,0.8332223,1.0198667,0.7320096,0.96039486,0.9224618,0.8283021,1.0170691,1.0664052,0.9216109,1.0561914,1.0914769
foot,1.0748602,1.0036175,1.0463631,0.8757533,0.97703254,1.054492,1.0060692,1.130966,1.121982,1.1237975,1.1740097,1.0645354,0.94386274,1.0532215,1.0958958,0.9621655,1.2745041,0.8930185,1.1825582,1.1386313,0.9447726,0.9427777,1.0381961,1.1148218,1.0580952,1.1446674,0.822434,1.1571814,0.8909006,1.0395055,1.090783,1.1777966,0.940949,0.9709294,1.011221,0.8129972,1.1117177,1.0554383,0.944873,1.098934,1.1304142,1.0372366,0.96847886,0.9295091,1.0386064,0.7433242,0.945799,1.0032854,0.828701,0.79081297,0.98624164,0.9782924,1.0866159,1.029033,0.73002994,1.0939525,1.0732535,1.0036852,0.0,0.92037636,1.0892433,1.0934428,1.1232327,1.2272785,0.9687529,0.47977608,1.2113361,0.9240908,0.91116667,1.1052754,0.6677732,0.8829822,1.0529732,0.97139305,1.0554342,0.81994617,0.9933467,0.8504432,1.1768162,1.0140011,1.0507026,0.94915557,0.58025604,0.92679644,0.9302957,0.934059,0.9057206,1.0695039,0.9455187,0.9849675,0.85927916,0.9719284,1.0399839,0.9387463,0.92477435,0.8880509,1.2301811,1.043577,1.0100225,0.86137533,0.943965,1.0466697,0.88859904,1.066287,1.1216136,1.1393378,1.063049,0.91968906,0.97031134,1.1016351,0.78041625,0.86905515,1.0601606,0.90654933,0.95414335,1.000149,0.69235504,1.0252649,0.92019284,1.1171665,1.0745996,1.1234647,0.92183614,1.1712124,0.85873455,0.5400423,1.0593406,0.89799225,0.97387594,1.1983664,1.0853537,0.87893844,1.0391164,1.0889449,1.2471455,1.1546249,0.7752911,1.0183636,0.926885,0.86887825,1.0381739,1.0905622,1.1096957,0.8830696,1.0161141,0.83080935,1.0238427,1.1222806,1.1091946
fork,0.95687056,0.9338265,1.1184179,1.0969337,0.9411224,1.0127946,0.9241561,0.7275112,1.1023946,1.3393836,0.7946726,1.2272686,1.2871377,0.94516927,1.2929609,0.90422463,0.9799814,0.82047874,0.5694686,1.0205126,0.8013723,0.95870566,0.8511164,0.869001,0.9036176,0.949695,0.74014753,1.2513969,1.1623139,1.001155,0.7753582,1.0539519,1.2421775,0.73839957,0.7192005,1.1495076,0.96113116,1.3979269,0.87875956,0.6144971,1.294029,0.7202148,1.0111113,0.7626062,1.1562791,1.2145032,1.0191013,1.0553107,1.2991579,1.1247344,0.83497083,1.0570043,0.7660986,1.2062364,1.0259409,1.1605453,0.80484116,1.108272,0.92037636,0.0,0.8867483,1.047087,1.1249403,1.1749992,1.1479291,1.10613,1.2876494,0.9100024,1.3079679,0.8433467,1.0640217,1.1867349,1.028439,0.9062944,1.3656487,0.8263285,1.329742,0.22556686,1.1287787,0.6382202,0.8850685,0.81613153,1.2649771,1.1101434,1.1614336,1.0687101,1.0321338,0.8873922,0.9401187,0.97382826,1.1686419,0.9541469,0.94767505,0.9647168,1.3652532,1.4156306,1.096599,0.46671408,0.44163537,0.62971246,0.8545382,0.9888286,1.1602575,0.79449314,0.9611822,0.5849435,0.9766595,1.1063669,0.93690956,0.7560885,1.2082126,0.80755067,0.967785,1.2806766,0.6091138,1.3907286,0.9512648,1.1990532,0.4237436,1.1442746,0.8641865,1.2657974,0.868274,1.0765662,0.8136875,1.1749443,0.78604597,0.20216209,0.69874877,0.8852693,0.8086928,1.0507631,1.3873897,1.1704997,1.2032852,0.74516076,0.9714034,1.0259222,0.60493565,0.9328757,0.91450125,0.9370146,1.1136297,1.1613995,0.9432812,0.81079507,0.8925018,1.220485,1.0363213
frog,0.1939739,0.8143687,1.1797929,1.236254,0.8795512,0.974867,0.8036972,0.9209528,1.3088996,1.2302192,0.8792176,1.2947795,1.2598009,0.28656858,1.1992085,1.0496742,0.74617827,0.9736121,1.0628479,1.0460217,0.84539694,1.1166773,1.0213435,0.31603694,1.0390204,0.7866491,0.85353225,0.8884385,1.3153756,0.9931278,0.8811679,1.1831874,1.1888866,1.0114161,1.0295241,1.2078092,0.91844183,1.3102279,0.98327464,0.86256975,1.2605371,0.9221374,0.64330816,1.0139695,0.5754636,0.88953173,1.2930062,1.2213416,1.2667902,1.199371,0.9452144,0.8815819,0.90768874,1.1482179,1.1140627,1.1563209,0.38213432,0.74526477,1.0892433,0.8867483,0.0,0.8293064,0.7887026,1.2069091,1.0952305,1.0884094,1.119935,0.9502476,1.2483323,0.76547337,1.2072389,0.98541063,0.61665046,1.294908,1.2855955,1.0436985,1.2631372,0.9993683,1.267632,1.0062606,0.86033845,1.0689951,1.1740682,1.2277837,1.1231194,1.1185882,0.75035185,0.9958596,1.2035583,1.0145345,1.1020194,0.9280445,1.2578872,0.48665047,1.3092996,1.3606883,1.1113169,0.8596653,0.90382767,0.5519711,0.9715214,0.56305903,1.1955827,0.87679213,0.7233901,0.88009846,0.5695933,1.0981908,0.989859,0.9612091,1.1135235,1.0674614,0.4599104,1.300364,0.72231597,1.319317,0.8714606,1.0850058,0.97772235,1.1616712,1.2458999,1.095266,0.9178002,1.0762243,0.99754095,1.287111,1.0435822,0.8744247,1.1901003,1.091073,0.8341716,1.1227983,1.2744645,1.0816634,1.2475109,0.6788706,1.0794395,1.149352,0.94120747,1.1943456,0.68163055,1.1022462,1.0544477,1.0987829,0.87933457,1.1872287,0.9520359,1.1837723,0.8058539
game,0.9476835,1.180238,0.87857306,1.0201284,1.0748339,1.1465513,1.0198059,1.0678314,0.86220205,0.74012053,1.1994535,0.7991173,0.83291554,0.96488243,0.74932194,1.2263014,0.64493155,1.2189864,1.0614634,0.83761394,1.1784331,1.0032938,1.1177946,0.9534045,1.2857373,1.003028,1.2232292,1.0068256,0.93108463,0.88180023,0.9666689,0.97820437,0.94094425,1.0763714,1.0909117,1.0147111,1.0847576,0.7997539,1.0129579,1.2433468,0.7701389,1.1626414,0.98147523,0.9725996,0.8733046,0.7978469,1.1134788,0.9734252,0.9228778,1.2608249,1.1303215,1.0986903,1.1249727,0.96918917,1.1975576,0.9812029,1.1305914,0.9016117,1.0934428,1.047087,0.8293064,0.0,0.8808351,0.86245084,1.1917106,1.1524416,0.8045462,1.1671026,1.0318162,1.0456532,0.9991402,1.0397986,1.0579915,1.0779269,0.99227464,1.066637,0.90359753,1.1195736,0.8411071,1.1768777,1.1612414,1.0915406,0.8850098,1.0137507,0.8648765,1.1272188,1.0106934,1.2489061,1.1384387,1.2588695,1.1953015,1.0535583,0.9938538,0.8601687,0.8743547,0.9408936,0.80167794,1.1865509,1.1367397,1.1316613,1.2641853,0.92975265,0.99102604,1.0496365,0.98388135,1.0713475,1.0005006,0.95829993,0.9666049,1.109896,1.1947509,1.0157515,0.95574903,0.9440105,1.1684103,0.9624324,1.1207157,1.0518217,0.99196607,0.84704125,0.8880128,0.7905189,1.2570121,0.9383342,1.2583365,0.98569876,1.0031728,1.0806975,1.1570665,0.97969794,1.1909318,0.93036777,0.9723253,0.83455026,0.71084154,1.1227336,1.3081567,1.2517993,1.2329974,1.2064687,0.95018286,0.66077626,0.90233916,1.1082761,0.9504922,1.0343714,1.2830969,0.90088445,1.0100201
