subject_id,age_mo,category,stratum,n_indexed,cdi_domain
00370002,18,stroller,all,478,vehicles
00370002,18,stroller,living_room,408,vehicles
00370002,18,stroller,playing,387,vehicles
00370002,18,cup,living_room,40,household
00320001,13,plate,playing,28,household
00400001,25,plate,living_room,39,household
00400001,25,plate,playing,42,household
00400001,25,plate,eating,142,household
00400001,25,stroller,all,17,vehicles
00560001,21,dog,all,7,animals
00560001,21,dog,living_room,6,animals
00560001,21,dog,playing,6,animals
00320001,16,cat,all,26,animals
00320001,16,cat,living_room,26,animals
00320001,16,cat,playing,22,animals
00400001,11,cup,eating,22,household
00400001,18,cat,all,8,animals
00400001,18,cat,living_room,7,animals
00400001,18,cat,playing,5,animals
00320001,18,cup,living_room,863,household
00320001,18,cup,playing,1047,household
00320001,18,plate,living_room,32,household
00400002,19,dog,all,2,animals
00500001,23,dog,all,10,animals
00500001,23,dog,kitchen_like,1,animals
00500001,23,dog,playing,5,animals
00500001,23,cup,kitchen_like,122,household
00500001,23,cat,all,20,animals
00500001,23,cat,living_room,10,animals
00500001,23,cat,playing,14,animals
00500001,23,dog,living_room,8,animals
00500001,23,stroller,living_room,86,vehicles
00400002,20,car,all,59,vehicles
00400002,20,car,living_room,59,vehicles
00370002,16,plate,living_room,38,household
00370002,16,plate,playing,47,household
00370002,16,car,all,11,vehicles
00370002,16,car,living_room,8,vehicles
00370002,16,car,playing,6,vehicles
00320001,19,cat,playing,4,animals
00320001,10,cup,all,1118,household
00320001,10,cup,kitchen_like,492,household
00320001,10,cup,living_room,507,household
00320001,10,cup,playing,565,household
00320001,10,cup,eating,211,household
00320001,10,dog,all,10,animals
00320001,10,dog,kitchen_like,3,animals
00400001,21,cat,all,67,animals
00400001,21,cat,kitchen_like,53,animals
00400001,21,cat,playing,35,animals
00400001,21,dog,all,8,animals
00400001,21,dog,kitchen_like,4,animals
00400001,21,dog,playing,1,animals
00400001,21,plate,all,155,household
00400001,21,plate,kitchen_like,141,household
00400001,21,plate,eating,82,household
00400001,21,cup,all,380,household
00400001,21,cup,living_room,169,household
00320001,14,cat,all,7,animals
00320001,14,cat,living_room,4,animals
00320001,14,cat,playing,4,animals
00320001,14,plate,playing,17,household
00320001,14,dog,all,14,animals
00400001,12,plate,kitchen_like,389,household
00510002,16,cat,all,6,animals
00510002,16,cat,living_room,4,animals
00510002,16,cat,playing,4,animals
00320001,17,cup,living_room,326,household
00320001,17,dog,all,48,animals
00320001,17,dog,living_room,47,animals
00320001,17,dog,playing,3,animals
00320001,19,car,all,4,vehicles
00320001,19,car,living_room,1,vehicles
00320001,19,car,playing,1,vehicles
00320001,19,cup,eating,57,household
00400002,23,cat,all,2,animals
00400002,23,cat,living_room,1,animals
00510002,17,cup,living_room,101,household
00510002,17,plate,living_room,6,household
00320001,19,dog,all,4,animals
00320001,19,dog,living_room,1,animals
00320001,19,dog,playing,1,animals
00320001,9,cat,all,13,animals
00320001,9,cat,living_room,9,animals
00320001,12,car,all,8,vehicles
00370002,14,plate,eating,4,household
00370002,14,cup,eating,74,household
00370002,14,cup,playing,77,household
00370002,14,car,all,4,vehicles
00430001,29,plate,eating,149,household
00430001,29,cup,eating,100,household
00430001,29,plate,playing,26,household
00430001,29,plate,living_room,1,household
00430001,29,cat,all,2,animals
00430001,29,cat,kitchen_like,1,animals
00430001,29,cat,eating,1,animals
00430001,29,cat,living_room,1,animals
00430001,29,cat,playing,1,animals
00430001,29,dog,all,5,animals
00430001,12,cat,all,5,animals
00430001,12,dog,all,46,animals
00430001,12,dog,kitchen_like,32,animals
00430001,12,dog,playing,15,animals
00430001,12,plate,all,113,household
00430001,12,plate,kitchen_like,105,household
00430001,12,cup,all,166,household
00430001,12,cup,living_room,9,household
00430001,12,cup,kitchen_like,126,household
00430001,12,cup,eating,22,household
00400001,14,car,playing,4,vehicles
00370002,13,cup,all,299,household
00370002,13,cup,playing,65,household
00370002,13,stroller,all,523,vehicles
00370002,13,stroller,playing,330,vehicles
00400001,28,cup,all,185,household
00400001,28,cup,kitchen_like,135,household
00400001,28,cup,eating,20,household
00400001,28,plate,all,1257,household
00400001,28,plate,kitchen_like,1202,household
00400001,28,plate,eating,1089,household
00510002,19,plate,playing,21,household
00370002,9,cup,eating,34,household
00370002,9,plate,kitchen_like,25,household
00370002,9,plate,eating,24,household
00430001,12,plate,playing,17,household
00430001,12,plate,eating,40,household
00430001,12,cup,playing,83,household
00320001,11,plate,living_room,18,household
00430001,13,cup,eating,164,household
00320001,18,cat,all,5,animals
00320001,18,cat,living_room,1,animals
00320001,18,dog,all,6,animals
00320001,18,dog,living_room,4,animals
00430001,15,dog,all,26,animals
00430001,15,dog,living_room,13,animals
00430001,15,cat,all,39,animals
00430001,15,cat,living_room,15,animals
00430001,15,cat,playing,23,animals
00400001,15,cat,all,74,animals
00400001,15,cat,living_room,30,animals
00400001,15,dog,all,16,animals
00400001,15,dog,living_room,11,animals
00370002,18,cat,all,14,animals
00370002,18,cat,kitchen_like,1,animals
00370002,18,cat,playing,14,animals
00370002,18,stroller,kitchen_like,10,vehicles
00370002,18,plate,all,206,household
00370002,18,plate,kitchen_like,66,household
00370002,18,plate,eating,31,household
00370002,18,cup,eating,39,household
00400002,22,cat,all,13,animals
00400002,22,cat,kitchen_like,1,animals
00400002,22,cat,eating,1,animals
00400001,23,car,all,11,vehicles
00400001,23,car,living_room,5,vehicles
00430001,15,plate,eating,88,household
00430001,15,cup,eating,22,household
00430001,15,plate,playing,22,household
00430001,15,dog,playing,14,animals
00370002,19,dog,all,11,animals
00370002,19,cat,living_room,5,animals
00500001,16,plate,all,1777,household
00500001,16,plate,playing,164,household
00500001,16,cup,all,1153,household
00500001,16,cup,playing,150,household
00400001,26,cup,all,334,household
00400001,26,cup,living_room,51,household
00400001,26,cup,playing,76,household
00320001,10,car,all,6,vehicles
00320001,10,car,living_room,2,vehicles
00320001,10,car,playing,3,vehicles
00500001,15,cup,eating,241,household
00500001,15,plate,eating,1736,household
00430001,14,stroller,all,14,vehicles
00430001,14,stroller,living_room,9,vehicles
00430001,14,stroller,kitchen_like,3,vehicles
00430001,14,stroller,playing,8,vehicles
00430001,14,dog,kitchen_like,7,animals
00430001,14,cat,kitchen_like,6,animals
00370002,17,plate,living_room,15,household
00370002,17,plate,playing,46,household
00560001,14,stroller,playing,29,vehicles
00400001,10,cup,all,80,household
00400001,10,cup,living_room,5,household
00400001,10,plate,all,21,household
00400001,10,plate,living_room,14,household
00400001,10,cat,all,23,animals
00400001,10,cat,living_room,4,animals
00400001,10,cat,playing,17,animals
00400001,10,dog,all,1,animals
00400001,10,dog,living_room,1,animals
00400001,10,dog,playing,1,animals
00320001,10,dog,living_room,4,animals
00320001,10,dog,playing,4,animals
00320001,10,cat,all,7,animals
00320001,10,cat,playing,3,animals
00320001,10,cat,living_room,4,animals
00320001,21,cup,all,96,household
00320001,21,cup,kitchen_like,89,household
00320001,21,cup,playing,29,household
00320001,21,cup,eating,38,household
00320001,21,plate,all,14,household
00320001,21,plate,kitchen_like,11,household
00320001,21,plate,eating,2,household
00320001,21,plate,playing,5,household
00320001,21,car,all,1,vehicles
00320001,21,car,kitchen_like,1,vehicles
00430001,18,cup,living_room,13,household
00510002,19,plate,living_room,2,household
00560001,13,cup,all,389,household
00560001,13,cup,kitchen_like,362,household
00560001,13,cup,eating,319,household
00560001,13,plate,all,864,household
00560001,13,plate,kitchen_like,781,household
00560001,13,plate,eating,696,household
00320001,14,cup,eating,380,household
00500001,21,car,all,3,vehicles
00500001,21,car,outside,1,vehicles
00500001,21,dog,living_room,4,animals
00400001,13,dog,living_room,12,animals
00400001,13,cup,playing,144,household
00510002,16,plate,living_room,3,household
00400001,13,cat,living_room,67,animals
00400001,13,dog,playing,9,animals
00320001,9,plate,living_room,38,household
00320001,9,plate,playing,41,household
00320001,9,cat,playing,2,animals
00400002,13,cup,all,34,household
00400002,13,cup,living_room,8,household
00400002,13,cup,playing,16,household
00400002,13,cup,kitchen_like,22,household
00430001,13,plate,living_room,6,household
00430001,13,cat,living_room,8,animals
00430001,13,dog,kitchen_like,13,animals
00500001,17,cat,living_room,10,animals
00500001,13,car,kitchen_like,1,vehicles
00320001,14,dog,kitchen_like,6,animals
00320001,14,cat,kitchen_like,3,animals
00370002,10,cup,all,400,household
00370002,10,cup,playing,257,household
00370002,10,plate,all,140,household
00370002,10,plate,playing,53,household
00370002,10,dog,all,14,animals
00370002,10,dog,living_room,2,animals
00370002,10,dog,playing,3,animals
00370002,10,cup,living_room,93,household
00370002,10,stroller,all,51,vehicles
00320001,16,dog,all,19,animals
00320001,16,dog,playing,7,animals
00320001,16,dog,kitchen_like,4,animals
00320001,17,cat,all,14,animals
00320001,17,cat,living_room,6,animals
00510002,14,dog,all,46,animals
00510002,14,dog,living_room,30,animals
00400001,15,plate,playing,57,household
00400001,15,cat,playing,51,animals
00320001,10,plate,all,750,household
00320001,10,plate,kitchen_like,725,household
00320001,10,plate,playing,15,household
00320001,10,plate,living_room,11,household
00320001,12,stroller,all,4,vehicles
00320001,12,stroller,kitchen_like,1,vehicles
00320001,12,stroller,playing,1,vehicles
00500001,23,cup,eating,61,household
00500001,16,plate,kitchen_like,1743,household
00500001,16,plate,eating,1302,household
00500001,16,cup,kitchen_like,981,household
00500001,16,cup,eating,693,household
00500001,16,cup,living_room,66,household
00400001,28,cup,playing,63,household
00400001,28,cup,living_room,50,household
00500001,13,stroller,all,29,vehicles
00560001,14,cup,playing,13,household
00370002,13,stroller,living_room,347,vehicles
00510002,13,cup,kitchen_like,1899,household
00510002,13,cup,playing,327,household
00510002,13,plate,all,346,household
00510002,13,plate,kitchen_like,306,household
00510002,13,plate,eating,177,household
00510002,13,cup,eating,1128,household
00510002,13,plate,playing,22,household
00430001,13,dog,playing,16,animals
00500001,13,plate,living_room,15,household
00500001,13,plate,playing,40,household
00500001,15,plate,playing,68,household
00500001,15,cup,playing,89,household
00500001,15,stroller,all,3,vehicles
00500001,15,stroller,living_room,2,vehicles
00500001,15,stroller,playing,3,vehicles
00560001,16,plate,all,50,household
00560001,16,plate,kitchen_like,47,household
00400002,16,cat,all,4,animals
00400001,26,cat,all,125,animals
00400001,26,cat,kitchen_like,98,animals
00400001,26,cat,playing,69,animals
00400001,26,plate,all,677,household
00400001,26,plate,kitchen_like,634,household
00400001,26,plate,eating,413,household
00400001,26,cup,kitchen_like,276,household
00400001,26,cup,eating,26,household
00400001,26,cat,eating,19,animals
00400002,18,car,all,24,vehicles
00400002,18,car,playing,7,vehicles
00400002,18,car,living_room,11,vehicles
00510002,19,cup,living_room,25,household
00510002,19,car,all,1,vehicles
00510002,19,car,living_room,1,vehicles
00320001,12,dog,all,8,animals
00430001,15,car,all,4,vehicles
00400001,25,cup,living_room,75,household
00430001,14,dog,eating,1,animals
00500001,15,plate,living_room,23,household
00370002,19,plate,all,229,household
00370002,19,plate,living_room,44,household
00370002,19,car,all,4,vehicles
00370002,19,car,living_room,4,vehicles
00400002,20,stroller,all,5,vehicles
00400002,20,stroller,living_room,4,vehicles
00400001,17,plate,all,167,household
00400001,17,plate,kitchen_like,128,household
00400001,17,plate,eating,111,household
00400001,17,plate,playing,43,household
00560001,22,car,all,1,vehicles
00560001,22,car,living_room,1,vehicles
00560001,22,car,playing,1,vehicles
00560001,21,plate,eating,3,household
00510002,16,car,playing,3,vehicles
00320001,13,plate,kitchen_like,169,household
00370002,10,plate,kitchen_like,111,household
00370002,10,plate,living_room,15,household
00370002,10,cup,kitchen_like,178,household
00370002,10,stroller,living_room,7,vehicles
00370002,10,stroller,playing,22,vehicles
00400001,17,plate,living_room,26,household
00370002,14,cup,living_room,15,household
00400002,23,car,all,9,vehicles
00500001,16,cat,all,18,animals
00500001,16,cat,living_room,9,animals
00500001,16,car,all,3,vehicles
00500001,16,car,kitchen_like,1,vehicles
00400001,26,dog,all,14,animals
00400001,26,dog,living_room,5,animals
00400001,26,dog,playing,12,animals
00400001,26,cat,living_room,19,animals
00400001,26,plate,living_room,40,household
00400001,26,plate,playing,58,household
00560001,14,cup,living_room,27,household
00320001,14,plate,eating,144,household
00320001,14,car,all,5,vehicles
00320001,14,car,playing,3,vehicles
00400002,18,car,outside,10,vehicles
00320001,17,stroller,all,2,vehicles
00320001,17,stroller,living_room,2,vehicles
00320001,17,stroller,playing,1,vehicles
00320001,17,cat,playing,7,animals
00400002,25,plate,all,1,household
00400002,25,plate,playing,1,household
00400002,25,cat,living_room,1,animals
00400002,25,cat,playing,1,animals
00370002,17,stroller,eating,4,vehicles
00370002,11,cup,all,324,household
00370002,11,cup,kitchen_like,99,household
00370002,11,plate,all,131,household
00370002,11,plate,kitchen_like,74,household
00370002,11,stroller,all,269,vehicles
00370002,11,stroller,living_room,155,vehicles
00370002,11,stroller,playing,203,vehicles
00370002,11,car,all,2,vehicles
00400001,22,plate,living_room,3,household
00400001,22,stroller,all,6,vehicles
00400001,22,stroller,kitchen_like,5,vehicles
00400002,22,dog,all,2,animals
00400002,22,dog,living_room,1,animals
00400002,22,dog,playing,1,animals
00400002,19,plate,kitchen_like,50,household
00400002,19,plate,eating,49,household
00370002,13,cup,kitchen_like,235,household
00370002,13,cup,eating,44,household
00370002,13,stroller,kitchen_like,22,vehicles
00370002,13,plate,all,183,household
00370002,13,plate,kitchen_like,172,household
00370002,13,plate,playing,23,household
00370002,13,plate,eating,35,household
00510002,15,car,all,3,vehicles
00510002,15,car,kitchen_like,1,vehicles
00370002,14,stroller,eating,5,vehicles
00370002,13,cup,living_room,15,household
00560001,15,cup,living_room,118,household
00560001,15,cup,playing,117,household
00320001,18,car,all,2,vehicles
00320001,18,car,playing,2,vehicles
00500001,12,stroller,all,11,vehicles
00500001,12,stroller,kitchen_like,6,vehicles
00400002,20,cup,all,321,household
00400002,20,cup,living_room,233,household
00400002,20,plate,all,88,household
00400002,20,plate,living_room,20,household
00400002,15,dog,all,8,animals
00400002,15,plate,kitchen_like,235,household
00400002,15,cup,kitchen_like,386,household
00400002,20,cup,kitchen_like,50,household
00400002,20,cup,playing,77,household
00400002,20,plate,kitchen_like,58,household
00400002,20,plate,playing,25,household
00560001,16,plate,living_room,3,household
00560001,16,plate,playing,3,household
00400002,17,cup,living_room,69,household
00400002,17,plate,living_room,30,household
00400002,17,car,all,3,vehicles
00400002,17,car,living_room,2,vehicles
00400002,17,cat,all,17,animals
00400002,17,cat,living_room,1,animals
00400001,12,dog,all,16,animals
00400002,13,car,all,5,vehicles
00400002,13,car,living_room,1,vehicles
00400002,13,car,playing,3,vehicles
00400002,13,dog,all,35,animals
00400002,13,dog,living_room,7,animals
00400002,13,dog,playing,21,animals
00400002,13,stroller,all,8,vehicles
00400002,13,stroller,playing,2,vehicles
00400001,17,cat,kitchen_like,6,animals
00510002,13,cup,living_room,119,household
00510002,13,car,playing,5,vehicles
00510002,13,car,living_room,4,vehicles
00400002,21,cup,all,945,household
00400002,21,cup,kitchen_like,885,household
00400002,21,cup,playing,180,household
00400002,21,cup,eating,594,household
00400002,21,plate,all,422,household
00400002,21,plate,kitchen_like,405,household
00400002,21,plate,eating,347,household
00400002,21,plate,playing,20,household
00320001,12,dog,kitchen_like,4,animals
00320001,12,cat,all,11,animals
00320001,12,cat,kitchen_like,4,animals
00320001,12,cat,eating,2,animals
00500001,19,cup,all,322,household
00500001,19,cup,kitchen_like,319,household
00500001,19,plate,all,161,household
00500001,19,plate,kitchen_like,161,household
00500001,19,cup,eating,158,household
00500001,19,plate,eating,116,household
00400002,22,car,all,38,vehicles
00400002,22,car,living_room,32,vehicles
00510002,16,cat,kitchen_like,2,animals
00430001,16,plate,kitchen_like,44,household
00430001,16,plate,playing,27,household
00500001,16,plate,living_room,22,household
00320001,18,cat,playing,2,animals
00430001,12,dog,living_room,12,animals
00370002,12,car,all,1,vehicles
00370002,12,car,living_room,1,vehicles
00370002,12,car,playing,1,vehicles
00320001,18,car,living_room,1,vehicles
00320001,18,dog,playing,1,animals
00500001,23,cat,kitchen_like,7,animals
00500001,23,cup,living_room,3,household
00560001,23,car,all,2,vehicles
00370002,9,plate,playing,8,household
00370002,9,car,all,2,vehicles
00370002,9,car,living_room,1,vehicles
00370002,9,car,playing,1,vehicles
00370002,9,dog,all,33,animals
00370002,9,dog,living_room,21,animals
00370002,9,dog,playing,7,animals
00560001,17,plate,all,97,household
00560001,17,plate,living_room,65,household
00560001,17,plate,eating,39,household
00560001,17,plate,playing,31,household
00370002,18,cat,living_room,4,animals
00500001,24,cup,all,513,household
00500001,24,cup,playing,123,household
00370002,17,car,all,19,vehicles
00370002,17,car,kitchen_like,3,vehicles
00320001,12,plate,eating,111,household
00560001,17,cup,all,598,household
00560001,17,cup,living_room,130,household
00560001,17,cup,playing,221,household
00560001,17,cup,kitchen_like,390,household
00400001,16,cup,all,87,household
00400001,16,cup,living_room,13,household
00400001,16,cup,playing,19,household
00400001,16,plate,all,403,household
00400001,16,plate,living_room,26,household
00400001,16,plate,playing,25,household
00400001,16,cat,all,27,animals
00400001,16,cat,living_room,8,animals
00400001,16,cat,playing,22,animals
00430001,12,car,all,36,vehicles
00430001,12,car,living_room,2,vehicles
00400001,17,car,all,5,vehicles
00400001,17,car,living_room,5,vehicles
00400001,17,car,playing,5,vehicles
00400002,15,dog,playing,7,animals
00320001,20,car,all,2,vehicles
00320001,20,car,kitchen_like,1,vehicles
00400001,26,car,all,20,vehicles
00400001,26,car,living_room,2,vehicles
00400002,21,plate,living_room,10,household
00400002,21,cup,living_room,33,household
00400002,13,plate,living_room,8,household
00320001,16,car,all,1,vehicles
00320001,16,car,kitchen_like,1,vehicles
00320001,16,car,playing,1,vehicles
00400001,16,dog,all,1,animals
00400001,16,dog,living_room,1,animals
00400001,16,dog,playing,1,animals
00370002,11,stroller,kitchen_like,13,vehicles
00370002,11,stroller,eating,2,vehicles
00500001,24,stroller,living_room,62,vehicles
00500001,24,cup,living_room,167,household
00510002,13,cat,all,8,animals
00510002,13,cat,living_room,6,animals
00510002,13,cat,playing,6,animals
00510002,13,dog,all,5,animals
00510002,13,dog,kitchen_like,2,animals
00510002,13,cup,outside,2,household
00510002,13,stroller,all,1,vehicles
00510002,13,stroller,living_room,1,vehicles
00510002,13,plate,living_room,12,household
00370002,19,stroller,kitchen_like,8,vehicles
00370002,19,cup,kitchen_like,106,household
00370002,19,cup,eating,27,household
00370002,19,plate,playing,22,household
00320001,15,plate,living_room,28,household
00400001,16,cup,kitchen_like,74,household
00400001,16,plate,kitchen_like,377,household
00400001,16,cat,kitchen_like,19,animals
00400001,16,cup,eating,54,household
00400001,16,plate,eating,373,household
00400001,15,cup,living_room,64,household
00400002,13,dog,kitchen_like,8,animals
00400002,13,cat,all,1,animals
00400002,13,dog,outside,10,animals
00400002,13,car,outside,3,vehicles
00320001,13,cat,all,10,animals
00430001,20,plate,all,32,household
00430001,20,plate,living_room,1,household
00430001,20,plate,playing,5,household
00560001,20,plate,playing,16,household
00320001,13,cup,eating,491,household
00320001,13,cat,living_room,5,animals
00320001,13,cat,playing,9,animals
00320001,13,dog,kitchen_like,4,animals
00500001,19,stroller,all,8,vehicles
00500001,19,stroller,living_room,8,vehicles
00500001,19,stroller,playing,7,vehicles
00500001,19,cup,playing,90,household
00500001,19,cat,all,2,animals
00500001,19,cat,kitchen_like,1,animals
00500001,19,cat,playing,1,animals
00430001,17,plate,all,262,household
00430001,17,plate,living_room,8,household
00430001,17,plate,playing,31,household
00430001,17,car,all,5,vehicles
00430001,17,car,kitchen_like,1,vehicles
00430001,17,cup,all,1526,household
00430001,17,cup,kitchen_like,1492,household
00430001,17,cup,playing,195,household
00430001,17,plate,kitchen_like,251,household
00430001,17,cup,living_room,12,household
00560001,13,dog,all,6,animals
00560001,13,dog,living_room,5,animals
00560001,13,dog,playing,6,animals
00560001,13,cup,living_room,26,household
00560001,13,cup,playing,16,household
00560001,13,plate,living_room,83,household
00560001,13,plate,playing,19,household
00320001,15,dog,living_room,5,animals
00560001,19,car,all,2,vehicles
00560001,19,car,living_room,2,vehicles
00560001,19,car,playing,1,vehicles
00560001,18,cup,all,810,household
00560001,18,cup,living_room,60,household
00560001,18,car,all,2,vehicles
00560001,18,car,living_room,1,vehicles
00560001,18,car,playing,2,vehicles
00430001,12,dog,eating,10,animals
00400002,15,car,all,15,vehicles
00400002,15,car,living_room,5,vehicles
00400002,15,car,playing,3,vehicles
00400002,15,car,outside,5,vehicles
00500001,15,car,living_room,11,vehicles
00400001,22,cup,eating,125,household
00400001,22,stroller,eating,1,vehicles
00400001,22,dog,eating,2,animals
00400001,22,cup,living_room,18,household
00400001,19,stroller,all,7,vehicles
00400001,19,stroller,living_room,7,vehicles
00320001,13,car,all,3,vehicles
00320001,13,car,playing,2,vehicles
00320001,13,car,living_room,1,vehicles
00320001,13,car,kitchen_like,1,vehicles
00320001,13,cat,kitchen_like,3,animals
00560001,14,plate,playing,7,household
00560001,14,plate,kitchen_like,9,household
00560001,14,plate,eating,5,household
00400001,21,cup,kitchen_like,198,household
00400001,21,cup,eating,115,household
00400001,21,cat,eating,4,animals
00400001,21,cup,playing,9,household
00510002,17,cat,all,7,animals
00510002,17,cat,living_room,2,animals
00430001,19,stroller,all,80,vehicles
00430001,19,stroller,living_room,75,vehicles
00430001,19,dog,all,3,animals
00430001,19,dog,playing,3,animals
00430001,19,stroller,playing,9,vehicles
00430001,19,cup,all,76,household
00430001,19,cup,living_room,7,household
00430001,19,cup,playing,40,household
00560001,22,cup,all,142,household
00560001,22,cup,living_room,2,household
00320001,9,dog,all,14,animals
00320001,9,dog,living_room,9,animals
00320001,9,dog,playing,8,animals
00320001,9,car,all,1,vehicles
00320001,9,car,living_room,1,vehicles
00320001,9,dog,kitchen_like,4,animals
00320001,9,cat,kitchen_like,3,animals
00400002,18,plate,eating,849,household
00430001,21,plate,all,148,household
00430001,21,plate,kitchen_like,147,household
00430001,21,cup,all,168,household
00430001,21,cup,kitchen_like,157,household
00430001,21,cup,eating,50,household
00430001,21,plate,eating,27,household
00430001,21,car,all,10,vehicles
00430001,21,car,outside,3,vehicles
00430001,21,dog,all,15,animals
00430001,21,dog,kitchen_like,7,animals
00430001,21,dog,playing,11,animals
00430001,21,dog,living_room,8,animals
00430001,21,car,kitchen_like,1,vehicles
00430001,21,car,playing,7,vehicles
00430001,21,car,living_room,6,vehicles
00510002,19,cat,all,5,animals
00510002,19,cat,living_room,5,animals
00510002,19,cat,playing,3,animals
00430001,12,cat,kitchen_like,3,animals
00500001,23,plate,living_room,2,household
00400001,20,cup,eating,44,household
00400001,20,cat,all,43,animals
00400001,20,cat,kitchen_like,36,animals
00400001,20,cat,eating,23,animals
00320001,14,car,living_room,2,vehicles
00320001,14,stroller,all,1,vehicles
00320001,14,stroller,living_room,1,vehicles
00370002,10,stroller,kitchen_like,8,vehicles
00370002,10,cup,eating,68,household
00560001,24,plate,all,3,household
00560001,24,plate,living_room,3,household
00560001,24,dog,all,4,animals
00560001,24,dog,living_room,4,animals
00560001,24,dog,playing,1,animals
00560001,24,cup,all,20,household
00560001,24,cup,kitchen_like,1,household
00400001,15,plate,living_room,43,household
00400001,15,dog,playing,13,animals
00400001,25,cup,playing,61,household
00400001,13,car,kitchen_like,1,vehicles
00400002,22,car,playing,8,vehicles
00400001,21,plate,playing,12,household
00400002,15,dog,living_room,3,animals
00500001,28,cup,living_room,16,household
00430001,19,cup,kitchen_like,68,household
00430001,19,plate,all,7,household
00430001,19,plate,kitchen_like,6,household
00430001,19,plate,playing,3,household
00500001,24,plate,all,118,household
00500001,24,plate,outside,3,household
00500001,24,plate,playing,3,household
00500001,24,cup,outside,1,household
00370002,18,plate,playing,121,household
00370002,18,plate,living_room,91,household
00400001,25,stroller,living_room,7,vehicles
00400001,25,stroller,playing,9,vehicles
00430001,21,cat,all,2,animals
00430001,21,cat,living_room,2,animals
00430001,21,cup,playing,8,household
00370002,15,stroller,kitchen_like,30,vehicles
00370002,15,cup,kitchen_like,295,household
00370002,15,cup,eating,210,household
00370002,15,plate,eating,126,household
00430001,19,cup,eating,6,household
00320001,10,plate,eating,658,household
00500001,21,stroller,all,72,vehicles
00500001,21,stroller,living_room,64,vehicles
00500001,21,stroller,playing,52,vehicles
00500001,21,cup,all,18,household
00500001,21,cup,living_room,6,household
00500001,21,cup,playing,9,household
00400002,23,car,living_room,3,vehicles
00400002,23,cup,playing,45,household
00400002,23,cup,living_room,25,household
00400002,23,plate,living_room,133,household
00370002,12,cat,all,4,animals
00370002,12,cat,playing,2,animals
00370002,12,dog,all,5,animals
00370002,12,dog,living_room,2,animals
00560001,17,cup,eating,251,household
00560001,17,plate,kitchen_like,23,household
00370002,19,plate,kitchen_like,174,household
00430001,16,plate,eating,11,household
00430001,16,cat,all,4,animals
00430001,16,cat,kitchen_like,2,animals
00430001,16,cat,playing,3,animals
00400001,17,dog,all,6,animals
00400001,13,plate,eating,111,household
00430001,15,car,kitchen_like,1,vehicles
00430001,15,car,playing,2,vehicles
00430001,15,plate,living_room,2,household
00430001,15,cat,kitchen_like,21,animals
00430001,15,dog,kitchen_like,9,animals
00430001,17,dog,all,44,animals
00430001,11,dog,all,13,animals
00430001,11,dog,living_room,12,animals
00430001,11,cat,all,5,animals
00430001,11,cat,living_room,3,animals
00430001,11,cat,playing,3,animals
00430001,11,dog,playing,4,animals
00430001,11,cup,all,24,household
00430001,11,cup,kitchen_like,24,household
00430001,11,cup,playing,10,household
00430001,11,plate,all,12,household
00430001,11,plate,kitchen_like,10,household
00430001,11,plate,playing,7,household
00430001,11,plate,eating,2,household
00430001,11,cup,eating,2,household
00430001,11,dog,kitchen_like,1,animals
00430001,18,cup,eating,235,household
00400002,23,car,playing,4,vehicles
00370002,15,car,all,2,vehicles
00370002,15,car,kitchen_like,1,vehicles
00370002,15,car,playing,1,vehicles
00400001,18,cup,all,163,household
00400001,18,cup,living_room,91,household
00400001,18,cup,playing,34,household
00370002,13,cat,all,5,animals
00370002,13,cat,playing,3,animals
00370002,13,dog,all,10,animals
00370002,13,dog,playing,3,animals
00400001,24,plate,eating,114,household
00400001,24,cat,playing,12,animals
00400001,24,plate,playing,19,household
00400001,24,cup,playing,31,household
00400001,24,cup,eating,124,household
00400001,28,cat,all,47,animals
00400001,28,cat,kitchen_like,29,animals
00400001,28,dog,all,6,animals
00400001,28,dog,kitchen_like,2,animals
00400001,28,dog,playing,2,animals
00400001,28,cat,playing,26,animals
00400001,11,car,kitchen_like,8,vehicles
00400001,11,car,playing,9,vehicles
00400001,12,dog,living_room,10,animals
00400001,12,dog,playing,11,animals
00400002,16,car,all,5,vehicles
00400002,16,car,living_room,1,vehicles
00510002,18,cat,all,6,animals
00510002,18,cat,playing,3,animals
00510002,18,car,all,18,vehicles
00510002,18,car,living_room,15,vehicles
00400002,14,cat,kitchen_like,2,animals
00400002,14,cat,eating,1,animals
00400002,14,plate,eating,658,household
00430001,17,cup,eating,666,household
00430001,17,plate,eating,172,household
00370002,11,dog,all,9,animals
00370002,11,dog,living_room,3,animals
00370002,11,dog,playing,2,animals
00370002,11,cat,all,11,animals
00370002,11,cat,living_room,1,animals
00370002,11,cat,playing,6,animals
00370002,11,cup,living_room,113,household
00370002,11,cup,playing,218,household
00400002,15,cat,kitchen_like,3,animals
00400002,14,cup,eating,83,household
00400001,17,dog,kitchen_like,1,animals
00400001,14,dog,kitchen_like,11,animals
00400001,14,dog,playing,4,animals
00400001,14,cat,eating,20,animals
00370002,13,stroller,eating,14,vehicles
00510002,17,car,all,9,vehicles
00510002,17,car,living_room,6,vehicles
00560001,23,dog,all,4,animals
00560001,23,dog,living_room,4,animals
00500001,21,stroller,kitchen_like,1,vehicles
00500001,24,plate,kitchen_like,115,household
00500001,24,plate,eating,111,household
00500001,24,cup,kitchen_like,336,household
00500001,24,cup,eating,299,household
