subject_id,age_mo,category,stratum,cdi_domain,n_indexed,n_crops,dispersion,resultant_length,n_exemplars,k,effective_k,ccn_mean_knn_dist,ccn_local_coherence,ccn_global_dispersion,ccn_local_over_global
00560001,16,cup,all,household,74,74,0.41873568500023967,0.5812643149997603,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00560001,16,cup,living_room,household,33,33,0.3586990485368856,0.6413009514631142,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00560001,16,cup,kitchen_like,household,30,30,0.4041189931842216,0.5958810068157783,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00560001,16,cup,playing,household,30,30,0.41530434061429994,0.5846956593857,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00400001,11,plate,all,household,269,256,0.4626783203915654,0.5373216796084345,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00400001,11,plate,kitchen_like,household,195,195,0.4141131437535885,0.5858868562464115,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00400001,11,cat,all,animals,234,234,0.360465213813611,0.6395347861863889,220,5,5,20.64008458595296,0.0484494138498139,21.270342845210617,0.0022777918627072
00400001,11,cat,kitchen_like,animals,82,82,0.3151824863816133,0.6848175136183866,220,5,5,20.64008458595296,0.0484494138498139,21.270342845210617,0.0022777918627072
00400001,11,car,all,vehicles,53,53,0.364387675028863,0.6356123249711371,200,5,5,26.909090414832963,0.0371621628447454,26.671816866834845,0.0013933120128368
00400001,11,cup,all,household,355,256,0.45693567364405346,0.5430643263559465,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00400001,11,cup,kitchen_like,household,114,114,0.46909800473008334,0.5309019952699167,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00400001,11,plate,eating,household,141,141,0.33517974635895487,0.664820253641045,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00430001,16,cup,all,household,376,256,0.4428387137914718,0.5571612862085282,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00430001,16,cup,living_room,household,85,85,0.25257786294669976,0.7474221370533001,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00430001,16,cup,playing,household,71,71,0.42254321219557006,0.5774567878044298,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00430001,16,plate,all,household,65,65,0.4772849643047436,0.5227150356952565,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00430001,16,plate,living_room,household,19,19,0.3790249853833209,0.620975014616679,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00510002,17,cup,all,household,1769,256,0.46441004762508264,0.5355899523749172,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00510002,17,cup,kitchen_like,household,1621,256,0.45097870535173734,0.5490212946482627,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00510002,17,cup,playing,household,137,137,0.48622699996984836,0.5137730000301517,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00510002,17,cup,eating,household,867,256,0.4341708164959051,0.5658291835040948,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00510002,17,plate,all,household,1586,256,0.4376673615170659,0.562332638482934,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00510002,17,plate,kitchen_like,household,1567,256,0.4312106046174319,0.568789395382568,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00510002,17,plate,eating,household,1150,256,0.3655026485675229,0.6344973514324771,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00510002,17,plate,playing,household,26,26,0.4687729676517364,0.5312270323482635,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00500001,13,cup,all,household,665,181,0.4574639377164815,0.5425360622835185,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00500001,13,cup,living_room,household,79,68,0.32123429343320975,0.6787657065667904,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00500001,13,cup,playing,household,163,141,0.4200219092046054,0.5799780907953944,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00500001,13,plate,all,household,814,197,0.4082006959806222,0.5917993040193779,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00500001,13,plate,kitchen_like,household,723,177,0.3477608339318255,0.6522391660681746,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00500001,13,plate,eating,household,569,197,0.3418340785938565,0.6581659214061436,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00320001,20,cup,all,household,1132,256,0.42052782111337095,0.5794721788866289,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,20,cup,playing,household,459,256,0.41002818793104445,0.5899718120689555,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,20,cup,kitchen_like,household,455,256,0.44063993619402275,0.5593600638059774,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,20,cup,eating,household,72,72,0.45066170394552635,0.5493382960544736,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,20,cup,living_room,household,166,166,0.40053763177750834,0.5994623682224917,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,12,cup,all,household,1998,256,0.43550451772606336,0.5644954822739368,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,12,cup,living_room,household,593,256,0.4336408660148351,0.5663591339851649,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,12,cup,playing,household,544,256,0.44609785543289837,0.5539021445671016,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00320001,12,plate,all,household,209,209,0.497216055614927,0.5027839443850731,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00320001,12,plate,living_room,household,19,19,0.43670470373371834,0.5632952962662815,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00320001,12,plate,playing,household,24,24,0.4300805705105772,0.569919429489423,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
00320001,12,cup,eating,household,523,256,0.3468419675899103,0.6531580324100894,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00500001,28,cup,all,household,37,37,0.41073176279021967,0.5892682372097803,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00500001,28,cup,kitchen_like,household,19,19,0.3166076673105335,0.6833923326894665,264,5,5,14.762640583309434,0.0677385589899543,15.302794973375882,0.0044265481637705
00500001,28,plate,all,household,169,169,0.3538055838694991,0.6461944161305008,263,5,5,17.12203632613071,0.0584042680994581,17.471808295189266,0.00334277180202
