subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00420001,21,150,150,0,0.9447486064434052,0.21153700729405656,0.03883624076843262,1.503311276435852
