subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00370001,25,137,137,0,0.9561291018205088,0.21527757316014443,0.05407613515853882,1.4646036624908447
