subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00720001,28,120,120,0,0.9754996369447974,0.2129138560818243,0.07759964466094971,1.4690666198730469
