subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00400003,26,134,134,0,0.9613713861029619,0.2254292103179111,0.04192376136779785,1.4482667446136475
