subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00720001,23,144,144,0,0.9794420538826581,0.19792169241802232,0.07759964466094971,1.4690666198730469
