subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00500001,25,137,137,0,0.9738654841484465,0.2227920673961636,0.040590643882751465,1.4795218706130981
