,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
duck,0.74879766,0.8974819,1.1972526,0.7149409,1.3191473,1.2762852,1.0333376,1.1480448,0.9888102,1.0458537,0.9569222,1.1621206,0.9206509,0.80757403,0.91324806,0.93639266,0.9051186,1.1550819,1.2784114,1.1800458,1.0970564,1.1266191,0.8184169,1.1812323,1.1142057,1.2062016,1.2772477,0.7863836,0.9355515,0.88664484,0.75676256,1.1611387,1.0251538,0.86120194,0.9359556,0.95603275,1.1501889,1.086549,0.85681444,0.7388156,1.2576213,0.8725607,1.243778,1.0842193,0.7300683,1.0116584,1.0008363,0.98500746,0.9541225,0.8021144,0.0,1.124667,0.9315146,1.1733496,1.0576404,0.8410983,0.9891266,0.9090119,1.247961,1.0219518,1.208452,0.9877041,1.0709807,0.9251782,0.9801357,1.098665,0.76110053,1.0100967,1.0660492,1.0066612,1.0984132,0.66048145,1.2619267,1.0911225,0.8246912,0.8111638,1.1348563,0.64751685,1.1552651,0.9575387,1.3370669,0.6818017,0.8219006,1.0426401,1.2047317,0.582975,1.0483999,1.1140745,0.80053943,1.2000527,1.1160016,0.92671597,1.0522786,1.0207299,0.9581448,1.0592964,0.7414046,0.6760679,1.0146555,1.1142528,0.8397941,1.2013943,1.1213139,1.0079173,1.0020895,0.971158,0.95138097,0.93784535,0.98767895,1.1732103,1.1464404,1.1164296,1.035353,1.0795133,1.188481,1.1278985,1.0999355,0.7349061,1.2014288,1.1778923,0.9285553,0.92388165,1.280771,0.8294631,0.9261165,0.6388756,1.1165707,0.9804528,0.97585964,0.9412601,0.94125545,1.1074845,1.2963148,0.7710436,0.95538586,1.1865896,0.93490195,0.7212099,0.9798922,0.8907248,0.8040756,1.0072565,1.2902389,1.0060921,1.0135326,1.0075173,1.0142407,1.2717912,1.0362334,1.0516762,0.9755035,1.0071483,1.107191,0.9866207
egg,1.2986825,0.7087576,0.26559204,1.3512816,0.35802388,0.4698342,1.0755067,1.2503109,1.4359308,1.1705256,1.5756246,0.6868047,1.3020703,1.2706848,1.0299808,1.4825923,1.3586035,1.2754755,0.9577373,0.86573434,1.3821044,0.40660113,0.93181205,1.108196,1.0802113,0.94548446,0.82394606,0.45544523,1.3260087,1.3231875,0.95227623,1.1041747,1.3917804,1.232866,0.67354214,1.4029756,0.6270666,1.116305,1.3596618,0.8581971,0.53762925,1.5686147,0.8366241,0.9895047,1.0882336,1.0766546,0.92866045,1.4490271,0.98836637,1.2605792,1.124667,0.0,1.1928627,0.48462558,1.0810112,0.57834774,1.2207465,0.6941889,0.8328362,0.5006422,0.6959672,1.041364,1.2544696,1.332522,1.4777606,0.748793,0.8325101,1.1940153,0.7035598,1.0771136,0.8362351,1.1206172,0.6392177,1.049658,1.0823252,1.3225222,0.6648569,1.4307303,0.70433635,1.4365954,0.760236,1.304911,1.1426989,0.766009,1.1561629,1.222632,1.1055642,0.7558063,0.8008629,0.3499276,0.8801927,0.6842716,0.6690934,0.121438086,1.3697059,1.0757885,1.2645322,1.23272,1.4051914,1.0926977,1.0625384,0.6132288,0.6393736,0.92058074,0.39623338,1.0000257,0.79962814,0.71718603,1.2530105,0.98022443,1.0564308,0.25169545,0.3708378,0.887674,0.9986342,0.49687183,1.2180378,1.1130793,0.7859087,0.8579998,0.7917712,1.1684037,0.9277617,1.3093351,1.4917498,1.2523444,0.92378443,1.3932213,1.3018637,1.349657,0.4380871,1.2226831,0.6623316,0.802311,0.82393557,0.6286337,1.0763958,1.1664444,0.45145726,1.3538163,1.2894862,1.3964376,0.61917365,0.54426,0.61155844,0.84351784,1.0021691,0.4863199,1.2510853,1.2435641,1.0752401,1.339221,0.4584586,1.3960934
elephant,0.96501935,1.1773864,1.1145412,0.89753395,1.1336722,1.1769768,1.1583221,1.0331573,0.834726,0.49684632,0.620852,0.9565304,0.92752707,1.002014,1.0642188,0.66293514,1.0177585,1.0966978,1.1837416,1.2146953,1.0764359,1.2277272,1.036981,1.215998,1.0398922,1.2106795,1.1316795,1.1074723,0.39910984,0.9799997,1.063698,0.9465315,0.87314135,0.86036134,1.0375856,0.8170434,1.0917581,0.9479593,1.0274309,0.9663879,1.1146054,0.7970703,1.2261112,1.1686964,1.139259,1.1074306,1.2256125,0.8591491,0.9803401,0.9259176,0.9315146,1.1928627,0.0,1.1002718,1.0361325,1.1781273,0.886811,1.1026989,1.1970025,1.0462114,1.2180264,1.2037206,1.0238411,0.66514295,0.85917425,1.052685,1.2428272,0.4087739,1.2909154,0.97226274,1.2517226,1.0739996,1.1295258,1.1267592,0.9154782,0.87421453,0.99559885,0.73628044,1.1356242,1.100814,0.97046924,0.7698098,0.998235,1.053884,1.0525934,1.0219159,1.1016537,1.143842,1.104031,1.0886557,1.1385193,1.0290387,1.0122426,1.1788965,0.9807202,0.6792747,0.901152,0.73087525,0.90457237,0.45556128,1.1592965,1.0863576,1.1719456,1.1915755,1.1998512,1.1483963,0.9987698,1.178177,1.1451712,1.1882639,1.104932,1.0649589,1.2430447,1.0509849,1.1614395,1.1185777,1.1487589,0.6351855,1.1941502,1.1234823,1.1630929,1.1514044,1.1537291,0.87941027,0.9756056,0.8900144,1.199433,0.69370276,0.97673446,0.7406056,1.1104375,0.53026265,1.154248,0.89008063,1.1372789,1.2281072,1.0236578,0.90271413,1.18261,1.0490608,0.8351443,0.92375636,1.1921239,1.1308604,1.2879713,1.2706406,1.0211334,1.2891188,1.0029266,0.8481611,0.90933675,1.1433613,1.1132543,0.86695546
eye,1.3099184,0.78669,0.37932038,1.3293884,0.47943103,0.5850554,1.2147065,1.1657097,1.3584058,1.1242521,1.4550397,0.43986142,1.1331306,1.2871313,1.0053488,1.4217534,1.2823658,1.1947215,0.8511261,0.9709224,1.2154561,0.7436189,0.99673927,1.0536476,1.021822,0.84503484,0.7414268,0.6042956,1.2303104,1.1450233,1.1880527,1.0094512,1.328012,1.2469913,0.8227664,1.2874252,0.74096024,1.2420578,1.2292154,0.99391764,0.4040239,1.4529855,0.7557349,0.8912841,1.2148627,1.0511328,0.9319651,1.2929816,0.8648365,1.3016818,1.1733496,0.48462558,1.1002718,0.0,1.0988978,0.7036555,1.2169513,0.687042,0.75825125,0.45464247,0.78245413,1.1654027,1.1607955,1.2304149,1.3800418,0.7255605,0.927805,1.1065953,0.69169676,1.099902,1.0657156,1.2355415,0.5475087,0.94185835,1.1244463,1.3066298,0.7127468,1.3962802,0.6882478,1.2995756,0.591647,1.2932136,1.2383714,1.092278,1.1368974,1.3632234,1.0265603,0.8060447,1.055132,0.29081905,0.9031636,0.6597656,0.55105734,0.49177313,1.3144915,1.0831461,1.3054364,1.2180834,1.3198519,0.9885425,1.1807448,0.4739827,0.59360194,1.0015609,0.70453644,1.0042677,0.76092535,0.96092796,1.2775854,1.1395795,0.92043,0.47502935,0.66831195,0.77461416,0.8685456,0.4279493,1.0450063,1.1890354,0.8408889,0.9976337,1.07133,1.2004347,0.8216639,1.3468819,1.4556243,1.2776265,0.9384678,1.2679267,1.2866869,1.2438247,0.48677897,1.0945817,0.6888817,0.77218664,1.1101124,0.75746965,1.0690373,1.1428244,0.65916,1.321593,1.3203614,1.3625939,0.564333,0.5762521,0.64814883,0.83714014,0.9114488,0.5533462,1.3344964,1.1336952,1.0074757,1.1729822,0.35004753,1.2482653
face,0.8732616,1.0177163,1.0890132,0.814336,1.1170083,1.2123445,1.03093,1.1797954,0.927767,0.9982082,0.8532655,1.1540618,1.1202655,0.6898597,0.9798888,0.89085114,1.0631521,0.94933206,1.2020668,1.1909758,0.98753697,1.1274645,1.1661702,1.2238662,0.9928416,1.345331,1.1416922,1.1027689,0.86956936,1.1572582,1.0320175,0.9488151,0.89117175,0.8452227,1.0246677,0.954441,1.1243254,1.1029961,1.0125813,1.0660878,1.187983,0.8607317,1.2329012,1.0421448,1.0206739,0.87932026,0.9759314,0.8246616,1.0941286,0.76223993,1.0576404,1.0810112,1.0361325,1.0988978,0.0,0.97436684,0.95559055,1.1152182,1.132447,0.9836906,1.2948202,0.88968354,0.9241408,0.94430107,0.8897935,0.6234,1.1020944,1.0001925,1.1679443,0.34910566,1.0022109,0.78881305,1.143799,1.0307562,1.1778818,0.6662497,1.2591043,0.9693193,1.2828622,1.0868421,1.1865911,0.9936616,1.0484867,1.1608813,1.0372494,0.91105884,1.0601969,0.85731083,0.9044576,1.0120423,1.2705665,1.0170503,0.91106844,1.0566084,0.93201584,1.061797,0.6358983,0.8784621,0.78176373,1.1350131,0.87254214,1.2114334,1.1958677,1.0703161,1.1734767,0.98393255,1.298886,1.0588846,1.0501715,1.1635425,1.0206794,1.0716505,1.1765108,1.2262285,1.2090135,1.1362616,1.1312256,1.0421689,1.1225126,1.0803703,1.1149795,1.1275548,1.1831965,0.5250017,0.9978375,0.8517287,1.2584469,0.7957149,1.0378178,1.0114526,1.1351912,0.93797004,1.2350816,1.0347493,1.0906487,1.3314307,1.0016328,1.0620157,1.1233245,0.87603366,0.5936949,0.8641994,1.1821303,0.903758,1.135002,1.0857221,1.2728202,1.137828,0.96918815,0.84650564,1.0451405,1.1745915,1.0776156,0.82489157
finger,1.2437876,0.3814475,0.65130264,0.9063549,0.88775706,0.8003742,1.1745281,1.316431,1.3631339,1.191327,1.3970789,0.82752407,1.1778575,0.8193197,1.1332366,1.2884892,1.1377625,1.2603993,1.1964619,1.1259729,1.3724197,0.9034337,0.8156965,1.2585791,1.0757446,1.0430248,1.0555023,0.39970446,1.2756541,1.1029336,0.95513254,1.173018,1.3994442,1.1671311,0.6268102,1.2346926,1.0191679,1.1458378,1.2691903,0.7883309,0.75446063,1.45083,1.0841213,1.056694,0.9632419,1.2080337,0.99491084,1.2922881,0.839366,0.9044662,0.8410983,0.57834774,1.1781273,0.7036555,0.97436684,0.0,1.2427406,0.8864052,0.9883957,0.396989,0.95458853,1.1950626,1.1941283,1.250849,1.3732599,0.5022168,0.40334213,1.2009916,0.7412352,0.8534996,1.1442643,0.39508313,0.82970923,1.1325521,0.98591256,1.0574433,0.9993024,1.0741041,0.92589325,1.2502083,1.095573,0.9577908,1.1533388,0.94161415,1.2665989,0.77376175,1.2497187,0.5872905,0.90200496,0.49764132,1.0460646,0.35537958,0.43671596,0.64156306,1.3293903,1.2060704,0.8758948,0.92737037,1.2608943,1.1205618,1.0804138,0.76649547,0.6159345,1.0449929,0.6038853,1.0416485,0.84914005,0.90673393,1.227533,1.1712189,1.1727115,0.70087117,0.7953519,0.91012627,1.1188931,0.7666263,1.2693989,1.08423,1.0890982,1.0816361,0.9036549,0.98950106,1.0526513,1.0611129,1.3593471,0.821897,1.1041515,1.348125,1.2220172,1.0717709,0.4824915,1.1118453,1.0969465,0.46353483,1.0031458,0.9505965,1.1539824,0.9549807,0.57834387,1.2665275,1.0364963,1.3406667,1.0098013,0.17790067,0.36886358,0.485744,0.9940368,0.93446714,1.242316,1.2223415,1.0778679,1.279072,0.4615289,1.2891133
firetruck,0.7465409,1.2192687,1.2276375,0.9124114,1.1729792,1.1384299,0.88891894,0.8654531,0.7945441,0.9006041,0.6550377,1.2719638,1.0918039,0.87314904,0.9261749,0.68806475,0.679317,0.60856175,1.1872208,1.038486,0.7406344,1.1778282,1.1245493,1.0952694,1.0155214,1.2596864,1.1150199,1.2089508,0.8457862,1.1956033,0.94365495,0.9679227,0.85853505,0.76045144,1.1793461,0.8579615,1.1306748,0.9142964,1.0295885,1.0457723,1.2491537,0.73126173,1.1972073,1.0715312,0.9216959,0.96646047,1.0184845,0.9793693,1.1533723,0.92922866,0.9891266,1.2207465,0.886811,1.2169513,0.95559055,1.2427406,0.0,1.1762259,1.0848359,1.2661228,1.2672353,0.81657326,0.70835316,0.8287765,0.74818265,1.1586716,1.3252172,0.9393553,0.97139126,0.9451185,1.0085924,0.9968334,1.2524297,1.0342191,1.0727972,0.93419254,1.1679946,0.95391226,1.215404,0.97207546,1.2007967,0.99672884,0.79500675,0.9887606,0.98260653,0.9351031,0.9280758,1.0948066,1.061654,1.2642663,1.2325523,1.2924285,1.1684184,1.2024307,1.0381025,0.90888226,0.9378518,1.0945499,0.6547533,0.9916216,0.8600025,1.2478644,1.3044952,1.072971,1.1511266,0.9725825,1.2941309,0.9654329,1.0679358,0.9400627,1.0040095,1.2198133,1.2322587,1.2914166,1.1247859,1.220758,1.0725815,0.9870152,1.0259498,0.9993718,1.031993,1.011954,1.1098382,0.9306628,0.72461134,1.0763237,1.223278,0.76478493,1.0274591,0.80235946,1.2949479,0.879412,1.1869007,1.2126317,0.9909095,1.2663532,0.8735589,0.97024757,1.1024873,0.72705245,0.9027299,0.7788325,1.1184918,1.247511,1.2755677,1.1904165,1.3347459,1.0066019,0.7968141,0.9016918,0.8372366,1.121815,1.2946255,0.87566173
fish,0.7020743,1.0198681,0.58265686,1.3672571,0.65684044,0.6917753,1.1545655,1.2570689,1.3967848,1.082345,1.3500375,0.63526565,0.98032045,1.2939253,0.7419991,1.2600007,1.0788574,1.092244,1.0672171,1.0532055,1.2760024,0.8440351,0.8193026,1.1089382,0.8392986,0.929595,0.80325943,0.61084616,1.1313729,1.1830659,1.1349669,1.0684158,1.2947817,1.1492203,0.9135017,1.308334,0.86432505,1.2255821,1.2506887,0.78945667,0.58579385,1.4314877,0.9501079,0.7794174,1.0766507,0.7250011,0.73151827,1.4110948,0.91608995,1.2950654,0.9090119,0.6941889,1.1026989,0.687042,1.1152182,0.8864052,1.1762259,0.0,0.89455146,0.7442763,0.8513695,0.69937634,1.0735812,1.2865474,1.4572115,0.98982865,0.80639386,1.0716593,0.6363826,1.1511351,1.1108035,1.1930993,0.77166307,0.72243285,0.93645746,1.2549965,0.9124372,1.1814272,0.78824186,1.3238721,0.924887,1.2517065,1.0801219,1.0045742,1.2165765,1.0951198,0.9987252,1.0463543,0.98281366,0.6991983,0.94002336,0.786505,0.90840566,0.63845503,1.3132453,0.9958961,1.2007854,1.1219468,1.1699636,1.0175564,0.90448445,0.65933657,0.6794099,0.67832065,0.6546419,0.69480073,0.7033584,0.75358486,1.0552869,1.0817714,0.7377511,0.65463555,0.78390497,0.93604875,1.009635,0.4517113,1.2377391,0.89455277,0.72492,1.194432,0.91022575,1.0887947,0.9517551,1.316592,1.220499,1.2433307,0.9283478,1.4134139,1.2494702,1.1779581,0.4923048,1.2628704,0.8273927,0.8014511,0.9984947,0.76038086,1.0233618,1.0629078,0.5991941,1.0804826,1.2542368,1.4554482,0.7563084,0.876153,0.8124012,0.9207104,0.8731402,0.5623284,1.3811376,1.1816596,0.9316858,1.1357169,0.6761594,1.3123469
flower,1.2047583,0.9342758,0.6663501,1.3037828,0.60058033,0.6711521,0.9264292,1.0310104,1.3389869,1.1792139,1.3987484,0.8150354,1.1350712,1.3596785,1.0318472,1.3592546,1.2931784,1.026072,0.7604022,0.9369399,1.0472023,0.76454985,0.77392876,0.88787913,0.82081807,0.8106805,0.6899634,0.9793879,1.2988472,1.1961901,1.020914,0.95829135,1.1141634,1.227709,1.1524056,1.3063405,0.9136159,0.9498129,1.1031975,1.1233422,0.628926,1.4287226,0.73386633,0.8865623,1.216545,1.017984,0.83659065,1.2458241,1.0406291,1.3097,1.247961,0.8328362,1.1970025,0.75825125,1.132447,0.9883957,1.0848359,0.89455146,0.0,0.86674863,0.64535874,0.91797805,1.0531024,1.261014,1.1968119,1.0151277,0.9309602,1.1902616,0.7092147,1.2168114,0.83701277,1.2256215,0.6284026,0.9094551,0.97105753,1.2863163,0.78767323,1.363917,0.7686237,1.0847287,0.73732924,1.3120933,1.1289878,0.933032,1.0052078,1.2693098,0.8251481,0.98886645,1.1022787,0.7820593,0.921235,0.99894696,0.96584034,0.8309097,1.1915344,0.94161785,1.4014227,1.3596206,1.2386758,1.1252611,1.080936,0.71078974,0.6819129,0.8888877,0.7445115,1.0566361,0.8908785,0.8740032,0.59584796,0.9797766,0.90133685,0.7865712,0.7638699,0.81161916,0.84561557,0.66683775,0.84988415,1.2466048,0.2039839,0.8079674,0.98975617,0.9092239,0.59263283,1.3657757,1.2013777,1.3742844,0.697044,1.3039533,1.2385123,1.2984535,0.8569121,1.166647,0.782063,1.1636462,1.0476172,0.6110642,0.9377449,1.0716643,0.73335344,1.1210989,1.29268,1.2258116,0.6436771,0.8971025,0.80236644,0.8397607,0.9422848,0.56182164,1.2053659,1.0749,1.0545285,0.91771257,0.7558048,1.213147
foot,1.3719538,0.5398908,0.32147026,1.1739174,0.60042727,0.7450353,1.2281183,1.3287556,1.4524122,1.1538305,1.4274329,0.40989912,1.103059,1.0344025,1.1932976,1.3885239,1.301918,1.2471124,0.9593774,1.17269,1.3537207,0.8756521,0.8858315,1.1983566,1.09216,0.9434471,0.80568004,0.47146088,1.2138823,1.0231103,1.2130826,1.085932,1.3658693,1.2237935,0.8930231,1.3349782,1.0655506,1.3385352,1.200253,0.9385983,0.34653533,1.4953434,0.9264646,0.92388093,1.3139862,1.1919724,0.94186795,1.3072808,0.8315201,1.0861148,1.0219518,0.5006422,1.0462114,0.45464247,0.9836906,0.396989,1.2661228,0.7442763,0.86674863,0.0,0.87417984,1.254056,1.2337687,1.2945055,1.4564681,0.49902052,0.68445075,1.0913825,0.788154,0.9086599,1.1628293,0.91345143,0.54360026,1.0267416,1.0126508,1.1135736,0.78316134,1.2458657,0.76947737,1.2711437,0.86312646,1.085146,1.3026947,1.2245277,1.2287652,1.1306434,1.1083772,0.70608246,1.1461276,0.20194161,1.0025444,0.32223517,0.44815612,0.553845,1.32527,1.1967092,1.0275935,0.91084534,1.3226222,0.9940335,1.1418601,0.46020222,0.48881608,1.08294,0.7230911,1.0530809,0.6192642,0.97128356,1.2522866,1.3184607,1.0883822,0.43837953,0.7799134,0.58315563,0.9886383,0.560189,1.1496861,1.1743398,0.98399466,1.0868778,1.2254066,1.1197128,0.8884795,1.1432499,1.4101222,0.95127606,0.9784898,1.3327368,1.395251,1.1700826,0.24921209,1.0615232,0.8327155,0.45889765,1.2478336,0.90962267,1.2250649,1.1033067,0.6285119,1.246248,1.1203268,1.4529665,0.77519625,0.17076635,0.488599,0.64370656,0.8263085,0.6495683,1.4607847,1.2294844,0.9805308,1.1542891,0.18918133,1.3232653
fork,1.3438997,0.87858665,0.71511424,1.3493447,0.7313086,0.75124955,0.9614234,1.0332761,1.2767189,1.3292861,1.5647482,0.6510725,1.0905759,1.4832883,1.056387,1.5587332,1.299028,1.131611,0.63333654,0.67353857,1.1335918,0.43283665,0.83402103,0.76671576,0.9448604,0.5660523,0.584926,0.97985846,1.4038024,1.0557866,1.0099801,0.9362868,1.3009228,1.3376238,0.81050694,1.1899745,0.820835,1.0781821,1.078413,1.0096719,0.5312093,1.4936742,0.6133442,0.8562814,1.1383976,1.1065724,0.92635095,1.2818334,0.8797835,1.398242,1.208452,0.6959672,1.2180264,0.78245413,1.2948202,0.95458853,1.2672353,0.8513695,0.64535874,0.87417984,0.0,1.064899,1.1855763,1.3126,1.268587,0.9548698,0.85099864,1.2840363,0.90625197,1.3190553,0.6882737,1.2517197,0.5746565,0.85014856,1.079246,1.4651908,0.5744448,1.4150715,0.21216679,1.002152,0.55038553,1.3117633,1.2192581,0.98598725,0.9909614,1.5202318,0.85749334,0.988576,1.0250266,0.7478813,0.713866,0.8368434,1.0806261,0.807447,1.0493177,1.1222215,1.4795327,1.3591774,1.4051565,1.147969,1.2676626,0.40306413,0.3624003,0.820389,0.65616024,1.0508921,0.6905775,0.7389591,1.0319219,0.6869936,0.91720283,0.6727623,0.64759344,0.7317148,0.6743332,0.70725656,0.76295435,1.2730249,0.6528461,0.68251,0.8788772,1.130826,0.5515007,1.4710814,1.2820655,1.379384,0.44553095,1.414124,0.98534876,1.3077364,0.65931535,1.2515712,0.50544655,1.0358888,0.89620125,0.106707335,0.9269193,1.0357356,0.9487361,1.2585821,1.4519587,1.2535155,0.61420286,0.91507936,0.58425087,0.63326395,0.79756486,0.75696546,1.0331242,1.1702505,1.0147227,0.80071914,0.645804,1.3175752
frog,0.5046819,1.2847147,1.0590433,1.2020999,1.0661871,1.0938761,0.4126616,1.0526791,1.0946378,0.99528325,1.0854893,1.2505305,1.2205269,1.0751288,0.6136932,1.042465,0.97681683,0.7750226,1.1849016,1.0228468,0.86910063,0.89285624,0.9402628,1.129482,0.65153456,1.2000197,1.1462593,1.0627116,1.0215641,1.3183744,0.85718036,1.0176742,0.9658636,0.9970674,1.1819,1.0790839,0.8936603,0.9643389,1.1727357,0.8509087,1.160358,1.0997976,1.1599134,0.85335356,0.8991005,0.5048002,0.73845863,1.2146138,1.0849797,1.1693221,0.9877041,1.041364,1.2037206,1.1654027,0.88968354,1.1950626,0.81657326,0.69937634,0.91797805,1.254056,1.064899,0.0,0.85150343,1.0793484,1.167347,1.1071583,1.0463349,1.0757816,0.8394023,1.0286274,0.8138616,1.072892,1.1418856,0.7279449,1.0114402,1.1041968,1.2178215,1.2346901,1.1579666,1.1657486,1.154644,1.2564448,0.99241,0.7642895,1.0366597,0.8806981,0.92153627,1.0677248,0.83560526,1.2349477,1.0917792,1.1899463,1.1413684,0.96696293,1.0983723,0.78052145,1.0435735,1.2229388,0.85237175,1.1220284,0.690897,1.2025509,1.1382036,0.61868274,0.78816235,0.572806,1.1818508,0.8423051,0.8653132,0.88971233,0.6763823,1.0571501,0.97270626,1.3001809,1.0970538,0.91176087,1.1627927,0.9646864,0.67113274,1.0500329,0.8147744,1.0243753,0.99306107,1.1329514,0.90023446,1.2144051,1.1066086,1.2164032,1.128756,1.196012,1.1258781,1.2365307,1.095964,1.2409225,0.85783744,1.0432564,0.86298007,0.99534047,0.9424228,0.75247383,1.0847224,1.0509765,0.95488197,1.2460219,1.134845,1.1582379,1.1908858,0.7699064,0.98192275,1.0396966,1.053202,1.1541228,1.2051151,1.1500528
game,0.60870194,1.1820585,1.229491,0.89763796,1.1815159,1.246943,0.98360914,0.9462102,0.87731713,0.94534945,0.5529137,1.2179163,1.0839198,0.8201666,0.964557,0.5583981,0.91413605,0.32446426,1.1116393,1.0398588,0.6318965,1.1657753,1.161455,1.1149045,0.8849314,1.2410376,1.1291304,1.2720016,0.9411321,1.1663481,0.95509356,0.87796026,0.7830856,0.8694798,1.1967032,0.95506084,1.0978843,1.0419397,0.97238517,1.1674159,1.1712987,0.83316636,1.199208,0.9315673,1.0597055,0.8536979,0.8491661,1.0055664,1.1369228,0.93966204,1.0709807,1.2544696,1.0238411,1.1607955,0.9241408,1.1941283,0.70835316,1.0735812,1.0531024,1.2337687,1.1855763,0.85150343,0.0,0.9901243,0.88406235,1.1554078,1.3132353,0.9909854,1.1626563,0.9589298,0.98294985,0.9870307,1.196593,0.86718184,1.2373097,0.923592,1.2567687,1.0442401,1.196918,1.0490221,1.0786664,1.0779743,0.98636115,1.115391,0.89546794,1.0820124,1.0296494,1.1153319,1.1488655,1.2194009,1.2034966,1.2600989,1.1852084,1.2527223,0.9807972,0.8960447,0.9258642,1.133625,0.42629397,1.0779186,0.5950063,1.1815453,1.1816077,1.0334913,1.2202505,0.90681463,1.3162854,0.9814731,1.0068771,0.8939955,0.86302316,1.2532301,1.2555931,1.2471497,1.0784237,1.1712699,1.0676489,0.99665815,1.0127525,0.98834586,1.0380967,1.135556,1.111103,0.93356407,0.9096953,1.0987916,1.2258224,0.8586464,0.9927112,0.951915,1.314531,0.9396459,1.1630015,1.2947559,0.9918998,1.211657,1.1419325,1.0546919,1.2113068,0.74579126,0.91017807,0.8179027,1.1957414,1.2141577,1.2535567,1.1537083,1.3094548,1.0991665,0.80599016,0.7974364,0.953869,1.1434228,1.2514174,0.86378896
giraffe,0.8480593,1.2525065,1.3453863,0.7290873,1.3181577,1.3551112,1.0508316,0.6623011,0.5837562,0.64237833,0.5628804,1.2291961,0.9737352,0.84222585,0.9679445,0.62883294,0.8702611,1.0136176,1.2772993,1.0862195,0.93013936,1.2879393,1.0321558,1.1747371,1.0067477,1.2172792,1.2418387,1.2597258,0.4977547,0.9785629,0.89806545,1.0213205,0.66420126,0.81352174,1.1465069,0.45976567,1.2079676,0.68161905,1.006192,0.92698646,1.3485643,0.49772996,1.283516,1.1396675,0.90487885,1.0359552,1.3199799,0.72359633,1.1900903,0.78678906,0.9251782,1.332522,0.66514295,1.2304149,0.94430107,1.250849,0.8287765,1.2865474,1.261014,1.2945055,1.3126,1.0793484,0.9901243,0.0,0.56671476,1.146821,1.2759079,0.597915,1.2811828,0.968401,1.1238434,0.91616917,1.3263874,1.1585313,0.88563323,0.8816591,1.2657065,0.68522924,1.3165816,0.9626276,1.1985075,0.5637172,0.84195906,0.9702798,1.0520263,0.87806106,1.1028214,1.1385828,1.0082688,1.3538902,1.176185,1.2450182,1.2065272,1.3558028,0.7811247,0.7418305,0.8321314,0.84484744,0.822252,0.65456635,1.0838245,1.3343656,1.4050136,1.190437,1.2641299,1.1271884,1.2286617,1.0888938,1.0955629,0.99689275,1.1449498,1.3013556,1.3374318,1.2834966,1.1915065,1.3078198,1.0109742,0.7571027,1.2125869,1.0650959,0.97233754,1.0426805,1.2502606,0.8431966,0.67274076,0.900449,1.1730379,0.5040126,0.79494,0.72398,1.3687927,0.6786524,1.3187897,1.0604032,0.93320787,1.3219678,0.90288395,0.92455214,1.3088014,1.0630081,0.87087464,0.7284709,1.3006195,1.3040216,1.3779666,1.2579715,1.176596,1.3960449,0.74187315,0.7984656,0.94668424,1.0916361,1.3502126,0.73083144
