,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bowl,1.4124591,1.125468,0.6001122,1.1878973,1.4172678,0.8934948,0.53020966,0.62793654,0.54143447,0.984528,1.2772183,0.537387,0.9673396,1.5197285,1.1452004,1.2202361,1.0266222,1.1126164,0.4152568,0.0,1.1865036,0.6309073,0.75957817,0.43277442,1.0559826,0.5827205,0.8740923,0.837191,1.358721,0.93943083,1.0602778,0.80594444,1.2402894,1.3525529,0.5267514,1.2342231,0.9171307,0.88557327,1.1185535,0.5146831,1.1839774,0.32748973,1.2302643,0.91019046,1.2824484,1.3517116,1.2014538,0.8600294,1.4622928,1.2283853,0.59541357,1.2321991,1.2337956,1.231373,1.146741,1.1268091,0.9337589,1.0415506,0.6420177,1.077976,1.30814,1.1547068,1.0581565,0.7055156,1.0332876,0.8049736,1.4223264,0.5687176,1.3972257,0.73649895,1.186127,1.4285672,0.7115781,1.4387926,0.51615036,0.8781513,0.60664636,1.2285932,1.1354007,0.7323632,0.72126573,1.4515524,1.018456,0.96022147,1.2855408,0.9641993,0.6210873,0.73878413,0.8109642,0.98218334,0.6657611,0.9444551,1.4285408,1.49739,1.3814423,1.3400294,1.0676644,0.5451428,0.5887754,1.0008248,0.7946687,1.1691993,1.0300844,0.8024088,0.9438499,0.6813473,1.1471696,0.8031897,0.84977716,0.7884338,0.48400044,0.89665824,0.7509657,1.1558481,1.2053226,0.9041493,0.86977583,0.56436175,1.4261098,1.310631,1.3207122,0.5147205,1.1322045,0.8218689,1.3064537,0.78704035,0.4002335,1.1562803,0.8410609,0.4582528,0.9292638,1.0770377,0.58320045,1.3423226,1.4339206,1.1687682,0.46612674,1.0209823,0.9492073,0.8031143,0.61756873,0.7101959,0.7812995,1.1538152,0.8676305,0.99989897,0.70203567,0.70967156,1.220143
box,0.7272507,1.3063856,1.5107208,1.0231764,0.8335886,1.1110194,1.4146607,1.3228371,1.0254929,0.5431755,0.34075546,1.3645062,0.58337635,0.46844423,1.219636,0.48238218,0.6307566,0.25669777,1.2566414,1.1865036,0.0,1.4963601,1.1090343,0.9884691,1.0872267,0.9560544,0.79083943,1.4930725,0.82775366,0.8216128,0.89304155,1.1502198,0.44457972,0.7446488,1.0687188,0.68714106,1.3240857,0.7610644,0.9441375,1.4567391,0.26345235,1.2333095,0.9517371,0.60665953,0.94622695,0.7509947,0.69468564,0.90218526,0.7952603,1.3744538,1.4744695,1.0534024,0.97121006,1.2634925,0.82323676,1.1543839,1.0523571,1.3810894,1.3049419,1.1322322,0.65955234,0.6311392,1.3208756,1.2248125,1.0562121,1.0945517,0.9084138,1.2617431,0.88526666,1.3573024,1.0955026,0.64144963,0.98502684,0.6558583,1.3105946,0.7588403,1.2626376,1.0160954,0.8970901,1.4172461,0.97683185,0.7458638,1.3100541,0.95911926,1.1276045,1.2341509,1.4775281,1.0940531,1.4239931,1.4115692,1.4541056,0.6442245,0.8166672,0.690124,0.82147,0.27752566,1.1117413,1.4265987,1.4827507,1.1769928,1.352237,0.989733,0.69504184,1.2151616,0.93421394,0.92381626,1.0832199,1.4963331,1.3594873,1.059569,1.2655913,1.4373081,0.90699375,0.9981168,0.7444583,1.0617692,1.2048403,1.4015007,0.77419555,0.96320695,0.8764254,1.2644608,0.70043427,0.665395,0.67317426,1.5249166,1.4096601,1.0308623,1.0125506,1.4348624,1.3084636,1.2155865,1.3865336,0.64382106,0.67294693,0.51741487,1.1506959,1.4382141,1.3809184,1.2998506,1.2425036,0.8931568,0.5319855,0.8295717,1.0533357,0.618235,1.0859289,1.4963956,0.7080098
bread,1.233456,0.9449844,0.50563645,1.0294708,1.3615954,0.8892691,0.7025818,0.41283596,0.7304031,1.287631,1.4951305,0.78650653,1.2783755,1.5581417,0.88211644,1.3566263,1.1839526,1.2805395,0.72759944,0.6309073,1.4963601,0.0,0.8215003,1.0276474,0.9578418,1.0699142,1.0874276,0.651262,1.4182261,1.2479719,0.7326305,0.7835039,1.5039331,1.3499429,0.86805534,1.355331,0.21742433,1.2457176,0.5777253,0.5986908,1.4910749,0.77780294,1.1484969,1.244488,1.0913515,1.2257034,1.4450167,0.8379202,1.4181826,0.8370281,0.41142058,1.1818669,1.1099894,0.98148334,1.1197459,0.881788,1.0409635,0.79962856,0.61993384,0.8615424,1.2783141,1.4191428,0.8797697,0.7865006,1.1572909,0.7706133,1.340005,0.6357171,1.3010542,0.70375985,1.0313206,1.462575,0.90704566,1.4905348,0.591246,1.1055992,0.8009039,1.2258917,0.90904284,0.5819837,1.0330435,1.3908552,0.97939694,1.0968558,1.0818068,0.39842898,0.5781995,0.8597887,0.77752924,0.81864417,0.41709828,1.272919,1.2389965,1.5187243,1.4407289,1.4676565,0.5518596,0.5772519,0.56678605,0.892431,0.23249638,1.0400115,1.2013674,0.30781764,1.1189687,0.6427995,1.0645626,0.30381083,0.6379129,1.0332129,0.8022325,0.5967393,1.0501398,1.0069195,1.1131265,0.8923688,0.8871233,0.6911131,1.457555,1.1824932,1.3783001,0.81847394,1.455826,1.3324685,1.3321738,0.5884181,0.5275774,1.1335547,0.8850215,0.6127605,0.93894535,1.0577866,0.65159637,1.4603434,1.4675944,1.2944306,0.60642356,0.8083297,0.77694744,0.9097499,0.70315677,0.77595496,0.916603,1.2196507,0.85988307,1.2266929,0.94009703,0.5994764,1.3627307
broom,1.2573199,0.9995896,0.7574272,0.9681816,1.2812424,0.92793804,0.77168596,0.72498864,0.90297097,1.2811202,1.255203,0.7301667,1.0053203,1.3516748,1.0639223,1.2388375,0.9070309,1.0626392,0.8173896,0.75957817,1.1090343,0.8215003,0.0,0.86247694,0.9920792,0.8895188,0.8680831,0.770571,1.2934628,0.8104611,1.199808,0.98178947,1.0767798,1.1139721,1.0561101,0.9403599,1.07054,1.0264146,1.1782252,0.6089467,1.2207367,0.76687765,1.071693,1.0976571,1.217774,1.1712171,1.1578897,0.6272038,1.1722333,0.85562617,0.89489716,1.2496952,1.236678,0.88573456,1.0640196,0.888792,0.8573623,0.8113835,0.7434207,0.95539445,1.2768451,1.0932467,0.9464928,0.9170265,1.1422381,0.587932,1.2536987,0.8510965,1.1048121,0.86357564,1.1355681,1.2537196,0.9641963,1.1673629,0.6428376,0.8001656,1.0330588,1.1151619,1.2084088,0.7559416,1.0297502,1.105828,0.72143716,0.84969914,1.0012946,1.1792064,0.83632505,1.0033584,0.7056339,0.8978482,0.8484677,1.2066693,1.2054433,1.2078965,1.1517382,1.267201,1.1361402,0.55451846,0.4900574,1.1186148,0.98468095,1.083726,1.0950104,1.0974414,0.91888857,1.0166976,1.1178396,0.940077,0.70444053,0.79921985,0.9544803,0.9364575,1.054669,1.1159024,1.1785622,0.95480055,0.80799246,0.68208027,1.3188214,0.93507385,1.0927291,0.610168,1.242686,1.2075008,1.1976749,0.70203507,0.7712606,0.90345126,1.077208,0.61158127,0.6267286,1.0645758,0.8138284,1.1863242,1.2386558,1.1915939,0.86888427,0.8757796,0.7497215,0.5760921,0.9089735,0.6801655,0.99456704,1.0225266,0.7602082,0.9660321,0.65604746,0.7480077,1.1475515
bucket,1.2807715,1.0692714,1.0353775,1.0191584,1.210454,1.0043706,0.80218804,0.99862915,0.72921944,0.95219356,1.1226736,0.8927144,0.9213952,1.3017615,1.1544158,1.1035575,1.0241296,1.016416,0.3343228,0.43277442,0.9884691,1.0276474,0.86247694,0.0,1.0471137,0.63155836,0.973074,1.1210681,1.2400049,0.82298815,1.0347267,0.9424486,0.9229624,1.2489969,0.6259175,1.0654997,1.111446,0.7833439,1.1662089,0.89081085,0.98757356,0.15457916,1.1683855,0.7932664,1.2073684,1.1603458,0.96206856,0.9974383,1.2415447,1.3090159,0.9856324,1.1193396,1.1621103,1.2574942,1.0651302,1.2620772,0.7480202,1.2373555,0.8431368,1.1382154,1.183675,0.6684707,1.2126074,0.9131341,1.0948223,0.968625,1.2526612,0.8439172,1.2150207,0.9715555,1.1051291,1.2509781,0.3750931,1.2562885,0.8309726,0.7028084,0.80173075,1.0624954,1.093254,1.0490731,0.5040502,1.1979811,0.9275113,0.8805623,1.2398512,1.1376729,1.0335948,0.79971814,0.9205938,1.1416844,1.0794172,0.78014797,1.3113046,1.293122,1.167291,1.1755214,1.0331225,0.89100814,0.89750504,1.0370967,1.0077723,1.125756,1.0315086,1.0611019,0.6617461,0.9333674,1.0886555,1.1591568,1.0602012,0.6543349,0.6945657,1.0978606,0.6718755,1.0533658,1.08009,0.92023003,0.8705563,0.6982492,1.2447369,1.2206689,1.1357657,0.5232979,0.87057984,0.7295575,1.2509898,1.1377841,0.824469,1.058966,0.87313175,0.70686007,0.8902068,1.0901605,0.88445073,1.0868486,1.2458242,0.98149157,0.69836265,1.1737611,1.197372,0.84567136,0.8029402,0.83320177,0.9088683,1.0434172,0.8891315,0.9261565,0.6496642,1.0694029,1.0347824
butterfly,0.6156341,1.0353441,1.0053471,1.1972625,1.2127528,0.9626168,0.92994547,0.9095526,0.91652334,1.0946708,1.2114336,1.0252029,1.1601155,1.130899,0.54582006,1.0926349,1.011149,0.8148326,1.0279964,1.0559826,1.0872267,0.9578418,0.9920792,1.0471137,0.0,1.0917163,1.0078149,1.0239706,1.1258887,1.2150376,1.0405127,0.75478613,1.2194362,1.2127361,0.9956863,1.0350456,0.9022697,1.1823709,0.94784504,0.88477963,1.2173842,1.0344932,0.9327053,0.9692125,0.8101442,0.9592917,1.3020899,1.0473473,1.276824,1.0599701,1.0472951,0.9687794,0.9411819,1.0940361,0.84913296,0.6378831,0.7585937,1.0359182,0.7762719,0.38142073,0.85645616,1.1695464,1.0435637,0.9765466,1.007379,1.0214024,1.1440012,1.051642,1.1411569,0.83583844,0.7025574,1.1654109,1.0638214,1.234051,0.8626888,1.1104803,0.8808207,1.1879857,0.9371597,1.1033474,1.0617292,1.2960256,1.0073131,1.0764194,1.1041808,0.85624975,1.0110704,1.0325692,0.872638,1.0816263,1.0213169,1.1829516,0.80661905,1.258644,1.296732,0.9293077,0.9378365,0.813951,0.8079737,0.9436106,0.99061066,0.84993446,1.1223541,0.90584177,0.8451176,0.9840957,0.7558972,1.01753,1.1537644,0.9729034,0.9648548,0.848416,1.0743928,0.64396006,1.0623351,0.92804676,0.7411462,0.85912204,1.2537731,0.9710375,1.2717206,0.93346673,1.240532,1.1180447,1.2611549,1.0173392,0.9195107,1.0086699,1.0052472,0.80713224,1.0292808,1.1047413,0.87676406,1.235281,1.1937162,1.2057573,0.9300176,1.058067,1.1162004,0.9745884,1.0063422,0.8569274,0.9972099,0.5146036,0.9007825,1.0312482,1.0948937,0.9187461,1.2025054
can,1.336945,1.0702132,1.0401043,1.1771089,1.1077137,1.1438316,0.8492167,0.9887834,0.7363713,0.96093297,0.9408927,0.57832575,0.4025824,1.2823164,1.2514868,1.0519638,1.0776261,1.1192347,0.6386097,0.5827205,0.9560544,1.0699142,0.8895188,0.63155836,1.0917163,0.0,0.8738766,0.96109617,0.9687612,0.3450557,1.1863472,1.0674102,0.83442056,1.0445467,0.91331005,0.883531,1.2572042,0.7292558,1.3278654,0.7712342,0.8652905,0.58958465,1.1942345,1.1739575,1.2668381,1.326666,0.72067356,0.651455,1.0946733,1.1178184,1.1193933,1.0646448,1.197274,1.164095,1.1243126,1.2616433,0.96534735,0.9416934,0.89723766,1.2221267,1.1680088,1.1253493,1.0793961,0.93433833,0.8577912,1.1851649,1.166737,0.99789643,1.1858156,0.94028896,1.2012384,1.1614845,0.89358014,1.0047116,0.7548781,0.5550518,0.7990993,1.0164436,1.2968477,0.9777657,0.5788882,1.138906,0.78516334,0.94484234,1.2151351,1.3380035,1.0149761,0.7248777,0.79022676,1.0001878,1.1140459,0.5784583,1.3078473,1.0411935,0.85391486,1.1634684,1.3174422,0.7940161,0.81417525,1.0948534,1.196917,1.2109662,0.8553815,1.1744832,0.9293803,1.0740645,1.1854882,1.1709085,1.0766191,0.6527515,0.7254405,1.195062,0.60215116,1.3070128,1.2405332,1.2151814,0.9465441,0.7953948,1.0690877,1.1166207,0.83906806,0.7487385,0.88544965,0.80532753,1.0724243,0.8716037,0.8940817,1.0049236,1.1817418,0.82334405,0.75505304,0.9799697,0.9151265,1.1652154,1.1116065,1.0099626,0.8841063,1.0303,1.0165523,0.84176964,0.6931926,1.0354689,0.9813353,1.0757486,1.0247222,0.81323504,0.4187321,0.9912039,0.9106175
car,0.8736558,1.1768197,0.98923707,1.1069124,1.150075,1.01943,1.0092298,0.857983,0.9775888,1.0412409,0.9661694,0.9272241,0.8428309,1.0005561,1.0577735,1.0277407,0.9045227,0.7940749,1.0313932,0.8740923,0.79083943,1.0874276,0.8680831,0.973074,1.0078149,0.8738766,0.0,1.019485,0.82814777,0.9424002,1.1515603,1.067862,1.0088488,0.77138084,1.1541104,0.66283786,1.2271694,0.92789114,1.1699214,0.9252453,0.927055,1.0394268,1.0945604,0.87456024,1.0020534,0.9380246,0.99062496,0.93755424,1.0945529,1.1455458,1.1561602,1.1068355,0.9090124,1.1705517,0.67890465,0.82905924,1.1023142,1.081658,1.0922477,0.86157846,1.0059756,0.922708,1.0612409,1.0106578,0.9743217,0.73526835,0.9943959,0.8359407,1.1220089,0.96338457,1.0396662,1.05535,1.1140274,0.98305964,0.97821194,0.9170414,1.0959946,1.2565843,1.0986558,0.9509605,1.1069782,0.9964408,1.1062022,0.4665506,1.0416633,1.1483111,1.0554355,1.1172403,1.1156775,1.1110082,1.0369287,1.0033975,0.9832675,0.93664247,1.0018101,0.9508941,1.2407074,0.9292534,0.96223646,1.0347018,1.1958383,0.92923397,1.0094149,1.0648512,1.0603364,1.0613984,1.0989199,1.1140404,0.99263215,0.8875807,0.96808153,1.1677654,1.0369031,1.0556402,1.1303935,1.161423,0.9653917,0.95097196,1.0386534,0.65449804,1.005378,1.1489987,0.9674492,1.0702814,0.85555875,0.984857,0.91118157,1.0392613,1.1872275,1.070915,1.1312075,1.1021765,1.0001825,0.9549898,1.0176063,1.0533835,1.0440114,1.1710126,1.0154237,1.1522352,1.0698913,0.66020584,0.8998139,0.8744062,0.59847915,0.5687342,0.97280246,0.937621,0.9956746
carrot,1.3488022,0.6264824,0.26808172,0.971779,1.185728,0.8423769,0.50116944,0.6360955,1.1229371,1.3680112,1.5168575,0.4390614,1.303554,1.3278346,1.0482368,1.444218,1.269083,1.3647015,0.7264275,0.837191,1.4930725,0.651262,0.770571,1.1210681,1.0239706,0.96109617,1.019485,0.0,1.1997545,1.0896704,1.3468269,0.96027803,1.4184121,1.2432979,1.1152464,1.0574228,0.9712036,1.3807781,1.2205057,0.27573067,1.5054023,0.8483446,1.1979,1.3935006,1.2878859,1.249526,1.362531,0.8944973,1.1538064,0.36896348,0.5117167,1.2164341,1.1048336,0.44967127,1.0504373,0.9089094,1.1298027,0.33622128,0.8928112,1.0618476,1.2232641,1.4241471,0.42099863,1.0384417,1.0241817,0.5591738,1.0899711,0.859281,0.9494914,0.5676563,1.1383443,1.3386145,1.1286879,1.2401059,0.7670061,1.0895653,0.87061995,0.95919436,1.3886935,0.558734,1.068365,1.1383902,0.80296385,1.0926157,0.64096147,1.100749,0.27489436,1.030321,0.43227988,0.2692809,0.37937653,1.4187737,1.2787764,1.1792777,1.1980703,1.449543,1.191916,0.5017914,0.3904482,0.9491737,0.85833603,1.2082912,1.2201279,1.0165284,1.2677194,1.1561062,1.1586263,0.6050708,0.38711047,0.9942789,0.9186765,0.6996871,1.228501,1.2236986,1.37461,1.1603385,0.86302626,0.6194397,1.2622528,1.0361922,1.0773761,0.85502076,1.3066351,1.4239011,1.3009024,0.16767597,0.682986,0.86679167,1.2269616,0.7544621,0.7484436,0.80680406,0.4379114,1.3353186,1.3278136,1.4681956,0.8362358,0.26215613,0.27623045,0.56175756,0.82263714,0.84420294,1.3405623,1.1835641,0.71662945,1.2575544,0.8163287,0.31630647,1.3254623
cat,0.6970049,1.1560137,1.3245103,1.1554589,0.6567301,1.087407,1.308821,1.3638419,1.2286677,0.81505406,0.6140969,1.1238927,0.81541973,0.61566246,1.0385481,0.7772648,0.9863284,1.039795,1.3677797,1.358721,0.82775366,1.4182261,1.2934628,1.2400049,1.1258887,0.9687612,0.82814777,1.1997545,0.0,0.96053165,1.0944452,1.201004,0.7839964,0.5388975,1.2310388,0.5786166,1.3226099,0.9570581,1.099744,1.3131118,0.686409,1.3793179,0.8972181,1.0239878,0.69799095,0.8999498,0.66835606,1.2319505,0.7089777,1.113286,1.3933582,0.6322127,0.91070694,1.1705883,1.0122908,1.0013603,1.1503705,1.0740349,1.3640151,1.0488998,0.84388244,0.8187958,1.0955894,1.1760608,0.38879335,1.2845025,0.77293134,1.3259453,0.86995035,1.275486,0.9537175,0.6677061,1.2613094,0.5334525,1.364116,1.0826979,1.1307479,0.99571335,0.9632,1.1051217,1.1227759,0.69069433,0.9282652,0.9169909,1.0792153,1.16686,1.3021605,1.177654,1.2224865,1.1426258,1.3480066,0.85459703,0.67932796,0.48525882,0.54795253,0.73988223,1.2015634,1.3594157,1.3775591,1.0368475,1.3624934,0.88053024,0.86231434,1.2387539,1.097644,1.2837787,0.9717081,1.2437366,1.3106349,1.0782883,1.1659261,1.2215917,1.0248352,0.9391637,0.95424396,1.1402334,1.1700957,1.3055577,0.592502,0.8268583,0.69788426,1.3728755,0.4712671,0.86897063,0.63006574,1.2266362,1.2995198,0.9710799,1.0904907,1.3966095,1.0525956,0.79416764,1.3257734,0.7157064,0.6402805,0.75873435,1.4270535,1.2057799,1.1304989,1.246427,1.2201521,1.3857497,1.1952786,0.9752717,1.1522624,1.0021261,1.1578425,1.2655851,0.73314774
chair,1.2720435,0.9932245,1.2505267,0.9291947,0.95549965,1.169358,1.0298766,1.1451318,0.90635777,0.99630374,0.7282333,0.88114923,0.4618454,1.0043892,1.2624905,0.8524173,0.95616865,1.0704143,0.9565648,0.93943083,0.8216128,1.2479719,0.8104611,0.82298815,1.2150376,0.3450557,0.9424002,1.0896704,0.96053165,0.0,1.2092673,1.201435,0.5992051,0.8164744,1.1309241,0.84828025,1.3373873,0.5028279,1.3696417,1.088122,0.6690842,0.8725403,1.1063286,1.1074362,1.2165977,1.119657,0.6349663,0.61835676,0.7825532,0.9923355,1.314836,0.99460405,1.182888,1.0334439,1.0608397,1.2672973,1.0713007,0.94218814,1.0640738,1.2682768,1.1249247,1.0417324,1.0959156,0.92368704,0.98696274,1.2191083,1.0313362,1.1371624,1.0185244,1.0188484,1.1647961,0.95254064,1.0213454,0.72828573,1.0402061,0.43898886,1.0852951,0.87670976,1.2757748,0.98665845,0.83238417,0.80081654,0.8098902,0.88465744,1.0813558,1.4452261,1.2667952,0.80097586,0.90970933,1.0976794,1.2697175,0.69431937,1.1904677,0.72711617,0.55582345,1.1027249,1.311831,1.1102768,1.0662715,1.185812,1.2939076,1.1307985,0.7218735,1.3389345,0.91706944,1.2368274,1.1415726,1.2310275,1.0041378,0.57818455,1.0108601,1.2791071,0.7669483,1.285465,1.0504799,1.1900948,1.071577,0.9329486,0.8643575,0.913778,0.56756365,0.8808222,0.8797492,0.909758,0.8841425,0.9967021,1.168573,0.92955613,1.2146426,1.0364294,0.80573994,1.0210179,1.1896544,0.967312,0.8608408,0.98026115,1.0327278,1.0635456,1.0544258,0.9687863,0.8267306,1.0159643,0.9937769,1.1352149,1.074603,0.7823738,0.44401735,1.1741396,0.81505525
