,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window,zebra
finger,1.270616,0.39034748,0.634065,0.8562571,0.84791726,0.73717576,0.9608944,1.2833723,1.3373452,1.3591732,0.79475224,1.1970947,1.194989,1.1508329,1.3130372,1.2205691,1.2679114,0.91413045,1.1947312,1.3140149,0.983382,1.1601262,1.1628752,1.0645955,1.0787319,1.0362589,0.47896117,1.160533,1.0320898,1.0316826,1.3282924,1.0246127,0.9968391,1.0341233,1.1750962,1.3014946,0.9912494,0.6969873,1.3946742,1.0775278,1.3096198,1.1883299,1.0467175,1.2743995,0.77630603,0.98950523,0.32574427,0.67299193,0.8781532,0.0,1.1924914,0.8410181,0.9142235,0.2682408,1.069856,1.1382796,1.1789292,1.0887166,1.3778461,0.41547418,0.6960336,0.9993692,0.88930243,0.9145259,0.4676304,0.66634864,1.0783168,1.1014178,1.0294893,0.91255885,0.98507845,1.2814476,1.1229101,0.7849536,0.8371364,1.1842867,0.9663798,1.0686572,1.1481059,0.358819,0.85430056,0.542824,0.3298279,0.8129785,1.3655498,1.0677879,1.0516452,0.8956359,1.2115501,0.679766,0.6938414,0.8593509,1.1176656,1.2250452,1.2192435,1.054153,1.2287223,1.0882612,0.6892274,0.47254962,1.3370547,1.230315,0.787875,1.4013638,1.2279719,1.1051883,0.9934703,1.0307176,0.9507234,0.5965468,1.1917119,1.2808867,1.3038979,1.1918418,0.4771281,0.75550014,0.6143017,1.0955769,1.0167843,1.1824442,1.0837502,0.6135965,1.2091136,1.1275866,1.324677,1.1291807,0.091560364,0.3513509,0.8236958,1.0431367,1.2396877,1.3615178,0.9921549,1.2141492,1.230431,0.54058194,1.245704,1.2002177
firetruck,0.95486856,1.1383362,1.3207306,0.83262575,1.1442871,1.1860334,1.1950011,1.0272045,0.9027523,0.8263906,1.2067529,0.85612607,0.9418301,1.1903439,0.9027386,1.0151819,0.9506462,1.1451721,1.2445716,0.8074145,1.2647626,0.985493,1.0643921,1.252955,0.88102436,0.7863335,1.2660666,0.92298126,0.8818834,1.1817994,0.81101996,0.77825963,1.0732098,0.90743476,1.1641346,0.6371235,1.0577232,1.3622191,0.62309134,1.1393809,1.1565392,0.88681006,0.9538184,0.58080703,0.95146644,0.74030143,1.1634876,1.2761232,0.76045215,1.1924914,0.0,1.2900553,1.1030611,1.229812,1.2828395,1.1625147,0.85773003,1.0770344,0.6596592,1.117705,1.0056117,1.0812364,0.69485414,1.044773,0.8872351,1.2435912,1.1044775,0.73266584,1.0861034,1.0060128,1.3246013,0.47405767,1.210666,1.1758081,1.2181027,1.027807,0.8595493,0.56769335,1.1529429,1.2775068,1.0555135,1.296974,1.119014,1.2444801,0.8231902,1.0932802,0.876367,0.82943064,0.9470731,1.3428737,1.3300502,1.2490702,0.95812446,0.8043866,1.0640106,1.1089994,1.1465005,1.0606749,1.2963835,1.1916502,0.98229074,1.0513495,1.1642694,0.7223885,0.99913794,0.993053,1.2505417,0.7152324,0.99376225,0.9791218,1.2682881,0.70270276,0.96752685,0.8356471,1.3110167,1.3129064,1.0407147,1.041976,1.3747764,0.8152393,1.0898827,1.1676345,0.75732696,0.69874865,0.7781107,1.2668409,1.2305157,1.2859502,1.2587285,0.95915717,1.108361,0.9517767,0.84466904,0.787345,0.89218354,1.298157,0.6868202,0.98885137
fish,0.77947736,0.79151165,0.614996,1.3027127,0.7870421,0.8050157,0.68184894,1.13615,1.3983078,1.43018,0.63434726,1.1121061,1.3795887,0.49528682,1.2787378,1.0841874,1.2049122,0.90701324,0.88891923,1.3960402,0.74070764,1.21125,1.0809814,0.4848299,1.2297503,0.80816007,0.6169625,1.0006827,1.2982483,0.96622443,1.509122,1.35993,0.9399673,1.1903229,0.9198847,1.3173611,1.1725003,0.51008606,1.5681176,0.9805162,0.9837715,0.9717661,1.029738,1.4643321,0.94490683,1.1101484,0.91596425,0.693093,1.213516,0.8410181,1.2900553,0.0,0.86935604,0.74743485,0.89259386,0.5195495,1.1182532,1.0536991,1.3475904,0.8662261,0.79363215,0.61517656,1.2258657,1.1463375,1.1779274,0.61231625,0.8956381,1.3333583,0.99250114,1.0717014,0.723644,1.4800875,0.9528627,0.63512564,0.72398674,1.2694798,1.0088379,0.9497131,0.8582976,0.6167983,0.8478799,0.7155224,0.8312311,0.6679164,1.4295378,0.7447659,1.338756,1.2572912,1.2992876,0.6298155,0.6653761,0.86295307,0.8451433,1.2704775,0.8626516,0.7553804,1.0001093,0.7887901,0.5966079,0.7375221,1.201623,1.1556892,0.62670857,1.4576751,0.62936145,1.026829,0.77931297,1.3537759,0.8992438,0.9372128,1.0445491,1.3772311,1.3512818,1.273301,0.49617338,0.56715333,0.9133437,1.0388795,0.7401832,1.341991,0.89549005,0.7192335,1.2816918,1.3431596,1.411021,0.89918375,0.79088056,0.57351124,0.8554794,0.95968884,0.8800481,1.2926631,0.7602423,1.125253,1.3217181,0.55858517,1.3547583,0.97493863
flower,1.1039417,0.96373516,0.67077106,1.2607462,0.8161094,0.8455435,0.6514969,0.8889682,1.4157939,1.3822652,0.8364057,1.3023167,1.2787371,0.87549675,1.3361719,1.1440628,1.17891,0.6314483,0.83617485,1.1605552,0.8795182,0.9183662,0.7342596,0.75315714,0.9964549,1.0646536,0.89610875,1.2130219,0.9942597,0.8408683,1.220513,1.1945139,0.9694198,1.0748843,0.85326654,1.0370113,1.243218,0.6884159,1.3215396,0.64022505,0.79199994,1.0133216,0.9495133,1.1854695,1.0288726,1.1708177,0.8821357,0.85631275,1.2162973,0.9142235,1.1030611,0.86935604,0.0,0.93961596,0.8169745,0.77585423,1.0916601,1.1370115,1.1594163,0.95027745,1.0635257,0.84333974,1.1972249,1.2478544,1.209888,0.82333934,1.0264486,1.1992967,0.68952006,1.1621382,0.6977085,1.1202784,0.8197695,1.0586323,0.936358,0.9479765,1.2693739,1.0390496,0.87943804,0.8195839,0.99255586,0.76646227,0.903881,0.8364923,1.2419658,0.9324306,1.2953259,1.1939989,1.3090949,0.7438536,0.7388736,0.90014154,1.0089481,1.2405059,0.9248393,0.28182983,1.0155231,0.86834526,0.81685865,0.8612658,1.070115,0.8991071,0.9609035,0.96655655,0.9579066,1.0129838,0.51300466,1.2894466,1.1634127,1.1052158,0.79754615,1.2384739,1.2929724,1.2220008,0.88027704,0.79986036,1.0917186,1.0764948,0.6870799,1.0572406,1.0295948,0.68973875,1.0869135,1.2464317,1.2702827,0.8359457,0.87161314,0.8053756,0.77953124,0.9187998,0.9651073,1.2661879,0.9426395,1.1114442,0.8342635,0.75455093,1.1703612,0.88520265
foot,1.1681427,0.37061864,0.76073265,0.76872003,0.90003085,0.93362254,0.9588411,1.2452056,1.2865396,1.2984859,0.7583883,1.0734245,1.2094356,1.0590765,1.2472044,1.1790524,1.2919786,0.97146946,1.1633189,1.3440028,0.93503034,1.1278458,1.0939577,0.96548146,0.98608446,0.99618757,0.6259481,1.1092802,0.9336626,1.1022444,1.3221099,0.97030663,1.086544,1.0597963,1.1726155,1.1844404,1.0701011,0.79131424,1.4175328,1.1002365,1.2928221,1.1549853,0.9888096,1.3316876,0.7342542,0.9058067,0.48920238,0.7809356,1.0112162,0.2682408,1.229812,0.74743485,0.93961596,0.0,1.077397,1.1186987,1.1577394,1.0322754,1.4359444,0.60048616,0.5957594,1.1086209,1.0240492,0.8619814,0.67539895,0.67823356,1.017067,1.0329305,1.0538695,0.72065777,1.0079074,1.2832558,1.1508801,0.6838797,0.7918907,1.2126821,0.8974281,1.0430325,1.1193454,0.5719167,0.72766024,0.6021424,0.5570899,0.8921894,1.302355,1.1009247,0.9974571,0.7233341,1.2210064,0.73668194,0.74911207,0.9810534,1.06018,1.1147461,1.203079,1.0521041,1.2813987,1.0429085,0.6940933,0.5872553,1.2054391,1.1810616,0.70661503,1.3390026,1.2139367,1.1551156,0.9694921,1.0091269,0.7847561,0.48407257,1.192913,1.3227584,1.2464057,1.1699517,0.432307,0.6821145,0.57268584,1.1713805,1.0191671,1.3286169,1.0617077,0.7874435,1.1935956,1.106945,1.3549457,1.1591935,0.19104946,0.51888925,0.9363162,0.8997805,1.2166489,1.3349168,1.01688,1.2022505,1.1160129,0.5921296,1.2847614,1.1955135
fork,1.1630822,1.1475508,0.8660637,1.2641139,1.0028744,0.9822832,0.7015885,0.63130105,1.210911,1.2914112,0.8915252,1.1532078,1.334708,0.77049685,1.3236158,1.0232509,1.0458306,0.73206866,0.4968031,1.064011,0.7964206,0.88952464,0.7688037,0.6607593,1.03623,1.0366552,0.89732397,1.2818382,1.0226337,0.67876184,1.179368,1.4441516,0.8543722,0.91580844,0.8177744,1.0833269,1.181937,0.59255695,1.2661104,0.6715006,0.55521894,1.1945797,1.1382663,1.2958153,0.9178773,1.2910479,1.092547,0.8962167,1.3372047,1.069856,1.2828395,0.89259386,0.8169745,1.077397,0.0,0.88976985,1.1670203,1.1462989,1.1898652,1.0572698,1.0079823,0.7659862,1.30456,1.2786107,1.2244685,0.9075567,1.0118729,1.4425596,0.82329834,1.339276,0.30223334,1.1560485,0.6310125,1.1188567,1.0173498,0.9260106,1.325762,1.213964,0.8218998,0.9871981,0.8746053,0.9039397,1.1399188,0.89452183,1.0357124,1.111077,1.3583021,1.4208796,1.1896534,0.42546165,0.41189516,0.73083335,1.0226156,1.2487566,0.80121106,0.7319627,0.5048968,0.9954826,0.9820154,1.1296734,0.9759397,0.6134527,0.983105,0.86541456,1.0005974,0.8844544,0.64261377,1.4196092,1.1750267,1.3539662,0.47440708,1.2874316,0.91946054,1.265944,0.9157568,0.79577184,1.0879989,0.8301085,0.21767843,0.8917204,0.9524274,0.8755759,1.1745218,1.3668067,1.1195805,0.5103541,1.0600854,0.87570226,0.44673395,0.8945495,0.9107697,0.8955132,1.0184078,1.0443226,0.7778265,0.74022454,1.2675598,0.8830146
frog,0.42190814,1.0240005,0.9170276,1.3774202,0.9669578,1.0137632,0.6565692,1.1188765,1.2897731,1.2704171,0.92043585,1.241743,1.1036308,0.51918983,1.1424584,0.91338044,0.8583799,1.1447047,0.986677,1.0925108,0.8933122,1.0601479,1.1762719,0.42255372,1.3814342,0.8585924,0.9834237,0.9667256,1.3984693,0.866963,1.333921,1.4082613,1.1205043,1.1380361,0.8705851,1.3063395,1.0293547,0.84736806,1.3819375,1.104295,0.77311885,0.6899723,0.7411163,1.3765885,1.055492,1.0223165,1.0632259,0.99364597,1.0893068,1.1382796,1.1625147,0.5195495,0.77585423,1.1186987,0.88976985,0.0,0.87616026,0.7803378,1.1073267,1.047045,1.0289693,0.65679365,1.1324401,1.0942222,1.1952641,0.79861593,0.5919422,1.3222175,1.0922229,1.2831814,0.94385433,1.3549216,0.92481107,0.9332705,1.0037788,1.2178209,1.0660354,0.8573143,0.8074745,1.0430864,1.097687,1.0138716,1.146947,0.8321568,1.3322353,0.38898623,1.306048,1.3761973,0.9965761,0.9402313,0.90780365,0.805097,0.6387572,1.3058369,0.86793643,0.67008877,0.93705815,0.62166494,0.8569675,1.0599556,1.112187,1.1425341,0.7802857,1.2779958,0.56819063,0.9789728,0.8001741,1.3133253,0.95069927,1.222146,0.96165174,1.3469574,1.2240094,1.0631322,0.9162961,0.89726037,1.1901294,1.0279491,0.89549184,1.1434107,0.92105085,0.9757838,1.174594,1.2445551,1.2488546,0.80602276,1.1192487,0.92058927,0.9852526,1.1463015,0.5071671,0.995393,0.6759966,1.0732654,1.2771804,0.9000454,1.3037395,0.85156316
game,0.7836807,1.1443269,1.2135679,1.046961,1.130637,1.1522391,1.1531411,1.0522063,0.9744694,0.79721546,1.1263382,0.94729245,0.6653946,1.048116,0.72265637,0.6000408,0.4504087,1.1074533,1.1604245,0.70428383,1.2039545,1.0033259,1.0805027,1.0738392,1.0867558,0.92961913,1.1705039,0.9544417,1.1162596,1.0811791,0.90593064,0.94688696,1.0846264,0.98392916,1.0939742,1.0039032,1.0237516,1.1799414,0.8400959,1.0833547,1.0366836,0.9149466,0.77928674,0.93911016,1.0925318,0.9653293,1.1247406,1.2322229,0.96055937,1.1789292,0.85773003,1.1182532,1.0916601,1.1577394,1.1670203,0.87616026,0.0,0.8456007,0.70556426,1.1530801,1.1934422,0.9979891,0.9450759,0.9749603,1.0100049,1.1584481,0.9491626,0.972934,1.0448703,1.0465465,1.1761773,0.9228623,1.1487874,1.1570989,1.2532141,0.99450326,0.9896599,0.90844434,1.1246628,1.2255348,1.2060845,1.2041918,1.199008,1.1445909,1.0304159,0.8177719,0.93556666,1.030703,0.6325597,1.2449747,1.2235751,1.1777828,1.0465117,0.98235464,1.0810329,1.0968559,1.0703256,0.9788696,1.2233963,1.2481987,0.91121984,1.0144314,1.1110668,0.9328888,0.94890976,1.0665892,1.1234751,0.9538252,1.035524,1.1073399,1.0476438,0.91879475,1.0299934,0.90196425,1.2525134,1.2017536,1.1347269,1.0989301,1.210848,1.0373285,0.9942078,1.2117637,0.90983677,0.90269655,0.7727599,1.1348683,1.1889372,1.208686,1.1281016,1.1514701,0.7654638,0.8461971,0.9453583,0.78436005,1.0234358,1.2188674,0.88587654,0.915771
giraffe,0.55814874,1.0391867,1.2514861,0.9641104,1.071935,1.1777651,1.1839691,1.1225139,0.8952415,0.81816524,1.1602398,0.94693565,0.6642574,0.94333786,0.73692906,0.7723476,0.71133256,1.3121572,1.2785009,0.848109,1.1499923,1.023281,1.2546957,0.90458715,1.2158089,1.0305263,1.0960824,0.93353826,1.2015699,1.1229188,0.98466176,0.998537,1.2450087,0.96479905,1.0637647,1.1178845,0.67694515,1.2323868,0.8883676,1.2947862,1.1094236,0.7978417,0.8678606,1.0696703,1.1094848,1.0114602,1.0144519,1.1956899,0.9118834,1.0887166,1.0770344,1.0536991,1.1370115,1.0322754,1.1462989,0.7803378,0.8456007,0.0,0.92999756,1.0766888,1.1053135,1.1692086,0.94972074,0.9435564,0.9443123,1.2090396,0.4073397,0.98426366,1.2081187,1.0569396,1.2742049,0.92273265,1.1590277,0.97012174,1.1378756,1.1120563,0.8312077,1.062984,1.0463498,1.1845226,1.1870803,1.1427901,1.172706,1.157529,1.000861,0.9679393,0.87227505,1.0334878,0.6319479,1.2080467,1.201561,1.1324866,0.82070184,0.9930792,1.0601882,1.1539569,1.0717288,0.7297846,1.1782641,1.1836519,1.0801879,1.2202194,1.0710588,1.0820794,0.8864255,0.970742,1.1771764,0.9506179,0.8090242,1.0577058,1.1044607,1.0093216,0.97393775,0.9220038,1.1414835,1.2846905,1.1214919,0.9711532,1.2761078,1.0714998,0.8962108,1.202096,0.941436,0.8804953,0.9514351,1.2358735,1.1306142,1.1540884,1.1419063,1.2182579,0.8563024,0.89641005,1.0564582,0.9920991,1.1615676,1.2226641,0.96200985,0.753366
glass,0.80793273,1.3864595,1.4716604,0.7591358,1.1709756,1.2576251,1.3167064,0.9834198,0.56618255,0.50354785,1.3301365,0.88880074,0.5321328,1.2517445,0.48127472,0.69309354,0.6344009,1.1341926,1.2102662,0.647195,1.3957975,0.8441994,0.9677367,1.2873654,1.0700485,0.7426309,1.3861308,0.77843094,1.0871425,1.1240377,0.62956285,0.775035,1.1040609,0.7591121,1.2114975,0.8734592,0.84176505,1.4091763,0.44143975,0.96302307,0.99173063,0.9765334,1.0327661,0.6671289,1.2751923,0.83462226,1.2902999,1.424369,0.7970544,1.3778461,0.6596592,1.3475904,1.1594163,1.4359444,1.1898652,1.1073267,0.70556426,0.92999756,0.0,1.313843,1.2490656,0.9293412,0.8459408,0.92860276,0.8698789,1.4969666,1.0938421,0.8159376,0.9969233,1.021865,1.2989877,0.613974,1.1967179,1.1602464,1.2779086,0.9297644,0.7741811,0.80311465,1.2445409,1.4801565,1.2865204,1.470646,1.3580698,1.3995465,0.72248936,1.0700426,0.7937105,0.9655316,0.59202784,1.4342144,1.446793,1.1572971,1.0804567,0.80841774,1.0981079,1.1272498,1.0569265,1.1819382,1.4711266,1.4399705,0.8574549,1.0538595,1.3340275,0.7514119,1.0001462,0.97377485,1.3154321,0.7345834,1.0003741,1.0956254,0.97789484,0.48818666,0.7278069,0.6591615,1.5324062,1.4570706,1.1661229,0.9489821,1.3041914,0.6778061,0.9917161,1.3671747,0.8997746,0.7046641,0.46664292,1.2634559,1.4458252,1.4777973,1.0897405,1.183743,0.8502208,0.68438053,0.8467823,0.7070744,0.92003715,1.4754798,0.6322197,0.9654155
glasses,1.1954421,0.5672678,0.64417154,1.0624428,0.94899553,0.8777441,0.9914931,1.2321918,1.2686425,1.2515593,0.67996675,1.208616,1.2315375,1.0384607,1.265281,1.1839641,1.2513158,0.84701204,1.1300404,1.2763463,0.97484094,1.1825688,1.2283142,0.99893594,1.13349,0.9642909,0.55886495,1.0283422,1.0620081,0.9572606,1.2498211,1.0961243,0.96094567,1.0873456,1.1555623,1.2892656,1.1038063,0.63834476,1.3540744,1.0576512,1.2608049,1.1161498,1.0449125,1.2271286,0.875213,0.8941412,0.42546868,0.7519984,0.6836121,0.41547418,1.117705,0.8662261,0.95027745,0.60048616,1.0572698,1.047045,1.1530801,1.0766888,1.313843,0.0,1.0220032,1.0469961,0.66112596,0.9155508,0.8676724,0.48771065,1.0479101,1.0895444,1.100052,0.96058065,0.91614103,1.2572771,0.9959636,0.9896618,1.0087625,1.2194195,1.1827002,0.95348346,1.0721054,0.36110508,1.0707734,0.42521608,0.4466474,0.8037238,1.2862965,1.0123063,1.0856751,1.018769,1.2129653,0.65359104,0.74257267,0.99713373,1.1564716,1.2160323,1.1237215,1.0575439,1.1734432,1.0229077,0.7536472,0.6873601,1.2512388,1.1843681,0.8608448,1.3587637,1.175009,1.1127226,0.8818357,1.0208054,1.0649772,0.7618664,1.1655399,1.251683,1.2898617,1.2019144,0.53672886,0.8066644,1.0119958,1.1426668,0.9833996,1.174738,0.96475095,0.5194787,1.1722192,1.0842359,1.270683,1.0585766,0.44948077,0.34402955,0.92193115,1.1991642,1.1825365,1.382407,0.841947,1.1613667,1.2387402,0.33852828,1.1991539,1.1851952
glove,1.0747087,0.6451589,0.97128713,0.93522817,0.86027646,0.98797244,0.85405815,1.1461141,1.2629632,1.1925591,1.0985914,0.99780864,1.1500483,1.0346599,1.1801813,1.1977266,1.1801171,1.086303,1.045544,1.1811528,0.89120114,1.1936097,0.99719095,1.0502291,1.0992106,1.0480727,0.8604281,1.089757,1.0959272,1.1284807,1.3337462,1.0563724,1.1806148,1.0698274,0.8876312,0.885468,1.0432137,1.084984,1.2429497,1.0728432,1.0498693,0.8823683,0.80568695,1.2124618,0.98031485,1.0088717,0.88330925,0.8889743,1.112692,0.6960336,1.0056117,0.79363215,1.0635257,0.5957594,1.0079823,1.0289693,1.1934422,1.1053135,1.2490656,1.0220032,0.0,0.89922804,1.078511,0.93977153,0.71819323,0.8686826,1.0255558,1.0546234,1.1104487,0.93967295,1.153259,1.1735992,1.187406,0.84912366,0.74244714,1.1052208,0.68695307,0.9748771,1.0184886,0.9575463,0.18459535,1.0492789,0.9085014,1.0094081,1.1584768,1.0128434,0.92498463,0.9705153,1.1393862,1.0369971,1.0066742,0.9257648,0.6689453,0.89881736,1.0273019,1.0419011,1.0169966,0.95001,0.8507901,0.70463216,1.0315075,1.1070018,0.93089885,1.1322789,0.9966198,0.8696131,1.0872153,1.0594109,0.6705416,0.7642132,1.1284283,1.2012458,1.1088705,1.1158967,0.7088863,0.8691155,0.47666818,0.8400074,0.9934206,1.077632,1.1701299,0.97673166,1.0532984,1.0843893,1.1403534,1.0375321,0.617783,0.886215,0.9660453,0.3395933,1.0343649,1.055812,1.0233754,1.1292932,1.0740612,0.9290529,1.1810205,1.0496869
gum,0.9550669,0.9673698,0.6936278,1.3951256,0.68139553,0.760039,0.7485458,0.9412444,1.32357,1.3371775,0.9604107,1.1066086,1.1506014,0.85240126,1.2048571,1.0234386,0.8702603,0.79923284,0.783022,1.0217234,0.7867315,1.1701678,0.87166524,0.7723971,1.2850535,0.71125805,0.79322433,1.2291231,1.2812564,0.76033926,1.4116561,1.4351225,0.9283775,0.9784675,0.7976972,1.2583015,1.030771,0.6311132,1.3486642,0.7740811,0.7454848,1.049495,1.0184791,1.4109728,1.0772746,1.2044696,1.0909995,0.689002,1.2348349,0.9993692,1.0812364,0.61517656,0.84333974,1.1086209,0.7659862,0.65679365,0.9979891,1.1692086,0.9293412,1.0469961,0.89922804,0.0,1.2838398,1.1630468,1.1057452,0.8392158,1.0428041,1.4328752,0.7750764,1.3098844,0.72658545,1.2788296,0.9110826,0.9653689,0.7843187,1.1110903,1.033385,0.8057462,0.8238698,0.8127148,0.9106246,0.942913,1.0176171,0.66963196,1.3676995,0.82745516,1.3470025,1.4299803,1.1065093,0.76086116,0.7269801,0.6821796,0.9397893,1.2237093,0.85702443,0.7623567,0.8230865,0.9247583,0.75791144,0.91918224,1.0206665,0.98419464,0.8710029,1.2927114,0.8510652,0.8959151,0.8189122,1.4282236,1.0213451,1.1580186,0.8153813,1.3210092,1.2757921,1.099053,0.88153625,0.7405864,0.91016626,0.9263545,0.7285521,1.0243173,1.0547802,0.8308319,1.2126583,1.3843122,1.2221532,0.64083636,1.0110784,0.7912009,0.7411149,0.93413615,0.57529056,0.9628487,0.70805883,0.9482455,1.1305134,0.8053638,1.3273057,0.97217387
hair,0.87741244,0.90914434,1.1974542,0.67983377,1.0991656,1.022354,1.2782413,1.2726188,0.8509444,0.7987247,1.2363788,0.98978436,0.7878263,1.1855063,0.81980646,0.97854185,1.0022141,1.284994,1.4546223,0.9932409,1.3099468,1.0381137,1.3688674,1.2362798,1.1366705,0.9766777,1.0554234,0.70597106,1.1049734,1.2060835,0.8083946,0.69049823,1.1984369,0.980394,1.2946022,1.0064342,0.87126696,1.3047094,0.814397,1.3581344,1.3169008,0.9199089,0.94875526,0.7522518,1.1257664,0.5930905,0.844643,1.1884397,0.3801247,0.88930243,0.69485414,1.2258657,1.1972249,1.0240492,1.30456,1.1324401,0.9450759,0.94972074,0.8459408,0.66112596,1.078511,1.2838398,0.0,0.78925335,0.67621136,0.97064656,1.0489615,0.65616727,1.2807956,0.8425057,1.3831183,0.8278235,1.2723866,1.1142292,1.2494318,1.1649901,0.7949823,0.78933096,1.219505,1.0413442,1.2347376,1.0905504,0.9063101,1.1810353,0.9150816,1.0371064,0.65203345,0.7744772,0.8750235,1.279481,1.3153008,1.2026374,1.0957394,0.9451319,1.1909366,1.2427925,1.2873268,1.0927205,1.2241678,0.98464096,1.0726244,1.238058,1.192653,1.018533,1.0261916,1.0655963,1.2686036,0.49882865,0.90575194,0.83334464,1.2613184,0.79934466,0.9683401,0.85985005,1.1067998,1.3291782,1.0160108,1.0448698,1.407319,0.88932455,0.9969532,0.96649116,0.8984207,0.50597006,0.84614074,1.4360145,0.90330476,1.0569009,1.1882613,1.242135,1.2077786,1.116652,0.97276396,0.93723047,1.1206526,1.1163774,0.7451048,1.1235344
hamburger,0.80582035,0.8319217,1.048897,0.79142475,1.0456611,1.0072924,0.9574688,1.2969861,0.74366695,0.724636,1.176026,0.9120587,0.6893001,1.2133464,0.6995235,0.90200585,0.91770947,1.379648,1.208914,0.97719604,0.92905164,1.0431075,1.3807118,1.2877566,1.2121187,1.027456,1.061721,0.9714231,1.1389054,1.2216444,0.89520884,0.8080634,1.2952614,1.0542004,1.0518594,1.1612364,0.723809,1.2229036,0.8958436,1.4152284,1.0432045,1.0579829,0.95501536,1.1024603,1.026389,0.7709846,0.9441038,0.9931451,0.75462776,0.9145259,1.044773,1.1463375,1.2478544,0.8619814,1.2786107,1.0942222,0.9749603,0.9435564,0.92860276,0.9155508,0.93977153,1.1630468,0.78925335,0.0,0.87306684,0.8677402,1.1026652,0.77089286,1.3198866,0.788355,1.338449,1.0745169,1.2929542,0.9579771,0.79095274,1.2396159,0.8064419,1.038562,1.0026171,1.0677204,1.0515193,1.1393027,1.0610497,0.9759646,0.94727576,0.94311714,0.7340499,0.8028223,0.77589655,1.2902303,1.2817314,0.91828424,1.1368835,0.9218641,1.0042901,1.2982786,1.0475605,1.2724683,0.9111672,0.8238413,1.0504009,1.3355565,0.86692345,1.1101341,1.0882046,0.9791313,1.2191153,0.70321125,0.8478266,0.78705215,1.2412567,0.9975201,0.98253506,0.6292187,1.0396307,1.1008921,1.0068724,1.0053827,1.3528137,1.2059932,1.0647802,1.1599128,1.0290596,0.7447239,0.8055515,1.1232337,0.975494,1.0303874,1.235629,1.1017207,0.9393273,0.8332976,1.0058578,1.1184914,1.2251209,1.145476,0.9800641,1.2741499
hand,0.9594367,0.75641537,1.265331,0.43970084,1.0643464,1.0911484,1.2321014,1.3555279,0.8864213,0.8648486,1.263758,0.93841326,0.68744665,1.3262887,0.8058108,0.93533546,0.8827956,1.3639555,1.4228822,0.95773715,1.2982782,1.0399133,1.3015075,1.3143363,1.136463,1.017468,0.86471313,0.91696584,1.1236535,1.2406642,1.003477,0.6876392,1.2115443,0.92443985,1.2675463,1.062594,0.69760513,1.3224431,0.8746877,1.3534981,1.2931361,0.9937886,0.95291483,0.9040507,1.019628,0.7912525,0.7372979,1.198623,0.6733167,0.4676304,0.8872351,1.1779274,1.209888,0.67539895,1.2244685,1.1952641,1.0100049,0.9443123,0.8698789,0.8676724,0.71819323,1.1057452,0.67621136,0.87306684,0.0,1.1972193,1.0550272,0.78447074,1.3220661,0.8634106,1.3998933,0.8989426,1.4056956,0.7808683,1.121857,1.2100732,0.50486815,0.97439945,1.2666523,1.0447508,1.0597998,1.1503253,0.81868815,1.2847352,0.9805507,1.159703,0.6097523,0.7704961,0.7175329,1.2084379,1.1688662,0.9834112,0.97989744,0.9260341,1.2324598,1.2854155,1.1658639,1.2143865,1.2300215,0.93502814,1.1108127,1.2480178,1.1371931,1.1501031,1.1577613,1.006927,1.3471478,0.6219772,0.682348,0.68208224,1.2787002,0.90816534,0.9438853,0.787248,0.9947671,1.3419769,0.6505939,0.91090703,1.371433,0.86271983,0.98764825,1.1476823,0.9950713,0.7009219,0.82133234,1.4255161,0.5668418,1.0345373,1.0176448,1.1645486,1.1883197,0.94881296,1.061618,0.9450697,1.1711167,1.175297,0.90048593,1.1145909
