,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ear,1.2779882,0.516887,0.68541557,1.1726571,0.90032715,0.8049612,1.0647575,1.3292973,1.4187531,1.1862533,1.4122006,0.6575936,1.3025644,1.0921072,1.0711235,1.3453723,1.2382048,1.2064745,1.0097461,1.1362519,1.3143601,0.770912,0.9259211,1.1852301,1.0341748,1.1597779,1.025473,0.59839416,1.1768452,1.1138853,0.8458431,1.2063202,1.1315476,0.9358195,1.0698725,0.7734921,0.9180683,1.2583472,0.79732853,0.6472324,1.3993292,1.0744627,1.1758741,1.2139211,1.152082,1.2289551,0.83530366,0.87865204,0.0,0.5433556,1.1567886,0.91737497,0.34339303,0.9568802,0.974303,0.42145872,0.7632653,1.0866501,1.0588179,1.2837113,0.3740971,0.9429878,1.1760564,0.9881006,0.6583134,1.1081481,0.7994685,0.69700783,0.67956454,1.1077076,1.1492784,1.173923,1.0289396,1.2023232,0.9934201,1.2376186,0.9831744,0.87580824,1.139873,1.0603874,1.0862886,1.0921834,1.1736693,0.55964756,1.0943627,0.53336036,1.0900581,0.50630236,0.3009714,0.73577416,1.301609,1.07168,1.2170591,1.0866553,1.2272216,0.66521573,0.6385598,1.1135836,0.89161015,1.0512747,0.94526213,1.0958467,1.1631134,1.2269533,1.0317101,0.65064037,0.7669122,1.1824789,0.9681476,0.74829644,1.2163436,1.2182791,1.2770225,0.91063523,1.1020691,1.0621495,0.923919,0.9813383,1.2836714,1.3412282,1.2676885,0.6120561,1.1894196,1.036752,0.56794834,1.2634597,0.9979255,0.96664214,1.1421179,0.72978115,1.2165802,1.1774118,1.3849397,0.8828056,0.23869056,0.64032304,0.5916284,1.0004904,0.9362079,1.3558003,1.1878479,1.065701,1.012642,0.42552638,1.2741356
egg,1.2871017,0.56529844,0.5234478,1.2435944,0.4986127,0.44565976,0.85254025,1.3397396,1.3788376,1.1759834,1.4165726,0.66492355,1.331734,1.2034572,0.993498,1.4374609,1.2158098,1.3064046,0.9530728,0.82807744,1.318983,0.51161325,1.0463314,1.105415,1.0991224,1.1846333,1.0629748,0.5637573,1.1583846,1.1730244,0.7845317,1.3699179,1.2456236,0.6454697,1.260051,0.59904236,0.8623783,1.2157812,0.72455716,0.6862378,1.4460495,0.9656752,0.98264444,1.16974,1.0792303,1.3266644,0.9043031,0.99711865,0.5433556,0.0,1.1645421,1.0175657,0.5239703,0.85033643,1.0075321,0.60671365,0.8467668,1.0287507,1.0962558,1.2823184,0.6185284,0.86011815,1.1569499,0.8543259,0.8589534,1.1917039,0.97434306,0.645022,0.8630731,1.1985955,1.2172611,1.2245662,0.91300344,1.2209078,0.96417856,1.380595,0.9184839,1.0778493,1.0620795,0.83588654,1.1137539,1.0355141,1.1838794,0.73878527,0.9346013,0.3757887,1.0409621,0.7095177,0.48175007,0.4276899,1.3779898,0.91256297,1.2255826,1.0840473,1.2788618,0.7182568,0.742121,0.97832906,0.8199372,1.0348495,0.7873589,0.980672,1.1906525,1.0107579,0.9742296,0.46855402,0.52711916,1.2996212,0.90031046,0.53492403,1.3261807,1.1577411,1.1632187,0.9768253,1.1140571,1.1448224,0.922278,0.8823309,1.3294818,1.1901284,1.3296119,0.54505324,1.2409008,0.7105204,0.65190846,1.1290668,0.8435952,1.044086,1.1867363,0.6147169,1.303318,1.1977732,1.4012973,0.53117347,0.4621575,0.7730351,0.7960831,1.0542656,0.7603283,1.3307498,1.2624912,1.123847,1.1562245,0.47389215,1.3770661
elephant,0.80556643,1.0645528,1.303665,0.7061424,1.2107133,1.2857435,1.0987035,1.1018876,0.6785178,0.5229765,0.6041014,1.1678138,0.994936,0.70432353,1.1074046,0.60100424,0.80139405,0.95740527,1.2307215,1.2164154,1.0813925,1.2568444,1.1306632,1.1250615,1.1975317,1.1871777,1.2962637,1.1829668,0.48884034,1.1214473,1.2679287,0.89281833,0.72183704,1.1254697,0.7018728,1.2608602,1.1314085,0.96201146,1.15988,1.3032355,0.6765881,1.1644272,1.1513606,0.6636807,1.0411991,0.96264976,1.256157,1.2120485,1.1567886,1.1645421,0.0,0.906146,1.0870179,1.2162749,1.1564962,1.2376397,1.1887879,1.1371665,0.7890647,0.689672,1.1542906,0.99152607,0.45393324,1.1658106,1.0360616,0.82837737,0.82522964,1.3551986,1.1327189,0.95292395,0.9292507,0.79200786,1.1726214,0.8418665,1.2331003,1.0355257,1.1355114,0.9893384,1.0153986,1.0491295,1.0521985,0.7870095,1.0263412,1.0122205,0.92360145,1.2434806,1.0559635,1.0630939,1.1587471,1.1806843,0.8928784,0.8968027,0.64778197,0.8527231,0.86202216,1.3444864,1.2643148,1.0484545,1.1244293,1.0251757,1.1634096,1.1027675,1.1086282,1.1517363,1.1114656,1.0535513,1.135965,1.102563,1.3611624,1.2951685,1.0467079,0.9936257,0.9719362,1.2494913,0.83861655,0.9579615,0.9812911,1.2604597,0.7163546,0.843622,0.7428911,1.3279209,0.69805276,1.2143862,1.0371705,0.9633323,1.2077897,0.88130015,0.86877453,1.2701393,0.95233834,0.80057395,0.7541663,1.2614219,1.1691703,1.1825951,1.0844773,1.1749091,1.2619029,0.8661405,0.8574778,1.160757,1.2130501,1.262102,0.81608605
face,0.8310182,1.052559,1.2867334,0.6155299,1.2431729,1.2869327,1.2056993,1.1658258,0.7571652,0.9347695,0.7750238,1.2354846,1.0179319,0.6726722,0.97952485,0.8446813,0.90893894,0.9137891,1.3072634,1.2846537,0.99404293,1.2362077,1.29954,1.2678092,1.2513285,1.3389051,1.2061472,1.0670966,0.9246751,1.1572523,1.2933284,0.9114657,0.8390218,1.0700569,0.95668125,1.1895491,1.1866628,0.92908245,1.1946156,1.3801234,0.7166749,1.2809616,1.1930803,0.9066296,1.0354499,0.7526168,1.1964765,1.1956733,0.91737497,1.0175657,0.906146,0.0,0.96306795,1.2522229,1.1980579,1.0370111,1.2802742,1.1923056,1.0874283,0.6718427,0.7224605,1.1328837,0.959949,1.3207452,0.39648032,0.72394514,0.6890651,1.2506511,1.1520634,1.0737259,0.7322074,0.5248853,1.3160422,0.9118252,1.3475354,0.9914312,1.2492366,1.0299147,0.88797987,1.1058381,1.0943904,0.792069,0.8207102,0.67976683,0.7666414,1.1801826,1.275289,0.9950384,0.7870859,1.1255075,0.947087,0.9751472,0.5600554,0.76128304,0.8535733,1.3956102,1.3432221,1.1318007,1.1381978,0.863647,1.3825414,1.0149189,1.0705961,1.1512647,1.2434511,0.9867998,1.1289189,1.2205932,1.3292358,1.2753822,1.104469,0.90940446,0.90922445,1.3873966,0.4808209,0.95232517,0.8434464,1.3842653,0.7068122,0.9664095,0.8017687,1.3335083,1.0023044,1.2665025,0.8515831,0.92094684,1.3394511,1.1245661,0.8702723,1.3103223,0.87018216,0.44653583,0.72658557,1.3439978,0.9381416,1.186433,1.043987,1.3747144,1.3317584,0.82698715,0.8951411,1.127181,1.3058591,1.3177804,0.7380851
finger,1.2730205,0.45689523,0.73780704,0.96071774,0.899313,0.760605,0.9946932,1.3129658,1.3835588,1.2055898,1.3993614,0.7156961,1.2383431,1.0907917,1.0897676,1.3035221,1.1981962,1.1808401,1.144711,1.136406,1.3231025,0.6952139,1.0561702,1.2303065,1.0936741,1.1948532,1.0971727,0.43840957,1.1717293,1.1600153,1.0737036,1.3336853,1.1634307,0.9002718,1.1400387,0.84235835,0.90440834,1.2645221,0.83516204,0.71511257,1.4464723,1.148489,1.22899,1.1812027,1.1283623,1.3235815,0.82525826,0.8766461,0.34339303,0.5239703,1.0870179,0.96306795,0.0,0.92898345,1.0279839,0.46456122,0.7776638,1.0885502,1.1198359,1.3110871,0.5143209,0.6606878,1.1779337,0.83683825,0.74849904,1.0961756,0.39251387,0.83068633,0.6979073,1.168286,1.2054328,1.1424012,1.1616544,1.1035697,1.0696636,1.2671139,1.1425135,0.8167236,0.9119096,0.9308303,1.2308066,0.8694825,1.2312055,0.54103965,0.998947,0.62357384,1.1352106,0.5101218,0.42784154,0.79122555,1.3440791,1.017919,1.0514928,0.9241847,1.2097838,0.629727,0.5824751,1.1091233,0.66202563,1.1124667,0.9599699,0.8800346,1.2285154,1.1706758,1.1489944,0.6223938,0.7558884,1.2215458,1.0602002,0.7772037,1.3186216,1.2750348,1.0790169,1.0025383,1.0334244,0.9604019,0.76845455,1.088484,1.31316,1.3018298,1.2329421,0.5784311,1.2059487,1.081978,0.30026877,1.1211568,1.0711046,1.0280741,1.1302264,0.6943397,1.1802274,1.1037565,1.3664129,0.8869406,0.14800167,0.513347,0.44049716,1.1207905,0.9828465,1.2790266,1.2215583,1.1026105,1.1660632,0.45918006,1.3008554
fish,0.8976681,1.0122929,0.6126262,1.431754,0.6759745,0.73247564,0.7474159,1.1739362,1.3546098,0.90173566,1.2686329,0.76162934,1.0181032,1.1947033,0.6376676,1.1985842,1.1233196,1.0601332,1.030291,0.96920705,1.2542955,0.8581799,0.8487078,1.1050438,0.4919101,1.1215497,0.8887874,0.75799024,0.9893361,1.2654123,0.80403817,1.3252442,1.2888947,0.98341686,1.227648,0.7532688,0.72678465,1.3388909,0.7538957,0.5022687,1.3475028,1.081369,1.1196746,0.92577237,0.96598023,1.3937405,0.9766263,0.9361713,0.9568802,0.85033643,1.2162749,1.2522229,0.92898345,0.0,0.77551943,0.8277282,0.7996012,0.43873453,1.1478133,1.3425395,0.9275503,0.93395793,0.9747516,0.725699,1.1735327,1.2612071,1.2498592,0.82323194,0.676677,0.8098487,1.2834044,1.3551717,1.0816139,1.0971295,0.76059306,1.3179789,0.9137275,1.1575912,1.2190764,0.9802262,1.1691574,1.2008808,0.941593,1.0280591,1.0887957,0.65335816,0.9959473,1.044988,0.9312117,0.6901219,1.3079624,0.85664916,1.364798,1.3008829,1.1132674,0.6003892,0.6350256,0.72314733,0.7434172,0.75422585,0.87304085,0.8403749,0.9816358,1.0186272,0.92342675,0.92287403,0.74105823,1.0664985,0.91998106,0.58574355,1.3125255,0.8607691,1.0974731,0.75381434,1.307924,1.1650481,1.2589753,0.8274956,1.3167651,1.2821949,1.2214713,0.54448855,1.0579925,0.86754596,1.0771635,1.0982394,0.8088741,0.90717804,0.96679276,0.5956774,1.1998396,1.3698921,1.3666213,0.65333694,0.9322388,0.80905193,0.92256945,0.92243576,0.5966096,1.3233231,1.0507617,0.97679985,1.1063141,0.7205453,1.262322
flower,1.1687018,1.0823128,0.62671745,1.3303909,0.6350181,0.723707,0.80901647,0.9531276,1.374063,1.2177569,1.362957,0.97792476,1.188445,1.2733343,0.9705654,1.2823658,1.1225846,1.0766836,0.69735,0.87824976,1.1326845,0.8840991,1.0132607,0.86589646,0.7768963,0.943607,0.74137825,1.0721574,1.2472782,1.1395516,0.7353331,1.2020795,1.1573614,1.1888251,1.2962408,0.893861,0.73280853,1.1206675,0.8652693,0.62735546,1.3402709,0.826354,0.8936354,1.1795456,0.8882292,1.191733,1.0765421,1.0297629,0.974303,1.0075321,1.1564962,1.1980579,1.0279839,0.77551943,0.0,0.94687027,0.7630836,0.77143294,1.1184889,1.2942251,1.0603635,0.9651618,1.1995513,0.7840423,1.1717813,1.131812,1.2502414,0.7131778,0.8332155,0.97728527,1.1908083,1.2345688,0.7579527,1.1842961,0.7998138,1.0771633,0.8190601,1.1124024,1.0572395,0.88698506,1.0114559,1.191094,1.0573952,1.194934,1.2102742,0.74326587,0.8278409,1.1573782,0.9228505,0.88777846,1.1484804,0.9649838,1.3061107,1.3124365,1.1538477,0.72683555,0.8578659,0.9667946,0.9322757,1.0918465,0.9073471,0.86461926,0.41237152,0.99122304,0.7159524,1.1042652,0.90776426,0.7279804,0.86355674,0.5478671,0.8779705,0.4383757,1.0251535,0.5294969,1.2939657,1.1132772,1.3184994,0.6931585,1.249522,1.2765121,1.3446286,0.8161826,1.1289508,0.8006979,1.2114971,1.0578169,0.6930275,0.9504457,1.0370425,0.6833766,1.1264699,1.2421353,1.2149901,0.7568344,0.972558,0.9521651,0.9694417,0.8021877,0.6297419,1.2022264,0.949028,0.78284425,0.8073641,0.7825672,1.1660509
foot,1.2277505,0.64662945,0.5515137,1.2141321,0.84826577,0.82641095,1.0482166,1.2779329,1.4295077,1.1342946,1.3799152,0.640877,1.2285993,1.1757183,0.98031044,1.3391039,1.2375884,1.1962898,0.9479917,1.0829244,1.2938385,0.7003545,0.90560883,1.1464623,0.93364626,1.1715975,0.96673924,0.6287295,1.1178726,1.0766202,0.8903563,1.3363726,1.1594789,1.0985613,1.2302866,0.5356788,0.9752714,1.1704515,0.61089385,0.6018603,1.3998238,1.0701696,1.2082784,1.0381194,1.0328841,1.2731636,0.77970123,0.6587358,0.42145872,0.60671365,1.2376397,1.0370111,0.46456122,0.8277282,0.94687027,0.0,0.83305335,0.97012943,1.0422773,1.3499572,0.5456649,0.86297727,1.1760609,0.8640499,0.887798,1.120178,0.908804,0.68079937,0.8189627,0.9924938,1.1876408,1.2042419,1.0009007,1.2088498,0.9108596,1.2482255,1.0307231,0.9334609,1.1000112,1.0824407,1.1811033,1.1399754,1.006817,0.6716753,1.1789887,0.5408077,1.1285249,0.5939091,0.5126303,0.78649235,1.359159,1.0582213,1.2235448,1.0207269,1.2590395,0.55713063,0.64019006,0.96158266,0.8561376,0.95598894,0.83741933,1.0492504,1.1952052,1.2495762,1.107308,0.66039985,0.8389523,1.149765,0.89426595,0.66343045,1.2438966,1.1122903,1.2961229,0.80514055,1.1133097,1.0403448,0.88484854,0.87193614,1.3248603,1.4073886,1.279434,0.46911377,1.2150269,0.8983788,0.63829273,1.3149295,1.0094185,0.9239562,1.0907294,0.63310176,1.2136364,1.1880836,1.4053751,0.77167886,0.3384204,0.6870193,0.7069458,1.0354593,0.8128855,1.4311702,1.3031982,1.0172486,0.9564066,0.45835495,1.3362875
fork,1.4356638,0.85592324,0.5857146,1.3487619,0.74759346,0.7162882,0.9105829,1.082242,1.4394543,1.295629,1.4989811,0.70831615,1.2365665,1.4035574,1.0596489,1.5291756,1.3355732,1.2498626,0.57982916,0.65326905,1.3599548,0.81968856,0.9055817,0.7747023,0.6997285,0.743808,0.6973624,0.98352695,1.2686273,1.0755557,0.41850615,1.0569092,1.2663203,0.89127916,1.0275024,0.82246614,0.7751018,1.2391164,0.8609447,0.43417615,1.5544081,0.65130264,0.75156623,1.345124,1.1689966,1.2757676,0.93206257,0.9982159,0.7632653,0.8467668,1.1887879,1.2802742,0.7776638,0.7996012,0.7630836,0.83305335,0.0,1.0469722,1.1543276,1.3855637,0.8535099,0.9389208,1.2757064,0.92684644,1.2135689,1.1871705,1.0988523,0.6948256,0.63363355,0.9832631,1.2708057,1.4518855,0.6465079,1.2944775,0.3578673,1.091584,0.52847475,0.8423803,1.2225996,0.94027287,0.9934196,1.4336095,1.3723236,1.1676208,1.3133111,0.57378614,0.7627274,1.0107851,0.8743932,0.8898165,1.0806934,1.2184237,1.3941469,1.405215,1.262482,0.33842266,0.3511144,1.0470903,1.0278183,1.1177648,0.7456106,1.1016948,0.9986312,0.8341379,0.67454314,1.0378162,0.9922017,0.8957212,0.67680174,0.66702753,0.88664854,1.219065,1.1959107,0.44575214,1.3968937,1.0131499,1.3112087,0.3136757,1.4297533,1.0727341,1.4658252,0.6130036,1.0264307,0.61728764,1.0677437,1.1768416,0.19371307,0.95842165,1.1668123,0.7009132,1.385226,1.3693888,1.4032485,0.6225109,0.75315833,0.6366683,0.5092348,0.7347013,0.8289201,1.1875795,1.0817436,0.748828,0.7625955,0.48866814,1.3475953
frog,0.54945815,1.0037354,0.9461864,1.3098875,0.69698286,0.8770306,0.4368655,1.0964645,1.2823224,0.8874435,1.2470603,1.1610337,1.1228982,0.92424464,0.5342646,1.0789282,0.86562324,0.7889174,1.1416224,1.0120265,1.0441523,0.90211886,0.9792901,1.1478417,0.55574936,1.2505133,1.05779,0.929193,1.0974741,1.3461676,1.0069828,1.3923318,1.1622391,1.0983793,1.2536905,0.85830307,0.76427937,1.2043614,0.7806959,0.89515805,1.1645657,1.1506408,0.89609766,0.7003894,0.6039763,1.3184471,1.0318905,0.97829276,1.0866501,1.0287507,1.1371665,1.1923056,1.0885502,0.43873453,0.77143294,0.97012943,1.0469722,0.0,1.0251443,1.186449,1.1010395,0.87813675,0.96594125,0.5378274,1.2103717,1.1151799,1.1181767,0.9648028,0.86319953,0.6642383,1.2245529,1.2404585,1.1154081,1.216585,1.0711523,1.2529724,1.062222,1.2206249,1.0530666,0.7949181,1.1681032,0.87638485,0.693356,1.1855288,0.9491026,1.0297678,0.9815925,1.1253211,1.1037202,0.7802512,1.2437994,0.59789336,1.2837157,1.2881709,0.8901582,0.9598875,0.9450316,0.6358529,0.72363794,0.680674,1.0426253,0.8573426,0.8666426,0.9317434,0.9477794,0.9876794,0.7533227,0.9384718,1.0012298,0.7998538,1.2034175,0.69604963,0.9592594,0.97116524,1.2511439,1.0081414,1.2822084,1.0263518,1.2964103,1.1914686,1.0587541,0.884819,1.1183755,0.9350408,1.1491327,0.9492115,1.003177,0.76800907,0.9584196,0.8829989,1.1371439,1.2372242,1.1548388,0.7363887,1.1317313,0.95828027,0.9523962,1.0759747,0.41466022,1.0981256,1.0675573,1.0638759,1.2635,1.0505722,1.2880311
giraffe,0.8175045,0.98793983,1.1819429,0.86429524,1.1545793,1.1342905,0.9381206,1.1688493,1.030337,1.0208423,0.99707,1.1166735,1.0203934,0.8873594,1.0333898,0.7778042,0.8747004,0.9786035,1.0503702,1.0228314,1.0022243,0.9788926,0.87459624,0.9512972,0.99661064,1.0446419,1.178444,0.8843205,1.0002818,1.0028359,1.1194754,0.99588037,0.9116159,1.0284054,0.8487215,1.0063384,1.1068568,1.0654165,0.86821765,1.1470196,0.9740798,0.98923665,1.0130006,0.9484154,1.0474706,1.096405,1.0411216,0.89887404,1.0588179,1.0962558,0.7890647,1.0874283,1.1198359,1.1478133,1.1184889,1.0422773,1.1543276,1.0251443,0.0,0.987331,1.0998598,1.0108314,1.0383626,0.9985517,1.0680287,0.68433213,0.95595837,1.2209923,0.98098487,1.000826,1.0364213,0.9735919,0.91285926,0.9996338,1.2541708,1.1077957,1.182973,0.8258974,0.8549081,1.0122054,1.0010079,0.7751013,1.002665,0.94505554,0.82810533,1.1877136,1.0751812,0.84446913,1.1054518,1.0383116,0.96575,0.99387836,0.93015885,0.897929,1.0146953,1.1009614,1.0897088,0.9568484,0.9618273,1.0639046,1.1228243,0.9388617,1.0959377,1.0335257,1.1857343,1.0605484,0.8773215,1.0366071,1.1591573,1.1547375,1.0996149,1.1052889,0.88723624,1.0815707,0.97327363,0.9898472,0.8659882,1.1879847,1.1108339,1.012766,1.0002469,1.1245986,1.0444117,1.1314806,0.9430693,0.87482285,1.1902968,0.9307505,0.85793763,1.0194798,1.0008523,0.9594258,0.9797174,1.0517825,1.1482323,1.0602673,1.0829879,1.0129074,1.0895951,0.8996862,1.0389063,1.1744138,1.124691,1.1354804,1.1122676
glass,0.7262527,1.2868593,1.5354195,0.66628766,1.3145739,1.3661766,1.1857195,0.78015774,0.3676691,0.8123315,0.5159266,1.4131074,0.9007668,0.608412,1.0745473,0.61285996,0.7087513,0.80951047,1.2454985,1.1700875,0.747982,1.4241785,1.1521156,0.9892747,1.3479828,1.1316836,1.1976357,1.2253189,0.68092716,1.0431031,1.3002552,0.70444256,0.8313786,0.9941688,0.60960114,1.3669577,1.1796072,0.8647808,1.2872735,1.5506942,0.3243742,1.04566,0.9583798,0.86445093,1.055106,0.56136346,1.2317998,1.3176072,1.2837113,1.2823184,0.689672,0.6718427,1.3110871,1.3425395,1.2942251,1.3499572,1.3855637,1.186449,0.987331,0.0,1.2243469,1.244285,0.7083101,1.1925195,0.87565225,0.69694674,0.80966985,1.5206957,1.3155024,1.144821,0.6511203,0.6791834,1.1766201,0.8647853,1.3513482,0.7482296,1.2117715,1.0907987,0.93795437,1.0083054,1.0265554,0.6271772,0.67803717,0.9489368,0.67999625,1.4526312,1.2841609,1.2403202,1.1956921,1.2855785,0.7807976,0.7910273,0.5880948,0.8143061,0.7379967,1.5768354,1.524769,1.1820359,1.1916679,0.95997024,1.4211295,1.1205568,1.1248717,1.0617611,1.2576456,1.2185115,1.2618268,1.0744331,1.2496797,1.4371178,0.90938514,0.92137635,0.89358085,1.4815035,0.64389694,0.8709922,0.96845734,1.4137356,0.3620063,0.6480208,0.5141453,1.5372422,0.6286882,1.3723022,1.0866574,0.87870514,1.3514519,0.9448308,0.83771646,1.5337737,0.6634625,0.71903497,0.4185468,1.3868463,1.3984585,1.2140169,1.1603602,1.3737428,1.3368312,0.60927796,0.89884806,1.1186808,1.1946152,1.4911737,0.5114757
glasses,1.2196279,0.6617468,0.7108848,1.107534,1.0065557,0.9588611,1.082157,1.3536394,1.352001,1.0825235,1.2614539,0.68408406,1.2011867,1.0999148,1.0503104,1.2677733,1.1778239,1.1839978,1.0810719,1.1380776,1.2511718,0.80388725,0.99794745,1.2483523,1.0345849,1.208837,1.0379028,0.7587849,1.0513234,1.138271,0.90540123,1.173227,1.0870043,0.9776518,1.1252167,0.7792076,1.0257139,1.1743116,0.8616734,0.715958,1.315868,1.1466188,1.2780337,1.1146579,1.10655,1.1896148,0.838539,0.9039223,0.3740971,0.6185284,1.1542906,0.7224605,0.5143209,0.9275503,1.0603635,0.5456649,0.8535099,1.1010395,1.0998598,1.2243469,0.0,1.013352,1.0717753,1.03352,0.5426657,1.1107743,0.85765713,0.7055528,0.7501108,1.0650518,1.0758872,1.0507488,1.1339288,1.1375549,1.0310941,1.2572913,1.0111915,0.96085805,1.1156812,1.1478062,1.212009,1.1225682,1.0517472,0.4983431,1.0754592,0.593367,1.2542436,0.58146036,0.40886468,0.8080311,1.2375922,1.1274194,1.0688218,1.00148,1.2580216,0.7105699,0.71912795,1.0971628,0.9023561,0.89241266,0.9662336,1.030519,1.2481139,1.2019383,1.105847,0.59069145,0.88786685,1.1480311,0.95086104,0.78678584,1.281049,1.2013581,1.2465258,0.90213597,0.9753023,0.9784926,0.8841041,1.0704908,1.2418069,1.3525171,1.2220877,0.64281166,1.1624643,1.1197215,0.65704274,1.2354306,1.0617992,0.9171587,1.0524235,0.81799996,1.1476636,1.0146649,1.2923533,0.8625774,0.4274662,0.76417816,0.71598357,1.1491439,1.0045154,1.2958596,1.1459255,1.0364834,1.0600181,0.5086265,1.2109092
glove,1.0338969,0.72222435,1.0531173,0.8134147,1.0662333,1.0107542,0.90271103,1.1002437,1.1902212,1.1663488,1.1122907,0.9733274,0.9547138,1.0680968,0.96979344,0.90794754,1.0712105,1.1234708,1.0751436,1.0862855,1.1189752,0.84157646,0.99870723,1.0145326,0.9592181,0.9680046,1.1432884,0.85456455,1.1518824,0.8708595,1.1980627,1.2107011,0.9550345,1.0021586,1.1141152,1.0527631,1.1203159,0.92138654,0.98953074,1.0224372,1.2085117,0.98728234,1.1348261,0.9063047,0.69960296,1.2675807,1.0667676,0.81150824,0.9429878,0.86011815,0.99152607,1.1328837,0.6606878,0.93395793,0.9651618,0.86297727,0.9389208,0.87813675,1.0108314,1.244285,1.013352,0.0,1.153238,0.71551406,1.0593362,1.0915368,0.6222539,0.79243314,0.89562,1.1083732,1.1183102,0.86975765,1.1881229,0.6393728,1.1354996,1.1672693,1.2418697,0.8867961,0.8579831,1.0139469,1.0852789,0.62950426,1.0107553,1.0130367,1.0146754,1.0233636,0.52863675,0.7389915,1.0174003,1.0798323,1.1247294,1.018275,0.8626195,0.71950394,1.0278537,0.88327384,0.91907454,0.79972774,0.85717344,1.0484304,0.84532356,0.9717978,0.95840967,1.2139516,1.0522165,0.78697145,0.9170852,0.8659705,1.1136037,1.0337534,1.1295894,0.97762704,1.0440805,0.9417848,0.87597203,0.7089699,0.6131153,1.0503744,1.3018715,1.0459071,1.1680051,0.81058747,1.2126403,0.9869481,0.7084708,1.1006265,1.1008328,0.9182851,1.085917,1.0216187,0.87386894,0.9475821,1.1832402,1.0154873,0.7873032,0.7923393,0.7327758,0.63694423,0.9915129,1.1861695,1.2100158,1.1641383,1.0831641,0.8753284,1.2579789
grass,0.7761019,1.002186,1.2159054,0.83925605,1.1378069,1.2594051,1.1175027,1.0367541,0.71156347,0.2508558,0.5377388,1.0866122,0.82144773,0.8669696,1.0047927,0.64505893,0.88958913,1.0400441,1.3148828,1.37486,1.0424247,1.268139,0.93914425,1.2762768,1.082156,1.2636566,1.2159512,1.1217189,0.14102584,1.0089614,1.1790066,0.8486023,0.8404215,1.1267225,0.78002596,1.2160006,1.0002031,0.9452257,1.1342013,1.201005,0.6602379,1.3322905,1.2637327,0.45081615,0.99766576,0.85592294,1.1419994,1.0787477,1.1760564,1.1569499,0.45393324,0.959949,1.1779337,0.9747516,1.1995513,1.1760609,1.2757064,0.96594125,1.0383626,0.7083101,1.0717753,1.153238,0.0,1.1183976,0.8920924,1.08658,1.0053681,1.2332305,1.1340789,0.8598026,0.94875544,0.8610317,1.2561369,0.8330867,1.1309857,1.0220225,1.1161846,0.9692017,1.2327254,1.0906545,1.1153774,0.8890361,0.8099814,0.9842873,0.9672311,1.1817932,1.2399726,1.0587201,1.1291053,1.1212623,1.0144789,0.7343707,0.755965,0.81508684,0.99446875,1.2840276,1.2146984,0.9140668,1.0707713,0.8879943,0.9913273,1.2062818,1.1835241,1.2457156,1.0954062,0.90063936,1.1652682,1.1457449,1.2818139,1.2477171,1.0888445,0.96379864,1.1950382,1.2415801,0.8369838,0.966289,0.94474703,1.2381291,0.69678205,1.0284188,0.7811214,1.1726121,0.7648977,1.2543678,1.0569496,1.1594801,1.2604749,0.8138289,0.77896553,1.2515811,0.9242852,0.9108707,0.79305315,1.2737854,1.173099,1.136478,1.1716433,1.2201011,1.1808417,1.0534446,0.9366347,1.1493261,1.123148,1.1856499,0.8027212
