,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
duck,0.6247842,0.9911226,1.1450887,1.046195,0.93040085,1.0135939,0.96326965,1.1376654,1.0125399,0.9411403,0.99850625,1.0150231,1.1447456,0.96390057,0.43450093,1.0109367,0.92476034,0.96235317,1.2328798,1.1948009,1.0440786,1.0618736,1.0267261,1.2710304,0.7968947,1.2382529,0.9190006,1.0811347,0.9104496,1.2893202,1.0342187,1.0590951,1.0327486,1.1693826,1.0204412,0.98805356,1.0381367,1.2055308,1.0012375,1.0287519,1.0620807,1.2225957,0.98702526,0.75388765,0.86050683,1.1427593,1.0990342,1.0362805,0.0,0.91458154,1.0738224,1.0358831,1.0411817,0.7945938,1.0972717,0.81774515,0.9952289,1.048468,1.0670413,1.2150578,0.39933634,1.0849566,0.91845965,1.1581099,1.0305188,0.98814183,0.9599791,0.99231416,1.0674934,1.0148256,0.7450762,1.0683115,0.98446596,1.1449566,1.0482448,1.2263206,1.278954,1.1671128,0.88705033,0.9626945,1.1275398,0.9345819,0.9966374,0.85765404,0.99161357,1.0149033,1.186275,1.1195047,1.1014355,1.0215305,1.0904468,0.8536602,0.96655804,1.0635865,0.958359,1.1337895,1.1266541,0.98601663,1.187915,0.9084779,1.0241014,1.089481,0.7926445,1.0563416,1.031368,1.2300917,1.2119902,1.2133865,0.7634429,0.9571073,0.8895446,1.0361928,1.1750519,0.91686076,0.8695581,1.0613146,1.169526,1.0470667,1.0800526,0.9317386,0.9354688,1.0657861,1.1696355,1.0339699,1.1692383,1.0864092,0.82299733,1.0995845,0.9094433,0.92262524,1.0540533,1.0741037,1.0303756,0.9685429,1.1831979,1.2577987,0.8894092,1.0789057,1.0486174,0.94313097,1.2581177,1.0851941,1.1363993
ear,1.0734544,0.8985901,0.76575285,0.7986403,0.91678935,1.0773363,1.0318189,1.3679988,1.1249285,0.93841285,1.1756041,1.1179333,1.2355338,0.9331786,0.95652056,1.1408173,1.0542746,1.2224915,1.2545178,1.365971,1.1599212,1.0311865,0.9181704,1.304427,0.7863442,1.2005875,1.0782254,0.72158265,1.0347022,1.0648215,1.1619018,1.1929096,1.1090317,0.921202,1.0782475,1.1324133,1.0935352,1.291265,0.9605795,0.98276484,1.2098317,1.2645364,1.2065398,0.852005,0.87029624,1.1991082,0.8610321,0.8734511,0.91458154,0.0,0.9491042,1.1705749,0.48057473,0.82020706,0.34762692,1.1608618,0.9382459,1.0582052,0.38737524,1.2965109,0.9384903,1.1640207,0.46401596,0.7930247,1.0542843,1.1150844,0.63805115,0.94968265,0.58431375,0.9159912,0.9713672,1.1766137,0.9373587,1.2982153,0.9794474,1.3345629,1.2682009,1.2549326,0.9920689,1.2301961,1.2449903,0.756628,0.99394774,0.4556824,1.1213683,0.7641672,1.1609683,0.97284967,0.6915368,0.9310539,1.20203,1.1462777,0.84403753,0.8507868,1.2055793,1.0146763,0.9214151,0.893931,0.9190112,1.0938233,1.1905415,1.2994387,0.96048784,0.74846107,0.96365696,1.143341,1.232764,1.2639534,1.1159633,1.0227329,1.0034626,0.8396351,1.1059948,0.88190174,1.0100626,0.7444812,0.9539522,1.2619814,1.1760604,1.0545973,0.7350192,1.149535,0.7697061,1.1228313,1.0964859,0.94604415,0.915653,0.9573993,0.92181754,0.91431874,1.2290553,1.2791252,0.37144697,0.5880883,0.959765,1.1860328,1.0533991,1.3125632,1.1569331,1.1184132,1.1808517,0.8568389,1.1913763
egg,1.3869807,0.17227143,0.92471737,1.3051441,0.30414045,0.5705632,0.5056671,1.201611,1.3330605,1.2110662,1.5015521,0.73801154,1.4181278,1.1517993,1.1207292,1.427609,1.2725953,1.2522688,0.71163106,0.63348794,1.3344171,0.27069867,1.1352942,1.01562,1.1229758,0.9804879,1.3037381,0.612523,1.1915792,1.2710783,1.0578339,1.451424,1.2139271,0.5627936,1.3734654,0.52980053,0.5356545,1.1810957,0.6243528,0.53283864,1.5732114,0.7004163,1.0388532,1.2080519,1.0407891,1.4333338,1.2377298,1.30039,1.0738224,0.9491042,0.0,1.1498748,0.70276636,1.2210518,0.7784879,1.2809987,0.7536428,0.8116623,0.6120848,0.791093,0.9887546,1.4956158,0.83529377,0.92875326,1.007648,0.7607019,1.2389663,0.56196284,1.1466734,0.6651271,1.1064273,0.9483653,1.3554839,0.75418025,1.4176064,0.7093712,1.3685406,0.60611373,1.3568963,0.79230183,0.99021924,1.2996776,1.0786971,0.8818018,0.5860101,0.42130375,0.8799286,1.080244,0.5108622,0.06991291,1.4116616,1.173212,1.3993317,1.3752897,1.394987,0.6094664,0.65352255,0.6892813,0.99323016,1.0800216,1.2377859,0.7721882,1.1483994,0.23857218,0.24601239,1.285265,0.81253535,1.2250261,0.93516123,1.1723012,1.0192782,1.1031482,0.7325574,1.3482411,1.2379477,1.3329656,0.61707103,1.327038,1.3105847,1.3396078,0.55264497,0.36455107,1.0372493,0.97875553,0.5055965,0.8183637,1.196409,0.506729,1.3915383,1.3679345,1.3711838,0.65783864,0.5897183,0.55587816,0.7241573,1.0805981,0.65541154,1.1129286,1.1734722,1.2513711,1.228966,0.49550092,1.4315965
elephant,0.9269759,1.1584542,1.0011293,0.98697895,1.1959916,1.1044936,1.1959168,1.0481563,0.8859868,0.5436522,0.7283877,1.0422405,0.8438682,0.9994045,1.0742078,0.7607876,0.9638026,1.1152546,1.1240236,1.158811,1.0648552,1.0591214,1.1299387,1.1197295,1.228201,1.1222422,0.80320597,1.1880797,0.43495965,1.0021366,1.0804144,0.8525623,0.90519404,1.0945218,0.8623245,1.0521106,1.0152024,0.97790366,1.09162,1.1467398,0.7763964,1.1361701,1.069853,0.9614736,1.2428927,0.8021798,0.9677442,1.0082535,1.0358831,1.1705749,1.1498748,0.0,1.0400913,0.987779,1.2146195,0.9143976,1.0569918,1.175745,1.1818516,1.1790082,1.159938,0.8822839,1.0797055,1.2407744,0.5086176,1.1870396,0.972965,1.0383272,1.1531737,1.1021342,1.0305526,0.9540574,0.9386417,1.0628169,0.8046894,1.1395359,1.0163449,1.0157079,0.9296679,1.0744925,1.0457027,0.952559,1.1129309,1.0306311,0.9935058,1.0960201,1.1469474,1.0693116,1.0786109,1.1764308,0.953134,0.7096089,0.9014454,0.8817169,1.0351788,1.1655302,1.2051128,1.1781087,0.9414391,1.062795,1.0329754,1.167024,1.0090823,1.0715609,1.1135426,1.0636791,1.0974483,1.0556648,1.0793014,0.8734735,1.0581439,1.1411861,1.090328,0.9136467,1.0424696,1.0203979,1.183422,0.72967225,0.95163006,0.6789747,1.1746666,1.1556057,1.095902,1.043808,1.2183692,1.1047549,0.8941463,1.1663723,1.0704399,0.9405733,0.78864753,1.1421652,1.1617547,1.1351843,1.2309017,1.0794214,1.2763536,1.111751,0.82225263,0.9318135,1.1070493,1.0860783,0.8329783
eye,1.1502113,0.68963736,0.7848057,0.9136418,0.7127569,0.8964968,0.94341844,1.3883924,1.2366425,0.9722434,1.2638793,0.890762,1.2160957,1.113035,1.0750612,1.2294717,1.0986612,1.2821305,1.1338958,1.2394783,1.1964707,0.77674586,0.9393099,1.307735,1.0217118,1.1350294,1.0874846,0.6493882,0.9743261,1.0688416,1.1040043,1.2620612,1.1998804,0.69538283,1.1618111,0.9916142,0.9234704,1.3180871,0.9326007,0.74591005,1.2989218,1.1327821,1.3148162,1.0448494,1.0128889,1.2474118,0.761502,1.0236053,1.0411817,0.48057473,0.70276636,1.0400913,0.0,0.97052884,0.44195127,1.1764735,0.6797354,1.017311,0.41985708,1.2186614,0.97183686,1.3262545,0.5407274,0.90897036,0.8524802,1.0540627,0.91341263,0.8202474,0.8062388,0.88360935,1.0093601,1.0924311,1.1444606,1.2267246,1.0621977,1.1294844,1.2855093,0.91617465,1.1112926,1.1573997,1.1984193,1.0617383,1.0197918,0.5588294,1.0139145,0.59891856,1.1625453,1.0105474,0.33618414,0.6983954,1.3071232,1.1381776,1.0969126,0.9587579,1.2434977,0.7922031,0.74502444,0.88202655,0.84975773,1.1833898,1.3189952,1.2203287,1.1314443,0.56102604,0.8207863,1.2962255,1.0995097,1.3368547,1.0943959,1.1157484,1.0612173,0.9167295,1.1517912,1.0539973,1.1586046,0.89242595,0.81917614,1.2277206,1.2456505,1.062438,0.5899085,0.8672373,0.6581304,1.1939297,0.9300413,0.8088112,0.98542297,0.8162881,1.1205264,1.1100453,1.3028975,1.176909,0.383739,0.47031367,0.85428005,1.1821955,0.96496785,1.3407505,1.1619338,1.1058904,1.2638867,0.65806484,1.2330078
face,0.88309777,1.2259761,1.0539875,0.80672383,1.0653008,1.3035281,1.2976171,1.1302553,0.78991246,0.8750198,0.7267444,1.2017606,1.0357312,0.8197225,0.9278568,0.7734751,0.9909925,0.9389709,1.3398638,1.3527391,0.97920954,1.274246,1.1697645,1.3182429,0.87648064,1.3997269,0.88112897,1.2937119,0.8841657,1.2260381,0.99907845,0.7727368,0.7231748,1.2221493,0.9577711,1.1460497,1.2549009,1.0682703,1.1906972,1.3227109,0.7000111,1.3693848,0.99802005,0.89063185,0.9398604,0.8370944,1.0325383,0.6860993,0.7945938,0.82020706,1.2210518,0.987779,0.97052884,0.0,1.0225836,0.8242953,1.2196779,1.2448504,1.0569489,1.3095732,0.96587265,0.7920307,0.7480339,1.1361291,1.0041507,1.2765846,0.44113648,1.2173861,0.8636659,1.1239829,0.96991044,1.2017965,0.68021595,1.2469409,0.80302644,1.4225364,1.102946,1.2439123,0.7688055,1.2170687,1.1105018,0.81166375,0.9382217,0.7801322,1.1024565,1.1057884,1.2777516,1.075609,1.0598607,1.1847117,0.90039605,0.86283326,0.6865784,0.85838234,0.8727071,1.3892419,1.3412477,1.1065856,1.2664752,0.9600163,1.0584329,1.2438802,0.94449335,1.1458861,1.1678824,1.1913683,1.2523881,1.0986487,1.1450984,0.8640659,1.0756354,1.1924175,1.3263972,0.5230772,0.962056,0.8792011,1.4316025,0.81935644,0.97025096,0.6589028,1.1813868,1.3486125,1.2042298,1.0162324,1.4342436,1.2182677,0.8423247,1.3302394,0.7552884,0.5599557,0.79483956,1.236544,1.0115019,1.1250128,1.269666,1.3177366,1.1540402,1.0441226,0.8521349,0.7843994,1.2408957,1.2580819,0.76469266
finger,1.2038895,0.7634894,0.71286035,0.6636252,0.8321925,0.91253245,0.9353176,1.3997675,1.2513659,0.98815084,1.3188584,1.0091156,1.2346479,0.94772136,1.1646854,1.2589742,1.0683851,1.1999689,1.0967115,1.2573192,1.2380123,0.9125521,0.8697432,1.2070904,0.9652635,1.073024,1.1659296,0.5585916,1.1354595,1.0215416,1.2268627,1.3344957,1.1129571,0.6579915,1.1391382,1.1631467,0.9610394,1.2613128,0.87461174,0.7970725,1.3834524,1.0953592,1.2701664,1.079372,0.91505104,1.2663764,0.8773532,0.89670956,1.0972717,0.34762692,0.7784879,1.2146195,0.44195127,1.0225836,0.0,1.243648,0.85667765,0.95405,0.24977088,1.1169295,1.0290987,1.3337061,0.5246283,0.5128523,1.0507706,0.98617357,0.7843442,0.87306935,0.29073894,0.8679359,1.1406723,1.1217183,1.0900629,1.2502244,1.0259787,1.0810418,1.2154772,1.1369141,1.0925891,1.1341538,1.2152456,0.9008606,1.0322369,0.58009475,1.1674957,0.6232599,1.0826745,0.86124784,0.59034574,0.80119324,1.3766592,1.1832845,1.0077854,0.90121186,1.2238675,0.741118,0.57868403,0.77148116,0.81333864,1.1408634,1.2352762,1.2118105,1.1298935,0.6451681,0.87209374,1.215932,1.1710114,1.297179,1.1082456,1.086563,0.95940953,0.6579147,1.075056,1.0211577,1.1463487,0.8062651,0.83234227,1.3096797,1.2896893,1.1520445,0.635339,0.96399117,0.60468245,1.1329219,0.9299169,0.9826055,1.0453836,0.7934283,1.1670051,1.0521883,1.2700908,1.2123499,0.22635311,0.49189776,0.7998636,1.1798605,0.99766624,1.3576398,1.1534512,1.2096106,1.1915823,0.67671,1.2438754
firetruck,0.75367796,1.2357138,1.1022147,1.0116335,1.1582755,1.1620994,1.2815909,0.90496427,0.9554292,0.8942274,0.7275597,1.0743095,0.9363117,0.94255346,0.8349497,0.81416136,0.93027145,0.5789196,1.0773913,1.1971328,0.7080477,1.282924,0.9389236,1.0408735,1.0033709,1.0430981,0.77025175,1.2665138,0.86716056,1.0120203,0.9454828,0.8497803,0.8521242,1.2000445,0.8751559,1.1885815,1.1706195,0.89292437,1.2437471,1.2115788,0.71825194,1.1068941,0.9973156,0.83878225,0.8470317,0.83218443,1.0489442,1.0104032,0.81774515,1.1608618,1.2809987,0.9143976,1.1764735,0.8242953,1.243648,0.0,1.2014337,1.0762897,1.2265204,1.1887094,0.88794154,0.8321117,1.1303221,1.2595724,0.9624923,1.1305598,0.9696842,1.1329695,1.1210449,1.0800693,0.9427206,0.96378016,0.88259375,1.0494896,0.9265039,1.2109561,0.8270171,1.1165733,0.7970767,1.088033,0.97443986,0.93263566,0.875014,1.0980033,1.1967632,1.1952273,1.1978018,1.0892516,1.1910626,1.2391702,0.8730005,0.831865,0.81104606,1.0108943,0.73208153,1.2290485,1.2509263,1.3152089,1.125961,0.9792303,0.9833524,1.1485662,0.8448126,1.2368816,1.1929573,0.9230764,1.0389078,0.81885123,0.9202262,0.95242155,1.1959294,1.0920397,1.0769671,0.92459214,1.0374838,1.035793,1.1822367,0.7980565,1.056617,0.8129786,1.2077644,1.2338605,1.1506052,1.1604263,1.3102391,1.1551619,0.97718155,1.1811781,0.7345117,0.8677912,0.8631563,1.1372631,1.2405927,1.1866477,1.1994677,1.0812916,0.88429105,0.99860483,0.95483655,0.7438201,0.86347264,1.187095,0.8404023
fish,0.9453906,0.58714134,1.043736,1.2530892,0.88991934,0.7376001,0.7578207,1.3053515,1.250118,1.0602643,1.3526723,0.30759025,1.120701,1.3074653,0.93041676,1.2274269,1.0965579,1.2170019,0.9245871,0.921045,1.2273126,0.72701585,0.89331496,1.1207054,1.0797607,0.7663873,0.80875975,0.6248759,0.91134757,1.0451723,1.0458045,1.3864875,1.3552892,0.7619426,1.1802423,0.9861166,0.8431637,1.2799499,0.7723967,0.3917222,1.4283231,0.8526815,1.2956173,1.056256,1.1494634,1.296514,0.9827099,1.2631153,0.9952289,0.9382459,0.7536428,1.0569918,0.6797354,1.2196779,0.85667765,1.2014337,0.0,0.9013285,0.6371449,0.98469466,0.7944621,1.2624905,0.9435927,1.0311329,0.8589562,0.7835047,1.1632562,0.8997759,1.18258,0.8730195,0.8781791,0.9623441,1.2141519,1.1383708,1.0685562,0.7704259,1.3114495,0.74256754,1.2083718,0.9721674,1.1578062,1.1891289,0.9580719,0.81095934,1.0500267,0.6167135,0.93674415,1.0921818,0.7082634,0.7389016,1.2907957,1.0835651,1.2517333,1.0829469,1.226961,0.49780965,0.60042304,0.88060015,0.71667,1.1675729,1.205646,0.9252236,1.1227342,0.5736929,0.7440661,1.1751935,0.92613626,1.2926838,1.0127186,1.2255654,0.94527566,0.9852619,0.9395606,1.2505414,1.0958123,1.0697194,0.51298845,1.2695274,1.1486161,1.1873884,0.4415496,0.55077994,0.8555089,1.1074274,0.613602,0.6489658,1.0287912,0.6432369,1.1579953,1.2997123,1.3390403,0.9556258,0.6934344,0.55552596,0.6810628,0.915464,0.8454319,1.2913485,1.0540504,1.1957244,1.1586717,0.5302721,1.264879
flower,1.063965,0.659754,1.1073253,1.2671292,0.8483062,0.7914841,0.7497287,1.0153995,1.2736938,1.1919204,1.4127158,0.84965855,1.314536,1.2491744,0.9539632,1.3647168,1.1572046,1.0479727,0.6441773,0.8232447,1.0811955,0.94976,0.6990432,0.7753347,1.0121957,0.8373328,1.0649788,0.83581066,1.2587738,1.0487385,0.9902404,1.2211303,1.1045061,0.8721742,1.2905729,0.9800291,0.7566848,0.9806341,0.9222192,0.6550717,1.3424695,0.62151825,1.0926367,1.1003731,0.8937135,1.1210382,1.1874988,1.2342422,1.048468,1.0582052,0.8116623,1.175745,1.017311,1.2448504,0.95405,1.0762897,0.9013285,0.0,0.8858187,0.797817,0.8231795,1.088088,1.0183454,0.9715593,1.1624161,0.7151145,1.1915759,0.98021233,1.111744,0.834159,1.0344231,1.0191151,1.2314343,0.6589025,1.3662845,0.7280806,0.96229637,0.8296189,1.1905481,0.9696545,0.93288547,1.2089283,0.85342777,1.065947,0.94458234,0.79997987,0.8748947,0.9434307,0.8508034,0.807853,1.2451026,1.0801816,1.3310168,1.288763,1.1949939,0.67956406,0.7261659,0.8714707,1.0701122,0.9716162,0.5303123,0.85008603,1.1194265,0.8063962,0.721784,0.96424395,0.83371186,0.81623024,0.40244907,1.0697343,0.82220846,1.0524468,0.6593525,1.3222685,1.1328648,1.265516,0.66894364,1.2454419,1.2739658,1.3295414,0.82208467,0.7875378,1.0192795,1.0092245,0.6327824,0.845155,1.1201764,0.7016611,1.199614,1.2709228,1.186162,0.85366625,0.9060543,0.8068727,0.723719,0.84656644,0.6553499,1.0866482,1.07359,1.0513551,0.8746852,0.70564187,1.1468874
foot,1.2837992,0.54195744,0.88081783,0.93642324,0.8460598,0.90846056,0.8420253,1.4196459,1.2938776,1.0835991,1.4293634,0.7367695,1.3622491,1.0878314,1.1421086,1.3726313,1.1733844,1.2981658,0.9104701,1.1521702,1.2631979,0.73550576,0.8930454,1.1870031,1.0390662,0.9438746,1.114152,0.4959278,1.1165855,1.0151026,1.2153138,1.4091879,1.1987983,0.72307706,1.2586002,1.0900936,0.8332753,1.2543905,0.7844878,0.53123754,1.4769499,0.91924554,1.3857551,1.1137058,0.971235,1.3539281,0.9045317,1.0542632,1.0670413,0.38737524,0.6120848,1.1818516,0.41985708,1.0569489,0.24977088,1.2265204,0.6371449,0.8858187,0.0,1.0974721,0.9979514,1.4540886,0.4536208,0.7867888,1.0316514,0.8960912,0.87455845,0.8025491,0.71074533,0.7150309,1.0789849,1.1602826,1.0998436,1.1627598,1.1421957,0.96219105,1.2743273,0.97162944,1.1719923,1.2082657,1.2071706,1.1164255,1.0198237,0.44289315,1.166008,0.404841,1.0899651,1.0013673,0.5213487,0.6321211,1.4046831,1.2553339,1.099707,0.9400237,1.3444637,0.5756122,0.54257417,0.90548325,0.70019805,1.2211142,1.2682918,1.1912239,1.177173,0.37748623,0.61994606,1.1570606,1.0037187,1.3059285,1.0783395,1.259561,1.1174672,0.81825835,0.9159476,1.1072557,1.1017337,0.8555932,0.53100115,1.3761652,1.3420944,1.2188127,0.3823043,0.72973335,0.70075995,1.2545569,0.73854536,0.75899076,1.0997627,0.66423285,1.1577497,1.1345452,1.4222546,1.1355761,0.06624144,0.29774946,0.6515625,1.1008726,0.8731866,1.4756062,1.2259474,1.2001748,1.1065861,0.41569704,1.3623458
fork,1.2762922,0.86861014,1.1369847,1.2157197,0.99442554,0.8698037,0.74431765,0.7776097,0.98345727,1.3065338,1.3089032,0.84919107,1.0608734,1.1685048,1.1467685,1.333286,1.0447086,0.9540055,0.6566387,0.4741249,1.0610518,0.77222055,1.0371228,0.7327505,1.0153152,0.6948751,1.2320032,0.85127723,1.3536487,1.0268153,0.8004247,1.1058655,1.1461116,0.82555383,1.0303828,0.7343742,0.76182216,0.8940064,0.8304515,0.7234212,1.3087124,0.6851083,0.91596055,1.239037,1.1406434,1.1379466,1.0859197,1.2495196,1.2150578,1.2965109,0.791093,1.1790082,1.2186614,1.3095732,1.1169295,1.1887094,0.98469466,0.797817,1.0974721,0.0,1.1218175,1.1538558,1.0627457,0.89462405,1.2141576,0.89306515,1.2843404,0.8186039,1.1091931,0.9180088,1.022568,0.7644603,1.346354,0.73614347,1.3911854,0.13127148,0.878811,0.63245904,1.1879927,0.88859165,0.9216257,1.4454337,1.1762953,1.2323182,0.8457344,0.93759245,0.7049955,0.94229305,1.0029327,0.8369,0.97784764,1.153908,1.4270287,1.3808179,0.9761042,0.46980894,0.50246394,0.9939915,1.121514,0.9079114,0.95711017,0.427971,1.0355216,0.9520812,0.81694114,0.86343515,0.61623424,0.76368123,0.8090665,1.161299,0.9172035,0.9669276,0.5736052,1.353521,0.97476596,1.3458729,0.6762332,1.1889836,0.9168737,1.3512365,0.9069868,0.71539354,1.1679456,0.80350995,0.28108507,0.7667339,1.1268313,0.76260877,1.2965717,1.3611726,1.0452334,0.62178636,1.0888176,1.0202572,0.60250556,0.82431716,0.953092,0.7357798,1.0690567,1.1991652,0.8222889,0.8076391,1.2098441
frog,0.36766762,0.874315,1.1359847,1.261123,0.73995566,0.99054503,0.70265377,1.1646407,1.2423806,1.0725733,1.1742477,1.0402313,1.3346373,1.0488296,0.32585597,1.0904135,0.8461753,0.84009993,1.2265283,1.1903843,0.92531055,0.9218177,0.87771654,1.2352568,0.744205,1.2579929,1.0023946,0.94618094,1.1092354,1.3388801,1.1047858,1.3160985,1.1628036,1.1480582,1.2121605,0.8561585,0.8964662,1.2170862,0.8006029,0.94309944,1.2387305,1.1530808,0.96819687,0.5520647,0.5124305,1.3434684,1.0743548,1.1430628,0.39933634,0.9384903,0.9887546,1.159938,0.97183686,0.96587265,1.0290987,0.88794154,0.7944621,0.8231795,0.9979514,1.1218175,0.0,1.1606847,0.97487795,0.97445637,1.0622915,0.67144775,1.1085062,0.9170661,1.070982,0.8982146,0.5511985,1.14674,1.198713,1.04456,1.2249541,1.1467057,1.3407409,1.1243753,0.9688674,0.896241,1.2420933,0.8133835,0.76015604,0.97022665,0.8221357,1.0527195,1.0543519,1.0410751,1.0211221,0.9282919,1.2962153,0.87263674,1.1005075,1.2666712,1.0334789,1.0156614,1.025773,0.7295904,1.097914,0.7370137,0.9801263,1.0159278,0.7144233,1.049719,0.98558456,1.1175874,1.1922174,1.2716017,0.5780413,0.9576062,0.715323,0.99880236,1.0326715,1.1964273,0.839795,1.2019747,1.0328053,1.249021,1.2465556,1.1358967,0.7319324,0.86441165,1.0394326,0.8988416,0.9917179,1.0488155,0.9077849,0.9503488,0.8972652,1.1399426,1.2162993,0.9866334,1.0194628,0.840693,1.1122094,1.1221082,0.47148722,1.0655495,1.1554078,1.0309198,1.1714916,1.025989,1.2490288
glass,0.7792814,1.4986284,0.93023527,0.85334057,1.2991332,1.276,1.4295855,0.75955886,0.7169916,0.93556994,0.58886546,1.3263243,0.7694924,0.9269053,1.0133069,0.6479004,0.8817034,0.85658,1.0137517,1.1111511,0.75314784,1.4696794,1.0002863,0.72926885,0.9456412,1.0743437,0.7774552,1.4503636,0.8947542,0.92907333,0.97410244,0.5859462,0.79719585,1.251388,0.7001687,1.2150766,1.4079325,0.7961163,1.3476387,1.4884312,0.38282347,0.9803219,0.85416955,0.9944375,1.0348245,0.599808,0.96279037,0.7722162,1.0849566,1.1640207,1.4956158,0.8822839,1.3262545,0.7920307,1.3337061,0.8321117,1.2624905,1.088088,1.4540886,1.1538558,1.1606847,0.0,1.2076805,1.079809,1.0794029,1.2055783,0.8987251,1.3331841,0.9849808,1.2872176,1.0899327,1.1711156,0.7611041,0.931151,0.6925227,1.2747396,0.6470888,1.2249069,0.80019563,1.1291524,0.88566184,0.7478385,0.90632993,1.2001786,1.0794301,1.4775934,1.0706303,1.010106,1.3529212,1.5156909,0.6275908,0.94179666,0.6969693,0.8306741,0.72582424,1.4632391,1.4722018,1.1398315,1.1802903,0.8934595,0.69391775,1.1373422,1.0307983,1.4804,1.438287,0.8015424,1.0096936,0.73605996,1.0644834,0.74584836,0.90911734,1.1682531,1.2016261,0.7266085,0.8813486,0.8833323,1.395915,0.5334295,0.66540855,0.7513625,1.4765565,1.3840518,1.1225307,0.84508336,1.3877891,1.1741118,0.8994894,1.4153619,0.69883496,0.7299691,0.5462142,1.1668973,1.4883335,1.483247,1.2664812,1.0165586,1.2625058,0.7936727,0.88708264,0.7158461,0.8657916,1.4779719,0.49652028
glasses,1.2251558,0.7791624,0.8936439,1.0143453,0.89361143,1.0357474,1.0203958,1.3699572,1.2038417,1.0013564,1.2448089,0.94554615,1.2936523,1.0124884,1.0148379,1.221075,1.1154546,1.2084136,1.0628574,1.2011355,1.2329168,0.9635341,1.0236291,1.235483,1.0345697,1.1097902,1.0348697,0.7223191,1.0633209,1.1301527,1.1218178,1.211671,0.97301567,0.8473138,1.1839585,1.0898712,0.9579233,1.1989735,1.0069373,0.7866492,1.2959948,1.0871724,1.2930069,1.0565026,0.9871817,1.1759584,0.96929413,0.9162948,0.91845965,0.46401596,0.83529377,1.0797055,0.5407274,0.7480339,0.5246283,1.1303221,0.9435927,1.0183454,0.4536208,1.0627457,0.97487795,1.2076805,0.0,0.93897396,1.0265383,0.99518996,0.6427418,0.9192968,0.7994906,0.716355,1.0420905,1.1013882,0.9638181,1.2056085,1.0431519,1.0431135,1.1958351,0.9952286,1.0490496,1.2386733,1.2151475,1.1044208,0.9890342,0.51449895,1.1169498,0.5828769,1.2325019,0.9847008,0.59975404,0.8322341,1.259107,1.1009549,1.060224,1.0315613,1.2389159,0.769915,0.73278224,1.0236961,0.97130334,1.0992916,1.2253487,1.174598,1.0793757,0.6513803,0.814601,1.0996401,1.0379096,1.2763293,1.1436316,1.141576,1.0590825,0.9328298,0.9264678,1.0287795,1.0829967,0.9497068,0.8886841,1.2264771,1.2866882,1.0302712,0.6345574,1.0470066,0.99704236,1.1595638,0.9161539,1.017314,0.98273253,0.87734663,1.0916684,0.96332586,1.206718,1.0778679,0.38067454,0.45815182,0.9098583,1.204073,0.9811985,1.354794,1.1205333,1.0383348,1.114381,0.65140784,1.1726848
