,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hair,0.8937959,1.0183414,1.1561029,0.7511034,1.1663625,1.2498807,0.96325326,1.3072898,1.0164104,1.0288087,0.788066,1.2317134,1.0647501,0.9754364,1.0636755,0.90387213,0.9604101,0.9988736,1.1995406,1.2522628,1.0790876,1.0203596,1.2094622,1.2888966,0.99135154,1.2659805,1.1664983,0.91393596,1.0729327,1.1243389,1.2137613,1.0299907,1.0010698,1.0324237,1.021713,0.8342215,0.97105044,1.2804537,0.9282485,1.282876,1.0646076,0.914284,0.92398125,0.99556637,1.1010482,0.7586566,0.87172675,1.1367472,1.038563,0.9855819,0.14382184,0.9630107,1.2565343,1.1562121,0.9462524,1.2884948,1.0338959,0.91458976,1.0189971,1.1625946,1.1768045,0.0,0.8252115,0.6731055,1.1276977,1.1366645,0.7923895,1.0796152,0.89701945,1.1580539,1.1512357,1.223063,0.7745988,0.9308305,0.7815879,0.91194105,1.0889125,1.3519142,1.0171956,0.81156445,1.1615102,1.05251,1.0138953,0.79716545,0.8474285,0.8880841,1.2556669,1.2394613,0.8589945,0.9263239,1.2275838,0.92007464,1.0571557,1.3115208,0.9847032,1.0778307,1.1085852,1.1606919,1.1168194,0.96905977,1.1412511,0.97903264,0.8294562,0.89330494,0.63961613,1.0931067,0.928866,1.0138464,1.1378506,0.7136261,1.2085905,1.0421984,1.264368,1.1369593,1.1857708,1.1477078,1.1050394,0.95812434,0.58993316,0.8805261,1.2389615,0.9933662,1.0127661,0.98637295,1.3546075,1.158674,1.0588481,1.0243804,1.155898,1.1400232,1.1498914
hand,0.8344525,0.7624428,1.1892157,0.44487453,1.2617587,1.2901387,0.6555724,1.355907,0.97622144,1.0282534,0.97062325,1.2654152,1.0455227,0.75025916,1.2308958,0.86452615,1.0733666,1.0346007,1.3980896,1.2711741,1.1518986,0.80877364,1.190471,1.2630259,1.215872,1.3310894,1.4372634,0.8834455,1.1118507,1.2161195,1.4212731,1.136388,0.76755047,1.0736121,0.98068553,1.0376625,0.69708776,1.3147542,1.0323073,1.3745422,0.94823897,1.017781,0.8493702,1.1210065,1.0407043,0.92439413,0.7563157,1.1512626,0.99506855,1.058183,0.7773341,0.4487847,1.2827806,1.3918695,0.7440934,1.2162502,1.1151599,1.1429381,1.0447184,0.75441283,0.86408854,0.8252115,0.0,1.1741643,1.1508269,0.9932301,1.0086582,1.0924126,0.7432486,0.81219506,1.2904477,1.3336185,0.6750625,0.46166182,0.62289363,0.78922254,1.1429473,1.3333988,0.8150935,0.77710897,1.2846286,1.0838685,1.058141,0.7486837,0.7779833,0.8747995,1.1946489,0.9876435,0.82703567,0.85852456,1.2571025,0.96277463,1.243898,1.3110112,0.9036899,1.0848004,1.0199566,1.2500775,1.0585723,1.0885715,1.2809427,0.94276446,0.653623,0.6383042,0.812157,0.9710867,0.69979215,1.1783109,0.9671358,1.04201,1.2810477,1.0642842,1.1331304,0.76372296,0.9280101,1.016425,1.0065914,1.0304036,0.8245776,0.92669344,1.2030685,0.7846105,1.0731761,0.58395857,1.3235104,1.2451093,0.9223854,1.0022968,1.3132851,1.2634611,1.3351679
hat,1.4473964,0.64962494,0.5927952,1.3867507,0.5736492,0.6966449,1.1209683,0.6557802,1.5758727,1.1975949,1.4953384,0.6170821,1.4072738,1.2780733,0.9090708,1.4538763,1.1402024,1.1747905,0.6173264,0.83215076,1.0877118,0.9631763,0.9198894,0.8248954,0.75972927,0.87214077,0.74999124,0.8954222,1.1228479,1.2433602,0.5851227,1.1695381,1.0209812,1.367921,1.1980476,1.3591685,1.3335787,0.5303495,1.4446263,0.63263863,1.2007663,1.0958384,1.0494051,1.2381132,1.3051703,1.1577741,0.5618329,0.54707325,1.212899,0.5985299,0.802474,0.6939194,0.6505566,0.72097015,0.935543,0.7502986,0.9455982,1.2464753,0.37415183,0.8280426,0.9401738,0.6731055,1.1741643,0.0,0.94162446,1.2732599,1.2778989,1.0237435,1.3456728,1.2115576,0.98964787,0.860407,1.2170136,1.3321623,0.88927436,0.95135635,0.44735146,0.762233,0.58958733,0.5070602,0.52308244,1.242087,1.2312559,1.3914211,1.1998292,1.4413365,0.6068007,0.68675065,0.93071073,1.1099343,0.8244475,1.2129309,0.94298136,0.61442864,1.0611099,0.895514,1.1089953,0.88820994,0.64875877,1.292426,0.5695659,1.2838787,1.0481116,1.3213236,1.2614443,0.8254724,1.1754324,1.1823575,1.435646,1.2695558,0.42062992,1.2622724,0.9069174,0.94531316,0.77846265,1.2086148,0.8140445,1.3458185,1.2120827,1.5644665,0.7961845,0.43800402,0.72181374,1.379138,0.82342386,0.8234714,1.2050115,1.1977872,1.0360748,0.64038,0.81090623
horse,0.93318605,0.93582195,0.9970448,1.1978219,0.9925723,1.0031042,1.108213,0.8915394,1.2156856,1.11116,1.168259,0.94569737,1.074632,1.1274414,0.7723757,1.1131209,0.9849929,0.8910376,0.98129123,1.0025657,0.93978894,0.9930811,0.97593015,0.95152164,0.7544044,0.99372524,0.99957055,0.96511626,1.0966555,0.9646577,0.9609191,1.0093943,1.11086,1.1299568,1.1168716,1.1013491,1.0516906,0.945696,1.1018908,0.96705055,1.0665548,0.7134219,0.78813565,1.0769112,1.0848674,1.0304745,1.0037621,0.9253527,1.1773504,0.96845955,1.1640942,0.9945175,0.8914008,0.96295506,1.0562978,1.0011526,0.64565957,1.0785872,1.0025635,0.941403,0.92898554,1.1276977,1.1508269,0.94162446,0.0,1.0034848,0.9992796,1.0026847,1.1437131,1.0384116,0.9441989,0.9989335,1.0607288,1.0773352,1.0985005,0.9994237,1.0461098,0.8846913,1.0298707,1.0740885,0.9149886,0.9404597,1.0673441,1.1782875,1.0859499,1.0883688,0.94566965,1.0258948,0.80097413,0.73195314,0.97331035,0.98453635,0.9416808,0.9431257,0.79221857,0.9634986,0.8848737,0.8802439,1.0152946,1.1861539,0.69720733,1.1484277,1.0748003,1.2006665,1.1696929,0.8719625,1.0435269,1.1814969,1.2169844,1.1732429,0.9648187,1.1822339,0.85751903,0.99537843,0.9127316,1.0217702,0.97729987,0.981962,1.1301905,1.1717091,0.9389994,0.9790954,1.0655748,1.1874933,0.8984872,0.8770776,0.9304682,1.072424,1.0363293,1.0446696,0.95875794
hose,0.88119894,1.1554618,1.1981705,0.9898466,1.1255542,1.1775181,0.83839405,1.0523146,0.7954427,1.1380243,0.8960656,1.2101204,0.858091,1.1115875,0.9462739,0.9995278,0.66384876,0.7920928,1.1462169,0.87499994,0.8885237,0.9665425,0.7372746,0.85831004,0.86149365,0.980376,1.0788903,1.114651,1.1358466,0.6694735,1.0335038,0.856979,1.2352321,0.79225063,0.9358856,0.9657467,0.91551286,1.0981516,0.5893421,1.0534322,0.95073295,0.9318968,0.71711814,0.89636594,0.84884477,1.0393748,1.1910006,1.1920044,1.1105516,1.2883314,1.2013636,1.1999116,1.2023844,1.0825953,1.0575067,0.99785554,0.9411051,0.89360315,1.2631748,1.0811301,0.84547436,1.1366645,0.9932301,1.2732599,1.0034848,0.0,1.0944939,0.9837608,1.1122583,0.8790951,0.76936466,0.9255851,1.0321692,0.95207596,1.1147497,1.0083221,1.3512608,1.1450603,1.2429527,1.2501479,1.2189449,0.97361887,1.0958256,1.07008,1.2096107,0.8305416,1.0868503,0.93966466,1.0117205,0.9196526,1.2199109,0.85524106,0.8356734,1.0187236,0.9400823,1.0640086,0.6686289,1.0275809,1.2013451,0.9082166,1.0431255,1.1223592,1.11306,0.7060756,1.1603554,1.0295603,1.1772735,1.0055629,0.88129044,0.8927587,1.2840753,1.0131338,0.95902616,1.0674205,0.91615,0.7219599,1.0887134,0.6143016,1.1161257,0.74224013,0.8961707,1.323642,1.2561375,0.634701,1.1308942,0.7047572,0.82393736,1.0077894,0.74808455,1.2169999,1.0108879
jacket,0.41085595,1.2763883,1.3420815,0.7270796,1.3115711,1.3767291,0.99474937,1.4017067,0.7255058,0.44812596,0.52027166,1.3054907,0.9094146,0.7938859,0.97346175,0.5593136,0.8877051,0.93914807,1.3406471,1.3504468,1.1084383,1.0449014,1.3078454,1.4031049,1.1304896,1.38133,1.2581347,1.156476,0.86778224,1.1069869,1.3431016,1.1680608,0.7739425,1.051138,0.9363581,0.738162,0.8420744,1.4582736,0.870015,1.4351029,1.0627991,0.77400434,0.89297986,1.0965655,1.0523384,0.59428823,1.1601225,1.3242161,0.6556979,1.1812413,0.7956213,1.2771701,1.4034324,1.2844574,1.0179892,1.3491342,0.8581539,0.7942046,1.386621,1.0483475,1.2943528,0.7923895,1.0086582,1.2778989,0.9992796,1.0944939,0.0,1.1602525,0.49480557,1.201492,1.2809178,1.3490477,0.851691,0.58525944,1.1040109,1.0361362,1.3032861,1.3558694,1.2929249,1.1753522,1.2798128,1.0062695,0.44818413,0.44548714,0.5978985,0.7523457,1.4291131,1.4234798,0.9929686,0.6572006,1.2992027,0.67749655,1.2003893,1.4497671,0.9894875,1.2351421,1.0274477,1.2450325,1.2350463,0.9718381,1.269045,0.73022044,0.8525197,0.887057,0.35343528,1.1107911,0.71126,0.909809,0.99493587,0.59676886,1.3817596,0.7794727,1.374651,1.1205852,1.3878099,1.1445129,1.2323817,0.9214983,0.40934145,0.637568,1.3301948,1.3332117,1.1523539,0.9200189,1.3179811,1.1271119,1.0410097,0.85227406,1.2369683,1.2890382,1.2601299
jar,1.1005157,1.1234599,0.81192327,1.0752224,0.73156023,0.80888003,1.0686018,0.98193085,1.0874914,1.1239569,1.190497,1.0727681,1.2927083,0.9338335,0.875343,1.186604,0.83958906,0.92947525,0.6692497,0.5509235,0.74031615,1.0608287,1.017734,0.5681704,0.88508755,0.7790451,0.90913653,1.0871639,1.1396458,1.103614,0.789578,0.82593524,1.2111197,0.8311721,1.0780321,1.172012,1.0436237,1.0183518,1.0997189,0.62268037,0.84894866,1.0161084,0.8938148,0.9709056,1.0270113,1.1441263,1.2079872,0.992333,1.156038,0.9612875,1.0920154,1.1366733,1.1204439,0.75809276,1.0077274,1.0290504,0.97762465,1.0857131,1.1006753,1.0952091,1.003859,1.0796152,1.0924126,1.0237435,1.0026847,0.9837608,1.1602525,0.0,1.2686021,1.1550586,0.96869355,0.6795113,1.1669183,1.1239661,1.1133858,1.1481607,1.0276378,1.0008641,1.1881006,1.0068533,1.0176966,0.93683434,1.0502551,1.1968986,1.3064405,0.9883163,1.1026701,1.1033167,1.1693804,1.0948898,1.0578042,1.1203364,0.7791577,0.77557504,0.91501445,0.65972984,1.0087951,0.9295858,0.94812405,1.0436155,0.94350845,1.0312806,1.2439209,1.1477218,1.1553025,0.9831209,1.243542,1.0786,0.9965701,1.168843,1.0422958,1.0709033,0.7720614,1.0758113,0.9745198,0.90341324,0.929392,0.99861056,1.1599219,0.98953754,0.6721965,1.1041695,1.1470509,1.1661236,1.0634718,0.78714037,0.85727096,0.98450446,0.9753643,0.940248,0.9260104
jeans,0.5669,1.0942285,1.408052,0.49453354,1.4578485,1.4524398,0.95934695,1.4117305,0.5711433,0.65143543,0.3958099,1.2403522,0.6433728,0.76365554,1.3053883,0.27267724,1.1201766,1.0496792,1.5091672,1.4527811,1.2128278,1.0018834,1.3112335,1.4624897,1.3617985,1.4513831,1.3481839,1.0777699,0.9090114,1.0189261,1.5221503,1.203747,0.67541695,0.9855483,0.83079374,0.650509,0.7320108,1.4888868,0.8520371,1.5569991,1.0149083,0.99794424,1.071366,1.0883936,0.9289217,0.4207965,1.0772551,1.3639811,0.6471243,1.1648146,0.8051364,1.1020256,1.3960397,1.4733377,0.9456517,1.229429,1.1878896,0.8477076,1.3065054,0.92432684,1.2869779,0.89701945,0.7432486,1.3456728,1.1437131,1.1122583,0.49480557,1.2686021,0.0,0.8656425,1.3276192,1.5435796,0.5592122,0.5678302,0.9580798,0.96814185,1.358088,1.2488977,1.1813186,1.206511,1.3785886,1.0502087,0.756864,0.17483515,0.1365037,0.7336004,1.4030637,1.3437631,0.860664,0.96323955,1.1882218,0.7689849,1.3218725,1.5187811,1.0993593,1.2455795,0.85615134,1.3198237,1.1919854,0.97466636,1.3111684,0.6776447,0.6354181,0.7316505,0.40458584,0.92102885,0.24281073,0.9622423,0.7751994,0.5497658,1.4213457,0.87947655,1.4793969,0.8433604,1.3138392,1.1448234,1.2365792,0.96424955,0.38757563,0.62339866,1.4092864,1.2742485,1.1445616,0.7644712,1.1655679,1.4341555,1.0622534,0.8856821,1.2146144,1.3665838,1.3640037
knife,1.0617906,1.0030392,1.2246162,0.8077757,1.3446054,1.2213358,1.1618602,0.89857423,0.7697612,1.1029056,1.0128318,0.8781171,0.6188554,0.986095,1.2305886,0.99406326,1.1626238,1.0442861,1.2322353,1.1438404,0.9693221,0.8569948,0.8583275,1.0172564,1.2328558,0.8236823,1.068616,0.93696094,0.8613609,0.69619334,1.1152598,0.84799504,1.0256938,0.79601747,0.7837416,0.8577303,0.8438592,1.0435147,0.89170814,1.1872625,1.0990132,1.1155379,1.2219036,0.736102,0.62287945,0.962514,1.014571,1.1781265,1.0133706,1.1476526,1.1655045,0.9579791,0.98647517,1.2131332,1.0882207,0.85060424,1.2319329,1.0641712,0.92698145,1.0581914,1.0532544,1.1580539,0.81219506,1.2115576,1.0384116,0.8790951,1.201492,1.1550586,0.8656425,0.0,0.88599837,1.0417811,0.8241677,1.0176595,0.9904242,0.9103879,1.2237133,0.88759744,0.9012222,1.2004167,1.2309366,0.71536934,1.1652789,1.0004587,0.7911471,0.9741895,0.8490579,0.6986061,0.7300241,0.9528969,0.8179818,1.030371,1.0796075,1.007348,1.156845,1.1302239,0.813604,0.82797676,1.0471759,0.728344,1.0567567,1.0031773,0.8395076,0.8520926,1.0504112,0.979784,0.66962564,0.9633797,0.64644843,1.2494211,1.090622,1.0374825,1.0383123,0.8676354,0.84849715,0.7337967,1.1394136,0.95020604,1.094857,0.89267313,1.1989571,1.0905856,1.0647247,0.79476345,0.86185,1.4235029,0.8192297,1.1405778,0.6862717,1.1290116,0.9922476
ladder,1.2812967,1.168889,1.0096399,1.2253863,1.0195835,0.9941351,1.2853118,0.7764919,1.0522858,1.1838671,1.0635865,0.81854486,0.8855852,1.2017186,0.93801594,1.2074234,1.0696394,0.9636064,0.75137186,0.9275402,0.85835123,1.1498073,0.49508166,0.74942166,0.9132808,0.55243134,0.6408229,1.0757262,1.0204293,0.42898297,0.6607952,0.56909066,1.1822987,0.79507935,1.119875,0.92984164,1.2485535,0.8409451,0.653545,0.81791556,1.124845,1.1301005,1.0906245,0.53958935,0.8900754,1.1533478,1.1328642,1.0931957,1.095397,1.1358802,1.2198946,1.1685305,0.89825714,0.6841363,1.0261575,0.78821087,1.1015809,0.9711378,1.0279158,1.1560433,1.1276779,1.1512357,1.2904477,0.98964787,0.9441989,0.76936466,1.2809178,0.96869355,1.3276192,0.88599837,0.0,0.54604334,1.2160584,1.3646848,1.2296898,1.2124285,1.1005207,0.6317332,1.103806,1.2744532,1.0263683,0.833803,1.1863439,1.2711099,1.2756363,1.0700587,0.86098325,0.870327,1.1563448,1.1809201,0.75717986,1.1485405,0.61766106,0.8647944,1.0798261,1.0980219,0.8918728,0.72781575,1.1668056,0.58363175,0.8035041,1.0628655,1.1306429,1.1622348,1.2277141,0.9805448,1.257298,0.76306474,1.0239075,1.0589546,0.97328436,0.9796648,0.85646605,1.1050148,0.85150814,0.8411697,1.0920604,0.75184476,1.2915998,0.9961359,0.9970498,1.122717,1.1367592,1.1247995,0.6758234,0.94494,0.9216554,1.0606132,0.38060737,0.90369457,0.6053098
lamp,1.4490284,1.110388,0.7316065,1.3497112,0.65855956,0.6251597,1.2714199,0.66522574,1.3011875,1.1749743,1.362986,0.7667413,1.2918422,1.2704115,0.83535135,1.4494072,1.0858679,1.0871391,0.4266302,0.63468295,0.9041928,1.2481084,0.5421644,0.57084095,0.7478571,0.50885594,0.6234304,1.0076107,1.003952,0.8153658,0.3403738,0.7268128,1.2277039,0.9800117,1.2062495,1.1870955,1.3219643,0.590378,1.0754194,0.5155137,1.0253847,1.2160561,1.1351986,0.74243844,1.0993459,1.3292058,1.182446,0.84048474,1.1200644,0.91348946,1.3105924,1.1121035,0.72328365,0.30629694,1.0323044,0.6515646,1.042862,1.1193769,0.80206263,1.1944263,1.0653982,1.223063,1.3336185,0.860407,0.9989335,0.9255851,1.3490477,0.6795113,1.5435796,1.0417811,0.54604334,0.0,1.3751872,1.4820614,1.2560582,1.3197446,0.8024094,0.55904496,0.9508921,1.0593808,0.80662394,0.9517272,1.127484,1.4970658,1.5169823,1.2444133,0.60965306,0.6557301,1.24628,1.2565248,0.6427698,1.3044901,0.513464,0.5566397,1.0687113,0.9364833,1.0081222,0.7318652,0.8690696,0.81920457,0.7197771,1.1089957,1.3321952,1.3185251,1.4088917,1.0484419,1.5030695,0.85815334,1.0796361,1.29107,0.6961187,0.97950315,0.645896,1.1294019,0.70778227,0.8088523,0.93975836,1.0040241,1.4314868,1.2389355,0.7353667,0.9266806,1.0214355,1.1722723,0.6543585,0.7824869,1.0483658,1.0872,0.44245142,0.6386441,0.5216179
leg,0.74596024,1.0319374,1.3182268,0.47276276,1.3755687,1.3999916,0.9216024,1.2870395,0.77830374,1.0518627,0.63537997,1.3016908,0.72814226,0.96383435,1.1856825,0.6720449,0.99705136,1.0880413,1.3679307,1.302305,1.078044,0.9915189,1.2402213,1.2969992,1.238781,1.2625923,1.3011827,0.9055286,1.1748152,0.9258346,1.4495894,1.0059202,1.0068183,0.92589664,0.9412975,0.64509046,0.7923542,1.3752396,0.8103882,1.392169,1.1117148,0.93444145,0.9603466,0.94410366,0.85919523,0.6710889,0.9822714,1.2225335,1.0376898,1.0571878,0.76048386,0.9216681,1.3422384,1.3529816,0.78636813,1.3427585,1.1303934,0.9143898,1.214804,0.995479,1.1596882,0.7745988,0.6750625,1.2170136,1.0607288,1.0321692,0.851691,1.1669183,0.5592122,0.8241677,1.2160584,1.3751872,0.0,0.7537397,0.8389126,0.8656126,1.2482284,1.299455,1.109431,1.0421389,1.2906617,0.9194848,1.0148064,0.6273651,0.48607486,0.8882317,1.305002,1.1615164,0.78359354,0.82025874,1.201201,0.9108448,1.1749104,1.4504969,0.946129,1.1218257,1.0402929,1.1891726,1.1610953,0.92769724,1.2832897,0.8712641,0.75859064,0.6934522,0.70101,0.90953696,0.5418625,1.0649474,0.97435826,0.78201133,1.3029,1.0562333,1.288839,0.8717563,1.2121564,0.9513475,1.1939261,0.8448595,0.6729614,0.67794544,1.2592366,1.0504298,1.110579,0.78773946,1.2659366,1.2981501,1.0528919,1.058847,1.082829,1.2782288,1.3021282
mitten,0.32827806,1.0781581,1.3296604,0.6146554,1.332697,1.4246542,0.60150266,1.3460859,0.73789114,0.75522506,0.7251564,1.4291837,0.9095541,0.59568214,0.8943622,0.5097828,0.88790673,0.9653761,1.4885256,1.2683332,1.1055462,0.7556453,1.3405998,1.293153,1.2153828,1.5036181,1.447763,1.0426568,1.1304044,1.136621,1.512589,1.2288588,0.95067346,0.96118927,0.8314749,0.87545335,0.5208858,1.5427492,0.89813185,1.4587731,0.8017843,0.6903516,0.5597746,1.276539,1.0592616,0.8124453,1.0088586,1.3249162,0.8875231,1.2347349,0.85456526,1.0052097,1.3950709,1.4646499,0.83957887,1.3155237,0.74471337,1.0273471,1.3981365,0.41804767,0.88466024,0.9308305,0.46166182,1.3321623,1.0773352,0.95207596,0.58525944,1.1239661,0.5678302,1.0176595,1.3646848,1.4820614,0.7537397,0.0,0.9346644,0.7342893,1.3941312,1.3129948,1.2524581,1.0583761,1.3841693,1.0634791,0.70221686,0.5764206,0.73373926,0.7184482,1.4986136,1.3100054,0.8297186,0.61866933,1.3055884,0.84693515,1.2297428,1.4367615,0.8503459,1.1114666,0.888206,1.2319179,1.2394575,1.1917534,1.3272613,0.7329117,0.7782297,0.5428002,0.7389368,0.8125597,0.725101,1.2474777,0.86159927,0.80853,1.4717143,1.0541834,1.3322344,0.66644377,1.1394336,0.8990826,1.0880018,0.8524028,0.7278085,0.72868145,1.1619599,1.2180257,1.2820928,0.5540385,1.237539,0.9595197,0.91327626,0.9772738,1.366804,1.4560918,1.4625394
mouth,1.0322614,0.6536312,1.043164,0.934127,1.083066,1.1229534,0.8193912,1.2131114,1.1577721,1.0405334,1.1232687,1.1291621,1.1257871,1.0553273,1.2362901,1.0812471,1.0222764,1.1548892,1.2495004,1.1456952,1.2456352,0.7671201,1.0571215,1.2198846,1.0192671,1.3071915,1.2609875,0.9747861,1.0531008,1.3136866,1.2927544,1.2076633,0.7226567,1.1460661,1.0104116,1.1179577,0.8997707,1.0449008,1.1903526,1.2056108,1.0675995,0.9787948,1.0269877,1.2022748,1.0894592,1.0112072,0.53878546,0.9187577,1.0974174,0.75764716,0.70304626,0.55296147,1.0581251,1.2178937,0.8562912,1.0446666,1.0612551,1.0517894,0.65562415,1.0066074,0.87298506,0.7815879,0.62289363,0.88927436,1.0985005,1.1147497,1.1040109,1.1133858,0.9580798,0.9904242,1.2296898,1.2560582,0.8389126,0.9346644,0.0,0.80547374,0.8211299,1.2641925,0.5442571,0.505474,1.0376134,1.137857,1.0763638,0.9828713,0.91576606,1.0924547,0.9782757,0.9848015,0.8897093,0.96441925,1.262526,1.0164362,1.122839,1.1736859,0.95103365,0.94726634,1.1081018,1.221675,0.9918829,1.2049614,1.1397938,0.970063,0.7568693,0.8500022,0.96220815,0.98066825,0.9070611,1.1457853,1.1608071,1.0563631,0.98558325,1.1155477,1.145856,1.0240237,0.97021234,1.1469654,0.9765932,1.1957581,0.9885455,1.1934898,1.1272371,0.6855141,0.53045964,0.90579444,1.2482358,1.2397124,1.1062068,1.0379641,1.2909932,1.0646722,1.2330606
muffin,0.75549865,0.8057729,1.0038573,0.9421236,1.0692387,1.112972,0.8624955,1.0706253,1.109121,0.9373232,1.1007862,1.1447409,1.0944204,0.89297765,0.90101165,0.95652854,0.98772866,1.1768105,1.2408679,1.2029605,1.1597389,0.2401799,1.1008157,1.2146807,1.0533328,1.2539473,1.2293513,0.83867955,0.95895046,1.2178277,1.2632115,1.2122691,0.8976108,1.1548868,1.0486296,1.0816846,0.5241753,1.1114148,1.1181377,1.2177536,1.1325374,0.6451423,0.7507046,1.2119623,1.0466704,0.9445225,0.82855,0.88116837,1.0065861,1.0214374,0.91465294,0.8185133,0.9626806,1.2473241,1.0173242,1.0612117,0.87596124,1.0978615,0.9523384,0.6946903,0.9505241,0.91194105,0.78922254,0.95135635,0.9994237,1.0083221,1.0361362,1.1481607,0.96814185,0.9103879,1.2124285,1.3197446,0.8656126,0.7342893,0.80547374,0.0,0.952441,1.1088873,0.871956,0.88808465,0.9555254,1.1299392,0.99693125,1.0002682,0.924513,1.1016119,1.0540193,1.0506153,0.7127851,0.7163234,1.093277,0.96156067,1.1659963,1.1187713,0.9390005,0.9223329,1.0558528,1.0652215,0.9818156,1.2024585,1.0302612,0.9941543,0.7324939,0.9651845,0.97199225,0.9062089,0.83347225,1.1965306,1.133091,1.1452557,1.0179677,1.108045,1.1614641,0.89948493,1.0789684,0.9554883,0.88003343,1.142719,1.0127305,1.1350131,1.1347182,0.8377489,0.9286283,0.97946936,1.088329,1.1451881,1.1673214,1.1431149,1.2360804,1.1387177,1.2470095
nail,1.4910058,0.61457795,0.36404467,1.3319279,0.39198017,0.40113878,1.1357319,0.54626465,1.5203767,1.1219193,1.477506,0.56780416,1.3466448,1.2536924,1.0554411,1.4498912,1.2210542,1.2834063,0.432989,0.76954675,1.2043601,0.9970573,0.9504154,0.86849296,0.9691268,0.8754673,0.7618364,0.84916735,0.9787291,1.3898128,0.69074553,1.24495,0.87137544,1.4137336,1.266318,1.3977106,1.3031662,0.28778195,1.5524688,0.47228944,1.1445812,1.262103,1.3135743,1.2947268,1.3069977,1.3221458,0.6043862,0.45082754,1.1644661,0.51452476,1.0703775,0.50715643,0.47641098,0.6152059,0.9823171,0.7029762,1.1547316,1.1644495,0.28775585,0.9090163,0.86203885,1.0889125,1.1429473,0.44735146,1.0461098,1.3512608,1.3032861,1.0276378,1.358088,1.2237133,1.1005207,0.8024094,1.2482284,1.3941312,0.8211299,0.952441,0.0,0.770732,0.4111476,0.4017915,0.43599474,1.3173678,1.1813287,1.4315648,1.2453969,1.5185962,0.32144296,0.50546545,1.1301278,1.185466,0.7406647,1.2460324,1.0782117,0.62221915,1.1412646,0.93080306,1.3251721,0.93636453,0.5230875,1.3852322,0.7681834,1.2261775,1.1485245,1.3642033,1.3467617,1.05196,1.2350417,1.1102182,1.3543379,1.3173997,0.11916244,1.0575429,0.74225974,0.98425215,0.887476,1.2361827,0.6450143,1.4435344,1.318099,1.5898721,0.8217813,0.21025443,0.30274904,1.300426,0.81130487,0.9120775,1.34793,1.1441137,1.1055609,0.29503065,0.8789162
napkin,1.4844046,0.91856676,0.77736187,1.3781573,0.84239316,0.7013966,1.3656706,0.41392684,1.2818828,1.1291664,1.3889568,0.5670776,1.0395067,1.0473931,0.94613695,1.1665862,1.2402165,1.2150112,0.5866525,0.8242365,0.94214255,1.0302484,0.6011598,0.6454817,0.98558056,0.42932922,0.60065544,0.8985776,0.9821676,0.7389633,0.5599913,0.8231664,1.0504606,1.104756,1.1986613,1.1308416,1.2841343,0.5641651,1.192214,0.6086578,1.0888134,1.2590146,1.1559258,0.8537233,1.0629005,1.2071561,1.0022973,0.76475453,1.0437012,0.9312566,1.4344294,0.96610475,0.51361924,0.6664695,0.9459048,0.53405213,1.1627803,1.2193811,0.6827103,0.81785864,1.0801549,1.3519142,1.3333988,0.762233,0.8846913,1.1450603,1.3558694,1.0008641,1.2488977,0.88759744,0.6317332,0.55904496,1.299455,1.3129948,1.2641925,1.1088873,0.770732,0.0,0.7516815,1.0724833,0.7149178,1.0348259,1.183078,1.334604,1.1953859,1.3457608,0.5721759,0.6658559,1.1514084,1.2226396,0.2678126,1.3366904,0.8608792,0.595914,1.2193663,0.9785183,0.9865326,0.55790997,0.87516433,0.88043606,0.6376841,1.0392612,0.9785215,1.5042459,1.3047824,0.8404822,1.1397507,0.91036147,1.00662,1.4033017,0.596935,1.142267,0.72015655,0.8027539,0.7101267,0.90314984,0.96306735,1.0827845,1.3895254,1.4265413,0.86817575,0.7644031,0.9514959,1.3444926,0.028246284,1.0082312,1.165502,1.1913793,0.568755,0.72501904,0.6891174
