,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
necklace,1.4220269,0.47631598,0.42744434,1.1933326,0.65699744,0.77150655,1.0401762,1.0035723,1.5416732,1.3924319,1.5255787,0.38112324,1.4610778,1.190872,0.6164926,1.4077296,1.2333636,0.74364215,1.014586,1.0490571,0.58204764,0.7574786,0.90935105,0.9107318,0.6161516,0.9363077,0.8257385,0.90406656,1.199121,0.7032193,1.2424906,1.0675837,1.2732326,1.2865566,1.1916375,1.4225179,0.6684773,0.39112008,1.5086241,0.7461639,1.2091349,1.0612673,1.1282992,0.79641926,1.176071,0.6253346,0.7019795,1.0806681,0.66609585,1.1398457,0.41890264,0.5717174,0.7631378,1.1210802,0.6714723,1.3434495,1.4513245,0.16859114,1.1625111,0.8758468,1.048421,0.9290786,0.48605072,1.0987217,0.91356367,1.1231985,1.0988846,1.1756535,1.1194414,1.2834837,0.6321995,1.3499144,0.91754097,1.3782749,1.3003013,0.95202625,0.62184024,0.8295654,0.0,0.548313,1.0470159,1.1378582,1.0868345,1.1352133,1.1860931,1.4467949,0.41998386,0.41189194,0.96091914,0.7562048,1.0583235,1.1007005,0.837718,1.0276412,1.3381249,0.9530399,1.2179489,1.1146214,1.1934693,1.4397926,1.1272331,1.0991347,0.9761665,1.2417347,1.4202063,1.0069326,1.4369991,0.47070366,0.8947029,1.055648,0.7692622,1.0781782,0.9859508,0.9087468,0.8723886,1.2988497,1.0576081,1.588875,0.7093595,0.34641474,0.9022576,1.2343016,0.9186265,1.0677838,1.3699818,1.0488781,1.1172625,0.9734876,0.99566376,0.50434625,1.2640887
nose,1.4581456,0.80703837,0.39837772,1.2492815,0.56583303,0.6459135,1.1728164,1.1122344,1.4549316,1.198329,1.4366128,0.5842829,1.2808706,1.3172402,0.7602284,1.4142556,1.1440258,0.5571246,0.90419644,0.96759945,0.6795688,0.6225779,0.7719971,0.9892062,0.5304636,0.8115506,1.0211277,0.8617658,1.1417782,0.740046,1.0121274,1.1550255,1.0133014,1.2336968,1.2811339,1.2510912,0.9223037,0.5215462,1.3598742,0.5001204,1.2288941,1.0836328,0.8583392,0.8571086,1.3067374,0.97159773,0.7402679,1.1247452,0.9006074,1.1694264,0.6324172,0.6215873,0.54626405,1.2441598,0.5466107,1.355717,1.3599739,0.5637412,1.2934215,0.8729366,1.1247042,1.1842799,0.7253598,1.1569179,0.82940453,1.3497119,1.0420414,1.398625,1.2847564,1.2432588,0.5032886,1.2280314,0.83231616,1.4534638,1.1809726,0.9935619,0.6569866,0.78446627,0.548313,0.0,1.0858145,0.9092337,1.0050266,1.2516508,1.3840411,1.391011,0.48183686,0.49117303,1.0517806,0.5428356,1.110245,0.9677753,0.6953718,0.8858546,1.4387324,0.704677,1.051212,1.0162233,1.2500643,1.5184209,1.3098452,1.216683,1.1452777,1.3041416,1.2862501,0.74705386,1.3433383,0.49726033,0.70132375,1.1525581,0.9557579,1.1357553,0.8450702,1.0349888,0.741199,1.2051823,1.2533488,1.3848133,0.79802054,0.5292251,1.1280289,1.3486654,0.8145408,0.92475605,1.2044041,0.92605174,0.98849976,0.81859404,0.90089417,0.56482244,1.00723
orange,0.9353857,1.0201596,0.86177456,1.0043763,0.89314693,0.81847167,0.79116297,1.1114765,0.8767769,1.0035222,1.0570489,1.0783976,1.0628248,0.82168126,1.0574062,0.9700268,0.97055984,1.1265403,0.9172832,1.101749,0.90269804,1.1455853,1.0075265,1.0316657,1.1852969,1.0685198,0.8338296,0.8330182,1.1868963,1.0368071,1.1316987,1.0497607,1.0270796,0.90436894,0.9349069,1.1947832,1.0036408,1.0581659,1.0961381,1.0608292,1.0205607,1.0088447,1.0943391,1.0544701,1.14562,1.0538619,0.8910592,0.9538901,0.8846109,1.1403846,0.9090824,0.95112646,1.0974008,0.9425076,0.96329,0.95589054,0.9774467,1.129255,0.99494654,0.92001885,1.1363504,0.9066451,1.1729068,0.8846564,0.9452177,0.9999939,1.0892315,1.053017,1.0340594,1.0925825,1.0496508,1.0863649,1.1009247,0.9375967,1.1484562,1.0409387,0.885683,1.049439,1.0470159,1.0858145,0.0,1.016726,0.994589,0.89094317,1.0874164,0.8557856,1.1039287,1.0890177,0.8748535,1.1810535,1.0237703,1.103528,0.88834214,0.9831207,0.94525194,1.1022114,1.1475816,1.0437337,1.1548148,0.92787623,1.0456804,0.93090606,1.164043,1.0061132,1.03225,0.9269153,0.93958884,1.0959598,1.0241429,0.9028313,0.9845063,0.86944133,1.0145829,0.90283424,0.8879198,1.0774391,1.009321,1.021173,0.88523173,0.9841691,0.9286811,0.8789703,1.0557163,1.0253807,1.0800486,1.0117497,1.1105224,1.0824969,1.1415141,1.1056664,1.1403737
oven,1.1763158,0.9629056,1.0083075,1.1826293,0.7920151,0.9339813,1.2565143,0.8104378,0.9758778,0.984713,1.0962814,1.0511763,0.9097036,1.1617243,1.1623343,1.1386851,0.8288846,0.7136389,0.6115191,0.5538461,1.1136626,0.9080353,0.6364244,0.78828645,0.6424557,0.63827604,1.3200722,1.2445246,0.88121593,0.64819914,0.76432896,1.1546885,0.7477317,0.9172813,1.09003,0.99336344,1.3407357,0.94571286,0.90595394,0.76086485,1.17602,0.93332374,0.8292466,0.8333429,1.1722137,1.2960334,1.0310173,1.1991143,1.1059512,1.0932724,1.1766491,1.1309904,0.68254274,1.3161522,0.8108494,1.0500593,1.183732,1.156529,1.1733713,1.0379902,1.1289719,1.2966977,0.9876091,1.0381447,1.1560376,1.1863284,0.91034913,1.3268803,1.2827495,1.0962749,0.74426717,1.1284974,1.0924226,1.2417085,0.914798,1.2100995,1.0890841,0.91334736,1.1378582,0.9092337,1.016726,0.0,0.8995054,1.2100321,1.3206137,0.9899385,0.97428674,0.9499581,1.284498,0.9687029,1.240357,0.8975663,0.7442918,1.0622643,1.0256822,0.5344782,0.92200524,0.91469306,1.1709843,1.0801314,1.2059222,0.8948231,1.1974068,0.92607075,1.0628592,0.74920565,1.0145267,0.9163741,1.164378,0.941548,1.2843765,1.0410653,0.7312086,1.0955105,0.9707752,0.8171835,1.2346585,0.7936373,0.8024323,1.1719446,1.3143444,1.1125549,0.8364991,0.6612856,1.1000926,1.0077114,0.66140413,0.7235865,0.7553117,0.97311234,0.9559266
owl,0.98432183,1.0852215,1.0523677,1.196144,0.95006865,0.97314703,1.1359091,0.99280614,1.0879561,0.7353848,1.0950376,1.0451391,1.0579988,1.0660079,1.0675132,1.0875626,0.88454676,0.9878392,0.9712478,0.9162284,1.0173141,1.0466216,0.96085405,0.826025,1.0550818,0.86403054,1.1109262,1.0321486,1.1046509,0.9610574,0.9539807,1.0755775,0.9988457,1.0430076,1.0084273,1.0135388,1.0545195,1.0612475,1.0163573,0.98507285,0.8459859,0.8000232,0.9874814,1.0052501,1.1085424,1.0977169,1.0222452,1.0868948,1.0163957,0.9296519,1.1290894,1.0577053,0.9766589,1.1222858,0.97268313,0.8077624,1.1038702,1.0507481,1.094897,1.0444497,0.91707635,1.1739146,0.9178426,0.8536996,1.1308122,1.1358132,0.9783874,1.2171712,1.1775329,1.0300137,0.99198407,0.95401704,0.99930954,1.1399014,1.0633912,0.84240335,1.0187156,1.0448228,1.0868345,1.0050266,0.994589,0.8995054,0.0,1.0933375,1.1614053,0.9773916,1.0876584,1.078438,1.1142951,1.0874804,0.96326774,0.97128975,1.0159441,0.9928288,1.0830523,0.98114043,1.0938642,0.8156955,1.0522928,1.1159676,1.108975,1.002625,1.0734812,1.0807589,1.0359105,1.0290616,1.0483009,1.0480523,1.1491857,0.9956325,1.1733481,1.1038128,1.1115873,1.0076559,0.929731,0.8283953,1.1307099,1.0656445,0.9567652,1.1050826,1.0170003,1.0988504,1.0074538,0.866245,1.1069406,0.9220609,0.9564855,0.8743459,1.0552255,1.0894471,1.0236366
pajamas,0.6058884,1.0794946,1.4202749,0.64376026,1.4515185,1.3392107,0.9659922,1.0856812,0.703785,0.87395966,0.6736238,1.2016826,0.7659255,0.44744444,1.035774,0.40987086,1.0269129,1.3860524,1.2943863,1.2153339,1.118556,1.0587884,1.3038466,1.2614549,1.414423,1.3235774,0.8781797,0.883637,0.96477693,1.3814615,1.018619,0.92335755,0.9931584,0.90943485,0.9553247,0.85200024,1.0149614,1.3713996,0.826293,1.3915951,0.77209705,1.0240821,1.0286919,1.2274438,0.7201317,0.9890553,1.2424033,0.83532906,0.91493183,0.95527035,1.0312424,1.2132831,1.3733886,0.8309885,1.1075592,0.9759074,0.78005415,1.2043446,0.6423797,1.0906727,0.9844359,0.6207676,1.2651217,0.8797894,0.85162294,0.5676585,1.1765287,0.41607976,0.83802617,0.8593903,1.3751945,0.8855681,1.0154136,0.53738916,1.1566215,0.9376144,1.3138282,0.7581627,1.1352133,1.2516508,0.89094317,1.2100321,1.0933375,0.0,0.504098,0.68900216,1.3088741,1.329625,0.88087696,1.0825458,0.893035,1.2175324,1.2859144,1.1984613,0.64679,1.3881767,0.90721303,1.0956045,0.85757315,0.84464717,0.74116856,0.9088778,0.706017,0.88372725,0.7931497,1.0806891,0.889579,1.3830931,1.1300106,0.91702414,0.886619,0.9580558,1.2711535,1.0359799,1.0591234,1.1139047,0.7816632,0.87561655,1.3891835,1.1366973,0.9887274,0.62600136,0.76584613,1.347933,0.90487874,0.98674107,1.2737033,1.2770629,1.1504396,1.2640424,1.1107726
pants,0.6419152,1.0564698,1.4655566,0.49988383,1.4923539,1.4827199,0.9107189,1.1470414,0.62930536,0.8599211,0.48973882,1.1717855,0.73517716,0.5275548,1.1575655,0.44502318,1.0462976,1.5012758,1.4427717,1.2009948,1.24821,1.179051,1.4854794,1.3688309,1.4320016,1.47347,0.8822379,0.7682481,0.919144,1.4772089,1.046517,0.53281474,1.0248684,0.8674884,0.8694494,0.7314633,1.0172955,1.4934188,0.7934991,1.5045809,0.7709261,1.1662356,1.0703795,1.2434677,0.31603527,0.8229599,1.1822054,0.6190089,1.2311704,0.76786834,1.1887374,1.3307612,1.4908669,0.63865393,1.3973765,1.0058172,0.6951872,1.2404082,0.732559,1.2489605,0.79323155,0.62021697,1.2214494,0.94765186,0.9021132,0.32530725,1.2733412,0.14315194,0.67430294,0.9220708,1.5658909,0.8161246,1.0201995,0.5468174,1.0673745,0.85481584,1.3578782,1.1267433,1.1860931,1.3840411,1.0874164,1.3206137,1.1614053,0.504098,0.0,0.6904341,1.4419429,1.4440924,0.9346021,1.1891723,0.8363915,1.2854116,1.5221424,1.1752756,0.6497928,1.4472821,0.8144393,1.2226607,0.4935133,0.72008425,0.3116449,1.001013,0.4600016,0.92185926,0.712688,1.2835413,0.7819773,1.4553185,1.1154327,0.94439554,0.9289198,1.136791,1.2052522,1.0980568,1.2722543,1.1209126,0.33115184,0.7910252,1.5253469,1.1517842,0.8429744,0.8317494,1.1709971,1.476781,0.8014251,1.1292477,1.2321082,1.360856,1.2395885,1.3427615,1.0610087
paper,0.50055546,1.3606142,1.5256579,0.61319256,1.4353671,1.2682716,0.9124882,1.1333203,0.53570014,0.76808566,0.54483896,1.3584917,0.6055284,0.31381643,1.3228618,0.5665471,0.49008012,1.313978,1.1998351,0.95945007,1.236903,1.3537623,1.2168984,1.2114218,1.4628503,1.3201764,0.90121144,1.0880711,0.9968438,1.4522545,0.9773001,0.93921226,0.9055196,0.7238366,0.75420856,0.7668742,1.1113145,1.4667985,0.64623696,1.3335484,0.9309271,0.9588735,1.0787817,1.1361266,0.78477794,1.1400276,1.2830135,0.89659166,1.2521098,0.79196334,1.2047334,1.2748601,1.374944,0.8454982,1.2131972,0.742605,0.62206477,1.448537,0.8177901,0.9505934,0.8611236,0.74550927,1.4090877,0.85681325,1.0716518,0.8055601,0.9845169,0.7162472,0.73611903,0.8690672,1.4075408,0.83366567,1.0591469,0.62323236,1.012357,1.0342164,1.3928773,1.1565424,1.4467949,1.391011,0.8557856,0.9899385,0.9773916,0.68900216,0.6904341,0.0,1.4537463,1.4397645,0.92504054,1.3829958,0.93232584,1.1092172,1.2405744,1.033563,0.70160675,1.2357154,0.93060035,0.99602866,0.73999953,0.6339942,0.7450918,0.99164927,0.99255353,0.8036705,0.7830522,1.0453782,0.68117565,1.517477,1.1179434,0.9894882,1.1735314,0.9416331,1.1814053,1.0270596,1.222044,0.89041734,0.84623647,0.57964987,1.4025126,1.3116889,0.9277461,0.6901026,1.182071,1.1356437,0.7293849,1.029369,1.1362541,1.2541407,1.2060097,1.3921146,0.92075676
pen,1.4891636,0.76055825,0.4495989,1.398243,0.5489005,0.6376816,1.0911801,1.0055695,1.4769015,1.343414,1.5341392,0.34112525,1.4126868,1.4171867,0.6316147,1.4756633,1.0552646,0.42503202,0.87051183,1.0543449,0.7145046,0.729479,0.6520192,0.7600931,0.4451803,0.677833,0.99559414,0.9463877,1.1536244,0.5780918,1.2448064,1.1243495,1.1583912,1.2700969,1.2673172,1.397791,0.86948156,0.084499,1.4671348,0.4023679,1.3262169,1.1437013,1.1145762,0.72487366,1.3766042,0.9856939,0.9230232,1.223608,0.73398626,1.3134596,0.7228131,0.48928547,0.45132458,1.267219,0.45140517,1.2915715,1.4744959,0.38090903,1.2998376,0.8303087,1.2925487,1.3173249,0.63646376,1.1302085,0.89989907,1.3244338,1.0726123,1.4471459,1.0097659,1.1676453,0.39677942,1.3918445,0.90235835,1.5953579,1.123255,1.1291878,0.61491144,0.668067,0.41998386,0.48183686,1.1039287,0.97428674,1.0876584,1.3088741,1.4419429,1.4537463,0.0,0.041289926,1.0690674,0.57387125,1.1396139,0.98132676,0.56219786,1.0608889,1.4188288,0.69638306,1.1618075,1.0536083,1.3322458,1.339355,1.3821123,1.1581643,1.1981289,1.2111607,1.328963,0.72522914,1.3957115,0.2320193,0.6110336,1.1309812,0.92081493,0.98578185,0.83094233,0.7500478,0.79884034,1.2560323,1.3080573,1.5057337,0.59209013,0.69984215,1.2026867,1.2161634,0.6997943,0.8494792,1.18607,0.9983153,1.025719,0.817999,0.69656944,0.2954601,1.1193352
pencil,1.491123,0.7568958,0.43601263,1.3791015,0.53065085,0.62146485,1.1264805,0.9954859,1.4926802,1.3468494,1.541388,0.37208802,1.4160173,1.4101712,0.65078586,1.4916801,1.050607,0.41794014,0.8782592,1.0361917,0.7097285,0.71336955,0.6490028,0.75380474,0.44273907,0.7047874,1.0023152,0.9710207,1.1620014,0.6021449,1.2406908,1.1170143,1.1879182,1.219188,1.2540888,1.4073052,0.8646042,0.07563776,1.4618106,0.3988433,1.3390889,1.1302408,1.1196288,0.70377946,1.3683276,0.97130144,0.89150435,1.2189071,0.77220845,1.2966219,0.7020286,0.48865312,0.44641346,1.2459792,0.46823096,1.3058797,1.4766712,0.38427502,1.2975664,0.79542613,1.2706687,1.3068452,0.62452006,1.1158309,0.9075637,1.3344345,1.0793579,1.4516623,1.047605,1.1535219,0.38402665,1.3910365,0.9307653,1.5875409,1.1570432,1.1234115,0.59154224,0.69097227,0.41189194,0.49117303,1.0890177,0.9499581,1.078438,1.329625,1.4440924,1.4397645,0.041289926,0.0,1.0844551,0.61174035,1.1499977,0.9782045,0.5789509,1.0360934,1.4436089,0.7101773,1.1747774,1.0557488,1.3120048,1.3638041,1.3656931,1.1652575,1.1784753,1.2001892,1.3439418,0.76284957,1.4288704,0.24102151,0.64248407,1.123892,0.92001325,0.9765109,0.83545214,0.75335705,0.79781103,1.2597808,1.3073795,1.5145056,0.5977205,0.68274313,1.160218,1.1985142,0.72137046,0.8564587,1.2143767,1.0241436,1.0466664,0.81686676,0.68910795,0.29323125,1.1265377
pickle,0.8373972,1.0896972,0.9477583,0.85811067,0.9608402,1.0104319,0.35582274,1.0239019,1.0171654,1.0519629,1.100658,1.068532,1.0482295,0.7911178,0.9734031,0.93070775,1.127566,1.2256017,1.157834,1.0815736,0.80057603,1.1155704,1.1380966,1.1263793,1.1740928,1.2589133,0.7311957,0.9861772,1.0927659,1.2081577,1.1001279,1.076849,1.0495173,1.0789169,0.93894684,1.0962307,0.66241604,1.05754,1.0901692,1.182783,0.9203615,1.1189185,1.1114377,1.0227822,1.0549334,0.84527147,1.0412338,1.0635455,0.9214238,1.0740517,0.91887635,0.88358223,1.215656,0.76003104,1.0468041,0.98519737,0.8376291,1.019783,0.8093487,0.7884811,1.0893835,0.7914815,1.2074387,0.96712756,0.9321021,0.9989041,0.9667512,0.88727653,0.7661104,1.0396653,1.2172432,0.8359835,0.95967156,0.745256,1.0953255,0.8448652,0.9906655,1.017021,0.96091914,1.0517806,0.8748535,1.284498,1.1142951,0.88087696,0.9346021,0.92504054,1.0690674,1.0844551,0.0,1.0759933,0.84193087,1.172312,1.1018925,0.879781,0.94030255,1.2092957,1.11645,1.11519,0.9254056,0.9885527,1.0708405,1.0409048,0.9084155,0.9562415,1.096379,1.0736804,1.0312811,1.0787071,0.947358,0.9723182,0.7611186,0.7079102,1.1692425,0.9526671,0.95414436,1.1506876,1.0905012,1.1429313,1.1402833,0.93025196,0.8240236,0.77233446,1.0693403,1.2207917,0.85544205,1.09922,1.2625895,1.2871584,1.2314571,1.0582454,1.1622586
pillow,1.3823305,0.7386544,0.68266064,1.2675388,0.79522604,0.76400995,1.3065175,0.86556387,1.2653906,1.2318223,1.1444521,0.56148136,1.1182306,1.216639,0.7667291,0.96894217,1.2490526,0.7236,0.9770773,0.9471996,0.75255907,0.6190101,0.79181004,0.9520797,0.50477004,0.71051466,1.1791886,0.9013788,0.78505945,0.6859942,1.0642534,1.1542015,0.96771526,1.2493743,1.2002422,0.8444299,0.91793275,0.67063624,1.288126,0.69884914,1.1010168,1.1554219,0.90432507,0.81685543,1.1762962,0.9760604,0.9439268,1.0804098,0.9942463,1.2526014,0.9485284,0.6265812,0.6558734,1.1611662,0.6297534,1.3139825,1.3915517,0.7083644,1.1457624,1.093423,1.2178609,1.2906746,0.7752251,1.1915929,0.8104916,1.0939127,1.0718819,1.1288089,1.1206992,1.1200352,0.62209207,1.0486426,0.9119331,1.315117,1.142385,0.93860185,0.93621165,0.4300785,0.7562048,0.5428356,1.1810535,0.9687029,1.0874804,1.0825458,1.1891723,1.3829958,0.57387125,0.61174035,1.0759933,0.0,1.0256401,0.9733941,0.7593553,1.1391885,1.1589448,0.47961706,0.8705864,1.0719088,1.1586926,1.48382,1.1931757,1.1762879,0.9497114,1.266745,1.1572797,0.58556813,1.353583,0.6366034,0.7768971,1.1050318,0.88380843,1.1847936,0.88628775,1.0909518,0.8669236,1.2187135,1.1874528,1.2237761,0.8661537,0.8599364,1.2768244,1.354262,0.4700501,1.0937823,1.0495566,1.0338609,0.98156124,0.74807227,0.7496488,0.6658712,0.9694922
pizza,0.70942026,1.1391238,1.07902,0.7778824,1.1497089,1.1958457,0.92642707,1.1983831,0.9690752,0.7013156,0.85781765,1.1140069,1.0141857,0.80596507,1.1913036,0.736696,1.077267,1.2367682,1.2891042,1.1437924,0.649177,1.2372639,1.3034914,1.2153207,1.2097449,1.2401774,0.772354,1.0102836,1.1967866,1.3173914,1.1260321,0.97704315,1.152827,1.0049586,1.0052019,0.9431202,0.285725,1.0925845,1.0823298,1.2293147,0.66966814,1.0880841,1.2202942,1.0498434,0.8665168,0.80237806,1.0434785,0.9385659,1.0278072,0.85683787,0.8792056,0.84843063,1.2356007,0.8427502,1.2645062,1.0069443,0.97350234,0.9042822,0.8499299,0.9347658,0.84915435,0.7446921,1.0106361,1.0896224,1.0170329,0.8069333,1.0924425,0.80922234,0.7512918,1.0400826,1.3922366,0.34780765,1.0363232,0.72708946,1.04395,0.45937186,1.0039839,1.1123407,1.0583235,1.110245,1.0237703,1.240357,0.96326774,0.893035,0.8363915,0.93232584,1.1396139,1.1499977,0.84193087,1.0256401,0.0,1.1815994,1.2501333,1.0961497,0.94092876,1.2154137,1.111681,1.2139474,0.82518685,0.9925859,0.82806706,1.1814345,0.8853285,1.077947,0.90702564,1.2492388,1.0060838,1.0580802,0.89005274,1.102382,1.0493703,1.1055846,1.2656544,1.013056,1.0566283,1.1948675,0.889059,1.1349239,1.2263205,0.82940507,0.69250405,0.99398464,1.1436138,1.2868054,0.9548717,1.1021775,1.2302948,1.2056665,1.3302102,1.0179317,1.1343323
plant,1.1199958,0.9835531,1.012776,1.1545328,0.92954534,0.936182,1.1727093,0.85087085,1.1386249,1.0063372,1.1301804,1.1590486,1.0350473,1.2210807,0.9637908,1.1988684,1.002111,0.8935972,0.830583,0.90971446,1.0376657,0.75588584,0.8805842,0.7345643,0.87615556,0.7050485,1.2180725,1.1460416,0.92646563,0.7966025,0.86661863,1.1713129,0.9208201,1.0937489,1.0989186,0.98989224,1.1967133,1.0083632,0.95925605,0.9338845,1.0736808,0.89680785,0.8459338,0.969657,1.198033,1.1862953,1.0777406,1.079553,1.0371753,1.126506,1.1405662,1.0469126,0.7219236,1.1230401,0.8269477,0.99437785,1.0433002,1.1301959,1.1140493,1.1381508,1.0905151,1.2688713,1.0020118,0.957217,1.0222759,1.204098,0.79428065,1.255356,1.2424647,0.82764095,0.6486745,1.0168074,1.0547131,1.2047069,0.8616957,1.0893363,1.1305046,0.89149356,1.1007005,0.9677753,1.103528,0.8975663,0.97128975,1.2175324,1.2854116,1.1092172,0.98132676,0.9782045,1.172312,0.9733941,1.1815994,0.0,0.92922986,0.9104719,1.1796906,0.775131,0.915661,0.79403913,1.1856866,1.2021881,1.225522,0.91596174,1.1639655,0.97636086,1.0039738,0.96251166,1.1115563,1.0116386,1.1015682,0.9556306,1.1600735,0.9628523,0.88650197,1.0834599,0.8869075,0.92123765,1.2207814,0.84191114,0.9615888,1.1966257,1.2006807,1.1663378,0.84803545,0.8614113,1.1370589,0.61504555,0.4875617,0.72370875,0.6653751,1.0496371,0.5929098
plate,1.3842301,0.92605114,0.5699563,1.397326,0.45849693,0.3216449,1.1477257,0.83878773,1.1620364,1.2196913,1.4304452,0.7951952,1.3023493,1.2853429,0.882578,1.4003989,1.0256981,0.46647853,0.2575298,0.97161984,0.8580164,0.9118846,0.3660878,0.7790662,0.6438856,0.6934259,1.2071184,1.116395,1.2275622,0.43569195,1.1234292,1.2508047,0.83542526,1.148093,1.0459881,1.335745,1.1353909,0.57784337,1.3745804,0.44887292,1.291122,1.04138,1.0716374,0.8741486,1.3885114,1.1707379,0.74809074,1.2502594,0.8118179,1.3108177,0.9404567,0.66065884,0.5385167,1.2520151,0.6028708,1.1362615,1.0762953,0.8054224,1.2499528,0.81373674,1.2900069,1.3440874,0.8217894,1.123404,0.96430415,1.4204981,0.82318735,1.4767692,1.1954294,1.3013391,0.5021455,1.2959553,0.9957956,1.3983088,1.0121393,1.2250261,0.67619646,0.78534764,0.837718,0.6953718,0.88834214,0.7442918,1.0159441,1.2859144,1.5221424,1.2405744,0.56219786,0.5789509,1.1018925,0.7593553,1.2501333,0.92922986,0.0,0.9350405,1.230672,0.53458583,1.2382617,0.9456151,1.3532069,1.2282223,1.4097531,1.0051702,1.3201153,1.0719386,1.28377,0.47133785,1.2953405,0.5410751,0.8623637,1.0996566,1.0138065,0.7607445,0.70338213,0.9734076,0.8402345,1.130486,1.3774691,1.1487106,0.41003585,0.9270128,1.1745659,1.1634685,0.74685967,0.7481474,1.0586344,1.0741782,0.909944,0.81987214,0.924245,0.59904134,1.0518397
pumpkin,0.9357151,1.0875722,0.7986957,1.0256165,0.80025375,0.7037731,0.80483353,1.0707693,1.0712427,0.999895,1.1088753,1.0306705,1.059708,1.0805731,1.0047367,1.2107282,0.9502895,0.9363819,0.9107265,1.0170091,1.08137,1.1240795,0.93110794,0.93463016,1.1067566,1.0115316,1.0646793,1.0607855,1.0453861,1.0312697,0.94796556,1.1823055,0.9716229,1.0185363,0.9293872,1.0527661,1.0377691,1.0066073,0.996985,0.93421715,0.97782123,0.87903184,1.0051006,1.0235442,1.1798152,1.0668994,0.8925569,1.1425642,1.1215491,1.0158098,0.99786013,0.9814415,0.95512515,0.94723666,1.0625217,0.74025744,0.805255,1.0580498,1.0235885,0.893319,0.98801243,1.0289772,0.9805218,0.97625697,1.009841,1.2622114,0.87807864,1.1712874,1.1312901,1.0950353,0.99764687,0.9547769,0.87211,0.86494285,0.90423894,1.0414417,0.8399091,1.2241006,1.0276412,0.8858546,0.9831207,1.0622643,0.9928288,1.1984613,1.1752756,1.033563,1.0608889,1.0360934,0.879781,1.1391885,1.0961497,0.9104719,0.9350405,0.0,1.0660734,1.1284593,1.1005495,0.946208,1.0638968,1.0016567,1.1752462,1.0550724,1.0685052,0.9881068,1.162231,1.0141951,0.87109494,0.99639654,1.0353287,1.0891105,1.043437,0.85600346,1.0163496,1.0048074,0.9555017,0.84158105,1.1714833,0.97140926,0.9914143,0.9834786,0.954984,0.9543187,1.2080835,0.7253731,0.8986293,1.0033027,0.98820746,1.0084568,1.1425632,1.107158,0.96021646
purse,0.6761499,1.2355251,1.4579241,0.74075305,1.4375255,1.3284695,0.9124675,0.62405723,0.5482317,0.84003913,0.5390475,1.313422,0.64226496,0.6890057,1.3204315,0.47465533,0.948538,1.3443258,1.0838889,0.9473565,1.401002,1.2505118,1.1900008,1.2297167,1.3626058,1.2145971,0.9554771,1.10153,0.6754102,1.239392,0.92381626,1.0694523,0.8665016,0.9068247,0.797135,0.6457082,1.1403902,1.4595139,0.64812136,1.3678021,0.92797196,1.074092,1.0091211,1.1592679,0.7555037,1.0633788,1.1275766,0.97210443,1.1240498,0.92008394,1.2974318,1.3112454,1.4618235,0.86642617,1.3676906,0.7988891,0.6720444,1.3941321,0.7003008,1.1002699,0.96843123,0.85202146,1.3039248,1.0148361,1.0313454,0.69977486,1.0290457,0.5778305,0.69621897,0.893594,1.4056334,0.824165,1.0861435,0.5177781,0.7766076,0.9730258,1.2985464,1.0808483,1.3381249,1.4387324,0.94525194,1.0256822,1.0830523,0.64679,0.6497928,0.70160675,1.4188288,1.4436089,0.94030255,1.1589448,0.94092876,1.1796906,1.230672,1.0660734,0.0,1.2179682,0.92277795,1.0619833,0.8023228,0.44997656,0.83737516,0.7035972,0.88142586,0.70928156,0.8434207,0.9350287,0.5829427,1.4032912,1.1835847,0.9101888,1.0114629,0.84311324,1.0619075,1.0298934,1.2848961,0.777158,0.9014609,0.6567531,1.2651093,1.3118677,1.0015615,0.759577,1.0362203,1.0594858,0.61881536,1.156197,1.011689,1.303463,1.0010955,1.370553,1.0805614
