,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bear,0.53886473,1.2320385,1.2674994,0.9260402,0.8037077,1.1465712,1.0476493,1.0101423,1.1146915,0.730888,0.0,0.6908575,1.191767,0.7414926,0.7858031,0.852897,0.5937569,1.1533741,1.071205,1.351935,1.1515527,1.0791115,1.0240028,1.2340951,1.3177364,1.1757367,1.3261681,1.2273672,1.120415,0.4237064,1.0463046,1.2872996,0.91854256,0.6424091,0.8800621,0.7633483,0.7984814,1.0019561,1.3466804,0.87221116,1.3122696,0.6766099,0.9766986,1.0456651,1.2083551,0.64241993,0.93609405,1.0360508,1.1803368,0.4744619,1.0116488,0.94093764,1.2311404,0.99538475,1.2357655,1.210121,1.1485192,1.1940699,1.1125499,0.78737855,1.2422323,1.0784128,1.3272268,0.95695144,1.030801,1.2641848,1.0746695,1.1566122,1.0506943,0.6652671,0.6744762,0.9523387,0.94667274,1.2709188,1.1952369,0.94636935,0.8984313,1.0309951,0.9086083,1.0555698,1.2256205,1.1304637,0.8530985,1.2806919,1.2038869,1.2386749,1.2024164,1.3387628,1.0135813,0.578974,0.59711605,0.78065044,0.80592185,1.2882161,1.2925221,1.2125746,0.542084,1.1826339,1.0161802,1.1350899,1.3119841,1.0255759,1.1437753,1.3104992,1.0060415,1.2804434,0.9615151,0.95960677,0.87538916,0.7430991,0.9783907,0.6673566,1.0366579,0.87061584,1.2178392,0.7520665,0.99244475,0.8479588,1.318988,0.6803766,1.3134224,1.2024999,1.1924183,1.1277238,0.9451455,1.0395595,0.98304904,0.66734755,0.8656856,0.75157094,1.2747571,1.3172566,1.3040662,1.1177701,1.1316605,1.1727809,1.0028886,0.8940502,1.0233792,1.0468599,1.1490402,1.2200371,0.9057854
bed,0.5023608,1.2942972,1.3955014,0.82925206,0.5782786,1.1239542,0.93947214,1.1410099,0.8879932,0.25410652,0.6908575,0.0,1.4654832,0.25154066,0.4827218,1.0677857,0.3463844,1.1517493,0.93885374,1.5132095,1.0634207,0.81418884,1.2779222,1.2410634,1.2435992,1.3989785,1.3914745,1.2227573,1.28214,0.68332744,0.6919026,1.5338368,0.40532112,0.54432184,0.5286144,0.89163685,0.26353896,1.1338516,1.5764968,0.17925608,1.4690671,0.6910847,1.0013909,0.6711724,0.98769766,0.6830237,1.0573962,1.2009547,1.3837373,0.8175597,1.0651469,0.78830063,1.4272377,0.9926703,1.5330653,1.3397431,1.2462316,1.4603933,1.354153,0.4624349,1.5833747,1.2316788,1.512172,0.8287712,1.0708914,1.5166304,1.1397762,1.4065127,0.8998568,0.5217955,0.5104254,1.1121236,0.46901703,1.4015311,1.2860022,0.9811289,0.9340611,1.0028211,0.8917813,1.0847615,1.4765134,1.1569414,1.1634396,1.4976132,1.2710296,1.4634795,1.3179283,1.5097842,0.76653695,0.60923505,0.3881855,0.66433847,0.6665634,1.4993868,1.463357,1.2740984,0.9147489,1.1932566,0.9499689,1.1022705,1.5152982,1.284904,1.2176261,1.4923122,1.0337423,1.4000841,0.60141313,1.0737149,0.6548866,0.6983384,0.94000334,0.5658459,0.9527229,0.9792303,1.3370163,0.34149998,0.8722684,0.4742645,1.5920216,0.7915293,1.4296038,1.2550206,0.971744,1.2663182,1.07813,1.1490266,0.6745152,0.51614994,0.5768878,0.28547466,1.4925612,1.5322429,1.5514154,1.1275377,1.1375359,1.1387917,0.80413187,0.8941068,1.0020432,1.0552214,0.91875696,1.5265852,0.5215899
belt,1.4389756,0.7576003,0.62467885,1.2638361,1.4400805,0.99291766,1.1451792,1.1882879,1.1550831,1.4573103,1.191767,1.4654832,0.0,1.4183869,1.4765258,0.9492587,1.3941646,0.8642467,0.90859467,0.39285886,0.9962233,1.1816295,0.9361147,0.7392158,0.85554904,0.778546,0.47290313,0.7502178,1.110874,1.1900755,1.1180868,0.42207038,1.2493017,1.3093529,1.3535492,1.1281128,1.3706377,1.1724476,0.19704604,1.4553565,0.3005998,1.3651063,1.1320919,1.1380129,0.9419951,1.2809906,1.1035061,1.050164,0.8251289,1.0449623,0.94510025,1.240408,0.76249826,0.9798072,0.53984684,0.44929063,0.8909491,0.5182221,0.7675186,1.49838,0.31673288,1.0125772,0.709428,1.2237767,1.2468759,0.40426695,1.0007524,0.59382606,1.1623409,1.3311932,1.3547084,0.94685054,1.3543346,0.50018215,0.8019166,1.1923634,1.1869037,1.0320523,1.3902789,1.1409259,0.5227598,0.9340477,0.9802439,0.33930528,0.71428645,0.550794,0.9283384,0.5960415,1.0913571,1.2937988,1.4601557,1.2503029,1.3202199,0.41277665,0.38794297,0.9166097,1.0723397,0.6580889,1.1272987,0.89523774,0.389655,0.89868826,1.0396452,0.66043603,0.9276869,0.6587657,1.1764171,0.9538727,1.4130806,1.3049604,1.097241,1.3441541,1.2353337,1.0970008,0.9296385,1.2334871,1.0908244,1.3034058,0.30987918,1.1079257,0.6336162,0.89320576,0.81646615,1.135702,0.99066985,1.0977097,1.3520846,1.385668,1.2665346,1.4888697,0.5217776,0.5769719,0.3140074,1.2272799,0.8417507,0.95011413,1.2426776,1.0579133,1.0180508,0.90291846,1.00358,0.4130711,1.1442493
bench,0.6065892,1.240027,1.4668113,0.91418606,0.5639295,1.1495614,0.91635215,1.1682174,0.84347653,0.27047646,0.7414926,0.25154066,1.4183869,0.0,0.5611262,1.1613559,0.33662075,1.1700015,0.93084127,1.5347912,1.0500963,0.55225384,1.1572196,1.167942,1.1638153,1.4525517,1.1874154,1.2025805,1.1148436,0.71867824,0.5176623,1.5367846,0.46598917,0.64163595,0.4470737,0.741923,0.20752525,1.0158017,1.5348873,0.38272256,1.4695785,0.8230806,1.1652217,0.62376356,0.63895327,0.6549816,1.1737345,1.1475263,1.370888,0.8286265,1.0232778,0.9262481,1.3115523,1.0470997,1.5193313,1.4562125,1.1393251,1.313031,1.4341518,0.6369953,1.5355407,1.0703198,1.4747171,0.96189266,0.9609415,1.5300525,1.2552172,1.4823598,0.9811885,0.59714884,0.44052613,0.82535803,0.49831676,1.4411378,1.0963377,0.87391096,0.99427307,1.0957575,0.7616622,1.1312213,1.4735177,1.1223018,1.192002,1.5219281,1.0738035,1.3568469,1.2477304,1.5063152,0.4684884,0.634881,0.45792228,0.54152113,0.7236549,1.4598196,1.4026856,1.1546372,0.93811774,1.0474246,0.9755815,1.1538007,1.4322567,1.347741,1.1963127,1.5005692,0.9589715,1.319453,0.501759,1.230509,0.7531761,0.7071477,0.95435685,0.5751864,0.84737206,0.8088754,1.1927277,0.5410169,0.85089314,0.64660364,1.4840338,0.7721054,1.4184338,1.0944016,1.0786344,1.2034657,0.9998172,1.1341759,0.74665105,0.5740722,0.7837136,0.27428102,1.4282812,1.4559945,1.4771225,1.0803068,0.9705313,1.3083916,0.7205241,0.86834097,1.1009743,1.019339,0.8592941,1.4393772,0.6671216
bib,0.5260518,1.2383002,1.338903,0.9111116,0.552109,1.1880966,1.0296986,0.9599515,0.9853434,0.59230006,0.7858031,0.4827218,1.4765258,0.5611262,0.0,1.0927631,0.36827552,1.2104043,1.0159702,1.5126269,1.1321893,0.94977397,1.0353615,1.4127715,1.1930562,1.3487792,1.4741642,1.3260777,1.0217165,0.7665297,0.787331,1.5548731,0.842089,0.5553966,0.68809915,0.93063736,0.5793592,0.87126285,1.5687358,0.704761,1.5313258,0.6955071,0.8448342,1.013033,1.0942532,0.47722125,1.112035,0.92208326,1.2292538,0.8698483,0.9677745,0.74930745,1.1493767,0.98938185,1.4209912,1.4717522,1.1759994,1.4586513,1.2426703,0.7605051,1.4258595,0.7827584,1.3118843,0.7625965,0.7686442,1.3839638,1.1672237,1.4523914,1.139891,0.4902088,0.4048034,1.0568261,0.87077165,1.5640315,1.162576,0.8024441,0.85766196,1.0715274,0.4792235,1.0719515,1.4137628,1.0113631,1.0128645,1.4632698,1.0305628,1.1630998,1.035764,1.4089001,0.9913028,0.541938,0.21287978,0.5284549,0.6650071,1.555563,1.5649929,1.0719886,1.0329132,1.0915033,0.9606157,1.2766886,1.4344656,1.289317,1.104282,1.3672526,0.9894837,1.4289898,0.9550624,1.158082,0.60261136,0.4909426,1.0974337,0.4353993,0.8028642,0.70044667,1.2044007,0.8620435,1.0309955,0.6543401,1.4499725,0.95334214,1.4239907,1.0815862,1.1177,1.1182598,1.0327435,0.95736855,0.6184334,0.47411573,0.661976,0.59484756,1.3853214,1.3026149,1.4559253,1.0046687,0.8830415,1.136613,0.92110455,0.96198606,1.1401033,1.0290306,1.1900761,1.3111598,0.9348357
bird,0.7840561,0.9080394,0.8552811,1.1367315,1.1191118,0.92875874,0.96549946,0.9847488,1.1205862,1.1338007,0.852897,1.0677857,0.9492587,1.1613559,1.0927631,0.0,1.025667,0.8885178,0.9775235,0.92865,1.135432,1.233117,0.9791842,1.1089232,1.130042,0.60152674,1.1812892,1.0342662,1.1370928,0.8931915,1.2240614,0.95074004,1.1810559,0.9061774,1.20688,0.912442,1.1913793,1.0589168,0.8757698,1.1581411,0.9952031,0.8902592,0.9485381,1.3184867,1.2730477,1.030537,0.48112345,1.0411142,1.0571623,0.8458563,0.9774209,1.0685921,1.1288626,1.0040534,0.9304985,0.8816993,0.81243664,1.0559783,0.6258548,1.143806,0.94951457,0.9452201,0.9446267,1.0849547,1.2067317,0.7835203,0.8529556,0.7101499,1.0009699,0.9390151,1.0481646,1.0590339,1.2497996,0.98622376,1.1952863,1.1950293,0.95239013,1.1042333,1.058993,1.1047025,0.94223607,1.0774674,0.94166726,0.8992605,1.1426059,1.1344489,1.1696107,0.9288125,1.2822726,0.9382755,1.0807984,1.0219866,1.0665444,0.8547239,0.89670324,1.0328451,0.88239014,1.1364481,1.0572509,0.9507121,0.9515922,0.74123794,0.9667922,0.9425512,0.8913752,0.9690783,1.302885,0.8557607,1.0764097,1.0056392,0.96603,1.0441122,0.9665305,1.1183751,0.96518606,1.1259493,1.140815,1.0139104,0.8304267,0.9353199,0.9942276,0.8771833,1.1008747,1.0652465,1.0062438,1.0480886,1.1726023,0.97222733,1.108877,1.1580248,0.86664724,1.0898217,0.97263694,1.0883138,1.1169068,0.89994836,1.1034805,1.0037725,0.9079251,0.999434,1.1778843,0.95698625,1.2447743
blanket,0.43999994,1.2139415,1.3379798,0.91628593,0.5680078,1.1107819,0.9359465,1.0550071,0.9207338,0.40550685,0.5937569,0.3463844,1.3941646,0.33662075,0.36827552,1.025667,0.0,1.2204849,1.0262538,1.4917806,1.0656819,0.9284826,1.0931644,1.2651433,1.216608,1.3648839,1.3716555,1.3422647,1.1334512,0.62932503,0.6730838,1.5114698,0.71820104,0.6268505,0.66876954,0.72802645,0.3983605,0.9533305,1.5189773,0.64697266,1.4521399,0.7044144,1.093709,0.9042211,1.0237681,0.54583603,1.0998658,1.1507307,1.2715429,0.6045408,1.0588918,0.95175606,1.32532,1.0424863,1.3800182,1.3882797,1.1580764,1.3269947,1.3499286,0.7232841,1.5091013,0.86900866,1.3825974,0.9951969,0.97659457,1.5090264,1.1824601,1.4210329,1.0105505,0.57893324,0.3432703,0.93392855,0.82305753,1.4194298,1.1092438,0.85481715,0.80140424,1.0132376,0.5535167,1.0954242,1.4473315,1.1683807,1.0616312,1.4813037,0.86220914,1.318948,1.2394643,1.465326,0.8619456,0.50588655,0.35584497,0.5687965,0.6746404,1.466065,1.4467833,1.147648,0.8637226,0.9001812,0.9591022,1.2186164,1.4129822,1.2926124,1.1534919,1.4569646,0.9255345,1.369725,0.82256925,1.1893144,0.6496465,0.6544846,0.9815301,0.5527554,0.8569983,0.80958164,1.2700448,0.6510447,0.84089315,0.56054753,1.4988098,0.82874006,1.3739556,1.0848386,1.0688112,1.1622125,1.1175094,1.1174967,0.79452854,0.5870535,0.77989864,0.49549657,1.4207163,1.4402856,1.4212226,1.0796627,0.7015746,1.2419323,0.8969266,0.9177852,1.1115323,1.1270618,1.1009067,1.4400293,0.81772053
boat,1.0994892,0.76517737,0.98631424,1.1139562,1.3240676,1.0119374,1.0342933,1.1243103,0.7263646,1.0915501,1.1533741,1.1517493,0.8642467,1.1700015,1.2104043,0.8885178,1.2204849,0.0,0.7330402,0.79045373,0.95328397,0.81755173,1.1472206,0.8754044,0.81799555,0.818418,0.9534342,0.638129,1.188592,1.2412156,1.0189661,0.90271044,1.0986452,1.161407,1.094231,1.1677742,1.1366901,1.1562252,0.8481116,1.0415152,0.88982517,1.07609,0.7959193,1.0813308,1.0114477,1.2257055,0.76398885,1.1913737,1.1766288,1.212966,1.1737657,1.1097491,1.1419866,0.8192296,0.9438368,0.7846435,0.8157984,0.9638734,0.7029389,1.1588302,1.0050375,1.1480763,0.9712653,1.0926024,1.2052824,0.9017625,0.6083301,0.72764355,0.94329417,1.162365,1.2866036,1.1119969,1.065432,0.89470327,1.1688429,1.1662716,1.0926071,0.8477961,1.2819062,1.0421634,0.7508018,1.135214,1.175908,0.994948,1.0308932,1.1157144,1.1424369,1.001921,1.0131097,1.2215089,1.2573013,1.2050254,1.0256389,0.6556113,0.70599186,1.090772,1.1100082,1.0215974,0.91040105,0.8362338,0.828506,0.8236321,1.1399181,1.0008098,0.8633028,0.73914814,1.0622057,0.7963551,1.1681116,1.1498089,0.8603914,1.2345434,1.0433089,1.0680319,0.9589843,1.1976141,0.9032345,1.0550423,0.9366802,1.0657859,0.88216174,0.8884046,0.97347885,1.0739597,1.2189864,0.97506654,0.93117726,1.1908466,0.9385485,1.0575272,1.0068638,1.1351539,1.0375429,1.0505345,1.0043164,0.71987545,0.81288755,0.96275645,0.7323305,0.718073,0.9539836,1.0403818,1.0259547
book,0.821412,0.8816276,1.0567598,1.0052472,1.1243694,1.1091616,1.0754645,1.178212,0.8138229,0.9443888,1.071205,0.93885374,0.90859467,0.93084127,1.0159702,0.9775235,1.0262538,0.7330402,0.0,0.85619676,0.98109937,0.5759807,1.0494416,1.0268338,0.91742456,0.9623427,1.0638757,0.79576755,1.1037831,1.1887871,1.0332011,1.058919,1.0840478,1.1647756,0.98418045,0.9837863,1.0486399,0.9960419,0.8383752,0.9095399,0.8806274,1.0602944,0.7340199,1.1330453,0.8361002,1.1349134,0.96565926,1.2244514,1.2227774,1.1817224,1.0421761,1.0817808,1.1598914,0.9104145,1.0025696,0.824559,0.97727793,1.013269,0.72324264,1.0572997,1.0825751,1.145668,0.8446208,1.105069,1.1222955,1.0061638,0.88224065,0.9235313,0.9986324,1.126473,1.1336662,0.93433195,1.0568018,1.052608,1.1583327,1.1370319,0.9913794,0.92302424,1.1428194,1.0882277,0.9396197,1.1044002,1.1704981,1.0002978,1.0748878,1.2128289,1.2181766,1.0839232,0.94427484,1.1645674,1.0793597,1.1945337,0.44381428,0.7576204,0.714089,1.0501091,1.0773547,1.1184794,0.60475475,1.0217539,0.78266364,0.9589147,1.1961809,1.1320189,0.9842816,0.9223405,1.0944147,0.8297882,0.96782994,1.1682785,0.8804497,1.1696674,0.9924758,1.2063098,1.0839905,1.1889534,1.0199276,0.88313895,1.0053825,0.92467856,1.0492197,0.99252015,0.85774845,1.2231064,1.0988013,1.0638429,0.84921825,1.1394253,0.92830056,0.63503057,0.97215724,1.2075493,0.9698407,0.9959406,1.076616,0.6737419,0.47295928,1.0542787,0.993353,0.7708777,1.1427783,1.1221586,1.0218508
bottle,1.4833255,0.69617444,0.60462725,1.0678946,1.5114714,0.8433037,1.0724071,1.0975438,0.9010773,1.4751687,1.351935,1.5132095,0.39285886,1.5347912,1.5126269,0.92865,1.4917806,0.79045373,0.85619676,0.0,0.8154127,1.039997,1.0622232,0.7388008,0.5137773,0.7139087,0.4403563,0.6220999,1.1409531,1.4081476,1.1630437,0.38760614,1.285564,1.3569962,1.3345046,1.2606977,1.4373227,1.2194057,0.26317304,1.38873,0.092056274,1.3494745,1.0410435,1.1569277,1.0910232,1.4247696,0.9213624,1.1681614,0.7921349,1.2250223,1.1744976,1.2682507,0.93540955,1.0863128,0.5062577,0.22505182,0.88310164,0.68171215,0.7847954,1.3176429,0.47993028,1.0721664,0.45997965,1.232553,1.3325117,0.35791588,0.9181715,0.36132282,0.9496336,1.3865048,1.5680926,1.1691403,1.3396155,0.41491038,0.8774519,1.3003753,1.1717165,0.8759688,1.4162939,1.0310575,0.41894865,1.1110281,1.1309545,0.28872424,0.7443048,0.8403187,1.0165174,0.5097501,1.1835829,1.4246277,1.5438814,1.447631,1.3288107,0.40350515,0.43120307,1.034078,1.1565101,0.775354,1.0346224,0.68298614,0.44671923,0.6742698,0.98127973,0.5302359,0.94093424,0.45315534,1.260633,0.89787537,1.364029,1.3807504,1.1226811,1.458363,1.2391018,1.2662574,0.81740844,1.3482004,1.1087086,1.2901438,0.41094536,1.2504878,0.39337564,0.9156393,0.71071386,1.0810102,1.0847058,1.0422711,1.1908962,1.4397234,1.2896985,1.4665822,0.5139077,0.65654624,0.434408,1.031213,0.82236147,0.6291075,1.1732938,1.1380255,0.8350046,1.0666021,0.925425,0.5578595,1.19256
bowl,1.1293995,0.99763036,0.9108432,0.73341453,1.1801852,0.733163,0.76719445,0.9436939,0.5735824,0.7303194,1.1515527,1.0634207,0.9962233,1.0500963,1.1321893,1.135432,1.0656819,0.95328397,0.98109937,0.8154127,0.0,0.8608568,1.295521,1.0294411,0.35842,1.1070511,0.8887643,1.0013398,1.0172393,1.1869276,0.9225235,0.8261081,0.95625436,1.2843671,0.71728957,1.0197921,1.0583695,1.0529984,1.039336,1.0184102,0.64903057,1.0654004,1.0558375,1.0043913,0.9617069,1.2772276,0.9611137,1.2082726,0.86610925,1.2349337,1.155086,1.1605389,1.2484639,1.0746777,0.9189146,0.87835705,1.0510669,1.0031183,1.0094216,0.74332035,1.1556827,1.0936732,0.93172383,1.1755706,1.1484785,1.0819335,0.9674427,1.0403847,0.7697343,1.2855719,1.1762857,1.0760288,1.089423,0.8640946,1.0853307,1.156865,0.9295009,0.86459124,1.1229279,0.8435222,1.0109191,1.1791031,1.0912212,1.0107266,0.97420114,1.2804868,1.1502961,0.9449579,0.86424017,1.171312,1.2521049,1.25961,1.0167973,0.9728609,0.97053826,1.0430837,1.1871393,0.9661518,1.0325719,0.92486906,0.644796,0.97381234,0.8419745,0.9783858,0.9212733,0.7327754,1.0020173,1.151648,0.9883063,1.3004937,0.85415256,1.3092394,1.0059334,1.2623124,0.62081444,1.0967892,0.41681647,0.9716915,1.0986906,1.0309689,0.6245333,1.0856187,0.6220014,0.7038156,1.0170056,1.0417317,0.9754984,1.2637628,0.9943218,0.8476082,0.67238903,1.1984704,1.1052758,0.9903618,0.9770115,0.8055148,0.65529966,1.0336756,0.9235128,1.0986779,1.0493534,1.1572267,1.0259616
box,0.9559256,0.85216594,1.2462549,0.9497079,1.0542669,1.0252736,0.94503504,1.223901,0.51216865,0.71439177,1.0791115,0.81418884,1.1816295,0.55225384,0.94977397,1.233117,0.9284826,0.81755173,0.5759807,1.039997,0.8608568,0.0,1.1840491,0.96452457,0.6966115,1.1398981,0.8807602,0.81254476,1.1042196,1.1541427,0.6546113,1.1597947,0.73575175,1.0888478,0.75167954,0.9904433,0.7800112,1.1119015,1.215631,0.61845523,1.0682348,1.0341643,0.91523963,0.73278654,0.6056148,1.0650169,1.0200127,1.2616465,1.2531106,1.2077812,1.1933904,1.0443971,1.2896414,0.9255794,1.2517884,1.0980457,0.85770917,1.1534138,1.098588,0.94069034,1.3263849,1.1125573,1.1197292,1.0562204,1.1236345,1.209525,0.948498,1.1398003,0.948931,1.049003,1.0539979,1.0226594,0.72691345,1.0954168,1.0796515,1.0481911,1.0696335,0.7689612,1.0641842,1.0330642,1.0923349,1.175441,1.2700949,1.2610455,0.98492146,1.2935853,1.2254697,1.2161561,0.57563597,1.1209804,0.9818881,1.0407912,0.79358083,1.048157,1.0328548,1.1358545,1.11081,1.1018239,0.86501783,0.9159506,1.1478374,1.0687487,1.142557,1.1991214,0.8600893,0.8732704,0.670542,0.95496887,0.9959986,1.0934622,0.9331369,1.0755749,0.8597089,1.032484,0.899336,0.9790319,0.8512641,0.8818082,1.2007227,1.0191839,0.98175746,0.8765306,0.91759235,1.1934347,1.2166253,1.010827,0.66126,1.0468459,0.93968576,0.6114358,1.1742177,1.3124313,1.276709,1.0232247,0.9330287,0.8085654,0.6271966,0.9583994,0.93209666,0.84488577,0.8536154,1.3307798,0.8724544
bread,0.9708098,1.1515837,0.87499535,1.1207495,0.9847367,1.1023393,1.1746638,0.74828887,1.2406932,1.333215,1.0240028,1.2779222,0.9361147,1.1572196,1.0353615,0.9791842,1.0931644,1.1472206,1.0494416,1.0622232,1.295521,1.1840491,0.0,1.050678,1.2019227,0.8956237,1.0715758,1.1909113,0.60295594,0.9663676,1.2820292,1.0593936,1.3033004,1.0931604,1.2406318,1.0051649,1.1804409,0.58558434,0.82518816,1.316436,1.1273515,0.91624653,0.9871447,1.2816379,1.0106144,1.0764143,1.1560893,0.5201644,0.78331065,1.0706968,0.60569406,0.960675,0.489609,1.0939832,0.91746813,1.1691701,1.062848,0.9977024,0.8750869,1.2916095,0.6112583,0.74730617,0.76565826,0.96590364,0.7467375,0.7817056,1.0654467,1.0170377,1.3094139,1.1018772,0.9845808,0.87561667,1.2211919,1.2335037,0.7859123,0.84052265,0.9552027,1.1987233,0.77389574,1.1379938,1.0199265,0.58604264,0.5069548,0.74540395,1.0017742,0.51513994,0.55879307,0.6671215,1.2489772,0.90370363,1.0863817,0.9979671,0.99287045,1.0573461,1.0279195,0.6687585,0.9501533,0.9938035,0.96563387,1.2673693,0.9460282,1.030824,0.9216368,0.6663436,1.1439146,1.1905303,1.3388081,1.0265834,0.8836895,0.9841633,1.1972082,1.0735202,0.9056529,0.89542204,1.0154456,1.2990822,1.3681899,1.2166951,0.6983228,1.1166412,1.1605468,0.98649293,1.1755722,0.9601574,0.7478285,0.7641602,1.2540452,1.0514513,1.2231644,1.2835197,0.8348526,0.5514829,0.69830894,0.9419703,1.0631974,1.07026,1.1073684,1.2430946,1.3392563,1.0208962,1.1885943,0.519321,1.3911839
broom,1.3481578,0.8339655,0.9506003,1.1966699,1.3096725,1.0147729,1.0769936,1.1464989,0.94253117,1.2219179,1.2340951,1.2410634,0.7392158,1.167942,1.4127715,1.1089232,1.2651433,0.8754044,1.0268338,0.7388008,1.0294411,0.96452457,1.050678,0.0,0.9149301,0.8090912,0.43440163,0.7457882,0.97532445,1.2351758,0.88389736,0.5901292,0.99354565,1.2311709,1.1304786,1.0474739,1.1803128,1.208298,0.60857487,1.0060608,0.72098726,1.2535628,1.0672699,0.69373965,0.72360814,1.2456704,1.0020704,1.1918049,0.89324594,1.1382564,1.1759572,1.2649975,0.99625385,0.9757982,0.775124,0.8143692,0.87816334,0.535782,0.96836746,1.2999549,0.8587363,1.2002324,1.0102639,1.2301661,1.2337649,0.86375844,0.9990531,0.86728996,0.7300714,1.2554157,1.3688388,0.84075105,0.78127056,0.52003473,0.68646556,1.053267,1.1704347,0.9644057,1.3486483,0.9004755,0.86131144,1.1355636,1.0690907,0.86794734,0.6294544,0.858912,1.0720861,0.83424133,0.85218513,1.329524,1.3740461,1.1819656,1.2512691,0.52948254,0.4747697,1.0004301,1.1446322,0.8118057,1.083461,0.7471785,0.7774415,0.9521351,1.0033194,0.88895965,1.0273973,0.76104605,0.76504004,0.8455411,1.2955518,1.2604706,0.76035106,1.3077102,1.1565351,1.0155506,0.88207936,0.9263941,0.96518224,1.2799141,0.78242385,1.0786438,0.7346703,0.89653933,1.0347315,0.74334913,1.1624262,1.0988401,1.0815613,1.3109215,1.2336711,1.2601771,0.9137083,0.8674761,0.7634331,0.9943147,0.7007349,1.0391694,1.0899845,0.89520955,0.99175537,0.9651777,0.32972074,0.97992635,0.9458919
bucket,1.3068842,0.7207004,0.85050464,0.94285184,1.3457124,0.8481456,0.94636446,1.0197105,0.44524008,0.9415862,1.3177364,1.2435992,0.85554904,1.1638153,1.1930562,1.130042,1.216608,0.81799555,0.91742456,0.5137773,0.35842,0.6966115,1.2019227,0.9149301,0.0,0.969617,0.55233395,0.6864337,1.051254,1.4116821,0.803511,0.6954883,1.0852381,1.3607098,0.8813463,1.1287545,1.1589992,1.0924364,0.8052697,1.0900958,0.4966023,1.2431014,1.0492109,1.0416408,0.90582204,1.3169287,0.99769604,1.2346778,0.9208156,1.3175614,1.2569269,1.2902904,1.1679552,1.0399004,0.81637514,0.7727438,0.8199979,0.8731477,0.92527926,1.0736651,1.0238842,0.9445119,0.7435081,1.2788743,1.2739922,0.856615,0.91498905,0.736256,0.86640143,1.3477615,1.2885804,1.0895119,1.0988817,0.76256233,0.95625746,1.1977541,1.0698899,0.7798817,1.1319405,0.9265148,0.74588335,1.1901923,1.1832349,0.852988,0.7236701,1.1623988,1.1915036,0.7927591,0.9174471,1.3109818,1.3375065,1.2717562,1.1742204,0.7487514,0.80027103,0.99402577,1.2276775,0.8012554,1.0868554,0.8282669,0.6212483,0.7781186,0.92852235,0.84211624,0.8211018,0.5634614,1.013865,1.0941764,1.1963792,1.3601083,1.0079904,1.3827782,1.0543107,1.1183378,0.57652736,1.246932,0.69735503,1.1146135,0.8606082,1.178441,0.50142086,0.803772,0.7182896,0.9523714,1.0703726,0.95887315,0.84876525,1.3704503,1.0893552,1.0738742,0.6146369,1.0697653,0.9390082,0.9958335,0.72673774,0.6498129,0.8193711,1.1506104,0.85367197,0.9754874,0.8810762,1.0011127,1.1390514
