,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,owl,pajamas,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
alligator,0.0,0.653041268636398,1.0366833996618583,0.9162728529604525,0.948114828565684,0.7488296601639104,0.7763410320061752,0.9580250748219288,1.1012743196228763,0.6021606470432374,0.9512428073042123,1.0750987874657387,1.1445036881437067,0.6630228497490978,0.9252107339436844,0.7747369648866228,0.623859690851284,0.94005022115821,0.9129121122007912,0.7041265033614375,0.4986043883368849,0.8732123432307106,0.7726349202715994,0.9030723577701207,0.7988930210421106,0.9168447678124091,1.133753747146879,1.2394765159319465,0.7103616039332505,0.8306039898952087,0.4126263890763686,1.065480869700825,0.84090770337032,0.35800740173792267,1.041343881417044,0.7108865392174375,1.082898538150826,0.9172021258091789,1.1608350887804542,0.7043949738006194,1.0831211709781807,1.1461493824971412,0.9334644694494193,1.0532190168647981,0.7186761856125659,1.0912197889777835,0.8216646316495897,1.0592559238626926,0.7708019987550752,1.0242287405178117,0.6287477358491098,0.7348987927470603,0.5178510274111779,1.1235974210423907,0.9048175949041427,1.0723049540593017,0.8984741072762111,0.7134755636228224,1.1679143766685887,0.5888528267560965,1.0314100767944958,0.7751192794788516,1.0616697793995624,0.7553703392953312,0.8151666452764749,0.9602408728327485,0.9527297065674559,0.6310783036702945,0.3075233944801139,0.7232437144785754,0.8451632316886268,0.7345417253158605,1.0603849923080695,1.1554538398417264,1.0810491471400627,0.5639012317135985,0.5726539411490967,0.5007668173785081,1.1090513392154695,0.9433301032657176,0.6758207886432617,0.8767418394118249,1.0277083308893713,0.9647575632764789,1.1462512482877418,0.6543347233985812,0.9663526515971378,0.5907737206578062,1.151949093850886,0.5141038755186853,1.2071657637932431,0.8887835668405744,1.2842439445833524,0.8398548071011765,1.1415354127254131,0.4052891786138495,1.0110859451987007,1.0378167399853424,0.8330778202490619,1.08442286653931,1.2435721871259349,1.133823657320735,0.6476258499167549,0.6527626939749662,0.6165874476735647,0.5151720754883038,0.45188416503666207,0.8248310804033663,1.1141377948666236,0.8596014225089097,0.6400624569846872,1.1285611433307243
apple,0.653041268636398,0.0,0.9913349249303237,0.540648744230039,0.5792942584467383,0.8419921173265705,0.7489431962367314,0.9611428057093003,1.0880542912532596,0.6512160765307488,1.0113470040411494,1.1030661657944754,1.0478837618017443,0.8132033037637774,1.0395775074752862,0.6146909784815272,0.6266725067614551,0.9654342792944072,1.0011475543295276,0.7056581917334858,0.5928278968236719,0.9346682016282325,0.8658434619299499,0.9029670915567757,0.8714374427285978,0.8359486158875298,1.1854047151575424,1.1544574318190408,0.7336660762330767,0.8827726889141927,0.7558913685269235,1.0320504600791218,0.7961132924713363,0.4989216863309386,1.0986844803327787,0.5830197408399593,0.9359147978322265,0.8744458942611788,1.103938184481156,0.7874259834445803,1.0641814117858774,1.1991809863172451,0.8804331578951224,1.141225429158147,0.8199619231615587,1.130456467039736,0.6788646376598717,1.1379187479916402,0.8410881172853661,1.1104064620430916,0.5762006076662554,0.6628509360063528,0.5612161560914662,1.166230437267559,1.0196083557808515,1.0372931496782132,0.6682033532694995,0.8789385242559997,1.0452296835897972,0.575208412809842,1.041124091246441,0.8273322410250651,0.9539877662343011,0.8007429342273005,0.7805039194913023,1.1226172393149247,0.9240769015522066,0.542491057519267,0.6083739694214774,0.7977206655844361,0.6729542386686115,0.8107728816014745,1.0286641455998073,1.0828464609792317,1.1419088994684354,0.7192268283258568,0.6532863887645681,0.5161459675318091,1.1082238449372002,1.08268352124975,0.6286816229112185,0.8370399994103586,0.9844925414274677,0.8779058077283495,1.1947390199209633,0.857563106877557,0.8823618966710125,0.6097876278957447,1.1004553976492977,0.7595097210084412,1.1252753642969722,0.8444892067932888,1.378532054593633,0.8592285683563876,1.1624515684491423,0.5749430453233124,0.8474310835707636,0.6912040728613253,0.686723883640768,1.2527219765407538,1.1505282443189206,1.1063263520073703,0.6165753422353095,0.5906980487408456,0.6513331968583453,0.6699694306269497,0.5558883923015644,0.6785460974795032,1.1271250277595777,0.8873417042989971,0.608950222465125,1.2386311197133137
arm,1.0366833996618583,0.9913349249303237,0.0,1.1805960749438873,1.1497162462825365,1.1024273786223344,0.9446768557965122,0.5990327389161296,0.585882426760717,0.9193017166486168,0.7870231085348778,0.6705133359507264,0.6905456402560459,0.542112556341562,0.6395430810721077,1.3145140857822275,1.296236523158604,0.6090316671985729,0.9900593924876766,0.8595970181682658,1.0260487386359085,1.1221642517285664,0.6637038040612223,0.9135985737965711,0.6838217502665294,1.3323789367632328,0.9271242809808812,0.8404012334985633,1.0914519402476761,0.7416390887864746,1.0755180556548787,0.5432984207430012,1.1789855275157772,1.1413613908556024,0.5517578404854468,1.30100614511715,0.7696932567192016,0.9074803281798083,0.8374198246611589,0.861345793468639,0.8248388246531502,0.9083697629631462,0.953381889189595,0.9319049016216323,1.0503217694634233,1.1667805177312647,0.8992045925725957,0.9726987984688272,1.1392774480916126,0.7256497883871555,1.133682818039734,1.0306403951928216,0.9704811506302565,0.858086796732362,0.8949467319578629,0.39904944346500426,1.177580593942387,0.8881332197330968,0.685716528141128,1.2584864651154666,0.6878145576321895,1.000950074842717,0.6134994295243374,1.3340234538379243,0.8970256643018657,0.9786030931598384,1.0675614908343973,1.2690498054718666,1.0296526918806816,1.150683772558326,1.2228814979847866,0.7395973855412754,0.8312970615213846,0.552165293645289,0.6639940802846904,0.6991999898362664,0.7021135841662071,1.0171332331533713,0.9713182027567805,1.2176567761650898,1.2309260995545328,0.922480503406178,0.7453983959089843,1.1001219587758568,0.9451846585578833,0.97526998535424,0.7044011278099949,1.2589351320831814,0.5607519043833551,1.0261369271243617,0.553062928120668,1.2216038315279736,1.000603115928257,0.754459408999363,1.0991618025185157,1.190728347637671,0.7915397895291206,1.129979364019941,1.124661202771396,0.956384319629991,0.7253982956685991,0.607796633193495,1.2608085305349621,1.0365222183903704,1.2440265716956376,0.6598969812925471,0.9179923754858369,1.0509292833543318,0.8274877640201823,1.0773530265971158,1.0532001402121614,0.9101910794354847
ball,0.9162728529604525,0.540648744230039,1.1805960749438873,0.0,0.14087341732572578,1.0742001304207078,0.9831045183299739,1.1078515430051366,1.1883217674044528,0.9855573962024071,1.0115522423003043,1.1353283374909682,1.1450524409049556,1.0498401606207433,1.057825132295642,0.8173392346912587,0.8339242200177679,1.0358109373271278,0.9591747641971049,0.9096560462139612,0.9300921086238491,1.0613521566510524,1.1126157553215061,1.128809763297868,1.1289304766903654,0.7118800592354786,1.2346082730159824,1.1457810157307544,0.5402484539136011,1.1242936468019165,0.942172365966694,1.209797296859505,0.7459849727533906,0.8092184134555935,1.1519350064061853,0.732185049629789,1.1453535626531526,1.0205325596043997,1.2640349741966306,0.879283516707072,1.142524776400346,1.1397205177220857,0.8516868723923422,1.0846067341568073,0.9430733214086862,0.9238774391073931,1.0140618021098324,1.104122750737813,0.9100933870514385,1.1362921099837848,0.9710777673792443,0.864404893389326,0.7636412489597864,1.1731178697776123,1.1105764840696182,1.100839147076147,0.7886075090760651,1.085856648626883,1.1869769498490346,0.6819857434346426,1.1632935123177433,1.0564890902277089,1.2070506128368876,0.965167464714254,0.9700172606136486,1.099802085884886,0.9889631271396239,0.6202794833076344,0.9491478440683105,1.0294741454763359,0.7500992812111931,0.9686177074713612,1.2370431736178817,1.1455261409030306,1.0533799036876845,0.9771786827580785,1.018278357795324,0.8866140781024114,1.1538449003134899,1.0052036321552766,0.9055416619044463,1.0009695377926422,1.126052416711618,0.8975308929425805,1.2858606798776089,1.0085776447428743,1.1266166798744948,0.8236731219291786,1.1710381307109468,1.0365221986947637,1.2163047845467196,0.8083623031678782,1.214090572159514,0.9524252016318614,0.9807111633155905,0.8820602918434133,0.8060267214239332,0.44085813590399614,0.6650908415211321,1.0978311933797646,1.1885361439454138,1.0843904880392305,0.5368362637901745,0.7852007762077212,0.9235350918502054,0.9492428351349481,0.9497463370146831,0.5870795690928092,1.0086425540448318,0.9760095205968399,0.898157623334267,1.266715670503975
balloon,0.948114828565684,0.5792942584467383,1.1497162462825365,0.14087341732572578,0.0,1.0600718224421795,1.087832846645168,1.0507014313106353,1.1146028767401535,1.0377187630640243,0.9210041665460139,1.0406976434730106,1.0517194229975348,1.02339176571818,1.0692972616747387,0.8799625423511018,0.8671189609327203,1.0048559271034294,0.9245293982655557,0.9069438790554532,0.939159049106035,1.0909990481200513,0.9923376528314455,1.0888422810494809,1.042712597715011,0.9042149709872793,1.1919468817981147,1.0677651505631367,0.6433298774069074,1.0925266890267173,0.9880196251333926,1.0907754769155606,0.8323476662617126,0.8433467872340205,1.1135247817530163,0.7840941201234102,1.1301345028197176,1.0381509038697654,1.1756277432852678,0.9143066558427692,1.1028751878045273,1.0500791203219153,0.8544636256730831,1.0503541550241902,0.9699829352291708,0.9474282552175789,1.0436469514633666,0.9820123465321259,1.0204428753389065,1.1329624198010677,0.9808470667396731,0.8926858059717059,0.8425483782773748,1.0772751858043244,1.1207293866302979,1.0240834855758014,0.8449778170722142,1.1034296168738988,1.136344722934397,0.7529129216027697,1.0715180936331454,1.0144378004070695,1.1019738329228215,1.0174857948030718,0.8843892682763997,1.0123097491133404,0.9298246213236867,0.6680651306689032,0.91371461149148,1.0999042604397744,0.827205126625472,1.0042709625777033,1.1713247240026536,1.0338162433618334,1.0452224107463297,0.951510007162664,0.9964051123872216,0.9315470287900132,1.2243996897164497,1.0434043873582977,0.9338566924459606,1.0264832569843763,1.177457416925454,1.0252463996235253,1.2064551864505884,1.0544104174529676,1.1269941461652129,0.9221719553851017,1.080488384348556,1.1074757107245803,1.1496796352543301,0.912417279490523,1.1370930040011191,0.9396751731613101,0.9210058464329662,0.9404744029781419,0.8052587067410432,0.6542087959630047,0.6561627418917867,1.0826488318270535,1.080601073088398,1.0132833010753155,0.6584216400619509,0.8141910991049078,0.9440850509936477,0.8786881520821945,0.9033058137157086,0.6676659544946877,0.9643691687852831,1.0621710625279603,0.9405627699669757,1.1576823987411309
banana,0.7488296601639104,0.8419921173265705,1.1024273786223344,1.0742001304207078,1.0600718224421795,0.0,0.8793260009430017,1.1108556300296009,1.179572587705444,0.7673656082908323,1.1168700379138379,1.0722626121500813,1.1894569819938883,1.0230250140270052,1.0894349635404357,0.8125837557099658,0.8106343068981727,1.0750134101902713,1.0224647290886542,0.848215357738127,0.7120461879874761,0.8878043603293178,0.8562049504915973,0.9915618391956798,0.8839655276155622,0.8919354637205982,1.096518602427444,1.1317677969961786,0.9927237442990796,0.967667797119784,0.8529209372653134,1.0442804250510798,0.8916280688682964,0.7844973337608512,1.2170658142524637,0.8105559749857484,0.7105564046890424,0.6760002009027265,1.061594208769718,1.0040666812784762,1.013691214066727,0.9546858370086885,0.8437211606686807,1.0847670744213873,0.8657479647803513,1.0177571446121088,0.7891881359015012,1.1521075418531586,0.6643239312662665,1.094488173179005,0.7262683479051527,0.6840800963799326,0.8574456607733084,0.9926439795084498,0.9272948909500386,1.10047970213174,0.8096106018714815,0.9417883353561667,1.1000511848177563,0.7140471578109142,1.0368885723412462,0.9774810529899838,1.0321700212464837,0.7972465999951641,0.808692122513879,0.9901959406969751,1.085431883764626,0.9146403871722899,0.6237177463397321,0.5429203784686213,0.7944442229071982,0.8760172376855608,0.9767425099883341,1.1861720085157246,1.189756415939994,0.9220776712658706,0.862961491173506,0.6601038640192991,1.1180640776077149,0.9679500744252418,0.6661459762021411,0.9989396292782405,0.9606886963693356,0.7386435205096352,1.0612314958487756,0.8244974149581692,0.9352562214650888,0.6410942419548851,1.1501242338205837,0.7634533992035601,1.1159129354143498,1.0348604660677612,1.2109820616054685,1.04901840682125,1.1178686599963898,0.6784714956345536,0.9722180797907214,1.1095254063186215,0.951105841698629,1.0413164835465643,1.1795614791634155,1.2345754852734396,0.7100702741740815,0.7942509792935106,0.9686659289207581,0.8993075484648612,0.7736751292974111,0.7861946114066984,1.1076174538845434,0.9178800571096056,0.6790321059471325,1.133145068150244
basket,0.7763410320061752,0.7489431962367314,0.9446768557965122,0.9831045183299739,1.087832846645168,0.8793260009430017,0.0,0.91416722385862,0.9972196926814405,0.5234059922071097,0.9847310075022311,1.174336787559312,1.081104730525328,0.7817668895397345,0.7827691285264198,0.8668210856069996,0.8789752010478983,0.7295023919954471,0.6907697008739239,0.37967679644933505,0.5865038054796426,0.8860853256108155,1.0406537437465713,1.0545660134514172,0.6261878864656985,1.0030025053263547,1.027991731354822,1.1658480931226225,0.8319151478157106,0.8195494131364933,0.7773131130168214,0.913054847279577,0.8701829231631455,0.8276672242109282,0.7476137378577601,0.7122626400122162,0.844833367751145,0.6726210007411744,1.0419817523718653,0.6173038251011141,0.9059193012039346,1.253888752963197,1.1091063154728353,0.9529416691842134,0.9365319658625372,0.9780836854146023,0.7547806188371347,1.1334528318665273,0.7830007175779228,1.0119625223990198,0.9108809613826891,0.831418864630441,0.7315637249396311,1.2418933798350527,0.9007719359656576,1.1028925813606218,0.8913785710619353,0.8373353133067278,0.9369380711741271,0.7509411160693178,1.016181390715709,0.9138821851675134,0.8256746708433869,0.8846078771628578,0.9340865386696823,1.1495440690593977,0.7674383674035272,1.018223521228409,0.8745009013791859,0.8166763454378532,0.9624043675002358,0.7125466724888416,0.9420140061477883,1.1986230297982763,0.9286327709239229,0.753771122001921,0.7843575546663851,0.6117272228354459,0.979786151760626,0.884331710679613,0.7890652257297027,0.6542979442075545,0.3087843032246581,0.734013927975544,1.0484587150524898,0.8063648598208109,0.7469336064036856,0.8134967758152645,1.1251086579128415,0.7932636368812782,0.9239772374686926,0.9446528444443751,1.2057387257383856,0.8942254717180046,1.0448444145636282,0.7450748911821925,0.9119699796255015,0.7636694546897465,0.9220479154031479,1.053094693820112,1.1434092626890342,0.9047180243333675,0.7083494907533922,0.8721712411271663,0.9761703369039634,0.909786420991127,0.8498670889983421,0.5789751148912773,0.7878385780268998,0.670796156410663,0.8999755677990746,1.1689086521493885
bathtub,0.9580250748219288,0.9611428057093003,0.5990327389161296,1.1078515430051366,1.0507014313106353,1.1108556300296009,0.91416722385862,0.0,0.4441440476733708,1.0853186267081651,0.3827348943384148,0.753320073774105,0.5714635645142238,0.4404915086351586,0.6323214833115675,1.4170166832384083,1.2359720651894703,0.3133745116000365,0.918176603744755,0.7688072278034209,0.9719970567148382,1.0910078698334587,0.6771345585076117,0.9363645028330865,0.6309062539329392,1.3081860813350183,0.599332426554833,0.9232035745932261,0.8516003285692259,0.8074442904660006,1.076913078133451,0.5434995334603444,1.0014827903460373,1.154008242600041,0.3492952182800263,1.2879907669680248,1.0704304322592832,1.2373243243844925,0.5749962645387234,0.6138414439100719,1.039467956412318,0.9927631708130943,1.217544423296567,0.7951836402278327,1.1581097117499426,1.1298715394421917,1.0585431566947028,0.9467112823003389,1.0372298794162003,0.6639355312406935,1.294719864505142,1.1363051789551262,0.8740130359974316,0.978253537252785,0.9526100736535679,0.6625789953187335,1.402425236401891,1.0082428310284108,0.9287358039444576,1.2875824747974176,0.7788507848602542,0.9948738489292916,0.6042647631817888,1.37145480584921,1.0059409038876765,0.9017344598036229,1.070934243966194,1.3181575154014546,0.8425374432026734,1.358760817996313,1.3515501397644472,0.8637396114105124,0.8403193571764186,0.6520425653679274,0.559075157417419,0.6549578171559995,0.7078776518450981,1.1396291948260946,0.8677399272961224,1.2627323461943614,1.3110678472866524,0.936569524641343,0.8452718058077768,1.191377070692962,0.7007716117203201,1.1118392234450787,0.9808140048092523,1.292976945842001,0.7156040595846651,1.1034370664531727,0.7498719810700345,1.353005728033104,0.7989588129964751,0.15195116521019048,0.8704376558227316,1.2340157234382452,0.9283930125165735,1.1547410658993527,1.1220863729230977,1.023477907392851,0.8893213633623398,0.46559193815415734,1.096973029841957,1.2991141992353439,1.2260209862743738,0.522523558395489,0.8442251810043083,0.9680074465734871,0.5852017029931543,1.1943577997402817,1.2638391592517015,0.7799016453801645
bed,1.1012743196228763,1.0880542912532596,0.585882426760717,1.1883217674044528,1.1146028767401535,1.179572587705444,0.9972196926814405,0.4441440476733708,0.0,1.1934966605336443,0.2665026972475447,0.5524436727640062,0.18687124641673059,0.6371097270336223,0.5463553494442928,1.4766481511969345,1.3779782883885288,0.4572120491721512,0.836484211619213,0.9269795989943106,1.179535717040405,1.0116043984120435,0.7629196980495976,0.7464466534601214,0.6538006918323265,1.3940268571097887,0.6773905226442571,0.6721548442861421,1.0170730875647522,0.9533116543349076,1.1224657660116284,0.36516494341234107,1.1491672113969784,1.3026648858704775,0.3344064725992273,1.4376484318198983,0.8782555616960257,1.105061763885427,0.6805774341447984,0.8703048804378439,0.8118723503857943,0.8512734793128189,1.2392270869055488,0.7013985008082795,1.2074527747034596,1.0284740316907115,1.1486104945959934,0.862435686052928,1.2100478963053622,0.606068469081812,1.3049264820053181,1.2666860237924342,1.0565973268833058,0.8274144333553788,0.8750841424406207,0.6194973366817325,1.3487519694262247,1.066928223967255,0.6020468114759844,1.3905208449817665,0.6246513956868709,1.1123267843098876,0.6668090348395324,1.4644437031375082,1.0061703326332552,0.9113758851898511,0.9937200672619546,1.305159200026283,0.9850110908967362,1.4175960306629243,1.3622523778470768,0.966590586847324,0.8061815268796495,0.4080117954422786,0.4030152253764798,0.848480339947765,0.9224290496951033,1.1672489679402491,0.6328476880478965,1.317172920046723,1.4271429092425807,1.018408035474004,0.8445791345762621,1.2370196651100032,0.7555397078226689,1.1368505370203161,0.8365748373394835,1.4164107406811235,0.4653626339811219,1.1805354130337369,0.5193201413077261,1.3773873917838084,0.7382290725803957,0.6012212155067896,0.6547531467022945,1.2891314495844943,0.9500813503830599,1.1405341715943313,1.1697719536701452,0.9461753322876801,0.5683867599588703,0.18390390603118445,1.3468663882379401,1.2907333501808411,1.20488533217429,0.7213761985842323,0.9869026267894471,1.056358455239135,0.5865197572337232,1.3047859570757412,1.3227670008250534,0.6847153489217777
belt,0.6021606470432374,0.6512160765307488,0.9193017166486168,0.9855573962024071,1.0377187630640243,0.7673656082908323,0.5234059922071097,1.0853186267081651,1.1934966605336443,0.0,1.1003985073923508,1.1964287360745212,1.1854107591620158,0.7095441382179623,1.0331126353581908,0.7224806669814274,0.6866905938311816,1.0474409253822585,0.9768183110892537,0.6468073292676071,0.3580310028604142,0.7158437520038506,0.8774881917959636,0.8340974096531191,0.5702882112943406,0.8963022849258986,1.1802650219780424,1.284781140665278,0.8069842349152703,0.7358230869404895,0.73346398260553,0.9607315323770032,0.8812899035488094,0.5215391022734642,1.0940298660047028,0.6954740418002643,0.8230440579284408,0.6491141512960769,1.069256661455675,0.6564197238752374,0.9862959161477282,1.2016527722777666,0.8559382387130288,1.2217515302914919,0.6124733202585402,1.0960580770522454,0.4811622897668282,1.0264560141135952,0.9501214641871615,1.1428997970933863,0.4840432564373631,0.5848660592717944,0.7458666539882794,1.1297942072158078,1.0306755762607298,0.9901636968433979,0.7376896206140235,0.5697534314638447,1.0888841015219082,0.628374463850461,0.9355284859839691,0.7079817543783404,0.8074714600558723,0.7109098321596807,0.8075630815467632,1.011165825699641,0.8853054070464477,0.7370212025910573,0.6366307534792,0.6323566439080892,0.7521584198744266,0.8002467689319801,0.9615244656381057,1.102047944680439,1.1736604174937413,0.5312942204618594,0.508767987830107,0.42235520201041843,1.2114034933820226,0.9191336226038136,0.4985975378432377,0.8060403583080571,0.6999595239721037,0.6155053399169711,1.1438122129765727,0.6023245851941286,0.5572245480989031,0.5638891958551548,1.0870855352838562,0.4303058224182639,0.9767053790094047,0.8811985712527138,1.3010520488525015,0.947422581142611,1.1995293393957778,0.43205038896544945,1.014424025704657,0.9358992043115588,0.892230213279476,0.9968499898514184,1.187918048586781,1.1599172124752704,0.7420009460268994,0.5239271528716537,0.7109856504915059,0.7456578362806453,0.5993098548692561,0.8311605478436899,1.1274299770525653,0.7247104788203821,0.5070687385984666,1.1716825005718607
