,owl,bear,cat,zebra,alligator,dog,rooster,horse,bird,butterfly,frog,fish,hair,face,hand,arm,leg,foot,ankle,finger,toe,tooth,eye,nose,ear,mouth,motorcycle,stroller,car,sprinkler,lamp,slide,crib,table,bed,couch,bench,drawer,sink,bathtub,boat,grass,window,shower,closet,door,oven,refrigerator,ladder,chair,toothbrush,scissors,shovel,vacuum,broom,knife,fork,spoon,crayon,pen,pencil,belt,clock,tape,soap,bottle,cup,strawberry,apple,egg,orange,pumpkin,ball,balloon,raisin,nail,watch,slipper,hat,glasses,necklace,banana,pickle,melon,gum,carrot,bread,muffin,cookie,hamburger,pizza,cracker,rock,glass,comb,tray,box,book,paper,coffee,dish,plate,bowl,milk,jar,bucket,can,radio,basket,plant,flower,toy,doll,shorts,pants,jeans,coat,jacket,sweater,shirt,scarf,pajamas,bib,blanket,mitten,glove,sock,shoe,purse,pillow,towel,napkin
owl,0.0,0.863231675376309,0.9871699270750729,0.9726982550617184,1.011993116233035,0.8712714179450386,0.7016732591546517,0.8966589143975164,0.8412810723795536,0.7060544995844691,0.7440237098823363,0.684519601685934,1.0651624558961459,1.0821609037288922,1.0394822156296266,1.0769336857335339,1.0836066910472302,0.8884953378548136,0.9337138409259396,0.9710013283009314,0.9454472024224657,0.9705153153775693,1.0504439177527214,1.042043971449412,0.9370157720676566,0.930837434786977,1.049583248689477,1.0641156449182312,1.0046790652513513,0.9109188779772504,0.9286202804399686,1.0853578025687436,1.0429527531738751,1.125447955859923,1.0398316441653712,1.0500458534524615,1.0837979087874114,1.0857546635048134,1.1948808707941387,1.2704529381637952,0.8935513600236835,0.9880282519192646,1.131766247602605,1.1775278936330886,1.1489698444715515,1.1563814137079027,0.9453562753008232,1.0748176352036067,1.0789230619198769,0.9638537358643037,1.146633396760881,1.0323053601415786,0.9822972292499071,1.015120669211178,1.0713731732137575,0.8663812558715401,0.9207080714179621,0.9047799296918984,0.8976733213016825,0.9036641484001433,0.9240761846462153,0.9150782078393286,0.73277047306465,0.8921486860036093,0.9351220258042074,0.9736256482136452,0.9427562676913563,0.7113370534513423,0.8995444478100592,0.958568421681328,0.788814328220184,0.8621786895424203,0.8938462016605835,0.897827947083254,0.8633795330784176,0.8865672960454932,0.946783662606392,0.8009633622004977,0.9078577794567376,0.9942508615680687,0.8888500218009279,0.7377028900197317,0.8324909295874123,0.9846363693614266,0.9344342721221688,0.886940969468482,0.6888897477818909,0.6271724338521665,0.7900753553011399,0.7407592522966926,0.7700772319768918,0.7442610853575725,0.9898140290915312,1.1331901541562597,0.9487634277106088,1.0667086949233031,1.1152024931413398,0.8810602454636473,1.0553235646070576,0.9497738105042388,1.1549276983995576,0.9301862340067609,0.9621265097192617,1.181010208905241,0.9990808786692369,0.9773281931329497,1.0272358893521545,1.136782815320094,0.8680723235436985,0.8303389679132279,0.900945348258839,0.8949996375567788,0.8246068882873477,1.094279269555235,1.0682053331587564,1.0627531793990637,1.06049334307097,1.0544562274194653,1.0728703686798613,1.0794597521734586,1.0955483137435196,1.093398257994178,1.101192697035656,1.0122002930431275,0.9674461244986305,0.9566509722917526,0.9784049089105452,0.85022185733031,0.9305346588819814,0.8431828281467149,0.7110927687464399,0.76468206929482
bear,0.863231675376309,0.0,0.5513663265232595,0.4835156875010178,0.8573693498359491,0.798710424696785,1.02597522719124,0.8736376577785178,1.0507092125174953,1.144442239040956,1.0404261534872394,1.1031747225728168,0.931538265683387,0.9771815305764098,1.0154796519533587,0.8188409994821378,1.0169451287667401,0.9662406215511543,1.224852594391041,1.098918199395083,1.143479747271363,1.1860341289904646,1.0339961887257114,1.1698756378280308,1.1137907451386881,1.2013262022694082,0.8874176921567954,0.9626083026523313,1.0522555882366158,1.030523250394872,1.1199445260558112,0.7303127955229498,0.81031786537039,0.8578778524532735,0.550993012671703,0.8290961591415866,0.9115596674788564,1.188814521119981,0.9693724483243435,0.8894318041903435,1.1568619193369862,0.7934968757894809,0.8335121964531537,0.8258304434223438,0.9854467684048741,1.051634486902302,1.0663137683713169,1.0374602954068908,1.058036993175206,1.0896166016130011,1.0049569771443503,0.9990211273617458,1.0298376124503843,1.1473541570435317,0.9252571427341052,1.1833088944262573,1.233649301918732,1.224276447853737,1.199042711073687,1.1819840853363095,1.1756139731018214,1.1359487662235837,1.1203675502643105,1.1766566731165522,1.2323483672721052,1.248665405773071,1.2802506915817382,1.1342081850856554,1.1811257472743906,1.1481041262431044,1.218131453908116,1.271390495697006,1.0811001766540078,1.2202364408285093,1.1038423113734286,1.157229133712248,1.1365090011432961,1.1754979406873982,1.1185814985883469,1.1652606005462673,1.2262249580112556,1.193280353833761,1.1524367481873314,1.1185509183229987,1.23693346302406,1.13876647124711,1.2326352252619408,1.196163162649886,1.100687252710465,1.1107434393885236,1.1222880812207259,1.0939524310188464,0.8582430022504846,0.9929950635298402,0.8484973763815968,1.0857183683870604,0.99878400797011,1.2149348639355186,1.1061243625837507,1.0931391794501355,1.05532396522666,1.281826595998286,1.2571683230873774,0.9898050706860695,1.1516516927067877,1.0984932526520443,1.2315551223675798,1.0807755314949272,1.018513688931401,0.9378363698640113,0.8986370109560904,1.0833878856015198,1.0818231387766668,0.9984009436643468,0.900402922962316,0.8563195816355317,0.9906834386675054,0.7972364232844076,0.8335633448518145,0.846360555009436,1.0931334026000754,0.761454481462714,0.8513876799405887,0.5549831184266256,1.0247033339293734,1.000507165504794,1.0362459431621667,1.0463173619566752,0.9724631827685566,1.140270054887056,1.0673737276645372,1.1920856269543032
cat,0.9871699270750729,0.5513663265232595,0.0,0.5481700677424881,0.5801319162768126,0.3317052503957989,1.0449230312815265,0.8111775772714394,1.0643412066855134,1.1464720874298293,1.0445096782973524,0.9926635175839951,0.751461196620398,0.8016698404286569,0.8315875328746847,0.6548779504193387,0.6829322092131453,0.9516210743638231,1.1003389542402118,1.124704413111389,1.189308131614666,1.1118940831653596,0.9541652593163177,1.0816979516360135,1.1039766463364535,1.0638383682227126,0.8650050353746608,1.1397542069135604,1.1768620789769793,1.1679038072117154,1.216101711544892,0.6848905012109593,0.7680315899445597,0.7182197676913546,0.5480414238683569,0.6963820201186359,0.7021842690059955,1.1545766700255955,1.0230401737358477,0.5514782335348293,1.1418582688894692,0.6794037344796529,0.8844364478504655,0.7156274061329525,0.8620077999614126,0.9879246106029881,0.9931535059721004,0.894646758043998,1.0652708194507625,0.9994262914594478,0.9647041600860199,0.8590803083489927,1.1928169519941387,1.1076297657409626,1.0081288414663154,1.2699768310287414,1.2531580911247018,1.2393158195487093,1.359116909131365,1.2707582445192003,1.259176176632187,1.1879670671145806,1.2770741544565858,1.4835233885689154,1.3342792175827751,1.4166850334051289,1.4633376576436268,1.3321064651306074,1.3173832453703216,1.238435507317499,1.3000297791635886,1.2494083123037314,1.289998803219407,1.3693814682992045,1.2862405936012917,1.258187296737832,1.2459456094990276,1.182790703652709,1.0845282883556726,1.060426490066466,1.1939653493278948,1.2214263741601679,1.0378684587512144,1.1919645384317292,1.3722460346966068,0.9341190076747219,1.2849304033566922,1.2814341496382544,1.2131003936209805,1.2185043549436612,0.9000137703523643,1.0829070880185372,0.633701150967257,0.7680688845917072,0.5689772759412759,1.0957155467872624,0.9503266033685178,1.3491362301958096,1.1201093505656197,1.075808405510325,1.2713789506820545,1.3730333982985625,1.440300005517559,1.145562067722238,1.3618894127412409,1.22192408883447,1.266456080933871,1.1304394627324077,1.1181356875407582,1.0245208909702512,0.9190513525145279,1.3430075785757802,1.0973025586404566,0.7349079858773542,0.6089481502060975,0.46913181113472724,0.7274414825613401,0.589460717192047,0.6298747585928384,0.6087790063757663,0.8250345901433628,0.5105380595462288,0.6099124775551552,0.6352993617633962,0.6520098337523569,0.8583010532065313,1.0359414840856849,1.0562545092631357,0.9516359478516279,1.1850477231018939,1.288423650856323,1.2922815100978566
zebra,0.9726982550617184,0.4835156875010178,0.5481700677424881,0.0,0.666171087578785,0.6760655123535926,0.9640580847509137,0.7198531262667502,1.004966864783157,1.1284609995040373,0.8588932722367085,1.0342989739388628,0.8642536775122458,0.8956559538688036,0.960093470356182,0.7196853860764867,0.9328962087113869,0.9764030707776739,1.127677629481003,1.1789027931196323,1.1583000094627574,1.184893712294504,1.0877878639992535,1.1665623038571442,1.182483139416104,1.1645395741622364,0.6956600810206999,1.0044192724554057,1.007837963871225,1.077132982281617,1.2182293268378195,0.7221720944539889,0.832833603289519,0.7010673779349978,0.588831247714168,0.8120760185266684,0.8525050610296674,1.194665891435551,1.063555151278707,0.7930917017883752,1.0995818226237464,0.8468958549464103,0.9540560044221309,0.7628028068097334,0.866097353224188,1.064775000547217,1.1187203024595287,1.0444441733067444,1.0098535477766406,1.0370033016982414,1.0002749649171825,0.9973802135836448,1.0806608746696083,1.144819241667177,0.9430839588702267,1.2407513604090874,1.280787459261857,1.2652855252288808,1.2767703297008541,1.2211643683370725,1.2133420356816507,1.2259708425600775,1.1366809936410682,1.2279879038939936,1.321367285427787,1.2943440754998312,1.342674414132674,1.166747922453982,1.1571530200671054,1.1468444285812618,1.2183894650170868,1.1548039603051057,1.0495664271350118,1.2001076955615115,1.191344624407179,1.1596209000251656,1.1703964234851962,1.2098007957267394,1.0854021782241727,1.1407322018567405,1.232403310183717,1.1517527109221377,1.0818010583645061,1.1964497310336144,1.25106842545319,1.1486729789210228,1.2545360277140465,1.2129739297053357,1.180223502493782,1.0818608039183442,1.0914520528073617,1.1045912896876522,0.8292511086647046,0.881878733733037,0.8725542375047095,0.9977913488436972,0.927073405938748,1.2587080841753477,1.181731156562699,1.1666950696200735,1.1509340104851848,1.3009107025533895,1.3282220710472132,1.0760054934500354,1.2073169383533735,1.1873120236636419,1.3155955735673321,1.102975946184236,1.1474232545299103,0.9981492219854425,0.9378727563869956,1.0976919962748468,0.9929105836120292,0.8014157699238056,0.7531486763296118,0.6512683218585478,0.9467919985061481,0.6070646368626699,0.639791211413745,0.6685218508340747,0.9892439141508835,0.60045946745602,0.7159374030934457,0.6267333607583162,0.8868701441895247,0.8945434855939939,0.9612513282494166,1.03544284708375,0.9462183839330103,1.2359755812179654,1.177562405261304,1.2539691742309147
alligator,1.011993116233035,0.8573693498359491,0.5801319162768126,0.666171087578785,0.0,0.6103419396314538,0.816860072894173,0.5357178203035962,0.9709625433518364,1.2159542325189185,0.6293299270756668,1.0855550286407762,0.7010102224786043,0.6395211669869445,0.6467016004036137,0.3663793624359166,0.6694222041741403,0.914824480973875,1.1340501321519356,1.255726332975741,1.3306106587605842,1.2876197083196614,1.1238706936041836,1.1669492097931362,1.2457806353728782,1.0536330263657754,0.5654628181406143,1.1028585713269576,1.187404489490146,1.1154994210839235,1.5640536957494482,0.727250822193028,0.569125107660699,0.5110355571441725,0.4703328675218865,0.5091835857949254,0.5381956095579203,1.0416245031596345,1.020953928577846,0.49946902426448814,0.8898323665566181,0.8181670780035255,0.9867818320270231,0.6083492380647022,0.7244745976916218,1.0456795926222284,0.873212895927816,0.7577220523624253,0.8906210723966335,0.8975476820212206,0.9178934482555193,0.7369152727602273,1.1675105107615629,1.1538147958298817,0.6989003436550275,1.4416817012432102,1.5240439737921494,1.4775872677807338,1.5919158492397263,1.5392793962971978,1.5213054055691937,1.5066815441003354,1.4093517104443023,1.5052034619710386,1.4839874118129628,1.5448416136597665,1.5149646165656037,1.2926372318218777,1.4155884305728366,1.1554951917726808,1.4148010101298896,1.2703083766510228,1.158382638045064,1.4641092153577688,1.4032760206926114,1.4354840208361486,1.4759695666353598,1.326129409956488,1.1418313860029632,1.1737574014561225,1.3587116096681329,1.2797274061604411,0.9078258941507541,1.0314868901017489,1.2989399989623056,1.0615796037463265,1.4153632364131041,1.3289651988036622,1.2487264269213456,1.0930602908907683,1.073103696030874,1.1035891108011673,0.6805490079731413,0.6625390525152636,0.6870958685986656,0.8550827466131242,0.5448394690455015,1.1428007522754693,0.9501696083829458,1.2219002291893888,1.119269717448791,1.3889518373254068,1.53133291277946,1.0962378795020782,1.249664379423591,1.1676246852276153,1.4789721163198042,1.0759467262040412,1.0915933159263325,0.8017879420532732,0.7082272978452556,1.0183925238573086,0.8997720066260599,0.7557427500740267,0.4478308864481374,0.4777868395257565,0.7001418478842948,0.4408847294863726,0.45895034579520166,0.5060676927409247,0.7738718783862604,0.39685914117408694,0.45958482370869236,0.4671410457395212,0.455380624812181,0.5922386639192528,0.9852070241598652,0.9011715613048585,0.701238520747723,1.3845512613092774,1.4383418435499957,1.380995515177482
dog,0.8712714179450386,0.798710424696785,0.3317052503957989,0.6760655123535926,0.6103419396314538,0.0,0.8970533817498618,0.8870899315928471,1.0575920897207838,1.0153442883027888,0.9149955892879555,0.9072171837407508,0.7470070375535691,0.8721708786973323,0.7696892978941037,0.7318898929528705,0.6217722710355699,0.6860738470817055,0.8200612628739883,1.0074635640719631,1.0110689442573877,1.0500553312437175,0.9643209588498862,1.0413917225380187,1.0992337554359635,0.9855582137571831,0.8715579025580785,1.1373911801905,1.1305443802812998,1.07617381457012,1.291986430875871,0.9166641972016542,0.7768511102359534,0.7358923405952977,0.7682203688511435,0.5950198121303182,0.6646881848141547,1.089077022186771,1.094904945891422,0.7391172040253714,1.0084482595334765,0.806754972673803,1.031914514902217,0.9315988407135759,0.8468329971313238,1.0599818604259468,0.8991499783599205,0.8792642488172984,0.9719911115141031,0.7446849744993279,1.0385288926283724,0.91482910268801,1.214059198162325,0.9627166786350292,0.9362137012300119,1.2415279812613502,1.2014645866972067,1.1956821137185596,1.3770835717437646,1.281282698870553,1.3057822741910665,1.167381138747393,1.314626074631879,1.457978715390222,1.2483257402739008,1.2945399162913322,1.3024581569693972,1.3005116548570368,1.3410305228928876,1.217564606798196,1.2450806244980162,1.1061360686125152,1.1766978200059568,1.3032771454370726,1.3217595951589982,1.2985934247388817,1.2332956106669752,0.9501486243338365,0.9226833225376119,1.0771325120500488,1.079605587964331,1.100930441590659,0.8681466309518299,1.0937972782792007,1.244084277534423,0.8136819098807395,1.1110855238351844,1.057349346541782,1.04265267225693,1.192636286139118,0.7202588054502808,0.8742859332138815,0.7496822287279472,0.8017479725853712,0.7095455466570444,0.977872117733001,0.9100340413197038,1.173736283161477,1.0657961847374122,1.0182081111168837,1.2069095947882507,1.2166188174836796,1.3128728403727676,1.070183280843871,1.227417584296789,1.1524876215879338,1.122739579178572,1.0278056865536984,1.067472319710681,0.9565079960877181,0.9386711077045042,1.1391525800552025,0.6933408544676292,0.6209373301168343,0.5982130152964967,0.5046880684448598,0.7986618524308994,0.695988826530017,0.7024091499696123,0.676376370650224,0.6877019367252455,0.5618670249970499,0.6304950845048303,0.652000723741842,0.5402947406809915,0.6643328587363213,0.8888605641008128,0.8092896840148665,0.8066636107093483,0.9811141161147641,1.14898579528306,1.1061821213890075
rooster,0.7016732591546517,1.02597522719124,1.0449230312815265,0.9640580847509137,0.816860072894173,0.8970533817498618,0.0,0.7995827135422411,0.47367466751922216,0.7101445025067044,0.5734519445824738,0.6433000791158316,1.0019948305475435,1.0210986763653815,1.0516924117549946,0.9481293796495229,1.0692236561276838,1.0164801749437429,1.1774054885103586,1.1857287523367317,1.2457036616610795,1.2331850724060294,1.1448334655008945,1.1825939240027243,1.1883826208160078,1.1603460831232384,0.8724633796784148,0.9449439300145401,0.9666742124934726,0.8772579149523985,1.186211375679501,1.0383469688030251,0.9612793811323463,0.9665324130772251,0.9701939068586523,1.017109264947418,1.023704327625941,1.0724665768857389,1.0814954022140482,1.0603462389788405,0.8913254373031568,0.9276143257043094,1.0155935166076673,0.9722974802454252,0.9544714475385675,1.065966861697292,1.076063103193826,0.9799148439130317,0.9742223261975058,1.0623665808078209,1.1032890612491661,0.9501493300719502,0.9402271871913295,1.0684206313654852,0.9359194683903943,1.1178219053002576,1.131395485053333,1.1184782615831845,1.1450204969916595,1.1910272808963618,1.1859924926977405,1.1593948946931423,0.9549460879632925,1.0697546960435809,1.057338153720688,1.0661808935512436,1.091252389164458,0.927774606462265,1.0706958339136357,0.9910604131926145,1.0508579659161905,1.0683864482813983,0.9842360759985503,1.0554690681834564,1.0264950790585228,1.1540820956591122,1.2233547193226928,1.1495591835813064,1.0954810376163893,1.1734043894627075,1.1985949928575879,1.0250789796953117,0.9607310646480376,0.9420262282039886,1.0435868613282717,1.0809933370688405,1.072302240636085,1.0069055299957388,0.9520464370317138,0.9406903642313685,0.9577606682030587,0.9742906017345515,0.9014544806764107,0.9802335892836423,1.0296939164424206,0.9802429859289729,0.8728546799457887,0.852217266489504,0.9862149751602662,1.0396869878331905,0.9812621130717127,1.0633376512813861,1.0649107468007537,1.0583379997628142,0.9136583914582831,1.0135060010607364,1.2054090807799895,1.0004951359211522,0.9807239740525098,0.8343399160794926,0.8146570503638125,0.815414075365613,0.7089890886597277,1.0512638398345873,1.0418823051010446,1.1174356053652106,0.9320873636240925,0.9786947255945451,0.9772691340689221,1.0338061523766866,1.0550109793570333,1.0662517486247085,0.9939038433826912,0.9674268525928523,0.918304310417719,1.0135759277567367,1.0968716509478846,1.01962531433509,0.952464326454913,1.1520270809547806,1.1039738574423332,1.110468423478022
horse,0.8966589143975164,0.8736376577785178,0.8111775772714394,0.7198531262667502,0.5357178203035962,0.8870899315928471,0.7995827135422411,0.0,0.8826867096592489,0.9486999582641319,0.7690264204189212,1.0547376907941568,0.8505899229765309,0.8083844850819388,1.0333185990830938,0.7443680184230373,0.9030878061359725,0.9988107156877487,1.0695497013439392,1.2098161947369208,1.1477546926760256,1.2023293178230972,1.0859605722180372,1.1545411553072191,1.1724038920466064,1.0651720664192958,0.6302208475697699,0.9920941322043118,1.011837654216507,1.1391162695990233,1.292380169812647,0.9142613920416662,0.8185787355630431,0.8022570761916661,0.6525381838237844,0.7579463048918124,0.8302894109565764,1.049284623381812,1.1407884835548843,0.7999838043194454,0.9039890087641144,0.9308730546738454,1.037095461402293,0.736327362164112,0.7347737886712276,1.035143719479162,0.8851414935683957,0.8569401577829339,0.9134987953026867,0.9281005297434928,1.1209348748808907,1.020666046062707,1.0796096627266694,0.9919071569032814,0.8810040147547613,1.202041880647485,1.2910554884196295,1.2807680744014318,1.2211722946402572,1.2306207137187686,1.2317992369689545,1.161864188489504,1.0753183996081392,1.1592401541182982,1.2020001892598662,1.1536721480523437,1.2216311742611505,0.9756413456590939,1.1483254364294926,1.1235227038680828,1.1724232686473612,1.0232321124803552,1.042370422535557,1.1728796466432465,1.1083970717778053,1.133719709540233,1.167786235093882,1.124062192563106,1.0273825918097705,1.1013834667761055,1.238856591279455,1.1368612477169333,0.9063554494411707,1.089839549416431,1.1471236451666018,1.1690347419851577,1.2191246799384545,1.1993097554090517,1.1191001752874556,0.9338304288996131,1.1564126128640408,1.0832071818691602,0.9143140123561704,0.8717744223593737,0.9548401385557715,0.8928157122807092,0.776958102591103,0.9796755091448425,1.0237950873387702,1.2266973217887602,1.0484735032396912,1.267976554196062,1.2225284355682393,1.0887297293713019,0.9890346998483448,1.046456765845242,1.2060269766141007,1.0067434003509104,1.0155784632062315,0.8869889776050683,0.8989726466937262,0.9241360349027862,0.9349679393758211,0.9080044625516264,0.5919035505825153,0.7021608034917314,0.7528507327961009,0.5175767861468576,0.6671949202545919,0.7401165606642153,0.8751928775938441,0.7169288979144874,0.7574389405354678,0.7511436271674284,0.9532611641357611,0.9082261846118015,0.9270955171997626,0.9042882526601976,0.677841963113849,1.1428352301093527,1.0927018461201394,1.1393369894426417
bird,0.8412810723795536,1.0507092125174953,1.0643412066855134,1.004966864783157,0.9709625433518364,1.0575920897207838,0.47367466751922216,0.8826867096592489,0.0,0.5751163685557261,0.5764795005309363,0.41753790501697363,1.0056013192944104,0.9406897503762577,1.113294558928633,1.0725728679334632,1.1023308433290702,1.2411347982525516,1.0833504887553356,1.1475275019840603,1.1617370948783503,1.0987146332648896,0.9682576968842046,1.0089677695754296,1.1098942211187035,1.0153026170341355,0.9422012721483112,1.024692368307876,0.9197954482620752,0.9345572819941252,1.0961838747641546,1.0196422970273016,1.0488156885554396,1.0182552140192673,0.9602512083943054,1.0077979891481283,1.0194545705179896,1.0696387201252469,1.1102836143295676,1.0944347197242563,0.7829528428589837,1.0082884108503836,1.010768130709039,1.0852782117389739,1.0608823851461235,1.122114449020273,1.1129075375371515,1.0926380917112788,1.0803238076609252,1.0596656347432178,0.9894819072196075,0.7965403430952003,1.038935686655363,1.089678282283267,0.9908040366191008,1.0144115108416638,1.000264549671029,0.9321014353481387,1.0360642677427645,1.0510476569150586,1.063111536565233,1.0477313313952128,0.9576400550615833,0.9653205766969836,1.016791862491296,1.1335500025630496,1.0869890680503351,0.9485367612372055,1.0572679364938724,0.9770743205862746,1.002802895532342,1.0735014251216224,1.0062595830142624,1.030912978915618,1.0849656368489837,1.0501840897527939,1.1271333447933012,1.129918535892336,1.0518012852960625,0.937301784856316,1.0825391453358317,0.9505857677578712,0.8256678808564974,0.9734439791705801,0.9328481084035667,1.0185222842574395,1.0384659662519211,1.0402660958775136,1.0599065386359132,0.8567766742582905,0.9923477632611093,1.1294277341542607,0.9579588278999882,0.9125903347039177,0.9899972656628969,0.9578873657565667,0.9535373680664921,0.8495086898845486,0.921953287861816,0.9271025494306944,1.0664665714872774,0.9795831347990612,1.0312577565466419,1.0614879557846808,1.0662221399879614,1.0167380952131517,1.1859942961038967,1.0063537375146299,1.074591373101096,0.8929012528034596,0.8755681773153763,0.8203158962540278,0.7880353048082644,1.168113399861954,1.0818515435919618,1.0544369044679003,0.9957713659531894,1.0395939181848572,1.0055557567851845,1.038492757390152,1.0822134868503344,1.054655089864313,0.9990925270504561,1.002120762229709,0.985984933291137,1.031777965775516,1.0106215244708863,1.11495096015803,1.0201699069305858,1.0314377013140374,1.0547381633613777,1.0030661229201951
butterfly,0.7060544995844691,1.144442239040956,1.1464720874298293,1.1284609995040373,1.2159542325189185,1.0153442883027888,0.7101445025067044,0.9486999582641319,0.5751163685557261,0.0,0.7715935571544729,0.4752636432421109,1.133155460140068,1.1819994263508253,1.1955736478372838,1.2728749287921488,1.1072306847401387,0.9412780483480463,0.7940451633939793,0.8870538206501049,0.8221939781787305,0.7482415323738237,0.8604297683308342,0.857471041791396,0.8473055958347814,0.9130270884905489,1.149016876132722,1.079214142228307,0.9691266869272531,0.9950485794790259,0.605759969238312,1.1818144061047247,1.1556278305203822,1.280112861522436,1.2324417375088954,1.1612275424350424,1.121099603912459,0.9866884574274768,1.1611096120372557,1.241067419675483,0.9394340436302023,1.1029017581429574,1.0139599755688116,1.2391857239415454,1.107017046683297,1.026170102351036,1.0666880444228488,1.173794313792812,0.9700915222680601,0.8948210703900621,0.9680050540734468,0.8674351530940652,0.7968373559124242,0.8075172122132247,1.1203832769227797,0.5909208609384353,0.5138734259812576,0.49333363175712097,0.6379113888637367,0.6437014073380425,0.7039235689159162,0.7519766448223102,0.7245796936100484,0.8481160271903638,0.7144202503972061,0.8401602026373334,0.7913717221174934,0.7755003576296954,0.8950450426163081,1.0749801336901126,0.8392084380663585,0.8744179349168408,1.065282025994009,0.8915686198433146,0.9463852500779923,0.8269738768230708,0.7020662987303212,0.68133131827212,0.9371992101539761,0.7984965919888924,0.7067320458978643,0.6847881906699343,0.8397698270236545,1.1586769434578463,0.8602580098471755,0.7614198445890176,0.6779085005604853,0.7136921278708055,0.8273083996094023,0.8532710303426769,0.7039454073027092,0.7901690215268444,1.1369914614459025,1.063455705450465,1.0420813066118377,1.0840892050475062,1.212502249935637,0.7105511709056466,0.8626934661374891,0.8312800250035577,1.2025809978152113,0.7708382314027526,0.8879941988295854,1.0943362080890966,1.0421053925181147,1.0306241555130986,0.8415202880192523,0.9858979265624441,0.9625534667660823,0.9725234853950371,1.0412636415311138,0.9509994368051823,0.85957633528662,1.137098541693309,1.188882289492528,1.1906901731737585,1.0831998632445454,1.2624702288092329,1.2559606303771802,1.2245202788480807,1.1993728112760895,1.2341638585905892,1.2309131214885383,1.2518803284277307,1.1934668837460969,1.0966870986366828,0.9822080075848747,0.9087208131087914,1.0664566762583896,0.6473108196144638,0.6585823673781914,0.5966811139370866
