,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
alligator,0.0,1.123393669323107,1.080829291377116,1.182867366788052,0.9332244680929841,0.9736851534075752,0.7981909325210288,0.8761426421512457,1.140196151984577,1.1729229636718883,0.9931042166318097,1.0749719032951854,1.1765184281940968,0.8308707042436427,1.1488467005783725,1.087080328047359,0.8328147096372591,0.8611969954447645,0.9093317064039874,0.9091880092537847,0.8382053148106451,0.8300127931155793,0.5283277769811032,0.897303303192108,0.8723295341211801,1.2423121256951402,0.9991291885233986,0.9449282550561561,0.8373472559921121,1.0511107735775305,1.0399854701115727,0.7165045500979168,0.6474702812863367,1.0242083940595998,1.1529253816105112,0.8201808052289079,0.8500935286807101,1.0807171249204925,0.9055914975737994,1.062949477773815,0.9627533917929845,0.9288580853791459,1.1492225238877054,0.6103463529488039,1.120893658068703,1.1001180781617708,0.9536301075604525,1.1405542486160989,0.9001248368940464,1.1441076886107753,1.2035876692474747,0.9527517985232653,0.7762275778283125,0.754354923441036,0.9501533618409089,0.656956381356109,0.3645933403862863,1.0271489680162849,1.1090163136920437,0.9480278389882661,0.9945706415484359,0.8555573076162226,1.2095427306340039,1.0574315647237722,1.2068570769018192,0.9752822835315601,0.986207228898802,1.0895786006027655,1.19339952323958,0.9092214938570399,1.3140596164560925,0.9310992692058712,0.9917350402389565,0.668610363432161,0.9069732884513064,1.1067209800123803,1.0137188466714393,0.8330834264775535,0.9986332290321059,1.0109062734303778,1.0933669602320037,0.7973122704364307,1.1165035687042366,0.6801586248536957,0.8838079143195182,0.9844397713242652,1.058044641935237,1.1304681165904364,0.5567122453280466,1.192138741135543,1.2772494457885295,0.7673898364792621,0.7251489090791241,0.7790130922940154,0.8531205575317855,0.8425225147531192,0.994821033730665,1.0188810473546221,0.8741343017908048,0.839332357071376,0.8220847251384937,0.8700910601957792,1.0614948898830618,1.0840594605404434,0.9181434396012842,0.8558466437979129,1.1319657704980888,0.9899483798648013,0.8883934062666982,1.0414200201973294,0.8799481400077283,1.2168752698902328,0.8927485014590909,1.1965648200136525,0.8154086802398053,0.9782137285505322,1.1332559164255933,0.9545780411962959,0.9775194563142053,0.8881201486170271,0.9414117199824101,0.7223928938446024,0.6969894429355687,0.9294122784242878,1.282914966792704,1.103676603301217,0.8390613563436623,1.0371160655398923,0.9996483016554091,0.937035015263679,0.7836213603004001,0.8545550726899449,0.8696988010965827,0.8923013768555405,1.1928501720526266,0.8578977940341543,0.9235665515173684,0.9789102648338465,1.1235581587771908,1.1537490140673377
ankle,1.123393669323107,0.0,0.5451131374184448,1.2597402406674956,0.7974775457250503,0.937068864209677,1.1167318384297593,1.1773238268783552,1.4117171735735432,1.4223180998972424,0.4451738612256543,1.3457057419521263,1.1780002805340652,1.2840205737180324,1.357220679434098,1.3450560543790813,1.3505538892338742,0.7782951297728695,1.0861487123545936,1.2856306580087713,0.8355754850084719,1.0671444021518994,1.218649725582488,0.6871735722564276,0.9267332363860674,0.6989872006622879,1.3049850423865497,1.1426737467215844,0.702278172834648,1.3003288436432943,1.287898701376152,0.9311853688638181,0.9718496225544111,0.5712428081636169,1.3393677679983595,1.1003589652529306,0.5872883901463923,1.431064348734635,0.750399883370047,1.2878419157544552,1.3141317994170505,1.0115602211322106,1.2835958025152088,1.184254064189034,0.9112075087102721,1.0416211029418556,0.692488787858237,1.0372392627315525,0.9617694537461839,1.2070004447863216,0.36110134491020185,1.1922311062736535,1.006855615442099,1.2421443556740595,0.5072928454708777,1.1123013516455933,1.0871176709655206,1.20963659989433,0.4901694545305526,0.6538450589115822,1.2083132456854895,0.9863872674681027,1.090791885693437,1.1988702306081516,1.0244413107791361,0.5720632912841409,1.033465699001318,1.1978769077059996,1.072277946750265,0.8060200760917038,0.964973126721166,0.9125076352480196,1.3031389596505887,1.0107248722234707,0.7755817418801857,1.2034517594019314,1.164713656938885,1.1598552062645093,1.1209481103823948,1.2316349499023747,0.6411871976738903,0.7894735841557046,0.3795473267859777,1.0262201114839846,0.40162371489405624,1.0666804928065554,0.588130203637121,1.2759843306601164,1.0880985274772308,1.2953071557008897,1.0608749075544002,1.3012986487518805,1.237838770588175,0.889291052814889,0.6840049174913347,0.6749527564398506,1.0470459601506406,0.7156082534173546,0.627451867609784,0.7928608585018804,1.224243552542988,1.2054211819465,0.621657153693228,0.5444384490900586,1.2483626519887276,1.0319465882821743,1.3749081684238877,1.0487995176753395,0.8690554172305038,1.1771274606387168,1.3153260515147283,1.1632778385723288,1.1038885095381428,1.0605172669504492,0.8888550981591355,1.1672180098897726,1.3585386630831526,0.2340999049618706,0.5196080843243874,0.6630814441218139,1.21992928913458,0.831313990331406,1.098902928526839,1.1969433360538555,1.2828326085127624,1.4831349990749945,0.8173500937925271,0.27998288760378265,0.5854302166005821,1.0263854193097852,1.1590005021761645,1.1050026322178834,1.36485770157475,1.2849846209742384,1.1578938422749645,1.1401903861991096,1.0178307919580072,0.44955112140125697,1.2698781967521047,1.1589813112996787
apple,1.080829291377116,0.5451131374184448,0.0,1.4203722057895507,0.250598313899538,0.5075621756473114,0.8783178759608351,1.1621001367485948,1.470002093267554,1.4922033834150423,0.527034103730018,1.4823629348377882,1.3180616377665197,1.2711954211192347,1.4218052256466631,1.2179212119357339,1.147256478407323,0.47115033957360175,0.8610752166800935,1.2202611940783943,0.6391602527693887,0.9849534864795736,1.0521832133110933,0.745417252698994,0.6662982014931462,0.7068420331114642,1.2528530282548638,1.2081546527250124,0.5099119956424727,1.393250417800562,1.2895652265015651,1.0328210122119998,0.7910441430866852,0.7071645688582385,1.392749190766411,1.088934288737268,0.38837501011845244,1.4691657533771276,0.42437406074582507,1.2505135033140404,1.2516549718166885,0.8305778714749121,1.3995951338732766,1.2372614808381193,1.1025321082570647,1.1058337959183655,0.33260515030567006,1.1906694835450042,0.9710820788680183,1.1284950807736622,0.6018342773929396,1.1645242072353088,0.8486051817379678,1.0128050607161254,0.7638618945227453,1.0358675847133791,0.858950688558229,1.2607831730754309,0.600494872141992,0.8637258585724956,1.1259193544189934,0.7608649159136691,1.1684059291910744,1.1180912193475119,1.1519386536723404,0.6745332286154495,1.00228377069187,1.2157132579585648,1.2089328790849805,0.5499754431519589,1.2529546414120505,1.130835101901565,1.308056482098385,0.9595658241708027,1.0068156108039157,1.109158462429062,1.044066490954252,1.0712701828037736,1.2069130542882596,1.141621080737732,0.8348173222526246,0.5375866403037011,0.1642467482097243,0.981241387297368,0.6449498007179075,1.0878690566889402,0.19543396257395673,1.4097724817182955,0.983141554288302,1.4109178780797407,1.3444868153638359,1.246862058762211,1.2095782387792926,0.6251938296572614,0.522029776240587,0.514862491485611,1.1902754532689341,0.6132448955194495,0.7687294656073662,0.4661783401864389,1.0855832044793765,1.0065584407441897,0.6073932458501456,0.189005359235356,1.3488891224686534,1.0109647762182217,1.4588750625125335,1.1583904839306838,0.8202776903328052,1.3750477065240523,1.0432724638948954,1.2901516089380984,1.1630518400870462,1.2477754263009342,0.9640961920315541,1.1535036605812257,1.2928681636075083,0.39732003761460355,0.42594084768947005,1.039919042613536,1.1107142863587398,0.7547414984889332,0.878717341264641,1.137199282848327,1.3646942254780954,1.4577404589316898,0.5440005108831986,0.3795748120837752,0.5279755988737698,1.0805774311003156,1.1687869282357335,0.7176544098487676,1.3390414637904822,1.1650488989864713,1.2145722367051652,0.9367390241277913,1.1742209375694772,0.33825724012359715,1.3397095318921461,1.264280927183401
arm,1.182867366788052,1.2597402406674956,1.4203722057895507,0.0,1.4045374685399867,1.2452974177641158,1.1523726435453399,1.0410273950420674,0.5461281753560685,0.5429023127533186,1.4672684521055706,0.5996881872803823,0.4932842605620269,0.8304362021412424,0.504887117563126,0.6476901203138925,0.8973360649759456,1.4900884083231976,1.1810560493050193,0.9573259516254587,1.3245981899572488,1.1676798926029863,1.149768089902909,1.4410000035199242,1.3586545487158412,0.9966944151688477,0.816357609852147,1.0853212410998236,1.5022751119658824,0.6901476484622696,0.7406640748770122,1.12290957109924,1.3369303397254648,1.3224584494448477,0.5573725842984262,1.0175285955253468,1.4944401337223712,0.7028151561294829,1.4900981974494585,0.7865553137638797,0.8269202762692343,1.1623975166780107,0.801184877555993,0.9760004743818198,0.6634913090612513,0.9039024230347996,1.3968285726421286,0.8936597357016168,1.056917581987632,0.8007614167549459,1.0592108940313643,0.8375799942866808,1.3099901677130448,1.2173305421800171,1.1077781062360108,1.1326184391256322,1.3687663122553462,0.6573130811641612,1.304214859413247,0.9784656282167485,0.9428238122500134,1.0591001608864627,0.7306232223808476,0.7464315945347498,0.43593512796786504,1.3256001704613782,1.1678279757910455,0.6550307129534223,0.7295008539201374,1.4496695880574124,0.5332910977068666,0.9350569214580304,0.7814162528894184,1.3230913566205582,1.2151635729889556,0.8039753189671028,1.0618727242057746,1.0914081265525468,0.6586358167487517,0.866993020612136,1.011180615232422,1.392961838592689,1.3299609503042236,1.1197659083629983,1.3280079274648093,0.8478542146133166,1.294990773271731,0.7887345496284621,1.2164474805450367,0.412170869647704,0.5058938298485468,0.7799139415500733,0.9845551914093703,1.3235400296432065,1.423337594823825,1.3794029523575628,0.8836820767477924,1.18809215124107,1.2100309204496238,1.4347234624255405,1.1746942560334137,1.0906225384917547,1.2692389652298481,1.2610530715500974,0.8162541811986208,1.153092953665052,0.7224294632638749,0.8167453037243217,1.2392210341855168,0.547671121099663,0.8601832689932187,0.5279335328054078,0.8750210185974004,0.49100132859809364,1.0565361529533763,0.9611024071629407,0.6980509633006439,1.3631701660530764,1.4842647748672264,1.0183143167604893,0.9726723051175605,1.4111220493423522,1.2977554719976179,0.9861793538247864,0.42447662055154134,0.5190276683805708,1.392084088649876,1.2816778536130597,1.3141597113525303,1.0240232968366842,0.9728355223546705,1.2196399548663799,0.8230829043194592,0.9345385539661412,0.8019870283095771,1.1849768112345491,1.0493913467738913,1.4396136840176426,0.8322397671636494,0.8370037951532334
ball,0.9332244680929841,0.7974775457250503,0.250598313899538,1.4045374685399867,0.0,0.229942008903967,0.6436663196933377,0.9748349629718217,1.3470676067874068,1.3446064328843192,0.6684264888240474,1.3216077431601927,1.3513183864925873,1.1525970176286684,1.3492705396740998,1.1425253780648996,0.9843192133335542,0.4407067052907838,0.6154957255490268,1.092133011671994,0.5796838088851243,0.8004602918157497,0.8853035011522374,0.7578627824586674,0.5635642330253117,0.9212608871570047,1.1497033516411228,1.0618601347824577,0.4521924334622508,1.2818977095612902,1.132855235961985,0.9842279929345424,0.6524852480959678,0.829809917726408,1.3598033016915134,0.9634562064936112,0.48884400295086794,1.3420936674919894,0.43393727438589724,1.0745372972407137,1.1401036083097562,0.8198031416166338,1.3458811532042243,1.0905551199418928,1.1979798298532396,1.1115279032593166,0.24232825179622786,1.1912970082803456,0.894307573865333,1.1631324776382403,0.945330267616261,1.097107330575058,0.9289337273447533,0.8466735684819262,0.8121619960335995,0.8361457976543799,0.6633806631842012,1.2656544510456722,0.8027004308798387,0.8836077187041058,1.145635641751621,0.7337735124840792,1.264126625844124,1.0012207595623006,1.2484992120182934,0.7059269607179914,1.0238019362980721,1.2350966703906703,1.3157391652151995,0.5335171979849405,1.3519332575589176,1.07759086380867,1.2063819422687971,0.7305499139765033,0.9463444013644193,1.1295042706300622,0.9480699593474645,0.9078769688900948,1.2222891581612474,1.0149431629856212,1.1052893818057339,0.4698798243558122,0.39894906626766957,0.8357996408477992,0.7729144928055004,1.1380865721762587,0.32735786260818944,1.3467364273445388,0.7965176842716746,1.4167525911581926,1.4344683839000432,1.0753288543262611,1.0759816416292003,0.5942537588655618,0.5860155061949692,0.5907955028228024,1.1553678178910844,0.6031838690131186,0.8117849588712983,0.5238022118507728,0.9599137916393525,0.7714634719026359,0.7389323954757392,0.36365866256863666,1.2381782376277584,0.8509446285127159,1.3845536905055362,1.1162145463350437,0.8509080731403554,1.3807831701892224,0.8304241930422946,1.3555094710619113,1.0988041926529413,1.2974147329638381,0.894041079364694,0.9096949662570664,1.1991986275135555,0.5957896992989512,0.5454179678882466,1.0107495968909128,0.9790821055933365,0.5902889307257391,0.6721152532622593,0.9878991449521866,1.3491156620344447,1.3355629971558685,0.37020157889687044,0.5940283228584792,0.7654788803282138,1.0092911161995373,1.0531853394802912,0.5524910912392395,1.0788780154916024,1.0419453316957055,1.2558907136041415,0.8069236435186629,1.0701027675618464,0.5314898286602555,1.2727340816579942,1.2641618181756054
balloon,0.9736851534075752,0.937068864209677,0.5075621756473114,1.2452974177641158,0.229942008903967,0.0,0.7126457061772451,0.979820443163347,1.1051703607076486,1.1763871419196925,0.9678446658933068,1.1338386649234862,1.1922724492260441,1.1009756090808702,1.1790759285117944,0.8950978091057683,0.9595449045475591,0.7734241067557244,0.5801015437631029,1.0131611827409948,0.7314405565049695,0.7536114931433492,0.9225891484313195,0.905276126429933,0.7892053678891346,0.8669524418611196,1.1118615178958628,0.9976927142655023,0.7843087126180892,1.2015416900647296,0.9765798981046376,1.028501119713305,0.7678073138469249,0.8437754391837401,1.1822981282037517,0.7708482212429738,0.8166280097423692,1.1613608549760788,0.7319656906276386,0.8674770881049495,1.0985113801123068,0.770076454927284,1.240289909864085,1.0101238979324683,1.0699198003414117,1.160276360463941,0.3435663286007662,1.2717726035834052,0.9697710071933262,1.097201825842082,0.9125719062139599,1.1102577143688213,1.0638877460157223,0.8805774142169707,0.7927581231709353,0.9107247210077875,0.8366960434050782,0.9195541456963207,0.9921688230081798,0.8502987340839828,1.1771005324788635,0.6137817508341634,1.1838590260874713,0.876016678899934,0.9889159822104477,0.8422412259806478,1.1870779569564622,0.9722658611399356,1.2621453428387621,0.8344567359879667,1.2158873407082509,1.148570922678494,1.1270726970756244,0.8111074186410185,0.9072465601367502,0.9890028007687767,0.9632392506447783,0.9186413257444571,0.9893231702641533,1.0145239916143143,1.0817440163374228,0.6971042132155891,0.6162951051827088,0.8563025959972737,0.846520149390428,1.1202469174915817,0.4697212141918612,1.1891990605870943,0.8746904109459979,1.2464465312566304,1.3197134845448002,0.9447342339678854,1.0392780710708227,0.7942563273920464,0.8990613642198058,0.9342629853956865,1.0303001996669843,0.7321506794443701,0.9412809559491776,0.8964993651085006,0.9755093578629761,0.7356532565268349,0.9912131845795176,0.5451232138686611,1.0641032271677213,0.7994077674358715,1.2076420283454028,1.1861691674087793,1.0728579018343172,1.2402667558357416,0.8175294840651124,1.2634045612132998,0.971613661212131,1.1276178076634058,0.9001173910272272,0.7433159904469038,1.0650769036973486,0.8730577542910583,0.8297039015678633,0.9163494747092165,0.7929684428276188,0.7045656651078528,0.7959985191824843,1.0432710672378578,1.1982413885549728,1.1233640354252896,0.5782415474162921,0.7281422673368705,0.9523914280448288,0.9409335001069881,0.9632004576160692,0.672774685901631,0.8994808744337308,1.0421248734122417,1.2294554005202167,0.9832846373222516,1.0535721280533157,0.9067743189405549,1.1483332903860919,1.3154892039276251
banana,0.7981909325210288,1.1167318384297593,0.8783178759608351,1.1523726435453399,0.6436663196933377,0.7126457061772451,0.0,0.7497434733234392,1.1469681644858443,1.1336913699834208,0.9310544374106333,1.1228986396402356,1.149212569018038,0.931216629391017,1.081078470649797,1.0175137085147417,0.7774051818977223,0.6583499937040307,0.6286148157151001,0.86230661882935,0.6742208843863842,0.6713319338009325,0.8023716622569075,0.8058554195687206,0.7149289948398323,1.1500402237709622,0.9596737408109792,0.9212648952166866,0.7491064720520064,1.1601061066220835,1.0426481061769683,0.8797610324196762,0.6402876275195218,0.9820857921967873,1.1756021036865394,0.8785072412433268,0.7939980212986871,1.0790607680402704,0.690465633578224,0.8793886854886463,0.9404402380294054,0.8120028589824979,1.2792586051231452,0.8937617637937422,1.1936403103665085,1.0785698509926782,0.6872309943395543,1.1571681880750264,0.8597707882847949,1.088740941530397,1.2289810746382281,0.8434904386226312,0.994850396704524,0.6900916156484591,0.967654562523892,0.5942165616469531,0.6441612803336876,0.9754565226829747,1.0124666622659269,0.8166867488334499,1.042269535025152,0.7879880447262644,1.191052575422488,0.9196136247563925,1.1347198101989346,0.9076998297721759,1.0043594153259958,1.050117905606455,1.3408321568353423,0.7977891023912345,1.3356922527929118,0.7830067969833558,1.0714956613338917,0.7107864217458185,0.8271131168989266,1.0164490818403957,1.0005671190973564,0.7750245080258152,1.0486538309891429,0.909078061492575,1.1859240825834065,0.7744549067492276,1.031547427789038,0.5699588387807256,0.8636100927086195,1.0185617146392134,0.7866623236785978,1.1609162989915838,0.7496655523719036,1.187089524550549,1.3786509627989911,0.8186416767162543,0.7611595536956665,0.6916535369204952,0.8364841643520868,0.8310326081018501,0.976282734592957,0.7505162087603917,0.8246296045785594,0.7806551559868433,0.7931910028881488,0.6192162335465459,0.8641052164805758,0.8827842675638871,0.8519834945003291,0.7896229320622836,1.1383599322821225,1.0977971846219352,0.8988067967616628,1.147293531157319,0.5457321081262074,1.3093071349916137,0.884098597923581,1.2750324328095166,0.7511642851419407,0.8507998412532645,0.8685319407702964,0.9660380836477948,0.8810120600630911,0.7863347547818988,0.7948082992784742,0.5797930472720432,0.6631732795500457,0.838857790080131,1.2877789103676138,1.0903014694416155,0.6694406989172955,0.9642588893275422,1.1305655933823195,0.8051451319361161,0.6706791253084257,0.6360350694400856,0.7631791500254522,0.9901828421198479,1.1688387475278035,0.7510709001030893,0.9002733939893038,0.9228546599020753,1.2364939152955339,1.1270990521239446
basket,0.8761426421512457,1.1773238268783552,1.1621001367485948,1.0410273950420674,0.9748349629718217,0.979820443163347,0.7497434733234392,0.0,0.8907404076750798,0.7052878762537735,1.0000477004369435,0.6646907135904457,1.0020059350020425,0.9719173681418665,0.8251286269193863,0.8911334752630798,0.5129433535977115,0.8125983373321075,0.6372817433961298,0.5073261850167137,0.9859303069814216,0.4364553471833803,0.7533574897729609,0.7023478140545243,0.7131136396187094,1.3974657180898185,0.951665150686744,0.44902545589733966,0.9677136406764572,0.9850174682259257,0.77160478828183,0.8136517546717738,0.9852286189927746,1.0685880478047607,0.8858277457200343,0.9659027070213504,0.8760877698574083,0.5910744653929906,0.8334666339396114,0.9621761395112146,0.9253630451823853,0.8479843774320595,1.0188501488987247,0.701289766081322,1.1975667061556639,1.185296962601937,0.9840966143460761,1.02450942927417,1.0935459269342371,1.1744701443550605,1.3623967836611672,0.8709358879068282,1.0053265611106441,0.6985581144927627,0.8853780189912841,0.5404467864256693,0.7756391372463063,0.9736687245476966,1.110063021483454,0.7558587637853622,0.8820223009924802,0.9112815138775239,1.2793031982256364,1.0453165616369884,1.1416137077679134,0.8433783494400215,0.8835697337198637,0.8105281916393579,1.1015055978307935,0.9035384458499041,1.2567187832222722,0.7500752188696429,0.7229969363896892,0.7506482165162185,0.9257147392076159,0.9093681018979967,0.9475281319082842,0.6654719657635966,0.7946192608545537,0.8792107057788313,1.2255185529246149,1.0312700396687662,1.2708134173852728,0.584468470328098,0.9836332723485687,1.1100379345389355,1.1432916902900696,0.9675270427748291,0.6331680415734726,1.0359522502363832,1.23368458899367,0.635251180329997,0.8615646695570405,1.0200807165335692,0.8591298416456985,0.9575056365094304,1.0720439500919576,0.9178512499732443,0.6834537031759047,0.9091962390099688,0.7774941576733198,0.6803510061249881,1.0721692815947448,1.2819754468244933,0.41408535989185113,0.6727953762953492,0.9487527226312007,0.9393928314691097,1.0884171698363905,1.0190956805684102,0.6652694046432907,1.2175182418856942,0.6665577150390303,1.1167152839246204,0.7825052196237562,0.7642355081808138,0.7687538958918296,0.9682338105345706,1.019384436951297,0.7345227917019356,0.9516558443371337,0.8009779721561382,0.7099821523574243,0.6747730029279192,1.0623750473211098,0.8381378208745023,0.8255726632929343,1.1995600069395673,1.1684075225205972,0.7107676457361308,0.5595527078339074,0.5885698616775505,0.5167989555451405,0.8886436000923973,1.0755629400345992,0.6600660858008206,0.7057875161142669,1.0320781508868873,1.019009975372484,1.0658345688149464
bathtub,1.140196151984577,1.4117171735735432,1.470002093267554,0.5461281753560685,1.3470676067874068,1.1051703607076486,1.1469681644858443,0.8907404076750798,0.0,0.18793877145675597,1.5135651373793904,0.3083034480454252,0.6015614967744545,0.8261153972974833,0.46514363083398014,0.5475278451298038,0.8522790141548909,1.4001322829407643,0.7506180575904551,0.7551576181280739,1.3516707652605064,0.8080779844743786,1.1354796155830238,1.2137122866710188,1.2465167550685023,1.125444855892976,0.7567526773232696,0.6892866704294516,1.3670507105180265,0.4524752034399706,0.5884795663173829,1.1845861404514384,1.279307373538677,1.3992562931171992,0.37408445957561565,0.9618152521567002,1.4784287158307947,0.37244970470934147,1.3141732077825021,0.539780695745594,0.7815939856871048,1.2837647997408692,0.3998052544586458,0.8133051891464538,0.8131608097991867,0.8969574761764023,1.3333106521155653,0.8703763287898392,1.0791857338400421,0.7600279340475196,1.3517840363040987,0.8599570440425626,1.3204363649439501,1.0843320909577057,1.2697633452441615,1.0329453087031981,1.3752792506536065,0.7682698124072428,1.371496940024261,1.2042021416466084,0.7837822266135964,1.18031428296372,0.7807668581632803,0.8362640397311394,0.8794390885973065,1.3146405306255007,1.0935871647660846,0.5804329934054892,0.7978440516371585,1.3917813249839215,0.6472400931753914,0.8805729278418684,0.6187745150874153,1.0957889670551515,1.0838560820597425,0.8363885963082248,0.9636055727697594,0.8051767969702084,0.8104871370424649,0.7634815537056107,1.1296807224969003,1.376446951387764,1.4473565764463645,0.968434687043427,1.4552422878944018,1.0072786746544233,1.381340630188657,0.39779054451406914,1.1675057839407355,0.5040348041176683,0.5684960235746779,0.6787267488640931,0.992554416191846,1.3395017203866018,1.3989399873632893,1.4404168142864557,0.8801837837673018,1.3429529443787467,1.2996715609493803,1.3757523467767843,1.0660148319895029,0.8096933843364493,1.3922223290607576,1.3763807864344386,0.751108114322999,0.9041909098828561,0.3481281030339043,0.9059584214046252,1.2360226560508125,0.6835720647380327,0.8020591643323902,0.627739783333621,0.8777456271581845,0.6767764090966157,1.0851748320790944,0.47912559414508615,0.4245324415371482,1.511679250672049,1.413195791235279,1.1284556967962687,0.8368089069134115,1.2588579796184087,1.1866896580582589,0.8108370235435143,0.483072447497118,0.31739039437039107,1.2042429639438836,1.4869421535781329,1.3800047533837543,0.8580624175301864,0.8373720852807305,1.1223984076521742,0.49059416231197206,0.8364503637202538,0.7608759399640707,1.0485937444554145,0.954938498844907,1.468934909451456,0.6117056865707967,0.7989416579335413
bed,1.1729229636718883,1.4223180998972424,1.4922033834150423,0.5429023127533186,1.3446064328843192,1.1763871419196925,1.1336913699834208,0.7052878762537735,0.18793877145675597,0.0,1.4911973278951651,0.20828253451027534,0.5247528937089798,0.839956681713461,0.29663775160396777,0.511552941969065,0.722967920814928,1.3859577591739154,0.9102839215551537,0.6557283154089596,1.3969415723465186,0.8331415638092873,1.09525728164641,1.2092227091997843,1.1994650685484647,1.1453692596299008,0.7294268811434483,0.6396778461197064,1.3987195079344459,0.5890662436882443,0.6026434742651633,1.1616611046171148,1.3377166919184995,1.4016201093807437,0.28452541926555375,1.038758304675147,1.4594797244335138,0.28325203740385807,1.3506508345529267,0.6347118184563374,0.7489953646288977,1.1935363647499224,0.5303163005233339,0.8968701342605201,0.9130136652261527,0.8771814006144896,1.3507084308202177,0.725631281527305,1.106287395756249,0.8148971098119826,1.4305488260238501,0.8697884770851388,1.2676116126665773,1.09678292545477,1.2355750561409424,1.0566066725255634,1.3492780610895,0.8944464550398662,1.4249243630908497,1.1313839379156623,0.7289860273415867,1.1829734602619013,0.8672930806636526,0.9025566545259585,0.9606917179312168,1.3312049580344532,0.9567872783914766,0.5923829272878567,0.668760499799211,1.3827575137282493,0.5996271304781062,0.9166756740807347,0.590569750238791,1.1416425746472285,1.1499564197911973,0.7841077011590863,0.9392958873579332,0.8525574036524409,0.7282741931995874,0.6430317008514226,1.181453816349575,1.3824458674075062,1.4848363705610828,0.889681351115256,1.5189701359934817,1.0372328018666117,1.405211901699332,0.5424297294189486,1.118167965346251,0.4735096631066381,0.5357444509165591,0.6518381183251016,0.990549732906017,1.3580507026864224,1.380207946341196,1.4189617338343257,0.9660563701226349,1.2781076963841733,1.2116204531041812,1.3586089164717925,1.105597475226903,0.8777798279845452,1.392830390088918,1.427155072796452,0.5882914477299772,0.9326082204419932,0.491105973048673,0.7888718358005046,1.2123135713758408,0.6373352318056245,0.7357269980791219,0.6202927514546036,0.7818802702295392,0.7371021586482001,1.1359603106492506,0.7051739409051954,0.335262638365979,1.4877284109014968,1.4232739749595573,1.0484790597014995,0.9769388364191093,1.3610420092260005,1.1688002430567612,0.6627302722226196,0.4189844392120802,0.28359521841842183,1.248586738544081,1.545720552122983,1.4076310956541964,0.8787805575493991,0.719337152444725,0.9704799623529603,0.5254354763292508,0.8227622271093429,0.6704908465851751,1.0177162813669263,0.9384486571783236,1.464016866444061,0.6981814993334649,0.6720979130574048
