,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pen,1.4720547,0.62096447,1.2406073,0.9193727,0.47315466,0.7479192,1.1418321,1.4469004,1.5571096,0.46165544,0.5117265,1.3877459,0.5391285,1.4732425,1.2836732,0.66494286,0.5097965,0.7870986,1.4160719,1.0640886,1.0504608,0.4501099,0.9967472,0.78725445,1.2921821,1.2423649,0.74041843,1.3136964,0.9844794,1.2503653,0.94558364,0.7962995,1.4495946,0.98935795,0.17337263,1.4812357,0.63470566,0.80524445,1.3463036,1.2468958,1.2250361,1.1524312,1.1249658,1.2760236,0.65489084,1.0605316,1.2785354,0.66402733,1.0738631,0.31559867,1.1541901,0.37939465,1.0595617,1.3533392,0.3754052,0.9674216,1.2968013,0.89397794,1.123783,1.1492321,0.4560234,1.0246662,1.2886652,1.4562323,1.1547669,0.8853385,1.30772,0.4236641,1.3381281,1.3900993,1.1011535,0.88889325,0.37707317,0.92048746,0.54065275,0.61125743,0.6114471,0.75017583,1.1095059,1.4334905,1.1261022,1.250026,0.0,0.060216725,0.6438136,0.8933436,1.333768,1.0689479,0.75250494,1.2113687,1.0824176,0.45132834,1.2053969,0.9067017,1.1699202,0.5343258,0.9104744,1.4576149,1.0862123,1.0263149,1.1390125,1.240219,1.0190443,1.1712162,0.35620904,1.2503498,0.89438915,0.5545937,1.3060265,0.59873885,1.3041401,1.4414763,1.5936762,0.76675797,0.6486455,0.35603988,0.86950064,1.0771142,1.1788197,1.4514164,1.2792879,0.9197153,1.2591299,0.30771542,1.1885428
pencil,1.4669621,0.6029303,1.2576411,0.9251651,0.48913765,0.74668324,1.107929,1.4371704,1.5408115,0.4696442,0.48256445,1.3860013,0.47955763,1.4846815,1.2926931,0.7054569,0.4700545,0.82145834,1.380954,1.0486234,1.0952511,0.43465257,0.9976549,0.80130917,1.276271,1.2665586,0.7144222,1.2869298,1.0005345,1.2547549,0.90422505,0.78109396,1.4759401,0.9558082,0.17237258,1.477562,0.64057356,0.78548586,1.3556349,1.2259806,1.2009944,1.1346478,1.1519368,1.2669818,0.6303246,1.0306599,1.2910058,0.7203647,1.0827166,0.3173272,1.1534945,0.39664644,1.0102751,1.3356438,0.38967693,1.0466875,1.2614288,0.9336505,1.1675751,1.1643226,0.49996638,0.9708236,1.258629,1.428656,1.2256367,0.87439877,1.284458,0.3572867,1.3314407,1.381311,1.0880382,0.8922437,0.3370427,0.955826,0.54339635,0.53297156,0.7011746,0.74806076,1.1286727,1.4121895,1.1304535,1.2461183,0.060216725,0.0,0.67468387,0.90708554,1.3210747,1.0734818,0.7665516,1.192196,1.0636079,0.50881964,1.1905801,0.9117874,1.2157885,0.6318038,0.91725683,1.4253302,1.143904,1.0778421,1.1057403,1.2453811,1.0570867,1.1738855,0.4153018,1.219207,0.95779014,0.54822344,1.2862979,0.6179488,1.3297652,1.4191813,1.5951966,0.7525724,0.7141688,0.34357738,0.93353564,1.0864952,1.1541101,1.4637012,1.2554446,0.89787346,1.2655993,0.31897908,1.1650608
pickle,1.1228288,0.5999136,1.236027,0.93304926,0.5142355,0.6885411,1.1702176,1.2208763,1.2871183,0.4803632,0.7736293,1.0798151,0.86150706,1.3456633,1.093936,0.8658042,0.8082455,0.78768486,1.2619258,1.0519828,1.0630661,0.74490416,1.0361425,0.7704509,1.1664953,1.2353333,0.91981506,1.1868887,1.0101324,1.0949394,1.065398,0.73633647,1.3089981,0.97003067,0.49177313,1.2212921,0.9721178,0.90671456,1.1244253,1.203767,1.3160995,1.15642,1.1908836,1.1368709,0.8002903,1.0206105,1.2468765,0.8058709,1.1013107,0.54879683,1.0977921,0.7361033,0.9211696,1.2430751,0.6467411,0.89123344,1.0632966,1.0298941,1.070498,1.1483265,0.6643461,0.9921742,1.3280014,1.1708976,1.0227094,0.9804892,1.2913432,0.73392797,1.1950593,1.2282465,1.1526951,0.89588547,0.6785703,0.9747906,0.6569532,0.8892009,0.542311,1.0504063,0.8171873,1.2300106,0.8282057,1.1606915,0.6438136,0.67468387,0.0,1.1398933,1.2340752,1.0238853,0.7748095,1.1466938,1.2231666,0.8948187,1.2973864,1.0153731,1.151586,0.6609479,0.8865604,1.21677,1.1536165,0.84616077,1.1608726,0.98108107,0.8137749,1.1177909,0.67110074,1.1210704,0.97742873,0.9068545,1.2134752,0.740741,1.3635831,1.1917367,1.3563424,0.8643365,0.8378526,0.5775453,0.8278584,1.1692514,1.1588864,1.1851608,1.127265,1.1077502,1.3706814,0.6951004,1.1282892
pillow,1.2495689,0.92263174,0.98581076,0.811525,0.84648156,1.0669737,0.7538809,1.2508879,1.1745638,0.97040224,0.9301572,1.1279176,0.73712426,0.79221463,1.3795962,0.8281435,0.84656954,1.120063,1.0644605,0.7784264,1.0671443,0.89747804,1.2218094,1.1981326,1.0640935,0.99895245,0.90376836,1.1864554,1.1053842,1.232858,0.93416154,1.1415924,1.0808856,0.96379566,0.9014811,1.1896074,0.69152516,0.7200037,1.24058,0.8977929,0.9354042,1.0990144,0.9237474,1.1103046,0.9360684,0.9968798,1.2473987,1.019942,0.9230096,0.85909104,1.0508549,0.89010596,1.0247482,1.3004007,0.9359453,0.734895,1.2627041,0.7820678,1.220649,1.060221,0.6673914,1.0945855,0.97407347,1.198683,0.89814717,1.2229028,1.2152623,0.8667591,0.8763876,0.919641,1.0569787,1.0708547,0.9344779,0.6224983,0.83695066,0.7155624,0.967941,0.6315922,1.1946201,1.2208455,1.1313453,1.062769,0.8933436,0.90708554,1.1398933,0.0,0.96217525,1.01896,0.82979554,0.83077496,0.3583914,0.74332947,0.8074219,0.76218325,1.0608953,1.0035954,1.0492542,1.200316,0.6779933,1.1551179,1.0777159,1.1381369,1.306862,1.343017,0.6977544,1.1994882,0.69454026,0.77156854,1.3190873,0.9535504,0.7678633,1.1807584,1.1383374,0.73898184,0.88650876,0.90407073,1.147447,0.40362203,0.8934547,1.3107641,1.220924,0.75761235,0.9274784,0.8743179,1.1015947
pizza,0.57644415,1.3093961,0.72659385,1.1226751,1.2868785,1.2626278,0.8889949,0.70476675,0.6544775,1.2524917,1.0285323,0.8473439,1.153086,0.55907565,0.89246196,1.2179863,1.27389,1.158702,0.9039773,0.6970962,1.002868,1.2765982,1.0085572,1.1156886,0.8776619,0.7653409,1.2968774,0.87383443,0.8687342,0.64380425,1.2264515,1.1090711,0.6639695,1.0784895,1.3835284,0.6429849,1.2139412,1.1239377,1.0328795,0.8846771,0.98417854,0.9347271,0.7945285,0.8706525,1.3391923,0.8915784,1.0500978,1.1697215,1.0433847,1.2970815,1.0016552,1.2792194,1.1894218,0.9196347,1.2409952,0.9106651,0.9331855,1.2619292,1.020336,0.9525408,1.2767057,1.0207777,0.79065275,0.9198779,0.81044495,1.1441809,0.8904197,1.3222787,0.25019765,0.8278867,1.0439504,1.0504128,1.3021324,0.71501076,1.1953924,1.2905853,1.21722,1.1961417,0.9309442,0.830327,0.95167375,0.8755984,1.333768,1.3210747,1.2340752,0.96217525,0.0,1.0544319,1.258869,0.8994547,0.96694,1.1867708,1.0253057,0.9038563,0.9846354,1.1219904,1.241243,0.9030604,0.91655004,0.8644582,0.9746658,0.6677309,0.9249436,0.94106764,1.2284157,1.0157933,0.97779155,1.2224452,1.0015849,1.1019638,0.91199,0.88462484,0.7324965,1.2763504,1.1704804,1.2878624,1.1409231,0.60621357,1.1111603,0.84972703,1.0439942,1.13845,0.8132869,1.339388,0.93064785
plant,1.135695,1.0173328,1.0213311,1.1967182,1.0424445,1.1275824,0.92401195,1.0782741,0.97949594,1.0103332,1.0599498,0.9817222,1.034146,1.01841,1.1639941,0.90015614,1.0098454,1.2126313,0.9657611,1.1743717,1.1684301,1.0323985,1.1296659,1.1165025,0.9855707,0.9990285,0.99144983,1.0139121,1.1295544,1.2188226,1.0944693,1.1057929,1.0171115,1.0934865,1.0663875,1.0749671,1.0467168,0.88716584,1.0984157,0.9756309,0.6737001,0.93867195,0.96429074,0.6840938,1.1194295,1.0379155,1.0550257,1.1799457,0.8784513,1.1102366,0.071412325,1.0788713,1.0985763,1.0068501,1.1154681,1.2028077,0.95565355,1.0449837,1.055259,1.1246036,1.0026975,1.0010893,1.0014033,1.0536227,1.1202468,1.0804827,0.9166262,0.9659523,1.1628408,1.2125782,0.9959245,1.0852183,1.1076038,1.2242466,0.9891737,1.0811447,1.0149761,0.838109,1.0334499,0.9102454,1.0727149,1.1379132,1.0689479,1.0734818,1.0238853,1.01896,1.0544319,0.0,1.0263324,1.1533751,1.0544616,1.0443568,0.7690003,0.99237096,0.84535354,1.1336269,1.0668555,0.8166902,1.0136335,1.106474,1.0439894,0.88993555,1.0926738,1.0937152,1.1238179,1.0338272,1.144289,0.8846738,1.1332055,0.99984366,0.93435717,0.9081737,0.9191103,1.1626393,1.1553271,1.0365486,1.1013969,1.1821638,0.96011627,1.1448255,0.4397968,0.89086384,0.8728401,1.0820911,0.77001727
plate,1.2917409,0.7385612,1.3250904,0.60529196,0.6452849,0.6737761,0.94705206,1.217702,1.382,0.71332264,0.83180577,1.2121623,0.75983536,1.2909156,1.2085906,0.62762535,0.76149774,0.44558603,1.0709718,0.9021878,0.77447546,0.66875863,1.1036052,0.9488771,1.1960833,1.3397835,0.4419831,1.2673856,0.89310026,1.2252676,0.79836893,0.7957018,1.415508,0.8035442,0.6673692,1.2777853,0.62523234,0.8246975,0.78402424,1.0986676,1.0912665,1.1640471,1.0766807,1.2203395,0.6726135,1.0327076,1.2637753,1.079829,0.98718417,0.5883995,1.0360308,0.707065,0.71605945,1.1691383,0.796008,0.94006574,1.1979848,0.691875,1.2355657,1.275595,0.5765517,0.9708011,1.2123454,1.4132676,1.241332,1.0102458,1.2729967,0.57934535,1.1017812,1.2808095,1.1577195,0.94097245,0.75469875,0.85579807,0.75637984,0.81892955,0.7849643,0.78461844,0.9909193,1.4671667,1.1793678,1.0474612,0.75250494,0.7665516,0.7748095,0.82979554,1.258869,1.0263324,0.0,1.1404291,0.9843496,0.8489828,0.96984357,0.9106846,1.1641595,0.9500333,1.0066998,1.3483341,1.1043179,1.1640189,1.0860294,1.1769483,0.7967522,1.2958498,0.6540817,1.1485437,0.8956248,0.80589414,1.2751907,0.8530792,1.1076477,1.3612858,1.2617681,0.4439627,1.0686104,0.6556782,1.0711849,0.91206175,0.917709,1.0364767,1.2043638,0.91029704,1.1589615,0.8665881,1.1962893
pumpkin,0.8417722,0.9707091,0.9025033,0.42044687,1.0554572,0.99595624,1.0339013,1.0809734,1.0400828,1.2812536,1.2645481,1.0054199,1.128071,0.9321795,1.0386384,1.1440974,1.1600679,1.1255572,1.0435493,0.65566975,1.0216315,1.2410783,1.1488237,0.9628899,0.93114513,1.0549201,1.1452141,1.0924014,0.91097456,0.8950561,0.7471001,1.1046308,0.9672722,0.77203345,1.1840596,1.0639288,1.1097089,1.0902603,1.0372126,0.90165544,0.87516177,1.1493946,1.0250545,1.019461,0.83670473,1.1414973,1.0362294,0.8265177,1.0909276,1.1410127,1.1242167,1.0439192,1.0112377,0.9860947,1.0835907,0.8534614,1.0059718,0.93651927,0.9311356,0.7650839,0.9778263,1.1940912,1.0897179,0.96909815,0.9838857,0.9759816,1.0956157,1.2410774,0.76826626,0.12552887,1.1243744,0.7743563,1.1476643,0.92265075,1.0715926,1.0208895,1.1546497,1.176913,1.0356592,0.9262527,1.0480318,1.0326124,1.2113687,1.192196,1.1466938,0.83077496,0.8994547,1.1533751,1.1404291,0.0,0.8648359,1.1206135,1.0517906,0.9405121,0.8122174,1.0196736,1.0727885,1.0013195,0.8498897,1.0192127,1.0319121,1.0547919,1.1905112,1.0769211,1.1060716,1.0933884,0.8834932,0.96199465,0.9519456,1.1261925,1.0514703,0.98625994,1.0159487,0.90396,0.7778882,1.2333817,0.92909706,0.82402253,0.852747,0.98827577,1.077651,1.1286049,1.0387064,1.090869,1.1705122
purse,1.1233178,1.027053,0.9993074,0.9245562,0.99128056,1.1017343,0.70226693,1.0968308,1.0339875,1.0955299,1.0633593,1.119857,0.8921101,0.8146117,1.2144251,0.95926094,0.9751194,1.1160483,0.81792426,0.9157817,0.9640578,0.99470836,1.1538156,1.1554515,0.932593,0.88807833,1.0091016,1.0009407,1.0447075,1.2332991,0.98346263,1.2194942,0.9626316,1.0691867,1.0774307,1.0101881,0.816489,0.82634604,1.0634593,0.81084365,0.82333624,0.96021307,0.8410848,1.1032978,1.0661103,1.007016,1.089666,1.1620762,0.93919504,1.0436774,1.0484883,1.0316955,1.0241046,1.1906939,1.0812173,0.8314217,1.2026011,0.92864776,1.0914117,1.1027542,0.8431844,1.0655601,0.68507755,1.0586755,0.98193276,1.173971,1.0561278,0.9481536,0.90846574,0.9031183,0.9021978,1.0988095,1.086606,0.8109301,0.8860504,0.82257736,1.0502493,0.74743295,1.2690308,1.1395814,1.1110008,1.0849533,1.0824176,1.0636079,1.2231666,0.3583914,0.96694,1.0544616,0.9843496,0.8648359,0.0,0.8311852,0.8170759,0.93512475,1.0165213,1.0929408,0.9605979,1.1012869,0.7054379,1.1881816,0.995016,1.0980872,1.2353697,1.1614491,0.9118792,1.2034678,0.91399753,0.8359459,1.1226984,1.0291704,0.5774401,1.0781178,0.93479544,0.8139374,1.0273514,1.0527374,1.1629467,0.62189186,0.75788426,1.1117536,1.1598477,0.8039328,0.71703786,1.0002673,1.0786855
radio,1.2588682,0.818209,1.1234783,1.0064054,0.7923544,0.88008314,0.967424,1.2544925,1.2691301,0.77993655,0.62254155,1.3355601,0.63625014,1.1884707,1.2515616,0.7027546,0.6632291,0.94053686,1.1242093,0.9981139,0.98231125,0.63758117,0.98550266,0.9214929,1.1195781,1.0537144,0.93457633,1.2532188,1.1330514,1.1995493,1.0043421,0.88589835,1.2011435,1.1048044,0.56772745,1.2051117,0.6454344,0.8085594,1.1936172,1.02279,1.0452979,1.1802729,0.988056,1.1791737,0.8625663,0.95904493,1.1680533,0.9618017,0.911693,0.60614914,1.0732706,0.7199107,1.0528721,1.198204,0.65666854,1.0163856,1.2486643,0.97811776,1.1303517,1.2216676,0.67279255,0.9884756,1.109015,1.3855237,1.2356712,1.0728803,1.2067862,0.7236536,1.1485153,1.2660868,0.7766415,1.0230583,0.7249348,0.9518859,0.932533,0.75865304,0.88823223,0.6190341,1.1039766,1.3591759,1.2071128,1.2143613,0.45132834,0.50881964,0.8948187,0.74332947,1.1867708,1.0443568,0.8489828,1.1206135,0.8311852,0.0,0.96115917,0.8583894,1.0650482,0.8105626,1.0028867,1.3477659,0.87165284,1.1383902,1.0749803,1.203605,1.1361201,1.1640017,0.45393217,1.2274187,1.0207632,0.7116535,1.1923859,0.80878973,0.88304657,1.328646,1.2775848,0.8355301,0.8916689,0.74667907,1.0867229,0.95777726,0.9090346,1.2303319,1.185569,0.7679834,0.8774747,0.58142453,1.1468246
refrigerator,1.1383595,1.1378572,1.0784982,1.1557455,1.2401677,1.2208171,0.6441287,0.8497585,0.93423134,1.1422845,1.0125504,1.1111308,0.98672336,0.9468359,1.1142787,0.8440905,0.95842063,1.1394881,0.6964581,1.1693664,0.9882828,0.97014934,1.0344745,1.148833,0.91979235,0.8350554,1.030259,0.789921,1.1313633,1.1848174,1.0294533,1.1319445,0.91439176,1.045189,1.2101753,0.8275976,0.8898606,0.8851018,1.0074908,0.91112036,0.8852989,0.7409463,0.862603,1.0547068,1.1918085,1.0311991,0.96475303,1.2752671,0.8312738,1.2152046,0.8259582,1.0846629,1.0548669,0.74598527,1.2489647,1.2423857,0.99945074,0.85458124,1.0505776,1.1135722,1.2032684,0.981888,0.7461889,1.0592493,1.1324179,1.0753231,0.7138215,0.97423565,1.0596604,1.0621259,0.85577285,1.1392562,1.2016374,1.1485924,1.1847932,0.9504645,1.154449,0.44577432,1.1897808,1.1112431,1.1802533,1.0234096,1.2053969,1.1905801,1.2973864,0.8074219,1.0253057,0.7690003,0.96984357,1.0517906,0.8170759,0.96115917,0.0,1.0726193,0.98748153,1.3140337,1.0567667,0.9620057,1.001721,1.2475754,0.9950735,0.88602746,1.0440965,1.0303122,1.1964703,1.0442427,1.1186994,0.99738723,1.1148945,1.0415698,0.6142236,0.94940484,0.8096273,1.0134287,1.2349929,1.1252236,1.2450517,0.99437255,0.92304254,1.0387461,0.893338,0.64525545,0.5572026,1.2303865,0.6707347
rock,0.98848104,0.8720176,1.2047193,0.9123896,0.9429306,1.0307422,1.0642995,1.200686,1.1938276,0.93559575,0.8509321,1.1745055,0.63779277,1.0141468,1.0378278,1.0702477,0.93027675,0.9190532,1.2200239,0.8290721,0.9327122,0.92952114,0.8819904,1.2660146,0.9896011,1.2287086,0.9102578,1.1761177,1.051973,1.0646207,0.9363197,0.9179011,1.2206928,0.91065556,0.9607913,1.1853755,0.9348517,0.6170793,1.1258869,0.8854913,1.0975484,1.2032015,1.0388342,1.1448088,0.97185606,0.5577365,1.1999495,1.1071917,0.78435934,0.75265837,0.95652944,0.86919755,0.9724904,1.1928881,0.8969673,1.0540608,0.80643475,1.1376619,1.2148132,1.199893,0.853382,0.6922429,1.1225029,1.2060184,1.041661,1.1759735,1.0732338,0.90229446,0.76462257,1.0449455,0.9701927,1.078975,0.96048176,0.82435906,1.0371263,0.79213727,1.0452867,0.9581582,1.0150623,1.2342362,1.2028762,1.1270556,0.9067017,0.9117874,1.0153731,0.76218325,0.9038563,0.99237096,0.9106846,0.9405121,0.93512475,0.8583894,1.0726193,0.0,1.108384,1.1064967,1.1943991,1.236856,1.0426003,1.1716177,0.90649533,1.1401348,1.1078409,1.0373238,0.85813195,0.9412702,1.0007356,0.8685372,1.0697093,0.68031347,1.055369,1.2425578,1.1775935,0.93763274,1.0916836,0.9237776,1.3170524,0.6697138,1.1062895,1.1317954,0.87057334,0.77517605,1.1037904,0.977093,1.1762199
rooster,0.8608652,1.1056926,0.99617285,1.0071923,1.172281,1.0747594,1.0135741,0.9943918,0.8437517,1.1619544,1.2230444,0.86628205,1.1426389,0.8633757,1.0275934,1.0519627,1.1433688,1.2252603,1.02767,0.95734215,1.2038165,1.3089643,1.1134138,1.113538,0.8937683,0.9964871,1.0788941,1.0276301,0.99931705,0.9333007,0.9945197,1.0709614,0.8891286,1.0775956,1.2179772,0.9190759,1.1729136,1.078154,1.000024,0.8625148,0.47464955,1.0945585,1.0431396,0.82010645,1.0846866,1.1004715,0.8007821,1.0544988,1.0800011,1.1323712,0.82915866,1.1919491,0.99156594,0.8883691,1.1160488,1.0048698,0.9940262,1.0652333,0.84598786,0.9590333,1.0351741,1.0582895,1.0189986,0.90316695,1.0592203,1.0373038,0.94815123,1.2392222,0.91767514,0.7791419,1.0542263,0.95977044,1.1770766,1.1467421,1.1146803,1.1582532,1.1337152,1.1461807,0.94967806,0.838397,1.1159668,0.981662,1.1699202,1.2157885,1.151586,1.0608953,0.9846354,0.84535354,1.1641595,0.8122174,1.0165213,1.0650482,0.98748153,1.108384,0.0,0.97994787,1.112386,0.79814214,1.0068793,1.0022792,1.0370245,1.025396,1.1874441,1.0609564,1.17325,0.9215944,1.0455008,1.0017081,0.9929454,1.140524,0.91113406,0.8070374,0.7909026,1.1621238,0.9942926,1.1985408,1.0025535,1.0652119,0.86816466,0.97909766,0.8724371,1.073361,0.96993935,1.141796,0.89793694
scarf,1.2140443,0.7820519,1.1122519,0.9214209,0.44773602,0.7045876,1.1725945,1.3475416,1.3625604,0.6973127,0.8091507,1.0550258,0.98014045,1.2197139,1.2458993,0.8815095,0.9237568,1.0190283,1.3319528,0.89578325,1.2069504,0.895679,1.2165952,0.71625936,1.221286,1.1297987,0.9259981,1.1809655,0.9759825,1.0997633,1.0033854,0.92347074,1.2202734,0.975187,0.49841088,1.3357993,0.99282223,0.9617841,1.2217513,1.2057612,1.0663793,1.0889658,1.08475,1.0878114,0.72604597,1.1521364,1.1476218,0.51766485,1.055004,0.66058457,1.2057022,0.6797972,1.0610923,1.2793784,0.5078826,0.72910523,1.2969382,0.9898038,0.87358975,0.9428361,0.6064293,1.1214882,1.3357947,1.2236733,0.9717119,0.9507642,1.2929411,0.8075621,1.1764705,1.0771351,1.2693298,0.67209554,0.6735922,0.8339917,0.5235945,0.9113247,0.43577874,1.1213818,0.9820201,1.1073775,0.8655962,1.2212689,0.5343258,0.6318038,0.6609479,1.0035954,1.1219904,1.1336269,0.9500333,1.0196736,1.0929408,0.8105626,1.3140337,1.1064967,0.97994787,0.0,0.9649852,1.2158405,0.9604285,0.80762637,1.1280652,1.0590857,1.057255,1.2364646,0.5919286,1.2663692,0.84951043,0.8084979,1.3213723,0.82610035,1.3094568,1.1999321,1.3782771,0.9811623,0.4639333,0.6968734,0.72917783,1.038559,1.1340063,1.2893525,1.3163756,1.2209637,1.2606437,0.45556164,1.1663543
scissors,1.047775,0.86913073,1.1057019,1.058981,0.89459324,0.8820973,1.0084419,1.0695009,1.1080987,1.0039108,1.072807,0.92772883,1.0243239,1.1468835,0.96582216,0.9724394,0.8967609,0.93265176,0.98052305,1.0817934,0.90383947,0.95631295,0.9654995,0.7834003,1.1489904,1.1902832,0.99575806,1.083406,1.109684,1.0916749,0.94888866,0.91140944,1.2400522,1.0345267,0.84438086,1.0355378,0.9049675,0.9888574,0.92605036,1.1521008,1.0224415,1.1524494,1.1459823,1.0214293,1.0459946,1.0584388,1.0886687,1.0516907,0.92931855,0.97736216,1.0729319,0.88220197,0.7091074,1.0254779,1.099938,0.96453124,0.9854365,0.7196375,1.1718647,1.0085012,0.9840238,0.9512148,1.0057669,0.9579162,1.0815825,0.588264,1.1196824,0.98076475,1.1615665,0.9671948,0.8200642,1.1344286,1.0497487,1.1680489,0.91499317,1.0615402,1.0587746,1.0213753,0.95554924,1.0537459,0.9139308,1.1720424,0.9104744,0.91725683,0.8865604,1.0492542,1.241243,1.0668555,1.0066998,1.0727885,0.9605979,1.0028867,1.0567667,1.1943991,1.112386,0.9649852,0.0,1.0136954,0.8366853,1.2201222,0.76409996,1.1611167,1.0710403,0.8612344,0.97258615,1.0614141,0.9129067,0.81247413,0.86417055,0.8675134,1.014617,1.0013463,1.1231248,0.7058498,1.1142286,0.9639362,0.7597637,1.1136644,0.65992236,1.0033257,1.0945641,0.97756624,0.941516,0.92294484,1.1122483
shirt,0.7652715,1.2792737,0.8022939,1.2345103,1.3553602,1.2613094,1.0879633,0.7626338,0.614391,1.3253613,1.3533764,0.37498206,1.3456064,0.7148849,0.914611,1.2968346,1.2758012,1.3310453,0.9130213,1.1354673,1.1931858,1.3910178,1.0837932,1.0993562,0.8193419,0.7328748,1.269326,0.7660257,1.1574252,0.8642324,1.2019404,1.1311758,0.6091911,1.1572819,1.4545491,0.7982164,1.2916738,1.2621548,0.87394714,0.97004753,0.82339156,0.87660503,1.0468038,0.6095997,1.3068888,1.132826,0.54066914,1.152349,1.0679991,1.4958305,0.8027934,1.3777933,1.140962,0.75001776,1.3598557,1.134831,0.8582096,1.1169739,0.7621753,0.8217537,1.3901198,1.1242703,0.84223753,0.26953417,0.84756446,0.9392469,0.84119594,1.4043348,1.0246137,0.8504568,0.97464854,1.0995132,1.3328642,1.273274,1.2415785,1.3094974,1.2625337,1.2547128,0.9212533,0.12923479,0.7110337,0.87319946,1.4576149,1.4253302,1.21677,1.200316,0.9030604,0.8166902,1.3483341,1.0013195,1.1012869,1.3477659,0.9620057,1.236856,0.79814214,1.2158405,1.0136954,0.0,1.0132374,0.8823441,1.0402954,0.8310793,1.0812739,0.95588934,1.4709308,0.8263205,1.1978235,1.2740219,0.80326134,1.3011732,0.9434423,0.053079188,0.7194409,1.2637086,1.1780117,1.3492373,0.87143385,1.2199153,1.0180897,0.8114983,0.748763,1.1738131,0.96704316,1.3394766,0.8291754
shoe,0.90742636,1.1213014,0.7275902,0.95242655,1.0824971,1.077756,0.88956445,1.1143003,1.0058565,1.1461456,1.1407125,0.92430145,1.115737,0.731362,1.0491256,0.9821777,1.1028043,1.1043175,0.9442343,0.99745274,0.9153274,1.0707947,1.0260944,1.0420775,0.9790962,0.9464918,1.1413693,1.0888985,1.1030028,0.92557865,1.1177652,1.0367235,0.94782805,1.0798768,1.1052924,1.0342956,1.0108694,1.0317987,1.0534385,0.9236352,0.95435977,1.1010706,0.982497,0.9846587,1.193213,1.00976,1.032043,1.0269107,0.9588224,1.1336123,1.0250674,1.0870869,1.0328299,1.0344106,1.0855293,0.78735006,1.0985489,0.8962774,1.0173985,0.9063959,0.9685749,1.0208175,0.939,0.9122464,0.80896837,1.0616509,1.0467054,1.2122699,0.90708256,0.8192271,0.8589064,1.0604243,1.1581098,0.9100568,0.9809838,1.0999386,1.0760461,0.99350816,1.031647,0.97877085,0.9016981,1.0894057,1.0862123,1.143904,1.1536165,0.6779933,0.91655004,1.0136335,1.1043179,0.8498897,0.7054379,0.87165284,1.001721,1.0426003,1.0068793,0.9604285,0.8366853,1.0132374,0.0,0.9965497,1.0014681,1.0795767,1.1737598,1.0253768,0.84871453,1.1004164,0.7203456,1.0488305,1.0272138,1.0336052,0.7975789,0.9955706,0.99744344,1.0498909,0.96051544,1.1243769,0.96086,0.817369,0.8648264,1.033679,1.0826186,0.9780352,0.84139204,1.03509,1.1099317
shorts,0.8197229,1.2208301,0.659431,1.1327232,0.994881,1.0174215,1.2129326,0.8520091,0.8029773,0.8745954,1.0647618,0.8411606,1.2540135,0.8405434,0.8775987,1.1314896,1.3187096,1.0614041,1.0823796,1.074269,0.9811488,1.1042864,1.0673501,0.9220365,0.9047044,0.6932445,1.1788989,0.89627004,0.9759549,0.71158457,1.2548882,1.0967687,0.7066559,1.2159998,1.1102891,0.9340117,1.3698809,1.2718871,1.1105163,1.0296096,1.2026229,0.95040476,0.9088404,0.9707621,1.1621379,1.0167944,1.0003699,0.6611509,1.3215556,1.1051934,1.1290549,1.1041667,1.2182,0.9395349,0.8876819,0.6297838,1.1016439,1.2285848,0.7964838,0.67146003,1.062917,1.1418235,1.0895797,0.7799318,0.48825562,0.9342819,1.0996721,1.1883934,1.0342369,0.951609,1.2223272,0.86801624,1.0573599,0.7712644,0.8496782,1.10242,0.755896,1.2292084,0.9409441,0.6998769,0.3874045,0.90844977,1.0263149,1.0778421,0.84616077,1.1551179,0.8644582,1.106474,1.1640189,1.0192127,1.1881816,1.1383902,1.2475754,1.1716177,1.0022792,0.80762637,1.2201222,0.8823441,0.9965497,0.0,1.159967,0.81360567,0.74083704,0.9672943,1.0299217,1.0034138,0.94107765,1.228193,0.99054,1.0887635,1.1093038,0.85030144,0.95314115,1.3539777,0.75378287,1.116844,0.65698993,1.0297778,1.2948711,0.9790858,1.1075938,1.4059215,1.1542028,1.0322579,0.98221344
