,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
purse,0.7381195,1.1155758,1.0878742,1.1350566,1.1242013,1.2277528,0.6788367,0.9477001,0.9114144,0.73100346,1.2151088,0.7559967,0.84335995,0.7227316,1.0291127,1.0196309,1.2195225,1.1626493,0.69320196,1.0622039,1.2533996,1.0379748,1.076392,1.1463083,0.7573378,1.2734784,0.88353986,0.70727545,1.1614316,0.88849235,1.1189334,0.813445,1.0345107,1.3481897,0.7407342,1.2387091,0.8597171,0.91377443,0.9808792,0.9138575,0.93470716,1.2862105,1.2360336,1.0380547,0.9662411,1.2411516,1.1405772,1.1462393,1.1916347,1.2640697,1.1410285,0.74465036,1.3426086,1.2431759,0.9580473,1.0990045,0.97020054,0.91214055,1.0305389,1.2159714,0.89367604,1.0184288,0.80969393,0.652148,0.8809476,0.89967465,0.8457873,1.1857963,0.92720693,0.8062136,1.1682937,1.0545028,1.2571574,0.9711578,1.2831107,1.0541049,0.95375085,0.9570892,0.811393,0.9625365,0.92312235,1.2207371,1.2889191,1.1352341,1.1986691,1.2340136,0.0,0.77724296,0.876488,1.0349178,1.069839,0.9227269,0.90031636,1.1534193,1.0119704,0.91401076,1.2147765,0.81821406,1.3031628,1.2669401,0.98926777,1.2275907,0.645947,0.7794415,0.71795857,1.1200867,1.2380841,1.2456826,1.0792943,0.96647894,1.063965,0.77993804,0.7715828,0.91449636,1.2841992,1.0432101
radio,0.87655085,1.041667,1.0664968,1.147703,1.1010132,0.91327006,0.7450028,0.8983039,0.97006994,0.99078494,1.0702332,0.8121901,0.9962898,0.9847206,1.0678811,0.7431375,1.0306486,1.2414244,0.8127379,1.0322896,1.0475177,0.91002643,1.0399982,0.897089,0.9500202,1.1710929,1.0059862,0.8307347,1.0759825,0.9722867,0.9895653,1.0149605,1.0448521,1.1036454,0.9869477,1.0282695,0.93473125,0.9460265,0.7969732,0.6950007,1.0870122,1.1770058,1.1170123,1.1327156,0.9550805,1.1613317,1.094208,1.1294748,1.1598835,1.0933301,1.0539182,0.9206125,1.1019047,1.1102415,1.1596353,1.0850966,0.9090054,1.0078839,1.1044403,1.0349991,1.0552816,1.0047426,0.930001,1.0504698,1.1104809,1.0312864,0.8919767,0.9444137,0.9897807,1.06294,1.2170058,0.9742158,1.1285212,0.9644147,1.0880723,1.008261,0.7111214,1.0189191,1.0172576,1.1180708,1.0861297,1.036706,1.032345,0.9933151,1.0883411,1.0955254,0.77724296,0.0,0.811021,1.0281544,1.0326512,1.0990806,1.1136135,1.0586954,1.1179986,1.0905495,0.96638834,1.0805366,1.0508578,1.0039265,1.0340992,1.0438908,0.86797756,0.905869,0.85964805,0.9814846,1.0961629,1.0838273,1.0976795,0.99402267,1.11299,0.8354811,0.9788437,0.83071154,1.0544062,0.9282595
refrigerator,0.8467406,1.1509233,1.0815233,1.2669436,1.1611849,1.0957503,0.882778,0.8259213,0.9164598,0.73496026,1.1559123,0.8581677,0.92769754,0.96242315,1.0069098,0.9649545,1.122246,1.2248577,0.85672903,1.0121475,1.2242811,0.99503714,1.1202955,0.96244526,0.7472539,1.2281487,0.93029225,0.52148163,1.0395919,0.7668982,0.9938233,0.8915592,1.0077082,1.2803614,0.6986766,1.0899459,0.9594217,1.0556899,0.77732015,0.84963286,1.019828,1.2797408,1.2689608,1.0856049,0.9412768,1.2877747,1.2888579,1.2147884,1.2333937,1.1120156,1.1072419,0.8166365,1.3065245,1.2245283,0.94602823,1.2547785,1.0134693,0.95219153,1.1482161,1.2528749,0.75171185,1.0107225,0.74910796,1.0179425,0.99326134,0.95094484,0.6974337,0.9767106,1.0821853,0.6537756,1.2259759,0.96332866,1.2874994,1.0298734,1.296782,1.1201382,0.6195488,1.0119612,0.9556773,1.1000183,1.0000019,1.162624,1.2399514,1.2147973,1.2314843,1.1522136,0.876488,0.811021,0.0,1.0944433,1.0473876,0.712825,1.0133802,1.327878,1.2603748,0.8413627,0.96137685,0.9216818,1.2860285,1.0989969,1.1179354,1.1544074,0.6193269,0.8638295,0.7720615,1.1324557,1.2887647,1.0453645,1.0308306,1.1116908,1.1719828,0.7809027,0.8481236,0.6831746,1.2338743,0.73418903
rooster,0.789267,1.0850089,0.8992136,1.0907996,1.0539156,1.2941387,1.1584585,1.132914,0.9150459,1.1424445,1.1681544,1.0007133,1.0487809,1.0933819,1.0582981,1.0826545,1.2160393,1.1933613,1.0822201,1.1823931,0.93385106,1.0296776,0.8487166,0.9843288,0.8661224,0.9253592,0.9855643,0.9578449,1.0212828,1.0513726,1.094564,0.9925896,1.1458913,1.1382663,1.1361701,1.0596399,0.92384005,0.9720299,0.9803185,0.9394694,0.9504269,0.8749423,1.0745791,1.0305293,1.0115119,0.9402022,0.75701463,1.0120628,0.78603417,1.0017458,0.79078686,1.0224587,1.0836698,0.9128588,1.0469648,0.9488088,0.8897706,1.1953061,0.7905521,0.9348444,0.8119216,0.9551582,1.0445126,1.0836251,0.8523636,1.0867156,0.98062193,1.0334527,0.9781509,0.9643587,0.7778324,1.1991768,1.0568718,1.0356764,1.1516482,1.0197953,1.0611868,1.0677183,1.0608636,0.80874467,1.0571302,1.1509026,1.1664357,0.977747,0.816911,1.0388683,1.0349178,1.0281544,1.0944433,0.0,0.9633777,0.9701015,0.9387289,0.8839582,0.9591654,1.0876834,1.0915164,1.0197617,1.0377825,1.120742,0.8368511,0.86874807,0.8477577,0.9671934,0.99904937,1.2522955,0.8537494,0.97519755,0.93880945,1.1583129,1.1045458,1.2250623,0.7872561,0.98256475,1.1656203,1.0591074
scarf,1.0206331,1.1438055,0.8016734,1.1276505,1.0621008,1.1372944,1.160898,1.0748961,0.95142597,1.093674,1.1324028,0.9595789,0.6567371,1.0032669,1.0956914,1.1799967,1.1968107,1.1841877,1.003639,1.0734433,0.7451901,1.1883874,1.077301,0.8895822,1.1098207,0.97486955,1.0075614,0.9752707,1.2016218,0.8562316,1.1816126,0.8620641,1.1243716,1.1087124,1.1306707,1.1557217,1.0604677,1.1420048,0.9127614,1.0963814,0.62322134,0.746359,1.0788476,0.9133771,0.73874724,0.77832556,1.0538898,1.0420054,0.8450023,1.0509909,1.221433,1.081992,0.89659446,1.1645336,0.98718846,1.0960659,0.8017879,1.1969416,0.7846441,1.0091351,0.95408475,1.2004559,0.84234,1.025514,0.5665972,0.9417542,0.99938124,1.166657,0.94986576,1.0317119,1.0153079,1.1274743,0.9618073,1.074831,0.9368156,1.1680962,1.0031748,1.2241873,0.726678,0.50934815,1.0416402,1.2140934,1.1285031,1.0642424,0.892339,1.2945133,1.069839,1.0326512,1.0473876,0.9633777,0.0,1.0449172,0.59239435,0.91224736,0.8039959,0.99398756,1.0816728,1.0725485,1.0742505,1.1709076,0.9221335,1.152117,1.0958817,0.82457983,1.0187263,1.2830997,0.98241884,0.844311,0.9209227,1.1355771,1.3033533,1.2632368,1.0436155,1.0254266,1.0756154,0.94308364
scissors,1.0089669,1.3381826,1.0751061,1.2750924,1.2182543,1.1672041,1.072547,0.86959434,0.8414631,0.8037884,1.1184876,0.87472254,0.9016945,0.9767584,0.8351652,1.1702577,1.1668172,1.1096121,0.9727057,1.0570853,1.1739026,1.2185564,1.032806,1.1999991,0.7648753,1.2079154,0.8952178,0.77965546,0.9389653,0.7195109,1.0448433,0.9687694,0.97402215,1.1772692,0.8083173,1.1554034,1.1435243,1.2824004,1.108108,0.99697995,0.94050854,1.2972075,1.2758448,0.74628097,0.9691723,1.388185,1.2687476,1.1619284,1.273236,1.0947957,1.0990506,0.76929116,1.320785,1.3199949,0.6140156,1.3521796,1.0518231,1.0503291,1.2422707,1.3196285,0.33512354,1.0516428,0.7619029,0.8480158,0.999805,0.8088395,0.85326743,1.0038575,1.1307896,0.20009899,1.0864927,1.0934651,1.3474708,1.3903896,1.2272388,1.2905104,0.9735676,0.8659818,1.0677962,1.0734353,0.7862853,1.0722793,1.1156391,1.4040825,1.1631622,1.0492913,0.9227269,1.0990806,0.712825,0.9701015,1.0449172,0.0,0.97565615,1.3288937,1.30055,0.5249304,0.972515,0.7177044,1.3399055,1.1362338,1.235587,1.2707955,0.6422744,0.8440365,0.82423955,1.1627717,1.4699541,0.9522841,0.7470037,1.3997588,1.1971197,0.9895444,0.7879851,0.6947133,1.2287881,0.81693864
shirt,0.77949345,1.2731425,0.6192175,1.2494015,1.1995454,1.3345811,1.1618426,1.00364,0.97025335,0.81224257,1.3434929,0.87843835,0.25196207,0.86897916,0.8332747,1.2830111,1.4155179,1.2962142,0.88344884,0.87658703,1.1879995,1.3479483,1.2016721,1.3162985,0.89027387,1.0809901,0.8246517,0.9034512,1.4012066,0.71636367,1.220583,0.6902559,0.9113699,1.4891927,0.7809865,1.4607995,0.91307837,1.0338385,0.98587734,1.193828,0.14330554,0.9922136,1.3240426,0.7674037,0.74638194,0.99906,1.2159868,1.2198529,0.8758154,1.3753214,1.2607396,0.9513969,1.2582642,1.322257,0.82034636,1.2527103,0.81469077,0.93089706,0.7261505,1.2037435,0.82141787,1.2695887,0.7827989,0.73047227,0.45389915,1.1826952,0.78991497,1.4509594,0.8717737,0.864901,1.0388424,1.0129856,1.2584519,1.0828185,1.2459344,1.1404653,1.1965449,1.1929172,0.27216935,0.5523466,0.8112365,1.5197651,1.4813064,1.3163961,1.1289147,1.4626951,0.90031636,1.1136135,1.0133802,0.9387289,0.59239435,0.97565615,0.0,1.1105727,0.97776204,0.89589727,1.3341427,0.7905339,1.4539859,1.3793917,0.98571306,1.3117732,0.8799742,0.6647964,0.8014368,1.3938665,1.2348123,0.8387933,0.8330452,1.1627359,1.3586471,1.1141224,0.7350225,1.2895086,1.335773,0.98074776
shoe,1.1192541,0.83451295,0.9739369,0.82084763,0.8722288,0.9609183,1.0571887,1.3237689,1.1753064,1.3378699,0.92558116,1.2234507,1.1343247,1.0160145,1.2885906,1.0031968,0.9482849,0.8762541,1.2671568,1.0365169,0.75173134,0.83120304,0.8793769,0.700055,1.2946625,0.85204333,1.0130528,1.2087262,0.9506103,1.1809149,1.0711637,1.1071124,1.1639178,0.81735516,1.3567804,0.6943959,0.8887532,0.8433564,1.0422946,1.0901837,1.0593262,0.71812385,0.79436916,0.98715365,1.0010194,0.63985646,0.723899,0.932756,0.64775455,0.7872716,0.824459,1.2500095,0.6521713,0.62859964,1.1273801,0.7217902,1.0185668,1.1343905,0.7857517,0.6525053,1.2837534,0.9088768,1.104753,1.1542823,0.9490832,0.9978559,1.2900014,1.0485749,0.87510705,1.3482528,0.745981,1.1331213,0.56682974,0.9215619,0.7313312,0.97115546,0.9509801,1.040966,1.0241963,0.81260437,1.2983453,0.9368161,0.9098083,0.6744375,0.7287947,0.9322156,1.1534193,1.0586954,1.327878,0.8839582,0.91224736,1.3288937,1.1105727,0.0,0.70055926,1.3143036,1.105992,1.3201532,0.5266075,0.9256182,0.6629134,0.79855645,1.2352138,1.1559718,1.2451408,0.97912747,0.53093547,0.81910396,0.9598517,0.86507493,0.88349277,1.2946373,1.3198164,1.0809888,0.80709666,1.2529924
shorts,1.2152419,0.92795837,1.0487521,0.9388172,0.95976,0.964914,0.9142812,1.2432114,1.1705372,1.2715428,0.76619154,1.1171048,1.0846299,0.952704,1.2877046,0.97883075,0.8814269,0.87164766,1.0776391,1.0734484,0.62372786,0.8775518,0.8294611,0.6972667,1.148299,0.89607596,1.2176907,1.1723318,1.057053,1.1894596,1.1035931,1.1119801,1.1613183,0.7515708,1.2735635,0.83852184,1.1020672,0.84599495,1.1176108,1.154013,0.98211557,0.6413366,0.9187332,1.0898162,1.1320431,0.6662589,0.73772323,0.779672,0.7753093,0.8087207,0.9502531,1.2300946,0.6429174,0.73171073,1.2637672,0.7301521,0.93363845,1.166478,0.87861896,0.63066024,1.2571162,0.9264972,1.1185737,1.1015712,0.88532877,1.0593883,1.1046271,1.1276478,0.91723496,1.2404814,0.88653904,1.118811,0.5985278,0.87016535,0.6846491,1.0650018,1.0425543,1.0633211,0.9310831,0.76733845,1.2413981,0.95973253,0.961656,0.701828,0.6623869,1.1009103,1.0119704,1.1179986,1.2603748,0.9591654,0.8039959,1.30055,0.97776204,0.70055926,0.0,1.2163581,1.0015395,1.201772,0.6722016,0.99552643,0.8199414,0.81984204,1.2046446,1.1669872,1.2299651,0.97259426,0.7525021,0.9834511,1.103942,0.82027113,0.9303638,1.2211655,1.2005937,1.0705988,0.8154612,1.1375842
shower,1.0182693,1.3581462,0.99205106,1.2821838,1.2346705,1.1475601,0.99376696,0.7464757,0.92683446,0.6754738,1.0998285,0.789598,0.9300385,0.91960496,0.78725886,1.1616677,1.1292504,1.1458377,0.85632086,1.0608354,1.1356473,1.1341758,1.1246622,1.0306978,0.8901572,1.2815338,0.91572326,0.78326577,1.1030734,0.529004,1.1570266,0.87237287,1.0073311,1.1241163,0.72156316,1.17837,1.1338295,1.2965201,0.8517122,0.9450342,0.89338076,1.1868721,1.2503958,0.7253721,1.0581789,1.2893292,1.2835741,1.2487279,1.1798862,1.162595,1.2151484,0.84805346,1.1834277,1.2912015,0.7528682,1.4099854,1.0603064,1.016962,1.1567986,1.1299245,0.8310257,1.0899954,0.88977855,0.8435686,0.9008406,0.69464254,0.80518615,0.90980905,1.1431319,0.66924417,1.0854167,1.1013501,1.2599496,1.1614058,1.1903579,1.2215446,0.7718988,1.0752563,0.93792343,0.9462912,0.782351,1.0172225,1.0700148,1.1767858,1.1410166,1.1081696,0.91401076,1.0905495,0.8413627,1.0876834,0.99398756,0.5249304,0.89589727,1.3143036,1.2163581,0.0,0.9103735,0.716954,1.2635692,1.1511804,1.2272711,1.2145122,0.90719587,0.9475917,0.91109097,1.103762,1.2966477,0.96344906,0.8681054,1.1983745,1.3044392,1.0119716,0.9124116,0.7391931,1.1354642,0.77531374
sink,1.2826527,0.98708194,1.2471522,0.9752329,0.9763438,0.7191918,0.82001746,0.3783065,1.0948604,0.9598271,0.69022304,0.8293933,1.3602252,1.0877546,1.043462,0.74321276,0.76220685,0.65806454,0.9576373,1.2945758,0.6464149,0.6450289,1.005439,0.43637013,0.8859723,1.0690073,1.1598878,0.878842,0.8207612,1.1400126,0.9366383,1.0966314,1.2839189,0.5242536,1.036495,0.66775966,1.2238135,1.1593655,0.92380047,0.84557873,1.3297149,1.1438409,0.9835561,1.1222653,1.316225,1.1970465,0.77755225,0.8828631,1.1982098,0.71220696,0.96823716,1.1345743,0.90702397,0.7840813,1.008637,0.91228884,1.2369599,1.3260695,1.347074,0.9362053,1.1830481,1.0344383,1.1494005,1.2311841,1.1692766,0.68179715,1.0550116,0.5227418,1.0492293,1.1521573,1.0525745,1.2197607,1.0619574,0.75037736,0.86151814,0.9758658,0.6344986,1.2037464,1.2814777,1.0842569,1.0681366,0.5239589,0.4607919,0.53755,0.92325735,0.7067341,1.2147765,0.96638834,0.96137685,1.0915164,1.0816728,0.972515,1.3341427,1.105992,1.0015395,0.9103735,0.0,1.099515,0.74723136,0.6672528,1.0903281,0.7146462,1.1734673,1.2854594,1.0825166,0.7381079,1.049436,1.0688719,1.0396484,0.79919916,0.8440827,0.9292209,1.1257584,0.70715964,0.9022909,0.8145293
slide,0.79583454,1.288832,0.906309,1.2941129,1.2269835,1.3248708,0.9155156,0.7703516,1.0833046,0.53034854,1.2900838,0.5093534,0.81623447,0.8517563,0.6071197,1.0044227,1.330661,1.1045034,0.5982999,0.99041814,1.1400554,1.336171,1.1769824,1.3043427,0.830619,1.1427978,0.91938055,0.66508806,1.329634,0.86609155,1.0399734,0.6267953,0.8949583,1.3253481,0.40523303,1.3719006,0.95077074,1.0015643,1.2235701,0.88209075,0.804827,1.2335174,1.3738941,0.9697765,0.93187904,1.2100456,1.2437484,1.1603764,1.0523057,1.2889094,1.1649683,0.835745,1.4204526,1.4662635,0.8323482,1.2016947,1.1006585,0.7949151,1.0698001,1.3977375,0.71783584,1.0787886,0.8575008,0.64882505,0.85048324,0.953698,0.5946634,1.3752005,1.1555068,0.65511066,1.1090573,1.1269925,1.4223162,1.1814404,1.3705953,1.2133828,1.1412375,0.95594877,0.9025282,0.96265185,0.5327659,1.2533876,1.2747414,1.280299,1.1516888,1.2570102,0.81821406,1.0805366,0.9216818,1.0197617,1.0725485,0.7177044,0.7905339,1.3201532,1.201772,0.716954,1.099515,0.0,1.4503679,1.2322973,1.055046,1.2167772,0.6346909,0.8916109,0.4958341,1.287543,1.4121766,1.0811459,0.9179477,1.2057394,1.0422559,0.76542574,0.71820575,1.1175798,1.35677,1.1127377
slipper,1.4874406,0.70362836,1.1946063,0.65145504,0.82488066,0.421391,1.1724192,1.3493011,1.1953609,1.5023704,0.29213256,1.3479795,1.4348047,1.2716318,1.3292639,0.88223267,0.26156992,0.5579318,1.4396957,1.3182261,0.6440412,0.6063466,0.82002676,0.46714848,1.370142,0.8504144,1.2686529,1.3659341,0.63006246,1.4106781,0.99131787,1.4249344,1.3575237,0.18235976,1.6073076,0.25663805,1.1269027,0.97589934,1.0301396,1.1297103,1.3925121,0.6860699,0.5641133,1.1526885,1.2595644,0.5228969,0.76053894,0.8009467,0.81057644,0.49799335,0.77330554,1.3668478,0.25936556,0.29048264,1.2389635,0.7304112,1.1906528,1.3423911,1.1157835,0.37947214,1.3505753,0.8086969,1.3231122,1.3393769,1.2969267,0.86314285,1.4285634,0.6566423,1.1872222,1.3947828,0.7832409,1.2551444,0.36521494,0.90646034,0.25971246,0.9145789,0.89794064,1.0420644,1.3652043,1.0940884,1.5141983,0.32339448,0.31949723,0.48158473,0.74048305,0.6617141,1.3031628,1.0508578,1.2860285,1.0377825,1.0742505,1.3399055,1.4539859,0.5266075,0.6722016,1.2635692,0.74723136,1.4503679,0.0,0.54993474,0.8102517,0.7421058,1.3992652,1.4121935,1.5531526,0.34067225,0.4384098,1.0727777,1.2743313,0.79108214,0.63476074,1.2970517,1.464737,0.74861026,0.19185263,1.2595315
soap,1.4169216,0.765162,1.3113272,0.77973914,0.9035101,0.5746519,0.9303925,1.1064124,1.1643714,1.3451878,0.53925055,1.2828591,1.3614554,1.1942413,1.1865529,0.6844802,0.40455568,0.6157281,1.2277765,1.1879264,0.8777677,0.47734445,0.80613226,0.69389015,1.1377597,0.94546616,1.3119026,1.2733816,0.63312256,1.3609653,0.7784994,1.3764988,1.1424387,0.43556297,1.3438325,0.44757056,1.2331269,0.9655881,1.1038285,1.099976,1.3600042,0.93513286,0.73542947,1.1320156,1.275679,0.9572596,0.8181286,0.76574844,1.243613,0.5624329,0.7042669,1.0786554,0.72082394,0.4850443,1.1984408,0.77969795,1.2381706,1.1880597,1.3063445,0.66238683,1.2638822,0.72694117,1.3167859,1.2203213,1.3140516,0.8996756,1.2851017,0.6770491,1.1153264,1.2910155,0.8760666,1.0345657,0.7298202,0.8402936,0.61853707,0.8992189,0.9068748,0.9106287,1.3739617,1.2566469,1.1721574,0.51567906,0.5423358,0.7123358,0.84025335,0.5383296,1.2669401,1.0039265,1.0989969,1.120742,1.1709076,1.1362338,1.3793917,0.9256182,0.99552643,1.1511804,0.6672528,1.2322973,0.54993474,0.0,1.0604945,0.6684191,1.3451738,1.2867341,1.4212275,0.43715912,0.88164866,1.0485708,1.1506873,0.7094737,0.5443133,0.9103148,1.2838676,0.9046636,0.64010245,1.1249824
sock,1.0160397,1.0799297,0.850095,1.0637033,1.0866116,1.1106274,1.0077155,1.2126104,1.0999789,1.1620365,1.1068604,0.97341347,0.99444675,0.9434413,1.100727,1.0001488,1.0915302,1.0841858,1.0972451,1.0317558,0.8541792,1.0328553,0.9513429,0.8358085,1.2163798,0.9988991,1.0857441,0.94192475,1.1028357,1.1467847,1.1158831,0.9745654,1.054953,0.991641,1.1937083,0.96782494,0.9866955,0.9128052,1.0654635,1.030351,0.9854465,0.86052406,1.0483639,0.9901769,1.0523881,0.755736,0.6619514,0.9929588,0.60490453,0.92772514,0.961619,1.3192472,0.9238576,0.8072804,1.0608934,0.8467264,1.0023456,1.0609542,0.61026496,0.9102615,1.1790967,1.0270333,0.9936523,1.0531851,0.7758081,0.8925591,1.0507755,1.1339391,0.863513,1.177794,0.89366925,1.1739603,0.8598027,0.8376006,0.9703737,1.0538514,0.95887303,1.110971,0.8811318,0.7555993,1.1349875,1.0302575,1.0452342,0.8046731,0.8378153,1.1499497,0.98926777,1.0340992,1.1179354,0.8368511,0.9221335,1.235587,0.98571306,0.6629134,0.8199414,1.2272711,1.0903281,1.055046,0.8102517,1.0604945,0.0,0.7501947,0.93929434,1.0174651,1.0598303,1.131428,0.5980622,0.98191905,0.96512735,0.85125023,1.0603961,1.2320744,1.1340724,1.0705762,1.0273532,1.2036443
spoon,1.22068,0.71025336,1.1649597,0.7654675,0.75662184,0.8424666,0.9226115,0.9596923,1.1118969,1.3108706,0.9010124,1.1607307,1.2908962,1.1597474,1.2244409,0.7651861,0.87962806,0.8629056,1.1681249,1.0137701,0.79012203,0.6269847,0.7715534,0.7302223,1.1751307,0.85980916,1.21105,1.0890843,0.76976717,1.3716741,0.75588095,1.2576631,1.0494165,0.7306744,1.3403223,0.7215489,1.0961951,0.81469965,1.0970584,0.9734065,1.2746105,0.8816285,0.7333302,1.1397563,1.3527033,0.94864905,0.5173043,0.7612393,0.8838141,0.75299,0.6419244,1.2583439,0.8421634,0.5467486,1.2406367,0.67145574,1.2445432,1.1565149,1.0157366,0.72712255,1.3713913,0.8282894,1.2909719,1.2843096,1.1899679,0.9363928,1.2165899,0.70269793,0.9347086,1.3505652,0.84365493,0.9308146,0.7916913,0.6012084,0.84059143,0.75811386,0.9273944,0.990564,1.2519307,1.1050199,1.1517849,0.7515588,0.76368326,0.561453,0.5893043,0.6689293,1.2275907,1.0438908,1.1544074,0.86874807,1.152117,1.2707955,1.3117732,0.79855645,0.81984204,1.2145122,0.7146462,1.2167772,0.7421058,0.6684191,0.7501947,0.0,1.1982692,1.3529766,1.32766,0.93982995,0.626581,0.926628,0.9973253,0.5922419,0.77055013,1.027164,1.2995657,1.0963256,0.99411386,1.117788
stroller,0.6788507,1.168207,1.0476156,1.2392094,1.2110846,1.3270289,0.957453,0.9061951,0.9597879,0.69220275,1.3425797,0.7151625,0.8805592,0.9292242,1.0166354,1.0951288,1.3461146,1.2688551,0.7543287,1.0077772,1.3021822,1.2089186,1.0948751,1.1282475,0.6661415,1.1923906,0.8041363,0.37865233,1.1775376,0.8483936,1.0729383,0.69649386,0.9677796,1.4714872,0.6132843,1.3061161,0.8137545,0.87870365,1.0384252,0.9502726,0.8578656,1.3210796,1.3856404,1.0080684,0.98662716,1.2508532,1.2319016,1.2035743,1.1081593,1.3301466,1.0195162,0.89530665,1.4645232,1.2920858,0.87068874,1.248146,0.9616109,0.8619616,1.0298727,1.2471365,0.520373,1.0710279,0.605637,0.7944894,0.8759178,1.0418644,0.70579624,1.269001,0.9049305,0.44249833,1.2131939,1.0611762,1.3596625,1.0781139,1.4769292,1.0903947,0.8831715,0.99896425,0.93112123,0.9657692,0.8847956,1.3455088,1.3805227,1.2020588,1.1950151,1.247451,0.645947,0.86797756,0.6193269,0.8477577,1.0958817,0.6422744,0.8799742,1.2352138,1.2046446,0.90719587,1.1734673,0.6346909,1.3992652,1.3451738,0.93929434,1.1982692,0.0,0.8253522,0.554562,1.3190229,1.2710353,1.1471779,1.0866886,1.1583973,1.0935699,0.87793744,0.6254233,0.77742463,1.4063947,0.9730424
sweater,0.63171595,1.3501946,0.81326354,1.3447957,1.223543,1.3003731,1.0067492,0.93344444,0.58822876,0.74402356,1.302541,0.79705167,0.6426067,0.6670509,0.9481726,1.1974933,1.3533137,1.2877145,0.8041358,0.9054794,1.3005725,1.361443,1.2486329,1.3306943,0.7647825,1.1801031,0.7811376,0.7738597,1.3538039,0.8036221,1.2111738,0.5856318,0.86240846,1.4741056,0.76994634,1.4127859,0.94435143,1.1903721,1.007059,1.1274438,0.6854608,1.2297332,1.2779697,0.82139003,0.72778344,1.206711,1.2512661,1.3207661,1.1893921,1.3620393,1.3584635,0.65538186,1.3656654,1.3533894,0.6902555,1.2981668,0.7753557,0.82493436,0.9347882,1.3073293,0.70246816,1.1809344,0.7211575,0.65552235,0.5793669,1.1569006,0.8261734,1.3227723,0.9392998,0.7915072,1.1725107,0.9637446,1.3064878,1.1687237,1.3661594,1.2026792,1.1603458,1.0168742,0.7019106,0.71681404,0.75723034,1.4313203,1.4218174,1.2582759,1.3365583,1.3661586,0.7794415,0.905869,0.8638295,0.9671934,0.82457983,0.8440365,0.6647964,1.1559718,1.1669872,0.9475917,1.2854594,0.8916109,1.4121935,1.2867341,1.0174651,1.3529766,0.8253522,0.0,0.603953,1.2639909,1.2955606,1.0580419,0.8550065,1.227368,1.3996046,0.9433491,0.71718705,1.1695896,1.2963433,0.77886045
table,0.6143695,1.3220557,0.9492824,1.3446965,1.1934215,1.3801961,0.76706576,0.6803287,0.9122644,0.3781817,1.4393371,0.4479357,0.8343063,0.69363177,0.74161136,0.9973664,1.5077765,1.1112132,0.37718427,0.97004044,1.1891377,1.2547752,1.2239656,1.2351433,0.69848716,1.1788967,0.77294695,0.47190273,1.3827734,0.6844232,1.1420563,0.4035989,0.92952067,1.5684314,0.26247185,1.4693553,0.8326098,1.0338187,0.99642944,0.66926885,0.8060745,1.3262994,1.4215252,1.0209887,0.87238985,1.3032426,1.2182766,1.2214363,1.103753,1.3592591,1.2972939,0.66258967,1.5342035,1.5465846,0.7240595,1.1553421,0.9435766,0.83357525,1.0214211,1.5300833,0.6952572,1.2467198,0.672935,0.69954586,0.7097695,1.1915126,0.4934615,1.3524324,0.8966504,0.7201618,1.1687019,1.065106,1.5432472,1.1804113,1.5512412,1.2452393,1.0344789,1.0907301,0.8259001,0.87159586,0.59094,1.5279148,1.4666617,1.3441639,1.3192769,1.3206482,0.71795857,0.85964805,0.7720615,0.99904937,1.0187263,0.82423955,0.8014368,1.2451408,1.2299651,0.91109097,1.0825166,0.4958341,1.5531526,1.4212275,1.0598303,1.32766,0.554562,0.603953,0.0,1.3892809,1.4457397,1.1449502,0.9740669,1.261519,1.1649402,0.655365,0.6920006,1.1599712,1.5035676,0.8584081
