,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
grass,0.90083647,1.2786531,1.2274449,1.0277296,1.1082219,1.0637945,1.1997114,1.1741499,0.7358341,0.8245675,1.222363,0.88246757,1.0115286,0.9368619,0.96761286,0.7475466,1.1485031,1.0942223,0.89466095,1.0366871,1.2173593,1.1952171,0.9609109,1.0950528,1.1174569,0.8621067,1.2114788,1.0143759,1.0010061,1.0239496,0.9241997,0.9520104,0.94127476,1.135153,1.1927695,0.87975633,0.80299544,1.0727675,1.1634583,0.7922749,1.0760328,1.0973208,0.81039184,1.2491443,1.0645434,1.0205421,1.2048857,1.1105983,1.1261227,1.1393088,0.69022995,0.7284849,1.2179185,1.2939315,0.0,1.1421573,1.0822942,1.1508439,1.2602632,0.8647833,0.9590083,0.78231317,1.0940206,1.0685638,0.8827239,0.83825105,1.1335669,1.10316,0.96748024,1.1518956,1.1400118,1.0838882,0.6946661,1.1903841,1.2655578,1.21028,1.1490964,1.0323193,0.9307798,0.93726313,1.0966471,1.0504365,1.1402456,1.205147,0.90964246,1.1463652,0.9608077,0.9237793,1.0917389,1.091586,1.222213,1.1921592,1.2018306,0.8721559,0.82639986,1.0490957,1.0126266,0.9775699,1.1372122,1.2193092,0.94551295,0.7797823,0.6664444,1.3561316,0.7570152,1.3272792,0.9985123,0.6094053,0.8651559,0.9656834,0.7866142,1.0072238,1.3148901,1.1157116,1.2564802,1.2396411,0.8182925,0.57449216,0.8897042,1.0856822,1.2300303,0.91490376
gum,1.0323366,0.903819,0.78157145,1.3307092,0.6572829,0.604648,0.6709591,0.73214495,1.2263144,1.3315896,0.7467717,1.0914063,0.87260926,1.2229638,1.0889157,1.2308633,0.3333335,0.74735594,0.9764417,0.7761186,0.7910926,0.84263325,1.003995,0.80574566,0.7602595,0.92004967,0.9267932,1.185111,1.3900934,0.77335614,1.166321,0.9079768,1.4078091,1.0097531,0.4181788,1.1395997,1.0547595,1.1140922,0.7723833,1.2535026,1.0331975,0.8479886,1.0818926,0.8732399,0.9268584,0.7010226,0.7687557,1.0826937,0.83378565,0.6057154,0.89567673,1.2314824,0.88312703,1.0084462,1.1421573,0.0,1.0279044,1.1429725,0.777805,1.1465499,0.8801262,1.3232374,1.0445166,1.4481642,1.0368948,1.3671616,0.7464277,1.2611158,1.228678,0.85119426,1.0895262,1.130569,1.1496245,0.78403646,0.85748845,0.8509946,0.7771516,1.2326012,1.2646486,1.2954288,1.3750837,0.9308511,0.6207948,0.7300087,1.2564386,0.91071093,0.9361229,0.91163677,0.71094984,0.8204749,0.7866539,1.1112232,0.7404551,1.2089627,1.2186038,0.9944082,0.91362727,1.2885678,0.92642623,1.1998514,0.923645,1.1531717,1.3360088,0.7086785,1.0360689,0.82253426,1.0299021,1.310154,1.3721148,1.273712,1.2861633,0.81667894,0.9053376,0.9821924,0.86222327,0.5064652,1.2288005,1.0574496,0.89959615,1.1039469,0.7723993,0.9600609
hair,0.9423304,0.8941494,1.0190725,0.9321113,0.96967757,1.048167,1.0678451,1.2389272,1.2107189,1.0567169,1.0233574,1.251384,1.0168722,0.7871155,1.0146786,1.2056055,1.1466336,1.052221,1.2720244,1.0228727,1.0253702,1.0578389,1.2617124,0.9496277,1.191999,1.2029185,1.0024017,0.76503253,0.9186367,0.90220004,0.71715117,1.0956587,0.85476375,0.8988242,1.1639205,1.05243,1.1019686,0.80312496,0.7445248,0.8189367,1.0313882,0.86264396,1.0526944,0.8747369,1.069233,1.1498191,1.039651,1.0610833,0.99140257,1.0276238,1.0645851,0.96734166,0.8043251,0.84075683,1.0822942,1.0279044,0.0,0.78886694,0.9162317,1.0180974,1.0980128,1.0401554,0.8826484,0.9557816,1.302825,1.0047584,1.0900882,0.9682167,0.90658903,0.8590117,1.0045928,0.8962578,1.088064,0.9507227,1.1259954,0.9177863,0.91137433,0.9917856,0.9375597,0.98178315,0.971812,1.0485765,1.1267618,1.0879589,0.90037847,1.0568308,0.99592704,1.1036379,1.1446818,0.9462154,1.0202378,0.9842457,1.1018457,0.9640375,0.98920286,0.9202625,1.1389346,0.77475727,1.0133935,0.9066162,0.918806,1.2660193,1.2402332,1.0553813,1.2012285,1.139523,1.1588022,1.2086023,0.8564501,0.8327373,1.0358678,1.1056858,0.72663677,1.1031381,1.0857084,0.9613663,1.1319048,1.1210324,1.1349012,1.0397261,0.98201877,0.9282874
hand,1.1047419,0.82047,0.7962283,0.40631628,1.0315562,1.1459146,1.0347283,1.2915021,0.99449885,1.0410031,0.9630266,1.2605585,0.8416053,1.0236363,1.0407354,0.9476954,1.2052082,1.2463821,1.132622,1.1804254,0.9402213,0.8906383,1.161863,0.9999156,1.3358042,1.258963,0.6466223,1.0911597,0.9355873,1.2521352,0.9913262,1.0118097,0.84189165,0.875392,1.1530709,1.0650889,1.1084712,0.9689668,0.9264475,1.0217388,0.94312847,1.0338665,1.1516556,0.29070926,1.1728764,1.2314171,1.1837397,0.7020568,1.0847902,1.0440656,1.1079464,0.9694225,0.9227725,0.46810395,1.1508439,1.1429725,0.78886694,0.0,1.0791739,1.0601469,1.2224865,1.0907369,1.0212241,0.790725,1.2795243,1.1597341,1.2031149,0.882025,1.0072035,0.85997456,0.9822749,0.6086618,1.1739466,1.099268,0.9951463,0.7873762,0.8794749,1.0313978,1.0652617,0.7961972,0.779057,0.9575134,0.99587715,1.0937129,0.62988675,1.0146129,1.1481636,1.204238,1.0391005,1.2529179,1.0829512,1.0566223,1.1662785,1.0901984,1.1484191,1.267089,1.262675,0.72950816,0.9406412,0.7272053,0.99455273,1.0657926,1.0279386,1.1180997,1.1671143,0.77485555,0.9861276,0.9922312,1.0161167,0.7744214,1.0976342,1.2217653,0.4056387,0.7464672,1.0372698,1.1501105,0.9532,1.1366158,1.2099009,1.1409372,0.9823049,1.1019582
hat,1.3673022,0.8399172,0.552873,1.3803847,0.45275044,0.6105904,0.72606987,0.77403945,1.3967001,1.585138,0.2622056,1.0685848,1.2042679,1.3942945,1.3830516,1.4405068,0.73672736,0.35916334,0.9581369,1.2005988,0.7200917,0.97397244,0.91788834,0.90709996,0.30932438,0.59140784,1.0944014,1.1465092,1.4593604,0.6650772,1.3198957,1.2611694,1.5000877,1.2083955,0.4800064,1.5137365,0.9852163,1.0417664,0.8985634,1.3699448,1.1877121,0.62545115,1.1803254,0.69370013,0.5714693,0.45756787,0.41887486,1.1571717,0.77656746,0.9813343,1.055558,1.4340577,0.21537852,0.8468623,1.2602632,0.777805,0.9162317,1.0791739,0.0,1.1868254,0.70618045,1.330275,1.0502759,1.3337724,0.89612716,1.4066349,0.50082314,1.1531179,1.2797761,1.008674,1.2350041,1.4056332,0.9478106,0.28105843,1.0359579,0.65783507,0.60899895,1.3592011,1.3048974,1.442771,1.2540648,1.3233192,0.6276492,0.73393786,1.2148643,0.9989218,1.11734,0.83661854,0.68466276,0.63577497,0.59882677,0.9394932,0.5546913,1.4415641,1.156222,0.79615706,0.68043745,1.3461527,0.84914446,1.0184256,1.2638307,1.2573013,1.4278221,0.1936099,1.1922046,0.7145566,1.1092124,1.4290758,1.3859005,1.3073115,1.6147466,0.728107,0.5184721,1.2514,1.0078006,0.5187024,1.4720128,1.1487889,0.7715719,1.0413377,0.146371,1.1499697
helicopter,0.8716648,1.1736622,1.1413499,0.9319973,1.1881005,1.110464,1.2275714,1.1863155,0.7798238,0.7162563,1.138495,0.9630349,1.0262312,0.9344808,1.0122694,0.78820693,1.0896248,1.0853572,0.91722846,0.99153394,1.1903582,1.1496043,0.9352091,1.0662848,1.1500034,0.90756047,1.0946306,1.0631206,0.8867045,1.0971253,0.95732695,0.94799185,0.8266985,1.2830379,1.2168151,0.7877389,0.8728743,1.1610526,1.1983844,0.87666786,1.059996,1.0159173,0.9280977,1.144244,1.1428972,1.0536878,1.1956222,1.058342,1.0874243,1.0967246,1.0937779,0.73159206,1.1291287,1.2671437,0.8647833,1.1465499,1.0180974,1.0601469,1.1868254,0.0,1.0571945,0.85458744,1.1761231,0.9209835,0.8799451,0.816993,1.1390357,1.0539011,1.1158113,1.1544139,1.0469632,1.112874,0.92028415,1.124778,1.3010595,1.232677,1.1976603,0.79447436,0.98091424,0.8797038,0.92783576,1.0509756,1.1374031,1.142195,1.0190575,1.1644734,0.86761934,1.0191464,1.1495506,1.1437155,1.1522495,1.00983,1.1168432,0.7679884,0.83046436,1.0571496,1.0848359,0.877462,1.078686,1.0651677,0.9414067,0.80179006,0.71780753,1.2319412,0.83658856,1.2787831,1.0236382,0.67479134,0.77871144,0.94343376,0.7862744,1.1390072,1.1772182,1.1374553,1.3019489,1.2521963,0.8193581,0.76082027,0.9470831,0.9744093,1.1646605,0.84164107
horse,1.1702456,1.1233749,0.98684895,1.1897197,0.83693933,0.7803324,0.8720304,0.8755512,1.2363813,1.2115204,0.88169384,0.8995241,0.9439831,1.1260296,1.2454329,1.2197537,0.90905607,0.7891808,1.0186511,1.0872072,0.8960356,1.0490252,0.9575924,0.93531895,0.66699725,0.7661866,1.1937578,0.8603968,1.2910624,0.7453703,1.2181895,1.0650871,1.3250053,1.1397204,0.75764287,1.1271658,0.99440736,0.84563416,0.9371764,1.1990048,1.1539567,1.0138764,1.0196029,1.0956286,0.5910753,0.7171552,0.5990577,1.0576428,0.78054625,0.9006107,0.9417135,1.0494597,0.8609221,1.1537081,0.9590083,0.8801262,1.0980128,1.2224865,0.70618045,1.0571945,0.0,1.05925,1.067296,1.2002774,0.7671311,1.1609362,0.73235,1.0416608,1.103864,1.2265276,1.1412936,1.322769,0.7567669,0.7357237,1.1072904,0.89556926,0.93502384,1.2599945,1.2072169,1.2614397,1.1741279,1.2145103,0.8805381,1.0835392,1.1748265,1.1145365,1.1140131,0.7785926,0.9913153,0.53259265,0.77461314,0.9619923,0.8942213,1.141827,0.9720618,0.7380122,0.84939814,1.2014802,1.0047574,1.1108549,1.1963217,1.1585863,1.2334361,0.78628993,0.97449565,1.0184147,0.9937896,1.1760166,1.2146047,1.197909,1.2467006,0.8984883,1.0036377,1.0610338,1.0794822,0.8125516,1.227478,0.9331925,0.6533244,0.99840736,0.82821095,1.0114099
hose,0.92285264,1.171125,1.3395895,0.77928334,1.246214,1.3021655,1.2987978,1.1031642,0.8889134,0.6653815,1.2615056,0.95448476,1.0167471,0.70747435,0.94316506,0.8729738,1.2724109,1.2453629,0.95905966,0.9583453,1.3345709,1.1260554,0.97800356,1.1238986,1.2427799,1.0347085,1.2058324,0.8659973,0.6869116,1.1480397,0.89805084,0.9345092,0.736797,1.1044292,1.2952108,0.78938425,0.9305723,0.9884353,1.2061415,0.7916796,1.0197011,1.1841121,0.84730077,1.2822056,1.1496282,1.2558895,1.267828,0.9574681,1.1519293,1.1230222,1.0862215,0.74173796,1.2404128,1.1169943,0.78231317,1.3232374,1.0401554,1.0907369,1.330275,0.85458744,1.05925,0.0,1.108573,0.82778263,0.8015959,0.53065157,1.1875926,0.9511788,0.88910514,1.173688,1.0808492,0.99971807,0.75420475,1.2670344,1.2223477,1.2321746,1.2399552,0.8469893,0.83098227,0.79103446,0.91530824,1.0557215,1.2413006,1.2130837,0.8641393,1.1887333,0.91747564,1.0948918,1.2108933,1.1437962,1.3399477,0.96560377,1.1843905,0.8146086,0.8075514,1.0529022,0.85759664,0.88437176,0.9556866,1.1453248,0.9943978,0.8920655,0.7146772,1.3006973,0.90634286,1.2383119,0.710416,0.65125453,0.5699948,0.9306497,0.69014025,1.1366534,1.3039306,0.839971,1.2588944,1.3157877,0.7367334,0.97968626,1.0871807,0.6463656,1.2612057,1.0112596
jacket,0.6966066,0.9359776,1.106423,1.0398887,1.1933397,1.0861206,1.151064,0.93831813,1.1122137,0.8702728,1.2203106,1.0818522,0.8455515,0.9599546,0.5097175,1.1596936,0.9727331,1.0952095,1.3272033,0.9427836,1.1647038,0.9602349,1.1865915,1.0299466,1.143944,1.1757756,1.1003326,0.9582527,0.7416285,1.0713849,0.91797423,1.0609809,0.7671237,0.7695505,1.045898,0.88884217,1.1574306,0.88928777,0.7381843,0.8665343,1.0885041,1.1194686,0.86015064,1.1329281,0.8898094,1.1089063,0.9651275,1.0111681,1.0036207,0.9378327,1.0773222,1.1646466,1.1583471,0.7535838,1.0940206,1.0445166,0.8826484,1.0212241,1.0502759,1.1761231,1.067296,1.108573,0.0,0.85024923,1.206902,0.8790268,1.1621636,0.88153034,0.8257628,0.91580886,1.0224606,0.6749164,1.0602852,1.1697084,0.7067948,0.9141702,1.0941604,1.0304729,0.9353866,0.7667874,0.81800365,0.88647914,1.0700877,1.1760589,1.0006158,0.520259,1.0233841,1.0744702,1.1526,1.0774662,1.1729817,0.705709,1.2003214,0.94678617,1.0986437,1.0015157,1.1432099,0.77475846,0.9659211,0.8152007,0.9524279,1.2444245,1.0224087,1.1089079,0.96184886,0.94993204,1.1766562,1.220885,0.81930804,0.6487795,0.9706855,1.1438549,1.0981506,1.0961854,0.5209384,0.97314394,1.1134266,1.1074255,0.9675522,0.8880051,1.1967331,0.9095298
jeans,0.92959577,0.90440446,1.1565756,0.4556765,1.3891299,1.391597,1.2523855,1.3212016,0.8604783,0.63213617,1.2680135,0.9414896,0.85227907,0.72599727,0.73892665,0.8976612,1.4000313,1.418215,1.1845083,1.0614374,1.2029312,1.0761838,1.2148354,1.2854104,1.3906425,1.2996336,1.0111362,0.8782275,0.49023253,1.3492942,0.71232164,0.8796108,0.39791894,0.8953991,1.397426,0.8816989,1.2160901,1.0550232,1.2699407,0.75775605,0.9981542,1.0677454,0.9450723,1.0360125,1.3062661,1.3800265,1.40713,0.8788153,1.0622759,1.3642014,1.1760042,0.722222,1.179601,1.045775,1.0685638,1.4481642,0.9557816,0.790725,1.3337724,0.9209835,1.2002774,0.82778263,0.85024923,0.0,1.1172907,0.7644893,1.4354031,0.6048774,0.92277354,1.1059241,0.85309744,0.5638392,1.1188499,1.2584794,1.1107116,1.0223378,1.1755366,0.6171688,0.76702124,0.416555,0.11728263,1.004567,1.2941934,1.2016714,0.73296374,0.9262425,1.0377337,1.3773869,1.357756,1.2469777,1.2379488,0.96635157,1.3191917,0.72128224,0.7871652,1.2073395,1.2761296,0.38581145,1.0923618,0.35235047,1.0519847,1.032881,0.78752697,1.3703334,1.0351912,1.0236547,1.072947,0.84401673,0.5753495,0.44374734,0.7240945,1.4460316,0.99559146,0.87570196,1.0139967,1.4898458,0.8649438,1.1090204,1.2948622,1.1377944,1.308178,1.0335855
knife,1.0847371,1.1797371,1.1614741,1.0640875,0.92565596,1.0112067,1.0269873,0.85065633,0.98014194,0.9594134,0.81336623,0.67676103,1.005495,1.0268186,1.1733954,1.0080733,1.0025722,0.87522686,0.86671776,0.9745504,1.2058289,1.0949178,0.98242253,1.1330352,0.6527133,0.79400337,1.2447965,1.047344,1.1074023,0.93629825,1.1255932,0.9607061,1.1809841,1.3165597,0.8013421,1.023731,0.9947857,1.2508253,1.3314579,0.9237025,0.88289547,1.1500257,0.7707156,1.1946601,0.8918463,0.79793614,1.0085121,1.0382903,0.86806625,1.1789528,0.91339815,0.8627073,0.8765645,1.2965791,0.8827239,1.0368948,1.302825,1.2795243,0.89612716,0.8799451,0.7671311,0.8015959,1.206902,1.1172907,0.0,0.9004743,0.6798357,1.0433612,1.2091496,1.311841,1.1170125,1.3652213,0.7926168,0.93220216,1.2273252,1.015966,1.0106093,0.8956219,1.130134,1.1076434,1.0897194,1.1491027,0.7109436,0.8639255,1.212207,1.2339709,0.91461176,0.9281164,1.0635213,1.0227473,1.162004,1.1340337,0.98706347,0.89860165,0.75977147,0.9874893,0.5110733,1.17362,1.0530033,1.266452,1.1429688,0.8807409,0.8894869,0.94341457,0.7962522,1.1295073,0.6671281,0.8936987,1.1230309,1.1981423,0.91936624,0.9646988,1.2037923,0.8569462,1.2287948,1.1969005,1.0377464,0.882892,0.90839547,0.87223214,0.7714697,0.84338933
ladder,0.8447398,1.143731,1.3852496,0.8242208,1.4324324,1.3808192,1.3687212,1.0133384,0.92095244,0.5614704,1.3921142,0.7538089,1.1493663,0.77260315,0.8196837,0.959299,1.2489046,1.2076544,1.2104137,0.83483505,1.4587696,1.0803614,1.1392024,1.1140809,1.210587,1.1945024,1.1929152,0.9290845,0.3256408,1.1889273,0.7036965,1.1184562,0.54001015,1.1525234,1.3402421,0.5507181,0.9464173,1.030341,1.137465,0.5456483,0.8667071,1.2374762,0.7178737,1.3616434,0.9935509,1.3772091,1.2201362,0.9728451,1.1930863,1.2602793,0.9963621,0.7837886,1.3342066,1.1190054,0.83825105,1.3671616,1.0047584,1.1597341,1.4066349,0.816993,1.1609362,0.53065157,0.8790268,0.7644893,0.9004743,0.0,1.1564687,0.88408154,0.91427946,1.161418,0.9197517,0.96541643,0.81749046,1.3727372,1.1934668,1.207683,1.376094,0.59240633,0.89814,0.7671949,0.8159411,1.0279182,1.2415345,1.1461463,0.98135936,1.0370759,0.9246026,1.0038546,1.2988538,1.2372348,1.418143,0.9453049,1.2837434,0.48654634,0.89601094,1.0392163,0.9084356,0.7693102,1.0088199,1.0090401,0.8719621,1.0616808,0.77158105,1.3985497,0.9917977,1.2804936,0.8909338,0.82272893,0.4766897,0.7551619,0.4882816,1.2125864,1.3464026,1.0461615,1.1125765,1.3805728,0.8437979,0.86669064,0.9830623,0.43106377,1.3696399,0.7494258
lamp,1.2549789,0.9349217,0.7907709,1.435127,0.5643049,0.5629711,0.7470079,0.62977153,1.2534041,1.5118549,0.63987356,1.038003,1.23213,1.2693185,1.4199349,1.3253527,0.8759135,0.62084043,0.813496,1.1627188,0.8150228,0.8838074,0.9126793,0.75670564,0.401443,0.78144884,1.1052647,1.1327379,1.3384851,0.5924191,1.1852303,1.2105287,1.5210828,1.2420905,0.553177,1.3747554,0.9921397,1.1238347,0.9657962,1.128862,0.9111809,0.86261284,0.9253027,0.9101584,0.7215472,0.541123,0.5860962,1.1046933,0.7765448,1.055009,0.97570443,1.2842607,0.6450561,1.0037705,1.1335669,0.7464277,1.0900882,1.2031149,0.50082314,1.1390357,0.73235,1.1875926,1.1621636,1.4354031,0.6798357,1.1564687,0.0,1.1728218,1.3064284,0.9934312,1.1048617,1.5325543,0.98014766,0.6209653,0.9842135,0.7199863,0.8574303,1.1612029,1.2678235,1.5086668,1.3251534,1.1836607,0.64573044,0.8396591,1.2250205,1.1394546,1.0914115,0.7782881,0.7005586,0.71302575,0.683595,1.1551371,0.49452698,1.185793,1.1193115,0.8531326,0.6878307,1.4208883,1.0109137,1.2468755,1.2073183,1.0384296,1.3769318,0.56501067,1.0585868,0.89816105,0.89474064,1.3044145,1.4147463,1.3234334,1.4335451,0.7091379,0.84187317,1.0429904,1.0089842,0.748513,1.3135071,1.0227287,0.8522489,0.77751094,0.5336476,0.6952235
leg,0.95198166,0.8517182,1.1155001,0.7797831,1.2711935,1.2261446,1.1719522,1.1863283,0.95130265,0.8954182,1.1479752,0.86881906,0.96094954,0.9258892,0.864375,1.000525,1.2666938,1.1380914,1.1881688,1.0043262,1.1416755,0.8371033,1.1277409,1.087192,1.1077334,1.1922982,0.9595284,0.931556,0.6964165,1.2132201,0.9071011,0.9846418,0.6909497,0.831144,1.267087,0.9595633,1.1071886,1.090222,1.1374686,0.8817839,0.8970962,1.0333968,0.95142466,1.036586,1.0356871,1.1904134,1.1999657,0.9387604,0.8524771,1.2442386,1.1533725,0.8885475,1.098782,1.0226504,1.10316,1.2611158,0.9682167,0.882025,1.1531179,1.0539011,1.0416608,0.9511788,0.88153034,0.6048774,1.0433612,0.88408154,1.1728218,0.0,0.9230417,1.1020555,0.7418049,0.69038534,1.0198845,1.161169,1.02697,0.792736,1.1718879,0.8222295,0.9750451,0.78581834,0.49983382,0.9452703,1.1865597,1.1305094,0.9382877,0.9562269,1.1561825,1.1471245,1.2184155,1.1253232,1.1857116,0.97014,1.1833645,0.92322224,0.96696305,1.1714066,1.0548421,0.7700859,1.0619017,0.59444827,0.99285823,1.1284974,1.0646917,1.1845858,1.1585542,0.99747884,0.9893066,1.0560567,0.86837685,0.706074,0.85595065,1.2646908,0.98305583,0.7114412,0.949041,1.2981052,0.95069355,1.1386671,1.1275703,1.0247184,1.1524755,0.97641337
meat,0.9027318,1.0418135,1.2211108,0.90508103,1.2132506,1.1868916,1.0668783,1.1357877,1.021104,0.7493693,1.2514019,1.0700693,0.92892087,0.7618679,0.7118539,1.0414219,1.2020131,1.2804468,1.1441405,1.0394404,1.0189434,0.99403524,1.126524,0.9651328,1.2935097,1.2384179,1.0344483,0.6048714,0.87814224,1.1543301,0.97020864,0.97093004,0.77175426,0.48774815,1.3221176,0.851503,1.0874245,0.58670366,0.8584487,0.9381,1.0935452,1.1188233,0.91808736,1.1599476,1.1620302,1.1715909,1.0824707,0.9122734,1.0336959,0.96036506,1.0212518,1.0465553,1.2604283,0.8999964,0.96748024,1.228678,0.90658903,1.0072035,1.2797761,1.1158113,1.103864,0.88910514,0.8257628,0.92277354,1.2091496,0.91427946,1.3064284,0.9230417,0.0,0.95339453,0.9657171,0.72628486,1.0270926,1.1652822,0.73424256,1.1253861,1.1391428,1.0950017,0.6123316,0.78973114,0.98698705,0.736559,1.2509241,1.0958827,0.7495998,0.8467303,0.9696103,1.1294422,1.1618695,0.9726783,1.0560123,0.87371886,1.1563673,1.0593833,0.92468584,0.9251995,1.1982336,0.9966098,1.1111181,1.0506972,0.9192839,1.0977812,0.9852742,1.1844312,0.96394336,1.0568858,1.1446,1.0269775,0.8343216,0.9334891,0.85979027,1.1141282,1.1546888,0.9865222,0.76080966,1.1105479,0.9412594,1.1142901,1.2158035,1.0685477,1.3014827,1.1088514
melon,1.0085145,0.84649366,0.74164945,1.073203,0.8724666,0.9064811,0.88607067,1.0534579,1.0612454,1.148397,0.9901862,1.2749034,1.081518,0.98720485,1.0590565,1.0337746,1.0428294,0.9902693,1.0037425,1.0034963,0.7652606,0.83570683,0.97121465,0.86752254,1.1200134,1.165299,0.8197679,0.99192584,1.0763003,0.9809199,1.0521995,1.0921124,1.0871731,0.81193197,1.012284,1.0597833,1.096916,0.88355124,0.73726183,1.0618398,0.92676514,0.92520964,1.0433816,0.8385326,1.1489767,1.0820044,0.8483126,1.0653338,1.1076039,0.73637724,1.1073974,1.1441896,1.0360098,0.78276086,1.1518956,0.85119426,0.8590117,0.85997456,1.008674,1.1544139,1.2265276,1.173688,0.91580886,1.1059241,1.311841,1.161418,0.9934312,1.1020555,0.95339453,0.0,1.0741376,0.9112076,1.2199277,1.0486218,0.8943537,0.95624685,0.93901515,1.0848621,0.9979052,1.1172235,1.0806973,1.010353,0.98745537,0.8865617,0.9606028,0.9888322,1.0026877,0.9523096,0.9301357,0.99112016,0.80977005,0.9796351,0.8884984,1.0849949,1.1510186,1.008145,1.1915104,1.0957246,0.9466081,1.0304376,0.80477446,1.0243694,1.164662,0.9301439,1.129798,0.94644487,1.0620056,1.1325991,1.132116,1.0626559,1.1201844,0.8619596,0.91551495,1.025229,0.9689755,0.67412,1.0216721,1.1618869,1.1782472,1.0044217,1.0375661,1.0571758
milk,0.912844,0.87170607,1.1828634,0.9078862,1.2325042,1.146418,1.0422727,0.98856217,0.9905716,0.8845748,1.2024355,0.9034678,0.9293252,0.93522966,0.83922595,0.9794789,0.89843464,1.0701616,1.1451327,0.6915537,1.0306791,0.95263183,1.0583897,1.017056,1.1552024,1.2470573,0.9061126,1.0782588,0.78782123,1.0725349,0.85631096,0.8290105,0.79918766,0.7728149,1.1934824,0.9091034,0.9667302,1.1075025,1.0346011,0.8949895,0.80991113,1.102759,1.0156435,1.0584781,1.0915154,1.2345754,1.2013478,0.8990359,1.0915958,1.1163242,1.1351632,0.8242322,1.1929151,1.0448883,1.1400118,1.0895262,1.0045928,0.9822749,1.2350041,1.0469632,1.1412936,1.0808492,1.0224606,0.85309744,1.1170125,0.9197517,1.1048617,0.7418049,0.9657171,1.0741376,0.0,0.8051125,1.1341571,1.2035822,0.8171085,0.9746739,1.2221808,0.75741315,0.9290273,0.86421555,0.78057706,0.68717,1.1529962,1.0595753,1.0693682,0.9350897,1.0018559,1.1090442,1.0937048,1.1980222,1.1398821,0.9448265,0.9833324,0.77111185,1.0310514,1.1811781,1.1216531,0.8290704,0.9911734,0.7529572,0.96592426,1.1031091,1.0642304,1.174931,1.1385546,0.9888412,1.0716596,1.0879298,0.95239156,0.856186,0.8162879,1.0998905,1.05813,0.91703695,0.8091509,1.1921432,0.866802,1.0828537,1.0871552,1.0050547,1.2284565,0.96729225
mitten,0.75887203,0.8354699,1.1972604,0.5018904,1.3109763,1.2922702,1.1604736,1.2428585,0.97316915,0.6482871,1.3242023,1.0477172,0.68666726,0.7324286,0.4639418,0.9239905,1.1747638,1.4489722,1.2960068,0.9566113,1.1955693,0.9235389,1.2752144,1.17568,1.5743737,1.4583852,0.85640705,0.97260493,0.65625787,1.400368,0.7862108,0.7648553,0.5272966,0.6425878,1.3121386,0.75388414,1.229618,0.9761718,0.91549087,0.89770067,1.0347326,1.1444807,1.0928911,0.9455117,1.3033632,1.2864627,1.3360442,0.7399334,1.05671,0.9408419,1.150269,0.8207264,1.2899604,0.70734227,1.0838882,1.130569,0.8962578,0.6086618,1.4056332,1.112874,1.322769,0.99971807,0.6749164,0.5638392,1.3652213,0.96541643,1.5325543,0.69038534,0.72628486,0.9112076,0.8051125,0.0,1.1545513,1.3290389,0.71252483,1.017915,1.0971221,0.9039916,0.6934485,0.41888976,0.56966656,0.68603754,1.1756202,1.1192468,0.63033086,0.6519206,0.9601953,1.3545709,1.2713764,1.4021881,1.2821103,0.9180571,1.3477056,0.9093462,1.0595742,1.3765676,1.2866616,0.5186651,0.9742883,0.5654388,0.83257085,1.1841977,0.95145065,1.3668122,0.99602,0.8389137,1.2027264,0.98426294,0.7484315,0.6018287,0.73827094,1.3824073,1.0209962,0.6836256,0.64392215,1.2131717,0.8161303,1.1513351,1.3674046,1.2021291,1.4155812,1.0140414
