,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bowl,1.0001793,0.74271786,0.8882673,1.2457588,0.6821702,0.6270435,0.6698257,0.84115607,1.3451319,1.2386193,0.75030226,1.0145614,1.3434621,0.7080288,1.3887377,1.3246701,1.0998296,0.4749899,0.0,0.9776094,0.6944971,1.1250819,0.60492814,0.7761693,0.62609005,0.6872881,0.7460213,1.0430795,1.2756501,0.8926189,1.2258015,1.1632241,1.0740328,1.3835342,1.0692353,0.75028086,1.080884,0.612322,0.87988436,0.97564876,0.896127,1.0466061,1.0431837,0.6739968,1.1468905,1.0545306,1.1724387,0.7581153,0.760756,1.0820742,1.0909741,0.78465927,1.1006515,0.68948126,0.92222834,1.3649629,0.8731006,1.3522056,1.1985291,0.61825526,1.2965442,1.1952007,1.4743547,0.638957,1.4917021,0.96666133,1.2467866,0.6487978,0.7160498,1.4022558,1.2408111,1.053117,0.8328998,0.9112468,1.1532335,0.7435329,0.9651201,1.1024097,1.1279261,1.3490388,1.1325946,0.8608732,0.91233975,0.8684498,0.9816244,0.745255,1.0181543,0.34368813,0.9628016,0.9443027,0.6099359,1.0510069,0.79745346,0.72161573,1.173651,1.134473,1.395389,0.9546385,1.176295,0.9206313,1.2507708,0.59949636,0.70380604,0.6704277,1.1272289,0.5752815,1.2742325,0.7478339,1.2140957,1.3758361,1.2925441,1.3312885,0.34836733,0.88132584,0.79967797,1.1363243,1.1016462,0.82928723,0.7147662,1.2795627,0.8443636,1.1071017,0.7934415,1.218673,1.271294
box,1.0170019,1.184891,1.2920007,0.85053164,1.1388019,1.2560563,1.1587216,0.5627241,0.8093352,0.75710946,1.1251471,1.0051957,0.93569404,1.2186036,0.9746621,0.96700966,0.42808795,1.1665902,0.9776094,0.0,1.2820262,0.8482217,0.889572,1.1038853,1.1130246,1.1239951,1.1635847,1.0011483,0.9150173,0.9039324,0.763953,0.92950904,1.0506836,0.9792707,1.1282711,1.2467433,0.63317615,1.0415608,1.0658243,1.0204773,0.85374355,0.82360387,0.7796731,1.1623074,0.9097216,1.2503018,0.8775238,1.1471108,0.9259883,0.9792032,1.0341572,1.105698,0.7591319,1.2675804,1.2531185,1.0424845,0.8906427,1.0100343,1.0446554,1.2776861,1.1526701,0.8240063,0.98262644,0.7405169,1.059809,1.1020434,0.7776838,1.1791668,0.92281777,1.0449705,0.97140807,1.1553085,1.2729483,1.0806004,1.0898392,1.1634625,0.8198141,1.0250797,1.2079815,1.1031778,0.4879433,1.0784624,1.1177615,1.1167716,0.97945464,0.91935456,1.0967538,0.93841416,1.1557633,0.8099888,0.9794046,0.8279314,1.1893823,1.1926816,0.91162115,0.86670184,0.9509398,0.9736391,0.93257225,0.99357903,1.047376,1.3012787,1.2900027,1.1947753,0.9709926,1.1391425,0.994187,1.2371001,0.8941563,0.9381012,1.0274509,0.59812224,1.0842022,1.3174471,1.1620104,0.9829166,1.0564657,0.7666272,0.6412643,0.96810144,0.9397274,0.7810874,1.2785065,0.92251015,0.99042416
bread,1.0499141,0.68003875,0.48407078,1.2280617,0.46834803,0.5580166,0.5191439,1.3078643,1.4836795,1.3797603,0.89152944,1.0831335,1.3126838,0.71643484,1.302256,1.1593648,1.3406045,0.47232187,0.6944971,1.2820262,0.0,1.3253549,1.1030204,0.7540382,0.64453155,0.668509,0.6902686,1.1620026,1.4489135,0.8861811,1.3525846,1.3148243,1.1031632,1.3694547,0.9676715,0.5056554,1.4582475,0.87086165,1.0610138,1.1309885,0.9558636,1.2290189,1.1013707,0.4812001,1.1748803,0.66431797,1.162862,0.6697683,0.8893802,1.2004468,0.98082376,0.69238883,1.2717493,0.41840827,0.7706636,1.3145331,0.98809737,1.170686,1.1252294,0.43950558,1.0605801,1.3469443,1.2908908,0.9551359,1.2802855,0.9134324,1.4525406,0.6213351,1.1131592,1.2066084,1.2537186,0.86590767,0.361678,1.0394919,0.8893947,0.45150298,1.2377642,1.0265006,0.94573313,1.1505625,1.2609375,0.79279417,0.7901423,0.78747296,1.0379263,1.0427418,1.0272905,0.8227645,0.9503216,1.2811003,0.907355,1.3032262,0.7640107,0.7709615,1.2658683,1.1507237,1.3491938,1.1291808,1.2577381,0.98918986,1.2245364,0.5190749,0.170537,0.636245,1.1102657,0.6345695,1.1087488,0.45663697,1.3277223,1.3616266,1.2788191,1.5306606,0.48627448,0.53646636,0.54372835,1.185951,1.141906,0.941299,1.0926163,1.1822975,0.97626317,1.4071641,0.4692909,1.3209779,1.1572343
broom,1.0002774,1.2965884,1.308894,0.93441325,1.2665058,1.4135344,1.1545343,0.59643096,0.49118167,0.72383696,1.2888253,1.0010058,0.9701493,1.310296,0.83270764,0.88037276,0.8756449,1.2846899,1.1250819,0.8482217,1.3253549,0.0,0.92716694,1.2743233,1.2896874,1.3255085,1.2899044,0.8007783,0.46967602,1.1350424,0.5257804,0.9365464,0.991315,0.59315187,1.0645008,1.4219327,0.5072153,1.0300732,0.86110294,0.8194562,1.0195029,0.5341431,0.636842,1.2675192,1.0724957,1.3472832,1.0672996,1.3221321,1.1561357,1.0955098,0.86891073,1.237633,0.7253026,1.3690882,1.2665031,0.8723474,1.2750632,0.9694558,1.0459708,1.4258745,1.1084869,0.38942385,0.93613267,0.99128467,0.9118335,1.0537987,0.42372346,1.2084733,1.0405345,0.9318116,0.921916,1.1411908,1.4293213,0.97235274,1.1909007,1.2713488,0.64092183,1.1934458,1.0971092,0.91820216,0.9066887,1.2259909,1.3087893,1.1776896,1.01268,0.98896885,1.010136,1.1672218,0.97965026,0.6683096,1.0652354,0.5680295,1.1523045,1.2676682,0.76426834,0.96545374,0.9494356,1.0684779,0.8107584,0.929543,0.96419275,1.3574439,1.2835542,1.3165321,0.9746267,1.1648364,0.89630485,1.3512173,0.70072675,0.76830316,0.78820133,0.5566099,1.2793097,1.418055,1.2751647,0.7686336,0.97490036,1.086909,1.0011686,0.99541,1.1079494,0.27519727,1.4130702,0.7448039,0.90363026
bucket,1.0131974,0.7967378,1.1442151,1.0706781,0.92585945,0.9149477,1.1280627,0.8591617,1.0726576,0.96874017,0.979686,1.0578983,1.0878016,1.0542543,1.0209906,1.0101953,0.93299085,0.7932324,0.60492814,0.889572,1.1030204,0.92716694,0.0,1.1132132,0.93252283,0.98132724,1.016707,1.0648808,0.9573361,1.0040147,0.97345793,0.9241805,0.99318445,1.0984119,1.0458151,1.1402928,0.91587,0.20406932,1.020694,1.0458746,0.9583767,1.0527713,1.1035448,0.9282685,1.0545877,1.1452883,1.0962569,1.1242653,0.9394526,1.0334371,1.116436,1.1496061,0.96413445,1.1383064,0.92479396,1.1411511,0.9110228,1.1609439,1.0713388,1.032498,1.2472644,1.0464568,1.1520755,0.7329395,1.1342291,1.1245756,1.0090865,1.0305254,0.8047334,1.0261981,0.82171893,1.1768253,1.116662,0.917342,1.1398815,1.0278715,0.88758945,1.0744764,1.0618798,1.1848308,0.9773537,1.1653651,1.1275921,1.1305438,1.0293692,0.88912636,1.101859,0.7615661,1.0536326,0.8012212,0.756561,0.9485869,0.99733514,1.0573249,0.87651426,0.993817,1.0369717,0.9885517,0.8653795,0.9601279,0.92550766,1.0429263,1.135175,0.86239576,1.0021853,0.8163078,1.0192785,1.104951,0.97709394,1.0138214,0.98262423,1.0038229,0.8714091,0.94453514,1.0467571,0.8631721,0.9771459,0.7461369,0.94139344,1.0196067,1.007371,0.95691204,1.1114743,1.0795634,1.1105984
butterfly,0.69018555,0.75676596,0.786132,1.1687059,0.8080799,0.6751136,0.5663444,1.1557554,1.4076568,1.258332,0.8336905,1.0934073,1.260903,0.5525404,1.3177087,1.3013881,1.0048177,0.66901433,0.7761693,1.1038853,0.7540382,1.2743233,1.1132132,0.0,0.6897355,0.79157174,0.75003576,1.086134,1.4335842,0.8165184,1.2528672,1.2148428,1.1972954,1.4447949,1.1360953,0.53290087,1.3185079,1.102322,0.8692683,1.0156835,0.76216507,1.0665107,1.0214859,0.84608155,1.1458485,0.8312129,1.0616875,0.47496474,0.57703465,1.1323801,0.9435304,0.44564998,1.1286014,0.6339928,0.87407583,1.2487018,0.9156402,1.1376941,1.1761285,0.6372101,1.0821159,1.2802062,1.3167634,0.9914021,1.3674748,0.9486573,1.3745999,0.6584997,1.0052127,1.2833315,1.2882441,0.8721837,0.6140452,1.0251905,0.84037423,0.8670755,1.2529874,1.0378424,1.0217938,1.2996316,1.1595002,0.6173517,0.67029357,0.5590873,0.87533677,0.9961296,0.7975583,0.88767344,1.1073052,1.1160983,0.96042603,1.295601,0.86980975,0.41365373,1.2397864,0.9424069,1.3079509,1.0420456,1.158832,1.1914616,1.0975349,0.6594739,0.7601429,0.7164916,1.2124707,0.79923314,1.3261098,0.6693217,1.2669005,1.3093247,1.2571199,1.4099885,0.55853033,0.77470577,0.7681062,1.2039728,1.0795891,0.7208527,1.0339446,1.1364331,0.9030995,1.3315041,0.67460465,1.2133299,1.2101963
can,1.0681298,0.6844809,0.66139925,1.3358432,0.6981441,0.4644276,0.77054167,1.2409694,1.4494392,1.215559,0.5097765,0.8069006,1.3267328,0.57190526,1.4608994,1.4574654,1.183353,0.29245567,0.62609005,1.1130246,0.64453155,1.2896874,0.93252283,0.6897355,0.0,0.42808914,0.54647726,1.1621501,1.2801282,0.8860873,1.1801876,1.1266949,1.3358359,1.2965423,1.2324797,0.31312525,1.2393686,0.87952256,1.0807545,1.1410699,1.1448092,0.8502238,0.99574846,0.7568892,1.2352508,0.87667537,1.2101237,0.61588097,0.73923546,1.1966743,0.93400335,0.6992425,1.3335302,0.53528047,0.8434967,1.328131,1.0129309,1.2273645,1.2842928,0.42358494,0.98734814,1.3531584,1.3171167,0.85202754,1.4470899,0.8677926,1.3699787,0.34119105,1.0767856,1.419314,1.2970581,0.91254103,0.540411,0.9115892,0.90684617,0.85678804,0.89743114,1.128648,0.9100816,1.1459552,1.1288162,0.43411273,0.41209465,0.9760675,0.78640676,1.1394104,0.95925313,0.9944339,0.9329315,1.1567519,0.6838046,1.0350096,0.8472532,0.6715132,1.1887466,1.0487256,1.2975838,1.1227863,1.1219711,1.0607437,1.2806423,0.4758228,0.53201354,0.56900984,1.3255882,0.7392365,1.4484224,0.5489161,1.2596164,1.3733149,1.3018782,1.5289958,0.757009,0.6926244,0.41041493,1.1683125,1.194538,1.1244112,0.96963716,1.150072,0.60929453,1.280929,0.41564155,1.0190476,1.1875339
car,1.1231552,0.8129691,0.79050195,1.3113087,0.7823851,0.6124475,0.8364866,1.2505505,1.3608335,1.2273595,0.68429494,0.6402313,1.2836493,0.5997324,1.3518176,1.1147145,1.2200483,0.53062713,0.6872881,1.1239951,0.668509,1.3255085,0.98132724,0.79157174,0.42808914,0.0,0.7077481,1.1121253,1.2336235,0.9590996,1.2238767,1.1534218,1.1983843,1.2983475,1.192583,0.49506712,1.255981,0.90590376,0.9387497,1.0878657,1.1310818,1.1630871,1.1767671,0.8041698,1.1533881,0.9976168,1.1353099,0.7457267,0.86981225,1.1007,1.0995114,0.8250494,1.259294,0.5596763,0.95489335,1.1249598,1.0609545,1.187165,1.2866814,0.48941123,1.0330727,1.2941658,1.2073817,0.8709406,1.3160852,0.8688901,1.2900705,0.63719046,0.992278,1.2938402,0.95036095,1.0527861,0.706749,1.0883858,0.98230517,0.8992139,1.0231537,1.0152357,1.1332307,1.2892168,1.0697087,0.7590729,0.7085141,1.0255063,1.0674568,1.0674607,0.97141206,0.9632996,1.1374928,1.2115821,0.5826169,1.084729,0.7775395,0.8069592,1.2545491,0.9981833,1.2751396,1.0507573,1.0878611,0.84459686,1.0670053,0.5426304,0.50163686,0.742432,1.2553167,0.8649403,1.1564025,0.6331384,1.0573593,1.3076366,1.1460168,1.395947,0.8208673,0.84840643,0.48360586,1.147495,1.2072015,1.0807369,0.95208025,0.9461353,0.45665544,1.2117536,0.49111378,1.0964842,1.1390029
carrot,1.0655526,0.8551966,0.55210567,1.1192185,0.6290417,0.64576834,0.76256764,1.1829146,1.3683853,1.2144748,0.7194879,1.1412964,1.1517026,0.821924,1.3021482,1.3496195,1.1314085,0.5787482,0.7460213,1.1635847,0.6902686,1.2899044,1.016707,0.75003576,0.54647726,0.7077481,0.0,1.1279268,1.3425173,0.9429121,1.2248952,1.1922086,1.1359622,1.2715466,1.0797155,0.5146843,1.2543567,0.8305132,1.0852995,1.119066,0.98753697,1.0695193,1.0704048,0.7212106,1.1514486,0.7278145,1.1121168,0.67242175,0.87283283,1.1985179,1.0458925,0.83540356,1.1559,0.5255292,0.95532864,1.2261358,0.8966852,1.0467491,1.0048164,0.5794552,0.9783545,1.1971351,1.2165958,0.9953136,1.3135419,0.9122421,1.287478,0.6504519,1.0499737,1.2994325,1.2907783,0.79708767,0.51234025,1.0214832,0.9464198,0.75808704,1.1843337,1.1386521,0.81775755,1.1870983,1.1599293,0.63925457,0.7074673,0.87473816,1.0022714,1.0875051,1.0261691,0.9166702,0.7833247,1.106897,1.0060163,1.222836,0.9800758,0.73700774,1.1461828,1.1358407,1.2009522,1.1561192,1.1030811,1.2141768,1.1725607,0.71759826,0.5978653,0.7778202,1.2158227,0.84498537,1.3144581,0.40480483,1.2963958,1.2236534,1.1998446,1.3752689,0.7685788,0.67693055,0.6802973,1.1015235,1.1686466,0.9461806,0.88788366,1.1478729,0.94229776,1.283464,0.40732265,1.1624763,1.1346772
cat,0.8487131,1.2071863,1.1861182,0.93621707,1.0928136,1.1693385,1.0406768,0.93420595,0.80850804,1.0036318,1.1585555,1.1181066,1.0036165,1.046284,0.93662703,0.9795697,1.0171335,1.1713959,1.0430795,1.0011483,1.1620026,0.8007783,1.0648808,1.086134,1.1621501,1.1121253,1.1279268,0.0,0.774341,1.1609858,0.8351684,1.0840032,1.0547589,0.7270248,1.1322365,1.2914653,0.8916021,1.1142977,0.37062287,0.038451076,0.8931603,0.88115793,0.98963565,1.078997,1.0975122,1.2089552,1.0787023,1.1499684,1.0606433,1.1021627,1.0687519,1.1440026,0.934392,1.1359978,1.161441,0.9513778,1.1377246,0.87367505,1.0049576,1.18107,1.0765576,0.58089256,0.92928916,0.95060414,0.93492275,1.2005711,0.7791128,1.173485,1.028298,0.9875297,0.9893611,1.1850786,1.1983086,0.9124956,1.1877191,1.1485642,0.8244118,1.1324899,1.0254887,0.8771619,0.9633138,1.2640665,1.2324469,0.90425277,1.0223306,0.9778554,0.86777663,1.0343726,1.0102572,0.85218227,0.99254805,0.80653733,0.9404575,0.8563717,1.0229967,1.1604495,0.90367466,1.0575002,0.99023503,0.97154564,1.0668333,1.1790627,1.1527725,1.2408466,1.0638618,1.1491936,0.9690124,1.1859808,0.8593131,0.8568778,0.9601278,0.81865305,1.1460431,1.2314273,1.1410539,1.0288186,0.9282361,1.0286765,1.0060697,0.97304,1.0682302,0.66356575,1.2234995,0.8433391,0.9822936
chair,1.1038498,1.1953785,1.2989097,0.8891912,1.3918564,1.4735954,1.2744796,0.79358596,0.49853504,0.7188619,1.1611216,0.7453439,0.8094573,1.3292699,0.57949877,0.714543,0.98481774,1.4414986,1.2756501,0.9150173,1.4489135,0.46967602,0.9573361,1.4335842,1.2801282,1.2336235,1.3425173,0.774341,0.0,1.3054161,0.6821399,1.0095739,1.0890526,0.15979695,1.2116189,1.5535508,0.605058,1.0952079,1.0046393,0.8006104,1.1423903,0.72513366,0.8158509,1.348854,1.1022174,1.3160336,0.99596375,1.5011349,1.299314,0.93952453,0.9671149,1.4656386,0.7896076,1.4386845,0.9995102,0.74519396,1.3550842,0.88090664,0.98192954,1.3880438,0.9612021,0.55879784,0.6399606,1.1282077,0.54030144,1.1910987,0.4313532,1.3843011,1.1328429,0.63404644,0.6459284,1.1431053,1.5176115,0.8667214,1.2634685,1.4544005,0.59270734,1.1946703,0.99614674,0.58489853,0.90636706,1.3742921,1.3907534,1.2968929,0.88822174,1.1175607,1.0948547,1.3684604,0.94076854,0.6831275,0.9295387,0.5380271,1.2169169,1.3476517,0.7012483,1.0583371,0.6988857,1.0231018,0.8395406,0.8253702,0.775154,1.2754041,1.4210746,1.2307408,1.0676501,1.3582501,0.6722287,1.3995467,0.4512719,0.60510373,0.64956677,0.50576013,1.4586746,1.3549514,1.3836707,0.92525744,0.80101633,1.2403815,0.91166097,0.9096951,0.8832586,0.3531341,1.4689901,0.6254865,0.8375558
clock,0.9481631,0.9707085,1.0810579,1.1999338,0.93070513,0.8513778,0.9626538,0.99043465,1.2887815,1.0530541,1.0074838,1.107034,1.11784,0.8767692,1.1490914,1.1790354,0.8309659,0.8522477,0.8926189,0.9039324,0.8861811,1.1350424,1.0040147,0.8165184,0.8860873,0.9590996,0.9429121,1.1609858,1.3054161,0.0,1.1002588,1.057478,1.0154884,1.3052664,1.0703413,0.8733542,1.1240373,1.027699,1.0100977,1.1292696,0.89720124,1.0238464,1.0538396,0.91085696,0.3448735,1.0624886,0.7855581,0.76387966,0.80758405,0.9509706,1.0170915,0.72077876,1.1082602,0.89640266,1.0548772,1.1938097,0.8174249,1.1536263,1.1128933,0.86811316,1.0446639,1.1606302,1.2096745,0.9273043,1.2393532,0.99916375,1.1615599,0.7722922,0.9340711,1.1482822,1.1186612,1.0914085,0.9140751,1.1150025,0.8382571,0.905922,1.0965159,0.97751397,1.2285304,1.2714825,0.948768,0.87510294,0.85843414,0.9265042,0.97383523,0.9226247,1.0497694,0.72866976,1.1597298,0.99995,0.87023103,1.14676,1.0467045,0.8656571,1.187954,0.8525561,1.1360879,0.96878725,0.89912075,1.1453774,1.1569048,0.91838306,0.9335531,0.9484774,0.98171806,0.8221773,1.1414626,0.9672794,1.1017407,1.2212086,1.1415493,1.1226921,0.75387204,1.0295724,0.84113705,1.054903,1.1121284,0.8118485,1.0180789,1.065089,0.9719101,1.1671559,0.91743827,1.099064,1.063827
closet,1.0910445,1.2926503,1.3301892,0.78953326,1.2613754,1.3383676,1.32445,0.7231199,0.5301607,0.6112958,1.2929078,1.0518054,0.8585638,1.3334117,0.87352777,0.8981963,0.8070547,1.3198292,1.2258015,0.763953,1.3525846,0.5257804,0.97345793,1.2528672,1.1801876,1.2238767,1.2248952,0.8351684,0.6821399,1.1002588,0.0,0.9206483,1.0272456,0.647929,1.1452755,1.4263281,0.5353591,1.093781,0.8990403,0.8842818,1.0310496,0.35294437,0.9029658,1.2812568,1.0061368,1.3098215,0.8739149,1.3353257,1.0460733,1.1638348,1.0718769,1.3035367,0.74120224,1.3147113,1.3469257,0.88989156,1.1287464,0.7580223,0.99556494,1.4370611,1.0442083,0.46936285,0.7832151,0.9706238,0.95391184,1.2104871,0.48670733,1.2622728,1.0914149,0.9987159,0.9285538,1.211897,1.368042,1.1563346,1.2695194,1.2522362,0.60309,1.1054357,1.03137,0.8767863,0.851726,1.3037512,1.2695996,1.2261034,1.1562469,0.9261946,1.067757,1.161806,1.10383,0.86750376,1.0878861,0.44523597,1.1773838,1.3187549,0.74790955,0.9605231,0.80947787,1.1813774,0.84954697,0.9507423,0.9628325,1.5012138,1.3187728,1.3278974,0.9787156,1.2638075,0.9241461,1.3268297,0.83208305,0.607382,0.8582747,0.5367975,1.3464615,1.349941,1.2275025,0.9353225,1.1326864,1.0404445,1.0217408,0.84935284,1.0173892,0.50720894,1.3421066,0.50061125,0.853752
comb,1.0640173,1.1421522,1.275238,0.9417744,1.3014162,1.2075548,1.280293,0.8481219,0.8168459,0.76368064,0.9683325,0.830816,0.8890746,1.099357,0.8859271,0.94865185,0.7851155,1.2541852,1.1632241,0.92950904,1.3148243,0.9365464,0.9241805,1.2148428,1.1266949,1.1534218,1.1922086,1.0840032,1.0095739,1.057478,0.9206483,0.0,0.6267867,1.0043393,0.5660372,1.1163007,0.8271248,1.1019737,1.0940102,1.1257381,1.1627738,0.9210775,0.819213,1.2617272,0.7618661,1.1069072,0.94630075,1.1867075,1.1471685,0.8800157,0.993073,1.1109767,1.0621201,1.2676327,1.1655753,0.8066128,0.8854791,0.97551316,0.95581895,1.2594883,1.0944799,0.9723661,1.0416262,1.070403,0.934854,0.6947626,0.9743735,1.1176708,0.95238835,0.9722746,1.066748,0.9690816,1.2478695,0.8258142,0.9699414,1.120498,0.9290748,0.5955364,0.98572594,1.1437043,0.8343377,1.0323929,1.0607475,1.1511658,0.9487362,1.00565,0.9239482,1.0511134,1.0516261,1.0533779,1.0948337,0.92268276,0.9879254,1.1966324,0.86173296,0.78783345,1.0177666,0.94053894,1.004049,0.95880127,1.0049661,1.2080094,1.2770891,1.1466603,0.7817825,1.079082,1.0654637,1.3085332,1.1364378,1.0230428,1.0117368,0.7878028,1.231698,1.188091,1.035307,0.7853042,0.8495041,1.1666431,1.0053558,0.9604996,1.0689831,1.0294596,1.1947535,0.8421249,0.77561444
cookie,1.1213193,1.2193656,1.2387468,0.86244136,1.124944,1.1166898,1.1865221,0.90604633,0.8841003,1.0429165,1.1961813,1.049088,0.9059969,1.1259477,0.9597208,0.9216242,1.0100563,1.2052385,1.0740328,1.0506836,1.1031632,0.991315,0.99318445,1.1972954,1.3358359,1.1983843,1.1359622,1.0547589,1.0890526,1.0154884,1.0272456,0.6267867,0.0,1.0269787,0.18238962,1.2125583,1.0079056,1.0060378,1.0285627,1.085458,1.0045595,1.0696317,1.0971258,1.0886863,0.81433177,1.1128424,0.83674854,1.1997098,1.1651973,0.92099166,1.1139603,1.1365018,0.9445283,1.19663,1.2388015,0.90362,0.82672364,1.0016302,0.9007178,1.2583673,1.0838288,0.9448123,1.0158821,1.0492339,0.97841287,0.5150789,0.99181235,1.2136474,0.82286894,1.0099188,1.0266229,1.0146276,1.1845781,0.9378541,1.0655917,0.5768314,1.0837252,0.8827856,1.0513798,1.1447566,0.9844246,1.224829,1.2336464,1.0611314,1.1549861,0.84970766,1.0510561,0.81300366,0.97421414,1.0178149,1.1455525,1.0109818,0.9320189,1.2020264,0.95397484,0.87522686,1.006798,0.9880817,0.96716666,1.0178115,0.9945857,1.2376037,1.1387494,1.235878,0.35539615,0.97992796,0.9746132,1.277904,1.0569308,0.9428232,0.9710907,0.9041161,1.0512174,1.1945754,1.1144392,0.85169184,0.9349388,1.0405092,0.8811087,1.0456018,1.2062511,1.0705358,1.2012464,1.0012254,1.0110188
couch,1.1593045,1.2309165,1.1562324,0.7842789,1.2859324,1.4272634,1.2868423,0.8984114,0.47246492,0.77036583,1.189431,0.9579489,0.68526936,1.3528843,0.55324936,0.8096558,1.0322812,1.4424952,1.3835342,0.9792707,1.3694547,0.59315187,1.0984119,1.4447949,1.2965423,1.2983475,1.2715466,0.7270248,0.15979695,1.3052664,0.647929,1.0043393,1.0269787,0.0,1.1310056,1.5071715,0.7204997,1.1468885,0.9994667,0.79479307,1.1619396,0.7351145,0.8798972,1.2397732,1.0946729,1.2293568,0.94585466,1.5088934,1.3275349,1.0504822,0.91603184,1.5052323,0.8081776,1.3912287,1.0499994,0.7881106,1.2953709,0.8029803,0.90079427,1.3447604,0.9085319,0.5443105,0.56339896,1.158251,0.56148165,1.1886487,0.50745296,1.3942901,1.1675783,0.69568044,0.79149663,1.0974543,1.4077836,0.86331236,1.2113888,1.3291132,0.68602854,1.196347,0.8660278,0.4898113,0.8897122,1.3650904,1.3713303,1.2705114,0.88019097,1.134294,1.0795456,1.4240725,0.8957382,0.7398134,1.0581384,0.62006825,1.2095988,1.3483611,0.6591233,1.1159704,0.6184603,1.0934523,0.94670904,0.90188754,0.89611435,1.2855368,1.3302537,1.2725931,0.98238474,1.3632329,0.75710666,1.3196766,0.6277809,0.53993237,0.76281214,0.5201848,1.4764285,1.2824395,1.3430545,0.91849124,0.8089269,1.3009822,0.9578842,0.8770535,1.059531,0.44468683,1.3749554,0.62583804,0.7410784
cracker,1.0272105,1.097458,0.99638957,0.91024595,1.1101894,1.0759933,1.0353767,1.0103095,0.991039,1.1379745,1.0392163,1.1061391,0.9430073,1.0491946,1.0191094,0.99388033,1.035083,1.1024902,1.0692353,1.1282711,0.9676715,1.0645008,1.0458151,1.1360953,1.2324797,1.192583,1.0797155,1.1322365,1.2116189,1.0703413,1.1452755,0.5660372,0.18238962,1.1310056,0.0,0.9670059,1.1249113,1.0429405,1.07264,1.1398451,0.99486065,1.0817925,0.9527811,1.0872159,0.89707416,0.84796333,0.95345867,1.0389732,1.1367137,0.9426513,0.95695966,0.9739406,1.0305505,1.1035637,1.0895526,1.0051732,0.7882759,1.0265343,0.8302569,1.1793872,1.1090128,1.1095697,1.1408787,1.1065252,0.99210155,0.42326206,1.1771733,1.1012623,0.9132464,1.0200708,1.1737078,0.8002007,0.9947092,0.8474165,0.974069,0.5632511,1.1317385,0.8538016,0.92027897,1.102196,1.024005,1.0156343,1.0816767,0.93944615,1.059354,0.91665405,0.95685416,0.8578235,0.85367346,1.1150851,1.2166432,1.1029187,0.8996086,1.0634795,0.99149495,0.9107972,1.1082072,1.0047888,1.0803434,1.0299194,1.1431077,1.0898182,1.0054566,1.0848702,0.40274,0.9518418,1.0751332,1.0945446,1.2151868,1.0968472,1.1060655,1.0683285,1.0152617,0.97458094,1.0037547,0.84491897,0.9010296,1.0838995,0.9706481,1.1415094,1.2365582,1.2283198,1.0473119,1.0852427,1.1020648
crayon,0.8170593,0.72050774,0.44017148,1.3356011,0.60135525,0.44377744,0.5581287,1.380272,1.5459428,1.3481696,0.47516233,0.9705701,1.3526769,0.54723996,1.4836642,1.3881346,1.2013786,0.39847314,0.75028086,1.2467433,0.5056554,1.4219327,1.1402928,0.53290087,0.31312525,0.49506712,0.5146843,1.2914653,1.5535508,0.8733542,1.4263281,1.1163007,1.2125583,1.5071715,0.9670059,0.0,1.4340031,0.962843,1.121546,1.264253,1.1292553,1.1660173,0.92819947,0.71142554,1.1688219,0.6201272,1.2451941,0.3124721,0.74000466,1.1607718,0.8469327,0.41128087,1.3314192,0.40318048,0.8534035,1.3087037,0.8304516,1.2365372,1.1647153,0.4191047,1.027557,1.4777572,1.4107354,1.029104,1.4396406,0.61465704,1.5471754,0.33923906,1.0711032,1.3997002,1.3910801,0.70301217,0.37072134,0.93654925,0.7133957,0.72493386,1.2926086,1.0047345,0.9053979,1.2586664,1.1816369,0.19619012,0.2314502,0.7862068,0.81322753,1.1647629,0.8007596,0.9768293,0.8520279,1.2919807,0.9467842,1.3864679,0.8372891,0.53964853,1.3141679,0.9269831,1.423299,1.1129112,1.1937428,1.1153847,1.2663941,0.41796482,0.39102364,0.60940456,1.2308755,0.72500783,1.4475434,0.36679083,1.4434755,1.5141325,1.3475037,1.6388626,0.6419213,0.5594227,0.41372228,1.1455833,1.1539881,1.0140648,1.0565231,1.2021899,0.85927737,1.4934185,0.26105583,1.2715819,1.2210604
