,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
belt,1.2583257,0.4995948,1.3009361,0.7665353,0.6467237,1.0573149,1.183338,1.382567,1.0910838,1.363644,0.0,1.0238616,1.444593,0.5693377,1.2516311,0.97468543,0.7763158,0.40664828,0.7037247,1.0457499,0.6760918,0.9798473,0.80605364,0.22892398,0.72885936,0.9805268,1.0285077,1.2148285,0.67342573,1.2129173,1.2151239,1.1149662,1.2895865,0.9628911,1.1625342,1.3688724,1.0074353,0.19469404,1.3993337,0.4106797,1.1828294,1.0598731,1.2777761,1.0638639,1.0960817,0.98534113,1.333267,0.8459769,0.9268242,1.1063913,1.1362462,0.9350669,0.4105482,0.8765907,1.0851985,0.55227727,0.9178141,1.179062,1.3660607,0.6187804,0.91111654,0.9748962,0.89565504,1.1954997,0.7509834,1.29758,0.58047855,1.3731537,1.3271861,1.2296847,1.223022,0.6440304,1.1572891,0.48916167,1.198005,0.9816021,1.4366848,1.2226689,0.8138262,0.5353976,0.72570884,0.62067044,0.48869807,0.7540717,1.1874535,1.40429,1.2400211,1.2556747,0.304515,0.33568108,0.8067453,0.89612484,0.96428055,0.54224473,1.0501744,1.2970542,1.2055004,1.1956658,1.0352219,1.1232518,1.0162419,0.93753237,0.6857656,1.3800316,1.219836,0.9311313,1.2448643,1.0548137,0.94326663,1.3494654,0.46893132,1.0984855,0.46738082,1.1898452,1.1395247,0.7942937,1.273396,0.6634973,1.4562931,1.3665342,1.4137604,0.5685021,0.91069776,0.972216,0.90724075,0.81996226,1.0257822,1.379349,1.0201918,1.1729137,0.78717875,0.99775225,0.29181075,1.0068278,1.1107244
bench,0.9052529,1.3608149,1.0698597,1.3095422,1.2106042,1.0978905,0.79308844,0.68548506,1.0900948,0.54543334,1.0238616,0.0,1.0076575,1.1926535,0.8053232,0.8832824,0.98810875,1.2380997,1.185588,0.55194604,0.99155664,1.0173335,1.2092628,0.86748445,0.9445999,1.042419,0.90204895,0.48857623,1.2235886,0.88702226,0.989592,1.08615,0.9131905,1.1849581,0.9622583,0.6948773,0.94355893,1.146112,0.57648087,1.2257822,0.92973363,1.0645914,0.95135385,1.0255415,0.65029174,0.47131538,0.7867557,1.1613373,1.2144094,0.98664016,1.1210448,1.1902006,1.0995228,1.1665825,0.9808353,0.94610304,1.2168578,1.0361457,1.0209644,1.1985056,1.193875,0.74087584,1.2555164,1.0556084,1.1464778,1.0872945,1.2121228,0.8886739,1.0243535,1.0609584,0.78772795,0.98164845,0.5584492,0.93757135,0.881268,1.0964361,1.0301603,0.93908185,1.025275,1.3000538,1.0530694,1.0558585,1.2882228,0.88902664,0.9898834,0.9362999,0.83571917,0.76804876,1.0765839,1.0817702,1.14777,0.85758287,0.9280342,1.0471468,1.2143734,1.018978,0.9807915,0.77391636,1.146167,1.1032897,1.032871,0.96041167,1.1795536,0.9861072,1.0065395,0.75334716,0.9689674,0.7244529,0.71258086,1.0287588,1.1434093,1.020589,1.0710195,0.99562943,1.1496444,1.1893169,0.9715346,1.1496787,0.8537072,1.0163925,0.5395057,1.2639616,1.2007296,0.9512478,1.165153,0.98165834,1.1471366,0.8409134,1.0935633,1.0387664,1.0260707,0.7978874,1.2104968,0.72810674,1.0226184
bib,0.81233287,1.4061617,0.52624565,1.2446483,1.4290317,1.0723424,0.7799866,0.5471873,0.81763506,0.54346925,1.444593,1.0076575,0.0,1.3996927,0.65951115,0.7916182,1.379719,1.450427,1.1594294,1.0826423,1.1943955,0.96219254,1.3479193,1.5492654,1.0284371,0.9145474,0.9729093,0.9567228,1.4912031,0.89583135,0.69489896,1.011737,0.62773705,1.1647813,0.8689236,0.602507,1.0172632,1.5301912,0.6204693,1.5051872,0.92857623,0.9454258,0.9439901,1.1272112,1.0400848,1.1532917,0.5552362,1.1422495,1.21823,0.741297,0.8714224,0.9817573,1.4356062,1.3628229,0.8839103,1.3433354,1.3124646,0.7916091,0.6331529,1.3486987,1.0317866,0.82453316,1.2481098,0.89505744,1.4133272,0.62888277,1.4995664,0.67997736,0.52819747,0.9573302,0.54789305,1.2793003,1.02615,1.5378525,0.81132585,1.2551746,0.63426054,1.0227838,1.1286416,1.372463,1.3949237,1.3614906,1.4058304,1.326853,0.6289995,0.3791865,0.6207936,0.8617736,1.5289215,1.4268208,1.3242257,1.1945806,1.2957119,1.3446153,1.0461965,0.772665,0.9670827,1.00457,1.0099792,1.094373,1.0777506,0.8907263,1.4635704,0.4271841,0.92577523,1.0534052,0.95863354,0.91201353,0.97440493,0.7973945,1.4918045,0.7843044,1.5527925,0.8075156,1.0031368,1.2792647,0.67481893,1.2853034,0.7363172,0.50633925,0.55826086,1.398306,1.1252632,1.07463,1.1219268,1.260225,1.0660512,0.61213934,0.98884773,0.8067408,1.3360922,1.2692728,1.4948151,1.0369194,0.7951151
bird,1.1605698,0.56148934,1.290313,0.7263489,0.6037069,0.9375471,1.1197535,1.3779453,0.9531403,1.366866,0.5693377,1.1926535,1.3996927,0.0,1.2030772,1.1770785,0.65622574,0.47879004,0.8664066,1.1448292,0.8984941,1.062665,0.69015753,0.58094275,0.9560699,1.1155562,0.99512297,1.0971913,0.5493449,1.2503567,1.1145194,1.0814056,1.3233886,0.933643,1.1393822,1.2855189,1.0661199,0.51261646,1.398643,0.583881,1.1047633,1.0572153,1.0034151,0.8461427,1.2449743,1.1529305,1.2341213,1.0315607,0.9235205,1.0361025,1.2347113,1.0777375,0.6852313,0.6335396,1.1898925,0.7853384,0.70134544,1.0989429,1.3282427,0.6845265,0.8480167,1.0272644,0.86714625,1.2505128,0.5910674,1.3480139,0.53779817,1.2377682,1.2570809,1.1639855,1.2697791,0.8604311,1.1566248,0.6367814,1.1822844,0.8711558,1.3227084,1.1523706,0.897604,0.5883205,0.5995118,0.6389845,0.61197907,0.85857064,1.0791297,1.3358026,1.2862442,1.241103,0.5013391,0.5918021,0.85116506,0.8342149,0.6985415,0.7658131,0.9551087,1.1717776,1.164386,1.1792952,0.67813575,0.9614506,1.0799031,1.1037363,0.5870936,1.3690526,1.053549,1.09053,1.1087246,1.1923437,1.1723676,1.2738546,0.48465574,1.0841246,0.51663715,1.1914352,1.0772204,0.792978,1.217135,0.83721554,1.2264614,1.3359809,1.3622801,0.66185725,0.91591287,0.9475058,0.904706,0.7136442,0.9520901,1.344292,0.98218644,1.2271516,0.74032706,0.9147602,0.47516423,1.1975902,1.0780982
blanket,0.72575295,1.4712765,0.8584183,1.1992085,1.408285,0.98016393,0.6520617,0.74568033,0.8473128,0.311885,1.2516311,0.8053232,0.65951115,1.2030772,0.0,0.98573214,1.0808694,1.2190733,1.0368533,0.90282017,1.3730829,0.91562444,1.3707772,1.2716845,1.0672692,1.1796253,0.9403953,0.6724436,1.222108,0.7915268,0.9585442,1.1483036,0.86849874,1.3587203,0.7845648,0.52717495,1.0201156,1.3860649,0.5313697,1.2592556,0.8669538,1.0795724,0.99530387,1.0086846,0.9576776,1.0942719,0.64414346,1.3702509,1.2865863,0.9892192,1.0326458,1.4498899,1.3286564,1.1363919,1.0844879,1.3689612,1.2385495,0.8211544,0.8274534,1.4605938,1.2549497,0.8934859,1.2257817,1.1086701,1.3467188,1.1841333,1.3315666,0.6527539,0.74341905,0.90577036,0.86360013,1.2035582,0.9061418,1.2642235,1.0266831,0.9508423,0.9040247,0.97508425,1.244512,1.3577509,1.1513932,1.3328278,1.3827589,1.0331082,0.7567243,0.5963511,0.8924701,0.6697654,1.3614678,1.3896587,1.1431712,0.36613256,1.0484529,1.2557306,1.0310211,0.6844307,0.772828,0.91084504,0.79335916,1.1122065,1.1151209,1.0900501,1.1901953,0.76696354,0.82762295,1.0891556,0.9389708,0.84979856,1.0261415,0.8936601,1.4339048,0.8712309,1.3245418,0.9527286,0.95148057,1.3211038,0.8131999,1.3097274,0.71296173,0.72109836,0.60068715,1.2236068,1.4248259,1.2764845,1.262552,0.91177833,1.0366652,0.7368749,0.89473796,0.899262,0.98136824,0.9229702,1.4106728,0.86045074,0.66197187
boat,0.9913199,1.2212621,1.003355,1.0854305,1.1232553,1.1960152,1.085955,0.67098224,0.8665354,0.89587504,0.97468543,0.8832824,0.7916182,1.1770785,0.98573214,0.0,1.1965406,1.2959958,0.84948456,1.0949196,0.9588208,0.47686642,1.092062,1.0507467,0.18573636,1.019447,0.9653422,1.0019996,1.208207,1.1044482,0.97936,0.99800503,0.9934952,1.163817,1.0175225,0.93772656,1.0819215,1.135692,0.99516845,1.19081,1.0539623,0.6970165,1.0753666,1.2928834,1.1193466,0.9881009,0.9764807,1.1325424,1.1956053,0.8179883,1.0543562,1.0688069,0.9692833,1.3546063,1.055459,0.9575255,1.0859816,0.8256284,0.9628681,1.1439847,1.050843,0.9350479,1.0782303,1.0604048,1.312542,0.9467006,1.1554353,1.0539609,1.0222555,1.086263,0.7969093,0.9147191,1.0806278,1.1417187,0.7763477,1.0871029,0.93359816,1.004501,0.9425921,1.293906,1.1591675,1.0809375,1.2248411,1.026037,1.0009792,0.977242,0.87272733,0.9337284,1.0828099,1.1012952,1.1729368,1.1488445,1.2534614,0.82733256,1.1068414,0.91120577,0.98034805,0.9864086,0.92594355,1.0704852,0.8500489,0.89741546,1.149011,0.9844495,0.9445473,0.99615824,1.0548062,0.9031452,0.6148,0.99178326,1.1052011,0.71080387,1.2589359,0.96936685,0.97116995,0.9152589,0.4195584,1.0615296,0.9724195,1.0553477,0.87791204,1.0475035,1.1840621,1.1115048,0.9949263,1.0459409,1.1372373,0.79741836,0.9641527,1.0583717,0.90304494,1.1574408,1.2125734,1.0621445,1.0282103
book,1.2666243,0.63477534,1.1487386,0.8658848,0.68831265,0.8326541,0.84979427,1.3605285,1.1888609,1.3012905,0.7763158,0.98810875,1.379719,0.65622574,1.0808694,1.1965406,0.0,0.59864366,0.74970084,0.6709088,0.91519934,0.964137,0.69894814,0.63206136,0.9601118,1.0316114,1.3719563,1.1064727,0.5916295,1.2275093,1.29723,0.96594816,1.189455,0.9618837,1.1617489,1.3710506,1.0018384,0.5400846,1.3054073,0.5227456,1.2331519,0.9544827,1.2959062,0.80694956,1.1801476,0.75800365,1.3449337,0.9330058,0.91820014,1.3690326,1.289319,0.99246025,0.681121,0.59049106,0.99062747,0.5715103,0.7017808,1.1903265,1.1625023,0.739719,0.90149313,1.2724204,0.5929959,1.2845705,0.52016455,1.1993041,0.6512851,1.2044916,1.4446831,0.8893452,1.4291477,0.7715324,1.0405924,0.70546865,1.1339266,0.8585938,1.3064998,1.1155099,0.8268843,0.69816923,0.41339767,0.66462094,0.58054006,0.71772796,1.365879,1.4826416,1.3948749,0.79010725,0.52150184,0.66489387,0.7395414,0.7548012,0.76252437,0.6188772,0.98272556,1.0084321,1.1352464,1.1649115,0.89285433,0.9450734,0.9129824,1.1596215,0.5087702,1.4978421,0.9502245,1.1658809,1.0815632,1.2150836,1.1182358,1.0939218,0.4492401,1.2576183,0.5319756,1.0524191,1.0311543,0.76493824,1.2744602,0.7588155,1.2850188,1.4501216,1.2577544,0.5699968,0.8404435,0.943441,0.81198347,0.5280573,0.76608264,1.1117902,1.1299764,1.278738,0.76661485,0.93982023,0.5638626,1.1267269,1.2132509
bottle,1.302674,0.3978715,1.2401254,0.66368884,0.5633994,0.85704666,1.1374427,1.3882532,1.1480157,1.3708456,0.40664828,1.2380997,1.450427,0.47879004,1.2190733,1.2959958,0.59864366,0.0,0.56935275,1.0843309,0.97388494,0.9680768,0.8391076,0.40142512,0.99613583,1.0792828,1.1797982,1.2262738,0.55568933,1.1453397,1.2229471,1.0511628,1.2680848,0.9838563,1.197734,1.3521096,1.2021235,0.2837546,1.3705785,0.17835104,1.1717843,1.0594249,1.2369567,0.9356983,1.1360108,1.1832563,1.3631295,0.9797766,0.88206816,1.2301079,1.1463327,1.0167025,0.6856242,0.6834383,1.2352817,0.78100884,0.95158815,1.1833693,1.2036092,0.6764658,0.95896614,1.1101916,0.7684165,1.2209799,0.5911982,1.3135132,0.53209937,1.2626799,1.2849493,1.1236198,1.3813112,0.78156155,1.221452,0.591943,1.2693594,0.84201646,1.3755276,1.1358355,0.9787879,0.3081684,0.6933092,0.77390254,0.37019217,0.7408991,1.186082,1.4020967,1.3355418,1.2193313,0.3609401,0.39135146,0.74396604,0.8905939,0.83530205,0.66143847,0.99314654,1.232595,1.1269689,1.1108565,0.9566728,1.051969,1.0740339,1.1903505,0.5486285,1.3602825,1.2249043,1.1567789,1.1059042,1.1252146,1.1063037,1.2622596,0.5092534,1.1458606,0.33867574,1.2518606,1.0330305,0.7901866,1.2987757,0.70777744,1.3363036,1.3051054,1.3710455,0.4273203,0.94426835,0.9915301,0.8811253,0.80565494,0.84690994,1.3023173,1.00508,1.094746,0.848851,0.8161663,0.24719363,1.1180216,1.0821776
bowl,1.246277,0.6191931,1.1281277,0.63939655,0.6121707,0.7528016,0.7869109,1.0752395,1.1444929,1.2930379,0.7037247,1.185588,1.1594294,0.8664066,1.0368533,0.84948456,0.74970084,0.56935275,0.0,0.98019797,1.0268167,0.33337796,1.02173,0.7771193,0.88993275,1.09779,1.2625184,1.3014476,0.67101014,1.1597551,1.3499968,0.7609649,1.2774109,0.99808264,1.1374195,1.3284377,1.1517692,0.6635928,1.2551575,0.4063083,1.1557426,0.5552239,1.2834203,1.0390838,1.302358,1.1110109,1.4475243,1.1579118,0.77531064,1.3067709,1.2089392,1.1498183,0.76902974,0.80297345,1.3534057,0.83448386,0.90167123,1.1799428,0.94801354,0.9879675,1.1089262,1.1351858,0.5542959,1.386682,0.9033893,1.3039368,0.7951692,1.070411,1.3764335,1.0992712,1.4794033,0.8280318,1.2569513,0.75111204,0.9193229,0.8336334,1.2321112,1.2240589,0.91348857,0.7790803,0.87939715,1.0650405,0.65125656,0.83588946,1.2637641,1.4767697,1.4340763,0.9889052,0.74529165,0.81772697,0.8539475,0.9270482,0.9582233,0.37932956,0.8979941,1.067689,0.9912885,1.0917556,0.9281423,0.9787308,0.5061107,1.2178544,0.61797684,1.4193373,1.1644853,1.3496037,0.91685593,1.1926397,0.76161575,1.153365,0.8411967,1.0996888,0.71478987,1.2231188,0.5810845,0.59402996,0.7540945,0.6479117,1.3191338,1.3354393,1.0469674,0.3153838,1.1443949,1.1626425,0.8213495,0.82635623,0.59059703,0.7193968,1.0547662,1.2060081,0.9166316,1.0963372,0.73897225,1.1998923,1.1093287
box,1.1039834,1.1914049,1.0913028,1.1714995,1.1153399,0.9648944,0.5133655,0.9774149,1.2748055,0.8482702,1.0457499,0.55194604,1.0826423,1.1448292,0.90282017,1.0949196,0.6709088,1.0843309,0.98019797,0.0,1.0689081,0.8907206,1.1300575,0.77578175,1.111029,1.0841492,1.1377848,0.6913595,1.004584,0.8548344,1.0812453,0.9785393,1.0323244,1.1607479,1.1086624,0.9446728,1.0230899,1.1230072,0.7400243,0.958445,1.0156605,0.98349404,1.06654,0.8399097,0.6764169,0.37151778,1.0659823,1.1404258,1.0314687,1.2579911,1.1629989,1.187469,1.098818,0.87488234,1.0831265,1.0112655,1.0529194,1.2138498,0.90918267,1.1680202,1.1200293,1.177568,0.9683309,1.1649072,1.0347517,1.1379539,1.0214031,0.7938112,1.1546304,0.66580456,1.1439998,1.0545691,0.6278788,0.97241986,0.8976244,0.9080323,1.0792733,0.9174943,0.9034066,1.2726018,0.78542364,1.0170541,1.1519421,0.6110278,1.2386265,1.1579986,1.0867666,0.64174145,1.1412742,1.1887013,0.97607595,0.84345627,0.8613348,0.9949912,0.9959337,0.79956996,0.9006203,0.81661385,1.1978676,1.0098313,0.88048476,1.0202074,0.9836191,1.1820835,0.97226286,0.88233054,0.8631656,0.8880932,1.0231526,0.8349657,1.0901002,1.1852833,0.8570052,1.0041542,0.9016772,1.1824194,1.1202072,0.9847803,0.8754337,1.1197791,0.6255801,0.9971792,1.1643544,1.1342618,1.1509542,0.79064727,0.8229152,0.77164096,1.1221476,1.0853386,0.8552264,0.78428805,1.0897652,0.901441,1.0389888
bread,1.1178197,0.59980774,1.2042786,0.8357625,0.7427645,1.1295458,1.2909304,1.2575874,1.0770144,1.3608456,0.6760918,0.99155664,1.1943955,0.8984941,1.3730829,0.9588208,0.91519934,0.97388494,1.0268167,1.0689081,0.0,1.1823897,0.62079597,0.73903435,0.92173225,0.5243684,1.0148419,1.233527,0.9768958,1.3263297,0.9937028,1.0103834,0.9880377,0.5355317,1.1020236,1.2381816,0.55776227,0.5767071,1.3966672,0.9317467,1.1827762,1.0212951,1.097933,1.1528599,1.09625,0.8846709,1.1409779,0.72581595,0.6957929,0.7581215,1.0211378,0.6255978,0.57749474,1.031472,0.77260983,0.620625,0.7892856,1.2002475,1.3271922,0.5007579,0.796123,1.0017804,0.8340908,0.88898873,0.68957007,0.9385214,0.84423214,1.4539133,1.2677109,1.1505836,0.90559226,0.8216671,1.2058066,0.9255541,0.91903543,1.1911588,1.2112017,1.2774981,0.31682885,0.7262911,0.84345996,0.5838933,0.5327941,1.1146041,1.062835,1.1908019,0.9349958,1.3258096,0.6469918,0.6254703,0.9065044,1.1728513,1.1499023,0.79943407,0.7664015,1.301671,1.2478641,1.3501086,1.0518721,1.0790105,0.9148813,0.8714016,0.9916091,1.2235193,1.1529311,0.6580934,1.4065065,1.068744,1.0246457,1.2572775,0.55073214,1.2330967,0.7981641,0.8842238,1.2360294,0.91129285,1.2896321,0.7919366,1.3954698,1.2863818,1.3844516,0.85756004,0.6580356,0.6165945,0.8467283,0.9539491,1.1482117,1.3267369,1.1732383,1.2425004,1.1308019,1.3292776,0.64662755,1.174805,1.1834182
bucket,1.1221405,1.1030085,1.0338123,0.94141537,0.8968537,0.92529386,0.7983676,0.82884896,0.98716897,1.0557631,0.9798473,1.0173335,0.96219254,1.062665,0.91562444,0.47686642,0.964137,0.9680768,0.33337796,0.8907206,1.1823897,0.0,1.1169928,0.8561481,0.69729125,1.1742799,1.1922455,1.0804055,0.87691975,1.0408499,1.1814737,0.80972576,1.1032336,1.1684682,1.0604347,1.1295209,1.2175632,1.0723013,1.0622991,0.6897733,1.0974766,0.55323374,1.2034299,1.1254177,1.1355064,1.0736253,1.220781,1.2271554,1.0334742,1.1531372,1.2138584,1.2288861,1.0307945,1.0369413,1.2618461,0.97754216,1.0645581,1.034363,0.70980144,1.2390387,1.141213,1.138629,0.79917395,1.2988908,1.1405748,1.1716394,0.99201715,0.9620369,1.1965332,1.0016848,1.1898735,0.936895,1.1086001,0.876193,0.85299945,0.7244306,1.0524276,1.107555,1.0488186,1.1966345,0.96371925,1.1393342,1.1310809,0.72608924,1.2012296,1.2573273,1.1868894,0.8191569,1.0653147,1.1272238,0.97862417,0.95589316,1.0495465,0.6247146,1.1104435,0.856507,0.90538293,0.8768433,0.907188,0.98335296,0.60381174,1.118406,0.8088965,1.2083358,1.1095145,1.1716279,0.8563646,0.9656432,0.6269941,1.0446253,1.1251488,0.9671915,0.88146245,1.0360689,0.66360563,0.7711672,0.46538508,0.9184112,1.0871065,1.1771771,0.84030247,0.61227274,1.2580961,1.1798474,0.9632187,0.82858986,0.79100114,0.6414084,1.0280199,1.185792,0.89722955,1.0331475,1.1040984,1.0918225,1.1363928
butterfly,1.095007,0.6333641,1.1704646,0.8425299,0.7740824,1.0445688,1.2360685,1.4311563,1.0296626,1.4871892,0.80605364,1.2092628,1.3479193,0.69015753,1.3707772,1.092062,0.69894814,0.8391076,1.02173,1.1300575,0.62079597,1.1169928,0.0,0.80985427,1.007355,0.9026524,1.0868915,1.3020921,0.69324327,1.3153534,1.0617096,1.06669,1.1162057,0.60076106,1.0667394,1.3934577,0.7585569,0.6156435,1.457564,0.8224715,1.1198066,0.94296896,0.9929359,0.97967124,1.2406325,1.0222493,1.289211,0.76174366,0.9036953,0.91193616,1.0563577,0.7873364,0.5248033,0.7558312,0.90106666,0.6465479,0.34577644,1.1765608,1.2636528,0.47960204,0.7756073,1.1472006,0.80982536,1.0196574,0.5083459,1.0999806,0.64496386,1.3436689,1.3474996,1.0371337,1.2243719,0.7718269,1.109323,0.75777984,1.0280389,0.9532283,1.3078511,1.0957166,0.65931433,0.6700033,0.6314417,0.56765324,0.66530424,1.0069873,1.1710893,1.3388956,1.1984377,1.159586,0.5456629,0.5789279,0.8939321,1.1012336,0.8855109,0.78589845,0.95361215,1.1852771,1.2081643,1.265086,0.99495435,0.6925517,1.0251721,1.0974956,0.72923446,1.3489639,1.0545177,0.948858,1.140777,1.232483,1.1694859,1.0977751,0.47099656,1.2620101,0.70847213,0.9953948,1.0951159,0.75269663,1.2663326,0.87501866,1.3114425,1.372153,1.4963827,0.74287003,0.717087,0.73073184,0.82124054,0.77132773,1.0262845,1.3280839,1.1639925,1.2776554,0.95078444,1.0751053,0.62699914,1.2462071,1.2041559
can,1.3291249,0.6152113,1.3471487,0.8300334,0.5746432,1.0902698,1.0990063,1.4285486,1.1572455,1.3707998,0.22892398,0.86748445,1.5492654,0.58094275,1.2716845,1.0507467,0.63206136,0.40142512,0.7771193,0.77578175,0.73903435,0.8561481,0.80985427,0.0,0.8058539,1.0687292,1.1219769,1.0354184,0.5759946,1.186943,1.2003622,1.1251454,1.3044971,1.0188752,1.2423496,1.3800584,1.0481331,0.30820304,1.3616008,0.30223274,1.2337624,1.0463566,1.2944398,0.9391127,0.84739435,0.8271492,1.2938104,0.8755598,0.95570934,1.174726,1.2938396,1.0388218,0.54261947,0.7547518,1.1059766,0.54244083,0.9461335,1.3031939,1.3144205,0.69013166,0.8572245,1.1001531,0.9107356,1.2611309,0.6968347,1.3508974,0.52344424,1.3532393,1.3584452,1.144833,1.2089261,0.67745054,0.99937135,0.3872434,1.1907119,0.8785081,1.4344702,1.1903236,0.77405035,0.6243058,0.5358938,0.48719358,0.585655,0.4619391,1.3291032,1.4688734,1.1795294,1.174995,0.36825168,0.44842827,0.7200057,0.79177445,0.83131933,0.6217423,1.091975,1.1691672,1.1845728,0.99190325,1.0697318,1.1191915,1.0068995,0.93939877,0.56942177,1.4284909,1.2141201,0.7632283,1.148242,0.85367966,0.9551499,1.3570561,0.47308177,1.2768624,0.28783178,1.0799149,1.0909846,0.7778142,1.3424813,0.7278466,1.4271849,1.4122589,1.3988515,0.55839896,0.9448002,0.94354075,0.89888954,0.6545161,1.0508975,1.4381849,1.1046534,1.2638704,0.72566116,0.79653025,0.33258754,0.9504347,1.1950891
car,1.118477,1.0064329,1.1228493,0.9916112,0.983561,1.209575,1.1565462,0.8628267,0.9093554,1.0286744,0.72885936,0.9445999,1.0284371,0.9560699,1.0672692,0.18573636,0.9601118,0.99613583,0.88993275,1.111029,0.92173225,0.69729125,1.007355,0.8058539,0.0,1.0801476,1.0048348,1.0481024,1.0717673,1.1555305,1.0525588,1.1242442,1.1224802,1.1813931,1.1072893,1.0658361,1.1537268,0.8389809,1.1132219,0.97016,1.145709,0.87846446,1.1641195,1.259466,1.1472702,0.9941555,1.0856695,1.0790462,1.1658952,0.92531526,1.0974646,1.0652512,0.82028484,1.1652229,1.1223502,0.8196214,1.0636055,0.79718316,1.132542,0.99100417,1.043639,0.97097486,1.063379,1.1094581,1.0925748,1.0646057,1.0158967,1.1701832,1.1138887,1.1201831,0.94453514,0.8093927,1.0983039,0.96586925,0.98162997,1.0336794,1.1714169,1.0371822,0.91163015,1.0526958,0.97030085,0.9108088,1.003785,0.87181294,1.0682698,1.1168737,1.0075495,0.9871257,0.7814541,0.8445709,1.0436987,1.0501684,1.1326389,0.77105993,1.1194872,1.0223197,1.0408316,1.0263283,0.8940927,1.058859,0.9936099,0.90651524,0.982435,1.1141895,1.0120649,1.0480945,1.121682,0.882402,0.7188478,1.0997887,0.89171714,0.6333523,1.0090991,1.1038524,1.108802,0.84256077,0.63531435,1.0057595,1.1205704,1.1672906,1.0996091,0.9467758,1.1235136,1.116678,0.94158006,0.93630767,1.1537108,1.0409454,0.8753495,1.059795,0.6105597,1.115448,0.9336703,0.99743754,1.0128763
carrot,1.0352713,0.79424566,0.9733033,1.0360503,0.94445074,1.0929055,1.2571591,1.0379981,1.0842249,1.1022816,0.9805268,1.042419,0.9145474,1.1155562,1.1796253,1.019447,1.0316114,1.0792828,1.09779,1.0841492,0.5243684,1.1742799,0.9026524,1.0687292,1.0801476,0.0,1.0930686,1.0837642,1.2567208,1.1516203,0.9557898,0.9565476,0.8339846,0.843634,1.0584674,0.99819404,0.7937367,0.8617592,1.1059515,1.0893137,1.069213,1.0243367,1.0319028,1.0444267,1.0768895,0.999127,0.97830516,0.77103305,0.9296692,0.90330184,0.89988184,0.5776788,0.94878787,1.1558828,0.6015645,0.9304319,1.0320346,1.1556252,1.0604163,0.7572299,0.7682028,1.0640264,0.8201101,0.8235277,0.9821978,0.72821003,1.0403619,1.2093004,1.0109928,0.9773388,0.7857136,0.94900465,1.1765926,1.2060292,1.0609981,1.304722,0.7439464,1.1189364,0.82673156,0.8595076,1.0762192,0.90140045,0.73232687,1.2923962,1.0195394,0.9200716,0.8179033,1.1341748,0.93881524,0.8649179,1.0195407,1.2270484,1.1793457,1.062531,0.8599199,1.1381164,1.1130013,1.235276,1.0684061,1.0808375,0.83214945,0.8085861,1.1216211,0.92000824,0.92036694,0.8110687,1.1722021,1.1261295,1.0665705,0.9249511,0.80086815,1.0855916,1.0350436,0.7644397,1.2440648,1.026402,1.0969145,0.8489779,1.0007236,0.9801719,1.067901,1.0258101,0.6896864,0.71048003,0.9426237,1.1265962,1.0490068,1.0245574,1.1972829,1.0289677,1.2480601,1.2448488,0.8926873,1.145,1.159351
