,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,coat,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,meat,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
scissors,0.83219534,0.9343587,0.967785,1.1244472,1.1096511,1.164359,1.2231133,0.8464856,1.0685445,0.96999824,1.0751888,0.96216,0.86999464,0.84406537,0.96930146,0.9326954,1.230484,1.0797822,0.95914346,0.92208505,0.9099803,1.0529414,0.98738855,1.2433815,1.2293985,1.139877,1.0854597,1.1239247,0.9246159,0.77556103,0.9642278,0.91805124,1.1875017,0.8631247,1.1470234,0.967614,0.9685797,0.9873482,0.88135797,1.0034428,1.1675999,1.0341543,1.1856637,0.94207007,0.9652409,1.2315688,1.1074091,0.87582374,0.87041926,1.2134877,0.8539792,0.80607957,0.979949,0.9871772,1.1814549,0.8941655,1.1492871,1.0134021,1.0056039,0.83738214,1.1941637,0.877122,0.84454715,0.83489454,1.2176974,1.173397,1.2162476,1.1313407,1.0451941,1.0040014,1.0442634,1.0254195,1.1181782,0.9065199,1.124119,1.1423304,0.99085486,0.83973217,1.0750889,0.76566684,0.96479017,1.0977192,1.0961965,0.9787364,1.2449003,0.9469069,0.0,0.9830229,0.9090618,0.8182646,0.96545774,0.8091356,0.93789226,1.167264,1.0294181,1.1598811,1.0371498,0.81439054,1.0173923,0.9535018,1.0153676,0.99331176,0.9855218,0.7156534,1.121492,1.2357877,1.0413129,0.71209055,1.291445,0.82945365,0.81600547,1.011205,0.97270656,0.9879578,1.254528,1.0752885,1.1526413
shirt,0.95593745,1.1635578,0.70642346,1.2424114,1.2812735,1.317729,1.4108026,0.88035333,0.9523215,0.72175825,1.3333755,0.5847153,0.48686218,1.0829834,0.5217494,1.1143113,1.2626946,1.400101,0.993773,0.95045847,1.03966,1.3716464,1.245067,1.3962853,1.1049061,0.87656873,1.1073039,0.5341761,0.9570191,0.95584416,0.6835004,0.79112095,1.4033611,0.9475267,1.3997829,0.9988075,1.0118881,0.85482705,1.224597,0.31956673,0.7015114,0.8112933,1.1207691,1.1964859,1.2046672,1.2489536,1.3209162,1.2703058,1.0397455,1.2961767,0.964026,1.0061088,0.5144708,0.8078979,1.2125963,1.1882083,0.72936565,0.58009744,1.147997,0.9222244,1.3389635,0.8206456,0.7523835,0.9290941,1.2285203,1.348817,1.2887881,1.2307992,0.98012066,1.1312834,0.7766393,0.20799387,0.60568976,0.87753516,1.4041731,1.3400941,0.6703548,1.0374805,1.2147727,1.0935459,0.9309187,1.1955109,1.3675356,0.9832145,1.1665072,0.43206,0.9830229,0.0,1.1532859,0.9068012,0.9530143,1.077506,0.5428193,1.2471125,1.0561584,1.3488142,0.81255513,1.0391403,1.3203381,1.0852957,1.1450049,0.6996005,0.33259076,0.76529527,1.4134371,1.1339476,1.1386569,1.2042,1.2840244,1.285626,1.3013229,0.9443271,0.84465146,1.1658396,1.2890707,0.82274836,1.0234042
shoe,0.76509446,1.0776615,0.9924137,1.076585,1.1459442,0.9248483,0.99496454,1.1391073,0.9638853,0.8968679,1.1630378,1.1343008,0.7973233,0.7843374,1.0186086,0.53382355,1.0622883,1.0931234,0.706258,0.9515687,1.0650926,0.89312315,0.73591065,1.0728694,1.1905667,1.0604383,1.0426408,1.052439,1.0199383,1.0623918,0.9994591,0.98031986,1.1198742,0.9413935,1.0565798,0.9177971,0.7906492,1.1564718,0.9724929,1.1096435,1.0221511,1.0433528,0.95009995,0.79868186,0.81935173,1.1008091,1.0987444,0.7229501,1.0518445,1.1394325,0.7204097,0.7281281,1.1391699,0.82861954,1.0455832,1.082242,0.9990788,1.0077155,0.9439025,1.0319575,1.1599966,1.0068058,0.6804592,0.93126,1.2387841,0.99414515,1.1720798,1.1198215,0.95225024,0.95319253,0.96282494,1.1068479,1.1172668,0.8093725,0.92183405,1.1343913,1.068824,0.79830873,0.90779155,1.0246706,0.9524485,0.82244927,0.92153025,0.91351646,1.0785863,0.9824627,0.9090618,1.1532859,0.0,1.0940914,1.1648072,1.1847926,1.1484356,0.9665518,1.1291696,1.0717059,0.8270544,1.0218391,1.0588483,1.1842778,1.0765793,1.0317452,1.089125,1.0466558,1.0707281,0.95358086,0.92555356,1.0645739,1.1415288,0.731732,0.74879694,1.0522354,1.0928613,1.1024286,1.183074,1.2169861,1.0028917
shovel,1.0277457,1.0483332,0.7903951,1.0816202,1.0950156,1.1375057,1.303972,0.86083853,0.9537446,0.9638376,1.1898485,0.7565404,0.9028566,0.90135324,0.8305306,1.1525683,1.3588021,1.2589022,1.188507,0.8189191,0.9183331,1.3240106,1.0147997,1.3028872,1.1043313,0.9571206,1.2258672,0.8863843,0.96916246,0.85840654,0.9036807,0.839567,1.2976129,1.0257397,1.3392773,0.8643073,0.97767675,0.7635398,1.1101482,1.0206527,0.9986287,0.88661385,1.052205,0.94151837,0.95643425,1.084057,1.259527,0.9908288,0.94892716,1.2209855,0.947121,1.0862533,0.7266274,0.822948,1.2170634,1.0967239,0.96573114,0.6967932,1.1578879,0.9007364,1.2625654,0.8511766,0.85580486,0.8338964,1.1885661,1.3648188,1.2264533,1.0349694,0.79691815,1.1081287,0.87058145,0.91442275,0.7347804,1.0712467,1.2858726,1.2140845,0.8079425,0.9607095,1.2556026,1.0537766,0.7876109,1.1280122,1.2747769,0.94763064,1.1391089,0.74644005,0.8182646,0.9068012,1.0940914,0.0,0.82777786,0.903906,0.93766344,1.1292801,1.0442822,1.2881842,0.9785464,0.89526725,1.1370673,1.0009977,1.1431895,0.9604097,0.8801018,0.86666536,1.2846472,1.0908325,0.9543929,1.020327,1.2817656,1.2252288,1.1555257,1.0515273,1.0211393,0.76946265,1.264641,0.9906758,1.060715
shower,1.1075308,1.1395776,0.9604718,1.1681519,1.1953032,1.2273391,1.1962299,0.6344584,0.92704415,0.962348,1.0125462,0.77394855,0.9494841,1.0763297,0.8367852,1.1372557,1.1939726,1.140756,1.0188371,1.0891268,0.85982764,1.2416227,1.0871418,1.1156763,0.8652983,0.92398363,1.0198827,1.0034115,0.85953337,1.0453781,0.91716653,1.0093274,1.2297909,1.0208801,1.2127157,1.0843624,1.161416,0.67586035,1.0253985,0.973688,1.1087414,1.0259467,1.1733314,1.1628412,1.1582375,1.1427569,1.2185729,1.1326864,0.69532084,1.2024088,1.1167173,1.1797137,0.9664278,1.069068,1.2377152,1.0026606,1.0448843,0.8820634,1.1730553,0.784261,1.0726229,0.86204875,1.097007,1.1163133,1.1605757,1.1888901,1.1747952,1.0725011,0.87639457,1.0556655,0.9809146,0.91417575,0.80973184,1.0019829,1.3203981,1.1608415,0.90533406,1.0931219,1.0004543,1.0867347,1.1089687,1.2419105,1.0695119,0.965407,1.07253,0.9633709,0.96545774,0.9530143,1.1648072,0.82777786,0.0,0.6125055,0.9003763,1.2832007,0.5072138,1.0893611,1.0905049,1.047282,1.2787755,0.5400625,1.1435071,1.0019226,0.8649433,0.8128544,1.2008576,1.2274654,1.1399385,1.1227227,1.2015008,1.279461,1.0533205,0.7760755,0.8264574,1.1317891,1.2345687,0.6498074,0.9176457
sink,1.1490761,1.0006714,0.9944412,1.0678238,1.0044847,1.2461067,1.1188017,0.3204711,1.0038974,1.1317033,0.7731105,0.9630284,1.1681077,1.0662985,1.0390868,1.1235671,1.1110574,0.82334435,1.0404758,1.0019618,1.0013433,1.0820098,1.1207458,0.87216043,0.82994896,1.0957457,0.93508834,1.1272745,0.82201576,0.94525075,1.1068041,1.069729,1.1007481,1.1422646,1.0057617,1.2253234,1.3095474,0.75052273,0.6801812,1.1262695,1.1090114,1.086088,1.1186842,1.077262,1.2166721,1.0694861,1.0367199,1.1450065,0.7717479,1.1234423,1.1857867,1.1062523,1.0877709,1.0105473,1.2396709,0.73125917,1.2086208,1.0824605,0.93625605,0.9787347,1.0275207,1.0228018,1.2623646,1.1148708,1.0526713,1.0438192,1.1282262,1.0360956,0.95805794,0.86553055,0.9920899,1.1088572,1.0484266,1.076159,1.1029576,1.0513365,1.128923,1.070974,1.0696584,0.7155788,1.1439706,1.2595716,0.8461251,0.982663,1.069995,1.1757642,0.8091356,1.077506,1.1847926,0.903906,0.6125055,0.0,1.0478294,1.094485,0.6336909,1.0105981,1.1828914,0.92588496,1.0272336,0.5929476,1.0250015,1.1417191,1.0509866,0.76163805,1.0243287,1.1698638,1.0587349,0.91356,1.1579789,1.2356843,0.7381491,0.9015938,1.0161098,0.9131496,1.1334665,0.8129293,0.95478386
slide,0.9950731,1.2178802,0.5610856,1.2184609,1.2594252,1.3323202,1.4429518,0.7110324,0.9479453,0.34782338,1.3227947,0.24711347,0.56259644,1.1040165,0.325279,1.0319315,1.3111908,1.4812233,0.85316557,0.9465133,0.947482,1.4599707,1.3226032,1.4087992,1.0188942,0.88005567,1.0481519,0.7564695,0.87014985,0.98101604,0.27253664,0.77819574,1.3918686,0.6168806,1.4770434,0.85504377,1.0255189,0.7840346,1.1543659,0.7402148,0.7174285,0.8656832,1.3111728,1.2672433,1.206552,1.2839404,1.4799589,1.3002353,0.8883774,1.3669293,1.0855498,0.97471887,0.6515249,0.99409443,1.3063078,1.168795,0.8780119,0.47002792,1.156185,0.67584765,1.4701341,0.801754,0.8736434,0.9673055,1.2370734,1.3432506,1.3994663,1.3170247,1.0347313,1.1517466,0.65745056,0.49985468,0.8519433,0.7555125,1.4780738,1.3636913,0.5637285,1.089633,1.2270286,1.1338786,1.1061004,1.2967305,1.3565346,0.9470967,1.1245346,0.6179487,0.93789226,0.5428193,1.1484356,0.93766344,0.9003763,1.0478294,0.0,1.3731818,0.95831996,1.3910122,1.0001131,1.0563256,1.5361552,1.0368793,1.2330015,0.75661945,0.3911714,0.51207435,1.4328954,1.3005621,1.2483035,1.3667116,1.4031503,1.2810037,1.2280467,0.8750391,0.74607587,1.1664125,1.3457129,0.75996834,1.0134223
slipper,1.0656555,1.02503,1.0645133,0.80542773,0.7895313,0.5927169,0.7549814,1.3121891,1.1248909,1.4524028,0.59242505,1.3475599,1.3412311,1.1944069,1.4268609,1.2724793,0.740829,0.73586726,1.4053354,0.85213846,1.1403095,0.7710823,0.97415876,0.658587,1.0537232,1.1978604,0.9997691,1.1310092,1.0813242,1.164335,1.4618616,1.0259311,0.4573058,1.3342867,0.6534159,1.299896,1.1283171,1.3558829,0.9912171,1.2159648,0.9378167,1.0863088,0.24570781,0.99740255,1.1131405,0.40004325,0.47779363,1.1150268,1.2855221,0.24588776,0.93573916,1.1677482,1.1348064,0.71424526,0.48747027,0.9146427,0.8920515,1.3005679,0.7830843,1.3385917,0.63980985,1.1001884,1.0867277,1.057976,0.55066156,0.77324235,0.30633295,0.49400514,0.7313137,1.1759741,1.0748423,1.3441709,0.99642116,1.4164321,0.50215167,0.5068978,1.3382444,0.8956444,1.1372333,1.0890634,0.76265657,0.83738923,0.8710079,1.2973111,1.084245,1.1910484,1.167264,1.2471125,0.9665518,1.1292801,1.2832007,1.094485,1.3731818,0.0,1.1931331,0.7572919,0.88188696,1.1311045,0.38554513,1.1905932,0.97997355,1.0410323,1.3943853,1.4876323,0.58730954,0.22361457,0.39837897,0.5271485,0.56966287,1.0638021,1.0620465,1.2582306,1.3382424,1.0644578,0.37698227,1.3471891,0.93905145
snow,1.1189314,1.100775,1.0853693,1.0378498,1.0044787,1.0937873,1.1169698,0.8101671,0.7680708,0.92817444,0.8272925,0.93549055,1.0226967,1.0474741,0.96359247,1.137544,1.0312873,0.98460555,0.9940792,1.097672,1.0251013,1.1304327,1.03264,1.0616174,0.80005836,0.889804,1.1541473,1.1001359,1.0937786,1.1087842,0.9481499,1.0953536,1.0213256,1.1235939,1.0463732,1.0954621,1.2882302,0.99097425,1.0609715,1.1012415,1.026901,1.0807867,1.169155,1.0002166,1.0979687,1.071729,1.1111479,1.0289657,0.38819164,1.0697846,1.2626439,1.1845154,1.0284089,1.2347152,1.1521739,0.9516912,1.1736412,1.0333973,1.007481,1.050762,0.9610662,0.9679133,1.1624703,1.2357113,0.9744978,1.1419201,1.0307496,1.0377969,1.0463171,1.1559033,0.88374794,1.0700427,1.0329022,0.9828563,1.1670043,1.0314636,1.0980847,1.1585188,0.911543,0.9753624,1.193877,1.2513628,1.036227,1.1081288,1.0157715,1.1005127,1.0294181,1.0561584,1.1291696,1.0442822,0.5072138,0.6336909,0.95831996,1.1931331,0.0,0.9723752,1.2928835,1.1022143,1.1156666,0.17390537,1.0825902,1.0895433,1.008578,0.8004668,1.0071799,1.1949737,1.13236,1.0178356,1.087312,1.2044538,1.0503281,0.64473295,0.94342697,1.1355276,1.0380962,0.75999427,0.71247935
soap,1.1576228,0.9720908,1.3237801,0.82900333,0.74669814,0.65128094,0.48663372,1.2678869,1.1683893,1.3335212,0.48551536,1.4162644,1.4601977,1.0873871,1.4373637,0.99809533,0.4795559,0.43030375,1.1006552,1.2291088,0.99603945,0.5182252,0.9149632,0.46519685,0.84527725,1.2539,0.73865473,1.1944033,1.2021989,1.140524,1.3666337,1.3332535,0.35219383,1.2494123,0.44030702,1.2193767,1.1981965,1.2167791,0.95039696,1.2232869,1.2066638,1.2322637,0.90744853,0.97891647,1.0254661,0.7232749,0.5657178,0.9384522,1.0565125,0.6061354,1.1309676,1.0291159,1.3503923,1.2630796,0.5626749,0.81090564,1.0977526,1.3658446,0.7573164,1.2072614,0.47498924,1.298454,1.3328326,1.2312016,0.5670525,0.5235895,0.5261673,0.8238765,1.0399739,0.873061,1.3005925,1.385618,1.2583632,1.2023201,0.5216965,0.47474772,1.3242322,1.029829,0.8662202,0.886383,1.0280113,0.88579476,0.53500247,1.1441238,0.9210328,1.4106746,1.1598811,1.3488142,1.0717059,1.2881842,1.0893611,1.0105981,1.3910122,0.7572919,0.9723752,0.0,1.1465302,1.0687288,0.51293176,0.96800345,0.87700796,1.2182016,1.4179285,1.3312781,0.34340298,0.8303505,1.0137236,0.7885556,0.4035704,0.85061467,0.7122498,1.1526251,1.1094943,0.96366477,0.48928124,1.1325798,1.0702931
sock,0.8856248,0.9670702,0.76793885,1.0463085,1.1013248,1.0576756,1.1377825,1.1648446,1.1491619,1.0409548,1.2196587,0.9587554,0.6903873,1.0333024,0.88320863,0.9620592,1.1102803,1.1433839,1.0637527,0.9015827,0.98241335,0.9626927,1.0949396,1.092396,1.2339329,1.0395336,0.88665545,0.9607346,1.0301647,1.022006,1.0242734,0.8280088,1.1896939,0.9480318,1.166226,1.0255116,0.75023663,1.0536752,1.0695225,0.87088054,0.93040425,0.94211084,0.744322,1.0545582,0.99752253,0.91506964,1.1218377,1.0955468,1.2765629,1.1470627,0.55596155,0.87273264,0.931428,0.55895513,1.1477048,1.0741346,0.7871111,0.8247561,1.0024292,0.99278045,1.0416372,1.0185822,0.6416446,0.8432611,1.2079242,1.0757087,1.1839545,1.0605266,0.78535163,0.981474,1.0124873,0.6965876,0.7434219,1.071025,1.088284,1.0913651,0.7510439,0.965361,1.1422085,1.0847958,0.8891336,0.9567296,1.1386741,0.98146623,1.0769572,0.82672226,1.0371498,0.81255513,0.8270544,0.9785464,1.0905049,1.1828914,1.0001131,0.88188696,1.2928835,1.1465302,0.0,0.9863288,1.020866,1.2299787,1.0835876,0.81270075,0.85124516,1.1620929,1.1982155,0.7635968,0.8083445,0.92818165,1.0961927,0.98139536,1.0465308,1.1773926,0.992534,1.0425726,1.1695279,1.1238204,1.1485915
soup,0.9885603,1.0507184,1.0948132,1.1697941,1.1508446,1.0938925,0.9993458,1.0259228,1.1001356,1.1002992,1.1403482,1.0894899,1.0852593,1.0099416,1.0281909,0.9206057,1.0860674,0.8580596,0.9917272,0.70307195,0.91119295,1.0970685,1.0822977,1.1197178,1.1335369,1.1094042,1.0573363,0.96562916,1.0062058,0.26537097,1.0941014,0.81168115,1.1705544,1.0443802,1.0228262,0.9411786,0.9957715,0.96924186,1.044534,1.0678854,1.182801,1.0886735,1.1839021,1.029019,0.91070926,1.0944971,1.1341158,0.9715714,1.1596724,1.1968856,0.9020125,0.7627225,1.0522815,1.0284265,1.1953838,1.1584988,1.0169742,1.0481831,1.2051256,0.9381113,1.1943452,0.9858209,0.92857224,0.36298907,1.1730922,1.1480906,1.1576936,1.0195917,1.0886049,0.8935717,1.1674073,0.9909865,1.0058527,1.0275899,1.0961869,1.1572196,0.9314329,0.68992174,0.9510572,0.5692247,1.1010637,0.9507737,0.9703785,0.9404397,0.9957244,1.0605934,0.81439054,1.0391403,1.0218391,0.89526725,1.047282,0.92588496,1.0563256,1.1311045,1.1022143,1.0687288,0.9863288,0.0,1.1194026,1.0059822,1.1201706,0.93250334,1.0378704,0.81591105,1.065096,1.1934669,1.0064152,1.1600386,1.1406249,1.007769,0.9971342,0.9978108,0.8728349,0.94298506,1.1700795,1.1098157,1.1183133
spoon,1.1030718,0.9299017,1.3946375,0.728557,0.6565292,0.49175668,0.459427,1.3366168,1.147604,1.5962838,0.5641135,1.5950874,1.4845436,1.0714726,1.627624,1.2107067,0.5477962,0.3595369,1.3635708,1.0346653,1.0532678,0.42372334,0.7597775,0.4879017,0.9123211,1.2674572,0.8534104,1.227961,1.2476835,1.1490611,1.6190314,1.2296722,0.3344381,1.3828475,0.35045213,1.2679439,1.1535959,1.3794186,0.8875638,1.238622,1.1673254,1.2329311,0.6336802,0.8745258,1.0067477,0.6103586,0.13648736,0.9194403,1.1527444,0.40101886,1.0706515,1.1247733,1.3522882,1.0999541,0.4899518,0.8295696,1.1151507,1.516159,0.4856137,1.3140216,0.43861127,1.2665819,1.2638187,1.1279484,0.5882575,0.49159795,0.3587594,0.7730503,1.0493977,1.0225692,1.2494028,1.3898737,1.2462186,1.4216076,0.29348987,0.38370252,1.4594469,0.9577621,0.89334804,0.79946226,0.96350586,0.74163985,0.6272626,1.2665802,0.8723351,1.3516873,1.0173923,1.3203381,1.0588483,1.1370673,1.2787755,1.0272336,1.5361552,0.38554513,1.1156666,0.51293176,1.020866,1.1194026,0.0,1.039713,0.8909296,1.1514465,1.5066206,1.4816554,0.3035208,0.5621603,0.71558774,0.30427063,0.36475813,0.7689604,0.8065616,1.2809563,1.2975311,0.84513664,0.38494503,1.3747205,1.0654917
sprinkler,1.0944597,1.019343,1.1423874,0.95917815,0.93663365,1.0700696,1.0601013,0.91011137,0.93549013,1.0368093,0.8762055,1.0463984,1.1030067,0.9885838,1.0405666,1.0829074,1.0790542,0.8656201,1.0457511,1.0490003,0.9962809,1.1336063,1.0467173,1.1197722,0.8656066,1.0099386,1.1524074,1.0898832,1.1051676,1.0342093,1.0464737,1.080154,1.0304295,1.1400603,1.0423287,1.119303,1.2158532,0.98225147,1.062571,1.0405041,1.1443021,1.0838166,1.1540499,0.9227718,0.9634421,1.0253114,1.0875823,1.001884,0.3839246,1.0836982,1.2292949,1.1157157,1.0699605,1.1919329,1.1590893,0.95145214,1.1306301,1.0875281,1.1088235,1.0598743,0.9366206,0.99284613,1.1376519,1.1355189,0.9771553,1.203238,1.0255203,0.97944915,1.0193925,1.1465045,1.0604178,1.0317233,1.0276144,1.001902,1.1315938,1.0049727,1.0642678,1.0642923,0.8809178,0.8508144,1.1515758,1.2626474,1.054467,1.0930336,1.0115986,1.0742768,0.9535018,1.0852957,1.1842778,1.0009977,0.5400625,0.5929476,1.0368793,1.1905932,0.17390537,0.96800345,1.2299787,1.0059822,1.039713,0.0,1.0608451,1.0137296,1.0382394,0.84175557,0.9684,1.1988225,1.0977865,0.9714531,1.077684,1.1833217,1.0184019,0.6612921,0.96070147,1.1072642,1.0355102,0.8387408,0.8865482
strawberry,0.88761735,0.2049154,1.1542118,0.87092525,0.7822624,0.90892136,0.79814667,1.0570891,1.1103731,1.1797297,0.98879343,1.2903433,1.1858958,0.9277576,1.2844701,0.9497966,0.8849968,0.8612567,0.89382654,1.0862579,1.0904846,0.8488598,0.9352976,0.9025398,1.0731999,1.1886731,0.97053707,1.0408587,1.1260525,1.0904734,1.2084295,1.1979012,0.88806987,1.1235802,0.84141016,1.1240122,0.90326333,1.0911244,0.85792756,1.0188594,1.1139798,1.0105158,0.9596072,0.8850992,0.8218113,1.000183,0.9086621,0.7686103,1.0271249,0.946893,1.0506833,0.90791786,1.163485,1.0250446,0.92269737,0.86750543,0.9927133,1.2162402,1.0808557,1.0601085,0.8741177,1.0701104,1.1694475,1.1818874,0.91454893,0.85961604,0.9323267,0.9047144,1.1143606,0.78513765,1.1350563,1.1930232,1.1625509,0.89526343,0.87213135,0.91704077,1.2296654,1.0634708,0.87892115,1.0270292,0.96410924,0.8089073,0.9711121,0.9461455,1.0359839,1.1707327,1.0153676,1.1450049,1.0765793,1.1431895,1.1435071,1.0250015,1.2330015,0.97997355,1.0825902,0.87700796,1.0835876,1.1201706,0.8909296,1.0608451,0.0,1.0917852,1.242935,1.1842989,0.8831365,0.8832871,1.0813812,0.9660049,0.8185667,0.811113,0.98311293,1.081572,1.0566097,0.9303913,0.9213622,1.1053185,1.1634254
stroller,1.1065258,1.0882344,0.9181403,1.0693287,1.0965817,1.1547487,1.095415,1.1024693,1.1580021,0.8874439,1.2562591,0.8722478,0.7512146,1.0980432,0.84222996,1.0168954,1.10065,1.2218705,1.0337278,1.0622678,1.0553983,1.120153,1.1893747,1.1081749,1.1510754,1.0113362,1.0895605,0.69135225,0.9168409,0.9182847,0.8597077,0.9271603,1.2471374,0.87052095,1.1794549,0.96485555,0.81010723,0.9490476,1.1475762,0.747061,1.0697155,0.86202264,0.9319901,1.165536,0.91958696,0.9241992,1.1519629,1.2121594,1.0991143,1.0888958,0.85890853,0.9761891,0.69363236,0.86298454,0.984736,1.1957184,0.45109665,0.88002086,1.3031486,1.0358423,1.197218,0.92247635,0.82704175,0.8485536,1.1734209,1.1519169,1.087975,0.9454925,1.0041746,1.0365137,1.0864329,0.6828581,0.72793037,0.992808,1.2131913,1.2135229,0.8019777,1.0233629,1.0430892,1.1533632,1.0875932,0.9477764,1.1261219,0.973053,0.95445883,0.60702443,0.99331176,0.6996005,1.0317452,0.9604097,1.0019226,1.1417191,0.75661945,1.0410323,1.0895433,1.2182016,0.81270075,0.93250334,1.1514465,1.0137296,1.0917852,0.0,0.7152215,1.0284138,1.2245892,0.95890796,1.0678879,1.1476015,1.110099,1.0071021,1.2408409,0.99461323,0.9120298,0.99842757,1.140513,1.0698705,1.1989753
sweater,0.97448707,1.2098335,0.55944693,1.2495711,1.3204798,1.406837,1.4587545,0.78095686,0.8852387,0.482522,1.4094571,0.40836614,0.42961574,1.0322912,0.3651355,1.0113068,1.4042923,1.5143585,0.9002728,0.9370026,1.0707848,1.5271524,1.2749281,1.4969009,1.1333624,0.7843989,1.1728851,0.669521,0.9200574,0.96823835,0.43425727,0.70472807,1.5303233,0.77790546,1.5572401,0.8534864,0.9568453,0.7628718,1.1571051,0.51431614,0.71705985,0.7926134,1.2051946,1.1947442,1.1481469,1.3029839,1.4531863,1.2614294,0.93534887,1.4220302,0.9938676,1.006884,0.57411546,0.802528,1.3238556,1.2242185,0.77730066,0.49463218,1.2286038,0.890818,1.5007707,0.6934679,0.77499104,0.8944284,1.3617461,1.3884959,1.4394104,1.354877,0.99288726,1.1789724,0.70885396,0.30548656,0.6352988,0.75535095,1.4749179,1.415417,0.55687714,1.0017117,1.2043016,1.1376611,1.0092508,1.2835685,1.3699707,0.9192082,1.147771,0.46505702,0.9855218,0.33259076,1.089125,0.8801018,0.8649433,1.0509866,0.3911714,1.3943853,1.008578,1.4179285,0.85124516,1.0378704,1.5066206,1.0382394,1.242935,0.7152215,0.0,0.64588106,1.516673,1.2737439,1.2309109,1.3471978,1.4114826,1.329133,1.2821357,0.829797,0.74956465,1.2060859,1.4478462,0.79075813,1.0388013
table,1.0256841,1.164751,0.8916608,1.2090036,1.2480278,1.383392,1.3395897,0.64425164,0.86842275,0.51128227,1.271471,0.563617,0.75118124,0.97046,0.5852295,0.8757113,1.3089731,1.1886702,0.73020446,0.9653208,1.0089113,1.3799973,1.1769809,1.4003724,1.017313,0.8519652,1.0294315,0.98419267,0.9448288,0.6842957,0.48818278,0.817963,1.4236646,0.71568835,1.3108628,0.8183404,1.0814703,0.72537774,1.0417795,0.93415713,0.9740686,0.97073585,1.403861,1.137628,1.1916891,1.3464112,1.4278874,1.1514639,0.73041844,1.4238931,1.1553824,0.8814875,0.8392415,1.0808493,1.3928089,1.1558204,1.2055018,0.7158322,1.1731176,0.69154704,1.4290512,0.85589945,1.004058,0.8001094,1.2929378,1.3941729,1.4075978,1.2853689,1.113511,1.0106305,0.80904764,0.76521456,1.0889429,0.6985142,1.4356767,1.3924065,0.7681598,0.9916245,1.1220185,0.59685117,1.1340584,1.324641,1.2246718,0.7977025,1.0525554,0.8862603,0.7156534,0.76529527,1.0466558,0.86666536,0.8128544,0.76163805,0.51207435,1.4876323,0.8004668,1.3312781,1.1620929,0.81591105,1.4816554,0.84175557,1.1842989,1.0284138,0.64588106,0.0,1.2830911,1.4773676,1.3093767,1.2993975,1.4797142,1.1030015,0.928354,0.8117626,0.7930318,1.1177604,1.4121397,0.71675205,0.98435783
tape,1.1196256,0.9584185,1.4218206,0.66309416,0.6448342,0.4248227,0.36167377,1.2800245,1.0987098,1.398288,0.4459741,1.5342982,1.4992107,1.058676,1.543699,1.1200553,0.44781995,0.21081269,1.2165724,1.1637093,1.1390868,0.46031672,0.7647222,0.46977925,0.8581367,1.2229128,0.8777053,1.3079184,1.2745867,1.0472965,1.4388288,1.3362356,0.24237746,1.3221211,0.21826053,1.1679417,1.1501527,1.3695843,1.0066985,1.3338099,1.2135197,1.2032117,0.80621725,0.8908013,0.98881423,0.6786273,0.38156718,0.8718751,1.0775756,0.38682103,1.1283761,1.1372014,1.3981061,1.3298118,0.36392105,0.9503337,1.1572003,1.5058136,0.6271514,1.2915826,0.43441713,1.2484298,1.3109373,1.1758862,0.42999518,0.5254799,0.33233076,0.76638615,1.0720828,1.0609245,1.2701546,1.4715579,1.3556523,1.3073716,0.42177212,0.43975604,1.4222224,1.0611154,0.8265619,0.70998496,1.0331299,0.8467047,0.6194427,1.2467538,0.8592298,1.4638466,1.121492,1.4134371,1.0707281,1.2846472,1.2008576,1.0243287,1.4328954,0.58730954,1.0071799,0.34340298,1.1982155,1.065096,0.3035208,0.9684,0.8831365,1.2245892,1.516673,1.2830911,0.0,0.72614866,0.95937026,0.6853138,0.37508142,0.7142397,0.8349365,1.2410675,1.2571409,1.0578667,0.3448497,1.3056562,1.041417
