,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bowl,1.3382176,0.84081256,0.7091148,1.4556321,0.7212577,0.52180624,0.74891037,0.52562183,1.1839652,1.3029796,1.4701654,0.39385903,1.4464766,1.4363124,1.3776015,0.8210046,0.97276974,0.39963925,0.0,0.8581358,1.1887537,1.0023783,0.49632162,0.65493757,0.53129923,0.6631659,0.99482393,0.95201975,0.992991,0.51642597,1.3458271,1.2923465,1.2540147,1.1394806,1.3647937,1.272896,0.3900206,1.2189783,0.26569152,0.8600205,1.0985357,1.0701623,1.2404902,1.0359066,1.4095722,1.2603405,0.8535278,1.2951994,1.2901635,1.064685,0.51172435,0.7282002,1.1154643,0.9076328,1.237149,1.1381062,0.8664293,0.8763138,1.2491587,0.79834944,1.3949256,1.0071927,1.3579003,0.6729116,0.7380971,1.1092621,1.480443,0.9330692,1.4125022,0.64305305,1.2788016,0.6160056,0.86218774,0.6654772,0.9402371,1.4142292,0.73548055,0.7567197,0.88142854,0.6153786,1.3115058,1.3299015,1.498586,1.3689799,0.8626622,0.6007605,0.5218385,0.6821886,0.8026768,1.0207775,0.9464891,0.307714,0.90535027,1.0416837,0.5072148,1.2284753,0.9945877,0.9917499,1.2433542,1.5140619,1.0960338,1.306635,0.45070845,1.3434908,0.884273,1.0782806,0.48619676,0.83839375,1.1199062,0.90738857,0.799647,1.0442189,1.1223782,1.4604605,1.2964723,0.28077757,0.86379313,1.2456375,0.70670575,0.83445245,0.77015007,1.047011,1.1350259,0.843263,0.6152766,1.2475178
box,1.1743774,1.2259678,1.1365619,1.1361505,1.2168514,1.2077926,1.0266894,0.657732,0.87232894,1.3316965,0.990962,0.93520916,0.8832429,1.0520043,1.0339004,0.8217322,0.63773537,0.9346534,0.8581358,0.0,0.94959056,0.9375087,0.60130775,1.1211275,0.8078044,0.76937723,1.0324196,1.0428115,0.58342946,1.0474249,0.70358235,1.1800095,0.9134845,1.0987837,0.8527173,0.94879,1.1619111,0.53044957,0.8898765,1.0525672,0.9643211,0.9560507,0.69368666,0.6610534,1.047383,1.2910724,1.0285263,1.3128822,1.1253064,1.2309041,1.045142,1.0956508,1.2108849,0.9963103,0.97113425,0.8841888,1.2412913,1.1272787,1.1562701,0.9991758,1.1301999,0.9500276,1.1294557,1.1668644,1.1536868,1.1479145,1.0401607,0.7551267,1.1172066,1.0905131,0.53468287,0.95557904,0.9254661,1.1891503,0.7141216,0.9925725,1.2639687,1.0181984,1.2297018,1.2049824,0.77112544,1.080743,1.1113961,1.1511366,0.7344804,1.0991858,1.1347119,0.9372842,0.9849392,1.1029732,1.083365,0.9957182,0.96783835,0.6764943,0.8741893,0.69962585,0.9769202,1.0660602,1.0558411,1.1028218,0.9031986,1.0439153,1.0944706,0.80451584,0.78616077,0.8613742,1.1503625,1.0352776,1.1985447,1.0553035,1.0144687,1.0291146,0.83017516,1.0991063,0.7164077,1.0604267,1.2776306,1.0994401,1.1529431,1.0518851,0.82578325,0.5270953,1.0432957,0.9333526,1.2294357,0.89828175
bread,0.7134533,0.87303525,1.0676578,0.53363085,1.1945317,1.3610868,1.038489,1.2791072,0.919297,1.0955092,0.8088581,1.4106059,0.6235494,0.885644,0.8333219,1.0790069,0.9326661,1.46876,1.1887537,0.94959056,0.0,1.0479308,0.8829764,1.2924707,1.4147853,1.115732,0.8166219,1.149521,1.1493975,1.3798255,0.84344995,0.85926676,0.80530894,0.8298029,0.8416287,0.92298704,1.497571,0.96144706,1.3384356,1.0251126,1.0239186,1.0242469,0.9899526,1.0488712,0.8901894,0.7619489,0.7884947,1.0403608,0.85614026,0.8142514,1.3798938,1.3793328,0.83774114,1.0001453,0.8644239,0.5070623,1.2094487,1.0317444,1.0167831,1.0988779,0.77455455,0.47565502,0.5582051,1.3121301,1.3699241,0.9429023,0.82938516,0.59980404,0.75247777,1.3784192,0.86609304,1.400161,0.589288,1.1597365,0.96695733,0.50318736,1.1735241,1.4076648,1.107295,1.1266799,0.8853816,0.9968232,0.8217928,0.8478547,1.0461574,1.369101,1.4192345,1.1003934,1.0708331,1.011674,1.1816442,1.2615523,0.8497382,1.1412551,1.471913,1.0242927,1.1913685,1.123298,0.8394368,0.8437121,0.9991738,0.8230789,1.4304156,0.9112993,0.8737866,1.1263168,1.3983873,1.1995919,0.91205907,0.7129624,0.9592526,1.0351444,1.0934234,0.78875935,0.8672704,1.3871365,1.0346353,0.71017176,1.3060834,1.3824251,1.384563,0.81708807,1.0359027,1.3491135,1.2586734,1.0136915
broom,1.2025094,1.2136651,0.9416497,1.1177238,1.0417492,1.0263473,1.0584846,0.797222,0.923033,1.156057,1.1981957,1.1272944,1.1182628,1.0044122,1.183313,0.8366615,1.0246618,0.88225436,1.0023783,0.9375087,1.0479308,0.0,0.905902,0.9548582,0.8001146,1.0791274,0.81005573,1.1181312,0.94327676,1.0682878,1.0480044,1.2749882,0.998491,1.2102882,1.1695074,1.1763816,0.96161455,1.1358975,0.9260309,1.0547099,1.0234653,0.8924187,0.9209018,0.6865922,1.1023048,1.0922558,0.74711514,1.2181907,1.0864748,1.0358503,1.0175978,0.8646232,0.99927926,0.81558853,0.8976357,0.9887939,1.1549357,1.1792868,1.1951462,0.89909285,1.1387244,1.0251412,1.0310063,1.13572,0.914218,1.1168587,1.2145448,0.9032756,1.1992271,0.7529079,0.95446664,0.8102608,0.9715616,1.1169946,0.8432668,1.1037788,1.1810526,0.85815203,0.96630055,1.0794315,0.92795193,1.036758,1.0873156,1.2620857,0.76891184,0.82425135,0.90285707,0.86492705,1.2771202,1.2399324,1.1337355,1.1320179,0.92058986,1.0150417,0.87895733,0.8844061,0.8135213,1.0525514,0.7862301,1.1879175,0.91082084,1.1894568,0.8703527,1.0894394,0.87638503,1.0738606,1.0856124,0.9637833,1.203554,0.9575967,0.5901893,1.075241,1.0098274,1.2657439,0.99308836,1.0411415,1.0559037,0.9068239,0.6553271,0.8822293,0.86278,0.9739955,1.0764754,0.8338249,0.9773262,1.0693026
bucket,1.2323232,0.9855129,0.98357946,1.1843772,0.93223524,1.130386,0.8967717,0.69385076,1.0287262,1.3044928,1.2819064,0.8780224,1.1685033,1.1053094,1.174882,1.0366118,0.93773353,0.5933083,0.49632162,0.60130775,0.8829764,0.905902,0.0,1.1483513,0.7826763,0.869781,0.9093558,1.1660999,0.83034885,1.0100065,0.9956609,1.1459703,0.9487833,1.1711835,1.1825525,1.1549243,0.98546827,0.84318954,0.51865643,0.92562413,1.0954306,0.98296803,1.04079,0.9189764,1.1266774,1.1854472,0.72328156,1.3007207,1.2124162,1.1576006,1.1030849,0.9420885,1.1566732,0.9274436,0.9959423,0.703946,1.1490567,0.73568785,1.2694496,0.9160664,1.1927727,0.91543454,1.1114835,0.9221761,1.0916822,1.1170975,1.1312821,0.4898318,1.1117102,1.0122514,0.91274184,0.98425096,0.6541228,0.99274206,0.5269426,0.9210492,1.1356223,1.0152924,1.0185093,0.8926022,1.0276409,1.1808442,1.1583209,1.18469,0.972306,1.0211134,1.1314156,0.80421436,1.0636126,1.1743201,1.0669887,0.8845809,0.86190224,0.81205994,0.87932265,0.959381,1.0153829,0.8896444,0.983281,1.2122728,0.8774362,1.0686352,0.7813467,1.1488545,0.7444329,1.109633,1.0671734,1.1564771,1.042804,0.8302748,0.78525937,1.1209053,0.8698872,1.2147883,1.026714,0.8506088,1.1708193,1.0398275,0.9219365,1.0575302,0.74721557,0.74253607,1.1677382,0.9104352,0.9200152,1.1530759
butterfly,1.3007691,0.9724759,0.70819163,1.4067239,0.77633536,0.3777387,0.8663072,0.73782194,1.3369584,1.2452401,1.3215045,0.6664167,1.432193,1.2464981,1.3559434,0.9826107,1.0371706,0.5774274,0.65493757,1.1211275,1.2924707,0.9548582,1.1483513,0.0,0.78494024,0.8518063,1.1085037,0.94053054,1.0470172,0.40732765,1.1636575,1.2343755,1.2413883,1.172787,1.3664047,1.0229002,0.41965437,1.2783713,0.56523925,1.0470124,0.6281544,0.81791955,1.2102269,1.1358278,1.2915273,1.1532979,0.95854765,1.1901603,1.1938024,0.92980963,0.44980168,0.53611004,0.9378063,1.0911818,1.0270087,1.3041776,0.6922943,1.0085922,1.0968723,0.78624225,1.2260606,1.1148726,1.2869427,0.6797514,0.51320225,0.99160105,1.4141734,1.2649016,1.4099979,0.64673144,1.2449242,0.61991966,1.1669811,0.7310991,1.1611321,1.4227765,0.63813686,0.8493765,0.8406913,0.69873214,1.3414026,1.0385692,1.370157,1.431897,0.9319944,0.61439294,0.50242746,0.9337699,0.9954027,0.90454715,0.7796522,0.620614,0.87902737,1.1030629,0.6384117,1.2109925,0.47962296,1.0576425,1.3758445,1.3870857,1.0924522,1.3627874,0.633327,1.2238725,1.2609081,1.1834195,0.4109794,0.8171612,1.2632642,1.1946584,1.0236155,0.97735363,0.9817748,1.3825244,1.3175747,0.43439037,0.6923553,1.0897825,0.7269606,0.8976917,0.7462957,1.3162122,1.0474477,0.7637857,0.5516771,1.2509453
can,1.418463,0.98717636,1.0120839,1.3771747,0.9480384,0.73848444,0.991698,0.49007744,0.9796659,1.0944545,1.4263885,0.50572073,1.4466403,1.4318626,1.3650963,0.6497836,1.102226,0.43942863,0.53129923,0.8078044,1.4147853,0.8001146,0.7826763,0.78494024,0.0,0.8124224,1.0413492,0.8785041,0.67746115,0.55915207,1.1446786,1.1989093,1.350405,1.3973768,1.3410904,1.2280654,0.49293298,1.1486192,0.41397738,1.0418615,1.0285406,1.1387349,0.7716225,0.78470683,1.3349428,1.3319113,1.1617002,1.2566874,1.2552459,1.0268654,0.6475316,0.82124853,1.038821,0.6964967,1.4235816,1.4308484,0.8533819,1.0489198,1.1592275,0.911162,1.3444045,1.3541918,1.3539295,0.8045364,0.73540217,1.173296,1.3005483,1.1722215,1.330523,0.4571653,0.950908,0.35413384,1.2963321,0.96618825,0.9078628,1.5788085,0.8564179,0.3951701,0.88956964,0.852928,0.9896091,1.2753304,1.4665742,1.2008498,0.7736882,0.5309206,0.48811585,0.7099302,0.8645914,1.1168545,0.91042644,0.60135686,0.9159565,0.9464139,0.46117312,0.9639244,0.86531657,0.97235745,1.1924284,1.4932933,1.0866909,1.0784826,0.45032573,1.0744417,0.96673733,0.866928,0.58603394,0.5553731,1.0250795,1.2982731,0.71021855,0.7272006,1.1523288,1.3592631,1.2094766,0.55900466,0.86264896,1.2523632,0.67130834,0.45204008,0.9387152,1.3350441,1.1156437,0.40481663,0.70602846,0.95700836
car,1.0222869,0.9686995,0.950576,1.1924884,0.95561576,0.9334872,0.74526215,0.8013677,1.1448405,1.1261325,1.0991188,0.59055907,1.0502448,1.2899915,1.1017541,0.9408093,0.8069643,0.8352879,0.6631659,0.76937723,1.115732,1.0791274,0.869781,0.8518063,0.8124224,0.0,1.0154659,0.8977899,1.0190855,0.8931924,0.9056414,1.0675902,1.0006337,0.8765634,0.941348,0.8834885,0.7496815,1.0146089,0.8174311,0.9502555,0.9697197,1.015494,0.94366103,1.086394,1.289473,1.1613928,1.0488186,1.1085404,1.229527,1.066014,0.8360451,0.9253911,1.1595713,1.1152133,0.98197794,1.0947349,1.0829424,0.841679,0.87851155,0.7353107,1.1211689,1.0292919,1.1251183,0.96552277,0.93726575,1.0268153,1.1734202,1.088942,1.1064299,0.951646,1.0256059,0.90175295,1.1480118,0.84870064,1.0671301,0.9715552,0.9795765,0.94612217,1.1607926,0.9748213,1.098733,1.1615405,1.2971412,1.1318284,0.9315031,0.9044273,0.81383455,0.7221615,0.6969994,0.89102423,0.90680623,0.66188806,0.93943036,1.0616587,0.8115728,1.0938352,1.0629044,0.9680926,1.1304929,1.256724,0.9696664,1.0637562,0.8461498,1.150191,1.0280561,1.0899256,0.8849845,0.87034476,1.1123209,1.074295,1.1504133,1.0829452,1.0399534,1.1849399,1.10725,0.6985694,1.0805358,1.1399608,0.99965286,0.99143195,0.8725517,1.0103408,0.96535057,1.0385071,0.8390342,0.9795213
carrot,0.9411664,1.0590229,0.84701794,0.9558069,0.9566662,1.0889089,0.8504599,1.0216517,1.0508759,1.025718,1.1838286,1.1495239,1.1076936,0.99863,1.0765276,0.9555625,1.0641785,1.0582474,0.99482393,1.0324196,0.8166219,0.81005573,0.9093558,1.1085037,1.0413492,1.0154659,0.0,1.0803152,1.0832326,1.2342135,1.0253611,0.95038676,1.0549824,1.0064042,1.1484625,1.0474837,1.1555073,1.03957,1.0797495,0.7960438,0.9942038,0.8813799,1.1065115,1.0468347,1.0601754,0.9939643,0.9248284,1.0068159,1.0179585,1.0228938,1.1751516,1.0235342,1.0140307,1.1087059,0.80643517,0.92011553,1.1654537,0.91049945,1.0154091,0.94937235,1.0387093,0.89615715,0.88285184,1.1437584,1.067413,0.98107654,0.9492124,0.85920167,1.063905,1.1067352,1.0614127,1.139232,0.7171592,0.91109043,0.96059626,0.8969153,1.1926786,0.93026996,1.052713,0.9452912,0.96519196,0.97588664,1.0374587,1.028592,1.0787622,1.1683859,1.2350492,0.8533952,1.0647905,0.93314075,0.99224,1.117755,0.880838,1.0367934,1.0027192,0.9969585,0.9993758,0.9007619,0.90876603,1.0666299,1.0209055,0.9821978,0.99612856,1.1492394,1.0094355,1.0184827,1.1881914,1.1701789,1.0238866,0.695519,0.9010201,1.0627573,0.9984942,1.1148093,1.0719613,1.1446255,1.0919335,0.9337215,1.1449777,0.9222822,0.9472988,0.9804547,1.1272589,1.163558,1.1463383,1.1487706
cat,1.0539019,1.0641445,1.0307522,1.0974402,1.0132821,0.81546146,1.1357605,1.0489106,0.87457335,0.9154526,0.96577525,0.7429648,1.0854409,1.1383013,0.95891005,0.72585213,1.1433094,0.9933813,0.95201975,1.0428115,1.149521,1.1181312,1.1660999,0.94053054,0.8785041,0.8977899,1.0803152,0.0,1.0915376,0.89063025,1.1491975,0.9786729,1.1198429,1.0938557,1.0224447,1.0128015,0.88484275,1.0948879,0.97991854,0.99709755,1.0423274,1.1779639,0.8686743,1.033701,1.0902063,1.0917671,1.1321261,0.88689566,1.0669954,1.0452055,0.7135942,1.0659571,1.0713995,1.0122174,1.2139264,1.2266612,0.99648964,1.0884225,0.82153076,0.9707753,1.0909737,1.1679335,1.1099265,1.0090337,0.94773257,0.93867093,1.0910437,1.1599932,1.1177154,1.0318489,1.0267535,0.64419186,1.1281445,1.0484041,1.123228,1.2259282,0.94998664,0.9204534,1.0176888,1.0301003,1.0353397,1.0075355,1.123667,0.90585124,0.96070474,1.0406811,0.7998593,0.9233326,0.84285074,0.975883,1.0669341,0.83186305,1.0856379,1.0562876,0.9625132,1.0260237,1.0952214,0.97234184,1.1278687,1.0839237,1.1311278,1.0128893,0.9099281,0.79633,1.0292739,0.8904316,0.8851088,0.76984936,1.0953387,1.0608292,1.1315949,0.90262693,1.2083821,1.0791628,1.0367987,0.8947581,0.9916362,1.1440332,1.0548917,0.92515427,1.1766725,1.1729151,0.84735274,0.9929341,0.96718055,0.741281
chair,1.1870537,1.2776067,1.2534745,1.0686477,1.1886636,1.151526,1.031095,0.80816,0.86996216,1.1332612,0.9059009,1.0405447,0.75616366,1.1092275,0.9978809,0.9825017,0.9581148,0.898367,0.992991,0.58342946,1.1493975,0.94327676,0.83034885,1.0470172,0.67746115,1.0190855,1.0832326,1.0915376,0.0,1.0139115,0.7175487,1.1411808,1.0366025,1.1582369,0.80459386,0.9252425,1.1131744,0.49231088,0.88356715,1.0102724,0.8210671,0.89972997,0.62985075,0.8422296,0.99306154,1.3059661,1.0761316,1.2631375,1.1424851,1.2355714,1.1258111,1.0199196,1.1259446,1.0130858,1.102336,1.0932778,1.1715137,1.1058046,1.1058064,1.2355542,1.124642,1.1591558,1.1872764,1.1137005,1.0623701,1.068323,0.97488225,0.91472584,1.0811799,0.97437567,0.37029648,0.8271333,1.0368912,1.1907495,0.85732734,1.15909,1.2402301,0.8776327,1.1909131,1.104052,0.734624,1.1059186,1.0562878,0.9980339,0.9879353,1.0703433,1.1143329,1.0885733,1.0462745,1.1394732,1.0474443,1.0856827,0.99494004,0.80269563,0.8274911,0.65627587,0.82686937,1.0797918,0.9931602,1.090398,0.9594863,0.93916863,0.95340365,0.73582786,0.8244423,0.6902969,1.0967897,0.96896327,1.0994799,1.1425314,0.99563485,1.0516444,0.9795063,0.9901399,0.3667128,1.090326,1.2159334,1.0191416,1.0372945,0.8914903,0.93096644,0.8710362,0.96587944,0.6918804,1.193248,0.8350085
clock,1.3837923,0.83445275,0.7061715,1.4541833,0.67107594,0.29863566,0.9254789,0.5695573,1.2516127,1.2139775,1.4196771,0.5189563,1.518399,1.387344,1.4722325,0.8457749,1.0347866,0.39551437,0.51642597,1.0474249,1.3798255,1.0682878,1.0100065,0.40732765,0.55915207,0.8931924,1.2342135,0.89063025,1.0139115,0.0,1.2048175,1.1739824,1.3069751,1.222779,1.4225873,1.0777817,0.31487715,1.3216459,0.35063112,1.1238534,0.9812579,0.9828609,1.1459746,1.060504,1.3871123,1.1770276,1.0386739,1.1489619,1.1826438,0.9524311,0.39631116,0.61073095,0.96834445,0.97140235,1.2547454,1.3792368,0.5753708,1.057262,1.0933144,0.7897632,1.2626928,1.2729473,1.392472,0.58314264,0.47329342,1.0509505,1.4773012,1.2502775,1.459347,0.55164045,1.2331944,0.46644592,1.2749938,0.68611753,1.0633533,1.538676,0.44438982,0.73404205,0.8682167,0.66409516,1.3043698,1.1832653,1.5021358,1.3923595,0.851029,0.5720538,0.3795125,0.91677964,0.9518403,0.84990215,0.78847593,0.5236144,0.95715094,1.0569776,0.49426514,1.1632249,0.8317194,1.1307133,1.3889976,1.4585328,1.0902227,1.3660764,0.53675795,1.2249434,1.1997457,1.1118742,0.23779738,0.54901266,1.1604217,1.2424974,1.0124042,0.7580335,1.0613241,1.4061835,1.4017639,0.25596988,0.6255351,1.1348541,0.70186025,0.8061899,0.77744675,1.3777132,1.1010687,0.5837191,0.48666537,1.2118489
closet,0.9425792,1.2890416,1.2902997,0.84932697,1.376585,1.3290025,1.1129174,1.1549178,0.9885291,1.2312055,0.70938593,1.3094027,0.6817944,0.8449086,0.77906674,1.1373651,0.78637254,1.2334714,1.3458271,0.70358235,0.84344995,1.0480044,0.9956609,1.1636575,1.1446786,0.9056414,1.0253611,1.1491975,0.7175487,1.2048175,0.0,0.8514413,0.8116044,0.91703993,0.6724814,0.68116486,1.4230626,0.5272641,1.2150664,1.0977695,0.80531675,0.9669928,0.6058261,0.9674559,0.8124203,1.1438048,1.1278627,1.2683064,0.93179125,1.1926744,1.3341918,1.0505561,1.2021115,1.1542838,0.8600668,0.79113847,1.2176206,1.0557414,0.96460176,1.2011373,0.7243034,0.8744056,0.9188283,1.266479,1.1221966,1.117012,0.66879386,0.81106955,0.8293386,1.2546666,0.46567178,1.2037857,0.9019246,1.2431767,0.9020983,0.6512978,1.2741566,1.1559157,1.2684884,1.2945015,0.5702327,1.0078983,0.7587979,0.91499305,1.0038065,1.331739,1.3339095,1.2154648,1.0171845,0.94537556,0.93680507,1.3098111,0.95053995,0.82799315,1.2022934,0.5334265,1.0326029,1.0946008,0.98946303,0.7834336,0.87435645,0.8292897,1.3850982,0.67410296,0.9895699,1.0727661,1.3385656,1.0970383,1.0975841,0.9867665,1.1897471,1.0101192,0.81529033,0.76608396,0.692351,1.3028704,1.3408056,0.9349238,1.268255,1.1232549,1.103857,0.82733214,0.99072707,0.97947866,1.281508,0.78648067
coat,0.84182835,0.8093235,1.2838356,0.827316,1.1942514,1.1887743,1.1811216,1.3119144,1.0978808,0.899885,0.8668064,1.0909436,0.8773341,0.9623695,0.8039485,1.2002953,1.0986327,1.319514,1.2923465,1.1800095,0.85926676,1.2749882,1.1459703,1.2343755,1.1989093,1.0675902,0.95038676,0.9786729,1.1411808,1.1739824,0.8514413,0.0,1.0354891,0.89128834,0.794191,0.8136276,1.1889726,0.8719407,1.3295029,1.0130718,1.0882756,1.2222805,0.9991553,1.2525735,0.85433435,0.7733649,1.2814264,0.8164552,0.8515792,0.7748094,1.1853472,1.2774966,0.8274125,0.9977738,1.1923302,1.0650867,0.8015976,0.84498394,0.7873376,1.1130781,0.7536907,1.0004685,0.7538988,0.9931827,1.0457515,0.8460194,0.3677948,1.165688,0.6306374,1.2343762,0.9036535,1.2799971,1.0424448,1.1749951,1.1305921,0.72730434,0.83508897,1.0009637,0.8896238,1.0434694,0.9975022,1.0258958,0.86662304,0.569473,1.2392147,1.2260013,1.2203809,1.1114694,0.7241309,0.94031745,0.86549747,1.1431569,0.95665836,1.0566373,1.3992705,1.110909,1.2933395,0.8522047,1.0133142,0.8185996,0.87694126,0.54967976,1.1405327,0.95484436,1.22993,1.0617187,1.0520409,1.0599447,0.73078966,1.0798624,1.1904436,0.7082358,1.0642763,0.6761078,1.1056209,1.2611693,0.8964466,0.9178016,1.1406707,0.95134103,1.3859726,1.1590402,1.035997,1.0005586,0.9515981,1.0717256
comb,0.7763019,1.2723978,1.1190844,0.75405,1.2278965,1.2972279,1.0410161,1.1102672,0.90490454,0.9934765,0.7401823,1.2792201,0.67131436,0.7513269,0.8040018,1.105482,0.625425,1.2578518,1.2540147,0.9134845,0.80530894,0.998491,0.9487833,1.2413883,1.350405,1.0006337,1.0549824,1.1198429,1.0366025,1.3069751,0.8116044,1.0354891,0.0,0.8164824,0.75528574,0.751688,1.3358912,0.86524177,1.2267725,0.9447154,1.0464823,1.0198878,0.9474058,0.9764472,0.8856156,0.913704,0.9231425,0.9674293,0.9046203,1.1440738,1.2635407,1.1311749,1.2021178,0.9929358,0.7971238,0.61710894,1.2705889,1.0181991,0.9683399,1.0678108,0.8207701,0.8608328,0.76822793,1.2212156,1.2280602,1.0156869,0.8712859,0.7885722,0.8624582,1.1932338,0.81620836,1.3506944,0.799005,1.1680776,0.90944856,0.5755503,1.324091,1.3519187,1.2352384,1.3158274,0.93289375,0.9249228,0.80701005,0.94452107,0.8161816,1.1906509,1.2528054,1.1381187,1.1623064,0.9873894,1.2374426,1.2704424,1.2138107,1.0021342,1.2046609,0.87956077,1.1305777,1.0600303,0.78130305,0.7020526,0.9641735,1.011169,1.3322453,0.8915437,0.8533252,1.0749242,1.396927,1.3337914,1.1149731,0.90701485,1.0534045,1.2802857,0.92850095,0.81403315,0.74938935,1.2995696,1.3219916,0.9861915,1.151326,1.3055272,1.0442164,0.66872585,0.9077544,1.2077594,1.358909,0.89287406
corn,0.38488543,0.9891878,0.9182198,0.85565174,0.9926853,1.1681081,0.6758549,1.2905853,1.0414742,0.9331862,0.6948223,1.1061227,0.7015207,0.8706292,0.6882599,1.1462104,0.86899066,1.3257902,1.1394806,1.0987837,0.8298029,1.2102882,1.1711835,1.172787,1.3973768,0.8765634,1.0064042,1.0938557,1.1582369,1.222779,0.91703993,0.89128834,0.8164824,0.0,0.63293517,0.93607783,1.2392993,0.9218836,1.3260642,0.89261687,1.0060502,0.94956964,1.0964375,1.2035078,0.88697505,0.9361914,1.0601376,0.86952055,1.0479584,1.1476321,1.1142895,1.1527079,1.0935355,1.1929893,0.6391673,0.9171505,1.1859268,1.087839,0.87031597,1.0066797,0.9316394,0.8588823,1.0068094,1.225963,1.1510606,0.8524011,0.79219574,0.9928229,0.80603415,1.3749418,1.0977017,1.3894012,0.9868641,0.7902889,1.1389656,0.71053064,1.1273476,1.0495093,1.2240117,1.1036811,0.9530025,0.80075216,0.8566271,0.8688543,1.1208317,1.2948122,1.2314917,1.13566,0.74875486,0.88939035,0.81559575,1.0772452,1.0893708,1.0447251,1.2465608,1.0901775,1.1403934,1.1238929,0.95336175,0.79042554,1.0657088,0.9345756,1.2969383,0.9884879,1.0632696,1.0537169,1.2373726,1.2571869,1.0189171,0.7382914,1.2550192,1.1743839,0.9777684,0.8579058,0.9174205,1.2023422,1.1691084,0.99549675,1.1507763,1.0262996,1.0953702,0.91359186,0.94777256,1.2862918,1.3133739,1.0199788
couch,0.6626701,1.1273216,1.2973969,0.61204374,1.2919248,1.3339813,1.1580033,1.3700027,0.82251906,0.9205542,0.15892494,1.2343551,0.21694368,0.7937852,0.3558041,1.1682122,0.8797229,1.4210799,1.3647937,0.8527173,0.8416287,1.1695074,1.1825525,1.3664047,1.3410904,0.941348,1.1484625,1.0224447,0.80459386,1.4225873,0.6724814,0.794191,0.75528574,0.63293517,0.0,0.83808696,1.4781841,0.5596625,1.4388598,1.1484046,0.89504474,1.0151846,0.725719,1.0391706,0.64345336,0.9590945,1.2159336,0.91318756,0.8776325,1.197139,1.2468491,1.2978854,1.1061128,1.1808028,0.9535203,0.853734,1.288838,1.0926062,0.88410485,1.3289365,0.76694417,0.8909005,0.9122491,1.322542,1.3611654,0.9556269,0.5228474,0.9748685,0.59502584,1.4413282,0.66181326,1.4427993,0.97268665,1.300453,1.0656058,0.62963456,1.2649789,1.2473333,1.3643672,1.315239,0.73350096,0.93008924,0.6187437,0.5729851,1.1112431,1.4353328,1.3813982,1.3586957,0.6625107,1.0931976,1.1651983,1.3543235,1.1250579,0.8657272,1.2903748,0.81654483,1.1573485,1.1206305,0.88859975,0.55131346,0.97278434,0.6301089,1.4726758,0.64207274,0.87742114,0.73868847,1.3802731,1.2817574,0.92864645,1.0574147,1.3064477,1.1719878,1.0776027,0.54503405,0.5019411,1.3815353,1.2967982,1.0091608,1.3467743,1.209903,1.2357833,0.78470445,0.89857954,1.1594852,1.4384634,0.797693
cracker,0.81656355,1.2004237,1.2571952,0.9536332,1.2713926,1.1760335,1.0253892,1.0816871,1.0307297,0.9323288,0.7793276,1.1887501,0.80890334,0.99710727,0.89256746,1.1177127,0.69059455,1.2172397,1.272896,0.94879,0.92298704,1.1763816,1.1549243,1.0229002,1.2280654,0.8834885,1.0474837,1.0128015,0.9252425,1.0777817,0.68116486,0.8136276,0.751688,0.93607783,0.83808696,0.0,1.2146533,0.7648696,1.2060074,0.94323874,0.8556321,1.0723276,1.0132084,1.1972384,0.95328367,1.0444542,1.1067406,0.8659115,1.0102314,1.1784743,1.1914154,1.0909466,1.1946807,1.1029223,0.888227,0.91049016,1.1153786,1.11964,0.74904895,1.0734216,0.8789172,0.8646796,1.0152497,1.2060468,1.0436547,0.9714967,0.8446864,0.9785349,0.84431106,1.188756,0.6644197,1.2096312,1.0027895,1.161006,0.9962843,0.8194259,1.1540353,1.159193,1.1722435,1.2225487,1.0003691,0.8079115,0.9072945,0.8847202,1.0882103,1.1950283,1.1398407,1.0704217,1.0673485,0.64588684,0.9411176,1.1233608,1.0725147,1.0716945,1.2301177,0.9070965,1.0795623,0.99794376,0.9533601,0.91634905,0.9945351,1.0046135,1.2402205,0.85663307,1.1551043,1.0278075,1.210272,1.0914459,1.1083174,1.008669,1.2210808,1.0710658,0.8889588,0.88479567,0.85443974,1.1935827,1.2384992,0.8853259,1.1619354,1.1043646,1.0989503,0.9330326,0.8388683,1.0863192,1.2011883,0.85632277
