,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
foot,1.1219792,0.47776806,0.87636125,0.7782705,0.98706764,0.9405373,0.96894,1.0849291,1.2243127,1.1627595,1.0190482,1.2779201,0.99467415,0.9238819,1.0970346,1.1492555,1.0362108,1.1215528,1.142929,1.2384386,1.0452223,1.1944638,1.1730659,0.77469236,0.8810958,1.0699034,0.8435793,1.1157695,1.2097018,1.085429,1.0846844,1.2358534,1.1723924,1.0948093,1.1138419,0.81914616,1.3610725,1.0574846,1.007582,1.147098,0.923192,1.1698605,1.0610636,1.1735873,0.5532311,0.9796487,1.0805582,0.7610118,0.24973083,0.79105234,1.0442363,0.0,1.1234565,1.1971345,1.1745089,1.1960192,0.4846294,0.7743546,1.159819,1.1204524,0.7839812,1.1620876,0.35505462,0.64990824,1.0999804,1.1411002,1.119168,1.2216551,1.0587788,0.8266793,1.232491,0.91007304,1.1373326,1.1021452,1.1391277,1.0341554,1.138573,0.9990592,0.600889,0.76948637,0.5521146,1.0263958,1.2094522,1.0717577,1.006141,0.840685,0.98702174,0.8384208,0.6776299,0.92648125,0.7631352,0.9272163,1.0165268,1.1561365,0.91187626,1.0055171,1.2015876,1.1221557,1.2518302,0.93619007,1.1222663,1.1925815,1.0671499,1.0006704,0.90850586,0.7174286,1.2579021,1.2037163,1.2887672,1.1001289,0.6042775,1.1697786,0.7621698,0.65783864,0.931898,1.0155841,0.5963386,0.8482344,1.2534096,1.0719537,1.25847,1.2783935,1.0740763,0.10575026,0.6586065,0.96613854,0.8651059,1.2166088,1.3030941,1.2531519,1.0515503,1.1579733,0.72600627,1.2883184
fork,1.1434984,1.047783,0.8581698,1.2753612,0.9879024,0.9992033,0.8405676,0.69437325,1.1264596,1.403883,0.8488518,1.1758432,1.3513565,0.8726649,1.210504,1.1513121,0.7630129,0.83444464,0.73026216,0.84381163,1.2337276,0.9185221,0.63480216,0.82865244,0.7803761,0.8370323,1.0628451,1.2031902,0.95130074,0.96416897,0.9451673,1.2180098,0.96560663,0.8387625,1.3151675,0.6326591,1.138646,0.7588831,1.1356109,0.9887162,0.9129224,1.1459904,0.63978577,1.1828725,1.0810256,0.8622394,1.2120023,1.3003929,1.0610646,0.8661031,0.8727331,1.1234565,0.0,0.8756327,1.1509566,1.2386243,1.032047,1.0392534,1.2531561,0.8434119,1.3151636,1.1026862,1.0994908,0.92741215,1.0494456,0.7630159,1.3398092,0.9782692,1.3432381,0.45112693,1.051137,0.81205684,1.1242048,0.73583734,0.83034444,1.1470218,1.1707935,1.0348022,1.1211754,0.7631054,0.94927275,0.8156297,0.9375618,0.872142,1.3995804,1.3214071,0.77990675,0.58108383,0.8259542,0.942018,1.0858855,0.93830603,1.1134195,0.94798577,0.87287486,0.8777928,0.84745836,0.6192012,1.1139355,0.8175771,0.85791105,1.2011003,0.2822672,1.3799515,0.97989833,1.2753783,0.7941655,1.1675504,0.7936436,1.2311661,0.90098786,1.1281514,1.1252503,0.9368747,0.3177576,0.76368797,1.090326,0.92357737,0.8543166,1.342058,1.0453742,1.1083113,0.7013682,1.0897678,1.0787313,0.8324306,0.874831,0.79807496,0.76639426,1.1897807,0.9614011,0.7955954,0.9306558,1.1953071
frog,0.684662,1.0813284,0.87954354,1.1636108,0.78138006,0.9479506,0.73984706,1.0212685,1.1754633,1.1493424,1.0232778,1.1318313,0.9737224,0.7941593,1.1402683,0.78167987,0.92742175,0.9938057,0.9698101,1.0409749,0.8833703,1.0730011,0.9246205,0.70600766,1.3197188,1.0121847,1.1053246,1.0956651,1.1209455,0.947518,0.9636266,1.1334711,0.93381846,1.0998765,1.1366976,1.0337888,1.0708877,0.9034746,1.0799589,0.87707806,0.7313831,1.1954627,1.0553302,0.9030373,1.1042897,0.93755764,1.0942582,1.0729074,1.1344497,1.0104727,0.7974601,1.1971345,0.8756327,0.0,0.9701127,0.9124191,1.1799786,0.85689485,1.0736117,0.9399765,1.15198,0.95219874,1.1184849,1.0347152,0.8992645,1.1105117,1.0984845,0.86252105,1.161145,1.0561876,1.1152464,1.0079378,1.0501865,0.7078802,1.0131433,0.7749315,1.0671552,1.0068455,1.1936414,1.1548989,1.22814,0.9530444,1.1786386,0.70252323,1.0618694,1.2533062,0.9337629,1.0629615,1.0819156,0.8044695,0.91853756,1.0875009,1.0205357,0.7674733,1.1184924,0.7668959,0.90414095,1.1301584,1.0465262,0.83395195,0.9241044,0.8056185,0.9241139,1.1233063,0.998143,1.2369134,1.0020881,1.1260787,1.1422892,1.1695751,1.1107643,0.9318594,1.0307723,0.93163955,0.96076596,0.99832076,1.2264144,1.1290566,0.6906512,1.1561022,1.006987,1.1552987,0.8353038,1.1679903,1.217229,1.0797786,1.1215608,0.5268969,1.0588453,0.980823,0.9780364,1.1007642,1.1598971,1.1114486
giraffe,0.81313705,1.1743456,1.1805273,0.9448601,1.178513,1.2208027,1.1372924,1.1513708,0.9204195,0.8527715,1.1362832,0.6986621,0.90174073,0.975122,0.9152683,0.94494444,1.0631663,1.1876278,1.1547989,1.0260582,0.97265416,1.0202893,1.1968551,1.1432335,1.228087,1.0882802,1.0769916,0.9538117,0.9718835,0.949611,1.1304853,0.9286899,0.9556592,0.9981266,0.95126206,1.2713987,0.789285,1.2541252,0.9590689,1.0028002,1.1147423,0.87631613,1.1584872,0.79917026,1.0599918,1.1973509,0.93132997,0.97177494,1.13481,1.246761,1.0975394,1.1745089,1.1509566,0.9701127,0.0,0.7709787,1.1709148,1.1610242,0.79509443,0.9646779,0.9351345,0.90144396,1.0106002,1.3043569,0.92334723,1.0307845,0.84442997,0.96057945,0.9031402,1.2348354,0.78495896,1.2376215,0.8572108,1.0895927,1.0477123,0.9931097,0.9358851,0.9471356,1.2396601,1.3004081,1.1921552,1.2170886,1.0878891,0.8034818,0.822832,0.89829147,1.1494992,1.2810045,1.2523135,0.8766701,1.0058333,1.1802089,0.9470895,0.84001744,1.2676065,1.1402855,1.0494037,1.243034,0.932246,1.205166,1.0437787,0.78656965,1.1381181,0.8274337,1.0364509,0.91604626,0.9697468,0.7666565,1.0024726,0.9105269,1.3116033,0.91582644,1.230462,1.2051396,1.3325886,1.1332216,1.1965001,1.1667249,1.0030905,0.8449403,0.6321542,0.88572586,1.200356,1.185204,1.2092518,1.201462,1.2223697,1.0971493,0.8503892,0.37681878,1.0208613,1.0932131,1.2258207,0.77408063
glass,0.94666904,1.1222303,1.2669296,0.8265765,1.049787,1.152775,1.2118169,1.3194091,0.8139725,0.7619988,1.3255382,0.836112,0.77828026,1.0677886,0.9833866,0.4709432,1.1168146,1.1081724,1.2398769,0.99880505,0.6968057,0.92167604,1.1520544,1.1975349,1.3735223,1.1815982,1.0482882,0.9955866,1.0581273,0.90916187,1.1531668,0.8738405,0.8111963,1.0792819,0.901014,1.4072752,0.8474696,1.168592,0.942661,0.99125874,1.1236937,0.98358864,1.2748581,0.8746275,1.1512836,1.092329,0.97134143,0.8056053,1.1424061,1.2663336,1.1445178,1.1960192,1.2386243,0.9124191,0.7709787,0.0,1.2907529,0.9491037,0.8606376,1.0283713,0.8344449,0.76944673,0.97006804,1.3624699,0.88621414,1.0308745,0.7219837,0.9009878,0.91931146,1.3757334,0.8662237,1.266315,0.7376225,1.1193526,1.0380949,0.69946355,0.7057084,0.73361576,1.2566415,1.4448981,1.2967432,1.1424015,0.9838085,1.079535,0.780957,0.97212476,1.192471,1.3793974,1.3807609,1.0671631,1.0101824,1.2997714,0.9694326,1.0375922,1.2836108,1.1277648,1.2125293,1.3645263,0.8283654,1.2408662,0.9935571,0.72833943,1.2000026,0.7300374,1.2224349,0.9700753,0.9035673,0.79125,0.7906307,0.8025272,1.4452193,0.4747575,1.0999236,1.2670703,1.3895061,1.0096331,1.2382277,1.2999984,0.9629415,0.8609452,0.83064413,0.7620163,1.2242115,1.2795656,1.1536651,1.1822424,1.416101,1.1045588,0.69652283,0.77522564,0.92310154,1.0958868,1.3191483,0.8446379
glasses,1.3295939,0.7250068,0.61599946,1.1656005,0.938396,0.67530125,0.83141434,0.9742886,1.3653507,1.285919,0.6973007,1.4353486,1.1932658,0.9104198,1.2688346,1.1789777,1.0526348,1.0454289,0.90294445,1.2649643,1.1953403,1.2796507,1.0638665,0.74893457,0.7111298,0.755887,0.6302053,1.0136826,1.289459,1.1933695,0.83872557,1.3064183,1.2044752,1.1741029,1.2594064,0.536429,1.4219327,0.9269849,0.9294972,1.1481208,1.0376058,1.214024,1.0815212,1.2815139,0.56282413,0.84280276,1.1235483,0.63998306,0.5104028,0.5320964,0.8400669,0.4846294,1.032047,1.1799786,1.1709148,1.2907529,0.0,1.0122511,1.213453,1.202421,0.72887886,1.2881972,0.78419214,0.3563378,1.0155635,1.1402761,1.2061995,1.1727741,1.1898484,0.794122,1.3193817,0.6968913,1.1972716,1.0692091,1.1811993,1.3351939,1.2485927,1.0776852,0.26436758,0.65712225,0.49178982,0.8736858,1.269346,0.973674,1.1951365,0.9900139,0.99150246,0.61017966,0.4519304,0.962458,0.9586226,0.83843565,0.91448766,1.115091,0.6518658,1.0013528,1.1679395,0.93102,1.319355,0.70850575,1.1879979,1.294395,1.0707757,1.133108,1.1024333,0.91707206,1.2634704,1.3035314,1.3883204,1.2958246,0.38238466,1.1596992,0.69677544,0.71639174,0.8261791,0.97743803,0.4177397,0.6305965,1.2805419,1.0029052,1.2767663,1.4176499,0.89792615,0.35007417,0.50355947,0.9658433,0.7796045,1.1415507,1.3785257,1.2336894,1.0050867,1.1499752,0.3422407,1.2178763
glove,0.9931669,0.63759136,0.8988824,0.8214436,0.74725354,0.9422673,0.88423973,1.0758802,1.2912837,1.1401839,1.1510831,1.2264416,0.90452415,1.082385,0.92423546,1.2002825,0.9981586,0.7572525,1.0246,1.1362634,0.7244618,0.9876339,0.82708794,0.933888,1.0968187,1.1581858,0.9394327,1.2619239,1.1167186,1.0214864,1.2462561,1.2305423,1.2154759,0.89980793,1.0450228,0.9826021,1.1689763,0.71810746,1.0877259,1.0498078,0.7678568,1.3365426,1.2088304,0.9609848,0.9349022,0.87393063,1.0299648,1.071326,0.7230104,1.0783044,1.0960275,0.7743546,1.0392534,0.85689485,1.1610242,0.9491037,1.0122511,0.0,1.2582526,0.81675327,1.0323048,0.9776334,0.6706527,0.8926173,0.9825631,1.13495,1.0249408,1.0615914,0.95574313,0.9058964,1.2284098,1.2218788,0.90013313,0.9741337,0.9598261,0.297374,0.9284467,0.8010016,1.0234236,0.9598267,0.887119,0.85282135,1.238729,0.99616075,0.9090836,0.99898124,1.0868769,1.0268459,0.9545259,0.9250833,0.7617051,0.89834666,1.0688449,1.1883959,1.0811379,0.9168932,0.7947999,1.1154898,1.2210209,1.0579534,0.90957886,0.8180862,0.93718636,1.0118284,0.84301925,0.9395276,1.0924051,1.3090816,1.0677421,0.9914112,0.8872909,1.3227681,0.9026316,0.67076004,0.93367076,1.0780381,1.0089573,0.96833557,0.8696713,1.1281939,1.1682403,1.1431935,0.8911345,0.7737844,0.97022676,1.0288459,0.92470443,0.7088241,1.0808513,1.3318176,1.1254458,1.0331454,1.0446975,1.3703983
grass,0.86254275,1.1144305,1.2200806,0.87520987,1.1808139,1.2368377,1.276125,1.213736,0.7273736,0.70799935,1.1553686,0.4748143,0.87449276,1.0111194,0.80140346,0.86691767,1.1765499,1.2432334,1.2352383,1.0438541,0.9909419,0.881103,1.3003042,1.1245358,1.1808795,1.1390692,1.005462,0.83254874,0.902641,1.0453316,1.0680546,0.8574057,0.97361153,1.0424062,0.74225736,1.3225327,0.8007251,1.3413413,0.92684036,0.86392426,1.1258459,0.85853654,1.1704595,0.82037854,1.0634557,1.2393067,0.8589652,0.95571214,1.1887249,1.2050316,1.0016595,1.159819,1.2531561,1.0736117,0.79509443,0.8606376,1.213453,1.2582526,0.0,1.1057501,0.85413915,1.0205425,1.1092588,1.305685,0.93595576,0.77670777,0.81367004,0.9761323,0.7980806,1.257634,0.68506026,1.1630259,0.84136945,1.1453384,1.0762732,1.0286386,0.8881527,0.9907157,1.1964169,1.2384379,1.1591283,1.2540137,0.9826433,1.0923791,0.8441486,0.9700432,1.2353015,1.2783757,1.298824,1.0786945,1.0397221,1.1405131,0.94155747,0.7182247,1.2163322,1.1124772,1.166769,1.2028115,0.96191704,1.1378675,1.1122808,0.79239947,1.1712053,0.8503078,0.94974303,1.002133,0.9330386,0.72712004,0.8574792,0.7467483,1.2842114,0.80942434,1.1775084,1.2174878,1.3252367,1.1296163,1.1587726,1.2345749,0.9858481,0.81847787,0.64356565,0.70537865,1.2546147,1.226086,1.1647666,1.1108167,1.1924254,1.1816087,0.9319006,0.46427125,0.9709357,1.0575057,1.2168739,0.66465884
gum,0.96896267,0.96385837,1.1079673,1.0418664,1.0198752,1.1415946,1.0478876,0.84957194,1.063286,1.0765741,1.151328,0.9577668,0.9224588,1.0934346,0.9530356,1.1316932,0.84372836,0.7988283,0.8945428,0.8772246,0.9836393,0.95740116,0.7526664,0.94964916,1.0721081,1.1409811,1.1364787,1.1865104,0.9294727,0.96648824,1.0350595,1.0710182,0.9015559,0.3309201,1.0835229,1.0079985,0.8710105,0.7786381,1.1076179,1.1175324,0.87910616,1.1235489,0.94754,0.78427756,1.0742936,0.93182504,1.0371904,1.2312866,1.0644909,1.2090605,1.160736,1.1204524,0.8434119,0.9399765,0.9646779,1.0283713,1.202421,0.81675327,1.1057501,0.0,1.2099609,0.9794643,1.0235888,1.1965463,1.0559609,1.0895405,0.9708792,0.7885814,0.9077115,0.9565912,1.0285808,1.1794477,0.85967606,1.059339,0.81781524,0.77993643,1.1448594,1.0290571,1.2427176,1.0397303,1.0289979,0.8716574,1.0884416,0.9780627,0.9337379,1.1823735,0.9532754,1.0786458,1.1560194,0.9853282,1.1007679,1.0840542,1.1077776,1.1207922,1.150157,1.1244814,0.8626768,0.98912436,1.0165117,1.1669242,0.7563651,0.8393391,0.7470064,1.121438,0.6657218,1.1138655,0.92290163,1.074183,0.9102115,0.8755645,1.1263441,1.1378092,1.228846,0.8446722,0.9819842,1.0350701,1.1452923,1.128576,0.8189767,1.1263313,0.9790638,1.0185653,0.8219063,1.1339378,0.9961465,1.0778635,0.97351146,0.6385381,0.8391614,1.0543134,1.0703124,1.0596759,1.1625262,1.0968008
hair,0.91772676,0.9303955,1.2722334,0.63481444,1.1719818,1.2498672,1.2245201,1.3563527,0.8839059,0.69020087,1.3108101,0.90727127,0.5936837,0.9712782,0.856915,0.938234,1.1468207,1.3082007,1.3877103,1.1241168,0.8912993,1.0190237,1.4558973,1.0580689,1.2793872,1.30406,1.0701323,0.8937319,1.1431634,0.91396785,1.0886794,0.8837843,1.0311044,1.1873891,0.8066792,1.3633102,0.9539265,1.4286654,0.88476676,0.9650064,1.1628,0.9176057,1.205289,0.8327287,0.69965816,1.2117677,0.8247349,0.3331535,0.8405401,1.2548711,1.2460136,0.7839812,1.3151636,1.15198,0.9351345,0.8344449,0.72887886,1.0323048,0.85413915,1.2099609,0.0,0.8904701,0.6862524,0.9595822,0.77733123,0.9925316,0.7939757,0.9723834,0.7697917,1.2840062,1.0144788,1.220742,0.9574384,1.2039268,1.0893298,0.88475305,0.72833323,0.89955556,0.92763233,1.2826755,0.9756877,1.2560326,0.9962868,1.2595024,0.5913162,0.709971,1.3189112,1.2991717,1.2288281,1.0879884,0.8862302,1.2141161,0.8796365,1.1726564,1.324298,1.1705238,1.1741496,1.3413352,0.9655012,1.2242591,1.1871672,0.78685635,1.2558961,0.5344015,1.0481466,0.67880005,1.0643679,0.94018734,1.0000722,0.8505014,1.2497468,0.9851638,0.94406635,1.1193843,1.4217227,1.2268076,0.9646372,1.2470353,1.1039952,0.6724968,0.9499916,0.91793525,1.3855209,0.84869325,0.97704875,1.2474972,1.2558455,1.3286598,0.8814197,0.950641,1.13438,1.1682975,1.1676097,0.8290025
hamburger,0.83556104,1.1800586,1.2335776,0.89506197,1.1242347,1.243836,0.92764086,1.114269,0.8818582,0.86333627,1.2697053,0.8780997,0.76531947,1.0614861,0.9539931,0.9421094,0.9112218,1.1254584,1.1536071,0.78115726,0.72519344,0.8557673,1.1539676,1.1802638,1.363709,1.2694147,1.2086744,1.0973446,0.9608856,0.35007012,1.0759261,0.771237,0.9934548,0.99783725,0.95688665,1.3708771,0.8455652,1.1911142,0.9235911,1.0761044,1.1067713,0.93882775,1.0653919,0.9018697,1.1432658,1.0364648,0.98028624,0.8989687,1.114763,1.3259536,1.1531503,1.1620876,1.1026862,0.95219874,0.90144396,0.76944673,1.2881972,0.9776334,1.0205425,0.9794643,0.8904701,0.0,0.96048546,1.3594272,0.9403615,1.0869675,0.92416966,0.8864958,0.9447854,1.2881778,0.9301477,1.2915876,0.842974,0.9565312,1.0234966,0.78358734,0.8324887,0.912533,1.2462939,1.383543,1.3092602,1.1017666,0.82403934,1.1446182,0.81998205,0.99143124,1.1129817,1.3001573,1.3067213,1.1071188,0.9509307,1.212179,0.9309683,1.1217821,1.2421963,0.9774803,1.0181953,1.199448,0.85263264,1.2286414,0.9113247,0.7833532,1.1065328,0.80288625,1.0975703,0.99674994,0.8623319,0.8508539,0.873954,0.85833544,1.3927318,1.0357882,1.145521,1.3250284,1.3167534,1.1654801,1.2347524,1.2563384,0.83513165,0.9813887,0.9416957,0.79978466,1.1629531,1.2097576,1.023544,1.1387088,1.3350651,1.0902716,0.6127624,0.9621881,1.1342888,1.0296872,1.3547819,0.96231425
hand,0.99327785,0.56628376,1.0962137,0.49924183,1.0648285,1.2060385,1.1781135,1.2577273,1.0673103,0.9912422,1.2711835,1.0975919,0.70841795,0.99374336,0.93035865,1.0882119,0.90864944,1.2738879,1.2942377,1.0661095,0.78467625,0.98860615,1.2905276,0.8962269,1.1730131,1.324676,1.0387357,1.1335377,1.146124,0.945486,1.2793082,1.1293967,1.052625,1.0235074,0.99343485,1.1626716,1.1167977,1.2606096,0.9817007,1.1312435,0.95063514,1.0579504,1.0141747,1.0161966,0.58436453,1.1415598,0.98970747,0.7672527,0.2389704,1.1734431,1.2378201,0.35505462,1.0994908,1.1184849,1.0106002,0.97006804,0.78419214,0.6706527,1.1092588,1.0235888,0.6862524,0.96048546,0.0,0.9920269,1.0028415,0.967496,0.9910904,1.0924712,0.97602034,0.9496335,1.0740395,1.1832569,0.95015746,1.1758889,1.1126587,0.68969977,0.9123953,0.8251876,0.97218573,1.1282704,0.73052216,1.1585445,1.069308,1.1866741,0.7447034,0.81866276,1.1129032,1.0899279,0.97063315,1.0296583,0.62632996,1.1216762,0.9992958,1.2137369,1.230196,1.0582308,1.203519,1.2224702,1.0795193,1.2204862,1.0610363,0.9440968,1.0310019,0.79328465,1.0590416,0.7105552,1.1013069,1.0933723,1.076257,0.9465844,1.056819,1.1542625,1.0856501,0.8565788,1.1849974,1.1766598,0.890697,1.1017562,1.1561437,0.94261116,1.0452645,1.0362976,1.2108127,0.43055904,0.9078408,1.1789241,1.1934911,1.2158201,0.9029324,1.1702809,1.1324563,1.21479,1.0853772,1.1558608
hat,1.3812525,0.62187815,0.48693419,1.3518403,0.62941515,0.44736147,0.6751638,0.70989376,1.4748808,1.442929,0.5449429,1.4951942,1.3625561,0.9601103,1.2896109,1.1246403,0.93688506,0.830826,0.7223414,1.1848321,1.2539239,1.3044264,0.75284505,0.840913,0.58794457,0.55387175,0.6731801,1.0263277,1.2105707,1.2922285,0.6832893,1.4185758,1.1642348,1.1599722,1.294775,0.38814557,1.4872932,0.6234218,1.1589212,1.0249861,0.81488997,1.2853599,1.073645,1.3907075,0.7602446,0.72188455,1.219094,0.9614649,0.6417771,0.3907112,0.6386578,0.64990824,0.92741215,1.0347152,1.3043569,1.3624699,0.3563378,0.8926173,1.305685,1.1965463,0.9595822,1.3594272,0.9920269,0.0,1.0516992,1.2170568,1.2994852,1.2515064,1.2987981,0.67314416,1.3389175,0.5322137,1.2932923,0.8479998,1.1000595,1.2932062,1.3897115,1.1702286,0.36459744,0.44844592,0.51390505,0.7033862,1.338372,0.75493485,1.3831491,1.0928656,0.77521765,0.51348454,0.43656552,0.85873437,1.0989283,0.5455423,1.1593068,1.0219487,0.4174732,0.7768393,0.938995,0.6987479,1.3271731,0.553274,1.0963095,1.3344082,0.98548776,1.3309383,0.9742618,1.0211638,1.3542452,1.4851696,1.4285172,1.4326389,0.24695885,1.1724283,0.5174916,0.5132428,0.61343074,0.9349433,0.47456956,0.4513744,1.2424787,1.1585618,1.3142347,1.4990814,0.62291163,0.4828999,0.6736625,0.91433966,0.63238806,0.9170094,1.5561934,1.3565047,0.81291974,1.0900437,0.33389378,1.3315964
horse,1.0354553,0.99562776,1.0884005,0.8701193,1.0804147,1.1800094,1.0654995,1.0624769,0.9455496,0.777208,1.1159111,0.9601152,0.86885417,1.133023,0.9690336,1.021111,1.1277475,1.0555029,1.1273258,1.0135411,0.96501815,1.0336555,1.0891439,1.0786462,1.1633465,1.074054,1.1210304,0.8946514,1.0030379,1.0619342,1.087914,0.90386164,1.0523826,1.0851336,0.7845093,1.2389123,0.9187603,1.126317,1.0459648,0.7128761,0.86561346,0.9585631,1.1519209,0.9815166,1.1041625,1.1090671,0.81588817,0.81014806,1.0471765,1.2036748,0.9487006,1.0999804,1.0494456,0.8992645,0.92334723,0.88621414,1.0155635,0.9825631,0.93595576,1.0559609,0.77733123,0.9403615,1.0028415,1.0516992,0.0,1.0580639,0.81768316,0.99443597,0.94786996,1.2244203,0.92682445,1.1159471,0.94642067,1.0374129,0.97919637,1.0065743,0.9242348,1.018551,1.1297195,1.2586172,1.135311,1.1160183,0.9535835,0.91685814,0.83933467,0.99038696,1.1218824,1.2548429,1.2116159,0.8330857,1.0557837,1.0852177,1.030253,1.0254531,1.2229066,1.0751995,0.99607074,1.1294482,0.8917559,0.9471763,1.082196,0.8720368,1.1578823,0.77451885,1.0263889,1.0515721,1.0419128,0.86266184,0.9902619,0.9021765,1.1515217,0.92009026,1.1154101,1.0356021,1.1817353,1.1172403,1.1743646,1.1790321,0.91107523,0.75645447,1.0340236,0.86495703,1.0986967,1.0874192,1.2130733,1.0617696,1.2508576,1.0156046,0.9707453,0.9208737,0.95689553,1.0402734,1.123894,0.8197283
hose,0.8786833,1.130742,1.2387202,0.91698587,1.1928998,1.3052922,1.2369791,1.1451604,0.6745715,0.9892518,1.1651269,0.8070476,1.0583565,0.8191395,0.86691296,1.0305328,1.1490781,1.0775115,1.0344615,0.92155015,1.1301465,0.6178744,0.9992683,0.9894445,0.82526654,1.2420889,1.1867403,0.8587775,0.7891239,0.96971,1.0407993,0.8983441,0.87586474,1.0322701,0.96014637,1.1869179,0.85621727,1.1640503,1.0187894,0.86236143,1.1697396,0.7112576,0.65573364,1.0052927,0.920878,1.2242937,0.92737156,1.1578434,1.2439923,1.1561699,1.1712838,1.1411002,0.7630159,1.1105117,1.0307845,1.0308745,1.1402761,1.13495,0.77670777,1.0895405,0.9925316,1.0869675,0.967496,1.2170568,1.0580639,0.0,1.147818,0.99364704,1.1198039,0.82709074,0.70748246,0.90316415,0.97346514,1.1595416,0.9559078,0.9559029,0.88342774,0.9471003,1.3169868,1.0021956,1.049398,1.2164819,0.7059723,1.1402166,1.0876904,1.0075002,1.1233423,1.022312,1.1468499,1.1504718,1.0510762,1.1436441,1.0108508,0.88479394,1.1220598,1.1447828,0.9417641,0.86704457,0.8776452,1.0861146,0.9707927,1.0160885,0.68181735,1.0598617,0.9720787,1.0477151,0.60447395,0.8041861,0.6591586,0.8795564,1.2577837,1.0791671,1.1675316,1.1624984,0.76915574,0.74800205,1.1961969,1.2257977,0.99289846,0.9886631,0.7365503,0.74588287,1.0621992,1.2728448,1.2345812,0.8469318,1.04746,1.1757798,0.8439286,0.98099893,1.1039541,0.7120168,1.2841861,0.79713213
jacket,0.8964252,1.0291648,1.3413358,0.52974594,1.2243583,1.2594615,1.2723019,1.3016323,0.75742155,0.37647736,1.2812005,0.74414265,0.5015632,1.1374773,0.6552178,0.8173293,1.0680474,1.2933788,1.3994925,1.0735358,0.7503913,1.0208892,1.4249661,1.0502309,1.3497759,1.2446667,1.1192172,0.7848683,1.0638961,1.0594906,1.1833698,0.7262061,1.0686734,1.12136,0.56676775,1.3470478,0.79933685,1.4155929,0.87556374,0.97765166,1.0475465,0.968497,1.229065,0.62506634,1.0942893,1.3220019,0.58514416,0.8983628,1.1456077,1.3109298,1.3473065,1.119168,1.3398092,1.0984845,0.84442997,0.7219837,1.2061995,1.0249408,0.81367004,0.9708792,0.7939757,0.92416966,0.9910904,1.2994852,0.81768316,1.147818,0.0,1.0118122,0.297153,1.2738671,0.9933228,1.3477061,0.82996714,1.282794,1.178045,0.8875714,0.7152632,0.94487107,1.218514,1.3116877,1.0661013,1.3071721,0.99843323,1.2268655,0.35139465,0.5782052,1.2216606,1.3231938,1.2871827,1.1586426,0.9397701,1.1012857,0.8919068,1.290103,1.3206065,1.306555,1.0402424,1.2832441,0.8461822,1.340055,1.2651346,0.6585529,1.2853514,0.4786756,0.93020785,0.7013483,1.0602826,0.75457644,1.0003284,0.6849067,1.3200636,0.6756462,1.1670578,1.0919085,1.4176196,1.2235907,1.2132248,1.3154368,0.9312885,0.6314785,0.98721874,0.7928711,1.368429,1.2116711,1.1175747,1.2128416,1.1628659,1.1232383,0.83525395,0.7892721,1.1183958,1.092053,1.2653294,0.76132536
